MinReturn,AverageAbsQ,QFunRegParamNorm,AverageAbsY,AverageEsReturn,MinEsReturn,AverageQLoss,StdReturn,AverageDiscountedReturn,AverageQ,AveragePolicySurr,AverageReturn,AverageAction,AverageAbsQYDiff,AverageY,MaxReturn,MaxEsReturn,Epoch,Iteration,PolicyRegParamNorm,StdEsReturn
5.69172654251,0.356144,120.078,0.356003500389,6.54727358422,3.64986332736,0.000478807,0.0615415026511,5.67718873494,0.355994,-0.340436,5.83592868662,1.0,0.00776832377944,0.356003500389,6.01584065391,21.2523100764,1457,1457,33.0135,1.70134499175
5.70867401001,0.358013,120.121,0.358016747315,6.89265656761,5.23871002062,0.0002148,0.0589534524892,5.67972347277,0.358009,-0.342002,5.83856453945,1.0,0.00734770484754,0.35801386178,6.00982235843,25.1753906422,1458,1458,33.0135,2.48109159505
5.69801218649,0.358148,120.159,0.358104803043,7.26979798495,4.53123805389,0.000376174,0.0594939157163,5.67799754528,0.358079,-0.342111,5.8367986965,1.0,0.00827541259233,0.358104803043,6.00288266818,45.9499200826,1459,1459,33.0135,4.75574268262
5.69745290946,0.356348,120.178,0.356308926903,7.2191546908,5.39899889704,0.000221888,0.0637879569811,5.67895789788,0.356348,-0.340458,5.83782369391,1.0,0.00693738722865,0.356308181397,6.01956025595,34.6448126782,1460,1460,33.0135,3.35837097441
5.70140075035,0.35779,120.228,0.357809290546,7.74930504314,3.75960458706,0.000215011,0.0617028543938,5.6766567152,0.357787,-0.341575,5.83540825077,1.0,0.00734203215381,0.35780590974,6.02814081896,57.2098242525,1461,1461,33.0135,5.35682934149
5.69648962845,0.356319,120.264,0.356288701129,7.07239734929,5.29886302995,0.000306905,0.0607371650612,5.67857623507,0.356297,-0.340025,5.83726969418,1.0,0.00764297629105,0.356287476905,6.02934924992,28.1246651425,1462,1462,33.0135,3.06687561149
5.70186145615,0.354664,120.283,0.35465174771,7.43971671178,5.39449946574,0.000218375,0.0602782355549,5.67600607669,0.354658,-0.338741,5.83474375687,1.0,0.00683376448359,0.35465174771,6.01576300232,35.4123954303,1463,1463,33.0135,4.44338493598
5.7068691499,0.356972,120.321,0.356970151027,8.09479677084,4.70134759266,0.000306451,0.0598416329012,5.67514022093,0.356966,-0.341213,5.83395778381,1.0,0.00776377388736,0.356970151027,6.03156847163,56.7531611206,1464,1464,33.0135,6.38055820092
5.69789535264,0.356526,120.327,0.356519947682,7.08078109864,4.41863342212,0.000228469,0.0612954886729,5.67539396451,0.356526,-0.340886,5.83418296549,1.0,0.00744394877053,0.356519947682,6.03374095138,36.5797587455,1465,1465,33.0135,3.34991522883
5.68895980738,0.356721,120.358,0.356720427515,6.79985679235,5.4706547794,0.000390333,0.0597402550008,5.67840511424,0.356709,-0.340997,5.83719069778,1.0,0.00786450057804,0.356720427515,6.02849486568,25.0307222301,1466,1466,33.0135,2.3620480145
5.69486652011,0.35855,120.382,0.358543500119,7.19135834919,5.34496894411,0.000228863,0.0596329319079,5.67631709796,0.358549,-0.342502,5.83507914699,1.0,0.00745957186539,0.358543500119,6.00096138855,49.7738062624,1467,1467,33.0135,4.52165364181
5.68749961922,0.357267,120.424,0.357276471772,7.37328425994,1.84161548568,0.000232311,0.060632774229,5.67672102644,0.357267,-0.341414,5.83545007092,1.0,0.00723192606097,0.357276471772,6.02831704093,53.8214307611,1468,1468,33.0135,5.13989590643
5.69854339204,0.358272,120.45,0.358303403849,7.14938411306,2.74397233038,0.000281891,0.0610505841238,5.67673310133,0.358271,-0.341984,5.83548647449,1.0,0.00780186602211,0.358303403849,6.02439705393,32.7758037699,1469,1469,33.0135,3.48166315139
5.69368639265,0.356942,120.485,0.356934690336,7.13750657062,5.44962507147,0.000451751,0.0608682577839,5.67758260067,0.356938,-0.341061,5.83630308891,1.0,0.00793701253276,0.356912064046,6.02747379801,25.1469419052,1470,1470,33.0135,2.50324243698
5.69746463386,0.354832,120.495,0.354793441534,7.13928714933,2.75181388857,0.000390697,0.0598490017112,5.67496498057,0.354813,-0.339433,5.83378059193,1.0,0.00826663223,0.354793441534,6.01462772012,23.9109686662,1471,1471,33.0135,2.84586959816
5.70333165699,0.357096,120.495,0.357100545346,7.44201185269,5.27448392283,0.000230081,0.0617454839177,5.67655664033,0.357096,-0.340869,5.83534093522,1.0,0.0074420700704,0.357100545346,6.03141509221,71.7552403858,1472,1472,33.0135,6.36420711162
5.68930753766,0.356718,120.504,0.356719233426,7.38296731085,5.30599101651,0.000272382,0.0617022170943,5.67554366233,0.356718,-0.341106,5.83426704648,1.0,0.00765162306987,0.356719233426,6.01249770916,52.4976413331,1473,1473,33.0135,5.11162158431
5.69311587853,0.357719,120.539,0.357624301594,6.92077706556,3.58652424839,0.000358053,0.0606001554699,5.67677506556,0.357659,-0.341745,5.83555018153,1.0,0.00764347572447,0.357624301594,6.01032688378,28.4835139652,1474,1474,33.0135,3.11562428289
5.69299166897,0.359777,120.529,0.35983232914,7.44078292542,3.72590788058,0.000405649,0.0620417253635,5.67697479312,0.359777,-0.344079,5.83571260268,1.0,0.00785751303326,0.35983232914,6.02201646469,36.7812227992,1475,1475,33.0135,4.31974474775
5.70095567937,0.358877,120.542,0.358877458297,6.90789193421,5.39911609874,0.00037276,0.0600078144912,5.6776853234,0.358877,-0.342864,5.8364577808,1.0,0.00761809380141,0.358877458297,6.02691948985,24.8536633149,1476,1476,33.0135,2.47535008224
5.70296822711,0.358788,120.586,0.358728188962,7.10581752606,5.21596135537,0.000323009,0.0603502131705,5.67561564281,0.358787,-0.342636,5.83436763707,1.0,0.0075043408847,0.358728188962,6.00653225733,22.8130987282,1477,1477,33.0135,2.69962547528
5.69931147258,0.357695,120.613,0.357658830452,6.99350904781,3.68604497212,0.000286327,0.0611628902124,5.67612389876,0.357656,-0.341665,5.83492745798,1.0,0.00715655880278,0.357658830452,6.00761395131,28.4735487303,1478,1478,33.0135,2.8285874388
5.69088466036,0.358806,120.639,0.358824596567,7.11016919111,5.3409374732,0.000234939,0.0599396402271,5.67611288382,0.358806,-0.342685,5.83479195175,1.0,0.00764499959333,0.358824596567,6.02018852678,24.4817561152,1479,1479,33.0135,2.98395682831
5.69715685976,0.357438,120.68,0.357460539839,6.68912000238,5.39578530811,0.000259001,0.0596458554719,5.67724630223,0.357434,-0.341138,5.83604356443,1.0,0.00735375514499,0.357460539839,6.00640930511,20.9751142662,1480,1480,33.0135,1.92371615124
5.70118381946,0.356371,120.706,0.356371294181,7.18802801966,1.87782227413,0.000184651,0.0600015084259,5.67624384706,0.356358,-0.340245,5.83505552698,1.0,0.00724908542973,0.356371294181,6.0126936333,43.8833337573,1481,1481,33.0135,4.21197339666
5.69614319338,0.358491,120.744,0.358467482609,6.93920138957,4.8592607084,0.000310891,0.0592719662589,5.67669891658,0.358481,-0.342419,5.83550137531,1.0,0.007745315543,0.358467482609,6.0193300087,36.6446070052,1482,1482,33.0135,3.17453467042
5.69697887931,0.355617,120.754,0.355608058,7.19895188577,2.7590109866,0.000220288,0.061882646396,5.67650778272,0.355611,-0.339439,5.83527247981,1.0,0.00729554217606,0.355608058,6.01233457549,44.8475640298,1483,1483,33.0135,4.32704755364
5.69572241309,0.357354,120.779,0.357354428511,6.95414968222,3.64404721541,0.000247115,0.0610367961354,5.67434729828,0.357339,-0.341187,5.83314320812,1.0,0.00746812967115,0.357354428511,6.01903798722,34.2794260051,1484,1484,33.0135,3.00051961522
5.69656060482,0.354714,120.808,0.354700847035,7.03834688533,4.5319051998,0.000217005,0.0598700718061,5.67786308268,0.354711,-0.338495,5.83667494024,1.0,0.00722093040855,0.354700847035,6.01183270791,25.2301046981,1485,1485,33.0135,2.83408521243
5.69848266665,0.356046,120.807,0.356047878307,6.77368642152,5.07007027271,0.000241019,0.0614434839696,5.67802427653,0.356045,-0.340115,5.83673169619,1.0,0.00741974565879,0.356047878307,6.00022365064,37.4834085001,1486,1486,33.0135,3.02427182526
5.70778126233,0.356152,120.827,0.356076454013,7.18491373813,3.58224801874,0.000319597,0.0612103580303,5.67664747703,0.356104,-0.340002,5.83542972094,1.0,0.00747753198177,0.356076454013,6.01676228672,41.7589515322,1487,1487,33.0135,4.23239001022
5.6966640449,0.354835,120.833,0.354847470978,7.37107931723,5.05169537698,0.000257323,0.0598462227234,5.67883393005,0.354835,-0.339336,5.83762689694,1.0,0.0074659272968,0.354847470978,6.01470848092,52.5362850409,1488,1488,33.0135,5.08017174141
5.70465134272,0.355199,120.857,0.355194174411,6.98195465238,1.72225377722,0.000199498,0.060137754314,5.67790311333,0.355194,-0.33911,5.83675390268,1.0,0.00714709380182,0.355194174411,6.00682679753,20.9933269975,1489,1489,33.0135,2.67711209866
5.69141154696,0.356445,120.857,0.356278037997,7.49781766207,4.56644541687,0.000493655,0.0615360649515,5.67740349632,0.35632,-0.340116,5.83626178307,1.0,0.00805075449624,0.356278037997,6.00549022481,44.2034822134,1490,1490,33.0135,4.94388743471
5.70689106239,0.358843,120.842,0.358873327286,7.40828351689,1.8379026914,0.000287216,0.0606603578776,5.67642332083,0.358843,-0.342452,5.83519414883,1.0,0.00756594542392,0.358873327286,6.02387993211,49.4835317114,1491,1491,33.0135,5.09162216718
5.69796066008,0.357622,120.898,0.357630753075,7.11565504557,5.16087013934,0.000257266,0.0593646880949,5.67333000884,0.357622,-0.341183,5.83200438827,1.0,0.00730099840432,0.357630753075,6.00514417325,26.5914886659,1492,1492,33.0135,2.9388074286
5.70224129927,0.354354,120.941,0.35436538029,6.63359972993,5.192272128,0.000210576,0.0609370966339,5.67664846357,0.354348,-0.338935,5.83535427654,1.0,0.00689433360677,0.354361606019,6.0287981448,21.9557459581,1493,1493,33.0135,1.98260817148
5.71110403282,0.354927,120.951,0.354911648501,7.03449621678,2.82257521947,0.000213443,0.0618008233608,5.6767944707,0.354927,-0.339323,5.8356381556,1.0,0.00718742278821,0.354911648501,6.01372260453,28.1833549693,1494,1494,33.0135,2.56885050146
5.70386073628,0.355731,120.989,0.355729913909,7.50550956397,3.7890400972,0.000313493,0.0588102846989,5.67392148067,0.355731,-0.339876,5.83268583483,1.0,0.00753955698552,0.355729913909,6.00204717659,37.9528140809,1495,1495,33.0135,4.28305458238
5.70095740745,0.356253,120.996,0.356273673219,7.35783656936,5.28860570545,0.000239487,0.0607780883161,5.67643043695,0.356253,-0.340297,5.83520780121,1.0,0.00731196919713,0.356273673219,6.01427261773,38.6110931612,1496,1496,33.0135,4.06105767326
5.69966120898,0.357884,121.001,0.357874962084,7.13238813194,4.47190113557,0.000199864,0.0617355192915,5.67745945393,0.357884,-0.34146,5.83618795881,1.0,0.00714679669561,0.357874962084,6.01038904502,40.6389176253,1497,1497,33.0135,4.08857480948
5.69858307573,0.355845,121.001,0.355840735749,7.08447462056,3.63144647406,0.00022425,0.0620618072739,5.68078566762,0.355839,-0.339798,5.83962349608,1.0,0.00751093887706,0.355840735749,6.00786513757,26.4940132393,1498,1498,33.0135,2.70878131509
5.69865189321,0.357875,121.024,0.357906876444,7.16460208153,1.81318515175,0.000248199,0.0636426115178,5.67835940089,0.357875,-0.341801,5.83721738968,1.0,0.00693468761082,0.357906876444,6.01005567838,25.2555053569,1499,1499,33.0135,3.35348031323
5.69068438391,0.356047,121.0,0.356050400408,6.98344747441,1.80802606111,0.000248565,0.0606253043831,5.67647337234,0.356047,-0.340206,5.83517948324,1.0,0.00751514152125,0.356050400408,6.02996756147,31.1002687253,1500,1500,33.0135,3.01149037001
5.6874929694,0.355548,121.0,0.355476242529,7.34261888682,2.74088565245,0.000389468,0.060840051918,5.67856356637,0.355464,-0.339637,5.83743367354,1.0,0.00766191694243,0.355476242529,6.02179425835,46.7442711351,1501,1501,33.0135,5.04373761489
5.70055614276,0.355866,121.038,0.355827075325,6.80440346734,3.75802355009,0.000351044,0.0596481538902,5.67738868631,0.355866,-0.339849,5.83626914305,1.0,0.00741186250509,0.355827075325,6.01768901871,14.9685210898,1502,1502,33.0135,1.60952757242
5.69639254296,0.355979,121.046,0.355969662723,7.97241331966,5.29211781213,0.000190303,0.0605492359704,5.68051280782,0.355979,-0.339996,5.83935634224,1.0,0.00719306256809,0.355969662723,6.00937092602,36.4830575803,1503,1503,33.0135,5.03691259399
5.69951059548,0.355783,121.053,0.355742104942,6.82302353959,5.03757505624,0.000332278,0.0627590953494,5.67756495815,0.355781,-0.340052,5.83631165396,1.0,0.00761847343218,0.355742104942,6.00547558384,41.7499476711,1504,1504,33.0135,3.55561313672
5.70062716601,0.355125,121.066,0.355149140654,7.8257296672,1.86283443535,0.000294863,0.0611794458738,5.67733702002,0.355125,-0.339299,5.83618528776,1.0,0.00699258982939,0.355147805932,6.01736605588,61.930237833,1505,1505,33.0135,6.12582079241
5.6965994816,0.356667,121.057,0.356704601124,6.69053444865,5.31568066482,0.000225871,0.0600972303127,5.67534627827,0.356667,-0.340923,5.83412063362,1.0,0.00715921392368,0.356704601124,6.02624179412,16.8583148491,1506,1506,33.0135,1.61454663487
5.69542844802,0.356687,121.078,0.356695666017,7.43185573295,5.350677715,0.00030484,0.0608475750873,5.675720451,0.356687,-0.341306,5.83445978059,1.0,0.00783500410941,0.356695666017,6.015228888,54.6490729851,1507,1507,33.0135,5.38232172518
5.70689086405,0.354751,121.094,0.354738049687,7.18527497989,2.77912025475,0.000222866,0.0606820579037,5.67835498053,0.354751,-0.339393,5.83708149554,1.0,0.007338173573,0.354736533049,6.00885440634,25.9436706306,1508,1508,33.0135,3.21235784298
5.69259141118,0.355718,121.105,0.355709795052,7.62556476425,3.85039030088,0.000368149,0.0630048552905,5.67589134125,0.355718,-0.340212,5.83465090286,1.0,0.00772935366233,0.355709795052,6.01772542794,62.9043299294,1509,1509,33.0135,6.18870435647
5.69626151371,0.355987,121.125,0.355918296107,6.85725455563,2.84854668985,0.000252393,0.0617193147572,5.67781230061,0.355939,-0.340733,5.83661607651,1.0,0.00752279250984,0.355918296107,6.01591282804,22.0859132661,1510,1510,33.0135,2.21835665339
5.68889761312,0.358471,121.142,0.358462728005,6.66443079076,3.73033783111,0.000195482,0.0612687866413,5.67702903052,0.358448,-0.342562,5.83584708249,1.0,0.00692316200101,0.358462728005,6.00783704318,20.1251113788,1511,1511,33.0135,1.66545458132
5.70707465671,0.357019,121.15,0.357040338954,6.83474706499,4.38416312282,0.000214154,0.0613972136033,5.67875270959,0.357019,-0.34109,5.83752808744,1.0,0.00729989857881,0.357040338954,6.00933496288,15.1229191937,1512,1512,33.0135,1.91263227384
5.69660474891,0.357218,121.162,0.357203741937,7.46718960861,2.79607988582,0.000192426,0.0598419403322,5.67720030101,0.357216,-0.341555,5.83592659773,1.0,0.00709205532509,0.357203741937,6.01112231661,42.1256064077,1513,1513,33.0135,4.3679798069
5.68726905958,0.355585,121.179,0.355558268008,7.59155618941,3.84686876514,0.000368901,0.0605536652771,5.67750161497,0.355572,-0.340025,5.83625520282,1.0,0.00732102927568,0.355558268008,6.02033197624,31.0442022538,1514,1514,33.0135,4.12717571296
5.69277937629,0.35604,121.232,0.356003938797,7.23948865525,1.81129353712,0.000318243,0.0624334483106,5.67745592804,0.35604,-0.340457,5.83623243162,1.0,0.00732688324041,0.356003938797,6.01663403888,30.3899419441,1515,1515,33.0135,3.63003091029
5.70004828474,0.355585,121.247,0.355611173885,6.83463532841,5.36322888329,0.000219352,0.0614050887407,5.6757318531,0.355582,-0.339553,5.83456063187,1.0,0.00718589555314,0.355611173885,6.02071514819,21.040496838,1516,1516,33.0135,2.27907984557
5.70296671537,0.353786,121.241,0.353779435801,7.52151054315,4.31368526377,0.000295573,0.0610460519715,5.6775763808,0.353786,-0.338126,5.83636677878,1.0,0.00712539031862,0.353779435801,6.01366443354,38.8073436009,1517,1517,33.0135,4.31666803459
5.70607073854,0.358114,121.254,0.358157816332,7.12912803408,4.37846651523,0.000203286,0.0610483322826,5.67972443268,0.358114,-0.341992,5.83852746316,1.0,0.0073191547321,0.358157816332,6.02456206836,32.7306840853,1518,1518,33.0135,3.88852060349
5.6981441242,0.356123,121.293,0.356101517122,7.77108130136,5.44279014034,0.000257173,0.0617442066496,5.67614610227,0.356119,-0.339954,5.83486630169,1.0,0.0079410235295,0.356101517122,6.01508741574,57.3889249033,1519,1519,33.0135,6.27850359879
5.70683629535,0.357006,121.33,0.357015752155,7.138688762,5.46286863238,0.000241523,0.0609239403315,5.6765424672,0.357001,-0.340982,5.83534529705,1.0,0.00690298831472,0.357015752155,6.02712509499,26.7671280959,1520,1520,33.0135,2.92685100177
5.70161923347,0.357489,121.339,0.357500155577,7.40246216728,3.84216677473,0.000207487,0.0622158171058,5.67687023518,0.357487,-0.34115,5.83562438345,1.0,0.00708344168552,0.357500155577,6.02390232175,31.7189216973,1521,1521,33.0135,3.54193245962
5.70080013587,0.359247,121.371,0.359138716124,7.34435919939,5.38168492862,0.000334321,0.0623302607189,5.67751449058,0.359154,-0.343043,5.83634802926,1.0,0.00772230504281,0.359135993067,6.03162402937,44.1046483632,1522,1522,33.0135,4.53594444148
5.68525112162,0.356524,121.423,0.356508643649,7.38700918749,5.04680268565,0.000296565,0.0607608203528,5.67782214554,0.356524,-0.340716,5.83661223924,1.0,0.00721651737906,0.356508643649,6.01823456712,32.9672639282,1523,1523,33.0135,3.60526143596
5.70531257303,0.356178,121.442,0.356181341253,7.30728974447,5.36988040045,0.000239496,0.0623357635221,5.67860106028,0.356174,-0.340529,5.83748893323,1.0,0.00724871253917,0.356177895477,6.01581661313,38.5134162895,1524,1524,33.0135,4.67080038127
5.70340100397,0.357652,121.453,0.357637367744,7.01324269475,5.32662809504,0.0002989,0.0614274160301,5.67900160068,0.357651,-0.341744,5.83781185624,1.0,0.00733463247613,0.357637367744,6.02939985107,23.114863119,1525,1525,33.0135,2.54309320455
5.69657940933,0.357822,121.46,0.357813938598,6.7973362329,5.3618496412,0.000214527,0.0589118760844,5.67576076318,0.357805,-0.341582,5.83448307386,1.0,0.00719750690747,0.357813938598,6.00391280624,17.0896376984,1526,1526,33.0135,1.64739963265
5.70892034939,0.355597,121.491,0.355586083179,6.95201654168,5.40401012302,0.000243104,0.060021804203,5.67571476942,0.355597,-0.33939,5.83446983699,1.0,0.00757163184492,0.355586083179,6.02246069392,23.8850963313,1527,1527,33.0135,2.76648585096
5.6941960295,0.356395,121.506,0.356416784773,6.7767214531,1.85949686342,0.000275958,0.0598610325057,5.67810270854,0.356395,-0.340343,5.83684850902,1.0,0.00731590259733,0.356416784773,6.00249573224,25.0617683034,1528,1528,33.0135,2.31016900634
5.70405258355,0.356391,121.553,0.356358520803,7.01305697699,2.7332474205,0.00037191,0.0599780913735,5.67577461852,0.35639,-0.340447,5.83451437844,1.0,0.00751613745597,0.356358520803,6.02004259942,43.6328819432,1529,1529,33.0135,3.82465235729
5.70230551209,0.357547,121.567,0.357549341292,6.51976453465,2.75502853113,0.000306785,0.0621108719543,5.67777181962,0.357547,-0.34146,5.83653025946,1.0,0.00736325136324,0.357549341292,6.01955631685,12.6527994866,1530,1530,33.0135,1.33932532528
5.70287026474,0.357002,121.567,0.357005876569,7.40659061758,4.71869831226,0.000221414,0.0621267209698,5.67971855183,0.356999,-0.341159,5.83860562418,1.0,0.00732509121538,0.357005876569,5.99772772435,46.2702294859,1531,1531,33.0135,5.22977764309
5.69985217683,0.358735,121.589,0.358718544594,7.43103424245,5.42206184403,0.000358892,0.0612318516642,5.67559059555,0.358729,-0.342401,5.83434370627,1.0,0.0076359205421,0.358715886715,6.01806587677,48.7214776177,1532,1532,33.0135,4.42065411269
5.69969281777,0.357078,121.6,0.357058296769,7.38664861834,5.10611230938,0.000260372,0.06166503701,5.67642528483,0.357063,-0.340781,5.83512289053,1.0,0.00751454185316,0.357058296769,6.01329080792,56.2753083847,1533,1533,33.0135,4.87170165823
5.69913822587,0.356229,121.595,0.356219133299,6.8633264628,1.78198709096,0.000204259,0.061285666426,5.67749432187,0.356229,-0.340131,5.83625891455,1.0,0.00723573364857,0.356219133299,6.03133148812,40.0486868794,1534,1534,33.0135,3.62581167622
5.69057929808,0.355761,121.628,0.355775808115,7.09828886298,5.33391545257,0.000196421,0.0618535866933,5.67530583668,0.355761,-0.339762,5.83408015556,1.0,0.00697672402347,0.355775808115,6.03064151035,48.158619744,1535,1535,33.0135,4.1514279328
5.70003302053,0.355542,121.663,0.355495287851,6.89414700022,2.72075284441,0.000282055,0.0600779702087,5.67645551241,0.355522,-0.33932,5.83518146771,1.0,0.00742829800232,0.355495287851,6.03526480175,20.8785138496,1536,1536,33.0135,2.10839705579
5.69881550569,0.356766,121.689,0.356789294002,6.98045350228,5.37773595277,0.000229502,0.0608502640772,5.67786181529,0.356766,-0.340318,5.83663707402,1.0,0.00746418966888,0.356789294002,6.02622400413,32.665687832,1537,1537,33.0135,2.91717374835
5.69566969647,0.35695,121.728,0.356898669149,6.80138411102,1.79680038909,0.000319227,0.0619777942848,5.67931297669,0.356939,-0.340651,5.83806586115,1.0,0.007626095929,0.356898669149,6.00552679883,17.5454514464,1538,1538,33.0135,2.01207326346
5.68961867986,0.353887,121.79,0.353883381584,6.7512110133,5.37182364158,0.000220864,0.0620925524812,5.67900737122,0.353887,-0.338254,5.83785624459,1.0,0.00745400699179,0.353883381584,6.02956127355,24.3366940326,1539,1539,33.0135,2.37586119988
5.70328094629,0.355991,121.817,0.35596753874,6.8115006831,5.28117087467,0.000299257,0.0617047889956,5.6750942718,0.35599,-0.340248,5.83386101095,1.0,0.00719139283193,0.35596753874,6.02658262587,19.9365966423,1540,1540,33.0135,2.07199866986
5.70233334829,0.358691,121.82,0.358722238076,7.63164681535,5.12006276472,0.000193808,0.0603152814743,5.67754309601,0.358691,-0.342463,5.83633409597,1.0,0.00709057883245,0.358722238076,6.00918463316,45.4362761541,1541,1541,33.0135,5.46797659838
5.70001845201,0.35896,121.859,0.358921998583,7.51334985274,5.40072444539,0.000345522,0.0602732247912,5.67619297517,0.358955,-0.342646,5.83487292267,1.0,0.00738764782117,0.358920062703,6.03102976688,38.4615864043,1542,1542,33.0135,3.99458657812
5.68732796322,0.356035,121.909,0.356054095894,6.61434874293,3.72938856725,0.000235171,0.0600056846423,5.67612036299,0.356032,-0.340094,5.83486187821,1.0,0.00771906240628,0.356054095894,6.01512678963,18.3094112397,1543,1543,33.0135,1.94976941522
5.69520892709,0.355754,121.949,0.355747810307,6.73130954347,1.90715325306,0.000237688,0.0623128274304,5.67770301847,0.355753,-0.340203,5.83646948857,1.0,0.00734874747446,0.355747810307,6.02164439546,41.9958362367,1544,1544,33.0135,3.36358597335
5.69628702883,0.358288,121.961,0.358310645999,6.98419966975,5.39528725331,0.000200546,0.0604772584219,5.67542546446,0.358288,-0.342188,5.83423227821,1.0,0.00704013754,0.358310645999,6.00810019196,33.8794739679,1545,1545,33.0135,3.00624078615
5.68505121614,0.358779,121.979,0.358726339131,7.18382203422,5.23030184432,0.000369924,0.0616056203167,5.67764778088,0.35875,-0.342428,5.83642910761,1.0,0.00766802712763,0.358726339131,6.01409087758,51.5061127646,1546,1546,33.0135,4.80925809472
5.68822682855,0.35823,121.982,0.358250547193,6.95842914237,3.82698561606,0.000310225,0.0620083334272,5.67711911671,0.35823,-0.342015,5.83596457644,1.0,0.00765727003289,0.358250547193,6.03550250032,28.454098793,1547,1547,33.0135,2.59996094929
5.69870439269,0.359016,122.015,0.359025907631,6.77439328517,5.21951217092,0.000350961,0.0632071328407,5.67754450601,0.359016,-0.342767,5.83635522516,1.0,0.00732076792397,0.359025907631,6.01934676917,24.2279084266,1548,1548,33.0135,2.26200698638
5.70391987074,0.358322,122.028,0.358295044204,7.48391501292,5.43084445434,0.000267976,0.0618360764433,5.67671651762,0.358299,-0.341866,5.83541930441,1.0,0.0074366057452,0.358295044204,6.01366855936,46.6885011897,1549,1549,33.0135,4.49025277115
5.69344419312,0.359688,122.032,0.359636855778,6.78163747942,5.22606257381,0.000460562,0.0606555516785,5.67650097307,0.359658,-0.343868,5.83521506205,1.0,0.00756169501908,0.359636855778,6.00406083171,21.1514599192,1550,1550,33.0135,2.06237203367
5.70559994112,0.354623,122.079,0.354600059995,7.24774701488,5.33426207616,0.000310298,0.0604298208553,5.67763129606,0.354623,-0.339292,5.83646705613,1.0,0.00779713049217,0.354600059995,6.0029670695,26.4350672082,1551,1551,33.0135,3.31489770535
5.70393929182,0.359118,122.082,0.359139179326,6.7330435396,5.09434791208,0.000277431,0.0607103437438,5.6767352721,0.359112,-0.34314,5.83550512288,1.0,0.0077288554545,0.359139179326,6.02764549942,18.1299953169,1552,1552,33.0135,1.74296441059
5.69263193291,0.356096,122.082,0.356121799211,7.11139762173,5.25348856606,0.000213033,0.0618950606325,5.67905419167,0.356096,-0.340403,5.83788102225,1.0,0.00704260880181,0.356121799211,6.01679872329,24.7669398324,1553,1553,33.0135,2.8836706945
5.70901794946,0.357863,122.107,0.357887971618,7.47715527942,5.2552941509,0.000194009,0.0589053470711,5.67557734532,0.357863,-0.341592,5.83425940205,1.0,0.00730888182245,0.357887971618,6.0114967248,49.8390477457,1554,1554,33.0135,5.42597853857
5.69190247159,0.358894,122.159,0.358881482852,6.8084239718,5.38303101372,0.000334252,0.0612214830423,5.67518060218,0.358884,-0.341935,5.83390730905,1.0,0.00796375807529,0.358881482852,6.01232802383,21.9919040663,1555,1555,33.0135,2.2137537977
5.69959043067,0.356468,122.168,0.356435449032,7.06786004607,1.93703775895,0.000358604,0.0589796952959,5.67695364333,0.356466,-0.340311,5.83574952758,1.0,0.00783428069948,0.356435449032,6.01276076899,31.0930183497,1556,1556,33.0135,3.76822610016
5.70375990244,0.357518,122.191,0.357538899247,7.69493437186,5.22704460647,0.000253237,0.0607618849218,5.67778449737,0.35751,-0.341471,5.83656661375,1.0,0.00738806361415,0.357538899247,6.01687435395,36.961826521,1557,1557,33.0135,4.11917233249
5.69672160659,0.356547,122.198,0.356512210663,6.67506447689,2.72711319772,0.000265874,0.0612827705709,5.6763027214,0.356524,-0.340345,5.83507869205,1.0,0.00744763370813,0.356511094831,6.03277309484,21.2598961822,1558,1558,33.0135,1.92754966011
5.70618120055,0.357626,122.226,0.35764572023,7.28976103488,3.73206323742,0.000333387,0.0585133529298,5.67536178061,0.357617,-0.341817,5.83407984881,1.0,0.00762803919681,0.35764572023,6.02358749885,35.1525446229,1559,1559,33.0135,3.55992516297
5.70349190067,0.355235,122.243,0.355248360536,7.34520254352,3.56208631576,0.000274246,0.0606906852505,5.67766542244,0.355235,-0.339402,5.8365419515,1.0,0.00775537901632,0.355248360536,6.02939885906,30.4473761216,1560,1560,33.0135,3.57230754315
5.70910578715,0.3591,122.24,0.359025505792,7.30482569493,3.76628953679,0.000248491,0.0614054917437,5.67489604173,0.358973,-0.34314,5.83359419218,1.0,0.00742996335552,0.358961726285,6.02346367088,21.7164715731,1561,1561,33.0135,2.70164621856
5.69328707231,0.356672,122.249,0.356609533244,7.65207278516,5.31714410923,0.000234108,0.0607825382036,5.67578341642,0.356653,-0.340659,5.83451179979,1.0,0.00710296735303,0.356609533244,6.02051916337,42.871304679,1562,1562,33.0135,4.77216668475
5.70295955963,0.355915,122.248,0.355848360901,7.26149126384,5.19710861089,0.000238476,0.0625785257012,5.67560183414,0.3559,-0.340053,5.83439493995,1.0,0.00741827062414,0.355848360901,6.01798902557,33.235106128,1563,1563,33.0135,3.54197282902
5.68100528854,0.357108,122.287,0.3570961134,7.58521812869,2.68567128878,0.00021509,0.0604593575236,5.67679162652,0.357103,-0.341486,5.8355814694,1.0,0.00722237513173,0.3570961134,6.01318977544,28.761266001,1564,1564,33.0135,3.32749273724
5.69039517111,0.357249,122.308,0.357267055476,7.30218964281,4.48912497657,0.000234862,0.060014556479,5.67826445998,0.357243,-0.34121,5.83702397926,1.0,0.00794112939162,0.357264250292,6.02078693332,62.5683716295,1565,1565,33.0135,6.02691578509
