AverageY,AverageQLoss,StdReturn,AverageDiscountedReturn,AverageAbsY,Iteration,AveragePolicySurr,MaxReturn,AverageQ,AverageAbsQYDiff,Epoch,AverageAbsQ,AverageEsReturn,AverageReturn,MinReturn,AverageAction,PolicyRegParamNorm,QFunRegParamNorm,MaxEsReturn,MinEsReturn,StdEsReturn
4.1468332067,0.18956,80.9301103405,78.911672846,4.16249972782,33,-4.35032,446.370581593,4.14364,0.250988247673,33,4.16164,130.655741017,163.421776706,1.71076022019,0.924159,26.6101,23.6627,213.583430606,21.9153247128,68.0693599351
4.33158045381,0.198857,81.1349398667,74.6611034469,4.34504988098,34,-4.52132,383.617786872,4.32969,0.255095252267,34,4.34522,132.118730772,152.35713642,18.6376693022,0.912301,27.1097,24.1269,244.408404517,49.1694530799,70.8194850551
4.48234370607,0.196547,105.840104999,70.298492525,4.49458459264,35,-4.67849,728.556718414,4.47973,0.261661128716,35,4.49561,79.7394854865,156.720085465,-11.0237532522,0.916388,27.5451,24.6158,200.011990485,-51.0013168815,83.2275628221
4.6742475675,0.218563,51.6842985069,59.7637779467,4.68850958416,36,-4.87612,271.485456266,4.67126,0.274908303766,36,4.68856,102.056970514,112.637745487,-3.87762845372,0.929523,27.9764,25.0736,236.013860518,0.441541271106,72.2854657562
4.83344540244,0.235788,28.8556988954,62.3373950952,4.8454560846,37,-5.04381,182.928302824,4.83107,0.282022794724,37,4.84587,114.391150999,98.8363238112,23.0664505813,0.935688,28.3964,25.525,233.373160443,19.5750523114,78.1124968165
5.0050400807,0.252776,6.31175125124,87.5908942245,5.01441460477,38,-5.21326,183.570765429,5.00288,0.293986623984,38,5.01541,96.6178417576,124.4996308,111.56715876,0.936631,28.7672,25.971,254.744306004,19.7457123193,68.394350961
5.1782428338,0.271404,33.5539916496,84.0579193898,5.18804322431,39,-5.39466,203.335996098,5.1754,0.30767363206,39,5.18969,98.0090633161,155.741254985,69.1894172365,0.92962,29.1612,26.4735,214.701730988,7.73365433776,50.8081201441
5.38187781862,0.285426,8.32271726063,64.1247438355,5.38994303044,40,-5.60111,105.837766757,5.37866,0.317606580882,40,5.39118,136.058128816,86.1697272686,69.1830058988,0.926013,29.5865,26.8602,290.664692268,58.0494264119,60.6902286483
5.60622133343,0.291013,6.23168360305,73.8860567827,5.61448305579,41,-5.84199,131.087716176,5.6034,0.32123724445,41,5.61609,141.559846782,102.503994303,90.8900833864,0.903783,29.8814,27.2695,265.248690298,61.2175053172,64.8642419388
5.81745450144,0.2956,6.37119749022,72.9580212906,5.82590090258,42,-6.06695,124.799182514,5.81477,0.328929911947,42,5.8279,103.32681438,100.377105331,89.1495565379,0.924571,30.2724,27.6763,248.037228493,62.5983963232,48.2376097078
6.02035671586,0.323133,22.1997848609,90.7042082958,6.0286208804,43,-6.27568,199.028676932,6.01709,0.339985166943,43,6.0307,137.713512641,129.458495636,97.1806106295,0.936146,30.6296,28.0629,267.387605968,1.50004539332,70.6116549313
6.23194308075,0.343993,5.79909670818,80.5119146631,6.240244777,44,-6.49976,119.79508344,6.22962,0.35042138599,44,6.24303,123.473718344,107.596766991,95.333925103,0.928756,30.9321,28.4563,208.779293579,-0.459633409591,51.9882517558
6.50075236716,0.337793,50.7224070373,72.2442144562,6.50725574235,45,-6.78346,281.622041064,6.49679,0.352767583682,45,6.50795,95.6782638185,105.893008424,62.5652172852,0.923677,31.2548,28.8462,118.672999176,21.890126123,28.9634913828
6.70887968226,0.350045,39.3948793933,100.642501535,6.71548364976,46,-6.99447,374.108743282,6.70638,0.361142344022,46,6.71676,122.485453772,212.016442495,76.8413557432,0.911247,31.5908,29.2112,213.331432882,53.5971345416,43.8201952439
6.93820297305,0.394657,18.9222429581,92.3990188265,6.94456350638,47,-7.21642,193.88755066,6.93557,0.372407709446,47,6.94668,84.6862963282,132.368479851,101.278503611,0.905847,31.9383,29.6162,188.144225225,-5.98881478303,64.352500085
7.13475329331,0.404927,24.8517485869,83.4683068572,7.14215886629,48,-7.41987,292.066663355,7.13148,0.38013291473,48,7.14387,86.0582537606,118.50265178,65.5255963439,0.912041,32.2845,30.0335,225.928875876,-2.1270193167,60.6678507969
7.3247665393,0.408758,8.48083396907,72.6702821147,7.33208700571,49,-7.63638,146.487552941,7.32099,0.387445021547,49,7.33412,96.6851613085,101.421287969,85.5774618121,0.929965,32.6697,30.389,163.773583807,4.61399257672,43.8361215643
7.52032653638,0.438589,20.5030642808,78.8803155424,7.52679451812,50,-7.84998,225.432151106,7.51742,0.395898515,50,7.52899,77.7851334454,130.763013251,90.037203929,0.889561,32.9982,30.767,209.383433794,-96.0851225088,81.222628754
7.79533854408,0.460574,3.82181606045,72.4869232844,7.80107461805,51,-8.13812,103.243530369,7.7919,0.410248927923,51,7.80306,170.014349396,93.5938222734,85.9637781742,0.892825,33.3386,31.1452,309.521052063,1.83997438282,104.964067119
8.01904275575,0.466835,37.0652966459,73.7815181296,8.02484378086,52,-8.35408,353.426124591,8.01563,0.409861692509,52,8.02693,62.5085658915,103.536946783,69.2438559564,0.910008,33.6767,31.5051,157.634001344,-74.2530266111,63.8401293857
8.23651639129,0.435429,93.2064670733,112.500928597,8.24224694036,53,-8.54915,459.410373969,8.23357,0.404530117558,53,8.2441,122.571412741,244.083968277,97.8220267154,0.917727,34.0236,31.8539,229.190547334,41.9831663146,56.7988944743
8.43503605535,0.491326,38.0033637598,96.5228257674,8.44154068232,54,-8.76919,273.835610922,8.43143,0.418946729861,54,8.4428,121.016820697,154.607296672,104.77239242,0.915504,34.3582,32.1882,244.635199588,-3.52563845569,56.4618442862
8.63239682024,0.452944,22.9482028246,90.9099729842,8.63936085356,55,-8.96182,190.258091963,8.62903,0.411594497717,55,8.64022,86.5676414726,136.426327438,104.700275362,0.90622,34.7038,32.5254,203.099776213,3.90113280046,61.8070623461
8.823955601,0.473705,54.8236738709,101.467836101,8.83098634574,56,-9.13897,373.133324819,8.82205,0.417938596956,56,8.83486,165.098864328,177.62817095,91.4913047065,0.90438,35.0466,32.8591,351.604921595,89.881303971,83.0359397081
8.99355917589,0.487319,40.5287613364,111.535921502,9.00122716425,57,-9.29843,277.669701403,8.98905,0.421585478865,57,9.00112,136.426499705,194.055001753,122.59793502,0.922429,35.4067,33.1865,354.955296718,66.971487648,85.5351552925
9.20034010036,0.470413,46.1761752213,73.4322879994,9.20855569756,58,-9.50435,317.710428668,9.19787,0.420893932769,58,9.21081,158.015961523,101.426252178,64.7987100577,0.930404,35.7582,33.4772,281.668383138,83.1843502149,69.9012640609
9.36844284769,0.514834,26.1204780048,88.8054301582,9.37635969957,59,-9.6841,217.913481786,9.36535,0.427551857672,59,9.37762,156.531661702,133.115538861,98.9025120631,0.921574,36.0748,33.7844,300.412623793,90.6631792949,63.9131672797
9.51813773294,0.474403,147.27514583,109.105583024,9.52479717565,60,-9.82415,817.028379151,9.51501,0.423776685934,60,9.52644,129.495352862,282.229688982,63.4912592954,0.917511,36.4009,34.1097,317.24685804,-2.22564381406,86.592903982
9.67627909616,0.515013,72.3679575178,114.106308161,9.6832122107,61,-9.98796,478.547026993,9.67378,0.426489180335,61,9.68536,126.76560248,242.356726716,64.2210691096,0.90606,36.7557,34.4302,320.39034947,61.9007184229,73.0584786159
9.86568298801,0.513256,71.5487188596,86.338666921,9.87149350516,62,-10.1745,426.952191823,9.8623,0.429092286551,62,9.87412,168.579220607,145.108406555,81.4736121463,0.90453,37.0992,34.7528,287.307514526,-1.83930867631,75.0275203688
10.0082064727,0.552396,194.766018656,59.1267212105,10.0125928114,63,-10.3132,911.319480083,10.0055,0.434315802636,63,10.0141,122.648349837,195.562588493,3.32800912847,0.912596,37.4227,35.0604,253.072613963,8.24513780314,80.0254276697
10.1376980317,0.542817,21.0837005904,80.5980940284,10.1421107635,64,-10.4399,202.209805304,10.1351,0.432463318865,64,10.1447,103.425283285,117.262749918,85.1263686111,0.913403,37.7553,35.3275,185.356856389,-4.82864427943,54.5736494547
10.2928001055,0.519338,11.1814703066,80.3385632151,10.2971607497,65,-10.5986,162.372878163,10.2896,0.428608086744,65,10.2991,83.2091697174,113.949028538,64.29137936,0.927689,38.0418,35.6217,211.706146107,-11.6394632,72.4010904581
10.4314099249,0.541091,146.025254066,83.0218097154,10.4354536659,66,-10.7362,830.778706423,10.429,0.432854557146,66,10.4389,134.146858935,174.682688651,22.6499565423,0.930081,38.337,35.8631,213.369882386,59.903550505,42.2940330856
10.5494163479,0.543645,68.5761771701,115.469466832,10.5534656255,67,-10.8393,387.057982003,10.5461,0.438091475903,67,10.5566,131.119526222,254.945159582,120.470699775,0.882811,38.6712,36.1672,213.798735392,75.7485980424,39.329462342
10.6779112667,0.545457,100.528282442,105.124499752,10.6830845141,68,-10.9658,609.70497375,10.6749,0.435571289954,68,10.6854,171.065114669,241.741416083,15.9954691084,0.895809,38.9716,36.4197,290.394241596,57.8468130393,74.1919200955
10.7755476359,0.522229,161.04451282,64.6356987608,10.7809479576,69,-11.0809,669.839247087,10.7731,0.430307149148,69,10.7849,189.673506261,142.945254776,-7.53886611193,0.903715,39.2727,36.7152,459.606709747,-15.2112939157,162.040666713
10.905380876,0.55649,137.803807719,86.275136077,10.910927087,70,-11.2033,465.480978637,10.9024,0.43848158216,70,10.9138,160.38066996,240.63337925,-35.4903570274,0.904908,39.5965,36.9701,246.437717806,83.3325893327,55.3544022912
11.0510416094,0.510575,217.190908292,57.0938772009,11.0558290611,71,-11.3564,930.499173787,11.0484,0.429926163539,71,11.0593,221.056181799,185.595223538,-62.5233608682,0.922851,39.8882,37.1925,360.723459601,147.227584007,70.1891702047
11.1619250121,0.607943,178.946808878,82.2667874967,11.1683731583,72,-11.4521,896.129312504,11.1579,0.454750477996,72,11.1704,165.316672686,222.962262347,-17.5293668503,0.927703,40.2288,37.4357,280.494239558,26.9758871954,82.3025251147
11.2556473498,0.602014,180.71961763,104.235067773,11.262753725,73,-11.5534,1004.02485083,11.2537,0.451378495395,73,11.2662,107.803343172,286.540571164,-62.3249207444,0.912911,40.5258,37.7031,265.27676215,3.18138221028,87.2592465021
11.4497503508,0.572215,285.773034256,99.891898756,11.454623159,74,-11.7315,1185.53987032,11.4466,0.442514055619,74,11.4574,216.092108803,351.621555802,32.1757042344,0.893335,40.8303,37.9868,330.149240249,46.7807176181,77.0612267921
11.5017843067,0.611139,84.9226294679,102.473079243,11.5065151602,75,-11.7849,379.208602499,11.4988,0.457605462502,75,11.509,122.495462718,191.86695945,46.3523526733,0.911139,41.0872,38.2478,226.740662979,24.2840039605,66.6989753209
11.5853198617,0.557272,159.839155976,122.89633471,11.5904264054,76,-11.8701,1014.20721883,11.5818,0.439328795893,76,11.5916,200.340263683,316.715080495,27.1428595278,0.91221,41.3712,38.5128,376.054916298,-1.04557513017,109.29468655
11.7159092759,0.654627,153.870154759,130.124325013,11.7203238182,77,-12.0028,926.437676001,11.7123,0.456731309075,77,11.7231,138.713759948,294.922295248,-4.74026021675,0.902577,41.6084,38.7409,398.792627297,10.3964380274,133.383522903
11.8331366594,0.577833,94.3989175518,118.630208209,11.8370107353,78,-12.1128,494.805491654,11.8301,0.444266595721,78,11.841,175.992211627,232.532364746,81.8348732765,0.900857,41.846,39.0078,308.084072392,109.502562356,62.8075522951
11.9896422486,0.606675,54.8376216867,111.955331086,11.9930859491,79,-12.2877,419.115891936,11.9868,0.449000420958,79,11.9962,165.645209815,180.645722644,120.450275721,0.917419,42.0261,39.2808,361.715351778,46.9476511569,82.3734303613
12.0383010454,0.688049,70.0621105187,122.280395066,12.0421008864,80,-12.3224,435.118663666,12.0353,0.464055327026,80,12.0446,188.436875068,231.982523672,126.879007509,0.918631,42.2692,39.5461,369.916837325,11.7480686907,106.413840451
12.1605998634,0.667674,256.368182338,130.873055573,12.1644563956,81,-12.4546,971.780239707,12.1571,0.462830578202,81,12.1665,336.685877199,426.708065305,38.7031509345,0.875298,42.5188,39.8308,438.571812306,180.386979907,84.070280059
12.3233851162,0.644084,112.697381671,129.14204037,12.3281570665,82,-12.6365,601.563204931,12.3205,0.456726446171,82,12.334,193.191396556,355.159321719,84.6402830741,0.877915,42.7335,40.0777,393.182602168,2.25361217756,128.536216204
12.4334166059,0.667322,214.658107799,125.463973884,12.4379800372,83,-12.7246,998.746915226,12.4308,0.462912448098,83,12.4411,124.147191289,417.491884378,43.6129418204,0.841759,42.9379,40.3381,282.588558107,19.1665369576,100.752753143
12.5380572971,0.643018,170.093883132,139.159507323,12.5421005198,84,-12.8302,1015.42401197,12.5344,0.463866712259,84,12.5457,198.238969741,403.925209823,97.9837667658,0.892466,43.1359,40.5864,334.696561744,34.0669866681,85.2331319164
12.7221970191,0.631996,292.761049126,76.68565448,12.7266506383,85,-13.0255,998.220262217,12.7193,0.455935380323,85,12.7311,134.010375055,304.270923188,23.8863905971,0.896802,43.3289,40.8464,242.25582572,24.6053610736,67.5394572107
12.8586982661,0.714064,194.422109561,140.59122795,12.8628885115,86,-13.1677,1039.76782637,12.8568,0.471774694376,86,12.8684,133.755994733,452.320013287,118.727596201,0.901866,43.4851,41.0708,325.090122667,2.01890814667,103.188700237
13.0111077277,0.707905,94.4246551693,141.3226713,13.0170914068,87,-13.3019,589.268479744,13.0073,0.473745262551,87,13.0201,174.205126128,322.679875055,104.695274578,0.916862,43.6786,41.3351,397.88046732,9.86827458183,131.378673844
13.0968758606,0.682234,226.436303755,85.9213940423,13.1018353615,88,-13.3884,938.616436679,13.0933,0.474011955624,88,13.1056,209.277790727,242.560900996,11.6052411691,0.911022,43.8949,41.6148,463.49369489,41.1946311328,144.195724837
13.1580012863,0.76327,296.701012877,75.8436893871,13.1638144677,89,-13.4597,1024.59199903,13.1546,0.486881338781,89,13.1698,295.200183028,292.632034734,6.82964879701,0.892787,44.1693,41.8735,655.112275547,10.6771801861,214.264566831
13.3125259415,0.735387,47.3719964865,153.000590705,13.3177944787,90,-13.6079,514.738796228,13.3096,0.477727321094,90,13.3215,171.061541093,336.837882455,220.990911816,0.889141,44.3777,42.107,334.762085091,3.84794226733,107.094183199
13.4287101101,0.744975,114.58348276,134.991639547,13.4325930611,91,-13.7263,560.703083433,13.4261,0.480376027878,91,13.4353,178.454384049,310.604664151,80.887237861,0.897867,44.6561,42.336,324.941430895,33.7960305273,105.801718417
13.5476219046,0.709075,261.574893099,57.200819346,13.5526743519,92,-13.8396,958.454885348,13.5449,0.476046705389,92,13.5569,203.417701877,204.309720443,1.00516420655,0.914247,44.8921,42.5407,678.19128312,44.2976905845,217.966526756
13.6025581459,0.674482,112.92474944,137.52563593,13.6061245523,93,-13.8916,549.845321841,13.6,0.470855152173,93,13.6107,147.359772279,309.430270441,67.7994122243,0.916321,45.107,42.7276,457.089871464,3.28602906119,151.393417035
13.7267978065,0.629744,150.386868153,131.060438578,13.7314847685,94,-14.0203,781.313019568,13.7235,0.46629859325,94,13.7354,188.682081809,352.524165654,17.9803520269,0.925633,45.3333,42.9634,378.021390251,-1.13924678226,120.05366781
13.7775622602,0.845026,178.926872414,134.204477528,13.7815606088,95,-14.069,981.653090033,13.7748,0.502053070858,95,13.7855,200.226205619,388.192602322,132.435649176,0.935862,45.5704,43.2179,448.505706473,50.9961890227,129.559978399
13.9513236641,0.700145,90.9648897671,119.951883737,13.954908546,96,-14.2512,530.756852831,13.948,0.481998599362,96,13.9593,253.38302734,290.7730176,159.569817096,0.936022,45.7395,43.4166,400.611715825,113.170704828,107.545123084
14.0548483272,0.758273,128.862490726,117.407946806,14.0589091638,97,-14.3611,910.08700772,14.0513,0.488911259554,97,14.0612,256.526411068,312.91068994,125.495747567,0.924415,45.9142,43.6626,404.390379995,98.754880752,117.206172922
14.1315180278,0.793573,213.224175312,96.3669246593,14.1355076159,98,-14.4286,779.71326686,14.128,0.493827155359,98,14.1388,142.212762931,325.717111792,62.4018133,0.915618,46.1296,43.8852,296.238918148,-0.790253541736,108.674109068
14.2856241973,0.760711,154.9152515,93.4527458294,14.2893603511,99,-14.5889,1069.98847782,14.2832,0.498511062523,99,14.2924,217.396766558,242.253156051,30.1404538472,0.918592,46.3281,44.0962,467.403866026,-3.829710052,199.150403162
14.3424113302,0.816423,142.776545579,130.739982368,14.3471514881,100,-14.6553,1195.70650108,14.3389,0.505438803345,100,14.3516,298.90584885,289.196739356,111.947678294,0.915622,46.5551,44.333,569.266619001,4.68898835044,179.609354324
14.4758956042,0.723027,150.869115782,41.3797649119,14.480210087,101,-14.7894,882.946747769,14.4736,0.498374125846,101,14.4852,273.807976979,142.229644795,-88.6299010058,0.906188,46.7548,44.5826,723.28860613,83.8346676232,206.543829679
14.5836628038,0.789732,148.185421608,113.868561394,14.5879145614,102,-14.905,609.011624842,14.5795,0.503238089514,102,14.5918,162.726371753,263.605477435,-5.97995164609,0.914795,46.9113,44.8032,300.254967739,-0.046795849507,91.4212925164
14.7020556684,0.771975,212.842483798,85.9132300044,14.7076700358,103,-15.0079,719.219273632,14.6989,0.504094301871,103,14.7109,204.836101748,236.070459684,-8.20826521068,0.912477,47.063,45.023,333.621610909,44.7215929785,93.8922536229
14.780636414,0.781557,80.8352915641,98.5767463976,14.7847906543,104,-15.0792,485.293889423,14.7776,0.508704806846,104,14.7889,166.614345374,170.422916237,95.8221203269,0.911554,47.2674,45.2358,368.973427927,-2.09972614147,142.544240284
14.8755865178,0.89784,180.572972621,102.648244299,14.8799747981,105,-15.202,644.03335405,14.8726,0.518740545668,105,14.8822,223.614073283,293.856347552,30.8757532235,0.913464,47.4952,45.4284,558.176294071,6.27876814368,160.540120914
15.0081248349,0.769065,168.096807853,64.8212081092,15.0132851513,106,-15.3197,676.553122775,15.0048,0.502607635473,106,15.017,223.70284969,182.797099798,9.6992649734,0.914893,47.7163,45.6121,644.506757163,8.80674532632,180.282817527
15.0726428637,0.839726,162.230380367,47.8994632105,15.0776371476,107,-15.3842,479.943143395,15.0699,0.514103467491,107,15.0807,87.0112281713,136.789493195,-58.085938796,0.912022,47.9248,45.8538,472.950597748,-73.3589976651,170.28020376
15.1433500347,0.890928,255.65885824,57.4674243414,15.1476233367,108,-15.4331,977.334102938,15.1397,0.510955911896,108,15.15,125.406359033,226.005149338,-117.025879395,0.910157,48.1215,46.0075,344.876633462,-104.876956648,156.314295503
15.2225555215,0.87441,118.52446606,28.3086273254,15.227587497,109,-15.5218,403.30220519,15.2195,0.523079252922,109,15.2323,140.770898193,36.2781477062,-94.5258790893,0.922521,48.3107,46.2403,313.553810588,51.1181570778,81.364712099
15.2896045497,0.793106,101.417367307,122.768087029,15.2942808028,110,-15.5884,654.523765377,15.2873,0.513120861642,110,15.3001,62.9122849052,271.95850406,46.6145302526,0.931447,48.5333,46.4117,292.76652102,-0.704794099067,88.8036347863
15.357279136,0.88942,80.3927185556,123.431772153,15.3620540001,111,-15.6524,498.641250234,15.3554,0.522799812354,111,15.367,133.413416685,273.398399577,165.37138693,0.939416,48.7427,46.6439,284.164025552,33.6410896354,70.3340962952
15.3992559302,0.913874,140.524742121,70.3140808252,15.4047730206,112,-15.6965,545.314024097,15.3952,0.531987211086,112,15.4085,103.565265257,210.78924,-46.5378014354,0.933892,49.0093,46.8452,229.45449019,-22.2591675296,93.4335824373
15.4835371998,0.891625,59.8892252937,15.5198473141,15.4890156718,113,-15.7814,450.978192746,15.4797,0.529301700753,113,15.4923,126.659567679,28.5239212679,8.11950446225,0.949892,49.2156,47.1044,379.988910472,9.50343444409,131.443580012
15.5301251147,0.840373,101.992681936,107.267660765,15.5371194843,114,-15.8292,566.214892388,15.5269,0.51906096626,114,15.541,164.523500236,212.588790675,61.4463671599,0.942192,49.4065,47.3293,402.19337365,5.91988012268,135.941902759
15.569547534,0.967161,101.393591807,117.639379345,15.5758568177,115,-15.8725,669.951229012,15.566,0.531382260214,115,15.5813,174.668212088,281.67913622,135.423693252,0.933185,49.5872,47.5653,375.501268395,3.06548425492,130.292216495
15.6165714077,0.993305,126.251937011,88.0029049235,15.6236779533,116,-15.9227,500.525266838,15.6137,0.543424091476,116,15.63,163.147936434,194.138970557,-50.0475941868,0.934219,49.7716,47.7651,257.070841881,87.7239879659,58.6617134427
15.7108534544,0.779123,105.888535817,83.8247104689,15.7181861227,117,-15.9956,417.282426699,15.7074,0.509700223141,117,15.7211,214.608847423,146.305111488,17.8521728249,0.936343,49.9769,47.9476,404.419523631,5.83248947614,124.812577154
15.8085106825,0.918748,147.860197744,125.977534682,15.8159625967,118,-16.0896,951.712542937,15.804,0.534267479737,118,15.8187,140.5247683,270.66334373,99.9440561362,0.938603,50.2155,48.1807,401.445881883,-4.31205966683,138.641662115
15.8198486363,0.888203,111.45216684,56.5176152009,15.8254465667,119,-16.1159,430.705261328,15.8181,0.538408504106,119,15.8334,203.407864391,103.130687332,3.49755500873,0.937894,50.4226,48.3827,388.793406587,2.59279180252,141.067509063
15.8332640614,1.05344,112.152817944,26.8235381745,15.8396843051,120,-16.1216,784.495329394,15.8289,0.557615197105,120,15.8449,172.311485092,53.3725075948,5.98496647033,0.922764,50.6639,48.6057,361.494154443,1.78041508142,131.180903853
15.9497441527,1.0568,102.857594101,145.434525207,15.9558584875,121,-16.2454,520.967505078,15.9472,0.55568299403,121,15.9631,168.611650399,335.909245587,145.566595047,0.932854,50.8907,48.8087,433.564243914,-5.00849457318,168.573235107
15.9692334912,0.972363,118.595826823,144.265709698,15.9764557167,122,-16.2583,762.107235585,15.9658,0.542540664085,122,15.9812,223.508837531,327.463940589,114.382741595,0.939132,51.0785,49.0055,426.550069844,20.9598273201,114.597485676
