QFunRegParamNorm,AverageQLoss,StdReturn,AverageAction,AverageQ,AverageY,MaxEsReturn,MinEsReturn,Iteration,AverageAbsY,PolicyRegParamNorm,StdEsReturn,MaxReturn,Epoch,AverageAbsQ,AverageReturn,AverageEsReturn,MinReturn,AverageDiscountedReturn,AverageAbsQYDiff,AveragePolicySurr
153.168,1.58719,235.266132306,0.999566,22.1082,22.1115066422,469.300367653,35.7740473591,1987,22.1211269489,120.235,126.685394695,1241.40771979,1987,22.1274,419.654813329,234.630375865,192.853118575,164.975246448,0.559334720825,-22.3152
153.19,1.72268,484.560329179,0.999689,22.0879,22.0877733887,430.680974559,39.8148659863,1988,22.1014972572,120.277,119.151374689,2716.71515461,1988,22.1148,816.901617838,230.540879656,187.512347756,216.430370563,0.558130063396,-22.2581
153.184,1.68877,161.668635926,0.999847,22.0331,22.0347475572,750.553217678,21.8217223806,1989,22.0547026158,120.26,189.888299986,1054.51822864,1989,22.0639,414.763820134,188.564355688,167.335961789,177.831411336,0.566599711829,-22.221
153.206,1.90117,52.2178936585,0.999721,22.0398,22.0397434895,360.81976318,33.0251846543,1990,22.0600794308,120.273,74.8965254444,402.529898602,1990,22.0681,166.642251351,163.949509913,116.255794729,106.02750718,0.585272787572,-22.2184
153.209,1.6207,8.34540524716,0.999783,22.0415,22.0458870559,391.434778897,13.5370949783,1991,22.0702604908,120.285,101.919897465,155.469997043,1991,22.0714,112.095460165,148.077773148,103.904788406,80.654083115,0.550306941608,-22.2281
153.207,1.87987,78.1932144798,0.99962,22.0364,22.0376595523,210.401625177,65.2714081781,1992,22.0645183484,120.271,35.3192721646,628.219120732,1992,22.0723,166.3903907,135.323135254,130.946096945,104.998119924,0.580258476937,-22.2128
153.218,1.72169,2.96036559614,0.999729,21.9996,22.0012009969,390.177774334,62.9828632125,1993,22.0313935863,120.219,80.9236407913,142.448390751,1993,22.0332,135.674329796,158.397438025,130.203854261,93.1584817556,0.562891044045,-22.166
153.232,1.68927,48.1428541171,0.999354,21.9411,21.9404833054,177.642837948,86.5438214417,1994,21.9743692141,120.219,23.8628940176,439.046966663,1994,21.9883,167.623928621,140.162510968,147.443654151,106.56045638,0.557247009319,-22.0861
153.26,1.75785,46.4288716674,0.999743,21.8723,21.872275274,177.469736436,14.8343752158,1995,21.9221250388,120.224,40.2982294549,606.53075114,1995,21.9254,468.886363551,139.339711537,233.917725297,200.333628016,0.550445813094,-22.0034
153.321,1.81538,51.3570614897,0.999724,21.8017,21.8026952208,501.789306087,110.404403196,1996,21.863066958,120.216,114.500958322,630.355258971,1996,21.869,566.089370411,259.805369866,391.219302875,222.363027853,0.558290812338,-21.9526
