AverageY,Iteration,AverageQ,AverageReturn,AverageAbsY,QFunRegParamNorm,PolicyRegParamNorm,MaxEsReturn,MinEsReturn,AverageQLoss,MaxReturn,AverageAbsQYDiff,AverageEsReturn,AveragePolicySurr,AverageAbsQ,MinReturn,Epoch,AverageAction,StdEsReturn,StdReturn,AverageDiscountedReturn
1.43241546266,9,-0.681208,12.2312933599,1.43241546266,11.1654,11.182,223.570074419,1.41927822041,5.20322,12.8834257121,2.11362352103,14.427964502,0.456196,0.684074,11.4610703497,9,0.0386752,17.8964102254,0.266242516532,11.4791844916
1.1771289518,10,1.1653,0.255364407157,1.20445062319,11.4476,13.1258,28.866101695,-0.793136758541,0.06644,0.526698612003,0.130632461485,2.60059419815,-1.23733,1.18223,-0.0145896708598,10,0.986426,3.86315091711,0.110515243077,0.406284496211
1.47979753065,11,1.47877,38.802479102,1.53886167879,11.8548,14.281,58.0631951527,-1.18573411268,0.0246544,40.7312738823,0.0914351432227,14.0644608443,-1.57108,1.5359,36.5827759699,11,0.999997,18.8169465535,0.953665677786,34.4825126428
2.18637400165,12,2.18519,38.7978096379,2.29549323676,12.8225,14.2828,73.8231189337,36.6449128226,0.0754835,40.6659739118,0.140742359912,41.5653698225,-2.42174,2.29191,36.6624585873,12,1.0,5.63436299698,0.903446518239,34.4785784724
3.17373019167,13,3.17268,38.8045900261,3.29715405688,14.379,14.2847,73.418116856,26.5444291624,0.155187,40.6523203987,0.194399294857,43.6025586411,-3.50816,3.29375,36.7316610116,13,1.0,8.08841188998,0.921083096454,34.484765103
4.27257995643,14,4.27086,38.7892403512,4.3943696792,16.0651,14.2841,72.4175717876,36.9003608885,0.23486,40.7199770382,0.237605050311,42.7282513275,-4.73435,4.39102,36.6608050129,14,1.0,6.52499914423,0.926792293647,34.4706469893
5.50591345007,15,5.50446,38.8216307583,5.61046557668,17.5449,14.2829,77.2741777869,10.5004459082,0.278215,40.6983412553,0.263994169721,40.7835760057,-6.05829,5.60801,36.6780735083,15,1.0,7.84306719237,0.944086091027,34.4977092846
6.80364101657,16,6.8018,38.7772057746,6.89404409628,18.8212,14.2801,53.5690740662,36.1176409952,0.284251,40.8145889745,0.276155326056,41.5413405371,-7.4502,6.89184,36.6672412745,16,1.0,3.48946043264,0.998320373278,34.4642116528
8.15638094233,17,8.15451,38.8549625521,8.23071360742,20.0073,14.2805,50.5730517696,10.0492158528,0.311489,40.7555658783,0.290019590492,40.7742511817,-8.88403,8.22884,36.7052601218,17,1.0,5.86630764099,0.936757841337,34.5261747597
9.48347717365,18,9.48156,38.8285466748,9.54510839425,21.208,14.2814,71.0162892245,34.558961223,0.377985,40.7150170125,0.323559701972,41.7437226681,-10.275,9.54417,36.6471273133,18,1.0,5.89796639466,0.969108992553,34.5027285274
10.865302432,19,10.8632,38.7324268542,10.9190578495,22.4447,14.2826,64.958794975,33.7056893066,0.432833,40.746591268,0.349990926142,41.0983234208,-11.7137,10.9178,36.6270575221,19,1.0,4.89645555792,0.947839573198,34.4257305673
12.2057396271,20,12.2038,38.7873968778,12.253721954,23.6723,14.2839,56.2503186186,36.6357135986,0.4329,41.8878022021,0.357197289609,41.1581898094,-13.1072,12.2536,36.6797185484,20,1.0,3.73524553535,0.965005466365,34.4709931805
13.5008955235,21,13.4984,38.7828149147,13.5450032616,24.8778,14.2854,54.1612779834,32.6782989856,0.499532,40.738280436,0.380211557705,40.214480414,-14.4435,13.545,36.6211176453,21,1.0,3.78316584296,0.948103808384,34.4659364961
14.74646603,22,14.7437,38.7311974132,14.7847180473,26.0041,14.2868,50.6620721912,27.5367131476,0.556775,40.8223319337,0.415010939592,40.7980112726,-15.7312,14.7854,36.677549342,22,1.0,3.91232816,0.963517380056,34.4266065997
15.9400144815,23,15.9377,38.8259620904,15.975265482,27.1275,14.2882,48.6442190267,31.8959438712,0.64597,40.6858561471,0.43862108801,40.5269842375,-16.9388,15.9768,36.6829433269,23,1.0,3.04695702253,0.965967425031,34.5035079185
17.0991904869,24,17.0959,38.7473757771,17.1321830996,28.294,14.2896,59.7375072586,19.7367429098,0.683132,40.7058605615,0.453011831632,40.9206282261,-18.1171,17.1351,36.7061754526,24,1.0,4.91610231002,0.92130711977,34.4406851205
18.129157691,25,18.1268,38.8172002797,18.1597144145,29.3566,14.2909,51.8749225365,30.5384106152,0.754225,40.7129672879,0.484561901839,41.9460825948,-19.1092,18.1639,36.7117798517,25,1.0,4.07666349979,0.8846541582,34.4961290799
18.9843549396,26,18.9817,38.7739627137,19.0132632629,30.4529,14.2921,48.2634808295,31.3737983928,0.843089,40.7126705422,0.493490082893,41.269644133,-19.9339,19.0182,36.5623031562,26,1.0,3.07439334495,0.942330194136,34.4598940829
19.8855283592,27,19.883,38.7946245116,19.9104272453,31.4023,14.293,64.0399619429,17.2782066709,0.959054,41.7978436688,0.517079769687,41.142705814,-20.7855,19.9152,36.7749207055,27,1.0,6.2195924338,0.953394900257,34.4766358219
20.4995411622,28,20.4965,38.7917779209,20.525347135,32.3796,14.2948,62.1469529194,26.0499747201,0.931136,40.6415890671,0.518162116275,40.456678965,-21.3624,20.5299,36.6624654362,28,1.0,5.10793709866,0.916258991013,34.4756729151
21.1191763612,29,21.1178,38.7505702748,21.1419387406,33.3106,14.2964,69.1950816957,19.6728516522,0.975842,40.7234835806,0.517403542667,42.3265216407,-21.906,21.1489,36.6930674831,29,1.0,7.10275647025,0.948576119561,34.4416172874
21.5320143,30,21.5303,38.8080817697,21.5552544093,34.1056,14.2976,62.7323590248,33.1782873194,0.874612,40.7922426465,0.515353190399,41.3501621479,-22.2581,21.5625,36.6692554653,30,1.0,4.46237915199,0.948821377463,34.4864488539
21.9389238229,31,21.9372,38.8187650022,21.9591458161,34.9023,14.2996,85.64498862,32.123903757,0.937301,40.5981160888,0.522029973926,40.7104460562,-22.5942,21.9669,36.7064042556,31,1.0,7.28247230985,0.972415607754,34.4939538223
22.1769882663,32,22.175,38.7644458174,22.1959711156,35.5189,14.3002,69.4044596379,29.0627150743,0.927564,40.7924831566,0.514080072264,41.3946985743,-22.7323,22.2018,36.5935652508,32,1.0,5.91363406952,0.95296593279,34.4526672418
22.2226160376,33,22.2213,38.8097384775,22.2409524427,36.0938,14.3005,59.0349738425,6.4875096461,0.893874,41.9834800802,0.508658324836,41.3628197124,-22.7845,22.2476,36.6842059052,33,1.0,7.37150370438,0.971881424891,34.4888190624
22.4907483862,34,22.4893,38.8002402028,22.5069360392,36.6471,14.3009,84.2377684376,34.6174368608,0.914249,40.6299167769,0.513786473494,42.1870319105,-22.9898,22.5132,36.5541624927,34,1.0,7.6216627558,0.915099309617,34.4818402756
22.5263922499,35,22.525,38.8833703248,22.5411663142,37.2055,14.3009,57.8190910802,5.16364936563,0.850982,40.7677523937,0.504217674009,41.089952984,-22.9728,22.5471,36.6236555582,35,1.0,6.91918033392,0.978160736941,34.5475469882
22.6080745415,36,22.6073,38.7462281939,22.6223522038,37.7345,14.3009,73.6847227148,4.21004006421,0.895697,40.7475939842,0.498559935129,41.7279026215,-23.0065,22.6276,36.5683972595,36,1.0,9.2347310973,0.956775316694,34.4385611344
22.6266439039,37,22.6247,38.7850211478,22.6395505669,38.1651,14.3009,55.1193215789,11.4297852084,0.876113,40.7660221081,0.495355648713,40.7893706772,-23.0148,22.6443,36.674945047,37,1.0,6.27883257528,0.951072630783,34.4687139345
22.6193744743,38,22.6184,38.7519731106,22.6332850514,38.6006,14.3009,71.771077197,11.2599379423,0.812866,40.8436558322,0.485028918867,40.8200963738,-22.9625,22.638,36.6796890217,38,1.0,9.02221571166,0.864919125409,34.4438078787
22.7431810442,39,22.7422,38.8170756791,22.7555390003,39.0725,14.3009,61.8997262342,23.7621428435,0.882916,40.7670995346,0.497121468569,42.3154943075,-23.0575,22.7604,36.6448751553,39,1.0,6.13483087579,0.910498165412,34.4926943485
22.5588737889,40,22.5577,38.7911559153,22.5725174216,39.5123,14.3009,60.1811704286,30.0865212726,0.956785,40.8158959057,0.507154344862,42.2289639557,-22.8257,22.5773,36.7228940018,40,1.0,5.16466413066,0.959285315149,34.4740232695
22.5472270102,41,22.5471,38.7751693023,22.5599439518,39.913,14.3009,52.3366710592,8.47189762923,0.81178,40.7126145444,0.48099873716,40.9463059367,-22.775,22.5654,36.7224798641,41,1.0,6.07552717766,0.94374803891,34.4618692117
22.4461876381,42,22.4451,38.8268116575,22.4590013804,40.2468,14.3009,55.4267606316,10.5163602804,1.0078,40.6590578131,0.506868140187,41.4349125532,-22.7227,22.4637,36.5265686616,42,1.0,6.34147664686,0.940657615527,34.5029370596
22.4832992029,43,22.4833,38.8020319552,22.4964100357,40.623,14.3009,73.9073591581,36.467703721,0.81375,40.7383840169,0.48016293205,42.5835461626,-22.762,22.5008,36.729592159,43,1.0,7.3842915954,0.937333805159,34.4829821957
22.4076315706,44,22.4064,38.8349776227,22.4216701462,41.0938,14.3009,49.9546795625,12.9773907416,0.917276,40.6762025887,0.496384924751,40.9612783517,-22.715,22.4257,36.6422362512,44,1.0,5.06247134812,0.88549635945,34.509027933
22.39219319,45,22.3908,38.7684806228,22.4060407285,41.4587,14.3009,66.6630338991,18.3721630409,0.909998,40.6665410233,0.486813890526,42.2682261443,-22.7291,22.41,36.6645873789,45,1.0,7.25435697416,0.881010065803,34.4575098908
22.4533111943,46,22.4534,38.7299973099,22.467332905,41.9058,14.3009,52.16285433,14.6855970675,0.874014,40.641771014,0.471034828962,41.0396604727,-22.7694,22.472,36.5696219844,46,1.0,5.34233832584,0.918652081607,34.426823866
22.3878009541,47,22.3865,38.8306024721,22.400889439,42.2344,14.3009,53.8064964679,13.1302648708,0.820875,40.6548942787,0.45465424873,41.4805704749,-22.7266,22.4039,36.7424172539,47,1.0,6.01333039833,0.981312047437,34.5046729232
22.4375352803,48,22.4365,38.7470716004,22.4505667078,42.6265,14.3009,49.0059036436,37.7611785571,0.880037,40.7620859697,0.454779359963,41.4407756433,-22.7921,22.4539,36.6852571956,48,1.0,2.75945853661,0.955479332332,34.4361147128
22.4553577122,49,22.4544,38.7653498434,22.4682462888,42.9593,14.3009,62.1966370669,21.2336967023,0.889826,40.6247047968,0.451504207463,41.9682626455,-22.7907,22.4721,36.7191371499,49,1.0,5.87247480917,0.883481576786,34.4565883644
22.5270917211,50,22.5265,38.8463328001,22.5392992624,43.3402,14.3009,65.6909717211,12.7718479473,0.70679,40.7106596956,0.420535365213,41.2425503174,-22.8668,22.5432,36.7133040515,50,1.0,7.33945690364,0.931502048059,34.5182093317
22.6446334023,51,22.6432,38.842514626,22.65649258,43.699,14.3009,53.0572629646,12.5860762323,0.76504,40.743495069,0.424481085816,40.6456403873,-22.9886,22.6591,36.7570324304,51,1.0,5.51019010548,0.872482066802,34.5156261526
22.6496673636,52,22.6491,38.895491348,22.6597144613,43.9978,14.3009,83.7241585461,20.049395976,0.856063,40.8891150247,0.413913911113,42.0638325879,-22.9795,22.6636,36.7094906575,52,1.0,8.40207716843,0.94341215564,34.5576016738
22.6446495203,53,22.6435,38.7243665682,22.6545767083,44.3231,14.3009,77.8348299007,27.9511318231,0.793427,40.7595145518,0.400064373574,42.8275096816,-22.9974,22.6568,36.6193501984,53,1.0,8.17833961236,0.933892507068,34.4209878678
22.7624816608,54,22.761,38.8013827773,22.7733783371,44.6465,14.3009,67.423729583,9.73011933496,0.746081,40.6777085164,0.402079408054,41.3103273715,-23.0641,22.7752,36.6691530275,54,1.0,8.27634316021,0.939081899831,34.4822938314
22.763540398,55,22.7636,38.846247687,22.7722839004,44.9791,14.3009,51.5234537235,28.9510234157,0.896474,40.8115418106,0.42383284381,41.296911444,-23.0595,22.7765,36.6786289683,55,1.0,3.95986934532,0.962227950577,34.5163935036
22.8529291345,56,22.8517,38.7581894526,22.8625407339,45.3295,14.3009,126.64395947,14.3089742364,0.721173,40.5829258616,0.392795434782,41.6343443723,-23.154,22.8656,36.6501512057,56,1.0,14.5768435991,0.909441506655,34.4468385223
22.8565784137,57,22.8558,38.7825280843,22.866225984,45.6358,14.3009,73.5048130247,36.2385761654,0.952555,40.6449200818,0.418229264142,42.723902833,-23.1081,22.8699,36.7452378705,57,1.0,7.55914562034,0.901909488731,34.4671366206
22.7797063337,58,22.7787,38.768607466,22.789625966,45.9056,14.3009,53.5285107052,9.28876488757,0.80542,40.8086111418,0.413042086037,40.4629651158,-23.0279,22.7935,36.6246028256,58,1.0,6.85633852618,0.948444313633,34.4560125119
22.7719896128,59,22.7717,38.8507650631,22.7812875149,46.1873,14.3009,56.2040225233,17.0202722409,0.986069,40.6160724679,0.426845879922,40.9099302745,-23.0136,22.7855,36.6916498914,59,1.0,5.13223749547,0.956317922267,34.519018498
22.7963340907,60,22.7951,38.8046007539,22.8047088929,46.4747,14.3009,60.606682091,21.6560260191,0.739337,40.6937660138,0.391291995281,41.7362103728,-23.0315,22.8079,36.5244300297,60,1.0,5.95342698957,0.941508439505,34.4843521317
22.8315275417,61,22.8305,38.7955599226,22.8407827555,46.7179,14.3009,48.3560851543,26.0674291484,0.773127,40.6293122788,0.404005221841,39.9866156965,-23.0168,22.8431,36.7648682752,61,1.0,3.59174733288,0.934750383294,34.4769922242
22.7277585172,62,22.7276,38.7799496396,22.7364815356,47.0792,14.3009,63.6082580944,34.24377485,0.752013,40.7484310114,0.390571563996,42.6442490948,-22.9477,22.7401,36.6584017606,62,1.0,5.00706217645,0.941386456888,34.4642189603
22.7336860854,63,22.7325,38.6700330105,22.7419367983,47.3748,14.3009,94.8359227876,3.07030904227,0.902933,40.5939619905,0.413798601165,42.9375220583,-22.9275,22.7463,36.6800189735,63,1.0,13.1015690164,0.908597620694,34.3781310991
22.8119137528,64,22.8112,38.7722558859,22.8207511652,47.6577,14.3009,50.7426218374,4.08227661976,0.735226,40.7805155109,0.390064688251,40.9150200402,-23.0463,22.8248,36.6194920177,64,1.0,6.8155704124,0.925049256847,34.4579188734
22.8087736493,65,22.8078,38.7977399496,22.8169565745,47.9704,14.3009,54.9900088577,5.32455191064,0.765581,40.7440748042,0.393994165769,41.0528229121,-23.0176,22.8212,36.4696198211,65,1.0,7.00995755298,0.951289910487,34.47966228
22.7446280833,66,22.7442,38.760092841,22.7524446708,48.2539,14.3009,79.816000005,6.26370106963,0.87351,40.8727366836,0.40021881837,41.5707501216,-22.9404,22.7565,36.7009002049,66,1.0,8.9556763153,0.964554553776,34.4465468647
22.7086058958,67,22.7081,38.8462681529,22.7167408471,48.542,14.3009,64.6617205329,26.2459640632,0.941264,41.8288128287,0.399993200321,41.8933205736,-22.9084,22.7205,36.7623448424,67,1.0,5.55125207312,0.952416018705,34.5186493421
