AverageY,Iteration,AverageQ,AverageReturn,AverageAbsY,QFunRegParamNorm,PolicyRegParamNorm,MaxEsReturn,MinEsReturn,AverageQLoss,MaxReturn,AverageAbsQYDiff,AverageEsReturn,AveragePolicySurr,AverageAbsQ,MinReturn,Epoch,AverageAction,StdEsReturn,StdReturn,AverageDiscountedReturn
22.7696170247,68,22.7685,38.8569310569,22.7784850626,48.8677,14.3009,57.60697174,14.2181451921,0.794439,41.7850950259,0.40358436538,39.9305444347,-22.9706,22.7827,36.5795334926,68,1.0,6.05618404,0.914956634993,34.5254271055
22.627048407,69,22.6264,38.8077985966,22.6352339514,49.1463,14.3009,73.849662429,26.6290424819,0.736743,40.7718260395,0.386965226287,40.7496107542,-22.7899,22.6393,36.7197471342,69,1.0,6.28817318105,0.96270097616,34.4880233853
22.761142693,70,22.7605,38.8130039475,22.7703491697,49.4869,14.3009,100.668146119,16.8901480741,0.774629,40.692344738,0.384845111274,41.6165513545,-22.932,22.7742,36.5813318324,70,1.0,10.4481422873,0.923859974347,34.4914119028
22.7068435965,71,22.7061,38.7196076922,22.7148605904,49.8047,14.3009,47.4392751619,38.3651369459,0.798867,40.5875186834,0.398122236745,40.6928424368,-22.8741,22.718,36.7174763787,71,1.0,2.01959425499,0.865588049426,34.4167120305
22.7137895594,72,22.7126,38.8029081947,22.7220446443,50.0977,14.3009,63.6657077336,19.5585508352,0.997302,40.7642866785,0.423318174259,40.6787106631,-22.8431,22.7256,36.7405766157,72,1.0,5.63568619734,0.942601586701,34.4833573124
22.6595483731,73,22.6595,38.812045983,22.6681268459,50.4437,14.3009,59.3987331556,9.20595687554,0.750042,40.7820722704,0.38744137711,40.9084294963,-22.809,22.6729,36.6377346949,73,1.0,6.45180356305,0.972935087873,34.4900569382
22.7086454163,74,22.7084,38.8121035522,22.7168554112,50.6899,14.3009,67.8678330631,12.5729851873,0.756503,40.8179298802,0.378959632213,40.6792602338,-22.8226,22.7201,36.6848789725,74,1.0,6.81133613257,0.968010374779,34.490549935
22.6556989322,75,22.655,38.7926969315,22.6642968268,50.9695,14.3009,57.0934928685,28.5308029525,0.723964,40.725051411,0.384982383699,41.9785881565,-22.7855,22.6682,36.7315293714,75,1.0,4.74066237656,0.880404085258,34.4769727181
22.6103634329,76,22.6096,38.8310800632,22.6190912121,51.2929,14.3009,78.4484561692,16.8247907549,0.791782,40.5989515504,0.399451351825,40.6386782987,-22.7776,22.6225,36.6316683547,76,1.0,8.02176636458,0.911554589992,34.5038331838
22.5653632532,77,22.5648,38.786094176,22.5762996446,51.6255,14.3009,70.0694443286,14.5499036899,0.927211,40.7521328937,0.398643789649,42.3879380317,-22.7153,22.5795,36.7458818094,77,1.0,8.38952510402,0.88657208736,34.4702583125
22.5685501812,78,22.5671,38.7671222279,22.5782060379,51.9492,14.3009,80.5892446235,9.10566362885,0.846904,40.77637699,0.397072773608,41.6624540465,-22.7154,22.5801,36.6099192327,78,1.0,9.09051377964,1.02194760057,34.4534468094
22.640766882,79,22.6403,38.7466700646,22.6512120291,52.2218,14.3009,62.7790796393,25.1966539456,0.737398,40.7220608468,0.392133310424,42.2520170674,-22.8028,22.6545,36.6718419496,79,1.0,6.02455819623,0.955213678178,34.4392574902
22.640406633,80,22.6404,38.8622008625,22.6512806206,52.4083,14.3009,69.158192448,11.4562146703,0.878439,40.8004469495,0.400814504999,40.0446186282,-22.7956,22.6545,36.6423428897,80,1.0,6.9967876438,0.948779385006,34.530056349
22.6404889653,81,22.6392,38.8053618997,22.6504042367,52.7307,14.3009,85.6267489213,23.0097130477,0.776173,40.6431289749,0.388960144797,41.3355852303,-22.7941,22.6515,36.6737915908,81,1.0,8.0266679821,0.906993386194,34.4843678211
22.5666064899,82,22.566,38.6964569954,22.5786355834,53.0062,14.3009,50.5300710002,5.20810144334,0.805685,41.8028237366,0.394793032855,40.2215240214,-22.7023,22.5816,36.607938558,82,1.0,6.1535042786,0.901648663968,34.3987974535
22.6765167727,83,22.6763,38.773589331,22.6867890791,53.3374,14.3009,53.4573696288,24.5146204239,0.817366,40.6579319571,0.382657993022,41.0871138438,-22.8277,22.6911,36.5735655057,83,1.0,4.38233789268,0.96462460954,34.4599478701
22.6412529085,84,22.6403,38.7226250982,22.6504570926,53.5886,14.3009,81.8092774346,36.5107846026,0.864057,40.7723479554,0.394575509627,41.7406697068,-22.7782,22.6531,36.5505723922,84,1.0,6.89194141687,0.938488411217,34.421042463
22.6506945931,85,22.65,38.7790090092,22.6589847916,53.7925,14.3009,59.248870253,14.9855106661,0.87322,40.7106042371,0.386853519785,41.3541295281,-22.79,22.6625,36.7126622538,85,1.0,5.88959698005,0.894493790589,34.4645079686
22.7120197673,86,22.711,38.7547319949,22.7199326167,54.0342,14.3009,62.3834101263,8.58139894211,0.86376,41.8193597092,0.383031866614,41.6758406541,-22.855,22.722,36.5500029526,86,1.0,7.51707974903,0.983271379981,34.446269819
22.6674156068,87,22.6666,38.653161931,22.6759607095,54.2141,14.3009,75.8381953524,15.1717663906,0.795264,40.7773545244,0.381528905685,42.3070586016,-22.7974,22.6782,36.5801574238,87,1.0,8.08196764295,0.970021163114,34.3642472331
22.5835702523,88,22.5832,38.7886442299,22.5922720012,54.5247,14.3009,81.3680392786,5.11497068319,0.832832,40.6946026204,0.380127454947,41.8540869016,-22.7172,22.595,36.6927003359,88,1.0,9.1134043731,0.970425934265,34.4703481124
22.6773041757,89,22.6763,38.7918811207,22.6856871231,54.7627,14.3009,56.4150069165,16.940599562,0.740463,40.7019405085,0.379410824304,41.3350123373,-22.8025,22.6883,36.6711663326,89,1.0,6.00759753093,0.856640887186,34.4745876339
22.6911620186,90,22.6904,38.8269247518,22.6992054748,55.0606,14.3009,73.3258369113,26.4537909434,0.865007,40.6141871241,0.378656826552,41.1439983236,-22.8245,22.7023,36.6329299264,90,1.0,6.18082278053,0.943804631968,34.5007297418
22.711081799,91,22.7105,38.8551805377,22.7178654925,55.313,14.3009,76.4202459158,31.9870216873,0.876159,40.8264887716,0.378775149827,41.9151326733,-22.8526,22.7211,36.635225482,91,1.0,6.42187903904,0.887664528426,34.5250658002
22.6507567393,92,22.6495,38.8294603686,22.6559244512,55.6034,14.3009,58.5367949056,8.5424018524,0.853036,40.6462586861,0.386895337212,41.8220175964,-22.7984,22.6582,36.7316473169,92,1.0,7.37514614631,0.886241216527,34.504367308
22.7877003098,93,22.7878,38.7684044413,22.7944294629,55.866,14.3009,73.1405841157,14.0176956444,0.854101,40.6482239121,0.385000608526,43.2627322372,-22.9054,22.799,36.688498512,93,1.0,8.94887367174,0.905232290384,34.4559354465
22.7748224942,94,22.7735,38.8114721241,22.7798578997,56.1815,14.3009,52.79090278,8.69030672423,0.840008,40.7808222713,0.379477750347,41.3500521096,-22.897,22.7818,36.6178951118,94,1.0,6.43525250533,0.949090213228,34.4914609453
22.7665947613,95,22.7662,38.7547972007,22.7725590981,56.4906,14.3009,65.3302548459,35.6246747776,0.94396,40.7361455604,0.392141920884,41.8717814997,-22.8955,22.7756,36.6736004518,95,1.0,4.74262190525,0.979843084468,34.4456342017
22.656450676,96,22.6555,38.8008565305,22.6626676397,56.7765,14.3009,50.5437493269,3.0958843896,0.891464,41.9968677523,0.372006969345,39.9420890828,-22.7733,22.6662,36.694462411,96,1.0,6.29579793359,0.965729720539,34.4827541659
22.7163122845,97,22.7157,38.7914579781,22.7216500006,57.0267,14.3009,59.5432880614,16.8598538783,0.857754,40.7451222672,0.377075738184,40.8809572725,-22.8495,22.7244,36.6612100665,97,1.0,5.34903734862,0.885034398111,34.4742888299
22.7668885054,98,22.7656,38.836239331,22.7720908066,57.3558,14.3009,61.7106113585,5.1827980837,0.944593,40.7671708374,0.385888454183,40.9553956674,-22.8735,22.7752,36.6170457475,98,1.0,7.33706435275,0.978131460962,34.5084147684
22.7702158837,99,22.7703,38.8068711377,22.7760145879,57.5379,14.3009,71.1651744045,7.47149281438,0.808765,40.7388590334,0.368822823892,42.5321956318,-22.8479,22.7805,36.6171482412,99,1.0,9.30199441769,0.900029998298,34.4858842749
22.776184972,100,22.7753,38.7080419598,22.7814082053,57.8214,14.3009,46.918351656,36.5046929316,0.826476,40.7120129363,0.376940946184,40.6594324172,-22.8824,22.7854,36.5964985144,100,1.0,2.3332027166,0.91356132243,34.4087844803
22.6908339593,101,22.6903,38.7771950643,22.69676482,58.0522,14.3009,69.8321265,13.0145547349,0.78494,40.758508288,0.365846963582,41.5628232941,-22.7791,22.7001,36.5301507049,101,1.0,8.52501280117,0.936203735862,34.4636136913
22.7669407213,102,22.7657,38.779114532,22.7722509201,58.267,14.3009,70.4220530573,36.5006420113,0.860429,41.8521369687,0.370477251484,42.0421364009,-22.8476,22.7742,36.6126905991,102,1.0,5.61855345841,0.873281519011,34.4647099857
22.6119515176,103,22.6119,38.8763807993,22.6174862028,58.4743,14.3009,51.4634672388,32.9561283877,0.766749,40.763846827,0.354817411319,41.2985047802,-22.7032,22.6201,36.7263022302,103,1.0,3.73181941805,0.944651298624,34.5410305938
22.6645632901,104,22.6639,38.8595985624,22.6698181838,58.7124,14.3009,54.5697763765,13.7713818877,0.835455,40.7329385256,0.361421075002,41.2988267001,-22.7601,22.6727,36.7895835984,104,1.0,5.6865102747,0.914995791269,34.5278377902
22.7477565398,105,22.7474,38.8157076938,22.7528753314,58.9025,14.3009,58.9791973218,3.06638517114,0.811414,40.7176019582,0.36149456293,40.4798363709,-22.8428,22.7555,36.6512129965,105,1.0,6.92561067549,0.970542367957,34.4937932494
22.6225599124,106,22.6214,38.7376879362,22.6280333589,59.1405,14.3009,67.0456345041,21.4146216046,0.730437,41.7850913969,0.34497763999,42.2179195177,-22.706,22.6299,36.6292155424,106,1.0,6.64327994163,0.909092227578,34.4318320415
22.679772765,107,22.6793,38.736160528,22.6848984206,59.3431,14.3009,67.615691525,14.3378171797,0.836214,40.7577193679,0.362065989147,41.6763830204,-22.7497,22.6863,36.7003659888,107,1.0,6.39713383777,0.931963063097,34.4318725942
22.6106342262,108,22.6098,38.8637828204,22.6160312665,59.5144,14.3009,60.441514148,22.9421326975,0.778284,40.6925703933,0.369516346296,40.1876902956,-22.6803,22.618,36.7093805221,108,1.0,5.44403944286,0.951461215092,34.5325012795
22.6024635194,109,22.6026,38.7370816757,22.6080447428,59.7214,14.3009,69.933724093,4.25569154809,0.754247,40.8008287893,0.343646541476,41.5678802679,-22.6754,22.611,36.6890634995,109,1.0,8.69625700575,0.901355484242,34.4295080529
22.488172388,110,22.4868,38.7458633651,22.4933209749,59.946,14.3009,71.4026324306,34.1129652633,0.764242,40.7354431403,0.358594185949,42.5594049448,-22.5646,22.4957,36.5947322414,110,1.0,6.14211661304,0.923141663886,34.4391929247
22.5120036639,111,22.5125,38.8377888764,22.5168787124,60.1262,14.3009,83.5174265013,5.31242417512,0.799626,40.7053508699,0.356748472621,43.0571643672,-22.5745,22.5207,36.7136363115,111,1.0,10.1829744358,0.970861786336,34.510941014
22.4752772534,112,22.4741,38.8170920049,22.4800756974,60.328,14.3009,63.3648059929,16.7826622955,0.801311,40.7798447179,0.348228021239,40.777900495,-22.523,22.4827,36.7434818704,112,1.0,5.69941391736,0.953758059646,34.4952532724
22.4876651227,113,22.4876,38.7830866041,22.4939539286,60.4644,14.3009,48.3807635091,36.7497918289,0.761899,40.7909192416,0.347453655076,40.3584390205,-22.5595,22.4972,36.6294748082,113,1.0,2.45284035316,0.94746268615,34.4677644824
22.5429882523,114,22.5422,38.7764284704,22.5488860736,60.5969,14.3009,61.5195923091,34.2061251245,0.668294,40.617523175,0.332981783624,41.9133633041,-22.5915,22.5521,36.6746874873,114,1.0,5.47807529887,0.893214233645,34.4634145378
22.3388038803,115,22.3381,38.7900764502,22.3439734607,60.8141,14.3009,47.955655778,7.41861360045,0.855279,41.8563376534,0.350088681207,40.0216331484,-22.4126,22.3465,36.5364322636,115,1.0,5.49077888074,0.955866917939,34.4731420708
22.3407629488,116,22.3406,38.7152753368,22.3482165818,60.9755,14.3009,66.098232981,16.2354025666,0.745736,41.7204767568,0.335396683553,40.7033053003,-22.3823,22.3513,36.6643702613,116,1.0,5.93169450183,0.945138843539,34.4134259073
22.3083216035,117,22.3078,38.719881668,22.3134176857,61.1617,14.3009,82.5156688703,36.9149678061,0.906692,40.7838769499,0.350990893695,41.2212852107,-22.3579,22.3157,36.555457912,117,1.0,6.71836350209,0.920880402082,34.4166969734
22.3403304636,118,22.3394,38.8073991607,22.3463660461,61.3576,14.3009,46.613234145,21.4376044858,0.837561,41.7486110883,0.347440166383,41.2055383112,-22.4118,22.3482,36.5770295707,118,1.0,4.39536589558,0.944555723052,34.4872978769
22.3811472804,119,22.3807,38.7835475725,22.3879230407,61.5443,14.3009,73.646982131,4.20332608314,0.707759,40.693013196,0.3296718673,42.426211407,-22.4241,22.3902,36.6081960315,119,1.0,9.82143652147,0.952389217613,34.4694418747
22.3117857734,120,22.311,38.767059754,22.3175576219,61.7376,14.3009,60.1864340737,32.7084469585,0.7215,41.9136668528,0.324245345232,41.7282074786,-22.378,22.3198,36.8066453483,120,1.0,5.0088993243,0.862918889418,34.4566552009
