MaxEsReturn,AverageQLoss,AveragePolicySurr,AverageAbsQ,AverageAction,AverageY,MinReturn,AverageAbsQYDiff,Epoch,AverageEsReturn,Iteration,MinEsReturn,AverageAbsY,PolicyRegParamNorm,AverageQ,MaxReturn,StdEsReturn,StdReturn,AverageDiscountedReturn,AverageReturn,QFunRegParamNorm
3662.91777229,152.598,-354.425,351.859,0.957274,351.879607069,4940.24722918,3.67148507454,248,3662.91777229,248,3662.91777229,351.879791072,66.5007,351.859,5319.0681586,0.0,109.272199847,415.754283042,5139.7831864,89.4784
3718.35269832,120.929,-355.207,352.666,0.95977,352.683660776,1228.47428289,3.39527564257,249,3718.35269832,249,3718.35269832,352.683746699,66.5876,352.666,5606.99145063,0.0,1220.23975703,422.843959022,4833.89996941,89.6973
3529.31427894,131.213,-357.168,354.612,0.954215,354.626152821,1189.03080486,3.54435632893,250,3529.31427894,250,3529.31427894,354.62644689,66.712,354.612,5020.18317932,0.0,1632.17814747,387.891867649,3801.37546927,89.9222
3462.89223017,140.616,-358.713,356.135,0.957338,356.150916705,4004.05842776,3.56410762739,251,3462.89223017,251,3462.89223017,356.151115969,66.8596,356.135,5149.93423281,0.0,357.919298447,410.56163166,4757.28496334,90.1608
3815.32824332,130.035,-360.034,357.393,0.953911,357.403891237,2018.23080732,3.446308612,252,3815.32824332,252,3815.32824332,357.404075296,66.9794,357.393,5454.42167794,0.0,975.882836299,421.121441951,4913.80367257,90.3584
3504.11784627,124.947,-360.767,358.132,0.958831,358.152940567,5192.45593735,3.46925805775,253,3504.11784627,253,3504.11784627,358.153200509,67.1478,358.132,5481.26043192,0.0,99.1902464238,425.522621018,5390.07411003,90.5524
3390.49845131,133.016,-362.53,359.908,0.955992,359.925597693,926.577601443,3.53995822205,254,3390.49845131,254,3390.49845131,359.925761091,67.2793,359.908,5556.8394036,0.0,1684.87285587,411.131405571,4091.43473465,90.7732
3821.39499979,148.434,-363.852,361.288,0.953688,361.300248476,932.878012095,3.65823984035,255,3821.39499979,255,3821.39499979,361.300480051,67.4069,361.288,4992.70693488,0.0,1391.1286892,363.314700936,3639.73606226,90.9882
3572.36039486,138.646,-364.491,361.834,0.95555,361.849317165,3010.45922704,3.62100490747,256,3572.36039486,256,3572.36039486,361.849413856,67.5242,361.834,5443.72056349,0.0,715.446299865,416.268525476,4656.92071726,91.2631
3747.8994261,212.607,-364.779,362.145,0.954391,362.170092286,472.535878778,3.93147882646,257,3747.8994261,257,3747.8994261,362.170262112,67.6264,362.145,4845.86713025,0.0,1682.24525046,342.688313873,2623.75968532,91.5422
3663.90790714,158.835,-367.615,364.9,0.955895,364.914452843,796.896760369,3.6476474579,258,3663.90790714,258,3663.90790714,364.914709287,67.7954,364.9,5291.9940415,0.0,1770.61355271,387.969880052,3327.98521808,91.7654
3718.15953067,142.85,-368.832,366.184,0.944517,366.199465479,3777.16330132,3.57111402178,259,3718.15953067,259,3718.15953067,366.199550914,67.904,366.184,4176.53083211,0.0,121.378509397,313.669190236,3964.57671916,92.0496
3674.2461736,147.245,-370.392,367.775,0.959286,367.792443745,2187.65245643,3.5738790903,260,3674.2461736,260,3674.2461736,367.792654366,68.0339,367.775,5724.82695287,0.0,1090.53299294,439.969061401,5086.29616916,92.2116
3493.74119618,136.999,-371.808,369.204,0.957026,369.213406533,1425.77335249,3.53895378654,261,3493.74119618,261,3493.74119618,369.213660974,68.1447,369.204,5930.95902382,0.0,1811.58275818,433.944949849,3886.4937139,92.414
3692.94295705,187.348,-372.936,370.312,0.960713,370.324549806,1378.87739298,3.88502785352,262,3692.94295705,262,3692.94295705,370.324776283,68.2639,370.312,4956.63313798,0.0,1294.38921975,365.132651338,3457.36299265,92.5997
3388.5449258,158.812,-373.901,371.252,0.955079,371.274536144,3740.2167126,3.69755051044,263,3388.5449258,263,3388.5449258,371.274689188,68.422,371.252,5605.10954371,0.0,491.228519598,400.871286068,5087.38481848,92.8354
3802.48948739,155.925,-376.121,373.526,0.951463,373.537059827,5181.6609008,3.7169378538,264,3802.48948739,264,3802.48948739,373.537289402,68.5546,373.526,5852.3517839,0.0,196.448572359,425.244320099,5606.51308345,93.0472
3503.81130041,174.608,-376.867,374.24,0.952431,374.262830084,5505.95283552,3.8641279829,265,3503.81130041,265,3503.81130041,374.263095609,68.7233,374.24,5783.97400208,0.0,82.0304630228,435.649189081,5637.96700846,93.282
3515.90107977,178.273,-379.378,376.766,0.960489,376.780253863,772.417043125,3.8341791259,266,3515.90107977,266,3515.90107977,376.780451097,68.8561,376.766,5353.01141589,0.0,1698.68804737,391.244668441,3021.95730875,93.4779
3196.38071132,175.509,-379.516,376.816,0.961501,376.830001015,1921.76332425,3.81433842674,267,3196.38071132,267,3196.38071132,376.830314916,68.9905,376.816,4956.57895659,0.0,930.727607094,379.944103226,4329.19176471,93.6718
3547.63734093,169.468,-379.396,376.716,0.964216,376.739501366,939.648308977,3.73807815246,268,3547.63734093,268,3547.63734093,376.739618206,69.1434,376.716,5672.66703012,0.0,1349.67995473,409.542182224,4967.77959279,93.8559
3483.59131789,180.242,-382.09,379.45,0.958128,379.457136885,4830.38708971,3.79924903079,269,3483.59131789,269,3483.59131789,379.457326829,69.282,379.45,5337.77065781,0.0,160.091383064,398.686483583,5043.29802917,94.0243
3270.58293087,127.821,-383.525,380.942,0.961651,380.957896805,5019.41203611,3.59155469272,270,3270.58293087,270,3270.58293087,380.95798241,69.3959,380.942,5488.1403878,0.0,140.756304093,434.366639963,5256.92138914,94.2055
3612.67299353,150.002,-384.0,381.325,0.963519,381.339248176,5198.11962199,3.63556015772,271,3612.67299353,271,3612.67299353,381.339333938,69.5081,381.325,5838.02383353,0.0,198.282386671,439.519381823,5663.35999011,94.3651
3923.94348564,154.15,-384.993,382.323,0.963989,382.34042716,332.368719895,3.6760128988,272,3923.94348564,272,3923.94348564,382.340555887,69.5791,382.323,5459.20975134,0.0,1443.30556095,360.674827498,4637.76932562,94.5012
1050.80784132,194.491,-384.245,381.592,0.962119,381.609267047,628.131186733,3.91952426386,273,1050.80784132,273,1050.80784132,381.609467576,69.6946,381.592,4907.24364978,0.0,1259.43840191,364.082323117,4389.2436849,94.6673
3615.31852092,165.684,-386.68,384.031,0.967353,384.032317303,3166.59316209,3.79902065491,274,3615.31852092,274,3615.31852092,384.032515936,69.8319,384.031,5368.34216467,0.0,575.763047323,383.455481779,4710.43067469,94.8486
3298.55427693,140.939,-387.627,385.038,0.957788,385.061205835,5124.46856217,3.59066004497,275,3298.55427693,275,3298.55427693,385.061339944,69.9962,385.038,5555.90895577,0.0,120.861954014,412.065118471,5407.31140961,95.0084
3307.93251765,166.81,-388.136,385.536,0.956499,385.551040608,5206.19741571,3.71971374463,276,3307.93251765,276,3307.93251765,385.551253843,70.1727,385.536,5563.7969179,0.0,119.763906708,401.42220209,5435.34367934,95.1064
3611.1176565,140.851,-390.244,387.593,0.959352,387.605091535,2276.57927405,3.57842807574,277,3611.1176565,277,3611.1176565,387.605268292,70.262,387.593,5577.79179491,0.0,957.17766437,402.391203419,4802.59497882,95.3104
3627.76604447,166.714,-390.989,388.333,0.953618,388.345798019,5480.6683734,3.67928751109,278,3627.76604447,278,3627.76604447,388.345991813,70.4478,388.333,6375.71552655,0.0,224.221132601,452.721219497,5891.8263242,95.5055
3563.35252931,151.314,-392.012,389.418,0.956505,389.441749442,593.962047338,3.67999808307,279,3563.35252931,279,3563.35252931,389.441910168,70.5745,389.418,5195.47324341,0.0,1512.49363181,397.64955443,4051.77550265,95.7334
3690.84674934,151.051,-394.21,391.488,0.955337,391.490870444,879.157235888,3.73053489582,280,3690.84674934,280,3690.84674934,391.490989667,70.7056,391.488,5265.16973954,0.0,1299.43210067,370.877958952,4294.92628144,95.9464
3574.57471494,196.258,-395.116,392.445,0.955773,392.471885961,645.752839106,3.97954050012,281,3574.57471494,281,3574.57471494,392.472111764,70.8139,392.445,5571.69084914,0.0,1845.40605841,401.719234008,4022.5717328,96.1857
3388.6915945,164.228,-394.926,392.322,0.939086,392.336653476,5530.82476981,3.76095751733,282,3388.6915945,282,3388.6915945,392.336858123,70.9,392.322,5776.19624648,0.0,70.0322989105,440.302739832,5651.59056016,96.391
3687.21014036,193.24,-397.073,394.376,0.948081,394.388424888,5306.00502882,3.81720325025,283,3687.21014036,283,3687.21014036,394.388549151,70.9848,394.376,5680.54075643,0.0,131.802050345,428.712404675,5520.35567898,96.6076
3692.31854479,175.502,-398.328,395.715,0.951918,395.730666947,1059.39389536,3.77757316711,284,3692.31854479,284,3692.31854479,395.730838893,71.1787,395.715,5709.82447057,0.0,1315.07711955,434.988950692,4971.64611397,96.8183
3729.54691227,181.779,-399.559,396.861,0.950207,396.875947337,1983.45521351,3.88114607922,285,3729.54691227,285,3729.54691227,396.876158575,71.2535,396.861,5817.39204363,0.0,1268.5848669,444.766167663,4893.21085226,96.9938
3861.67889233,213.773,-399.165,396.484,0.950982,396.502111077,5782.82219488,4.09688420539,286,3861.67889233,286,3861.67889233,396.502301689,71.4172,396.484,6136.22697354,0.0,120.583825063,454.144315735,5949.45883448,97.1589
3590.61206159,145.523,-401.072,398.397,0.946383,398.408340583,5558.79262357,3.63505460324,287,3590.61206159,287,3590.61206159,398.408406116,71.5803,398.397,6054.46528988,0.0,141.733614701,446.344900728,5753.77758493,97.3587
3609.14928699,163.97,-403.388,400.643,0.942237,400.654404407,5399.55256517,3.79732544503,288,3609.14928699,288,3609.14928699,400.654616276,71.7305,400.643,5947.73892955,0.0,158.356731067,449.930099655,5776.16543638,97.538
3561.87186095,149.572,-403.646,400.978,0.950939,400.998536778,3291.82685137,3.68892648103,289,3561.87186095,289,3561.87186095,400.998740943,71.8485,400.978,5954.05322425,0.0,735.000973611,435.229666175,5452.22804316,97.7472
3283.17753014,233.891,-405.381,402.733,0.953581,402.751809111,5210.76479954,4.10512395894,290,3283.17753014,290,3283.17753014,402.751964308,71.938,402.733,5859.6515282,0.0,213.429356326,438.325441379,5544.71372755,97.9677
3622.79921064,135.633,-405.902,403.241,0.946192,403.250421203,5701.23864572,3.63497250371,291,3622.79921064,291,3622.79921064,403.250572525,72.0752,403.241,6128.24609446,0.0,113.850659051,454.991299372,5836.70969626,98.0955
3042.76637534,166.177,-406.218,403.532,0.952148,403.549253463,5112.016297,3.76127958161,292,3042.76637534,292,3042.76637534,403.549409934,72.2237,403.532,6021.27264659,0.0,262.779045893,435.851756715,5524.82845058,98.2706
3890.54857153,166.817,-408.516,405.733,0.951353,405.741344347,1361.64791163,3.7408764198,293,3890.54857153,293,3890.54857153,405.74155063,72.3641,405.733,4885.07505413,0.0,1303.03574931,369.217531635,3981.4407687,98.4602
3369.35302808,185.444,-408.139,405.407,0.956264,405.426181775,3619.67041646,3.8620722728,294,3369.35302808,294,3369.35302808,405.426411894,72.4676,405.407,4669.84686322,0.0,350.418261847,334.882351923,4134.57620416,98.688
2940.6923162,183.207,-409.802,407.164,0.956713,407.176470071,1273.02509086,3.87210135182,295,2940.6923162,295,2940.6923162,407.176707352,72.5807,407.164,5568.50377218,0.0,1260.91077167,407.295287783,3842.29106903,98.8848
4095.00166538,160.98,-410.725,408.069,0.950259,408.077171866,4975.98310103,3.728980728,296,4095.00166538,296,4095.00166538,408.077338023,72.7004,408.069,5668.13001207,0.0,196.655030173,397.398662686,5228.39276124,99.0652
4005.23789358,209.484,-412.202,409.499,0.949153,409.524100198,4594.13957751,4.07415145216,297,4005.23789358,297,4005.23789358,409.524299995,72.789,409.499,5485.09609931,0.0,277.922366253,386.634923848,5080.22567021,99.305
3332.61861167,161.012,-412.655,409.996,0.953221,410.008519913,770.206469299,3.72184589995,298,3332.61861167,298,3332.61861167,410.008633891,72.9439,409.996,5213.58636961,0.0,1358.46099827,382.356974845,4240.69482936,99.5019
3692.00158503,209.605,-413.071,410.365,0.949236,410.382594191,2752.39071469,4.07352667335,299,3692.00158503,299,3692.00158503,410.382666153,73.0529,410.365,5690.40927733,0.0,845.401937735,439.669654924,5270.68340784,99.7161
3691.30118511,181.067,-414.908,412.222,0.945338,412.233229376,5610.12454069,3.84385074857,300,3691.30118511,300,3691.30118511,412.233525239,73.1715,412.222,6031.13821551,0.0,133.165326895,445.883918345,5770.5604883,99.8838
3512.43501393,181.048,-415.379,412.682,0.960488,412.694720457,444.985162241,3.87993716936,301,3512.43501393,301,3512.43501393,412.694890101,73.2918,412.679,5368.21003318,0.0,2065.62774251,368.881997277,3084.68769757,100.069
3855.26683403,228.032,-416.313,413.55,0.952618,413.564149719,4797.84031344,4.12562877549,302,3855.26683403,302,3855.26683403,413.564464749,73.4255,413.55,5470.9211331,0.0,235.39786673,407.57579989,5136.08970406,100.301
3803.1636684,200.465,-418.345,415.602,0.951698,415.627218913,2793.63846277,3.9249595527,303,3803.1636684,303,3803.1636684,415.627373206,73.5017,415.602,5032.41620001,0.0,629.223902001,360.141946317,4503.68346044,100.501
4101.07283861,222.238,-418.771,416.022,0.955348,416.03905422,1940.69987898,4.06418978746,304,4101.07283861,304,4101.07283861,416.039244362,73.6321,416.022,4945.11976457,0.0,892.057146561,374.550886597,4286.90978785,100.738
3542.98836155,177.455,-419.388,416.644,0.951281,416.657177014,785.00993131,3.84077216681,305,3542.98836155,305,3542.98836155,416.657395437,73.8416,416.644,4848.62001371,0.0,1139.08218603,321.315995439,4004.53640301,100.978
3759.16439828,174.003,-421.753,419.018,0.952909,419.031388791,1953.7820957,3.90307197884,306,3759.16439828,306,3759.16439828,419.031556687,73.9687,419.018,5238.73706888,0.0,859.924282383,368.518239102,4320.94254614,101.168
3706.40146272,196.484,-422.093,419.36,0.952272,419.360679855,5164.57487303,3.94650002389,307,3706.40146272,307,3706.40146272,419.360905359,74.1297,419.36,5660.78841013,0.0,147.726566865,407.491387819,5344.99348078,101.359
3386.78128532,213.559,-422.793,420.029,0.950246,420.052333255,5425.35830687,4.1185957549,308,3386.78128532,308,3386.78128532,420.052368634,74.2515,420.029,5999.74506588,0.0,177.290165646,460.340168491,5731.67855193,101.626
3761.8636422,188.637,-423.705,420.949,0.945751,420.965992571,5729.66696067,3.88393350434,309,3761.8636422,309,3761.8636422,420.966129774,74.3314,420.949,6244.24560275,0.0,140.529096204,462.419945441,5921.49982922,101.791
3661.21116065,273.783,-424.98,422.247,0.950192,422.275539072,3386.09127717,4.43188491236,310,3661.21116065,310,3661.21116065,422.275642026,74.4356,422.247,4158.02624137,0.0,271.329640925,344.578301948,3800.22813894,102.011
3602.15211562,178.285,-426.269,423.591,0.953263,423.606056658,2639.62216471,3.75029347194,311,3602.15211562,311,3602.15211562,423.606201244,74.5374,423.591,5685.78486021,0.0,871.719772101,433.983699076,5220.72905139,102.141
3800.16861173,177.57,-426.667,423.963,0.958861,423.968659265,2576.26931961,3.80996444699,312,3800.16861173,312,3800.16861173,423.96878268,74.6726,423.963,5580.49733574,0.0,849.846030024,430.215593948,5084.98586836,102.258
3840.54267066,189.459,-428.452,425.779,0.951868,425.802335834,4767.75401246,3.85429332796,313,3840.54267066,313,3840.54267066,425.80247341,74.7705,425.779,5366.20597015,0.0,202.5501316,391.280109293,5062.20059732,102.452
3620.36371909,217.047,-429.018,426.307,0.949751,426.320798129,4676.46687509,3.95367470775,314,3620.36371909,314,3620.36371909,426.320956525,74.9119,426.307,5708.59520065,0.0,285.461554568,398.877273977,5221.91192638,102.598
3342.67564462,195.254,-429.543,426.885,0.950664,426.899508176,5409.84350206,3.89020279402,315,3342.67564462,315,3342.67564462,426.899673358,75.0098,426.885,5927.24336364,0.0,159.390643555,438.316976118,5738.97646986,102.73
3295.60918596,186.148,-430.846,428.199,0.962198,428.216867684,2585.2361383,3.87583248682,316,3295.60918596,316,3295.60918596,428.216981768,75.1589,428.199,5293.62966383,0.0,885.648939114,398.658784063,4588.73723805,102.9
3711.72364612,184.479,-431.816,429.141,0.954309,429.150616266,2601.87374438,3.88980163857,317,3711.72364612,317,3711.72364612,429.150692408,75.2738,429.141,5555.50767567,0.0,829.921255409,438.814039137,5001.4416523,103.036
3805.86383351,241.647,-431.641,428.929,0.956396,428.946159149,5778.83275007,4.21136096074,318,3805.86383351,318,3805.86383351,428.946319415,75.3527,428.929,6213.91669805,0.0,127.60239617,460.270222911,5947.6103531,103.255
3791.6375593,209.52,-432.901,430.179,0.95681,430.198887681,5234.34887677,3.99012548957,319,3791.6375593,319,3791.6375593,430.19903825,75.4838,430.179,5695.91408032,0.0,124.794005034,443.356037246,5545.00893705,103.451
3536.357412,231.702,-433.423,430.723,0.956187,430.742582926,2299.32835531,4.15608661102,320,3536.357412,320,3536.357412,430.742650357,75.6129,430.723,5642.40931469,0.0,936.5450016,423.807868054,5079.2836625,103.612
3925.71512528,184.285,-434.141,431.431,0.955256,431.442893915,4708.93659085,3.79535980343,321,3925.71512528,321,3925.71512528,431.443026183,75.7157,431.431,5705.46688322,0.0,242.849368025,390.626799537,5110.4214993,103.713
3943.17757849,192.372,-435.511,432.83,0.954986,432.845774951,2638.56845781,3.94320085463,322,3943.17757849,322,3943.17757849,432.845976531,75.7659,432.83,5433.23787083,0.0,809.793777575,434.513104261,5019.72229343,103.854
3885.23844291,234.174,-436.341,433.626,0.954965,433.637958423,301.957221486,4.12355632984,323,3885.23844291,323,3885.23844291,433.638097501,75.8205,433.626,5534.63743828,0.0,1475.96811601,397.302123143,4679.16205723,104.059
3902.16538601,174.437,-436.533,433.842,0.953979,433.862261135,1440.15472647,3.83245653861,324,3902.16538601,324,3902.16538601,433.862483054,75.9938,433.842,5296.38160308,0.0,1050.91150571,390.445838499,4445.06001247,104.279
3660.47926619,275.061,-437.961,435.177,0.948953,435.19757108,3294.52997666,4.39314211554,325,3660.47926619,325,3660.47926619,435.197893668,76.1763,435.177,4007.79399573,0.0,227.058285293,305.597203202,3695.48312885,104.477
3201.91632878,169.643,-438.191,435.443,0.955723,435.450713493,3722.85451286,3.81583519114,326,3201.91632878,326,3201.91632878,435.450753479,76.3306,435.443,6530.46572464,0.0,770.199689918,472.162128348,5953.10727031,104.637
2992.43911398,223.382,-439.504,436.785,0.953453,436.808558262,5087.89210946,4.18860760617,327,2992.43911398,327,2992.43911398,436.808654139,76.4245,436.785,5636.34035927,0.0,181.232758956,434.570462882,5372.66731633,104.87
3530.34229278,216.433,-441.036,438.343,0.953353,438.356970722,4424.39937682,3.98526658299,328,3530.34229278,328,3530.34229278,438.357191974,76.5303,438.343,5297.69083598,0.0,242.596327257,397.185251747,4773.34674992,105.038
4077.83088185,204.21,-441.114,438.355,0.949042,438.364807883,5155.99934694,4.05280755417,329,4077.83088185,329,4077.83088185,438.364944611,76.656,438.355,5635.35023214,0.0,128.785608627,410.945254802,5480.05321611,105.168
3967.40525946,178.749,-441.881,439.118,0.957306,439.129668772,259.403994201,3.91897020963,330,3967.40525946,330,3967.40525946,439.130001154,76.7449,439.118,4948.51460019,0.0,1347.35359589,369.330331076,4285.87895197,105.331
3569.97880654,219.015,-441.143,438.361,0.950757,438.384153436,4590.67373122,4.02051353466,331,3569.97880654,331,3569.97880654,438.384256631,76.8842,438.361,6419.57176873,0.0,442.766513552,449.909112363,5780.34234064,105.54
3654.35063743,204.181,-443.419,440.718,0.941447,440.727960578,3887.32954042,3.94395386659,332,3654.35063743,332,3654.35063743,440.728074297,76.9699,440.718,5493.72892871,0.0,430.222456333,418.212711251,5047.68144645,105.676
3547.25202896,218.13,-444.182,441.429,0.952394,441.447557431,205.930607741,4.10761671698,333,3547.25202896,333,3547.25202896,441.447724566,77.0864,441.429,5558.64081647,0.0,1503.89031354,400.856232646,4657.07171637,105.87
3918.76965065,214.415,-446.38,443.554,0.948313,443.569418646,5170.44006051,4.0606644935,334,3918.76965065,334,3918.76965065,443.569605678,77.1245,443.554,5529.70274712,0.0,107.724189939,421.300609318,5319.7257412,106.068
3567.48819566,216.422,-445.91,443.105,0.956867,443.120932334,5091.97132817,4.06145866574,335,3567.48819566,335,3567.48819566,443.121168416,77.2273,443.105,5545.35519427,0.0,152.624090487,434.183155434,5334.24092184,106.212
3647.63213665,204.902,-446.291,443.557,0.943216,443.566361272,5161.03487921,3.93508236108,336,3647.63213665,336,3647.63213665,443.566486824,77.3817,443.557,5870.74652237,0.0,218.865340348,433.974613809,5460.76975313,106.353
3876.19426778,240.929,-445.739,442.899,0.960093,442.917488775,4128.20691487,4.25203475245,337,3876.19426778,337,3876.19426778,442.917560293,77.4883,442.899,5526.75594438,0.0,380.797442657,371.579018974,4955.62040402,106.576
3322.97009646,263.605,-448.528,445.76,0.965288,445.787231849,336.315537225,4.25104694112,338,3322.97009646,338,3322.97009646,445.787377052,77.5663,445.76,3618.70067282,0.0,1312.76971211,272.420937495,2571.39631391,106.744
3593.09083283,292.462,-448.346,445.472,0.953622,445.478274145,5658.61350616,4.43653176507,339,3593.09083283,339,3593.09083283,445.478407531,77.6927,445.472,6120.88098353,0.0,141.505568592,463.45444399,5864.18913919,106.974
2647.70152323,238.748,-449.64,446.77,0.95371,446.793233317,4074.32348171,4.22343054814,340,2647.70152323,340,2647.70152323,446.793537347,77.795,446.77,5222.80803018,0.0,347.789286287,379.034413069,4574.57276494,107.22
3218.20017184,231.534,-449.625,446.907,0.954154,446.924350014,5044.58876041,4.16758253006,341,3218.20017184,341,3218.20017184,446.924471696,77.9212,446.907,6092.27238544,0.0,301.322158343,425.489103314,5374.09381877,107.455
3356.93096562,238.638,-451.421,448.677,0.956341,448.688053526,4512.51706297,4.18126976487,342,3356.93096562,342,3356.93096562,448.688204361,78.0138,448.677,5319.13339111,0.0,202.6027979,382.917157656,4914.05626292,107.627
3500.22798816,165.911,-453.026,450.231,0.954063,450.235995472,4367.82444042,3.8696129281,343,3500.22798816,343,3500.22798816,450.236066418,78.0927,450.23,5234.48742799,0.0,260.26182936,385.808176757,4763.04289999,107.795
3344.50697607,239.507,-452.084,449.321,0.950108,449.337863384,4617.50145322,4.29356197085,344,3344.50697607,344,3344.50697607,449.338082063,78.2104,449.321,5455.78825331,0.0,225.77799451,411.562534325,5208.33018591,107.946
3790.24835477,244.733,-452.925,450.174,0.952721,450.192158159,2369.55831232,4.2329407863,345,3790.24835477,345,3790.24835477,450.192287737,78.345,450.174,5979.08513963,0.0,1034.41909887,445.8345187,5455.81789379,108.122
4066.53868119,237.186,-453.679,451.068,0.951351,451.079715843,4978.65177634,4.19182917379,346,4066.53868119,346,4066.53868119,451.079866211,78.4184,451.068,5396.18406876,0.0,126.25116882,412.203661095,5196.85496833,108.307
3562.84205552,217.763,-454.672,451.974,0.951951,451.998683893,5623.36950953,4.04183987859,347,3562.84205552,347,3562.84205552,451.998782092,78.5805,451.974,6066.6081965,0.0,128.501763039,460.664918917,5818.38345382,108.459
1417.05768229,221.96,-455.939,453.214,0.961563,453.222029382,3996.05764433,4.16182774991,348,1417.05768229,348,1417.05768229,453.222115712,78.6803,453.214,5663.75496157,0.0,473.952121171,372.134666411,4847.84175987,108.629
3715.69951637,310.759,-455.606,452.88,0.958292,452.914750904,112.534010239,4.49169824285,349,3715.69951637,349,3715.69951637,452.914939899,78.7783,452.88,4980.06089919,0.0,1367.22170056,335.701741428,4166.15614909,108.859
3246.28237347,210.202,-456.27,453.499,0.946974,453.499842323,5623.03866682,4.04357157184,350,3246.28237347,350,3246.28237347,453.499949395,78.8616,453.499,6031.0257906,0.0,134.14063177,447.092653266,5803.24623793,109.06
3587.42349711,230.145,-457.98,455.235,0.944493,455.249858662,4678.91144952,4.13116610162,351,3587.42349711,351,3587.42349711,455.250033963,78.9575,455.232,5367.76755857,0.0,160.400560718,410.827296471,5055.19849047,109.186
3291.49227534,252.878,-457.293,454.451,0.956908,454.46544136,5082.7495752,4.22272409592,352,3291.49227534,352,3291.49227534,454.465635179,79.0093,454.451,5738.4346502,0.0,213.303657203,431.105607959,5464.06779132,109.378
3564.12454526,231.154,-458.458,455.684,0.956127,455.694742264,2284.48786328,4.11783418823,353,3564.12454526,353,3564.12454526,455.694941644,79.1488,455.684,4588.96297598,0.0,612.344413743,339.917317261,4050.89770187,109.552
3905.11770309,248.127,-457.552,454.809,0.945997,454.827194706,5104.08969465,4.20420040901,354,3905.11770309,354,3905.11770309,454.827486612,79.2852,454.809,6030.8559152,0.0,290.825297356,441.852701397,5712.82951962,109.769
3637.43779204,223.57,-459.445,456.66,0.952788,456.668910906,4873.63985255,4.09308914455,355,3637.43779204,355,3637.43779204,456.668944802,79.3704,456.66,5377.89152052,0.0,186.519359039,403.052629459,5076.67387321,109.935
3856.01324908,225.415,-460.747,458.055,0.951452,458.070792448,4530.03858763,4.07610768369,356,3856.01324908,356,3856.01324908,458.070961214,79.4597,458.055,5139.78584236,0.0,196.018787759,376.601611567,4849.43348714,110.033
3947.0027339,206.637,-460.475,457.732,0.953072,457.750682696,4621.15770933,3.93514686934,357,3947.0027339,357,3947.0027339,457.750763948,79.5876,457.732,5359.98014593,0.0,251.520921107,403.318901947,5049.19614086,110.227
3736.93055483,257.637,-460.758,458.085,0.957739,458.099165669,5106.93882925,4.23172155242,358,3736.93055483,358,3736.93055483,458.099346396,79.7055,458.085,5580.81101759,0.0,150.280035447,421.119963931,5351.17261384,110.377
3601.90068709,209.728,-462.83,460.133,0.956373,460.142964181,5711.4537473,3.88884089322,359,3601.90068709,359,3601.90068709,460.143100785,79.7796,460.133,6072.36892827,0.0,108.113956046,448.08162705,5852.52004594,110.568
4069.03108532,259.965,-462.73,459.917,0.952067,459.932836744,-116.722063312,4.22317926757,360,4069.03108532,360,4069.03108532,459.932883536,79.9223,459.917,4625.43663275,0.0,1435.19193028,341.677314617,3599.31080838,110.761
3491.67287829,220.657,-463.837,461.064,0.944841,461.087491341,4888.53453788,4.06543771649,361,3491.67287829,361,3491.67287829,461.087806791,80.003,461.064,5335.9480738,0.0,148.972004877,397.792351687,5216.0032142,110.864
3578.14067405,315.029,-463.877,461.019,0.952018,461.030511796,4340.7331458,4.53336976319,362,3578.14067405,362,3578.14067405,461.030765609,80.0914,461.019,4879.60541746,0.0,145.15400352,348.691703743,4586.71617653,111.106
2795.64287289,198.107,-464.64,461.9,0.95252,461.907929655,5033.97627714,3.95867741081,363,2795.64287289,363,2795.64287289,461.908010266,80.2187,461.9,5575.27589884,0.0,164.782829891,401.26974332,5215.60799034,111.271
3309.4507849,263.001,-464.705,461.922,0.957799,461.925199625,3545.97060505,4.18387978084,364,3309.4507849,364,3309.4507849,461.925271104,80.3524,461.922,5007.17173247,0.0,395.360543831,374.274567833,4568.13547344,111.447
3690.87436578,229.207,-465.054,462.382,0.952791,462.426084747,4563.84389556,4.08983791632,365,3690.87436578,365,3690.87436578,462.42617105,80.463,462.382,5385.72539871,0.0,222.306099057,386.492499685,4945.20936572,111.619
3811.03706293,256.232,-466.638,463.877,0.944484,463.874739116,5321.14737343,4.17730338912,366,3811.03706293,366,3811.03706293,463.874878991,80.5421,463.875,5600.05659834,0.0,71.2951054615,433.332586203,5511.72708325,111.813
3888.76551155,252.841,-465.21,462.413,0.945338,462.447335679,5396.16639131,4.11449205746,367,3888.76551155,367,3888.76551155,462.447437042,80.6671,462.413,5799.22855845,0.0,127.686257926,443.232745463,5625.1890352,111.953
3796.30957852,241.774,-467.211,464.586,0.945003,464.584226277,5504.83643994,4.16865654026,368,3796.30957852,368,3796.30957852,464.584343497,80.8441,464.586,5980.18741592,0.0,143.122346711,444.316889498,5672.54470053,112.113
4042.38479446,256.473,-468.4,465.783,0.946645,465.796412297,1890.11021189,4.16615815298,369,4042.38479446,369,4042.38479446,465.796693676,80.9711,465.783,5984.43204616,0.0,1135.94995157,441.157769959,5228.30031127,112.311
3937.61566095,270.667,-468.756,466.038,0.957394,466.045239578,781.032940116,4.26029553912,370,3937.61566095,370,3937.61566095,466.045284037,81.0495,466.037,5068.84425196,0.0,1251.09008171,378.867254217,4302.97855752,112.462
