AverageReturn,Epoch,AverageAbsY,PolicyRegParamNorm,AverageQ,AveragePolicySurr,StdReturn,MaxEsReturn,QFunRegParamNorm,AverageAbsQYDiff,Iteration,StdEsReturn,AverageAbsQ,MinEsReturn,AverageQLoss,MinReturn,AverageY,AverageAction,AverageEsReturn,MaxReturn,AverageDiscountedReturn
2700.09223285,1594,44.383984149,314.448,44.2976,-44.4715,1564.2285707,2998.55896115,239.097,0.305598410551,1594,0.0,44.3836,2998.55896115,1.99853,-127.93354786,44.2974126598,0.99989,2998.55896115,3993.32926422,260.488909553
4399.78274571,1595,44.3596876085,314.504,44.2731,-44.4517,1252.05726541,3119.91822398,239.147,0.333296164501,1595,0.0,44.3579,3119.91822398,2.50927,686.493642275,44.2752499772,0.999711,3119.91822398,5064.42090531,386.355563956
2912.31899837,1596,44.318047609,314.527,44.2316,-44.4005,1547.43459286,2818.55804976,239.21,0.319515626862,1596,0.0,44.3188,2818.55804976,2.4306,-241.528559987,44.2307819988,0.99973,2818.55804976,4532.30643552,325.38145261
4123.71081867,1597,44.3205565029,314.678,44.2346,-44.4204,1370.97046832,3245.30552188,239.289,0.325099046856,1597,0.0,44.3178,3245.30552188,2.20751,242.20208726,44.2370035541,0.999809,3245.30552188,5047.33908068,363.426798229
4776.73240545,1598,44.1970637937,314.577,44.1044,-44.2919,124.713288833,2886.52664684,239.345,0.312536841767,1598,0.0,44.1962,2886.52664684,1.87651,4521.18440231,44.1059789832,0.999714,2886.52664684,4943.30038338,375.184777626
4724.93805555,1599,44.2227695402,314.578,44.1385,-44.3158,45.3668867885,2829.64144206,239.403,0.341427947974,1599,0.0,44.2232,2829.64144206,2.59481,4626.04652863,44.138363312,0.999828,2829.64144206,4783.66191676,382.002245882
4029.66682416,1600,44.2271877731,314.828,44.1427,-44.3373,1594.43747024,2934.29569445,239.425,0.31985938343,1600,0.0,44.2235,2934.29569445,2.12823,-204.093982351,44.1457155963,0.999793,2934.29569445,4890.51068196,359.166942006
3428.30688104,1601,44.1968737787,314.838,44.1171,-44.3045,1502.52092031,2943.91621855,239.495,0.318099719865,1601,0.0,44.1973,2943.91621855,2.10854,83.7917454722,44.1170379526,0.999818,2943.91621855,4574.34866861,338.231588521
2231.35089903,1602,44.2083075332,314.805,44.1296,-44.2986,1787.53485068,2764.34048353,239.593,0.309556564504,1602,0.0,44.2089,2764.34048353,1.75093,-13.0986457915,44.1294703285,0.999798,2764.34048353,4215.64298177,313.676837283
1652.78068468,1603,44.1381752538,314.837,44.0533,-44.2439,1789.85208945,2828.19595858,239.646,0.332496269016,1603,0.0,44.1359,2828.19595858,1.95124,-509.851269561,44.0548346263,0.999821,2828.19595858,4549.39692801,229.306786974
2059.07246181,1604,44.2097075451,314.743,44.1337,-44.324,1785.20413549,2798.66584278,239.684,0.336666431785,1604,0.0,44.2078,2798.66584278,2.1768,-668.131892743,44.1354988486,0.999816,2798.66584278,4555.31422354,301.142175124
2416.64953692,1605,44.156027727,314.946,44.0754,-44.2738,1797.45005074,3113.67762818,239.702,0.300923228012,1605,0.0,44.1554,3113.67762818,1.46104,-625.125459783,44.0753642743,0.999774,3113.67762818,4370.25417413,323.672729104
3504.41109386,1606,44.1322936334,315.134,44.051,-44.2475,1434.53154026,3043.47794627,239.787,0.358681873403,1606,0.0,44.1328,3043.47794627,2.66422,176.50183417,44.0508191692,0.999841,3043.47794627,4762.50947186,355.766279111
3315.23726717,1607,44.258135467,315.12,44.1817,-44.3751,1376.31353274,2906.21544069,239.817,0.329368878413,1607,0.0,44.257,2906.21544069,1.83712,114.473208438,44.1825293414,0.999801,2906.21544069,4625.46266826,344.661644974
4019.4057112,1608,44.1808558775,315.113,44.0956,-44.2817,515.692502965,2890.65740033,239.896,0.315460460538,1608,0.0,44.1798,2890.65740033,1.7147,2747.93572024,44.0967654624,0.999717,2890.65740033,4344.37902307,346.063891202
3572.51697922,1609,44.1524438358,315.126,44.0693,-44.2679,1417.36042112,2555.99013854,239.958,0.362469484243,1609,0.0,44.1512,2555.99013854,2.77201,-647.376111923,44.0701189652,0.999777,2555.99013854,4267.73093774,298.73438413
4024.92523492,1610,44.1606963296,315.208,44.0803,-44.2525,40.4543325081,2888.91574748,240.017,0.365307500408,1610,0.0,44.1591,2888.91574748,2.89033,3963.12119652,44.0823901153,0.999597,2888.91574748,4081.57513692,335.526219366
4054.41794959,1611,44.0873411593,315.207,44.0046,-44.1905,38.0156269482,3067.42978943,240.081,0.325644556436,1611,0.0,44.0863,3067.42978943,2.20512,3977.19962113,44.0049834483,0.999727,3067.42978943,4096.74118651,331.188725633
3535.45168789,1612,44.0605755378,315.165,43.9764,-44.1497,15.3190925646,2946.5548428,240.145,0.322789985985,1612,0.0,44.0583,2946.5548428,2.1452,3518.25122833,43.9787160387,0.999742,2946.5548428,3568.39610263,292.27631467
3650.72992476,1613,44.0206312497,315.154,43.9419,-44.0886,44.9705248293,2763.01619729,240.182,0.331909937934,1613,0.0,44.0224,2763.01619729,2.25438,3571.92506319,43.940298669,0.999742,2763.01619729,3705.76227318,297.673173616
3609.04296718,1614,44.0150829318,315.318,43.9386,-44.0949,1370.88088816,2389.91413248,240.206,0.310654251296,1614,0.0,44.0141,2389.91413248,1.91344,-500.053433998,43.9396118887,0.999625,2389.91413248,4150.56899849,309.676798666
3790.30882517,1615,43.9583492683,315.468,43.8769,-44.0584,916.579719672,2776.21551279,240.231,0.301874628181,1615,0.0,43.9581,2776.21551279,1.69985,1043.7432762,43.8773558791,0.999729,2776.21551279,4167.88755111,330.395993109
4398.20778534,1616,44.0200999329,315.45,43.9428,-44.1233,423.957524196,2868.37675395,240.273,0.303610620644,1616,0.0,44.0184,2868.37675395,1.74994,3150.01594284,43.9444227921,0.999739,2868.37675395,4638.13043786,368.694262162
4095.28145823,1617,43.9765742079,315.545,43.8977,-44.0954,26.4810420128,2856.35265586,240.302,0.30120905939,1617,0.0,43.976,2856.35265586,2.02685,4051.14734295,43.8982586638,0.999542,2856.35265586,4139.5057032,333.665354703
3670.65875372,1618,43.9785094719,315.654,43.9028,-44.0753,997.318214017,2886.44988296,240.401,0.305846518454,1618,0.0,43.9779,2886.44988296,2.1187,1100.38511391,43.9042954471,0.999828,2886.44988296,4327.02548836,327.078101144
4258.18606853,1619,43.9746731004,315.717,43.8981,-44.0786,40.806237461,3011.44313995,240.447,0.292361112686,1619,0.0,43.9728,3011.44313995,1.8535,4169.91729678,43.8997118066,0.999811,3011.44313995,4317.529153,339.875106389
4595.24390114,1620,43.9704410612,315.776,43.8965,-44.0742,89.0239868858,2853.56052428,240.46,0.283645887711,1620,0.0,43.9711,2853.56052428,1.62135,4460.72234461,43.8959842442,0.99977,2853.56052428,4763.60986863,365.623478247
4628.15856912,1621,43.862330524,315.819,43.7812,-43.9459,50.4836485636,3022.47534442,240.464,0.345961497408,1621,0.0,43.8618,3022.47534442,2.67771,4508.93232938,43.7816541569,0.999791,3022.47534442,4675.7792986,374.615988881
4476.87206722,1622,43.9101967048,315.825,43.8323,-44.017,77.5103596216,3190.12829225,240.498,0.27757720536,1622,0.0,43.9095,3190.12829225,1.42089,4386.20093917,43.832987547,0.999728,3190.12829225,4602.5150821,366.607147446
4882.57680082,1623,43.9235484362,315.932,43.8486,-44.0254,54.4662137357,3006.5261916,240.555,0.298054100781,1623,0.0,43.9224,3006.5261916,1.92808,4777.37485771,43.85005961,0.999749,3006.5261916,4970.35389949,395.328366217
4193.67400108,1624,43.8825289449,315.927,43.806,-43.9898,41.5545138365,2984.30645879,240.62,0.322870961003,1624,0.0,43.8808,2984.30645879,2.13517,4103.13469187,43.8078599045,0.999698,2984.30645879,4239.1899833,343.776582604
4299.1833479,1625,43.8829258195,316.123,43.8052,-43.9951,62.5473630943,3165.21533028,240.67,0.286811423897,1625,0.0,43.882,3165.21533028,1.56308,4140.78489631,43.8064024183,0.999711,3165.21533028,4388.99433277,353.020983848
4293.52268385,1626,43.8796517589,316.253,43.8017,-43.9972,133.839164148,3028.22679052,240.7,0.307001128684,1626,0.0,43.8794,3028.22679052,2.00727,4000.35130322,43.8018559701,0.99977,3028.22679052,4483.44287595,363.575462257
4397.94777326,1627,43.8013547359,316.403,43.7211,-43.9177,99.2316420466,3179.74424331,240.78,0.294973864365,1627,0.0,43.8011,3179.74424331,1.91899,4231.39370808,43.7214409719,0.999676,3179.74424331,4516.55613684,352.199941445
4199.50993487,1628,43.8763013918,316.447,43.8019,-44.0035,80.9348583218,3096.43708227,240.855,0.312160862991,1628,0.0,43.8751,3096.43708227,2.0827,4085.87847622,43.8030726505,0.99984,3096.43708227,4380.21269183,354.048940466
4015.89316724,1629,43.9091033594,316.485,43.8387,-44.0316,76.3697137105,3050.71844329,240.894,0.307769970302,1629,0.0,43.9084,3050.71844329,1.93056,3925.71717969,43.8394704736,0.999838,3050.71844329,4134.57854711,332.681577817
3630.87156817,1630,43.9190255957,316.641,43.8475,-44.054,1233.64433958,3106.18671964,240.981,0.323005256966,1630,0.0,43.9171,3106.18671964,2.1831,-65.1600599596,43.8498815797,0.999665,3106.18671964,4122.84233462,321.341874435
3983.32887756,1631,43.9639642252,316.857,43.8986,-44.1069,90.4485531478,2786.66157979,241.015,0.306756464491,1631,0.0,43.9658,2786.66157979,1.95401,3874.07375428,43.8968975357,0.999774,2786.66157979,4209.10130732,323.311553248
2966.62951949,1632,43.9284500193,316.867,43.8545,-44.0526,1320.12260275,2813.88218989,241.068,0.296380489123,1632,0.0,43.9262,2813.88218989,1.55424,762.744732761,43.8562543108,0.999787,2813.88218989,4594.46298631,309.298891665
3986.70971415,1633,43.9937350649,316.994,43.924,-44.1022,1115.36905924,2793.54819467,241.124,0.305946528901,1633,0.0,43.9933,2793.54819467,1.68578,782.801643996,43.9247847485,0.999634,2793.54819467,4824.63556252,342.107179134
4119.56629865,1634,43.9616067574,316.907,43.8934,-44.0597,253.698783148,2925.89401475,241.163,0.312626152571,1634,0.0,43.9614,2925.89401475,1.74591,3713.52508005,43.8936871729,0.999813,2925.89401475,4544.18031267,340.026225208
3767.94469236,1635,43.9586010857,316.865,43.8889,-44.0737,1312.27445816,2886.95222784,241.196,0.33472956897,1635,0.0,43.9582,2886.95222784,2.08895,-155.894913839,43.8893940169,0.999503,2886.95222784,4381.73323517,338.581507261
4410.09163693,1636,43.8915992631,316.935,43.8152,-44.0088,101.614326402,2711.22212704,241.231,0.336686443387,1636,0.0,43.8905,2711.22212704,2.14266,4253.17809673,43.8166512298,0.999687,2711.22212704,4555.69624146,345.936818834
3399.26886746,1637,43.8965259961,317.063,43.8208,-43.9989,1602.3534861,2819.88231298,241.313,0.324260864942,1637,0.0,43.8954,2819.88231298,2.08712,217.729972416,43.821687149,0.999676,2819.88231298,4647.38043415,354.633963974
3379.38390356,1638,43.91057785,317.084,43.835,-44.0187,1292.8184459,2908.68016464,241.37,0.350694313096,1638,0.0,43.9092,2908.68016464,2.5916,309.762686431,43.8363734526,0.999787,2908.68016464,4464.62524924,336.262039051
3653.80335905,1639,43.8943308393,317.139,43.8207,-44.0103,1414.02821318,2917.03919828,241.445,0.342312088607,1639,0.0,43.8959,2917.03919828,2.34204,-277.709604527,43.819602999,0.999924,2917.03919828,4447.79986475,328.628649983
4870.4260476,1640,43.9331796027,317.141,43.8552,-44.0431,83.8941004384,3115.73233392,241.497,0.298696532919,1640,0.0,43.9308,3115.73233392,1.51004,4710.29502404,43.8574183084,0.999598,3115.73233392,5019.60103152,397.534604167
5085.99871858,1641,43.8413360417,317.22,43.7561,-43.9539,60.1797303489,3110.24680556,241.54,0.328194694063,1641,0.0,43.8404,3110.24680556,2.31001,4968.66635752,43.756926533,0.999767,3110.24680556,5148.07702514,414.426321364
4922.19179631,1642,43.8776702451,317.266,43.7982,-43.9959,76.1064514835,2943.4625217,241.57,0.33332921373,1642,0.0,43.8771,2943.4625217,2.37691,4806.02489666,43.7987428738,0.999851,2943.4625217,5075.71007198,405.432470744
4779.21480476,1643,43.857971003,317.441,43.7785,-43.9714,1083.59849823,3112.35433788,241.637,0.328222365975,1643,0.0,43.8565,3112.35433788,2.30933,1534.08860644,43.7800984215,0.999759,3112.35433788,5286.43801778,423.401935007
4743.99599489,1644,43.9271464358,317.502,43.8524,-44.0345,620.164676947,2998.86602051,241.683,0.309013839006,1644,0.0,43.9268,2998.86602051,1.75951,2910.11684103,43.8523483477,0.999707,2998.86602051,5176.30375877,391.629653299
3251.28448008,1645,43.8934106689,317.702,43.8134,-43.9973,2025.77528239,2752.91059923,241.702,0.306383414556,1645,0.0,43.8924,2752.91059923,1.62872,-135.987848656,43.8150565578,0.999749,2752.91059923,5122.10338915,350.981577549
2443.83357454,1646,43.8375941631,317.884,43.7571,-43.9279,1801.65563382,3025.68898354,241.733,0.351098405464,1646,0.0,43.8376,3025.68898354,2.29761,-516.032503206,43.7572474639,0.999834,3025.68898354,4730.63394801,277.269036038
4879.19725356,1647,43.9220040989,317.845,43.8469,-44.0353,196.029997446,2551.74793341,241.812,0.334001575112,1647,0.0,43.9209,2551.74793341,2.16373,4558.51770705,43.8475882768,0.99981,2551.74793341,5240.18185516,387.096809102
3054.20893075,1648,43.8311600514,318.055,43.7507,-43.9431,1870.75875215,2889.91024515,241.868,0.325246003473,1648,0.0,43.8314,2889.91024515,1.94734,-203.927699843,43.750323014,0.999741,2889.91024515,5206.11185194,384.028733356
5239.54979476,1649,43.7893841961,318.058,43.7066,-43.8872,89.1870394222,3036.05555119,241.963,0.356367743501,1649,0.0,43.7867,3036.05555119,2.5454,5121.29272592,43.708796245,0.999869,3036.05555119,5417.09690446,410.939931167
4957.54166243,1650,43.8507551473,318.07,43.7778,-43.9657,106.136073465,2863.05855769,242.029,0.339049538379,1650,0.0,43.8505,2863.05855769,2.41153,4782.15662149,43.7780859906,0.999784,2863.05855769,5099.37496097,397.397485644
4781.41972457,1651,43.8860367106,318.068,43.8127,-44.0095,73.4620944215,3052.42575617,242.108,0.299680127927,1651,0.0,43.8852,3052.42575617,1.77528,4603.09065753,43.8132615761,0.99973,3052.42575617,4864.30114166,391.565735659
4668.55684596,1652,43.9079640723,318.117,43.8361,-44.0503,758.70068545,3238.46475309,242.15,0.323965652986,1652,0.0,43.9061,3238.46475309,2.20486,2405.52684396,43.8375754494,0.999794,3238.46475309,5018.24549273,386.405432082
4661.58127418,1653,43.8489567811,318.121,43.7742,-43.972,50.0640819782,3070.74024352,242.201,0.319845590753,1653,0.0,43.8483,3070.74024352,2.16168,4593.55180204,43.7745882823,0.999675,3070.74024352,4770.90724387,376.833239025
4523.05601874,1654,43.8333610193,318.148,43.7545,-43.9556,78.2094513578,2986.25545743,242.204,0.35251683231,1654,0.0,43.8319,2986.25545743,2.49539,4417.9242465,43.7558782466,0.999813,2986.25545743,4674.03450098,362.054779406
4607.97199703,1655,43.8519391719,318.295,43.7751,-43.9817,137.594345786,3080.37199913,242.259,0.303411934539,1655,0.0,43.8511,3080.37199913,1.74945,4356.51354861,43.7758066716,0.999813,3080.37199913,4757.60290008,359.379220397
4098.71890759,1656,43.8461906922,318.292,43.766,-43.966,1274.40967742,2964.9409146,242.26,0.313429892467,1656,0.0,43.8438,2964.9409146,2.06559,280.638428039,43.7680613456,0.999684,2964.9409146,4635.47195629,348.88812839
4224.89715813,1657,43.8629697345,318.252,43.789,-44.0032,49.3214756074,2871.58407638,242.318,0.351114838107,1657,0.0,43.8625,2871.58407638,3.07118,4156.64112909,43.7895796332,0.999631,2871.58407638,4322.9155969,346.437986023
3986.30287141,1658,43.93255646,318.285,43.8634,-44.0638,52.6687417469,2955.84042168,242.36,0.306221852715,1658,0.0,43.9322,2955.84042168,2.05758,3909.2423835,43.8633051823,0.999681,2955.84042168,4100.72521454,335.069667696
3782.34765521,1659,43.867687495,318.358,43.7931,-43.9841,48.4824546195,2904.81740354,242.424,0.304896418339,1659,0.0,43.8686,2904.81740354,2.12921,3694.09168391,43.7923889281,0.999779,2904.81740354,3871.57532803,312.677995907
4013.32108384,1660,43.9324014814,318.355,43.8588,-44.0315,39.4828131689,2769.30492947,242.446,0.277498723426,1660,0.0,43.9295,2769.30492947,1.32815,3941.25766159,43.8617161577,0.999864,2769.30492947,4073.58062366,327.162462284
4294.24532491,1661,43.8892811849,318.407,43.8132,-43.9972,76.143248036,2687.62875663,242.491,0.323064091187,1661,0.0,43.8879,2687.62875663,2.49129,4169.27865525,43.8145616828,0.999782,2687.62875663,4388.79692326,347.35325726
4297.4239993,1662,43.8010373627,318.4,43.7198,-43.9091,92.6377392317,2681.61935996,242.508,0.31930421777,1662,0.0,43.8004,2681.61935996,2.17939,4103.05529127,43.7200686436,0.999692,2681.61935996,4368.75280865,339.377070676
4623.30737618,1663,43.8712273795,318.541,43.7917,-43.9806,66.4855298704,3045.14747692,242.547,0.2773601833,1663,0.0,43.8704,3045.14747692,1.45844,4494.95218778,43.7925751773,0.999802,3045.14747692,4705.88454925,374.135208705
4437.25042082,1664,43.9281523473,318.594,43.8531,-44.0422,68.4877625976,3057.23323802,242.538,0.30987747064,1664,0.0,43.9261,3057.23323802,2.01979,4345.20360205,43.8547411455,0.999651,3057.23323802,4563.39349363,362.479851708
4433.50072648,1665,43.9221870567,318.608,43.8484,-44.0402,54.5944608535,3185.81458271,242.639,0.329911204659,1665,0.0,43.9217,3185.81458271,2.43267,4332.62367465,43.8486569237,0.999661,3185.81458271,4509.06405865,354.516325562
4489.91879963,1666,43.9205167757,318.713,43.8467,-44.0421,27.0472629048,3052.07473987,242.646,0.293229111472,1666,0.0,43.9208,3052.07473987,1.71111,4440.30140233,43.8464870384,0.999591,3052.07473987,4533.69353366,364.800240048
4506.0810853,1667,43.9047677495,318.726,43.831,-44.0354,49.11417738,2949.57001084,242.716,0.304835936035,1667,0.0,43.9053,2949.57001084,2.03143,4406.36401744,43.8304812448,0.999685,2949.57001084,4559.67918943,366.53401031
4049.9141876,1668,43.9060880425,318.731,43.8277,-44.0152,52.3706180065,2933.20062644,242.804,0.335347235639,1668,0.0,43.903,2933.20062644,2.36685,3974.43892621,43.8309009236,0.999772,2933.20062644,4119.87379337,342.25507829
4000.93756272,1669,43.9050876432,318.7,43.828,-43.9937,36.6000115465,2884.90996446,242.854,0.292334799662,1669,0.0,43.9049,2884.90996446,1.55423,3939.86917241,43.8284329846,0.99976,2884.90996446,4056.40395474,331.725512538
4321.82547534,1670,43.8904701453,318.772,43.8097,-44.0062,81.2097507025,2837.5503061,242.899,0.328894914253,1670,0.0,43.8885,2837.5503061,2.33005,4204.93850409,43.8113832792,0.998872,2837.5503061,4434.82300858,355.78806458
4230.64001636,1671,43.8747570206,318.886,43.791,-43.9924,683.025947088,3038.5935666,242.947,0.303067092698,1671,0.0,43.8738,3038.5935666,1.72926,2185.31944299,43.7916924993,0.999824,3038.5935666,4522.39807618,366.181681118
4544.03751538,1672,43.8553740701,318.945,43.7682,-44.0011,46.5381375915,2936.90421684,243.0,0.328815963675,1672,0.0,43.8537,2936.90421684,2.48381,4471.86008813,43.7695507899,0.999805,2936.90421684,4615.65419089,364.062655148
4397.8328892,1673,43.8871225891,319.073,43.8037,-44.0268,68.8790422831,3069.05198655,243.038,0.317826726357,1673,0.0,43.8862,3069.05198655,2.218,4258.56132303,43.8046396835,0.999801,3069.05198655,4518.36917255,357.274428528
4607.68003024,1674,43.9063997816,319.167,43.8223,-44.0343,39.6681171474,3096.21140052,243.064,0.294032288379,1674,0.0,43.9055,3096.21140052,1.94563,4540.74683401,43.8227436538,0.999894,3096.21140052,4691.81407537,371.161008476
3924.39248766,1675,43.9760977436,319.347,43.8979,-44.1036,1185.50263104,2849.98401425,243.174,0.323938610062,1675,0.0,43.9742,2849.98401425,2.42584,383.339997194,43.8993920356,0.999745,2849.98401425,4541.16667589,341.379500453
4192.3872771,1676,43.9229873718,319.473,43.8375,-44.0236,235.754718433,2774.82345214,243.197,0.291922609986,1676,0.0,43.9225,2774.82345214,1.77063,3807.77337399,43.83783853,0.999923,2774.82345214,4508.45631117,331.541937514
4367.30347032,1677,43.9982428957,319.443,43.9187,-44.1133,47.7240963537,2871.71743655,243.281,0.339314033747,1677,0.0,43.9969,2871.71743655,2.67726,4270.44097536,43.9206627286,0.999941,2871.71743655,4425.05570539,360.50106131
4765.44989488,1678,43.9509542997,319.641,43.8692,-44.0664,84.2915430748,2955.23456282,243.319,0.319812622114,1678,0.0,43.9496,2955.23456282,2.35177,4628.99024725,43.8704239244,0.999862,2955.23456282,4874.10473714,374.741819364
4890.92693518,1679,44.0593677796,319.579,43.9859,-44.1687,556.86451345,2958.5265866,243.368,0.302236033062,1679,0.0,44.0588,2958.5265866,1.834,3308.99250138,43.9863947314,0.99981,2958.5265866,5334.16824181,427.089628979
4005.32098649,1680,43.9719582656,319.565,43.893,-44.0954,2242.45012607,2978.65444644,243.362,0.317399523116,1680,0.0,43.9715,2978.65444644,2.04606,-510.709701332,43.8933714297,0.999793,2978.65444644,5380.24737312,349.381393819
4582.31585302,1681,44.0167952039,319.683,43.9396,-44.1294,1158.37920584,2595.26533438,243.437,0.316736735129,1681,0.0,44.0157,2595.26533438,1.87204,1126.80465945,43.9407321018,0.999812,2595.26533438,5199.53544116,388.430237351
3761.69918378,1682,44.0120730144,319.791,43.9321,-44.1213,1098.58460036,2834.11336301,243.493,0.303427328446,1682,0.0,44.0112,2834.11336301,1.73542,1290.02476171,43.9329475348,0.999628,2834.11336301,4622.76333875,338.17276787
4266.84836789,1683,43.9486626265,319.61,43.8647,-44.0588,61.3480644833,2750.95692996,243.595,0.353858927354,1683,0.0,43.9471,2750.95692996,2.91105,4141.21712202,43.8662076491,0.999819,2750.95692996,4337.6350599,347.086995264
4781.89817144,1684,43.9649482598,319.766,43.8832,-44.0746,75.1134437292,2973.5573678,243.6,0.311197182889,1684,0.0,43.9647,2973.5573678,2.08496,4664.33525283,43.8834713208,0.999812,2973.5573678,4878.18751513,384.185495621
4192.74734385,1685,43.9686967348,319.711,43.8874,-44.0842,39.2786833913,3034.41490441,243.655,0.303546175075,1685,0.0,43.9677,3034.41490441,2.09261,4142.76145521,43.888538899,0.999609,3034.41490441,4292.2556481,338.574197626
4242.33658339,1686,43.9208065645,319.764,43.837,-44.0267,49.675724474,2958.45586739,243.717,0.31296434204,1686,0.0,43.9205,2958.45586739,2.16482,4166.8671123,43.8376056103,0.999729,2958.45586739,4313.28676657,341.236623157
4470.74354611,1687,43.9515163212,319.889,43.8734,-44.0505,67.1834747719,2930.82783456,243.816,0.334598074691,1687,0.0,43.9503,2930.82783456,2.66996,4333.5876138,43.8745994541,0.999931,2930.82783456,4598.71693133,362.836995798
4609.16252509,1688,43.954656576,319.844,43.8776,-44.0655,52.356584505,2911.56752518,243.856,0.280635946172,1688,0.0,43.9542,2911.56752518,1.65087,4498.20580169,43.8779898004,0.999766,2911.56752518,4689.04769914,376.699000567
4379.840046,1689,43.8596955154,319.813,43.7779,-43.9694,83.2032791662,2923.30258441,243.914,0.313537279925,1689,0.0,43.8596,2923.30258441,2.21249,4250.2231631,43.7779677889,0.999665,2923.30258441,4549.2635644,363.827839893
4547.33817299,1690,43.9044472547,320.009,43.8291,-44.0303,58.2371466054,2997.14475195,243.934,0.318185667187,1690,0.0,43.9026,2997.14475195,2.21058,4452.64151701,43.8306774034,0.999851,2997.14475195,4633.21796574,363.306215404
4584.75122582,1691,43.9766459815,320.0,43.9061,-44.0949,71.7435727457,2793.48302327,243.997,0.280165956688,1691,0.0,43.9765,2793.48302327,1.53972,4467.45383816,43.9061020461,0.999654,2793.48302327,4686.23018007,359.746847811
5121.28408362,1692,43.8946680393,320.048,43.8147,-44.0064,110.270296669,2981.89505554,244.032,0.307460586652,1692,0.0,43.8927,2981.89505554,2.14039,4903.38384387,43.8164321197,0.999565,2981.89505554,5299.81112893,397.741977842
4961.52185873,1693,43.9332695042,319.961,43.8602,-44.0391,400.56947172,2887.54382788,244.064,0.305755275385,1693,0.0,43.9336,2887.54382788,2.135,3816.84962084,43.8601098837,0.999771,2887.54382788,5268.03028809,397.091680522
4531.92858414,1694,43.8656133195,319.972,43.7906,-43.9673,113.715654621,3088.23726683,244.116,0.323433866339,1694,0.0,43.8651,3088.23726683,2.25113,4349.16775739,43.7909039069,0.999722,3088.23726683,4703.8220117,355.516389277
4476.48896881,1695,43.8289240021,319.991,43.7498,-43.9465,108.532007054,2828.29060529,244.202,0.318541715706,1695,0.0,43.8272,2828.29060529,2.38509,4212.30301779,43.7513233236,0.999825,2828.29060529,4601.35966141,368.967031573
4584.23523047,1696,43.8951284863,320.096,43.8217,-44.0046,99.1027711848,2826.34525634,244.195,0.281029551909,1696,0.0,43.8939,2826.34525634,1.56324,4344.93333972,43.8231773788,0.999863,2826.34525634,4683.02803134,348.765150368
4469.85128072,1697,43.8800901181,320.16,43.8085,-43.9887,68.0584449686,2984.78527774,244.228,0.306876480045,1697,0.0,43.8802,2984.78527774,2.04589,4399.64312565,43.8081508711,0.999777,2984.78527774,4596.50125436,360.785035376
4436.48249949,1698,43.9660026323,320.072,43.8949,-44.0793,74.8565859658,3080.51961886,244.253,0.281682187773,1698,0.0,43.9649,3080.51961886,1.60867,4259.42252655,43.8959018104,0.999778,3080.51961886,4545.76868364,363.763315815
2954.15805896,1699,43.881051749,320.192,43.8055,-43.9872,2083.78049197,3081.01058194,244.286,0.307797638657,1699,0.0,43.8794,3081.01058194,1.98513,-787.632844944,43.8068289029,0.999767,3081.01058194,4558.99259137,320.366495897
1130.83223577,1700,43.7996381039,320.316,43.7209,-43.9022,1622.49460347,2964.94866197,244.346,0.313261663162,1700,0.0,43.8009,2964.94866197,2.16879,-770.873780159,43.7200708945,0.999716,2964.94866197,4090.82242546,267.570579331
3442.98615727,1701,43.8221911983,320.278,43.7466,-43.9147,807.359103339,2760.84754444,244.397,0.332910882083,1701,0.0,43.8213,2760.84754444,2.41796,1399.48399025,43.7476471946,0.999798,2760.84754444,4125.35595407,335.041544028
2467.49120994,1702,43.8029566496,320.449,43.7238,-43.9188,1940.01613413,2700.69997086,244.469,0.308175697906,1702,0.0,43.8006,2700.69997086,1.9153,-292.444810292,43.7261715769,0.999678,2700.69997086,4835.15804419,325.296049135
4664.20291792,1703,43.7933406975,320.553,43.7142,-43.9026,131.045079874,2928.26379683,244.538,0.326380488713,1703,0.0,43.7921,2928.26379683,2.42319,4377.98174717,43.7151640812,0.999718,2928.26379683,4790.0466391,363.481232313
4680.8642604,1704,43.8162564724,320.553,43.739,-43.928,73.6313254549,3030.86256015,244.623,0.316878083378,1704,0.0,43.816,3030.86256015,1.96349,4523.63131172,43.7394145083,0.999644,3030.86256015,4791.16355793,354.113141818
4572.04057606,1705,43.7772733489,320.707,43.6951,-43.8858,597.643781603,3042.07357154,244.661,0.336560888413,1705,0.0,43.7761,3042.07357154,2.36035,3041.51231739,43.696365381,0.999578,3042.07357154,5169.93547688,362.281847965
4596.8019082,1706,43.8022937628,320.801,43.7232,-43.9293,1039.44834748,2557.19582127,244.703,0.311692061421,1706,0.0,43.8022,2557.19582127,1.94699,1522.41353754,43.7229441101,0.999411,2557.19582127,5102.62730824,380.2095806
4709.552611,1707,43.8295637045,320.885,43.7485,-43.9549,1622.78911686,2767.89545977,244.727,0.326490192223,1707,0.0,43.8278,2767.89545977,2.24946,1176.24311954,43.7499893172,0.999827,2767.89545977,5638.42121539,451.119163391
4790.52912342,1708,43.8172166745,320.892,43.7374,-43.9477,39.2447332614,2648.07362979,244.805,0.328532277303,1708,0.0,43.8173,2648.07362979,2.05625,4718.53644173,43.7374363299,0.999833,2648.07362979,4861.42156397,391.717742318
4921.44882332,1709,43.8372005986,320.986,43.7608,-43.97,70.7730722269,2896.85554556,244.902,0.347240407308,1709,0.0,43.8365,2896.85554556,2.41418,4748.67947557,43.7616939605,0.999821,2896.85554556,5006.07405442,409.549719724
