AverageQLoss,AveragePolicySurr,AverageAbsQ,AverageAction,QFunRegParamNorm,PolicyRegParamNorm,AverageY,AverageDiscountedReturn,AverageReturn,MinEsReturn,MaxReturn,Iteration,AverageQ,AverageAbsY,AverageEsReturn,StdReturn,Epoch,AverageAbsQYDiff,MaxEsReturn,MinReturn,StdEsReturn
1.95244,0.162848,0.414825,0.224802,11.4996,11.7811,-1.10639094268,3.96047873673,85.0412316174,-236.656649964,103.320196862,9,0.11675,1.10639094268,-184.251155471,13.9634784588,9,1.22314065646,-114.07456008,65.4783315792,40.2285263979
0.0807067,0.342368,0.490289,0.79537,11.5056,12.492,-0.499218810822,-44.5270050505,-473.214992487,-321.364349852,-470.619737365,10,-0.48997,0.499265395192,-321.364349852,1.49380518583,10,0.188522369769,-321.364349852,-475.453694579,0.0
0.00942108,0.088546,0.212831,0.982358,11.5295,12.7572,-0.2124873622,-54.50178002,-584.758121685,-318.452454475,-582.344866129,11,-0.212514,0.214406184477,-318.452454475,0.903856413744,11,0.0753997930683,-318.452454475,-585.955831272,0.0
0.00425692,0.0348736,0.144445,0.84543,11.5646,12.7524,-0.142147707967,-46.9041946846,-503.227133707,-431.503175346,-501.40077587,12,-0.142244,0.148533841055,-431.503175346,1.02335445869,12,0.0504201228737,-431.503175346,-504.852766665,0.0
0.00293931,0.0641788,0.122619,0.856267,11.6198,13.2804,-0.113803933915,-52.5441450347,-507.846295396,-454.811523458,-505.670126731,13,-0.113821,0.129270296748,-454.811523458,1.31339727452,13,0.0414047721295,-454.811523458,-510.33349268,0.0
0.00285802,0.102274,0.135025,0.857778,11.7048,13.5469,-0.120813651927,-46.9335033508,-428.877496313,-393.929884507,-420.034714102,14,-0.120635,0.141571099423,-393.929884507,6.65593419372,14,0.0403878657588,-393.929884507,-443.161339342,0.0
0.00299256,0.121596,0.156566,0.731785,11.8714,13.8802,-0.143482984647,-44.4454744882,-455.574253175,-318.155422786,-440.604021534,15,-0.143409,0.161805150926,-318.155422786,8.53814884974,15,0.0414095339359,-318.155422786,-470.684339821,0.0
0.00293652,0.104625,0.164185,0.284583,12.0707,14.4089,-0.147728415907,-24.7512205475,-174.508509926,-514.427717289,-168.229015721,16,-0.147652,0.169001156672,-514.427717289,6.31125006134,16,0.0404973123156,-514.427717289,-185.903298208,0.0
0.00394745,0.0830272,0.154394,0.577617,12.374,15.1084,-0.12914985482,-15.0632429211,-197.116018043,-369.935127955,-128.590837026,17,-0.129184,0.160673142558,-369.935127955,87.9035366825,17,0.0441467675363,-369.935127955,-424.012138276,0.0
0.00418784,0.0679943,0.147566,0.482994,12.6879,15.5734,-0.110105146414,-26.8840356951,-287.242801711,-388.745755726,-283.043320914,18,-0.110093,0.15521880642,-388.745755726,2.02140798826,18,0.0465781738916,-388.745755726,-289.986849472,0.0
0.00360411,0.0579457,0.152397,0.519114,12.9938,16.2363,-0.105564021648,-30.8273146882,-306.968536385,-368.437902296,-287.281298691,19,-0.105532,0.15889664815,-368.437902296,8.86521931968,19,0.0448775171921,-368.437902296,-320.38572628,0.0
0.00367767,0.0542235,0.157248,0.28815,13.3744,16.9095,-0.0968179682653,-10.4293911165,-107.415730981,-353.772884177,-101.340589967,20,-0.0969261,0.163574783152,-353.772884177,3.90023861922,20,0.0459079121459,-353.772884177,-113.335302064,0.0
0.00361592,0.0464016,0.163616,0.714936,13.7033,17.3747,-0.0883141199573,-8.2008004635,-136.998008558,-287.683313174,-45.2406379231,21,-0.0882988,0.169725978676,-287.683313174,55.7227359401,21,0.0453690441431,-287.683313174,-215.869847056,0.0
0.00379029,0.0214838,0.164227,0.52094,14.031,17.7164,-0.0725337712482,-26.3085633874,-311.137526619,-316.115792673,-300.033841101,22,-0.0725863,0.171002383465,-316.115792673,4.68812410707,22,0.0458825747377,-316.115792673,-317.692380166,0.0
0.00396414,-0.0152913,0.165105,0.418299,14.3618,18.0488,-0.048863932908,-21.4815026943,-244.898419428,-352.726556851,-230.86096114,23,-0.0489633,0.172081305934,-352.726556851,6.79792500313,23,0.0467659728779,-352.726556851,-255.374218369,0.0
0.0040485,-0.0464391,0.161016,0.338932,14.7072,18.4163,-0.0166282634683,-9.96267217697,-214.491776236,-298.991891295,-197.645697848,24,-0.016711,0.167602558252,-298.991891295,7.87430385834,24,0.0470123093986,-298.991891295,-224.491024494,0.0
0.00411939,-0.0756559,0.158499,0.329967,15.0915,18.8421,0.0159213378145,-7.56811831489,-156.825958349,-302.381548433,-148.636304021,25,0.0157742,0.164717246321,-302.381548433,4.74564248891,25,0.0471969051947,-302.381548433,-164.80887118,0.0
0.00408,-0.108362,0.160329,0.409232,15.4781,19.261,0.0461617098363,-13.4462758787,-166.734162573,-253.095521821,-152.114051264,26,0.0459921,0.166758363708,-253.095521821,11.5186499348,26,0.0467857381918,-253.095521821,-194.763743442,0.0
0.00418951,-0.148431,0.166443,0.477576,15.8745,19.6955,0.0827886441111,-8.70257802127,-132.813800971,-223.530261745,-119.595973202,27,0.0824963,0.172480651575,-223.530261745,10.1421711182,27,0.0473192721663,-223.530261745,-154.852618067,0.0
0.00439495,-0.189989,0.182143,0.362255,16.2342,20.1564,0.120032909111,-4.99369156475,-88.0199385524,-202.829614204,-67.4501725059,28,0.119785,0.187942938981,-202.829614204,12.8810129223,28,0.0483426852009,-202.829614204,-115.649335956,0.0
0.00444014,-0.228426,0.204152,0.376463,16.6017,20.6894,0.157568406337,7.61605672989,17.1783524367,-224.187495955,54.4915324034,29,0.157252,0.209706617468,-224.187495955,26.5665141327,29,0.0483061815779,-224.187495955,-38.4853910294,0.0
0.00463428,-0.260426,0.226794,0.497385,16.9566,21.1407,0.190634622877,-1.94181334803,-186.386035273,-215.136258107,-53.9226000213,30,0.190421,0.231778317207,-215.136258107,65.9610323736,30,0.0486782004705,-215.136258107,-286.498132936,0.0
0.00483147,-0.292138,0.251918,0.57936,17.2544,21.4197,0.226572770043,6.49082197367,-66.4411696398,-259.361685996,19.1429159698,31,0.226313,0.256746023823,-259.361685996,34.4280328793,31,0.0492526932195,-259.361685996,-102.202394792,0.0
0.00495247,-0.328705,0.280624,0.425512,17.5813,21.7347,0.261448922566,2.37845943216,-187.647022784,-162.796275059,50.7597134582,32,0.261074,0.285134083402,-162.796275059,85.3458961484,32,0.04943719511,-162.796275059,-244.136746788,0.0
0.00496857,-0.35799,0.30713,0.646084,17.8957,22.0807,0.292290401323,111.898060442,684.598818667,-183.174087207,1395.75399693,33,0.292102,0.3108049924,-183.174087207,454.327283892,33,0.0497720019911,-183.174087207,109.687650322,0.0
0.00478346,-0.388485,0.335472,0.620331,18.1883,22.527,0.324816318869,37.2279231995,261.983108331,-173.64181256,1760.37284919,34,0.324496,0.338866723754,-173.64181256,501.236978891,34,0.0485669633275,-173.64181256,53.0350926072,0.0
0.00478457,-0.414496,0.358657,0.768604,18.4873,22.987,0.349028902277,43.7159684284,245.683269205,-202.650005264,472.153996124,35,0.348735,0.361520639399,-202.650005264,143.333574279,35,0.0488028906227,-202.650005264,-36.6048376101,0.0
0.00503504,-0.453838,0.390882,0.761094,18.7816,23.5522,0.383562923372,41.086517836,63.9458316833,-16.6539338723,269.6536553,36,0.383196,0.393547539259,-16.6539338723,108.333380379,36,0.0491827278886,-16.6539338723,-133.918310728,0.0
0.00536161,-0.491796,0.42988,0.711193,19.0625,23.9345,0.423677198578,86.4112918136,636.357348631,42.9337698116,1263.6866395,37,0.423415,0.432290853271,42.9337698116,290.796926851,37,0.0507821654783,42.9337698116,284.735551002,0.0
0.00554445,-0.531484,0.463733,0.804194,19.3423,24.3685,0.459314367801,77.2822201627,881.987300171,-75.912588697,1021.62485884,38,0.458939,0.465921324648,-75.912588697,226.135733186,38,0.0514034637264,-75.912588697,211.648797446,0.0
0.005786,-0.597816,0.520717,0.823223,19.6278,24.8633,0.517065328865,24.4714383567,273.584522058,217.553711069,331.841325168,39,0.516716,0.522761562727,217.553711069,32.3722688024,39,0.0536009117365,217.553711069,213.961447817,0.0
0.00599213,-0.659144,0.580919,0.828607,19.8724,25.2872,0.578440959981,30.4595630266,314.183106506,483.131019368,422.922581243,40,0.578111,0.582383867883,483.131019368,108.956029451,40,0.0542822728988,483.131019368,83.7058513112,0.0
0.00632249,-0.704186,0.629608,0.854836,20.1451,25.5649,0.627929083306,48.6022498228,303.545349508,245.047779455,357.781967851,41,0.627588,0.630858912756,245.047779455,33.9970652207,41,0.0553933786996,245.047779455,234.795645335,0.0
0.00667222,-0.735827,0.661746,0.805653,20.4357,25.9484,0.660531438677,36.2177876743,401.164635929,112.275941471,449.98601995,42,0.660188,0.66282500182,112.275941471,31.2984550956,42,0.056558258042,112.275941471,337.513493945,0.0
0.00684845,-0.796698,0.719065,0.710407,20.665,26.3511,0.718365557292,13.008364958,-121.196473955,80.6419256462,456.37696018,43,0.717984,0.720083179915,80.6419256462,408.74918479,43,0.0565996826449,80.6419256462,-494.349188957,0.0
0.00678778,-0.842866,0.762344,0.818357,20.9232,26.7182,0.761912448643,41.3844676745,433.100228499,144.225770499,490.806220009,44,0.761508,0.763196983539,144.225770499,37.9214992496,44,0.0568614748523,144.225770499,383.4819867,0.0
0.00748252,-0.892181,0.811745,0.799532,21.1671,27.0511,0.811632512303,36.8934539738,410.239348183,89.6040231009,508.268832284,45,0.811298,0.812602261641,89.6040231009,62.6705588295,45,0.0572794985912,89.6040231009,331.319717299,0.0
0.00763529,-0.935391,0.855439,0.799249,21.3991,27.4011,0.855450510613,88.7259026665,673.461888393,179.846639448,989.788403137,46,0.855051,0.856249634621,179.846639448,173.315040145,46,0.0585052811852,179.846639448,506.25185428,0.0
