AverageQLoss,AveragePolicySurr,AverageAbsQ,AverageAction,QFunRegParamNorm,PolicyRegParamNorm,AverageY,AverageDiscountedReturn,AverageReturn,MinEsReturn,MaxReturn,Iteration,AverageQ,AverageAbsY,AverageEsReturn,StdReturn,Epoch,AverageAbsQYDiff,MaxEsReturn,MinReturn,StdEsReturn
0.00862837,-1.00593,0.921667,0.797318,21.6453,27.7504,0.921735148955,59.191714383,378.057409631,146.254645019,754.134738467,47,0.92145,0.922175771459,146.254645019,390.33765816,47,0.0598811465663,146.254645019,-417.759361726,0.0
0.00789604,-1.05202,0.971996,0.82585,21.8958,28.1211,0.972169313822,46.6665307809,519.186135234,356.061886119,557.912003588,48,0.971752,0.972698884987,356.061886119,40.9442027494,48,0.0594899355587,356.061886119,428.824442079,0.0
0.00846303,-1.09615,1.01715,0.859342,22.1647,28.4972,1.01722134906,43.3078022624,324.624470337,152.474456914,373.999973121,49,1.01683,1.0177350442,152.474456914,34.3543040994,49,0.0603462441405,152.474456914,269.598979354,0.0
0.00856254,-1.15738,1.07293,0.867142,22.4145,28.7845,1.07317651738,25.8725893832,93.2538462168,254.557495278,534.112681501,50,1.07279,1.07353783445,254.557495278,410.184093719,50,0.06079521282,254.557495278,-529.832136705,0.0
0.00881832,-1.21201,1.12253,0.864609,22.5974,29.0783,1.12293074474,81.3562607137,502.797655989,224.994812429,872.87134711,51,1.12243,1.12321881679,224.994812429,149.014122892,51,0.0603849253839,224.994812429,390.298903776,0.0
0.0100357,-1.26017,1.17828,0.873619,22.8104,29.3278,1.178507598,93.1529669663,676.422375111,221.314806057,1227.19972724,52,1.17818,1.17875169725,221.314806057,240.771207465,52,0.062520237367,221.314806057,446.545646382,0.0
0.00938181,-1.3421,1.25872,0.847605,23.0462,29.5801,1.25901237789,136.75933016,1077.49891125,431.847479291,2059.69586529,53,1.25864,1.25928557644,431.847479291,588.615350229,53,0.0628600347574,431.847479291,403.504838321,0.0
0.00901296,-1.39954,1.31307,0.861849,23.255,29.9629,1.31322656541,39.3698171015,272.961081251,377.922169792,524.302255994,54,1.31295,1.31340688636,377.922169792,400.205397741,54,0.0631426414323,377.922169792,-537.466053133,0.0
0.0101489,-1.45994,1.37332,0.851035,23.4883,30.2413,1.37355135642,12.1763498627,413.631023495,234.251494383,546.779729661,55,1.37322,1.37374327368,234.251494383,87.9985195667,55,0.0642054864108,234.251494383,216.263612298,0.0
0.0108777,-1.50328,1.41726,0.876045,23.7029,30.5253,1.41756308237,118.27072755,801.21546198,215.20163997,1408.39009234,56,1.41719,1.41773383568,215.20163997,294.509559913,56,0.0653214785037,215.20163997,466.602258826,0.0
0.0098663,-1.56586,1.48311,0.860658,23.9146,30.8665,1.48343105143,69.4056213663,550.564590726,338.500734665,677.992973003,57,1.48306,1.4835805324,338.500734665,61.8950944366,57,0.0650733720137,338.500734665,465.636906619,0.0
0.0122464,-1.6212,1.53862,0.879199,24.1625,31.0596,1.53915068053,151.048945249,1178.76519893,410.844928668,1927.53300654,58,1.53861,1.53926483106,410.844928668,366.683254332,58,0.06716565602,410.844928668,742.258316422,0.0
0.0115199,-1.68301,1.59878,0.865428,24.3821,31.3442,1.59917460278,124.250306907,959.555548358,366.810325769,1582.14434694,59,1.59873,1.59928665315,366.810325769,292.407781155,59,0.0665837544196,366.810325769,666.316132922,0.0
0.0132424,-1.7421,1.6595,0.892734,24.6039,31.6471,1.6599888605,131.959223375,1461.36245524,675.146028,1751.42991991,60,1.65946,1.66010530263,675.146028,308.320069859,60,0.0685627726974,675.146028,667.262413381,0.0
0.0141778,-1.81154,1.72271,0.863226,24.8749,32.0648,1.72306380881,101.350408844,676.746434929,408.149972037,808.287744505,61,1.72269,1.7231629632,408.149972037,93.4907095645,61,0.0706106946719,408.149972037,535.016964608,0.0
0.0131756,-1.89098,1.79665,0.89957,25.0476,32.2686,1.79719610202,126.633744848,1431.35319976,554.532718068,1583.32864736,62,1.79665,1.79724628242,554.532718068,259.034836116,62,0.0716897962521,554.532718068,663.26864227,0.0
0.0153528,-1.97309,1.87586,0.893038,25.264,32.5141,1.8763272501,149.934979997,1495.79492091,229.212419911,2004.99018342,63,1.87585,1.8763841608,229.212419911,456.941301318,63,0.0746244468283,229.212419911,747.647568437,0.0
0.0151957,-2.06394,1.96523,0.881326,25.5081,32.8265,1.96567364458,121.024337614,975.839292527,733.691234165,1761.84188497,64,1.96521,1.96578934839,733.691234165,423.203590975,64,0.0761467089682,733.691234165,503.222547546,0.0
0.0146736,-2.1485,2.05232,0.917871,25.6763,33.0032,2.05276734351,115.11833549,1430.5585765,852.908077323,1641.95370912,65,2.05231,2.05285535181,852.908077323,111.821150358,65,0.0759899712029,852.908077323,1238.83276981,0.0
0.0179923,-2.20693,2.11386,0.89768,25.9351,33.1783,2.11455858732,175.019030242,1811.98427473,352.046342628,2364.44593568,66,2.11386,2.11459721517,352.046342628,492.67002226,66,0.0784809505716,352.046342628,866.131152031,0.0
0.0180445,-2.28739,2.20197,0.902238,26.1024,33.3305,2.202531302,157.020183416,1552.03059197,389.963513066,2077.33342947,67,2.20195,2.20260919758,389.963513066,503.219534055,67,0.0778839701028,389.963513066,674.110257504,0.0
0.0159437,-2.38609,2.30053,0.830665,26.3068,33.6819,2.30098998386,103.772172053,612.875458819,1328.53398482,783.257699629,68,2.30052,2.30106076313,1328.53398482,93.413054135,68,0.0780417808443,1328.53398482,508.163436254,0.0
0.0197058,-2.46147,2.37312,0.891564,26.5384,33.9612,2.37364162801,97.5064760795,816.620648924,891.676975991,1907.49994308,69,2.37308,2.37375983562,891.676975991,412.757046549,69,0.0816850755298,891.676975991,361.079177198,0.0
0.0193691,-2.51035,2.42646,0.882889,26.7354,34.1823,2.42693656097,118.351057505,1214.68004431,243.276215366,1585.73483567,70,2.42645,2.42701757503,243.276215366,313.69183872,70,0.0810483567534,243.276215366,562.946722265,0.0
0.0209168,-2.57778,2.48686,0.889181,26.9662,34.4639,2.48722478019,150.443818251,1601.96035501,466.685981538,1993.54491284,71,2.48678,2.48733764374,466.685981538,435.983613519,71,0.08264445128,466.685981538,818.298267558,0.0
0.0213398,-2.66457,2.5741,0.900896,27.1844,34.7282,2.57474849775,169.897653987,1764.56617493,484.307071357,2122.56890211,72,2.57406,2.57484967925,484.307071357,291.60963187,72,0.0865777948898,484.307071357,1285.50548451,0.0
0.0227281,-2.775,2.6845,0.888949,27.409,34.9557,2.6850978813,181.584095738,2006.09549189,1020.82132052,2082.0427337,73,2.68446,2.68525482301,1020.82132052,54.0430775633,73,0.0864523814175,1020.82132052,1893.27941334,0.0
0.021822,-2.85179,2.75504,0.907435,27.6471,35.166,2.75547871248,185.389836211,1993.176787,712.400138135,2585.54225058,74,2.7549,2.75560944379,712.400138135,694.06904766,74,0.0877563460275,712.400138135,541.529622298,0.0
0.0263373,-2.98078,2.88025,0.911376,27.8995,35.4052,2.88080871206,191.326344237,2117.12233128,1331.25238748,2277.45207442,75,2.8801,2.88093706953,1331.25238748,118.759064705,75,0.0908351675568,1331.25238748,1884.45793976,0.0
0.0268407,-3.11355,3.01083,0.9217,28.0904,35.5929,3.01135601872,193.323983458,2080.58928828,1440.86025433,2684.40136902,76,3.01077,3.01145027147,1440.86025433,648.832503164,76,0.0930770881871,1440.86025433,431.605601849,0.0
0.0288355,-3.25435,3.14694,0.891406,28.3533,35.8759,3.14769274672,210.162412065,1832.09917106,1288.22106417,2562.10325204,77,3.1469,3.14776846662,1288.22106417,539.88158531,77,0.0968100128509,1288.22106417,1084.86913947,0.0
0.0361409,-3.37076,3.26401,0.898676,28.5959,36.2044,3.26495762675,192.156855895,1121.73847473,1383.9885575,2123.56564766,78,3.264,3.26503759237,1383.9885575,472.15680441,78,0.101219760804,1383.9885575,611.65764115,0.0
0.0372522,-3.4969,3.39139,0.918494,28.8026,36.4508,3.3919021555,186.730205738,2262.67093865,1075.43735264,2413.22944606,79,3.39134,3.39196367026,1075.43735264,145.919167296,79,0.10510893204,1075.43735264,1959.00019633,0.0
0.0315246,-3.58437,3.47727,0.908855,28.9991,36.6452,3.47786228896,212.328878998,2279.19870329,690.211006867,2707.69359971,80,3.47723,3.47794010553,690.211006867,521.755921238,80,0.103548265103,690.211006867,1361.89490058,0.0
0.0392254,-3.73745,3.63039,0.937851,29.21,36.8041,3.63140010715,184.195708039,1957.97914305,1603.51923722,2490.07063706,81,3.63038,3.63144473526,1603.51923722,569.945778,81,0.110177485523,1603.51923722,845.760710794,0.0
0.038427,-3.90452,3.78879,0.943326,29.4258,37.0355,3.78960310689,181.096692485,1651.80885323,1731.80743693,2737.66646438,82,3.78878,3.78967550164,1731.80743693,917.015650648,82,0.110776341722,1731.80743693,-258.560016167,0.0
0.0463113,-4.00729,3.8926,0.925418,29.6873,37.2012,3.89332049254,170.77593378,1373.91846055,1212.19815962,2359.6480894,83,3.8926,3.89341231305,1212.19815962,636.736272104,83,0.112936903075,1212.19815962,696.921135671,0.0
0.0493435,-4.10455,3.99793,0.892253,29.9495,37.3366,3.99895875321,170.194805389,1403.58276481,1327.26354551,2839.67110503,84,3.99793,3.99898875325,1327.26354551,659.090619519,84,0.114926926729,1327.26354551,780.584072449,0.0
0.0427326,-4.21025,4.10625,0.947633,30.1684,37.539,4.1070814133,163.443473107,1928.15862914,785.529442246,1995.90015509,85,4.10625,4.10712785817,785.529442246,59.2374306011,85,0.116670974454,785.529442246,1834.83489376,0.0
0.0567321,-4.31318,4.2091,0.898855,30.3519,37.8126,4.20997209675,147.985605829,908.387289135,572.449105339,1297.90682971,86,4.2091,4.21004754988,572.449105339,221.955050369,86,0.120201607387,572.449105339,420.684338043,0.0
0.0482085,-4.44256,4.33387,0.857356,30.525,38.0003,4.33476998631,133.805524781,676.280329937,1806.47448618,808.741595036,87,4.33387,4.33481409807,1806.47448618,85.0735472406,87,0.11901933192,1806.47448618,486.541047611,0.0
0.0475084,-4.59903,4.48765,0.919779,30.7341,38.1398,4.48861923168,205.432912947,1906.00301685,1081.56548783,2955.23727071,88,4.48765,4.488655974,1081.56548783,731.314109869,88,0.118999866904,1081.56548783,831.199516515,0.0
0.0567883,-4.70286,4.59287,0.875759,30.9464,38.2784,4.59375169884,164.466422586,684.144424616,1817.01342375,1233.148809,89,4.59287,4.59379421905,1817.01342375,369.671866041,89,0.12295410406,1817.01342375,-83.8074916709,0.0
0.0668789,-4.83178,4.71381,0.923024,31.1844,38.549,4.71493674259,160.393484825,1144.64542338,1175.7293329,1886.52466842,90,4.71381,4.71498369759,1175.7293329,444.765217634,90,0.127256886697,1175.7293329,654.515826532,0.0
0.0576608,-4.92436,4.81355,0.960034,31.3858,38.6801,4.8147818129,242.18169938,2909.969694,620.370396636,3138.19293517,91,4.81355,4.81483217836,620.370396636,442.521322503,91,0.126495071408,620.370396636,1596.64058279,0.0
0.074171,-5.01585,4.89909,0.882592,31.559,38.8622,4.90042433427,171.286491779,629.525023528,1223.7316721,1449.68396004,92,4.89909,4.90049131542,1223.7316721,427.099765278,92,0.133751468357,1223.7316721,152.499090812,0.0
0.070003,-5.15699,5.03499,0.889688,31.777,39.047,5.03587691218,185.791853371,1159.99585662,534.178843263,1949.13952836,93,5.03499,5.03595361179,534.178843263,429.358330022,93,0.134134642942,534.178843263,476.450456282,0.0
0.0681888,-5.25494,5.13687,0.895259,32.0059,39.2004,5.13792832327,180.953122702,1422.28585788,1898.21937731,2904.20699025,94,5.13687,5.13797259271,1898.21937731,812.331006111,94,0.133377114415,1898.21937731,491.371783444,0.0
0.0772203,-5.38476,5.27092,0.893345,32.2082,39.418,5.27239598926,118.243279369,708.55264959,811.779290816,1487.76650087,95,5.27092,5.27246322638,811.779290816,474.722142963,95,0.138348904112,811.779290816,-323.649352361,0.0
0.0726002,-5.53894,5.42282,0.966163,32.4391,39.5898,5.42367289951,188.678762276,2352.15422365,1864.50266789,2443.65835923,96,5.42282,5.42372808358,1864.50266789,59.5844356307,96,0.136452203685,1864.50266789,2253.95413817,0.0
0.0709347,-5.67591,5.55966,0.95667,32.6293,39.7958,5.56076761999,212.642609421,2368.76957941,1094.38144584,2717.98179744,97,5.55966,5.56079535753,1094.38144584,437.270716788,97,0.135760678008,1094.38144584,1078.76610644,0.0
0.088289,-5.7642,5.655,0.899582,32.813,39.9627,5.65626614082,179.823457716,1074.21727236,1700.10011936,2114.37701049,98,5.655,5.65630794455,1700.10011936,436.348763004,98,0.139385746638,1700.10011936,513.304852682,0.0
0.0781325,-5.92397,5.80568,0.928913,33.0555,40.1208,5.80676422328,231.444591479,1800.57560097,1984.12199865,3172.26221356,99,5.80568,5.80682154153,1984.12199865,754.81856793,99,0.13943865752,1984.12199865,795.223297311,0.0
0.0907387,-6.00629,5.88849,0.885064,33.2465,40.3516,5.88950679085,154.494969113,1164.76829387,447.678596208,2399.82372203,100,5.88849,5.88958231737,447.678596208,594.184815472,100,0.141308447793,447.678596208,557.430166268,0.0
0.0793653,-6.10296,5.98603,0.913005,33.4477,40.4224,5.98756465572,191.642141187,1071.18038955,1042.15748585,1815.72470108,101,5.98603,5.98760791423,1042.15748585,573.957289092,101,0.140972374241,1042.15748585,-324.990868757,0.0
0.0835256,-6.27314,6.16245,0.973449,33.6657,40.5164,6.16357673141,236.628493465,2781.21040807,1781.42126211,2844.28774428,102,6.16245,6.16362640783,1781.42126211,38.6627941062,102,0.144867066237,1781.42126211,2722.67097939,0.0
0.0972741,-6.41142,6.29548,0.973453,33.8778,40.6735,6.29666322183,202.504090316,2322.50418178,1966.76031795,2684.13723555,103,6.29548,6.29669213144,1966.76031795,595.570091052,103,0.147582888741,1966.76031795,692.1037845,0.0
0.124129,-6.56862,6.44625,0.963101,34.0933,40.8281,6.4478910066,220.2461255,2391.20654639,1309.59225974,2921.75231643,104,6.44625,6.44793529602,1309.59225974,629.979695898,104,0.158372825261,1309.59225974,720.048243954,0.0
0.107766,-6.60741,6.49236,0.969878,34.2767,40.929,6.49377097748,242.859117125,2856.28295059,817.928645694,3084.98270587,105,6.49236,6.49384940362,817.928645694,125.564288523,105,0.148895134532,817.928645694,2567.33857431,0.0
0.118181,-6.77742,6.66579,0.9612,34.5005,41.1076,6.66649493833,251.559341523,2866.48041012,1910.03615051,3075.61369895,106,6.66579,6.66654933869,1910.03615051,162.788577904,106,0.154052571201,1910.03615051,2570.70621632,0.0
0.103441,-6.91917,6.79857,0.905524,34.7053,41.2784,6.80035580536,144.969069235,915.272226224,1845.16777778,1160.58661018,107,6.79857,6.80038994026,1845.16777778,127.870358329,107,0.151854561535,1845.16777778,694.111890298,0.0
0.105141,-7.12818,7.00744,0.938653,34.9232,41.4198,7.00848388822,188.151346568,2083.62560107,1725.33349909,2836.8794947,108,7.00744,7.00853733832,1725.33349909,888.566695799,108,0.154365179235,1725.33349909,421.470570159,0.0
0.0889294,-7.21825,7.1038,0.907529,35.0659,41.572,7.10491845256,117.027355334,272.179261745,1812.84011877,910.80980438,109,7.1038,7.10496497713,1812.84011877,499.482309315,109,0.148874523227,1812.84011877,-528.143253274,0.0
0.135158,-7.32438,7.21149,0.967956,35.3363,41.7409,7.2130334294,230.218415222,2940.20842215,1206.69198317,3049.46765422,110,7.21149,7.21307493746,1206.69198317,66.5204287896,110,0.16455274894,1206.69198317,2846.39295424,0.0
0.114255,-7.46837,7.35441,0.968417,35.5611,41.8741,7.3555500288,224.945886,2724.93297656,1477.49477115,2821.94265083,111,7.35441,7.3556096951,1477.49477115,65.7067196765,111,0.159293055346,1477.49477115,2567.21548361,0.0
0.104851,-7.60274,7.48459,0.936129,35.7429,42.0642,7.48617989726,199.531115432,2126.53578377,1946.74199614,2704.93989944,112,7.48459,7.4862624894,1946.74199614,479.486688504,112,0.155622419742,1946.74199614,1266.77946414,0.0
0.14219,-7.7737,7.65185,0.949058,36.0062,42.2542,7.65317326103,209.456335323,2083.1118526,1545.90776956,2978.27512771,113,7.65185,7.65321067711,1545.90776956,994.700697088,113,0.170283091577,1545.90776956,-259.898042108,0.0
0.141712,-7.88454,7.75721,0.944803,36.181,42.4431,7.75854141236,230.935494187,2300.34684221,1297.12130981,3056.24693197,114,7.75721,7.75860166521,1297.12130981,790.859442098,114,0.164775883195,1297.12130981,992.301798396,0.0
0.17263,-8.08582,7.95467,0.969026,36.4197,42.5777,7.95590021431,246.676848396,2888.43784688,1282.76293412,3061.67205416,115,7.95467,7.95597497334,1282.76293412,191.940102136,115,0.177089020833,1282.76293412,2345.17195435,0.0
0.143296,-8.21271,8.07801,0.983266,36.6529,42.7414,8.07994851905,244.28587079,3039.15623799,2015.44958474,3102.74656157,116,8.07801,8.0800178521,2015.44958474,51.4248862829,116,0.170523283673,2015.44958474,2932.99019841,0.0
0.136076,-8.3287,8.19883,0.941921,36.8368,42.9087,8.20015047256,225.328594489,2298.48435382,1249.79221657,3298.11072668,117,8.19883,8.20020989133,1249.79221657,771.388780588,117,0.167675397173,1249.79221657,710.57235443,0.0
0.183348,-8.44687,8.31813,0.936134,37.0162,43.045,8.31975349598,203.948394838,1761.60351268,1599.67147032,2902.26168318,118,8.31813,8.31978911472,1599.67147032,852.67223327,118,0.1753972101,1599.67147032,550.800112146,0.0
0.197974,-8.61849,8.493,0.969252,37.1709,43.1432,8.49445544494,260.961622596,2838.84163544,1733.45729456,3227.76233339,119,8.493,8.49450290194,1733.45729456,630.989007555,119,0.182932022591,1733.45729456,1046.19655829,0.0
0.211507,-8.65391,8.52613,0.961109,37.3967,43.3496,8.52762824349,258.312700679,3228.35371849,1506.68146783,3317.6931986,120,8.52613,8.52767395303,1506.68146783,84.777640163,120,0.186816619438,1506.68146783,3037.01718,0.0
0.12924,-8.78738,8.65828,0.926947,37.4663,43.5006,8.66031940733,198.442017617,1897.61741446,479.443240592,2952.9186094,121,8.65828,8.66034739656,479.443240592,698.28263297,121,0.171025130791,479.443240592,542.090534423,0.0
0.161774,-8.90916,8.78823,0.978938,37.6432,43.6331,8.78935479329,232.579315081,2841.16615479,1962.06212268,3012.05789315,122,8.78823,8.78939071441,1962.06212268,126.465180388,122,0.176355925557,1962.06212268,2514.99636878,0.0
