AverageAction,AverageReturn,MaxEsReturn,AveragePolicySurr,Epoch,PolicyRegParamNorm,AverageY,AverageAbsY,AverageAbsQYDiff,QFunRegParamNorm,Iteration,MinReturn,AverageQ,MaxReturn,StdReturn,MinEsReturn,StdEsReturn,AverageQLoss,AverageDiscountedReturn,AverageEsReturn,AverageAbsQ
0.998466,1498.71451159,1400.50263065,-344.407,1457,132.128,341.678571069,341.787155516,8.61119241785,174.565,1457,83.7961485547,341.684,4589.23056087,1379.70316892,15.776974403,489.363274161,357.139,183.844302654,398.470513689,341.853
0.99781,1780.17805484,894.50729452,-345.591,1458,132.147,342.85691516,342.940861687,8.47152338497,174.604,1458,58.1019223495,342.842,4304.18664868,1469.05797938,51.9106526026,259.295169952,336.685,169.166296968,248.639346862,342.99
0.998411,3158.26910447,3018.18556846,-345.614,1459,132.164,342.838945482,342.924381847,8.78463313523,174.64,1459,959.715449376,342.832,4319.18735108,1120.61715643,38.641625948,1489.77197126,376.578,231.700856961,1528.41359721,342.978
0.996474,1367.28206431,422.765262273,-345.117,1460,132.188,342.424184772,342.528484939,8.61474087108,174.654,1460,55.0343966047,342.416,3853.68113806,1396.46530061,-6.84194249142,200.282535607,348.503,123.696927817,139.577808222,342.616
0.989244,471.162096597,1237.65471648,-345.547,1461,132.246,342.830123447,342.938724011,8.39105032562,174.682,1461,24.8085676108,342.821,3068.81494147,631.635002855,0.605943274334,468.476955863,328.144,98.1993997587,419.692783119,342.995
0.998615,1555.92412154,264.316569542,-345.051,1462,132.286,342.462460134,342.549649699,8.7121079304,174.742,1462,149.816550298,342.453,3788.74628751,1323.38239823,-5.92221229513,82.5588012549,373.627,177.563502386,83.9411882367,342.622
0.998518,1238.75209547,1015.49544147,-345.023,1463,132.35,342.317436783,342.399048472,8.73066501637,174.777,1463,273.120129507,342.299,3090.4361743,648.871247577,45.9668843074,386.771310871,369.804,212.707723036,352.498608409,342.457
0.997107,1620.11127318,1509.61489835,-345.146,1464,132.349,342.480301429,342.596340426,8.54439130338,174.81,1464,60.5916776884,342.459,3918.11412833,1201.02373746,13.1702510882,622.219602299,341.463,124.35198231,844.857546713,342.627
0.997464,670.14016888,1217.17109253,-344.476,1465,132.411,341.806566805,341.910833261,8.6846330382,174.869,1465,140.689959762,341.812,2697.38021397,539.843223784,2.95199814425,388.885722874,353.641,148.782155775,408.005134001,341.985
0.998699,3001.00907721,407.8296773,-344.935,1466,132.452,342.354382774,342.460780147,8.56946213445,174.91,1466,168.887131921,342.354,4541.10776166,1394.43477227,21.5088807789,120.53539441,340.551,197.593694228,205.667020889,342.524
0.998442,2809.00072879,610.867696518,-344.71,1467,132.499,342.058428379,342.167211712,8.643725788,174.943,1467,105.595272001,342.027,4563.0590312,1417.77394504,-2.61543746908,166.849643102,371.519,248.53069424,120.143593731,342.225
0.998381,1098.90483343,438.528786657,-344.898,1468,132.531,342.248657185,342.369296591,8.77964221195,174.98,1468,105.052757154,342.238,4191.79658904,1321.91789701,226.991445517,87.9932846159,381.813,155.052352899,344.69348013,342.425
0.997685,2416.14422355,2749.42905306,-344.233,1469,132.586,341.443068978,341.558192165,8.58691592123,175.02,1469,141.771317737,341.429,4367.79017804,1818.2291091,1585.56212387,581.933464593,370.815,166.652039297,2167.49558846,341.622
0.998008,1605.55725609,2680.5109714,-345.391,1470,132.635,342.616915216,342.718414982,8.4723108278,175.06,1470,137.14934786,342.63,3948.36509513,1124.050781,137.404563817,1038.36141373,339.526,165.273911155,918.990006086,342.798
0.997954,1633.27294858,2555.78193386,-344.551,1471,132.65,341.96742404,342.111366842,8.52802708953,175.101,1471,119.524520697,341.915,3896.07740258,1284.66545836,263.943180675,991.990247881,339.606,142.039860057,1176.81337777,342.118
0.998014,2032.49165385,1738.29504443,-344.876,1472,132.71,342.20321166,342.325217953,8.57119766636,175.112,1472,139.996386034,342.208,3812.07930159,1143.50044757,16.7707436334,648.784121768,363.584,174.974108597,451.377446963,342.372
0.998356,1252.86549178,994.565685711,-344.835,1473,132.764,342.269446959,342.399207193,8.57482778963,175.136,1473,77.9287587874,342.263,3960.05363941,1316.73614951,39.708883403,359.158994894,355.177,124.956854163,376.580003595,342.472
0.997699,1357.63525637,875.211902197,-344.946,1474,132.858,342.320623534,342.445928491,8.59712358945,175.192,1474,0.515314339585,342.314,3544.23308212,916.777243716,2.56722840748,297.809611204,356.577,144.97685419,239.598270928,342.518
0.998316,1498.15897588,1235.61128774,-344.455,1475,132.877,342.039919023,342.123687909,8.53088734258,175.224,1475,115.853380618,342.029,3803.07582593,1144.89768553,495.916035322,302.354181688,348.669,161.245573044,855.120820993,342.176
0.998465,2373.68131648,1203.85312584,-344.964,1476,132.885,342.488240078,342.575515952,8.48886439499,175.274,1476,136.22783711,342.48,4377.74391917,1470.36788636,-3.77344027604,409.76040583,338.893,189.414917957,339.166176197,342.634
0.998239,1779.52298261,1301.9768878,-344.793,1477,132.956,342.111949642,342.219824332,8.33505896966,175.283,1477,79.3609491535,342.094,4126.61252153,1405.69344335,-2.82222063079,421.225889855,336.053,167.34225798,307.464190678,342.262
0.998135,1885.01529577,775.135145556,-344.823,1478,132.981,342.19019722,342.277683231,8.48934483173,175.373,1478,90.7201844562,342.187,4003.47053634,1179.36984757,1.05384832989,294.493720437,341.74,153.32954165,463.967788292,342.379
0.996988,63.2976486036,1255.20978484,-344.829,1479,133.039,342.199512553,342.298341987,8.46456465488,175.413,1479,-2.21519292761,342.184,3064.52742007,325.45077172,173.634082349,391.655597085,347.163,7.85892003873,653.262983594,342.344
0.998699,2217.24724134,660.325376364,-344.547,1480,133.092,341.91869659,342.044512515,8.59814114437,175.473,1480,121.778570737,341.915,4390.6547646,1476.74030771,-10.7698259357,219.502431639,371.256,169.613338271,202.494195267,342.125
0.998413,2518.47345218,1644.00933903,-344.948,1481,133.147,342.3361158,342.455041827,8.43685494964,175.545,1481,76.2731953364,342.329,4444.31071593,1574.81465425,-5.14027671092,567.19484892,346.659,197.906086939,366.248406451,342.534
0.998656,2887.47282058,910.419969208,-344.804,1482,133.169,342.073790405,342.196789916,8.66230052884,175.577,1482,1058.58797571,342.052,4280.99346006,1197.80431878,76.9660352697,300.946876458,362.198,202.825480309,332.043764833,342.24
0.998721,2979.45595533,1015.77562596,-344.531,1483,133.214,341.830471151,341.957293851,8.54722160332,175.647,1483,123.565605396,341.835,4085.82415519,1102.4235772,-5.95540008362,391.954423266,352.437,185.475466831,545.670771764,342.036
0.998778,3292.08381543,373.188065096,-344.343,1484,133.265,341.599619464,341.715280424,8.59246882923,175.686,1484,1655.07699892,341.591,4056.53749516,764.079610595,31.0258543554,109.306530034,349.319,232.932394999,189.495849429,341.783
0.998288,369.151863961,1407.71632181,-343.838,1485,133.303,341.113241092,341.217186482,8.61961669033,175.744,1485,-21.1199876008,341.102,3310.63224684,845.413634733,-6.68326898494,450.544033964,367.977,46.6565180263,459.173476787,341.299
0.998737,75.3466148237,518.561736806,-344.685,1486,133.37,342.103753289,342.206111227,8.58928851027,175.787,1486,15.9644600724,342.088,2049.23012307,248.29407769,11.494586752,163.730696181,361.232,31.9144471292,139.90939881,342.277
0.998569,1119.80067967,550.092449792,-344.533,1487,133.394,341.731132732,341.836588274,8.70017763964,175.857,1487,-141.36332451,341.723,3823.22556938,1205.25163278,-6.88436353707,204.274926628,381.097,111.898243004,182.3927028,341.902
0.998663,1240.40533237,267.579589544,-344.834,1488,133.433,342.254342972,342.356169618,8.47700834064,175.899,1488,55.3816874626,342.243,3398.59744452,983.596800115,-7.02137640821,75.5813459176,349.877,175.117319302,85.9219335011,342.417
0.99874,971.137213706,977.644262674,-344.868,1489,133.47,342.277239456,342.377088428,8.57211922257,175.921,1489,1.73699727721,342.268,3513.68663808,1099.38546028,19.6476455743,310.204890483,355.732,142.002227439,494.918050371,342.444
0.998271,1492.6576824,368.868982448,-344.616,1490,133.565,342.05264411,342.161017491,8.69520343915,175.945,1490,137.916785447,342.053,4200.07179839,1093.96035672,-3.02011953117,116.832404535,366.675,218.555722565,120.523330443,342.23
0.998794,2067.69995247,1026.58779424,-344.865,1491,133.609,342.274629891,342.385492753,8.65696988466,175.995,1491,132.571285751,342.258,4254.29211969,1519.60142141,68.3671651298,347.224986926,370.808,202.21277579,429.502484472,342.432
0.998482,1849.68684922,848.616865948,-344.843,1492,133.652,342.22762353,342.334827552,8.48239983531,176.033,1492,281.311952291,342.213,4004.54200387,1287.60801618,187.438549474,275.645231584,324.307,199.030460813,478.525602288,342.387
0.998323,2393.95824781,1302.51301928,-344.796,1493,133.661,342.001233046,342.144115907,8.64409857505,176.095,1493,614.095589768,341.997,4095.59414385,1280.57376909,303.32044709,465.001766151,360.427,215.084191376,960.760025414,342.209
0.998525,1908.46589616,2357.35441433,-344.434,1494,133.697,341.673175339,341.777457967,8.63525722491,176.126,1494,231.942343704,341.66,4291.46394284,1394.21397277,123.776723008,901.274322461,353.155,188.888491607,859.773267168,341.845
0.998863,2945.12482323,1609.84295803,-345.213,1495,133.707,342.40215058,342.52336344,8.71797753079,176.187,1495,1027.17049445,342.403,4216.94283583,1105.9587623,248.518858347,530.313942607,387.095,225.066325067,814.309441504,342.622
0.998672,2648.39835609,1246.14362951,-344.897,1496,133.761,342.268347585,342.397164286,8.47892275021,176.18,1496,129.702894381,342.246,3959.80730476,1428.2371283,-0.158392856443,417.091222769,326.624,209.467395138,398.03461059,342.469
0.998821,1437.42652043,1265.90347491,-344.687,1497,133.806,342.051529394,342.170632277,8.54584703297,176.236,1497,46.8051105174,342.038,4017.86655076,1425.59557028,125.672092849,413.892454203,352.81,134.983344687,532.755005018,342.242
0.998795,2023.24957991,250.556057172,-345.288,1498,133.84,342.46830267,342.580358185,8.52424063757,176.296,1498,84.3252440654,342.475,3949.47376143,1335.43597353,-6.12235324364,100.325492048,367.219,153.611214723,93.2051981625,342.659
0.998511,1432.79538026,2137.30202353,-345.013,1499,133.893,342.429180263,342.538026971,8.5042957075,176.369,1499,9.42221438167,342.405,3958.39563275,1244.96166068,-3.61976242166,761.502262159,352.384,155.752024165,462.920008772,342.584
0.99863,2089.78755618,1275.61054122,-344.83,1500,133.886,342.26543093,342.373724061,8.66263519677,176.415,1500,372.964346186,342.254,4454.35807917,1626.94238396,115.395191216,481.479839027,377.987,213.763473672,692.609596676,342.443
0.998288,2360.86839282,568.164121391,-344.56,1501,133.949,341.919000998,342.037923287,8.46761666385,176.441,1501,197.759082657,341.904,3987.87853991,1384.29247946,-0.666230135998,211.582887076,342.221,187.985845988,214.620179288,342.097
0.998622,2402.34879445,973.47863949,-344.859,1502,133.953,342.138039158,342.232403768,8.53501750648,176.489,1502,113.144742016,342.146,4477.97795991,1721.67740279,8.61972464033,339.670345364,352.431,183.050814821,287.543923393,342.322
0.998422,1590.44248906,674.01890931,-345.115,1503,134.006,342.341710187,342.442151346,8.50411401228,176.552,1503,33.3874731078,342.343,4661.55607353,1754.47833076,207.60013051,167.38137529,340.436,118.547288133,393.362796151,342.509
0.998325,1153.87277801,728.482438737,-344.505,1504,134.028,341.85983979,341.965179833,8.46230475589,176.606,1504,25.2176771403,341.838,4642.53193975,1475.3799048,-1.31446243624,263.387335488,343.293,115.956456026,266.844979214,342.037
0.998089,1467.11432393,822.331716483,-343.904,1505,134.101,341.255963696,341.339456452,8.54969371818,176.659,1505,50.1601786468,341.228,4202.51245572,1340.56535671,-2.07642946254,293.360630806,360.52,186.551627717,280.928189858,341.39
0.998744,1119.23415677,1231.83671268,-344.761,1506,134.13,342.11537437,342.209368014,8.54168399905,176.738,1506,65.5382456644,342.124,3289.59382746,735.437364004,124.864136082,422.801881325,349.588,185.77963433,700.733219442,342.287
0.998549,2396.95620219,705.354226205,-345.322,1507,134.174,342.668510842,342.761434164,8.4729268613,176.773,1507,44.119616553,342.658,4269.98757089,1230.83497106,132.193911088,203.296581036,344.95,213.60793977,467.839584576,342.845
0.998579,2527.61896449,264.09509539,-344.796,1508,134.219,342.165125373,342.243214461,8.45398971881,176.791,1508,1106.55189483,342.161,4071.05409808,969.419258257,53.8736331844,87.8757716042,341.96,224.796518418,164.030537653,342.316
0.999023,1072.30839337,1029.35966197,-344.593,1509,134.264,341.927840764,342.01157117,8.39718753295,176.837,1509,124.550813431,341.913,3967.74574798,1168.46817101,59.5119544818,363.545611859,329.707,166.905286537,446.612784728,342.082
0.998815,2769.40125883,2358.97000361,-344.611,1510,134.331,342.049017294,342.150544554,8.63146125524,176.912,1510,386.390338008,342.044,3971.21332457,1317.22261332,65.1542088359,1040.79627146,385.733,200.016302464,890.872861413,342.215
0.998447,2761.6146479,213.015792089,-344.682,1511,134.356,342.029317547,342.127099108,8.58981979392,176.952,1511,42.7147493936,342.007,4397.34653119,1647.48725933,-4.60594142394,84.1747411561,373.665,191.063079082,103.171887201,342.164
0.998758,1966.57651347,2546.80427957,-344.488,1512,134.38,341.799929808,341.932323001,8.38508750633,176.994,1512,106.644621324,341.8,4235.2931655,1546.40719526,531.418060755,943.466352865,329.565,183.267918274,1212.64129624,342.013
0.998344,468.224193571,1660.21691696,-344.464,1513,134.477,341.803900636,341.905673302,8.45614504229,177.054,1513,114.87976967,341.801,1858.58824028,408.242315109,40.2424371667,520.274332605,325.052,140.177144693,420.961196561,341.994
0.998416,1387.99386678,1395.11469525,-344.983,1514,134.516,342.312841098,342.439746524,8.64447964607,177.104,1514,29.7389389873,342.286,4215.14681582,1347.78294305,81.4951382651,554.216741345,358.405,137.777570286,436.532434421,342.49
0.998964,2319.23693501,1283.37455265,-344.308,1515,134.559,341.748256998,341.869899542,8.52612276022,177.153,1515,66.5404697262,341.746,4110.05882773,1554.81344112,-5.35419854116,570.986743816,340.846,190.87468863,566.128041354,341.975
0.999056,2469.63798645,2259.9085129,-344.408,1516,134.584,341.841178465,341.964186863,8.65020021042,177.184,1516,515.463384181,341.847,4658.20662536,1020.20452299,1.42014221919,968.992005843,386.389,241.509751142,581.717941893,342.054
0.999146,2416.01902685,509.587324098,-344.763,1517,134.612,342.246131957,342.349022196,8.55576000767,177.228,1517,334.502883231,342.219,4413.80269078,1315.39374417,2.38203683945,139.006479245,348.823,237.514268195,201.241616735,342.407
0.998781,3035.76592908,1001.62367062,-344.149,1518,134.625,341.581730801,341.698567387,8.47581591793,177.249,1518,198.981211898,341.595,4986.76786737,1641.56214654,98.7979110787,354.578594793,332.672,223.887841955,493.656371406,341.816
0.999187,2845.23037953,902.034708501,-344.8,1519,134.674,342.253635939,342.367767338,8.63673252545,177.339,1519,161.428012129,342.237,4796.93340485,1683.1450691,149.901315186,279.218368236,368.657,232.30971044,413.457408151,342.421
0.999059,2465.54911102,1054.41007699,-344.31,1520,134.723,341.718128026,341.833000963,8.59612290163,177.404,1520,372.830889815,341.719,4233.49469354,1218.94286469,-2.0626541437,350.291617416,359.778,204.379950229,237.936304043,341.897
0.999037,1994.67128024,1947.30900338,-344.478,1521,134.763,341.986381644,342.066984929,8.49779396954,177.473,1521,151.516429905,341.977,4580.16569982,1361.72374373,43.3984674632,664.114287168,339.934,224.582049199,717.617736648,342.129
0.999025,2286.12662384,712.387737071,-344.229,1522,134.814,341.652868229,341.766940207,8.60324391938,177.55,1522,23.6716453412,341.63,4413.60523892,1513.85576913,-4.8421296388,282.590828176,361.659,236.458866422,284.946236671,341.811
0.998953,2941.0593176,774.597762842,-343.532,1523,134.851,341.009624854,341.144383996,8.66924691241,177.615,1523,687.143868294,341.007,4691.61892887,1286.93952157,11.0038585278,247.542515822,358.88,216.958825332,267.915591431,341.208
0.999132,2745.20879928,433.694121465,-344.49,1524,134.846,341.984587554,342.077159689,8.59503483556,177.619,1524,353.41804994,341.978,5048.88658965,1492.60869886,99.0396860308,105.051938413,352.739,215.122439682,244.405123297,342.154
0.99879,1527.69510231,998.572929171,-343.836,1525,134.893,341.317942333,341.428233408,8.65161747031,177.691,1525,137.683483435,341.313,3094.41473575,803.181446567,25.5480720795,320.846291675,366.751,227.826728642,365.461658248,341.491
0.998978,3198.72520223,948.244498499,-343.8,1526,134.956,341.140501952,341.241504837,8.83986394241,177.758,1526,1151.60882065,341.122,4523.91383843,1175.38717043,-2.28752791539,387.639484588,399.484,246.077006084,475.531441806,341.298
0.999026,2451.52260409,1361.68780325,-343.67,1527,135.013,341.030366005,341.120565729,8.60867568625,177.828,1527,318.007535285,341.014,4529.18274519,1266.02263179,38.6846500406,505.356210544,356.246,244.135938564,437.335951353,341.187
0.999106,3252.18596882,1644.26350782,-343.593,1528,135.077,340.94311184,341.066363155,8.68556725187,177.896,1528,170.836751449,340.939,4866.90410478,1463.34727415,282.188976609,532.168880189,369.158,218.205747251,745.115184851,341.119
0.998789,1835.33038509,1041.74436935,-343.723,1529,135.14,341.082219475,341.185701636,8.61766464213,177.936,1529,242.903760676,341.073,4364.18898197,1113.93305762,134.134907631,338.106798259,370.881,146.860767357,557.766529019,341.268
0.998057,945.404066624,825.371233436,-343.763,1530,135.18,341.164478902,341.269981815,8.43228880415,177.994,1530,73.9050042533,341.149,4144.85051935,1156.84015824,21.1068895202,312.346914028,329.769,138.535415774,315.371085489,341.331
0.998633,3092.11470607,994.798871157,-343.552,1531,135.248,341.023845204,341.137457266,8.69371376755,178.072,1531,232.942682208,341.019,4134.58422945,1404.99657431,4.59090116473,371.730860102,376.678,222.514057931,452.831054109,341.229
0.998865,1632.84319926,1317.50029224,-343.415,1532,135.303,341.028717929,341.121458754,8.51789594361,178.098,1532,22.6015797228,341.032,4286.75918266,1528.01018894,59.7478661302,532.559843308,347.901,176.045006159,396.518004476,341.212
0.998757,2645.3492372,1091.06195125,-343.524,1533,135.314,340.955936101,341.050116543,8.62186403216,178.154,1533,285.689399586,340.938,4730.00996687,1320.81351027,29.9791665444,448.325581265,358.178,247.332151109,527.094509083,341.134
0.998949,3066.86694796,492.394213596,-343.155,1534,135.374,340.651029572,340.76257637,8.58523241341,178.172,1534,900.056188752,340.645,4849.86167893,1486.74291115,1.21700622395,171.393631386,351.384,233.096022126,256.612451262,340.819
0.998812,3306.55474286,1101.1785866,-343.15,1535,135.393,340.631684981,340.744325212,8.53473988115,178.241,1535,301.450202957,340.63,4333.82383421,1202.4396866,226.009522366,320.728603455,343.938,217.350850234,677.861927291,340.829
0.99913,2046.84907882,982.87708595,-342.929,1536,135.419,340.385443567,340.483585216,8.72710647155,178.312,1536,106.533715863,340.362,4368.39532906,1451.77356321,158.796684051,333.172948869,372.977,159.09457053,716.141576776,340.54
0.998921,1579.62865658,2572.3442799,-343.927,1537,135.416,341.368701729,341.490575899,8.39410550326,178.363,1537,90.4951600546,341.366,4411.006333,1645.87428618,16.8266367905,904.399755294,325.684,174.125601676,577.955303578,341.557
0.998937,2684.87527663,1397.05211486,-343.296,1538,135.472,340.71234328,340.817508386,8.60623799299,178.355,1538,101.992079908,340.702,4281.15491438,1557.57090053,3.89437481582,591.986882545,356.489,206.826193181,555.752436674,340.912
0.99903,2569.18594885,1121.66755538,-343.411,1539,135.473,340.818283436,340.914579828,8.51364743531,178.407,1539,22.4123752916,340.803,4757.80431086,1924.93228045,-1.06709338477,395.716601865,334.783,209.359302814,251.294433124,340.955
0.998767,3317.51726937,880.844891752,-343.29,1540,135.493,340.736408331,340.830091399,8.47865679291,178.494,1540,140.932236151,340.725,4583.75419227,1631.39393178,120.150436347,285.355433751,332.234,223.406648897,512.452469881,340.898
0.998855,3176.06767249,454.635071436,-343.536,1541,135.565,340.962173612,341.076345921,8.57191665944,178.561,1541,562.759524019,340.971,4237.63746987,1409.65245493,24.5202991468,172.265000458,351.988,191.554971589,218.231890175,341.153
0.999053,3160.04177349,1264.77184866,-343.379,1542,135.581,340.817536697,340.933764434,8.7363822534,178.613,1542,295.33655059,340.8,4630.85620196,1347.24190565,145.444357367,506.033571089,387.287,246.159945245,858.81936308,340.998
0.998651,1302.30843517,1606.26654992,-342.856,1543,135.633,340.379211024,340.485769121,8.61168083977,178.691,1543,134.824356071,340.366,4125.40631736,1133.74844653,2.27121320966,564.230914878,344.06,177.407060677,575.705634539,340.554
0.998567,2626.26128651,970.151357297,-343.113,1544,135.687,340.586670495,340.711273307,8.67254503378,178.717,1544,564.803856341,340.573,4075.73422078,1289.63510712,-1.91839580189,333.874253379,371.3,196.298226875,312.285064582,340.778
0.999001,2782.5585271,1537.92209196,-343.164,1545,135.731,340.724896123,340.863188399,8.48257078745,178.769,1545,846.335158644,340.732,4224.63195134,1224.52735465,133.830727481,537.895676862,342.981,176.459608635,544.716724665,340.931
0.998753,2287.41111401,1396.23875553,-342.186,1546,135.815,339.767978876,339.913867568,8.76021884023,178.817,1546,185.049162114,339.744,3610.07428514,1316.10758289,213.837196121,443.806322809,382.795,180.589198974,826.404725433,339.975
0.999056,1322.47297196,819.353425614,-342.689,1547,135.844,340.282764031,340.379782604,8.74131989371,178.854,1547,100.144098973,340.289,4004.96528365,1000.76504729,-5.83904498975,282.532935128,391.81,189.284452913,266.225171944,340.466
0.998837,1900.36568121,872.543984598,-342.332,1548,135.911,339.887262586,339.985366956,8.47694699683,178.907,1548,129.742112108,339.855,4486.04450148,1422.81124685,-3.24872222969,317.246881659,339.798,189.948128783,324.673740692,340.041
0.998914,2332.41178458,1131.42118571,-342.18,1549,135.97,339.720055602,339.859675175,8.47494760401,178.968,1549,262.763150853,339.712,3855.68853217,1427.63571934,122.938272966,427.483502588,338.302,110.267281838,670.288889167,339.918
0.998963,1203.21593527,1179.26090693,-341.36,1550,136.033,338.704638665,338.86550477,8.5543341759,178.989,1550,7.39578867585,338.715,3949.93819841,1569.5746873,92.4157675093,415.337830431,359.696,110.445113745,474.743749545,338.964
0.998996,2173.77267248,1221.05015949,-342.258,1551,136.071,339.703432933,339.82735618,8.62034456699,179.047,1551,112.743626443,339.68,4019.76902163,1285.94659473,12.3599478151,443.613512435,366.444,172.267423813,621.522285611,339.872
0.998945,2022.48744671,2569.58395644,-341.758,1552,136.122,339.163922273,339.304003076,8.61439480863,179.085,1552,52.7447933479,339.135,4146.38330627,1675.28012738,95.4817343987,985.46496212,368.111,144.198626478,932.065888916,339.347
0.998797,1731.4731906,3050.95557934,-341.782,1553,136.145,339.161747531,339.307319118,8.4931648169,179.129,1553,55.2025200676,339.159,3866.74152072,1371.58730767,55.665109387,1497.64523498,340.722,188.670493682,1553.31034437,339.413
0.998881,2006.08233555,1412.12794581,-342.108,1554,136.185,339.484206222,339.602469697,8.49432411873,179.179,1554,55.8391151115,339.466,4204.77306012,1586.82147082,-6.91497803749,544.744989356,336.971,154.918843933,339.236363336,339.686
0.998926,1638.45182853,1572.50265953,-341.87,1555,136.173,339.304647969,339.419016291,8.38549688055,179.245,1555,41.6350070118,339.289,3945.54540943,1378.49654646,73.7822167696,585.469830273,314.772,124.87122974,598.117006334,339.468
0.99859,2119.10364502,55.1597825796,-342.793,1556,136.227,340.181857463,340.293436722,8.65431544224,179.304,1556,525.073137514,340.175,4217.01293258,1257.26099559,55.1597825796,0.0,385.176,209.404244492,55.1597825796,340.364
0.998645,1683.4837227,2720.38253498,-342.843,1557,136.278,340.049882241,340.187679138,8.50282104554,179.337,1557,-18.8725053493,340.038,3756.34337186,1095.33030974,0.190167381696,913.88700542,339.749,176.676052211,534.404423306,340.23
0.998594,1553.80937337,1865.68661883,-342.406,1558,136.357,339.742924248,339.843445856,8.54474961843,179.392,1558,75.829195015,339.739,4459.80031307,1264.87852946,300.141186712,612.269755097,347.55,187.632028768,821.302656456,339.923
0.998889,1996.18524601,587.092360045,-342.457,1559,136.403,339.894074476,340.001323255,8.45144549159,179.441,1559,105.557053843,339.885,3891.82076849,1428.41064288,40.3727943308,200.991152052,359.886,149.414295305,277.492884059,340.085
0.998546,724.408102168,314.26020211,-341.962,1560,136.42,339.361821713,339.477470398,8.61900383433,179.487,1560,20.2089200311,339.34,3627.90866613,931.641615541,44.8441707604,103.039736396,372.014,86.9225608003,172.523786821,339.546
0.99869,2073.14882322,524.18107814,-342.486,1561,136.503,339.832054913,339.936998718,8.38071116169,179.557,1561,57.16975315,339.842,4149.91571724,1248.37411305,-5.09985089105,201.276971191,336.376,114.190276545,205.30584173,340.03
0.99885,1819.27182063,828.17384123,-342.41,1562,136.558,339.788891585,339.903985067,8.63415112861,179.606,1562,95.6225132147,339.777,4002.8012401,1187.56040915,-6.05714199762,346.677436264,373.162,174.4016401,332.834490861,339.957
0.998973,2163.97238856,761.184145195,-342.022,1563,136.553,339.412286956,339.533366459,8.46868461236,179.634,1563,42.6403097546,339.406,4166.31935255,1427.92382101,86.1119030443,223.174207409,363.61,189.08560261,289.792636797,339.592
0.998996,2783.53900213,771.659697774,-342.058,1564,136.6,339.446457554,339.592051147,8.36990749321,179.668,1564,479.63999736,339.439,4265.15512644,1447.46422093,21.7946852347,242.018618802,319.845,196.557251943,241.476227196,339.647
0.998999,1743.59584703,1218.07038413,-342.177,1565,136.545,339.555030969,339.684319051,8.52979141781,179.712,1565,29.5938390951,339.548,3940.09887522,1409.53850388,192.159294166,395.385037998,362.947,129.811469595,700.429152525,339.762
0.998723,1287.01885237,604.668012267,-341.7,1566,136.594,339.088710595,339.247440501,8.65161794527,179.775,1566,22.4899846502,339.066,3943.33033907,1081.78225003,159.393895243,184.601282789,386.948,127.247739059,404.755320912,339.289
0.999038,2036.54511317,1658.67790119,-341.825,1567,136.675,339.169428412,339.29864843,8.54026547431,179.824,1567,487.578019446,339.169,3788.96060689,1174.01878727,1068.05114207,295.313379556,367.923,223.393623543,1363.36452163,339.364
0.99904,3343.82972212,1618.44782265,-341.488,1568,136.698,338.796722276,338.934552339,8.50799676112,179.838,1568,509.886089063,338.78,4406.33411377,1180.58235773,-1.72357645459,564.447879464,339.895,235.609485876,650.815125451,339.03
0.999056,3185.75236335,1918.93436047,-341.854,1569,136.726,339.087954176,339.208527797,8.48310108409,179.887,1569,1000.10571512,339.092,4517.00492726,1203.64338421,46.0687640976,754.017963769,326.239,255.007520926,661.935183979,339.297
0.999142,1798.16026803,1978.34505426,-342.595,1570,136.764,339.926324762,340.072464521,8.40049306079,179.949,1570,126.184184151,339.92,4353.13681663,1792.03909218,48.8404268272,677.032157945,331.004,162.285757876,552.265749631,340.129
0.999057,2591.28448814,2529.92577075,-342.224,1571,136.82,339.699628071,339.851066184,8.61288596347,180.038,1571,1020.90690193,339.683,3563.05958753,895.101832761,20.1656523403,1064.4010721,366.277,152.730958568,687.530089957,339.94
0.998956,1956.94834868,857.137856869,-342.832,1572,136.858,340.199560837,340.322527497,8.47134780244,180.08,1572,160.669791261,340.204,4086.50970809,1480.8824131,-2.23167258364,273.918701771,350.584,194.302113471,260.387024742,340.398
0.999293,2104.7250585,757.084807316,-342.354,1573,136.881,339.53662623,339.677396596,8.59163781249,180.123,1573,42.6959472661,339.529,4269.97638626,1493.07093364,78.0022051146,235.629519357,373.313,185.518631602,313.808536625,339.792
0.999099,1436.70223608,828.694611366,-342.138,1574,136.949,339.450908708,339.584803602,8.47043798516,180.209,1574,152.776365182,339.446,4329.53275774,1052.63075041,-34.7778466802,372.475442888,339.924,214.020587193,344.763731785,339.673
0.998803,1132.24154062,1113.42852395,-342.037,1575,136.987,339.4077734,339.534435904,8.37846613977,180.263,1575,17.8840538549,339.388,3496.8179171,1090.8970055,-2.88929227497,395.849199117,331.712,149.161672981,348.728715737,339.602
0.998679,715.23223381,1155.74979602,-342.063,1576,137.066,339.463365927,339.619587084,8.6975239348,180.312,1576,111.976886482,339.457,2328.45488399,495.114041052,83.0942171995,423.046103088,396.445,172.353059733,584.81248786,339.654
0.998906,1925.29638322,1484.86398719,-341.977,1577,137.138,339.329885484,339.496710059,8.36996755885,180.357,1577,14.265518981,339.313,4174.30350837,1477.25486825,22.1478236826,555.476456028,327.794,193.66727362,624.278876106,339.544
