AverageAction,AverageReturn,MaxEsReturn,AveragePolicySurr,Epoch,PolicyRegParamNorm,AverageY,AverageAbsY,AverageAbsQYDiff,QFunRegParamNorm,Iteration,MinReturn,AverageQ,MaxReturn,StdReturn,MinEsReturn,StdEsReturn,AverageQLoss,AverageDiscountedReturn,AverageEsReturn,AverageAbsQ
0.7427,202.3159123,323.787956831,-17.2417,26,24.2992,15.3924549032,15.9261072325,0.694575502635,23.8923,26,23.2673487582,15.3876,856.687138011,201.242225743,36.9500651536,110.107640941,1.68562,63.5669320909,190.704694783,15.9167
0.76773,317.916612123,339.881075236,-18.4989,27,24.8941,16.6084423424,17.1361762901,0.753722203655,24.5682,27,52.9284115133,16.6041,660.709329985,101.888737706,28.9561301963,109.713781501,2.04727,103.730932243,182.830226583,17.1297
0.748085,219.770354561,321.043366329,-19.653,28,25.4944,17.7612191677,18.2721825151,0.817961731865,25.2959,28,106.626705665,17.7556,562.059907769,69.5572412716,43.517458945,92.4183984104,2.32123,110.128755913,187.13803303,18.2677
0.748658,272.433422855,598.260049016,-20.8822,29,25.9768,19.0176466481,19.4837155342,0.863995980525,26.0224,29,99.3763053379,19.0133,943.133408338,156.569911177,94.8644793,191.776916275,2.5252,105.793125028,278.275989784,19.481
0.74148,306.748244601,477.579611327,-21.9826,30,26.3386,20.1610947703,20.607016573,0.893743846865,26.6916,30,76.2160082542,20.1554,401.501948867,63.7616865361,152.251113743,116.092032045,2.55306,129.306705313,254.09687317,20.6078
0.787387,370.298382709,472.741877609,-23.376,31,26.6282,21.5045069898,21.9101816683,0.952221998971,27.3478,31,194.174665755,21.5003,514.698986506,69.515893428,35.056250551,154.782142082,3.15817,123.667684202,249.041933734,21.9154
0.752544,275.605444258,263.629722539,-24.5647,32,26.9235,22.6837969629,23.0687863639,0.981045704912,28.0109,32,214.92754546,22.6784,332.341145469,29.3287955567,39.2422752627,73.2779052338,3.31955,116.597641842,202.714994627,23.0712
0.795605,302.242212976,212.47626286,-25.677,33,27.2345,23.7868352156,24.1569316001,0.992585686914,28.5837,33,198.016415023,23.7805,926.484286592,118.84445462,43.4021515245,54.6291352418,3.3517,111.065994752,129.74494553,24.1592
0.772732,348.925559906,340.043543544,-26.9482,34,27.564,25.0224596638,25.3710728796,1.05062842741,29.1942,34,0.144462247561,25.0177,930.003927831,338.432116792,8.68850809875,104.503327385,3.74085,71.1165044945,175.798740618,25.3742
0.761446,366.391283063,224.562505076,-28.3032,35,27.9245,26.3681234961,26.6931952228,1.09181002238,29.8097,35,253.902535919,26.3615,433.862320622,29.6814079641,22.3635155486,73.915131486,4.03326,125.636929907,97.9815403887,26.695
0.808332,281.431168147,386.632190864,-29.5403,36,28.3277,27.5636187811,27.8656017147,1.14158514462,30.4593,36,234.366141538,27.5581,403.756382528,37.2881065722,53.6643668599,136.380613147,4.42903,119.029017906,214.16566554,27.8678
0.795133,347.24122629,341.464484551,-30.9096,37,28.7407,28.8987991246,29.1699621838,1.17084146481,31.0602,37,287.882058116,28.892,401.355168532,24.7043683671,52.1151720722,102.593777647,4.55771,116.336505831,215.510945069,29.1697
0.778326,316.248526169,401.107604641,-32.3433,38,29.1494,30.3208927228,30.5675003204,1.21017887598,31.6117,38,87.6979144809,30.3138,499.951398885,104.833863746,8.06986866136,123.472037537,4.92632,109.376548712,186.750895406,30.5637
0.789006,354.826009034,303.245351034,-33.6664,39,29.4358,31.5942926312,31.8222026102,1.27478993187,32.1379,39,89.0627257713,31.5886,949.533216691,247.967312986,33.0949752088,100.15334203,5.42789,102.29528346,163.574220522,31.8185
0.719732,557.255635512,284.876326253,-34.8219,40,29.7554,32.6981420142,32.9039950484,1.34343033828,32.6774,40,191.898560404,32.6896,1000.14315883,271.146475606,14.2614573618,100.29211258,5.79343,105.705615871,150.366129371,32.8959
0.777185,454.978419808,268.458433404,-36.3248,41,30.0798,34.1751351556,34.36358335,1.43928826731,33.2519,41,128.637936422,34.1666,979.736068036,193.271598787,34.7686177472,90.0756962224,6.98965,112.820013853,141.151493646,34.3534
0.758387,423.034524796,516.179247483,-37.7017,42,30.4297,35.4457486345,35.6180140638,1.49517588754,33.733,42,248.63108313,35.4381,1009.20433088,211.467519016,56.6272330974,143.292344318,7.14661,116.40222492,255.826672418,35.6098
0.76918,392.465323675,288.678029466,-39.1694,43,30.7742,36.955185171,37.1161534204,1.54726347105,34.2664,43,170.946265734,36.9481,908.755213938,226.942011205,4.1115849712,98.5004517247,7.83864,107.405241432,88.9173662545,37.1074
0.729351,430.474446889,362.907988732,-40.6001,44,31.0758,38.2820303359,38.4379025738,1.59628888217,34.7979,44,220.150571894,38.2736,957.925539501,220.723248974,13.5498614156,130.067859084,8.16116,106.752252942,157.997094325,38.4274
0.762201,378.07385865,355.605250508,-42.0159,45,31.4536,39.5793634697,39.7118839754,1.65114274595,35.3313,45,75.3802981624,39.5696,795.522632232,113.089141142,6.75852221156,122.433206928,8.85165,126.816929458,150.560602893,39.7024
0.773464,428.121862395,329.304885743,-43.4909,46,31.8292,40.9946829923,41.1164900219,1.72206450415,35.8489,46,99.2871300733,40.9883,987.23046818,153.551156786,23.4474531195,118.408485498,9.35688,117.176393287,139.410360086,41.1115
0.737982,501.580915914,252.92014294,-45.1998,47,32.1035,42.6503998029,42.7589802191,1.76322314255,36.2688,47,239.837688561,42.6411,1152.74771525,188.094173614,1.60702803906,76.2875264803,9.32964,110.086024596,133.180485425,42.7494
0.758638,574.138493634,405.854810124,-46.8039,48,32.314,44.2948122921,44.3918357314,1.81941943471,36.713,48,382.810062752,44.285,1025.04238937,185.321659755,14.1291758071,162.082150132,10.0884,111.078752888,195.774906,44.3852
0.766226,421.67131583,287.798356628,-48.0389,49,32.4937,45.5000947186,45.5993115342,1.8916279335,37.216,49,289.474200792,45.4915,731.944019606,103.844084629,-15.2290635665,116.003906322,11.0543,118.245477273,120.096137644,45.596
0.711898,346.507350782,277.550035714,-49.6197,50,32.6849,46.9926048488,47.084002521,1.95246153616,37.6567,50,37.8814639099,46.9842,567.577905641,102.579572221,-47.3690458509,124.926653791,12.073,113.227774756,146.01962552,47.0742
0.736066,452.752388565,502.245690648,-51.1535,51,32.8763,48.5915601076,48.6802213264,2.02933190444,38.0907,51,79.6617434874,48.5805,1149.98604318,348.204404475,46.1642186994,149.832779984,13.1976,106.145740318,184.168986492,48.6685
0.707764,330.084128207,339.98831472,-52.4108,52,33.0407,49.8161553447,49.899558738,2.08378258847,38.5657,52,21.1672995936,49.8082,977.374916477,262.229695627,8.24058071701,99.9716309051,13.9631,85.0592290561,89.2624325089,49.8918
0.746837,505.715549776,279.797709457,-53.9984,53,33.2611,51.3422438056,51.4239426774,2.09695916324,39.0089,53,218.680420051,51.3319,1012.65130499,256.501345193,7.395758849,84.3870292751,13.651,122.509019728,92.7123755728,51.4124
0.774197,439.456233851,362.631632257,-55.3651,54,33.4924,52.7845169452,52.8662737905,2.14051928984,39.4432,54,180.499164579,52.7761,1024.37732921,176.852956838,2.74204798973,116.043662411,14.7143,123.567546336,120.998526415,52.8612
0.66001,343.841098703,439.682148825,-56.5274,55,33.7186,53.9443413032,54.017697978,2.20859661995,39.8184,55,26.2547311402,53.9306,1005.07584304,275.945936332,26.2377028965,133.601191271,14.5554,82.6450595643,193.977372535,54.0043
0.69693,409.592996217,222.956047357,-58.0946,56,33.9513,55.4810352506,55.555055482,2.22332293754,40.1865,56,36.6623284001,55.4738,1041.09392097,255.90237361,6.28082299053,86.3482512694,15.4819,102.919073032,134.351789956,55.5486
0.675359,241.137618587,437.988649844,-59.6783,57,34.214,57.0242661041,57.094577584,2.30384293401,40.6206,57,61.8951379532,57.013,459.494614279,94.6092263974,21.9816843377,163.588598922,17.5556,102.201472283,162.667730127,57.0841
0.682394,319.849899175,316.413118288,-61.0508,58,34.4124,58.3395181935,58.4060600068,2.31458945263,41.0632,58,130.607037621,58.327,1102.852258,168.073889254,5.22783898053,108.959458575,16.2552,105.929914789,128.581181614,58.3982
0.704409,251.74120599,283.536091249,-62.5591,59,34.6285,59.7979510973,59.8615530614,2.34402986447,41.5104,59,7.00414098442,59.7892,625.082702149,161.408881489,3.95674466891,114.452071314,17.0771,80.8963989252,137.361760822,59.8513
0.675621,363.908927509,538.039015186,-64.0269,60,34.8713,61.2356387029,61.3009342121,2.42672299992,41.961,60,113.576318159,61.2255,865.064680315,196.271257418,-1.76680384688,205.524054253,18.6037,93.1786641728,165.605898987,61.2955
0.746136,501.487785988,410.330943123,-65.4926,61,35.0909,62.7286122946,62.791514336,2.4797926954,42.353,61,157.622284764,62.7153,913.33660822,155.404992356,13.5712716702,157.879525226,19.5116,84.0783502636,166.121502981,62.7837
0.738848,305.972001241,358.776440941,-67.1882,62,35.272,64.3280695045,64.3877046958,2.50202537022,42.7567,62,-21.0834622206,64.3174,935.27444663,271.158497425,23.2014634855,137.01179204,20.0673,62.3466225014,138.891754514,64.3873
0.804864,263.660021736,264.326181324,-68.6345,63,35.5057,65.670161881,65.7333979321,2.50509573308,43.1362,63,119.661886114,65.6598,417.467973504,78.9807000437,45.2072939981,79.5126892065,20.376,122.845636708,147.468548384,65.7315
0.785449,150.793362259,366.750384315,-70.2521,64,35.7655,67.3020903101,67.3638997283,2.56491367375,43.5366,64,103.784995871,67.2907,329.381823962,53.9393096551,3.63939962072,129.290908966,21.0194,92.0758922333,201.495312287,67.3622
0.751081,269.072316465,457.199652986,-71.8627,65,36.0643,68.8862161808,68.9503043424,2.57713031218,43.9076,65,102.669009256,68.8728,497.28361664,86.7170954184,31.4246518052,142.819351901,20.8457,115.591049158,148.438089972,68.9486
0.754334,136.168479232,270.402167391,-73.3467,66,36.3793,70.3523318673,70.4120614297,2.60036132525,44.2917,66,80.8305076569,70.3422,1057.66927348,103.711859789,7.8525989067,96.2437917699,21.8117,76.8329138176,143.585488747,70.4154
0.770345,150.662009756,362.115778882,-74.7946,67,36.6527,71.8277593449,71.8911676989,2.70046725673,44.6586,67,110.538202026,71.8129,178.826791662,15.1819566783,1.14862533239,101.610467375,22.3455,84.3386857967,101.345668896,71.8864
0.762088,242.504480031,343.511354184,-76.4149,68,36.9326,73.3428582422,73.4043807354,2.79037570068,45.0614,68,124.233028573,73.332,469.444020809,78.9618511322,2.50264198819,120.664256972,25.6102,105.283715611,92.9913694064,73.4038
0.754636,169.555928359,310.88461433,-77.9534,69,37.2238,74.8419356603,74.9012906715,2.78616573303,45.4471,69,-62.4268095797,74.8281,375.804948724,104.53039629,6.56876636646,91.4680671131,24.178,53.9092735179,115.963857413,74.8995
0.76815,261.26033339,347.228303218,-79.4148,70,37.4679,76.2967021675,76.3592321374,2.80892284285,45.8296,70,-26.4289037723,76.2822,675.67909668,91.8611070997,9.17816668659,124.928879103,24.6563,98.2030437997,130.549040704,76.3592
0.784,223.322652205,331.193745655,-80.9062,71,37.7298,77.7557135982,77.8160261491,2.85461102918,46.245,71,84.9708002525,77.7419,402.39663791,63.7738616263,-120.961676272,118.385121841,25.2346,94.7633710351,59.6937718696,77.8201
0.789107,241.939640066,150.227270405,-82.5956,72,37.9457,79.390470776,79.4497773269,2.90275170356,46.6258,72,95.9511102145,79.3729,600.470233295,83.3350601405,1.67990058827,47.1707738786,27.6857,102.481614542,63.8008157703,79.4483
0.763146,305.178422999,367.763062999,-83.8374,73,38.194,80.6127147915,80.6752041266,3.00286723843,46.9572,73,141.185165243,80.6024,758.281209518,107.032152905,16.6878066474,125.226703121,29.0016,109.478647603,136.065479231,80.6876
0.761935,235.812565246,259.63755248,-85.6585,74,38.4069,82.4312950229,82.4957788048,3.06265153423,47.3259,74,127.928322575,82.4141,795.356750649,95.6554937542,1.17138707805,97.3334244162,29.84,111.16718536,137.276717419,82.4948
0.774394,342.660027402,402.974944047,-87.2487,75,38.6322,84.031469631,84.0871066537,3.03097763866,47.634,75,102.049870816,84.0148,818.90672138,147.459373546,29.2750698782,131.528206517,29.0627,88.2789638836,185.159683584,84.0896
0.795941,265.25962113,325.676471204,-88.5692,76,38.8403,85.3535128384,85.4127247895,3.10523331557,47.9921,76,95.3084597866,85.3378,475.747178492,80.9012600581,-14.2702333116,125.813207884,31.0094,108.339293967,142.177029683,85.4137
0.735172,292.997252523,254.367590661,-89.5996,77,39.0438,86.3631261145,86.4214519772,3.1026860575,48.3748,77,-4.28375012849,86.3476,1019.19047822,187.868444981,12.9672904033,77.6569242789,31.7712,96.4202659062,94.1477615909,86.4346
0.729999,422.425885551,254.400398976,-91.0152,78,39.2745,87.8135424383,87.8708315696,3.12055503183,48.7205,78,112.93334607,87.7972,1042.7007019,263.072662452,0.279871497824,87.6905350763,31.7738,102.062745963,108.976251933,87.8791
0.784647,316.780082347,365.714928787,-92.5473,79,39.5072,89.3645854271,89.4185027845,3.19952311125,49.0482,79,59.0429549189,89.3512,943.722611704,148.147255689,105.986702811,105.405053783,33.2659,110.239271173,231.926765909,89.4326
0.772125,319.25720466,516.901276861,-93.932,80,39.692,90.7398494303,90.8013035601,3.19432617658,49.416,80,-1.94089252915,90.7258,984.275191806,189.953050958,-51.7979587303,176.071866173,33.1434,97.6724577509,118.451500976,90.8076
0.763839,354.089542304,316.828623343,-95.0726,81,39.8886,91.8583204074,91.9217133136,3.24922729283,49.8018,81,122.559329262,91.8415,1223.8914349,194.041499413,-5.66156105666,110.393718925,34.4352,108.890975671,94.3967703332,91.9317
0.764398,319.714556225,776.271355608,-96.2141,82,40.033,93.0341901143,93.0959755079,3.29966672556,50.1549,82,151.813925803,93.0166,527.366183759,79.0358457397,152.747944602,225.477923323,36.022,116.298721371,419.346396125,93.11
0.761639,329.979356074,324.122811871,-97.6089,83,40.2625,94.4253931053,94.4891426053,3.21005655485,50.4885,83,94.7404354709,94.4131,617.02061565,107.107513165,39.5225948876,100.831942603,31.7409,128.335279129,166.823549291,94.5049
0.762673,296.288139944,273.764749174,-98.9545,84,40.4516,95.6992089535,95.7660774357,3.31202019312,50.7854,84,157.873216648,95.6824,512.481274732,98.0296640994,2.49170309773,90.4770869679,34.9985,115.171261929,98.7646593685,95.7861
0.767789,362.015545676,354.606767938,-100.365,85,40.6716,97.1239599532,97.1822912966,3.33227090351,51.0884,85,35.5917741736,97.1089,892.602855196,128.556426437,0.513815395934,149.53080398,34.6718,125.012004769,147.74803398,97.2014
0.780636,257.140553463,396.202817993,-101.712,86,40.8324,98.4447401177,98.5029857469,3.53265082231,51.5358,86,78.4540566015,98.4265,501.723048684,86.0742762801,16.2601467638,125.432548527,41.6747,105.666324085,188.962072444,98.528
0.804829,372.028479012,388.386019387,-102.82,87,40.9993,99.6267124908,99.6830995234,3.46443256195,51.8234,87,124.699983548,99.6132,555.235707131,110.06000608,1.0716595731,136.602589989,40.0355,149.224523227,123.652988545,99.702
0.827339,644.705943902,196.277176205,-103.773,88,41.2783,100.595136709,100.647553807,3.46299562558,52.1706,88,161.640037521,100.579,981.55438793,287.827152024,-7.35899960177,69.7026092146,36.8122,102.362222069,46.5215266543,100.663
0.763827,309.169921285,575.166417906,-105.024,89,41.4277,101.781831374,101.835395038,3.54768977827,52.4688,89,-0.624224787179,101.768,844.308289406,205.660204242,23.7870957101,206.465234348,41.6684,59.4569923357,243.711467469,101.859
0.857432,655.893331501,432.904688068,-106.241,90,41.6389,103.076129498,103.128093886,3.51364215127,52.7896,90,174.865918576,103.056,1074.62039785,317.967992131,4.88387114814,154.390673794,39.2816,108.592489555,181.059039355,103.144
0.787856,416.381702598,350.175761645,-107.249,91,41.8037,104.027736437,104.086827221,3.57978431149,53.1282,91,7.59611180969,104.011,957.112919585,159.081809383,-18.5129535737,127.59408226,39.7309,121.880583383,68.4237391429,104.111
0.76473,409.48097288,864.001803857,-108.514,92,41.9731,105.236577664,105.288135595,3.56217000263,53.4433,92,-43.0458204309,105.222,1175.64707205,325.777230577,5.15847378803,275.843951527,39.9319,62.062540765,239.041026157,105.312
0.814682,263.618744476,218.785232662,-109.346,93,42.1357,106.085286643,106.142626206,3.59400198408,53.7501,93,165.871077541,106.072,510.593268138,70.0314473362,6.73774003946,75.5194552801,42.7941,119.653216437,127.712980795,106.171
0.793964,339.381140344,441.089030793,-110.995,94,42.2833,107.723481937,107.778368375,3.59656440043,54.0481,94,205.519280315,107.703,632.505193875,111.797906553,122.995810988,115.723383218,41.6316,121.56583029,304.036311174,107.803
0.788651,495.386447123,497.866246979,-112.275,95,42.4809,108.975037499,109.024279572,3.60515659103,54.3285,95,263.186988381,108.964,849.677570266,145.608129426,28.4438466571,134.395392755,42.6452,130.674842274,198.430520546,109.049
0.829933,455.467823243,450.622094714,-113.355,96,42.6086,109.955738147,110.005267378,3.724307537,54.6879,96,179.756449059,109.931,770.771655858,180.107652646,1.165152411,171.577185129,46.9667,154.072393487,163.069544179,110.03
0.847774,656.001170829,543.13588341,-114.903,97,42.7794,111.569362909,111.621215125,3.75112150352,55.0192,97,206.464986748,111.554,860.235710029,196.326329303,57.8934305422,159.195093419,46.7629,88.8008684441,342.096461271,111.651
0.813955,209.613462018,555.040516705,-116.15,98,42.9697,112.86096268,112.911914602,3.72736051949,55.287,98,123.986034945,112.845,559.834384867,96.620145354,17.010676337,196.033313321,46.4944,92.4704244748,280.196352475,112.94
0.83395,550.898690417,904.471117312,-117.248,99,43.1521,113.806881718,113.854762506,3.74642637204,55.5485,99,305.182765667,113.789,744.567913413,78.3231342341,1.20500577382,290.374144593,46.7248,173.962602945,207.682971186,113.88
0.83239,265.658980919,900.036141276,-118.687,100,43.3381,115.288501665,115.337831513,3.74426962247,55.8371,100,133.709185791,115.273,427.591477014,82.3273395899,48.1196647472,292.201943716,45.4826,128.660173712,289.230336515,115.368
0.783647,401.339039177,786.219529468,-119.915,101,43.5689,116.476326978,116.523392916,3.78334577633,56.1047,101,253.597247215,116.454,639.151530128,71.0629905584,0.271946852405,260.670907333,46.1553,132.47985801,243.966012446,116.547
0.837068,413.527019112,323.304171649,-121.283,102,43.7182,117.855561148,117.90106243,3.75533032193,56.4245,102,276.63595146,117.841,652.354144315,92.4471826936,3.98647826792,130.83359338,45.5766,163.522507228,160.042982125,117.917
0.800299,408.900277917,655.839181892,-122.34,103,43.8736,118.832090694,118.880879014,3.88172650432,56.7109,103,150.501343601,118.811,732.576402286,139.174538675,3.09205427015,218.046016592,51.3481,133.863902985,300.023598287,118.908
0.824769,372.398188862,432.45819999,-123.777,104,44.0896,120.274176136,120.327491305,3.83708664034,57.0056,104,169.501488523,120.254,512.929887552,61.75156878,3.44753731233,145.646391596,48.7649,147.492407084,173.276404342,120.347
0.868319,265.810666282,521.669175625,-124.871,105,44.3033,121.292353932,121.345384397,3.8820161961,57.2875,105,150.979575771,121.273,436.863245939,69.6708651958,0.603393742097,150.650928467,50.1987,133.708618338,146.557276857,121.376
0.845682,348.958502368,274.181843321,-126.348,106,44.501,122.844320267,122.890357264,4.02773835197,57.588,106,156.155825415,122.828,679.678797686,149.103566401,38.9678434296,79.2382176916,57.7399,137.496818603,189.827195275,122.928
0.836897,575.10441545,310.128057136,-127.71,107,44.6677,124.180253822,124.220990302,3.96181742201,57.818,107,323.686626366,124.162,990.818003898,120.871098188,31.1049064659,109.197009729,53.6889,144.689526848,153.962963937,124.241
0.863568,528.811734805,410.479783764,-128.383,108,44.8123,124.977586868,125.024100117,3.97491020142,58.1062,108,434.940314634,124.959,606.037454509,44.9112797935,-1.19934324828,153.052118576,54.1126,175.063483567,174.064865971,125.052
0.851203,401.936936777,395.524945592,-129.801,109,44.9976,126.149915267,126.189208944,4.02712472546,58.3422,109,191.006814014,126.132,596.068216051,105.132374404,0.258151671131,156.519726888,55.3976,146.303270984,166.379878621,126.225
0.842585,358.815688192,472.44347624,-131.215,110,45.1421,127.705436677,127.750084834,3.97025397983,58.6057,110,128.770409578,127.68,737.577970127,148.882476675,47.6735360198,163.727611275,54.2154,139.825397201,278.724848249,127.772
0.807243,268.892609171,327.015058097,-132.311,111,45.3567,128.736352727,128.779897064,4.04798965156,58.8548,111,47.9896078805,128.72,726.607103138,178.825797193,13.1851402416,110.536148383,55.9031,90.1130542655,154.999525276,128.814
0.857407,563.128509391,610.17317485,-133.625,112,45.5269,130.034736469,130.07776873,4.03560788019,59.0424,112,40.9230023498,130.021,883.951096734,204.237427254,-0.724314390396,214.154136071,53.065,136.327468381,151.125371229,130.107
0.837211,384.838501221,361.109681386,-134.624,113,45.7491,131.062883567,131.105492649,4.13204832795,59.3071,113,172.330447207,131.045,891.630023804,154.308535876,-7.43350165897,111.283257506,59.5717,145.628248451,108.093331031,131.13
0.866302,432.179826657,370.31046097,-135.867,114,45.9127,132.245750711,132.285036955,4.15849048306,59.553,114,231.957686177,132.221,582.00842811,74.2041032772,57.5837259562,121.44167141,58.996,147.472900069,260.305068174,132.306
0.882301,594.155427562,396.051294863,-137.141,115,46.0503,133.557845782,133.598194513,4.22037839598,59.818,115,202.385500591,133.539,1042.51444105,254.082502213,2.19507332173,142.242470631,61.0255,168.644631698,189.589511391,133.632
0.863983,494.992327081,536.76952886,-138.414,116,46.2617,134.78169648,134.818447905,4.16878350448,60.0799,116,191.081324929,134.754,752.796262589,165.816244867,-0.564787028933,177.514335904,57.8314,155.604747118,206.507401911,134.846
0.865452,595.280042624,652.109139002,-139.616,117,46.3934,135.994206449,136.032506717,4.1422067869,60.3247,117,21.2209687847,135.976,1096.99453083,322.693090431,4.26535134054,215.981126696,58.3864,133.781548167,253.256673278,136.061
0.820049,327.409762023,240.675677357,-140.364,118,46.5216,136.767288423,136.8061364,4.2083016816,60.5608,118,54.5821737635,136.749,923.202270222,241.152669084,0.320485326493,86.5747752639,62.599,92.4354320845,133.48007859,136.836
0.914304,721.730564106,688.521310361,-141.621,119,46.71,138.03749854,138.076491383,4.22207872086,60.8298,119,202.642852189,138.017,1098.12819269,184.246268918,205.250849329,175.423870534,64.0052,187.46453126,345.436884101,138.111
0.883069,419.854557668,317.713748085,-142.991,120,46.884,139.266031954,139.308909959,4.21420278948,61.0598,120,182.904219921,139.251,741.933434298,120.695197863,28.4501539498,106.124743707,59.3458,150.907701533,184.757016077,139.33
0.81723,527.561859589,454.591894536,-144.578,121,47.0722,140.852842441,140.894009048,4.21250013339,61.3166,121,119.033831486,140.833,1291.74975642,305.132614238,30.4133026436,125.589467765,61.201,137.214442101,169.981755206,140.926
0.825352,491.296682354,434.96583443,-145.755,122,47.1982,142.031923357,142.072916031,4.34906134182,61.5723,122,171.832950219,142.014,966.34002099,197.727555398,2.1182705335,160.925553479,68.2325,146.143958141,163.021574902,142.107
0.837212,619.716285066,259.684699649,-146.862,123,47.3824,143.15622316,143.197701349,4.24750037511,61.7766,123,122.138813497,143.13,1066.59639108,231.004187045,17.6218649114,83.6929294534,62.7123,152.513424263,143.985164283,143.215
0.883763,600.364663814,395.798973629,-147.958,124,47.5147,144.204211477,144.240815593,4.36619698679,62.0491,124,257.958068642,144.18,822.083151885,156.550073629,170.074210459,75.6422440768,65.6248,167.396168734,314.327762115,144.271
0.853523,408.442070278,457.377668902,-149.447,125,47.7083,145.76667354,145.808506597,4.33332954097,62.2879,125,135.945061798,145.753,1334.07729815,237.102601293,0.260699270994,157.924554579,63.1073,145.370660556,207.264256469,145.838
