StdReturn,AverageDiscountedReturn,PolicyRegParamNorm,MaxEsReturn,MinReturn,AverageY,MinEsReturn,AverageQ,AverageQLoss,AverageAbsQ,AverageEsReturn,AverageAbsY,Iteration,Epoch,AverageAbsQYDiff,QFunRegParamNorm,AveragePolicySurr,AverageReturn,AverageAction,StdEsReturn,MaxReturn
15.7001178314,7.87499516027,11.78,-118.946565688,82.9853802142,1.78366664358,-274.371550441,0.647637,2.1929,0.711513,-200.983519121,1.78366664358,9,9,1.31215223541,11.5825,-1.04606,111.847341421,0.209578,43.6964761144,139.887057154
1.46449551389,-61.2466687358,12.4876,-202.996274565,-601.80434293,0.943433440035,-202.996274565,0.927786,0.240084,0.927866,-202.996274565,0.943435768625,10,10,0.3346581601,11.8535,-1.47484,-598.977512666,0.99561,0.0,-596.44828539
39.2654259241,-2.49256279047,12.6643,-228.747325974,-80.2589225287,0.829201569739,-228.747325974,0.825004,0.0347523,0.825004,-228.747325974,0.829205879789,11,11,0.142286974559,11.8721,-1.05319,-12.8319517804,0.9967,0.0,56.6003073574
210.582616466,-65.6645202691,13.2979,-308.494708092,-997.620035017,0.852655584119,-308.494708092,0.851382,0.0149349,0.851382,-308.494708092,0.852660538914,12,12,0.0936212296861,11.8335,-0.901082,-591.995168836,0.981641,0.0,-272.924682292
1.12631277938,-55.6229514757,14.0458,-418.668895079,-595.071080633,0.902225597359,-418.668895079,0.899942,0.0133864,0.899942,-418.668895079,0.902227697779,13,13,0.08876051907,11.7866,-1.14853,-592.931439303,0.994983,0.0,-591.540435716
5.68245270354,-78.561602619,14.3911,-461.211962679,-768.107619713,1.09497071074,-461.211962679,1.09342,0.00937232,1.09342,-461.211962679,1.0949747417,14,14,0.0732951016651,11.7528,-1.26334,-757.770057509,0.992994,0.0,-748.845177836
0.854193705484,-60.4307878615,14.8078,-463.799798573,-601.325887287,1.22489820624,-463.799798573,1.2236,0.00719176,1.2236,-463.799798573,1.22490196839,15,15,0.0604459898802,11.6947,-1.34578,-599.985657392,0.999017,0.0,-598.447510141
1.21628524063,-64.9330298505,15.7163,-509.411893077,-608.278399262,1.26336364325,-509.411893077,1.26285,0.00390789,1.26285,-509.411893077,1.26336720469,16,16,0.0414651147394,11.636,-1.28785,-605.166648929,0.999979,0.0,-604.031798489
1.55383181746,-63.8195561935,15.9576,-475.93126552,-607.525257946,1.2815930756,-475.93126552,1.28105,0.00315545,1.28105,-475.93126552,1.2815963693,17,17,0.0359955250751,11.6087,-1.34357,-603.895437982,0.99998,0.0,-602.266600778
2.55605513739,-63.7704793916,16.0463,-383.193327489,-607.876902443,1.31460012689,-383.193327489,1.3142,0.00290671,1.3142,-383.193327489,1.31460442404,18,18,0.0302103981306,11.5977,-1.32198,-603.762398917,1.0,0.0,-600.998895538
1.79432154022,-63.2581976335,16.2091,-364.337143714,-605.886701955,1.28797680853,-364.337143714,1.28768,0.00273669,1.28768,-364.337143714,1.28798220776,19,19,0.0257731115248,11.6322,-1.27674,-603.280811054,0.999998,0.0,-600.459701803
29.0517282457,-62.1231514905,16.9893,-312.168379042,-693.860198115,1.2587334126,-312.168379042,1.25857,0.00218765,1.25857,-312.168379042,1.25873885451,20,20,0.0223250156092,11.7499,-1.25949,-639.480826589,0.990513,0.0,-595.470898196
0.981635347511,-54.0471582198,17.544,-339.428529957,-595.728877428,1.25033763926,-339.428529957,1.25015,0.00178646,1.25015,-339.428529957,1.25034177524,21,21,0.0190466994701,11.8312,-1.26828,-593.623452815,1.0,0.0,-591.925320316
4.76337695693,-60.8865703803,17.7869,-491.696471799,-614.145510027,1.24837624371,-491.696471799,1.24822,0.00157615,1.24822,-491.696471799,1.24838135926,22,22,0.0174514316849,12.0373,-1.26826,-603.819320752,0.999891,0.0,-598.029382943
32.1584161412,-47.419480903,18.1292,-460.289420233,-879.1540975,1.23532918228,-460.289420233,1.23516,0.00248173,1.23516,-460.289420233,1.23533929351,23,23,0.0179601195094,12.3247,-1.24094,-847.137037612,0.995432,0.0,-776.791722197
78.1494120835,-64.6259058124,18.4519,-443.540446942,-734.842577681,1.22096885353,-443.540446942,1.22084,0.00193512,1.22084,-443.540446942,1.22097801576,24,24,0.0158248436385,12.5474,-1.22551,-580.371121356,0.992311,0.0,-488.620555159
88.3275693252,-96.6718244901,18.9018,-397.684368098,-1040.22644362,1.20502542025,-397.684368098,1.20489,0.00181205,1.20489,-397.684368098,1.20503485833,25,25,0.0152077403124,12.7834,-1.21203,-834.84984752,0.990538,0.0,-716.248259761
3.3586346031,-58.4662893728,18.8952,-628.786720007,-601.727013423,1.19292848041,-628.786720007,1.19282,0.00170621,1.19282,-628.786720007,1.19293556985,26,26,0.01467335338,13.1448,-1.20453,-598.20860722,0.999983,0.0,-592.023055975
18.1029992418,-51.5101009472,19.0952,-469.510560698,-626.499676772,1.1816451184,-469.510560698,1.18157,0.00153231,1.18157,-469.510560698,1.18165119301,27,27,0.0129875546001,13.4894,-1.18805,-590.507231693,0.999783,0.0,-568.356636422
14.6794547748,-52.5361779115,19.2413,-357.264077148,-618.614835403,1.16849142639,-357.264077148,1.16836,0.00150335,1.16836,-357.264077148,1.16849706921,28,28,0.0130683586598,13.8955,-1.17301,-591.382979787,0.999851,0.0,-571.186085415
1.65937164779,-56.0174089475,19.4935,-389.652659668,-598.643219604,1.15442967602,-389.652659668,1.15435,0.00126219,1.15435,-389.652659668,1.15443582113,29,29,0.0120624219697,14.1935,-1.16406,-595.715460589,0.999993,0.0,-592.606721881
30.6380061394,-69.5608403918,19.5575,-522.674190958,-664.519141342,1.15265422777,-522.674190958,1.15255,0.00135741,1.15255,-522.674190958,1.15266135439,30,30,0.0131508504032,14.5953,-1.16151,-618.259295348,0.99954,0.0,-570.465673061
11.3921289772,-96.8713086954,20.0871,-483.802222435,-992.647793439,1.14043608633,-483.802222435,1.14032,0.00158569,1.14032,-483.802222435,1.1404426503,31,31,0.0130542759726,15.033,-1.14589,-974.31970224,0.994584,0.0,-958.569307202
36.5967639278,-64.6298113705,20.5079,-455.636496302,-674.899784007,1.12606997478,-455.636496302,1.12599,0.00127964,1.12599,-455.636496302,1.12607695267,32,32,0.0122168126952,15.374,-1.12938,-602.983815539,0.999236,0.0,-550.198680916
68.6515581436,-47.681181182,21.2399,-408.43322509,-876.375619989,1.11090248028,-408.43322509,1.11081,0.00134064,1.11081,-408.43322509,1.11090995682,33,33,0.0127454222292,15.7936,-1.12105,-783.068270429,0.993253,0.0,-661.875513832
32.074333366,-50.7254113109,21.5747,-565.102322677,-631.697139304,1.10443907426,-565.102322677,1.10434,0.00117751,1.10434,-565.102322677,1.10444481659,34,34,0.0135246535445,16.1523,-1.11898,-580.376561595,0.997839,0.0,-542.852980856
129.646753849,-92.4092890376,21.676,-590.967894402,-986.461494789,1.09613596623,-590.967894402,1.09604,0.000950963,1.09604,-590.967894402,1.09614007154,35,35,0.0131203627011,16.4937,-1.09659,-805.328710148,0.992266,0.0,-634.372872386
110.646208225,-104.485336357,21.7894,-431.814626279,-922.411567248,1.0748577555,-431.814626279,1.07477,0.00136911,1.07477,-431.814626279,1.07486304976,36,36,0.0134599812789,16.8997,-1.07311,-715.216595686,0.997988,0.0,-598.472729504
1.53720345855,-62.6080896165,21.9128,-505.789588605,-604.840070156,1.05900458664,-505.789588605,1.05885,0.00165166,1.05885,-505.789588605,1.05901763552,37,37,0.0141858161819,17.277,-1.06917,-602.684286639,0.999884,0.0,-599.792973067
1.95042164052,-62.3420230078,22.0759,-359.887744264,-606.236560272,1.05221179343,-359.887744264,1.05213,0.00117699,1.05213,-359.887744264,1.05221855793,38,38,0.0121147573918,17.5903,-1.05868,-602.418633381,0.999955,0.0,-600.438931439
41.1427351585,-45.5588222417,22.2885,-368.926319315,-645.529971576,1.0418867447,-368.926319315,1.04183,0.000932501,1.04183,-368.926319315,1.04189356723,39,39,0.0107505670006,17.7957,-1.04375,-590.90331758,0.988909,0.0,-536.756431598
57.7306570663,-69.1331150127,22.6936,-226.193244539,-776.915817293,1.03251499931,-226.193244539,1.03244,0.00097201,1.03244,-226.193244539,1.03252185064,40,40,0.0117406587339,18.1885,-1.04077,-703.059424011,0.988392,0.0,-604.382504508
