AverageAbsY,AverageQLoss,PolicyRegParamNorm,StdReturn,AverageAbsQYDiff,MaxEsReturn,AverageQ,AverageAction,MinEsReturn,AverageAbsQ,AverageReturn,Iteration,MaxReturn,AveragePolicySurr,QFunRegParamNorm,Epoch,AverageEsReturn,StdEsReturn,AverageDiscountedReturn,MinReturn,AverageY
469.00869043,824.029,121.483,302.702931111,9.9335480884,290.126437652,468.825,0.741602,5.226459737,469.447,779.306074943,1110,1192.19989585,-481.37,303.627,1110,35.7984442562,58.3429942672,157.870823797,69.5200504677,468.836641902
469.242725607,827.827,121.52,308.455805053,9.99573217798,187.908203584,469.081,0.680596,5.60373643248,469.654,515.483029271,1111,1190.10201685,-481.64,303.811,1111,31.3599666974,37.2143501766,143.141808666,114.184016766,469.098507774
469.488087009,842.968,121.566,231.353100452,10.0435068416,76.7562181789,469.317,0.740492,5.68884708769,469.9,694.764858062,1112,1307.85485798,-482.053,304.027,1112,21.6464655757,18.3344688492,171.547188571,359.883167639,469.330343183
470.457139246,877.063,121.606,290.777184242,10.0595500584,242.449338651,470.282,0.777347,5.49492988225,470.879,667.668940348,1113,1224.81492076,-482.888,304.215,1113,38.2218015899,50.6773389486,174.500678896,158.86936784,470.284634253
470.07028235,893.3,121.644,172.201536605,10.2977447887,260.831473376,469.872,0.823374,5.59740019467,470.463,1090.85711579,1114,1335.04413543,-483.091,304.421,1114,36.9610610221,51.8338257672,193.022768113,654.355629854,469.888213565
470.263979911,849.622,121.744,248.605584576,10.1679500149,472.650997829,470.082,0.81669,6.29833146051,470.711,977.578532735,1115,1626.70849102,-483.252,304.591,1115,44.14650183,93.4052715196,196.509305733,455.73384011,470.074546396
470.805577998,906.039,121.737,245.735323035,10.366882477,268.239284663,470.607,0.793553,5.6906352657,471.243,610.713407917,1116,1115.80004798,-483.823,304.806,1116,41.7786814254,58.1553984995,178.418624605,360.521013712,470.624377397
471.27270477,864.878,121.831,174.356853363,10.2432160538,384.266960459,471.085,0.737439,5.79529124382,471.71,526.200299985,1117,1154.67880095,-484.565,304.996,1117,34.7439422464,63.8767836887,153.987449203,377.063268663,471.095902899
471.599232593,900.428,121.872,237.764165019,10.3910220323,99.3234452807,471.387,0.735041,5.61689975488,472.008,824.659270445,1118,1141.77546804,-484.796,305.182,1118,29.8162979058,26.6399537713,172.879721128,413.932171911,471.403571834
472.277930664,817.542,121.906,306.066642327,10.0441281688,653.616129537,472.087,0.718836,5.7522867907,472.678,672.715437745,1119,1785.74827385,-485.437,305.397,1119,43.4459570382,104.856092799,165.757351473,154.383743837,472.093149429
473.607103258,921.985,121.939,269.670297191,10.4908264199,681.866253829,473.433,0.750102,5.96546525392,474.047,638.444674292,1120,1345.26878764,-486.786,305.566,1120,68.6283795821,133.781501106,164.957935413,326.941568715,473.436620711
473.595737369,823.656,121.994,198.547040213,10.0855316908,292.148402988,473.415,0.720425,5.63063594571,474.033,652.891125735,1121,1140.30395121,-486.729,305.723,1121,32.230218822,51.1902514195,174.1772533,346.970098229,473.428029042
474.625849747,888.4,122.054,207.609800749,10.2748942634,101.480814714,474.484,0.685683,5.9167443381,475.05,713.539108609,1122,1242.24641794,-487.792,305.858,1122,22.5421212748,24.6204583714,155.034945487,397.302185472,474.490756306
475.037023594,847.573,122.119,100.44545977,10.2385941128,115.549285686,474.879,0.652868,5.61941728246,475.471,148.906768558,1123,832.004213181,-488.437,306.069,1123,22.9838786142,24.0022092671,86.9050643467,118.871302842,474.891723066
475.1292064,879.05,122.177,288.11789556,10.4072475647,393.611980931,474.978,0.733471,5.78484237827,475.587,682.530101838,1124,1402.93649657,-488.484,306.25,1124,38.1020724962,67.6048403527,164.727521519,144.965701457,474.979483568
475.722878802,898.576,122.204,227.940680383,10.4152240321,164.00951406,475.575,0.691249,5.09953676129,476.173,647.094934322,1125,1231.99957786,-489.077,306.389,1125,25.2655589782,37.4689688919,168.01505514,277.702840389,475.581183591
476.965733213,905.007,122.249,164.264752076,10.2960651943,169.895049701,476.815,0.700437,3.79471886504,477.381,575.875757875,1126,1113.2145302,-490.277,306.579,1126,26.4500769767,36.0014738966,164.544096396,381.303493718,476.820644379
477.345273198,852.316,122.289,178.549792256,10.2121996471,298.200202631,477.177,0.665946,6.04436631432,477.811,375.387267125,1127,823.999602045,-490.726,306.768,1127,49.4386486667,68.4072232734,129.437295492,176.947022933,477.19125923
478.079047775,905.878,122.336,218.702501024,10.5849990109,505.554709815,477.902,0.723912,5.62415223316,478.518,619.639682725,1128,1155.223935,-491.431,306.936,1128,58.5914598617,106.474842021,166.095443532,177.650326116,477.916944631
478.796293981,878.952,122.35,270.1337768,10.2396551291,249.348536194,478.596,0.71521,5.592862953,479.23,555.183182247,1129,1277.99695474,-492.333,307.071,1129,30.6173487355,45.0492648674,148.798683044,200.114785485,478.61888192
479.44752547,892.087,122.4,91.4754172189,10.3137298023,365.910531317,479.266,0.677421,5.85721655554,479.882,560.893240977,1130,982.75226583,-492.489,307.239,1130,28.609815546,51.969425338,167.630290085,454.313416831,479.254910548
479.017533481,884.385,122.453,243.857518489,10.3763473684,131.170690118,478.821,0.690761,5.49875996253,479.455,497.657629282,1131,1307.24304913,-492.37,307.475,1131,26.4523802684,26.8841249961,151.04832596,156.011283268,478.825251968
479.553030444,880.795,122.483,122.137366125,10.3560037927,437.370855005,479.367,0.586247,4.76205069344,480.003,220.937897178,1132,568.946424927,-493.019,307.658,1132,42.9136488217,75.0943526013,105.98048878,151.14500508,479.369342368
480.417430863,900.863,122.502,74.7785606477,10.3816924146,210.375169774,480.211,0.677288,5.82883154953,480.883,569.452103824,1133,829.628115336,-493.863,307.771,1133,24.5714330114,34.7694024274,152.993018949,249.90341606,480.23649063
480.701862095,897.789,122.547,506.080966747,10.4446108006,213.821266007,480.503,0.710178,6.52305151116,481.126,743.854108351,1134,2199.3395186,-494.203,307.991,1134,30.8324541344,37.94645136,149.260246112,222.132217639,480.516321017
480.999207784,932.646,122.564,425.371227096,10.6287437937,171.618847283,480.813,0.794996,6.30381684316,481.449,1071.59459248,1135,2037.69174312,-494.9,308.207,1135,28.6897706318,33.0305254565,188.294798879,393.280195674,480.813837835
480.920594986,902.909,122.585,281.858183959,10.3533925959,221.628442329,480.702,0.733488,5.64735371975,481.35,664.820335603,1136,1203.65467757,-494.459,308.391,1136,33.7752374492,42.2545881866,163.400224033,236.581345868,480.713505993
481.991765898,925.631,122.612,216.093145586,10.3983949899,302.741184249,481.769,0.740561,5.81295013053,482.43,839.84683163,1137,1228.77749854,-495.296,308.629,1137,36.2652728697,54.7987334617,178.828923413,399.95176217,481.792184838
482.649871122,957.488,122.653,364.544076214,10.5758589322,364.212989857,482.429,0.774963,5.76104462873,483.097,946.818044089,1138,1803.51847607,-495.967,308.84,1138,42.1999387031,60.6261148807,182.12626547,454.10871217,482.442865235
482.415999359,922.948,122.678,242.901139488,10.4125984425,180.585384741,482.218,0.734806,5.64456696995,482.859,574.741898102,1139,1160.50480283,-495.559,309.007,1139,28.319036619,32.1120317366,154.793821131,210.163829555,482.216675139
482.991175814,947.517,122.695,262.760057758,10.6346922192,381.307713886,482.77,0.769422,5.71084384458,483.417,768.988056129,1140,1242.69527281,-496.691,309.205,1140,52.1903546046,75.8207243774,167.144470269,217.220042508,482.781225369
483.251490245,939.917,122.732,226.78513326,10.6930802352,243.862377743,483.048,0.666202,5.91915002076,483.727,299.456482678,1141,1412.25826245,-496.89,309.415,1141,35.0094083678,53.552741993,117.655865872,181.109118152,483.049330021
483.048517947,975.718,122.799,338.167979516,10.6628159645,139.997326282,482.823,0.775339,5.42031173686,483.521,1240.16021374,1142,1923.19288976,-496.862,309.596,1142,29.2562373305,30.242802254,180.065098767,512.796841162,482.84433377
484.176325044,914.487,122.84,130.760903459,10.386019861,184.068797083,483.99,0.796799,5.45580165792,484.632,940.600398683,1143,1166.62162133,-497.951,309.772,1143,26.976740729,36.0196717072,189.463039774,713.273763222,483.992541551
483.613502559,860.721,122.895,255.836606573,10.3148237507,142.11682946,483.411,0.754559,6.58295496197,484.106,977.476297995,1144,1423.25263295,-497.465,309.954,1144,36.3410291534,34.8589380631,175.931872153,483.216824117,483.422767297
485.440430638,851.38,122.933,232.468086958,10.2001209887,671.407998685,485.242,0.754218,6.54055960246,485.86,1055.29773662,1145,1622.30701878,-498.996,310.12,1145,73.1298954842,145.137723169,177.983393363,722.851485878,485.25174499
486.00629382,910.772,122.944,197.964298448,10.4342772784,843.023852787,485.831,0.765781,5.82224896861,486.449,952.286611403,1146,1384.45867553,-499.295,310.278,1146,70.8785673336,162.235372616,177.496161731,588.814190576,485.843432054
485.579620499,933.432,122.999,280.059000407,10.5828860697,336.264935379,485.395,0.703788,5.66666699711,486.061,814.334443418,1147,1412.84969585,-499.438,310.482,1147,32.8506359244,54.8072850881,146.311358388,521.448156766,485.408514083
486.616784653,916.243,123.047,276.596619891,10.588487868,166.704023038,486.464,0.721907,5.69662920208,487.095,685.333172875,1148,1551.24427612,-500.507,310.64,1148,25.8023175685,29.1508773444,151.650085568,441.279150736,486.446516904
487.299029376,932.602,123.065,182.420345863,10.603111788,340.846713034,487.119,0.746061,5.40670047569,487.731,587.048030279,1149,1089.91153601,-501.163,310.882,1149,38.3522121867,68.3593473869,158.361338379,210.9811786,487.137477911
487.6352333,977.814,123.096,396.766702898,10.7466082168,333.706133703,487.426,0.728723,6.69186175866,488.076,866.603022633,1150,2361.36514692,-501.381,311.023,1150,37.5117907666,55.5505388542,181.577004326,287.8839812,487.445490658
488.343936865,948.675,123.119,218.198987175,10.6469947883,406.199106075,488.173,0.709971,5.66064311303,488.785,548.54564995,1151,1187.42377191,-502.158,311.192,1151,50.3063711596,94.6118683554,146.863716176,176.350782697,488.184332349
488.76596125,917.678,123.164,200.647977411,10.497491229,266.696454797,488.584,0.72409,5.98245351863,489.227,659.869920938,1152,1417.36593801,-502.634,311.385,1152,33.5258389274,48.4878590104,158.160793586,395.413029994,488.5850642
488.930697689,950.144,123.192,300.492803164,10.6214948728,222.168800787,488.737,0.718944,3.4097626645,489.358,511.254329848,1153,1200.49125196,-502.859,311.584,1153,24.4648231182,34.9924658111,137.7287881,179.627104608,488.754019622
489.659828375,961.176,123.224,179.064514642,10.6288612585,615.12980051,489.465,0.707251,5.7105070219,490.13,721.448345564,1154,909.493840749,-503.51,311.767,1154,61.8260294661,121.180549962,164.945680191,261.32838784,489.468350152
489.553831392,979.744,123.264,240.986498647,10.6402852576,421.380831965,489.346,0.734903,6.0200311769,490.027,757.667203418,1155,1273.81696395,-503.485,311.987,1155,63.5531265406,110.071117863,165.06786368,399.736568408,489.369768808
489.381632777,945.085,123.284,224.552505195,10.5309482892,258.726267792,489.174,0.724431,5.47401536567,489.851,626.187940625,1156,1051.60491609,-503.525,312.21,1156,28.546830501,44.2480243704,156.925451943,363.015045843,489.172132207
490.717587006,987.62,123.375,172.931231409,10.6068750093,421.107288878,490.518,0.67857,5.40075688569,491.162,671.833130376,1157,1107.09504007,-504.541,312.43,1157,52.3014798328,89.7134334836,148.946413762,261.691226559,490.530026288
490.687486111,955.239,123.413,168.895065537,10.6745759769,119.252205363,490.483,0.739786,5.37103361176,491.166,581.251433799,1158,1088.39652187,-505.014,312.651,1158,22.1213642095,22.6337785277,148.584107866,402.525623452,490.489954875
491.086762311,941.804,123.459,134.897507142,10.7249991449,446.274200662,490.854,0.711262,5.78480039869,491.517,536.937323,1159,1080.83261709,-505.349,312.85,1159,40.1096281333,73.2554138833,168.997712377,187.157354904,490.858083986
491.678360781,978.499,123.489,258.004657342,10.745853165,83.5052935803,491.452,0.734605,5.61305794712,492.121,701.839567523,1160,1140.01993236,-505.872,313.007,1160,24.8549326661,23.3634879603,170.143399262,322.705574683,491.457606069
492.195795476,984.122,123.542,217.889749647,10.7902091577,238.962743943,491.968,0.719669,5.44852655713,492.616,577.720546493,1161,1148.53769946,-506.412,313.18,1161,31.9099644564,46.7462632693,169.043660191,155.980107284,491.986179483
493.041528241,990.163,123.546,239.113572607,10.8547779744,168.47753828,492.843,0.748852,5.72382766681,493.514,767.599605524,1162,1553.82742317,-507.186,313.368,1162,27.3105393708,34.4428187458,159.466558044,462.854096835,492.833140375
492.665217669,1012.28,123.608,219.710398018,10.7590615467,285.352246353,492.434,0.733589,7.05103663054,493.11,755.066303425,1163,1159.48305217,-506.951,313.594,1163,58.8946408031,67.8928423264,160.66612537,242.785278394,492.450390959
493.272355592,968.502,123.68,192.300185843,10.7829786981,394.858792072,493.043,0.711757,5.39117297454,493.746,631.445053222,1164,936.542680556,-507.812,313.746,1164,52.4509216544,87.4923415799,159.74451658,388.489251984,493.061021212
494.02282008,974.082,123.69,159.722529074,10.6415194364,388.69271755,493.821,0.723303,5.91450075467,494.51,678.572655322,1165,934.831480634,-508.511,313.964,1165,40.3684286519,70.0046369959,154.546626209,399.777251172,493.819104444
495.740002902,997.178,123.698,214.621930632,10.8431541119,440.900810055,495.539,0.730638,5.32778667811,496.221,647.801655731,1166,1120.22311359,-510.014,314.146,1166,43.3736019659,80.0660859333,152.04685397,406.67125293,495.564519902
496.060526241,1028.47,123.725,139.998649644,10.959011879,492.672402173,495.894,0.708629,6.63697770775,496.546,613.353760022,1167,1041.37329575,-510.454,314.323,1167,35.3872190759,75.4072968215,171.673347112,264.877095687,495.896610289
495.710960784,959.982,123.749,337.246001151,10.6673029773,176.622470217,495.523,0.761061,6.49620120953,496.212,823.43068473,1168,1610.28760925,-510.103,314.493,1168,28.2622110884,32.531907645,147.20364833,380.837576634,495.528179927
496.305468293,1020.12,123.779,240.641810637,10.9605834201,197.749739588,496.093,0.751929,6.85696533509,496.775,581.890187496,1169,1473.55063214,-511.052,314.707,1169,40.6334396774,43.1249921629,154.998190631,178.054682889,496.106700225
496.763309415,1022.68,123.826,221.01345365,10.960914365,135.464167397,496.547,0.704725,5.6799250065,497.253,466.817824968,1170,1246.39342054,-511.74,314.863,1170,21.1037679136,20.7094044021,142.517200154,225.945049134,496.561213654
498.169362037,1007.25,123.868,171.942255912,10.8163688868,282.735072799,497.993,0.737418,5.57490613372,498.648,579.500324878,1171,1060.12447718,-512.74,315.018,1171,27.1994312135,47.5625033496,151.127176975,373.325492182,497.98491602
498.421838913,1005.99,123.93,187.615892596,10.9555200584,214.720372473,498.238,0.70956,5.64736999976,498.887,566.663275804,1172,963.047569214,-513.303,315.219,1172,31.195649844,42.9945516317,154.170131814,259.314223644,498.258294402
499.139865694,974.289,123.968,182.935676168,10.8751024191,266.103936796,498.948,0.702899,6.24183878238,499.661,621.045749068,1173,1133.58185742,-513.873,315.366,1173,48.1761144154,62.3183801164,151.197309136,385.233563555,498.96968679
499.925489612,1046.27,124.03,173.776079042,10.9592759593,343.774263629,499.736,0.688215,5.8091380931,500.366,614.822776978,1174,850.174736683,-514.601,315.59,1174,41.5079463696,62.1831253668,152.95970892,356.314950062,499.762038044
500.731197045,1001.06,124.052,128.080465959,10.853225763,237.662689751,500.537,0.700884,6.10470164593,501.216,526.379634642,1175,844.510504491,-515.24,315.778,1175,34.0093751901,47.2944470673,147.997132831,331.586373682,500.547109832
500.746874069,1048.37,124.095,137.171720601,11.0175986889,237.584849305,500.58,0.694005,5.57985659413,501.26,503.329386888,1176,1005.48315551,-515.578,315.97,1176,33.5751136211,41.4555391724,147.027652178,391.122336065,500.564284936
501.341127029,994.2,124.113,89.6526024347,10.8462411473,130.483778425,501.098,0.713107,5.69191036789,501.822,483.724849743,1177,837.49985883,-515.998,316.172,1177,30.145042553,32.6101604968,149.000191618,233.10096108,501.125771938
501.923949995,1031.13,124.144,181.162351656,10.9658341505,216.029116289,501.716,0.698048,6.39510237566,502.418,655.820631921,1178,1200.0849331,-516.637,316.344,1178,35.8961369988,42.6698363016,146.629001291,351.700287734,501.71652037
501.797387192,1061.72,124.193,173.411552381,11.2044789081,317.925237959,501.552,0.681687,5.50137850215,502.264,616.393015612,1179,1004.3677925,-517.212,316.643,1179,29.7966709289,48.8790601001,146.125442404,410.623671744,501.576711116
502.603433288,1072.91,124.266,258.347249712,11.2618097005,557.171840596,502.392,0.759344,5.77692703482,503.059,780.30521823,1180,1275.43166726,-517.301,316.785,1180,46.8143534616,101.179774275,153.70469604,380.845120386,502.391788771
503.05118976,1064.6,124.379,338.306629851,11.1412495423,197.824529215,502.837,0.777277,5.59554067107,503.54,931.202791233,1181,2027.84940524,-518.226,316.977,1181,25.1252560877,30.7770696373,175.75231253,402.080754024,502.845006092
503.832587135,1059.47,124.423,267.341371919,11.0473043537,235.269997761,503.652,0.732883,4.26225763801,504.334,755.952758631,1182,1278.62822517,-518.628,317.204,1182,22.0206113383,34.2721382206,150.296970496,321.070678498,503.653338932
504.401961219,1064.49,124.48,0.878994686318,11.1042322564,112.632765766,504.187,0.604384,6.544411976,504.894,65.9677549713,1183,68.1302648975,-519.252,317.362,1183,29.4768384931,30.6285476273,51.4518059503,63.4717531129,504.200613214
504.631394665,1012.67,124.536,299.38240483,10.8900652079,434.021872849,504.411,0.584151,5.54079765345,505.108,729.060490967,1184,1351.87272717,-519.591,317.607,1184,45.7945197671,75.0059759983,140.239843849,351.075729575,504.421021954
505.119157764,1061.65,124.59,181.074847441,11.2417695757,514.82349837,504.914,0.733203,4.44632406001,505.618,975.521967197,1185,1315.39340313,-520.73,317.825,1185,42.5379814984,85.1176304363,150.88323428,336.964262078,504.933785827
505.259422637,1057.04,124.634,249.193755012,11.0991943469,347.146689597,505.059,0.702108,5.84735770474,505.749,765.312003755,1186,1372.53271919,-520.463,318.015,1186,27.9578216974,50.822754886,141.865340504,452.105370161,505.067434726
505.784603923,1050.46,124.682,199.61029179,11.0485066671,213.44091724,505.555,0.640796,5.95832475848,506.27,674.442482446,1187,1056.68388432,-521.264,318.202,1187,39.1794233656,51.1361722843,140.247172573,333.25122052,505.568134821
506.454680747,1114.31,124.731,103.839713605,11.2627423137,551.267265903,506.233,0.641794,6.78995286528,506.961,362.035262,1188,963.110097236,-521.929,318.414,1188,37.9957170908,92.8076608726,149.339902228,247.018537156,506.251562781
507.147174757,1106.04,124.781,368.356670466,11.2570561142,372.815259181,506.919,0.680627,6.49542355816,507.689,734.856034794,1189,1859.72160875,-523.02,318.623,1189,34.2935947452,57.3882304363,152.83861203,341.337489615,506.918988422
508.508946185,1044.08,124.8,16.7726686476,11.2056046766,144.578874099,508.263,0.508335,5.68995700766,509.01,149.733260924,1190,268.418689783,-524.133,318.858,1190,24.8554537699,27.6539841714,92.7295183416,140.186396779,508.287110738
509.077312415,1091.71,124.84,204.182739103,11.2689853137,282.002201647,508.829,0.763151,5.67903587942,509.559,883.239958961,1191,1257.61661472,-524.92,319.045,1191,36.1887911852,51.0499575936,163.474640497,490.194034711,508.842595083
509.503736139,1093.31,124.885,232.946407819,11.365832219,373.74000351,509.264,0.751868,5.61621973474,510.017,766.883038573,1192,1160.24282929,-525.391,319.266,1192,35.1263011493,61.1828446004,158.034357033,398.681931321,509.261924058
509.990191034,1112.42,124.936,209.533815267,11.3731297502,133.374453035,509.731,0.645203,6.67380009476,510.44,701.823238511,1193,1147.44706905,-525.833,319.44,1193,31.9154463596,30.8823568089,144.012800569,456.888617353,509.753712601
510.773333125,1070.65,124.945,238.63759592,11.0582747058,326.256013783,510.553,0.68075,6.00924148748,511.277,449.309216627,1194,1388.60214495,-526.195,319.609,1194,49.5267409855,80.5574455473,146.112120326,244.669755957,510.559574617
511.309897722,1072.05,124.938,161.826297076,11.3652177095,632.994628112,511.074,0.657637,6.67511811025,511.857,392.496323584,1195,911.013794014,-527.18,319.855,1195,54.9028857157,114.150648349,149.473448045,244.113524112,511.077204305
512.745205712,1062.38,124.965,138.097895488,11.2756036726,252.267420593,512.52,0.630712,5.84874436448,513.254,344.605834195,1196,1062.99018507,-528.436,320.07,1196,26.3675181245,46.7664330616,136.823432509,242.081514185,512.535510793
512.830197358,1085.0,124.995,42.0100006382,11.2832248572,107.950469931,512.595,0.644394,5.94378270438,513.343,302.338824033,1197,459.999874876,-528.663,320.231,1197,20.4477337726,22.0750878555,138.030893103,190.247507104,512.608744862
513.097930077,1075.72,125.087,176.717278449,11.3535193778,214.113237946,512.87,0.711762,6.1801386638,513.617,629.268191205,1198,1042.19315924,-529.079,320.392,1198,34.3163353113,44.6713885233,147.765087661,195.944448531,512.887958456
513.533001711,1178.19,125.146,329.339979668,11.5765045313,151.442611243,513.31,0.509807,4.33873390997,514.066,831.967753262,1199,1447.05612191,-529.587,320.58,1199,22.8686887357,26.8585083154,136.572295948,307.271044074,513.31072868
514.354509598,1142.85,125.17,191.910271716,11.6483508874,252.435003235,514.11,0.506982,5.76041415779,514.867,946.177946861,1200,1287.27932905,-530.406,320.783,1200,27.8335919151,40.3810239216,133.671342879,530.48452286,514.140387188
515.262827494,1092.28,125.167,172.370380666,11.4550092236,136.674632228,515.045,0.68949,6.43879258506,515.798,420.546391082,1201,943.31516084,-531.185,321.025,1201,32.3972712896,28.710254557,147.246678064,218.373808016,515.024675862
515.535357306,1177.49,125.169,267.00893775,11.6473283474,178.597384386,515.284,0.700784,5.50822183174,516.059,685.482274577,1202,1636.60031895,-531.658,321.193,1202,28.1303151357,31.7594234897,143.761455795,407.237765378,515.29819236
516.585257397,1126.49,125.183,257.225147067,11.4729957312,325.106429753,516.344,0.653257,5.67947275111,517.056,672.634713136,1203,1408.32768457,-532.612,321.358,1203,33.4610968754,53.5598326907,143.439946454,351.018013633,516.35230785
516.652310614,1144.33,125.216,293.371163287,11.5046612687,504.105942962,516.424,0.565313,6.61781809555,517.156,606.467295845,1204,1135.91971093,-533.082,321.618,1204,65.330906499,111.235255646,139.997664057,186.864013736,516.432282919
518.316024578,1095.06,125.251,249.167917718,11.3752422581,210.995760713,518.055,0.514619,5.79844297993,518.787,743.058478484,1205,1076.17795131,-534.48,321.859,1205,33.1812045086,48.6854764149,133.052530116,365.069392198,518.083113873
518.968100645,1127.66,125.272,116.836623747,11.5156236345,255.727675048,518.729,0.641395,3.70662529172,519.503,750.07874018,1206,1018.69313143,-535.538,322.034,1206,39.2696564074,59.5503509032,149.219581165,574.800089116,518.726946729
518.970785181,1297.77,125.289,146.311568903,12.129628032,94.6735477081,518.713,0.664205,5.11133405156,519.501,648.276422104,1207,1032.49840393,-535.421,322.262,1207,24.5874889857,21.5876552032,143.321328191,330.265355384,518.719545846
519.550988028,1194.65,125.316,231.521254647,11.7861866534,257.293601985,519.261,0.680832,5.94849991769,520.041,483.296456153,1208,1036.87421486,-535.977,322.461,1208,29.4045372533,42.7619972004,138.429698738,72.6222618372,519.287847806
520.449755496,1187.77,125.367,14.0453075709,11.6466157061,263.495196805,520.191,0.637537,5.74950796526,521.028,378.384630149,1209,411.798266598,-537.087,322.678,1209,32.7550047731,48.2546659138,158.884260762,348.499580712,520.196823696
521.427699439,1124.82,125.391,150.090492642,11.5038700625,164.421483881,521.154,0.641272,5.17196742601,521.925,515.128600745,1210,883.434621971,-537.878,322.884,1210,30.6290955328,35.2924616347,144.398062348,345.947761328,521.17202745
522.666520146,1108.27,125.396,124.394501455,11.3950259685,184.884590254,522.412,0.646031,5.7705454013,523.191,388.660381898,1211,905.796799877,-539.041,323.071,1211,34.117449723,47.4978223301,148.367616586,238.522726738,522.428234636
522.618289146,1141.26,125.434,133.707852516,11.5878113532,203.864603968,522.383,0.635414,5.19105142919,523.154,416.26448428,1212,867.765919093,-539.045,323.325,1212,29.2135974114,38.4803188495,144.135051799,242.784602853,522.409028208
523.96865389,1224.68,125.497,139.959534856,11.8654034713,216.195672784,523.758,0.665423,5.49219315629,524.497,560.888275505,1213,922.645757521,-540.41,323.461,1213,33.6931446979,44.1940674707,143.691685506,370.773785433,523.747906687
523.61736481,1124.52,125.528,52.8236627718,11.5925089578,196.589465081,523.405,0.609539,5.18405482304,524.16,353.865431259,1214,717.749205383,-540.369,323.692,1214,33.1581641373,40.5558585525,144.073830414,320.402263696,523.421462767
523.99599132,1158.0,125.565,38.8258374256,11.7557142967,102.533091782,523.778,0.625358,4.6281231019,524.537,343.070384248,1215,549.135214468,-540.959,323.895,1215,26.030962531,25.4075644789,148.399729355,303.777237768,523.781784745
524.800552452,1175.95,125.571,138.761561987,11.8436796563,244.514199821,524.561,0.596068,6.5500199428,525.331,659.009207109,1216,1071.51765374,-541.583,324.081,1216,38.7419719871,51.480150936,139.772235055,475.951077732,524.586288266
526.114609301,1158.49,125.628,216.750496809,11.7509552219,162.915131322,525.907,0.66779,5.55639099197,526.638,577.87146156,1217,1278.28892735,-542.81,324.272,1217,21.8228180002,25.9416894635,150.619435722,354.63889871,525.918715548
526.615622132,1234.26,125.689,136.131974201,11.9487304622,134.066838572,526.364,0.573468,2.32719855479,527.161,639.785503126,1218,1084.74300938,-543.505,324.469,1218,23.5600314253,24.7102863438,139.416869248,567.273921901,526.377209862
526.806925665,1204.07,125.714,204.689303379,11.8783028769,405.228841601,526.579,0.649408,5.68869192391,527.362,648.665796733,1219,1152.16389245,-543.505,324.63,1219,40.3708224922,72.3758087953,143.40198955,324.400747509,526.572838025
527.225114645,1218.03,125.77,21.062647754,11.9467872139,254.369115688,526.98,0.624887,5.68718048721,527.745,355.587438628,1220,403.235497905,-544.26,324.814,1220,33.1731074111,48.6565573284,146.208484136,318.703902351,527.012889893
526.998774157,1237.24,125.875,256.966814768,11.8535964778,178.128196828,526.751,0.596331,5.5212985795,527.506,580.524579414,1221,1173.75262629,-544.079,325.05,1221,44.3451703429,40.954853273,142.856055838,320.859274173,526.760851484
527.477648441,1221.79,125.899,127.822080958,11.8928069335,296.446919868,527.222,0.694974,4.59912042502,528.044,529.009192571,1222,850.007659083,-544.72,325.286,1222,23.9914936718,44.0038439105,164.306631078,291.562186505,527.231718856
528.037693229,1232.85,125.949,122.76179413,12.2074504946,490.772471958,527.81,0.686276,5.36139043384,528.582,648.271891506,1223,961.371162292,-545.315,325.523,1223,48.1174747194,95.7301493922,162.172159181,395.27479318,527.796277775
529.869760075,1176.77,126.001,255.365278847,11.7708888209,220.381481335,529.63,0.694354,5.58846736741,530.427,436.242460015,1224,1135.2372586,-547.092,325.724,1224,25.820227424,38.9439379622,151.095017409,135.207306506,529.646439566
529.59351525,1301.51,126.03,262.499616757,12.3333507353,654.38807329,529.333,0.608895,6.16423958191,530.154,502.098388304,1225,1613.03521552,-547.034,325.975,1225,53.1688339847,117.854525821,133.346573738,240.703508309,529.352746413
530.560977852,1198.51,126.046,154.770236021,11.7904927065,353.595534553,530.312,0.567649,5.74586110774,531.123,267.358017196,1226,957.514139276,-547.814,326.202,1226,29.0710690013,51.3904615949,118.246177196,147.011552087,530.320784203
530.815966019,1236.68,126.098,9.52462618378,12.2486714193,239.816693345,530.536,0.592725,3.38675732316,531.365,342.084007787,1227,372.825381448,-548.426,326.45,1227,22.2151580443,34.1118363304,142.618263359,322.857817694,530.552845699
531.929431543,1226.67,126.126,50.0913106072,12.074506901,142.692090799,531.686,0.586506,4.50420812897,532.477,256.36424512,1228,385.31376722,-549.403,326.623,1228,23.3851651278,30.7370893312,125.227818644,222.147002127,531.699629152
533.024418252,1278.57,126.157,44.0515747623,12.2689961094,193.242502825,532.797,0.588345,5.55022755582,533.595,383.182341925,1229,444.105447833,-550.471,326.867,1229,29.5867189958,35.0089772335,142.519907792,229.649348346,532.79383643
533.180963331,1178.95,126.161,103.485908199,11.9101834014,212.739595075,532.922,0.556956,5.65273226855,533.718,424.806843845,1230,1017.62167166,-550.771,327.064,1230,35.9722897655,50.7170402263,133.744300407,352.097852519,532.950269005
534.252349972,1247.4,126.194,119.758298732,11.9995836528,155.02184594,534.005,0.64405,5.69433220891,534.808,493.429796538,1231,965.898408312,-551.469,327.264,1231,21.8927556073,25.1958454788,175.156916276,361.588362608,533.99668464
