AverageEsReturn,MaxEsReturn,StdEsReturn,AverageY,AverageQLoss,Epoch,MaxReturn,Iteration,AverageDiscountedReturn,PolicyRegParamNorm,AverageAbsQYDiff,AverageAbsY,MinEsReturn,AverageAction,StdReturn,AverageReturn,MinReturn,QFunRegParamNorm,AveragePolicySurr,AverageQ,AverageAbsQ
565.906200789,1453.83263852,523.701869191,28.5882829409,2.44129,719,924.796418282,719,186.535470799,84.2742,0.559803776851,28.5955585295,97.2490568644,0.993615,64.5557503794,420.844546583,397.042239843,120.777,-28.8993,28.5859,28.604
371.583513289,680.723743854,161.3678326,28.6190396354,2.53158,720,2920.7971082,720,241.259065249,84.304,0.571821839715,28.6289901785,163.880238059,0.991929,833.279567004,1902.76936117,630.795257474,120.812,-28.9594,28.6181,28.6372
328.355163959,999.089407651,287.760036175,28.6183469622,2.26241,721,475.770703231,721,132.877685961,84.3561,0.553462013469,28.6253033053,76.3813541001,0.990854,25.3745758736,227.47941935,215.348813319,120.882,-28.9395,28.6176,28.6379
284.212708604,795.979481432,240.1998674,28.6520932403,2.03966,722,3411.56067051,722,248.514971161,84.4669,0.526754376756,28.6639115902,83.4015603125,0.992645,701.315956443,1470.65651706,256.076751987,120.958,-28.9573,28.6509,28.6754
389.623294274,676.681445069,207.963192474,28.5741451268,2.63846,723,1024.86175053,723,211.411344767,84.5758,0.567131700468,28.5848291547,121.057170261,0.993505,214.121582169,642.503557013,398.647656228,121.041,-28.8813,28.5714,28.5926
540.002418538,642.363280086,54.3251586006,28.6680891568,2.33424,724,1069.90116355,724,200.175275825,84.6022,0.551881033521,28.6782868696,496.270378958,0.994051,147.580987984,505.485315393,369.588335441,121.086,-28.9904,28.6677,28.6882
394.60304647,647.460727483,172.17345645,28.574475189,2.2616,725,1790.93668829,725,219.918074367,84.6348,0.55018961853,28.58711501,73.7178628828,0.995766,423.843993131,857.766093011,439.799829346,121.148,-28.9124,28.5741,28.5964
409.702532296,960.187946693,304.412891841,28.6119536055,2.21616,726,1744.4162785,726,230.344433191,84.6804,0.551757266744,28.6233670805,75.0944730645,0.995548,359.412443083,799.285666585,447.878751239,121.163,-28.9269,28.6101,28.6339
470.192190019,744.896657241,240.860544954,28.6814898982,2.06446,727,2941.04262707,727,137.115633695,84.7848,0.541631187911,28.6883294852,103.680032946,0.995533,905.192330993,629.050077331,143.015719906,121.204,-29.0275,28.6799,28.6976
413.80654081,1130.31973425,372.464012393,28.5767615121,2.44053,728,3066.62306369,728,245.148557819,84.8387,0.55483818566,28.5860598558,139.41692616,0.995145,666.844686142,2354.28055955,1059.5327047,121.293,-28.8834,28.5739,28.5961
299.684116236,688.536759915,265.219288136,28.5571686228,2.07057,729,3186.79680397,729,139.350613062,84.9056,0.522635273101,28.5673550125,6.0495912491,0.990987,1167.05433735,1105.09970893,7.30418775011,121.382,-28.8494,28.5585,28.5812
358.592832719,864.590538088,280.956765037,28.5404151096,2.06944,730,2688.76657226,730,225.711880431,84.9958,0.529073379655,28.5505982754,7.98407722452,0.995527,344.007161692,945.777804052,781.535665628,121.452,-28.8498,28.5396,28.5588
382.561928487,869.430088832,319.728609967,28.5383855771,2.43466,731,2024.26918807,731,189.737892804,84.9528,0.555127746224,28.5477368708,18.6189736499,0.996924,442.19093464,674.155175524,42.3393962966,121.513,-28.838,28.5365,28.5601
279.085086906,1071.20347546,314.29985568,28.5544599107,2.25135,732,2659.77453961,732,213.99451887,85.0376,0.541166615711,28.5646745468,44.0694055911,0.996746,384.505893445,730.470733605,259.889777626,121.626,-28.8738,28.552,28.5735
346.921829203,892.294193494,241.738400155,28.6382147182,2.48112,733,2988.69228017,733,242.987724088,85.1405,0.553665105138,28.6456959106,74.8353700436,0.997201,628.47011505,1202.36100542,798.426137184,121.687,-28.9324,28.6368,28.6552
347.395430743,582.89965804,162.260063399,28.6362349119,2.27233,734,1548.56807998,734,226.698950756,85.1453,0.540191573159,28.643246253,89.7902545036,0.996946,157.551408183,762.971052267,492.874514421,121.718,-28.9573,28.6359,28.6543
385.407181493,636.003835995,217.650906004,28.5497604748,2.37901,735,3090.1644492,735,237.097022779,85.1419,0.545644216266,28.5574633708,45.9184581664,0.996939,823.970760197,1777.62464416,778.337813564,121.767,-28.9028,28.549,28.5676
502.857756608,830.681956183,246.124274815,28.6680244405,2.52098,736,3352.39613735,736,236.147567074,85.1843,0.554842953781,28.6748155723,83.713229167,0.99673,963.852295901,2209.79144563,772.803932016,121.856,-28.9905,28.6655,28.681
394.819217085,624.387296028,204.885182104,28.662509254,2.47897,737,3201.93165221,737,247.232595847,85.2013,0.548045867363,28.6669518564,62.131495288,0.997258,770.499643709,2174.27009488,952.658317533,121.931,-28.9682,28.6634,28.6758
425.220977945,754.142187616,247.058653637,28.7351957863,2.14433,738,3143.19207044,738,240.073999659,85.2062,0.534190586879,28.7414921617,91.8465225102,0.996988,692.424859107,2632.06515718,1255.87378584,122.009,-29.0533,28.7342,28.7493
282.992013195,568.513902599,167.142399959,28.6130646344,2.47248,739,3366.96340695,739,250.013059934,85.2828,0.559227069935,28.6186321558,88.0277667643,0.997286,407.805872465,3019.31744695,2095.21833809,122.058,-28.8996,28.6128,28.6284
486.111715327,931.710243903,257.676041995,28.7036699477,1.95783,740,3430.57262255,740,245.70659595,85.28,0.521229559459,28.7096832749,189.234191004,0.994192,1183.41932549,2375.43488017,506.898897745,122.134,-28.9927,28.7024,28.719
506.057682854,803.914322637,236.274998556,28.6981346523,1.99642,741,2905.22584298,741,222.482415291,85.3277,0.530910649929,28.7056411405,116.98415634,0.995705,723.582778572,1719.01820445,697.291383265,122.202,-29.0065,28.6968,28.7169
539.704517383,944.084228891,231.046517007,28.61283398,2.50084,742,3586.38299731,742,252.973109435,85.3234,0.566745441646,28.6214553035,267.661362941,0.996637,930.003036255,2794.45499364,872.365733494,122.258,-28.9491,28.6122,28.634
481.32502744,881.705987835,292.362486047,28.6954387511,2.12818,743,3269.65998556,743,242.770934867,85.459,0.534645366452,28.7015819558,95.1539207185,0.994782,724.737530813,2529.17208262,1337.30422558,122.343,-29.0163,28.6935,28.7104
337.147296651,707.904571776,224.455167127,28.6892606569,2.35019,744,3315.64469294,744,246.928620572,85.4987,0.552768096764,28.6956413693,74.928482236,0.995182,917.832682394,2034.54122945,1055.0891792,122.43,-29.0127,28.6881,28.7051
370.809773035,683.460487991,219.508115456,28.8102343549,2.08146,745,3333.85509568,745,247.668838949,85.4942,0.527590333994,28.8173130415,14.759323625,0.996288,838.321830245,2265.48081524,1200.08101353,122.503,-29.1318,28.8085,28.8264
377.862975632,846.737420998,243.952105281,28.7397381253,2.24091,746,3537.45259312,746,253.930284637,85.4795,0.53820767461,28.7446477418,78.5343995532,0.995368,868.33311373,1999.29631256,860.785837981,122.578,-29.0627,28.7388,28.7527
212.300405223,510.930887762,155.512647278,28.6646135447,2.31619,747,2169.88315774,747,229.47013156,85.5079,0.547791607598,28.6697212515,11.5029719332,0.996183,583.77805798,1091.72871395,152.949772127,122.624,-28.9939,28.6624,28.6811
475.185203538,1153.54794545,329.957107311,28.658728051,2.64287,748,3598.35278269,748,252.527202455,85.5122,0.57348079018,28.6620983543,96.5019042666,0.996694,788.361966882,1792.14054161,705.998911985,122.68,-28.9944,28.6563,28.6738
299.188239853,661.66340963,201.621769084,28.7273768708,2.18149,749,2500.73075276,749,239.32708408,85.5382,0.53575841411,28.7343140554,70.202503331,0.996691,544.899217318,1272.11186981,153.379048793,122.756,-29.0757,28.7261,28.7444
521.210120452,1449.60414676,477.255106278,28.7401101295,2.34281,750,3541.56828648,750,247.240285299,85.5856,0.534588971118,28.7461635636,145.287816485,0.996216,564.382706382,1378.4104381,970.816710789,122.811,-29.0774,28.7382,28.7553
318.610156302,733.385828912,187.767004149,28.8525155811,2.38794,751,1030.02606054,751,223.538875918,85.5926,0.546962682927,28.8583018757,97.7598345472,0.99663,177.324120926,700.205832895,230.621971264,122.883,-29.1896,28.8507,28.868
298.186857126,654.742781046,201.5820398,28.8659781944,2.49122,752,1094.14323417,752,248.629911826,85.633,0.551969985285,28.8718094516,53.1784775395,0.99688,83.9376361084,1012.17647166,696.16569946,122.962,-29.2011,28.8643,28.8786
468.375956596,816.144853417,168.622089151,28.7884698688,2.48257,753,3603.6173247,753,253.858428912,85.7185,0.546615683919,28.7945239397,289.171481793,0.99691,1103.10250347,2551.25027777,681.042777242,122.996,-29.107,28.7882,28.806
559.788609005,858.712763032,263.975091632,28.9106490601,2.04492,754,3465.90834578,754,254.202448051,85.8185,0.525644796313,28.9176696609,227.435676358,0.996927,892.935637232,2848.64265942,1204.52775065,123.037,-29.2396,28.9091,28.9245
343.650299033,673.879123338,186.6688971,28.9302299776,2.60094,755,1657.4756439,755,246.655340072,85.8945,0.56145019551,28.9346315095,52.2687318086,0.996647,218.577007827,1001.63531826,674.458544352,123.114,-29.2381,28.9279,28.9436
412.395732704,729.088094622,229.839680588,28.8752613707,2.23623,756,3182.42784251,756,241.877543095,85.9576,0.532826538052,28.8799986487,74.4241114718,0.996071,66.8223186473,3087.94844659,2989.80357129,123.177,-29.2122,28.8751,28.8911
514.271901053,1221.92853019,361.08665702,28.998240917,2.40598,757,3459.27080888,757,250.779070617,86.0036,0.5523005954,29.0032827071,146.65431426,0.996676,958.821765184,2161.2840443,946.912258981,123.205,-29.345,28.9972,29.015
588.07926877,797.907630544,259.0548882,29.0003373508,2.17791,758,1873.83462002,758,250.722637569,86.0373,0.531938959338,29.0044554728,115.942668852,0.996376,186.775939796,1107.75260927,874.5528661,123.273,-29.349,28.9992,29.0127
447.632443137,634.047339846,202.63923487,29.0114923937,2.32188,759,3427.76496683,759,253.574055208,86.0567,0.551837039075,29.0163656048,108.959096429,0.997461,861.835237491,2677.74989379,1084.8187261,123.346,-29.3606,29.0103,29.0264
424.621236955,718.133991487,214.432440218,28.9393236031,2.24536,760,3335.78170122,760,249.750721085,86.1493,0.540406740991,28.9422903548,141.643067929,0.996913,895.742117029,2584.52702818,1128.02225782,123.382,-29.2792,28.9343,28.9508
258.833267443,939.547958436,274.538079771,29.038948181,1.94038,761,825.609985793,761,125.008467278,86.1342,0.508132407039,29.0445885518,10.0104885324,0.997122,199.129249229,256.218715006,49.6076860678,123.419,-29.3553,29.04,29.0562
398.086380912,753.005299096,238.398119791,29.0121051302,2.30383,762,3006.32158965,762,242.045893011,86.2051,0.54236510905,29.0167912078,59.4905950561,0.997273,445.992123047,1368.11978118,804.310780671,123.469,-29.3675,29.0105,29.0243
402.601421183,746.746846282,214.127575109,29.0026693484,2.32051,763,3243.22253766,763,245.153754006,86.293,0.556984358,29.007252574,89.5035101332,0.996537,757.727206178,2046.03690374,1183.96434529,123.512,-29.3277,29.0015,29.0191
417.284499355,936.683661627,278.006935485,29.1340961059,2.39463,764,1729.17725578,764,245.133394467,86.3231,0.537852658921,29.1389285679,84.711001101,0.996887,309.33730627,1186.84754796,390.894815177,123.605,-29.4459,29.1319,29.146
438.251687406,789.201445116,221.935642058,29.0461959504,2.47195,765,3492.79534468,765,246.424528263,86.4172,0.545525498079,29.0498866283,36.2002331781,0.996068,636.956062468,2889.41396272,1594.63222609,123.648,-29.318,29.0449,29.0575
494.82404131,1093.20394009,362.449138482,28.9262642856,2.34737,766,3491.06712522,766,250.254141741,86.4909,0.538376663471,28.9328420504,44.5520017141,0.996181,348.412392603,3168.69124521,2380.64612697,123.723,-29.2466,28.925,28.9432
601.432937384,1897.35281717,669.72672042,29.0164326524,2.16218,767,3559.34975992,767,247.964782013,86.5864,0.538491855478,29.0235192172,61.0685817442,0.994831,506.869293055,1243.7494675,755.685344287,123.807,-29.344,29.0156,29.0353
269.372341611,693.483656682,197.764755146,29.0055206684,2.40829,768,2656.35660534,768,243.997342957,86.5969,0.550477652574,29.0105609528,54.9523040905,0.996702,431.825283587,1135.46375859,684.097731715,123.913,-29.3042,29.0039,29.0185
415.215432604,568.928512428,187.20563175,28.9337856401,2.42971,769,2617.65623751,769,244.03423067,86.6076,0.556525859009,28.9411614236,91.3385007101,0.996907,408.432043723,1218.10176173,695.846860884,123.961,-29.2346,28.9333,28.9485
522.34237618,888.63062851,272.294669656,28.9678535319,1.81771,770,1899.95101562,770,241.754066956,86.6107,0.499423866211,28.9759063619,167.201310764,0.996977,282.180766395,993.460362098,645.5640153,124.005,-29.2579,28.9671,28.9827
389.824880744,637.792629169,198.086155489,28.9102039065,2.22508,771,1478.97030478,771,242.161438389,86.6992,0.523094073243,28.9163788175,18.3870465574,0.996501,149.518870499,1024.56789919,705.614052268,124.086,-29.2159,28.9103,28.9263
371.081636602,1132.1130226,362.434101085,28.9271070138,2.53529,772,1896.50177139,772,245.471082472,86.6972,0.558180503707,28.9327177607,40.8904487974,0.996813,219.899793991,1206.14941918,803.526795379,124.153,-29.2226,28.9268,28.9437
411.57559613,675.649616527,238.311577159,28.9216803014,2.03151,773,2892.47352097,773,248.020437013,86.6479,0.520289844541,28.9285818446,54.3842571703,0.996931,559.197897866,1628.73148935,550.731302923,124.214,-29.2124,28.9184,28.9344
511.87513154,1113.52647974,329.779843867,28.8898653693,2.2172,774,3498.32583873,774,244.97104593,86.7046,0.544548299374,28.8967086648,66.89641469,0.996505,749.382655635,2535.50932915,1063.58746084,124.26,-29.1796,28.8897,28.9075
336.309501452,680.249445501,178.596192514,28.7972007883,2.50944,775,1529.49328536,775,235.904937438,86.6573,0.563436090643,28.8036367958,140.005829201,0.997134,198.979883522,943.910734513,670.553429377,124.329,-29.0696,28.7944,28.8112
327.963952719,715.687616138,243.817122178,28.8871068417,2.03448,776,1150.19133229,776,179.869043631,86.6492,0.530372465185,28.8912784711,36.686943252,0.997758,291.973045618,498.830313367,156.262491544,124.392,-29.1594,28.8854,28.9015
413.670211079,832.828097527,289.141690042,28.8711807938,2.10988,777,2965.546422,777,249.316408996,86.7235,0.522838471195,28.8781089745,75.6631874511,0.997192,519.421829993,1460.1392567,1030.63092395,124.474,-29.1356,28.872,28.89
436.07922261,1045.73795162,346.543869375,28.7613321487,2.32113,778,1328.26656042,778,245.364662011,86.7565,0.549915731421,28.7675917095,84.5736734324,0.997171,85.5295240288,1030.64274693,897.774158674,124.579,-29.0263,28.7598,28.7779
409.170392202,805.977073783,251.481835381,28.6601310631,2.33385,779,3589.06602941,779,253.220967033,86.9175,0.551871429603,28.6690423968,97.3121019878,0.997388,888.814427114,2841.1595305,1368.7108793,124.644,-28.9472,28.6579,28.678
394.691093824,674.350401953,199.120108606,28.641519169,2.02436,780,3039.22393856,780,251.861471137,87.0174,0.529189944755,28.6463919442,99.6272737624,0.996237,511.250818419,1555.12672574,1081.49084609,124.699,-28.9415,28.6411,28.6609
651.432606196,951.951942711,263.306105036,28.6977426293,1.90404,781,3508.41020336,781,239.719068921,87.0963,0.521780568692,28.7036397853,264.728004388,0.996057,1035.43768744,2249.74241467,616.681418218,124.797,-28.9901,28.6954,28.7125
564.562867587,1151.21055765,395.077183077,28.7166296823,2.5808,782,3584.01880117,782,253.42919905,87.1233,0.561804024794,28.7205473649,166.368353218,0.995891,980.075757903,2611.18417041,1086.77251838,124.841,-29.0117,28.7163,28.7342
727.795908364,858.008967966,121.642802176,28.6586915708,2.65741,783,3387.35694685,783,245.108967571,87.1521,0.575874048821,28.6626427552,507.042691144,0.99599,967.072693612,2541.77315074,1116.92482051,124.906,-28.9562,28.6548,28.6726
497.210461967,961.758372184,386.839123076,28.6056608739,2.49706,784,3460.21270763,784,246.241793312,87.2981,0.558601252448,28.6097286102,65.6288975629,0.996105,935.043867198,2460.98984878,1123.16205881,124.967,-28.9007,28.6043,28.622
450.655004151,843.137757649,252.947988991,28.5182597833,2.1145,785,3520.95884335,785,242.126601423,87.3336,0.529596523633,28.5236285224,84.9288643744,0.997119,944.396557084,2172.39218075,1097.82152545,125.056,-28.8383,28.5169,28.5329
672.207774673,1560.84979649,574.252433841,28.5857267788,2.30156,786,633.109033417,786,159.609105868,87.3643,0.546884257069,28.591164441,78.7381470792,0.995934,154.495650934,360.216043319,255.276181466,125.114,-28.8911,28.5833,28.6003
578.496357206,1102.85126429,358.728224308,28.555940693,2.15903,787,3287.67040505,787,197.670814859,87.4221,0.542522516391,28.5605826815,148.531379126,0.997589,727.16872315,868.397866127,266.729864147,125.193,-28.8777,28.5571,28.5738
477.930699981,850.809433666,292.117861128,28.55745272,2.51682,788,3604.69088219,788,243.581543047,87.4704,0.565110268461,28.5631407821,35.1054981902,0.995922,1025.36684215,2549.10391883,957.545019931,125.263,-28.8523,28.5551,28.5703
464.664706745,613.310084173,159.694954596,28.5705799248,2.20117,789,2535.33155218,789,209.586094161,87.5259,0.542066940937,28.5772036655,128.028872982,0.99701,467.773731145,821.691629086,272.972287769,125.303,-28.8687,28.5701,28.5885
414.018157645,892.883198568,290.566820418,28.5836551583,2.30844,790,3362.82923659,790,214.116760201,87.561,0.543274674735,28.5894861099,34.481122499,0.997555,798.010209253,1171.13082996,207.081241864,125.395,-28.9062,28.5814,28.5991
376.485025632,1092.27987106,390.13143035,28.524469743,2.34487,791,1141.19504059,791,171.162586852,87.5984,0.547927847765,28.5302058454,43.8690654904,0.998323,321.836034537,504.80484677,197.408136323,125.422,-28.8494,28.5232,28.5424
290.211639021,722.676722485,213.647256729,28.5600080856,2.47435,792,943.31606234,792,145.543583523,87.6413,0.565319352473,28.566766856,47.6552532504,0.997609,169.412448053,301.890903847,206.84421852,125.488,-28.8719,28.5575,28.5745
357.677718526,716.821388219,235.226894567,28.5357378829,2.3066,793,3049.15577671,793,207.913626164,87.6606,0.556072300833,28.5410478687,84.6644815618,0.99723,701.145471561,1021.39259679,209.692006533,125.577,-28.8662,28.5352,28.5521
374.077890394,1257.29199146,409.234134333,28.6187346861,2.16955,794,1942.20631915,794,144.92018024,87.7942,0.530732835698,28.6248164996,43.5028215266,0.997262,365.263528792,355.06272928,202.172373723,125.6,-28.9375,28.6165,28.6344
301.981557659,913.005563064,221.37998089,28.6740496753,2.24194,795,475.986594,795,131.684427662,87.795,0.553034595701,28.6795863404,127.837612775,0.99738,26.4663098783,224.674966058,210.656007795,125.747,-29.0163,28.6729,28.6889
207.112103889,469.900120846,115.729933281,28.607437858,2.64756,796,225.790088914,796,127.692161732,87.8304,0.574004784312,28.6129323853,39.0145240521,0.99759,3.51446645217,212.667096486,205.804441587,125.808,-28.9296,28.6053,28.6208
229.676908889,810.797976518,219.594512759,28.664437169,2.06384,797,225.466771601,797,127.486152006,87.8952,0.529904702526,28.6681359235,30.7407033998,0.997822,4.47326551324,212.432697818,203.39207161,125.832,-28.9708,28.6631,28.6782
249.498621445,406.908778131,97.8753017573,28.6122715737,2.47662,798,3088.36911068,798,252.760869749,88.1431,0.557194981361,28.619214234,41.6298018522,0.99795,620.208755945,1813.22962115,1080.35485554,125.902,-28.9245,28.6116,28.6283
790.140297151,1259.94835476,408.891608464,28.5838995376,2.23673,799,3257.08486448,799,244.826490117,88.2394,0.545952616396,28.5888497049,185.881995003,0.99771,536.931666512,1484.11233719,861.289112545,125.962,-28.8759,28.5827,28.5994
357.071381842,836.070943165,277.440257718,28.6554710658,2.36777,800,1897.46594855,800,248.252117735,88.2941,0.549088370584,28.6591350926,16.1707292635,0.998131,208.758888867,1311.8882586,1033.90612534,125.984,-28.9403,28.6542,28.6693
418.105557773,612.172175807,193.180880079,28.6520520091,2.19281,801,1106.33231935,801,252.04918844,88.363,0.552598317208,28.6570597339,142.615927661,0.997652,68.0562593942,1032.84654227,786.559464691,126.084,-28.9477,28.6522,28.668
585.707362914,738.811223906,152.085954322,28.6254874893,2.65744,802,2338.73621228,802,251.241921324,88.366,0.563276554725,28.6303554063,298.419483634,0.997292,369.191293991,1328.04403404,913.661795921,126.122,-28.9415,28.6235,28.638
619.583793243,1360.65063561,433.254095447,28.6577357133,2.12972,803,1599.82187989,803,250.272849937,88.3542,0.540880540671,28.6618773981,99.0169222341,0.997637,150.925657559,1150.56196416,990.648581918,126.217,-28.9524,28.6554,28.6699
470.916098456,983.871436434,289.746604211,28.6389203696,2.13201,804,2292.28074297,804,253.531284575,88.3956,0.546149946815,28.6436043075,179.309292096,0.997335,402.793329353,1327.83014812,1033.53245846,126.257,-28.957,28.6389,28.655
342.706768365,1132.49457406,348.417597141,28.6812971137,2.08816,805,2623.30473395,805,237.818965231,88.4535,0.543432969872,28.684638434,38.6289530802,0.997228,498.789805866,1119.73544961,489.785758233,126.33,-28.9533,28.6773,28.6912
636.363403754,873.118869941,231.890584497,28.6453902394,2.55171,806,3364.62548165,806,242.46189742,88.5091,0.576472003597,28.6505896273,211.256674699,0.997842,809.15631991,2533.83903479,1020.1197768,126.38,-28.946,28.6452,28.6599
392.876998539,686.157028774,197.479174147,28.6996135776,2.12029,807,2780.83399933,807,235.082649307,88.5383,0.541076314183,28.7042344978,5.72624745667,0.99779,572.817453158,1259.00589092,377.049353465,126.382,-29.0033,28.6975,28.7099
238.583460061,488.398412819,177.80368052,28.6743279899,2.32472,808,3627.33778266,808,257.213990286,88.5495,0.556527245805,28.67892154,12.1602293095,0.997546,751.581602041,2442.99820608,1097.85790932,126.422,-28.9945,28.6726,28.6871
479.566392748,762.274535245,232.00713465,28.6579185327,2.52604,809,3375.04703795,809,240.864562648,88.5775,0.584910007329,28.6648097488,179.252058034,0.997872,736.341963921,1643.15232702,414.503062134,126.446,-28.9753,28.657,28.6742
469.259454748,1053.95752878,331.844712249,28.7975376145,2.46494,810,3719.15658995,810,256.926121622,88.6019,0.557615508853,28.8017892829,80.2836993361,0.997779,769.130379454,2193.80929892,1288.53203316,126.512,-29.1192,28.7955,28.8092
482.152670417,984.298923293,371.292717281,28.7400196468,2.37106,811,2542.12668158,811,238.949429216,88.6199,0.570802308824,28.7435627629,65.7981413915,0.998301,573.19892619,1624.20067041,619.918682535,126.488,-29.0506,28.7389,28.754
294.079499479,718.027538351,189.134914798,28.7032336121,2.38993,812,1470.53292593,812,240.47733063,88.6275,0.567076046126,28.7075277345,85.6320416409,0.997728,179.822381848,888.654042666,690.814114707,126.563,-28.9971,28.702,28.7211
335.872991472,687.517359388,170.54588404,28.6562536785,2.67535,813,3361.31094058,813,213.510698517,88.7195,0.588408756135,28.6611278931,61.7321615152,0.998734,1141.52076705,1516.32784207,275.260034605,126.598,-28.9534,28.6533,28.6705
367.751352017,653.607438795,166.683915993,28.6651439037,2.28932,814,3085.55226503,814,242.691828123,88.8261,0.570102789597,28.6718047072,205.828903511,0.998017,679.293432219,2024.89186838,611.36881642,126.687,-29.0094,28.6636,28.6824
564.557853001,1305.6635741,390.238371685,28.8381591029,2.31726,815,2017.26200957,815,205.13221967,88.9114,0.569233316088,28.8426263392,176.325782158,0.99814,385.913254495,678.989128715,400.630204325,126.77,-29.1629,28.8375,28.8549
244.611314201,477.962292423,121.379906238,28.8414406277,2.5325,816,1097.87433444,816,234.537985925,89.0057,0.573027901093,28.8485945082,132.795946886,0.998341,135.381272516,817.047125706,464.134434667,126.869,-29.1653,28.8418,28.8602
287.435191547,481.073017717,103.850962236,28.7443100031,2.21162,817,1655.94392969,817,240.045227105,89.0695,0.557583799489,28.7567013646,151.14612266,0.997378,201.47429553,968.250273141,801.66627188,126.949,-29.0282,28.7416,28.7645
319.271118329,543.614463793,172.762242002,28.7666016163,2.17554,818,2608.5034658,818,215.050987182,89.2125,0.550360898269,28.7714984241,37.0479153104,0.997464,626.316807482,1078.95662855,252.850719513,127.012,-29.0687,28.7658,28.7811
347.710008366,962.966241453,319.023276941,28.7857637596,2.27368,819,2258.72833812,819,248.995202631,89.246,0.566732818257,28.7924874308,14.8982343178,0.997597,325.78986073,1261.76275408,835.960864622,127.068,-29.0721,28.7836,28.8012
568.878457297,876.155741848,253.757166283,28.679628522,2.17527,820,3414.09880405,820,217.300421715,89.2713,0.542563622004,28.6874945279,204.147562979,0.997404,1060.62003119,1546.79456022,217.995080117,127.105,-28.9521,28.6785,28.6982
847.772687727,1307.08656443,496.688845565,28.7783120476,2.44467,821,3677.82354699,821,248.097692706,89.3826,0.56934192731,28.7839043435,157.873654425,0.99757,513.541963479,2322.82592343,1496.11017523,127.176,-29.0959,28.7765,28.7928
649.74041657,1182.04324073,282.571208684,28.8161154823,2.04833,822,1771.27195314,822,243.236613061,89.3797,0.5329742076,28.8220877433,261.07316129,0.996775,203.252410951,1189.87554965,839.316351453,127.185,-29.1203,28.8149,28.8319
217.911691226,523.151380299,128.617093644,28.7862750691,2.6626,823,1844.71601457,823,254.187210145,89.4549,0.577279956144,28.7917707881,55.368604521,0.997229,234.323610278,1345.55678087,961.212541872,127.21,-29.0998,28.7849,28.8003
511.887253704,1007.47537114,277.242543772,28.8015255277,2.2426,824,1554.43010282,824,248.787692207,89.5334,0.533608862905,28.8093485362,211.772555994,0.997531,254.409650621,1278.48702667,240.278112888,127.292,-29.0927,28.8004,28.8164
471.101079317,963.993007921,378.489119055,28.7735345125,2.25862,825,1755.26828566,825,235.510677552,89.5853,0.547177230887,28.7808196804,57.0626370792,0.998186,373.33914949,1278.54021005,609.09946362,127.391,-29.084,28.7725,28.7885
453.656186727,971.590775335,318.844944002,28.7473898347,2.82812,826,2314.67572106,826,225.328698717,89.5863,0.561889538024,28.7545540134,77.003280711,0.998234,612.579975161,1277.54665779,215.19910668,127.503,-29.0436,28.7449,28.7626
765.324875685,1450.93079497,632.691394582,28.8285045945,2.42634,827,1834.84502719,827,253.424744384,89.6289,0.549106719437,28.8338585319,115.772301526,0.997358,207.635265507,1324.8325443,990.627648637,127.613,-29.1358,28.8278,28.8436
390.380899737,948.617594719,279.934241277,28.7407165577,2.06409,828,1439.19950121,828,248.571408864,89.7205,0.526555930581,28.7457608219,80.765210196,0.998126,115.421668646,1129.07350053,969.35693853,127.723,-29.0324,28.739,28.7546
558.302403531,850.699203352,240.957279819,28.8476867994,2.35759,829,3603.33375035,829,238.628630617,89.827,0.539798362381,28.85314759,216.211580763,0.997946,634.871154916,1620.60228502,614.209892907,127.76,-29.15,28.8464,28.8604
497.979762363,1039.75553416,337.427115124,28.8077336459,1.90871,830,3483.63774644,830,253.112406032,89.8494,0.523416383449,28.8148341949,149.907840488,0.996631,509.907793325,2180.44974477,1455.98736564,127.844,-29.0876,28.8071,28.8255
290.766944103,585.15316076,208.672258353,28.7480915509,2.21283,831,3521.55620658,831,247.288502365,89.8293,0.549493999356,28.7574026238,7.43333081828,0.997334,725.434174799,2668.0322898,1242.01709997,127.885,-28.9985,28.7471,28.7685
298.005580859,545.822320547,180.781590947,28.7792353385,2.26197,832,1641.08704171,832,195.084456298,89.9188,0.54833946068,28.7862693143,63.5446509855,0.996631,242.380064799,564.193875695,217.746365344,127.914,-29.0419,28.7787,28.7973
313.572012596,811.726829371,281.176662764,28.7282105974,2.55155,833,2596.32690887,833,170.481058024,89.948,0.570767154556,28.7343553508,10.8374208631,0.996489,522.898156698,614.425570036,71.6839642748,128.022,-28.9854,28.7281,28.7445
337.162923782,827.607212557,278.925553486,28.7148315176,1.9631,834,3151.21404748,834,244.961750765,90.021,0.530610763338,28.7213720604,6.95632314242,0.99698,479.045501245,1274.03856942,858.215882294,128.033,-28.9309,28.7137,28.7308
358.662663094,730.675350429,258.775932671,28.6554269668,2.45588,835,3549.2368699,835,246.06292335,90.0728,0.586660011096,28.6615801667,44.4775368172,0.997335,709.369225502,1784.75477676,621.948978513,128.091,-28.903,28.6533,28.6714
288.053147509,803.817474872,235.978892166,28.6067434853,2.24616,836,3419.74223577,836,239.170347926,90.0977,0.567566855615,28.6142034673,10.2571254146,0.99769,699.37445538,2148.45796628,1124.41468707,128.157,-28.867,28.6058,28.6246
