Epoch,StdReturn,PolicyRegParamNorm,AverageReturn,AverageQLoss,MinEsReturn,QFunRegParamNorm,AverageAbsY,AverageAbsQ,MaxEsReturn,AverageQ,AverageDiscountedReturn,StdEsReturn,AverageEsReturn,MaxReturn,AverageAbsQYDiff,AverageY,MinReturn,AveragePolicySurr,Iteration,AverageAction
22,9.52354163508e-06,19.2239,-2.9056024678,0.165804,-12.1436733298,47.3046,1.26030028545,1.27109,77.2056826927,1.15406,-0.290837393831,44.6746780112,32.5310046815,-2.90559368476,0.065064153577,1.15463197397,-2.9056189505,-1.21122,22,0.0290851
23,4.4408920985e-16,19.6313,-2.24436363997,0.25019,-8.81301720136,48.9644,1.33601029984,1.3482,92.1898121597,1.22022,-0.224651228157,44.6767869714,53.8488532874,-2.24436363997,0.0731846937406,1.22087738191,-2.24436363997,-1.28015,23,0.0224661
24,0.0,20.1231,-2.02982443563,0.0930534,-3.71389726956,50.6134,1.50425795994,1.51149,76.4042604528,1.38502,-0.203176768811,40.0590788612,36.3451815916,-2.02982443563,0.0573044460987,1.38579127093,-2.02982443563,-1.44744,24,0.0203186
25,0.0,20.6044,-1.34459417956,0.194417,-0.643714264854,52.4313,1.65942990504,1.66645,85.3160445487,1.53505,-0.134588142684,39.8182950581,55.6399853725,-1.34459417956,0.0775984931546,1.53666264289,-1.34459417956,-1.60266,25,0.0134594
26,3.46944695195e-18,20.9097,-0.0189437612754,0.2588,-4.48387014679,54.5635,1.78814589333,1.79616,94.5250168574,1.66603,-0.00189618970858,41.2727980942,66.8240271915,-0.0189437612754,0.0923009407346,1.66714527558,-0.0189437612754,-1.73576,26,0.000189627
27,5.55111512313e-17,21.1458,-0.294064944035,0.214388,-3.43378679159,56.6865,1.92090779559,1.92982,83.1310779654,1.80536,-0.0294346467117,43.2824323785,39.8486455869,-0.294064944035,0.0916580907342,1.80660908601,-0.294064944035,-1.88308,27,0.00294359
28,4.33680868994e-19,21.446,-0.00341773310731,1.06642,-16.8424946161,57.4066,2.15633335017,2.17897,91.2808764338,2.03449,-0.00034210050742,50.3335262898,54.3221142589,-0.00341773310731,0.152800809901,2.03525945251,-0.00341773310731,-2.11926,28,3.42114e-05
29,0.0,21.7002,-0.546819784453,0.319388,-6.42707388813,58.9971,2.29169519493,2.30392,93.1968886313,2.16888,-0.0547343282389,39.362397984,72.2728537203,-0.546819784453,0.104894954015,2.17011546115,-0.546819784453,-2.25949,29,0.00547368
30,1.11022302463e-16,21.951,-0.606125504334,0.495926,-2.52806792371,60.5533,2.58298845501,2.59953,93.8864560303,2.45485,-0.0606705778604,40.3082701826,67.1197562854,-0.606125504334,0.127602827721,2.45644201411,-0.606125504334,-2.54972,30,0.00606733
31,2.77555756156e-17,22.1142,-0.169918229897,0.672848,-7.09249887088,61.8521,2.84477926275,2.86734,94.3515744758,2.71312,-0.0170080901119,39.9348417519,72.6597027241,-0.169918229897,0.155044655058,2.71436134402,-0.169918229897,-2.82441,31,0.00170089
32,6.53613401673e-06,22.3138,-4.08784848001,0.671738,-2.73386826844,63.0806,3.1635174367,3.19259,88.5086414352,3.02975,-0.40917614786,42.1165321081,56.7846827349,-4.0878332453,0.175531820346,3.03064522197,-4.08785154774,-3.15706,32,0.0409194
33,30.9980762205,22.4328,81.7203286551,1.18894,-7.32115770429,63.9751,3.3726788327,3.4071,92.8883894385,3.22847,0.567221756046,45.5338042107,56.9198889993,96.3864842742,0.209707823838,3.22940329003,-0.21066709909,-3.36772,33,0.091288
34,20.6695455194,22.7538,88.6938428533,0.752699,84.7939214775,65.4354,3.58344784806,3.62139,94.9714174806,3.43611,1.32430341863,4.2491622645,90.8957378486,95.9317365056,0.207242426483,3.43758848218,-1.14402032636,-3.59779,34,0.121342
35,2.27804417636,22.9987,92.4828605364,1.4221,91.1735736297,66.6748,4.00275829701,4.05269,97.0385681544,3.85423,1.39097544984,1.63940171106,93.5773667403,95.2539933687,0.251084910235,3.85468441121,87.6985676823,-4.03169,35,0.163062
36,37.9563152751,23.3219,74.8185253719,3.42656,87.165236836,67.4613,4.3450499614,4.42017,96.8756048397,4.19053,4.68370007104,3.00533970904,92.8947464051,95.9453436652,0.348746612023,4.19245761532,-5.22493495879,-4.38658,36,0.125608
37,17.1971467109,23.6451,89.666720208,2.5274,90.7735294386,68.4004,5.08705765691,5.14516,99.3705803865,4.91879,7.78849945985,2.6630030177,93.9388089973,95.9176525665,0.338880090254,4.92264143641,-8.12536332027,-5.15023,37,0.245729
38,2.26447744049,23.7908,93.1842649517,2.39878,77.4378446995,69.3592,5.48081437195,5.54474,95.0664798353,5.29875,7.50369767119,6.36230219619,89.9036658918,96.1184387846,0.339473926072,5.30329267491,89.1415211888,-5.55755,38,0.200159
39,15.3545219417,23.9923,87.9982303483,1.27112,88.2834998139,70.6276,6.01174747035,6.0763,99.6104170648,5.79599,10.1790670332,3.69834429648,91.5219052043,94.5747896834,0.341987131696,5.80180609587,-0.853970674974,-6.08926,39,0.30903
40,1.84113494231,24.1528,92.6819868326,2.89555,79.8738583781,71.6669,6.75606826346,6.83211,99.0241492027,6.5094,7.72253849613,5.56564058602,92.6419688546,95.5357793631,0.425971133087,6.51652197484,88.8704395116,-6.83828,40,0.273007
41,1.47051711736,24.4126,92.5218050674,2.53957,85.5413352316,72.3833,7.20377291094,7.28145,96.8681685926,6.89206,5.0253410032,3.52127193631,91.9315498281,95.4111435118,0.429792036825,6.89801681583,90.5057533908,-7.26927,41,0.237191
42,1.29835179722,24.7216,93.1206506785,4.39211,89.8276048092,72.6761,7.91710175164,8.01663,93.7013348915,7.56219,7.67738646866,1.41363612773,91.9017682011,95.6235953892,0.563297778859,7.57191427564,90.6432220248,-7.97529,42,0.232747
43,1.27864670734,24.8944,91.0256523833,2.52381,90.0584454585,73.1742,8.61074825883,8.68804,97.5762216579,8.20089,7.68770852283,2.36943273002,92.686011459,93.1086962712,0.471077772759,8.20972112519,86.7100248803,-8.65219,43,0.276106
44,1.08478689902,25.0113,93.3629044667,4.21805,86.4859460762,73.3343,9.36345787546,9.45908,99.7189878436,8.90187,9.64609605096,3.87993521014,92.5713784988,95.3351469631,0.587555132188,8.91116587758,91.0916729489,-9.40142,44,0.25864
45,0.798574178221,25.2662,91.8347882527,5.02723,90.3301654666,73.6132,10.0425980919,10.119,99.3956858795,9.53051,15.4340491695,2.70809343672,93.143152252,92.8079296303,0.606148324965,9.53976973144,88.6106730903,-10.0726,45,0.367251
46,0.538943325545,25.3706,91.1115420047,4.37844,89.6767254762,73.8999,11.2684055544,11.3554,94.4167698104,10.7121,24.7933522668,1.42873254907,92.9161906342,91.5968480131,0.630278936595,10.7176528204,89.4009163102,-11.3016,46,0.736858
47,2.06830460261,25.1484,90.6738865501,5.15799,83.4523985946,74.0705,12.1502498351,12.2231,97.5231105374,11.5604,24.5765441413,4.47303480869,91.261072802,91.9212697317,0.645273556996,11.568078424,80.249761534,-12.2023,47,0.685812
48,1.12769972362,25.0813,92.0470166911,4.46414,88.3079936698,74.3009,13.2106135864,13.2757,99.4463371519,12.5909,23.9632009892,3.59322310013,92.4134950351,92.9689103875,0.610178940793,12.5985243931,88.4691822939,-13.2569,48,0.579424
49,59.8527458766,25.2888,13.0182672504,2.91199,85.2672795005,74.5204,13.7746756971,13.8411,99.4801951141,13.1477,8.22783080291,4.09109385091,91.7922561137,90.3597211403,0.584422017555,13.1554559398,-33.7650971845,-13.891,49,0.368146
50,60.695414045,25.6691,1.92174903495,3.17193,-7.00074183767,74.8126,14.4763239479,14.5428,73.3606988391,13.8512,3.9131951923,40.1807203384,33.1799785007,89.170366524,0.589527921203,13.8557327264,-41.0325444515,-14.6302,50,0.441712
51,43.2988877092,25.8776,-7.59800174912,5.20255,-23.197173018,74.9925,15.271843825,15.334,-23.197173018,14.7054,1.64548578689,0.0,-23.197173018,89.4950502737,0.66121098346,14.7086609804,-27.6749236684,-15.5368,51,0.284574
52,45.2299071808,26.0854,-15.0989332737,4.3596,-45.9920558887,75.1839,15.4393917548,15.5033,-41.8384118079,14.888,-0.500485354044,2.07682204037,-43.9152338483,88.2918177134,0.65221577412,14.8937202487,-35.4459985312,-15.7356,52,0.369582
53,33.4858529249,26.4928,-22.432915173,3.81018,-0.00972355663476,75.4782,16.2404935249,16.3013,-0.00972355663476,15.721,-2.15026606044,0.0,-0.00972355663476,83.4580631041,0.671142263561,15.7238001168,-33.2403834886,-16.6105,53,0.340463
54,43.9122483621,26.6759,-13.4530810491,4.8284,-41.1560023015,75.918,17.1621328876,17.2152,-37.1357586998,16.6956,-1.19751707802,2.01012180083,-39.1458805007,84.7682586384,0.68565755569,16.6995553035,-33.2922624876,-17.624,54,0.348642
55,46.4637588549,27.0734,6.17537353085,5.62078,-0.103069687868,76.2747,17.1936360627,17.2541,66.5445502551,16.7614,4.71362485031,33.3238099715,33.2207402836,91.0938519848,0.762439841392,16.7665904842,-19.3299427958,-17.7234,55,0.212619
56,38.3202169073,27.284,-0.928833917319,7.18357,-2.32086091981,76.7591,18.5963056931,18.6474,93.8181248774,18.2385,0.275748233883,45.0844098976,61.4354616584,86.9401643144,0.786390372171,18.2413156283,-18.3861169544,-19.2149,56,0.203868
57,0.112422612509,27.5129,-0.25708548518,4.41044,-24.7642871356,77.2189,19.0591949697,19.1236,89.8342227193,18.7567,-0.144830509626,49.2871031192,60.5890174492,-0.111986788086,0.745890503779,18.7579792625,-0.420543263156,-19.7055,57,0.00257343
58,29.9128696318,27.7862,-3.44920527677,6.03172,-5.70749353545,77.8099,19.5728342925,19.6311,92.8138732314,19.2925,1.19606273842,44.956544669,57.7543803552,91.1429159549,0.804846802331,19.2927860895,-13.1763942615,-20.2224,58,0.136454
59,54.2965154404,28.0508,34.3130496005,9.55414,-12.7587321985,78.5373,20.8142202886,20.8724,92.2430243451,20.5635,3.20210535594,46.8678684475,53.1405716016,88.0632263683,0.949962147982,20.5606569943,-26.4933061058,-21.5306,59,0.380576
60,34.6053014543,28.3056,14.996621338,8.00579,80.7526881038,79.1197,21.6814215629,21.7363,85.1976031238,21.4632,4.7117844471,2.22245751004,82.9751456138,92.5170278099,0.862330641907,21.4574842929,-0.729855778383,-22.3736,60,0.0196303
61,2.4533074003,28.6091,90.8847335462,10.088,-15.9336481513,79.8158,22.2469580724,22.3144,93.2750175085,22.0541,30.1445786997,42.6144191448,69.1475633853,93.9979835111,0.976564388343,22.0514186155,83.5957955901,-22.9469,61,0.828247
62,0.255061455362,28.8082,91.5433580276,9.48625,86.6004188413,80.6525,23.3320817302,23.3835,94.2851988342,23.1515,25.4408812219,2.61313360911,90.8360787647,91.9310155949,0.900062666131,23.1488468928,90.4009496521,-23.9966,62,0.693167
63,0.97158882531,29.0935,87.9729126571,7.23054,80.754992498,81.1448,24.0410165443,24.0982,94.9825298033,23.8726,16.8519285103,5.25997048363,88.2151236125,91.0836969929,0.884979979245,23.8714002645,87.3568936492,-24.6846,63,0.803004
64,1.37421591114,29.3731,90.6541505718,9.50244,89.074147383,82.0714,25.0422296109,25.092,93.6681682224,24.8878,29.8259230902,1.82983875294,91.0400126657,91.9198335925,0.897509120907,24.8802098917,87.7547562872,-25.6373,64,0.887856
65,1.47245324679,29.5699,85.7736750559,6.91286,82.6602590603,82.641,25.8217602202,25.8772,91.3281332304,25.6537,13.9685787462,2.72588638142,87.1012394693,88.7967663594,0.823620303957,25.6487212229,84.6651367931,-26.3829,65,0.895265
66,1.64366334112,29.7399,92.4114107811,7.20034,86.1778938071,83.2939,26.6638296113,26.7142,99.6595116176,26.5033,38.6545216067,3.75376033226,92.2301374602,93.5262336897,0.84560210781,26.4923422831,87.387419664,-27.2002,66,0.895454
67,1.5108960253,30.0893,92.412309635,5.98708,87.7933478913,83.9566,27.3504415763,27.3948,94.5734258764,27.173,41.0287896567,2.3213542353,90.6749462345,93.7785680827,0.805650593446,27.1674592602,89.1740873085,-27.8201,67,0.961228
68,1.63668540112,30.2273,92.371342618,6.49042,88.522158465,84.7662,28.6815025108,28.7098,93.2243626735,28.5052,39.1556846242,1.68061680965,91.1254459727,93.5373041588,0.814758094908,28.5017651803,87.5340689707,-29.1277,68,0.914342
69,0.168606753576,30.4274,93.4410446092,5.04996,88.4224209389,85.3984,29.2207982867,29.2467,95.4663380071,29.0464,46.6127424935,2.46515085873,92.2572094525,93.9316135547,0.761946429876,29.040564921,93.2064484134,-29.6224,69,0.975236
70,0.141495340192,30.5156,93.5304724448,6.33432,86.4291716805,86.0606,30.0550206428,30.0749,99.2367482876,29.8822,47.3530855215,3.29277191012,93.1593685537,93.8922770353,0.792491671901,29.8804157756,93.3374222356,-30.465,70,0.981993
71,0.121981846592,30.6158,92.4898335509,4.76771,89.8376638787,86.6818,30.8062352436,30.8228,96.2728592785,30.653,41.9290367284,1.99902809239,93.0777115332,92.6976585722,0.71680016915,30.6470353497,92.1344965963,-31.2754,71,0.992402
72,0.117387628098,30.6928,92.3978845833,5.09607,92.3762983486,87.3634,31.7477510075,31.7708,94.7589853452,31.6022,41.4158700187,0.661425692278,93.5568600584,92.5860629008,0.738924838618,31.5999182182,92.082869654,-32.276,72,0.991515
73,0.114985898236,30.8321,92.3071139146,4.98216,90.3816455255,87.9597,32.952048165,32.9767,97.5339089486,32.8274,41.0119680593,1.7355896418,93.5554317175,92.501754997,0.77424764212,32.8246473329,92.0469293318,-33.5658,73,0.993419
74,0.162790754286,30.9471,92.099786336,6.10232,92.0943690777,88.6324,33.6231046139,33.6445,95.0454354415,33.5129,39.9545458102,0.890848422218,93.6528506498,92.5000722991,0.77960775951,33.5099506722,91.7238032747,-34.3476,74,0.993341
75,0.0698430496106,31.0913,92.4043973577,4.16063,86.8816358402,89.4804,35.1169112993,35.1375,95.0475949733,35.0235,41.5180646555,2.35323725824,92.5031192457,92.5001217928,0.738249008482,35.0216253098,92.2149218942,-35.8876,75,0.993534
76,0.157706594977,31.2021,92.028725344,3.71865,87.112523868,90.0158,35.9165093588,35.938,98.0909711964,35.8326,39.6598042067,2.75995731349,93.3431299035,92.5000217674,0.701240497734,35.8291809212,91.7249833234,-36.7755,76,0.995116
77,0.122603252195,31.3424,92.0426465001,3.80798,87.2389191642,90.6572,37.6194382496,37.6324,95.4213343757,37.542,39.7632761005,2.07958787799,93.4436227748,92.4000062346,0.746709970792,37.5403032536,91.7721025438,-38.5662,77,0.996152
78,0.09939840814,31.4249,92.2199056911,6.48734,92.7415009405,91.2616,38.2169013904,38.2253,97.4287808546,38.1532,40.6242958274,1.20440018688,94.016009974,92.5000061631,0.858862139925,38.1520010343,92.0086853634,-39.2386,78,0.995155
79,0.0843719582063,31.4573,92.3487030502,5.44404,88.0487129704,91.8111,40.1076477021,40.113,95.3578203776,40.0532,41.3202210838,2.7039374679,92.0195334065,92.4999638228,0.812495401786,40.0520593553,92.1059482922,-41.2569,79,0.996144
80,0.0818737910362,31.4696,92.2722454142,4.8309,90.7559178565,92.2734,41.562450135,41.5679,99.5560667664,41.5157,40.9379062908,2.00870640879,93.9163868106,92.5000008225,0.77544216017,41.5147852254,92.0202000662,-42.7727,80,0.996482
81,0.0857164593381,31.5303,92.5623170024,6.63789,92.1089009827,92.897,43.275524612,43.2744,94.7729524202,43.2391,42.393413221,0.859509317464,93.7460735938,92.6999874177,0.846685928336,43.2401801765,92.3026373937,-44.5475,81,0.994859
82,0.0597437970223,31.5676,92.562024518,4.51157,86.2349069349,93.5263,44.2745990425,44.2743,97.3250759856,44.2482,42.4902538708,3.17045581062,92.6632670848,92.6979293024,0.769094900721,44.2484352457,92.4348562729,-45.6047,82,0.997741
83,0.0874425633784,31.6666,92.4828716388,5.97916,83.129700401,94.0582,46.1327204585,46.1251,98.3489016215,46.1146,41.951996483,4.18180488876,92.3070175668,92.5998707646,0.81650059066,46.1179429852,92.3075117751,-47.545,83,0.994211
84,0.0836921795406,31.7605,92.6117213736,5.2877,89.5395254733,94.619,47.6739991048,47.6716,95.5315463128,47.667,42.5825228785,1.42917733671,93.882244209,92.6999936986,0.859181793945,47.668898103,92.4007852085,-49.1335,84,0.992752
85,0.0675806133952,31.8876,92.5717506654,5.26228,90.008474705,95.0543,48.3561211161,48.351,99.8096109579,48.3498,42.5616084098,2.20678391699,94.0370032121,92.6702704899,0.808870354373,48.3544899794,92.4010005934,-49.9186,85,0.998321
86,0.068643877239,31.9918,92.5642478677,4.44813,90.6585044781,95.413,50.3048513949,50.3014,99.5355479225,50.3012,42.5156689288,2.36402226428,93.4800797052,92.6769614983,0.771182688454,50.304778559,92.4005525417,-51.8831,86,0.998137
87,0.0760103058134,32.0858,92.7624761077,3.81073,85.7148091909,96.0088,51.4039816014,51.3992,94.9894793158,51.3992,43.5043512286,3.16061459208,92.2726585486,92.899824193,0.757893507429,51.4039740207,92.6064826598,-53.038,87,0.996089
88,0.0646120740491,32.1894,92.6485250474,3.10751,89.7753827803,96.7382,53.5300022029,53.5231,94.7585212291,53.5231,42.9077579716,1.56547891595,92.9267890851,92.7833075855,0.748784398415,53.5299936938,92.5003967172,-55.1821,88,0.996512
89,0.0912082690105,32.2639,92.6326815422,6.00883,90.9413299371,97.3546,54.9681433725,54.9615,99.4121847472,54.9615,42.7202891057,1.95291608977,94.1742027548,92.7999870514,0.836727829506,54.9681047968,92.4124815524,-56.6045,89,0.993495
90,0.0538788816007,32.3568,92.4831556607,4.15698,92.2478932519,98.0065,56.5748532213,56.5676,94.2272125628,56.5676,42.0682206931,0.61908455984,93.6094341296,92.5715419983,0.786557096662,56.5748188292,92.3103908475,-58.2838,90,0.997546
91,0.0702302298538,32.4849,92.7769901029,4.14592,87.755852859,98.8895,58.284085441,58.275,94.6065678526,58.275,43.5753588211,2.20310668718,92.5894336591,92.8999992695,0.787841536447,58.2840582711,92.6204870565,-59.9485,91,0.995879
92,0.0698161374446,32.5688,92.6967183949,3.45301,90.3974727073,99.6857,59.4340709281,59.4241,99.3160677309,59.4241,43.2418074315,1.95076487353,94.067018847,92.8008343038,0.726783602379,59.4340540249,92.6003684612,-61.1363,92,0.998752
93,0.047614119305,32.6446,92.7782058852,3.53255,88.67397738,100.679,61.1397307594,61.1312,94.932011686,61.1312,43.6554194915,1.69961018188,93.3884550317,92.8979221969,0.740860781269,61.1396993692,92.627346926,-62.8015,93,0.998041
94,0.063070407274,32.736,92.6952951112,3.92451,89.1786337484,101.583,62.374612298,62.369,97.042813815,62.369,43.1795635873,1.89593718899,93.6802049765,92.8235676754,0.760302178266,62.3745816632,92.5975663663,-63.998,94,0.997155
95,0.0408431188771,32.7742,92.8252351098,4.14335,89.2642955758,102.457,63.7706198898,63.7605,99.7,63.7605,43.8198837131,3.08059728948,92.9989888521,92.8999845265,0.780688562212,63.7705952928,92.7113688332,-65.3664,95,0.995401
96,0.076499264092,32.836,92.6524337201,4.33651,93.6789437689,103.469,65.3098732121,65.3008,94.6700444598,65.3008,42.9414766856,0.29801797356,94.1502007568,92.7406558598,0.756374725397,65.3098496793,92.4076481312,-66.8333,96,0.996877
97,0.10063803769,32.8917,92.7816306859,4.99554,91.7954022925,104.453,66.4435831761,66.4352,95.2863042845,66.4352,43.4775395368,0.941300902141,94.1900682177,92.8999688854,0.773601891287,66.4435485805,92.6123587156,-67.8661,97,0.992265
98,0.0514800280529,32.9529,92.7160275005,3.64209,89.9362194627,105.374,67.3379601717,67.328,94.3943880111,67.328,43.3263162467,1.41169774585,93.0457357747,92.8005966837,0.730604263789,67.3379505326,92.5890368583,-68.7541,98,0.998201
99,0.0661300781757,33.0261,92.7831472299,3.38292,89.5865313694,106.185,68.298481256,68.2867,94.6473177019,68.2867,43.5459318602,1.28981346722,93.5497216568,92.899821215,0.704641403994,68.2984614523,92.684195097,-69.6389,99,0.994037
100,0.0320084368572,33.0914,92.7935372076,3.4302,90.3420738156,107.023,69.1621762673,69.1557,94.959396743,69.1557,43.6863956592,1.63228979901,92.4795021583,92.8495612137,0.721577160881,69.1621494776,92.6378278883,-70.4684,100,0.996516
101,0.0590965290595,33.1409,92.6532579259,3.04551,90.9475469442,107.496,69.9773052635,69.9683,95.5902511331,69.9683,43.0096691142,1.08937205794,93.7930184114,92.7033413164,0.683235579024,69.9772772087,92.4313449905,-71.2613,101,0.998757
102,0.0428031624917,33.236,92.8271090673,3.94607,88.546422405,108.085,70.7662125191,70.7594,99.6057428043,70.7594,43.7606243191,2.85222310953,93.2779487963,92.8999946115,0.717435315763,70.7661743008,92.7535362071,-71.9749,102,0.993356
103,0.0583496488147,33.2701,92.7171352946,3.10881,86.3573623708,108.79,71.3633073824,71.355,99.3376555904,71.355,43.2833399944,3.84128530336,92.0468759561,92.800806356,0.637605371394,71.3632781409,92.5467740694,-72.5412,103,0.996756
104,0.0524546110805,33.3253,92.9071215515,5.22134,90.0220376024,109.417,72.1882732949,72.1812,99.6398334985,72.1812,44.2606291033,2.58502240367,93.4696125532,92.9999745804,0.757296126856,72.1882402381,92.8179625204,-73.3117,104,0.995219
105,0.0613615259157,33.3808,92.7695417817,4.68361,89.1370935743,109.993,72.3911517145,72.3822,94.8134172342,72.3822,43.6190439228,2.11465583424,92.6283020309,92.899575959,0.719485207798,72.3911162398,92.6055964395,-73.4349,105,0.998345
106,0.0656632315794,33.4619,92.7086516827,3.85312,92.631708333,110.408,73.0997422608,73.0926,94.6790066639,73.0926,43.3009152962,0.53141072613,93.8099378992,92.8017774177,0.687587978768,73.0997079041,92.6002672574,-74.0662,106,0.998615
107,0.0782484683958,33.5587,92.664135168,5.32782,92.3989369242,110.82,73.4276842762,73.4216,95.9514706557,73.4216,43.0038627648,0.819342129907,94.0265535782,92.7473902528,0.718884384241,73.4276346391,92.5005729184,-74.3604,107,0.99688
108,0.0810554177475,33.5871,92.6420923412,2.87023,89.7541633324,111.063,73.9597782051,73.9534,94.8866664644,73.9534,42.7950857766,1.58128136682,93.2977511386,92.7999903356,0.624928803402,73.9597596473,92.455013844,-74.8092,108,0.994213
109,0.0612737616965,33.6275,92.7655972607,3.13865,91.6540976315,111.391,74.190215051,74.185,96.9887057001,74.185,43.5469647832,1.43555730002,93.8081638001,92.8999415743,0.64855713363,74.1901892498,92.6806566635,-74.9805,109,0.996852
110,0.0898669357243,33.6556,92.7344719019,4.32393,88.0540216171,111.594,74.4224900357,74.4172,95.0828573043,74.4172,43.3600880431,2.4356363439,91.4298922281,92.8987434268,0.675081493813,74.4224648894,92.6002039388,-75.1691,110,0.996267
111,0.0761338526747,33.6928,92.6355423706,4.66766,86.5166046075,111.704,74.3311738012,74.3268,95.8569924823,74.3268,42.8817968473,2.4596910981,93.5031360791,92.799160936,0.665790992839,74.3311461426,92.4064925385,-74.9898,111,0.997775
112,0.0727318289974,33.7607,92.6140264434,3.29924,88.7879326168,111.839,74.3068924867,74.3028,98.4180472644,74.3028,42.6076189409,2.56315883763,93.2028442791,92.6994347669,0.61437525961,74.3068741976,92.4008944411,-74.9022,112,0.993134
113,0.0521493617747,33.8632,92.9136444513,1.96828,87.4097310927,111.969,74.5775661054,74.5744,99.2738307522,74.5744,44.3191528515,3.44592687884,92.6373130018,92.9999950485,0.532856999974,74.5775643103,92.701386812,-75.1017,113,0.99589
114,0.0795678000084,33.9118,92.671688722,2.6172,89.9092181624,112.063,74.6237125186,74.6217,94.7842909552,74.6217,43.0514194677,1.74989944071,93.0836596766,92.7999295748,0.584882669936,74.6236811375,92.500203354,-75.1083,114,0.997099
115,0.0674976823523,33.9607,92.7864337518,2.8655,88.696239668,112.266,74.3892419983,74.386,97.7062427164,74.386,43.6512871281,2.60202575461,92.8818145832,92.8988725174,0.592058311119,74.3892147968,92.6065004983,-74.8216,115,0.996606
116,0.0621071056669,33.9896,92.7880812003,1.76746,90.0684220272,112.429,74.3276158424,74.3246,94.3115523668,74.3246,43.6658155434,1.65214620288,92.1619104483,92.8999421972,0.521238315547,74.3276062967,92.6257544298,-74.7346,116,0.996775
