StdEsReturn,MinEsReturn,QFunRegParamNorm,AverageEsReturn,PolicyRegParamNorm,MaxEsReturn,AverageY,AverageAction,AverageAbsQYDiff,AverageAbsY,AverageReturn,AverageDiscountedReturn,StdReturn,Iteration,AveragePolicySurr,MinReturn,AverageAbsQ,AverageQLoss,MaxReturn,AverageQ,Epoch
100.486676727,117.59275138,132.682,255.5728252,108.309,418.86390694,24.1888314683,0.99836,0.710972149935,24.1988386504,1150.864186,200.014841713,770.751614757,1172,-24.5004,-44.3528379646,24.207,2.37061,2956.17040242,24.1886,1172
233.613048568,3.98142616129,132.711,211.872703887,108.335,681.223657411,24.2887042957,0.997794,0.726086754892,24.2986404433,535.517495494,54.2524969075,878.904525817,1173,-24.6109,0.118863564651,24.3036,2.59512,2905.72455131,24.2877,1173
212.874998508,1.21856022548,132.777,170.533791545,108.371,582.359258648,24.2727813008,0.99797,0.711075547808,24.2827734275,1609.14741206,182.078801628,750.641085977,1174,-24.58,145.099877137,24.2896,2.50644,2783.04577538,24.2727,1174
233.96571647,31.3916919036,132.847,287.53646608,108.425,629.160071561,24.3365065666,0.99761,0.706057484282,24.3470847039,1273.39515963,161.974896971,717.223122286,1175,-24.6446,56.4103894158,24.3515,2.21104,2543.10363124,24.3335,1175
182.654251133,18.4598597896,132.907,171.026559229,108.457,480.259774066,24.3553688236,0.9983,0.720314777483,24.3686027479,1343.16959631,221.560332468,833.410484555,1176,-24.6723,527.518871506,24.3725,2.43037,2988.85129885,24.3534,1176
265.366921388,0.826817725956,132.959,290.559705363,108.47,746.41447994,24.3690737391,0.999031,0.708501376892,24.3798903002,792.870873025,208.276488345,332.805164662,1177,-24.6647,441.042072992,24.3877,2.46427,1731.55258429,24.3693,1177
196.523715365,9.70558796042,133.007,256.264452479,108.501,472.451323283,24.3310663873,0.998715,0.712817565929,24.3435010187,871.671133502,190.243511799,300.45890198,1178,-24.6368,418.869369695,24.3491,2.27928,2028.29932398,24.3285,1178
224.842736944,1.50747312971,133.051,311.295141061,108.554,634.115054676,24.3695192474,0.99915,0.714628556511,24.3844827092,583.915541991,187.40894264,374.528880999,1179,-24.6386,287.999265711,24.3893,2.55683,2730.78610751,24.3687,1179
878.115206034,437.352807268,133.117,1315.4680133,108.632,2193.58321934,24.4348081365,0.997823,0.721462294434,24.4480615129,1042.30842183,192.380133131,549.93563181,1180,-24.7256,8.94683217888,24.4517,2.62682,2386.11629077,24.4316,1180
229.729408787,6.04236204935,133.189,415.293316327,108.585,765.034415827,24.3992940234,0.998128,0.688817406999,24.4149177369,1430.55997718,182.93745659,637.300264599,1181,-24.6761,483.55786991,24.4204,2.16745,2656.67083928,24.401,1181
355.370055013,11.3069165417,133.277,396.14356207,108.638,1047.92718046,24.4582162438,0.997961,0.735781600317,24.4731359165,878.210563245,162.783131429,394.75591852,1182,-24.7419,-46.4745050652,24.4778,2.72447,1937.27800267,24.456,1182
225.343772873,4.81963192783,133.294,273.502260026,108.67,676.515293705,24.4633687478,0.997998,0.706209415074,24.4781287354,1242.64422698,187.423147179,617.686053535,1183,-24.7649,452.745381932,24.484,2.34431,2685.10363387,24.4632,1183
289.14778539,-0.199065849517,133.349,322.525936709,108.662,759.387105606,24.445362883,0.99789,0.713739367297,24.4625446837,1467.88233907,181.648366219,500.027583696,1184,-24.7436,834.705796469,24.4641,2.43497,2460.64476384,24.4425,1184
255.976782587,365.617027425,133.412,544.015698352,108.733,982.227204466,24.5079021645,0.997666,0.730962735692,24.5198818543,1410.81602805,181.868395784,614.926574428,1185,-24.8243,647.25526757,24.525,2.61685,2462.66813599,24.5068,1185
263.057438241,3.81135744418,133.471,385.350926435,108.8,735.22889264,24.5408835328,0.996698,0.706337495524,24.5546497978,1253.6786116,119.06706399,587.033044117,1186,-24.8621,454.105877594,24.5588,2.36391,2311.18946927,24.5401,1186
142.683274372,30.5988917029,133.511,290.573145417,108.799,424.908012908,24.5939705895,0.997501,0.694530803095,24.6096626724,1095.90383655,160.958379069,369.591847002,1187,-24.8801,384.374459259,24.6126,2.23586,1677.1091365,24.591,1187
282.889688721,5.76701593787,133.557,463.441878117,108.829,796.743183903,24.614232342,0.997634,0.720047815261,24.6284268329,1031.22312622,184.672929392,380.803426128,1188,-24.927,340.345977993,24.635,2.52516,1874.10865096,24.6132,1188
439.96210158,29.2234277043,133.614,446.751881946,108.864,1357.90676753,24.5781045645,0.99795,0.702224813546,24.5961542537,1167.25734834,182.826077683,576.672403718,1189,-24.8808,415.400809868,24.6013,2.31793,2337.65280447,24.5773,1189
367.089297896,1.43492606808,133.66,350.530638588,108.922,965.160545127,24.583842725,0.998062,0.728730031819,24.6018226559,1769.6637828,202.97733259,787.631116773,1190,-24.8872,420.627159358,24.606,2.61685,2708.82501992,24.5835,1190
280.122249403,12.9001259884,133.733,325.49896502,108.923,785.524660912,24.6907937236,0.997863,0.706182131014,24.7094153856,1234.62230283,156.442737423,672.830439987,1191,-25.0093,15.000934528,24.7121,2.33102,2186.05202535,24.6892,1191
209.218332632,4.92724500856,133.799,286.168994838,108.953,594.867101023,24.6812284345,0.997319,0.727931170488,24.6993011276,1115.53409548,116.205957439,867.19253745,1192,-25.0106,4.35911093618,24.7038,2.8149,2292.08046022,24.6805,1192
306.795177907,0.729445783282,133.905,214.18892713,109.009,1031.98813324,24.7075247283,0.998003,0.702657125181,24.7278969135,1204.04299974,180.651426464,646.863172754,1193,-24.9916,521.884584095,24.7276,2.39004,2569.22466319,24.7042,1193
238.610283999,1.15154068146,133.977,252.544949848,109.057,676.689065856,24.7599744906,0.99818,0.700942564026,24.7793483947,889.415161047,173.882844943,542.98484489,1194,-25.0559,211.219806536,24.7851,2.45443,2331.35015356,24.7608,1194
228.348221151,4.76837705835,134.006,335.168741984,109.1,658.431773882,24.7159547756,0.997702,0.685212051521,24.7353759019,1226.07791951,174.220944835,579.467326478,1195,-25.0168,538.775192194,24.7371,2.09578,2601.34463002,24.714,1195
280.29629565,-0.461271612037,134.05,200.987971141,109.119,760.740737398,24.7427325627,0.997626,0.719077827979,24.7622045408,648.638860656,115.909953282,573.689110939,1196,-25.0461,64.9330074938,24.766,2.56131,2147.30243061,24.7404,1196
141.201808916,-0.0219244902932,134.09,113.568262618,109.143,306.574967146,24.7324124682,0.997869,0.693106839703,24.750193301,491.870734545,107.235186371,525.116319406,1197,-25.0007,54.489614101,24.7529,2.27739,1841.05728249,24.731,1197
308.751806105,1.39730082674,134.106,247.101968764,109.201,923.736577692,24.7366133718,0.997757,0.695744924571,24.7531785771,833.595743262,160.749505991,510.737409505,1198,-25.0261,78.4799157078,24.7572,2.31902,1922.54055178,24.7365,1198
293.850932257,19.6990169902,134.149,310.501464767,109.263,801.371046509,24.8272861605,0.997151,0.687540653449,24.8401664083,605.42156925,126.11388898,533.616083252,1199,-25.1044,117.756879033,24.8442,2.278,2266.22911406,24.8246,1199
246.207159512,89.3293019931,134.197,342.50459496,109.322,765.763488217,24.8267685622,0.997785,0.701500389354,24.8404770435,1212.68609124,166.189530751,706.836168927,1200,-25.1185,134.989411429,24.8446,2.65692,2771.68884559,24.8268,1200
388.083204032,79.6288834857,134.286,465.454311951,109.38,1048.09027122,24.8730830785,0.998367,0.691274145908,24.8838145754,1420.77144941,183.343318606,665.992944119,1201,-25.1504,203.191441158,24.8884,2.35554,2715.44346668,24.8726,1201
356.521953664,-0.427132466027,134.356,439.30520088,109.43,1042.38409253,24.7741241665,0.997705,0.702619668395,24.7875411755,863.84401336,126.065955174,858.092026104,1202,-25.0577,2.46240139381,24.7917,2.5366,2602.2900789,24.7731,1202
270.076738548,89.7402020638,134.462,389.513331957,109.436,748.954201064,24.7946325411,0.998139,0.703667844264,24.8059194256,947.122817784,155.790157644,721.90982227,1203,-25.075,140.916968288,24.8084,2.479,2541.87972601,24.7923,1203
101.724827949,438.694173875,134.524,588.883505334,109.458,719.889954032,24.6932504948,0.997885,0.695879598892,24.7053214223,1659.4382801,166.217000099,631.397094416,1204,-24.9919,555.262176963,24.7091,2.26174,2587.39208917,24.6918,1204
196.497832909,222.596358192,134.573,426.59557748,109.483,729.596030266,24.8574437233,0.998127,0.736746758381,24.8682375374,954.642170069,147.910914568,717.921512514,1205,-25.1605,98.6441755847,24.8718,3.023,2408.61979926,24.857,1205
792.258749466,191.753813611,134.591,758.788259095,109.525,1879.183515,24.8234112716,0.99788,0.704786195036,24.8382972803,1501.14003476,145.044407004,724.260230855,1206,-25.1391,453.844889149,24.8432,2.29409,2658.04760813,24.8213,1206
163.881205854,81.4342853173,134.666,298.795618756,109.534,532.168513015,24.892459002,0.998278,0.710874861996,24.9029637941,1120.52698257,164.671581472,623.500789806,1207,-25.2109,334.455865401,24.9066,2.56873,2742.64305365,24.8914,1207
299.658076495,17.693109939,134.712,324.629414525,109.518,706.085313618,24.8940329589,0.998179,0.702821515903,24.9038997918,1645.85721962,160.875829565,770.16265938,1208,-25.1969,141.423968219,24.9108,2.41354,2786.73076408,24.892,1208
236.790222922,55.4105946677,134.746,308.182256196,109.541,570.321588883,24.8378605434,0.998551,0.720420036738,24.8472394632,1557.61554057,186.069414342,665.434223888,1209,-25.1446,293.994745125,24.8535,2.48894,2508.28362484,24.836,1209
317.215107079,486.339221021,134.771,812.076417434,109.588,1238.87132501,24.938470696,0.998778,0.714810146725,24.9465577859,1831.68535638,163.602190155,752.654056394,1210,-25.2456,128.949452609,24.9518,2.53518,2510.79567115,24.9385,1210
402.147092286,9.68572791729,134.846,497.656526455,109.616,994.617815053,24.7896843484,0.998334,0.731723347343,24.7996584291,1689.81700194,161.138072512,774.711810119,1211,-25.0888,339.972708186,24.8009,2.68577,2672.6226066,24.7849,1211
795.967879028,331.121137596,134.871,1127.08901662,109.666,1923.05689565,24.8789914939,0.998364,0.693256408264,24.88847837,937.730043482,140.277107259,768.308930427,1212,-25.1566,131.051466112,24.8949,2.38067,2463.93965968,24.8789,1212
288.865845739,20.274927406,134.944,445.10155033,109.664,752.295551142,24.9442542467,0.998134,0.700840280404,24.9536292348,724.077542155,151.852740177,442.876303118,1213,-25.2444,188.823520627,24.9593,2.36941,1633.62473823,24.9427,1213
383.746863521,30.1740035092,134.98,582.735525275,109.71,1029.34428002,24.9031231764,0.998414,0.70717776068,24.9119805458,1171.07847615,171.125536035,593.284069438,1214,-25.1964,448.889043495,24.9171,2.46931,2410.90017629,24.9028,1214
263.580814518,75.8540203494,135.074,404.157717253,109.757,698.372837736,24.9371536069,0.998301,0.720766785203,24.9452887148,2036.52549241,202.273541251,810.398281384,1215,-25.2264,395.162674188,24.9523,2.59668,2880.05248435,24.9363,1215
248.945040086,3.77268343939,135.154,273.393950072,109.766,644.987805679,24.9807840875,0.998523,0.709565426069,24.9879365884,1150.30230094,157.520090351,895.449458967,1216,-25.2701,144.549394516,24.9918,2.51452,2642.42106356,24.9781,1216
346.132626916,30.1248663982,135.162,520.356068319,109.784,995.300302841,24.9231016555,0.998144,0.695080641645,24.9312995745,1728.33221527,162.570594784,816.701671074,1217,-25.2183,262.840420655,24.937,2.28564,2552.43959403,24.9219,1217
345.880673319,5.61238817492,135.206,457.904042646,109.831,873.085638622,24.9258634566,0.998348,0.699071646616,24.9314925393,1446.94724223,182.592120121,915.945928969,1218,-25.2045,124.088430881,24.9359,2.65811,2930.28765328,24.9234,1218
303.969433092,0.985614937105,135.249,263.997195559,109.928,861.801933863,24.9680325066,0.997899,0.694292265584,24.9744532581,2193.8206087,207.847971156,665.118268747,1219,-25.2792,723.731399393,24.9764,2.64133,2787.06292515,24.9656,1219
284.618141856,402.36856524,135.287,736.172518705,109.989,1111.02656897,24.9411714061,0.998574,0.683309274784,24.9483566847,846.284949371,170.479413537,486.559395864,1220,-25.221,290.831722034,24.9522,2.39255,2307.5569539,24.9402,1220
654.062292198,256.95887134,135.361,911.021163538,110.047,1565.08345574,24.9636427456,0.998207,0.709532115227,24.9724781567,1119.86624469,188.85577301,752.800829442,1221,-25.2561,363.295683113,24.9765,2.54986,2817.47768726,24.9607,1221
277.498582751,0.669650089728,135.388,309.92433836,110.031,812.990430179,24.9350689261,0.998335,0.699051223604,24.9432459132,1564.70597044,192.755814147,881.520131664,1222,-25.2391,394.778828938,24.9493,2.66474,3108.18584797,24.9362,1222
259.616852888,5.01005634387,135.407,311.703423768,110.067,821.214574982,25.0064737175,0.997978,0.697496856373,25.0123884347,1450.90509166,204.275883252,745.078328818,1223,-25.3,420.414168806,25.0153,2.30788,2723.64544803,25.0035,1223
411.381594348,69.4618752726,135.44,515.791260689,110.132,1162.02870946,25.0250875222,0.998346,0.705115220649,25.0330886305,1475.97442836,167.369849355,577.479532792,1224,-25.3262,651.208524251,25.0388,2.64051,2403.57578236,25.0242,1224
327.77962372,21.5554005288,135.531,495.130825603,110.167,903.717694622,24.9658112867,0.998609,0.703009639748,24.9729246056,2151.54112484,212.856874379,635.709498063,1225,-25.2607,849.564035498,24.978,2.56268,2984.42721913,24.9645,1225
314.632912633,0.0637983615848,135.623,264.034782273,110.193,947.233188931,25.0908593938,0.998601,0.700460383638,25.097301054,1565.25168225,189.93308038,823.632017108,1226,-25.3986,23.7406424362,25.1034,2.5628,2804.62127908,25.0899,1226
210.29075809,-56.9890174026,135.66,129.869215457,110.248,611.441616477,25.0129974562,0.998529,0.696445314772,25.0200894138,1473.30769976,191.765644441,933.70703553,1227,-25.3141,434.893614515,25.0242,2.25024,2686.94930378,25.0111,1227
92.7204351056,131.421831813,135.694,289.766149309,110.261,389.54136881,25.0798884487,0.998348,0.692355288483,25.086135117,2545.6563906,189.662459161,181.931760562,1228,-25.3799,2239.06824679,25.0906,2.34085,3014.17615816,25.0776,1228
501.149887655,-6.96849187112,135.76,280.256655816,110.283,1555.11856895,25.1210020541,0.998397,0.704280021689,25.1268894539,994.48457974,140.813542102,826.650518997,1229,-25.3953,17.7658965955,25.1348,2.60061,2538.58360416,25.1202,1229
210.194782359,3.73342474233,135.789,163.099147986,110.321,608.144455611,25.0434993372,0.998448,0.691847345905,25.0507249036,1902.35131224,211.698642416,725.986969162,1230,-25.3459,692.348768434,25.0573,2.3897,2605.69557008,25.0422,1230
297.960281746,28.1684025601,135.841,480.113576648,110.371,916.273385536,25.0899568061,0.998835,0.699886429742,25.0977274331,79.7180331162,19.4772176796,332.212169862,1231,-25.3802,9.5674618954,25.105,2.60545,2753.87943495,25.0884,1231
156.428781996,6.19831534519,135.86,133.608600631,110.384,427.435759159,25.0950767909,0.998747,0.700271363111,25.1018277338,908.055282451,134.086259152,475.505769135,1232,-25.3807,310.645179804,25.1089,2.52597,2333.38045835,25.0926,1232
498.834944938,3.74962136361,135.912,474.086886441,110.407,1162.56352734,25.1007612624,0.998246,0.686380963904,25.1094913971,944.677628421,118.133824541,467.713425107,1233,-25.3808,343.982394981,25.1135,2.51812,1806.59020431,25.0986,1233
192.138555075,-50.7696433993,135.938,143.701384982,110.393,482.934053943,25.0807330487,0.999092,0.686188474432,25.0900883359,811.116027865,179.648160152,427.532166469,1234,-25.3705,20.7732509146,25.0924,2.38321,1706.39631265,25.0807,1234
422.248272811,11.1810592966,136.002,499.432352822,110.478,1152.96492835,24.9488481319,0.998756,0.701015939255,24.9588113476,825.910936109,171.039770269,279.894119964,1235,-25.2408,174.119602128,24.9624,2.5773,1383.10029584,24.9477,1235
217.142476322,80.6902176189,136.01,477.602875433,110.532,675.199183844,25.0101229898,0.998472,0.709203511838,25.0178880815,653.234576682,157.716091391,390.944440203,1236,-25.3089,21.0451979781,25.0225,2.64461,1675.06035914,25.0073,1236
316.311320586,3.99498752241,136.051,302.203548518,110.545,1027.33150666,25.020484463,0.998367,0.687460578697,25.0313917087,979.219711961,157.408122235,751.667983227,1237,-25.3032,17.6869751608,25.0345,2.52681,2358.11867508,25.019,1237
135.725988131,7.13105433197,136.108,135.131010772,110.572,535.379765324,25.0954771436,0.99869,0.679997367657,25.1051158708,1154.07229699,187.753517364,420.960506453,1238,-25.3789,473.386757442,25.1118,2.33282,1958.68286369,25.0943,1238
216.553638272,4.26853801612,136.178,128.28601907,110.631,733.508428578,25.0997201398,0.998326,0.694225284578,25.1107325274,864.448214375,158.601373959,564.089541715,1239,-25.3771,47.9980014699,25.1181,2.51634,2153.57284071,25.0992,1239
241.514709912,26.0275380747,136.241,253.533712972,110.721,565.153927525,25.0940288541,0.998122,0.685625573619,25.1067039803,1222.24258117,168.565220838,674.140295141,1240,-25.3547,227.716519632,25.113,2.40748,2403.00525857,25.0932,1240
322.405535682,46.7699479053,136.284,338.695877228,110.78,995.935983863,25.0711670974,0.998198,0.681058451611,25.0810718095,1370.77232991,165.097019635,709.988387973,1241,-25.3324,224.866816816,25.0862,2.38358,2276.32794261,25.0703,1241
137.402729363,2.32220465802,136.333,145.92909116,110.817,318.867287827,24.9594860676,0.998562,0.664790944506,24.9695803981,1146.73262778,165.423926069,619.75709811,1242,-25.2279,293.021566794,24.9755,2.34731,2269.58503716,24.959,1242
343.435633492,2.31796917343,136.401,301.817159293,110.832,929.160306364,24.9718431975,0.998251,0.695418325755,24.9824108115,1264.81923325,164.796356362,817.340719037,1243,-25.2584,210.797839015,24.9898,2.67105,2646.92052102,24.9708,1243
364.472089727,-1.34924783589,136.469,160.745231201,110.859,1299.42829419,24.9375944944,0.998357,0.67680547024,24.9454930889,1141.38756391,160.884211617,581.581951172,1244,-25.2229,90.3118957499,24.9535,2.45021,2202.29860622,24.9368,1244
233.748803882,45.7127097528,136.504,238.458552855,110.925,677.37895682,25.0998465068,0.998613,0.663683494919,25.1088391165,771.034817646,136.337485309,450.30027974,1245,-25.3892,26.12078069,25.1129,2.16654,1616.88488154,25.0967,1245
376.984843829,3.22319059656,136.587,332.577193565,111.007,987.693259482,25.0512558751,0.998434,0.676408235943,25.0615530109,1263.96872591,158.46038961,562.488798185,1246,-25.3308,476.31347963,25.0695,2.457,2195.0810579,25.0522,1246
246.265985471,3.70947584178,136.669,224.621893691,111.05,706.89064827,25.0056784753,0.998943,0.666080092571,25.0148631852,633.861432172,91.0000885746,753.525052276,1247,-25.2927,6.70622003687,25.0184,2.23833,2550.34806108,25.0034,1247
213.678627039,1.28777886883,136.707,160.016847175,111.121,668.961647981,24.9892096769,0.998605,0.686597796501,25.000108975,887.825749968,113.510958822,659.217365042,1248,-25.2681,0.819908717805,25.005,2.54235,2206.24289259,24.9889,1248
302.453586384,8.17698186748,136.77,391.171214947,111.175,778.280885684,25.0486574354,0.998666,0.69967376887,25.058206865,1069.23774336,169.608199248,664.199422833,1249,-25.3462,343.353761614,25.0634,2.74282,2287.33643263,25.0459,1249
113.443934182,12.8354213494,136.814,178.460717089,111.196,337.495525892,25.0137861413,0.998776,0.666668890308,25.0231636459,904.080160478,115.321080827,538.2510146,1250,-25.2835,117.422937516,25.0308,2.42146,1886.08404565,25.0129,1250
288.473565655,-1.3862414232,136.899,158.672835843,111.21,871.388359405,24.9925612036,0.998291,0.683256340486,24.9994956188,1572.26457948,127.127460897,776.08965898,1251,-25.2636,4.80306840157,25.0071,2.64641,2326.92112214,24.9916,1251
290.089979017,3.99133404697,136.958,265.314911525,111.293,669.686020985,25.0137478376,0.998015,0.647040843145,25.0222898005,1380.06451151,146.2469111,748.982623277,1252,-25.2839,32.4745999189,25.0277,2.15829,2512.42907086,25.0127,1252
213.075127497,-2.84733114031,137.012,83.1582923467,111.351,880.203426433,24.9685118852,0.998203,0.670710319788,24.9774844192,537.655608712,73.198903924,776.747852673,1253,-25.2311,3.93600081098,24.9827,2.52567,2399.88946213,24.9677,1253
223.753164823,1.44856795226,137.058,178.294448053,111.344,620.960772465,24.9574090931,0.99881,0.678890321195,24.9660331187,1346.65129071,192.096761253,682.325421233,1254,-25.217,546.69927036,24.9696,2.59468,2520.1114448,24.9544,1254
393.729074811,-4.2323313292,137.094,312.572296108,111.366,1203.49168079,24.9830507569,0.998435,0.655880798216,24.9905014419,1557.1598173,185.637507969,611.195275023,1255,-25.247,21.8999677704,24.9962,2.31508,2429.04682635,24.9824,1255
165.845906743,8.91541260969,137.144,130.418992195,111.378,546.300634064,24.8756286242,0.998606,0.639683405044,24.8830032186,1649.82290726,166.552796191,921.220344321,1256,-25.1295,27.6672818464,24.8866,2.02613,2779.26806488,24.8747,1256
523.185373842,497.821746952,137.182,917.404694988,111.437,1654.97170405,24.9857814103,0.998352,0.674295270324,24.9931824298,1678.54747596,155.336543646,837.267544823,1257,-25.2587,38.6763409835,24.9954,2.55724,2593.69929121,24.9844,1257
130.188872523,1.72327820184,137.185,119.056418981,111.445,375.429317733,24.8991994761,0.998428,0.664606326128,24.9062410815,1757.63913784,178.461751791,715.075317418,1258,-25.1426,638.112431686,24.9098,2.559,2742.61609353,24.8975,1258
382.237535393,135.772440154,137.273,506.114054219,111.508,1117.74251881,24.8499025936,0.998464,0.656167198966,24.8599062493,1356.84953058,124.203133751,908.956889484,1259,-25.1417,7.61528116289,24.8672,2.20363,2476.94208843,24.8503,1259
463.323112109,-0.766797023143,137.319,320.679633523,111.529,1315.15478241,24.9048711847,0.998516,0.654498087072,24.9116017223,1700.86451352,148.124705168,658.903691297,1260,-25.1773,35.2337053209,24.917,2.36868,2470.18752725,24.9016,1260
229.055866361,1.31643259212,137.367,194.519141322,111.585,609.122573471,24.9668722303,0.998594,0.654388999829,24.9758937697,1232.047413,185.449199524,668.05308871,1261,-25.233,361.425078005,24.9804,2.48553,2537.58639013,24.9653,1261
314.364377848,0.34310365526,137.424,279.432612203,111.575,759.793575296,24.8359106976,0.998749,0.671567110634,24.8427617802,954.308339383,135.770962562,704.249688513,1262,-25.1008,26.441815672,24.8503,2.58792,2391.38359021,24.835,1262
330.296436276,23.4760288323,137.456,580.806982096,111.597,1024.7357526,24.8940329431,0.998798,0.637720240929,24.9010445918,1303.81121434,152.08918264,918.16446933,1263,-25.1812,50.6161304114,24.9069,2.08083,3256.67373439,24.8931,1263
192.875456314,28.141401725,137.553,311.764545107,111.653,563.896135247,24.9339120224,0.998643,0.67434021195,24.9434669362,1427.39282048,160.912214224,541.587734461,1264,-25.2135,225.271785873,24.9469,2.55795,2456.93337289,24.9317,1264
431.485185445,28.8152775024,137.631,336.69961207,111.638,1081.3217093,24.8446130825,0.998665,0.662526745783,24.8520892193,1885.74420424,150.314398263,909.281528392,1265,-25.1268,21.5391304042,24.8578,2.37803,2851.26918976,24.8447,1265
320.586509609,21.4868235821,137.656,364.214438674,111.668,768.322599283,24.7500196713,0.998946,0.65484857268,24.7575102047,2124.04512388,163.210456913,583.095606989,1266,-24.9986,583.766561477,24.7633,2.29679,2759.77760664,24.7492,1266
200.306820255,28.9641302518,137.712,269.743895874,111.713,630.368921901,24.8232142966,0.998907,0.643490569015,24.8353729795,2278.91689682,181.187748083,831.089642902,1267,-25.0928,441.55486636,24.842,2.15024,2791.11240555,24.8216,1267
268.884142999,-0.463292799906,137.782,330.004648845,111.768,604.863801004,24.7743002937,0.998723,0.662127331836,24.7847766288,1204.44991539,168.535262219,802.235836629,1268,-25.0371,27.0739240345,24.792,2.45354,2878.27080342,24.772,1268
272.137548765,4.99055954854,137.831,193.764885601,111.817,829.073406013,24.8232973843,0.998853,0.664379911521,24.8341564979,1514.21088843,163.931904534,604.214288267,1269,-25.0844,579.746758687,24.8367,2.41752,2863.64044548,24.8219,1269
294.197612062,16.1844348432,137.872,232.351246168,111.905,846.494115544,24.7882940273,0.998802,0.652921700626,24.7992484797,1091.7138398,120.184824666,828.082747635,1270,-25.0434,15.4195033842,24.806,2.25591,3002.60288283,24.7868,1270
405.095502615,8.21431198265,137.942,339.386357543,111.96,1181.6191225,24.7478554032,0.998934,0.689011616929,24.7595951352,1920.07152283,194.253261176,725.311092467,1271,-25.0277,678.284731909,24.7667,2.74876,2836.74854719,24.7474,1271
308.597472495,3.13115713878,137.969,400.445122593,112.003,832.033855446,24.7595068583,0.998768,0.637672070073,24.7749900441,1859.65925854,190.878999985,430.118706449,1272,-25.0127,1184.74640007,24.7787,2.20693,2471.35105902,24.759,1272
142.596440427,69.2497795313,138.087,211.846219958,111.996,354.442660385,24.6533583838,0.998551,0.652077177446,24.6695251876,2302.25086244,155.902221774,495.682699358,1273,-24.9081,785.597083665,24.6752,2.31942,2670.21375806,24.6528,1273
577.094319424,657.519820023,138.161,1401.87560945,112.061,2063.894192,24.7698949114,0.998689,0.650194721819,24.7818873931,1819.50506339,157.987117878,567.852956642,1274,-25.0128,486.533797881,24.7824,2.34007,2655.6446774,24.7671,1274
269.580790157,225.10646481,138.171,542.724785723,112.07,942.073899509,24.6864220115,0.99863,0.660289087271,24.7028065121,1588.53555423,147.704200733,751.96777981,1275,-24.9362,359.791364903,24.7073,2.34516,2446.48125389,24.6851,1275
295.122140454,91.1443200366,138.243,381.39399457,112.122,903.104966653,24.673980341,0.998641,0.654957192698,24.689007276,1545.21991669,171.06101115,771.388044385,1276,-24.9054,185.686033972,24.6943,2.43743,2379.52147293,24.6722,1276
92.0848911999,-3.21579955114,138.312,62.5285026776,112.143,351.761390942,24.6315991991,0.998848,0.646814753373,24.6478375091,1868.29006229,171.047201613,664.777197774,1277,-24.8764,526.978353995,24.6538,2.31439,2438.05092551,24.6306,1277
219.362128592,-3.97551588843,138.356,154.878091086,112.185,782.595039205,24.5895818685,0.998737,0.671418049454,24.6040061937,175.436198979,29.9562152622,436.986966053,1278,-24.8211,7.75206735567,24.6079,2.64938,2027.69484021,24.5882,1278
215.826598376,-3.56890660194,138.419,129.957468706,112.205,711.720508905,24.5202550721,0.998724,0.671207369731,24.536158353,768.049947514,115.879049459,570.595937471,1279,-24.7678,15.969855319,24.5422,2.55253,1990.67917886,24.5198,1279
107.232225985,-0.397668967018,138.468,95.0458402514,112.278,300.558480372,24.51129656,0.998753,0.674308128728,24.5274925819,603.383587925,70.5007627943,807.896275348,1280,-24.7558,5.78374335839,24.5297,2.66527,2355.29083784,24.509,1280
167.371889542,-3.25800113397,138.538,222.922615155,112.285,478.595170614,24.4524467634,0.998511,0.658175271413,24.4711534675,485.540337536,92.7693783863,439.336006353,1281,-24.7105,19.2898978782,24.4748,2.3962,1858.54792496,24.4513,1281
414.199311433,84.6408567105,138.612,468.107065665,112.313,1136.2632649,24.5062977019,0.998724,0.659662812233,24.5251275817,402.811782325,97.1807408368,528.254802717,1282,-24.76,25.2436745839,24.5293,2.41613,2217.37673726,24.504,1282
313.76095817,-0.660471598906,138.683,228.97686989,112.361,984.343314595,24.3987762326,0.998914,0.658152424344,24.4167010611,1774.31092329,158.424163123,597.55296997,1283,-24.6625,707.064087389,24.4223,2.50495,2607.99406129,24.3995,1283
253.754322738,22.4117490441,138.713,218.883740969,112.396,792.369261116,24.4897425682,0.998505,0.637930188065,24.5075471741,1677.16961652,163.762308997,681.834461162,1284,-24.7441,529.885142796,24.5112,2.17382,2368.72823614,24.4856,1284
335.609165,55.2089044606,138.785,358.464663157,112.443,960.539053564,24.4487320331,0.998799,0.636689302171,24.4651764301,1769.08676653,206.386626673,548.891871317,1285,-24.7131,1095.82789791,24.4718,2.19251,2671.7877964,24.4501,1285
141.443776809,83.8541928317,138.823,300.191331314,112.516,466.558951929,24.5196655195,0.998679,0.641242667101,24.5367989223,2011.57999174,188.819305291,576.306772699,1286,-24.768,690.829344971,24.5413,2.23478,2545.26455984,24.5174,1286
493.028314836,15.3047486278,138.874,442.773261261,112.521,1279.47578865,24.3493186346,0.998435,0.638727436419,24.3671078998,1032.08423688,140.363859413,643.210140685,1287,-24.5966,13.2754441933,24.3714,2.17881,2080.53880393,24.3471,1287
277.941047577,5.74608584519,138.921,248.192757535,112.559,880.676586427,24.3664561232,0.997927,0.656462716513,24.3827450766,1040.15187189,143.378120079,550.676619391,1288,-24.6153,21.1798927112,24.3888,2.63974,1790.86729542,24.3665,1288
