Iteration,StdEsReturn,AveragePolicySurr,AverageAbsQ,AverageAction,AverageDiscountedReturn,AverageQLoss,StdReturn,AverageReturn,QFunRegParamNorm,PolicyRegParamNorm,MaxEsReturn,AverageY,MinEsReturn,Epoch,MaxReturn,MinReturn,AverageQ,AverageAbsQYDiff,AverageAbsY,AverageEsReturn
33,109.942876324,-2.48282,2.335,0.827567,62.7905872149,0.061588,214.21138795,203.202218498,16.8804,22.0847,352.054946793,2.28362038899,18.6258739694,33,720.189970028,13.4325420774,2.2827,0.134413884882,2.33864086391,137.759337811
34,103.540673763,-2.60621,2.45442,0.859729,106.300148638,0.065385,164.43536754,306.639897665,17.2683,22.5707,270.035854584,2.40253541815,-14.9113461179,34,671.690286022,19.5430355073,2.40123,0.138579134459,2.45820348762,120.228409091
35,123.977255773,-2.74418,2.58966,0.842976,27.2934135144,0.0660492,125.945730756,54.240934883,17.5951,22.9722,313.092159238,2.53536556192,-17.0597927463,35,644.324249353,-69.850186401,2.53467,0.142635802094,2.59306061509,155.938469892
36,104.112973033,-2.88958,2.73292,0.870892,69.8252257033,0.083079,168.207233541,205.669624119,17.9333,23.3688,268.92201261,2.68570894189,-20.4837218982,36,563.003243817,-2.00948027846,2.68456,0.154561844775,2.73676305938,103.568393717
37,121.163216266,-3.00843,2.8534,0.881713,115.854188773,0.0879236,100.855057253,358.672404675,18.2886,23.7365,419.645957809,2.80447530548,18.687114888,37,575.573564387,50.0586819819,2.8034,0.160533489683,2.85614396259,146.746979291
38,131.895620225,-3.12952,2.98035,0.829408,97.0329213679,0.101097,148.895253286,307.801095675,18.6269,24.0774,370.473155748,2.93148979024,10.1585205967,38,604.343549926,11.9278882521,2.93066,0.168553062897,2.98378833004,144.106512881
39,111.599179141,-3.26868,3.1165,0.86168,112.353473476,0.0920084,100.794772282,267.941526953,18.8891,24.4091,331.972759934,3.06719508372,2.73260044422,39,758.94124111,163.494789374,3.06584,0.168766757127,3.11966483314,128.882250795
40,123.842967048,-3.37271,3.21267,0.860493,80.204245037,0.0993767,247.171254544,499.368291544,19.1692,24.6267,346.486661665,3.16566606591,-41.3468541908,40,850.770302574,100.429703255,3.16447,0.175643667877,3.2151925623,181.7706289
41,106.358457825,-3.51394,3.35528,0.837877,85.9642014114,0.106536,268.861583324,486.432527357,19.4691,24.9484,273.25520016,3.31383100386,26.5165470926,41,936.420928167,35.2241169831,3.31271,0.182571381209,3.35827179731,131.105501891
42,47.9039263136,-3.60956,3.45855,0.872415,104.888992822,0.105846,281.784597879,500.973446645,19.7675,25.3289,320.518795566,3.41433338297,171.883164118,42,1058.75304046,142.096656121,3.41362,0.187659188967,3.46097400442,255.960955427
43,68.745087064,-3.75265,3.58076,0.870435,82.1287369172,0.126747,171.632225373,588.086076037,20.1187,25.6476,321.655543809,3.54079541479,74.6302979281,43,950.145953761,297.156185614,3.5392,0.195263458852,3.58359336723,211.944782389
44,138.139767075,-3.88736,3.7181,0.851243,113.716894831,0.126306,102.189988683,270.016126151,20.4641,25.8877,415.041992589,3.67704451328,55.0251844218,44,880.2028968,108.224218781,3.67632,0.201968238613,3.71994407146,261.048587242
45,77.6120983998,-4.06548,3.88205,0.903077,118.196434156,0.134961,71.9213012704,352.981832876,20.8149,26.1659,367.833168059,3.84400224389,103.723974633,45,632.72526152,261.971459687,3.84282,0.208406839058,3.8838382689,235.129512045
46,63.1257019961,-4.25365,4.05489,0.874727,70.9245917275,0.136939,137.249015368,290.316579854,21.1068,26.3765,368.21481608,4.0250735696,180.090514848,46,587.891410185,39.4764541251,4.02351,0.209764059932,4.05650947228,282.061477966
47,112.825807062,-4.40569,4.19708,0.873713,98.3722830032,0.144027,73.0126631807,254.42319155,21.4351,26.6068,305.650778321,4.17228625921,14.6306602628,47,432.380818394,113.402171357,4.17125,0.21556371285,4.19830975949,196.634704578
48,113.203688443,-4.55643,4.34127,0.882031,66.1382179537,0.145415,422.874865917,653.485503774,21.7503,26.8448,462.772386097,4.32023956827,133.24590881,48,1016.35769047,-75.2308373199,4.31843,0.217097408778,4.34342532153,243.394941077
49,77.0724698043,-4.74564,4.52463,0.854941,112.254909904,0.148072,63.4901991443,235.528720353,22.0268,27.0502,323.466835118,4.5047591553,79.415742712,49,562.737208711,138.987509703,4.5036,0.220120758471,4.52614400148,202.959549815
50,101.433628663,-4.89587,4.66758,0.855644,104.20828748,0.154937,51.9117803241,206.723092751,22.3869,27.2207,349.213569925,4.64981236184,35.2733093157,50,446.298582275,104.535499113,4.64771,0.22726501539,4.66994849837,169.39770901
51,26.4018084364,-5.04205,4.81898,0.834484,94.7649156323,0.154177,257.157627479,407.051843346,22.6823,27.4819,110.494215189,4.80110736486,28.1581167717,51,935.028010912,180.949254442,4.79998,0.226292616873,4.8202041864,60.9317587821
52,70.9222095796,-5.20409,4.97444,0.839812,97.7489609702,0.170293,181.920597153,285.332792039,22.9605,27.7635,247.084350638,4.96077160534,43.6706005515,52,856.10210514,153.541772176,4.95887,0.235238487133,4.97648612642,161.948222781
53,182.291835357,-5.33219,5.09894,0.849229,111.13471975,0.171932,113.941857179,293.987585599,23.2324,28.0916,456.666470881,5.08576321019,15.0904545132,53,918.404753441,100.748299696,5.08397,0.236762211872,5.10100944805,189.950086664
54,137.53622383,-5.47873,5.25092,0.814913,125.919599629,0.187524,194.142032202,485.088836026,23.548,28.3884,406.219278908,5.23700684192,75.7855746293,54,978.379619319,187.591485923,5.23589,0.242453486481,5.25189518318,259.955975841
55,140.179927769,-5.61428,5.38979,0.775995,102.48161103,0.182157,352.633717732,483.306185147,23.8125,28.6902,365.68576488,5.37678073916,8.59559516726,55,997.100611286,39.8792232679,5.37487,0.245835820415,5.3911136159,237.316350085
56,59.567474055,-5.7161,5.493,0.865146,82.7734765877,0.19778,154.142186971,790.289776189,24.0766,29.0072,290.759148742,5.47725100748,94.5851370853,56,931.8075028,435.416559379,5.47571,0.249181657217,5.49397072446,216.348322624
57,124.074712037,-5.89532,5.66006,0.824144,107.867654757,0.209513,228.129298959,554.440694658,24.3889,29.2614,306.129042538,5.64718084446,57.9796184642,57,1002.10586976,113.848611753,5.64506,0.255525327344,5.66205416766,182.054330501
58,160.190753726,-6.00895,5.76098,0.853274,109.458881018,0.185813,76.5138859926,281.012255533,24.6584,29.5517,427.41615062,5.74992025643,-16.3589812101,58,447.365784221,188.042353583,5.74825,0.248378881236,5.76218378342,215.268094106
59,125.473600926,-6.18115,5.93277,0.865611,113.168286113,0.202965,201.516436299,352.164274291,24.92,29.7519,539.76650367,5.92306185229,194.519518156,59,1009.11672095,77.7725747474,5.92156,0.260032620595,5.93361907504,370.858567931
60,155.272128519,-6.32518,6.08223,0.87864,97.5595573214,0.211447,252.734201945,521.007978437,25.2452,29.9747,444.072038404,6.07347735921,12.8240565601,60,886.244552391,210.042469813,6.07192,0.259569141115,6.0834607982,169.118765716
61,45.4149809241,-6.47822,6.23584,0.821757,123.13519717,0.202692,79.873784569,343.00771938,25.5124,30.2166,315.360113611,6.22793233092,181.963137257,61,699.912173412,192.901204413,6.22634,0.258184317531,6.23662820741,266.527116065
62,103.944971208,-6.63259,6.38474,0.87303,110.997728782,0.204948,133.391707599,349.509699184,25.7991,30.4722,419.890789843,6.37908367448,92.9395516712,62,762.429855649,61.8572725184,6.37727,0.261446688259,6.38540719298,270.810872771
63,111.983108471,-6.73127,6.48425,0.864322,84.6126955205,0.224817,268.341156699,670.739329379,26.1018,30.687,325.150483919,6.47686882117,12.4015753238,63,977.719032477,119.376214445,6.47518,0.27081610337,6.48431975537,157.419200961
64,143.431940964,-6.93347,6.67837,0.885648,125.840557306,0.25668,85.3780293869,299.632534768,26.3762,30.9288,421.72887443,6.6734114187,4.07993580987,64,604.585134082,149.615115661,6.67086,0.278202929107,6.680284699,240.940336447
65,166.076194974,-7.05864,6.80989,0.880167,130.48493519,0.236673,106.813897813,390.725715384,26.6062,31.1152,425.722896845,6.80341349437,-3.42500018112,65,709.664648878,152.243153388,6.80149,0.271392626398,6.81084482883,198.145592952
66,187.308190279,-7.1749,6.92505,0.901907,103.979703675,0.237452,105.150582361,294.350397877,26.8386,31.354,400.380346249,6.91746783988,4.30141161056,66,602.582463969,153.67521269,6.91502,0.279802513378,6.92547315991,166.029096524
67,26.8392514925,-7.32545,7.07499,0.87709,93.9652168704,0.228394,280.133752808,601.655066772,27.0736,31.6503,293.386596187,7.06766921546,210.74769121,67,1010.10924421,120.059106932,7.0659,0.276023500865,7.0756312016,262.031064459
68,118.468369116,-7.45537,7.20769,0.882385,102.394943322,0.239081,122.131983329,271.238618929,27.2898,31.8904,401.721642576,7.1997461386,60.1005786701,68,609.726678031,125.417012629,7.1983,0.278124318636,7.20763380769,245.042888299
69,129.246044428,-7.67042,7.41516,0.900886,93.341907656,0.239297,73.8680422221,228.125432161,27.5423,32.1665,483.451002111,7.40947880275,168.559321522,69,439.1501099,121.915715532,7.40762,0.2824231367,7.41599488773,365.938287168
70,91.3149251803,-7.76794,7.5063,0.902238,78.867287537,0.242568,125.763807668,255.378347222,27.7673,32.4115,327.092940386,7.50217006101,37.0801017566,70,526.881432795,2.43375128865,7.50013,0.288431253879,7.50856006912,210.654238918
71,118.712189605,-7.9205,7.65146,0.896577,105.819597276,0.234838,83.5428099368,258.401893617,27.9094,32.5592,343.069858401,7.64693964815,7.023045006,71,382.129458292,14.0568693596,7.64496,0.2855171084,7.65346361999,190.706893776
72,135.063057409,-8.06607,7.79213,0.913761,64.9831919427,0.271381,129.473342262,197.39345017,28.0926,32.7319,390.000781584,7.78856698935,11.4413190559,72,492.473208393,-8.03484379466,7.7864,0.295647887367,7.7943768339,165.472939019
73,168.489505305,-8.1506,7.89075,0.929297,31.808853879,0.287027,318.441416077,396.779410375,28.322,32.8853,452.313985212,7.8865607141,1.40049656862,73,892.579993849,-37.876389668,7.88498,0.301550744568,7.89257024798,232.499580207
74,126.837628123,-8.28453,8.02426,0.889871,99.657447847,0.302131,128.978542997,266.296643722,28.5241,33.0635,258.345984608,8.0199339234,-18.6122423784,74,949.399514517,6.03015839579,8.01797,0.304484994906,8.02583731325,121.606624085
75,258.252935426,-8.45269,8.16905,0.921896,4.98187479563,0.31408,111.743670566,23.8484720475,28.7694,33.2088,668.913927711,8.16608347118,73.2124862484,75,422.977489831,-89.5306865854,8.16307,0.308304390003,8.171863231,309.617252017
76,141.422445363,-8.56242,8.28207,0.923357,26.027960467,0.286506,210.10329389,179.45943732,28.9903,33.3397,293.921661908,8.27793442644,-69.5959097951,76,907.559423994,-74.355776913,8.27581,0.309714470664,8.28352064395,100.556978864
77,133.571332259,-8.70373,8.43027,0.867656,36.6451695421,0.315338,147.555629947,103.457169502,29.2144,33.4655,356.901013734,8.42648635426,-32.6201229335,77,494.179607596,-52.6316772941,8.42427,0.311613938461,8.43213472661,61.0465686887
78,131.39485682,-8.80766,8.53635,0.882244,65.8768120539,0.305228,27.4377415818,904.781280431,29.4674,33.6058,327.092187284,8.53270938491,-11.2868098106,78,973.361144528,864.840228114,8.53009,0.317567915029,8.5385949393,161.201808582
79,77.2086723331,-8.94221,8.65688,0.875638,59.3687159539,0.292641,123.698308046,771.696683294,29.6211,33.7637,193.767753863,8.65414675225,-48.6269505549,79,959.604163571,566.561611143,8.65172,0.314881773958,8.65959048619,37.3150573278
80,315.590645853,-9.02851,8.74977,0.889244,56.1054096826,0.327584,401.146053435,559.085640378,29.8342,33.9254,745.192992877,8.74549641955,5.36922711341,80,1028.61490886,-13.8435655756,8.74409,0.322600373338,8.75107663125,198.758730325
81,163.400208681,-9.15458,8.87679,0.895398,62.2714856875,0.338896,255.909367862,466.589418916,30.0174,34.1029,407.359054416,8.87389631111,39.8107439,81,961.641011265,49.0099050606,8.87183,0.325714521525,8.8791965121,177.844682883
82,150.086882039,-9.28354,9.00888,0.907425,35.7298502587,0.347967,292.939305411,262.537100374,30.2361,34.2606,371.963136855,9.00620682928,-11.7097676138,82,924.375327394,-8.49122964573,9.00355,0.3244717783,9.01099594704,126.887240954
83,158.89534672,-9.37748,9.1056,0.918889,36.3367420107,0.37763,137.3575203,119.3323597,30.4535,34.4464,405.078791176,9.10048642667,-60.8170214624,83,828.256023993,-144.296357535,9.09885,0.337815709918,9.10655539533,85.3419106024
84,70.6407389732,-9.45774,9.20095,0.91312,37.9283777103,0.360797,91.014896716,92.6312187828,30.6503,34.603,164.203169161,9.19641588054,-82.4254802594,84,450.771205908,-129.246891216,9.19401,0.334221359009,9.20188213252,49.8024041129
85,102.429775636,-9.56386,9.2969,0.900037,23.3694503622,0.333177,101.052604683,67.3140047837,30.8287,34.8088,255.720875045,9.2933624964,-42.1873019918,85,435.552770215,-143.417401308,9.29109,0.334282565741,9.29873186696,91.0262531121
86,164.980082454,-9.63981,9.38176,0.877101,106.318484693,0.369109,229.798792755,367.536975472,31.0058,34.9961,453.957148371,9.37797936868,0.580667367683,86,1134.97104619,-21.9676620327,9.37577,0.336999077239,9.3834739076,133.579163048
87,150.316124035,-9.7235,9.46108,0.888288,30.6747635758,0.374461,211.529880486,144.487945594,31.1903,35.1966,368.682637075,9.45709910527,-4.86411770145,87,745.871581186,-344.688822285,9.45455,0.343468965738,9.46224624489,208.682392696
88,296.615797551,-9.81077,9.54335,0.870152,58.0112339455,0.390844,254.27361884,208.636391657,31.3996,35.4054,800.575305156,9.5389088357,79.1376806064,88,880.958635794,-49.5285881833,9.53694,0.3450889362,9.54413334924,296.063783173
89,270.528500967,-9.89719,9.63261,0.846274,91.175956809,0.388129,323.973023055,705.769559224,31.5764,35.5691,717.014699536,9.6269358093,8.83444364436,89,1000.39565817,32.4437196424,9.62458,0.345735222242,9.63286053749,232.877597648
90,201.188810014,-10.0255,9.76314,0.85296,100.187043102,0.393262,294.010489536,461.903063514,31.7692,35.7527,509.567491448,9.75501230913,11.4209918971,90,995.150711157,17.7190051447,9.75309,0.345966933513,9.76338492943,194.347855419
91,107.259406976,-10.1085,9.84183,0.81255,81.5533233302,0.381849,206.748621577,241.168307256,31.9591,35.9929,360.829832906,9.83517696071,61.5981743339,91,906.184273268,48.1824047054,9.83304,0.347711516826,9.84164999793,196.643931067
92,194.321721397,-10.1974,9.9295,0.854958,95.4962714337,0.412466,291.817630222,608.037324128,32.121,36.1511,605.683493668,9.92320468324,66.6848513948,92,1115.01805633,133.519729344,9.92038,0.354971784257,9.93087520352,374.070740011
93,105.200380195,-10.3659,10.0953,0.880837,107.219130918,0.357073,188.700706781,470.25069623,32.2673,36.313,287.072820336,10.08968485,0.569344474834,93,809.930843029,26.0943111059,10.0871,0.348423161092,10.0961872886,177.93810454
94,170.755586466,-10.4678,10.2029,0.89913,84.485662772,0.413703,179.386162831,273.275696348,32.4724,36.5021,444.02269937,10.1979174644,-48.4141358011,94,797.419911132,-40.852217433,10.1955,0.364693648778,10.2037985164,144.575779972
95,97.8636650886,-10.5783,10.3024,0.895347,85.2042540313,0.443724,158.665598883,258.112775946,32.6133,36.6594,415.990269066,10.2972931072,82.2083282612,95,543.10315902,-10.2635431431,10.295,0.36593988249,10.3033807695,264.064769752
96,201.839671504,-10.6843,10.4213,0.878003,135.659179251,0.398466,58.9256596673,312.151754463,32.7507,36.7879,522.456070571,10.4154228912,1.56689711053,96,577.793158246,134.946056528,10.4143,0.360797592862,10.42113483,207.012817043
97,137.566089426,-10.7203,10.4531,0.8671,99.3115743483,0.477408,208.314969825,333.087982213,32.9431,36.8931,436.960013359,10.4482905476,53.7057154561,97,986.278715386,-31.8531700823,10.4459,0.375435599463,10.4536943362,278.100141143
98,92.7815928124,-10.8869,10.6211,0.885199,49.2410311003,0.494126,212.972810992,142.826904263,33.1222,37.0466,329.315936238,10.6179029374,33.3644787062,98,779.566098803,-120.888188574,10.6145,0.376956220743,10.6226645844,164.769621187
99,126.620702536,-10.9788,10.7163,0.912193,44.4113233341,0.448652,191.587743845,115.066637822,33.2545,37.1804,530.839704717,10.7138377688,137.904082026,99,1096.82582872,-79.214837313,10.7108,0.372579879294,10.7179400825,320.628128399
100,114.514281827,-10.9977,10.7278,0.87377,124.15430561,0.486689,140.959135648,413.068894179,33.4244,37.3611,363.561657552,10.7234765291,10.8546015305,100,772.671623721,157.675806227,10.7211,0.380959646781,10.72794992,172.409460348
101,148.556634009,-11.1508,10.8747,0.870777,102.978034439,0.442469,153.747736271,352.388369665,33.6069,37.4843,479.745308016,10.8714169076,51.1969477202,101,656.940864327,-22.0426144545,10.8688,0.373633426861,10.8756403483,237.095002801
102,180.395180761,-11.2927,11.018,0.86219,80.2123569529,0.454782,302.39984475,273.239822428,33.7906,37.6154,541.947940635,11.0149962967,2.27186437429,102,990.331107194,-14.1225036596,11.0128,0.376562547209,11.0192488286,177.982170114
103,141.498816299,-11.3774,11.1115,0.897337,136.630054895,0.405516,102.021151776,500.964368849,33.9191,37.7517,470.478672632,11.10721341,6.88281841187,103,907.180605226,369.520240787,11.1055,0.371154353672,11.1123090825,233.325536459
104,86.7030085375,-11.5108,11.2339,0.891079,89.1722763462,0.447079,282.297519081,325.104502957,34.1234,37.8591,273.215979276,11.2296138084,14.1547144998,104,1108.1188702,-72.5046013441,11.2272,0.375590291468,11.2350403903,124.070309229
105,65.0017804118,-11.6159,11.3274,0.883083,93.4506677527,0.487698,218.274264939,309.082605511,34.3165,37.972,216.806731039,11.3237423649,14.253238077,105,1130.36591112,10.9601687776,11.3208,0.385845330005,11.3293298118,86.7755194946
106,187.282873239,-11.7267,11.4451,0.884664,100.186658775,0.485833,168.758460835,323.058219511,34.4616,38.0848,508.954086706,11.4390776056,0.283504254457,106,744.735695144,22.5816524872,11.4363,0.392885036843,11.4449630016,137.204292713
107,129.994441152,-11.8108,11.5302,0.896074,147.433121595,0.491753,90.747684391,440.024526841,34.5906,38.2064,362.503570015,11.5245629173,7.91941598086,107,625.457032962,163.085650413,11.5224,0.394757122937,11.5308744645,212.865275721
108,109.299503273,-11.9353,11.6447,0.860267,101.482045079,0.542679,129.242507153,322.133220811,34.7465,38.3432,280.094536436,11.6408351639,21.8931234841,108,532.641900366,14.6380578047,11.6376,0.402746666284,11.6459875519,140.590757489
109,96.0322788688,-12.0455,11.745,0.888039,108.638441149,0.537434,134.498127286,303.24790949,34.9207,38.4953,332.709733769,11.738618324,54.8850810442,109,575.205330376,65.542708873,11.7357,0.404994908027,11.7460708304,187.177146351
110,130.506840636,-12.1531,11.8482,0.869212,120.991555859,0.507458,108.131297807,306.440698912,35.0709,38.6275,360.410465649,11.8430986869,-0.494427541445,110,558.768387498,66.358024616,11.8399,0.398617625315,11.8490032913,187.986284038
111,122.085575655,-12.2957,11.9951,0.894296,102.824643539,0.556201,126.014463373,253.617511417,35.2222,38.8412,477.809590672,11.9890755617,120.835991006,111,784.528762386,137.713782088,11.9865,0.40711275818,11.9949550855,244.187278517
112,162.392971134,-12.4203,12.1051,0.879273,112.628155751,0.557994,82.9374460023,260.915936092,35.3882,39.0103,516.955708903,12.1005754174,-6.79564239519,112,513.787397486,137.621027144,12.0972,0.409820196683,12.1052161808,146.708029287
113,99.9234587556,-12.5163,12.2145,0.886423,103.227437069,0.547239,73.477176339,207.797220473,35.492,39.2056,265.610902718,12.2099699699,1.70489428474,113,602.199651995,112.11664147,12.2059,0.405844269454,12.2151964098,133.029103582
114,101.436161373,-12.6355,12.3318,0.896118,105.393700397,0.54776,87.2245383847,215.394929499,35.6104,39.3645,320.104366776,12.3279256114,0.530754912701,114,565.491694324,1.73348923981,12.3253,0.40614296876,12.3323506642,157.159971262
115,105.014351282,-12.7395,12.4314,0.892549,105.047774409,0.596405,86.4373059345,220.27682583,35.7571,39.5498,354.028803116,12.4284078203,16.0469468938,115,594.15284252,-16.2137448142,12.4243,0.412788109089,12.4330064194,131.183705305
116,176.992707247,-12.8254,12.5115,0.885682,117.992694776,0.660998,103.821986401,248.392453257,35.9197,39.6963,489.758473055,12.5091590272,28.970941558,116,715.78121113,139.074866013,12.5059,0.425087245831,12.5127580546,208.802452608
117,202.339648628,-13.0059,12.6999,0.899886,132.014791742,0.589599,154.965406968,381.889384439,36.081,39.8684,575.839946402,12.6972426418,37.4575815124,117,673.724428524,108.467099199,12.6942,0.414941535305,12.700431455,305.393736079
118,112.846476826,-13.1339,12.8202,0.91771,151.108268533,0.597077,132.019296937,471.544783329,36.2501,40.0255,390.640098499,12.8177670771,32.0673317111,118,815.551503823,149.047739852,12.8151,0.416103832596,12.8212998465,193.727981768
119,153.103737874,-13.2138,12.8989,0.883153,115.738673823,0.623063,146.853202363,305.945470448,36.3574,40.1842,537.55894911,12.895968146,49.7650500276,119,780.359690791,14.0457952919,12.8925,0.427282372706,12.8998565681,257.602581199
120,160.772826503,-13.3563,13.0399,0.906992,132.921732861,0.64915,133.714219231,319.667785843,36.5361,40.3245,407.04603091,13.036900326,-19.8119325097,120,671.74590018,161.60255563,13.0336,0.429276051924,13.0413041735,188.392119788
121,161.158337259,-13.4925,13.1728,0.91476,148.06427303,0.636352,74.7173766575,418.636482723,36.7055,40.4538,413.293618309,13.1687931307,1.78119949446,121,575.078683795,154.174742803,13.166,0.427727302608,13.1731732753,224.757808573
