AverageReturn,AverageAbsY,AverageAction,AverageQ,AveragePolicySurr,AverageForwardProgress,StdReturn,PolicyRegParamNorm,AverageY,MaxForwardProgress,StdForwardProgress,AverageDiscountedReturn,AverageEsReturn,MaxEsReturn,MinReturn,AverageAbsQYDiff,MinForwardProgress,AverageQLoss,QFunRegParamNorm,MaxReturn,StdEsReturn,MinEsReturn,AverageAbsQ,Epoch
85.4665725378,0.455140685668,0.75101,0.454684,-0.474006,-0.177455293949,50.4973043269,20.8536,0.454731472697,-0.00708219145657,0.06526483282,51.6358946341,98.66030204,180.376669768,26.9431307822,0.0208140855893,-0.293862098739,0.00213294,35.2814,280.531286336,47.0994233914,37.9220895073,0.455866,55
59.1106612261,0.461854936929,0.744481,0.461296,-0.481289,-0.161015239683,32.0123841678,20.9416,0.461346367568,0.0551101417783,0.0722923633791,41.1769937577,62.8626797113,180.878935363,10.8517790741,0.0213809759007,-0.268184881156,0.00225563,35.5603,204.939793326,44.6702040433,27.0501154445,0.462585,56
69.6478843883,0.466267691045,0.748004,0.465669,-0.486077,-0.183219857504,45.2826962302,21.0307,0.465694615399,-0.0123181077859,0.0571958781013,44.8007789655,65.7755493687,139.096565711,18.0168814367,0.0216949562043,-0.297001349453,0.00228904,35.8869,313.920740751,24.3381875857,37.648845268,0.467084,57
63.8736541056,0.474549775602,0.747969,0.474049,-0.494363,-0.164599508375,34.9568960839,21.1085,0.474054566918,0.0766510546887,0.0735349922468,43.2430163703,59.8823778156,114.953116114,19.8328087381,0.0224847592258,-0.266660480977,0.00232455,36.1915,213.379779442,30.0428291594,10.7192517246,0.475374,58
68.9813741779,0.479945360999,0.751013,0.479405,-0.499592,-0.197855894998,35.356372634,21.1827,0.479442933426,-0.0233085873394,0.0605450489097,45.340756659,54.8364319377,112.147444498,15.1336671973,0.0229070839734,-0.307401489,0.00235351,36.4908,204.044328602,27.6458927111,20.5463393452,0.480696,59
94.4852492319,0.486700256327,0.747242,0.486037,-0.506293,-0.193685919241,70.2988846871,21.247,0.486143576438,0.0206074373701,0.0783649930123,52.4744614421,71.5814633662,187.082641695,18.7347206991,0.0235746888295,-0.367826031936,0.00241086,36.807,451.000940502,46.6845128878,27.3274733611,0.487393,60
54.0338864799,0.492840443456,0.746153,0.492231,-0.513457,-0.172520201155,23.2164762188,21.3275,0.492266950651,-0.0175229837612,0.0610846499999,38.9295266118,62.9444008758,119.857506627,19.694648718,0.024683093323,-0.285565542447,0.00260147,37.1265,139.683379991,28.7890580806,22.9013506411,0.49357,61
84.5349559485,0.499018446222,0.751884,0.498372,-0.519809,-0.198428944981,49.8005575553,21.3969,0.498414348516,-0.036937151554,0.057631829385,50.4074851886,54.1474878501,122.968058604,19.3827951439,0.0249133756243,-0.295238360208,0.00261449,37.3622,295.443665656,33.0161907198,20.1918571131,0.499872,62
88.1543603118,0.505844790347,0.729983,0.505216,-0.526667,-0.122822508771,62.4237300575,21.4528,0.505226842882,-0.0293743599694,0.0639738468204,51.2644721141,91.8771132472,246.270315786,27.3376963802,0.025569397669,-0.27074089844,0.002657,37.6684,414.778258525,61.7887095818,34.3940564322,0.506709,63
89.4986649336,0.513889440206,0.762106,0.513253,-0.535005,-0.153915872446,52.5030491861,21.5072,0.513296373961,-0.0345483278993,0.0650737295141,52.5235922129,59.6802115689,102.459022842,20.2925594065,0.0266664072954,-0.363593433444,0.00292759,37.993,304.555013237,21.9951974094,28.2563613397,0.514706,64
103.003638316,0.520083547983,0.718526,0.51951,-0.541102,-0.121714022788,75.8144457473,21.5588,0.519538780966,-0.0174860051318,0.0617241144716,55.4063308686,54.4725153621,112.931695048,29.3038809019,0.0266869745904,-0.302005451737,0.00292466,38.2557,481.199381565,28.9108319512,18.5308847113,0.520983,65
49.6949884254,0.525796851402,0.705069,0.525196,-0.547295,-0.0390924138045,41.2607270996,21.6075,0.525212901736,0.256940671701,0.0689192764572,35.2102408759,50.1643530131,89.0218434306,14.7022059117,0.0275778301899,-0.267434747744,0.00308797,38.5888,314.747972073,20.0625744188,19.260890477,0.526614,66
26.7510770749,0.53434261552,0.701404,0.533799,-0.55597,-0.0220614332164,14.2986944945,21.6561,0.533839266871,0.0886976529581,0.0388706813337,22.7597586519,69.438757005,139.007179038,13.9877602687,0.0280582408964,-0.188151036018,0.00313785,38.8817,127.568329638,36.073142313,21.3870927016,0.535253,67
74.3947893314,0.540496042371,0.743123,0.539798,-0.561644,-0.077908486204,53.6990910473,21.6908,0.53986233126,0.0318652324743,0.0526791792606,45.9903760047,78.4082622041,160.921889914,19.6221768951,0.0283290655624,-0.272490185768,0.00332186,39.1905,259.981634333,46.9973486905,20.5696881668,0.541251,68
66.6198193906,0.546284715051,0.7129,0.545741,-0.567329,-0.0481507061514,36.1544862319,21.7404,0.545750384808,0.261334505269,0.0679030073996,45.3702835431,72.8991817936,298.162192796,19.3566194181,0.0283202997908,-0.192131900298,0.00326989,39.4986,190.586959223,68.8875548772,16.2847810218,0.547146,69
157.653912886,0.551885652747,0.713771,0.551211,-0.573277,-0.0574758150304,107.403985344,21.7861,0.551258678551,0.117939953422,0.0721135133767,69.97109556,75.5499313899,181.839139226,34.2545521783,0.0295718835322,-0.209657883893,0.00365483,39.7999,490.304814667,58.729525379,13.4995686305,0.552748,70
141.176057275,0.556823879036,0.734926,0.556207,-0.578193,0.445670685327,81.8934513618,21.8347,0.556232015073,0.991456208205,0.253827687165,74.7431016973,140.781424731,228.041864011,61.3851007943,0.0295032318274,-0.094186433725,0.00360173,40.0858,513.181871388,52.3381064022,69.5482171434,0.557554,71
119.699580852,0.563960397551,0.686592,0.56344,-0.585001,0.702666336757,53.0183523218,21.8817,0.563436512229,1.83369911673,0.311230714078,74.551966698,148.026657727,276.62180906,48.5240428653,0.0302822838351,0.128016178408,0.00369618,40.379,547.11801832,67.3550882709,42.998643208,0.564865,72
144.866413778,0.568678007876,0.713888,0.568034,-0.590048,1.06998253101,54.6018873043,21.9288,0.568058705089,2.43511242828,0.519264501492,87.3475445644,119.692612955,217.065983304,31.0375400515,0.0305852667224,0.0442364724978,0.00371535,40.674,275.21838288,46.9293988718,63.2570865172,0.569641,73
131.410705742,0.576174168738,0.676256,0.575584,-0.596928,1.08670977729,47.8097125649,21.9871,0.575682565402,2.02642605021,0.537563032388,84.785292705,132.515668598,225.60227432,29.9801412224,0.0307539008419,0.0931260315209,0.00384027,40.9216,260.312581502,48.2113501913,64.9130860495,0.577165,74
71.9940861035,0.580320616786,0.694478,0.579658,-0.60211,0.540110248265,46.7460231281,22.07,0.579685031566,2.03108590655,0.546242297974,53.0641879406,75.1228826479,166.951088679,22.2475852159,0.03129102786,0.0113936316468,0.00388179,41.2033,202.55637058,50.7456234039,19.7919219744,0.58119,75
67.5780362322,0.586089078963,0.655386,0.5855,-0.608626,0.49984728621,44.1903315502,22.1406,0.585497462108,1.95268708346,0.542268342905,50.8561363533,48.7136802095,150.90700838,21.0540768929,0.0323635041585,0.0107963694781,0.00414695,41.4764,180.414759803,34.7403508398,23.9745620583,0.586886,76
65.0234490886,0.591892033283,0.596511,0.591183,-0.613797,0.445246818107,39.6075698462,22.2039,0.591321736035,2.02700866666,0.44599818667,49.3298457754,70.9522756352,181.935028101,22.9494170152,0.0331067621868,0.0397724066767,0.00429979,41.7166,192.772375821,52.7834239131,10.1243230799,0.592763,77
82.1978480412,0.597158850857,0.587653,0.596709,-0.61981,0.574047732611,32.6269351934,22.2783,0.596698377129,1.7762315303,0.45349434412,60.8500889658,80.3118273902,142.799528907,22.9040731458,0.0326543926651,0.0595218220724,0.00410713,41.9727,170.115999266,33.2334315175,32.5720776204,0.598252,78
83.3864803948,0.601815091946,0.56649,0.601335,-0.625515,0.615365826165,35.8038605559,22.3764,0.60141047212,1.86466435578,0.482811693884,61.3370712886,88.0991488213,165.958124606,25.3651909315,0.0327984228695,0.0517873105052,0.00414234,42.2386,174.93511451,33.5298917179,48.1314243464,0.602738,79
110.902350843,0.607990510123,0.669008,0.607584,-0.632029,1.0402654532,37.5336210007,22.4415,0.607512768448,1.8806392085,0.484314983336,78.3388263306,85.8847025322,142.957013153,25.7910768118,0.033180656194,0.082994468873,0.00425373,42.4605,179.839358261,39.7963090483,16.0592301394,0.609067,80
116.368388255,0.614673490838,0.684656,0.614127,-0.638842,1.09863485351,24.3929886524,22.4896,0.614233413862,1.78797309478,0.34250827303,82.0985738821,111.572592238,142.535938436,26.0151324872,0.0335723484817,0.0800578719557,0.00437593,42.7095,154.938707756,30.424801903,7.94864404419,0.615543,81
94.5537904965,0.621840805727,0.668255,0.621379,-0.644627,0.81053656864,38.3897316156,22.5409,0.621412364041,1.9455561429,0.492076451271,68.4730202471,86.5314230149,149.536874555,26.2075099153,0.0338986056469,0.0813137139108,0.00431387,42.9393,185.695768653,35.3099316113,30.8678553486,0.622783,82
86.354090946,0.626940371532,0.673641,0.626505,-0.650315,0.723967062211,32.5148739096,22.6031,0.626565230383,1.85253551653,0.424090132391,64.4067822709,82.2019358677,157.143911667,24.604594989,0.0342748522158,0.0693603325642,0.00451912,43.2283,161.969723525,39.9379207227,28.0077841161,0.628074,83
116.405788832,0.632923843449,0.691049,0.63255,-0.656089,1.08088897256,27.5514764975,22.6844,0.632567750562,1.77104576744,0.383010969076,81.6702988702,105.583296729,156.443252912,29.3435998278,0.0346621267375,0.11033088103,0.00464281,43.484,166.334299689,30.4240047475,30.0700369571,0.633931,84
104.400388427,0.639368378576,0.663778,0.638955,-0.662604,0.936787712824,15.920307243,22.7863,0.638909390628,1.44884486118,0.222666346245,75.7009942675,89.57096005,126.915199909,43.9751128896,0.0354447485179,0.16638490162,0.00473833,43.721,133.873665416,23.4199639584,50.2974638068,0.640367,85
109.678849506,0.647300285952,0.70728,0.646862,-0.67065,1.02892200462,18.0616629829,22.877,0.646913597527,1.63769222837,0.24785308796,79.0263958145,94.9921337304,120.369118817,42.3809107919,0.0354410210938,0.259468563649,0.00471457,44.004,143.547528927,21.3129375715,24.8244946402,0.648301,86
103.811004758,0.654671634662,0.704249,0.654136,-0.678709,0.949899557058,12.797482166,22.9536,0.654251139631,1.34389776286,0.171787955995,76.0487817193,101.998984056,135.846615445,60.0122002022,0.0351292676412,0.36011542279,0.0045836,44.2537,134.699977704,27.5843962948,5.23698359377,0.655451,87
101.213202889,0.663265963139,0.691661,0.662724,-0.687365,0.926989539328,21.8332425604,23.0266,0.662763640178,1.5525843566,0.307192625628,74.0970627159,93.2374742069,142.126078366,35.6409711369,0.0352206420591,0.157747834599,0.00459343,44.4995,139.162510174,21.5586569143,53.4540438377,0.664118,88
93.4357767501,0.667861105015,0.721931,0.667343,-0.692712,0.808458220434,31.8299214316,23.0967,0.667383481739,1.81829295736,0.440210791295,69.0564034928,95.3895160275,125.636198957,38.2404601347,0.0361069602283,0.18273915489,0.00494281,44.713,154.544226394,21.8286557849,42.8131753804,0.66898,89
64.9749234838,0.67638377657,0.662833,0.675877,-0.701449,0.47341601454,23.6026066614,23.1703,0.675964682762,1.7004260171,0.307938049015,51.4092322921,92.8768848547,146.187379164,30.4144426641,0.0363340300811,0.12023681069,0.00494931,44.9965,148.916632753,32.2955537967,23.6009993011,0.677374,90
93.4758079775,0.684792333193,0.738046,0.684313,-0.710257,0.853385527504,32.8757503939,23.2441,0.684411405939,1.7579771629,0.454025617672,69.5362034458,75.7866427519,143.254690577,32.859834922,0.0359310429175,0.1170144866,0.00480167,45.2783,154.095786249,32.388270731,18.9309859201,0.685794,91
104.371838923,0.692780153647,0.739652,0.692439,-0.718649,1.00348769673,30.5771221073,23.3174,0.692454868785,1.80444559074,0.445607703511,76.3723245685,99.1833369455,148.174399876,35.1462509379,0.0365136094992,0.16825002668,0.0050814,45.4799,154.795842456,33.117167291,43.2227542844,0.693747,92
104.275725797,0.702579073459,0.73406,0.702239,-0.728012,1.01730136507,27.4240590069,23.3879,0.702257692022,1.64869529629,0.385661535342,76.6880981812,117.170344858,150.858779092,39.3127360242,0.0360776839074,0.179322159079,0.0050015,45.722,148.190586902,40.1360100003,7.61949129078,0.703643,93
123.904764811,0.710440075058,0.725181,0.710066,-0.736614,1.3083204283,26.3843085789,23.466,0.710130930992,1.73913265746,0.391213696756,88.3469760608,106.046953548,146.115469855,42.6738081098,0.0368132872264,0.198919324708,0.00515325,45.9756,153.575638247,35.0522268542,21.1605215617,0.71143,94
113.753889463,0.719058802415,0.720857,0.718668,-0.746006,1.16488102896,28.0054470517,23.5387,0.718793363085,1.71591646564,0.396946187742,82.4205526282,111.722732981,144.398695867,10.5035774724,0.0377233497235,0.0218402864269,0.00533962,46.2704,149.341297244,37.9914912896,14.7403470466,0.72006,95
115.507452978,0.728765906952,0.714065,0.728481,-0.755443,1.18967734301,13.9939812033,23.6104,0.72850298579,1.44724724217,0.202475167608,84.149258113,97.7249252085,135.987078036,59.6425202618,0.0368093853524,0.314132444057,0.0050333,46.5434,134.936507718,31.3484854841,9.05395184485,0.729696,96
79.7107664761,0.740972172348,0.683169,0.740645,-0.767683,0.676591547497,17.5471371783,23.6812,0.740697849314,1.29981830332,0.247451956437,61.8879772611,96.3268266601,127.989146993,50.1145726477,0.0372285937505,0.31167543496,0.00520834,46.7785,124.988713035,29.6036867008,5.61359040878,0.741849,97
103.774276134,0.748641139716,0.735317,0.748249,-0.775266,1.04124447728,16.1198977194,23.7589,0.748396054999,1.31367558131,0.224285647388,77.4484275908,89.3643223111,118.06131688,44.6986997255,0.0388004150827,0.256707716494,0.00577479,47.0416,123.169176549,21.7346817831,43.3157532223,0.749576,98
