AverageReturn,StdReturn,AverageAction,Epoch,AverageAbsQYDiff,MinEsReturn,AverageAbsQ,AverageEsReturn,Iteration,AveragePolicySurr,AverageY,AverageQLoss,AverageDiscountedReturn,AverageAbsY,MinReturn,StdEsReturn,QFunRegParamNorm,MaxReturn,AverageQ,MaxEsReturn,PolicyRegParamNorm
169.253049992,2.9437522434,0.841224,33,0.0716865910186,91.80438534,2.3782,260.731033062,33,-2.53903,2.37233587818,0.0181241,91.4260396547,2.3774797851,162.061840334,192.629576685,22.9614,175.638034212,2.37196,637.840070361,15.5105
19.5296740445,0.726941734661,0.924639,34,0.0863406974584,6.87881922032,2.56038,20.2190825388,34,-2.82947,2.55455321767,0.0251675,17.9402398521,2.5599354452,18.3498593248,28.5571902722,23.5316,20.3932965637,2.5541,222.78110437,16.5832
188.752244723,84.9012885137,0.501615,35,0.103078230987,8.75691406729,2.77718,21.2242276146,35,-3.15128,2.77169623412,0.0361434,92.6126442157,2.77717357285,61.8959467518,10.4636154174,24.2921,288.458337502,2.77094,55.9208652091,17.4148
218.961459506,1.62150638723,0.605729,36,0.122186371768,14.4299666878,3.03448,71.1838622306,36,-3.39747,3.02893821817,0.0520593,118.545750552,3.03400078733,214.997597533,77.8767293658,25.0293,222.771219365,3.02819,295.895555262,18.3553
211.867956896,2.24780664808,0.551088,37,0.122318964837,6.69277661067,3.2737,58.3412288676,37,-3.58856,3.26890508881,0.0559374,117.860900751,3.27310811144,208.873015142,57.7077589657,25.6453,219.870604795,3.26818,222.314039536,18.9376
248.801699111,2.53689620165,0.571149,38,0.12719331769,7.0399131794,3.42706,186.751161139,38,-3.73831,3.42228582346,0.060321,131.367162269,3.42641104999,243.064204932,73.780419601,26.2827,254.722722913,3.42153,298.440259027,19.8549
296.360743909,3.42948611663,0.636602,39,0.126231698256,68.0994915383,3.60329,158.782193609,39,-3.91088,3.59813988161,0.0614209,143.018191253,3.60198823268,289.074033692,59.9176352538,26.8142,302.031060332,3.59732,232.893909017,20.542
168.150740869,24.2868403253,0.621238,40,0.123480815386,105.001232389,3.81293,157.561358344,40,-4.13875,3.80806859706,0.0627487,103.698004473,3.81171348891,108.30759719,36.7169610285,27.3345,231.991151117,3.80736,228.27449487,21.1495
183.703409971,19.1211384322,0.806627,41,0.132847937883,59.7660284766,3.99333,111.284795891,41,-4.30966,3.988613657,0.0756236,112.906836156,3.99209505493,99.7828436518,36.9064644224,27.924,218.202775707,3.98769,173.307478319,21.6485
145.365230806,48.7509241443,0.865372,42,0.138269122137,27.8270959338,4.19704,110.487143978,42,-4.53271,4.19215653845,0.0782856,95.829891398,4.19540994912,106.647719703,38.4685526435,28.4601,251.889003805,4.19161,167.965391915,22.315
200.038736124,6.8062327458,0.878841,43,0.150305458665,51.1012905894,4.36692,194.257647716,43,-4.70467,4.36194403723,0.0943009,120.68466682,4.36521146833,187.690691924,72.4453552735,29.1487,217.121871469,4.36098,270.399667815,22.9976
268.4259245,54.3930637338,0.890219,44,0.153906777413,139.591505381,4.56941,265.960591139,44,-4.9261,4.56476642957,0.0987234,140.377548523,4.56782968415,191.33078427,64.7295300593,29.6717,328.072313881,4.56335,348.15829382,23.5338
321.986276082,10.8369397255,0.870878,45,0.158539165123,83.693766641,4.78837,265.468542444,45,-5.16271,4.78355100804,0.105638,146.742520188,4.78604265527,292.289747617,85.02052684,30.2365,346.360739921,4.78271,337.558217924,23.9128
361.509263262,20.2711835857,0.814226,46,0.160965551433,44.4119179532,4.99641,235.165746051,46,-5.38074,4.99207397741,0.100167,147.767275759,4.99449112636,313.307917169,99.1768162234,30.7358,405.778257383,4.99089,350.035200104,24.3238
355.872930064,19.7220190514,0.823407,47,0.165662005,190.512973013,5.22532,308.59529852,47,-5.62071,5.21936892145,0.114927,142.370259579,5.22176745479,323.102271641,60.073411305,31.2983,416.949789871,5.2183,363.334754779,24.5765
430.699483352,103.929674371,0.814807,48,0.171013959552,47.6668716849,5.436,264.211479366,48,-5.8282,5.43063241734,0.119993,150.352752328,5.43362544274,366.650523646,143.006776081,31.7867,873.832565029,5.42929,515.414047537,24.7188
360.447570224,11.5119300455,0.77806,49,0.171987355144,77.8622884115,5.64951,392.009247738,49,-6.03488,5.64422242259,0.12604,144.86646898,5.64683965333,338.980733657,211.0963532,32.2631,387.126151713,5.6431,668.231597148,25.0978
760.652805284,314.379046165,0.815256,50,0.186179902036,29.8208890528,5.84422,298.784924016,50,-6.24454,5.83873116582,0.153494,147.329080666,5.84123571774,425.478839408,132.577075475,32.7659,1473.55378934,5.83725,432.496503209,25.6189
433.867617691,48.9580560828,0.782802,51,0.173645974339,60.8806880421,6.10269,283.947777579,51,-6.48809,6.09706775771,0.121271,143.164190462,6.0996974742,356.873217494,122.263215859,33.2307,597.527590701,6.09618,422.913757262,26.062
337.531214626,45.5870005093,0.795582,52,0.193026980588,80.1310834829,6.26421,254.110950291,52,-6.64526,6.25796729541,0.1631,143.35573939,6.2603570948,300.130149299,109.244251542,33.7861,481.938080512,6.25644,370.65365026,26.4444
361.258714543,22.7094127051,0.810585,53,0.195417584232,186.26445482,6.47115,323.14622352,53,-6.86885,6.46447914892,0.155442,150.202039705,6.46723347996,310.738651569,97.7374440648,34.2279,406.597402254,6.46316,471.924787622,26.7754
294.944238114,8.25078879347,0.802461,54,0.191364693739,150.251581181,6.67257,290.121257108,54,-7.0642,6.66686281247,0.162115,142.486781465,6.66932717147,275.738412197,92.5106633641,34.6771,317.1357194,6.66555,394.708985803,27.2896
266.612575232,5.42006015628,0.836957,55,0.209579379788,112.743593053,6.87628,252.330057715,55,-7.30301,6.87053780248,0.181541,143.072761264,6.87280131917,254.336032906,77.3758945096,35.1228,280.865418943,6.86879,364.458241283,27.7303
273.887297976,6.67438957827,0.842463,56,0.20438851729,95.5237825802,7.06972,259.013864583,56,-7.4843,7.06298650121,0.183878,141.133949614,7.06529625606,254.724471202,112.44897289,35.5666,291.452663014,7.06195,460.178035609,28.2288
281.32500349,9.48612779271,0.777878,57,0.213006977376,73.3878407069,7.29701,240.603255835,57,-7.74344,7.2906142012,0.194632,142.547840054,7.29278154333,263.779750715,86.1279380149,36.1087,305.152632398,7.28917,357.128641302,28.5798
246.377494836,14.4652821176,0.763862,58,0.207496761224,12.6034660627,7.54301,215.502305871,58,-7.99919,7.53616488115,0.194095,134.341383664,7.53832141847,226.142885972,134.888550097,36.5549,288.534549525,7.53486,378.51510489,28.7906
323.28255927,15.5216259504,0.702416,59,0.218074399323,151.515386311,7.76075,275.704346782,59,-8.23395,7.75336125038,0.221668,143.285562874,7.75624294043,297.769862177,76.4237832309,37.027,367.455269236,7.75213,411.207070626,29.0654
340.036759734,18.6031068983,0.648483,60,0.228522702592,39.6218665899,8.05188,281.04654718,60,-8.529,8.04383836765,0.227838,142.819303403,8.04639480739,301.576075145,111.670435543,37.5028,369.570989462,8.04274,420.607716935,29.2897
692.07462036,327.16368802,0.410939,61,0.229859310243,13.430505917,8.27497,173.521403981,61,-8.72546,8.26742985172,0.241891,130.878995545,8.27005701343,360.453676511,134.335634461,37.9276,1041.54701045,8.26577,336.731984083,29.6282
339.289035716,6.29797654103,0.742873,62,0.224838234567,195.769209609,8.51442,319.345493006,62,-8.9636,8.50628870854,0.240888,154.730240618,8.50937447215,323.190086356,98.5791466983,38.2816,353.85778306,8.50445,477.399784973,29.8327
1038.61448288,1.07108410356,0.438947,63,0.239798202208,8.4238135077,8.69196,229.793356052,63,-9.1614,8.6837737252,0.268077,125.308662894,8.68627515875,1037.19937461,137.364938671,38.7645,1040.74693462,8.68204,365.603345381,30.1008
285.578644283,74.9892580792,0.728324,64,0.240857163191,66.6298703455,8.90577,215.917440338,64,-9.34852,8.89601504049,0.266427,145.101800814,8.89889854359,102.941424459,111.84414402,39.1554,329.657014071,8.89472,355.895856459,30.3889
349.350531036,4.00133846244,0.671797,65,0.246441189178,77.1152363467,9.05782,223.736048076,65,-9.50898,9.05025584557,0.283166,148.683802547,9.05281945884,339.924333684,115.904181508,39.6764,357.353373814,9.04816,386.415092915,30.7194
343.409942685,10.86819333,0.662982,66,0.253339333652,7.93044479379,9.2682,174.563157107,66,-9.72472,9.25834197538,0.317215,152.538674873,9.26142643278,322.156094238,155.52542897,40.1728,372.680078406,9.25727,387.592175842,30.9842
344.749228352,21.1023335758,0.721854,67,0.258061229656,8.09793616774,9.49533,207.173602632,67,-9.98161,9.48827362028,0.304669,157.867998861,9.49065488099,313.506901636,183.71809521,40.6528,404.559559572,9.48581,498.198345201,31.416
328.733281903,73.4470773704,0.753753,68,0.265784757166,10.2278590519,9.74107,183.121539166,68,-10.2436,9.73236437816,0.331547,150.004816089,9.73528918064,137.475043603,142.012579781,41.0979,522.998260387,9.73176,378.030968183,31.6627
299.808438362,193.694696826,0.724229,69,0.257298957769,10.6529977728,10.015,177.899448615,69,-10.5257,10.0086213622,0.292016,127.768066338,10.0108756086,106.219443448,112.980723463,41.5313,1024.66767628,10.0058,365.017496357,31.9245
426.109739705,35.1003387028,0.619425,70,0.285342743216,39.6771853304,10.237,202.502086362,70,-10.7545,10.2266077307,0.377936,152.147185752,10.2294675179,228.473180369,164.911127233,41.9308,468.003787044,10.2253,510.634500882,32.1163
407.143190533,19.3468187982,0.737314,71,0.277440220621,7.24247564894,10.4525,123.86366086,71,-10.9621,10.4418486613,0.348718,146.758459542,10.4439541547,368.712802148,141.196999283,42.3302,445.390068197,10.4403,484.985298379,32.3822
394.962100967,47.9550561567,0.650087,72,0.28279492423,21.2319141341,10.7077,194.672381808,72,-11.2263,10.6963446529,0.375851,159.83273279,10.6991131099,342.713049123,156.244064654,42.7297,499.812323314,10.6948,441.632425235,32.5448
411.558286966,53.3412738308,0.7237,73,0.29836368768,39.5276352686,10.9566,232.167781984,73,-11.4877,10.9457857723,0.412707,153.919804127,10.9480750005,341.299140161,122.141053037,43.194,531.566389528,10.9438,434.106021166,32.7718
378.397412714,18.2250864706,0.742123,74,0.305436141882,15.0288993964,11.1553,256.043215881,74,-11.6831,11.1454505766,0.440295,153.291630318,11.1485533507,343.381685509,149.76093943,43.6503,419.031552234,11.1438,437.110367524,32.9912
298.623580554,3.85090505646,0.710779,75,0.299573283541,23.7512378762,11.4175,156.291551155,75,-11.9445,11.4051387325,0.389598,152.120395615,11.4081302079,289.02490175,123.450744527,44.1213,308.606644368,11.4036,416.301272361,33.2045
309.517393973,16.0346191707,0.679567,76,0.301405689241,199.488361484,11.5872,300.091313282,76,-12.0904,11.574702012,0.4209,150.262699391,11.5776934063,283.669278074,62.214144759,44.5177,349.887482762,11.5741,398.518641687,33.4198
380.981581544,69.5383301108,0.735282,77,0.30562526487,7.03453665133,11.7984,179.517985761,77,-12.3112,11.7887257994,0.403889,160.124804336,11.7910418036,297.119884932,145.860887175,44.946,516.131882449,11.7858,473.138383243,33.6715
298.27064057,4.36092697189,0.773029,78,0.310950827444,39.7222510903,11.9986,236.762079718,78,-12.5149,11.9879480933,0.420102,154.955801445,11.9903784671,285.898666651,110.332020081,45.3209,307.922697414,11.9864,345.546047773,33.9415
295.370594879,5.87575391096,0.765615,79,0.318589889725,7.4987220248,12.1805,168.034581416,79,-12.6926,12.1672278916,0.485717,153.988831627,12.1701030943,283.602400191,131.640511693,45.7636,311.334004288,12.166,321.614343698,34.1785
300.074036226,8.1796123469,0.808334,80,0.300718840302,9.14507117286,12.3996,241.371510458,80,-12.9111,12.3868867682,0.414785,153.188658906,12.3898508155,279.059883361,106.106973945,46.1435,318.56471187,12.386,358.063405544,34.3584
295.437273668,5.68663330231,0.757672,81,0.328941190941,7.44436496913,12.5208,219.708629784,81,-13.0339,12.5088117532,0.54237,151.847054317,12.5117351577,280.069000694,133.108736531,46.5913,306.170334722,12.5063,347.176050674,34.5859
289.323379562,8.43531408065,0.795572,82,0.327180747136,7.29448120051,12.7781,217.339813535,82,-13.2951,12.7657075285,0.512018,151.676522494,12.7685920375,272.077600705,127.036795809,46.9368,308.003862907,12.764,335.934229465,34.8056
280.941876884,14.0798608737,0.868768,83,0.331015700591,10.4781015948,12.9056,150.458166791,83,-13.448,12.8916774864,0.535088,150.145077117,12.8945143574,242.528730504,123.054840204,47.3386,317.793966817,12.8897,341.835782235,35.0203
283.028757503,11.9059400663,0.858655,84,0.341368992659,8.40729289782,13.1428,171.609481824,84,-13.6767,13.1300746173,0.583973,151.842873019,13.133081038,258.533167398,97.3336189332,47.7278,303.697583919,13.1278,293.671758739,35.2639
184.795472339,31.0058372472,0.791375,85,0.357703223488,11.6803784034,13.3079,192.513668356,85,-13.8268,13.2936055239,0.637436,114.718276407,13.297140882,83.0594805962,109.319763782,48.061,264.716009295,13.2917,327.172797899,35.5215
397.695449372,19.8532459941,0.924007,86,0.365360832191,7.45747879021,13.4426,156.139521296,86,-14.0027,13.4268859185,0.607185,188.34648189,13.4310175782,341.671429839,115.737690462,48.4761,449.741365204,13.4255,303.58786087,35.8503
361.842296281,9.48377948139,0.905956,87,0.36133518676,4.68933905267,13.6714,224.066120224,87,-14.2349,13.6556477491,0.65912,179.20995537,13.6596011319,339.30761367,127.669090035,48.7967,381.430540624,13.6536,376.523378858,36.0465
373.873716832,21.708630595,0.880144,88,0.362893728432,8.92143427353,13.9043,168.843045173,88,-14.4396,13.8908944224,0.65741,182.170096661,13.895230219,265.96204434,124.35112763,49.1443,411.125498005,13.8893,360.857287694,36.284
173.353026011,35.4274090061,0.880998,89,0.362676494223,16.3211394573,14.0063,151.423117406,89,-14.5361,13.9926988668,0.628344,111.085951431,13.9978986649,143.677590362,96.6452776994,49.5496,268.365462023,13.9897,309.676375172,36.4562
233.632018091,14.9315151448,0.905893,90,0.381272846836,13.2015398561,14.1874,117.575812517,90,-14.7137,14.1695318002,0.72048,136.539435263,14.17597956,202.551973228,89.1055651855,49.9348,262.150867515,14.1674,326.287860843,36.6813
284.806966399,9.14708866461,0.931852,91,0.359961760044,5.1034562394,14.3761,135.150607246,91,-14.9117,14.3629293019,0.666654,155.238632529,14.3675773858,258.859054248,98.8376299932,50.2851,306.430139438,14.3605,290.547231798,36.8504
316.639809128,13.8023527994,0.903024,92,0.369619961154,31.8871623251,14.4984,170.40209913,92,-15.0262,14.4808644731,0.72554,157.29794733,14.4859576901,269.734309625,107.321049872,50.5707,341.181254776,14.4794,314.269693661,37.0676
354.272615385,7.08939526439,0.867094,93,0.370724054393,12.5293109369,14.7092,250.713244586,93,-15.2351,14.6920831697,0.670805,151.784400599,14.6965134986,338.532262719,138.016729991,50.8035,375.103028541,14.6901,531.10050289,37.2425
296.23632086,20.1450115839,0.902878,94,0.377403041872,8.96579525151,14.8652,117.720433117,94,-15.4313,14.8477218287,0.73661,152.095765267,14.853069428,150.414289093,84.6587982176,51.1357,329.328672718,14.8464,276.71791994,37.3867
241.453522271,87.0848750262,0.947206,95,0.391982210324,7.25550557721,15.0297,133.934250789,95,-15.5785,15.0119525541,0.798855,134.53263821,15.0171187935,150.871768743,100.657613111,51.4321,346.016338938,15.0094,307.348516404,37.5551
352.07369618,64.5810520132,0.872395,96,0.3958690506,5.46474810192,15.1936,121.151280875,96,-15.7326,15.1760510699,0.834681,145.200215029,15.1820551069,36.9385638866,122.60829564,51.8335,470.815414505,15.1749,321.734623887,37.6721
358.919407281,88.8670251674,0.855343,97,0.401082090932,5.54236151592,15.3466,114.220174131,97,-15.8835,15.3278050981,0.858772,136.429068377,15.3333469497,32.364344642,121.217455159,52.1622,456.517334226,15.326,378.107480607,37.8134
232.674206138,62.0426602278,0.937257,98,0.381549987477,9.67323764587,15.4788,179.424928097,98,-16.0455,15.4589554866,0.787386,133.457067811,15.4652186955,157.498766726,143.308413823,52.4512,335.50768188,15.457,435.883867925,37.9654
353.166293026,65.9132777665,0.851511,99,0.39901497686,4.64494090083,15.666,157.358426355,99,-16.2088,15.6466578817,0.875513,150.947415114,15.6542176835,51.23396797,129.163292983,52.7287,541.05087165,15.646,341.457384324,38.1172
309.732350194,6.75101984609,0.829167,100,0.39438944872,9.31705073364,15.8165,216.355498092,100,-16.3421,15.7951373346,0.783994,161.922263286,15.8038139488,294.614002645,132.169818809,53.032,323.566294142,15.7938,342.694825046,38.1619
386.477792723,17.1341002883,0.890806,101,0.4141192813,7.62271085913,16.0042,193.143736097,101,-16.5808,15.9853633334,0.87573,160.429213024,15.9933746459,356.598431517,143.63788028,53.3082,428.060020885,15.9827,344.105546859,38.33
314.480586725,7.00559890281,0.878745,102,0.41665589911,5.83439823604,16.1701,173.275372783,102,-16.737,16.1514608499,0.935146,166.298893299,16.1597021977,294.650958883,118.605088378,53.5967,328.966547244,16.1496,322.915453439,38.4951
307.017802524,21.3526322391,0.85302,103,0.397575072223,7.80809426177,16.2515,262.945183558,103,-16.82,16.2346335475,0.780637,160.152495019,16.2412633532,254.056807528,109.138850044,53.932,352.97214855,16.2328,407.536794871,38.6844
310.587583888,10.7759748267,0.856643,104,0.418485120373,49.4731130392,16.462,230.749009508,104,-17.0127,16.445135651,0.905536,160.633655695,16.4517499104,284.951742576,110.385218945,54.2362,336.019864117,16.4421,342.777848033,38.8007
291.788243232,8.34429838507,0.859491,105,0.429679810796,5.57817707936,16.5562,200.123246727,105,-17.1173,16.5359922317,0.984583,156.024431381,16.5436935654,273.889724623,131.975979451,54.5883,311.272369863,16.5341,369.955101902,38.9947
381.208232906,20.1382909938,0.854279,106,0.425277462944,70.153255783,16.7099,264.80112077,106,-17.2815,16.6909408273,0.903131,176.349124302,16.6983393641,344.499397582,102.454678562,54.916,443.35247543,16.6895,380.616652733,39.2171
384.419974117,52.4605823715,0.857564,107,0.405720197877,7.15847960462,16.992,220.375889984,107,-17.5416,16.9733810987,0.862376,179.782555383,16.9793777438,275.847924541,139.243423871,55.1167,528.590593504,16.9719,412.393867705,39.3328
294.555398036,17.5844778875,0.831491,108,0.439742078947,22.6033230212,17.0379,197.56222439,108,-17.5794,17.0188524068,0.995774,153.001876376,17.0246836373,265.342262214,126.842624245,55.413,346.514045783,17.0164,371.348014119,39.5324
287.182110205,18.2287296243,0.885163,109,0.422679526168,8.42926747387,17.1888,142.148741827,109,-17.7285,17.1676342699,0.946025,153.971430651,17.1728282199,253.480317988,114.805134275,55.6631,350.104551257,17.1666,351.741987389,39.6917
312.339917116,29.9134467653,0.832848,110,0.448427729387,7.4829586292,17.3478,219.819205941,110,-17.9044,17.3295079122,1.06819,159.16903912,17.334976103,268.745808146,146.852409603,55.9811,447.584323428,17.3269,474.272664933,39.861
310.037805809,15.3055920009,0.845106,111,0.417472763361,9.19333472652,17.5059,223.197120585,111,-18.068,17.4920889691,0.819605,150.253580475,17.4964591468,279.240923116,128.523919789,56.3655,357.578080125,17.4907,362.497331273,39.9631
363.171928432,76.4402756429,0.875766,112,0.453234258493,26.7319114835,17.616,229.991519176,112,-18.2042,17.5961231998,1.04666,163.162979082,17.6012928353,269.965138931,140.858761612,56.7019,578.974202583,17.5943,393.412557026,40.1922
409.07830675,131.960223232,0.872709,113,0.474770437238,11.6315302801,17.8214,237.500902154,113,-18.3885,17.8083953294,1.21573,175.234746098,17.8128111382,272.145810873,116.601836855,57.0404,767.464271458,17.8037,362.317560224,40.3443
352.465332186,82.8689791773,0.774179,114,0.448752310711,7.94245893694,17.9859,173.53386578,114,-18.5668,17.9659358995,1.05059,155.442293704,17.9704809778,297.049053821,130.410339757,57.3099,641.444197224,17.9658,401.57430227,40.5165
342.005856256,36.1263963713,0.823484,115,0.450368477164,51.4544314589,18.1456,384.306682832,115,-18.7214,18.1268076917,1.00635,159.386238508,18.1314314152,291.74067958,224.734476987,57.5624,443.467351074,18.125,781.230684818,40.6859
329.322995076,101.094320193,0.843501,116,0.457930728694,26.821091375,18.2668,277.492929203,116,-18.8399,18.244839914,1.0666,160.283297706,18.250951584,232.093211093,226.837283884,57.8826,715.726677033,18.2446,612.187513384,40.8718
683.377200084,92.2728551199,0.826593,117,0.476064883321,5.34118837118,18.4203,219.014473851,117,-18.9829,18.3981535689,1.25246,210.875577978,18.4062043935,289.09905768,246.363283506,58.1425,860.249214998,18.3951,829.090467005,41.0102
540.016628249,169.19870228,0.904852,118,0.452053858543,27.0666596049,18.5927,279.754466707,118,-19.1292,18.5714668509,0.99024,192.062911612,18.5782971558,249.530203077,263.786166787,58.396,1030.71014446,18.5701,760.786304676,41.1423
410.581790931,52.2702928001,0.75805,119,0.481200569133,6.07981607566,18.6658,210.919939057,119,-19.2335,18.6399834586,1.14393,153.826686075,18.6499639154,368.35320094,182.811545885,58.6218,752.014095328,18.6382,520.526629359,41.3178
355.412239655,15.3881176233,0.795732,120,0.47523731425,7.75829908342,18.8259,238.410527263,120,-19.4028,18.7987121166,1.15156,161.76949789,18.8103573233,322.635768558,137.036607404,58.8944,386.268907874,18.7969,391.365576728,41.3777
340.72535803,39.1083558756,0.806023,121,0.451719962447,33.6337049421,19.0359,274.43498261,121,-19.5794,19.0092397782,0.969798,149.098672467,19.0214919185,44.0497778709,206.363595893,59.1698,373.458757974,19.0087,675.295932741,41.5421
