StdEsReturn,AverageQLoss,AverageEsReturn,Epoch,AverageDiscountedReturn,AveragePolicySurr,MinEsReturn,AverageAbsQYDiff,AverageAbsQ,Iteration,MinReturn,AverageAbsY,AverageAction,MaxEsReturn,MaxReturn,StdReturn,AverageY,PolicyRegParamNorm,AverageQ,AverageReturn,QFunRegParamNorm
233.79732779,133.637,239.302211279,551,163.477413305,-218.464,2.28046365208,5.72954439342,215.74,551,118.7893257,215.673395527,0.978138,767.523009099,3107.23439564,813.306975134,215.585788361,86.3974,215.579,2204.30192197,116.855
328.878130157,124.606,333.883000151,552,109.852567726,-218.642,-7.03018214785,5.67643222271,215.917,552,198.837123357,215.83823333,0.975708,875.483877293,2305.67688072,721.855758755,215.753151819,86.459,215.756,987.086368158,116.919
250.582059323,128.76,369.050091954,553,153.879640537,-218.758,111.533259928,5.71393549314,216.055,553,238.882984685,215.992712742,0.972737,694.378486316,2708.59543801,751.737641489,215.914472597,86.5465,215.897,1694.52983996,117.029
165.620905785,125.869,297.908897054,554,151.331192595,-219.291,10.4667908023,5.65465936102,216.524,554,566.703968123,216.448391941,0.980526,514.356875131,2632.70026448,695.684328974,216.384355438,86.5801,216.386,1678.03312936,117.095
523.975208676,130.019,747.551187835,555,138.580913191,-219.778,73.4089560864,5.68069098338,217.136,555,81.385023413,217.073202865,0.970058,1351.03217119,2598.8901463,721.577384208,217.000278928,86.6471,216.998,1245.58982608,117.183
706.087149188,135.099,574.291012317,556,164.962301191,-219.833,9.76294580295,5.75619379972,217.116,556,810.831776405,217.036612374,0.977816,1569.87099238,2926.47584328,760.81209045,216.965877825,86.676,216.961,1918.03956142,117.275
349.511373199,128.141,316.283128491,557,120.457627816,-220.227,-6.70194194256,5.72462498152,217.541,557,85.3884819138,217.463549879,0.975598,998.075587536,2885.38280171,892.314416881,217.394987261,86.7492,217.387,787.605474947,117.346
589.409420427,123.86,733.713570035,558,161.262552623,-220.14,2.52344012014,5.66978811847,217.463,558,349.365788175,217.393544592,0.981503,1445.90053156,2792.07327919,952.733510048,217.308651646,86.8079,217.305,1836.27438988,117.47
859.197916168,132.255,728.712781909,559,166.964914181,-220.72,43.2155191655,5.75366464125,217.991,559,190.364072937,217.924998486,0.969652,1940.31221509,2818.96493986,941.630755735,217.840847055,86.9189,217.833,1610.66464261,117.564
316.721928848,135.663,394.121378222,560,124.290035451,-221.113,34.7337451468,5.77417437739,218.45,560,51.4516039078,218.379918127,0.974649,897.804445752,2394.28470883,830.343161036,218.286774272,86.9578,218.282,1120.31343096,117.65
316.404044111,141.241,273.568020351,561,157.779735775,-221.272,13.5841871759,5.78298566318,218.616,561,403.364674924,218.54382019,0.97618,820.586292592,2610.08426194,713.46373145,218.454441071,87.0332,218.447,1516.24788992,117.747
556.040920465,131.213,710.762396726,562,152.074526227,-221.244,201.730320106,5.7671588301,218.589,562,713.799631156,218.518134648,0.978242,1484.35166357,2709.23277622,663.376676858,218.43641862,87.0685,218.426,1724.83349458,117.855
320.03554731,135.158,368.774824134,563,172.617319478,-221.716,-2.96785693755,5.77497358226,219.011,563,340.508911134,218.935928783,0.974774,935.290517356,2753.07857968,805.133625627,218.853658345,87.1796,218.853,1647.38235692,117.958
340.479447007,123.162,325.337045831,564,203.811544943,-221.868,15.8368897638,5.66498869404,219.216,564,434.628432533,219.155178615,0.979022,835.730856424,2597.82427894,639.427908464,219.053149212,87.2624,219.041,1459.98891095,118.083
87.7343489661,140.45,496.804686435,565,181.617831495,-222.439,367.274651329,5.83554206024,219.747,565,475.509028375,219.672597485,0.977485,608.549934577,2857.95458586,811.917661727,219.592243455,87.3239,219.588,1845.96945747,118.187
288.626555233,132.904,313.990072424,566,188.997855559,-222.383,9.62710193353,5.80188982877,219.631,566,460.214422013,219.539693176,0.975996,701.714163633,3291.33497151,831.107912976,219.461583672,87.3894,219.463,1807.41906221,118.281
530.478198768,135.751,649.056453165,567,154.353484762,-222.637,139.944416095,5.8099000709,219.926,567,169.633524434,219.861426603,0.976165,1627.46684635,2956.60393679,852.711066113,219.778093187,87.4537,219.771,1373.27750778,118.396
296.070770066,126.704,342.861754879,568,167.590838291,-222.977,28.6158468709,5.73251379399,220.275,568,124.456521623,220.220711342,0.977165,936.147676622,2688.7316566,870.809894414,220.133285862,87.5056,220.124,1509.19136528,118.467
577.18009053,130.049,548.709531521,569,179.760180488,-223.528,7.61640689795,5.76047698121,220.904,569,179.172493849,220.829435762,0.976878,1348.51874906,2861.31899073,900.032181265,220.749742394,87.6037,220.746,1732.75056844,118.561
203.027189356,130.644,422.379734489,570,184.960660517,-223.543,118.862647262,5.78513742013,220.823,570,523.897735641,220.75531039,0.976492,690.704385912,2925.2128651,952.460244205,220.67088068,87.6667,220.664,1672.37469061,118.651
263.358342023,138.833,271.835603817,571,181.380812733,-223.873,-5.64006911276,5.85846492235,221.195,571,401.506720366,221.119284967,0.963339,816.30968816,2688.11301191,736.370087331,221.047164659,87.7147,221.045,1344.99897003,118.78
298.641137174,139.358,398.505977476,572,164.416402964,-224.024,82.924328486,5.87683990935,221.274,572,149.113743485,221.19970314,0.976433,873.066806902,2844.76848927,807.862367503,221.123121205,87.7829,221.115,1390.4101475,118.892
194.986983357,138.23,320.409846491,573,184.298157552,-224.458,73.7996547919,5.85279302759,221.765,573,329.557056118,221.702108054,0.979402,667.886709325,2894.26134562,824.922794948,221.627927694,87.8707,221.618,1683.10111872,118.984
338.525396098,130.302,395.313620072,574,161.024326032,-224.58,-6.85773582376,5.79120211898,221.872,574,271.067266873,221.797913715,0.97889,925.824598714,2783.16425499,824.985003662,221.727275985,87.943,221.722,1832.41833166,119.079
290.014383,142.795,306.032526855,575,159.806068006,-224.997,51.2463453902,5.88051396671,222.249,575,441.086036053,222.184864911,0.977393,765.370879449,2806.61950787,883.771446777,222.096899593,88.0028,222.088,1557.71357711,119.163
189.374191332,148.497,332.032621538,576,172.003653944,-225.02,61.3045116167,5.95823023195,222.262,576,784.552816254,222.178548488,0.977696,533.434342043,2892.18525782,744.663898729,222.100311627,88.0715,222.105,1892.31499459,119.212
248.222569715,146.492,291.471545158,577,146.889913294,-225.67,32.4252934312,5.90958656709,222.98,577,84.0562209272,222.897672265,0.978807,808.812340881,2850.62821665,971.964312604,222.819460357,88.1137,222.806,1971.64933743,119.306
154.89909776,142.506,703.629133371,578,164.533849224,-225.271,577.208490702,5.91602224735,222.569,578,510.261216374,222.510941087,0.979312,921.771573908,2874.17788745,728.125755116,222.426522557,88.1704,222.416,1587.68116886,119.413
334.240696516,143.538,340.387671647,579,140.445047041,-225.904,-1.74251795935,5.95269642528,223.196,579,98.9077391654,223.120192206,0.974488,851.477031724,2761.26283216,836.579765015,223.032544301,88.2176,223.026,1139.15351336,119.517
586.755792391,143.526,611.504626395,580,163.53718362,-226.121,5.70647282405,6.02000270151,223.391,580,146.710959838,223.314089291,0.978266,1405.50449498,2822.50169569,884.950962557,223.240283971,88.2774,223.237,1580.89937244,119.573
177.240986877,135.807,245.944499801,581,159.337378758,-226.407,0.478458058491,5.89128186106,223.67,581,99.1761204031,223.605194533,0.976772,518.916708261,2823.06947667,956.361672195,223.515519964,88.318,223.509,1753.85148773,119.684
656.129914199,141.275,622.484436624,582,181.617357022,-226.513,72.8999273194,5.96351064379,223.746,582,877.429352623,223.674039596,0.976975,1544.75437183,2582.99038014,578.329403836,223.597630629,88.3958,223.591,1808.31509498,119.816
191.651509258,144.437,327.122361648,583,184.228403807,-226.9,98.7049909061,5.9478624671,224.19,583,736.059903649,224.125144947,0.982035,579.453147532,2634.54453705,658.333043491,224.03777626,88.4457,224.027,1732.72111877,119.932
261.718092423,136.236,290.434305389,584,164.474462224,-227.103,47.5511915271,5.87389841875,224.417,584,81.0947216049,224.345495139,0.978935,901.88195937,2551.96408242,862.104897675,224.250921484,88.4916,224.251,1519.5298389,120.027
131.129894678,146.137,533.604340787,585,177.182727441,-227.75,358.868867063,5.9970402671,224.973,585,112.112606509,224.893887301,0.980132,674.760641344,2617.68872546,781.048040902,224.801917507,88.5362,224.806,1353.86000728,120.129
388.248211654,146.929,488.124042261,586,184.439751479,-227.906,6.09822925416,5.92712521312,225.13,586,79.8033298011,225.064454342,0.97783,1166.05602976,2931.13516428,958.215222128,224.987938407,88.6377,224.979,1915.08327084,120.213
201.251608138,142.591,290.244625461,587,173.365552686,-227.925,86.6298922761,5.92247010693,225.099,587,461.392483827,225.036588133,0.978146,564.270153087,3040.40321466,825.19011931,224.954053648,88.7403,224.94,1763.93991354,120.323
373.537273015,144.374,525.981636053,588,188.295654231,-228.585,38.4595420795,5.94211304364,225.835,588,457.674843581,225.762609334,0.978851,1074.12634337,3202.30011237,922.615299699,225.68466488,88.8413,225.677,2290.64648571,120.421
309.819700262,144.004,774.011106384,589,175.664988926,-228.584,337.351186265,6.00280568111,225.839,589,683.209783822,225.764452458,0.980599,1023.62134182,3267.22012216,727.18738398,225.680763785,88.895,225.678,2143.88413845,120.518
269.196047278,140.216,429.795055805,590,152.86637061,-229.082,-7.62039609796,5.9454744356,226.318,590,59.9754932282,226.260606016,0.981051,717.575357769,2830.5070555,895.008933751,226.176642977,88.977,226.172,1282.04798984,120.602
176.722060781,153.939,975.598315403,591,208.215856898,-229.007,798.876254622,6.09347145659,226.242,591,631.336270103,226.173067539,0.977066,1152.32037618,3071.6946278,832.083779056,226.085666799,89.0442,226.071,1766.01338389,120.687
287.977333344,147.727,776.314260865,592,185.686408152,-229.607,417.95983375,6.00743126499,226.888,592,645.238640191,226.816088949,0.977582,1167.0392428,2652.74630916,648.529234259,226.739395323,89.1133,226.742,2053.03049925,120.783
331.04800943,143.492,638.336498644,593,188.777364963,-229.767,372.108703734,5.96729993054,227.107,593,1677.11447119,227.032913528,0.978872,1104.96388568,3086.24109563,421.809337991,226.948064917,89.1688,226.941,2630.38916365,120.867
202.231932956,145.785,613.224914724,594,198.896858138,-229.895,418.453749788,6.01872874061,227.174,594,716.266202269,227.111589077,0.979407,891.979670545,2811.36453623,649.583690038,227.03137147,89.2323,227.02,2118.08485598,120.974
44.0269045233,141.157,628.402881561,595,128.01914184,-230.184,552.452994518,5.97699176409,227.48,595,10.7683480493,227.411617449,0.97972,657.87793629,2629.63637205,868.114948641,227.329726374,89.3197,227.322,1093.72686806,121.058
307.493969286,140.098,313.227456125,596,158.152370326,-230.656,-6.94480085806,5.96067445517,227.929,596,94.5967973592,227.847576432,0.977526,751.565916801,2478.73295208,768.80969688,227.760603072,89.3568,227.759,1613.1755431,121.167
735.475525046,148.013,568.823793267,597,164.316660043,-230.839,-4.2587672589,6.02036039756,228.149,597,99.9039124212,228.078832235,0.983224,1607.07556037,2691.76903706,952.711932051,228.008092878,89.409,228.002,1650.03124734,121.258
240.793075318,148.972,546.138652017,598,165.526563942,-230.888,298.576397781,6.03900483906,228.215,598,323.72317501,228.144594032,0.982019,909.849963732,2937.33584362,877.66639983,228.067556542,89.4798,228.066,1857.7609987,121.332
432.72756285,148.96,402.672589375,599,165.171376387,-231.06,90.7338249484,6.01600130674,228.316,599,101.609293195,228.250301531,0.980042,1014.60290293,3122.93642174,838.359930669,228.176326792,89.5461,228.167,2215.27152096,121.416
298.171481984,152.913,395.665068259,600,184.255089185,-231.211,3.54996655355,6.08301979711,228.488,600,453.578113642,228.410999889,0.977914,726.049307686,3225.98827019,672.322885243,228.341540167,89.5949,228.337,2237.24521716,121.514
620.490740841,149.11,544.307271929,601,203.106997024,-231.588,18.3585861435,6.09248394118,228.821,601,659.594315541,228.752232925,0.979381,1602.13989311,3019.5009772,730.869071475,228.674267214,89.6744,228.666,2103.99044845,121.587
662.300384501,151.095,858.549552213,602,184.080784114,-231.74,159.50048053,6.05410179447,228.958,602,166.475270273,228.875974149,0.983049,1824.19992268,3033.42632174,1009.71568207,228.796925914,89.7323,228.796,1737.64082061,121.688
380.176225024,145.942,336.555143581,603,195.232444467,-232.222,2.57053753194,6.06382471823,229.481,603,456.593920005,229.41560567,0.983909,977.09469731,2852.57322935,877.418338977,229.343137443,89.7777,229.336,1966.36387334,121.769
275.761901954,141.79,390.770830138,604,183.279912126,-232.477,115.379698146,6.02897142088,229.727,604,813.281061632,229.652544982,0.981045,799.32739857,2708.93078328,552.164725869,229.578662299,89.8235,229.569,2060.72792772,121.854
321.217039692,145.28,337.234212217,605,175.480653572,-232.949,-2.75019724219,6.0983412916,230.159,605,640.465394224,230.087997381,0.981575,945.318053447,2625.23650542,662.066264774,230.008909141,89.9355,230.008,1817.87993634,121.945
120.227046689,154.231,256.483620956,606,188.660819787,-232.877,136.256574267,6.15110688878,230.086,606,1736.28221455,230.011320752,0.978364,376.710667645,3137.12695564,359.076964641,229.933817857,89.9829,229.923,2546.95891514,122.051
633.403911228,147.958,520.770428457,607,165.282860907,-233.566,13.1940308032,6.08796174221,230.806,607,17.7312911007,230.731852296,0.981491,2005.72052921,3104.40708259,1012.956069,230.657534699,90.0481,230.655,2035.33400662,122.173
298.236945752,140.431,495.161433386,608,130.583421901,-233.706,81.9508261485,6.0392910836,230.892,608,166.936850495,230.819988843,0.974242,774.983260189,2878.58859154,767.763903286,230.75013857,90.0989,230.744,2267.61633657,122.251
444.041245504,163.109,425.462755104,609,160.893772627,-233.493,62.693984114,6.17781726937,230.723,609,288.137042444,230.66175243,0.977427,1262.01847192,2592.70494185,835.639250453,230.579114931,90.171,230.573,1582.05053096,122.348
563.318564842,154.323,538.110453478,610,180.637214859,-234.144,151.050168175,6.09817377676,231.391,610,591.304420314,231.322620379,0.980607,1511.00787187,3079.44553336,842.016835972,231.248473401,90.2569,231.241,2314.29748797,122.466
377.938662172,154.815,333.049503488,611,178.63275312,-234.433,2.91373706756,6.19426798891,231.604,611,1393.77511898,231.537968727,0.980529,950.570627122,2965.52706823,491.847642107,231.46237685,90.3238,231.453,2283.23613719,122.559
464.534615362,145.874,501.607575603,612,147.653080147,-234.667,39.5483080472,6.11243067515,231.893,612,-3.91669458997,231.82056174,0.978679,1266.31230543,2991.20309017,752.618665056,231.738488569,90.3642,231.737,2316.58597502,122.643
232.577839643,151.216,281.78624429,613,160.9814956,-234.91,-12.3625579132,6.15039686675,232.186,613,658.176542289,232.110857793,0.975409,592.929432667,2929.17424678,637.508883287,232.031416164,90.3948,232.03,1904.92036422,122.733
232.913009435,139.914,592.840838475,614,160.479843046,-235.424,266.627632531,6.06419959296,232.642,614,109.272922236,232.57181186,0.980449,863.241546535,3026.50677743,980.537243821,232.491669,90.4838,232.481,2056.57198095,122.81
186.132341349,150.765,346.192963121,615,138.920435672,-235.642,18.8259015804,6.1390101667,232.859,615,95.1252546513,232.790389066,0.98068,648.630950497,2442.78183085,827.047343505,232.710100969,90.5537,232.701,1362.24975995,122.893
377.257415015,152.93,493.297702807,616,179.89196516,-235.946,37.005178693,6.18469049359,233.145,616,120.235626048,233.079547858,0.980451,960.165892709,2697.73687712,907.45170948,233.010102766,90.619,233.009,1583.10149371,122.987
262.254824631,149.629,285.563004366,617,177.55880739,-236.028,57.7608147096,6.13754454481,233.232,617,397.021492225,233.16088494,0.978428,652.932068283,2858.25743202,731.810088553,233.082056244,90.6706,233.074,1966.59136097,123.086
498.522933122,142.901,813.160772282,618,153.654585203,-236.389,216.507807582,6.1293407936,233.596,618,148.616366569,233.531945394,0.950089,1436.7434645,2282.77236481,584.884518505,233.454362594,90.7442,233.45,909.410970925,123.168
229.558741468,159.155,516.58231141,619,190.929738785,-236.733,204.382131548,6.21841348162,233.924,619,707.916691134,233.855361958,0.978084,749.780452205,2587.52108281,628.105244346,233.772912956,90.755,233.763,1867.66488684,123.232
390.711794742,157.889,1353.98700948,620,155.867933896,-237.05,963.275214738,6.23094987129,234.26,620,88.2235858345,234.182443933,0.977617,1744.69880422,3206.79641832,1114.35690577,234.091843758,90.8511,234.088,1537.19751892,123.343
547.772691583,149.927,683.073869165,621,125.128644449,-237.019,27.3499132495,6.20762621261,234.183,621,217.895147913,234.122264251,0.980703,1368.15000235,3057.14447854,822.838039423,234.048140786,90.9237,234.032,1615.12327259,123.455
275.871085335,155.456,442.919022348,622,166.158932394,-236.99,226.315586584,6.21848687122,234.198,622,207.263364029,234.130135258,0.981035,832.235859569,2606.55210099,642.834186484,234.051887349,90.9805,234.049,1802.0395019,123.528
648.509149837,160.738,1656.83645322,623,194.670382533,-237.718,1008.32730339,6.27895567909,234.954,623,585.958622969,234.865690636,0.981038,2305.34560306,2863.04948171,834.007521503,234.782106546,91.0726,234.783,1916.94360745,123.627
342.826298497,152.52,474.581350012,624,169.085333292,-237.895,9.25087202502,6.19946006807,235.082,624,79.4154165078,235.013464092,0.981243,930.543895495,2900.35026729,953.148734861,234.941197608,91.1291,234.941,1507.38981187,123.695
335.581279178,161.999,560.974203847,625,142.167222412,-238.075,18.5435705324,6.28899850236,235.283,625,59.8550276299,235.217004027,0.979692,923.38734056,2913.39533425,1035.60594394,235.143746079,91.1996,235.137,1323.22676699,123.751
265.418120852,166.162,446.77566663,626,147.072396398,-238.093,79.945873804,6.33726335847,235.258,626,294.576393863,235.196359871,0.979236,733.206493891,2378.44755728,746.350066143,235.123506652,91.269,235.108,1536.99795764,123.847
227.805528564,153.281,274.726238771,627,124.505574132,-238.715,-0.153093285352,6.20628567342,235.803,627,87.6026083656,235.73590345,0.980088,724.321820281,3031.65139479,1082.86157312,235.648680934,91.3377,235.644,1896.11756034,123.938
427.423760606,161.207,593.667796957,628,196.812964481,-239.054,9.62358123873,6.25244378106,236.217,628,739.037642445,236.132698355,0.978952,1020.61904274,3077.25403922,703.376792479,236.055182901,91.3889,236.056,1997.91561982,124.038
258.175041138,154.606,311.289073134,629,167.122634791,-239.099,-7.0934181404,6.23887361858,236.283,629,113.532252367,236.213452869,0.980689,762.81860333,2813.9228946,861.390742339,236.145528993,91.4634,236.134,1438.89856487,124.107
298.37653088,157.178,515.457500226,630,176.503003571,-239.52,147.082590314,6.24149264294,236.702,630,35.2760910333,236.625491744,0.981429,958.714805255,3064.24931515,1019.09586694,236.558112038,91.5147,236.555,1552.79512141,124.215
350.735573143,145.958,622.825311302,631,188.205488715,-239.711,229.989257238,6.2056403148,236.926,631,545.944083678,236.852241612,0.981991,1081.50854642,3050.79891966,838.808198985,236.776658075,91.5573,236.773,1927.55381036,124.338
563.028581251,150.183,871.559365516,632,181.51636627,-239.898,463.453306672,6.19153072393,237.091,632,704.138059598,237.025903217,0.98375,1667.71784037,3038.74647176,866.554675209,236.950434064,91.6243,236.942,1787.06010193,124.409
321.02904445,148.95,204.03082688,633,169.494922863,-240.329,0.837710076781,6.2623285151,237.502,633,135.151355694,237.42350936,0.980482,974.81919049,2552.66310223,841.018970931,237.348351349,91.6624,237.344,1493.18913873,124.528
240.740458678,163.658,178.9666127,634,170.003736464,-240.499,8.51257190431,6.33204502337,237.693,634,255.567853479,237.623782008,0.980914,725.630511041,3143.68068435,921.187382106,237.549257008,91.7809,237.545,1829.72564034,124.597
172.463333,157.643,301.92351915,635,180.10640886,-240.794,52.9872753092,6.31105880689,237.974,635,610.224300162,237.896130844,0.980771,541.777746152,2737.47206486,681.469948177,237.821088147,91.8171,237.811,2077.42566763,124.646
511.482322407,166.107,480.523703543,636,168.806415879,-240.541,23.9437578274,6.41693940466,237.723,636,220.769319942,237.639429067,0.982144,1298.86502125,3052.51016555,897.162422254,237.553402857,91.8893,237.552,1604.98632495,124.748
230.175575545,168.954,383.459918472,637,175.58654017,-241.452,133.807085854,6.34868325891,238.619,637,70.7169110909,238.556578247,0.983045,769.728539854,2719.54223549,819.843177851,238.481290933,91.9632,238.473,1435.75778881,124.827
648.064273874,164.78,670.637278367,638,194.979215204,-241.059,294.562250179,6.33759893617,238.284,638,365.821643777,238.198316035,0.980698,1793.11179106,3210.12712274,893.360221847,238.124186543,92.0238,238.122,2154.11786005,124.916
629.560283957,160.895,496.893857169,639,152.764407007,-241.889,7.98056801531,6.35233926281,239.106,639,53.6589391765,239.049064453,0.979529,1577.34873385,3272.35963405,1245.36037611,238.966823333,92.0616,238.952,1713.81980782,124.975
290.681330824,160.183,486.888789496,640,171.962771346,-241.901,172.567763254,6.32981054704,239.1,640,21.2179558894,239.025012206,0.977433,906.629630153,2857.86161202,965.467141309,238.948888173,92.1372,238.947,1945.01691344,125.058
239.967931584,165.086,353.687281814,641,208.261793947,-242.278,93.8690618878,6.35718395141,239.43,641,1160.5052196,239.358707794,0.975328,634.951104572,3279.20723409,713.034928124,239.286291328,92.196,239.282,2280.53923293,125.137
406.957820967,162.752,466.41430296,642,150.865668544,-242.846,51.0499323006,6.32071467203,240.041,642,113.807472636,239.971024351,0.976607,1193.27793729,2289.54443301,724.930947073,239.894056652,92.2409,239.885,1188.4873216,125.195
225.202330738,166.818,234.015045385,643,181.591840621,-242.869,3.76498429052,6.4007638518,240.075,643,225.839878797,239.998526164,0.974168,565.137378792,2470.75547181,542.443619653,239.921799123,92.3238,239.92,877.655201691,125.278
560.103330295,170.388,518.595645943,644,193.299265462,-242.968,4.25017534774,6.39652065115,240.218,644,141.620450217,240.152934309,0.981003,1393.25413824,3004.29966762,812.706021479,240.079470181,92.362,240.069,1563.05312664,125.343
610.723207756,156.925,668.033677247,645,211.010738728,-243.232,57.310469491,6.33134582912,240.418,645,363.963129094,240.344980869,0.979815,1278.756885,3391.56756809,998.744399615,240.272204505,92.4125,240.267,1889.51708088,125.405
332.1083923,160.035,406.443529157,646,200.706581293,-243.535,52.5173792053,6.33806727024,240.711,646,728.612250189,240.643505092,0.980985,900.048297804,2884.15638213,767.460018938,240.564193497,92.4606,240.557,1796.95214911,125.502
218.259581304,165.341,255.150901743,647,144.142285669,-243.49,-3.47794993478,6.38940143961,240.665,647,103.178943431,240.595488282,0.97659,688.319413952,3316.56489738,1088.16671447,240.512056009,92.5415,240.507,1229.74993572,125.585
290.616484104,162.846,250.300583377,648,141.237802973,-243.771,1.34781977166,6.31781937858,240.995,648,175.501881713,240.919735157,0.978587,765.204209415,3334.67813456,920.052005775,240.844424529,92.5996,240.84,1656.20987483,125.652
425.837764962,172.683,317.907857548,649,179.180291082,-243.911,0.466487739195,6.4049961659,241.126,649,222.17597358,241.053354626,0.982104,1260.50099493,3501.64450488,1028.91082267,240.967248278,92.6785,240.963,2054.06727357,125.75
224.658012141,164.879,345.286815999,650,203.206629715,-244.335,93.4298863073,6.38939088108,241.513,650,829.528262238,241.450691979,0.978342,744.615553868,3398.61766503,845.550866458,241.374770403,92.7625,241.368,1912.46758434,125.802
241.05994502,160.819,380.762792109,651,148.58719313,-244.376,1.11684174611,6.40170680674,241.575,651,11.9236112722,241.49945842,0.978105,664.238808044,3140.94989605,910.974538625,241.42395832,92.8244,241.418,1206.85791296,125.897
904.37232605,166.213,640.04435897,652,179.19851448,-244.675,-2.84014767203,6.40573146912,241.844,652,184.042040389,241.773638205,0.976316,1919.01394325,3356.54112514,1110.48099919,241.69197378,92.858,241.682,2020.7276236,125.979
534.49159097,170.139,395.698484546,653,199.30525851,-244.999,-1.28841534782,6.46965577271,242.148,653,301.64662319,242.057437958,0.979317,1433.4457497,3087.08349389,869.219215706,241.980419487,92.9388,241.98,1772.33288232,126.055
147.207479709,170.578,286.208759218,654,169.287255203,-244.991,2.24568472586,6.46032745582,242.19,654,113.582826117,242.116009489,0.98133,468.255480113,3743.70649391,1249.29429925,242.047095422,92.9785,242.042,1438.48942839,126.139
309.633296452,162.647,489.774490197,655,171.059659477,-245.514,133.535682783,6.41858424552,242.627,655,102.630941713,242.558608862,0.977459,982.238595211,3085.80305205,870.905574081,242.484770896,93.0384,242.477,1160.55455485,126.211
313.299075503,175.553,394.731021385,656,154.682871962,-245.386,162.941074683,6.4557664067,242.52,656,158.797360069,242.444556119,0.978604,933.589668151,2651.70142894,785.823902795,242.372649285,93.0952,242.364,1229.0036082,126.293
449.080553814,173.408,571.927583901,657,186.260735457,-245.709,73.9266002339,6.43978631045,242.907,657,145.531258841,242.835217825,0.977637,1162.25823983,3223.6867703,892.590936562,242.766885545,93.1698,242.757,1460.0745979,126.358
456.389539133,170.326,454.92968421,658,174.829924878,-245.951,1.88404653477,6.44527653291,243.195,658,143.452022135,243.10811314,0.978913,1422.45497136,2929.53245883,927.845073313,243.036875238,93.2235,243.037,1472.51944598,126.4
166.227778294,163.565,536.950258431,659,196.07549807,-246.32,301.888788547,6.37470463366,243.511,659,107.949978574,243.435370556,0.97833,657.143782636,3792.1057668,1063.40072493,243.359523801,93.2833,243.354,1556.91822991,126.461
490.001878636,166.156,532.407645494,660,169.728965149,-246.219,6.65142697109,6.39337879418,243.387,660,157.874510142,243.317207868,0.970491,1380.31408508,3029.68935802,752.111273242,243.253603946,93.3601,243.248,1339.14145547,126.542
254.141376978,162.768,166.115139033,661,199.996417081,-246.65,2.14937378422,6.38383475052,243.778,661,692.736807669,243.701758022,0.976598,604.781214932,2769.8261085,622.614330313,243.63221044,93.4088,243.626,1625.67930309,126.666
812.133060651,162.927,797.226601445,662,177.712914453,-247.076,-3.18977458563,6.43886565614,244.209,662,245.320696654,244.142741953,0.973463,1822.16866476,3162.58194811,1012.73666188,244.073471463,93.436,244.066,1723.84909601,126.74
255.954973542,164.495,196.139839331,663,187.249879426,-247.262,3.2420679452,6.41162614472,244.389,663,224.892450118,244.298553161,0.975119,752.402717786,3198.93734302,886.903819402,244.240348787,93.4899,244.239,1282.48996477,126.812
271.828745327,165.407,465.780450533,664,188.94292215,-247.708,10.2348494019,6.42332758047,244.849,664,199.452945937,244.778713178,0.976975,773.313198783,2921.16155194,758.353252087,244.717766006,93.5198,244.706,1195.86788022,126.871
727.868575971,173.934,723.243485406,665,145.336785389,-248.048,128.729508164,6.45467727492,245.176,665,92.2870000237,245.093909404,0.977522,1947.51287623,3063.72501717,963.171569259,245.023752894,93.5734,245.023,1035.89231153,126.971
453.77319807,179.399,372.132458728,666,161.469967153,-248.408,30.3942580158,6.52465662894,245.47,666,68.4727931569,245.397735546,0.977502,1262.07754885,2464.35344562,685.402596505,245.336582976,93.654,245.33,1181.80237598,127.082
552.989092206,170.888,628.303614816,667,177.225927613,-248.933,96.2359369065,6.47547746936,246.02,667,178.100619884,245.952136164,0.979545,1541.83866532,2719.98153678,759.597642031,245.889799979,93.7069,245.88,1313.25744044,127.162
184.539111802,174.217,378.143588819,668,178.665780435,-248.865,170.277044366,6.51152833307,245.969,668,122.138239434,245.882956984,0.978716,698.730540416,2976.64745727,687.338005278,245.817292813,93.768,245.813,1317.49007662,127.246
444.115282822,178.095,403.264325703,669,193.465891054,-249.252,-3.28378862709,6.55028944637,246.326,669,132.858857362,246.254100467,0.980236,972.751188157,3176.31325924,764.870530602,246.190083289,93.8348,246.182,1325.16184816,127.308
285.021318599,171.492,478.312475875,670,206.084984496,-249.484,3.45163028797,6.46448213091,246.55,670,522.091737094,246.472316601,0.973736,758.257855989,3393.1270432,694.120157785,246.409830962,93.9242,246.404,1235.02463119,127.375
160.902628235,171.207,914.24657572,671,182.836138624,-249.518,696.847969284,6.45559551406,246.667,671,127.005186684,246.584305104,0.978586,1081.15127473,3258.2421,692.955424005,246.513814961,93.9488,246.509,1068.74755408,127.461
377.567364317,183.867,353.446131741,672,182.837799088,-249.986,-1.92472489396,6.58555704704,247.094,672,157.814563224,247.008696312,0.980332,1117.6329321,3178.74552344,830.202529741,246.939141983,94.0001,246.931,1667.04163168,127.53
520.116842496,181.137,417.728514761,673,156.738878006,-250.142,0.1760874105,6.54245055134,247.256,673,88.5649547952,247.181011991,0.980205,1309.51136653,3217.78986401,907.124402304,247.120860993,94.0827,247.118,904.436964408,127.599
324.51593756,162.416,279.187544501,674,203.143242391,-250.6,5.97070851337,6.43175436716,247.683,674,111.372601057,247.609294646,0.97552,1056.77023157,2867.29351588,742.150285644,247.545917515,94.1589,247.539,1219.09847698,127.686
