StdReturn,MinReturn,AverageReturn,QFunRegParamNorm,MinEsReturn,AveragePolicySurr,AverageAbsY,AverageAbsQYDiff,MaxEsReturn,AverageDiscountedReturn,AverageAbsQ,AverageQ,PolicyRegParamNorm,AverageAction,AverageY,AverageEsReturn,Epoch,StdEsReturn,Iteration,MaxReturn,AverageQLoss
560.055242658,931.952732639,2570.40472692,38.9743,950.415139179,-7.68337,7.56092329747,0.143878206053,950.415139179,223.867165841,7.55996,7.55996,41.4668,0.931792,7.56087538135,950.415139179,99,0.0,99,2925.44414864,0.0854649
180.351155127,2118.40423638,2598.93680447,39.1932,1755.84690927,-7.81786,7.69475346113,0.145911676903,1755.84690927,230.134618197,7.6937,7.6937,41.6987,0.927049,7.69468415681,1755.84690927,100,0.0,100,2756.69568191,0.0960879
534.91354527,1072.39038273,1896.05696653,39.4057,953.591133186,-7.85233,7.73499721337,0.143153485921,953.591133186,200.586138861,7.73362,7.73362,41.8842,0.935096,7.73495470963,953.591133186,101,0.0,101,2617.81744843,0.080733
756.796926575,353.765355856,1870.36931725,39.66,855.920175456,-7.97974,7.86173539338,0.153547751258,855.920175456,225.445009069,7.86061,7.86061,42.0574,0.941779,7.86166565413,855.920175456,102,0.0,102,3018.62007814,0.10076
868.938628109,921.140744318,2728.57048839,39.8555,1270.66514749,-8.09792,7.97201300491,0.149555798768,1270.66514749,233.194205582,7.9711,7.9711,42.2689,0.936797,7.97198800127,1270.66514749,103,0.0,103,3433.40102782,0.0872891
866.660108348,197.519487826,2050.52991439,40.1129,709.456019828,-8.19814,8.07461375853,0.15551485999,709.456019828,221.593938661,8.07312,8.07312,42.4769,0.952152,8.07456986843,709.456019828,104,0.0,104,2804.00978752,0.11036
834.914750894,-581.981545692,1606.89333065,40.3023,1723.68779679,-8.2852,8.16324668258,0.153072941026,1723.68779679,155.245689189,8.16217,8.16217,42.7189,0.954825,8.16318261166,1723.68779679,105,0.0,105,2450.51521955,0.103515
511.945775299,722.721617849,1320.0137109,40.5061,1681.16995591,-8.42585,8.29916955757,0.155380862396,1681.16995591,187.674242123,8.29777,8.29777,42.9337,0.960907,8.29912872796,1681.16995591,106,0.0,106,2234.99597327,0.106394
97.7945319885,2688.51221779,2807.1487626,40.7152,790.048729847,-8.50781,8.38049100083,0.157501316927,790.048729847,227.64408842,8.37984,8.37984,43.1506,0.947712,8.38046125222,790.048729847,107,0.0,107,3030.57203537,0.103961
461.202907327,1220.94297996,2553.80050314,40.8974,661.906737742,-8.61412,8.48833997428,0.161526097337,661.906737742,226.462789926,8.48727,8.48727,43.4019,0.934446,8.48828124905,661.906737742,108,0.0,108,2842.53208302,0.112497
631.176757853,692.038549874,1305.30770919,41.043,958.137533747,-8.67784,8.55014653246,0.155674206634,958.137533747,177.680832554,8.54848,8.54848,43.6178,0.958338,8.55011431354,958.137533747,109,0.0,109,2724.16181502,0.0868838
356.702641837,1041.69015187,1431.89729985,41.3011,1950.95329034,-8.76575,8.63387780841,0.170124798391,1950.95329034,163.07555058,8.63224,8.63224,43.8448,0.950235,8.63382993742,1950.95329034,110,0.0,110,2048.40441323,0.140629
636.21623281,1200.34639487,2046.57023337,41.4968,738.301933729,-8.87722,8.7481353073,0.159935059326,738.301933729,222.981947823,8.74719,8.74719,44.0832,0.943544,8.74808059179,738.301933729,111,0.0,111,2889.71093202,0.105847
666.975636758,1259.71393724,2474.53930948,41.6787,1776.54923305,-9.05357,8.92430367193,0.16456725995,1776.54923305,236.962142588,8.9231,8.9231,44.2742,0.953473,8.92425530836,1776.54923305,112,0.0,112,3123.1356283,0.104945
855.101980341,1233.56252231,2608.14246935,41.875,1879.46614143,-9.15493,9.01675234632,0.170544506751,1879.46614143,233.330856735,9.0152,9.0152,44.4392,0.956847,9.01672212572,1879.46614143,113,0.0,113,3444.95635785,0.130284
1035.99422021,-495.56760063,1456.86363255,42.0562,1738.58096481,-9.26125,9.12442483085,0.174159363104,1738.58096481,185.880747759,9.1228,9.1228,44.7283,0.952569,9.12439473891,1738.58096481,114,0.0,114,3051.15228713,0.140037
668.754769479,1100.61804077,2577.8407752,42.2786,2065.69878789,-9.45171,9.30789561902,0.174020083452,2065.69878789,232.519326779,9.30724,9.30724,44.872,0.942459,9.30783696038,2065.69878789,115,0.0,115,3077.2182271,0.156834
583.976256728,568.808422972,1400.44540444,42.5288,2089.78665962,-9.63249,9.49688871148,0.174903581747,2089.78665962,190.016210366,9.49494,9.49494,45.0621,0.957253,9.49683991889,2089.78665962,116,0.0,116,2440.47611983,0.135177
361.853977943,2148.92307906,3206.22312202,42.7034,1389.57827965,-9.67415,9.54044200334,0.171097068159,1389.57827965,273.95615212,9.53891,9.53891,45.3021,0.949964,9.5403817787,1389.57827965,117,0.0,117,3482.19488049,0.119855
