AverageDiscountedReturn,QFunRegParamNorm,AverageAbsQYDiff,MaxReturn,StdReturn,AverageAction,AverageQLoss,AverageReturn,AverageQ,StdEsReturn,MaxEsReturn,MinReturn,AverageEsReturn,AverageAbsQ,PolicyRegParamNorm,Epoch,AveragePolicySurr,Iteration,AverageY,AverageAbsY,MinEsReturn
54.9127551409,147.187,0.201618166207,1000.0,398.863782383,0.297944,0.414047,271.871794872,11.0431,29.6636363506,158.0,33.0,32.064516129,11.0666,76.7474,1423,-11.6521,1423,11.0426955891,11.0435050648,3.0
99.9956828753,147.199,0.228799173419,1000.0,0.0,0.258648,0.485083,1000.0,10.9998,15.2199014223,71.0,1000.0,21.3541666667,11.0225,76.7498,1424,-11.6735,1424,11.0004440895,11.0025026184,3.0
99.9956828753,147.211,0.214302664528,1000.0,0.0,0.399796,0.477811,1000.0,11.0176,25.8787700203,127.0,1000.0,26.2702702703,11.0419,76.7301,1425,-11.6506,1425,11.0178804502,11.0207923819,3.0
82.2495818148,147.212,0.209669261738,1000.0,441.806564007,0.405904,0.450604,687.6,11.0031,25.1776797095,99.0,55.0,34.1333333333,11.0224,76.7393,1426,-11.6202,1426,11.0029381857,11.0055962215,4.0
99.9956828753,147.211,0.217343707453,1000.0,0.0,0.43833,0.467313,1000.0,10.9884,12.0937937011,49.0,1000.0,19.6808510638,11.0158,76.7339,1427,-11.6085,1427,10.9885624579,10.9923128573,4.0
99.9956828753,147.252,0.213517486283,1000.0,0.0,0.354658,0.454132,1000.0,10.9616,23.8448785128,129.0,1000.0,25.5714285714,10.9869,76.7807,1428,-11.5786,1428,10.9607614988,10.9648135667,3.0
80.40491027,147.297,0.202090974959,1000.0,452.623321421,0.476359,0.416191,649.4375,10.9877,11.4834002249,57.0,54.0,15.8571428571,11.0135,76.7844,1429,-11.5702,1429,10.9880522899,10.9926119455,3.0
99.9956828753,147.298,0.204269593919,1000.0,0.0,0.469491,0.4185,1000.0,10.9347,29.9102172134,146.0,1000.0,31.4375,10.9652,76.7751,1430,-11.5488,1430,10.9351852198,10.9417705373,3.0
94.9209286271,147.295,0.204894698118,1000.0,270.805959625,0.528983,0.438335,914.363636364,10.901,27.30405608,150.0,58.0,30.3939393939,10.9318,76.7764,1431,-11.5347,1431,10.900507116,10.9095664599,4.0
99.9956828753,147.32,0.213995153177,1000.0,0.0,0.372098,0.431655,1000.0,10.8929,18.3217766606,72.0,1000.0,27.25,10.9242,76.8397,1432,-11.5241,1432,10.8934445849,10.9025959179,3.0
99.9956828753,147.336,0.191373324243,1000.0,0.0,0.407841,0.353171,1000.0,10.8748,11.9027984859,57.0,1000.0,18.9074074074,10.9033,76.791,1433,-11.4984,1433,10.8751907301,10.8814975035,3.0
99.9956828753,147.344,0.224396011038,1000.0,0.0,0.509908,0.500005,1000.0,10.8863,20.2116705867,97.0,1000.0,23.0,10.9224,76.871,1434,-11.4982,1434,10.8856095733,10.892320879,3.0
99.9956828753,147.337,0.200320995964,1000.0,0.0,0.413742,0.382664,1000.0,10.8847,19.5944000061,87.0,1000.0,24.243902439,10.913,77.0093,1435,-11.5024,1435,10.8847277921,10.8912307023,3.0
99.9956828753,147.346,0.206737653326,1000.0,0.0,0.361844,0.426005,1000.0,10.8815,14.2356321651,76.0,1000.0,17.9636363636,10.9141,77.0121,1436,-11.4957,1436,10.8806417416,10.8873742494,3.0
99.9956828753,147.35,0.199962024075,1000.0,0.0,0.319364,0.403386,1000.0,10.8332,21.6443988135,109.0,1000.0,20.2,10.8539,77.0047,1437,-11.4853,1437,10.8337986149,10.8388321013,3.0
40.9129620497,147.377,0.208649823175,59.0,2.83540604239,0.655609,0.444318,52.3926701571,10.842,23.1602200387,128.0,45.0,25.5897435897,10.8666,77.0605,1438,-11.4695,1438,10.8423595864,10.8452208941,3.0
99.9956828753,147.393,0.195514412004,1000.0,0.0,0.411474,0.375144,1000.0,10.866,15.2130557737,88.0,1000.0,19.3541666667,10.8867,77.0492,1439,-11.4639,1439,10.8654140543,10.8677732186,4.0
99.9956828753,147.403,0.224066056688,1000.0,0.0,0.330501,0.48594,1000.0,10.8587,20.2929605585,96.0,1000.0,21.693877551,10.8867,77.035,1440,-11.4646,1440,10.8596687851,10.8615921399,3.0
99.9956828753,147.397,0.211148231654,1000.0,0.0,0.293758,0.456074,1000.0,10.8082,20.4018790581,85.0,1000.0,27.0810810811,10.8349,76.973,1441,-11.4326,1441,10.807599608,10.8092891642,6.0
99.9956828753,147.419,0.203200752851,1000.0,0.0,0.298107,0.414741,1000.0,10.7898,16.1368529984,88.0,1000.0,22.8444444444,10.8166,77.0262,1442,-11.4204,1442,10.7901475619,10.7924319593,3.0
99.9956828753,147.414,0.190334716435,1000.0,0.0,0.433371,0.378482,1000.0,10.7978,17.4837053398,74.0,1000.0,24.3170731707,10.8198,77.0249,1443,-11.4212,1443,10.7979767154,10.8001803165,3.0
99.9956828753,147.421,0.199369432301,1000.0,0.0,0.401178,0.447767,1000.0,10.8053,26.6352812753,152.0,1000.0,23.5476190476,10.8261,77.0972,1444,-11.4133,1444,10.8053412843,10.8071265109,3.0
99.9956828753,147.458,0.185787045337,1000.0,0.0,0.288031,0.40088,1000.0,10.8061,19.0430936034,95.0,1000.0,21.4565217391,10.8271,77.0662,1445,-11.411,1445,10.8064182622,10.8077669733,3.0
99.9956828753,147.46,0.196926393857,1000.0,0.0,0.289681,0.391177,1000.0,10.7903,15.3530308264,68.0,1000.0,22.4666666667,10.8154,77.0931,1446,-11.4056,1446,10.7911776741,10.7928612827,4.0
99.9956828753,147.464,0.198255671498,1000.0,0.0,0.424955,0.413032,1000.0,10.7544,20.5084601756,109.0,1000.0,24.2142857143,10.7754,77.1221,1447,-11.3676,1447,10.75371589,10.755420391,4.0
99.9956828753,147.485,0.198318697031,1000.0,0.0,0.368934,0.386772,1000.0,10.7563,13.1317811248,55.0,1000.0,19.5490196078,10.7805,77.1182,1448,-11.3823,1448,10.7570590783,10.758061602,2.0
99.9956828753,147.502,0.215703635692,1000.0,0.0,0.329614,0.480865,1000.0,10.7447,11.8751067125,68.0,1000.0,17.5614035088,10.7696,77.2158,1449,-11.3537,1449,10.7446531451,10.746088169,3.0
99.9956828753,147.506,0.197389663659,1000.0,0.0,0.356837,0.369543,1000.0,10.759,20.6806305576,93.0,1000.0,22.4418604651,10.7864,77.2598,1450,-11.373,1450,10.75892208,10.7609625261,4.0
99.9956828753,147.508,0.187887125771,1000.0,0.0,0.379662,0.385566,1000.0,10.7571,16.7351753279,97.0,1000.0,20.6170212766,10.781,77.3194,1451,-11.3516,1451,10.7572921573,10.7594635566,3.0
99.9956828753,147.51,0.207740442448,1000.0,0.0,0.339338,0.428397,1000.0,10.7303,15.9781872919,70.0,1000.0,28.5555555556,10.753,77.4029,1452,-11.3469,1452,10.7303928248,10.7317699373,3.0
99.9956828753,147.55,0.188371958267,1000.0,0.0,0.241301,0.358726,1000.0,10.7195,29.3416279282,130.0,1000.0,30.9090909091,10.7432,77.3409,1453,-11.3023,1453,10.7196715108,10.7215089819,3.0
99.9956828753,147.554,0.192844661265,1000.0,0.0,0.275675,0.397033,1000.0,10.7269,19.3435968657,99.0,1000.0,21.3191489362,10.7481,77.3642,1454,-11.3424,1454,10.7272358064,10.7291648563,3.0
99.9956828753,147.535,0.196011214908,1000.0,0.0,0.344776,0.383781,1000.0,10.6958,31.5890568411,165.0,1000.0,29.8823529412,10.7182,77.3689,1455,-11.3131,1455,10.6961371272,10.6977421234,3.0
99.9956828753,147.521,0.197566984662,1000.0,0.0,0.309558,0.409581,1000.0,10.6641,17.7135805831,80.0,1000.0,20.8723404255,10.687,77.369,1456,-11.2881,1456,10.6644947793,10.6657154562,3.0
99.9956828753,147.509,0.207401571317,1000.0,0.0,0.236988,0.410006,1000.0,10.6597,36.9768648181,175.0,1000.0,27.1891891892,10.6839,77.3847,1457,-11.2831,1457,10.6599301392,10.6627682873,4.0
99.9956828753,147.558,0.179508448853,1000.0,0.0,0.300698,0.342564,1000.0,10.6922,24.3894177728,149.0,1000.0,23.3953488372,10.7127,77.445,1458,-11.31,1458,10.6918750716,10.6942752576,4.0
99.9956828753,147.581,0.203482507246,1000.0,0.0,0.318499,0.387863,1000.0,10.6882,19.9011591119,91.0,1000.0,21.170212766,10.7101,77.4024,1459,-11.2891,1459,10.688739899,10.6901695354,3.0
99.9956828753,147.63,0.205085069958,1000.0,0.0,0.221274,0.432563,1000.0,10.6557,25.5440693647,92.0,1000.0,30.8709677419,10.6814,77.3718,1460,-11.2616,1460,10.6554211161,10.6571655022,3.0
99.9956828753,147.62,0.202764955922,1000.0,0.0,0.194803,0.401842,1000.0,10.6457,16.0380104058,60.0,1000.0,23.0666666667,10.67,77.4233,1461,-11.2498,1461,10.6464457841,10.6479389443,3.0
99.9956828753,147.609,0.199118183518,1000.0,0.0,0.295972,0.405071,1000.0,10.6067,24.6385130747,90.0,1000.0,28.8285714286,10.6311,77.486,1462,-11.2337,1462,10.6070534053,10.6087722262,3.0
99.9956828753,147.61,0.184238148667,1000.0,0.0,0.382207,0.353611,1000.0,10.6154,23.2769580429,135.0,1000.0,23.7073170732,10.6343,77.5296,1463,-11.2225,1463,10.6156638173,10.616840363,3.0
99.9956828753,147.638,0.199118774583,1000.0,0.0,0.366663,0.416502,1000.0,10.5995,27.8360727168,141.0,1000.0,24.1162790698,10.6253,77.4841,1464,-11.1975,1464,10.5995156527,10.6009197392,3.0
99.9956828753,147.656,0.182651553629,1000.0,0.0,0.276753,0.387465,1000.0,10.5451,24.6481788453,112.0,1000.0,23.0465116279,10.5672,77.4539,1465,-11.1825,1465,10.545414725,10.5473245532,3.0
99.9956828753,147.69,0.187646436296,1000.0,0.0,0.275366,0.35811,1000.0,10.6083,16.7495059149,75.0,1000.0,20.914893617,10.6285,77.5075,1466,-11.2049,1466,10.608611522,10.6099852498,3.0
99.9956828753,147.723,0.207566173192,1000.0,0.0,0.326189,0.416367,1000.0,10.5942,15.0216510411,71.0,1000.0,20.3,10.6217,77.5355,1467,-11.2011,1467,10.5933902199,10.5947811818,3.0
99.9956828753,147.737,0.18743740987,1000.0,0.0,0.518142,0.396003,1000.0,10.553,26.9169151531,182.0,1000.0,21.152173913,10.5748,77.4546,1468,-11.1591,1468,10.5527462332,10.5543581349,3.0
99.9956828753,147.72,0.190640082329,1000.0,0.0,0.394918,0.409413,1000.0,10.5549,15.1057202621,61.0,1000.0,19.2407407407,10.576,77.5756,1469,-11.1706,1469,10.5550673688,10.556345205,3.0
99.9956828753,147.699,0.213692305855,1000.0,0.0,0.320168,0.440672,1000.0,10.5553,19.8866890155,100.0,1000.0,19.86,10.5819,77.6151,1470,-11.1739,1470,10.5539289791,10.5548609894,2.0
99.9956828753,147.717,0.2066813941,1000.0,0.0,0.292296,0.442714,1000.0,10.5955,20.1409355282,97.0,1000.0,22.1777777778,10.6213,77.6128,1471,-11.1949,1471,10.5961652529,10.5975837726,4.0
99.9956828753,147.704,0.195869781396,1000.0,0.0,0.469671,0.403981,1000.0,10.5786,19.1177507846,89.0,1000.0,21.5777777778,10.597,77.6114,1472,-11.1797,1472,10.5787546123,10.5801994315,3.0
99.9956828753,147.707,0.188833608253,1000.0,0.0,0.349396,0.382242,1000.0,10.5765,21.2966986878,128.0,1000.0,25.475,10.5982,77.6372,1473,-11.1898,1473,10.5766230386,10.5782462613,3.0
99.9956828753,147.777,0.205547270867,1000.0,0.0,0.353532,0.421777,1000.0,10.5693,17.126926088,80.0,1000.0,20.9583333333,10.5949,77.6137,1474,-11.1648,1474,10.5694471268,10.5703942002,3.0
99.9956828753,147.792,0.178874897505,1000.0,0.0,0.364868,0.337635,1000.0,10.5746,17.8399745336,91.0,1000.0,22.0444444444,10.5936,77.6413,1475,-11.1529,1475,10.5754667723,10.5768277378,3.0
99.9956828753,147.794,0.197687835203,1000.0,0.0,0.360267,0.400143,1000.0,10.5443,28.8984021541,141.0,1000.0,30.0,10.5697,77.6693,1476,-11.1675,1476,10.5434339426,10.5459882082,5.0
99.9956828753,147.846,0.209966717119,1000.0,0.0,0.379232,0.436652,1000.0,10.5305,27.8366078159,130.0,1000.0,27.4571428571,10.5546,77.6956,1477,-11.1599,1477,10.5314367746,10.5331170257,3.0
99.9956828753,147.849,0.194503908422,1000.0,0.0,0.440749,0.395542,1000.0,10.5251,16.9175809575,75.0,1000.0,23.5,10.5508,77.6063,1478,-11.1205,1478,10.5255135959,10.5266349045,3.0
99.9956828753,147.883,0.177407860302,1000.0,0.0,0.430001,0.329512,1000.0,10.5464,20.1586481132,114.0,1000.0,20.5625,10.5655,77.5249,1479,-11.1468,1479,10.5461789915,10.5472807213,3.0
99.9956828753,147.909,0.207769359717,1000.0,0.0,0.379154,0.445917,1000.0,10.5463,31.8277538818,198.0,1000.0,25.6153846154,10.572,77.5368,1480,-11.1327,1480,10.5465040861,10.547928198,3.0
99.9956828753,147.937,0.19751994408,1000.0,0.0,0.394757,0.392252,1000.0,10.5526,14.0512795372,68.0,1000.0,18.0892857143,10.5746,77.5302,1481,-11.1256,1481,10.55289045,10.5542306096,3.0
99.9956828753,147.933,0.193957710868,1000.0,0.0,0.368562,0.377516,1000.0,10.5339,21.1559150599,102.0,1000.0,22.9069767442,10.5561,77.4768,1482,-11.1284,1482,10.5337985997,10.5349291411,4.0
99.9956828753,147.95,0.197090614379,1000.0,0.0,0.314275,0.397273,1000.0,10.5138,14.5989181577,97.0,1000.0,16.9152542373,10.5372,77.4743,1483,-11.123,1483,10.5144530745,10.5164851539,3.0
99.9956828753,147.986,0.199392013799,1000.0,0.0,0.410525,0.40209,1000.0,10.5004,18.7791257029,107.0,1000.0,23.6829268293,10.5248,77.5328,1484,-11.0995,1484,10.5003309373,10.5015240701,3.0
99.9956828753,147.976,0.199817476442,1000.0,0.0,0.358094,0.386558,1000.0,10.5018,22.3055112403,93.0,1000.0,25.9487179487,10.5271,77.5895,1485,-11.0853,1485,10.5017224647,10.5040547162,3.0
99.9956828753,147.97,0.186618648565,1000.0,0.0,0.313649,0.336778,1000.0,10.4796,25.026647595,104.0,1000.0,28.1351351351,10.501,77.5957,1486,-11.0862,1486,10.4798933675,10.4820963526,5.0
99.9956828753,147.975,0.209195189288,1000.0,0.0,0.253543,0.433826,1000.0,10.5013,19.4372990343,99.0,1000.0,19.9375,10.527,77.594,1487,-11.0647,1487,10.5015665292,10.5034391347,2.0
99.9956828753,148.008,0.194666647152,1000.0,0.0,0.258666,0.360484,1000.0,10.4774,20.1309294616,98.0,1000.0,21.8888888889,10.5026,77.7102,1488,-11.0636,1488,10.4773498928,10.4786248326,3.0
99.9956828753,148.022,0.188805324283,1000.0,0.0,0.192973,0.35319,1000.0,10.4798,17.7759493417,78.0,1000.0,24.625,10.5002,77.7447,1489,-11.0495,1489,10.4802075823,10.4809375969,4.0
70.8013946212,148.078,0.187433449376,1000.0,465.182898319,0.251232,0.365808,671.066666667,10.4222,20.3995402002,101.0,11.0,22.829787234,10.4458,77.7684,1490,-11.0378,1490,10.4213005909,10.4229622403,3.0
99.9956828753,148.1,0.201275721261,1000.0,0.0,0.240107,0.402143,1000.0,10.4055,11.1201323922,59.0,1000.0,15.8412698413,10.4311,77.764,1491,-11.0038,1491,10.4060667763,10.4071119369,2.0
99.9956828753,148.088,0.193775237992,1000.0,0.0,0.187,0.406533,1000.0,10.4345,14.7052110487,70.0,1000.0,19.9591836735,10.4552,77.7536,1492,-11.0122,1492,10.435076187,10.4365825239,3.0
99.9956828753,148.103,0.183379421201,1000.0,0.0,0.230156,0.34763,1000.0,10.418,15.3297504702,70.0,1000.0,20.7551020408,10.441,77.7764,1493,-11.0087,1493,10.4180708625,10.4194678183,3.0
99.9956828753,148.102,0.198360193274,1000.0,0.0,0.23401,0.416691,1000.0,10.3933,16.5661808244,82.0,1000.0,17.8727272727,10.4173,77.8568,1494,-11.0016,1494,10.3932757398,10.3951319433,3.0
99.9956828753,148.142,0.203545681352,1000.0,0.0,0.250963,0.412571,1000.0,10.3843,21.7146642615,102.0,1000.0,23.7380952381,10.4086,77.9255,1495,-10.995,1495,10.3842255966,10.3851747829,4.0
99.9956828753,148.121,0.182942864181,1000.0,0.0,0.275316,0.357694,1000.0,10.424,23.384727845,137.0,1000.0,25.358974359,10.4445,78.0243,1496,-11.0177,1496,10.4233131867,10.4248904652,4.0
99.9956828753,148.179,0.178922536357,1000.0,0.0,0.318554,0.322548,1000.0,10.4341,25.2457606245,144.0,1000.0,27.0540540541,10.455,78.0848,1497,-11.022,1497,10.4344281384,10.4354607018,3.0
99.9956828753,148.152,0.188262821153,1000.0,0.0,0.313294,0.36001,1000.0,10.3859,32.1531800856,146.0,1000.0,30.2352941176,10.4109,78.1409,1498,-10.971,1498,10.3863576595,10.3872200781,3.0
95.674802232,148.196,0.207942889932,1000.0,266.206283029,0.353485,0.425188,915.818181818,10.3757,27.4003364074,156.0,74.0,25.1282051282,10.3985,78.2227,1499,-10.9662,1499,10.3755139945,10.3766361677,3.0
99.9956828753,148.214,0.173662551532,1000.0,0.0,0.194442,0.320184,1000.0,10.3843,24.1048280442,89.0,1000.0,26.3333333333,10.4041,78.3034,1500,-10.9581,1500,10.3843873666,10.3859845755,4.0
99.9956828753,148.252,0.196289287165,1000.0,0.0,0.273978,0.398335,1000.0,10.3667,19.6723876148,100.0,1000.0,22.7380952381,10.3869,78.341,1501,-10.9394,1501,10.3668076616,10.3681717289,3.0
99.9956828753,148.268,0.188187646536,1000.0,0.0,0.226323,0.368276,1000.0,10.3652,21.2539434565,107.0,1000.0,21.3265306122,10.3909,78.3507,1502,-10.9486,1502,10.3657891895,10.3673018397,3.0
99.9956828753,148.298,0.200146136143,1000.0,0.0,0.282542,0.395583,1000.0,10.3468,19.5121809804,100.0,1000.0,21.9545454545,10.3693,78.4287,1503,-10.9363,1503,10.346738569,10.3479029046,3.0
99.9956828753,148.289,0.1770949279,1000.0,0.0,0.412812,0.337737,1000.0,10.348,23.2546169532,117.0,1000.0,27.9189189189,10.3683,78.4733,1504,-10.9454,1504,10.3476139506,10.3488633639,3.0
99.9956828753,148.301,0.187628526704,1000.0,0.0,0.392593,0.360174,1000.0,10.3743,38.2178236013,178.0,1000.0,35.4285714286,10.3961,78.5688,1505,-10.9368,1505,10.3746042438,10.3754418115,5.0
99.9956828753,148.304,0.199174041675,1000.0,0.0,0.443083,0.379713,1000.0,10.3496,17.4322971131,97.0,1000.0,20.8958333333,10.3757,78.6969,1506,-10.9495,1506,10.3499338316,10.3513709551,3.0
99.9956828753,148.301,0.192509150349,1000.0,0.0,0.441834,0.366185,1000.0,10.3446,18.836262473,61.0,1000.0,27.5277777778,10.3671,78.7491,1507,-10.9302,1507,10.344498344,10.3452869112,4.0
99.9956828753,148.322,0.182894858861,1000.0,0.0,0.424425,0.363578,1000.0,10.3637,31.9156371886,154.0,1000.0,29.7575757576,10.3854,78.8168,1508,-10.968,1508,10.36351568,10.3643581577,4.0
99.9956828753,148.326,0.179149166376,1000.0,0.0,0.349458,0.339816,1000.0,10.3722,21.1972543945,67.0,1000.0,27.972972973,10.3919,78.9155,1509,-10.9339,1509,10.3727099154,10.3741742807,3.0
99.9956828753,148.337,0.177663213784,1000.0,0.0,0.444033,0.334499,1000.0,10.3429,29.030156734,155.0,1000.0,31.0,10.3623,78.9271,1510,-10.9141,1510,10.3434132842,10.344384593,2.0
99.9956828753,148.321,0.188435576998,1000.0,0.0,0.346909,0.373949,1000.0,10.3229,23.497189227,122.0,1000.0,23.3023255814,10.3477,78.9602,1511,-10.9048,1511,10.3233250287,10.3239100364,5.0
99.9956828753,148.355,0.17921372943,1000.0,0.0,0.360498,0.323237,1000.0,10.3424,17.7187910297,75.0,1000.0,22.0,10.3626,78.9649,1512,-10.9273,1512,10.341540868,10.3420361423,3.0
99.9956828753,148.38,0.185392293887,1000.0,0.0,0.418804,0.366399,1000.0,10.3345,27.1994226731,116.0,1000.0,31.0625,10.3534,79.0431,1513,-10.9204,1513,10.3353611149,10.3364434516,3.0
99.9956828753,148.376,0.1895727521,1000.0,0.0,0.357055,0.368967,1000.0,10.3508,20.4498621797,108.0,1000.0,22.5813953488,10.3752,79.1185,1514,-10.9253,1514,10.3505996557,10.3516281985,3.0
99.9956828753,148.398,0.196808918605,1000.0,0.0,0.349557,0.394072,1000.0,10.3011,27.4244600695,133.0,1000.0,31.6666666667,10.3271,79.1962,1515,-10.8811,1515,10.3013210767,10.3027878007,3.0
99.9956828753,148.424,0.179725564274,1000.0,0.0,0.422372,0.348256,1000.0,10.2976,25.7805447642,106.0,1000.0,30.2592592593,10.3145,79.3108,1516,-10.8912,1516,10.2973575058,10.29859876,4.0
99.9956828753,148.409,0.188037447081,1000.0,0.0,0.389817,0.364963,1000.0,10.2945,37.8463792521,191.0,1000.0,39.1481481481,10.3151,79.3522,1517,-10.8938,1517,10.2952122465,10.2961074902,4.0
99.9956828753,148.437,0.190831326991,1000.0,0.0,0.378782,0.371895,1000.0,10.2816,29.3244338302,134.0,1000.0,28.9743589744,10.307,79.3863,1518,-10.8703,1518,10.2819405978,10.2831369993,4.0
99.9956828753,148.455,0.177988067674,1000.0,0.0,0.400943,0.349157,1000.0,10.2824,17.352182413,81.0,1000.0,20.4468085106,10.3034,79.3587,1519,-10.8454,1519,10.2831760104,10.2839414913,3.0
99.9956828753,148.478,0.188446580963,1000.0,0.0,0.467217,0.391647,1000.0,10.287,16.2170836359,68.0,1000.0,22.2272727273,10.3079,79.273,1520,-10.8488,1520,10.2861212721,10.286966071,4.0
99.9956828753,148.529,0.197701420943,1000.0,0.0,0.567401,0.369129,1000.0,10.2772,34.8456915877,152.0,1000.0,35.3333333333,10.3022,79.303,1521,-10.8551,1521,10.2782451145,10.27908072,4.0
99.9956828753,148.514,0.202624549268,1000.0,0.0,0.495788,0.405318,1000.0,10.2624,30.9394894716,173.0,1000.0,26.8648648649,10.2867,79.2868,1522,-10.8229,1522,10.2617749773,10.2633777353,3.0
99.9956828753,148.521,0.189251063383,1000.0,0.0,0.571022,0.378088,1000.0,10.2658,23.4084087252,119.0,1000.0,24.5609756098,10.2908,79.2841,1523,-10.818,1523,10.2664660092,10.2686712625,3.0
99.9956828753,148.581,0.20166892114,1000.0,0.0,0.604608,0.407515,1000.0,10.2345,17.6422641254,81.0,1000.0,20.4772727273,10.2576,79.3212,1524,-10.788,1524,10.2340776611,10.2372216878,3.0
99.9956828753,148.593,0.190598958202,1000.0,0.0,0.589917,0.37911,1000.0,10.1953,27.3972473291,140.0,1000.0,25.9756097561,10.2202,79.328,1525,-10.7682,1525,10.1958971658,10.1997505096,3.0
99.9956828753,148.608,0.186113017596,1000.0,0.0,0.597123,0.362337,1000.0,10.1857,23.3816299108,130.0,1000.0,28.7222222222,10.2085,79.3806,1526,-10.7742,1526,10.1856011765,10.1887483358,4.0
99.9956828753,148.616,0.187002056785,1000.0,0.0,0.700462,0.395497,1000.0,10.2111,20.9006520859,95.0,1000.0,26.2894736842,10.2314,79.4301,1527,-10.7837,1527,10.2107423153,10.2128572133,4.0
99.9956828753,148.66,0.197319989791,1000.0,0.0,0.489509,0.377757,1000.0,10.2015,23.7604793875,129.0,1000.0,24.0243902439,10.221,79.4179,1528,-10.771,1528,10.2017729311,10.2031916023,3.0
99.9956828753,148.647,0.172096593284,1000.0,0.0,0.604918,0.323114,1000.0,10.139,12.8176310864,52.0,1000.0,21.0,10.1594,79.4414,1529,-10.7263,1529,10.1385621063,10.1404814067,6.0
99.9956828753,148.633,0.189610267539,1000.0,0.0,0.5852,0.376287,1000.0,10.1656,16.1853414477,62.0,1000.0,27.25,10.1878,79.4369,1530,-10.7278,1530,10.1657823222,10.1679702471,5.0
99.9956828753,148.648,0.178598883558,1000.0,0.0,0.595058,0.34129,1000.0,10.1466,19.6900431419,76.0,1000.0,24.9024390244,10.1669,79.4952,1531,-10.7242,1531,10.1466161858,10.1492341114,3.0
99.9956828753,148.663,0.194782142632,1000.0,0.0,0.596947,0.381301,1000.0,10.1405,20.4472275906,77.0,1000.0,26.2702702703,10.1616,79.4882,1532,-10.7083,1532,10.1404985712,10.142750125,4.0
99.9956828753,148.672,0.198096822993,1000.0,0.0,0.607159,0.415299,1000.0,10.1439,18.2741080249,64.0,1000.0,27.9459459459,10.1631,79.5343,1533,-10.6814,1533,10.143925836,10.1461231365,4.0
99.9956828753,148.637,0.183524039838,1000.0,0.0,0.640618,0.375683,1000.0,10.1029,26.7264245456,138.0,1000.0,31.6129032258,10.1244,79.5647,1534,-10.6644,1534,10.1026760988,10.1040963033,4.0
99.9956828753,148.691,0.19252964078,1000.0,0.0,0.544205,0.355185,1000.0,10.0818,18.6693431861,74.0,1000.0,24.425,10.1073,79.6031,1535,-10.638,1535,10.0824247612,10.0843133722,3.0
99.9956828753,148.702,0.17872105882,1000.0,0.0,0.625759,0.31975,1000.0,10.0548,21.3655851113,102.0,1000.0,27.3421052632,10.0764,79.6288,1536,-10.6296,1536,10.0538529617,10.0561353221,4.0
99.9956828753,148.69,0.187046790686,1000.0,0.0,0.704727,0.381439,1000.0,10.0843,29.0428801755,150.0,1000.0,33.3333333333,10.1077,79.6912,1537,-10.6556,1537,10.0850560948,10.0872147278,6.0
99.9956828753,148.696,0.203745952674,1000.0,0.0,0.688225,0.411989,1000.0,10.0771,21.6951310422,83.0,1000.0,31.40625,10.1037,79.6975,1538,-10.6436,1538,10.0768827609,10.0809552372,5.0
99.9956828753,148.698,0.187522228002,1000.0,0.0,0.655561,0.388926,1000.0,10.0879,31.2088095883,153.0,1000.0,34.7142857143,10.1119,79.7194,1539,-10.6698,1539,10.0877850655,10.0923581948,3.0
99.9956828753,148.696,0.191255525482,1000.0,0.0,0.560966,0.378661,1000.0,10.0637,21.960786282,93.0,1000.0,25.9230769231,10.0873,79.7106,1540,-10.64,1540,10.0636114259,10.0671151005,4.0
99.9956828753,148.713,0.181585113072,1000.0,0.0,0.577099,0.332631,1000.0,10.0484,23.9838026668,107.0,1000.0,27.5135135135,10.0712,79.7297,1541,-10.6273,1541,10.048288415,10.0501989269,4.0
99.9956828753,148.759,0.201101240975,1000.0,0.0,0.564991,0.391211,1000.0,10.0588,17.75372069,84.0,1000.0,24.4473684211,10.0805,79.7423,1542,-10.6019,1542,10.0591996372,10.0616079496,2.0
99.9956828753,148.725,0.187739364408,1000.0,0.0,0.625222,0.359797,1000.0,10.0437,23.9203732424,121.0,1000.0,31.1470588235,10.0638,79.7769,1543,-10.595,1543,10.0436461296,10.0461992563,4.0
99.9956828753,148.743,0.181016367207,1000.0,0.0,0.591477,0.340574,1000.0,9.9913,24.3504964304,106.0,1000.0,26.8378378378,10.0118,79.841,1544,-10.5603,1544,9.99114284872,9.99370369196,3.0
99.9956828753,148.753,0.17587692886,1000.0,0.0,0.612159,0.329458,1000.0,10.0034,20.4863308255,74.0,1000.0,26.6842105263,10.0235,79.8921,1545,-10.5749,1545,10.0039022666,10.0063605627,3.0
99.9956828753,148.777,0.184873200267,1000.0,0.0,0.689822,0.34899,1000.0,10.0255,33.2877643452,165.0,1000.0,35.8214285714,10.0451,79.8659,1546,-10.5661,1546,10.0254200942,10.0278889726,4.0
99.9956828753,148.8,0.180148482571,1000.0,0.0,0.580973,0.366688,1000.0,9.99983,22.244945647,84.0,1000.0,25.6666666667,10.0212,79.8828,1547,-10.5431,1547,9.99976316501,10.002571,4.0
99.9956828753,148.807,0.188401684318,1000.0,0.0,0.554165,0.341451,1000.0,9.98748,16.0359529095,80.0,1000.0,17.75,10.0075,79.9045,1548,-10.5369,1548,9.98757690242,9.98945945739,3.0
99.9956828753,148.838,0.190354841832,1000.0,0.0,0.716293,0.376044,1000.0,9.99235,30.4634473804,130.0,1000.0,28.9117647059,10.0142,79.983,1549,-10.5309,1549,9.99246927442,9.99484799949,3.0
