QFunRegParamNorm,Epoch,StdReturn,Iteration,AverageQ,AverageEsReturn,AverageReturn,MaxReturn,AverageAbsQ,AverageAbsQYDiff,AverageY,AveragePolicySurr,PolicyRegParamNorm,MinReturn,AverageAbsY,AverageDiscountedReturn,AverageQLoss,MaxEsReturn,StdEsReturn,AverageAction,MinEsReturn
233.258,1160,1588.09643723,1160,461.298,3575.26016223,5048.02170342,5812.74172075,461.298,3.54118569957,461.313447599,-463.236,145.352,317.554794431,461.313573794,414.637428236,219.215,3575.26016223,0.0,0.980988,3575.26016223
233.312,1161,184.437141827,1161,461.401,3321.49569998,5289.08788262,5556.37854065,461.401,3.60689250583,461.404382656,-463.254,145.46,4950.02952589,461.404544561,413.71267726,228.391,3321.49569998,0.0,0.983308,3321.49569998
233.385,1162,1305.96405517,1162,462.145,3641.13803859,3696.35169138,5199.70616024,462.145,3.76081458657,462.151322896,-464.026,145.534,1593.4654425,462.151574641,404.514867584,279.571,3641.13803859,0.0,0.985802,3641.13803859
233.499,1163,264.371520499,1163,461.644,3421.33155863,5119.03634328,5493.19072561,461.645,3.26595974884,461.648302131,-463.567,145.547,4484.45010169,461.648425858,409.540758509,160.428,3421.33155863,0.0,0.983822,3421.33155863
233.606,1164,2179.06508408,1164,462.34,3374.54515917,4219.30371536,5873.45458603,462.34,3.54216588673,462.355527607,-464.366,145.58,59.8829414505,462.355602421,420.069590483,223.503,3374.54515917,0.0,0.985827,3374.54515917
233.783,1165,1615.67458178,1165,461.724,4014.66182496,4220.7594006,5546.79764719,461.725,3.80609238979,461.731432176,-463.685,145.675,1241.61488876,461.73191508,423.905237797,280.937,4014.66182496,0.0,0.981344,4014.66182496
233.926,1166,2011.7253741,1166,462.285,3242.39540322,2870.81152851,5170.14960012,462.285,3.55904548374,462.286912202,-464.273,145.76,-95.5530598601,462.287014007,363.309545046,238.601,3242.39540322,0.0,0.986386,3242.39540322
234.081,1167,1902.97020638,1167,461.722,3844.11621365,1984.66732009,5655.91583884,461.722,3.55474787194,461.734646343,-463.588,145.867,-400.805900195,461.734930496,366.298764591,234.017,3844.11621365,0.0,0.991113,3844.11621365
234.219,1168,1563.29093396,1168,461.649,3616.72282659,4746.06946799,5712.02251073,461.649,3.63233319073,461.665962795,-463.5,145.896,328.437869766,461.666121297,408.990402758,256.27,3616.72282659,0.0,0.981125,3616.72282659
234.321,1169,1981.67389038,1169,462.239,3742.75225147,3154.41000159,5154.35323975,462.239,3.4790439611,462.238120807,-464.156,145.969,159.757177516,462.238424911,371.120069903,207.5,3742.75225147,0.0,0.987007,3742.75225147
234.482,1170,2105.2191562,1170,461.362,3640.66151028,3575.27528914,5708.56956108,461.362,3.59758842454,461.375297227,-463.256,145.972,244.187430951,461.375380572,401.78557709,239.973,3640.66151028,0.0,0.984827,3640.66151028
234.623,1171,988.080802533,1171,461.213,3424.49373453,4842.6127303,5703.75472506,461.213,3.65478767715,461.214297311,-463.006,146.031,1941.21357967,461.214318062,400.88737245,249.803,3424.49373453,0.0,0.981265,3424.49373453
234.77,1172,759.383080535,1172,461.96,3620.89843001,5408.282202,5969.19082442,461.96,3.51028628117,461.968150553,-463.795,146.129,3216.65113657,461.968272583,435.918237023,213.88,3620.89843001,0.0,0.979926,3620.89843001
234.849,1173,1731.46087686,1173,461.807,3554.90148712,3906.32715135,5491.38366939,461.807,3.6023711984,461.824470895,-463.622,146.179,661.491424756,461.824625347,402.938435123,243.369,3554.90148712,0.0,0.985733,3554.90148712
234.991,1174,219.361795174,1174,461.136,3612.28132264,5710.59136517,5990.53924354,461.136,3.48522174103,461.139838609,-462.939,146.249,5200.26704798,461.139878018,455.265723735,234.332,3612.28132264,0.0,0.981878,3612.28132264
235.113,1175,1419.92992594,1175,461.855,3507.57733838,4531.54073825,5550.76332777,461.855,3.70259669809,461.870878098,-463.699,146.293,922.608997755,461.870947096,431.038903294,259.803,3507.57733838,0.0,0.980525,3507.57733838
235.262,1176,166.978700036,1176,460.654,3516.66461474,5451.63594355,5639.5137161,460.655,3.58975362703,460.668010996,-462.453,146.387,5057.5158826,460.668094293,416.135727165,250.726,3516.66461474,0.0,0.97967,3516.66461474
235.356,1177,1328.59402566,1177,460.863,3526.671223,4911.36282667,5648.94616161,460.863,3.56717648201,460.868597229,-462.641,146.43,1073.486288,460.86869915,427.623072292,244.873,3526.671223,0.0,0.984537,3526.671223
235.487,1178,1431.00194226,1178,461.366,3606.29890238,4824.5098128,5621.38756807,461.366,3.69862180361,461.373857062,-463.167,146.475,550.191871764,461.373996978,403.615390296,270.901,3606.29890238,0.0,0.981717,3606.29890238
235.648,1179,74.3446704863,1179,461.46,3586.3600603,5871.37903464,6007.12480471,461.461,3.49951012622,461.473708163,-463.312,146.51,5760.35778053,461.474079158,454.287252542,220.648,3586.3600603,0.0,0.976708,3586.3600603
235.712,1180,1888.99902895,1180,460.873,3186.25062,3754.71392729,5691.16861906,460.873,3.46221743531,460.863899749,-462.733,146.55,896.805273233,460.864057925,425.914569204,216.636,3186.25062,0.0,0.982499,3186.25062
235.836,1181,88.3887064423,1181,460.969,3418.22017366,5604.10453336,5733.54239357,460.97,3.67233715978,460.982147237,-462.818,146.637,5409.77138683,460.982481278,423.352638005,255.695,3418.22017366,0.0,0.97599,3418.22017366
235.978,1182,1416.64279685,1182,461.064,3433.81412027,4686.05753774,5643.42591017,461.065,3.51361731989,461.069851525,-462.955,146.706,624.654726158,461.070106239,403.506663515,215.332,3433.81412027,0.0,0.981692,3433.81412027
236.038,1183,133.201177318,1183,461.284,3373.77634695,5679.64690985,5841.42963209,461.288,3.56299526653,461.29081286,-463.193,146.774,5481.83322306,461.295264419,444.786977987,239.386,3373.77634695,0.0,0.980376,3373.77634695
236.193,1184,930.727208087,1184,460.75,1702.86338077,5462.82284648,5929.39611429,460.751,3.51302287719,460.771977593,-462.669,146.839,2689.78308374,460.772033284,452.835554048,222.629,1702.86338077,0.0,0.980516,1702.86338077
236.234,1185,698.60041569,1185,461.019,3920.43022825,5311.78458869,5875.14744722,461.019,3.41444208345,461.017785597,-462.838,146.891,3264.12772599,461.018020278,432.639366155,199.674,3920.43022825,0.0,0.979727,3920.43022825
236.327,1186,1363.08013337,1186,460.964,3491.06319699,5022.39224098,5630.71223414,460.964,3.48814404175,460.976035615,-462.773,146.968,941.833047295,460.976077802,429.662669739,210.886,3491.06319699,0.0,0.981997,3491.06319699
236.396,1187,1886.12214394,1187,460.751,3723.50595216,3941.21321413,5559.74675911,460.752,3.51510634553,460.757303856,-462.624,147.043,341.83956086,460.75804347,427.434303139,223.606,3723.50595216,0.0,0.983428,3723.50595216
236.455,1188,1066.28534059,1188,461.018,3732.65066372,4950.96496291,5555.90249775,461.02,3.4246678234,461.030203752,-462.824,147.012,1789.22420282,461.030894787,427.379088291,196.321,3732.65066372,0.0,0.980449,3732.65066372
236.612,1189,717.2826507,1189,460.574,3427.30852914,5117.68333032,5648.36142028,460.574,3.52234701182,460.575097585,-462.418,147.067,3243.93410081,460.575338254,427.069208123,210.196,3427.30852914,0.0,0.981929,3427.30852914
236.734,1190,1639.33148654,1190,460.211,3559.95150336,4848.31063499,5570.64695872,460.211,3.58008427732,460.226476521,-462.069,147.112,-59.5989056348,460.228249195,411.070637531,224.915,3559.95150336,0.0,0.981748,3559.95150336
236.811,1191,75.8941595691,1191,461.26,3507.2338951,5270.67087889,5389.11873712,461.263,3.37481058667,461.268955025,-463.087,147.123,5159.62932439,461.269218438,421.470841412,175.242,3507.2338951,0.0,0.978733,3507.2338951
236.952,1192,156.637756068,1192,460.771,3847.25229911,5551.99767347,5828.01710185,460.772,3.73373649758,460.771337321,-462.616,147.141,5252.24528449,460.771485876,437.55598122,280.302,3847.25229911,0.0,0.977975,3847.25229911
237.017,1193,1127.53686096,1193,460.721,3670.35622202,4979.6832649,5744.19694422,460.721,3.53150453461,460.736077647,-462.49,147.189,2585.50369657,460.736371314,423.28857683,236.877,3670.35622202,0.0,0.978789,3670.35622202
237.201,1194,119.269998927,1194,460.342,3468.78180013,5338.78454407,5587.6535998,460.342,3.7532452829,460.354943117,-462.147,147.285,5183.44254441,460.355107155,410.364973436,287.867,3468.78180013,0.0,0.981108,3468.78180013
237.299,1195,643.849404115,1195,460.581,2465.26526293,5287.83747091,5640.89918256,460.581,3.39673901654,460.576645593,-462.415,147.416,3372.93071592,460.576867383,432.632038526,204.586,2465.26526293,0.0,0.97587,2465.26526293
237.411,1196,1996.27339263,1196,459.911,3457.03686456,4602.25352093,5949.9899042,459.911,3.7298588236,459.926365626,-461.677,147.531,388.299464141,459.926697335,417.870764391,274.12,3457.03686456,0.0,0.980841,3457.03686456
237.519,1197,162.965430415,1197,460.648,3809.00036642,5696.35871752,5956.10403909,460.648,3.4826678689,460.658513245,-462.51,147.638,5510.38375735,460.65874555,427.802524601,238.361,3809.00036642,0.0,0.976444,3809.00036642
237.671,1198,1548.12986613,1198,460.192,3615.26651572,5233.80376423,5882.85184941,460.193,3.48260896069,460.193219926,-462.014,147.639,601.867280454,460.193506056,436.189618478,236.839,3615.26651572,0.0,0.979627,3615.26651572
237.828,1199,1439.94060185,1199,459.601,1418.3037051,4729.15189312,5542.47165698,459.602,3.76559435223,459.605081598,-461.403,147.746,1716.57185145,459.60518843,424.757924919,291.93,1418.3037051,0.0,0.980712,1418.3037051
237.935,1200,82.4247250872,1200,459.606,3539.67088465,5127.93571845,5257.21839007,459.606,3.48616195722,459.619534068,-461.519,147.719,4986.74659982,459.619747363,412.181124759,210.835,3539.67088465,0.0,0.979869,3539.67088465
238.068,1201,1142.0000329,1201,459.122,3625.07029918,4876.07378418,5433.67898478,459.122,3.63704738341,459.13106627,-460.995,147.775,1458.7521409,459.131178083,421.598773325,243.437,3625.07029918,0.0,0.981595,3625.07029918
238.155,1202,1061.12007007,1202,459.193,3734.75171749,4517.95537559,5429.89227401,459.194,3.43586093222,459.193836708,-461.023,147.818,2630.86235538,459.19412871,393.959280912,209.73,3734.75171749,0.0,0.984015,3734.75171749
238.317,1203,1652.87216451,1203,458.875,3361.67213722,3812.23611736,5045.7148329,458.876,3.58448147392,458.886649944,-460.719,147.866,273.481954859,458.886801804,355.652734614,254.109,3361.67213722,0.0,0.986816,3361.67213722
238.448,1204,1368.69954924,1204,459.404,3208.52847916,2161.20474236,4626.5768108,459.405,3.42263382321,459.416132777,-461.236,147.934,239.54058388,459.416521489,362.177137373,223.873,3208.52847916,0.0,0.989176,3208.52847916
238.542,1205,2123.71681524,1205,459.245,3698.3781374,3385.9430707,5892.98133377,459.245,3.51127725763,459.24989878,-461.071,147.985,594.699416322,459.250483518,410.645993475,235.895,3698.3781374,0.0,0.986013,3698.3781374
238.658,1206,1456.97184677,1206,458.815,3073.47428852,1938.09017767,3928.13782933,458.819,3.46301477252,458.824703019,-460.649,148.043,-350.407072677,458.824922214,377.758562056,218.14,3073.47428852,0.0,0.990783,3073.47428852
238.785,1207,2274.53012202,1207,459.501,3865.50356844,2484.63753561,5400.98283729,459.502,3.67917858309,459.513175258,-461.325,148.082,-327.96028803,459.513551497,362.079376985,247.411,3865.50356844,0.0,0.987036,3865.50356844
238.878,1208,146.072363801,1208,459.281,3725.13309561,5545.88469945,5797.19261368,459.281,3.48253075154,459.285675694,-461.185,148.129,5328.68150827,459.285846534,441.362993357,218.544,3725.13309561,0.0,0.974677,3725.13309561
238.985,1209,1964.57197701,1209,459.758,1655.03428016,4026.38902411,5584.21156279,459.761,3.61876025737,459.759126149,-461.594,148.172,433.679366782,459.759705314,409.922637299,247.812,1655.03428016,0.0,0.984417,1655.03428016
239.043,1210,1663.65116158,1210,459.573,3942.20313237,4598.60460154,5645.75410342,459.573,3.25961293394,459.593390761,-461.456,148.245,1058.71524585,459.594122647,421.961345597,165.121,3942.20313237,0.0,0.980147,3942.20313237
239.154,1211,446.393573545,1211,459.251,3803.75018191,5557.35612435,5807.68997004,459.253,3.46320622959,459.256950672,-461.095,148.333,4235.35458974,459.258192155,441.650589081,208.441,3803.75018191,0.0,0.977015,3803.75018191
239.255,1212,126.79722706,1212,458.954,3349.69880121,5724.10413435,5909.11048671,458.958,3.81150854571,458.962142489,-460.806,148.376,5473.59644514,458.964385432,448.06978595,290.479,3349.69880121,0.0,0.97465,3349.69880121
239.335,1213,1754.35298072,1213,459.138,3560.11143035,4767.42018632,5966.82896859,459.148,3.51002428516,459.1463641,-460.947,148.552,291.770663148,459.150446596,427.481543087,235.569,3560.11143035,0.0,0.983364,3560.11143035
239.427,1214,1691.29399846,1214,459.182,3527.36384619,5065.15480388,6069.70638255,459.187,3.56999234459,459.180152433,-461.025,148.553,896.611540716,459.183268337,447.093363706,232.702,3527.36384619,0.0,0.979166,3527.36384619
239.556,1215,400.66089699,1215,458.893,3545.3514105,5311.42812026,5688.68723319,458.898,3.50876475286,458.907614522,-460.755,148.551,4197.34495052,458.910678766,428.263808169,230.105,3545.3514105,0.0,0.981696,3545.3514105
239.638,1216,738.245857849,1216,459.275,3315.76008491,5396.34677494,6027.95091996,459.282,3.43224953308,459.289220953,-461.064,148.656,3304.07230575,459.294806944,444.723575199,201.63,3315.76008491,0.0,0.978158,3315.76008491
239.75,1217,1056.6589868,1217,458.984,3328.12655974,5549.03760249,6082.92164323,458.998,3.64223670842,458.995685911,-460.836,148.659,2408.72577521,459.003520937,458.814803348,244.962,3328.12655974,0.0,0.978526,3328.12655974
239.843,1218,1370.98915297,1218,459.026,3582.71156403,4891.11934111,5796.03331262,459.044,3.48010662282,459.02495767,-460.934,148.698,969.024291396,459.035179546,423.441135536,213.612,3582.71156403,0.0,0.981304,3582.71156403
239.967,1219,1401.2167809,1219,458.949,3698.87060847,4819.08438092,5874.10483285,458.967,3.47361266621,458.956924633,-460.883,148.736,1635.11630608,458.969317641,430.930946231,206.52,3698.87060847,0.0,0.981217,3698.87060847
240.093,1220,114.722809743,1220,459.316,3551.52921486,5777.63397451,6015.11920194,459.334,3.66030643752,459.326393395,-461.262,148.826,5648.21006118,459.339816063,438.329291219,239.749,3551.52921486,0.0,0.975755,3551.52921486
240.182,1221,199.465932566,1221,459.014,3760.45329433,5513.05480171,5875.65949174,459.038,3.57918423031,459.02364397,-460.926,148.863,5151.39913212,459.040684308,428.591250901,253.911,3760.45329433,0.0,0.979295,3760.45329433
240.306,1222,1150.55533799,1222,459.099,3680.24092781,4924.03159593,5799.63086174,459.131,3.87442957328,459.112014916,-461.034,148.889,2089.48657699,459.133083656,434.526018281,303.867,3680.24092781,0.0,0.978869,3680.24092781
240.414,1223,115.920087786,1223,458.977,3656.90335039,5590.53472173,5836.72429171,459.005,3.59135360462,458.987465145,-460.991,148.961,5392.44647712,459.006179872,438.320012042,243.105,3656.90335039,0.0,0.978141,3656.90335039
240.527,1224,1853.48625753,1224,459.386,3461.66681889,4170.12028214,5402.09321651,459.411,3.579070683,459.381277335,-461.155,148.985,531.384930043,459.399052862,387.694467719,233.901,3461.66681889,0.0,0.984585,3461.66681889
240.578,1225,1187.60547737,1225,459.821,3556.6072071,5040.12581943,5625.17031358,459.839,3.43928030169,459.834328919,-461.753,149.044,1496.04460532,459.848907427,414.526096143,198.287,3556.6072071,0.0,0.979646,3556.6072071
240.651,1226,1641.52010934,1226,460.026,3452.32340447,4916.63207909,5633.80077094,460.046,3.55871269263,460.035324028,-461.956,149.092,18.2709784713,460.049704903,417.918857618,237.889,3452.32340447,0.0,0.98208,3452.32340447
240.772,1227,1063.65032644,1227,460.49,3456.50793921,5138.68487753,5635.6458665,460.509,3.47196354028,460.502276711,-462.315,149.144,1958.12326065,460.516491904,407.662432018,204.973,3456.50793921,0.0,0.977136,3456.50793921
240.918,1228,357.613592548,1228,460.255,3148.69003242,5387.43441474,5724.48229193,460.281,3.52170415286,460.259798731,-461.983,149.161,4698.75044215,460.278170274,440.556539989,223.981,3148.69003242,0.0,0.97871,3148.69003242
241.048,1229,122.953622911,1229,460.097,3319.71333712,5565.23731034,5687.1374167,460.122,3.54093281444,460.1060373,-461.912,149.227,5247.99443079,460.124422882,435.521074883,237.731,3319.71333712,0.0,0.974046,3319.71333712
241.157,1230,213.673392062,1230,459.818,3454.22556912,5286.10080251,5537.71572183,459.845,3.68190853515,459.818272396,-461.634,149.275,4822.07488883,459.840448546,430.310332079,253.253,3454.22556912,0.0,0.978281,3454.22556912
241.275,1231,1535.60268206,1231,460.339,3624.45717291,4862.28959228,5719.02938601,460.365,3.68731103771,460.351502973,-462.174,149.305,440.329108467,460.371198832,419.4107266,254.309,3624.45717291,0.0,0.980689,3624.45717291
241.368,1232,1236.34305601,1232,459.345,3623.17760465,4979.29601167,5692.90011457,459.368,3.381610618,459.351223725,-461.168,149.42,1291.30911295,459.369773619,421.253554939,205.757,3623.17760465,0.0,0.978075,3623.17760465
241.477,1233,1489.08173803,1233,460.034,879.11385387,4452.70676074,5559.6833308,460.058,3.50913183893,460.042926275,-461.916,149.55,926.828465944,460.062440716,399.444227678,210.761,879.11385387,0.0,0.982376,879.11385387
241.549,1234,228.361951855,1234,460.037,3463.75057164,5790.47372644,6006.45938032,460.068,3.46882947338,460.045311859,-461.875,149.572,5222.74286131,460.07389022,443.57798047,227.351,3463.75057164,0.0,0.977439,3463.75057164
241.633,1235,178.300943831,1235,458.856,3485.41098361,5613.06190238,5807.5538992,458.894,3.65276027624,458.858850818,-460.7,149.642,5186.76177727,458.890566609,421.629572128,269.263,3485.41098361,0.0,0.978882,3485.41098361
241.73,1236,1653.55375974,1236,459.648,116.862874953,4046.51367279,5320.51852498,459.681,3.56502568404,459.65854138,-461.488,149.715,520.265267265,459.685587843,381.887414629,233.522,116.862874953,0.0,0.983532,116.862874953
241.808,1237,1601.73687468,1237,459.355,3762.76595089,3011.78065935,5259.16681772,459.383,3.41286273403,459.366790354,-461.281,149.818,1038.41556237,459.389875542,381.978862778,193.835,3762.76595089,0.0,0.985977,3762.76595089
241.875,1238,634.87160624,1238,459.87,2549.13121882,5229.7188935,5687.8945216,459.898,3.40581022171,459.880883664,-461.757,149.873,3370.10857992,459.901828215,405.990344376,188.151,2549.13121882,0.0,0.978088,2549.13121882
242.033,1239,178.906877907,1239,459.319,3413.8297587,5485.26282095,5678.84354738,459.341,3.61835351412,459.311297566,-461.205,149.962,5104.41852779,459.331394072,436.889051068,235.218,3413.8297587,0.0,0.976204,3413.8297587
242.115,1240,1720.28558232,1240,459.742,3484.80986697,4511.20851199,5760.73566658,459.773,3.51460008521,459.764027236,-461.641,150.004,214.540723219,459.786250119,407.048004443,219.801,3484.80986697,0.0,0.980303,3484.80986697
242.196,1241,1617.43411076,1241,459.043,3643.39311444,4267.76749655,5416.35299848,459.074,3.73972996852,459.047259375,-460.922,150.023,1010.36644125,459.069450909,399.215270494,254.955,3643.39311444,0.0,0.9844,3643.39311444
242.295,1242,59.5126112781,1242,459.448,3353.43862852,5391.92707689,5469.70684449,459.473,3.51322962042,459.455894701,-461.324,150.115,5269.72350777,459.476347327,411.448289154,225.486,3353.43862852,0.0,0.980717,3353.43862852
242.381,1243,151.4892357,1243,460.366,3816.39365204,5548.90368143,5724.8975886,460.385,3.46088986619,460.381129808,-462.258,150.144,5284.45933044,460.398361854,443.327072473,216.371,3816.39365204,0.0,0.976047,3816.39365204
242.524,1244,60.967709114,1244,459.499,3500.85342307,5780.73376924,5888.82710009,459.52,3.69728944654,459.50425245,-461.318,150.235,5710.06773761,459.520409711,443.955369156,251.382,3500.85342307,0.0,0.975751,3500.85342307
242.596,1245,235.023555168,1245,459.362,3548.67925379,5205.74936432,5432.43160965,459.381,3.42763774621,459.368226748,-461.235,150.216,4571.76631094,459.380275186,413.900374016,191.607,3548.67925379,0.0,0.979203,3548.67925379
242.729,1246,67.1304613977,1246,459.989,3596.91739461,5368.91055653,5470.47590935,460.003,3.39831437233,459.997898802,-461.848,150.26,5260.52352725,460.008437015,416.402098806,186.945,3596.91739461,0.0,0.980464,3596.91739461
242.885,1247,1085.40454478,1247,460.248,3636.68025444,4647.97408868,5277.36593247,460.263,3.76094210509,460.257659919,-462.134,150.286,2175.78142184,460.267978265,402.705656166,273.844,3636.68025444,0.0,0.981733,3636.68025444
243.002,1248,69.8732113846,1248,459.128,2717.34497367,5202.78644952,5315.48790162,459.151,3.65612801393,459.135466471,-460.994,150.322,5101.74772285,459.149928696,411.684093944,256.508,2717.34497367,0.0,0.979017,2717.34497367
243.154,1249,129.543541595,1249,459.823,3560.86769089,5316.80812054,5575.9501192,459.835,3.79325439773,459.834146458,-461.625,150.336,5061.77614791,459.843738414,420.386635677,285.425,3560.86769089,0.0,0.981235,3560.86769089
243.241,1250,214.937929453,1250,459.492,3283.08388787,5394.09625893,5624.83788656,459.507,3.49581988679,459.50387748,-461.354,150.465,4880.37702215,459.51450502,420.494592965,216.984,3283.08388787,0.0,0.978471,3283.08388787
243.419,1251,1356.99584974,1251,459.247,3645.66615118,5098.01311861,6071.90264504,459.263,3.6732009939,459.250345165,-461.101,150.511,1957.97353557,459.25949061,454.396165801,244.139,3645.66615118,0.0,0.979775,3645.66615118
243.53,1252,614.264192374,1252,460.458,3486.43974425,5096.65209555,5630.53798463,460.47,3.55139416788,460.459527065,-462.295,150.6,3337.05038043,460.469511482,420.143232885,234.768,3486.43974425,0.0,0.980273,3486.43974425
243.665,1253,128.408872508,1253,460.605,3484.67555694,4871.70480831,5061.26674942,460.619,3.39947584753,460.619385512,-462.475,150.609,4635.41643624,460.628440615,377.70635012,188.616,3484.67555694,0.0,0.982531,3484.67555694
243.752,1254,137.070619015,1254,459.434,3414.35188985,5467.30749763,5649.26954113,459.447,3.59490875921,459.438706976,-461.245,150.76,5221.72259809,459.451941188,419.715543532,229.338,3414.35188985,0.0,0.977788,3414.35188985
243.903,1255,77.0102654242,1255,459.484,3258.48918764,5370.55930247,5503.95447551,459.499,3.52628723116,459.497669194,-461.34,150.782,5279.60001815,459.511081062,437.492336277,227.023,3258.48918764,0.0,0.98135,3258.48918764
243.972,1256,108.325704209,1256,459.413,3473.9625395,5274.00554726,5488.18253736,459.424,3.52944380617,459.416989634,-461.284,150.827,5140.90527919,459.42555604,412.777404108,218.228,3473.9625395,0.0,0.97791,3473.9625395
244.096,1257,149.500733174,1257,459.888,3481.34855991,5545.92446366,5835.9725009,459.901,3.56307474338,459.901649487,-461.801,150.888,5285.1894726,459.911783137,423.223839461,227.699,3481.34855991,0.0,0.975113,3481.34855991
244.173,1258,552.46084405,1258,459.917,3735.1924261,5130.20617656,5525.30479767,459.931,3.52761545222,459.925211343,-461.854,150.905,3526.15951871,459.93339062,422.503256047,226.891,3735.1924261,0.0,0.976167,3735.1924261
244.298,1259,118.87879046,1259,460.646,3540.67321488,5457.72981848,5597.18422027,460.66,3.5461588097,460.648719176,-462.579,150.996,5257.12519687,460.657712857,434.222851247,231.583,3540.67321488,0.0,0.97527,3540.67321488
244.423,1260,1267.35249438,1260,460.367,3510.25557594,2084.51588434,4727.76317677,460.379,3.59122545895,460.378987389,-462.247,151.052,664.080285852,460.39042381,372.780025257,229.153,3510.25557594,0.0,0.98755,3510.25557594
244.528,1261,80.6119653931,1261,460.824,3109.50926685,5436.19764009,5636.0792675,460.843,3.56750992713,460.82896219,-462.746,151.109,5355.09192121,460.842937674,415.203859413,239.227,3109.50926685,0.0,0.974533,3109.50926685
244.598,1262,125.409205998,1262,460.749,3827.84292903,5423.65209543,5683.45593709,460.762,3.34928719926,460.753276472,-462.684,151.149,5238.00394146,460.7647487,426.576557562,178.425,3827.84292903,0.0,0.973874,3827.84292903
244.642,1263,2075.56040557,1263,461.109,3497.67263052,3251.24301472,5859.79838465,461.122,3.4224408238,461.126275144,-463.07,151.19,-70.4426192636,461.136254368,370.180784709,206.761,3497.67263052,0.0,0.984565,3497.67263052
244.727,1264,188.974097977,1264,460.22,3506.86775612,5506.26440985,5820.48649908,460.234,3.73306305293,460.228606832,-462.135,151.315,5131.17498157,460.238442748,429.531723276,261.3,3506.86775612,0.0,0.973828,3506.86775612
244.893,1265,1480.83493824,1265,461.022,3555.62975236,3071.7147588,4740.54228889,461.037,3.62719171514,461.032145442,-462.965,151.381,280.827880025,461.043635149,336.664684483,240.614,3555.62975236,0.0,0.984874,3555.62975236
245.022,1266,1781.71722693,1266,460.595,3318.32315141,4131.73568539,5376.97367666,460.605,3.47928627962,460.602079733,-462.526,151.372,519.713622689,460.609229452,359.360926611,235.035,3318.32315141,0.0,0.980949,3318.32315141
245.138,1267,272.289426276,1267,461.389,3127.32118903,4990.59446931,5410.26035169,461.397,3.45352646082,461.392903984,-463.328,151.456,4429.83757025,461.398908747,399.566434242,212.512,3127.32118903,0.0,0.973743,3127.32118903
245.307,1268,924.59999772,1268,460.707,3588.87811953,5050.14502977,5689.88346355,460.718,3.52500409952,460.715493601,-462.582,151.452,2331.64786016,460.725238487,425.638768474,211.804,3588.87811953,0.0,0.976555,3588.87811953
245.403,1269,66.12525932,1269,461.354,3121.24151232,5790.73755494,5877.32831591,461.358,3.42497767473,461.357668735,-463.249,151.554,5688.19490684,461.361808369,435.804341414,194.092,3121.24151232,0.0,0.970742,3121.24151232
245.47,1270,178.812808387,1270,461.496,3435.09258951,5584.44093068,5954.01828774,461.503,3.47796253327,461.514579749,-463.38,151.575,5310.50609788,461.519897564,424.032105103,194.354,3435.09258951,0.0,0.976948,3435.09258951
245.574,1271,131.902840897,1271,461.351,3679.90292481,5500.12614656,5763.53583655,461.365,3.35170313011,461.357743507,-463.274,151.686,5216.75605262,461.365685398,436.653511128,184.197,3679.90292481,0.0,0.977506,3679.90292481
245.686,1272,140.600245209,1272,462.4,3364.51308296,5383.69290917,5625.15062774,462.409,3.59515798375,462.391423657,-464.323,151.729,5105.85259696,462.394733342,433.123175563,226.101,3364.51308296,0.0,0.976786,3364.51308296
245.846,1273,1459.07305534,1273,461.832,3530.46514156,4989.32423839,5828.30887824,461.84,3.66944432522,461.85705098,-463.768,151.736,725.66117394,461.866863951,417.375149262,251.413,3530.46514156,0.0,0.978528,3530.46514156
245.949,1274,119.661079749,1274,461.888,3298.35140986,5753.19892461,5887.66375994,461.89,3.53485551168,461.893345038,-463.8,151.747,5524.78680029,461.894777105,433.064915318,233.39,3298.35140986,0.0,0.973735,3298.35140986
246.081,1275,1177.18761362,1275,461.732,3735.8054701,4722.02155851,5571.49825827,461.735,3.67342832016,461.73527831,-463.587,151.813,2405.09756499,461.736757609,417.949310203,270.615,3735.8054701,0.0,0.979876,3735.8054701
246.235,1276,1993.63872612,1276,462.271,3533.07726492,3504.60464983,5523.3525712,462.275,3.4864788452,462.283602972,-464.074,151.847,269.150683433,462.286110518,373.81789462,214.702,3533.07726492,0.0,0.982725,3533.07726492
246.304,1277,1475.11473674,1277,461.548,3813.00126151,4149.96137452,5229.98688873,461.554,3.53941133766,461.561905505,-463.452,151.955,1439.78302332,461.563959843,404.08135365,229.327,3813.00126151,0.0,0.981275,3813.00126151
246.372,1278,224.034337241,1278,462.675,3299.83552831,5430.63944802,5677.85050114,462.683,3.67369244389,462.674026352,-464.575,152.002,4885.48528675,462.681910899,423.672820297,263.208,3299.83552831,0.0,0.976224,3299.83552831
246.485,1279,207.639948222,1279,462.46,3449.36661321,5513.01068701,5817.26452274,462.468,3.49235418686,462.475479326,-464.342,152.105,5167.92972012,462.48191977,427.936991688,220.552,3449.36661321,0.0,0.970063,3449.36661321
246.596,1280,615.458777709,1280,461.641,3287.88799146,5115.01182698,5543.92899409,461.649,3.484758891,461.656526579,-463.574,152.172,3310.95774959,461.661863503,415.351405806,223.547,3287.88799146,0.0,0.978617,3287.88799146
246.738,1281,1986.2869177,1281,462.454,3559.70946828,4443.10485099,5691.98400336,462.459,3.46645878635,462.452776405,-464.329,152.26,-104.40954222,462.456826079,387.549337698,220.783,3559.70946828,0.0,0.981034,3559.70946828
