QFunRegParamNorm,Epoch,StdReturn,Iteration,AverageQ,AverageEsReturn,AverageReturn,MaxReturn,AverageAbsQ,AverageAbsQYDiff,AverageY,AveragePolicySurr,PolicyRegParamNorm,MinReturn,AverageAbsY,AverageDiscountedReturn,AverageQLoss,MaxEsReturn,StdEsReturn,AverageAction,MinEsReturn
23.8097,25,197.899778231,25,6.4739,171.382275665,413.555182622,570.106771702,6.50387,0.589779794458,6.47808656336,-7.33316,22.5145,-112.088854886,6.5181879895,29.1496002897,0.67378,171.382275665,0.0,0.806683,171.382275665
24.4394,26,294.830842662,26,7.10875,203.941192449,264.466727665,541.082628447,7.13854,0.611017335045,7.11446316533,-7.95681,23.0332,-142.282479036,7.15376548686,49.4399854022,0.718699,203.941192449,0.0,0.862269,203.941192449
25.0557,27,259.619576778,27,7.74057,266.307303734,548.736361185,689.615456337,7.76588,0.624926597945,7.74510011166,-8.60553,23.5334,-222.331180092,7.7808346495,45.3452155226,0.751122,266.307303734,0.0,0.827966,266.307303734
25.6376,28,50.0140859839,28,8.46993,270.627841235,590.962601205,682.305567364,8.49208,0.652800113224,8.47515189224,-9.33998,23.9474,505.608385254,8.50545352243,69.6517744522,0.826111,270.627841235,0.0,0.833014,270.627841235
26.2262,29,31.2249448171,29,9.15955,264.532284485,543.799749646,602.973111032,9.17701,0.673346330494,9.16463937416,-10.0449,24.3737,495.818415794,9.18951693696,45.7671037186,0.868775,264.532284485,0.0,0.835037,264.532284485
26.7779,30,57.9756371234,30,9.94654,359.807426035,568.331374485,641.838085218,9.95919,0.704479494686,9.95244381612,-10.8555,24.7649,468.410362509,9.97124341227,49.7490809461,0.974368,359.807426035,0.0,0.859743,359.807426035
27.2524,31,496.501333337,31,10.6889,370.061909598,504.687575319,752.214449519,10.7013,0.718862501076,10.6942051996,-11.5898,25.1245,-975.073975225,10.7123505662,55.2672758435,1.01153,370.061909598,0.0,0.849022,370.061909598
27.7676,32,58.3190041306,32,11.4463,226.692974941,638.308823237,719.016615189,11.4558,0.737746482037,11.4528937611,-12.3683,25.422,523.941069068,11.4663198163,71.6728782498,1.09915,226.692974941,0.0,0.845958,226.692974941
28.2072,33,654.740543736,33,12.2302,400.101680864,796.026852305,1097.91003868,12.2368,0.748884381627,12.2355081218,-13.1531,25.7611,-1110.35850347,12.245322104,71.93565066,1.10953,400.101680864,0.0,0.865249,400.101680864
28.6201,34,352.710473642,34,13.0537,351.466151312,541.45517018,736.558788306,13.0583,0.751916195613,13.0607181525,-13.9808,26.1047,-504.657380788,13.0676231857,66.9554859226,1.14254,351.466151312,0.0,0.864711,351.466151312
29.0788,35,242.087570398,35,13.8772,451.049047618,569.262492505,743.355056115,13.881,0.769346766864,13.8839496344,-14.8034,26.4134,-134.660057586,13.8899311667,78.5371470213,1.18728,451.049047618,0.0,0.859869,451.049047618
29.4882,36,428.298179968,36,14.7751,458.881886348,1235.65111944,1865.66573768,14.7791,0.78002108737,14.7827837426,-15.7072,26.763,618.49219277,14.7882755278,130.074589564,1.24482,458.881886348,0.0,0.83587,458.881886348
29.8885,37,313.384842638,37,15.6981,664.945033582,879.429306067,1329.97266278,15.7011,0.805603684931,15.7058544422,-16.6389,27.1023,539.829756418,15.7110894782,117.964309591,1.33589,664.945033582,0.0,0.806107,664.945033582
30.26,38,270.769115946,38,16.572,554.452736725,1044.59344639,1611.21745747,16.5754,0.808686180134,16.5786969389,-17.5312,27.4273,799.425792389,16.583541432,133.9226163,1.36421,554.452736725,0.0,0.850181,554.452736725
30.6778,39,563.864522548,39,17.4405,481.006031206,1476.70757192,2088.0477137,17.4425,0.840682305117,17.4482023026,-18.4374,27.8264,595.974885124,17.4515928501,148.306189604,1.49699,481.006031206,0.0,0.869793,481.006031206
31.0224,40,288.714861323,40,18.5501,586.97754681,1347.35138614,1692.72610992,18.5532,0.851454139474,18.5578916457,-19.5738,28.1477,749.90128426,18.5620038111,124.699611851,1.53331,586.97754681,0.0,0.874402,586.97754681
31.3672,41,395.361945991,41,19.6833,1092.44509092,1397.52087019,1805.65483283,19.6851,0.878413887862,19.6935528717,-20.7235,28.5098,717.526900189,19.6969237018,140.098604499,1.67282,1092.44509092,0.0,0.849087,1092.44509092
31.7631,42,469.542513196,42,20.8224,480.822424395,1430.44169465,2149.14066415,20.8246,0.909357763409,20.8300588461,-21.8809,28.8671,735.122973074,20.8335409224,162.786663502,1.86679,480.822424395,0.0,0.879927,480.822424395
32.1022,43,301.484136909,43,21.9457,800.125048411,1805.49239583,2036.75151233,21.9466,0.924832252555,21.9557788003,-23.0021,29.2349,938.304416941,21.9578304332,166.885123308,1.82203,800.125048411,0.0,0.893626,800.125048411
32.4614,44,152.23101516,44,23.3417,1157.49778518,1929.92862501,2101.66388911,23.3431,0.965170347914,23.3516107477,-24.3952,29.5357,1525.07311325,23.3536495603,180.022467815,2.05013,1157.49778518,0.0,0.885441,1157.49778518
32.8511,45,687.502165935,45,24.4786,930.574278348,1682.5904008,2153.22685324,24.4795,0.965278436197,24.4875765205,-25.5312,29.8719,307.045509667,24.4894367257,178.487542553,2.0826,930.574278348,0.0,0.855385,930.574278348
33.2095,46,59.0211103433,46,25.2945,505.415183745,2014.95639226,2106.09261369,25.2955,0.966442396411,25.3030718145,-26.3548,30.2404,1899.43102956,25.3049044243,182.781812076,2.02693,505.415183745,0.0,0.858752,505.415183745
33.5787,47,75.0478977947,47,26.3807,460.503005433,1975.1993972,2134.70101332,26.3814,0.980277013852,26.3898644608,-27.4509,30.5939,1887.19335782,26.3910851216,165.18462361,2.17037,460.503005433,0.0,0.854969,460.503005433
33.8929,48,120.856659916,48,27.8098,1350.47143483,2386.3768724,2616.92105485,27.8104,0.998114471949,27.8196545951,-28.8978,30.896,2219.21551292,27.8211401902,197.629320728,2.31219,1350.47143483,0.0,0.858823,1350.47143483
34.2411,49,339.087731651,49,28.9127,747.507178534,1848.73780595,2388.33482732,28.9129,1.02447747234,28.921674563,-29.9872,31.2072,1131.96780809,28.9226343091,182.926754041,2.4678,747.507178534,0.0,0.850272,747.507178534
34.5778,50,491.716163457,50,30.1883,1497.97998511,1674.63737968,2217.8164196,30.1887,1.03438829448,30.1964151808,-31.288,31.517,757.222131749,30.1974188624,180.897759426,2.62482,1497.97998511,0.0,0.858013,1497.97998511
34.9163,51,653.378064829,51,31.5101,560.419663193,2255.16421985,2597.80565924,31.5104,1.05197661564,31.5197982724,-32.6355,31.8444,306.210339508,31.5206242879,202.605473018,2.58638,560.419663193,0.0,0.858187,560.419663193
35.2668,52,582.579639557,52,32.9142,1329.8689421,2098.87751504,2713.99771171,32.9143,1.08242572734,32.9229395412,-34.0497,32.2175,616.705282624,32.9235933263,191.666601456,2.94926,1329.8689421,0.0,0.858912,1329.8689421
35.6164,53,678.857218376,53,34.3786,1451.73688022,2001.25256784,2658.39466875,34.3787,1.11232414909,34.3886773392,-35.5408,32.6079,305.747848556,34.389482273,200.620949404,3.10381,1451.73688022,0.0,0.859221,1451.73688022
36.0041,54,285.105862424,54,35.7854,1020.16494863,2371.66258804,2562.84385479,35.7855,1.14271164558,35.7964617934,-36.9539,32.9508,1542.58887896,35.7971308637,202.548230315,3.45109,1020.16494863,0.0,0.845591,1020.16494863
36.3023,55,202.895176338,55,37.3231,1221.55349096,2416.95669526,2677.68277377,37.3231,1.13678266945,37.3317144823,-38.5094,33.2664,2114.6244043,37.3320258235,216.605539327,3.16012,1221.55349096,0.0,0.833076,1221.55349096
36.6632,56,83.0605018826,56,38.908,1575.72881186,2598.96945124,2771.47813645,38.908,1.17604992119,38.9192980294,-40.1298,33.5809,2472.41838895,38.9197792856,226.519082358,3.6788,1575.72881186,0.0,0.860333,1575.72881186
36.979,57,410.88634038,57,40.5985,1599.10073531,2426.92674231,2817.76520645,40.5985,1.18443811849,40.607478173,-41.8358,33.8926,1512.39859252,40.6080552627,228.324889322,3.78735,1599.10073531,0.0,0.851536,1599.10073531
37.3687,58,161.405827998,58,42.309,1563.219882,3174.15750973,3405.49121969,42.309,1.22044368023,42.3174750139,-43.565,34.196,2836.93839375,42.3182181113,256.745816652,4.09559,1563.219882,0.0,0.840707,1563.219882
37.6905,59,715.823597417,59,43.5682,1033.66081755,2597.50501091,3155.17766211,43.5682,1.20587328697,43.5787921344,-44.8433,34.5213,692.221213924,43.5795315077,257.019282071,3.76568,1033.66081755,0.0,0.84773,1033.66081755
38.0123,60,55.915606745,60,45.2727,1426.55999705,2755.19205221,2870.6954549,45.2727,1.25518328932,45.2819490164,-46.5325,34.8192,2685.61203566,45.2825824141,241.349840569,4.51124,1426.55999705,0.0,0.813232,1426.55999705
38.3861,61,49.1469886461,61,46.9666,1735.26467477,3052.17293856,3130.93660227,46.9666,1.26349484518,46.9772989644,-48.2622,35.0757,2970.20362096,46.9778413803,258.225800332,4.59632,1735.26467477,0.0,0.842001,1735.26467477
38.7142,62,586.756840692,62,49.0342,1824.33530324,2857.34953576,3124.08733345,49.0342,1.27041069775,49.0431694075,-50.365,35.4168,1104.82183266,49.0436352345,259.763233852,4.02678,1824.33530324,0.0,0.847529,1824.33530324
38.9977,63,178.258541126,63,50.5805,1857.74728984,2809.12192555,2961.81469588,50.5805,1.32655417206,50.591436043,-51.961,35.7426,2304.04128138,50.5918630909,240.75456837,5.35424,1857.74728984,0.0,0.878717,1857.74728984
39.3016,64,46.1780793236,64,52.1976,1205.34817876,3371.34339767,3446.9376541,52.1976,1.32057080028,52.2059327751,-53.5685,36.0487,3269.87093265,52.2062905061,286.333236792,5.14591,1205.34817876,0.0,0.861979,1205.34817876
39.6741,65,931.150327229,65,54.1774,1878.06981997,2995.7322153,3878.6076035,54.1774,1.38232384142,54.1902745503,-55.5374,36.3599,866.007035639,54.190712665,283.190785711,5.92825,1878.06981997,0.0,0.886998,1878.06981997
40.0026,66,700.575289914,66,55.8887,1933.98126015,2989.36190515,3400.5101154,55.8887,1.39864499207,55.8982618581,-57.2818,36.6774,903.471471675,55.8988672076,271.757564403,6.26229,1933.98126015,0.0,0.871683,1933.98126015
40.2974,67,111.120339562,67,57.6405,1887.79070915,3365.32301567,3483.46016791,57.6405,1.40874872274,57.65268324,-59.0352,36.9969,3099.18295654,57.6532113095,284.821948994,5.9495,1887.79070915,0.0,0.882201,1887.79070915
40.5752,68,103.948663298,68,59.684,1859.03454038,3484.70920011,3658.08724695,59.684,1.43099582679,59.6940907329,-61.0989,37.3006,3248.81981683,59.6944908332,273.534062714,6.48881,1859.03454038,0.0,0.873247,1859.03454038
40.8189,69,110.665241964,69,61.6131,1929.60244715,3074.67737891,3251.89369732,61.6131,1.43865626219,61.6256774793,-63.0367,37.5793,2898.46389784,61.6262003344,259.063537204,6.30873,1929.60244715,0.0,0.859523,1929.60244715
41.1776,70,783.11346965,70,63.1586,2138.12673718,2660.35566678,3273.50388605,63.1586,1.48070436277,63.16872971,-64.5973,37.8415,714.258420517,63.1692120071,244.573638718,7.34786,2138.12673718,0.0,0.867496,2138.12673718
41.4676,71,89.2791095925,71,65.2024,1939.58803214,3252.29733061,3435.29948222,65.2024,1.44778808089,65.2152866104,-66.6519,38.1105,3139.74633647,65.2157719655,271.841510682,6.53178,1939.58803214,0.0,0.890411,1939.58803214
41.7543,72,254.885121319,72,67.2756,2171.31600486,3368.50074252,3606.79753355,67.2756,1.48489700473,67.2867700972,-68.7489,38.4254,2660.50626235,67.2872866998,284.776189492,7.48867,2171.31600486,0.0,0.888752,2171.31600486
42.0196,73,931.340440741,73,69.208,2196.83569434,2566.72651546,3461.51379251,69.208,1.51631462539,69.2187284605,-70.7418,38.7688,876.100332341,69.2192510436,240.762316914,8.16696,2196.83569434,0.0,0.892474,2196.83569434
42.3009,74,119.132638048,74,71.1371,1982.34850429,3214.00245865,3405.48111977,71.1371,1.4886785276,71.147475836,-72.6921,39.0802,2930.56271136,71.1477476843,265.838904862,6.61092,1982.34850429,0.0,0.895192,1982.34850429
42.6511,75,118.888412973,75,73.3503,2070.19404412,3118.03071527,3320.52335722,73.3503,1.62269369913,73.3620134355,-74.8997,39.3043,2992.98964586,73.3623833301,267.985639712,11.1183,2070.19404412,0.0,0.885203,2070.19404412
42.9527,76,145.25688853,76,75.2337,2092.54017415,3425.07035688,3698.36173369,75.2337,1.56440612067,75.2477009225,-76.812,39.6242,3144.37373051,75.2480150679,278.769313841,8.9728,2092.54017415,0.0,0.896775,2092.54017415
43.2211,77,103.752546823,77,77.2004,2225.15547218,3490.21884776,3639.71111854,77.2004,1.62203884127,77.2125066072,-78.8073,39.9356,3301.8396858,77.212912545,301.279532305,10.3449,2225.15547218,0.0,0.881232,2225.15547218
43.5534,78,74.4241752438,78,79.5339,2175.88648825,3571.38204166,3760.97940213,79.5339,1.67070470561,79.5496155447,-81.1798,40.1969,3474.77031455,79.5499714422,303.495239818,11.4051,2175.88648825,0.0,0.900562,2175.88648825
43.7899,79,93.7929206902,79,81.7094,2323.68440112,3516.95352741,3657.97414916,81.7094,1.59420917606,81.7167543526,-83.308,40.4953,3364.61208706,81.7172317628,287.093702842,9.07087,2323.68440112,0.0,0.911271,2323.68440112
44.0744,80,526.989212783,80,83.6838,2111.17359529,3279.0446805,3703.48851888,83.6838,1.63436160714,83.6956102562,-85.3181,40.7762,1757.80098041,83.6959720305,277.837355467,10.235,2111.17359529,0.0,0.896692,2111.17359529
44.3755,81,194.538322695,81,85.4886,2120.45698842,3267.1562997,3539.42831142,85.4886,1.68967388908,85.5006371088,-87.1347,41.0529,2950.85515255,85.5011939464,269.421255248,11.256,2120.45698842,0.0,0.90084,2120.45698842
44.6759,82,126.359632155,82,87.6967,2180.15774136,3444.08092173,3633.46020995,87.6967,1.66404630891,87.7080342871,-89.3456,41.3243,3295.5537596,87.7087022845,282.54232867,10.0587,2180.15774136,0.0,0.912501,2180.15774136
44.943,83,61.1090014549,83,89.8281,2342.13877467,3208.54680537,3308.39487594,89.8281,1.71103267022,89.8414510049,-91.5031,41.576,3111.51930803,89.841816285,273.132318624,11.9607,2342.13877467,0.0,0.907405,2342.13877467
45.1661,84,116.380729419,84,91.9065,2385.70730338,3127.17776812,3382.13629733,91.9065,1.66077004005,91.9161723513,-93.5551,41.8369,2958.67892031,91.9166543763,268.49087606,11.2329,2385.70730338,0.0,0.90886,2385.70730338
45.4941,85,267.192206631,85,93.5659,2318.96096299,3322.6269271,3467.51874088,93.5659,1.79363426966,93.580247542,-95.233,42.1089,2531.77769048,93.5805086574,278.350706393,15.0556,2318.96096299,0.0,0.89326,2318.96096299
45.8311,86,100.036591028,86,96.0963,2155.0961723,3513.32741806,3687.6535483,96.0963,1.75823006599,96.1050727467,-97.817,42.3453,3354.88068014,96.1054760712,295.029518589,13.8703,2155.0961723,0.0,0.896263,2155.0961723
46.0238,87,104.393289547,87,98.3656,2217.49550148,3655.37705088,3828.63114553,98.3656,1.78729631768,98.3792373466,-100.101,42.6315,3482.79369615,98.3797533277,298.484193667,12.5583,2217.49550148,0.0,0.894577,2217.49550148
46.3435,88,159.790830891,88,99.9946,2293.0379593,2890.11645532,3129.5649337,99.9946,1.87478111837,100.008041602,-101.759,42.9349,2620.87471321,100.008554411,239.214363863,17.8873,2293.0379593,0.0,0.890576,2293.0379593
46.5705,89,249.584040247,89,102.389,2249.05421861,3330.20733631,3596.63334446,102.389,1.81859029397,102.400461359,-104.121,43.2188,2938.92852983,102.400848589,295.266786795,15.0042,2249.05421861,0.0,0.909518,2249.05421861
46.8319,90,147.207224096,90,104.204,2398.5032245,3394.15328747,3599.37209014,104.204,1.86996117767,104.218947087,-105.958,43.4417,3057.78102655,104.219331943,280.696377712,16.0098,2398.5032245,0.0,0.901669,2398.5032245
47.0958,91,122.710777291,91,106.361,2143.47812792,3495.28074681,3667.74366038,106.361,1.8675292016,106.371207746,-108.144,43.7003,3207.54331197,106.371802238,287.735242521,16.0668,2143.47812792,0.0,0.896832,2143.47812792
47.3847,92,967.451569661,92,108.419,2307.47487968,3240.45005216,3613.91032786,108.419,1.90752282145,108.43251148,-110.239,43.9962,346.20118933,108.432830828,294.019170483,17.6457,2307.47487968,0.0,0.911815,2307.47487968
47.6051,93,514.190460923,93,110.382,2160.92341461,3000.43165537,3341.06506269,110.382,1.9279688068,110.394191827,-112.206,44.2366,1505.48933358,110.394722719,254.490681813,19.3242,2160.92341461,0.0,0.928058,2160.92341461
47.9578,94,146.951244098,94,113.2,2250.72781696,3719.13052474,3939.3529216,113.2,1.97414506131,113.214636235,-115.007,44.4815,3519.47716769,113.214925316,302.538326702,19.9827,2250.72781696,0.0,0.912934,2250.72781696
48.2228,95,638.005226689,95,114.751,2350.05946334,3170.03003524,3671.45401774,114.751,1.96860598721,114.764007656,-116.554,44.7152,1691.52627941,114.764361568,283.025156012,20.1493,2350.05946334,0.0,0.921361,2350.05946334
48.4823,96,129.011284939,96,116.787,2464.56907394,3708.70034227,3879.39590964,116.787,2.00001040292,116.79874053,-118.623,44.9997,3388.51245237,116.799132624,297.710938915,21.0594,2464.56907394,0.0,0.928208,2464.56907394
48.6833,97,91.4847919488,97,118.912,2265.82769958,3500.23269758,3640.74128776,118.912,1.96686618261,118.927620997,-120.779,45.2353,3382.50684214,118.927907447,291.481011092,19.0683,2265.82769958,0.0,0.917085,2265.82769958
48.9724,98,87.5276203231,98,121.067,2589.64197857,3828.42861806,3968.04679723,121.067,1.96047700389,121.081471665,-122.956,45.4831,3669.19124397,121.081830909,316.546315767,19.1579,2589.64197857,0.0,0.921595,2589.64197857
49.2472,99,1132.03553497,99,123.56,2475.52468324,3144.24411126,3903.2892142,123.56,1.99434773527,123.573295921,-125.466,45.7281,700.851113842,123.573708759,302.374511834,20.8199,2475.52468324,0.0,0.925043,2475.52468324
49.6129,100,432.344294526,100,125.562,2421.73432448,3464.2713826,3683.15006883,125.562,2.06779871721,125.578186379,-127.491,45.9111,2180.5493895,125.578485751,302.947578307,22.5663,2421.73432448,0.0,0.930372,2421.73432448
49.7973,101,1340.21557843,101,127.527,2689.05219561,2673.67913805,3705.20573229,127.527,1.99575999915,127.536063425,-129.416,46.1829,346.484199604,127.536449239,284.894068612,22.7861,2689.05219561,0.0,0.93125,2689.05219561
50.0054,102,212.435716932,102,129.848,2375.29125959,3549.74365867,3809.30708008,129.848,1.98816779855,129.861677431,-131.705,46.4791,3100.6790265,129.861989023,310.395192842,19.9651,2375.29125959,0.0,0.929359,2375.29125959
50.1784,103,85.2710270963,103,131.768,2627.55554289,3770.70054269,3898.98348972,131.768,2.02919546317,131.783266319,-133.647,46.6862,3634.73257771,131.783604761,321.322726799,21.885,2627.55554289,0.0,0.929211,2627.55554289
50.3872,104,1109.38937746,104,134.058,2512.15837049,3240.40529491,3786.00746999,134.058,2.02465917443,134.06889086,-135.932,46.9159,-53.938819974,134.069155211,277.013032399,22.4424,2512.15837049,0.0,0.934968,2512.15837049
50.637,105,189.898194039,105,136.005,2459.9032096,3603.34467266,3897.25330999,136.005,2.03233776294,136.019305014,-137.923,47.1278,3285.5259167,136.019599765,294.029354086,22.4716,2459.9032096,0.0,0.936328,2459.9032096
50.8851,106,1175.77312722,106,138.164,2446.84667721,1774.9324851,3239.84369429,138.164,2.05611901915,138.173414932,-140.085,47.3141,-212.407335315,138.173739759,249.830897505,23.4219,2446.84667721,0.0,0.94205,2446.84667721
51.1715,107,96.1318013903,107,140.255,2528.63895601,3747.97947704,3920.56415198,140.255,2.04618501566,140.265683176,-142.179,47.5527,3568.05882166,140.266068601,297.854431231,23.7035,2528.63895601,0.0,0.932984,2528.63895601
51.421,108,435.79003392,108,142.254,2391.46692967,3734.12015729,4057.90724848,142.254,2.14610214798,142.270843808,-144.196,47.7751,2457.1734569,142.271114868,326.311654263,28.2741,2391.46692967,0.0,0.941452,2391.46692967
51.6677,109,77.9063245063,109,144.123,2663.27724116,3963.67306363,4061.86725954,144.123,2.07173868169,144.138507329,-146.073,48.043,3794.6681169,144.138785931,329.888498372,22.7829,2663.27724116,0.0,0.948934,2663.27724116
51.9323,110,1228.30155109,110,146.623,2693.37757891,3160.95566444,3890.39585968,146.623,2.09713817687,146.634512433,-148.58,48.2325,404.997438136,146.634973071,307.623809132,24.4437,2693.37757891,0.0,0.950148,2693.37757891
52.2006,111,101.298894728,111,148.699,2399.8970889,3915.22740207,4079.31696437,148.699,2.14999769737,148.713932746,-150.66,48.4399,3741.40393031,148.714259186,318.104365133,26.5326,2399.8970889,0.0,0.935875,2399.8970889
52.3446,112,131.315492678,112,150.496,2614.8271328,3805.41571076,3930.23556114,150.496,2.11341283648,150.508803113,-152.446,48.6668,3594.87042524,150.509182192,305.617718066,27.4488,2614.8271328,0.0,0.936856,2614.8271328
52.5496,113,99.5908504515,113,152.346,2594.18816843,3848.36387799,4017.93599804,152.346,2.18042264154,152.363740313,-154.25,48.8953,3709.62756263,152.364118194,314.53315904,31.7165,2594.18816843,0.0,0.931977,2594.18816843
52.7599,114,719.701261149,114,154.475,2679.39627286,3309.58117269,3740.54261654,154.475,2.21705071894,154.48590497,-156.401,49.0889,1172.21598426,154.486000235,283.217783561,34.1117,2679.39627286,0.0,0.948766,2679.39627286
53.1223,115,78.5038207233,115,156.66,2546.97182026,3917.062794,4060.63077447,156.66,2.19045480238,156.676533867,-158.655,49.3115,3756.36119545,156.676889986,321.726303446,30.7972,2546.97182026,0.0,0.94407,2546.97182026
53.3954,116,110.744626107,116,158.763,2482.38325609,3818.74403365,4016.07150617,158.763,2.17639756945,158.771450899,-160.772,49.5455,3670.83929064,158.771673807,301.220283551,28.3056,2482.38325609,0.0,0.944179,2482.38325609
53.5981,117,77.0631354956,117,160.609,2615.48067287,3745.11729475,3872.92377614,160.609,2.27070019391,160.625834724,-162.642,49.7813,3627.45883039,160.626323438,298.093268249,34.0319,2615.48067287,0.0,0.937815,2615.48067287
53.8032,118,70.4619262092,118,161.915,2161.5607553,3776.84681099,3923.56284556,161.915,2.22201622646,161.929746438,-163.888,50.004,3695.50747514,161.929978039,300.615971521,30.2038,2161.5607553,0.0,0.933354,2161.5607553
54.1316,119,696.281242073,119,163.603,2268.26906022,3037.4670345,3581.11864704,163.603,2.33305012586,163.619446781,-165.599,50.2317,1563.5138288,163.619656177,271.006177775,37.1812,2268.26906022,0.0,0.941106,2268.26906022
54.3554,120,194.659371109,120,165.774,1851.79667843,3618.59060325,3820.63405507,165.774,2.31416588631,165.787319171,-167.735,50.4593,3074.24758369,165.787506454,281.680820957,38.8965,1851.79667843,0.0,0.945925,1851.79667843
54.6011,121,148.454426956,121,167.849,2541.73584065,3820.87691995,4125.12346119,167.849,2.26901812969,167.862458445,-169.775,50.7146,3636.63563665,167.862653723,295.259265745,35.031,2541.73584065,0.0,0.936088,2541.73584065
54.847,122,655.374031565,122,169.115,2326.68363689,2878.14318327,3532.72687066,169.115,2.20129502314,169.127010613,-171.033,50.8863,1391.13774611,169.127373063,251.255292192,29.9418,2326.68363689,0.0,0.941612,2326.68363689
55.0928,123,1044.86371399,123,170.735,2468.02369013,2135.94107021,3263.43585523,170.735,2.36784366289,170.746691471,-172.627,51.0948,-282.655524101,170.747103716,245.877459075,39.6317,2468.02369013,0.0,0.954326,2468.02369013
55.3675,124,88.3010328661,124,173.057,2593.58715261,3601.19166602,3714.26812963,173.057,2.24401241498,173.070928029,-174.983,51.2871,3444.02092829,173.071449792,277.746646241,32.0807,2593.58715261,0.0,0.948421,2593.58715261
55.5306,125,317.370726734,125,175.021,2552.55629336,3736.50078936,4052.80587426,175.021,2.2489134631,175.032873573,-176.909,51.4793,2858.76947197,175.033092742,312.33474347,34.7324,2552.55629336,0.0,0.941591,2552.55629336
