AverageAction,PolicyRegParamNorm,AverageAbsQ,MaxReturn,AverageEsReturn,MinReturn,AverageAbsY,MaxEsReturn,StdEsReturn,Epoch,QFunRegParamNorm,Iteration,AverageDiscountedReturn,MinEsReturn,AverageQLoss,AverageQ,StdReturn,AverageAbsQYDiff,AverageY,AverageReturn,AveragePolicySurr
0.435464,19.9398,1.40355,280.364256677,-207.768853813,-194.972798327,1.40382481429,-207.768853813,0.0,26,15.1026,26,12.8523873978,-207.768853813,0.00676631,1.40355,217.31268056,0.0532979892502,1.40374204555,72.425851937,-1.464
0.73799,20.3719,1.41228,391.239609213,-122.758952668,192.838494396,1.41261098868,-122.758952668,0.0,27,15.5695,27,31.2426131258,-122.758952668,0.00660921,1.41228,55.9838158474,0.0532254937119,1.41252138,305.697722872,-1.48054
0.613626,20.8708,1.42988,161.334290065,-55.6198594747,86.0407215344,1.43025567834,-55.6198594747,0.0,28,16.0648,28,25.5469314562,-55.6198594747,0.0068672,1.42988,24.1041403935,0.0536417211248,1.43016749568,131.533388077,-1.49596
0.585628,21.3588,1.4475,39.2232920633,-90.0466915177,-11.9054468091,1.44778454959,-90.0466915177,0.0,29,16.5029,29,11.9732618136,-90.0466915177,0.00640524,1.4475,15.7206014785,0.0532967310355,1.44773447664,15.6401535213,-1.51378
0.560221,21.7424,1.46284,75.9982325519,-38.2662893223,-0.421666680506,1.4632571281,-38.2662893223,0.0,30,16.8935,30,15.3251921618,-38.2662893223,0.00719339,1.46284,25.580800401,0.0550615546354,1.46319000657,41.1493978811,-1.53123
0.73406,22.2041,1.48262,20.6976377054,-5.04727275815,-110.58266974,1.48306919248,-5.04727275815,0.0,31,17.3937,31,0.818589634465,-5.04727275815,0.00821266,1.48262,37.5642988079,0.0578008810529,1.48299565844,-45.4977091313,-1.55675
0.803074,22.6062,1.50923,217.912415578,65.1974730536,51.9471076324,1.50966704123,65.1974730536,0.0,32,17.8204,32,22.1413875982,65.1974730536,0.00771301,1.50922,45.670951696,0.0576715931004,1.50957362073,113.208422847,-1.58596
0.852262,23.0198,1.53732,93.7177369524,68.4323714417,-114.024668939,1.53766717039,68.4323714417,0.0,33,18.2654,33,6.96316687081,68.4323714417,0.00846736,1.53732,54.091498588,0.0586026796371,1.5375656625,-22.6550620811,-1.61366
0.787932,23.4731,1.57154,-29.358779477,166.802871887,-293.653115091,1.57184914314,166.802871887,0.0,34,18.6511,34,-1.68779431589,166.802871887,0.00862426,1.57154,81.4904608995,0.060238107325,1.57177609544,-157.714548001,-1.653
0.805928,23.9108,1.60891,1207.40088585,114.652411527,-199.817079234,1.60923954601,114.652411527,0.0,35,19.0715,35,21.9600355436,114.652411527,0.00776437,1.60891,487.554014332,0.0597727754299,1.60919595574,355.005293578,-1.69511
0.830552,24.3756,1.65033,242.249140357,130.376174868,9.45955806827,1.65082052769,130.376174868,0.0,36,19.5345,36,5.00782600515,130.376174868,0.00970291,1.65033,68.0596067743,0.0634748286995,1.65073941965,126.576157935,-1.73452
0.893383,24.7615,1.68896,80.4658279241,178.674951839,-387.736464775,1.68944453155,178.674951839,0.0,37,19.8978,37,11.4042116549,178.674951839,0.0113042,1.68896,134.813193264,0.0649570128849,1.68937485881,-116.840896719,-1.771
0.902076,25.0391,1.72981,276.029067047,302.660562334,-168.024803874,1.73011961881,302.660562334,0.0,38,20.2978,38,23.8071138626,302.660562334,0.0119747,1.72981,127.890425586,0.0688053347756,1.73005582298,80.4533170624,-1.81235
0.856811,25.2885,1.76916,376.306980905,100.854622337,-153.03795218,1.76959469904,100.854622337,0.0,39,20.6284,39,10.22683335,100.854622337,0.0107044,1.76916,154.517363655,0.0667955928678,1.76955741721,86.0146577744,-1.85206
0.837837,25.5285,1.80459,564.724459403,147.816363705,154.861717265,1.80500624711,147.816363705,0.0,40,20.9367,40,27.0236202558,147.816363705,0.00979564,1.80452,110.522364173,0.0652618443736,1.80492520867,390.48399812,-1.88531
0.876909,25.8564,1.84506,678.205709728,293.106302083,-571.09882224,1.84542215986,293.106302083,0.0,41,21.2634,41,35.5734418987,293.106302083,0.0108599,1.84506,349.556560673,0.0665044953937,1.84536376216,364.976976624,-1.92673
0.866783,26.1906,1.88007,801.653965102,267.182768443,615.829896042,1.88044433156,267.182768443,0.0,42,21.525,42,54.21144114,267.182768443,0.00949913,1.88007,52.3613320147,0.0643494138347,1.88040954585,703.778266597,-1.96431
0.866076,26.4349,1.92882,677.970037939,356.410759572,565.772369367,1.92935856244,356.410759572,0.0,43,21.8634,43,51.5660704921,356.410759572,0.0118651,1.92882,36.2474067348,0.0677182428664,1.92928945674,625.504059528,-2.01115
0.878838,26.7067,1.97709,333.399202785,417.563930955,220.95918763,1.97740618036,417.563930955,0.0,44,22.1415,44,28.9425373824,417.563930955,0.00937412,1.97709,33.1725101726,0.0640946937194,1.97735542213,291.782639181,-2.06148
0.833542,26.9253,2.01979,694.598768696,345.186527354,529.914846874,2.02041716414,345.186527354,0.0,45,22.4689,45,58.7018884638,345.186527354,0.0124194,2.01978,44.0615307817,0.0672440700988,2.02031171694,640.807042443,-2.09726
0.807198,27.1685,2.05284,512.640473486,276.453253393,66.4444744071,2.05324963252,276.453253393,0.0,46,22.7283,46,41.5084450279,276.453253393,0.0113701,2.05284,127.098604302,0.0667615972476,2.05314027256,441.066970448,-2.13042
0.819807,27.336,2.09925,677.177106106,402.112373764,544.867286347,2.09981289969,402.112373764,0.0,47,23.0519,47,54.8852013541,402.112373764,0.012998,2.09925,38.1568233728,0.0673619630883,2.09968553795,615.775986752,-2.17117
0.838345,27.5467,2.12829,917.503840734,421.933545467,636.557102945,2.12869989113,421.933545467,0.0,48,23.3341,48,67.3254478555,421.933545467,0.0102111,2.12829,72.7271591505,0.0641518321176,2.12864313639,720.528141832,-2.20187
0.815154,27.7954,2.17624,762.582225031,365.524518225,606.76551393,2.1766755445,365.524518225,0.0,49,23.5726,49,65.3467987548,365.524518225,0.01128,2.17624,49.449461325,0.0657646264418,2.17658245668,706.372584053,-2.25402
0.839631,28.0611,2.22319,873.064645627,410.067072592,722.507606789,2.22350926002,410.067072592,0.0,50,23.9084,50,66.8186946282,410.067072592,0.0115712,2.22319,45.0319381151,0.0661152619926,2.22345368961,769.762688761,-2.29797
0.852069,28.268,2.2587,842.549862394,367.80749422,755.581559138,2.25928962048,367.80749422,0.0,51,24.2101,51,60.5000890552,367.80749422,0.0131786,2.2587,23.0938693105,0.0675684979565,2.25921262492,801.47913437,-2.33057
0.881399,28.4837,2.29762,649.477024996,406.169776614,342.30117424,2.29817457374,406.169776614,0.0,52,24.4568,52,52.6194891597,406.169776614,0.0136074,2.29757,82.1510155032,0.0677933202211,2.29807732669,573.550274425,-2.36953
0.824887,28.6737,2.33753,604.914888224,344.874502103,199.195964518,2.33779927236,344.874502103,0.0,53,24.7162,53,59.5671667968,344.874502103,0.0112194,2.33753,108.289078455,0.064581923938,2.33773518819,508.715392836,-2.40962
0.810717,28.9078,2.38094,777.500038399,418.016652664,609.320872642,2.38125012263,418.016652664,0.0,54,25.023,54,59.1356853684,418.016652664,0.0124318,2.38094,51.593658245,0.0659407450213,2.38118384207,717.696159091,-2.45052
0.837874,29.1503,2.41898,772.84669015,256.181056748,640.056946809,2.41938441254,256.181056748,0.0,55,25.3291,55,57.8655990927,256.181056748,0.0133409,2.41898,37.6167592344,0.0673641614143,2.41931540021,703.304955236,-2.48877
0.809534,29.3764,2.45957,789.248196739,343.09024152,-682.946321011,2.46004367898,343.09024152,0.0,56,25.5968,56,10.4016901216,343.09024152,0.0127477,2.45957,548.316069222,0.067845750961,2.45998904469,395.088094259,-2.52654
0.834955,29.6427,2.4969,757.991023609,404.879582195,-370.323830089,2.49721708492,404.879582195,0.0,57,25.8431,57,47.2887016135,404.879582195,0.0116101,2.4969,325.464116903,0.0665647474668,2.49718034131,603.214050933,-2.56833
0.827677,29.9169,2.53386,677.590175553,393.960110014,631.250673194,2.53426326814,393.960110014,0.0,58,26.0904,58,64.6582101575,393.960110014,0.0144414,2.53386,15.6433404196,0.0690623805158,2.53417248173,651.960570624,-2.60333
0.838293,30.1335,2.57586,766.710002457,415.025035474,649.468134995,2.57627407879,415.025035474,0.0,59,26.3192,59,68.9651078041,415.025035474,0.0130881,2.57584,35.3132212744,0.06720267552,2.5762118056,720.433931873,-2.64221
0.824182,30.3733,2.60752,825.712944859,431.498133224,707.913941536,2.60797018886,431.498133224,0.0,60,26.6307,60,68.0506573576,431.498133224,0.0146554,2.60751,35.6379737169,0.0693699228071,2.60791794262,772.823356726,-2.67701
0.808146,30.5381,2.65078,792.496465164,397.662338293,570.8299368,2.65129723487,397.662338293,0.0,61,26.9148,61,67.6521383786,397.662338293,0.0152789,2.65078,60.6320973285,0.06943578894,2.65125248482,721.62247517,-2.72007
0.843689,30.8072,2.69346,579.929919649,377.773150041,475.471876601,2.69379278756,377.773150041,0.0,62,27.1807,62,56.3538767622,377.773150041,0.0134594,2.69342,31.1104470447,0.0675992985271,2.6937187593,535.903949215,-2.7632
0.887233,31.0432,2.73249,783.312613403,363.564343325,630.439162314,2.73291245682,363.564343325,0.0,63,27.443,63,65.2713647869,363.564343325,0.0136161,2.73249,50.2863043835,0.0679231819242,2.73281325332,701.335679579,-2.80237
0.876675,31.2835,2.7786,701.378064312,506.844902207,606.294524583,2.77900235276,506.844902207,0.0,64,27.7552,64,65.069267967,506.844902207,0.0153251,2.7786,30.5822175641,0.0700472455754,2.77896145243,658.55956681,-2.84908
0.862526,31.5342,2.81966,811.514574041,368.964012909,720.98779189,2.82011596811,368.964012909,0.0,65,27.9608,65,73.7874822662,368.964012909,0.0157331,2.81966,30.9684999901,0.06995041301,2.82005183323,776.86984281,-2.8857
0.824395,31.7301,2.85914,537.32720802,464.86366775,279.583404151,2.85971126143,464.86366775,0.0,66,28.1935,66,45.9755841429,464.86366775,0.0150749,2.85914,77.944787525,0.0694137986281,2.85965717446,477.348440865,-2.92598
0.865198,31.9802,2.89491,1040.94226113,412.753676657,841.514040265,2.89543264298,412.753676657,0.0,67,28.4721,67,84.4008564602,412.753676657,0.017232,2.89491,52.8029949177,0.0711560985884,2.89534047741,961.561887872,-2.96168
0.88278,32.2105,2.94537,953.833437519,446.395837572,608.845999264,2.94573971229,446.395837572,0.0,68,28.7079,68,76.2021498758,446.395837572,0.0161385,2.94537,90.6417233837,0.070534605519,2.94567991244,849.53308745,-3.01367
0.908656,32.4448,2.98684,958.929516013,519.561067333,856.077382879,2.9873451935,519.561067333,0.0,69,28.9581,69,76.2725324312,519.561067333,0.0198331,2.98684,35.4564194122,0.0735309049612,2.98728654818,913.128299757,-3.05618
0.863903,32.6453,3.03343,750.380839154,455.425438334,624.372406782,3.03374226277,455.425438334,0.0,70,29.1538,70,66.9685899129,455.425438334,0.0160743,3.03343,38.7469269741,0.0707310618336,3.03368392779,704.57056277,-3.10335
0.876696,32.8288,3.0692,755.130519469,447.707058032,636.185310735,3.06964878003,447.707058032,0.0,71,29.4412,71,60.1533443805,447.707058032,0.0186048,3.0692,33.7386941823,0.0735172974748,3.06959494698,702.1560539,-3.13978
0.898888,33.0303,3.12039,809.207720138,503.972397946,626.754083049,3.12100693066,503.972397946,0.0,72,29.6736,72,69.5612056147,503.972397946,0.0185307,3.12039,46.4584369178,0.0734513436363,3.12093144296,709.154806444,-3.19391
0.924994,33.2676,3.17085,828.723887291,491.439842624,684.836934618,3.17135803474,491.439842624,0.0,73,29.9652,73,74.9431614486,491.439842624,0.0206538,3.17085,39.6115291067,0.0748047892159,3.17128514818,749.530858787,-3.24362
0.885016,33.4847,3.2169,789.308582805,551.164764873,688.260348963,3.21753003873,551.164764873,0.0,74,30.2113,74,74.5913444696,551.164764873,0.0194226,3.21689,29.507746401,0.0768660719896,3.21747343011,743.213732022,-3.29165
0.929979,33.7633,3.27098,927.161141273,545.813948397,831.415882827,3.27129174923,545.813948397,0.0,75,30.5277,75,79.4733680197,545.813948397,0.0188711,3.27098,30.3528175222,0.076294825603,3.27121544038,874.551817073,-3.34858
0.892679,33.9859,3.31486,811.995390033,550.93662468,731.758574336,3.3154015413,550.93662468,0.0,76,30.7076,76,77.6135126882,550.93662468,0.0198471,3.31483,30.5643834268,0.0774259055397,3.31529893618,775.294798709,-3.39226
0.915191,34.2023,3.37951,824.625541399,550.553006811,668.629646994,3.38007637705,550.553006811,0.0,77,30.9388,77,76.2969977986,550.553006811,0.0186257,3.3795,47.5322056624,0.0771518466431,3.38001678082,755.31435629,-3.45784
0.918169,34.3804,3.4314,821.84423709,499.974154418,688.984828038,3.43198524057,499.974154418,0.0,78,31.1709,78,65.7246502252,499.974154418,0.0201952,3.4314,34.4945836953,0.0787737995185,3.43191492685,778.166511724,-3.50753
0.883431,34.565,3.48071,923.154690184,513.86177177,826.568944189,3.48135334966,513.86177177,0.0,79,31.4597,79,84.8835391429,513.86177177,0.0220655,3.48069,29.1396262477,0.0801034807476,3.48118768067,897.706569468,-3.55721
0.908417,34.7785,3.53322,858.485041381,557.490366769,-77.3918209949,3.53373091712,557.490366769,0.0,80,31.7618,80,79.2677255063,557.490366769,0.0237039,3.5332,266.779727254,0.0815916672089,3.53358673422,717.579722894,-3.60845
0.90293,34.9432,3.59189,810.742470966,553.914104714,-186.777572346,3.59253515369,553.914104714,0.0,81,31.9955,81,60.6284756774,553.914104714,0.0225574,3.59187,302.412722536,0.0793504949496,3.59242636861,599.290045596,-3.66582
0.931929,35.0849,3.63436,984.223009421,563.725164887,406.513442348,3.63484473767,563.725164887,0.0,82,32.2186,82,82.969440983,563.725164887,0.0222307,3.63433,162.962092875,0.0805078251758,3.63477595408,888.440937593,-3.70854
0.903248,35.283,3.68553,835.77145719,481.789530991,686.637881363,3.6860393144,481.789530991,0.0,83,32.5038,83,67.5552660951,481.789530991,0.0245745,3.6855,46.7920540368,0.0819214156826,3.68593291009,759.99522479,-3.75824
0.924355,35.4768,3.73182,884.403930792,500.006739272,568.80523693,3.73240848485,500.006739272,0.0,84,32.7642,84,69.9121115087,500.006739272,0.0205958,3.73179,118.859173865,0.0798133969009,3.7322890982,752.631065709,-3.80424
0.94102,35.681,3.78252,904.753050678,524.189306164,564.102744178,3.78296671793,524.189306164,0.0,85,32.9979,85,53.4601375711,524.189306164,0.0228674,3.78248,113.584622019,0.0822736162444,3.78288188772,764.587829636,-3.85735
0.914436,35.8622,3.83229,762.251153564,617.345092201,662.762582544,3.83293131232,617.345092201,0.0,86,33.2192,86,60.648362815,617.345092201,0.029793,3.83227,32.649239629,0.0864261534279,3.832841081,717.913680393,-3.90507
0.924408,36.0638,3.88186,748.283283703,544.409462346,362.143193683,3.88233155272,544.409462346,0.0,87,33.4465,87,45.6959509382,544.409462346,0.0233741,3.88183,121.591214059,0.0820018641354,3.8822431418,659.613283553,-3.95558
0.916561,36.2653,3.93406,900.281463497,520.108556901,524.445624294,3.93460349467,520.108556901,0.0,88,33.6745,88,72.1301936036,520.108556901,0.0235886,3.934,128.314934304,0.082589910791,3.93449647705,742.185747448,-4.00877
0.914085,36.4746,3.97262,778.217436741,528.595336521,655.259973722,3.97320160451,528.595336521,0.0,89,33.9117,89,58.8160706793,528.595336521,0.0270774,3.97259,48.5731884604,0.0840986543007,3.97310523743,713.99828463,-4.04845
0.923156,36.677,4.03157,802.698846668,528.696642709,670.691192676,4.03199063064,528.696642709,0.0,90,34.1152,90,66.6121115219,528.696642709,0.025678,4.03153,35.9845276309,0.0835341158685,4.03186016995,737.286155771,-4.10828
0.910645,36.8237,4.07912,765.333822967,449.210222204,686.468661441,4.0797391382,449.210222204,0.0,91,34.3473,91,59.8603810202,449.210222204,0.0252945,4.07903,25.5339643675,0.0833627432915,4.07961576296,729.523991518,-4.15623
0.915312,37.093,4.13996,871.780234606,616.456288146,689.127092075,4.14037215495,616.456288146,0.0,92,34.5677,92,68.098601797,616.456288146,0.0300216,4.13992,54.7585583055,0.0858493026469,4.14027771372,767.197173588,-4.21954
0.914317,37.2702,4.19379,905.681034706,525.36911417,532.409121405,4.19432337736,525.36911417,0.0,93,34.8267,93,75.4609644498,525.36911417,0.027175,4.19375,112.510362245,0.086412063597,4.19417671466,795.249049953,-4.27316
0.901829,37.4868,4.25111,902.004321868,532.619367639,312.195169115,4.25179811819,532.619367639,0.0,94,35.0212,94,72.9200346953,532.619367639,0.0230946,4.25109,195.621603462,0.0853406749783,4.25172536695,756.126896844,-4.32862
0.88472,37.7435,4.30647,787.89518446,643.327753554,645.646761683,4.3070332461,643.327753554,0.0,95,35.2216,95,64.9212667251,643.327753554,0.0299929,4.30645,41.2341042505,0.0891957100314,4.3069647589,713.444418578,-4.38245
0.921803,37.8994,4.35374,861.933859668,588.822752636,702.464682047,4.35434772396,588.822752636,0.0,96,35.4256,96,73.8161729584,588.822752636,0.03053,4.35372,43.2250286405,0.0891698011313,4.35428452068,763.621637587,-4.43518
0.906272,38.0602,4.41523,697.675178008,582.541335128,357.851442583,4.41573111894,582.541335128,0.0,97,35.6123,97,47.8535862226,582.541335128,0.0250789,4.41519,124.873166371,0.0854195037363,4.41565394063,511.593147612,-4.49572
0.935824,38.2773,4.46887,786.675586408,631.767679151,236.78002982,4.46931156092,631.767679151,0.0,98,35.8156,98,62.1106607755,631.767679151,0.032178,4.46885,146.712130523,0.0888746315224,4.46921484183,658.002813542,-4.55139
0.911238,38.4403,4.53306,914.548917558,485.854628532,231.92287408,4.53384693624,485.854628532,0.0,99,36.065,99,74.1830085964,485.854628532,0.0320107,4.53306,239.375443717,0.0903907546886,4.53376543629,704.440699498,-4.6143
0.901101,38.5874,4.57661,877.984954222,663.874997722,445.609307803,4.57725629221,663.874997722,0.0,100,36.198,100,72.1632833715,663.874997722,0.0365008,4.57661,117.232609457,0.0921236796614,4.57718983183,761.708567614,-4.65582
0.906702,38.7245,4.63884,823.835196215,538.585641594,183.510016591,4.63929279798,538.585641594,0.0,101,36.3214,101,64.3010924982,538.585641594,0.0299063,4.63884,182.125145009,0.0881560709464,4.63925605223,717.832509578,-4.71848
0.925179,38.9482,4.67924,939.391935923,568.369865003,587.259149911,4.68002863994,568.369865003,0.0,102,36.5996,102,86.1451110946,568.369865003,0.0353982,4.67914,97.4028402654,0.0890278653895,4.67997182717,845.638589977,-4.75513
0.931875,39.1164,4.73548,940.352647344,537.221706585,-49.8940461992,4.73575549057,537.221706585,0.0,103,36.7726,103,76.980401009,537.221706585,0.0281629,4.73548,316.465584158,0.0844615164745,4.73572614705,573.762635266,-4.81021
0.918101,39.3196,4.78043,945.126900827,546.540678776,570.381844694,4.7812757207,546.540678776,0.0,104,37.0026,104,82.3578996421,546.540678776,0.0355977,4.78043,99.5202453383,0.0890658843382,4.78119448317,845.534931908,-4.85789
0.924437,39.448,4.83701,852.701974185,494.468007237,13.4225947875,4.83763059743,494.468007237,0.0,105,37.1615,105,45.5333395652,494.468007237,0.0342129,4.83701,314.446588234,0.0882112388221,4.83756261811,536.243822227,-4.91189
0.929245,39.573,4.88371,875.999801576,566.101426806,745.828682826,4.88430612322,566.101426806,0.0,106,37.3357,106,65.2823668482,566.101426806,0.0331952,4.88371,45.3781228486,0.0875922582967,4.88427664671,808.561251619,-4.95802
0.919164,39.7503,4.92583,843.888998174,527.705047905,401.854342442,4.92617988239,527.705047905,0.0,107,37.4882,107,69.2571271749,527.705047905,0.0342723,4.92583,146.881202957,0.0896264556532,4.92615729834,697.679542876,-5.00012
0.926002,39.878,4.98033,915.100142524,566.55617159,230.72654081,4.98072634614,566.55617159,0.0,108,37.6981,108,76.3072207088,566.55617159,0.0393925,4.98033,214.614559315,0.0899519380275,4.98067822577,712.750351386,-5.06154
0.916032,40.0463,5.02829,583.896270733,548.003689597,45.0147225175,5.02907612572,548.003689597,0.0,109,37.872,109,46.2628054998,548.003689597,0.0300239,5.02829,182.418843314,0.0871990916116,5.02902563339,303.596798514,-5.10747
0.898167,40.2137,5.08527,642.793674236,563.905853442,474.201523817,5.0858371684,563.905853442,0.0,110,38.0296,110,46.1608699772,563.905853442,0.0387666,5.08527,52.361762015,0.0924495733648,5.08578249681,574.075520608,-5.16223
0.92117,40.3616,5.1208,739.471276141,534.377715518,-109.5020738,5.12134883739,534.377715518,0.0,111,38.2258,111,48.8023853863,534.377715518,0.0387234,5.1208,308.917140163,0.0932625828738,5.12128350926,445.30176201,-5.19335
0.908259,40.5672,5.1707,785.982988999,579.019682555,4.76547282853,5.17132315293,579.019682555,0.0,112,38.3873,112,60.4381027071,579.019682555,0.0356127,5.1707,231.298603146,0.08971712712,5.17126896689,540.625826155,-5.25184
0.923792,40.702,5.22251,928.121675135,569.442484507,619.567894837,5.22301878793,569.442484507,0.0,113,38.6021,113,69.6575098701,569.442484507,0.0412044,5.22249,98.2282696879,0.0940465493174,5.2229898677,783.152326006,-5.30126
0.933713,40.8244,5.26488,839.312658953,428.445043738,562.421426437,5.26550911936,428.445043738,0.0,114,38.7855,114,68.8399631493,428.445043738,0.0406872,5.26488,86.3851749449,0.0933867975929,5.26547627252,697.641815643,-5.3415
0.93691,40.9923,5.31033,956.153838499,590.360130352,78.9645113752,5.31090068388,590.360130352,0.0,115,38.9974,115,76.6236961321,590.360130352,0.0532567,5.31033,258.978840171,0.0976965656254,5.31082673491,735.444052731,-5.38649
0.945086,41.1918,5.37111,976.133785523,344.960784244,-124.021842232,5.37180534602,344.960784244,0.0,116,39.1556,116,71.1661436932,344.960784244,0.0414177,5.37111,317.186268737,0.0952434398771,5.37177514437,822.235572984,-5.4515
0.941148,41.2857,5.42122,929.61288861,626.005651185,810.481307004,5.42203267977,626.005651185,0.0,117,39.3501,117,74.1666634165,626.005651185,0.0405386,5.42121,36.3795694819,0.0919317096611,5.42195852812,878.234689205,-5.50297
0.937546,41.4205,5.47411,702.775212897,670.929113023,74.5194901468,5.47469699165,670.929113023,0.0,118,39.5166,118,52.8750169171,670.929113023,0.038563,5.47411,171.094891449,0.0899723482893,5.4746559464,547.195323558,-5.55111
0.948244,41.613,5.51694,889.335692066,588.659122843,320.858360438,5.51756702586,588.659122843,0.0,119,39.7236,119,77.4025241466,588.659122843,0.045063,5.51694,182.67465171,0.0951988725574,5.51752019354,722.528990543,-5.59048
0.927002,41.7783,5.55691,777.686690188,581.283711639,51.9113872356,5.55737907346,581.283711639,0.0,120,39.8778,120,67.1525134078,581.283711639,0.0462139,5.55691,202.680434748,0.0941406245817,5.55733725986,649.171326213,-5.63353
0.939369,41.9657,5.60258,870.078046331,571.594142862,-41.9371135952,5.60313828806,571.594142862,0.0,121,40.0435,121,64.3342662451,571.594142862,0.0343119,5.60258,259.649129319,0.0886256960186,5.60308813406,728.696406311,-5.68057
0.922636,42.1034,5.65787,819.910820122,610.554201022,466.201567284,5.65846038312,610.554201022,0.0,122,40.1558,122,58.1060169992,610.554201022,0.0460631,5.65787,100.010758151,0.0945729160216,5.65840821696,705.512040661,-5.73615
0.893708,42.2968,5.70388,960.785254826,559.154240347,359.634700043,5.70413864638,559.154240347,0.0,123,40.3312,123,71.4134156643,559.154240347,0.0420058,5.70388,201.690672449,0.0942682821937,5.70409900646,783.121476145,-5.78687
