Epoch,AverageDiscountedReturn,AverageQLoss,MinEsReturn,AverageY,PolicyRegParamNorm,AverageAbsQ,StdEsReturn,AverageAbsY,MaxEsReturn,Iteration,AverageReturn,MinReturn,AverageAction,QFunRegParamNorm,AverageQ,AveragePolicySurr,AverageEsReturn,StdReturn,AverageAbsQYDiff,MaxReturn
329,95.7453223556,118.549,1.10200459263,205.270946346,64.8054,205.449,109.482842614,205.360381286,352.328973,329,665.558275515,139.202269801,0.660113,86.558,205.262,-208.808,111.575384247,308.190599774,5.46717705443,1023.61285172
330,114.949954078,125.35,2.78301402007,205.222579617,64.8626,205.38,184.913016544,205.309906859,614.306906336,330,320.345087724,127.668815132,0.83153,86.6792,205.215,-208.768,148.859324058,177.610325711,5.42214563501,843.437561887
331,98.1553140664,132.975,27.3519319613,205.482215076,64.9539,205.657,175.551670142,205.577442508,590.598977402,331,616.681139256,76.3534293454,0.814734,86.8029,205.467,-208.933,223.512486955,362.087599403,5.49958778948,1174.26012082
332,115.11283858,135.396,3.07251040773,205.342175325,65.0018,205.52,137.751391949,205.437690567,431.846964647,332,369.989834293,25.4099980159,0.819861,86.8918,205.338,-208.755,125.124665193,200.711839134,5.51196768682,1005.38837492
333,51.6074682298,134.479,-1.17304177321,204.676670078,65.1051,204.845,195.465909216,204.76594822,589.497417654,333,166.831752532,-20.9175655002,0.837542,87.0028,204.656,-208.137,171.810277946,180.930316047,5.4629136619,814.351886814
334,71.6553957698,126.53,3.21716927685,205.275847853,65.1813,205.452,113.563307712,205.364546507,369.971489576,334,335.810453092,16.6723677567,0.821399,87.116,205.27,-208.712,110.053212813,269.071354117,5.3797380949,1095.83972497
335,71.9391071959,119.666,10.5241805991,205.132924487,65.2439,205.345,54.2075901045,205.241414858,179.446037234,335,343.245223778,29.2528800385,0.760552,87.196,205.133,-208.523,89.7830954777,271.072253725,5.34850663179,1018.1895558
336,82.2966464963,136.376,-15.3438070612,204.657846109,65.3534,204.841,108.8801693,204.765983071,319.896225678,336,518.848451903,45.1064756211,0.816125,87.3063,204.638,-208.024,103.872453407,310.630052647,5.49575673429,1087.99497346
337,96.3123576641,128.273,6.53055975817,204.30358968,65.3974,204.51,84.890979171,204.417123021,270.006341247,337,464.738911008,61.3451351733,0.847383,87.4153,204.297,-207.654,80.1654406486,297.39576807,5.38033246732,1303.34112591
338,110.683730521,137.268,5.06794705576,204.325705983,65.4637,204.53,143.816700345,204.428801162,488.279974874,338,510.891223088,140.835757407,0.83854,87.5184,204.319,-207.679,129.442341523,312.592424309,5.49634980752,1304.74488828
339,124.52183643,115.53,2.53189839281,204.304443759,65.5588,204.506,214.220353843,204.408121457,551.968696857,339,523.257749374,122.91899092,0.797118,87.6212,204.299,-207.765,267.452538029,246.279046273,5.28488609044,1069.15898881
340,120.402197643,118.45,-4.0805396288,204.428000604,65.6598,204.589,133.887056694,204.518547382,354.070588175,340,553.577751748,249.112104148,0.811522,87.7001,204.414,-207.822,135.574678184,319.75271461,5.2706003829,1243.69801805
341,109.618579846,145.064,1.47358673785,203.759114444,65.7332,203.94,119.6735153,203.856590329,355.801019507,341,960.929379073,99.793052425,0.776795,87.8131,203.751,-207.082,109.710502702,353.485383927,5.50682239367,1303.87153554
342,131.02934687,135.469,4.68547910672,203.62771225,65.8273,203.836,105.03620757,203.733442209,339.487347425,342,377.678994504,14.7861223998,0.808943,87.9163,203.621,-207.026,186.332206627,211.328325732,5.42903297502,1007.42405983
343,95.624866472,128.152,116.383493412,203.717310166,65.8924,203.898,98.9229380262,203.816763384,422.580029718,343,520.134960705,31.3918920022,0.806188,88.0124,203.7,-207.173,264.359269346,328.631636105,5.39382524926,1140.22494254
344,34.3172651437,138.741,1.60932066945,203.225814964,65.9701,203.415,142.935009689,203.331174475,469.737308618,344,75.1157495831,8.93220665905,0.841071,88.0921,203.216,-206.614,132.505327227,172.373575234,5.44593914289,1314.01662067
345,114.107162718,143.434,8.82487225586,202.798955506,66.0087,203.011,107.051543215,202.906100792,365.639097419,345,434.101512627,48.6932468013,0.85348,88.2013,202.789,-206.192,138.348106267,273.733415826,5.53479045676,1086.99638942
346,137.153534236,141.601,-1.73382705236,202.779353373,66.0691,202.966,199.325374543,202.90322299,570.81871365,346,515.150902693,216.908840035,0.84613,88.3115,202.765,-206.104,171.922159538,293.709502192,5.52924823787,1260.35787517
347,90.3840122896,134.2,10.5902771816,202.302528783,66.1322,202.514,243.545816201,202.423712402,686.394473431,347,413.335750948,65.3936904972,0.85768,88.4169,202.29,-205.684,276.891765219,205.727017605,5.45843444848,975.242681551
348,81.3352082264,121.271,0.196062312426,202.600509466,66.1937,202.774,91.8310542065,202.687866549,286.837139047,348,256.763381896,-3.54596651851,0.852059,88.5062,202.588,-205.967,197.146990959,178.220894836,5.36495059812,676.360088591
349,114.96917956,131.231,0.497053689188,202.447670427,66.2475,202.648,125.325301246,202.550878889,322.668340422,349,398.126555885,37.8802876288,0.854902,88.6151,202.436,-205.777,151.219407587,286.078103548,5.39076753591,1162.58863965
350,115.841181311,129.963,6.62054889552,202.861126363,66.3227,203.067,138.501833624,202.960054799,427.636900832,350,428.405305447,120.157944055,0.766008,88.6805,202.856,-206.314,149.746757272,302.212927531,5.36873169611,1122.73474899
351,137.782763536,130.993,68.0843841257,202.313395265,66.3963,202.484,127.161520887,202.405545976,467.379198025,351,478.047247454,128.725338631,0.869779,88.784,202.299,-205.685,241.115083692,243.724459173,5.32680545934,1178.620149
352,41.9157261099,139.802,24.6940580777,202.189641522,66.4644,202.379,128.845149084,202.291359575,369.962935804,352,159.433016577,-84.5152012074,0.870002,88.8809,202.177,-205.555,203.421900547,176.363304364,5.44667281009,499.139989908
353,95.565218807,137.188,2.91769816516,201.701895939,66.5201,201.897,119.301996544,201.796281693,316.228271246,353,508.963623613,33.1536865312,0.836468,88.9659,201.693,-205.107,111.893819833,365.71052867,5.4372346355,1404.95654152
354,127.270856585,120.778,-0.0906686257134,202.084873976,66.5881,202.271,148.712638808,202.18635918,481.712831321,354,511.540806858,119.312701719,0.843293,89.0603,202.074,-205.419,158.697767643,334.975423814,5.27325434562,1397.20973798
355,117.52547091,114.199,2.22203510191,201.912071519,66.6819,202.081,239.792046354,202.006039327,571.335666131,355,403.950907774,7.29025723249,0.84552,89.1625,201.895,-205.244,212.382075909,237.713024996,5.24672258644,1176.41655112
356,135.193255937,123.694,34.5221014754,201.581376752,66.7633,201.798,199.775614732,201.70327709,707.486227258,356,562.921869726,219.87376062,0.820888,89.2541,201.573,-204.844,275.774113494,229.43740689,5.28241267798,1119.57835854
357,135.795914567,121.149,3.46733976874,201.423336508,66.7846,201.612,243.653973639,201.522302401,695.152938355,357,760.938779505,83.6444854354,0.82138,89.3724,201.414,-204.699,194.756362398,361.856504428,5.25313079713,1431.51828035
358,123.497764984,128.144,124.505411736,201.243788702,66.8605,201.424,147.115826425,201.334255675,513.537302926,358,482.431633517,156.223925278,0.791725,89.4487,201.236,-204.492,295.875177218,278.770558603,5.3345319504,1131.73575479
359,121.347151855,124.678,37.9719044006,201.311255253,66.9379,201.498,157.516818198,201.400839195,561.355985625,359,421.500660714,106.622523648,0.824788,89.4986,201.307,-204.49,200.243748402,296.975713063,5.26996059613,1198.56281311
360,107.941559163,134.285,0.702388042396,201.136555044,67.0407,201.335,199.537659221,201.246062155,574.361529096,360,538.664175304,95.6022621505,0.829211,89.6166,201.124,-204.307,168.196110516,356.060331918,5.31005618574,1156.55537198
361,133.153739784,120.66,2.66134464647,200.717173797,67.1388,200.905,87.9363472007,200.817291355,244.013073519,361,371.485679741,109.3768868,0.873475,89.6943,200.706,-203.962,143.366719424,168.53158951,5.21216592201,885.146212231
362,92.9173068592,134.451,47.521204942,200.990363627,67.2382,201.147,126.361951494,201.074967109,378.832149203,362,718.145511732,78.6250183149,0.777815,89.8038,200.973,-204.165,192.938676699,336.722579061,5.35404687217,1126.24432395
363,144.159426982,116.359,39.3449656454,200.463698777,67.2971,200.632,195.369526166,200.545813836,535.083044148,363,494.3512145,154.812567808,0.83302,89.897,200.455,-203.672,241.102600781,314.879363869,5.17192750552,1642.9671793
364,127.160508731,117.602,24.1229060084,200.46759361,67.3981,200.663,213.616931537,200.561217638,628.234063492,364,465.064533607,82.3715047914,0.830111,90.0202,200.462,-203.613,210.69812357,289.694862661,5.19393003279,1066.3226908
365,117.243167051,119.273,13.1226690213,199.84136314,67.4809,200.037,127.134827745,199.941199355,443.479503663,365,338.006579241,90.9630007337,0.892662,90.0898,199.825,-203.009,198.541882201,249.311503137,5.25462453738,982.853657609
366,140.019062519,129.708,47.5978503517,200.171146436,67.5512,200.318,139.674391101,200.250258077,511.804510308,366,477.748413605,111.627967007,0.859136,90.1698,200.158,-203.34,249.343729772,191.497248292,5.25734546239,973.602159126
367,129.749854168,117.383,7.21798025503,199.993801912,67.6421,200.171,153.284315104,200.073061373,432.007952295,367,611.97145513,142.244887266,0.823329,90.2332,199.989,-203.14,149.09004192,387.224813687,5.18206647811,1355.69745696
368,137.153605927,119.505,3.45596689901,199.183694406,67.7094,199.37,121.694976173,199.266792551,364.995906162,368,363.124426904,140.611591886,0.89978,90.3342,199.18,-202.271,192.465681763,186.278436635,5.17382685141,861.398231342
369,125.678182968,114.541,4.7314835142,199.552352667,67.7707,199.697,358.41869311,199.621443887,1093.57290114,369,476.072746874,145.250438943,0.845999,90.3784,199.532,-202.624,312.524456237,238.941483603,5.1518043217,1064.31008285
370,126.575598262,117.994,-1.10746086033,199.078716288,67.871,199.222,155.997844967,199.134580589,541.612893179,370,536.475742398,131.589220529,0.796697,90.4883,199.074,-202.218,125.145548215,377.738555589,5.18612063961,1482.50096664
371,112.890308584,123.022,53.3663273049,199.052768595,67.9561,199.206,213.178811118,199.126273779,677.314821814,371,538.259132257,103.827602589,0.831831,90.5603,199.043,-202.125,253.05829121,284.521992146,5.25983983322,1050.1687271
372,131.705972494,129.191,18.7088182159,198.842288586,68.0279,198.992,182.952960219,198.909465504,498.98373086,372,377.881383552,129.85450009,0.851952,90.6268,198.832,-201.98,243.695210914,166.039640992,5.21622729412,941.079399142
373,122.881862851,115.637,4.8746935374,198.419606271,68.0705,198.587,181.51730028,198.490139717,561.650252132,373,476.768446596,129.924705387,0.840838,90.7162,198.419,-201.507,227.552630571,232.95079202,5.15230318463,1069.9339797
374,140.540930407,119.287,131.963808754,198.554199045,68.1174,198.686,188.855703951,198.606228392,615.872708796,374,557.371751589,120.858965862,0.832479,90.7661,198.544,-201.602,305.634406272,283.930421907,5.16199824459,1182.05129994
375,108.758929909,123.644,10.2658293521,198.082669662,68.1925,198.233,129.156131413,198.1534672,401.263894059,375,420.530942659,7.34309277013,0.832816,90.8732,198.075,-201.215,164.286609006,281.980655191,5.23789738844,1118.4651886
376,116.717631202,119.322,7.38079247019,197.849702925,68.2515,198.002,211.368142471,197.91791191,684.68163207,376,451.216020244,46.2685259274,0.815762,90.9595,197.834,-200.892,195.452427211,263.460875672,5.17691564042,1130.57381685
377,133.797630283,118.48,-29.9762366003,197.609318788,68.3408,197.762,269.703629539,197.679998976,826.999120338,377,426.543434006,106.018221216,0.849885,91.0467,197.608,-200.589,179.758454009,231.438717328,5.19247517003,1015.97944437
378,139.998192903,125.199,1.72065996862,197.536288968,68.4037,197.694,142.388600306,197.607863887,484.192431999,378,415.182174942,158.929531609,0.864732,91.134,197.525,-200.535,203.491470048,212.353848823,5.18643439682,961.988839035
379,138.923931794,130.532,0.0487698726175,197.004838071,68.451,197.169,157.206382579,197.080005016,444.82203584,379,673.976837143,155.786024572,0.76992,91.2186,196.999,-200.01,220.168114356,320.032291385,5.25256118385,1266.79579532
380,131.920918389,117.159,148.731033616,197.235461914,68.5276,197.38,90.3440819022,197.30591677,406.664657445,380,402.127384103,142.248078601,0.882348,91.3012,197.225,-200.291,299.354734183,242.813409441,5.1182708898,1041.57318966
381,141.932713694,122.645,-5.63861683526,196.978825491,68.5989,197.125,172.294543296,197.040184293,481.481906834,381,550.812795497,199.707156788,0.829624,91.39,196.97,-200.014,151.114626811,286.643607331,5.19889746417,1336.0075441
382,106.185715572,118.126,-4.48919380273,196.705145958,68.6561,196.851,153.882683491,196.767591991,436.977675672,382,386.174952801,-27.8611324692,0.864999,91.4613,196.701,-199.696,132.136364509,271.121623506,5.14222093482,978.108539917
383,36.9964897877,127.666,1.46983747254,196.547158975,68.7318,196.663,173.513822304,196.610799469,481.813759754,383,134.032274246,11.2557341942,0.83096,91.5214,196.526,-199.566,210.294728949,276.52368218,5.27471956997,1080.16768487
384,137.894404364,114.093,0.609115801439,195.772935089,68.8117,195.932,177.349249569,195.840773733,473.831298118,384,429.264706112,-45.4005379008,0.853658,91.6014,195.766,-198.843,204.064549204,293.908159112,5.1271118196,1252.05201827
385,117.210763014,115.638,26.6317930805,195.906782282,68.8453,196.06,204.784194061,195.98302649,611.970777902,385,398.060058497,50.6071576583,0.83146,91.6735,195.903,-199.026,196.947607639,218.816430119,5.18434222495,944.811650204
386,116.612411459,125.336,0.516277615762,195.820812641,68.9173,195.967,106.892006733,195.894913287,339.651375271,386,361.749383023,55.1754890659,0.833541,91.7961,195.813,-198.868,106.210801246,307.704561845,5.23515878026,1525.60787414
387,124.997257781,136.736,-2.66571261531,195.557116537,68.9855,195.711,160.978642343,195.626273974,461.38430855,387,574.35143146,133.104016732,0.859765,91.873,195.544,-198.61,207.581867766,321.800438761,5.33140207718,1563.48026724
388,103.332815714,111.734,1.9037354096,195.656026329,69.061,195.795,176.604201078,195.724385371,509.95153339,388,299.904210769,45.8627693999,0.844852,91.9527,195.645,-198.666,251.408595446,245.227499628,5.11265002658,1204.54552833
389,126.15738969,129.882,4.22521703902,195.579765447,69.1557,195.733,203.008282412,195.656247485,623.837683367,389,439.918089508,58.8200337423,0.855647,92.0338,195.566,-198.49,198.593241942,242.957261119,5.18574170683,1044.24866121
390,150.580664057,123.128,-5.30848351936,195.219934719,69.2433,195.393,226.937661255,195.293495106,724.86817841,390,431.470847822,199.661331781,0.871199,92.1257,195.227,-198.241,195.595795501,203.114960294,5.15939402096,1047.20212197
391,136.360901458,109.753,3.91597836462,195.154037975,69.3083,195.296,193.415177736,195.217384609,509.548254761,391,427.619146614,207.375955013,0.922371,92.2361,195.142,-198.201,202.491735202,244.74850719,5.08973097784,1477.91004861
392,67.6368388175,120.125,59.5520529487,195.172181198,69.3628,195.311,122.147034387,195.237906648,419.076663502,392,169.536199856,26.6004598855,0.874378,92.3044,195.155,-198.113,213.408472952,206.411127756,5.11546893344,1144.67547756
393,116.228301708,109.412,-3.00011361821,194.872535444,69.4147,195.005,128.024416773,194.93807399,381.889134742,393,409.537027164,102.919983657,0.891303,92.401,194.863,-197.862,118.044699634,300.575262477,5.04573588035,1083.29533173
394,110.232512306,105.989,129.532640398,194.62619215,69.4658,194.781,79.9901251686,194.696246999,352.325143846,394,488.958921463,47.347848243,0.851495,92.4976,194.612,-197.665,272.583373551,343.472711969,5.0457102719,1123.07510894
395,120.880261302,118.132,0.210451047704,194.755599048,69.5136,194.898,56.9040482113,194.816206481,158.543011029,395,387.992942325,114.753321136,0.86897,92.5776,194.752,-197.814,69.4778979567,258.937462215,5.13165711962,1221.21618115
396,139.271999461,126.411,3.01333959913,194.145330904,69.6191,194.314,131.428701113,194.222206279,395.128484129,396,568.177183619,217.056858988,0.856867,92.6534,194.137,-197.086,171.071974232,312.948330233,5.22378153674,1628.86701498
397,79.9188878057,125.906,80.2431631342,193.804505995,69.6825,193.966,186.791491856,193.886521868,549.316953796,397,533.758127101,-66.8111554987,0.744152,92.736,193.789,-196.784,249.636583822,424.834624946,5.25241732461,1054.27014466
398,130.686531113,121.343,3.06452163288,194.364236278,69.7607,194.52,123.285681311,194.437894378,403.702253194,398,423.315804731,58.2350976145,0.860797,92.7889,194.361,-197.348,160.231886361,265.24905337,5.09935077284,1181.09706984
399,119.406423762,108.643,0.691566173002,193.37840149,69.8295,193.541,213.457653571,193.459859486,606.222717153,399,446.936090919,55.334898406,0.836717,92.8812,193.364,-196.318,179.438935354,340.667844837,5.03287825518,1316.74866153
400,124.885356744,116.469,-1.58713731234,193.419305486,69.9408,193.597,99.4110548428,193.495226514,261.848253982,400,394.375254355,51.7421067906,0.886549,92.9307,193.417,-196.374,83.359217178,201.017031582,5.16446389695,1030.72610514
401,115.988004597,110.31,37.5984736272,193.429085999,69.9837,193.583,97.8996642273,193.497786618,304.694343347,401,260.654201316,97.7075032664,0.87112,93.0234,193.423,-196.285,172.379356087,161.198681575,4.98197885582,1341.2274988
402,113.164066736,115.65,3.54973273606,193.200062593,70.0557,193.341,108.021105854,193.271925521,336.529103145,402,296.368269813,34.2819984584,0.891155,93.1414,193.185,-196.069,148.892020509,190.710410295,5.12051123847,1179.53151235
403,137.779246238,119.447,10.4961198363,192.966525429,70.1126,193.14,110.599241458,193.040114436,347.712509904,403,549.24015458,222.400586965,0.905781,93.2085,192.958,-195.882,119.285256382,307.645453596,5.11898468054,1332.08502428
404,114.780814715,114.52,70.7833496679,193.009758086,70.1739,193.165,222.177935535,193.087891141,741.318231729,404,648.733492053,28.9655951431,0.887838,93.294,193.006,-195.864,395.364390018,290.364363414,5.07263880159,1226.74922574
405,134.517802075,113.027,4.4892820374,192.742302841,70.2682,192.865,155.939652586,192.815646641,497.159607547,405,536.445693547,127.874237772,0.87027,93.3937,192.727,-195.6,170.41872808,382.152561442,5.10222418221,2007.69356534
406,117.037673587,118.324,5.60147324054,192.452003287,70.3037,192.596,75.84514466,192.52289742,253.200556596,406,454.616050139,69.9700868498,0.861303,93.4905,192.437,-195.348,114.138086358,228.925797228,5.13236496396,1101.36412461
407,125.121304509,105.279,28.858508733,192.33631913,70.3737,192.491,106.457492939,192.410367675,408.436462459,407,628.205219002,199.275676734,0.824801,93.5495,192.339,-195.223,191.16470573,318.701602388,4.97171170089,1369.982319
408,149.763717455,117.76,19.1960516847,192.101477449,70.4226,192.251,155.750761607,192.167179535,463.37153028,408,505.727511211,227.899071194,0.897392,93.6292,192.09,-195.0,196.53330981,258.867537924,5.1510433123,1330.3626509
409,147.648740812,109.749,18.2868872491,191.752546951,70.4785,191.903,135.167799962,191.813401447,521.898633521,409,492.473846002,147.061231866,0.864342,93.734,191.738,-194.575,223.101180903,305.264165371,5.00680410177,1413.85606
410,152.87547112,113.401,1.98783573376,191.688435257,70.5575,191.831,191.616295156,191.754254163,507.911555383,410,576.263738918,173.823092223,0.888466,93.8195,191.677,-194.525,211.660192362,262.577395284,5.09279146166,1174.94543313
411,126.865832113,116.351,17.9864492995,191.839575444,70.6487,191.974,98.9875469585,191.902934828,323.326951479,411,406.150210078,149.835784519,0.880574,93.9035,191.831,-194.674,229.223210043,213.307855474,5.01942173136,1095.66481158
412,142.511116169,113.94,-2.06963006253,191.139842356,70.7492,191.285,143.709959553,191.209432371,415.47552511,412,364.514140177,123.425825282,0.893396,94.0014,191.124,-194.094,143.367368297,187.106050784,5.07222934074,974.87635282
413,127.752512711,114.183,10.9841648693,191.541610044,70.8013,191.688,243.633496511,191.608310104,768.317294568,413,504.519484802,224.631989459,0.885622,94.0867,191.535,-194.397,261.75955009,220.349652289,5.02904326192,1058.89858617
414,132.749721472,102.922,3.05457536131,191.526023611,70.8471,191.697,221.685286646,191.600793886,683.123348157,414,337.216021025,171.178496704,0.906769,94.1908,191.518,-194.353,178.603005283,136.781522624,4.95992791173,868.308812904
415,117.396237601,108.386,21.6080731811,190.963740681,70.9008,191.104,185.347720245,191.028966097,597.030958245,415,418.680807642,83.7565839567,0.890642,94.2853,190.95,-193.813,207.029717476,251.348058251,4.94164793193,1078.10004482
416,112.07299547,120.553,5.32337406715,191.557160093,70.9495,191.705,272.756242522,191.628128019,722.335401206,416,677.71282027,55.6458472925,0.896746,94.401,191.546,-194.385,284.545764251,440.197479834,5.02337017758,1432.6231656
417,110.665685964,119.96,75.0617026731,190.716362327,71.0358,190.881,200.865133559,190.787378373,676.881321999,417,256.284990373,85.0883305892,0.912686,94.4748,190.71,-193.559,301.839291721,85.5840112936,5.06798509879,463.314883781
418,111.583188816,124.774,-8.1823445829,190.526494724,71.0756,190.675,184.797299694,190.618510498,534.431892408,418,374.172403876,47.0949429371,0.900137,94.5609,190.511,-193.454,169.167737767,235.752016623,5.13251239275,1131.93576945
419,112.389832654,121.27,5.51252466666,190.473097992,71.138,190.659,116.18024548,190.553463082,323.103141989,419,432.620404587,23.5198864646,0.881175,94.6444,190.469,-193.356,121.011911145,325.942154965,5.06258738992,1648.67256548
420,105.628235344,103.71,-8.56056025674,190.537561424,71.1792,190.699,128.46041106,190.616764723,298.174754516,420,303.213702266,35.9465529621,0.892484,94.7271,190.524,-193.332,144.870856653,231.081633644,4.97032580984,1026.28283687
421,104.050010492,115.506,5.00769034846,190.408116069,71.2597,190.583,105.143854475,190.472722166,344.755711836,421,272.440021852,7.54355094666,0.88601,94.7618,190.405,-193.252,178.453588564,153.217138542,4.99245502746,648.509298232
422,120.911558555,102.654,7.42538103787,190.696300516,71.3223,190.875,194.310339036,190.782149536,522.649400757,422,350.946350384,29.8243767421,0.898637,94.824,190.702,-193.533,311.635290804,216.881353543,4.88790552069,1046.56643905
423,96.234812747,123.901,-0.0216941689408,190.025657972,71.3474,190.188,105.290007698,190.112210273,302.576744045,423,340.512961399,-42.2609284626,0.888607,94.905,190.003,-192.89,123.255241556,274.735452438,5.07652494701,1370.46045363
424,115.712107622,104.691,76.5881764476,189.99876648,71.3752,190.166,113.557172762,190.073019208,358.627583082,424,234.805335812,113.666796235,0.926787,94.9696,189.996,-192.919,207.465958931,117.816635224,4.96716040504,681.422425502
425,122.222428733,117.685,143.92746113,189.934210347,71.4658,190.074,63.6518465549,190.004336323,342.608907983,425,356.557573498,37.0405515642,0.904391,95.0712,189.925,-192.846,214.918040416,187.447782143,5.01351056969,854.044105132
426,116.622388517,113.563,22.9094729794,189.978007325,71.5418,190.125,151.845332733,190.050978288,358.776959057,426,384.794547673,111.876058667,0.883779,95.1777,189.961,-192.797,162.375094382,177.796483253,4.9973010746,866.787679668
427,151.253214942,106.766,31.9263106735,189.661364174,71.6129,189.835,144.378223101,189.751531553,422.265946491,427,647.856220307,215.514300072,0.889047,95.2758,189.658,-192.486,276.211523184,273.994684507,4.91628128626,1314.46675075
428,133.590282751,109.974,26.4875840216,189.694526184,71.6665,189.851,188.069000428,189.776157236,511.961595272,428,422.083756431,80.5469128459,0.891924,95.3792,189.68,-192.473,287.165631528,246.085393737,4.95658210353,1375.84050625
429,89.1050190314,106.172,-1.71021953769,189.75541543,71.7356,189.912,187.174925532,189.833387586,499.590384559,429,363.910268194,10.8445245703,0.894379,95.4746,189.748,-192.644,183.088769602,285.548215819,4.95369201175,1166.87874819
430,151.68836235,107.397,159.557131354,189.580554834,71.7716,189.729,160.580242329,189.651847343,594.774243349,430,435.894993777,126.745040986,0.886357,95.5314,189.569,-192.395,288.194993281,180.393454958,4.95872480291,910.350662179
431,137.570454767,117.897,141.200597055,189.485899454,71.8362,189.637,95.4371418463,189.56401965,451.662060304,431,379.995030502,144.52301375,0.896628,95.6225,189.48,-192.366,304.472368513,216.487553522,5.02913215809,1209.34073843
432,139.228439309,106.529,92.487181444,189.201291746,71.8689,189.356,109.484801576,189.276618969,418.601492644,432,487.211821011,135.61497952,0.875843,95.6604,189.192,-191.99,267.895813414,231.332311308,4.88412863493,1080.95817128
433,117.354883347,112.298,3.29466358703,189.107890808,71.9486,189.259,144.508537559,189.182881273,421.957454152,433,358.982406184,2.19862738617,0.905278,95.7481,189.099,-191.881,139.965859647,198.596376918,4.94506119517,897.520251816
434,114.341740397,121.931,23.3865270108,189.06350169,71.9878,189.23,102.715870793,189.146583759,322.21374419,434,386.943753721,22.9139134476,0.89289,95.8169,189.053,-191.853,151.867600172,207.446371811,5.03500820616,1055.96072745
435,104.237543402,107.812,5.71131101494,188.968415253,72.0266,189.123,139.543443072,189.039189487,453.083454232,435,431.567744662,32.6363122417,0.887873,95.8998,188.966,-191.678,238.917479105,282.160169575,4.84709290889,1095.68572059
436,121.736944675,104.76,11.816558255,188.474131834,72.1044,188.644,130.951791901,188.545327105,398.217208057,436,435.871212122,71.9154393151,0.866376,95.9607,188.464,-191.294,190.611779478,267.07984247,4.87464630076,1230.17591692
437,125.391412663,107.472,26.4528924957,188.819864162,72.2076,188.954,330.088998252,188.890677944,872.060748467,437,456.208841652,-25.0107914282,0.86864,96.0454,188.805,-191.583,361.445067779,328.010275145,4.90461213254,1709.43390251
438,98.5580315743,115.414,6.10067929587,188.464334419,72.2677,188.605,128.835453349,188.532801199,321.838698913,438,421.512593103,-13.2754015685,0.891357,96.1359,188.455,-191.255,228.095831927,328.796530665,4.9497697986,1488.09207127
439,133.129827775,121.933,153.645301165,188.1066181,72.3362,188.293,62.7457996128,188.192364596,349.871235431,439,430.592492431,108.186050205,0.896898,96.168,188.097,-190.99,237.362602147,257.146114293,5.04883528375,1127.28855807
440,89.6114376017,117.449,2.47100226676,188.160646382,72.382,188.334,178.187956702,188.244182795,628.936892891,440,403.015148344,0.423935868372,0.896281,96.2534,188.16,-190.932,177.002337244,335.733314336,4.94666811767,1075.91197582
441,128.602360548,117.258,4.23537345324,188.175635474,72.4576,188.331,125.968722269,188.240763593,391.202679995,441,362.801351648,71.2030487039,0.884967,96.3472,188.173,-190.907,195.7794632,192.844377045,4.98231045082,950.554269158
442,151.612944541,114.523,58.9294282636,187.914502857,72.5341,188.05,82.4531417992,188.006320048,273.571830001,442,564.45929695,145.672962275,0.861272,96.4505,187.899,-190.629,196.970123913,319.370373126,4.93281346546,1538.87483151
443,135.300127109,113.66,-1.30544163606,187.423534685,72.5926,187.611,128.369563721,187.521727545,361.104023757,443,289.456295406,142.062653536,0.90918,96.5306,187.412,-190.175,182.074522695,138.151516277,4.91759251611,1142.80082256
444,137.497730391,110.199,4.97809072323,187.339948783,72.6403,187.495,112.467671362,187.421655595,381.111472976,444,584.731901029,171.231831501,0.895637,96.6364,187.327,-190.098,222.503573059,425.453278479,4.88331358059,2020.79233948
445,139.761057292,102.396,24.2990685298,187.194059762,72.6948,187.36,140.734551366,187.272712214,462.558768577,445,460.991471707,176.107526783,0.845795,96.7029,187.192,-189.97,174.181205938,242.74757305,4.86414475455,1229.95955932
446,138.355281941,103.261,45.3724086001,187.123179197,72.7828,187.28,216.209506471,187.203771459,716.386310405,446,551.996128045,132.129611924,0.87716,96.8046,187.116,-189.886,348.427917976,275.64679481,4.83451613271,1058.94388434
447,107.29600518,107.437,2.79421999254,187.444453244,72.8551,187.622,151.804010267,187.528774457,527.189458273,447,553.349599637,32.6680352057,0.86943,96.868,187.433,-190.177,181.990214692,400.712863605,4.86219656416,1305.55022207
448,118.572032601,107.881,174.027644571,187.108179366,72.9069,187.265,100.385891763,187.175071529,468.196958416,448,415.433400081,116.912446186,0.837192,96.9396,187.103,-189.785,282.666539207,249.607683042,4.82263867046,1231.76759093
449,138.532863856,94.3923,12.8614569833,186.900130898,72.96,187.041,124.633073811,186.972773792,443.837113012,449,349.438092552,136.666360682,0.900456,97.0111,186.897,-189.548,203.676243313,141.006966678,4.73478177419,795.234164234
450,128.980956842,115.521,41.7730985173,187.227106092,73.0246,187.359,214.945745653,187.301368494,634.349553708,450,386.88062975,47.8552366007,0.888959,97.0939,187.204,-189.876,300.352581084,208.792163981,4.95436045604,1250.79906917
451,161.751360474,106.34,-4.2518747048,186.795376709,73.0663,186.955,345.71274881,186.871898095,1030.78839235,451,442.190177948,191.583622212,0.893817,97.1725,186.793,-189.448,294.491360256,211.833354506,4.90522798754,1166.94184998
