Epoch,AverageDiscountedReturn,AverageQLoss,MinEsReturn,AverageY,PolicyRegParamNorm,AverageAbsQ,StdEsReturn,AverageAbsY,MaxEsReturn,Iteration,AverageReturn,MinReturn,AverageAction,QFunRegParamNorm,AverageQ,AveragePolicySurr,AverageEsReturn,StdReturn,AverageAbsQYDiff,MaxReturn
1150,212.686388931,197.36,61.1840982939,256.287109071,108.496,256.446,244.935028977,256.36067531,704.350465765,1150,1870.40788456,332.517654405,0.941724,145.194,256.291,-258.899,353.511507251,727.637216339,6.08642074973,2795.08174142
1151,191.973632621,211.642,78.1087611742,256.703108338,108.544,256.85,343.090198707,256.789660585,988.187921304,1151,1564.41814995,92.4180099801,0.938587,145.257,256.688,-259.419,508.269485996,1009.99076208,6.1976674925,3121.11438082
1152,202.762453058,202.257,23.042948131,256.748173912,108.549,256.948,179.184902283,256.837310522,562.949530044,1152,2097.73532489,378.526617804,0.954975,145.303,256.745,-259.601,303.965892518,649.66343826,6.16987786566,2858.46096306
1153,197.402797345,190.272,10.0674493067,257.264806765,108.604,257.418,385.632004276,257.356895556,1106.43025391,1153,1644.27174274,443.511494547,0.947023,145.393,257.245,-259.954,477.883722099,920.039900224,6.01415597742,3522.7599259
1154,217.022852888,205.493,104.251826874,257.624230336,108.643,257.77,517.685083171,257.69511474,1514.77228168,1154,1626.00172422,411.645081612,0.948573,145.465,257.618,-260.224,590.427286069,633.24355025,6.17850465829,2574.926197
1155,214.393127723,212.857,6.49453947792,257.119982337,108.661,257.275,655.281689164,257.205361584,1563.92487103,1155,1746.41435249,334.649643201,0.940649,145.536,257.106,-259.73,661.005839835,860.640389846,6.20048155336,3866.35310505
1156,230.397560595,189.804,7.99766294822,257.941307255,108.725,258.128,419.863160286,258.02825381,1092.00686009,1156,1310.56609185,376.209943648,0.930577,145.6,257.947,-260.554,316.4269045,802.394704134,6.08799209596,3192.9987415
1157,154.463614558,203.623,14.184531994,258.122493078,108.769,258.298,317.021782154,258.202861154,828.8962111,1157,1314.084404,127.565997019,0.924175,145.679,258.111,-260.774,265.999999134,814.45951658,6.10620087692,2554.71066902
1158,204.082332012,222.281,114.654074804,258.070250555,108.825,258.198,239.770342418,258.140724267,769.34980674,1158,1434.07760646,447.561397171,0.921532,145.73,258.045,-260.681,418.975540022,638.233181885,6.15477757926,2866.1291564
1159,198.079525544,216.01,104.563092367,258.147898288,108.857,258.291,427.935516941,258.220017892,1166.40941023,1159,1215.58199835,337.331183248,0.964452,145.775,258.134,-260.853,459.018029767,620.617120465,6.18877622738,2541.49104709
1160,223.480168486,202.421,257.359739709,258.626716725,108.864,258.782,686.642051987,258.703651473,1815.13371312,1160,1714.05482285,387.285969202,0.937325,145.851,258.617,-261.263,853.170218476,896.314976288,6.16049858744,4055.05584572
1161,171.267946532,233.111,10.6732551145,258.356671337,108.921,258.493,126.86125986,258.415883442,435.185285762,1161,1353.49208384,170.961892015,0.937209,145.91,258.347,-260.972,192.654857863,871.460253323,6.25714393543,3427.96445869
1162,237.19320785,220.035,-0.406519958658,258.276766375,108.957,258.449,340.238382342,258.367506479,1112.21912824,1162,1204.99177644,268.730717175,0.951761,146.002,258.266,-260.892,307.741735536,585.93416443,6.1755212965,2860.02916186
1163,208.739435229,211.009,46.5934454564,258.694642485,109.0,258.876,256.275237874,258.784089198,642.704225674,1163,1355.90513414,349.668336695,0.931411,146.067,258.686,-261.256,374.793392663,614.489457371,6.05533340825,2685.15462037
1164,234.132804193,223.074,8.48482736179,258.627291657,109.046,258.789,288.446718615,258.706181688,723.435212996,1164,1382.03335748,351.557220534,0.953492,146.15,258.62,-261.296,262.914963151,687.30190768,6.20340424827,2564.40938918
1165,216.128482495,209.726,20.7904095565,258.977097276,109.09,259.152,382.543949746,259.060680738,1186.44616718,1165,1148.41895166,270.429360927,0.953604,146.207,258.968,-261.516,527.81165897,726.645857305,6.10526390087,2986.92991315
1166,213.364606373,222.015,-2.5560964088,258.702703042,109.119,258.839,424.816538732,258.769159888,1161.9763134,1166,652.51830569,351.955937342,0.935876,146.283,258.696,-261.47,515.383789902,326.389620429,6.22276290028,1827.7585008
1167,221.165882298,213.838,160.069001136,258.841847534,109.166,258.998,452.321947477,258.921149645,1380.72244433,1167,1282.33407416,539.258327552,0.938482,146.342,258.83,-261.471,567.022234108,523.001603876,6.1083399366,2581.60659268
1168,195.05758093,209.526,77.4804013451,258.70471342,109.196,258.875,325.044995738,258.782134528,895.837505334,1168,1144.08363413,467.931889087,0.943488,146.431,258.702,-261.304,490.325428735,872.950184303,6.04257237337,3877.09192894
1169,194.43833009,221.315,76.7458356227,259.179596413,109.24,259.326,161.067350013,259.250793523,605.123015693,1169,931.74745028,128.521476001,0.92227,146.486,259.172,-261.822,255.221324144,452.03280334,6.15574853448,1755.00870965
1170,223.022721754,215.572,11.941897255,259.787202134,109.281,259.931,483.481417273,259.848313704,1084.71530913,1170,1876.03361717,304.393866537,0.957277,146.554,259.778,-262.373,576.435754838,900.279654411,6.13349538316,3167.39551754
1171,227.259635728,207.789,14.7480077908,259.684441342,109.292,259.884,519.214494209,259.768421055,1455.47857992,1171,1280.21672773,474.234471064,0.938123,146.606,259.673,-262.324,425.811343233,393.549972838,6.0793452637,2131.10189207
1172,174.717652118,209.246,4.02461420305,259.952438361,109.34,260.119,159.290757834,260.042467728,459.436459734,1172,1097.60421598,102.541949382,0.952408,146.658,259.947,-262.593,155.656476839,998.240205822,6.04775004711,3135.33745948
1173,208.923243621,209.674,216.497661771,258.996936734,109.36,259.159,665.303339397,259.07000245,1841.84829958,1173,1981.91371395,126.206804526,0.961158,146.739,258.972,-261.625,995.008544167,1129.73264275,6.15099586725,3873.88944332
1174,246.989898998,232.171,3.95172561733,259.800305014,109.405,259.976,269.877248158,259.879879134,813.449972095,1174,2807.6101598,1502.36803562,0.965319,146.807,259.807,-262.476,286.532920328,899.584045823,6.28998922662,4142.44689887
1175,233.283173494,212.329,-2.68478554203,259.691998313,109.463,259.847,264.009414304,259.773355793,752.333614699,1175,808.023408565,331.484573771,0.926646,146.864,259.68,-262.334,268.687042586,226.814893707,6.1316308376,1472.76650342
1176,247.576310622,220.811,18.1616912863,260.075998683,109.511,260.238,204.189042431,260.137476946,620.650768685,1176,1782.26747271,585.393603702,0.925918,146.929,260.068,-262.695,250.67601946,738.574191982,6.20040603315,3357.11575366
1177,184.42516399,250.055,26.9754259508,259.739220334,109.562,259.939,141.470327046,259.842451617,436.680451732,1177,1450.51923844,94.8484111471,0.946781,147.001,259.73,-262.256,198.121778808,876.533228938,6.41677889629,3331.32405165
1178,218.050766213,192.706,8.41963158144,260.39781919,109.602,260.578,485.163724991,260.477288566,1221.16434097,1178,2168.20463734,657.962192319,0.94047,147.08,260.388,-263.023,410.850189512,1044.40135796,6.09839172816,3585.2887923
1179,196.905335544,209.158,16.401637104,260.60344708,109.626,260.77,156.301500332,260.677262785,437.634826782,1179,1526.55940629,185.218027886,0.935276,147.133,260.601,-263.216,231.355214794,801.612903574,6.15769565931,3360.7245817
1180,191.240456542,216.809,41.2078198102,260.403052269,109.619,260.557,266.866205215,260.468579325,936.94130728,1180,1430.04018873,36.4161503707,0.929991,147.2,260.389,-263.067,359.711827299,1042.62302941,6.23307716304,3188.05058165
1181,258.910019113,220.022,3.60963323995,260.609433538,109.654,260.752,357.513563679,260.681837425,976.861436575,1181,2015.08413205,581.018603457,0.928502,147.254,260.592,-263.351,244.667940856,912.544760344,6.19973040144,3506.47537721
1182,225.156761615,208.717,15.9191106136,260.881323939,109.659,261.035,185.191864327,260.934089599,512.060135211,1182,1555.0433595,369.677174832,0.921925,147.328,260.883,-263.614,243.90217201,735.270198347,6.17586324512,3201.76978506
1183,197.380905338,221.046,18.6471866081,261.247357632,109.702,261.4,281.886605426,261.3213526,903.532365459,1183,1772.75571241,343.506439411,0.918976,147.384,261.232,-263.98,286.862856205,869.362963572,6.24298251472,2965.00492192
1184,241.884118383,224.238,2.27803220237,261.39243022,109.758,261.569,443.47259569,261.466288905,1311.39917135,1184,1427.4613596,506.630317613,0.925629,147.497,261.387,-264.125,373.368104357,562.045716918,6.31055153883,3435.82822353
1185,234.286569132,214.179,15.920042929,261.375455884,109.815,261.536,491.61501267,261.448421796,1521.23603409,1185,1164.9907199,379.467982334,0.935439,147.551,261.367,-264.095,420.428531261,614.999032778,6.19689048367,3285.95696076
1186,238.725712316,233.28,121.076502431,261.581584403,109.886,261.763,141.089631121,261.684410179,510.152406716,1186,2266.18399292,847.362944827,0.914199,147.609,261.568,-264.298,316.067631901,827.749578616,6.34334519831,3295.27302646
1187,221.847131062,225.57,43.7138816225,262.446741119,109.934,262.612,616.861664714,262.531059911,1886.01748561,1187,1483.74678522,51.5515992398,0.931897,147.66,262.438,-265.132,516.993235447,968.252547364,6.23144564343,3121.36535071
1188,233.350684625,213.918,31.752250522,262.009542873,110.003,262.153,151.455750081,262.088908595,384.678024196,1188,2407.54676087,1045.42939416,0.937998,147.766,262.001,-264.629,175.204452634,589.307235409,6.14208399942,3050.35174246
1189,238.268447268,232.854,8.58217387203,261.944610423,110.014,262.098,637.648384217,262.02083618,1914.66675513,1189,1837.59828744,810.260310482,0.94089,147.835,261.928,-264.725,532.541519443,765.863130333,6.34964375871,3312.44086206
1190,226.855463655,209.593,6.89739763104,261.978704834,110.083,262.127,287.561579611,262.056969486,754.52320151,1190,1863.55890184,571.978082886,0.938493,147.911,261.976,-264.745,422.318398564,752.430258019,6.1804353984,3073.65907306
1191,228.874795468,242.338,28.6933013074,262.862890974,110.114,263.022,295.490719392,262.930077545,859.772656132,1191,2115.37085025,462.45647048,0.928739,147.987,262.851,-265.638,575.832600161,813.210422125,6.39417975554,3280.56018681
1192,268.476417034,207.642,8.18326063911,262.058113132,110.126,262.222,605.060182875,262.132159384,1444.40346176,1192,2268.82000136,1229.75302553,0.950516,148.07,262.045,-264.719,560.508554443,681.884366481,6.19019938781,4027.0973025
1193,223.472451652,211.094,3.24934756092,262.543276658,110.165,262.732,561.150968258,262.614306423,1704.28157007,1193,1559.17952509,417.364624502,0.946917,148.126,262.536,-265.187,404.372722501,784.006858362,6.21027280665,3329.60720946
1194,218.325704722,221.101,88.1262192652,262.866785825,110.212,263.039,496.847465376,262.96532551,1334.38300961,1194,1057.46092601,127.332429598,0.928951,148.201,262.86,-265.6,492.870904191,455.874443674,6.30431843045,2530.10978029
1195,210.226779364,209.401,15.1239759122,263.351713582,110.271,263.537,282.276065089,263.442680893,794.05300466,1195,2001.32529803,337.731013809,0.912242,148.289,263.349,-265.981,236.35758079,987.581270126,6.20928154141,3393.78740297
1196,227.944992905,223.093,403.490756151,263.317163829,110.319,263.486,520.035233085,263.391392338,1586.75834188,1196,1494.30365916,390.912594761,0.918018,148.322,263.305,-265.993,858.95746952,696.374499424,6.23818227689,3592.77665711
1197,237.325873431,215.447,13.6532899015,263.407537087,110.281,263.566,315.364484377,263.481144728,909.001094756,1197,1298.12964902,208.733510931,0.950604,148.377,263.396,-266.169,394.053717974,666.91458625,6.26629050139,2837.19109192
1198,231.678896295,223.73,21.8685886657,263.95130457,110.331,264.111,302.278700578,264.028875879,891.160354424,1198,1923.43185607,766.863438981,0.933963,148.43,263.936,-266.586,392.293807639,753.694730914,6.2484425829,3517.31198635
1199,206.599331609,202.41,37.2297870683,264.193427522,110.368,264.341,643.23263455,264.264505698,1639.87661839,1199,1746.19620719,252.336657439,0.94295,148.491,264.181,-266.802,545.937799881,683.827131355,6.15533456548,2848.00859889
1200,178.999419807,232.934,19.3840545397,264.140006287,110.378,264.258,285.853253636,264.204122315,863.757794029,1200,799.776654893,217.077534709,0.863992,148.587,264.122,-266.737,292.678089889,625.78815659,6.3842069262,2703.07441771
1201,249.163299276,219.194,16.4822999054,264.507817611,110.374,264.648,584.758072119,264.558467288,1707.52302497,1201,1293.55694315,335.329975323,0.956708,148.671,264.504,-267.181,577.176788526,849.528416465,6.26746407186,3274.63890822
1202,259.099742691,194.074,7.97304858849,264.779024649,110.404,264.92,301.239245587,264.850689574,734.332921317,1202,1816.70864328,132.352170034,0.923387,148.741,264.768,-267.328,277.367124185,1137.61224312,6.07931819479,3603.14709499
1203,39.4353035868,235.467,44.7867567797,264.369430778,110.432,264.565,888.15187797,264.460936629,1821.09051272,1203,202.591568811,25.4323465394,0.936253,148.804,264.369,-266.976,932.93863475,681.669766568,6.32358325135,3749.86670445
1204,196.38049578,234.204,52.4301961271,264.314190546,110.515,264.507,486.299811948,264.391760837,1392.26172502,1204,1336.06155715,60.6608868731,0.954435,148.857,264.321,-266.961,649.699054673,1000.06663743,6.40401630848,3355.50823729
1205,201.887314332,248.958,8.90909382546,264.757008021,110.543,264.896,275.228152674,264.839979503,752.11215162,1205,1989.48025599,173.161723671,0.938768,148.928,264.734,-267.346,239.357784539,947.044579104,6.38220968228,2963.0185343
1206,194.301596143,240.833,18.9985782609,264.094820938,110.565,264.249,390.944635663,264.190959128,1109.88195893,1206,1376.61746971,397.293466381,0.937656,148.997,264.074,-266.669,414.056446054,1058.10647844,6.39279524849,3602.19148549
1207,239.500612982,222.335,18.2112429618,264.42296154,110.585,264.63,320.888607869,264.522936598,796.38803506,1207,1741.50683406,613.998754422,0.923618,149.059,264.421,-267.006,476.347204035,760.019509953,6.2170795103,3425.92968685
1208,186.658478333,226.59,-0.672388643361,264.249382257,110.62,264.449,785.457967176,264.339912841,2252.43396584,1208,1303.77084424,195.95663653,0.959546,149.128,264.253,-266.915,613.382812634,928.032338062,6.31645434315,3810.302813
1209,185.207253712,220.02,8.15551731202,265.404821353,110.637,265.59,424.151594162,265.493286646,1177.98821208,1209,1469.62709019,358.694556006,0.892382,149.185,265.388,-268.085,392.763704834,901.041014798,6.24417865689,3261.51149759
1210,208.783616289,220.648,16.9620044873,265.274163832,110.68,265.448,303.41731843,265.360338325,820.7190672,1210,1568.43096192,451.599558117,0.921937,149.269,265.272,-267.865,421.485514482,794.719704318,6.18109145126,2656.33790535
1211,234.691595965,203.389,4.53266519649,265.423949922,110.711,265.575,341.785180917,265.503343378,994.84746444,1211,1607.18010306,348.930175933,0.941332,149.304,265.406,-268.063,326.293104474,889.920023215,6.1588242592,3936.95176872
1212,232.196573323,227.193,8.71360554887,264.849516477,110.766,265.039,298.919259972,264.928702879,732.956552361,1212,1732.54917781,600.665932504,0.941176,149.355,264.847,-267.522,263.826665542,769.630763426,6.28805357301,3422.90650623
1213,196.007391311,210.36,14.3734377413,265.508090405,110.779,265.657,339.553044019,265.573231236,925.654381891,1213,2154.29942378,529.481856577,0.917287,149.406,265.497,-268.217,558.771543933,786.25353541,6.20974914265,3091.26609666
1214,210.309105157,234.541,-37.8816508607,265.823210132,110.813,265.996,165.156258221,265.892767107,511.859570697,1214,2248.42466857,346.072351392,0.911821,149.489,265.826,-268.484,180.593548901,999.339224681,6.27839143248,3325.94552868
1215,263.07809243,222.021,12.5317791855,265.707324152,110.842,265.873,398.98483635,265.77975828,1037.12790293,1215,1521.93476752,368.348425903,0.917771,149.561,265.691,-268.319,374.18673263,839.344758636,6.20572881797,3143.43259688
1216,234.202368231,223.195,7.44110165866,265.632601427,110.913,265.787,462.660467377,265.691944951,1515.41760373,1216,2632.00476197,824.551803474,0.910075,149.622,265.626,-268.201,405.632352487,1018.11558798,6.308358609,3618.48421146
1217,226.766195697,222.365,8.48512310201,266.450470818,110.944,266.599,504.967688101,266.535288522,1529.26209756,1217,2123.72197984,881.056368707,0.925196,149.663,266.44,-269.142,349.995513455,683.679635697,6.16532976574,3563.11143501
1218,199.664664381,224.27,23.5804019065,266.584174073,110.988,266.748,291.824813822,266.633020714,959.62859029,1218,1014.66413295,239.235841932,0.936069,149.728,266.568,-269.191,416.723918841,839.856269639,6.24544867936,3391.40087288
1219,257.764791088,214.766,62.944931329,266.120770216,111.017,266.274,331.326854968,266.189205211,1023.9190514,1219,1418.47622071,217.614571343,0.942153,149.767,266.123,-268.686,389.261050509,941.660720572,6.18273188405,4237.67329593
1220,246.699277624,200.924,24.7843370344,266.242025601,111.055,266.402,137.058367448,266.320445344,447.078701747,1220,1678.46795563,222.521883844,0.931252,149.901,266.236,-268.895,170.532065451,864.078061255,6.12812004057,4112.06463425
1221,215.931179853,222.287,56.1473671297,266.148811796,111.097,266.304,392.174756315,266.242262535,1062.04479043,1221,2470.1408598,729.143921681,0.913487,149.989,266.138,-268.717,496.486661796,986.954522475,6.3075220836,3673.95712031
1222,264.348275991,224.696,125.809838306,265.887372878,111.139,266.037,652.000726087,265.953408498,1668.33614266,1222,1983.06232248,707.137242571,0.922294,150.028,265.877,-268.588,777.615089497,901.739781549,6.37609208561,3664.01413069
1223,208.200271114,216.406,855.940207083,267.076517329,111.169,267.241,1323.77194661,267.145089789,3503.4841003,1223,2244.32434256,431.343909663,0.919824,150.117,267.077,-269.75,2179.71215369,897.358836838,6.21061059045,3473.12999146
1224,247.33704506,243.692,8.08763498336,266.624700566,111.173,266.807,743.493794415,266.699204645,2102.1880066,1224,1777.39996005,635.692525507,0.937819,150.195,266.616,-269.282,484.396569228,807.276035367,6.48069456786,4300.48171768
1225,198.328453309,238.757,6.99503373705,267.042504449,111.276,267.2,1074.43096673,267.125528246,2743.88060896,1225,1663.57471835,17.1251978835,0.943889,150.272,267.025,-269.731,596.679063177,883.311688055,6.48868166979,3576.1853762
1226,233.885828514,213.676,15.0893376547,267.383112606,111.312,267.552,170.607517837,267.450659665,500.945245953,1226,1643.51853595,796.464728176,0.915317,150.312,267.38,-270.096,167.124706146,696.123403349,6.22935715392,3208.85793747
1227,210.519428289,241.614,174.653256355,266.96730084,111.359,267.135,326.057120806,267.048098496,1110.09295902,1227,2314.58259429,451.804537038,0.915218,150.395,266.953,-269.687,499.656748591,832.024072277,6.46129008392,2980.53965949
1228,207.357869925,226.601,38.7736949226,267.418013607,111.42,267.576,377.347066789,267.492034119,1152.64102291,1228,1337.28756084,118.85945279,0.897951,150.436,267.407,-270.072,391.318247984,777.462037182,6.30624935104,3033.94958922
1229,217.954923266,211.663,34.2658330979,267.652730588,111.456,267.798,726.776410644,267.730436005,2220.9598275,1229,1553.60210038,421.466021525,0.915011,150.514,267.653,-270.194,471.153883459,735.317968836,6.21625729407,2561.24060934
1230,229.752413415,246.916,97.1450175126,267.94181268,111.455,268.096,236.734189691,267.994784776,769.972407321,1230,1651.418497,640.572627952,0.918592,150.59,267.929,-270.489,394.208637428,890.115810175,6.34942019973,3302.99861587
1231,236.963639026,216.803,15.4572585551,267.054674779,111.496,267.232,880.487465747,267.13558921,2581.46459312,1231,1402.25728281,399.629048776,0.930271,150.611,267.044,-269.638,429.70436969,895.433696437,6.24877590818,3162.68328752
1232,227.227788065,222.323,6.28901101762,268.248040261,111.538,268.4,211.774557601,268.314076983,531.691221382,1232,1452.55336299,266.746902414,0.929109,150.728,268.244,-270.875,297.123657645,888.782633265,6.3703738803,3161.42947526
1233,162.008965335,246.807,119.464418916,267.565543889,111.56,267.751,143.698898959,267.63951609,507.630148141,1233,849.483124913,31.9675286441,0.941057,150.783,267.554,-270.219,321.754913692,749.839742602,6.44294228709,3182.14253224
1234,251.370455859,224.403,57.8606403684,267.810136748,111.6,267.979,263.866370864,267.879905972,873.020041027,1234,1588.76826743,214.979976729,0.934869,150.817,267.794,-270.4,265.833827151,1168.12038629,6.29518903718,4022.74813813
1235,216.02001781,207.816,37.459808249,267.838465921,111.685,267.987,659.625966145,267.91690901,1774.26785536,1235,2011.69606835,647.136254025,0.927817,150.889,267.833,-270.385,716.066652515,774.401675663,6.12752618323,2844.54114736
1236,230.790209334,221.836,227.027617526,268.251205821,111.704,268.432,319.766837832,268.329364288,956.989930562,1236,2318.09294588,1158.30239414,0.932495,150.933,268.232,-270.902,563.676123802,767.792078433,6.30537281923,3644.83852632
1237,216.562261368,247.514,30.2073029502,267.915514765,111.766,268.094,358.478275539,267.983711504,1117.5752008,1237,1460.65788943,265.352693598,0.930111,151.024,267.909,-270.686,409.823566579,998.278965516,6.40460357059,3790.27734963
1238,221.850374862,219.951,9.16123902546,268.54189919,111.831,268.693,325.979077345,268.613121104,1034.79375715,1238,1658.06085563,202.149919031,0.939658,151.087,268.536,-271.134,296.071879047,837.433534228,6.29605208558,3253.81043125
1239,212.755214361,243.217,8.75887562777,268.459229887,111.848,268.609,352.468771255,268.507009226,1159.72036975,1239,1650.71142917,505.607705477,0.933684,151.163,268.458,-271.076,346.911587499,975.158492772,6.4761354995,3573.42980557
1240,220.737084145,242.001,5.59807656506,268.07996666,111.899,268.216,400.497221939,268.133641884,1105.31814822,1240,949.545646927,197.105593841,0.941337,151.221,268.064,-270.678,363.564723222,731.757317491,6.38773970225,2673.37508034
1241,232.708222808,227.677,141.072123382,268.466412638,111.909,268.63,484.557914313,268.543306929,1423.43252932,1241,1824.69392338,727.757374689,0.925385,151.27,268.453,-271.102,753.496959649,941.488850546,6.32526503061,3641.44561135
1242,173.279566478,234.931,151.716800516,268.528772047,111.948,268.686,112.051557725,268.602954079,468.734092907,1242,1282.69574409,157.032203051,0.933437,151.343,268.526,-271.032,309.186877389,987.421503523,6.33698299755,3204.10153613
1243,199.188282735,213.554,-2.15897990149,268.85523016,111.995,269.011,295.321061492,268.919965761,899.069304703,1243,1670.18036195,137.421002133,0.935291,151.418,268.843,-271.494,278.368419268,851.488827117,6.2163422511,3168.17625666
1244,220.093325891,219.994,279.556663728,269.118683884,112.006,269.263,306.771882181,269.180051366,1126.06822112,1244,2128.10510976,783.569788201,0.928018,151.47,269.111,-271.758,530.90784356,991.543156804,6.19858414091,4029.23344282
1245,157.177618128,222.605,55.4769122909,269.25630526,112.06,269.418,383.881476059,269.327500464,1004.51968125,1245,1332.51116694,47.1140781258,0.91081,151.525,269.251,-271.864,360.392871873,804.24552816,6.25468913937,2592.02298758
1246,219.713651863,251.768,34.3085070276,269.393124237,112.066,269.503,435.068182815,269.440638302,1237.515178,1246,1592.3640176,563.370867488,0.909012,151.615,269.369,-271.965,518.367853625,798.931555922,6.44527871325,3482.77684652
1247,217.352422125,244.177,26.1262203821,269.258019061,112.118,269.39,331.539004534,269.309587912,945.509230318,1247,2195.89863161,486.930279497,0.924368,151.674,269.256,-271.912,499.910753715,1038.24102168,6.39013754406,3945.44869604
1248,234.678756882,219.537,180.753396566,270.002066928,112.147,270.168,717.811448551,270.067983925,1931.16867264,1248,2197.36810929,364.875634323,0.932632,151.745,269.993,-272.665,719.489044612,1069.01774937,6.30004789508,3923.37924198
1249,205.932068645,220.524,32.9236679615,269.621493769,112.147,269.823,610.917918405,269.73663671,1862.07990124,1249,1217.18314742,132.459051315,0.930483,151.784,269.616,-272.256,378.424651125,1091.0891718,6.32650067688,3516.13311987
1250,247.075167956,233.044,196.511677643,269.47202959,112.175,269.641,261.400557705,269.557220545,897.026354743,1250,1572.94217724,152.032859139,0.941862,151.881,269.459,-272.054,419.193349128,937.561799673,6.35321850666,3851.16744044
1251,206.033787508,238.668,11.2750420996,269.944109391,112.242,270.118,358.424150739,270.032864105,1010.16164235,1251,1832.16087139,320.791626019,0.945037,151.966,269.936,-272.483,457.72842584,983.088827423,6.3886335335,3550.64736414
1252,191.355658663,211.768,23.6174083971,270.145997628,112.316,270.316,185.1870843,270.213835387,578.510525383,1252,1290.28529111,166.827789995,0.939535,152.048,270.146,-272.738,315.307359941,921.969200008,6.21855376077,3347.58565547
1253,235.309791638,213.137,12.1797690342,270.457018005,112.361,270.599,683.659581949,270.526197438,1509.11785053,1253,2053.11115635,338.857558027,0.952488,152.09,270.457,-272.926,731.675747512,1287.31508049,6.14800870362,3889.44426458
1254,211.162871042,234.122,88.8763794793,269.813867049,112.373,269.955,631.694974075,269.880443935,1740.90936342,1254,1941.73915041,337.479487153,0.934532,152.158,269.795,-272.474,483.930164536,1157.68213327,6.3551237024,4008.70856121
1255,231.952677777,221.82,14.1512623968,270.291816735,112.435,270.471,270.879129564,270.378772418,780.670397496,1255,1795.15948746,919.858543483,0.925072,152.231,270.291,-273.01,300.933921284,621.664750864,6.25794379376,3380.75987051
1256,239.360560707,233.735,6.04151355836,270.619517177,112.487,270.758,285.527284961,270.692667211,673.267907122,1256,1780.60062726,288.454411147,0.948274,152.313,270.604,-273.313,365.47566872,725.824501794,6.32283455093,2956.19960937
1257,208.211763661,226.92,34.0509103318,270.156008221,112.53,270.327,264.519216692,270.229105346,770.575398848,1257,2191.61902304,677.558460225,0.932563,152.341,270.149,-272.722,389.872623855,846.647374479,6.2995603684,3629.16668722
1258,206.724194963,208.741,-4.4500345732,270.58379361,112.571,270.745,226.998885853,270.64878525,692.186322478,1258,1897.90057501,337.716408787,0.917863,152.417,270.583,-273.203,216.506777682,965.495803245,6.11370421044,3269.61423731
1259,216.147665476,246.612,8.44481621571,270.553164499,112.595,270.716,431.233775467,270.600837302,1176.31554591,1259,2056.26703955,800.678240998,0.951816,152.497,270.526,-273.186,359.042215092,1012.58939387,6.43797986805,3821.71344627
1260,220.374336982,243.599,25.1950524486,270.024995103,112.657,270.202,298.281139565,270.109968013,922.388132985,1260,2799.94622643,1191.76173083,0.925253,152.536,270.028,-272.641,332.960886447,877.322891137,6.38364485464,3812.43505246
1261,214.321616025,209.537,16.7260450316,270.929299696,112.721,271.083,439.639171577,270.995495635,1277.68562548,1261,2058.41559443,218.434399954,0.939316,152.586,270.917,-273.518,398.696802628,824.305615599,6.19785551485,3268.06467412
1262,212.846627271,218.923,27.4847411992,270.463656743,112.753,270.646,589.795543293,270.52550284,1824.99821142,1262,1976.43337566,86.0705379637,0.950607,152.609,270.454,-273.063,421.411896439,849.613208705,6.32170492925,3200.17870367
1263,235.688808771,207.298,47.3591239849,271.574006891,112.83,271.74,206.531657277,271.651832134,648.197420656,1263,2115.86903451,512.568088189,0.940258,152.715,271.578,-274.133,330.421977238,1094.95224041,6.15623093454,3681.1403304
1264,157.401920576,217.775,67.7106005014,271.527972422,112.86,271.664,211.716466788,271.598133094,739.110807285,1264,937.855394187,49.126405822,0.937094,152.771,271.513,-274.073,351.583243467,1063.09318677,6.23277530869,3859.35104693
1265,184.729942546,209.171,222.498248945,271.574691496,112.9,271.745,436.585846031,271.640145781,1398.8045859,1265,1301.51574315,446.094096274,0.951267,152.83,271.567,-274.175,928.258167404,519.534949683,6.25861454928,2292.87985003
1266,194.407217819,259.527,1.50019367272,271.877354663,112.921,272.03,224.958130937,271.92924741,680.298343037,1266,1542.69962527,652.317987609,0.929141,152.893,271.871,-274.373,377.480846596,764.578806858,6.46680602508,2899.05479268
1267,203.807452716,228.426,30.4367949945,270.919209365,112.955,271.054,586.025094092,270.979352816,1694.39883812,1267,1989.58773274,665.235083491,0.952088,152.976,270.91,-273.499,449.57331503,708.576461913,6.29953291932,2998.26097357
1268,202.714631956,239.823,123.00310498,271.82810238,112.999,271.964,1031.88010379,271.878545111,2392.05708588,1268,2304.88395041,96.9847039144,0.939693,153.038,271.821,-274.429,936.068158419,1243.64844211,6.32290003527,4066.39476954
1269,219.512136706,229.133,3.10818615646,272.391337402,113.032,272.535,385.922419757,272.440394172,1369.91381597,1269,2581.64982743,794.930208517,0.934718,153.092,272.382,-275.053,238.158316724,845.60056814,6.24326429262,3551.92487939
1270,207.872839664,227.194,9.32014309333,271.611073076,113.042,271.766,531.877572948,271.676352635,1480.6732506,1270,1762.68620134,23.4698004205,0.930449,153.155,271.605,-274.275,498.899425034,904.00782448,6.26184047201,3551.69830862
1271,261.651831849,243.061,2.18372195524,272.170342764,113.036,272.344,325.344749762,272.229411262,920.518778247,1271,3087.69987465,2109.56760064,0.930087,153.196,272.157,-274.807,300.231195696,585.517665106,6.46927829023,4337.42343329
