MinEsReturn,PolicyRegParamNorm,Iteration,QFunRegParamNorm,AverageQ,StdReturn,MinReturn,AveragePolicySurr,AverageAction,AverageQLoss,AverageAbsY,MaxReturn,AverageY,StdEsReturn,Epoch,AverageReturn,AverageAbsQ,AverageEsReturn,AverageAbsQYDiff,AverageDiscountedReturn,MaxEsReturn
36.8785884714,71.1799,397,89.3596,29.6179,85.9136944349,130.785197367,-29.9775,0.985433,2.42996,29.6312685175,456.406840617,29.618673381,118.135506807,397,213.153265699,29.6439,176.730003416,0.608536245821,124.205263512,412.794024117
166.884011141,71.2134,398,89.4219,29.5748,90.2025973633,383.845739838,-29.9676,0.988632,2.24376,29.5866716751,847.187719069,29.5766836057,123.239773051,398,527.19855893,29.598,433.504336356,0.608466214161,199.760937917,531.939633073
14.5496469982,71.3057,399,89.5519,29.5938,308.038990675,292.676122389,-29.9437,0.98634,2.33674,29.6050108293,2193.53722019,29.5959457923,216.267654759,399,517.606253504,29.6154,260.028147144,0.588737297746,185.892581256,594.183872009
81.0753166167,71.3739,400,89.6241,29.5177,113.199881016,416.056289326,-29.885,0.988304,2.24722,29.5275877391,1031.89231267,29.5197205027,197.393079821,400,506.707310976,29.5374,272.388860172,0.607057577043,196.538712591,687.032246735
9.68662672732,71.4637,401,89.7024,29.5394,514.585781458,263.858108656,-29.8951,0.98877,2.54133,29.5506603115,2248.63014485,29.5402833942,348.438795936,401,881.88856337,29.5625,522.102842082,0.614259829019,195.936162534,1035.75103583
10.2231996961,71.5311,402,89.8023,29.585,203.752768365,463.87340582,-29.9491,0.988648,2.39238,29.5972748776,1384.98235857,29.5878678584,296.016577736,402,737.078160046,29.6087,350.0656637,0.598385579709,205.466868654,786.676131088
8.86041054911,71.6074,403,89.8684,29.5689,446.694769169,266.003311434,-29.9368,0.987869,2.14216,29.5783948991,1792.61685297,29.5686112539,279.012765847,403,963.347464556,29.5938,413.07149234,0.592835178031,207.355406019,820.847839108
223.600975756,71.6863,404,89.9446,29.4764,464.046812062,663.10544087,-29.8281,0.987453,2.51602,29.4879987969,2748.42843782,29.4782606377,379.454638492,404,1413.42452103,29.4988,721.228940385,0.606213334702,226.133335657,1093.92492583
8.62982486533,71.7487,405,90.0057,29.374,439.561497635,289.833607154,-29.7647,0.989792,2.4519,29.3869987812,2626.56873132,29.3759219582,325.999496956,405,895.182078909,29.3979,287.462009495,0.612391276649,216.604224409,1068.64236155
6.22683093136,71.8165,406,90.0931,29.3795,1090.66057642,408.577976585,-29.7663,0.989022,2.25799,29.3932383999,3308.30609021,29.3806165129,373.943486188,406,1174.48718096,29.4105,390.407905983,0.59648225407,218.090440512,919.526162489
3.44117569222,71.8864,407,90.1515,29.4989,0.481116754375,4.42445823658,-29.8477,0.994904,2.69496,29.5128621376,6.06029820995,29.5010201841,101.306505913,407,4.81492758972,29.5221,41.8367085914,0.62942810217,4.6914177978,539.228515656
3.1351996889,71.9849,408,90.2396,29.4479,579.168831711,238.384371817,-29.8178,0.990676,2.57996,29.4601167511,2785.36295017,29.4484870199,166.036126908,408,1048.68558607,29.4728,89.1815292595,0.623982043899,187.982288275,611.791344531
8.03888271977,72.0035,409,90.3388,29.3015,268.399305468,244.954561441,-29.6997,0.991056,2.86665,29.3090307189,1300.74096056,29.3036372864,249.791620787,409,458.616942769,29.3276,280.13476384,0.650310883864,168.594603088,758.541044353
7.23581564382,72.0718,410,90.4026,29.4108,316.735964991,497.624859375,-29.7998,0.989183,2.20767,29.4226664936,2027.93919926,29.412117956,221.487039076,410,1151.77638927,29.4358,205.60039431,0.591531110589,218.942890171,686.919130698
269.150511519,72.119,411,90.4839,29.4218,369.431586518,538.492709677,-29.8313,0.991384,2.41736,29.4317645562,2048.05066411,29.4230553345,281.906552998,411,1098.27333409,29.444,554.526212743,0.609209170906,235.766757657,1097.33577516
5.15402777835,72.2646,412,90.5912,29.4976,245.337378347,825.647648836,-29.9048,0.989079,2.49799,29.5037612836,1675.36442183,29.4990948013,227.168891822,412,1145.19660939,29.5155,435.496819899,0.613395269872,222.955382841,645.505182112
7.35927734123,72.3017,413,90.688,29.3893,409.820334411,664.935789313,-29.8128,0.991257,2.72915,29.3979144548,2049.15983886,29.3914189194,337.323541253,413,1226.20583509,29.4124,642.463666487,0.62773934544,217.451209007,950.212035402
126.694185478,72.4054,414,90.7359,29.401,541.346206045,940.042442192,-29.7908,0.99026,2.47486,29.4065743185,2868.57711136,29.4007688246,234.918635619,414,2186.37029505,29.4217,458.447558615,0.604936316962,218.718697158,821.577668025
10.7746654941,72.4365,415,90.8419,29.4035,872.528537246,263.028405395,-29.815,0.991502,2.36629,29.4133278131,2685.05952682,29.4054471813,441.127888931,415,1539.9023343,29.4257,532.217696532,0.605835385208,197.965028667,1171.74579077
36.685125116,72.4802,416,90.9148,29.4524,732.799136282,118.041637865,-29.835,0.993244,2.09463,29.4604604481,2690.64728446,29.4529739884,292.615801819,416,711.181699075,29.4742,381.564899394,0.585311042863,165.400419543,797.884269516
6.52106311383,72.4917,417,91.0215,29.5362,241.568689187,94.8042725716,-29.9039,0.993724,2.14028,29.5460884665,794.289894835,29.53871815,299.550392208,417,322.092495401,29.558,251.230913922,0.592412690772,135.37315601,895.872190879
8.5643147705,72.5225,418,91.1163,29.5129,299.351637205,98.1448798653,-29.8798,0.992909,2.50705,29.5217636669,1497.30954145,29.5161088382,177.991253094,418,569.5815038,29.5343,169.611236599,0.605640982338,181.26101241,552.442964259
150.821594349,72.5496,419,91.1943,29.3391,307.507378565,309.842980619,-29.7291,0.992186,2.53092,29.3468626458,1601.50833485,29.3388502809,227.082032,419,806.781270434,29.3601,416.791430854,0.61857388408,215.008689636,839.751240198
22.9001603507,72.5736,420,91.2506,29.4315,657.300297156,263.854355594,-29.7934,0.991992,2.21858,29.4403007703,3075.36838059,29.4341934628,250.452145179,420,614.536259868,29.4487,467.99946478,0.591120477149,168.848653545,878.59378156
20.3181050184,72.6288,421,91.3236,29.4243,276.940772463,697.18340104,-29.7888,0.991147,2.0964,29.4296927793,1868.03606355,29.4239931609,365.702679936,421,1037.32598895,29.4417,484.660602953,0.586876538469,223.317487952,893.462570024
21.3948478287,72.6859,422,91.4237,29.5192,186.866170533,582.269251693,-29.9125,0.989406,2.54406,29.5280413721,1202.71124134,29.5229544005,220.993515436,422,811.539620003,29.5399,396.41855993,0.624757498796,209.17487414,621.051624707
17.2125496744,72.7072,423,91.5339,29.5188,226.386658695,416.091700932,-29.8906,0.988423,2.393,29.524692314,1565.67769166,29.5184763408,273.242140544,423,725.669060853,29.5365,304.287083666,0.611723996055,201.325303178,716.111495552
10.9631828331,72.772,424,91.5523,29.4133,198.461239295,706.2212706,-29.7805,0.989623,2.63525,29.4208794728,1466.29219674,29.4149409469,205.434931281,424,860.491032983,29.4351,326.179480918,0.625679039984,211.757752704,723.1356651
22.5670419804,72.8477,425,91.6213,29.3559,242.658259581,792.967785372,-29.7181,0.98846,2.2881,29.3654612562,1832.72859491,29.3576480768,355.845136721,425,1030.53190839,29.3772,560.184635312,0.585103017665,226.774914491,1054.27469052
46.3648178774,72.9066,426,91.7106,29.4212,309.457700309,577.991520115,-29.7769,0.989897,2.24348,29.4261061012,1978.50862345,29.4213807363,309.268135323,426,1010.51240844,29.4416,464.037217778,0.588729361891,219.903178793,809.739479877
70.5268990589,72.9737,427,91.8136,29.3379,350.892824493,423.879145861,-29.7095,0.989378,2.58322,29.3481796883,2016.5571889,29.3405793018,330.488790967,427,978.316294093,29.3619,457.484436052,0.620295837186,211.904886103,913.111344325
39.9508391258,73.0241,428,91.8409,29.3499,8.69545336579,227.800685331,-29.7087,0.990454,2.25687,29.3562754525,272.232018323,29.3492496916,199.646620659,428,243.135851938,29.3688,279.108548744,0.598701391425,133.803861116,546.160915206
201.35331062,73.0598,429,91.9621,29.2927,937.13264178,846.577021751,-29.682,0.991751,2.63842,29.3029867916,3384.93863793,29.2947703059,386.968569331,429,1747.53425688,29.3143,666.011389267,0.622779902338,239.040961534,1258.01213893
29.2853880375,73.1866,430,92.0664,29.2997,504.384091644,752.035737353,-29.6644,0.98979,2.49264,29.3106698124,2548.03440261,29.3015777639,219.541620094,430,1151.75771451,29.3223,408.641963103,0.60631480056,226.256939125,785.740783694
10.5897885429,73.2244,431,92.1573,29.2839,745.337464455,265.615622553,-29.6305,0.990466,2.66937,29.291245258,2758.83471671,29.2850597448,258.148220502,431,1453.36700697,29.3044,280.746725531,0.616630095606,210.008658132,747.921641219
10.3288615334,73.3157,432,92.2228,29.2813,234.369130275,611.985695729,-29.6368,0.987861,2.39056,29.2892307879,1604.46740009,29.2828196363,421.162546546,432,931.480034999,29.301,676.240926615,0.584750929164,209.100282323,1172.14076015
55.0024081625,73.3454,433,92.2917,29.2645,340.073850287,552.809000059,-29.6137,0.989303,2.38089,29.2721991656,2138.20647685,29.2662724748,276.197056329,433,945.34651796,29.2825,423.475321094,0.613075615574,209.64250982,808.926231154
238.444392877,73.4021,434,92.4273,29.2376,810.055345715,675.339900304,-29.5958,0.988594,2.38348,29.2445052756,2913.54747108,29.2392014064,235.415181037,434,1772.55935648,29.2553,528.877237126,0.599693792697,227.885122289,814.437532194
7.54450753346,73.4993,435,92.5127,29.252,98.9402472294,675.161017006,-29.6038,0.991127,2.29999,29.2607836853,1024.9027998,29.25380762,245.726259425,435,828.386574076,29.272,309.15273058,0.59938369927,217.100465402,597.113825131
32.6015059753,73.4724,436,92.5818,29.1444,488.717455514,675.578578277,-29.4904,0.991844,2.52476,29.1518466387,2835.74772379,29.1441982343,386.19320426,436,1363.08428573,29.1643,595.994287817,0.604954788619,231.442833364,1043.3228124
8.11159412744,73.537,437,92.6508,29.1547,364.242913576,653.608464279,-29.4992,0.990045,2.28765,29.164356641,2217.35554082,29.1577346954,277.030879279,437,1002.76902919,29.1748,255.924853854,0.592849226655,218.005291987,695.782804355
8.65691214771,73.6319,438,92.7302,29.1475,443.785607585,682.740377359,-29.5095,0.989492,2.48844,29.1557063767,2374.76287442,29.1485504981,271.059337719,438,1220.63432863,29.1653,315.671505984,0.594640257257,223.526153563,901.044791466
12.4315885662,73.5822,439,92.8452,29.1677,1.70268712269,12.7257176936,-29.4991,0.998385,2.41229,29.1769188128,21.262728389,29.1686384416,311.743633682,439,15.2094914296,29.1864,182.49775391,0.594537536265,14.237959832,994.970911439
5.70774972294,73.6923,440,92.9568,29.09,595.290578907,840.034936866,-29.466,0.990752,2.20271,29.1019160145,2740.53466276,29.0930208571,323.198499788,440,1518.47410147,29.1132,129.479652749,0.593975791535,216.845287184,1205.9756903
35.4916241775,73.7049,441,93.0522,29.0357,483.208038418,34.0185628263,-29.3888,0.993239,2.44981,29.0435891364,1703.02422772,29.0367395658,225.132932518,441,500.615978093,29.0552,276.393138301,0.607003699431,132.604353961,626.127715431
10.5462856556,73.7906,442,93.1083,28.9936,556.411261011,34.7283170433,-29.3366,0.993123,2.40688,29.0010214991,2361.52957708,28.9940107547,93.7776626218,442,561.216201811,29.0164,141.500508387,0.602155142841,153.321427364,335.843768733
125.473934084,73.9296,443,93.2375,29.0123,431.527537452,644.470578555,-29.3393,0.992619,2.28039,29.0211491891,2555.23239674,29.0142727282,673.062790707,443,1197.15115033,29.0343,545.674671362,0.586445838589,222.997406098,1880.82925251
9.97419401421,73.9421,444,93.2679,29.002,54.7640520875,15.3567711627,-29.3442,0.99118,2.23352,29.0098323435,240.645906161,29.001761394,238.200229159,444,215.449989697,29.0221,239.627421899,0.586339274689,125.870770656,723.865501548
7.04956114388,74.0233,445,93.3251,28.9582,932.031896474,284.311674886,-29.3253,0.99226,2.60012,28.9716827373,3288.83906585,28.9604269526,232.256392386,445,1413.41924575,28.9841,245.164994765,0.618286150028,211.366173467,602.23998668
178.121897659,74.1331,446,93.4584,28.973,629.70826653,1171.26027829,-29.3278,0.991106,2.47672,28.9854495248,3117.61600708,28.9743105669,286.423057779,446,2568.91463625,28.9947,536.746042987,0.601660451693,233.654343872,916.658702231
11.3069053529,74.1938,447,93.5701,28.8879,940.933788154,236.487831939,-29.2335,0.992534,2.28036,28.9018284135,3383.05436543,28.8885824162,182.61050434,447,2079.86187028,28.9157,276.850966366,0.595454775674,233.520924543,507.11502621
191.210220918,74.2452,448,93.6797,28.8676,678.669533427,933.094139576,-29.2272,0.991483,2.12867,28.8781613772,3009.37536835,28.8699119816,246.943705644,448,1731.59856448,28.8858,509.242019208,0.591956622226,233.25277208,878.587628135
53.7277534764,74.3271,449,93.7787,28.8787,301.655786918,432.867953349,-29.2151,0.990505,2.31824,28.8855343386,1481.60863306,28.8785204978,244.543700695,449,687.449545271,28.896,378.307988963,0.595862211974,209.025803922,724.518652043
157.051054544,74.4117,450,93.876,28.8744,241.441641152,408.714717854,-29.215,0.988909,2.19613,28.8868729145,1219.01849578,28.8764350939,130.253970754,450,629.272979158,28.8985,386.643988507,0.5976734724,208.949652459,511.961981344
8.10791455134,74.4458,451,93.9291,28.7619,254.450251702,50.2428078675,-29.1029,0.993876,2.61244,28.7713183731,1050.03787322,28.7630743966,197.897276992,451,385.532503679,28.7844,245.173956824,0.615565228236,159.40139508,521.975726152
7.20215492624,74.4574,452,94.0111,28.8201,256.989254765,29.0149359487,-29.1632,0.993742,2.59673,28.8303936228,1616.23343367,28.8219030268,226.655855096,452,104.564859437,28.8406,249.991554227,0.599649483767,46.9741851574,543.16937726
6.94733029255,74.5077,453,94.1024,28.6981,367.350827578,7.26614165845,-29.0411,0.992718,2.71607,28.7051147521,2277.64348807,28.6988502549,452.926575633,453,101.408138543,28.7164,409.252843188,0.619204757206,22.7564424047,1201.22513618
5.93562558882,74.5412,454,94.2344,28.6958,475.937673858,29.4408816852,-29.0342,0.994471,2.47519,28.7043821546,3250.47557374,28.6966858981,146.693546107,454,154.365453838,28.7164,65.813415104,0.607033150374,57.6648597007,731.529726161
8.67790035339,74.6646,455,94.3249,28.7476,596.83496904,1033.11446489,-29.1002,0.992597,2.28151,28.7571409435,3150.18855618,28.7480758654,266.946243369,455,1761.76054848,28.7728,186.41437731,0.593733656856,244.240485074,897.757375311
56.105196852,74.7058,456,94.411,28.667,242.818418898,489.713560947,-29.0213,0.994537,2.12599,28.6801102284,2127.98940113,28.6697056317,371.722589911,456,1099.32262639,28.6918,350.424555698,0.579514623151,240.230459392,1051.64511485
25.5428617907,74.7585,457,94.4606,28.7489,316.462423068,832.990563864,-29.1274,0.993315,2.64101,28.7565387808,2073.26723174,28.7493612673,203.947428507,457,1359.67413701,28.77,417.728673394,0.614593671695,240.894677465,688.876973457
45.1777501743,74.7972,458,94.5229,28.6523,228.669696738,258.644013004,-29.0012,0.992324,2.11835,28.6638709206,1367.06384278,28.6550099426,163.329634744,458,813.848552534,28.6761,296.63955595,0.593081997011,219.884121923,497.967373944
12.5774340499,74.891,459,94.6431,28.7197,310.560030547,47.0310255083,-29.0503,0.990175,1.74604,28.7289932734,1412.10093795,28.7201681193,186.902975522,459,530.445768251,28.7422,213.850972379,0.558972278356,166.827128452,537.020562157
16.7140558387,74.8761,460,94.7203,28.6345,233.248950101,650.671316828,-28.9826,0.990711,2.17818,28.6472513485,1471.01564933,28.6364824437,239.352207896,460,977.696758784,28.6604,239.702216208,0.597949733414,228.710781679,859.726748754
61.4696218181,74.9512,461,94.7652,28.6729,493.709936127,2123.02907482,-29.0313,0.989789,2.48456,28.6821631856,3493.19494792,28.6728425623,325.203430863,461,3122.07566206,28.6944,458.960638787,0.616825324118,243.720974595,886.962048191
106.027904728,74.9767,462,94.8152,28.6456,502.027736027,160.452847949,-28.9792,0.992136,2.12286,28.6535897731,2522.4143008,28.6468668395,307.572350132,462,934.690354816,28.6666,439.245424897,0.568055763795,214.208467079,837.42130288
107.311820586,75.0782,463,94.8828,28.7041,206.981925663,799.658176554,-29.068,0.991733,2.19442,28.7140625819,1708.47026063,28.7047830433,148.367732644,463,1205.47985294,28.7236,289.682693628,0.584197835736,243.601384041,562.469031537
39.5632417458,75.0992,464,94.9445,28.6947,411.274864915,718.787359682,-29.0355,0.989208,2.50458,28.7043419135,2588.26369201,28.6978414743,343.124099933,464,981.662611427,28.7116,358.244485947,0.60391000311,231.517632135,1169.49970123
513.163449646,75.1142,465,95.0199,28.6853,539.848670973,156.990828132,-29.0379,0.990705,2.53374,28.6937435419,2650.97391291,28.6846295809,207.708165659,465,906.967918513,28.7095,735.402524993,0.620774060769,208.5089658,1105.85305456
5.74837912142,75.1725,466,95.1024,28.6847,39.5916095343,147.812570293,-28.9973,0.9931,2.26545,28.6929804459,470.440773063,28.6860417045,177.424683395,466,161.130221064,28.7055,95.5893977119,0.600609462261,105.001721008,796.688483456
5.59808317342,75.2475,467,95.2048,28.696,3.188370859,139.246464246,-29.0277,0.994667,2.63959,28.7052289021,158.344711755,28.6977713405,300.613800263,467,150.692239345,28.716,217.002405899,0.620245630139,101.513668085,1149.24159662
5.20196276675,75.3039,468,95.2498,28.8264,109.582021901,113.307330828,-29.1553,0.994183,2.66325,28.8362472948,761.233433674,28.82922099,183.152825437,468,203.39666497,28.8483,235.061098163,0.618890349278,115.910967208,602.578300382
9.66543733624,75.3057,469,95.3289,28.7308,361.419234319,613.334848019,-29.053,0.991139,2.12722,28.7375061381,2074.2261401,28.7314889387,190.879829576,469,1023.63766063,28.7495,205.198580059,0.577846491537,219.739389786,589.873747041
7.06996664711,75.4127,470,95.408,28.6662,504.284291436,298.389629285,-28.987,0.98962,2.5491,28.6764789267,2887.13274398,28.6668668997,181.717094405,470,1390.45106405,28.694,145.064711432,0.61993078854,213.910209166,537.528120594
133.828001684,75.4246,471,95.4206,28.5987,700.253712886,236.610385902,-28.9367,0.993315,2.36321,28.6101300624,3020.7110985,28.6003236502,325.805703352,471,1075.04163786,28.6242,627.096374719,0.597207815905,222.208759105,1035.10263006
44.1709721533,75.5683,472,95.4807,28.6257,846.808729477,246.582325043,-28.942,0.992292,2.17205,28.6349731112,2976.88949135,28.6279613976,227.158240564,472,1471.50535583,28.6467,317.476327986,0.573995983043,227.301754665,761.853489944
11.4012079847,75.6618,473,95.5368,28.6191,998.919680794,263.50840041,-28.9577,0.993215,2.43468,28.6252960368,3492.20084184,28.6185410794,344.875684151,473,1122.44104496,28.6401,421.163911887,0.599551622016,207.941736711,974.508156343
38.9830604693,75.6945,474,95.6253,28.6546,683.44499259,665.597995296,-28.9732,0.993324,2.2186,28.6657625335,3298.7689454,28.6557935981,309.839729353,474,1518.84336464,28.677,272.886109586,0.587045519432,246.763743027,952.398741109
46.7509722451,75.722,475,95.688,28.7144,432.465204863,617.025185921,-29.028,0.992214,1.80864,28.7242221853,2202.83646378,28.7153389037,381.844177317,475,1131.85572314,28.7374,355.114479288,0.551276576732,247.978213,1286.84983666
15.8031932239,75.7403,476,95.811,28.657,634.961477006,448.962915577,-29.0037,0.994304,2.59396,28.6669241727,2957.40703418,28.6584946456,245.25860113,476,1156.59121264,28.6797,477.548652537,0.623078280554,235.681590441,722.043500763
16.5080502896,75.9101,477,95.8539,28.5577,17.0518694846,200.176892225,-28.8835,0.994476,2.45363,28.5689727315,277.662311056,28.5594478123,220.208791574,477,247.836143157,28.5766,217.689736514,0.610151784732,136.138917984,650.186956494
6.26145895113,75.901,478,95.8995,28.6514,755.222708862,786.670317747,-29.0096,0.992826,2.67711,28.6619614017,3493.6331231,28.6541382523,308.411074841,478,1621.80535001,28.6719,363.227458029,0.616476887548,255.029916895,841.218981084
9.23953154144,75.9474,479,95.9835,28.7141,885.81061186,1081.97922933,-29.0879,0.99084,2.3225,28.7232637002,3448.99570938,28.7172945457,341.101394064,479,2604.12467733,28.7326,365.41363808,0.606588469408,257.962778303,994.314995534
6.72245079771,76.04,480,96.0827,28.6604,329.600498276,241.319337244,-29.0037,0.993247,2.36735,28.6694477626,2161.48231832,28.6590349625,485.187694443,480,411.575579089,28.6829,335.720489005,0.601931604116,156.093769975,1462.42077251
8.57916554402,76.0593,481,96.1438,28.7876,615.20111895,272.068811982,-29.1329,0.993242,2.22715,28.7967954966,2975.65479657,28.7903680629,172.806824163,481,1084.46149442,28.8071,225.458658033,0.598105311589,211.975721946,553.946828627
9.01066801426,76.0859,482,96.2418,28.6707,476.704623638,275.370861183,-29.0057,0.992856,2.36058,28.6813820783,1966.37718102,28.6718073863,363.24725475,482,856.855124277,28.6946,383.407819684,0.595980997405,199.926749646,932.194961065
12.8243777008,76.201,483,96.3275,28.6943,332.845758146,744.451637816,-29.0176,0.992547,2.27696,28.7047321959,2242.22377028,28.6946833848,221.589051313,483,1134.40569005,28.7189,301.010829692,0.587370214084,221.18162495,761.793870533
6.75788777202,76.3297,484,96.4023,28.5984,139.208869174,135.37400505,-28.9124,0.993013,2.08685,28.6106463547,1050.54880791,28.601855971,270.27280654,484,174.813756944,28.6196,254.0941503,0.577329385167,103.320915951,762.417903335
12.8085643989,76.3425,485,96.4663,28.633,190.938240767,691.759998595,-28.9898,0.993498,2.73589,28.6412178469,1524.51676501,28.6321580883,313.386115955,485,1144.1476248,28.6544,428.670764318,0.631110098365,233.459817631,990.851130152
55.4088968345,76.4368,486,96.5608,28.6551,754.149899413,287.971022855,-28.9938,0.991645,2.13158,28.6644882881,3032.96995197,28.6577832,267.95077707,486,1387.52974465,28.6761,319.634052364,0.575060816088,216.508705213,941.281464697
93.9761438295,76.5361,487,96.6645,28.6167,281.050975248,630.225956121,-28.9678,0.992867,2.24442,28.6251172433,1850.25579429,28.6180134641,305.80604603,487,830.847004212,28.6358,433.727071964,0.59392964756,224.777998761,1044.88672249
172.528882942,76.6098,488,96.7473,28.6261,142.012273262,652.665233349,-28.9658,0.991554,2.17469,28.6325911741,1126.44384672,28.6264408207,234.730963968,488,839.794308157,28.6441,517.214862625,0.568258152161,227.13391205,884.947956213
48.6945397734,76.6766,489,96.8164,28.7242,820.417472703,871.521549022,-29.044,0.992603,2.25976,28.7314835405,3375.46054155,28.7262200149,199.898092163,489,2075.7784957,28.7437,311.633986538,0.586225378336,250.179995202,634.744195158
84.5833623855,76.7203,490,96.8977,28.6794,691.112937814,1466.31586377,-29.0207,0.99303,2.11261,28.6854762213,3320.46827242,28.6802828287,327.03693907,490,2793.37928813,28.698,452.66213026,0.575769912117,246.216454876,1023.1597681
8.4630548872,76.7409,491,96.9857,28.616,224.460020598,651.075312177,-28.9573,0.992577,2.01299,28.6212942701,1556.9483007,28.6155208023,156.479968502,491,1052.78266799,28.6334,215.99934936,0.570507286616,227.701698463,541.626888954
36.9063092766,76.8175,492,97.0596,28.6582,730.880574584,836.184754649,-28.9908,0.992048,2.44328,28.663407414,3112.08296909,28.6600819565,287.984561557,492,1826.47127992,28.6737,385.849373857,0.601145718731,242.378413643,834.461533144
225.123790154,76.8102,493,97.1531,28.6733,42.6461599185,589.646459802,-29.0004,0.993485,2.13517,28.6792014328,759.089486,28.6747835952,453.286893804,493,691.965737105,28.6888,568.706200775,0.572253832545,237.245237984,1438.00616874
210.483820591,76.871,494,97.2446,28.611,79.735182259,478.240940445,-28.9413,0.994006,2.20184,28.6193972804,884.614290745,28.6123588265,181.333352752,494,674.273084445,28.6292,491.460931715,0.585041457869,232.912516862,772.738677887
150.858340518,76.8613,495,97.2372,28.6009,344.999319462,167.888498404,-28.925,0.993705,2.17791,28.610608517,2593.09801236,28.6021647005,300.106638546,495,384.476918757,28.6185,409.554032253,0.585541479321,157.511054332,998.46851038
14.4721824396,76.9367,496,97.3003,28.5825,316.912064491,266.417352305,-28.9251,0.993492,2.21131,28.5889167059,2164.06613229,28.583158263,263.623489196,496,409.902436533,28.5997,226.783487181,0.582517968425,165.069004405,818.231691828
115.38925152,76.9364,497,97.3934,28.5705,10.2030113721,224.326866828,-28.9042,0.995697,2.46907,28.5789000103,267.087733177,28.5724951055,244.485929727,497,241.854530962,28.5894,328.26021224,0.602040336581,133.912906103,790.690476384
162.962051267,77.0129,498,97.4776,28.5291,652.148135645,712.266035954,-28.8262,0.993371,2.16502,28.5379191514,2972.53140865,28.5318320293,273.065740121,498,1376.37761478,28.5502,345.798872262,0.575963779244,234.597857459,920.382398587
183.528178973,77.1287,499,97.5396,28.5599,176.278778132,796.09479181,-28.8696,0.994115,2.21158,28.5650873426,1686.6183322,28.5597058202,287.676374497,499,1086.38065318,28.5786,566.021349698,0.585260024001,243.800316477,967.510197237
27.4733873831,77.169,500,97.6643,28.4335,876.334481897,640.195462373,-28.7433,0.994501,2.38485,28.4409688183,3495.46822967,28.4334047801,247.891198257,500,1748.79911833,28.4565,339.585236659,0.59974252398,241.89087252,692.151369184
49.6208719909,77.2711,501,97.6841,28.3867,42.0497548843,142.641091007,-28.7141,0.995255,2.49518,28.3965951579,273.114094621,28.3910906715,164.376427812,501,232.022411944,28.4069,203.172121651,0.606211468865,130.656709405,669.606860126
8.4776988706,77.3189,502,97.7581,28.4108,127.125455513,246.484139031,-28.7087,0.993558,2.57589,28.4171297855,582.198838005,28.411698489,262.395156213,502,447.005609971,28.4293,307.296858469,0.612074318616,176.356729008,747.335937327
40.7855676598,77.4168,503,97.8253,28.3323,218.400869208,217.529262475,-28.6255,0.994618,2.46331,28.3365894014,1549.39247834,28.3316444824,96.1728383821,503,314.007240147,28.3495,213.587990011,0.593374994893,147.089363244,374.382729492
60.2627441179,77.4607,504,97.9114,28.2905,791.265450571,241.020389866,-28.6074,0.994243,2.40877,28.2956906873,3239.49791382,28.2906623955,308.397061186,504,931.378623017,28.309,473.789183191,0.592447646993,185.358183999,1176.67379059
6.61345198608,77.5405,505,97.9893,28.2941,87.1877550336,215.771640638,-28.6277,0.994229,2.35754,28.2990829779,839.617915648,28.2941828508,242.934487063,505,269.145695066,28.3119,261.768000436,0.587670432103,141.994387355,612.5313146
14.3451020205,77.5904,506,98.0648,28.3114,13.1384673973,213.302258623,-28.6403,0.994991,2.38189,28.3183081672,268.096811649,28.313877348,265.033242968,506,243.151597765,28.3259,285.012651805,0.585412441425,134.661309353,767.230160657
7.52866465824,77.5807,507,98.1773,28.3093,134.920511788,210.686776332,-28.6468,0.993458,2.51052,28.3185313185,903.503966118,28.31180851,284.066077332,507,318.646564404,28.3266,280.933644418,0.585516524452,152.68077765,862.959040662
210.467536826,77.64,508,98.2418,28.3154,742.353472209,270.127552317,-28.6475,0.99417,2.10727,28.3248541684,3136.61803394,28.3160943409,316.973643721,508,609.277127898,28.3369,527.320420263,0.573197801676,170.17464641,943.402220826
86.611777834,77.7049,509,98.3632,28.2893,11.3722442551,229.770201897,-28.6341,0.992428,2.1336,28.2962867209,283.833854486,28.2896290226,136.918356088,509,257.711005277,28.3097,249.560426611,0.572220154459,140.894146784,583.867271298
11.3346579696,77.76,510,98.4266,28.2585,719.44157157,323.418674068,-28.5894,0.992483,2.20664,28.2680785988,2808.08018898,28.2606835838,159.865497161,510,1493.08081107,28.2794,236.208914142,0.563654593855,229.736835131,559.092259575
137.139316858,77.7741,511,98.4666,28.278,636.060781925,1081.91508941,-28.6123,0.992519,2.4202,28.287304075,2969.69392401,28.2789602079,308.646036151,511,1820.60624939,28.2978,590.201069466,0.604633164057,240.620882483,1002.72354341
83.4683828127,77.8129,512,98.5306,28.2419,253.558137267,702.621087484,-28.566,0.992779,2.23569,28.2494602577,1642.58310489,28.2425965594,209.528848335,512,1025.41760224,28.2594,372.250186316,0.589545511369,241.502130515,721.475014731
19.1281853264,77.8515,513,98.5988,28.2629,645.539586799,894.250946549,-28.5951,0.992879,2.10759,28.2679807884,2867.64721933,28.2641606473,273.603044578,513,1696.03244262,28.2778,318.264728197,0.574382413039,238.957685241,742.061872389
125.684176127,77.9396,514,98.6674,28.3777,361.680351245,700.373721652,-28.7091,0.99174,2.24381,28.3862508958,2673.36823207,28.3798507849,510.70994515,514,918.017223335,28.3963,541.868522935,0.578849402485,227.933146523,1538.6175257
