MinEsReturn,PolicyRegParamNorm,Iteration,QFunRegParamNorm,AverageQ,StdReturn,MinReturn,AveragePolicySurr,AverageAction,AverageQLoss,AverageAbsY,MaxReturn,AverageY,StdEsReturn,Epoch,AverageReturn,AverageAbsQ,AverageEsReturn,AverageAbsQYDiff,AverageDiscountedReturn,MaxEsReturn
12.1499873105,25.6436,33,24.3464,4.33344,9.85930602812,272.680470482,-4.59323,0.719913,0.0881586,4.33687224564,324.373697318,4.33416532836,119.958136558,33,303.203421263,4.33875,222.854885809,0.140053354097,153.779871007,355.289842814
82.0975999393,26.0702,34,24.9382,4.51339,29.6666792597,234.455206185,-4.77991,0.76202,0.086415,4.51778028231,446.639505165,4.51496461624,99.4848868295,34,344.500510769,4.51865,296.8650627,0.143759743361,157.676987415,401.324429929
12.9307882454,26.6089,35,25.4684,4.72891,39.5672373844,316.319934165,-5.00065,0.739474,0.0900111,4.732298945,483.731584483,4.72978011915,176.456457818,35,375.819477639,4.7345,245.596103058,0.145659258681,159.309216945,512.355052087
81.7247765502,27.0492,36,26.0263,4.93549,175.410734908,175.755489311,-5.20834,0.755294,0.102108,4.9388866465,996.186307219,4.93646005896,131.161983519,36,533.904537129,4.94063,258.108583822,0.1522639279,183.651962705,517.922335837
9.01581412153,27.5989,37,26.5252,5.13578,242.276326217,304.83984575,-5.40292,0.828106,0.101825,5.13920629848,1439.21640227,5.13693599492,142.15402597,37,502.750872177,5.14125,278.976743575,0.154323875329,181.6598718,409.297065186
52.2232853426,28.1307,38,27.0359,5.34118,36.8412388304,274.960478831,-5.60884,0.831559,0.113212,5.34465827514,418.850732528,5.3421353126,145.649367486,38,328.817561784,5.34759,251.134823606,0.159313381052,156.879834969,488.995918234
8.06118043572,28.5357,39,27.5024,5.55932,14.4835832536,342.992409916,-5.83144,0.789183,0.113642,5.56324115021,419.593290041,5.56063457552,146.420606611,39,399.191481705,5.56467,316.351410671,0.159404252895,174.739734703,459.866235616
105.652928923,28.7481,40,27.9975,5.75933,17.0582366244,288.72028006,-6.02788,0.84479,0.130499,5.7626930706,378.948134482,5.76048139216,120.112046613,40,344.499781403,5.76581,293.187780707,0.169720377054,170.896810792,479.863817064
77.6757102937,29.1878,41,28.4698,5.97525,49.4470044493,194.094712802,-6.24323,0.883716,0.144382,5.97935783139,423.876369752,5.97712559575,113.593352289,41,299.878859338,5.98267,269.735643999,0.178589371622,155.53755797,383.022844134
7.54676064889,29.5604,42,28.9223,6.18681,24.0276774086,321.569968836,-6.46879,0.874448,0.137092,6.18997506128,432.617339461,6.18784250225,138.893943768,42,366.993405233,6.19265,227.813701246,0.174696120991,174.662814344,520.686087006
103.480243551,29.9781,43,29.3796,6.38806,62.1377858212,101.941766099,-6.68697,0.886325,0.161756,6.39134619343,371.672573206,6.38951080742,116.390626422,43,125.135995647,6.39381,308.736544965,0.186669729176,85.1105119925,433.973625794
10.725275712,30.3106,44,29.799,6.59566,78.0661724539,112.392656255,-6.89078,0.923732,0.167381,6.59870163394,503.125172031,6.59696553804,131.988082366,44,296.243105748,6.6011,254.126978799,0.187751770931,155.494211837,475.160817906
68.4040297257,30.5407,45,30.2892,6.81315,88.722800208,106.890525942,-7.08091,0.862861,0.185035,6.81645579839,406.755728741,6.81450045566,239.37663066,45,258.261361499,6.81922,344.022673574,0.19985979471,142.172508376,875.839723681
110.072418823,30.9321,46,30.6797,6.99519,6.26158444037,227.947047801,-7.28486,0.843295,0.155238,6.99844087932,261.638674356,6.99660879728,184.900894713,46,241.02625723,7.00148,356.888228293,0.194269406298,136.64975543,670.713770245
101.426188047,31.2299,47,31.1238,7.23384,245.387147805,117.887861315,-7.53791,0.896892,0.176483,7.23713371755,1354.06586425,7.23544083749,141.495028894,47,498.074466015,7.23965,328.037460145,0.20391765754,177.470263922,535.241222547
40.0977905637,31.6703,48,31.5595,7.44566,31.2051915739,169.108566269,-7.75498,0.876237,0.203481,7.44883007041,369.516385011,7.44686612674,96.8441552062,48,308.06374981,7.45261,178.204854369,0.212609278139,158.167141269,295.806276121
168.119969068,31.9462,49,31.945,7.65074,26.8119694911,195.060537211,-7.95933,0.878761,0.210312,7.65444022277,383.050213829,7.65197585773,75.0558447457,49,328.622721469,7.65761,291.37389179,0.212490616314,165.171782236,370.597342238
37.0743214346,32.299,50,32.3612,7.85967,64.4187418443,205.289103956,-8.18765,0.853346,0.254221,7.86411569551,507.463694299,7.86172798468,131.026003686,50,296.33263034,7.86715,255.225855062,0.224397054135,148.831143002,449.940243121
10.9790235317,32.5992,51,32.7468,8.11549,35.2762371455,178.598952033,-8.44988,0.837393,0.198725,8.11899644513,349.736498226,8.11651096609,135.466176738,51,251.813410139,8.12274,211.035234371,0.219958832264,139.017486084,459.755594956
16.5381422835,32.9101,52,33.2081,8.33472,23.5852774894,156.750025869,-8.67956,0.875872,0.261863,8.3394810174,246.131109656,8.33754308359,106.36862767,52,204.329865151,8.34228,172.088474213,0.240420684945,122.227872576,334.250977588
38.6946440947,33.122,53,33.6636,8.57634,61.1504755503,231.127103396,-8.92147,0.838677,0.269169,8.57998436827,486.252496124,8.57760185297,100.372529908,53,317.724934061,8.58382,220.267568589,0.245322268367,153.060540199,374.467581573
10.7265248045,33.3176,54,34.0628,8.7995,14.533571739,401.251591644,-9.15514,0.878809,0.290398,8.80305428981,457.288838692,8.80140411501,141.474590469,54,424.089380266,8.8066,244.399596814,0.249951105583,191.40402248,413.198001198
41.5408726049,33.6334,55,34.4866,8.99047,4.3597267851,210.197567334,-9.33538,0.926974,0.28685,8.99448996441,228.521432776,8.99235746451,145.545415057,55,218.824706855,8.9983,282.881208125,0.256328958715,128.568819773,538.188640076
45.0765058359,33.8427,56,34.8016,9.23431,94.3893404695,253.777487597,-9.58668,0.875641,0.297477,9.23812563347,820.768148381,9.23592285951,106.83187273,56,386.092263828,9.2412,281.83595679,0.249870775466,168.765514484,384.225876218
60.0236782956,34.0891,57,35.271,9.41811,28.695406778,282.164031366,-9.78295,0.848841,0.292551,9.42202950653,427.13072307,9.41995644405,145.623948104,57,392.474810701,9.42532,280.931900562,0.254815964505,180.578348771,527.672402115
10.1774170568,34.3568,58,35.6511,9.7077,654.1548286,291.333457866,-10.0734,0.886897,0.348488,9.7119167241,2679.21841127,9.70975549161,170.922861598,58,791.130005322,9.71569,258.825958532,0.272003336333,188.146149877,440.401684678
42.0256093804,34.6749,59,36.0249,9.89018,39.6356541202,262.180375524,-10.262,0.872806,0.343071,9.89455718639,439.087944393,9.89206742461,143.862452217,59,367.903823625,9.89971,225.455812209,0.275649860811,169.744171356,468.662119167
37.1973908981,34.9275,60,36.3603,10.1415,48.0592969984,196.691802494,-10.5023,0.895347,0.340998,10.1451821533,408.62157846,10.1430856135,205.519003786,60,250.309756163,10.1503,247.218110526,0.279498290089,137.165527753,758.537538511
24.3509059643,35.2033,61,36.7187,10.364,96.9622072107,77.9515488135,-10.7403,0.896054,0.323513,10.3684817334,579.678888368,10.366105524,212.990455079,61,215.72305053,10.3729,200.581668223,0.274437257538,121.714753778,758.2047175
20.8245639948,35.4794,62,37.0519,10.6202,91.7382777751,242.855448747,-10.9873,0.896957,0.370004,10.6253515367,950.012024278,10.6228879238,168.08026844,62,408.373538955,10.6288,275.244006318,0.293538726907,176.803172435,528.882609136
47.5586352747,35.6805,63,37.4346,10.7741,9.4400437681,348.768936947,-11.1474,0.890534,0.400925,10.7782294349,386.368512525,10.7755235187,158.723131944,63,372.640683654,10.784,271.092428285,0.2993430101,177.65641781,552.728486304
30.8895876121,35.9718,64,37.7627,11.0389,9.17028346593,370.714877691,-11.4124,0.86748,0.40847,11.0432550405,439.665163823,11.0414919808,165.608597996,64,390.758915406,11.0477,221.059513134,0.299327311538,184.349434283,517.12381217
46.0418983487,36.2626,65,38.2011,11.2701,40.8302766612,346.755563433,-11.6469,0.859657,0.456704,11.2740376676,507.729302546,11.2722291062,182.9850023,65,414.385095111,11.2789,309.787813918,0.310959616773,188.228500909,591.977663754
43.2644276788,36.4539,66,38.5671,11.4794,69.6373789685,155.882273873,-11.8743,0.854941,0.454315,11.48328941,624.119021485,11.48140224,170.019389318,66,321.615226965,11.4879,274.514484056,0.31129530562,160.302872584,590.187598338
64.2571736935,36.7226,67,38.8727,11.7522,146.298711103,132.509102261,-12.1424,0.901051,0.414514,11.7566764463,1118.99033645,11.7548139718,111.437070113,67,290.950488439,11.7615,213.132304816,0.308733538744,149.771633965,496.221171187
49.1762584171,36.9688,68,39.2581,11.8978,72.0809736296,407.272283239,-12.288,0.866241,0.506072,11.9014915301,730.761830291,11.899092495,170.182387302,68,538.901704655,11.9078,206.331537033,0.32960372646,201.229511735,543.780826123
42.9908925543,37.3103,69,39.5484,12.1554,150.994472172,486.233130694,-12.5381,0.870744,0.448355,12.1595877298,1075.48605369,12.1573629735,188.746415251,69,842.154384074,12.1641,334.554587325,0.320411747989,220.532278303,668.417196521
11.9130615611,37.5194,70,39.8836,12.3537,82.7787055523,240.286997124,-12.7307,0.873388,0.459119,12.3583979324,559.239247207,12.3567145071,158.149907523,70,352.568659607,12.363,205.544894442,0.326646766668,165.539298112,520.370493036
172.711702966,37.762,71,40.1602,12.5792,74.8965969981,316.035273784,-12.9658,0.880108,0.523004,12.5834457362,633.006295766,12.5816841384,56.1214441233,71,390.670289371,12.5869,312.306570744,0.33489495557,175.910260831,349.946309871
56.3267938758,38.0019,72,40.4885,12.7697,233.560279174,368.996324222,-13.1764,0.898284,0.537181,12.7731640055,1180.29970079,12.7715753623,85.1443517913,72,696.775571396,12.7782,218.25877716,0.345871079489,211.338797553,343.881500531
52.6317722195,38.1806,73,40.8734,13.0357,11.3376596698,254.127259829,-13.4274,0.87505,0.559909,13.0403068375,322.067054724,13.0389456947,163.237779959,73,286.740329232,13.0446,294.264823312,0.361865334981,146.40121278,608.604464538
37.094142167,38.4088,74,41.1673,13.1805,43.3056005197,161.756135378,-13.5628,0.907563,0.597603,13.184598359,319.990068333,13.1826067915,108.450561137,74,204.720392079,13.189,211.114836905,0.353398825048,124.574525615,342.938535219
117.427270458,38.6296,75,41.415,13.4146,47.0861251041,211.381544354,-13.8132,0.886813,0.584591,13.4183264607,464.278005473,13.4164318955,65.590388794,75,258.063300122,13.4244,268.662925654,0.355857657729,141.323858044,339.940295982
44.3819436474,38.7761,76,41.7372,13.624,32.7092353304,196.353389027,-14.0312,0.893972,0.613441,13.6286322604,322.954992367,13.626576711,92.0514291346,76,251.296899015,13.6349,234.715948072,0.360236090324,139.826286375,348.713352261
76.3607045316,39.0275,77,42.0296,13.8308,77.0759649609,265.600908807,-14.2357,0.927751,0.542109,13.8345638512,537.778986949,13.8325251168,95.5436970065,77,410.472417025,13.8417,243.402923458,0.360396309814,186.419335018,354.379516286
10.2850972499,39.2144,78,42.3355,14.0066,11.6331095821,252.644601815,-14.4084,0.891158,0.583948,14.010758288,342.122340771,14.0085505635,127.407386006,78,321.438383442,14.0157,198.43679467,0.363229565663,149.020149082,424.11807906
6.97799356226,39.3804,79,42.6208,14.1741,20.2486349003,195.746767349,-14.5592,0.917049,0.700914,14.1793542986,304.623292621,14.1766361784,131.473408878,79,226.466598363,14.1846,271.724389771,0.391246721778,131.431717952,462.598726201
169.496096576,39.5052,80,42.8773,14.38,20.5245478469,199.72973404,-14.7667,0.912619,0.542741,14.3845962093,314.726025866,14.3817774655,75.7419723173,80,231.647989855,14.3905,263.836192739,0.362712246504,133.341742084,435.011777346
19.1285557246,39.6973,81,43.1749,14.5631,26.5256610841,189.580975818,-14.9555,0.927685,0.687552,14.5677142884,295.709107708,14.5649977361,127.85422139,81,249.685626188,14.5743,260.400014928,0.383860096654,139.255255711,529.294836802
62.9926440365,39.9139,82,43.4704,14.7494,67.7285012649,205.77488075,-15.1471,0.941009,0.78151,14.7542319686,455.649364503,14.7517413187,76.3083954723,82,291.102321492,14.7599,214.67232116,0.401041120765,152.582050652,364.967418768
164.18628118,40.0023,83,43.69,14.9833,24.2775945756,187.851261522,-15.3728,0.910822,0.701539,14.9893159584,343.654620144,14.986289824,56.0654220735,83,243.400371567,14.9936,277.510877917,0.392795639464,137.080437557,395.202497625
153.004476876,40.2853,84,43.9832,15.1657,23.2687869355,247.260351771,-15.561,0.93758,0.712891,15.1702565971,363.78070756,15.168000319,109.958355227,84,284.470390051,15.1758,292.419324092,0.394241580208,149.275828113,496.641650125
6.22474617877,40.4507,85,44.2004,15.2972,14.4749749779,271.281648896,-15.6963,0.925949,0.763328,15.3012677739,349.573174096,15.2985506824,113.268294728,85,295.729893815,15.3073,196.287595616,0.406111283515,153.806942263,374.447961042
74.2237256821,40.6646,86,44.4725,15.5092,47.3493279026,264.456151516,-15.9235,0.936171,0.72856,15.5146333852,499.546043865,15.5117635269,112.892803284,86,346.705432566,15.5194,271.634283626,0.402901996523,166.403318599,424.427876714
54.9466642616,40.9165,87,44.7306,15.6459,52.4780702349,277.137504028,-16.0583,0.897412,0.778011,15.6514301421,545.415370765,15.6479992824,120.252123029,87,402.551827126,15.6575,252.705937943,0.412720571188,176.868872543,515.365608575
45.0310280095,41.1395,88,44.9761,15.8656,59.3767652366,273.220773766,-16.2605,0.917641,0.850706,15.8718087189,551.386724063,15.8682152746,113.205531966,88,430.71464031,15.8791,244.421935444,0.423730604346,183.585761643,385.899071253
51.7854768283,41.3891,89,45.2531,15.9733,19.9216893085,286.867771886,-16.4011,0.935226,0.842422,15.9794541229,376.562590859,15.9751320367,94.9574783025,89,323.540871873,15.9855,230.926608489,0.432105271183,162.670093348,377.913715587
150.13711836,41.5565,90,45.4619,16.1931,72.4274538006,165.601108462,-16.6246,0.941279,0.805886,16.1997408313,377.37942129,16.1959487185,64.7011121268,90,252.596202653,16.2042,274.953686644,0.421941568599,137.574914872,372.580869416
88.9703707315,41.7748,91,45.7173,16.3988,22.1902052106,238.238444181,-16.8119,0.913496,0.854383,16.4042336147,366.037660158,16.4006122932,105.079210668,91,310.423300479,16.4109,265.267197754,0.438345030231,158.310236989,431.067755066
62.5677915991,41.9522,92,46.0072,16.5054,30.7896134227,207.520489451,-16.9324,0.926226,1.00381,16.5108807605,428.302714498,16.5074574419,138.123385295,92,265.98731531,16.517,253.890530864,0.450947700457,144.438404887,491.788873612
45.4802296616,42.2001,93,46.2652,16.7636,76.7611284263,239.738090799,-17.1786,0.929039,0.852649,16.7696599111,551.94652441,16.7660233522,98.9289536999,93,327.141608855,16.7765,216.487529775,0.42548902504,159.857640847,376.819400108
51.4620257247,42.4132,94,46.5317,16.8955,9.24539994312,239.134985749,-17.311,0.932599,0.886591,16.9010531688,283.752868363,16.8982414754,92.5798324227,94,264.112201854,16.9078,211.219326029,0.434560325556,142.200292567,326.655630207
37.6211914881,42.529,95,46.8184,17.0303,74.4334329563,173.313692447,-17.4504,0.951956,0.960205,17.0357416064,611.884415904,17.0323935495,116.618929219,95,368.60053811,17.0429,209.940638795,0.450663431637,170.52392563,415.26373025
43.8472848249,42.691,96,46.9771,17.2899,115.58419695,206.701755285,-17.7278,0.926854,0.892103,17.2944348307,659.473147436,17.2916135778,120.681757022,96,372.000110587,17.3018,252.361285284,0.446823599179,170.203915492,480.270530811
76.5842076781,42.7924,97,47.148,17.4329,86.5418079323,395.288445189,-17.8791,0.907029,0.880814,17.4379520332,796.141993677,17.4353003448,157.490571274,97,594.731885809,17.4439,256.98030225,0.445191360006,214.491745617,598.66746431
34.2095144332,43.0322,98,47.3911,17.5812,125.138102139,110.249467612,-18.0396,0.928883,1.1248,17.5869156741,811.243648024,17.5842103022,145.846019921,98,358.52753972,17.5932,284.967803922,0.477598859333,164.504000003,485.032113111
8.73856640044,43.2353,99,47.6751,17.8116,26.5101565862,260.961515011,-18.2797,0.856505,1.15647,17.816911781,423.43245803,17.8142197957,95.7160415854,99,295.898869419,17.8227,199.570656654,0.481014785803,155.353814184,401.063662089
9.42106279829,43.4026,100,47.9253,18.0518,187.622189615,251.444474034,-18.518,0.931429,0.957238,18.0548600439,956.860902398,18.0520061185,221.891589457,100,520.361007518,18.064,264.657910534,0.45849943755,189.202383446,752.435841947
10.7164217887,43.4949,101,48.1485,18.3141,60.9982334049,218.535734277,-18.7761,0.924577,1.015,18.322114546,537.814258928,18.3179856464,96.0557278071,101,359.222232892,18.3266,145.467200848,0.465034378593,171.735202519,361.082992504
9.04727642543,43.7014,102,48.3936,18.4144,190.236984914,252.08829362,-18.8788,0.936571,1.15514,18.4193826774,1098.46283854,18.4165393563,101.051523155,102,599.02317832,18.4277,163.780061301,0.492113023623,201.924463112,425.648324184
10.087594868,43.7849,103,48.6745,18.6783,243.345556999,230.391606851,-19.1716,0.897429,1.06719,18.6846211447,1172.59494766,18.6812122039,128.117593354,103,365.338225445,18.6919,190.155096351,0.480819410732,156.796188848,386.685351856
58.4044150161,43.8439,104,48.8862,18.8362,25.9852264704,176.082868595,-19.335,0.962996,1.13505,18.8418848566,384.784432371,18.8387000019,215.444687487,104,260.443008515,18.8511,282.451513907,0.497154802708,141.463331127,756.165668875
24.9229971716,44.0122,105,49.1582,19.0455,159.376162364,219.404013755,-19.5257,0.936229,1.24601,19.0521676761,1036.11148916,19.0484863046,102.613621662,105,603.504058602,19.0595,203.281649501,0.498881597635,212.227463189,364.972751022
203.999006209,44.078,106,49.3399,19.1882,114.765291801,254.589126759,-19.6752,0.924573,1.06412,19.193932646,747.226255398,19.1906190728,60.1634112821,106,620.558829178,19.205,284.312249574,0.48180261461,218.576092701,373.615024795
65.9539837603,44.2511,107,49.5532,19.3853,409.943836629,264.004034116,-19.881,0.906946,1.15032,19.3929031381,1839.89739688,19.3889022876,108.763628801,107,979.129139816,19.3992,206.087050555,0.496345897888,235.660388347,406.938013903
51.1069671733,44.3945,108,49.8224,19.588,227.383990844,196.150528256,-20.0714,0.899271,1.36605,19.5943822651,1051.75954603,19.590885995,145.284496513,108,666.498044104,19.602,231.215059686,0.524848267134,211.242324917,518.421703358
7.71657314421,44.5572,109,50.0694,19.8246,166.034171968,253.902387713,-20.3231,0.898184,1.19481,19.8306270607,1054.37626977,19.8257487567,89.2451952727,109,419.530000232,19.8398,122.63771769,0.51188916768,180.101869401,280.846901156
14.6678669492,44.7193,110,50.3353,20.0016,184.991453304,183.039724842,-20.4798,0.905252,1.47962,20.0106995972,1183.77348985,20.0053932744,244.959425589,110,457.349941709,20.0182,250.230837494,0.541397735431,182.197215521,921.866883702
36.2119321417,44.8259,111,50.5524,20.124,200.40940732,223.99043298,-20.6252,0.897421,1.24723,20.1291473087,853.874456776,20.1250251106,157.634779291,111,456.575782041,20.1385,229.1018958,0.522605728862,187.703943217,508.247378383
12.5058296616,45.0501,112,50.8026,20.2867,155.70489121,335.986632928,-20.8027,0.900615,1.51419,20.296052022,1183.41482798,20.291631225,131.094069995,112,617.032001383,20.302,280.456996229,0.556475024061,216.575304383,456.987117846
15.1968780831,45.1348,113,50.9756,20.5749,156.814506591,323.411162565,-21.0865,0.883345,1.31286,20.5838135483,976.941249077,20.5786080788,312.057362385,113,454.567473277,20.5924,342.933205757,0.520331808592,184.535549108,930.903569761
8.8276999586,45.3311,114,51.1788,20.7539,343.898794545,266.125009394,-21.2563,0.887978,1.52578,20.7591663039,1585.26828104,20.754708282,216.57331653,114,492.284395903,20.7703,258.874147274,0.553008487585,176.924740398,764.636902469
61.3103306767,45.4289,115,51.4097,20.8814,166.902572494,172.898541602,-21.4028,0.886797,1.38741,20.8901410055,781.802137006,20.8842736221,160.314250731,115,363.756003392,20.8993,247.872085184,0.550518696167,165.102639693,596.273891449
27.4204984478,45.5606,116,51.6435,21.1344,488.90342509,686.100716556,-21.6363,0.902916,1.41627,21.1401529258,2490.70330581,21.1361597784,294.303883602,116,1317.72097789,21.149,374.488391421,0.554362607956,213.591622122,849.869561192
64.7974390868,45.7443,117,51.9014,21.3145,273.003250834,213.648122997,-21.8356,0.912857,1.52064,21.320675696,1518.67023163,21.3163703953,374.858464124,117,781.088438551,21.331,407.508784012,0.563713894875,197.680516671,1195.81606545
9.58406808314,45.9203,118,52.1424,21.4681,174.5602544,276.692295181,-21.9882,0.893241,1.75938,21.4752968613,947.699994789,21.4714634609,219.92664765,118,448.559867004,21.4871,379.566143133,0.594383809656,180.640598095,666.343163718
4.31023479317,46.0392,119,52.3952,21.6926,245.418930424,185.612239717,-22.23,0.831127,1.62398,21.7010770068,1500.06354834,21.6964376864,251.039982873,119,296.202376556,21.7099,252.776199991,0.572553277528,130.576902659,704.067568144
9.81566999229,46.226,120,52.6043,21.834,338.326285135,130.811056116,-22.3883,0.868963,1.55979,21.8406020674,2007.50218715,21.8360186327,211.988837306,120,560.643301111,21.8504,270.782393792,0.561324741064,160.292820014,750.914094231
171.519007077,46.3341,121,52.8528,22.0547,542.081643817,770.921161956,-22.6126,0.88585,1.38876,22.0620786257,2401.83633825,22.0576502802,127.849176471,121,1650.10087469,22.073,305.93387235,0.551835501855,193.187480927,515.595929652
14.065155367,46.5388,122,53.0739,22.308,453.937338001,554.245125177,-22.8621,0.86417,1.59826,22.3143322135,2749.66317255,22.3109990804,484.062635408,122,1136.55416348,22.3221,428.752251064,0.582918427993,215.914533641,1465.34114252
61.7146639436,46.6343,123,53.3078,22.4399,440.831334204,150.215941576,-23.011,0.849828,1.51281,22.4473297135,1937.93099978,22.4428111191,332.09983547,123,905.495385631,22.4576,498.441760025,0.57764124339,163.28010946,1090.67194543
8.86777638931,46.787,124,53.528,22.6876,275.625248792,298.93277283,-23.2894,0.89089,1.88097,22.6951910005,1402.12741996,22.6914810685,269.583412156,124,774.443423276,22.7047,261.61354726,0.60820382955,218.875415922,717.961533954
