AverageAbsQYDiff,PolicyRegParamNorm,AverageAction,AverageAbsQ,StdReturn,AverageReturn,StdForwardProgress,QFunRegParamNorm,AverageAbsY,StdEsReturn,AveragePolicySurr,MaxEsReturn,MaxReturn,MinReturn,AverageDiscountedReturn,AverageQLoss,AverageEsReturn,MinEsReturn,MinForwardProgress,AverageQ,MaxForwardProgress,Epoch,AverageY,AverageForwardProgress
0.00223405547949,17.2667,1.0,0.13914,2.87560847718,-31.5879819891,0.0287561543556,23.956,0.13923433299,1.92885697635,0.136377,-28.1481963207,-20.9522112223,-38.3599161768,-20.1725211787,3.7892e-05,-30.5466095964,-33.9213642243,-0.0856511420572,-0.136174,0.0883107325179,68,-0.136175571705,-0.0179853575136
0.00240378387747,17.2674,1.0,0.140938,3.23021031962,-31.0905582935,0.0323229674296,24.1334,0.141037767434,3.13422548007,0.13817,-26.0732755829,-21.8256885794,-37.5186462587,-19.7616180364,4.61105e-05,-32.1454174832,-35.7002028517,-0.0773167429473,-0.137809,0.0796961487751,69,-0.137801400498,-0.0130118242059
0.00228306755408,17.2678,1.0,0.142486,3.31774546942,-31.230322486,0.0331762081166,24.2643,0.142588296207,3.77359170852,0.1398,-25.1306317015,-22.8086422285,-40.4855763286,-19.8758083156,4.17137e-05,-31.3206320531,-35.9908242101,-0.107074544102,-0.139725,0.0699124352399,70,-0.139725234676,-0.0144073883276
0.00226316794232,17.2678,1.0,0.14378,3.214597364,-30.4703113412,0.0321582378355,24.3624,0.143883781726,4.7593757756,0.141161,-24.4152914133,-18.9335615208,-39.4233265926,-19.2524489787,4.48126e-05,-31.8747450004,-38.0990315456,-0.0961922699753,-0.141105,0.108641175621,71,-0.141104405744,-0.00680440548475
0.00226930007405,17.2682,1.0,0.145605,3.29561457342,-31.2350670906,0.0329703615443,24.5033,0.145694658198,2.05830015565,0.143278,-26.5747843484,-20.8232061757,-38.2494218131,-19.8987555776,3.70707e-05,-30.4045904529,-33.3049394342,-0.084509321767,-0.142978,0.0897624976553,72,-0.14297244086,-0.0144487270464
0.00227265724105,17.2682,1.0,0.14682,3.06099600335,-30.9268238112,0.0305844401541,24.6686,0.146937244179,2.07726960829,0.143966,-28.1457749494,-22.4214617946,-40.4812754188,-19.6073949464,4.75204e-05,-31.5366339091,-34.5417052459,-0.106478107959,-0.144143,0.0736715629511,73,-0.144141479354,-0.0113563621815
0.0022550455078,17.2682,1.0,0.148169,3.24506707611,-30.8263150199,0.0324409140791,24.7756,0.148253376479,3.13182811383,0.145748,-26.5803930818,-23.1287211387,-38.9867772783,-19.5634218237,3.79798e-05,-33.3228988653,-39.3207860124,-0.0919331002663,-0.145865,0.0666208651815,74,-0.145867248875,-0.0103663473619
0.00212792421306,17.2682,1.0,0.149557,3.33201493114,-31.8154359952,0.0333271838455,24.9505,0.149644375904,3.79514574195,0.147358,-22.6276645515,-22.4067383314,-40.1996398616,-20.3844665099,3.4083e-05,-31.3844414179,-36.9888151462,-0.104180737124,-0.147014,0.0737981031264,75,-0.147008494392,-0.0202556379184
0.00215927014284,17.2682,1.0,0.151023,3.46592067914,-31.3540800996,0.0346544296894,25.1342,0.151118683851,3.84750901337,0.148823,-24.6348152962,-22.0876366812,-42.986040434,-19.9651064591,3.59629e-05,-31.4962820031,-35.2912569716,-0.131834058179,-0.148659,0.0770405534022,76,-0.148656248243,-0.0156146057746
0.00218134864355,17.2682,1.0,0.15256,3.1223009739,-31.2732498373,0.031202962248,25.2183,0.152652203212,2.31011692652,0.150472,-26.6588186157,-23.9728982145,-38.2795527941,-19.9371864781,3.57847e-05,-31.2965529739,-34.0549193192,-0.0848920040554,-0.150369,0.0583164399992,77,-0.15037658685,-0.0148329981947
0.00232673478813,17.2682,1.0,0.154454,3.21337247318,-31.4740979692,0.0321312702924,25.4011,0.154539914772,3.06696514384,0.152496,-28.1474599272,-23.6476765623,-41.0492868215,-20.0966708915,3.74687e-05,-32.5731433702,-39.7552806075,-0.112770536159,-0.151845,0.0615537020493,78,-0.151843948599,-0.0168715632033
0.00236855501808,17.2682,1.0,0.156433,3.39294442512,-31.4526979498,0.0339405659951,25.5338,0.156504126741,2.33075531339,0.154095,-28.0303835082,-21.7237111524,-40.3961659428,-20.0730879346,3.89235e-05,-30.7158475751,-34.551519241,-0.106119209227,-0.153918,0.0807340197185,79,-0.15391840579,-0.0166390378071
0.0023585422676,17.2682,1.0,0.158485,3.35334346364,-30.9686577844,0.0335359476798,25.6658,0.158566882636,2.55455838712,0.156385,-24.7350770802,-20.406097058,-37.2648144163,-19.6799681146,4.01918e-05,-30.5588483698,-34.663447311,-0.0747082111595,-0.155653,0.0938274693057,80,-0.155657839177,-0.0117880015281
0.00250423060791,17.2682,1.0,0.160713,2.95282263645,-30.9198583197,0.0295482239868,25.7521,0.160823493757,5.18135453671,0.158177,-21.1462458758,-22.291377578,-36.788443561,-19.6075691818,4.96371e-05,-31.1842530949,-37.2975372515,-0.0701375704291,-0.157748,0.0752678301109,81,-0.157739682124,-0.0112894753663
0.00250923883966,17.2682,1.0,0.162499,3.70409034537,-31.4983930375,0.0370381780015,25.8713,0.162604614984,2.48175720436,0.159959,-31.1338283154,-23.2932795582,-40.4425002637,-20.1139328448,4.66011e-05,-33.8871647172,-39.086852251,-0.106505762035,-0.159587,0.0650228879713,82,-0.159589379806,-0.0170736229469
0.00236266111056,17.2682,1.0,0.164441,3.25841060467,-31.9071332058,0.0325950648778,25.9535,0.164519106741,1.94442939436,0.161903,-27.9760889342,-24.3751059268,-39.6673112703,-20.4250789425,4.54559e-05,-31.4210442428,-33.9407478992,-0.0988950542096,-0.161534,0.0544452922819,83,-0.161526530741,-0.0211694356641
0.0024288140118,17.2683,1.0,0.165751,3.05693835587,-31.5995065292,0.0305604206314,26.0982,0.165872071353,2.72527679396,0.162849,-24.153061259,-25.0451663106,-39.245876532,-20.1812244963,5.21957e-05,-28.4823959879,-32.257266365,-0.0945568549699,-0.162839,0.0474034943843,84,-0.162838058318,-0.0180772932903
0.00239325626297,17.2683,1.0,0.167486,2.86337801077,-31.1261251793,0.0286511215488,26.2517,0.16757466034,1.53859711244,0.164475,-28.2789552366,-23.4450089558,-38.3854791426,-19.7584489033,4.18269e-05,-31.5953344486,-33.8673536322,-0.0860813385442,-0.164524,0.06342294931,85,-0.16452819882,-0.013354017633
0.00250881738152,17.2683,1.0,0.168871,3.45061429916,-31.3094561532,0.0345186202488,26.3818,0.168951247212,3.79226085165,0.165312,-23.5692002829,-22.123589826,-39.2138457925,-19.9432254691,4.46502e-05,-31.4293417441,-37.4415483804,-0.0943011534541,-0.165522,0.0766709783517,86,-0.165524172127,-0.0151928088148
0.00251483147299,17.2683,1.0,0.170215,3.40450846961,-31.0275868236,0.0340415715001,26.4534,0.170324184619,3.20669807921,0.167349,-26.6369257495,-23.5418198825,-39.1218263228,-19.7284010081,4.92945e-05,-31.8302402679,-37.594374681,-0.0933555827238,-0.167113,0.0627355287196,87,-0.16711700677,-0.0124078746801
0.00271670179354,17.2683,1.0,0.171928,3.06373053481,-31.0840288979,0.0306492584263,26.6446,0.172025303418,3.38814486377,0.168603,-26.0708328877,-22.7691073499,-39.4616980926,-19.7505191603,5.45017e-05,-31.394673765,-37.0334560553,-0.0967195038606,-0.168612,0.0702066658332,88,-0.168610768238,-0.0129620170706
0.00245901826956,17.2683,1.0,0.173389,3.41430895285,-31.0749816062,0.0341333571431,26.7794,0.173509968848,3.31395116691,0.170508,-25.5287758586,-24.1725316401,-40.5135845303,-19.7744251635,5.03809e-05,-30.1616510901,-35.9758049249,-0.107171748716,-0.170282,0.0566580744875,89,-0.170282919807,-0.0128532904136
0.00246193433767,17.2683,1.0,0.175178,3.09145148588,-31.7417105308,0.030920344686,26.8353,0.175284931231,2.20508362271,0.172376,-27.0821127837,-23.4914756267,-39.0249492339,-20.3070721511,4.90579e-05,-31.0951397229,-34.1537754042,-0.0921886006648,-0.171982,0.0630475503648,90,-0.171985392605,-0.0195358771853
