AverageAction,AverageY,StdReturn,MaxReturn,MaxEsReturn,AverageAbsQ,AverageEsReturn,AverageDiscountedReturn,AverageAbsY,Iteration,QFunRegParamNorm,MinReturn,AverageQ,MinEsReturn,AverageAbsQYDiff,Epoch,PolicyRegParamNorm,AverageQLoss,StdEsReturn,AveragePolicySurr,AverageReturn
0.940397,1.59506357243,75.2662258513,-272.074774723,-358.328879548,1.59458,-358.328879548,-39.0844785544,1.59514243724,24,15.0613,-515.076514165,1.59458,-358.328879548,0.0628773411309,24,19.9512,0.00956856,0.0,-1.65451,-395.279490957
0.870268,1.59379370838,34.740994376,-6.38033309048,-428.335409883,1.59343,-428.335409883,0.184438746299,1.59389007266,25,15.4952,-128.605774434,1.59343,-428.335409883,0.060898961947,25,20.2329,0.00914365,0.0,-1.65487,-64.9938888613
0.890047,1.59859437713,27.0853440559,-156.214842961,-5.6876839321,1.59826,-5.6876839321,-20.6158468652,1.59866628012,26,15.9209,-258.415480989,1.59826,-5.6876839321,0.0600632185521,26,20.4986,0.00891553,0.0,-1.66201,-205.956044633
0.862952,1.60872147603,52.5522180258,44.6233947238,-63.6219651318,1.60832,-63.6219651318,-7.18178104296,1.60882869207,27,16.4052,-122.548289783,1.60832,-63.6219651318,0.0607236828105,27,20.7751,0.00893428,0.0,-1.67229,-39.4986942147
0.828738,1.61650643124,36.2877134759,-237.134259643,-132.737444577,1.61616,-132.737444577,-27.3489239212,1.6165980492,28,16.8809,-381.835588694,1.61616,-132.737444577,0.0624976650726,28,21.2009,0.00936031,0.0,-1.68256,-330.88844574
0.859826,1.63212007486,124.569044289,-100.987219577,82.8731333949,1.63174,82.8731333949,-22.6841366807,1.63218487024,29,17.3722,-498.846196607,1.63174,82.8731333949,0.063428753782,29,21.7143,0.00927301,0.0,-1.698,-218.801200082
0.841038,1.64300375853,50.7445572539,71.5729599277,-229.953611338,1.64275,-229.953611338,1.01151355252,1.64309458067,30,17.8684,-107.525863472,1.64275,-229.953611338,0.0646787943392,30,22.2067,0.00925866,0.0,-1.70583,16.2267961247
0.867157,1.6548796007,59.1864641547,128.273810254,-79.0722576956,1.65451,-79.0722576956,-3.98288230273,1.65496723016,31,18.3528,-100.933708482,1.65451,-79.0722576956,0.0672415591098,31,22.6432,0.0106984,0.0,-1.72397,52.9125158866
0.832813,1.68034080836,48.5242309202,295.64505799,73.3969111924,1.67992,73.3969111924,19.0221565281,1.68040630617,32,18.7981,140.824197299,1.6799,73.3969111924,0.0673849083447,32,23.0518,0.0108013,0.0,-1.75389,197.732748773
0.824375,1.70453460486,77.341377085,316.112971043,140.283256842,1.70418,140.283256842,18.4286114568,1.70462519972,33,19.2251,40.4026741081,1.70418,140.283256842,0.0679323029325,33,23.5077,0.0105814,0.0,-1.77991,102.265145477
0.856475,1.73822007135,172.945856965,139.89244311,45.2457774636,1.73785,45.2457774636,-3.06700544057,1.73830500253,34,19.6591,-453.309611831,1.73785,45.2457774636,0.0689794704313,34,23.9564,0.0103812,0.0,-1.81459,-135.374002896
0.842588,1.76078017171,104.405833224,278.537785173,114.953433886,1.76047,114.953433886,41.5132589711,1.7608188709,35,20.0607,-23.1341806888,1.76045,114.953433886,0.0696523838258,35,24.4331,0.0105034,0.0,-1.84327,122.019023043
0.849155,1.80605904022,164.326810932,736.231512802,150.336399634,1.8056,150.336399634,46.5220021044,1.8061187269,36,20.5254,174.16960774,1.8056,150.336399634,0.0729187250973,36,24.9077,0.0129218,0.0,-1.89287,308.008548045
0.844255,1.85750710773,376.804163737,1121.43745102,269.827174615,1.85704,269.827174615,76.0327663764,1.85766449553,37,20.9478,95.3040997226,1.85703,269.827174615,0.0749317340593,37,25.3243,0.0136104,0.0,-1.94288,860.111243464
0.889524,1.90850412679,97.1508542087,543.307857286,453.738374645,1.90815,453.738374645,57.3374260226,1.90860789677,38,21.3302,190.421878691,1.90814,453.738374645,0.074512626432,38,25.6773,0.0126706,0.0,-1.99827,476.091416408
0.906951,1.95649416898,78.9447837066,493.324693293,464.32982957,1.95595,464.32982957,60.5905420551,1.95658822093,39,21.7232,255.956937634,1.95595,464.32982957,0.0755122269768,39,26.0308,0.0125851,0.0,-2.04691,342.494859584
0.893589,2.01769950414,161.827463341,1111.47986271,345.211940968,2.01712,345.211940968,78.2678840554,2.01780130246,40,22.0715,477.308196571,2.0171,345.211940968,0.0761709446828,40,26.4059,0.0133122,0.0,-2.11299,671.452032031
0.861207,2.07620418284,380.138182858,1490.95387546,419.690578787,2.07572,419.690578787,102.980220635,2.07631555455,41,22.4367,487.665837565,2.07572,419.690578787,0.0772297864002,41,26.7173,0.0141848,0.0,-2.17268,1222.99896153
0.912287,2.13591794735,302.575524323,539.628490285,364.982797055,2.13557,364.982797055,54.2996408511,2.13603541528,42,22.737,-556.702995805,2.1355,364.982797055,0.0765130622186,42,27.0711,0.0131033,0.0,-2.23045,270.361025399
0.84381,2.20529909502,341.109218249,1768.48040665,546.99970373,2.20472,546.99970373,145.603548103,2.20549555475,43,23.1302,613.560420698,2.20467,546.99970373,0.0790061377992,43,27.3437,0.015653,0.0,-2.30466,1636.36499092
0.823436,2.26715438357,21.5258117062,1906.16603233,413.472894776,2.26675,413.472894776,160.471488315,2.26728199397,44,23.476,1826.34493364,2.26672,413.472894776,0.0771210759074,44,27.5975,0.0134497,0.0,-2.3629,1884.3223905
0.885205,2.32025241312,506.098042179,1185.24165944,450.652505348,2.31987,450.652505348,63.8517834515,2.32041564287,45,23.8268,-418.326758811,2.3198,450.652505348,0.0803353727365,45,27.8968,0.0169399,0.0,-2.41562,589.536643965
