StdReturn,MaxEsReturn,PolicyRegParamNorm,AverageQLoss,MinReturn,MinEsReturn,QFunRegParamNorm,AverageY,AverageAction,AverageEsReturn,MaxReturn,AverageAbsY,AverageAbsQYDiff,AverageAbsQ,AverageReturn,StdEsReturn,AverageQ,AveragePolicySurr,Iteration,Epoch,AverageDiscountedReturn
10.9952413168,-244.41290613,17.8961,0.234934,17.9584453003,-244.41290613,19.3163,1.55548431345,0.159578,-244.41290613,50.0012487998,1.81567566283,0.350385091833,1.77777,35.8470516507,0.0,1.55352,-2.0159,19,19,8.96681715443
11.9621997012,-162.987500276,18.4254,0.256696,-9.38250957343,-162.987500276,20.0534,1.70916862764,0.172476,-162.987500276,28.0392817776,1.94367317235,0.361125729976,1.90531,2.7571932215,0.0,1.70729,-2.20236,20,20,7.07636619022
26.6482096174,-144.228246678,18.9982,0.270143,50.8838370982,-144.228246678,20.7363,1.89430759002,0.31852,-144.228246678,142.215195424,2.09492037099,0.367175563577,2.06247,105.18522053,0.0,1.89204,-2.41054,21,21,5.0680421963
17.3765963965,-117.685428437,19.5248,0.28763,416.966969805,-117.685428437,21.394,2.11083599705,0.347763,-117.685428437,474.57764396,2.2794899027,0.37810180721,2.24918,447.576672076,0.0,2.10819,-2.65166,22,22,38.6308895112
28.8100363935,-73.4232650326,20.1178,0.309867,297.632162177,-73.4232650326,22.0709,2.40033826434,0.553178,-73.4232650326,404.467133291,2.53512157061,0.390918490107,2.50961,367.609743636,0.0,2.39754,-2.97729,23,23,35.8614226523
38.3750387596,77.8741741073,20.8073,0.342219,374.2966654,77.8741741073,22.6768,2.7482945159,0.834552,77.8741741073,484.056493638,2.85394828411,0.413480164274,2.83066,433.285955145,0.0,2.74529,-3.37436,24,24,43.7389619702
198.861669199,265.842577148,21.5574,0.410535,-240.068056208,265.842577148,23.2909,3.19824589792,0.86242,265.842577148,473.043831968,3.27255111017,0.448989812724,3.2542,288.995860349,0.0,3.19435,-3.88235,25,25,33.7041591712
53.8258374681,331.788423296,22.2563,0.453988,251.752215016,331.788423296,23.8248,3.78289865881,0.895835,331.788423296,450.474752256,3.8373007242,0.475293484514,3.8225,345.448456595,0.0,3.77859,-4.55871,26,26,36.9361830985
365.344778984,390.2672964,22.9375,0.504829,-448.867284013,390.2672964,24.3941,4.43767934961,0.90207,390.2672964,583.266650916,4.47249253738,0.503079313858,4.46134,90.3201185087,0.0,4.43396,-5.28275,27,27,30.8435830667
51.0328478349,327.614235244,23.5286,0.535065,316.339632977,327.614235244,24.8759,5.16295877636,0.901812,327.614235244,492.888695022,5.18300935264,0.520901241326,5.17355,418.616852792,0.0,5.15805,-6.07692,28,28,41.8858891112
428.102242655,395.182604979,24.0251,0.573634,-594.573389022,395.182604979,25.3773,5.97622375294,0.846913,395.182604979,891.922775738,5.98686802199,0.538701764362,5.97815,679.267383793,0.0,5.97075,-6.90346,29,29,69.5235173142
428.394838713,464.833041048,24.5164,0.624344,-468.659859673,464.833041048,25.8333,6.84546217074,0.836486,464.833041048,1005.86258587,6.85113304248,0.558489224238,6.8433,814.261085725,0.0,6.83973,-7.8025,30,30,67.4844305463
33.7148345222,573.056110713,24.8891,0.643721,812.714344125,573.056110713,26.2488,7.72068204535,0.86401,573.056110713,935.645016605,7.72315288084,0.568214821338,7.71516,857.899583693,0.0,7.71433,-8.68752,31,31,77.7687828591
384.901703104,452.614978167,25.2402,0.67822,-22.1994976766,452.614978167,26.6048,8.56329315276,0.820097,452.614978167,1036.67989201,8.56501889748,0.578386881835,8.55883,775.20333128,0.0,8.55842,-9.54833,32,32,51.029676294
131.459961349,594.330926967,25.5835,0.715446,641.705996599,594.330926967,26.9747,9.50205535689,0.802555,594.330926967,995.787599438,9.50304050821,0.587539797431,9.49618,770.581638092,0.0,9.49593,-10.4817,33,33,72.3299059337
43.5086301593,503.883591111,25.9111,0.740214,881.264458604,503.883591111,27.3493,10.4423154157,0.830996,503.883591111,1045.23972665,10.4429851036,0.597511120984,10.4365,962.126534451,0.0,10.4364,-11.4313,34,34,79.8266464327
82.2006855166,615.61333357,26.2559,0.765065,567.394825433,615.61333357,27.7179,11.3413370965,0.862114,615.61333357,848.225860986,11.3417493461,0.601412878107,11.3357,767.572722009,0.0,11.3357,-12.3319,35,35,64.0940112596
336.619657024,558.998898363,26.6116,0.814267,-84.8226633513,558.998898363,28.0546,12.2921607461,0.869051,558.998898363,1095.90331125,12.2926249667,0.616779230432,12.2866,783.66017446,0.0,12.2866,-13.311,36,36,68.4905721267
314.501316892,604.484186192,26.936,0.848721,-27.3688503139,604.484186192,28.3753,13.2891139829,0.865884,604.484186192,1073.63859938,13.289629998,0.626771557253,13.2831,905.557179374,0.0,13.2831,-14.3043,37,37,71.7513475949
27.1194803706,738.876852569,27.2617,0.897822,984.82739291,738.876852569,28.7585,14.3034310757,0.85515,738.876852569,1087.61594615,14.3038551849,0.639754216171,14.2973,1036.53124343,0.0,14.2973,-15.3428,38,38,92.4347576229
42.7002060364,653.717992035,27.5745,0.995235,1096.47642471,653.717992035,29.1062,15.3323094468,0.874504,653.717992035,1222.98355816,15.3329677094,0.656418681523,15.3259,1154.86027248,0.0,15.3259,-16.4015,39,39,104.357468559
36.8866120878,619.141700099,27.879,0.964713,1058.58422493,619.141700099,29.4228,16.3545521442,0.82835,619.141700099,1174.41555947,16.3548674214,0.659776401709,16.3485,1134.09210518,0.0,16.3485,-17.4152,40,40,100.88568679
203.147408569,647.016165875,28.1251,1.03446,248.740376499,647.016165875,29.7468,17.417846997,0.854854,647.016165875,962.16753032,17.4181778458,0.665900152683,17.4116,852.904496585,0.0,17.4116,-18.4657,41,41,77.6752603478
33.0982320526,603.982948251,28.4371,1.13906,969.082339668,603.982948251,30.0963,18.4307768912,0.841635,603.982948251,1067.66433994,18.4314073318,0.675194769689,18.4239,1037.73160844,0.0,18.4239,-19.4989,42,42,80.7613746643
31.9722498701,637.598572123,28.7282,1.09121,967.685624091,637.598572123,30.3677,19.4649278306,0.817484,637.598572123,1070.60229798,19.4653656966,0.674242499487,19.4593,1014.32461281,0.0,19.4593,-20.5204,43,43,94.5406758495
29.1112721644,578.578271198,28.9571,1.18422,1016.14026524,578.578271198,30.6991,20.5091974483,0.865763,578.578271198,1124.60567573,20.5098125333,0.679319036675,20.5026,1073.51982799,0.0,20.5026,-21.5783,44,44,92.6775690064
60.6436640076,607.48021817,29.2303,1.30418,796.686921692,607.48021817,30.9808,21.5206148591,0.851705,607.48021817,1008.76137614,21.5212377823,0.69257805124,21.515,969.765339775,0.0,21.515,-22.5688,45,45,70.7249452748
31.1455818607,718.938284791,29.4928,1.2495,755.58069578,718.938284791,31.2856,22.5332534965,0.871091,718.938284791,856.980093292,22.5336532428,0.694393584272,22.527,811.375747124,0.0,22.527,-23.5926,46,46,66.6412867868
18.9860603565,562.197693685,29.7386,1.2722,1003.00232628,562.197693685,31.5535,23.5388641198,0.875096,562.197693685,1057.979582,23.5392285351,0.695278793521,23.5335,1033.73023526,0.0,23.5335,-24.5996,47,47,77.6529762585
61.7319651266,692.395395439,29.9734,1.36069,750.723493491,692.395395439,31.8323,24.6153795193,0.889919,692.395395439,960.453759422,24.6158744677,0.709235292389,24.6081,882.128799004,0.0,24.6081,-25.6542,48,48,83.144557263
28.0525339138,682.298228152,30.1968,1.36578,1016.31376661,682.298228152,32.1377,25.6428265328,0.868107,682.298228152,1100.51148872,25.6433530445,0.705194879533,25.6369,1064.38054219,0.0,25.6369,-26.6655,49,49,90.163849101
41.5598190432,685.794919307,30.378,1.64642,937.836153779,685.794919307,32.4315,26.5839577577,0.871341,685.794919307,1069.40292711,26.5844578945,0.73049022638,26.578,986.854899346,0.0,26.578,-27.5903,50,50,86.2472830511
58.338390564,649.189667503,30.6872,1.6015,890.972542481,649.189667503,32.7336,27.5851831628,0.881097,649.189667503,1082.9640532,27.5857368918,0.730503979587,27.5791,987.408251309,0.0,27.5791,-28.6017,51,51,86.5433465222
229.409562901,606.971801671,30.9639,1.62439,230.501136878,606.971801671,33.0118,28.5647202996,0.870697,606.971801671,1063.67900517,28.5653814115,0.739503667138,28.5575,843.062912548,0.0,28.5575,-29.5929,52,52,87.3755024132
90.0869949582,630.11939102,31.1786,1.79225,802.343826728,630.11939102,33.3173,29.5442863402,0.884287,630.11939102,1107.37445527,29.5450168901,0.745796681272,29.5384,1031.97914157,0.0,29.5384,-30.5705,53,53,81.7417536446
24.5821696358,674.47573885,31.453,1.90244,977.399473968,674.47573885,33.6394,30.5474306567,0.881857,674.47573885,1055.28334736,30.548139196,0.761170816564,30.5403,1028.68818748,0.0,30.5403,-31.5654,54,54,86.0070418418
85.1136758766,646.1588327,31.7561,1.76786,656.097845261,646.1588327,33.9,31.5200618287,0.876168,646.1588327,957.594064605,31.5207266517,0.75555692913,31.5147,871.625059107,0.0,31.5147,-32.5503,55,55,70.7934477364
69.0788683651,578.156773544,32.0009,1.75428,665.110083378,578.156773544,34.1823,32.4943966926,0.868827,578.156773544,882.468261228,32.4948615773,0.76144155769,32.4875,790.185957162,0.0,32.4875,-33.5096,56,56,70.5212231735
138.129966688,664.257534553,32.2088,1.90373,474.335645886,664.257534553,34.4467,33.4421390221,0.90628,664.257534553,933.157163962,33.4426991311,0.766999501572,33.436,694.797561826,0.0,33.436,-34.4633,57,57,64.4979749244
152.495828852,552.508751048,32.3924,2.26966,494.432927311,552.508751048,34.71,34.421994521,0.868631,552.508751048,1026.44134526,34.4228553768,0.788532241484,34.4158,819.710499482,0.0,34.4158,-35.4515,58,58,63.0929452981
67.1910310928,678.453349698,32.601,2.03681,655.779417728,678.453349698,34.9574,35.3936356597,0.894922,678.453349698,905.50870523,35.3942360192,0.777546471669,35.3864,845.799013894,0.0,35.3864,-36.4073,59,59,57.7944355273
222.858931843,630.852991027,32.8594,2.38558,206.012578276,630.852991027,35.2209,36.359404582,0.847668,630.852991027,1013.62233857,36.3600506919,0.796483079166,36.3528,863.230021133,0.0,36.3528,-37.352,60,60,84.7241128317
41.7299696573,710.784062486,33.1042,2.29608,907.34640947,710.784062486,35.4624,37.2597055123,0.868229,710.784062486,1042.60873099,37.2606434728,0.78738611117,37.2531,982.961293058,0.0,37.2531,-38.2732,61,61,85.1408691955
107.502670489,642.866225978,33.3042,2.02991,563.968322419,642.866225978,35.6876,38.1967608852,0.884275,642.866225978,875.979802425,38.1972327918,0.780397074926,38.1911,732.550878473,0.0,38.1911,-39.2012,62,62,58.11319685
107.608605233,629.781866813,33.569,2.34386,729.919259229,629.781866813,35.9429,39.126397238,0.859789,629.781866813,1111.01721326,39.1269762682,0.794137314191,39.1194,965.846217057,0.0,39.1194,-40.1127,63,63,100.083809332
103.455101185,682.010754906,33.7269,2.33064,698.742851264,682.010754906,36.2266,40.0165247598,0.859657,682.010754906,1085.97186361,40.0172418746,0.802616590328,40.0101,930.021013656,0.0,40.0101,-40.9819,64,64,92.6845028431
133.134394231,676.386668997,33.9119,2.7228,549.635986802,676.386668997,36.4904,40.9122628533,0.872134,676.386668997,1029.5458859,40.9128590437,0.819772058639,40.9047,940.176228791,0.0,40.9047,-41.8914,65,65,88.3747628633
76.1161814428,599.241916377,34.1005,2.84446,759.74203658,599.241916377,36.7701,41.7989332906,0.853052,599.241916377,1021.67616452,41.7995313606,0.836108053517,41.792,940.028700428,0.0,41.792,-42.8015,66,66,88.3455159178
95.5578710026,582.984169182,34.3138,3.24924,622.742183497,582.984169182,37.1201,42.8309964088,0.889276,582.984169182,927.986641259,42.831437812,0.895975215043,42.825,824.825895468,0.0,42.825,-43.8239,67,67,64.6367566577
149.20142947,239.478758847,34.5028,3.39618,463.98476527,239.478758847,37.3739,43.9878740332,0.864768,239.478758847,1026.14695393,43.9885443368,0.915827448702,43.9793,890.981627175,0.0,43.9793,-44.9953,68,68,71.2153186476
157.844617599,-273.473945847,34.7139,3.31295,434.8539709,-273.473945847,37.616,44.8888672324,0.844916,-273.473945847,969.066297431,44.8892379927,0.909132961273,44.8825,794.775694494,0.0,44.8825,-45.8785,69,69,80.7041139029
143.946031555,646.969845295,34.916,3.72046,435.247342249,646.969845295,37.8533,45.7260688529,0.857784,646.969845295,884.239764593,45.7266487055,0.92666014603,45.7156,640.845204206,0.0,45.7156,-46.7256,70,70,73.925922059
35.4041519937,672.018072458,35.119,3.1083,1023.57650422,672.018072458,38.0981,46.6585698309,0.848717,672.018072458,1158.90655568,46.6591598491,0.886157540711,46.6508,1104.46003469,0.0,46.6508,-47.6718,71,71,99.4029527459
119.356306698,201.653479995,35.3041,3.66569,679.349253013,201.653479995,38.3188,47.548968025,0.877621,201.653479995,1141.89177314,47.5494677005,0.936493377994,47.5409,1004.80675228,0.0,47.5409,-48.5463,72,72,90.5482024945
40.6035217558,623.397412869,35.5068,3.48812,887.499490077,623.397412869,38.5471,48.4807392601,0.874304,623.397412869,1047.43449137,48.4813537676,0.911211770555,48.4733,968.427359982,0.0,48.4733,-49.4741,73,73,87.3320026394
300.226214057,364.762498618,35.6223,2.62421,213.60185519,364.762498618,38.7557,49.4297556068,0.903828,364.762498618,939.417585101,49.4301114486,0.877768480083,49.4218,621.064364079,0.0,49.4218,-50.4196,74,74,74.1358364275
192.654067797,694.98059189,35.8018,4.13187,428.251785623,694.98059189,38.9947,50.2453235575,0.881273,694.98059189,1027.56922083,50.2460001561,0.941019868114,50.237,872.179398057,0.0,50.237,-51.2276,75,75,81.5357173666
182.461404584,510.229444503,36.0049,3.71182,344.47379851,510.229444503,39.154,51.0302353522,0.881134,510.229444503,1028.85532551,51.0306001595,0.912119336371,51.0218,874.372574491,0.0,51.0218,-52.0217,76,76,86.820465684
507.086748743,647.971520523,36.2099,4.15025,-414.663695067,647.971520523,39.3677,51.8139084881,0.898269,647.971520523,1034.34801017,51.814514376,0.93754180154,51.8062,669.841012505,0.0,51.8062,-52.7809,77,77,69.3996666979
584.134574456,400.785778205,36.3754,4.62393,-561.670480313,400.785778205,39.5984,52.5535244823,0.897579,400.785778205,1004.26327519,52.5542336144,0.951887438212,52.5457,539.681769621,0.0,52.5457,-53.4906,78,78,51.9141054209
458.080268951,712.9000135,36.555,3.7785,-583.389317964,712.9000135,39.7687,53.2716625538,0.888212,712.9000135,981.813805792,53.2721154584,0.928064709425,53.265,788.833153571,0.0,53.265,-54.1826,79,79,64.027537064
566.263542651,715.862957582,36.6987,4.11921,-370.347618595,715.862957582,39.984,53.9928874199,0.903367,715.862957582,1101.72864004,53.9935630896,0.934304297471,53.9858,501.234963934,0.0,53.9858,-54.9205,80,80,81.0924396371
250.375042975,630.18659424,36.8852,4.43233,275.408140721,630.18659424,40.2372,54.6868033578,0.903116,630.18659424,1154.1376072,54.6873928344,0.949245510461,54.6785,1002.37696976,0.0,54.6785,-55.6213,81,81,93.8463433285
242.433292646,548.109267347,37.0781,4.03131,333.435041189,548.109267347,40.4848,55.411095841,0.873187,548.109267347,1118.31903328,55.411817858,0.937450827497,55.4048,890.885198448,0.0,55.4048,-56.362,82,82,90.6066185469
84.9718754712,654.460570871,37.2649,3.93498,811.25660561,654.460570871,40.7006,56.1861014843,0.885224,654.460570871,1073.27374751,56.1865099115,0.946833570038,56.1791,957.036560967,0.0,56.1791,-57.1457,83,83,73.4341596329
242.306338133,656.744311709,37.451,4.07193,345.484469012,656.744311709,40.9736,56.8586224994,0.88966,656.744311709,1012.92655766,56.8592375652,0.943133871544,56.8523,799.790591675,0.0,56.8523,-57.7955,84,84,80.9615522831
244.47538352,713.841426522,37.6559,5.01439,354.687262553,713.841426522,41.2279,57.5486785847,0.897807,713.841426522,1000.20036938,57.5491817613,0.984180393612,57.5404,800.653856166,0.0,57.5404,-58.4664,85,85,76.7481804951
52.1128642349,689.063579837,37.8694,4.65589,776.486000846,689.063579837,41.4295,58.2907062723,0.906246,689.063579837,961.85783706,58.2912355258,0.948527045919,58.2858,893.3118315,0.0,58.2858,-59.2319,86,86,73.1862248049
308.953230292,94.0306293096,38.0531,4.7449,-230.079813534,94.0306293096,41.706,59.0720437427,0.866539,94.0306293096,698.355880434,59.0725482916,0.976943108904,59.0643,233.728924763,0.0,59.0643,-60.0073,87,87,43.0075916412
425.131135509,496.749968283,38.2295,6.15143,-348.694379151,496.749968283,41.8955,59.7513035572,0.851237,496.749968283,945.86369181,59.75193327,1.02739877298,59.7431,446.458071018,0.0,59.7431,-60.6798,88,88,65.2033879457
153.536836878,702.222194168,38.3973,4.67939,519.762992957,702.222194168,42.0574,60.4019379857,0.869262,702.222194168,1051.02372154,60.4025818646,0.961925988672,60.3963,934.863362982,0.0,60.3963,-61.329,89,89,81.743283977
140.579065214,649.055662944,38.5695,4.71315,613.937855895,649.055662944,42.2821,61.0382064306,0.875899,649.055662944,1076.26010615,61.0385751233,0.972879097106,61.0311,955.252311777,0.0,61.0311,-61.9576,90,90,84.1628059886
254.827034585,651.736290088,38.7414,4.9518,242.672055061,651.736290088,42.5256,61.7104776619,0.866101,651.736290088,1053.14434804,61.7109367499,0.973252375751,61.7024,777.367471346,0.0,61.7024,-62.6287,91,91,73.7526538201
339.350962399,644.626017408,38.9097,5.54301,10.0469406142,644.626017408,42.711,62.3631216723,0.853112,644.626017408,955.943235063,62.3637197909,0.990678499274,62.3566,496.659506868,0.0,62.3566,-63.2862,92,92,75.463950426
262.054184131,666.435850976,39.1099,5.69125,125.219966405,666.435850976,42.9286,62.970668316,0.866297,666.435850976,1061.21229052,62.9711781876,0.998864411719,62.9645,868.30623772,0.0,62.9645,-63.9001,93,93,79.4218233365
45.5770127254,710.196540855,39.2454,5.68834,915.986032289,710.196540855,43.1345,63.6407960917,0.900879,710.196540855,1072.13470494,63.6412303388,1.00033685113,63.6329,987.27538785,0.0,63.6329,-64.558,94,94,82.1415271911
34.2971122823,678.350620569,39.4081,5.52191,966.551216526,678.350620569,43.3408,64.2543353864,0.877328,678.350620569,1081.45933821,64.2548307565,1.00188255284,64.2468,1027.11828398,0.0,64.2468,-65.166,95,95,85.8577938773
389.353026901,683.185685271,39.5382,5.60346,-26.7481851925,683.185685271,43.5056,64.8660480464,0.856615,683.185685271,1069.00070771,64.8664147861,0.987330212113,64.8606,766.462275413,0.0,64.8606,-65.7564,96,96,74.7891324567
62.1762355952,647.499503342,39.7196,5.22713,1014.20602312,647.499503342,43.7506,65.4809866811,0.891836,647.499503342,1194.85106578,65.4815172518,0.997297029658,65.4749,1127.38870815,0.0,65.4749,-66.3681,97,97,96.3485692638
383.55315715,662.486276416,39.9187,5.43555,57.4676647715,662.486276416,43.9889,66.0824556977,0.857556,662.486276416,1066.11049069,66.0829881807,0.993392063556,66.0756,706.969715384,0.0,66.0756,-66.9777,98,98,79.4494045371
349.988052695,698.024030716,40.0797,6.26811,66.4812468029,698.024030716,44.2516,66.6621519337,0.878356,698.024030716,1063.11879371,66.6628300292,1.02387691871,66.6553,734.483039765,0.0,66.6553,-67.548,99,99,79.2562053311
391.576336811,780.011574805,40.1958,6.04638,-277.457595711,780.011574805,44.5142,67.2307965526,0.872073,780.011574805,1058.94249049,67.2314522643,1.00926846482,67.2241,893.580603448,0.0,67.2241,-68.1053,100,100,80.8181128901
55.8518630332,609.982631959,40.3465,5.97354,929.974307503,609.982631959,44.7381,67.7803428398,0.887942,609.982631959,1138.20799308,67.7810105596,1.00994108686,67.7738,1037.49388669,0.0,67.7738,-68.6663,101,101,97.396385487
390.254746384,667.440693822,40.4797,5.92218,-168.053966155,667.440693822,44.9388,68.4056766811,0.887907,667.440693822,1030.67813189,68.4062817835,1.0228810889,68.3984,805.554914302,0.0,68.3984,-69.2867,102,102,73.6130016316
35.0880281077,722.893682949,40.6356,5.35933,1056.59877876,722.893682949,45.1251,68.9777152626,0.887157,722.893682949,1175.31481514,68.9782180319,0.991317865802,68.9715,1122.40303543,0.0,68.9715,-69.8643,103,103,90.8071446349
261.614426274,722.029662284,40.7771,5.24178,234.643306229,722.029662284,45.3693,69.5725043531,0.890555,722.029662284,1154.01880576,69.5728020103,1.0144690538,69.5657,1001.83815432,0.0,69.5657,-70.4478,104,104,87.6838457587
49.0896996939,695.444717568,40.9196,5.72543,1056.81186899,695.444717568,45.6135,70.111059693,0.903364,695.444717568,1208.99746842,70.111486572,1.0097117778,70.1032,1143.98530702,0.0,70.1032,-70.9763,105,105,93.5394291057
305.787876644,687.818883525,41.0475,6.31139,88.6557559992,687.818883525,45.7985,70.6559996574,0.883631,687.818883525,978.073923429,70.656575566,1.02099575148,70.6511,713.615005444,0.0,70.6511,-71.5075,106,106,85.2383140345
67.1097035209,787.527440953,41.2095,6.66039,973.343130125,787.527440953,46.0847,71.1815557299,0.891346,787.527440953,1206.03469418,71.1822494652,1.03506829027,71.1759,1072.54623621,0.0,71.1759,-72.024,107,107,91.1024631779
261.163082324,724.129782469,41.3643,7.1574,184.471370278,724.129782469,46.337,71.7083953842,0.89353,724.129782469,1102.31372578,71.7090920191,1.03657573299,71.6998,939.922510704,0.0,71.6998,-72.5838,108,108,90.017384628
473.565798163,643.227681673,41.5275,6.06268,-383.083744688,643.227681673,46.585,72.2107855296,0.8999,643.227681673,1111.50227073,72.2112336572,1.01088168164,72.2043,739.109215139,0.0,72.2043,-73.0786,109,109,84.0383627449
309.526434819,745.501191556,41.6387,6.49654,114.55432245,745.501191556,46.8697,72.7820437481,0.899229,745.501191556,1212.24166035,72.782543055,1.03446020363,72.7764,1007.29913149,0.0,72.7764,-73.6635,110,110,99.8839612499
395.080442871,714.019837022,41.8084,6.16076,-248.321871494,714.019837022,47.0978,73.3284595762,0.908667,714.019837022,1150.07570889,73.3289139776,1.02780799408,73.3217,926.219410644,0.0,73.3217,-74.2127,111,111,89.3239131426
462.05360367,727.548617054,41.9345,6.30945,-27.8181309583,727.548617054,47.293,73.9046304962,0.910842,727.548617054,1202.87774191,73.9051214034,1.01505120575,73.8987,794.417214999,0.0,73.8987,-74.7627,112,112,70.8892620307
488.077554555,804.103497585,42.0945,7.19401,-530.146692399,804.103497585,47.4809,74.4056079944,0.896625,804.103497585,1161.43862173,74.4060212237,1.04761036637,74.3978,910.910902519,0.0,74.3978,-75.2719,113,113,68.3119287933
263.807455571,714.576236061,42.2745,7.20579,425.461777144,714.576236061,47.6849,74.9291346128,0.912843,714.576236061,1206.90702226,74.9296732575,1.05666998911,74.9226,902.940276927,0.0,74.9226,-75.8197,114,114,87.2575127001
375.091286497,750.74822159,42.4058,7.1925,70.408536692,750.74822159,47.8526,75.4471569674,0.891809,750.74822159,1152.43127567,75.4476492776,1.03347147151,75.4416,836.440361852,0.0,75.4416,-76.33,115,115,86.6738500223
259.09399062,-51.3247721927,42.5692,6.3125,233.036409665,-51.3247721927,48.0651,75.9086471772,0.89565,-51.3247721927,1118.72962234,75.9090219218,1.02956666639,75.9022,1008.72726597,0.0,75.9022,-76.8091,116,116,97.2395710931
49.0405270735,768.741381417,42.7462,7.60088,1059.44421356,768.741381417,48.3233,76.4327469065,0.891302,768.741381417,1206.25594359,76.4334169885,1.06792039824,76.4268,1154.09681085,0.0,76.4268,-77.3071,117,117,95.1250328496
36.8680287195,690.77048089,42.8749,6.7992,1133.05785124,690.77048089,48.5228,76.8915937704,0.906884,690.77048089,1250.18110302,76.8920588186,1.02923341943,76.8844,1186.46386555,0.0,76.8844,-77.7579,118,118,107.178780013
26.881275225,755.993476488,43.0334,7.99205,1097.06403063,755.993476488,48.7745,77.4008403723,0.89643,755.993476488,1190.45956573,77.4014193744,1.07660585828,77.3925,1155.26621395,0.0,77.3925,-78.2804,119,119,97.5325814036
41.5409496211,735.211928169,43.2236,7.62661,1019.4135298,735.211928169,49.107,77.9261095381,0.889198,735.211928169,1159.62716854,77.9265757114,1.06335462277,77.9201,1077.5475345,0.0,77.9201,-78.8137,120,120,91.9153497291
27.8099997003,753.18144921,43.347,7.54987,1058.37433947,753.18144921,49.3833,78.4709383032,0.901305,753.18144921,1156.07494791,78.4714914304,1.0714937939,78.4638,1107.76729206,0.0,78.4638,-79.3663,121,121,98.1982893406
53.9986906493,711.183932428,43.5218,7.59385,1054.87805504,711.183932428,49.6482,78.9834200469,0.894735,711.183932428,1244.64762555,78.9837768871,1.05720647757,78.977,1156.98084188,0.0,78.977,-79.8778,122,122,94.7876707042
60.033476276,795.934635657,43.7058,8.37661,960.501207909,795.934635657,49.8954,79.471367586,0.897139,795.934635657,1166.33677418,79.4718802234,1.08707180089,79.4658,1077.8184828,0.0,79.4658,-80.3581,123,123,91.302021436
530.911021631,692.159042886,43.846,7.7143,-300.097567864,692.159042886,50.2034,79.9938996065,0.911369,692.159042886,1103.35946771,79.9944203047,1.07529104788,79.9873,808.931978485,0.0,79.9873,-80.8919,124,124,66.1340911293
341.084317597,673.364134746,44.017,7.20017,-56.074552269,673.364134746,50.45,80.531794232,0.915183,673.364134746,1150.11605094,80.5320604933,1.0874821308,80.5245,941.972880784,0.0,80.5245,-81.408,125,125,96.7437591221
