QFunRegParamNorm,MinEsReturn,PolicyRegParamNorm,StdReturn,AverageAbsY,Iteration,MinReturn,AverageDiscountedReturn,Epoch,MaxReturn,AverageQLoss,AverageAbsQYDiff,AverageReturn,AverageAction,MaxEsReturn,StdEsReturn,AverageQ,AverageY,AveragePolicySurr,AverageAbsQ,AverageEsReturn
91.8499,3469.21340354,492.522459503,473,520.113670973,3469.21340354,253.438,6534.14726431,4.38707023817,520.113771365,134.433,-522.945,473,0.0,6644.994477,520.107,78.4429835953,0.945206,6422.65698083,520.107,3469.21340354
91.9387,3553.4310769,460.099644238,474,519.909409138,3553.4310769,381.973,5495.30873237,4.96863569022,519.909556731,134.614,-522.707,474,0.0,5961.98848255,519.882,392.031829522,0.955074,4656.59141656,519.882,3553.4310769
91.9822,4066.98789521,504.454418077,475,521.068408858,4066.98789521,215.675,6389.09513487,4.21265806981,521.068511436,134.729,-523.895,475,0.0,6557.27665225,521.055,150.292703076,0.956706,6074.54387549,521.055,4066.98789521
92.0552,3884.0113042,463.96619677,476,521.066422452,3884.0113042,286.533,5527.19562172,4.48203661944,521.06655027,134.821,-523.824,476,0.0,6580.70067455,521.061,1023.3117841,0.953058,3142.96328201,521.061,3884.0113042
92.1044,3295.46737395,459.568391907,477,521.077273825,3295.46737395,322.689,5510.87764271,4.71234508285,521.07732925,135.03,-523.798,477,0.0,6228.0092846,521.057,823.765417593,0.954268,3143.72804716,521.057,3295.46737395
92.1582,3784.8981371,461.39191394,478,521.551652506,3784.8981371,302.938,6104.43779162,4.57382151408,521.551763218,135.209,-524.414,478,0.0,6240.86610132,521.543,83.5930407676,0.951568,5929.12842374,521.543,3784.8981371
92.2218,3630.83050208,500.371931651,479,523.264997309,3630.83050208,356.471,6484.06995211,4.75522013494,523.265180508,135.369,-526.182,479,0.0,6698.07738165,523.255,147.590984157,0.943382,6228.36387073,523.255,3630.83050208
92.3588,3922.1964667,343.289854159,480,522.698249196,3922.1964667,290.279,2393.61073678,4.49529529613,522.698425021,135.541,-525.514,480,0.0,5805.39887313,522.666,2022.45130902,0.978976,80.5704167633,522.666,3922.1964667
92.4348,780.537333644,482.532593713,481,522.261719187,780.537333644,357.213,6224.55752567,4.7416213162,522.261882316,135.673,-525.108,481,0.0,6558.45590469,522.257,211.592359789,0.952751,5887.62791704,522.257,780.537333644
92.5209,3782.44230787,425.757754976,482,522.805599902,3782.44230787,287.541,5221.88723376,4.45423756738,522.805751927,135.771,-525.595,482,0.0,5748.10897923,522.805,829.722458901,0.957974,2826.30373019,522.805,3782.44230787
92.6007,3750.21344617,485.923687588,483,523.01731386,3750.21344617,223.972,5871.35836998,4.28905641256,523.017402382,135.957,-525.832,483,0.0,6495.72231834,522.991,987.098892442,0.956112,3021.96651275,522.993,3750.21344617
92.643,4373.62056388,477.643778871,484,522.968857374,4373.62056388,303.639,5013.88866982,4.56220927714,522.968984021,136.058,-525.759,484,0.0,6280.86745961,522.953,1627.61991916,0.95868,2233.84286878,522.953,4373.62056388
92.7943,3944.2471062,501.478192302,485,524.949549964,3944.2471062,306.055,6659.85507315,4.69872098818,524.949694815,136.187,-527.741,485,0.0,6885.63503085,524.939,145.144935894,0.945942,6445.71506264,524.939,3944.2471062
92.9485,4027.30992951,489.407272105,486,525.099536965,4027.30992951,349.841,5811.11819593,4.74685678351,525.099696428,136.379,-527.959,486,0.0,6631.63827054,525.078,807.740321912,0.960985,4105.84259271,525.078,4027.30992951
92.9999,3912.51229248,491.940825869,487,525.07613624,3912.51229248,326.714,6362.216212,4.6377845201,525.076365683,136.592,-527.982,487,0.0,6623.12166721,525.068,138.338766825,0.957405,6145.02263651,525.068,3912.51229248
93.1125,4056.03310723,472.54552407,488,524.580574035,4056.03310723,305.444,4808.26992446,4.63044630512,524.580711127,136.755,-527.377,488,0.0,6264.72550945,524.57,1615.59732521,0.96062,2303.78732181,524.57,4056.03310723
93.1641,3922.60631815,461.900188125,489,525.36115477,3922.60631815,283.411,5451.72275597,4.39225970624,525.361322031,136.872,-528.117,489,0.0,6293.65883193,525.337,1728.02756764,0.95413,310.367460299,525.337,3922.60631815
93.2374,4367.97222885,488.864766297,490,525.530227442,4367.97222885,319.497,6290.7776356,4.6443189605,525.530339712,136.975,-528.368,490,0.0,6481.64078382,525.521,112.624606961,0.954015,6112.77027962,525.521,4367.97222885
93.2838,3740.58176762,455.088943409,491,525.676098688,3740.58176762,330.548,5919.17311627,4.62411392425,525.676158607,137.176,-528.435,491,0.0,6209.92823473,525.663,139.796695306,0.956118,5643.03378784,525.663,3740.58176762
93.3929,3825.12089169,480.339407692,492,526.185439912,3825.12089169,309.854,5266.76109049,4.58905310209,526.185533898,137.341,-529.003,492,0.0,6427.38828304,526.168,1700.03716153,0.963131,1474.16192568,526.168,3825.12089169
93.4556,3868.29446357,447.970297006,493,526.800449661,3868.29446357,250.151,4790.40433468,4.28499845764,526.800559417,137.523,-529.653,493,0.0,5867.57205709,526.792,1293.94008654,0.955121,2287.14011234,526.792,3868.29446357
93.5695,3667.4135117,487.481817065,494,528.824578612,3667.4135117,291.778,6187.13680913,4.48490641192,528.824723524,137.669,-531.623,494,0.0,6389.6925275,528.8,187.792720642,0.956062,5738.74799426,528.8,3667.4135117
93.6518,3923.96034771,486.170223826,495,527.364614151,3923.96034771,354.618,5935.4578581,4.67397784273,527.364839986,137.834,-530.238,495,0.0,6607.92860909,527.36,1125.71559202,0.961734,2623.62547335,527.36,3923.96034771
93.7628,3814.49690567,444.189444612,496,527.039172824,3814.49690567,409.293,3462.41442713,4.87334512858,527.039330847,137.992,-529.903,496,0.0,5895.38457942,527.019,1800.62972916,0.968874,586.673153962,527.019,3814.49690567
93.8496,4161.29299019,507.564104741,497,528.109178257,4161.29299019,302.219,5781.71752709,4.46125152506,528.109455181,138.128,-530.991,497,0.0,6573.18231559,528.103,1205.56547386,0.954932,3374.06748125,528.109,4161.29299019
93.9668,3977.79866952,461.67773323,498,529.322745988,3977.79866952,358.24,5918.36844528,4.67804021379,529.322828215,138.277,-532.233,498,0.0,5982.85535515,529.301,48.3783146334,0.948201,5836.90705769,529.301,3977.79866952
94.09,4118.97711835,472.273955517,499,528.397242742,4118.97711835,371.452,5959.96450383,4.7570912229,528.397449298,138.474,-531.303,499,0.0,6188.33148266,528.385,147.873968694,0.955077,5780.58267498,528.385,4118.97711835
94.1497,4069.67094833,493.820777248,500,529.456793721,4069.67094833,307.403,6323.46559914,4.46128960931,529.456969178,138.622,-532.375,500,0.0,6529.5840299,529.447,97.6748845061,0.960662,6184.99624306,529.447,4069.67094833
94.2228,4081.52321474,476.962085891,501,530.004687996,4081.52321474,337.833,6056.39394652,4.62649257934,530.004815095,138.798,-532.879,501,0.0,6444.08712308,529.992,539.831553822,0.954261,4482.37003649,529.992,4081.52321474
94.3015,4064.77741942,405.957826125,502,530.946178339,4064.77741942,358.01,4892.40984026,4.68951946387,530.946344398,138.97,-533.824,502,0.0,5170.15636028,530.921,174.333130978,0.956353,4608.56641627,530.921,4064.77741942
94.4542,3833.89738661,484.428661484,503,529.481009788,3833.89738661,283.178,5973.10706137,4.29588660873,529.481176078,139.097,-532.285,503,0.0,6517.89527759,529.468,1252.94831798,0.963901,2220.72272695,529.468,3833.89738661
94.5394,4171.7179868,503.038051451,504,530.718041143,4171.7179868,318.291,6466.21793046,4.59252274191,530.718174173,139.273,-533.558,504,0.0,6632.33084607,530.7,104.788176429,0.945892,6325.66626933,530.701,4171.7179868
94.656,4095.74349043,470.550336727,505,531.546596515,4095.74349043,290.402,6035.1875238,4.50737099072,531.546731016,139.45,-534.426,505,0.0,6162.99461859,531.541,90.0145658702,0.957034,5911.7551179,531.541,4095.74349043
94.8407,4095.0598218,466.438646385,506,530.858131289,4095.0598218,341.897,4127.61589238,4.81981620377,530.858270635,139.667,-533.591,506,0.0,6395.62303885,530.839,2227.63522244,0.966547,805.741573058,530.839,4095.0598218
94.9224,4099.49774243,450.043573164,507,531.475885203,4099.49774243,312.771,5967.20819769,4.56525066637,531.475979087,139.773,-534.325,507,0.0,6331.85234566,531.454,478.493927217,0.954936,4611.5567017,531.456,4099.49774243
95.0151,834.138879404,503.305695071,508,530.485281286,834.138879404,266.678,6418.78427119,4.28697448077,530.485368932,139.964,-533.277,508,0.0,6799.04734211,530.479,160.203557735,0.941209,6185.08694866,530.479,834.138879404
95.1121,4047.84048252,448.419372071,509,532.101421557,4047.84048252,334.52,5884.34342461,4.66573919841,532.101552015,140.099,-534.929,509,0.0,6185.07359242,532.084,205.016166211,0.952148,5486.97836368,532.084,4047.84048252
95.2395,4328.23677404,308.423367638,510,532.136554105,4328.23677404,300.786,3095.71531515,4.44959055492,532.136667617,140.236,-535.024,510,0.0,3757.54436511,532.122,646.975841666,0.963452,1614.38879483,532.122,4328.23677404
95.2788,2135.43658162,489.487755873,511,532.358107123,2135.43658162,342.146,6020.03625623,4.65949973222,532.358193324,140.445,-535.169,511,0.0,6757.86014932,532.344,1667.56350284,0.964308,1030.39846342,532.344,2135.43658162
95.4036,3716.57752291,504.418889164,512,533.428039406,3716.57752291,339.409,6639.8676568,4.76369699534,533.428272364,140.603,-536.241,512,0.0,6870.74953697,533.408,134.064370197,0.966176,6418.57513779,533.408,3716.57752291
95.4924,3791.7984538,507.499692001,513,532.839515368,3791.7984538,303.885,6354.02547721,4.46247503391,532.840395535,140.772,-535.617,513,0.0,6722.34310277,532.839,459.749741345,0.955526,5107.30857161,532.842,3791.7984538
95.618,3567.2738121,472.897452811,514,533.587208366,3567.2738121,338.447,5961.66557855,4.55422449282,533.587373508,140.884,-536.267,514,0.0,6171.21152339,533.575,115.370154232,0.954641,5720.07339317,533.575,3567.2738121
95.7164,3829.13213112,478.498189413,515,533.51617857,3829.13213112,315.998,5327.55467925,4.55694569025,533.516326571,141.049,-536.209,515,0.0,6229.49151774,533.5,1232.02945897,0.961829,2106.21427308,533.5,3829.13213112
95.7421,3926.92114812,473.830565249,516,532.571937563,3926.92114812,332.237,5047.85767493,4.57839725657,532.572203597,141.252,-535.284,516,0.0,6272.64581101,532.565,1626.85289673,0.965497,1821.25592445,532.565,3926.92114812
95.8487,4402.17449716,466.408740846,517,533.393133497,4402.17449716,335.083,5999.17365584,4.66925012926,533.39324273,141.339,-536.059,517,0.0,6319.60267662,533.37,291.8936625,0.95563,5274.4289986,533.37,4402.17449716
95.9363,4131.7516654,512.221384329,518,532.111840693,4131.7516654,307.144,5747.83262835,4.52852219536,532.11197207,141.544,-534.827,518,0.0,6661.48515787,532.103,1394.94823899,0.956036,2542.84786852,532.103,4131.7516654
95.996,2997.90798399,436.019091057,519,532.792721269,2997.90798399,317.721,4878.48083401,4.55714332069,532.792829399,141.717,-535.589,519,0.0,6190.59345228,532.79,1837.68503182,0.966491,736.60865142,532.79,2997.90798399
96.0556,3977.46365974,471.941994983,520,532.753569407,3977.46365974,339.687,6039.87982022,4.60733364975,532.753695084,141.892,-535.415,520,0.0,6311.7202989,532.727,159.658416956,0.955427,5733.24027027,532.727,3977.46365974
96.2174,3897.8283716,472.008195821,521,533.55686951,3897.8283716,323.556,6100.16706336,4.62633118832,533.557127719,142.072,-536.264,521,0.0,6417.41121247,533.529,277.361155182,0.954705,5452.16430083,533.53,3897.8283716
96.3724,3898.77074327,491.579566438,522,535.86930592,3898.77074327,261.024,5590.77336024,4.24734875848,535.869396618,142.217,-538.571,522,0.0,6551.5400894,535.87,1420.99121895,0.955075,1724.79166098,535.87,3898.77074327
96.4226,4084.60131981,425.970155054,523,534.205234054,4084.60131981,324.399,4485.80011181,4.63395570756,534.205450619,142.365,-536.946,523,0.0,5846.38516127,534.195,1609.16584366,0.965914,1421.17209315,534.195,4084.60131981
96.5235,4134.65747919,458.82210688,524,534.273676597,4134.65747919,331.681,5827.67448898,4.74692739303,534.273859882,142.59,-536.947,524,0.0,6086.73152281,534.263,183.031590743,0.954656,5464.68347945,534.263,4134.65747919
96.6404,3904.98193912,463.18382726,525,534.569286832,3904.98193912,329.745,5620.34086399,4.54880370794,534.569396111,142.679,-537.262,525,0.0,6541.91703467,534.544,1143.62586738,0.949896,2259.45919275,534.544,3904.98193912
96.6883,4130.3443594,499.28769981,526,533.106341644,4130.3443594,360.33,6536.28857376,4.82102515311,533.106462334,142.909,-535.955,526,0.0,6802.56255706,533.1,157.46739718,0.950707,6315.29098126,533.1,4130.3443594
96.7697,3709.30754241,479.341254798,527,535.741116255,3709.30754241,295.425,5891.72955737,4.41702035294,535.741191573,143.007,-538.529,527,0.0,6527.19816025,535.733,1396.89073836,0.958311,1712.09065795,535.733,3709.30754241
96.8613,3777.89229991,478.056358421,528,534.177284063,3777.89229991,351.92,5918.28123412,4.76713324046,534.177370679,143.151,-536.935,528,0.0,6057.5368166,534.16,152.510365915,0.950816,5626.08370117,534.16,3777.89229991
96.9222,4005.46028031,509.230284605,529,534.796737364,4005.46028031,358.296,6308.61456355,4.59048214932,534.796863374,143.278,-537.467,529,0.0,6713.27773974,534.787,741.034019171,0.950597,4118.02311465,534.787,4005.46028031
97.0015,3661.79164152,452.250931886,530,535.463473956,3661.79164152,354.594,4959.44009598,4.66182875972,535.463604919,143.423,-538.132,530,0.0,5892.28596239,535.445,1371.55349636,0.959864,1770.01985119,535.445,3661.79164152
97.0833,4060.13365959,477.759127198,531,535.06247484,4060.13365959,325.778,6414.59115464,4.55886087909,535.062692029,143.554,-537.715,531,0.0,6887.33993917,535.05,260.802668869,0.958243,6080.8797117,535.05,4060.13365959
97.1917,3986.30872683,417.176762905,532,535.339246536,3986.30872683,331.201,5143.57034231,4.63537250378,535.339331072,143.731,-538.128,532,0.0,6040.65051308,535.325,756.078220425,0.963132,3633.81046634,535.325,3986.30872683
97.314,3695.60532814,469.785646984,533,536.295445932,3695.60532814,329.815,5925.14089359,4.577238294,536.295613703,143.907,-539.015,533,0.0,6260.9158226,536.281,183.915890541,0.95524,5592.41114426,536.281,3695.60532814
97.3359,4233.87364733,475.828240536,534,536.931637644,4233.87364733,316.791,6150.61072185,4.57129283192,536.931841522,144.046,-539.742,534,0.0,6403.95537191,536.93,188.370710259,0.95272,5842.63766448,536.93,4233.87364733
97.4561,3490.26316241,448.69419988,535,536.979842333,3490.26316241,314.771,5740.62783851,4.61394598314,536.97992453,144.211,-539.752,535,0.0,6053.76188681,536.945,181.343736308,0.951506,5488.58792419,536.945,3490.26316241
97.5176,4054.24718553,448.730451226,536,536.429405124,4054.24718553,316.009,5306.66957487,4.49868991304,536.429561492,144.327,-539.293,536,0.0,6023.50490988,536.431,579.156074448,0.962446,3759.20120335,536.431,4054.24718553
97.5948,3661.24904382,477.194211798,537,536.597203946,3661.24904382,313.097,5821.24938161,4.53862866946,536.597373367,144.433,-539.501,537,0.0,6130.50016002,536.581,169.701087849,0.951427,5563.82772398,536.581,3661.24904382
97.6469,4002.04546184,462.048279395,538,537.591238565,4002.04546184,302.611,5865.941244,4.5937771023,537.591381523,144.614,-540.471,538,0.0,6147.3303591,537.569,179.306505052,0.960579,5635.25759241,537.571,4002.04546184
97.7774,3777.41752697,482.355356861,539,537.258613993,3777.41752697,307.642,6382.23981371,4.48891105803,537.258709131,144.731,-540.142,539,0.0,6698.82200208,537.247,167.016843926,0.956128,6053.09219208,537.247,3777.41752697
97.8393,3623.34452906,458.282051815,540,539.152373075,3623.34452906,298.652,5807.90713349,4.50566400412,539.152483523,144.852,-541.972,540,0.0,6135.20754688,539.144,191.454026842,0.957843,5412.45410381,539.144,3623.34452906
97.9203,3531.22950026,482.172598928,541,538.501973265,3531.22950026,339.687,6281.56571779,4.62712385559,538.502060368,144.939,-541.297,541,0.0,6474.38758024,538.485,111.644689121,0.960453,6098.87301128,538.485,3531.22950026
97.9921,3879.97513167,490.365150589,542,539.28995804,3879.97513167,326.276,6205.91040644,4.5528477338,539.290116023,145.081,-542.07,542,0.0,6554.76673732,539.28,161.21539843,0.963558,5977.07809256,539.28,3879.97513167
98.0897,3872.19954578,482.256238255,543,539.194081089,3872.19954578,311.521,4608.7041004,4.4782562047,539.194280364,145.198,-542.049,543,0.0,6297.345318,539.178,1958.21279169,0.970136,1436.38291461,539.178,3872.19954578
98.1594,4118.2317248,399.496374309,544,539.491355891,4118.2317248,346.135,4243.28679023,4.64854246766,539.491484583,145.315,-542.295,544,0.0,5430.44427127,539.483,1417.10564417,0.964005,633.124709552,539.483,4118.2317248
98.2714,3671.85701614,446.59220227,545,539.694353599,3671.85701614,312.762,5968.64473984,4.47282227604,539.694456582,145.42,-542.46,545,0.0,6323.74705638,539.679,171.908243303,0.954712,5762.01413975,539.679,3671.85701614
98.37,3963.08278222,422.526095676,546,540.627039423,3963.08278222,370.104,5425.95998696,4.73371097868,540.627212615,145.571,-543.472,546,0.0,5512.59902641,540.604,57.2935972398,0.961877,5350.49683663,540.604,3963.08278222
98.4195,4129.68298099,470.314791688,547,540.616767693,4129.68298099,325.346,5645.16946546,4.51551869469,540.616829223,145.715,-543.411,547,0.0,6430.53834459,540.609,936.658836814,0.956196,3473.77943317,540.609,4129.68298099
98.5507,3942.04983917,483.018845611,548,538.955506754,3942.04983917,359.148,5360.4705237,4.6438861205,538.955663049,145.913,-541.741,548,0.0,6471.34109349,538.934,1799.32614645,0.962937,1365.48626849,538.934,3942.04983917
98.6414,3893.26833663,495.816589975,549,540.461951318,3893.26833663,318.442,5473.37373368,4.41623050994,540.462066852,146.005,-543.214,549,0.0,6546.50218682,540.453,1567.05491021,0.961954,2391.59541321,540.453,3893.26833663
98.7177,3945.86194975,482.05280418,550,542.18425011,3945.86194975,286.202,6018.28480439,4.41011263211,542.184379984,146.176,-544.98,550,0.0,6562.00949031,542.178,357.240841593,0.95223,5367.14175043,542.178,3945.86194975
98.8119,3603.19773583,442.656067811,551,541.689088152,3603.19773583,258.783,5572.8131891,4.27362354111,541.689169167,146.312,-544.472,551,0.0,5872.03385583,541.677,170.647122658,0.964373,5255.44374168,541.677,3603.19773583
98.8491,3715.34085492,460.261517277,552,541.374626864,3715.34085492,367.957,5843.72297692,4.76442474741,541.374749056,146.579,-544.234,552,0.0,6053.67429774,541.369,106.794575811,0.96265,5710.30827183,541.369,3715.34085492
98.9342,3939.9209001,462.934917621,553,541.511008603,3939.9209001,310.421,5885.84125818,4.60373198469,541.511125055,146.704,-544.362,553,0.0,6503.35793965,541.491,555.202282667,0.955795,4377.19935683,541.491,3939.9209001
99.0006,3918.36851566,458.573255187,554,541.055818073,3918.36851566,357.041,5233.3983175,4.61250830763,541.055921988,146.833,-543.782,554,0.0,6307.00819219,541.036,1310.70799019,0.96307,2263.54438761,541.036,3918.36851566
99.1083,3412.50068727,390.796337749,555,541.606139691,3412.50068727,303.704,4244.51544117,4.48628683253,541.606321574,147.062,-544.37,555,0.0,5595.75783879,541.598,1829.06549847,0.964448,157.924889086,541.598,3412.50068727
99.2101,3971.66909619,482.022220184,556,540.630225459,3971.66909619,388.503,4540.18290621,4.81053891353,540.63038512,147.215,-543.343,556,0.0,6616.16790496,540.625,1979.81645686,0.965842,666.622986994,540.625,3971.66909619
99.2412,3554.97410628,447.728222349,557,540.850759904,3554.97410628,312.83,5600.10567125,4.44891610853,540.85079911,147.366,-543.693,557,0.0,5901.09315002,540.837,228.430947637,0.957989,5192.10593973,540.837,3554.97410628
99.3708,3540.16219445,429.44222673,558,541.943479852,3540.16219445,295.641,4739.22698509,4.4018327988,541.943550863,147.448,-544.672,558,0.0,5832.50091131,541.92,1890.653441,0.96192,410.943396765,541.92,3540.16219445
99.4774,4378.02475264,476.128035352,559,543.356228562,4378.02475264,332.431,5686.23709022,4.56422736942,543.356279278,147.618,-546.091,559,0.0,6536.49868049,543.355,1858.59998907,0.957575,126.971915638,543.355,4378.02475264
99.5236,4390.44471744,432.611812619,560,541.577951887,4390.44471744,327.012,5353.56484935,4.56012923497,541.578115357,147.803,-544.373,560,0.0,5645.83034477,541.555,116.242161231,0.966161,5218.28195556,541.555,4390.44471744
99.5695,3641.97415126,486.620222347,561,542.286057833,3641.97415126,308.142,5573.65692609,4.38120159625,542.286160028,147.861,-545.08,561,0.0,6494.23497885,542.268,1581.05086111,0.9647,1523.71580298,542.268,3641.97415126
99.695,4066.86636008,447.842684491,562,543.528201504,4066.86636008,320.494,5652.25421436,4.46709138823,543.528334708,147.965,-546.349,562,0.0,6106.69367823,543.517,685.354370327,0.970648,3638.46855072,543.517,4066.86636008
99.7518,3841.33598351,468.005005157,563,543.420803875,3841.33598351,329.425,5916.63038373,4.47532266022,543.420900776,148.124,-546.247,563,0.0,6047.61146054,543.4,87.3325271644,0.960046,5737.23364179,543.4,3841.33598351
99.8485,3991.84219462,453.807482279,564,544.550534465,3991.84219462,337.766,5460.37244582,4.50312465772,544.550686671,148.227,-547.246,564,0.0,6308.95741471,544.549,952.959235477,0.959313,2751.81816851,544.549,3991.84219462
99.9726,4278.82247782,468.942627452,565,542.852044863,4278.82247782,283.918,5641.24053357,4.25396225137,542.852127453,148.327,-545.557,565,0.0,6394.60145194,542.841,1473.6348416,0.959604,1276.69074228,542.841,4278.82247782
100.017,3760.98207723,471.42919731,566,543.49196911,3760.98207723,298.31,4872.75723543,4.31615799756,543.492147194,148.478,-546.224,566,0.0,6553.94324482,543.491,2157.36641517,0.966433,512.424255792,543.491,3760.98207723
100.111,4141.24650894,446.940695508,567,544.168159705,4141.24650894,391.904,5340.5842968,4.79153915948,544.168218553,148.636,-546.923,567,0.0,5803.11611125,544.141,917.873844819,0.962425,2607.99524541,544.141,4141.24650894
100.221,4026.44039559,497.812645888,568,544.792721683,4026.44039559,385.56,5947.95719023,4.7869259437,544.792835478,148.845,-547.56,568,0.0,6467.37172396,544.777,1122.17181381,0.956723,2608.18485597,544.777,4026.44039559
100.3,3982.48110862,500.000185981,569,544.569133933,3982.48110862,348.185,6266.77014256,4.49969845416,544.569172577,149.033,-547.389,569,0.0,6802.10629889,544.556,828.892616633,0.963583,3842.08750486,544.556,3982.48110862
100.425,4236.51638247,465.219051442,570,545.212622192,4236.51638247,346.882,5125.69963104,4.52851569663,545.212727396,149.19,-548.045,570,0.0,6390.0981486,545.197,1692.38493095,0.963861,1342.3885727,545.197,4236.51638247
100.513,3960.82964223,464.23643563,571,545.048682762,3960.82964223,304.608,5587.10429322,4.48818986228,545.048716072,149.322,-547.789,571,0.0,6514.51259797,545.03,1278.41067603,0.954568,3063.97835028,545.03,3960.82964223
100.578,3862.35263141,471.565576689,572,545.129240352,3862.35263141,355.728,6064.26358982,4.70697333738,545.129333512,149.489,-547.946,572,0.0,6336.64821347,545.125,119.312901583,0.965116,5901.75714195,545.125,3862.35263141
100.697,3314.43207411,450.65080218,573,546.142692197,3314.43207411,303.321,5288.8852435,4.44661545288,546.142821563,149.632,-548.916,573,0.0,6227.93712014,546.136,1373.05163958,0.963706,1551.26215199,546.136,3314.43207411
100.754,3737.86156723,398.790083683,574,544.872784268,3737.86156723,403.499,4983.44836356,4.7703386793,544.872879922,149.778,-547.733,574,0.0,6146.50160985,544.852,1675.51393188,0.966452,691.177494651,544.852,3737.86156723
100.827,3984.8565006,451.3176075,575,545.358825307,3984.8565006,374.852,5534.8380572,4.76827403455,545.358963935,149.953,-548.189,575,0.0,6288.27008578,545.346,1352.15458533,0.964113,1521.62434649,545.346,3984.8565006
100.923,3850.70579706,487.91601743,576,545.456864928,3850.70579706,365.033,5612.81445515,4.65835675622,545.456974882,150.083,-548.317,576,0.0,6893.6778599,545.445,1826.6434562,0.965898,1389.73586828,545.445,3850.70579706
101.03,2310.15879751,448.67373654,577,545.668077577,2310.15879751,295.186,5606.91776256,4.48166531461,545.668230556,150.174,-548.441,577,0.0,5972.08732263,545.657,372.643292996,0.964729,4563.80418285,545.657,2310.15879751
101.083,3919.75875413,465.377189314,578,544.963706816,3919.75875413,357.473,5343.08594238,4.71389970004,544.963926316,150.312,-547.841,578,0.0,6269.68775418,544.943,1280.17891521,0.966375,2326.9334461,544.943,3919.75875413
101.228,4068.59400797,479.33213179,579,546.617129221,4068.59400797,333.78,6081.97344724,4.72352043426,546.617236688,150.461,-549.514,579,0.0,6600.48127061,546.605,409.590903718,0.959089,5023.14364724,546.605,4068.59400797
101.29,3733.67328327,487.996913197,580,546.490751286,3733.67328327,364.93,5491.81948092,4.67978642887,546.490853284,150.622,-549.371,580,0.0,6160.75775262,546.493,1047.45305595,0.965267,2462.31426725,546.493,3733.67328327
101.379,3955.21950474,447.966962046,581,546.998083793,3955.21950474,338.093,5803.0635104,4.66840626079,546.998252924,150.698,-549.811,581,0.0,6124.85007621,546.961,175.337765172,0.967332,5578.43440281,546.961,3955.21950474
101.46,4089.41590083,441.581923739,582,545.588397778,4089.41590083,387.683,5577.20225464,4.76716916401,545.588523503,150.883,-548.38,582,0.0,6483.06095574,545.578,1557.47510259,0.964378,939.300474055,545.578,4089.41590083
101.573,3501.82653737,455.389430831,583,547.239815837,3501.82653737,294.931,5297.27518197,4.46725169495,547.239981531,150.985,-550.182,583,0.0,6108.54844059,547.232,1088.49120051,0.960313,3016.74757234,547.232,3501.82653737
101.679,4122.62648339,431.043936767,584,545.700989414,4122.62648339,382.842,4460.44502047,4.80584133506,545.701199221,151.14,-548.599,584,0.0,5961.70029339,545.68,1479.17663786,0.967256,1262.66201199,545.68,4122.62648339
101.786,437.379790215,423.574493873,585,544.719139973,437.379790215,346.768,5441.52319061,4.63419229197,544.719318618,151.252,-547.576,585,0.0,6110.17919519,544.71,1016.34564935,0.963458,2524.66011542,544.71,437.379790215
101.839,3805.14528222,480.630052612,586,547.872115048,3805.14528222,348.988,6112.30347899,4.60521051837,547.872144314,151.347,-550.775,586,0.0,6411.39088807,547.863,179.837433563,0.960482,5689.36816633,547.863,3805.14528222
101.893,4000.70157509,444.79715164,587,547.195448526,4000.70157509,344.155,5814.33436208,4.57247041176,547.195601078,151.498,-550.031,587,0.0,5965.86869794,547.186,82.0466291469,0.959305,5695.5585119,547.189,4000.70157509
101.911,4135.42554652,439.845966005,588,548.255057524,4135.42554652,244.036,4558.96276255,4.3289268089,548.255248647,151.578,-551.111,588,0.0,6681.07910574,548.24,2066.0579879,0.970551,549.180069403,548.24,4135.42554652
102.002,3796.31446368,470.789395091,589,546.869135786,3796.31446368,350.452,5366.64509862,4.65444664391,546.869383731,151.726,-549.594,589,0.0,6214.90458457,546.857,1407.199288,0.964046,1869.32033324,546.861,3796.31446368
102.036,4086.34003994,443.405312135,590,546.688375264,4086.34003994,341.127,4794.52245321,4.65151015255,546.688447659,151.858,-549.472,590,0.0,6256.37128358,546.682,1751.92315166,0.969227,464.008188714,546.682,4086.34003994
102.133,2478.75726956,436.945982165,591,546.655155278,2478.75726956,343.897,4797.4165054,4.70192703083,546.655276107,152.066,-549.463,591,0.0,5739.07564042,546.644,1085.93144612,0.968317,2758.27575402,546.644,2478.75726956
102.236,3883.07351782,458.982486923,592,547.932083423,3883.07351782,380.754,5115.02053757,4.7948607965,547.932153609,152.2,-550.748,592,0.0,6194.07122492,547.907,1684.86455486,0.965384,361.705117885,547.907,3883.07351782
102.38,4076.46191402,368.679488647,593,546.817118782,4076.46191402,334.073,4765.61459056,4.69274770875,546.81714848,152.31,-549.758,593,0.0,5402.59683398,546.809,453.650875398,0.965066,3727.76494085,546.809,4076.46191402
102.458,4113.851053,413.51011788,594,548.222042875,4113.851053,364.006,5025.2271272,4.72999962893,548.222261346,152.467,-550.981,594,0.0,6167.29428251,548.202,1567.75820881,0.961223,434.398597618,548.202,4113.851053
102.57,4144.7869456,488.124134083,595,546.957002795,4144.7869456,422.077,5110.06108302,5.00237753549,546.957134844,152.6,-549.767,595,0.0,6418.39959935,546.935,1388.33614115,0.960066,2047.49878548,546.935,4144.7869456
