MaxEsReturn,StdReturn,AverageQ,AverageAbsQ,Epoch,MinEsReturn,MaxReturn,AverageAbsQYDiff,StdEsReturn,AverageAction,AverageQLoss,AverageDiscountedReturn,AverageReturn,AverageEsReturn,MinReturn,AveragePolicySurr,Iteration,PolicyRegParamNorm,AverageAbsY,QFunRegParamNorm,AverageY
93.7480547913,46.6509969971,0.503799,0.507919,35,82.3312333431,89.8605797634,0.0272701412122,4.05715384765,0.135163,0.0140143,-1.07444455976,21.3184787883,90.2756087894,-14.4980528763,-0.531448,35,20.601,0.505306911992,31.2935,0.503700392954
91.4589163831,0.00707090823143,0.527833,0.531498,36,-2.21530045353,-2.10862702471,0.0274095221855,43.0613277694,0.0211702,0.0196264,-0.211844281592,-2.11490309588,58.6182622647,-2.13234808099,-0.559903,36,20.8779,0.529488212611,31.8912,0.5276731091
93.0559967803,0.0401870334032,0.584756,0.588152,37,-8.15367653085,-2.10615314312,0.0242359455757,42.5195424278,0.0215031,0.0167841,-0.217465706964,-2.14816019042,65.351024134,-2.24945034298,-0.620352,37,21.0027,0.586510704595,32.6237,0.584604198911
94.6676403313,34.1225744525,0.64207,0.644695,38,-3.65930143972,95.8504790907,0.0225363038352,37.9564921484,0.0861557,0.0100806,1.49177345812,80.5690134795,71.8347666479,-0.651807991504,-0.683482,38,21.3353,0.643786569626,33.4595,0.642034341935
98.3309754893,41.9037063901,0.686725,0.68895,39,81.4423750502,95.9994501465,0.0252124376482,5.42126386479,0.0584449,0.0112328,0.626413767164,69.3532350488,90.6410048621,-0.141624947339,-0.731386,39,21.5595,0.688050935665,34.3201,0.68668429404
99.9715681086,0.0166927765902,0.754811,0.757225,40,87.1164084983,-2.37604044093,0.0274737689746,3.9240585928,0.0241829,0.0157002,-0.243917712425,-2.41586807986,92.8093638831,-2.43426097737,-0.804856,40,21.7949,0.756114712681,34.9306,0.754751635857
94.7814049033,45.7842462874,0.818424,0.820349,41,-0.422602839476,94.5570046754,0.0278855591044,34.8683091152,0.0655908,0.0126382,-0.0851038420011,61.0657614427,77.4949579978,-6.87818453732,-0.873118,41,21.9341,0.819716854548,35.6916,0.818494025183
93.6447161021,0.0235248648991,0.870391,0.872442,42,-4.7077062632,-17.3628957031,0.0273804497971,38.7711240343,0.17396,0.0197874,-1.73940350534,-17.3786449935,72.8162181159,-17.41990335,-0.926124,42,22.006,0.871551009439,36.5464,0.870435374324
92.7890054025,41.2361222366,0.971539,0.973935,43,-4.32044488056,91.894436986,0.0300097949459,37.570041899,0.0890564,0.0164865,-0.205112540622,67.1081191176,70.6075642491,-8.37463290651,-1.03353,43,22.1146,0.972752577613,37.1263,0.971484199608
94.1493669336,0.139474752823,1.06061,1.06294,44,90.9151786099,-13.9017504967,0.0348091951658,1.20510492569,0.141183,0.0216817,-1.41761168908,-14.10420415,92.6934354359,-14.2627409867,-1.12762,44,22.1857,1.0622845371,37.7066,1.06085955941
94.0123195177,0.0104891139281,1.1512,1.1544,45,80.9680758675,-12.9219807585,0.0356822730563,4.77353199339,0.129652,0.0275916,-1.2969107721,-12.952270523,89.9997583688,-12.9602562633,-1.22074,45,22.3432,1.15269535272,38.3691,1.15113792776
89.6834379351,47.2518717931,1.22989,1.23317,46,-1.25418134115,84.026824356,0.0378654677612,37.5704285838,0.213977,0.0206669,-1.904013727,13.9469874333,62.7071611869,-19.6781663667,-1.30479,46,22.5337,1.23195291975,38.8272,1.22994127365
92.7393478662,0.0874924636212,1.28806,1.29262,47,-2.65176550639,-15.9904943451,0.0334881470909,36.8664885997,0.161523,0.0200039,-1.61539502837,-16.1361581399,70.9975252673,-16.2176046212,-1.36352,47,22.7116,1.29088291869,39.3384,1.28812334684
88.5731968641,0.0859097772829,1.38817,1.39395,48,-0.0766458376678,-9.36050991052,0.045649113692,34.9719817503,0.0956529,0.0285977,-0.949471568683,-9.55572224643,69.8499323077,-9.61960815214,-1.46755,48,22.7202,1.39221785936,39.8883,1.38833988086
95.1211183217,0.0639655450138,1.47226,1.47905,49,-0.159512793071,-7.19397813136,0.0437856067062,34.6537211332,0.0729481,0.0299147,-0.701525745423,-7.28751789378,77.2343071681,-7.37143981185,-1.55351,49,23.0919,1.47678527902,40.2786,1.4721696927
94.3549770436,0.0755297816144,1.59134,1.59896,50,-9.43672397628,-9.17174594673,0.0453011126375,39.4323472111,0.0932999,0.0259923,-0.873068639526,-9.32065577825,68.9183501099,-9.40524923186,-1.67629,50,23.669,1.59736804616,40.7195,1.59187102779
92.946517015,0.106765067439,1.72288,1.72968,51,-0.611194244426,93.197133735,0.0532276622431,38.6990473256,0.634853,0.0385577,30.2357556858,93.0345563669,66.1548753436,92.814381665,-1.80602,51,23.9699,1.72721886613,41.0639,1.72234895786
94.6808089475,0.335238802497,1.75557,1.76166,52,85.9298290081,94.5161712627,0.0539618948488,2.8440327705,0.838911,0.0525927,44.7285881786,93.9369081474,91.0918361879,93.3275691949,-1.8377,52,24.18,1.7600631072,41.4019,1.75557479475
93.2361636094,0.491643523721,1.84756,1.85374,53,88.5307103193,-16.4663178287,0.057636887535,1.42932756101,0.170218,0.0496873,-1.19028288756,-17.0047896898,90.2730352094,-17.7134059801,-1.92311,53,24.3632,1.85223531116,41.6565,1.84733129009
93.3136114321,0.811443555953,1.9539,1.96015,54,-5.28879123795,93.8720018764,0.0580814429911,37.6374796595,0.967775,0.0505134,44.8060321581,93.1322267164,69.4314736331,89.5491835301,-2.03519,54,24.819,1.95869541299,41.889,1.95405712983
94.667620663,2.37226554829,2.01558,2.02057,55,89.4846927131,93.7320038338,0.0641122864291,1.53824737837,0.932542,0.0589363,40.8909947025,92.4138087541,91.4640480887,82.9819545683,-2.09669,55,25.0681,2.0192326682,42.1412,2.01542314941
95.1102328273,3.62244479877,2.17636,2.18126,56,88.7454691527,94.1921285884,0.0612345444198,1.78594335746,0.596779,0.0582509,24.307421408,90.3994354239,93.0559715998,78.4331193586,-2.2564,56,25.4443,2.17924400674,42.3033,2.17631459567
94.2785338859,2.48613595243,2.21616,2.22079,57,88.0482561369,93.8534853847,0.0496534744797,2.02641439036,0.596321,0.0317368,19.5952757191,89.2076484427,91.9935965807,85.2402019143,-2.29031,57,25.8649,2.2189150179,42.5308,2.21590844881
92.7803765197,2.34149445713,2.36257,2.36789,58,88.1761723064,93.4220338178,0.054452935714,1.72077026585,0.871184,0.0253899,31.5361611023,90.8289769398,90.8776600285,83.90699305,-2.43676,58,26.3561,2.36584639345,42.8204,2.36256948247
99.64678094,0.518581587759,2.48894,2.49389,59,86.6986808896,93.4272920812,0.0591597976241,3.65469604269,0.937094,0.0364878,40.9030520122,92.6225774163,91.5759216881,91.6883509917,-2.55465,59,26.6449,2.49226669411,43.0982,2.48901786635
93.3474215792,0.29678089067,2.54932,2.55518,60,89.0952415143,93.3367679888,0.0628687322471,1.34864700693,0.948129,0.0345783,42.5983450291,92.8784157513,91.3790187063,92.1424067569,-2.61648,60,26.8868,2.55306791994,43.399,2.54932926305
99.8984452059,0.261545971729,2.59029,2.59562,61,86.322453784,93.7105238969,0.056422353683,4.1776428112,0.904696,0.0367787,44.2648029334,93.441609274,91.5712368924,92.5274856248,-2.64934,61,26.9002,2.59408196619,43.7099,2.59029879128
95.5864854138,0.119129527742,2.70835,2.71508,62,89.2710299951,93.6490283926,0.0661962287781,2.08898511633,0.912763,0.0448536,44.6726444214,93.4698336452,92.6568744849,93.1325122315,-2.76197,62,26.9114,2.71319206566,44.02,2.7084559652
98.3592953525,0.239147702291,2.7635,2.77111,63,86.4831609443,94.0855609291,0.0628537014253,3.23609302454,0.870173,0.0340759,45.3124836471,93.8321881837,92.5800848168,93.2457899174,-2.81649,63,26.8775,2.76910191722,44.2702,2.76370925223
98.524966918,0.0456227532504,2.8318,2.84061,64,90.1975654207,93.1965612912,0.0700107816089,2.04105431853,0.98694,0.0409894,45.4265126029,93.1662930683,93.6567686611,93.0143614498,-2.88598,64,26.9555,2.83871325332,44.4865,2.83208423731
97.0828024374,0.0419996572235,2.91885,2.92805,65,89.8316317024,92.9934423009,0.0682214281135,1.70069242501,0.974903,0.0387198,43.9115372984,92.966671622,93.6989369145,92.8645681436,-2.97689,65,27.1094,2.92601266019,44.8437,2.91925150128
99.1895953642,0.0595523945896,3.02019,3.03071,66,90.1166568695,93.2143806001,0.073098525769,2.44143687972,0.958172,0.0445116,44.0973357413,93.0990957835,93.611106619,92.9867741189,-3.08456,66,27.2879,3.02851014737,45.1933,3.02044433762
94.9477587682,0.113951097138,3.12092,3.13188,67,90.4534213846,92.5221817496,0.067655897918,1.13211722029,0.988434,0.0300213,41.2994959811,92.3958985925,93.7382488226,92.0589840029,-3.18728,67,27.4365,3.1296270786,45.6869,3.12109123975
95.2719458533,0.25885305425,3.23864,3.24984,68,90.1503219949,91.4070298158,0.089316190468,1.28132078543,0.991693,0.0627458,35.2737293316,91.1376283829,93.8376201928,90.3042785536,-3.3177,68,27.5554,3.24829193864,46.1257,3.23934383156
94.7303928832,0.380823872654,3.35793,3.36936,69,88.4039409435,92.7276372912,0.0779496707084,1.57502219016,0.988392,0.0417434,40.2695325942,92.1901439763,93.3516963139,91.2779915316,-3.44703,69,27.6994,3.36693414347,46.5069,3.35804693438
99.4042619752,0.326241086761,3.51629,3.5268,70,86.6538013092,91.6054266262,0.0860649623069,3.04150119098,0.991774,0.0588116,35.9848159578,91.2889156447,93.0915599242,90.2920057013,-3.60828,70,27.9647,3.52547524967,46.9437,3.51679003979
94.3487291804,0.487003964902,3.60324,3.6125,71,86.4004891683,92.084347444,0.0845484538493,2.50402462601,0.992218,0.0531154,36.6918321856,91.4301460925,92.157814791,90.320436648,-3.70671,71,28.1599,3.61123223788,47.3778,3.60336195308
94.6301886735,0.350581119222,3.76741,3.77449,72,92.1338610555,91.502620724,0.0911296986042,0.751729432538,0.99424,0.0500842,35.49123511,91.1627036693,93.3018830219,90.0434848666,-3.87361,72,28.3878,3.77383080363,47.7799,3.76825609487
98.5103039909,0.300212529384,3.91788,3.92386,73,85.8727954047,91.8008718782,0.0856281242107,3.06894718422,0.994248,0.0511624,37.0397166239,91.4953559586,93.0084870712,90.667803977,-4.02863,73,28.6015,3.92324522631,48.193,3.91855616096
98.8597308136,0.354691986253,4.01013,4.01472,74,87.8641585678,91.8989392312,0.0870763160292,2.82973958008,0.993849,0.0484066,36.8356538064,91.4537466143,92.9535652783,90.4773496017,-4.12988,74,28.7509,4.01416826442,48.6034,4.01063026089
95.4376738686,0.336977283648,4.16579,4.16895,75,87.9150860454,91.9714487088,0.0851978000151,1.81730959741,0.994515,0.0456837,37.3261236934,91.5525242908,93.1021209696,90.7176996378,-4.28379,75,28.8727,4.16946745463,49.029,4.16665626785
98.5352895154,0.31782278054,4.27409,4.27654,76,92.9131896066,91.8018746693,0.0918945083245,1.43546600594,0.992855,0.0540622,36.7343455616,91.440909002,94.1967862335,90.5147990395,-4.39971,76,28.9945,4.27700875033,49.386,4.27480810823
95.0380776928,0.314757119925,4.4618,4.46338,77,91.9394622564,92.0036800482,0.0782248074583,0.878319119995,0.993365,0.0333304,37.7184963209,91.6432141326,93.5290227705,90.7914135264,-4.58972,77,29.0891,4.46389587883,49.7514,4.46237499984
94.8383634471,0.279209434027,4.56569,4.56645,78,89.4952957194,92.2008116534,0.0861239893081,1.796790102,0.992959,0.0506666,38.8650442263,91.8819549898,93.228296753,91.1271356526,-4.69737,78,29.2606,4.56695552084,50.12,4.56623066346
97.5554532588,0.281034097724,4.7229,4.72326,79,89.4498199401,91.9996788636,0.0886605354671,2.21072364737,0.99344,0.0438338,38.1566964093,91.7339265493,93.2222744854,90.99649505,-4.86321,79,29.4128,4.72382985114,50.4597,4.72360083807
94.9841888707,0.285569204925,4.87108,4.87108,80,89.8557766623,92.1001576074,0.0820905358989,1.33672011801,0.993534,0.0403681,38.4834977262,91.8000835906,93.5001539161,91.0250730009,-5.01215,80,29.5616,4.871911435,50.8328,4.87185960427
99.6687655874,0.220010804786,5.00081,5.00082,81,91.085509486,92.4840863867,0.0819017452259,1.94590890045,0.992416,0.0415896,39.9638499422,92.1071461733,93.8785113501,91.429411372,-5.1456,81,29.6311,5.00143552855,51.2274,5.00143385847
98.1582248788,0.209573265372,5.16842,5.16842,82,88.8453273709,92.1855678379,0.0858921197303,2.28932500688,0.993291,0.0393723,39.0226829389,91.9131601414,94.0471134559,91.2237808595,-5.31619,82,29.7812,5.16918592101,51.5702,5.16918439736
94.6954198192,0.158560133359,5.2945,5.2945,83,89.3023404216,92.5073882626,0.0858477524955,1.7006196863,0.994259,0.0464361,41.2156618523,92.3403795679,93.0736729981,91.8027791433,-5.44354,83,29.8563,5.29552699567,51.9489,5.29552502479
97.9908508996,0.221349898929,5.45226,5.45226,84,88.4668640977,93.1315314788,0.0821494899262,2.59208688608,0.993625,0.0389238,42.772298547,92.6398127071,92.9885902237,92.1481089853,-5.60093,84,29.9577,5.45322007781,52.343,5.45321773764
98.1731661099,0.228343492035,5.55011,5.55011,85,90.5792178826,93.3113991635,0.0856581620024,1.97480476876,0.993262,0.0421658,44.4765105647,92.9562329892,93.9832526702,92.4988743506,-5.70126,85,30.0316,5.55097531118,52.6955,5.55097319182
94.863737028,0.182398487514,5.65904,5.65904,86,90.0889702144,93.400126717,0.0807406975841,1.52584209849,0.990862,0.036645,45.4723643489,93.1507528003,93.5097575333,92.8018738845,-5.80417,86,30.1018,5.6599493244,53.0413,5.65994880127
94.7726815191,0.203938695213,5.81779,5.81779,87,87.3202324196,93.224064581,0.0811763812593,2.23633629044,0.993257,0.0352872,43.6390168575,92.8035282311,93.0514786022,92.3221122713,-5.95877,87,30.2228,5.81870126856,53.3901,5.8186997199
94.8807713956,0.0517735580272,5.97475,5.97475,88,91.1850543453,93.4202794199,0.0806216533334,0.937328793981,0.994008,0.0361543,46.3489070507,93.2881128919,93.8719309918,93.1319800606,-6.11383,88,30.2626,5.97559588331,53.75,5.97559390152
94.4369047518,0.040302120609,6.08091,6.08091,89,87.4710638916,93.414674986,0.0807504323808,2.3502729738,0.996255,0.0346825,46.936653256,93.3778716877,92.0164726585,93.2808959372,-6.21424,89,30.333,6.0818089792,54.0928,6.08180709014
94.4867808411,0.0678970600819,6.20151,6.20151,90,92.3963187155,93.4483624409,0.0819629410352,0.67480932543,0.993614,0.0310449,46.9658415535,93.3980605995,93.7989565975,93.2372185926,-6.33115,90,30.4335,6.20252888474,54.467,6.20252711013
96.0368264361,0.0736105484724,6.28042,6.28042,91,88.3098908869,93.5635792923,0.0767884308412,2.19016637342,0.989359,0.0321982,47.1752434842,93.4585145748,93.0685165648,93.3477945682,-6.40269,91,30.5,6.2811421549,54.7836,6.28113990528
99.846733842,0.0955134635464,6.39485,6.39485,92,88.5398869299,93.5000716668,0.0873420513763,2.97997109409,0.990785,0.0396966,46.9237009509,93.4070127251,93.3930462823,93.2146302815,-6.50801,92,30.5255,6.39581768353,55.108,6.39581616966
94.4947156001,0.058563952692,6.46553,6.46553,93,92.3866940454,93.4068055408,0.0721735425647,0.678697456951,0.998251,0.0292472,46.9074134563,93.3613010126,93.8542380962,93.2331297993,-6.57465,93,30.5806,6.46618062236,55.3728,6.46617933678
95.3449703201,0.0571941064741,6.54265,6.54265,94,90.2810840194,93.5012992248,0.0846031764718,1.87804577442,0.990852,0.0429801,47.0597050907,93.4301939086,93.3298233887,93.3250133599,-6.64295,94,30.6983,6.5435055511,55.6078,6.54350346539
95.0871450601,0.0766024943426,6.60883,6.60883,95,88.9186416897,93.5472337758,0.0741317967436,1.84715405809,0.992704,0.0322786,47.2375779398,93.4501142211,92.8433171976,93.3179072718,-6.69834,95,30.6852,6.60957661557,55.8824,6.60957558709
98.2076657992,0.0522087403396,6.65697,6.65697,96,90.3483386888,93.4153355139,0.0760535717021,2.13177627308,0.996627,0.0312614,46.8968547234,93.3688001252,93.5447714384,93.2212368818,-6.74024,96,30.7791,6.65767919123,56.1531,6.65767792466
94.6399812708,0.0419294096633,6.69574,6.69574,97,90.2373735248,93.5000989539,0.0818025147416,1.59487431419,0.990198,0.0431598,47.0820070209,93.4378087387,93.2783415182,93.3479554167,-6.76978,97,30.8132,6.69655602585,56.3666,6.69655240072
95.2143271704,0.0702908994389,6.75103,6.75103,98,90.2313034575,93.5898743496,0.0660863413462,1.61516710823,0.991002,0.023926,47.2955004738,93.4698195018,92.9936305916,93.3712228346,-6.81658,98,30.8119,6.75159349639,56.5762,6.75159229771
95.3965643431,0.0600233186865,6.77769,6.77769,99,89.3285500371,93.5262187641,0.0673619298659,1.78869904404,0.993478,0.028383,47.2062487894,93.4404295433,93.6780046755,93.3404728206,-6.83441,99,30.9,6.77807015888,56.769,6.77806900357
95.1406176892,0.0464887492573,6.78082,6.78082,100,90.051060153,93.4949453899,0.0651459487403,1.87110676691,0.994581,0.022958,46.9868486634,93.3962469812,93.3244956149,93.310107663,-6.8274,100,30.9243,6.78136087445,56.9199,6.78135908125
95.8428755431,0.0737829466338,6.78398,6.78398,101,91.3529258582,93.5900879362,0.0653839588743,1.47436929209,0.99287,0.0244824,47.2364477839,93.4490164857,93.6741172124,93.3155440204,-6.82542,101,31.0123,6.78443904637,57.0808,6.78443745561
99.5247316369,0.0568917097306,6.78484,6.78484,102,90.0283298957,93.5180456344,0.0753966599632,2.86159875141,0.995652,0.0411856,47.1721458972,93.4221457832,92.9560127268,93.32293378,-6.82238,102,30.9708,6.78537071496,57.2225,6.78536823238
95.4705731687,0.0494176267471,6.7688,6.7688,103,89.9936147122,93.5040215487,0.0665126382598,2.02925290514,0.997068,0.0320001,47.1115485888,93.4036118429,92.7846478289,93.2981660689,-6.80022,103,30.9958,6.76915238534,57.3185,6.76915022485
94.7880241394,0.064559612843,6.75117,6.75117,104,90.2672768755,93.5000460737,0.0728904625782,1.73737015685,0.994158,0.0405041,46.84201379,93.3733791337,93.1873202693,93.1700918998,-6.77936,104,31.0642,6.75158645107,57.436,6.75158445998
97.5826455352,0.0542785351055,6.75356,6.75356,105,88.8258923129,93.4981514598,0.0677830893853,2.50726550664,0.992355,0.0343945,46.9498090119,93.4024823932,92.7772556983,93.283366756,-6.77702,105,31.129,6.75383047155,57.5211,6.75382830914
99.8393304957,0.0814833850983,6.72677,6.72677,106,89.1290899476,93.4935939376,0.0703202379328,3.00251083476,0.994622,0.0355244,46.8260476036,93.3678578618,93.1123833542,93.2139224567,-6.74957,106,31.1335,6.7270018123,57.6243,6.72700049804
98.1115946343,2.6942115523,6.6969,6.6969,107,89.4880366244,93.5002461366,0.0617919117848,2.76340282015,0.998004,0.0252991,39.6999874137,91.6808035135,92.317050082,87.1130892567,-6.71912,107,31.1279,6.69686471767,57.7251,6.69686184437
94.1589155362,2.44737096249,6.68279,6.68279,108,89.8415201998,93.4313563969,0.0603251493983,1.29153203673,0.997482,0.0231184,41.1557392921,92.0343902858,91.2915426197,87.2950491798,-6.70095,108,31.1722,6.68321018804,57.8213,6.68320949983
92.0877992659,2.95488537288,6.66528,6.66528,109,88.8429495354,93.5002895897,0.0683665416026,1.05067173523,0.996432,0.0298184,29.2115992671,89.2042495332,90.7765077428,86.3905267017,-6.68338,109,31.1744,6.66543603364,57.91,6.66543342944
94.5951588681,2.73678494943,6.66565,6.66565,110,89.7785951203,93.5083603334,0.0670161001902,1.66458184158,0.995089,0.0286015,40.0384036585,91.7555664343,91.9914306179,87.0008728857,-6.68321,110,31.3095,6.66586486378,58.0278,6.66586318247
95.002511007,0.693333276865,6.63079,6.63079,111,89.0557341057,93.5009103113,0.0742090778919,2.30366870524,0.997035,0.0347968,46.3437142826,93.2457631963,92.194947455,90.3106578438,-6.64863,111,31.4906,6.63114116017,58.1929,6.63113965203
95.003890859,0.0921021073575,6.5882,6.5882,112,88.9183016945,93.4999990197,0.0597137987127,1.80566120786,0.993973,0.0208346,46.7761708237,93.362911105,92.0551420587,93.115598737,-6.60489,112,31.5698,6.5881769628,58.3714,6.58817579175
99.716901751,0.181305844303,6.59538,6.59538,113,90.2841744521,89.1008849383,0.0685097373364,2.34686425897,0.995273,0.03153,26.1379574791,88.8761623057,94.0006664951,88.3300978786,-6.62209,113,31.743,6.59553224667,58.5198,6.59553138273
96.4931979938,0.069907428998,6.57844,6.57844,114,91.2423287902,93.5532119241,0.0668162202063,1.34295776107,0.9968,0.031642,47.2041986058,93.4211195173,93.8334292614,93.3066985534,-6.60989,114,31.7599,6.57845410239,58.5994,6.57845256595
