AverageY,MaxEsReturn,MaxReturn,AverageEsReturn,AverageAbsQYDiff,AverageQLoss,AverageDiscountedReturn,PolicyRegParamNorm,AverageAbsQ,Epoch,MinReturn,MaxForwardProgress,MinForwardProgress,StdForwardProgress,MinEsReturn,StdEsReturn,AverageAbsY,AverageReturn,AveragePolicySurr,QFunRegParamNorm,AverageForwardProgress,StdReturn,AverageQ,AverageAction
0.0192445265441,11.5816866361,10.0318262298,1.09248940084,0.0227820105195,0.000764981,3.10845420309,15.8894,0.00353748,9,-1.12199937679,0.0559391555491,0.00289585695929,0.00866130235203,-7.3795524343,3.41526373925,0.0192781591293,3.50026028242,0.00119595,16.3295,0.0252490354297,1.80305443254,-0.00353748,0.839056
0.00998543615716,1.40072545064,4.28898601749,-5.28209383508,0.00239097997335,2.8351e-05,-0.950079488737,16.0694,0.0106905,10,-7.53644108745,0.0303748345222,-0.0255528112603,0.00839735294015,-64.0473358656,6.14722053876,0.0109854793989,-1.02558708794,-0.0107309,16.5584,0.00542546196048,1.78757721008,0.00978856,0.98104
0.00944439463359,1.67913942355,-2.85364097268,-4.72199935618,0.00209133914386,1.53297e-05,-5.03516702355,16.1659,0.00973282,11,-7.73602059784,0.00568231403106,-0.0159340919784,0.00352499207095,-7.43622305632,1.12857018004,0.0102596129059,-5.28840177946,-0.00996094,16.8124,-0.00489287925439,0.804028752348,0.00944666,0.996517
0.0048411348315,0.473433720353,-1.53304945073,-6.55928789191,0.00156222653034,9.41374e-06,-12.4094285996,16.1838,0.00699594,12,-58.1566057274,0.0106061861682,-0.262771132045,0.0433004232114,-133.35091934,15.5211938158,0.00720244776198,-19.6802433927,-0.00713086,17.0152,-0.0787786964465,8.85201405657,0.00484632,0.989419
0.00570502434677,-0.637660992822,1.41122478361,-14.1269243924,0.00119388082801,4.30399e-06,-11.6666034539,16.2486,0.00954725,13,-41.8912647559,0.0255025029917,-0.182931069232,0.0431372682441,-22.9918034023,7.77657824694,0.00965148590835,-18.4933854676,-0.0113304,17.3058,-0.0726129914296,8.88185300286,0.00571153,0.999642
0.0111966331486,-2.43615679088,4.71166409077,-18.0361419811,0.00140978008591,5.41711e-06,-11.9976832397,16.2856,0.015466,14,-40.04290542,0.0417552441234,-0.180278851004,0.045994196946,-31.4386126262,8.31070942524,0.0155321672444,-18.8574734599,-0.0167976,17.5453,-0.0746088541556,9.38046485191,0.0112067,0.999953
0.0148103792353,17.8909494409,19.20303215,6.70378297722,0.00191425505271,1.22018e-05,5.70912291222,16.2948,0.0208119,15,-3.06471014397,0.10426695224,-0.0038691883457,0.0231229011027,-10.9961922807,6.43080408558,0.020871592192,7.77911461014,-0.0229469,17.7351,0.0485631761893,4.73983668017,0.0148203,0.999952
0.0189511003366,15.8111170327,-1.26471084606,1.13849075242,0.00247770896043,2.36336e-05,-12.7714077761,16.3629,0.0268388,16,-56.757994882,0.0123093498399,-0.256825697945,0.0483316328141,-25.7924608725,14.8710155169,0.0270213773513,-20.5509662458,-0.0280748,18.1035,-0.0828012413908,9.94356194771,0.0189505,0.999814
0.0242023019167,0.472982075576,4.17566003913,-15.2953736416,0.00268797104141,2.84193e-05,-11.305314058,16.4218,0.032725,17,-40.2970138262,0.0393762770695,-0.174111578173,0.0464428265242,-28.0865034514,8.37993945222,0.0329510058494,-18.1949296412,-0.0326388,18.412,-0.0709200392926,9.54917970166,0.0242036,0.999993
0.0258002945563,-3.72224195637,5.50775002989,-22.8181476891,0.00269413650076,2.7549e-05,-12.3739532474,16.4283,0.0339691,18,-53.9133038237,0.0458543493545,-0.242254682643,0.0451607669056,-34.9131270133,8.58332273657,0.0342540826282,-19.781042485,-0.0285469,18.7503,-0.0790127020221,9.23873608666,0.0258028,0.999999
0.0197776170547,-1.4494373589,4.86794211492,-17.5411906322,0.00285032296402,3.33033e-05,-11.5727173732,16.4136,0.030455,19,-48.2875513435,0.0427098589732,-0.214619662115,0.0466858233387,-34.8798534992,9.58997443198,0.0306053950961,-18.3927757042,-0.0155019,18.9275,-0.0721399279783,9.61834516291,0.0197988,0.999998
0.00967509581359,80.3842683575,-27.8230341817,-13.1912896782,0.00266754139802,2.96456e-05,-40.9266162974,16.7137,0.0234551,20,-137.823897442,-0.111090220781,-0.652224347243,0.122600226605,-102.819410843,52.4640502434,0.0237063773073,-104.735133296,-0.0163457,19.0991,-0.488361525183,24.8736480322,0.00970071,0.950273
0.0184663462406,-14.6671281355,-23.4452681989,-40.2930277034,0.00368624158053,4.61818e-05,-31.843546583,16.7743,0.0366975,21,-65.318672205,-0.110343349228,-0.312114178529,0.033215473155,-50.5055254163,8.67863816762,0.0371617757807,-43.2810324777,-0.0331345,19.4141,-0.204778309891,6.82209117068,0.0184861,0.997331
0.0304692621647,-31.2174026662,-29.4150353952,-44.375920919,0.00469406783548,8.71063e-05,-31.7338239234,16.9077,0.0456468,22,-62.1640313335,-0.13652907214,-0.297142406942,0.0309097274683,-72.3846436505,8.47840150293,0.0464088719781,-42.9973687681,-0.0432172,19.8075,-0.203300719548,6.33584021603,0.0305114,0.999715
0.0352152073166,2.88781236377,6.72746162771,-7.18813766049,0.00462650790656,8.48789e-05,-0.0863745068613,17.1389,0.047325,23,-8.52025664376,0.0420660195666,-0.0294165828725,0.00864089767042,-40.1396090833,10.6108432304,0.0479009392166,-0.0645329653081,-0.055581,20.2304,0.00995302286244,1.86405597645,0.0352516,0.958488
