MaxReturn,PolicyRegParamNorm,AverageY,AverageAbsQYDiff,MinEsReturn,AverageQ,MaxEsReturn,Iteration,StdReturn,AverageAbsY,AverageQLoss,StdEsReturn,AverageAbsQ,AverageAction,MinReturn,QFunRegParamNorm,AverageEsReturn,AverageReturn,AverageDiscountedReturn,AveragePolicySurr,Epoch
5530.48092559,154.432,491.720394051,4.00020420067,3567.71885829,491.726,3567.71885829,1329,1410.20161625,491.738696927,319.565,0.0,491.746,0.994509,645.141592493,226.62,3567.71885829,4850.7155918,395.571507386,-493.907,1329
5708.41623504,154.469,491.945781585,3.63139806634,3631.77223749,491.933,3631.77223749,1330,901.902931517,491.967117798,219.237,0.0,491.952,0.995547,2563.33510968,226.713,3631.77223749,5247.13499484,433.855639386,-494.111,1330
5041.3363337,154.513,492.182722934,3.80574547188,3497.84676224,492.168,3497.84676224,1331,1390.06392889,492.204646271,270.404,0.0,492.192,0.994389,282.374359884,226.812,3497.84676224,4442.64987595,367.034213439,-494.346,1331
5859.0277673,154.596,492.297019296,3.76222187079,3667.15895617,492.292,3667.15895617,1332,1593.07095407,492.316999605,268.674,0.0,492.311,0.99426,125.507115784,226.887,3667.15895617,4854.41702856,393.158639604,-494.509,1332
5457.86561014,154.627,492.486509323,3.67519687499,3679.75987992,492.477,3679.75987992,1333,946.653073015,492.510651341,241.681,0.0,492.502,0.993324,2085.14867999,226.97,3679.75987992,4871.37484464,396.36135824,-494.594,1333
4616.71665681,154.706,493.017650736,3.73448754627,3675.63998221,493.019,3675.63998221,1334,1246.58499836,493.036080694,267.634,0.0,493.039,0.996404,237.407312085,227.016,3675.63998221,3703.94579987,306.820421007,-495.086,1334
4943.66160373,154.776,492.209761939,3.95754967854,3203.32910446,492.19,3203.32910446,1335,1357.51656328,492.225595919,294.894,0.0,492.206,0.99682,1073.93409451,227.164,3203.32910446,3729.92869828,325.988894335,-494.358,1335
4631.87033878,154.805,493.175474833,3.76658785797,3449.06481282,493.183,3449.06481282,1336,1169.61706243,493.187221335,257.652,0.0,493.197,0.996885,1286.14306239,227.22,3449.06481282,3523.16198715,349.971366497,-495.428,1336
5337.90925281,154.884,492.552217492,3.88086962248,1243.4721119,492.527,1243.4721119,1337,926.15059844,492.568522822,273.469,0.0,492.544,0.996249,2303.63792527,227.34,1243.4721119,4491.99467454,388.949723826,-494.731,1337
5016.43467364,154.883,492.663272451,3.64890727513,3552.65365641,492.659,3552.65365641,1338,1752.69787946,492.682680046,222.484,0.0,492.68,0.997408,-251.996017293,227.392,3552.65365641,2860.67827573,334.664170872,-494.813,1338
4268.94739036,154.962,493.52158198,3.60864512858,3681.39606188,493.515,3681.39606188,1339,1621.73733498,493.542069054,210.613,0.0,493.538,0.997056,-267.319244818,227.435,3681.39606188,2279.53528561,278.503881522,-495.632,1339
4959.49306532,154.949,492.873298178,3.63217330724,3177.5100808,492.867,3177.5100808,1340,243.747062873,492.895195035,231.265,0.0,492.885,0.996658,4104.72888084,227.484,3177.5100808,4700.8896556,371.240279559,-494.941,1340
4976.4266617,155.081,493.036085054,3.75101526393,3607.5893286,493.024,3607.5893286,1341,516.724298408,493.055829377,270.598,0.0,493.045,0.996774,3180.63930203,227.573,3607.5893286,4258.24994277,329.210849415,-495.09,1341
5334.57807732,155.166,493.118421997,3.8693285345,3495.69334057,493.11,3495.69334057,1342,193.358192606,493.143037071,283.352,0.0,493.135,0.996534,4708.61149286,227.66,3495.69334057,5032.80450616,390.44500917,-495.195,1342
6208.91502929,155.264,493.459376174,3.51680273427,3574.23704147,493.458,3574.23704147,1343,231.900846764,493.482243738,219.099,0.0,493.479,0.996189,5360.80081273,227.688,3574.23704147,5858.15903904,457.274228369,-495.585,1343
5991.0740784,155.294,493.435957,3.78378446219,3619.1764823,493.427,3619.1764823,1344,308.088523971,493.462928504,274.603,0.0,493.452,0.99758,5052.91869265,227.778,3619.1764823,5720.80146412,429.655467522,-495.563,1344
5254.2880274,155.352,493.406251134,3.80848260395,3487.92847766,493.4,3487.92847766,1345,152.593467492,493.422860377,298.755,0.0,493.416,0.997367,4743.22998859,227.878,3487.92847766,5001.62217417,389.34198421,-495.523,1345
5115.72910784,155.4,493.425368783,3.58812279286,3471.02723815,493.419,3471.02723815,1346,121.387535772,493.441456305,230.679,0.0,493.438,0.99713,4749.04193476,227.986,3471.02723815,4928.20161006,383.936262758,-495.523,1346
5329.37090532,155.486,494.081597552,3.70159079142,3408.64398024,494.065,3408.64398024,1347,915.720214318,494.10055125,269.119,0.0,494.085,0.996291,2013.69838109,228.049,3408.64398024,4720.45375173,376.883933173,-496.177,1347
5551.13126841,155.54,493.225765552,3.78700715831,3688.61439891,493.222,3688.61439891,1348,293.326298388,493.240946272,270.955,0.0,493.239,0.996928,4689.18295965,228.128,3688.61439891,5141.42946951,386.799564549,-495.359,1348
4609.22089497,155.612,493.512672796,3.76020146163,3641.33758842,493.501,3641.33758842,1349,1481.77969706,493.526773645,260.072,0.0,493.515,0.996895,67.4657748172,228.228,3641.33758842,3249.14923126,313.623050756,-495.571,1349
4622.33854288,155.634,493.874147583,3.77695419662,3455.28285841,493.867,3455.28285841,1350,506.984991442,493.887918573,254.571,0.0,493.88,0.997617,3067.16611918,228.336,3455.28285841,4074.09902717,338.807741152,-495.933,1350
4858.40325491,155.745,493.72726394,3.45469708378,3463.54470928,493.724,3463.54470928,1351,698.142649545,493.742581093,183.373,0.0,493.741,0.997122,2823.34437015,228.431,3463.54470928,4195.74034957,362.367017728,-495.659,1351
5757.47842171,155.73,493.840582761,3.6342040614,3547.50330847,493.83,3547.50330847,1352,127.302386285,493.85422107,220.85,0.0,493.844,0.997065,5277.04015305,228.472,3547.50330847,5483.83030949,401.125622473,-495.935,1352
5732.48455744,155.805,494.210277606,3.67706724305,3413.81669271,494.2,3413.81669271,1353,1228.88735589,494.228602104,256.818,0.0,494.219,0.997339,1534.07653266,228.531,3413.81669271,4988.51966675,396.975197636,-496.356,1353
5443.33204634,155.823,493.824320786,3.71088280357,3510.22322313,493.814,3510.22322313,1354,1577.48109231,493.841291918,261.536,0.0,493.831,0.998131,743.833730517,228.578,3510.22322313,3579.07434288,399.848704748,-496.006,1354
5350.07160244,155.902,493.575003632,3.68514091779,4025.90518433,493.567,4025.90518433,1355,1104.35272251,493.590314289,254.496,0.0,493.583,0.997323,1652.29931319,228.68,4025.90518433,4664.48477376,429.327758689,-495.844,1355
5648.74724645,155.939,494.571232998,3.76492209386,3659.57756486,494.571,3659.57756486,1356,1461.11559567,494.585842334,264.964,0.0,494.586,0.99681,247.730011912,228.745,3659.57756486,4462.57273687,383.770896953,-496.828,1356
5402.56868942,156.009,494.15416631,3.7193818024,3872.6239872,494.139,3872.6239872,1357,2076.34255319,494.165892122,267.915,0.0,494.151,0.998074,-69.291681906,228.816,3872.6239872,3261.78100569,371.913249026,-496.316,1357
5900.2723974,156.09,494.684909276,3.50070120161,3732.20721266,494.676,3732.20721266,1358,1675.92312163,494.697126618,215.124,0.0,494.688,0.997088,1043.07544939,228.95,3732.20721266,4612.31706433,405.720166143,-496.866,1358
5258.17725148,156.117,494.526352886,3.56665787399,3919.99736202,494.531,3919.99736202,1359,1754.66770957,494.538551693,232.951,0.0,494.544,0.998196,-226.872354961,229.024,3919.99736202,2045.94266124,339.417636259,-496.701,1359
4962.15445323,156.111,494.982356651,3.80624567055,3215.79666502,494.956,3215.79666502,1360,359.82754432,494.994362213,287.288,0.0,494.968,0.997283,3653.56141364,229.105,3215.79666502,4685.05724313,379.305177216,-497.203,1360
4900.22761164,156.204,494.992366341,3.65870388946,3502.25660603,494.991,3502.25660603,1361,1736.51706268,495.001918115,268.257,0.0,495.002,0.997329,-259.368717618,229.169,3502.25660603,2920.46809399,340.357469503,-497.146,1361
4755.23822485,156.305,494.511683263,3.79093331697,3532.53963672,494.487,3532.53963672,1362,1436.76834542,494.521633675,295.9,0.0,494.498,0.998074,834.364305186,229.303,3532.53963672,2854.52314915,345.242928776,-496.595,1362
5319.16882984,156.372,494.953072427,3.75321160184,2889.98467289,494.955,2889.98467289,1363,1745.52373927,494.961764631,263.507,0.0,494.965,0.997701,656.953805698,229.406,2889.98467289,3310.67206555,354.79073102,-497.069,1363
5227.33701904,156.408,494.357572151,3.7905197605,3691.92228379,494.354,3691.92228379,1364,2021.73841306,494.368063925,295.023,0.0,494.366,0.997672,191.075690744,229.541,3691.92228379,2950.5937623,322.372372893,-496.495,1364
5118.18382089,156.484,494.953818204,3.71657971133,3200.19270179,494.938,3200.19270179,1365,1513.6356243,494.96865668,278.375,0.0,494.954,0.997445,454.589391419,229.592,3200.19270179,3944.53986413,368.394058784,-497.142,1365
4517.89946217,156.534,495.25546594,3.65078842136,3536.37113645,495.255,3536.37113645,1366,1421.09791005,495.269026246,261.96,0.0,495.269,0.997218,516.675960021,229.651,3536.37113645,3291.28725597,336.834957429,-497.455,1366
5754.33743801,156.556,494.886886942,3.73792993285,3610.09706171,494.877,3610.09706171,1367,392.23556045,494.904017594,267.345,0.0,494.895,0.996942,4182.62244041,229.771,3610.09706171,5131.32056162,412.804937378,-497.104,1367
5712.11890594,156.558,495.313368756,3.82734602425,3754.33526166,495.296,3754.33526166,1368,237.925924323,495.324630678,312.356,0.0,495.309,0.996268,5022.0215033,229.861,3754.33526166,5462.58093739,431.158374014,-497.494,1368
4713.24426929,156.638,495.301680167,3.95489958872,3504.77281153,495.299,3504.77281153,1369,1045.5941306,495.310011966,301.702,0.0,495.309,0.997599,1118.53248662,229.96,3504.77281153,4152.61138349,358.920475747,-497.483,1369
5278.90696726,156.649,495.191706906,3.75170333226,3719.27708224,495.181,3719.27708224,1370,114.353744168,495.203897196,259.739,0.0,495.196,0.997503,4891.23491321,230.098,3719.27708224,5085.45624651,391.847989679,-497.361,1370
5562.61592113,156.622,495.538771535,3.87610702818,3509.80421567,495.52,3509.80421567,1371,156.406144447,495.545757613,308.624,0.0,495.531,0.997519,4964.63084516,230.223,3509.80421567,5307.05069061,407.46841651,-497.656,1371
5955.70938997,156.741,495.428086289,3.71264585908,3500.41319257,495.427,3500.41319257,1372,867.494155532,495.433127034,277.085,0.0,495.435,0.997539,2696.71944864,230.28,3500.41319257,5251.63590737,404.709923959,-497.709,1372
5047.03898123,156.796,495.557090445,3.80585371912,3765.42691059,495.557,3765.42691059,1373,507.901312666,495.562894709,285.789,0.0,495.565,0.99719,3263.90239032,230.362,3765.42691059,4459.81344823,353.787836401,-497.796,1373
5580.61215941,156.853,495.814440364,3.66196792033,3178.70502564,495.812,3178.70502564,1374,1336.20669099,495.818179376,261.049,0.0,495.816,0.997741,610.046176132,230.425,3178.70502564,4433.44122614,383.988298217,-498.006,1374
5361.27370966,156.911,495.628502149,3.8759800012,3313.46526093,495.604,3313.46526093,1375,662.218998668,495.632571668,299.293,0.0,495.612,0.997983,2724.37873291,230.554,3313.46526093,4192.32533904,342.116527695,-497.751,1375
5334.76179892,156.878,495.557344705,3.90775054702,3605.82735783,495.555,3605.82735783,1376,1974.6823146,495.561219857,298.98,0.0,495.56,0.998676,527.573482819,230.676,3605.82735783,3062.25969666,354.402777174,-497.766,1376
5433.33584378,157.006,495.648132617,3.59384361893,3661.29159446,495.645,3661.29159446,1377,1711.86499949,495.65148743,243.711,0.0,495.649,0.997173,209.131106539,230.717,3661.29159446,4068.83465969,383.690549906,-497.865,1377
5579.68475406,157.016,494.866210282,3.89680921904,-283.44038617,494.847,-283.44038617,1378,929.400291712,494.868923395,306.646,0.0,494.851,0.99721,2181.29205968,230.788,-283.44038617,4938.63999941,394.086341794,-497.139,1378
5632.19405281,157.021,495.838097483,3.72000334769,4030.56743267,495.835,4030.56743267,1379,1647.34753298,495.842241013,260.792,0.0,495.841,0.997836,644.749489883,230.863,4030.56743267,4456.02784284,400.680761522,-498.168,1379
4261.49871101,157.152,495.61624494,3.77003478314,3703.36374068,495.611,3703.36374068,1380,1221.1073743,495.619638195,257.858,0.0,495.617,0.997522,8.0798016327,230.991,3703.36374068,3383.246965,284.975536548,-497.915,1380
3378.08213981,157.251,496.80379008,3.92982129632,3542.78869542,496.793,3542.78869542,1381,1148.29476998,496.806793053,295.732,0.0,496.798,0.998313,-92.8862259049,231.102,3542.78869542,1711.48798666,268.478598041,-498.946,1381
5104.76393701,157.262,496.36060316,3.57522177643,3045.39276683,496.349,3045.39276683,1382,354.539402074,496.364484679,204.514,0.0,496.357,0.997463,3806.28646207,231.165,3045.39276683,4362.72358369,344.01248168,-498.578,1382
5483.24570258,157.216,496.22366697,3.85996589326,3751.66633781,496.217,3751.66633781,1383,183.194002153,496.227235178,288.133,0.0,496.223,0.997348,4849.14490336,231.228,3751.66633781,5108.08804366,388.997639618,-498.414,1383
5615.59305085,157.294,495.885484494,3.92941280386,3472.7881958,495.882,3472.7881958,1384,1810.56997147,495.88859619,306.788,0.0,495.889,0.998012,-79.5858031378,231.327,3472.7881958,3728.5770742,375.151380645,-498.102,1384
5725.94794956,157.335,496.954283588,3.79313388716,3334.54901669,496.944,3334.54901669,1385,153.107483003,496.958218937,298.688,0.0,496.948,0.998026,5230.92137017,231.436,3334.54901669,5472.96667926,427.956471441,-499.172,1385
4637.88843054,157.385,496.682961137,3.77947420045,3816.48513294,496.686,3816.48513294,1386,182.351062959,496.687986608,283.275,0.0,496.693,0.998138,3947.71259935,231.513,3816.48513294,4247.66103452,321.453280273,-498.924,1386
3989.1420112,157.459,495.949995692,3.87271796985,3431.55828648,495.924,3431.55828648,1387,1521.44069423,495.954095777,272.996,0.0,495.93,0.998338,-171.55133066,231.581,3431.55828648,1662.74579579,283.563608027,-498.034,1387
5023.87690153,157.532,497.013117321,3.58812302249,3708.50898638,497.01,3708.50898638,1388,973.890247636,497.01896069,223.412,0.0,497.018,0.998088,1658.40016911,231.673,3708.50898638,4554.40266193,383.415559469,-499.173,1388
5376.20249659,157.592,496.913585173,4.08848925509,3433.43619128,496.89,3433.43619128,1389,949.725899507,496.917833355,336.989,0.0,496.896,0.997932,2030.62436655,231.767,3433.43619128,4853.42389839,411.676423366,-498.933,1389
5379.69428113,157.702,496.049458329,3.80066125017,3339.37449721,496.06,3339.37449721,1390,325.39467404,496.054375599,259.071,0.0,496.065,0.997807,4270.11841043,231.891,3339.37449721,4864.83474042,380.227432582,-498.268,1390
5096.87903964,157.704,496.839035357,3.80392587824,3569.05308814,496.834,3569.05308814,1391,1421.87177706,496.843507472,266.686,0.0,496.841,0.998013,544.785226063,231.959,3569.05308814,3654.05891202,344.114880322,-499.043,1391
4680.31688744,157.7,496.856358159,3.7996725556,3295.20841405,496.855,3295.20841405,1392,518.88750632,496.859104352,256.932,0.0,496.862,0.997613,2813.63346895,232.072,3295.20841405,4102.49193326,336.232738212,-498.992,1392
4564.26494085,157.743,496.685332455,3.93575377616,3304.17987969,496.663,3304.17987969,1393,1444.56992437,496.687552886,266.772,0.0,496.664,0.998887,996.49601412,232.146,3304.17987969,2906.79572525,350.706460008,-498.786,1393
5217.62773221,157.797,496.608074824,3.90695665474,3055.89620869,496.607,3055.89620869,1394,1512.43165694,496.609362979,271.643,0.0,496.61,0.99847,806.033160286,232.271,3055.89620869,3654.76711322,377.243519123,-498.77,1394
5723.87434416,157.904,496.765291656,3.79432585425,3515.19003779,496.749,3515.19003779,1395,1595.44070699,496.767251786,260.498,0.0,496.754,0.998688,454.894894113,232.325,3515.19003779,4841.26615919,421.201685145,-498.834,1395
5235.00154764,157.917,497.374301394,3.91140498625,4036.84150909,497.369,4036.84150909,1396,843.84788026,497.374890685,293.442,0.0,497.371,0.998005,2145.87746845,232.414,4036.84150909,4563.97771082,401.87043027,-499.528,1396
4131.6378844,158.045,497.204490871,3.83390553135,3414.49420078,497.2,3414.49420078,1397,321.308087364,497.206789399,278.411,0.0,497.204,0.998213,3114.92771024,232.537,3414.49420078,3484.38726906,285.929898209,-499.376,1397
5165.8699877,158.112,497.401291481,3.61371091435,3627.04353146,497.389,3627.04353146,1398,255.693630302,497.402695248,218.848,0.0,497.393,0.99774,4337.26180456,232.645,3627.04353146,4816.8094369,368.838973502,-499.544,1398
5638.5794359,158.169,497.317688676,3.79962547373,3627.74521759,497.313,3627.74521759,1399,242.840663839,497.318802873,266.696,0.0,497.316,0.99778,4876.61211837,232.719,3627.74521759,5179.13149201,393.080422422,-499.535,1399
5260.18819468,158.197,497.111418593,3.88937029431,3565.95820694,497.115,3565.95820694,1400,83.7284522323,497.112245563,302.272,0.0,497.119,0.998317,4910.90026169,232.81,3565.95820694,5110.5628548,401.049975094,-499.274,1400
4959.59279729,158.311,497.33784524,3.90106928467,3863.46443323,497.313,3863.46443323,1401,1288.84216,497.340363926,285.343,0.0,497.317,0.998375,322.013112742,232.917,3863.46443323,3833.34473737,328.728435495,-499.48,1401
5568.42658797,158.398,497.521792034,3.67345515189,3319.90884314,497.52,3319.90884314,1402,1139.69040203,497.52289584,246.489,0.0,497.522,0.9976,1354.58645337,232.954,3319.90884314,4628.32291621,394.177447495,-499.638,1402
5295.71610718,158.381,497.213013916,3.72446258428,3645.52996472,497.197,3645.52996472,1403,521.559407241,497.215583514,249.28,0.0,497.201,0.997948,3316.05191409,233.038,3645.52996472,4796.47058983,386.588307442,-499.264,1403
5342.84764659,158.436,497.391437669,3.60820836914,3587.99621703,497.385,3587.99621703,1404,140.795506742,497.394810564,220.144,0.0,497.393,0.998022,4922.49434557,233.092,3587.99621703,5150.08354245,408.574495856,-499.564,1404
5389.47490367,158.512,497.001908417,3.81094579035,3321.28271156,496.986,3321.28271156,1405,829.995990623,497.004058185,288.548,0.0,496.992,0.998063,2430.30629535,233.165,3321.28271156,4754.50654733,365.520334859,-499.135,1405
5647.7439195,158.53,497.543307339,3.72012107419,3438.96237095,497.538,3438.96237095,1406,932.465537871,497.546094355,263.439,0.0,497.544,0.998382,2217.91639246,233.231,3438.96237095,4919.1273867,377.249706325,-499.732,1406
4805.96924863,158.571,497.771388284,3.72546662515,3402.74931683,497.764,3402.74931683,1407,1672.05592849,497.776069719,262.44,0.0,497.773,0.999059,251.762422312,233.393,3402.74931683,2568.20674458,348.14319062,-499.853,1407
5281.50510231,158.638,497.461761586,3.69929156405,3625.34529939,497.449,3625.34529939,1408,1771.90408939,497.464825541,248.053,0.0,497.455,0.998481,140.268407752,233.48,3625.34529939,3965.94130205,363.703531882,-499.462,1408
5287.03632036,158.682,497.722733925,3.79503391241,3571.17907929,497.71,3571.17907929,1409,548.467572585,497.729531835,264.035,0.0,497.719,0.998365,3249.32552465,233.545,3571.17907929,4623.21189518,392.433938434,-499.806,1409
4801.65536178,158.797,497.307216702,3.76528125511,3793.22903149,497.304,3793.22903149,1410,1693.89920396,497.317198204,259.242,0.0,497.315,0.998848,227.07241596,233.65,3793.22903149,3252.82544363,307.588133736,-499.445,1410
5338.39437068,158.891,497.76993084,3.72107083656,3530.08098019,497.759,3530.08098019,1411,1899.51640484,497.779251884,258.812,0.0,497.77,0.99881,326.68708191,233.689,3530.08098019,2993.90755734,314.314344903,-499.895,1411
5244.78955909,158.934,498.019882825,3.67621262391,3550.4884099,498.014,3550.4884099,1412,1890.03339077,498.025515906,254.848,0.0,498.02,0.998932,163.39604012,233.712,3550.4884099,2981.7936733,347.247693661,-500.151,1412
5114.87830141,158.99,497.857645308,3.71965496337,3994.53654993,497.854,3994.53654993,1413,1773.58614535,497.86342315,256.553,0.0,497.861,0.998929,329.657658917,233.821,3994.53654993,2504.46314307,327.513260566,-499.974,1413
5317.56391768,159.011,497.431320563,3.75197045211,3680.85491568,497.404,3680.85491568,1414,1450.15126676,497.442107281,269.021,0.0,497.416,0.998042,312.592617132,233.843,3680.85491568,4453.78657538,359.736521168,-499.589,1414
5366.35923076,159.012,498.426418694,3.78265848317,3770.93477228,498.434,3770.93477228,1415,1221.76800592,498.431006017,275.123,0.0,498.439,0.998629,1765.52500282,233.946,3770.93477228,3800.8710396,401.57687012,-500.602,1415
5429.49696157,159.118,498.221724462,3.93157581552,3905.86793362,498.211,3905.86793362,1416,1177.16597976,498.231585701,326.416,0.0,498.222,0.998325,1642.77055798,234.05,3905.86793362,4400.11636303,423.743684573,-500.303,1416
4976.2717532,159.117,497.97604203,3.64089442885,3603.31714844,497.966,3603.31714844,1417,951.49707844,497.989587026,237.126,0.0,497.98,0.998039,1535.37036527,234.083,3603.31714844,4296.88011595,374.342214949,-500.04,1417
4567.63918324,159.203,497.532769965,3.80321941978,3777.2156216,497.531,3777.2156216,1418,1519.35260852,497.546737921,264.227,0.0,497.547,0.998542,635.962397796,234.182,3777.2156216,2671.60280488,338.159669152,-499.618,1418
5341.72706483,159.214,497.634275251,3.7828397705,3520.52930314,497.617,3520.52930314,1419,1597.62618431,497.647119642,259.568,0.0,497.63,0.998605,885.276802281,234.265,3520.52930314,3467.40199487,375.640859669,-499.65,1419
5581.21366323,159.271,498.050538544,3.89914370273,3477.97909459,498.043,3477.97909459,1420,1310.18668046,498.067666904,274.578,0.0,498.061,0.998343,945.52509647,234.355,3477.97909459,4434.79642346,391.945251174,-500.11,1420
4149.51914943,159.338,498.196562418,3.66065641792,3814.44483164,498.19,3814.44483164,1421,1168.19189236,498.209687653,236.661,0.0,498.204,0.998891,532.879765488,234.4,3814.44483164,1757.33805144,338.637554933,-500.206,1421
5531.72414068,159.316,497.873688244,3.75337990841,3753.57037264,497.865,3753.57037264,1422,1716.38967297,497.890476979,266.073,0.0,497.883,0.998874,555.760559164,234.435,3753.57037264,2406.88421542,318.2161889,-499.946,1422
5552.53399852,159.337,498.308880812,3.85206299201,3273.93738433,498.307,3273.93738433,1423,1590.66861749,498.325191557,286.514,0.0,498.323,0.998719,1103.23042461,234.56,3273.93738433,3416.3683244,405.646351932,-500.411,1423
5042.47715552,159.419,498.300181632,3.52299636658,3690.02587769,498.287,3690.02587769,1424,1333.12957906,498.327304912,196.99,0.0,498.317,0.998464,547.343572781,234.643,3690.02587769,3178.16620239,374.34680138,-500.353,1424
5478.84666049,159.476,498.18785505,3.84208273781,3625.00057194,498.18,3625.00057194,1425,1925.16334126,498.209171341,275.987,0.0,498.198,0.998678,419.531286137,234.784,3625.00057194,3241.47017262,366.86400126,-500.273,1425
5026.15713478,159.558,498.340834105,3.74512857157,3597.7840065,498.334,3597.7840065,1426,124.61785401,498.35978986,255.951,0.0,498.354,0.998364,4563.03017029,234.879,3597.7840065,4872.97038811,374.655199283,-500.441,1426
4143.57579439,159.606,498.294578627,3.72151710529,3815.01891685,498.287,3815.01891685,1427,1077.84097477,498.311701885,251.059,0.0,498.304,0.998711,335.338737946,234.93,3815.01891685,1591.75474034,303.472937422,-500.611,1427
4784.70975825,159.608,498.468841652,3.84931164728,1924.10796603,498.465,1924.10796603,1428,1671.19385029,498.482653126,279.385,0.0,498.481,0.999031,139.67436741,235.049,1924.10796603,2003.47218846,282.239618275,-500.766,1428
4529.69230834,159.664,498.59192898,3.8432319681,3545.29960187,498.582,3545.29960187,1429,1028.83236515,498.607789071,255.158,0.0,498.598,0.998614,1534.26116307,235.1,3545.29960187,3083.19025512,346.342109584,-500.758,1429
5171.43862163,159.613,498.106685056,3.90621592515,664.57360312,498.111,664.57360312,1430,1391.33613858,498.125703095,286.915,0.0,498.129,0.998737,816.60199698,235.241,664.57360312,2951.40031321,372.557356486,-500.198,1430
4547.11762667,159.688,498.176757697,3.8964762651,3216.61504874,498.157,3216.61504874,1431,1378.75000581,498.195880403,283.504,0.0,498.177,0.999467,526.467994251,235.31,3216.61504874,2455.53853358,308.941376373,-500.353,1431
3300.9408554,159.747,498.152606049,3.7804827535,899.846848105,498.135,899.846848105,1432,858.960215776,498.170599792,241.479,0.0,498.154,0.999415,547.46651189,235.405,899.846848105,1351.84929402,309.257476983,-500.48,1432
1737.85938539,159.868,498.373258822,3.67560987644,3413.40548517,498.369,3413.40548517,1433,471.504081682,498.392706499,236.294,0.0,498.388,0.999466,406.123949731,235.509,3413.40548517,989.178520987,210.10547638,-500.642,1433
3560.83182609,159.866,498.530930411,3.78714602424,3987.01428867,498.521,3987.01428867,1434,965.509121109,498.547625163,272.917,0.0,498.541,0.998719,905.636123039,235.597,3987.01428867,2308.00620599,295.400482769,-500.712,1434
4195.09769698,159.961,498.334108916,4.22124323445,204.062281253,498.326,204.062281253,1435,1177.32640413,498.348015532,376.643,0.0,498.344,0.998312,627.039184189,235.717,204.062281253,2931.52661726,333.779983558,-500.438,1435
4884.68844859,159.994,497.948164587,3.84120361205,3516.57892465,497.945,3516.57892465,1436,1745.53994101,497.962303217,270.096,0.0,497.96,0.998546,662.871206915,235.817,3516.57892465,2939.73763128,321.151246965,-500.005,1436
5132.51821998,160.105,497.635768488,3.8936143147,2275.17478148,497.622,2275.17478148,1437,1387.50903119,497.649251623,289.454,0.0,497.635,0.998315,809.132188921,235.934,2275.17478148,3778.20068352,388.869997936,-499.68,1437
5496.95038579,160.203,498.249131046,3.8619923796,3288.66635427,498.241,3288.66635427,1438,1501.5873819,498.257864998,270.059,0.0,498.253,0.998368,1258.21298564,236.052,3288.66635427,3805.67515939,359.732249136,-500.427,1438
5039.41537859,160.186,498.561144414,3.85774404526,3652.38548751,498.551,3652.38548751,1439,1181.89039263,498.57131044,264.394,0.0,498.562,0.998529,1650.45959704,236.106,3652.38548751,3601.75159317,358.265958833,-500.634,1439
2533.44158914,160.206,497.713013588,3.92171685698,3548.94899687,497.715,3548.94899687,1440,820.530689767,497.720335142,312.675,0.0,497.722,0.999383,-181.475813012,236.214,3548.94899687,1114.8894834,228.74997449,-499.821,1440
4999.19888523,160.295,497.452764327,3.92184880894,82.2544963095,497.435,82.2544963095,1441,1430.89581415,497.458796774,312.575,0.0,497.442,0.998714,910.562070927,236.29,82.2544963095,3254.49999599,349.467029923,-499.518,1441
4290.78034259,160.379,498.09103489,3.85229634177,3547.16972224,498.08,3547.16972224,1442,1319.33013317,498.098828029,279.906,0.0,498.089,0.998692,617.585816393,236.413,3547.16972224,3020.95782755,319.737646895,-500.036,1442
5140.46916708,160.477,497.907644532,3.86602588868,3419.12992153,497.91,3419.12992153,1443,1396.75766037,497.91420238,277.067,0.0,497.917,0.998549,201.724805717,236.479,3419.12992153,3874.36669675,364.987483383,-500.067,1443
4081.79421291,160.505,497.248223306,3.85401769359,3457.83108133,497.238,3457.83108133,1444,1026.65241044,497.259279128,293.676,0.0,497.249,0.999072,294.210368521,236.554,3457.83108133,1608.51847211,280.27507434,-499.387,1444
5346.36070299,160.531,497.698111633,3.91050735978,3065.23620066,497.684,3065.23620066,1445,1589.90455939,497.709851511,280.296,0.0,497.695,0.999014,702.782366482,236.654,3065.23620066,3373.43607075,391.518564284,-499.675,1445
5272.10455366,160.559,497.71438832,3.69577853423,3616.15290366,497.713,3616.15290366,1446,1424.54468939,497.728395241,218.025,0.0,497.728,0.998631,782.206071489,236.711,3616.15290366,3534.76075175,386.122228113,-499.855,1446
5860.4421805,160.648,498.190920066,3.93091530725,3075.26035367,498.173,3075.26035367,1447,1220.78978713,498.202941092,287.814,0.0,498.186,0.998475,1472.08231738,236.775,3075.26035367,5093.82797198,415.70455018,-500.297,1447
4860.08248548,160.635,497.63846482,3.84870104791,3700.00334834,497.639,3700.00334834,1448,1128.06369656,497.650340464,267.449,0.0,497.651,0.998878,1656.22062788,236.86,3700.00334834,3447.96613888,401.801043968,-499.781,1448
5615.93588143,160.691,497.601124633,3.89302228445,3766.43061753,497.587,3766.43061753,1449,1435.25103854,497.616227226,281.383,0.0,497.603,0.998434,1523.31200381,236.967,3766.43061753,4780.44784697,427.45510633,-499.777,1449
5188.83785259,160.705,497.535460807,3.94229631918,3558.73949881,497.523,3558.73949881,1450,1596.94628263,497.547240243,294.56,0.0,497.537,0.999068,730.779095536,237.019,3558.73949881,2683.95958612,347.737882877,-499.673,1450
