AverageQ,Iteration,AverageAbsY,AverageAction,Epoch,AverageQLoss,PolicyRegParamNorm,AverageAbsQ,AverageReturn,AveragePolicySurr,AverageEsReturn,MaxReturn,MaxEsReturn,StdReturn,AverageY,AverageAbsQYDiff,MinReturn,StdEsReturn,AverageDiscountedReturn,MinEsReturn,QFunRegParamNorm
41.5556,1385,41.6239549224,0.995618,1385,1.43371,136.686,41.6244,4579.46255402,-41.713,2326.80168366,4852.29684328,2326.80168366,132.623064254,41.5551006344,0.314920862298,4336.98225571,0.0,358.184139021,2326.80168366,119.672
41.5269,1386,41.5995015081,0.991048,1386,1.57606,136.833,41.5984,4248.75216811,-41.6746,2861.05288553,5207.60641254,2861.05288553,1637.17778683,41.5280259115,0.325763258064,393.08746056,0.0,387.999830422,2861.05288553,119.718
41.5189,1387,41.5875121693,0.991277,1387,2.14909,136.915,41.5866,5111.16451568,-41.6696,2917.73805557,5218.06753539,2917.73805557,84.9507527068,41.5196307576,0.350414067706,4967.29241666,0.0,402.937152604,2917.73805557,119.75
41.5562,1388,41.6252271034,0.99766,1388,1.8211,136.866,41.6242,5057.10735425,-41.7193,3275.91528953,5174.78825425,3275.91528953,119.881174049,41.5570551495,0.329376444692,4778.6346467,0.0,390.416660735,3275.91528953,119.829
41.5548,1389,41.6283201729,0.997976,1389,1.62389,136.943,41.6278,4651.01690989,-41.7341,3125.95092492,4951.70294335,3125.95092492,384.090287242,41.555283253,0.319970919663,3565.90031679,0.0,363.173064777,3125.95092492,119.845
41.5785,1390,41.6498770044,0.994256,1390,2.06839,137.005,41.65,4494.67804877,-41.7439,3116.24497312,4725.96712278,3116.24497312,158.649851288,41.5782023173,0.340309350119,4260.80821694,0.0,347.994501644,3116.24497312,119.873
41.5345,1391,41.6136691969,0.99664,1391,2.22198,137.036,41.6117,4321.30071538,-41.6925,2928.10265519,4845.96744185,2928.10265519,1318.59681792,41.5363177649,0.349140760717,368.575734375,0.0,352.759147474,2928.10265519,119.887
41.4926,1392,41.5804895191,0.996105,1392,1.84117,137.128,41.5792,3987.26338527,-41.6452,2812.54519557,4837.64934598,2812.54519557,604.836334682,41.4936450115,0.337229094881,2423.49453662,0.0,306.751866951,2812.54519557,119.919
41.5406,1393,41.6188525485,0.993548,1393,2.07395,137.163,41.6173,4019.34329404,-41.6905,2895.11429581,4643.21537019,2895.11429581,366.893243195,41.5421134635,0.342719266965,3594.89155112,0.0,323.715528219,2895.11429581,119.989
41.4779,1394,41.5609778966,0.998426,1394,2.4912,137.184,41.5609,4335.03995407,-41.6295,2923.67530485,5057.54576226,2923.67530485,1522.18918168,41.4778296065,0.368426646073,-209.4959302,0.0,357.251250765,2923.67530485,120.024
41.5394,1395,41.6145174812,0.998899,1395,1.6664,137.198,41.6156,4772.3286898,-41.7065,2788.25671382,5038.11239841,2788.25671382,161.434245912,41.5382148126,0.320572658125,4535.98110523,0.0,373.995053943,2788.25671382,120.053
41.5386,1396,41.6230079234,0.995697,1396,1.68645,137.269,41.6198,4322.87472911,-41.7101,3354.05189112,4708.24430468,3354.05189112,223.461005217,41.5416200842,0.334298653249,4072.75106396,0.0,319.80110458,3354.05189112,120.082
41.5357,1397,41.6223366347,0.996245,1397,2.21924,137.338,41.6203,3694.42727201,-41.6869,3138.27986359,4051.50069643,3138.27986359,304.101983889,41.5375542374,0.353390968439,3244.41143279,0.0,307.312017647,3138.27986359,120.111
41.5118,1398,41.5942777983,0.997682,1398,2.33082,137.297,41.5922,3131.00904023,-41.6632,2773.16319705,4493.21392822,2773.16319705,1343.18498673,41.5135119707,0.362299488288,512.059678332,0.0,296.734951373,2773.16319705,120.121
41.505,1399,41.5863251106,0.998149,1399,2.16141,137.272,41.5854,4591.52049087,-41.6565,2931.72688266,4837.23660845,2931.72688266,165.428606198,41.5058070578,0.353917343536,4312.46806374,0.0,365.295311086,2931.72688266,120.142
41.5323,1400,41.6114806688,0.997097,1400,2.01956,137.321,41.612,3590.67896133,-41.6887,2890.33778176,4273.69071038,2890.33778176,1194.28162889,41.5317156444,0.341125726392,84.7739549488,0.0,325.699930164,2890.33778176,120.173
41.4954,1401,41.5788189398,0.995501,1401,2.21446,137.448,41.5774,3007.06510645,-41.644,2823.34192937,3505.63433658,2823.34192937,222.757026291,41.4967579427,0.35046274909,2623.83240602,0.0,236.268514904,2823.34192937,120.234
41.4556,1402,41.5369591565,0.996812,1402,2.38788,137.424,41.535,4749.34955813,-41.5974,3079.90482725,4996.85778843,3079.90482725,240.521696562,41.4574654359,0.359895648501,4145.27021077,0.0,382.853405074,3079.90482725,120.256
41.4663,1403,41.547623811,0.99863,1403,2.23053,137.435,41.5472,4558.4419758,-41.6188,3164.00493296,4750.97833814,3164.00493296,196.856427945,41.4667256782,0.347741045481,4114.15916889,0.0,367.440689501,3164.00493296,120.321
41.4844,1404,41.5649314312,0.999375,1404,1.65986,137.538,41.5644,4867.25572174,-41.6362,3051.41553553,5017.02438376,3051.41553553,132.419919368,41.4847506145,0.313268560317,4613.16555103,0.0,381.891787231,3051.41553553,120.347
41.4561,1405,41.538914288,0.999316,1405,1.75245,137.521,41.5374,5003.02683216,-41.6156,3162.38856743,5163.56248461,3162.38856743,139.297513682,41.4574185549,0.31521298825,4743.44532306,0.0,379.805301975,3162.38856743,120.355
41.5034,1406,41.5783577327,0.999484,1406,2.11919,137.53,41.5779,4376.79114812,-41.6604,2918.86494755,4783.00829563,2918.86494755,228.407923416,41.5038347886,0.340630537018,3991.94376215,0.0,370.484673657,2918.86494755,120.398
41.4771,1407,41.5569153621,0.999166,1407,1.89979,137.457,41.5561,4938.12852035,-41.6358,2962.41682038,5115.28021951,2962.41682038,204.47891468,41.477849167,0.321612188634,4535.71776665,0.0,377.168600167,2962.41682038,120.38
41.4413,1408,41.5283153033,0.999211,1408,1.70185,137.646,41.5274,4794.14751303,-41.6114,2919.46942134,5095.16972344,2919.46942134,157.342891619,41.4421290828,0.312515479644,4531.22227024,0.0,369.985265167,2919.46942134,120.43
41.4799,1409,41.5579285649,0.997549,1409,1.6306,137.73,41.5572,3452.15190494,-41.6322,3094.67808978,4143.30742024,3094.67808978,437.132684042,41.4806760647,0.314503332419,2728.88408054,0.0,224.62801741,3094.67808978,120.436
41.5015,1410,41.5720427606,0.997786,1410,2.12436,137.771,41.5713,3711.5334482,-41.626,3173.82627428,4561.9219504,3173.82627428,1400.34120988,41.5020004904,0.334193864082,-414.082223233,0.0,311.066512827,3173.82627428,120.507
41.4304,1411,41.5101382391,0.993153,1411,1.91711,137.92,41.5105,2514.71358628,-41.582,2990.94172655,3030.81041172,2990.94172655,303.850768654,41.4299166402,0.32787762749,2077.74791022,0.0,217.398790943,2990.94172655,120.523
41.4739,1412,41.5532720619,0.995598,1412,1.92216,137.904,41.5518,3428.917196,-41.6227,2647.05775113,4252.33483606,2647.05775113,1113.9773622,41.4752436396,0.331482738455,158.708736958,0.0,301.362041581,2647.05775113,120.564
41.4469,1413,41.5282683175,0.997341,1413,1.70674,137.859,41.5274,3697.8107725,-41.5957,2996.17541467,4426.05322069,2996.17541467,1068.44498787,41.4476075298,0.32170839607,556.217809501,0.0,343.452021408,2996.17541467,120.585
41.4747,1414,41.5504145174,0.991786,1414,1.92675,137.885,41.5495,4707.07535047,-41.6312,2815.38750295,4915.1889386,2815.38750295,135.312574202,41.4754400358,0.332807080592,4541.97521929,0.0,374.507718823,2815.38750295,120.654
41.4436,1415,41.5230204515,0.988609,1415,1.85969,138.056,41.5231,4982.43793973,-41.5945,3131.41901765,5174.53444099,3131.41901765,123.513749493,41.4433819233,0.331360583887,4773.16721604,0.0,371.003006558,3131.41901765,120.679
41.4239,1416,41.5059927728,0.997042,1416,1.52933,138.153,41.5047,4707.73859722,-41.5765,3059.61695858,4911.47139412,3059.61695858,152.163851967,41.4247482367,0.321493415581,4461.20881538,0.0,375.22088708,3059.61695858,120.732
41.4004,1417,41.482170106,0.990058,1417,3.20465,138.122,41.4808,4642.91389592,-41.5587,3252.56301507,4891.22861226,3252.56301507,204.270505438,41.4015918475,0.387655665926,4177.41743792,0.0,366.271867386,3252.56301507,120.782
41.3724,1418,41.4631270143,0.992497,1418,1.64157,138.071,41.4618,4883.81226613,-41.5239,856.833952506,5115.62410527,856.833952506,110.693227825,41.3735395542,0.323176602182,4769.47913027,0.0,355.082113726,856.833952506,120.8
41.4286,1419,41.5085439481,0.996944,1419,1.81262,138.163,41.5073,4637.0742769,-41.6039,3081.42723141,4982.15147933,3081.42723141,282.681739093,41.4297616829,0.332976073804,3943.44890541,0.0,370.375857374,3081.42723141,120.845
41.4268,1420,41.5104011167,0.995919,1420,1.84721,138.232,41.5105,4700.87245556,-41.5918,3156.1170433,5038.6006608,3156.1170433,218.074813718,41.4266976196,0.329859799345,4402.03247402,0.0,353.075874989,3156.1170433,120.872
41.3833,1421,41.4720308106,0.995891,1421,2.01414,138.249,41.4711,3604.36761618,-41.5378,3087.84123819,4835.53028909,3087.84123819,1081.71575502,41.3840657113,0.339798813843,624.237021526,0.0,289.969788487,3087.84123819,120.92
41.4136,1422,41.4931753567,0.998344,1422,2.05892,138.266,41.4914,4783.10660992,-41.5728,3157.86402684,4955.39534863,3157.86402684,129.057283213,41.4151737264,0.336339028809,4499.26943934,0.0,341.775984399,3157.86402684,120.974
41.4452,1423,41.5209559465,0.998273,1423,2.23242,138.351,41.5206,4867.11802588,-41.5947,2886.89017918,5016.8682644,2886.89017918,86.9100140617,41.4454285935,0.336889766123,4745.67845636,0.0,394.763378802,2886.89017918,120.968
41.4124,1424,41.4957089365,0.999242,1424,2.03048,138.356,41.4953,4811.48416111,-41.5699,2962.82089189,4968.27001377,2962.82089189,116.910019298,41.4127206673,0.325547401076,4574.16832929,0.0,368.359169867,2962.82089189,120.98
41.4328,1425,41.5156992365,0.999086,1425,1.49121,138.389,41.5156,4882.84830602,-41.5814,3047.23438337,5043.51771608,3047.23438337,90.9105205784,41.4326699347,0.311098078128,4700.61972029,0.0,373.978286952,3047.23438337,121.016
41.3749,1426,41.4676794904,0.998502,1426,2.09412,138.519,41.4659,5070.07290929,-41.5187,2902.262318,5390.10902371,2902.262318,193.935982818,41.3765463212,0.332327646431,4708.77718208,0.0,371.879612607,2902.262318,121.037
41.4086,1427,41.4905331318,0.998645,1427,2.08398,138.506,41.4907,4684.20326176,-41.55,3230.82893678,4888.70269554,3230.82893678,138.95624485,41.4083464982,0.339246731474,4377.07123737,0.0,354.637087319,3230.82893678,121.129
41.4031,1428,41.4866944623,0.9983,1428,1.51798,138.552,41.4852,4169.96819648,-41.5422,2959.80218135,4298.75889221,2959.80218135,106.565079536,41.4045769462,0.310741961891,3968.73372647,0.0,328.171539331,2959.80218135,121.153
41.4,1429,41.4813888485,0.998363,1429,2.25302,138.604,41.4816,3686.73151063,-41.5057,3199.29252344,3815.33902568,3199.29252344,72.7866459006,41.3997370591,0.341105743748,3586.77011394,0.0,299.314524632,3199.29252344,121.182
41.3492,1430,41.4331866409,0.996295,1430,1.53774,138.779,41.432,4708.5664949,-41.4858,2594.93541245,4868.02817925,2594.93541245,99.8573628456,41.3503022192,0.313248284765,4480.43479116,0.0,371.265624327,2594.93541245,121.221
41.312,1431,41.3966938211,0.996924,1431,2.43617,138.737,41.3965,4173.29316492,-41.4547,2599.51865199,4356.91555732,2599.51865199,63.5898688084,41.3119706576,0.352450403904,4122.49924545,0.0,353.696265354,2599.51865199,121.25
41.2987,1432,41.3827733657,0.996714,1432,1.46657,138.739,41.3829,4185.10677748,-41.4355,3226.9942791,4253.08335055,3226.9942791,60.9510815439,41.2986623021,0.300112603388,4082.48321916,0.0,342.381397469,3226.9942791,121.287
41.2581,1433,41.3373066692,0.997643,1433,2.1195,138.846,41.3369,4603.19439434,-41.3898,2755.85961444,4797.34821669,2755.85961444,106.152003605,41.2586966792,0.341359116467,4433.28267707,0.0,351.896069545,2755.85961444,121.262
41.2872,1434,41.3645708068,0.997365,1434,1.65821,138.873,41.3638,4634.12093916,-41.4415,2979.94347564,4747.12068515,2979.94347564,83.9712319998,41.2877724802,0.317483671418,4477.66872962,0.0,361.932748359,2979.94347564,121.27
41.2352,1435,41.3182808807,0.998407,1435,2.03985,138.958,41.317,4533.88244853,-41.3889,3037.13057401,4679.83223519,3037.13057401,126.883911233,41.2362643303,0.326359846728,4210.82428212,0.0,346.55394792,3037.13057401,121.301
41.285,1436,41.3614461156,0.998501,1436,1.77386,139.012,41.3627,5089.62594254,-41.4426,3100.21453339,5292.06010564,3100.21453339,158.274100796,41.2838631956,0.308045990223,4753.1176408,0.0,356.603434323,3100.21453339,121.287
41.2588,1437,41.3388048077,0.999197,1437,1.82428,139.094,41.3363,4717.35804218,-41.4242,3263.21872228,4945.27663442,3263.21872228,188.109676797,41.2612138458,0.324861104358,4406.21369213,0.0,331.374909095,3263.21872228,121.332
41.2862,1438,41.3627544128,0.999279,1438,1.94659,139.114,41.3612,4735.09353366,-41.4414,3098.29981803,4907.2778201,3098.29981803,173.175091596,41.2874602382,0.321957361596,4281.62765424,0.0,364.691839991,3098.29981803,121.392
41.3526,1439,41.429245826,0.995105,1439,1.66159,139.266,41.4287,4319.99392812,-41.5092,2929.03081137,4937.18494437,2929.03081137,477.817546023,41.3531651645,0.307096112642,3352.39658807,0.0,293.670971967,2929.03081137,121.428
41.2892,1440,41.3702896554,0.998145,1440,2.14806,139.295,41.3702,4274.98296062,-41.4421,122.649971119,5006.30842299,122.649971119,1342.46564024,41.2891965863,0.333727625013,328.667319417,0.0,377.902011966,122.649971119,121.489
41.2962,1441,41.3780882632,0.997533,1441,1.88236,139.355,41.3768,3800.25535183,-41.4436,2963.68676617,4155.18641743,2963.68676617,265.240833626,41.2974126487,0.333049613735,3312.24257525,0.0,285.36414614,2963.68676617,121.53
41.2594,1442,41.3446533362,0.998332,1442,2.06381,139.481,41.3451,4263.27235474,-41.4111,2926.1530613,5179.57640342,2926.1530613,1623.31534186,41.2588983472,0.335573783037,-539.928122547,0.0,275.028212128,2926.1530613,121.538
41.2731,1443,41.3609162243,0.996233,1443,1.71992,139.524,41.3598,4463.99279691,-41.4299,3118.95260592,4853.68073141,3118.95260592,305.868141141,41.2742101147,0.317179036504,3754.55596485,0.0,329.622692917,3118.95260592,121.58
41.2671,1444,41.3535739143,0.991787,1444,2.44809,139.748,41.3527,1774.66189571,-41.4026,3098.80475666,2863.61035675,3098.80475666,906.098683608,41.2676966557,0.343103298931,-541.703464373,0.0,111.048152698,3098.80475666,121.599
41.208,1445,41.2959243165,0.99733,1445,2.04467,139.787,41.296,4475.84030887,-41.3232,2947.06142017,4751.35134294,2947.06142017,216.225878288,41.2078777038,0.349034120185,4100.1917811,0.0,295.832176318,2947.06142017,121.622
41.2461,1446,41.3321788241,0.99525,1446,1.75209,139.667,41.3309,4812.1093979,-41.3985,2909.90005651,4974.658939,2909.90005651,85.7137884843,41.2472614323,0.315689477521,4672.38196717,0.0,359.184612777,2909.90005651,121.635
41.2436,1447,41.3296071554,0.997046,1447,2.06242,139.578,41.3288,4832.23515396,-41.4087,2983.51691464,5022.56627571,2983.51691464,171.396683638,41.2444275774,0.338668098361,4360.94815505,0.0,369.911762149,2983.51691464,121.694
41.2744,1448,41.3611456072,0.99738,1448,2.25218,139.676,41.3588,4816.25198753,-41.4403,3150.54894674,4920.83521651,3150.54894674,123.678658968,41.2764414086,0.329131793167,4519.48959748,0.0,386.988242382,3150.54894674,121.747
41.1814,1449,41.2767406316,0.994617,1449,2.27606,139.773,41.2755,4182.90522969,-41.3296,3220.86050851,4327.49998862,3220.86050851,132.971804932,41.1825036926,0.335452057667,3909.39820149,0.0,339.034744404,3220.86050851,121.765
41.2155,1450,41.3032432868,0.996218,1450,2.56666,139.724,41.3043,4648.39296418,-41.3755,2821.41430041,4900.15934103,2821.41430041,125.966017896,41.2143769689,0.351074717033,4406.20807234,0.0,370.917496916,2821.41430041,121.817
41.2704,1451,41.3611776785,0.998668,1451,1.90321,139.812,41.359,4169.56750302,-41.4362,3074.9155069,4683.07476857,3074.9155069,238.45706366,41.2726150466,0.311345869643,3776.10316702,0.0,283.743714078,3074.9155069,121.873
41.2312,1452,41.3227433783,0.998765,1452,2.00828,139.72,41.3229,4947.13802401,-41.3838,3090.75079809,5120.60052526,3090.75079809,176.514301067,41.2310771653,0.3267152296,4465.04386525,0.0,382.893510206,3090.75079809,121.905
41.2016,1453,41.3015020504,0.997687,1453,1.59202,139.734,41.301,4545.73176149,-41.3546,2996.54464369,4792.72639012,2996.54464369,140.016948447,41.2019596084,0.31171798138,4262.44135505,0.0,367.513987391,2996.54464369,121.954
41.2602,1454,41.3537257941,0.998382,1454,2.35808,139.754,41.3522,4443.99708801,-41.4272,2887.03623251,4768.58882555,2887.03623251,264.570818354,41.2616810689,0.340256956544,3771.95912691,0.0,350.89750269,2887.03623251,121.992
41.23,1455,41.3309718071,0.998812,1455,2.14467,139.819,41.3312,4431.7559358,-41.394,2985.94401507,4598.54310532,2985.94401507,202.798443769,41.229790676,0.33075955428,3868.13492487,0.0,356.786099206,2985.94401507,122.049
41.3017,1456,41.389725452,0.99853,1456,2.14931,139.878,41.3884,4365.34660561,-41.4599,2913.84146465,4707.98958479,2913.84146465,286.858838418,41.3028202969,0.337941942428,3915.71126929,0.0,343.598533835,2913.84146465,122.118
41.2661,1457,41.3610613517,0.999245,1457,1.47231,139.878,41.3605,4832.83633109,-41.4197,3036.74967034,5086.33740334,3036.74967034,153.410523447,41.2665794137,0.304568628524,4553.56046047,0.0,348.681308029,3036.74967034,122.139
41.2655,1458,41.3590020122,0.998953,1458,2.25015,139.895,41.3586,4685.49356463,-41.4162,2863.23065304,5032.71786192,2863.23065304,320.815845865,41.2657694801,0.330723156906,3956.30329723,0.0,357.961683047,2863.23065304,122.163
41.2198,1459,41.3098148844,0.999409,1459,2.42387,139.874,41.3097,5041.55381523,-41.3702,2659.37116077,5233.33235616,2659.37116077,109.067101881,41.2195160579,0.338868773573,4881.02371009,0.0,394.493281293,2659.37116077,122.189
41.1994,1460,41.2955543873,0.999287,1460,2.42569,139.792,41.2941,4826.53796899,-41.352,2451.85567772,5015.58797831,2451.85567772,118.019724182,41.2007037222,0.351114082565,4559.90222999,0.0,371.121045841,2451.85567772,122.256
41.1803,1461,41.2707759954,0.998999,1461,1.96859,139.854,41.2688,4806.31231231,-41.3277,2991.6249007,4921.15968923,2991.6249007,96.6044562874,41.1822536462,0.326093415789,4616.20580408,0.0,366.516687044,2991.6249007,122.299
41.1696,1462,41.260350777,0.998791,1462,2.27993,139.886,41.2585,4836.88204433,-41.3141,3187.83910373,5084.61612475,3187.83910373,127.606085894,41.1708589314,0.343557812501,4631.57885004,0.0,377.286039063,3187.83910373,122.356
41.1647,1463,41.2555884075,0.999495,1463,2.14244,139.988,41.2548,3243.26722325,-41.3062,2876.36974643,4853.86248814,2876.36974643,1831.9081005,41.1655442071,0.330840751034,-19.2481593376,0.0,320.808020099,2876.36974643,122.391
41.1301,1464,41.2214417967,0.999144,1464,1.91253,140.122,41.2211,4612.24817221,-41.2757,3090.36353739,4823.5140457,3090.36353739,133.566419867,41.1301765735,0.330440355291,4354.94471449,0.0,345.436465469,3090.36353739,122.429
41.187,1465,41.2733756072,0.999478,1465,2.02357,140.173,41.2718,4892.85092458,-41.3382,2983.97530021,5150.68218462,2983.97530021,133.078172105,41.1885660529,0.330614643408,4641.36045806,0.0,378.751822388,2983.97530021,122.457
41.1687,1466,41.2568776673,0.999416,1466,1.96371,140.279,41.2572,4979.56046925,-41.3387,2794.03111508,5055.94236968,2794.03111508,59.1806093021,41.1682719888,0.32258548925,4840.75613202,0.0,392.918218371,2794.03111508,122.455
41.2228,1467,41.3037497629,0.99963,1467,2.04291,140.49,41.3016,4951.3723215,-41.3973,3153.25110661,5170.44461677,3153.25110661,145.248539889,41.2248190718,0.331824005575,4670.06896993,0.0,395.822042775,3153.25110661,122.495
41.2102,1468,41.3000047241,0.999358,1468,1.89969,140.522,41.2987,5023.95420301,-41.3735,3017.86789434,5141.47072332,3017.86789434,80.4588195639,41.2113668455,0.316849392768,4855.28062569,0.0,382.958643779,3017.86789434,122.516
41.176,1469,41.2735191387,0.999568,1469,1.68644,140.543,41.2734,4972.53095068,-41.3498,3377.75505861,5138.98470623,3377.75505861,133.562713067,41.1760791549,0.308582066123,4627.45692342,0.0,361.241580153,3377.75505861,122.585
41.2034,1470,41.2947265572,0.998532,1470,2.4945,140.633,41.2938,5230.85127306,-41.3673,3211.54752746,5391.47792901,3211.54752746,113.062033435,41.2041697389,0.351198720565,5062.49087006,0.0,398.040251117,3211.54752746,122.57
41.2519,1471,41.3394678013,0.99936,1471,1.9219,140.582,41.3378,5183.60796718,-41.4071,3317.7960616,5332.35260532,3317.7960616,101.220362507,41.2535448658,0.316296209081,5065.11571842,0.0,388.590438961,3317.7960616,122.633
41.2635,1472,41.3495243557,0.999188,1472,1.49891,140.68,41.3495,5021.00401335,-41.4158,3349.54103828,5155.09198858,3349.54103828,76.7473915342,41.2633990684,0.301696942085,4887.2970926,0.0,398.271297553,3349.54103828,122.685
41.2591,1473,41.3462214388,0.99853,1473,1.87635,140.702,41.3454,4502.93771576,-41.4183,3097.37737964,4593.06091768,3097.37737964,61.7329315993,41.2596390658,0.326293519521,4408.57074762,0.0,370.994022781,3097.37737964,122.745
41.2308,1474,41.3243050932,0.999047,1474,1.87769,140.671,41.3236,4324.31638333,-41.3819,3171.86141527,4509.91678782,3171.86141527,147.510352501,41.2314862183,0.333451772613,4020.59080594,0.0,337.905419619,3171.86141527,122.786
41.2112,1475,41.3053311525,0.999286,1475,1.65958,140.672,41.3047,3845.95064728,-41.3346,2695.14482761,4114.27859406,2695.14482761,205.779580162,41.2116833194,0.315684078905,3544.79953896,0.0,288.842080923,2695.14482761,122.776
41.1737,1476,41.2693437198,0.99938,1476,1.80685,140.783,41.2685,3622.35286077,-41.2818,2578.51001166,3992.51655133,2578.51001166,191.595110985,41.1744581877,0.32220133154,3361.85857564,0.0,275.95101896,2578.51001166,122.818
41.1229,1477,41.2177885683,0.998994,1477,1.87209,140.833,41.2162,4209.34364871,-41.2382,2425.3547527,4548.14039379,2425.3547527,175.685358274,41.1242153871,0.32524344125,3974.03087916,0.0,338.2149049,2425.3547527,122.832
41.0751,1478,41.1777714318,0.998076,1478,1.47387,140.891,41.1773,4452.52117236,-41.2116,2931.59833989,4600.86516156,2931.59833989,98.2538938467,41.0754457157,0.307870838232,4281.50180108,0.0,346.388754418,2931.59833989,122.864
41.1538,1479,41.2444608306,0.999211,1479,1.70791,140.977,41.2441,4561.23427448,-41.298,2989.54137796,4677.08549287,2989.54137796,64.0061971344,41.1540938697,0.321008927267,4455.77613665,0.0,367.391486041,2989.54137796,122.896
41.1461,1480,41.2402912818,0.999219,1480,1.43666,140.903,41.2404,4445.87551061,-41.2872,2947.23609194,4526.7972879,2947.23609194,51.9129318044,41.1458239078,0.296754184127,4373.2495808,0.0,370.634607892,2947.23609194,122.926
41.1245,1481,41.2192539163,0.999527,1481,2.32293,140.938,41.2177,4778.76195535,-41.2569,2728.06604777,4884.15833594,2728.06604777,59.7634018554,41.1259749698,0.33957945141,4675.64551552,0.0,379.972833863,2728.06604777,122.963
41.1347,1482,41.2216886578,0.999485,1482,2.51249,141.057,41.2221,4994.60885178,-41.2861,2828.34152921,5078.72737504,2828.34152921,70.7735899082,41.1341167693,0.344278919751,4854.98332989,0.0,391.582542209,2828.34152921,123.025
41.1605,1483,41.2497047042,0.999661,1483,1.44164,141.114,41.2477,5053.26109539,-41.3217,3106.48357163,5187.92775744,3106.48357163,63.1556302947,41.1621872533,0.291090334506,4951.59556282,0.0,396.083410025,3106.48357163,123.061
41.1959,1484,41.2830024588,0.999517,1484,1.78249,141.174,41.2815,5224.56343893,-41.3511,3385.19394862,5512.56168413,3385.19394862,246.596934899,41.1972350694,0.30309731667,4633.36813196,0.0,346.45888274,3385.19394862,123.083
41.119,1485,41.2140733848,0.999213,1485,2.19243,141.191,41.2139,4995.61961939,-41.2649,3112.50285466,5133.19246725,3112.50285466,123.489216286,41.1190812731,0.326501288465,4674.35437763,0.0,393.40665569,3112.50285466,123.099
41.1402,1486,41.2343980228,0.99943,1486,2.08393,141.23,41.2322,3871.41614556,-41.2632,2530.00253808,4115.38168564,2530.00253808,129.909136088,41.1423226444,0.324798394114,3694.03246007,0.0,290.607063861,2530.00253808,123.167
41.0845,1487,41.182708685,0.999422,1487,1.7867,141.269,41.1828,4576.7565976,-41.1928,3097.52351782,4760.99321827,3097.52351782,96.9708851416,41.0843461258,0.31239797811,4458.26900781,0.0,366.461274923,3097.52351782,123.197
41.0745,1488,41.167994894,0.999604,1488,1.7498,141.334,41.1664,4620.88893193,-41.2032,2895.93217106,4752.7459623,2895.93217106,100.506905954,41.0758472652,0.315729420079,4425.57290738,0.0,365.476130311,2895.93217106,123.261
41.0459,1489,41.1435627409,0.999534,1489,1.91016,141.347,41.1437,4653.42222272,-41.1899,2836.3902752,4735.58263073,2836.3902752,49.6636449846,41.0454516481,0.323018934025,4574.05544686,0.0,371.42150818,2836.3902752,123.321
41.0532,1490,41.1425242133,0.998655,1490,1.97386,141.463,41.1429,4626.44933929,-41.1921,2820.68112589,4805.80144446,2820.68112589,73.6958936052,41.0524524181,0.323244327849,4551.14408937,0.0,376.298468484,2820.68112589,123.345
40.9799,1491,41.0836540876,0.998571,1491,2.04428,141.547,41.0824,4685.73399484,-41.127,3087.92384355,4865.95333271,3087.92384355,75.7344953337,40.9808988281,0.312922338369,4584.81087459,0.0,375.98738449,3087.92384355,123.364
41.0141,1492,41.1155831355,0.999336,1492,2.18246,141.558,41.1145,4833.14655896,-41.1544,3067.13338155,4942.22325036,3067.13338155,70.8813656392,41.0146025703,0.324022467948,4673.04546078,0.0,367.820926548,3067.13338155,123.418
41.0129,1493,41.113739042,0.999148,1493,2.30128,141.622,41.1123,4714.15682179,-41.1578,3236.10965179,4969.85440474,3236.10965179,154.950300033,41.0140282949,0.336022773358,4370.78338182,0.0,366.653394302,3236.10965179,123.439
40.9461,1494,41.0568214547,0.999622,1494,2.3159,141.67,41.0566,4928.87756894,-41.0944,3343.51518798,5123.14805643,3343.51518798,113.703844429,40.9456036319,0.330132607336,4694.86306023,0.0,370.978453794,3343.51518798,123.503
41.0095,1495,41.1152329338,0.999612,1495,1.71805,141.685,41.113,4993.22658529,-41.1572,3315.13857844,5131.28232048,3315.13857844,126.004684493,41.0111638744,0.308159522057,4687.64802704,0.0,372.873298989,3315.13857844,123.548
41.0239,1496,41.1244019562,0.99953,1496,1.68526,141.637,41.1236,5043.24773485,-41.1653,3276.69594011,5189.0067532,3276.69594011,92.2933324427,41.024715489,0.309909723971,4849.30961718,0.0,388.075839659,3276.69594011,123.559
40.9925,1497,41.0989043934,0.999426,1497,1.94068,141.754,41.0979,4608.73073881,-41.1272,3195.80535426,5053.65888148,3195.80535426,433.143988332,40.9934368628,0.319002124708,3630.112046,0.0,285.765156115,3195.80535426,123.576
40.9565,1498,41.0667166738,0.99944,1498,2.13217,141.739,41.0678,4706.00345236,-41.0708,3166.69104477,5205.98456134,3166.69104477,480.412757574,40.9555764682,0.337771445676,3508.36038874,0.0,265.779663952,3166.69104477,123.627
40.9362,1499,41.0434827397,0.999538,1499,1.96581,141.619,41.0417,4549.16052863,-41.0623,2587.37017823,4958.18636067,2587.37017823,814.740123674,40.9378453834,0.34578571097,2184.06425155,0.0,363.239256817,2587.37017823,123.656
40.9586,1500,41.0674605098,0.999188,1500,1.35375,141.536,41.0669,4532.8671683,-41.0967,3215.90589888,4590.99083659,3215.90589888,47.7777073183,40.9589155715,0.294974606262,4415.06638576,0.0,367.944805883,3215.90589888,123.677
