StdReturn,Epoch,MaxReturn,AverageAbsQ,AverageDiscountedReturn,AverageEsReturn,QFunRegParamNorm,MinReturn,MaxEsReturn,MinEsReturn,PolicyRegParamNorm,AverageAbsY,StdEsReturn,AverageQLoss,AverageReturn,AverageY,Iteration,AverageAction,AveragePolicySurr,AverageQ,AverageAbsQYDiff
1811.72245329,1248,5744.19032532,564.103,381.997184846,4363.35582153,196.311,-232.745767394,4363.35582153,4363.35582153,146.547,564.140682723,0.0,389.616,4208.12546378,564.140671858,1248,0.986365,-566.85,564.103,4.98788676922
1335.06355604,1249,5549.69492458,564.516,377.64872346,3671.90327779,196.364,1194.72046164,3671.90327779,3671.90327779,146.573,564.513939431,0.0,320.727,3042.75909787,564.5139373,1249,0.987466,-567.062,564.516,4.72101842326
1344.74519353,1250,5873.37308783,564.857,444.870593913,3693.69337571,196.49,1219.92264207,3693.69337571,3693.69337571,146.682,564.8835622,0.0,368.809,5234.68031257,564.883527257,1250,0.974261,-567.531,564.857,4.84143771115
1501.17702676,1251,6095.30489498,564.119,460.363049855,3796.24060613,196.656,2228.9955399,3796.24060613,3796.24060613,146.677,564.157967918,0.0,467.927,4627.89231518,564.15780928,1251,0.980437,-566.88,564.119,5.27724949183
961.096398066,1252,6031.01700412,564.283,443.903311623,3204.45190171,196.744,2699.10772778,3204.45190171,3204.45190171,146.744,564.280648667,0.0,216.332,5537.46673834,564.280617742,1252,0.983484,-566.937,564.283,4.37006934858
1683.88793849,1253,6135.37615616,564.566,435.637951637,3708.03213828,196.89,324.665874093,3708.03213828,3708.03213828,146.834,564.590438287,0.0,532.979,5183.80628658,564.590438287,1253,0.983982,-567.299,564.566,5.55656087338
1900.06415247,1254,5810.06841555,564.642,411.648917977,4018.00160772,196.981,134.744106247,4018.00160772,4018.00160772,146.895,564.660139753,0.0,292.751,4699.55438039,564.660110001,1254,0.987072,-567.162,564.642,4.67660695914
134.277550628,1255,5994.37014338,565.945,452.0511768,3671.62055489,197.08,5579.13826688,3671.62055489,3671.62055489,146.929,565.95343899,0.0,368.875,5785.24404994,565.953299102,1255,0.982315,-568.445,565.945,4.98428911125
458.828369154,1256,4945.0226926,565.749,387.664352837,3920.305589,197.234,3326.72932323,3920.305589,3920.305589,146.992,565.784562164,0.0,350.738,4650.48790125,565.784462692,1256,0.986604,-568.155,565.749,4.93863462691
773.034081751,1257,5667.00599985,564.071,427.439611423,3907.27433325,197.315,2923.15826687,3907.27433325,3907.27433325,147.059,564.060100877,0.0,344.318,5178.8398109,564.059998074,1257,0.984568,-566.592,564.071,4.89621549801
1416.3063275,1258,5774.4621932,564.165,442.255323195,4074.86366531,197.388,1766.4895912,4074.86366531,4074.86366531,147.146,564.180750003,0.0,357.659,4247.25982217,564.178786591,1258,0.989345,-566.72,564.165,4.81951063874
1832.27243666,1259,5594.04864631,564.612,367.685288488,3615.60981644,197.505,201.125124617,3615.60981644,3615.60981644,147.202,564.618579099,0.0,387.602,2651.66134542,564.61620185,1259,0.991167,-567.209,564.611,4.95317134142
2059.28936341,1260,5624.25800631,565.775,403.326787845,3918.51866508,197.636,524.449183624,3918.51866508,3918.51866508,147.218,565.777209184,0.0,317.371,3230.94175767,565.777179661,1260,0.988604,-568.454,565.775,4.64975614946
1399.25970607,1261,5229.68945655,564.567,397.135258391,3930.57047438,197.726,456.162428266,3930.57047438,3930.57047438,147.263,564.606084634,0.0,443.482,4642.11637437,564.605949971,1261,0.988708,-567.151,564.567,5.12916807959
1509.16604176,1262,5573.18207576,566.095,413.790179511,3629.45794591,197.84,341.503680226,3629.45794591,3629.45794591,147.353,566.099452512,0.0,300.104,4729.98695958,566.099421795,1262,0.986958,-568.689,566.093,4.63058980036
1694.39050669,1263,5999.27712865,565.49,469.105348108,3775.58991147,197.945,928.387910954,3775.58991147,3775.58991147,147.424,565.488070528,0.0,287.955,4649.95963427,565.488063282,1263,0.986456,-568.12,565.49,4.539344552
1507.47095905,1264,5636.01507632,565.751,406.850255459,3971.66995942,198.051,413.650117087,3971.66995942,3971.66995942,147.509,565.765933407,0.0,373.538,4867.93334646,565.765933407,1264,0.988637,-568.316,565.745,4.89841560182
2003.7887852,1265,5892.60331194,564.989,408.478066242,3521.3023162,198.134,536.661667807,3521.3023162,3521.3023162,147.553,564.998256794,0.0,296.571,4451.91515386,564.998217177,1265,0.98771,-567.694,564.989,4.70470584496
93.6838420149,1266,5951.9716004,566.063,436.559445375,3637.03326557,198.234,5596.75334897,3637.03326557,3637.03326557,147.561,566.088731001,0.0,395.418,5736.26839934,566.088731001,1266,0.980202,-568.838,566.063,5.00176390267
1878.03812366,1267,5724.88711075,565.885,382.2044498,4027.68547476,198.289,-169.375360714,4027.68547476,4027.68547476,147.634,565.88934984,0.0,274.156,2055.61320424,565.889240303,1267,0.991613,-568.652,565.885,4.48920335871
131.257594232,1268,5258.17843332,567.038,405.386318167,3256.3715268,198.384,4801.37199233,3256.3715268,3256.3715268,147.642,567.061742363,0.0,354.621,5046.03039818,567.061734303,1268,0.986036,-569.843,567.038,4.99259941129
230.292697675,1269,5920.81872688,565.85,451.844863749,3605.68125832,198.487,5118.39932459,3605.68125832,3605.68125832,147.718,565.866308053,0.0,349.47,5552.90794382,565.866308053,1269,0.978534,-568.431,565.849,4.81115683515
1050.3704019,1270,6372.03812297,566.873,454.56643281,2138.84863149,198.547,2646.23977805,2138.84863149,2138.84863149,147.704,566.883758198,0.0,384.837,5532.82909641,566.883662313,1270,0.983577,-569.55,566.871,5.00235626586
1486.21336516,1271,4387.76932712,567.076,307.427416152,3624.68572627,198.683,-337.891506235,3624.68572627,3624.68572627,147.773,567.07622362,0.0,372.935,1616.59726183,567.076165276,1271,0.992558,-569.817,567.076,4.80689717744
1553.0304545,1272,5688.58304272,567.794,410.752687843,3518.27090425,198.733,311.757202004,3518.27090425,3518.27090425,147.812,567.8285548,0.0,251.192,4707.86989618,567.828537101,1272,0.986609,-570.504,567.794,4.55983290349
1536.82514638,1273,5840.07843049,566.896,397.863667566,4090.00301484,198.866,1333.66109658,4090.00301484,4090.00301484,147.798,566.889248442,0.0,438.765,4679.27906043,566.889208728,1273,0.987739,-569.646,566.896,5.13351843179
218.344039168,1274,5505.84196844,567.168,418.440429918,3891.27926058,199.041,4699.77073591,3891.27926058,3891.27926058,147.9,567.189142461,0.0,420.192,5161.96359494,567.189142461,1274,0.982033,-569.865,567.168,4.97454241233
1923.69079722,1275,5418.79990024,568.707,395.410438965,3754.20913229,199.126,534.851640761,3754.20913229,3754.20913229,147.916,568.73661136,0.0,300.529,3751.03358377,568.734229278,1275,0.988534,-571.298,568.707,4.57707589984
89.5858711334,1276,5804.82042163,569.033,442.249328829,3924.57556406,199.271,5479.59357806,3924.57556406,3924.57556406,147.981,569.006498508,0.0,374.402,5596.16247133,569.006430943,1276,0.985348,-571.773,569.032,4.81387001744
798.345762533,1277,5899.95656133,567.089,451.731585697,3383.05413989,199.44,3222.70948515,3383.05413989,3383.05413989,147.982,567.13685517,0.0,426.083,5404.48874561,567.136803983,1277,0.984308,-569.686,567.089,5.25702548078
998.566011436,1278,6118.79908505,568.535,463.709903927,3906.66353308,199.532,2630.33378774,3906.66353308,3906.66353308,148.082,568.550778531,0.0,239.853,5539.84144034,568.548873475,1278,0.980899,-571.188,568.535,4.3876127898
798.89032458,1279,5774.22596265,569.551,438.743966431,3709.3609556,199.645,2950.84965266,3709.3609556,3709.3609556,148.084,569.56734712,0.0,327.16,5251.08682216,569.567229782,1279,0.984736,-572.296,569.548,4.83370755615
893.36044986,1280,5658.97169599,568.791,435.428524435,4302.02056323,199.759,2512.77330141,4302.02056323,4302.02056323,148.125,568.803248299,0.0,409.635,5176.88369213,568.801641029,1280,0.981374,-571.478,568.788,5.03291202684
389.87557605,1281,5293.54890653,567.987,389.785037861,3221.28114965,199.878,3888.79524642,3221.28114965,3221.28114965,148.206,567.98723068,0.0,338.48,4989.39689461,567.987194728,1281,0.98315,-570.643,567.987,4.67481656674
1565.86996661,1282,5416.99974837,568.226,397.899876892,3766.38992624,199.982,1037.66660041,3766.38992624,3766.38992624,148.174,568.242021326,0.0,324.706,3348.10038312,568.241855603,1282,0.985474,-570.877,568.219,4.83194103361
1533.42128109,1283,3462.25036363,569.739,324.716036171,3571.82067148,200.118,-387.844118962,3571.82067148,3571.82067148,148.206,569.758359532,0.0,373.709,1429.59974031,569.758299636,1283,0.992965,-572.557,569.739,4.97176746675
879.007301385,1284,5890.62249426,570.236,447.079095346,3588.55804537,200.272,2709.9902865,3588.55804537,3588.55804537,148.326,570.245933525,0.0,380.625,5277.79237435,570.245797001,1284,0.978533,-572.825,570.233,4.99363621896
2193.26809466,1285,5980.33404718,570.534,344.604106195,3380.95750349,200.343,-621.185034802,3380.95750349,3380.95750349,148.365,570.55916023,0.0,473.655,1778.24261801,570.559075607,1285,0.9907,-573.158,570.534,5.32169722311
1395.41188073,1286,6108.55638472,569.282,442.099044821,3534.16936917,200.438,2061.70908579,3534.16936917,3534.16936917,148.441,569.296425743,0.0,379.152,4912.51985489,569.296395973,1286,0.977913,-571.877,569.282,4.90920810949
2356.22043827,1287,5983.47610589,567.967,394.577964028,3953.22259643,200.512,367.313926162,3953.22259643,3953.22259643,148.516,567.974162004,0.0,407.718,3712.16642898,567.974162004,1287,0.983463,-570.562,567.967,4.95163454895
2010.44714835,1288,5502.22594368,569.819,368.257916075,3897.70116443,200.613,-129.692454452,3897.70116443,3897.70116443,148.571,569.813703412,0.0,376.706,3198.98505112,569.813621236,1288,0.98874,-572.433,569.819,4.83585492925
584.273430999,1289,5914.37618339,567.776,447.641488491,3356.58370906,200.685,3871.14845321,3356.58370906,3356.58370906,148.636,567.817503033,0.0,363.256,5606.81627762,567.817391088,1289,0.98272,-570.366,567.776,4.85343051933
1627.24207407,1290,6349.13724763,568.35,439.066049709,3953.35360935,200.811,1371.38297475,3953.35360935,3953.35360935,148.706,568.368589227,0.0,462.424,4448.25939614,568.368447832,1290,0.978737,-570.938,568.35,5.10477980847
1985.47139082,1291,5980.9996697,568.936,425.073903449,4452.68864708,200.947,928.192152401,4452.68864708,4452.68864708,148.726,568.940266646,0.0,440.309,3930.02667224,568.940251522,1291,0.982503,-571.559,568.935,5.13809379361
2568.12313092,1292,6231.28687742,568.788,400.718003526,3980.19666048,201.032,-238.430548921,3980.19666048,3980.19666048,148.755,568.806495551,0.0,318.285,2909.06531723,568.806396078,1292,0.989917,-571.371,568.788,4.6513888819
1679.26593345,1293,5527.56896295,568.747,415.538268509,3593.76632321,201.072,1086.40327454,3593.76632321,3593.76632321,148.915,568.761756844,0.0,272.145,4191.50585177,568.761718358,1293,0.980697,-571.313,568.747,4.42301255672
2188.38433372,1294,5410.33569916,570.291,369.34676113,3694.3472449,201.206,-11.3280962591,3694.3472449,3694.3472449,148.948,570.306827478,0.0,400.127,3501.50879668,570.306728139,1294,0.982849,-572.85,570.291,5.10659773419
182.626905794,1295,6143.88459552,570.315,429.909159059,3134.85148955,201.361,5583.92353438,3134.85148955,3134.85148955,149.096,570.32235494,0.0,402.564,5884.00517221,570.32235494,1295,0.973544,-572.79,570.315,5.04025731728
683.80012903,1296,6144.74888687,570.62,444.611263101,4081.90200388,201.485,3716.10108369,4081.90200388,4081.90200388,149.176,570.647515875,0.0,340.87,5586.86816504,570.647401257,1296,0.980944,-573.153,570.62,4.85925662182
1791.96075184,1297,6485.5018663,570.031,478.8573176,3491.79881808,201.569,258.186148687,3491.79881808,3491.79881808,149.21,570.035492904,0.0,292.8,5385.1235272,570.035416839,1297,0.976595,-572.617,570.031,4.71199641483
1605.85325368,1298,5916.10969383,569.937,447.569930202,3454.14766333,201.685,1289.09395774,3454.14766333,3454.14766333,149.288,569.963434556,0.0,342.302,4866.18327416,569.963328937,1298,0.98225,-572.512,569.937,4.77707633691
2529.19013648,1299,5915.23549971,569.69,371.93931867,4037.96999883,201.805,-288.131460275,4037.96999883,4037.96999883,149.368,569.697498846,0.0,474.596,3442.61824546,569.697471971,1299,0.986256,-572.267,569.69,5.26746777035
696.343511537,1300,6469.11389539,571.264,457.352459222,4140.71092247,201.928,3755.19721331,4140.71092247,4140.71092247,149.389,571.277476694,0.0,312.512,5750.91957531,571.277476694,1300,0.980113,-573.926,571.264,4.69408392421
1638.34247057,1301,6041.07061095,571.596,454.357343538,3693.23039801,202.026,1704.14025487,3693.23039801,3693.23039801,149.496,571.600134131,0.0,294.803,4531.49265718,571.600134131,1301,0.987257,-574.172,571.596,4.57963851274
1349.3049855,1302,5606.20213755,570.3,417.421889141,4007.49947283,202.125,1836.47505023,4007.49947283,4007.49947283,149.469,570.325913009,0.0,355.643,4780.61912666,570.325913009,1302,0.986716,-572.856,570.3,4.84209785585
1847.52913588,1303,5292.55659654,571.288,402.493860052,578.668622802,202.257,334.848338252,578.668622802,578.668622802,149.467,571.311276783,0.0,363.261,3660.42437383,571.311264364,1303,0.988422,-574.055,571.288,4.84180882735
1081.77545468,1304,5842.61845676,570.72,446.78864797,3540.78530598,202.413,2031.36907182,3540.78530598,3540.78530598,149.594,570.711878105,0.0,384.525,5258.77322481,570.711850484,1304,0.976261,-573.494,570.72,4.86725118515
1626.92972105,1305,5633.83984532,571.344,416.531086099,3862.54132201,202.491,480.389025343,3862.54132201,3862.54132201,149.589,571.362725207,0.0,333.785,2484.30865353,571.362684102,1305,0.990473,-574.028,571.344,4.74145241991
134.038224268,1306,5799.13191698,571.56,435.537263809,4035.90782938,202.591,5426.15863016,4035.90782938,4035.90782938,149.602,571.573100927,0.0,342.791,5584.38974532,571.573100927,1306,0.983372,-574.229,571.557,4.69592536022
1701.00759324,1307,4987.56684219,571.695,320.026600473,3664.50078743,202.727,-87.4174362226,3664.50078743,3664.50078743,149.665,571.708179774,0.0,393.483,2058.42218201,571.707701916,1307,0.990113,-574.378,571.687,4.9890190264
1664.04667055,1308,5987.19890368,571.667,434.716771027,3945.76340772,202.862,473.518485568,3945.76340772,3945.76340772,149.682,571.676144758,0.0,327.07,5039.73534966,571.676125612,1308,0.983487,-574.29,571.667,4.69727746809
1965.36117282,1309,5622.78774193,571.858,396.09801915,1720.97319844,202.997,1154.09667285,1720.97319844,1720.97319844,149.788,571.875703786,0.0,341.053,3767.40281431,571.875703786,1309,0.987881,-574.578,571.858,4.68999299909
1788.82929443,1310,5728.3362019,572.071,410.723192672,227.584234432,203.113,167.018264778,227.584234432,227.584234432,149.746,572.097087638,0.0,352.023,2771.33643386,572.097079959,1310,0.989642,-574.786,572.071,4.84399568574
146.67628718,1311,5602.94141434,573.34,414.590886205,3467.88432764,203.19,5084.21451841,3467.88432764,3467.88432764,149.763,573.345334272,0.0,344.744,5337.72141908,573.345258729,1311,0.985033,-576.033,573.34,4.87678185593
1489.22955446,1312,5708.36625356,572.612,421.56397176,3980.81471954,203.312,681.634734571,3980.81471954,3980.81471954,149.755,572.623331538,0.0,379.014,4662.5121226,572.623151521,1312,0.986555,-575.321,572.612,4.99331866155
1191.89330633,1313,5549.16581839,572.244,414.882454207,3807.75992999,203.394,1935.04089997,3807.75992999,3807.75992999,149.807,572.259411613,0.0,301.773,4717.31975101,572.259282684,1313,0.986243,-575.0,572.244,4.71515805171
2048.57099721,1314,5499.3980406,574.204,381.219929724,3900.72328198,203.569,114.837551747,3900.72328198,3900.72328198,149.819,574.224853368,0.0,352.783,3392.99057092,574.22481162,1314,0.988247,-576.887,574.204,4.91678013309
1991.61118626,1315,5914.82110666,572.979,433.780819482,3803.40695149,203.626,-164.661599819,3803.40695149,3803.40695149,149.875,572.976456226,0.0,397.983,4034.84292794,572.976441335,1315,0.985135,-575.556,572.979,4.92788468472
138.084670067,1316,5957.33961337,572.359,437.191620447,3973.28706601,203.734,5568.89649159,3973.28706601,3973.28706601,149.83,572.36120657,0.0,415.656,5736.18311259,572.361096857,1316,0.985635,-574.978,572.358,5.04581180037
2322.61073827,1317,5448.37044968,572.699,362.062448896,4071.13230774,203.777,-46.9331695817,4071.13230774,4071.13230774,149.907,572.729391538,0.0,302.74,2433.84724509,572.729267954,1317,0.988867,-575.464,572.699,4.62102420604
117.392589,1318,6021.89109319,572.839,452.288627616,3967.1542509,203.897,5597.23945536,3967.1542509,3967.1542509,149.933,572.858404755,0.0,394.652,5773.36436529,572.858402624,1318,0.980839,-575.613,572.839,4.95818378411
126.715397839,1319,5416.70915727,573.86,409.627458603,4081.2680716,203.999,5014.17752599,4081.2680716,4081.2680716,149.929,573.881794375,0.0,384.581,5271.84024253,573.881789195,1319,0.984595,-576.579,573.859,4.9705167795
1062.437777,1320,4834.4462113,574.901,350.080332613,3778.3321548,204.067,1341.41159361,3778.3321548,3778.3321548,150.038,574.912027665,0.0,268.409,3740.89689829,574.912000818,1320,0.986496,-577.712,574.901,4.4966014475
153.103632546,1321,5898.27911679,572.655,438.633143728,3663.87481712,204.149,5350.30433444,3663.87481712,3663.87481712,150.057,572.680526108,0.0,290.927,5631.53977483,572.680505828,1321,0.983868,-575.349,572.655,4.72000413118
88.4285049752,1322,5457.7814131,574.745,417.207342285,4199.569994,204.267,5124.71627799,4199.569994,4199.569994,150.084,574.755557672,0.0,367.86,5289.57047834,574.755516095,1322,0.986508,-577.504,574.744,4.96708176308
137.453861993,1323,6172.51133435,573.925,476.213123697,3842.89187466,204.4,5693.970655,3842.89187466,3842.89187466,150.171,573.924725755,0.0,339.845,5904.95011429,573.924645571,1323,0.975205,-576.552,573.925,4.77226488259
80.5081225032,1324,5390.3245965,575.979,412.83037359,3874.95020469,204.54,5134.40146026,3874.95020469,3874.95020469,150.287,576.00339352,0.0,269.76,5275.15144182,576.00339352,1324,0.984596,-578.665,575.979,4.63453171229
181.211489835,1325,5037.67381309,573.34,378.701314551,4051.60027889,204.641,4467.36730421,4051.60027889,4051.60027889,150.31,573.346588719,0.0,444.277,4717.11457305,573.346473671,1325,0.984864,-575.813,573.34,5.02132896579
1835.76175345,1326,6019.80582426,573.341,436.166379472,3691.15776277,204.791,836.863380272,3691.15776277,3691.15776277,150.337,573.352638462,0.0,403.931,4658.49201723,573.351727021,1326,0.98408,-575.964,573.336,5.0594201068
72.4311835966,1327,5164.53375978,573.8,393.106252275,3992.58676206,204.92,4918.97085178,3992.58676206,3992.58676206,150.344,573.803497675,0.0,465.125,5047.29928093,573.803385129,1327,0.985522,-576.513,573.8,5.23025098691
1332.05048203,1328,5413.77655088,572.955,413.000846179,3815.37207009,205.018,966.433591808,3815.37207009,3815.37207009,150.438,572.993455426,0.0,478.005,4592.61628416,572.993259896,1328,0.983047,-575.775,572.955,5.29227575707
1194.3861095,1329,5140.44210265,573.709,387.172783522,3217.19922448,205.126,1611.1316466,3217.19922448,3217.19922448,150.463,573.705085019,0.0,358.174,4380.03628614,573.703545296,1329,0.986704,-576.478,573.702,4.78272064083
2011.81902546,1330,5562.85834315,575.446,401.497034091,3723.07920289,205.278,48.0218021646,3723.07920289,3723.07920289,150.559,575.477365492,0.0,338.598,4325.38651162,575.477359982,1330,0.986711,-578.187,575.446,4.82429036927
1563.78381069,1331,5611.96235376,575.897,416.22642747,3944.93229057,205.388,889.854535824,3944.93229057,3944.93229057,150.593,575.892642672,0.0,451.058,4447.25155436,575.892621955,1331,0.987858,-578.779,575.893,5.36598634804
105.791460022,1332,5291.97147879,574.757,398.542385197,3946.59012659,205.418,4977.81733456,3946.59012659,3946.59012659,150.659,574.777503463,0.0,417.131,5147.35528717,574.777503463,1332,0.98266,-577.571,574.757,5.01774526295
214.290414443,1333,5837.70229292,575.31,427.512358359,2365.72529452,205.524,5120.71754069,2365.72529452,2365.72529452,150.711,575.331515489,0.0,461.417,5578.12659355,575.331232231,1333,0.982622,-577.986,575.31,5.3172710457
109.486501219,1334,5811.03149382,574.651,436.508567986,4148.23790197,205.608,5431.48996788,4148.23790197,4148.23790197,150.833,574.660111103,0.0,331.423,5556.07447468,574.660053018,1334,0.982874,-577.311,574.651,4.67662906337
152.66440516,1335,5262.24906031,574.866,410.52356263,4085.84556927,205.73,4754.96949569,4085.84556927,4085.84556927,150.822,574.865608002,0.0,402.845,5094.39174593,574.865530074,1335,0.981716,-577.693,574.866,5.0492891667
148.357107577,1336,5800.44097754,575.033,439.306116395,4114.26864712,205.846,5291.11417332,4114.26864712,4114.26864712,150.941,575.04268729,0.0,307.014,5560.20092877,575.042514416,1336,0.982397,-577.78,575.031,4.61097858661
1977.52248356,1337,5654.08820139,574.875,407.668390657,3219.7974238,205.987,561.448819319,3219.7974238,3219.7974238,150.964,574.913527948,0.0,335.069,3760.63302218,574.913505606,1337,0.98501,-577.665,574.875,4.84244415976
757.615359896,1338,5540.23322285,576.047,421.157235738,4084.4435379,206.088,2860.71952809,4084.4435379,4084.4435379,150.993,576.060047676,0.0,330.131,4863.17457214,576.05988448,1338,0.982625,-578.757,576.047,4.65657037088
1940.47862,1339,5552.7221569,576.655,370.873125049,4140.10640738,206.207,97.3689042799,4140.10640738,4140.10640738,150.972,576.660193747,0.0,307.371,3649.76278881,576.658926706,1339,0.984943,-579.342,576.654,4.61193523563
1941.21993009,1340,5231.54444924,575.555,325.607204524,3613.36140965,206.316,-355.328118316,3613.36140965,3613.36140965,151.011,575.570223335,0.0,362.293,3070.17176988,575.570190279,1340,0.986701,-578.388,575.555,4.91347021954
1259.06845415,1341,5352.50259119,575.698,387.978694423,4156.18317029,206.446,882.70444027,4156.18317029,4156.18317029,151.113,575.715358757,0.0,374.035,4584.89985865,575.715224414,1341,0.983706,-578.51,575.698,4.93781864355
1628.06991079,1342,6063.73770521,576.919,455.83617068,3893.7403379,206.546,428.544286139,3893.7403379,3893.7403379,151.178,576.930736943,0.0,298.511,5294.75443599,576.930706226,1342,0.986385,-579.707,576.919,4.54506756485
132.145752078,1343,6073.77073413,577.601,445.527600425,4388.21096972,206.642,5580.72195421,4388.21096972,4388.21096972,151.151,577.596604198,0.0,333.788,5790.93696722,577.596573054,1343,0.984889,-580.314,577.601,4.77814240032
1543.51211948,1344,5885.76766766,576.675,451.665325283,4024.08242282,206.701,628.228611128,4024.08242282,4024.08242282,151.188,576.702201599,0.0,262.702,4913.89625509,576.70210461,1344,0.98582,-579.281,576.675,4.67182698559
1555.86121617,1345,5619.48501703,576.767,427.500780512,3680.81195672,206.819,940.655823688,3680.81195672,3680.81195672,151.316,576.780384823,0.0,379.637,3221.6747252,576.777614491,1345,0.989523,-579.41,576.765,5.09661835648
1781.77548676,1346,5914.18359763,577.888,439.172603719,4097.0571694,206.883,588.370151127,4097.0571694,4097.0571694,151.337,577.894475781,0.0,246.979,4266.10733089,577.894471048,1346,0.98243,-580.423,577.888,4.62909804136
1523.44469617,1347,5576.78055043,578.167,417.321705856,4422.97287043,207.043,361.327168597,4422.97287043,4422.97287043,151.345,578.173137581,0.0,420.818,4851.87870772,578.173007163,1347,0.985765,-580.833,578.167,4.92091673842
109.660351356,1348,5007.61323397,577.41,387.485786952,587.505986452,207.107,4667.08010837,587.505986452,587.505986452,151.39,577.430839238,0.0,319.77,4837.47715413,577.430781154,1348,0.985509,-580.052,577.409,4.86308683306
1517.61009146,1349,4880.19488689,578.665,372.634187015,4274.79612424,207.257,-100.133043071,4274.79612424,4274.79612424,151.384,578.681819375,0.0,351.339,3643.06556852,578.68148414,1349,0.987572,-581.362,578.665,4.912955703
1285.03509285,1350,5588.93759964,578.515,422.761112886,3979.46789405,207.283,1336.69405141,3979.46789405,3979.46789405,151.466,578.527446499,0.0,224.622,4815.64907334,578.52740357,1350,0.983339,-581.18,578.515,4.32764523659
155.642093875,1351,6041.31015284,577.658,464.499629787,3882.99355266,207.466,5571.77142663,3882.99355266,3882.99355266,151.521,577.669737837,0.0,396.107,5866.88755627,577.668312291,1351,0.981493,-580.284,577.657,5.0223585194
2425.74046266,1352,5748.5679683,577.247,353.939102598,3614.29317704,207.544,-126.226193072,3614.29317704,3614.29317704,151.536,577.252229853,0.0,417.366,3611.47533731,577.250494397,1352,0.983657,-579.848,577.246,5.0663432084
1986.41129652,1353,5070.0230758,577.774,348.218991036,3872.68876728,207.614,-214.54431199,3872.68876728,3872.68876728,151.638,577.792390202,0.0,284.838,2187.53496538,577.789306532,1353,0.992764,-580.501,577.77,4.53748774521
1162.56662287,1354,5901.70501351,577.175,442.363734743,4134.14801495,207.731,1678.09504419,4134.14801495,4134.14801495,151.772,577.18282375,0.0,287.627,5076.24299201,577.179065226,1354,0.983487,-579.76,577.172,4.5228904872
145.260425608,1355,6184.24691173,578.078,463.221511302,3646.76113346,207.828,5707.53799963,3646.76113346,3646.76113346,151.791,578.067277439,0.0,434.413,5904.42787774,578.064527585,1355,0.977501,-580.742,578.077,5.07280361041
1342.02612125,1356,6147.61757418,578.296,457.652988502,2867.66171676,207.896,1547.99957908,2867.66171676,2867.66171676,151.765,578.341701697,0.0,298.203,5569.45388135,578.341592334,1356,0.978365,-580.896,578.296,4.8247531216
104.685482659,1357,5577.1602144,578.87,433.59610186,4155.84054732,207.906,5203.59471606,4155.84054732,4155.84054732,151.767,578.880419526,0.0,378.622,5434.26244075,578.877154226,1357,0.98111,-581.476,578.868,4.87142215111
887.29788037,1358,5854.00761814,578.896,449.709498729,3807.56238996,208.028,3419.61098564,3807.56238996,3807.56238996,151.802,578.923180038,0.0,386.661,5237.29904748,578.921307028,1358,0.984245,-581.617,578.893,4.95459454454
2679.51787517,1359,6256.05044507,578.646,401.382148574,3825.0495051,208.149,-150.804504101,3825.0495051,3825.0495051,151.852,578.629338145,0.0,454.762,3527.49754917,578.629000402,1359,0.987013,-581.286,578.646,5.18006107304
1450.23197614,1360,5898.75874173,579.104,455.275021145,3949.78605126,208.265,1135.17662539,3949.78605126,3949.78605126,152.021,579.141183153,0.0,367.24,5152.23288109,579.140049167,1360,0.976795,-581.721,579.102,4.86632090837
126.557056383,1361,6114.65580012,578.834,470.537830557,2202.7953409,208.345,5711.54066755,2202.7953409,2202.7953409,152.066,578.838806368,0.0,305.706,5911.46385903,578.837772802,1361,0.979252,-581.573,578.831,4.63276154612
113.201914387,1362,6214.52126235,577.71,459.077686678,4094.97217739,208.503,5815.87544165,4094.97217739,4094.97217739,152.153,577.733587566,0.0,464.0,5965.55699411,577.725853941,1362,0.978368,-580.328,577.704,5.19006449899
1263.85603212,1363,5869.78054041,577.464,438.6363294,4042.7230771,208.634,1958.88321522,4042.7230771,4042.7230771,152.217,577.470957444,0.0,438.251,4927.15036373,577.470830936,1363,0.978231,-580.125,577.461,5.10504210582
630.349490456,1364,6451.44479006,578.118,476.943521926,4220.44581719,208.691,4247.82434613,4220.44581719,4220.44581719,152.288,578.130206933,0.0,389.681,5939.8205102,578.124388248,1364,0.980856,-580.862,578.118,4.82052943406
2242.95868364,1365,6052.23949633,578.013,437.042493058,3856.82953055,208.793,359.628403994,3856.82953055,3856.82953055,152.373,578.021979598,0.0,396.878,4063.4267608,578.019351763,1365,0.98804,-580.654,578.012,4.9272132244
1294.72379618,1366,6060.00111805,579.492,447.596803825,3711.2810451,208.918,2002.22367341,3711.2810451,3711.2810451,152.457,579.526617954,0.0,468.999,5223.09489208,579.522351098,1366,0.984066,-582.072,579.485,5.19153648378
288.619531499,1367,6426.88002743,579.969,471.643868534,3907.4270454,209.017,5393.13978069,3907.4270454,3907.4270454,152.524,579.966108076,0.0,319.361,6215.97819375,579.964049468,1367,0.982486,-582.604,579.968,4.57807683305
710.396762037,1368,6087.44174364,577.423,441.696175258,4103.50928496,209.134,3470.62217445,4103.50928496,4103.50928496,152.702,577.41127201,0.0,429.255,5500.06286377,577.408385205,1368,0.982565,-579.954,577.421,5.05318648939
104.115890292,1369,6040.60539016,578.419,460.672696271,4055.13633821,209.245,5631.77211394,4055.13633821,4055.13633821,152.742,578.442792307,0.0,343.358,5881.21878257,578.438133125,1369,0.978751,-581.071,578.412,4.81802046847
