AverageDiscountedReturn,StdEsReturn,PolicyRegParamNorm,AverageAbsY,AverageY,MaxEsReturn,QFunRegParamNorm,AverageAbsQYDiff,AverageAbsQ,MinReturn,MinEsReturn,AverageReturn,AverageQLoss,AverageEsReturn,AverageAction,AveragePolicySurr,Iteration,Epoch,StdReturn,MaxReturn,AverageQ
34.417685424,0.46019421682,15.5925,13.7818161586,13.7446296356,10.8043875937,24.1566,0.282634519637,13.7852,36.653512141,7.42023601836,38.7184657265,0.409571,7.70171015418,1.0,-8.52734,21,21,0.910602315154,40.6810909651,13.7423
34.5009156607,0.439823725528,15.594,15.7211790316,15.6835274625,10.6872143707,25.2047,0.284952375999,15.7269,36.5399598882,7.48640435726,38.8243490582,0.397046,7.69865922392,1.0,-9.54527,22,22,0.911334662564,40.7352185697,15.6819
34.4114511674,0.459647236623,15.5945,17.6925078926,17.6537372413,10.8262615231,26.4586,0.334006058669,17.6987,36.4943445528,7.47166014475,38.7122622566,0.545157,7.69454266523,1.0,-10.6235,23,23,0.955711730535,40.7771662742,17.6509
34.4260964677,6.88101145666,16.6836,19.7225225975,19.6850889279,57.2348926539,27.4998,0.34509882765,19.7303,36.6882106477,7.47327606567,38.7277087369,0.595742,8.69038464717,0.99997,-11.6343,24,24,0.895096493136,40.6997424306,19.683
35.3030559679,15.4161046614,18.8587,21.5585791681,21.5195090032,56.5686027703,28.6011,0.421041954992,21.5651,36.0563848316,7.43331721862,40.2618540386,0.954743,15.7211267122,0.897723,-12.7523,25,25,1.63472235784,44.8794636202,21.5156
112.971699602,63.833015886,20.231,23.6495455404,23.6111491356,196.285126351,29.6935,0.601900479379,23.6586,170.676485856,9.58811548547,176.718793138,2.31279,60.7516328759,0.918552,-14.2774,26,26,2.02470105022,181.761740187,23.6057
112.263219993,65.7322538558,20.9802,27.2079688515,27.1716216089,181.92708752,30.5514,0.675105829391,27.2155,172.082772064,7.6492796146,175.00250059,3.23397,122.760358211,0.952978,-16.1088,27,27,1.1183479755,177.148630079,27.1664
113.419854456,27.039485213,21.4958,30.927389411,30.8937677612,185.39897122,31.2136,0.746353228401,30.9343,174.891054674,102.40328946,177.61888297,4.88056,158.784246885,0.875118,-17.9306,28,28,1.63320124472,180.715810001,30.8858
111.971999846,49.6540421878,22.0226,34.109098745,34.075162702,214.355536176,31.922,0.779176466582,34.1207,171.415494681,25.6901700849,174.559951364,5.09494,165.055108949,0.906302,-19.4565,29,29,1.33426232919,177.60123328,34.0702
114.629751712,60.5432523685,22.5832,37.1104368408,37.0757538524,195.014107991,32.6606,0.823406509395,37.1195,176.272233943,18.9680612056,180.655602231,5.75904,120.87059347,0.749025,-21.1157,30,30,1.8211850769,184.576166146,37.07
113.861980035,81.2484809193,23.3255,40.3097857053,40.2763047413,199.957359862,33.5073,0.922463382553,40.3242,176.034590072,7.51551097828,179.632524427,6.64254,104.560966465,0.643061,-22.9557,31,31,1.38272706112,183.191160371,40.2722
121.596640064,71.9007183371,24.023,43.4849010089,43.4525201729,189.39688049,34.2458,0.959465096312,43.4988,200.258364009,10.6826277544,206.609996725,6.61439,70.8446172254,0.65382,-24.5125,32,32,2.99993516526,216.061253158,43.4466
118.531901605,71.3998250857,24.5176,46.5862069149,46.554576531,196.181934309,35.1121,1.03069607885,46.6008,189.269916114,16.3689114596,192.891182074,7.76904,127.601557692,0.541597,-26.1155,33,33,1.46169601964,196.333944937,46.5466
112.634261324,28.2189584585,25.0569,49.6113362809,49.5798524074,208.55916034,35.7797,1.0273104505,49.6305,171.114704002,91.5727093914,175.275349611,7.15181,177.595733415,0.588318,-27.73,34,34,1.45191048459,178.942800224,49.5747
121.829779901,54.2934027834,25.8495,52.972519568,52.9438978992,204.156570996,36.546,1.12577684642,52.992,197.140933796,14.7730474644,200.48097325,8.44157,165.396595475,0.691037,-29.3873,35,35,1.66087741844,203.470783311,52.9384
122.955275531,67.5230349329,26.6967,55.8584632444,55.8311623122,214.250340813,37.3299,1.10709126201,55.8795,201.928379762,17.2905564831,204.264328039,7.43154,165.103496084,0.692321,-30.8195,36,36,1.21455303131,207.882811749,55.8233
123.365924508,49.1185955935,27.3063,58.8246163862,58.7978013802,211.776853885,38.0353,1.1451653438,58.846,200.955329382,17.5763469068,203.854067249,7.90271,176.747849186,0.699039,-32.3906,37,37,1.97997429716,208.328659726,58.7895
127.544790189,76.7259348723,27.8551,61.7727086474,61.7466582844,212.454372369,38.6937,1.1587644474,61.7987,208.688893609,17.8424100394,214.794346986,7.70693,151.851324948,0.604432,-33.8789,38,38,2.85863504109,221.778397539,61.7398
121.291235836,52.388972402,28.2483,64.5187444068,64.4922489742,210.002732654,39.3448,1.21663083907,64.5463,195.690701042,22.5821200453,198.752160549,8.97705,170.79549827,0.627884,-35.2634,39,39,1.42978862371,202.220909517,64.4878
123.136155437,65.8249655607,28.8806,67.0097470781,66.9841193968,212.770708813,39.9192,1.25385596522,67.0357,194.24108852,21.24616215,200.508947752,10.0752,169.743338713,0.629371,-36.4132,40,40,3.04244705591,205.81918994,66.9732
126.31384577,53.3620107574,29.4106,69.0616616608,69.035987619,216.588339549,40.5567,1.30085203544,69.0937,201.820955282,10.0501063494,208.12498802,10.2938,183.42549166,0.660479,-37.3895,41,41,2.49218577761,213.373119979,69.0314
123.889040858,48.6364030116,30.1238,71.2048656362,71.1798252829,209.958476102,41.139,1.33285574657,71.2447,198.17247119,27.302061334,203.40202212,10.2868,181.260993678,0.669602,-38.4089,42,42,2.39595860612,208.736114508,71.1752
127.627578993,73.7313968222,30.6091,73.1411342893,73.116009118,218.039543424,41.6512,1.37393798097,73.1752,206.242254848,24.1118869619,213.943196141,11.4512,147.348435257,0.655199,-39.3177,43,43,4.15824928094,222.625854674,73.1074
124.146136106,51.0495424438,31.0648,74.8923794205,74.8674105843,225.486904418,42.1389,1.44104226531,74.9383,198.124802475,34.7305566822,204.765140543,12.5916,193.672361374,0.680232,-40.1017,44,44,2.99306496541,211.904719005,74.8623
118.732787151,42.8379332734,31.5892,76.3741094044,76.3468293178,212.660275738,42.6773,1.36383562747,76.4215,185.53778182,85.5695655137,192.807010415,10.9987,178.266588931,0.711767,-40.7754,45,45,2.87112002633,200.445150639,76.3413
123.055317969,78.9543231764,32.0368,77.7694680165,77.7408500624,219.171627027,43.1647,1.46869852255,77.8206,194.712694033,20.0425581423,201.873908559,14.235,149.253994189,0.721643,-41.5193,46,46,3.27156423586,209.929352506,77.7359
121.468121722,49.6885954655,32.4892,79.4815355854,79.4545874625,213.692066065,43.703,1.44829125406,79.5279,190.909137673,31.2013561535,198.090367751,13.0491,167.060037605,0.731667,-42.3531,47,47,3.96655334685,209.700500322,79.4449
122.611340039,40.090060943,32.8457,80.8078635553,80.7809851873,208.917708509,44.1581,1.50215678584,80.8556,197.238593411,96.3522660364,201.479910419,13.6732,172.442662012,0.727416,-43.0249,48,48,2.69700475239,207.649542785,80.7756
120.203265283,68.8843662657,33.1042,82.3486640939,82.3195855088,214.949948688,44.7632,1.50475637323,82.4035,190.367796102,26.8240044499,195.39714732,13.4418,166.826354822,0.728388,-43.7691,49,49,2.53527427102,200.590747915,82.3122
116.050933952,71.007988047,33.5005,83.9369769974,83.909549947,211.914466054,45.2505,1.56746815028,83.987,175.948099484,4.10881047733,186.470630196,14.2009,169.79303044,0.716538,-44.5502,50,50,4.57045206049,193.913403344,83.9039
124.2877128,58.5983563518,33.8791,85.2184709723,85.1853148032,217.36738751,45.7152,1.58933157833,85.2698,193.730922843,47.5490679116,204.013461117,14.0848,157.591104452,0.71665,-45.192,51,51,3.86791551131,210.838937643,85.1767
115.184929497,67.9192024164,34.2175,86.556704703,86.5199908377,222.991690578,46.1297,1.58356978264,86.6218,174.133565951,5.19983506285,184.548353461,13.7219,165.821902666,0.755604,-45.8493,52,52,3.84364701061,195.698156428,86.5132
123.165664747,72.4582553015,34.4561,87.7723638678,87.7338427473,219.709597458,46.5912,1.56756121955,87.8269,191.003957502,20.1676505015,200.937409242,12.9213,135.873233826,0.743389,-46.3754,53,53,4.70637311932,208.246289451,87.7281
117.971548215,50.1961353308,34.7949,88.8897274715,88.8460901192,223.612587831,47.1161,1.62227751321,88.9497,182.402284713,45.1451203657,189.716192124,13.596,173.451011757,0.741237,-46.9533,54,54,2.59031102047,193.975385606,88.8406
113.314924417,58.506299924,35.1318,89.910982398,89.8662743519,191.919181763,47.6328,1.75241528669,89.9786,169.613408133,30.6389264393,178.226660612,18.2618,138.583001374,0.768304,-47.4163,55,55,2.70978534555,184.778080201,89.8588
105.898963525,45.7399625887,35.5712,91.0022477317,90.9498131196,206.498104695,48.1116,1.67408136697,91.0614,154.189030311,23.9892182507,160.799183442,15.5814,164.001076985,0.81224,-47.9529,56,56,2.21724692169,165.151085741,90.9436
114.350972394,56.037650588,35.9024,92.0808448475,92.0369682148,197.45365437,48.5134,1.68547198324,92.1487,174.901870294,24.3470026112,179.882403064,15.8576,127.79492833,0.78494,-48.5659,57,57,2.75101637275,187.862259894,92.0292
117.697080933,26.8605493911,36.3853,93.2355175082,93.1909430637,196.195289088,48.9789,1.77741920077,93.2943,166.22092504,117.048398728,187.42993351,17.6064,171.54595472,0.836858,-49.1042,58,58,3.4252493238,192.883747852,93.1815
112.898615415,44.0498265295,36.8182,94.0958712016,94.0508468474,193.821888823,49.3677,1.73478485935,94.1649,163.991036647,40.2193420807,177.333432587,17.4434,154.243860454,0.864744,-49.5925,59,59,7.02793683825,192.483510582,94.0482
113.235495953,61.5651630034,37.2216,95.2673494589,95.2236430113,204.038404944,49.7582,1.76932848135,95.3293,159.987780722,3.17313049871,176.109492923,18.9764,159.051747295,0.791601,-50.1149,60,60,6.13380899899,184.886321195,95.2145
114.183485442,52.9819227118,37.6756,96.3506162687,96.3068187544,211.853973165,50.1712,1.73196370617,96.4143,163.824659548,10.5897103259,180.226084648,17.2658,149.824929427,0.878561,-50.6795,61,61,6.08383591746,190.461822885,96.3024
114.472248245,43.4253044223,38.1055,97.3907468236,97.3534172809,200.636844817,50.508,1.73969391237,97.456,161.199306044,43.8260767469,180.354769162,18.0096,171.148167323,0.900916,-51.2267,62,62,7.40755691415,190.778800382,97.3465
114.631368352,61.5442272613,38.4533,98.4272323645,98.3891656792,211.34335752,50.9068,1.70898102981,98.4893,166.420605192,10.5253285645,180.897479029,17.1106,146.422527971,0.877376,-51.7649,63,63,6.74659413003,191.08691255,98.3806
113.496348269,56.2940277202,38.7524,99.5234294033,99.4872919686,192.852028783,51.3635,1.80002166802,99.5824,159.975644173,39.4907946471,177.463587945,21.0181,136.206386494,0.847031,-52.3414,64,64,6.30758051322,185.432318397,99.4769
113.329182423,31.8310914143,39.1445,100.618258899,100.583063741,205.56785308,51.7462,1.74575894297,100.672,167.668760583,85.8844821871,178.628909775,18.1214,177.528368979,0.882455,-52.9027,65,65,5.03438279128,188.692892597,100.578
115.761255398,64.0302880406,39.5232,101.623098123,101.590367525,193.324039986,52.1484,1.75235601103,101.685,180.522884285,10.9175557038,185.617180943,19.103,155.639886637,0.819435,-53.3843,66,66,2.23138575972,190.142865828,101.585
109.316117781,51.0941646241,39.7711,102.457541838,102.431136994,216.915140634,52.5091,1.91427326431,102.516,156.754718622,20.3407746579,168.390698175,25.0838,160.592546907,0.883231,-53.7459,67,67,7.19150512057,184.844674645,102.421
108.450278879,52.1126072421,40.1047,103.625529838,103.595885054,202.878700651,52.8752,1.79444045193,103.691,153.729436737,23.3380784314,165.93579898,21.9979,157.149162168,0.891917,-54.3621,68,68,6.38147630842,183.664151257,103.591
113.511522575,67.8067853763,40.4244,104.573370197,104.54957078,209.559225078,53.2291,1.82353777422,104.633,165.60317979,14.0222780417,179.995686118,21.8,140.77731573,0.879512,-54.8425,69,69,6.09382352911,191.242586747,104.539
120.416134427,64.0769757121,40.5635,104.851494994,104.827910845,213.07209529,53.5577,1.73489073955,104.913,178.152979456,8.19353684089,194.480754175,18.5239,153.701968748,0.829254,-54.9645,70,70,6.2408393326,207.652678607,104.821
122.957549902,69.5137735223,40.8191,105.691693844,105.669098566,222.771807745,53.8562,1.70047332235,105.751,201.897972555,11.528436908,209.469238557,20.1886,147.573338381,0.868207,-55.3077,71,71,2.34488078271,214.467991826,105.661
118.176346329,49.4824622405,41.0662,106.496818148,106.472153938,240.768514638,54.1446,1.79561618459,106.56,178.635622015,36.6150683862,190.522708346,21.5484,173.43214554,0.859004,-55.7257,72,72,4.44100598565,197.029928152,106.463
125.427038197,53.7144541218,41.2603,106.877767741,106.854016811,223.716168194,54.467,1.79764834908,106.938,199.145938886,26.7312807108,207.726478706,21.8893,175.067474572,0.881802,-55.9484,73,73,2.71850491192,216.925498325,106.845
124.817712329,68.1810936295,41.4203,107.505129763,107.480611155,219.785390441,54.7503,1.85555508432,107.568,198.94077298,26.2116898193,206.128032876,23.9347,144.531792535,0.831492,-56.2834,74,74,3.01898543849,214.266589591,107.475
114.060265501,56.8205935633,41.5863,108.174548179,108.152481221,221.132064974,55.0342,1.85439438165,108.242,158.05814981,30.926569071,183.639114607,26.3074,161.167852303,0.839289,-56.6403,75,75,11.441439802,209.605622427,108.145
123.190170288,61.4402420645,41.8122,109.0526066,109.03135376,226.280202328,55.3893,1.89114274716,109.111,194.26946656,5.41020853727,204.236787684,27.4399,170.467184164,0.838404,-57.1064,76,76,4.47397082509,212.082004628,109.024
117.397975265,65.5389378177,42.0389,109.596449737,109.574332321,225.010870439,55.6878,1.78359563693,109.648,182.139923573,23.2894469673,188.979069437,22.0644,161.276912259,0.897768,-57.3229,77,77,2.86021666168,198.026651524,109.564
118.136720069,79.9447332629,42.1939,110.309771292,110.286883364,230.491927447,55.9927,1.91019017516,110.366,173.951383494,7.33687612012,190.026263748,26.6609,138.305215102,0.827867,-57.7227,78,78,6.64035061997,202.305268786,110.28
119.525192079,69.4489007864,42.4137,111.017847716,110.996371433,214.644813889,56.2808,1.91981363179,111.076,184.231108772,7.89601024488,191.302044889,29.0262,155.472035643,0.840912,-58.1049,79,79,2.80139166749,197.250842026,110.988
121.174470159,83.129085516,42.5199,111.398588738,111.379247251,210.372153241,56.6129,1.89046805193,111.451,191.9649612,9.11691390606,198.871952148,25.9521,130.432715012,0.844204,-58.2375,80,80,3.36492283888,206.595935376,111.374
119.497740092,55.5980503378,42.6429,112.024872286,112.006655508,216.958824016,56.8839,1.85108841567,112.084,180.788051592,10.3642668925,192.056376304,22.1517,174.925844009,0.82516,-58.5498,81,81,4.3553756943,203.284931807,111.998
121.222058069,76.7104321646,42.83,112.773279674,112.757647167,221.360020558,57.1358,1.89752583684,112.817,191.897716675,7.97618177708,196.90999528,27.6233,137.698863001,0.793825,-58.9577,82,82,2.58471782975,203.689915428,112.747
115.912836017,57.9834286367,42.911,113.337321222,113.320800537,213.776624601,57.3927,1.79585013351,113.389,174.753831369,35.7312728993,184.930704994,21.4135,159.326653177,0.835771,-59.1793,83,83,3.62361606625,194.822520147,113.312
117.715100072,76.2926709744,43.1439,113.977913114,113.962009981,222.232800227,57.664,1.87369268033,114.029,176.857295837,5.68864796614,188.668156453,26.129,154.712193099,0.850742,-59.5062,84,84,7.16071291393,204.905588898,113.954
121.408081364,73.016850663,43.2959,114.45460405,114.438935474,222.826647484,57.9669,1.89040622264,114.511,174.728792481,8.94359837744,197.833589207,26.9406,150.473739704,0.809043,-59.7454,85,85,3.61825445942,210.957822395,114.436
128.489909464,83.5117180156,43.4837,114.928265289,114.913457653,273.988581848,58.3053,1.84093864703,114.973,189.71784802,5.36349083467,219.021432826,22.6714,158.378030362,0.833165,-60.025,86,86,27.8595490683,308.900776505,114.904
148.29452697,90.0736455133,43.6761,115.688878093,115.674681253,364.198585012,58.5904,1.95404567622,115.73,248.389719614,40.7787542522,274.303292433,27.6669,198.767398882,0.815106,-60.4289,87,87,11.8837213222,302.059808109,115.661
149.813709232,112.171467615,43.9576,115.883107813,115.868282591,300.322547105,58.8713,1.94465897771,115.936,259.66123677,12.3071129807,279.13155532,25.4738,159.58286005,0.810179,-60.5347,88,88,9.84839798241,308.72545741,115.862
146.873473127,91.6348581687,44.2081,116.640114782,116.626383793,350.33951935,59.1716,1.86487295847,116.681,232.275456476,85.8755432752,267.730574141,24.7501,250.644055591,0.854903,-60.897,89,89,19.6035343997,318.927393618,116.615
152.995189305,126.193114144,44.3948,117.066086242,117.051871002,422.434345636,59.4806,1.97441762682,117.117,219.737239645,39.4432288499,290.302505941,27.991,203.613044929,0.825434,-61.1307,90,90,41.1613775535,465.941173431,117.041
135.081400707,166.221859525,44.5333,117.899557802,117.884473018,499.723413,59.7008,1.97264998786,117.949,115.328254885,13.9818810351,246.346278121,28.1989,270.121784063,0.880051,-61.5478,91,91,70.4209328895,437.366197654,117.873
86.6781383294,158.947849364,44.677,118.242613656,118.227980384,653.031297954,59.994,1.99708092685,118.293,34.7544546612,41.9973717064,142.122486629,30.1291,235.662615613,0.880373,-61.8438,92,92,94.5284923147,356.502910708,118.221
188.535658283,173.518265722,44.8359,119.147325485,119.134833182,570.109366634,60.3202,2.0037407742,119.185,287.530574522,31.0348859083,422.349823647,30.9919,240.679692222,0.839536,-62.3193,93,93,62.1735972244,515.261224854,119.123
172.841668558,206.109108387,45.0491,120.557117441,120.543553428,587.801991676,60.5642,2.18346295816,120.612,216.69306,32.7621162284,392.710109204,34.9873,230.058173566,0.82487,-63.0712,94,94,57.0772841862,511.68812552,120.529
181.280662297,193.008294325,45.3301,121.2360264,121.220812974,644.588994612,60.896,2.19993761887,121.281,344.945543339,14.4285495962,389.68073721,34.0842,250.540773721,0.801611,-63.4672,95,95,27.0261272078,517.957078165,121.211
172.523247762,147.426000379,45.558,122.048136572,122.030839034,491.036489656,61.2066,2.20314660532,122.092,652.578762825,54.0280463565,1782.34756658,33.6282,242.156544071,0.793321,-63.8525,96,96,551.310126825,2440.21095339,122.018
170.113598951,270.71852034,45.7345,123.351390452,123.338253349,832.290675885,61.5058,2.26903006109,123.403,308.865663401,26.6835667398,535.50691272,38.8529,338.015655663,0.819366,-64.5652,97,97,140.905035701,985.786884708,123.326
161.635679137,260.548679382,45.8834,124.855789982,124.83850913,698.642642796,61.7643,2.29743655662,124.911,390.327842617,59.9444842265,759.50444915,34.8649,250.96510986,0.77808,-65.3865,98,98,318.336990316,1708.4969548,124.824
131.952623742,151.425892458,46.1214,126.070519627,126.055404638,494.175030389,62.1216,2.53047214534,126.121,167.925267805,48.7874667484,437.094786535,46.5322,322.194999414,0.805965,-66.0175,99,99,170.467448668,787.26207733,126.038
121.568448818,187.365940538,46.3402,127.550781179,127.534523315,700.093399623,62.3661,2.38074687532,127.595,243.130184433,29.4755224155,292.720373237,38.8409,148.903952049,0.830307,-66.7142,100,100,59.4330352193,536.46565738,127.521
155.295036907,184.242771809,46.4969,129.043095833,129.01780466,596.777372617,62.6692,2.41993706116,129.082,264.516412802,17.9873557546,401.947409383,38.386,200.536112239,0.776,-67.4233,101,101,131.926672825,854.200844532,129.001
125.471235607,128.303399275,46.6474,130.325499797,130.308666035,348.788102371,62.9637,2.53979670091,130.387,167.064020793,21.9499638709,345.897122634,39.8281,160.210209948,0.804131,-68.1743,102,102,135.204482099,827.323421121,130.294
121.383611686,177.250483173,46.8816,131.52106865,131.502483985,646.013015598,63.2391,2.52978807981,131.566,156.729178095,27.7380547811,306.541108423,43.0234,146.218367958,0.806866,-68.8275,103,103,168.789377507,705.048652524,131.479
139.982614194,99.2438886875,47.0543,132.895095068,132.873062515,326.560268886,63.5448,2.7024467701,132.939,141.008128773,10.1232692661,365.945927811,49.1587,109.01460098,0.765219,-69.5672,104,104,192.609743091,1073.92330407,132.858
124.132701098,182.577863054,47.2627,134.462672717,134.440014113,663.118832951,63.8722,2.60761663215,134.525,178.948697515,59.010926283,229.468148085,43.314,278.599441529,0.77218,-70.4115,105,105,21.1923129873,318.544600898,134.425
144.804299971,116.449844023,47.5227,135.527645474,135.506200152,372.331274573,64.1235,2.72804041618,135.578,162.91665291,40.3998002022,441.54280485,51.2686,249.975820999,0.777881,-70.9487,106,106,230.138304932,1065.27582455,135.483
169.309690049,175.985063996,47.6732,138.267048917,138.246590093,542.87806619,64.3879,2.62457857201,138.322,388.327948405,23.3459568363,701.856759209,44.436,191.814566469,0.750747,-72.2506,107,107,186.02005365,1204.16076726,138.23
129.475776432,108.698339855,47.9365,139.437629095,139.415762785,379.763884972,64.7075,2.83090762237,139.503,151.480879747,48.2683898421,292.782487168,52.1606,180.295331638,0.770499,-72.936,108,108,57.6407099852,401.036384441,139.397
133.250741063,137.185969963,48.1099,140.844726632,140.822358156,383.939952373,64.933,2.77722729436,140.9,152.900977447,37.5002253809,460.828401706,54.9146,221.206488341,0.748326,-73.6024,109,109,293.846878447,1442.67792425,140.804
156.653416057,225.798011835,48.3019,142.108536142,142.082714025,755.642451558,65.2355,2.85331836412,142.159,190.026834195,117.189554077,608.605782349,53.5759,300.867729804,0.7409,-74.2483,110,110,324.80144359,1531.60272506,142.061
108.266952071,96.3412355555,48.5119,143.349713061,143.323577125,387.790926522,65.5337,2.89120954246,143.406,134.178543382,31.4373079488,206.445837095,56.1908,163.996672552,0.799228,-74.8726,111,111,89.3566655522,706.973202449,143.305
118.715043107,198.793523627,48.6947,145.016422963,144.997972574,593.391147209,65.8507,2.81578556769,145.083,155.944004297,18.6685901095,255.383177921,48.2891,233.821358113,0.801852,-75.6835,112,112,95.4044495824,661.550610417,144.98
158.338091991,68.8103408758,48.9979,146.238427726,146.215162875,315.677949699,66.171,2.82236470731,146.311,221.686103024,66.27382883,516.37647027,48.3617,174.819672916,0.753164,-76.3388,113,113,255.549217906,1496.71277784,146.204
117.579226983,121.543971993,49.2261,147.762253578,147.741812993,408.402634587,66.4954,2.98195677705,147.821,143.15360673,15.7237361549,214.739293869,55.9915,149.288568068,0.779921,-77.0717,114,114,73.4969121379,480.255534715,147.72
138.288866645,183.565731389,49.4779,149.300699194,149.275157219,626.040802617,66.7479,2.92557276266,149.378,122.374781727,30.8819660058,465.496667129,53.3714,181.771656066,0.756729,-77.7895,115,115,245.815485658,1127.60771814,149.258
149.49805706,166.294270614,49.6529,150.015931719,149.987170682,626.764854252,67.0235,3.02235125249,150.084,220.993408145,33.7662674368,321.398375863,58.4343,198.980630159,0.781035,-78.1151,116,116,65.2923368802,589.685074015,149.97
181.151699501,135.167500839,49.848,150.968447241,150.925340802,492.524024484,67.3927,2.96809678178,151.025,282.269136831,13.9458094729,576.991086104,55.1685,174.165195618,0.736126,-78.5349,117,117,253.785067294,1319.106777,150.905
170.018068647,143.770084872,50.0009,152.309736016,152.278421563,522.321838699,67.6778,3.02025054745,152.376,204.263405893,12.851816369,643.669104332,52.6319,171.325770393,0.769392,-79.2195,118,118,525.608226502,2100.73790891,152.255
165.8487118,126.230692886,50.2869,153.23383843,153.189230777,418.858383383,67.9639,3.05608186591,153.308,187.830907032,44.9659131641,334.138403218,53.6101,208.165193756,0.811704,-79.7024,119,119,105.39108685,595.114277052,153.175
151.847812052,161.883085199,50.5341,153.983607417,153.951375928,472.550835409,68.2322,3.16749046325,154.046,145.842342915,8.57103771483,308.417027127,61.063,228.161596944,0.79375,-80.0507,120,120,145.255582934,705.26173157,153.934
112.194999184,174.273178184,50.6793,154.981211308,154.944176026,607.858158573,68.4584,3.03200488322,155.044,196.748246143,8.07502126948,236.6377628,55.9902,233.903090429,0.819739,-80.4936,121,121,12.1510480069,266.418664244,154.926
190.108487706,102.714000468,50.9931,155.805498952,155.773610663,372.990066639,68.7738,3.20184657261,155.887,358.304103876,57.8569835747,559.890087723,60.5475,184.32478149,0.756462,-80.9729,122,122,156.684341248,983.980765695,155.756
165.223582304,99.6502858029,51.1575,156.414184973,156.38569176,392.92149032,69.0236,3.19837885615,156.492,281.163141801,95.4999746307,697.581758528,66.3129,202.120415815,0.757499,-81.1988,123,123,515.60469809,2121.25044321,156.367
164.663957899,166.163153387,51.341,157.34585201,157.30405621,566.393617709,69.2583,3.12893777223,157.419,258.282520798,72.0790846483,486.882532351,56.2717,238.421835053,0.788877,-81.6386,124,124,360.486253935,1646.1918426,157.292
196.405352064,145.427152691,51.582,158.198000367,158.158795511,475.680190774,69.5404,3.16635241245,158.281,280.09158854,13.9375492598,706.306369274,61.0655,236.211718153,0.803617,-82.1236,125,125,301.62183151,1181.77344571,158.142
211.203764976,218.665386015,51.722,159.358709646,159.320796505,603.766184937,69.8202,3.29741948073,159.443,272.321300965,14.3540264805,662.940486457,67.9847,269.09991824,0.807005,-82.6307,126,126,148.663900199,946.275108363,159.298
