StdEsReturn,AveragePolicySurr,AverageDiscountedReturn,MaxReturn,MaxEsReturn,AverageAbsY,MinReturn,AverageQLoss,AverageQ,Epoch,AverageAbsQYDiff,AverageAction,Iteration,QFunRegParamNorm,AverageAbsQ,MinEsReturn,StdReturn,AverageEsReturn,AverageReturn,AverageY,PolicyRegParamNorm
38.2252574893,-135.207,182.595143534,1400.79961666,141.007838353,129.996242479,271.683767286,129.509,129.958,1399,4.24542212439,0.763165,1399,146.074,130.121,3.43048691696,284.132386228,36.6772130521,696.625538154,129.965437014,113.12
104.856964353,-136.036,207.443580045,1868.23943217,430.450267782,130.924747131,414.344999966,107.122,130.888,1400,4.0042341396,0.77657,1400,146.229,131.044,4.42427634472,376.567205017,61.6496657293,981.328496193,130.893903585,113.118
63.5816892018,-136.328,185.726406018,2371.88012951,226.391145148,131.207976964,238.30856472,121.707,131.145,1401,4.16970914385,0.778853,1401,146.377,131.292,4.65835727454,655.297809901,53.7726520994,890.784093427,131.181387864,113.147
51.5521627059,-137.356,193.027306866,2517.23515936,296.661219142,132.07170143,323.526636226,124.821,132.041,1402,4.16735121846,0.786556,1402,146.512,132.191,4.56471536393,591.987244289,35.9512574951,868.774965275,132.045119125,113.193
50.8420609365,-137.7,147.472555063,1044.09086044,225.912887577,132.461376811,312.291942049,119.334,132.413,1403,4.14501564658,0.759279,1403,146.677,132.571,4.41280982186,192.46205161,37.4147711365,501.267456449,132.42818855,113.278
64.0492776379,-138.11,158.256705948,1173.7778782,239.56707272,132.879024118,309.837987282,126.657,132.829,1404,4.22015032537,0.752582,1404,146.84,133.013,5.40267408193,221.3739362,61.4684164876,486.231358031,132.852210985,113.311
66.1672589323,-138.679,185.014321301,1256.48311388,241.847322784,133.206894163,438.974285404,125.612,133.174,1405,4.20726943818,0.762818,1405,146.978,133.329,3.77897098179,237.006548353,47.5293365122,766.746021021,133.180098558,113.354
55.7082414592,-139.278,191.979533229,2276.22950131,210.638622028,133.764130222,558.953123603,129.626,133.715,1406,4.28757937036,0.767413,1406,147.142,133.883,3.47554387262,475.866419917,48.8915676394,1145.76276969,133.736219107,113.425
99.0080823846,-139.539,189.145655755,2307.26607541,340.875294125,134.162884793,462.969549566,133.746,134.119,1407,4.25942813354,0.757837,1407,147.274,134.298,4.78995296012,451.900849582,66.8428636844,997.211725991,134.125128889,113.498
66.0737258648,-140.083,178.722891194,1655.56985832,266.74346192,134.717493614,242.600624322,132.324,134.675,1408,4.23800021999,0.779895,1408,147.367,134.84,4.81204596265,316.48799818,49.8638007249,703.732915289,134.693831995,113.532
85.9949989104,-140.598,175.889852791,2421.42180848,400.656106655,135.144964676,273.765957209,135.603,135.09,1409,4.32574897402,0.779841,1409,147.482,135.275,4.20617112177,474.710416636,51.3722534515,686.120923754,135.117492276,113.591
45.4971411806,-141.093,189.340940018,2180.22104213,191.24483859,135.494441918,465.675503843,145.95,135.449,1410,4.49675062145,0.783513,1410,147.666,135.63,4.57658059915,436.77572949,36.1604568715,860.935841728,135.460413146,113.612
47.7290086115,-141.662,190.420206745,1852.41376076,207.119617353,136.247301618,190.573000379,130.988,136.207,1411,4.30797928136,0.78646,1411,147.806,136.401,3.44596185201,383.795988143,31.1228203363,966.095445198,136.218704425,113.698
66.8746240821,-142.157,139.13037556,1201.13158699,280.071549807,136.627993284,228.089313673,137.827,136.582,1412,4.42045640527,0.755101,1412,147.855,136.779,4.47863171923,258.021665347,42.8546765435,550.758995882,136.588272146,113.686
124.828225581,-142.695,114.249968449,1017.67938266,639.548666273,137.318043058,990.885465303,140.958,137.28,1413,4.3482396209,0.713288,1413,147.958,137.429,4.58444467139,8.19204145433,62.6768877803,1002.11553871,137.295794268,113.74
57.6090937209,-143.526,180.811970255,2238.10756031,252.956665617,137.745577993,261.669710349,137.44,137.703,1414,4.38258330006,0.776637,1414,148.113,137.869,4.64146858737,683.525601614,43.6372486281,931.902508779,137.724314978,113.774
35.2819157153,-143.811,173.994343237,1261.87265526,156.169628584,138.249266179,250.255161044,130.077,138.195,1415,4.3344691473,0.776801,1415,148.255,138.378,4.24250285719,237.533783519,29.9276469785,645.041406333,138.216855396,113.817
51.7954550628,-144.502,189.99443688,2046.0491827,238.211303961,138.61344341,391.097045061,146.733,138.577,1416,4.57560109399,0.782534,1416,148.389,138.773,4.54866783745,425.359345224,44.3489956868,776.128592456,138.580039512,113.847
69.4233411239,-145.303,140.291831226,1122.31267481,250.671242376,139.754260025,130.575681133,131.518,139.709,1417,4.32179506406,0.789084,1417,148.479,139.869,4.72022878838,246.008438144,62.2580973751,341.657594835,139.738074605,113.886
66.801460044,-145.669,187.771999087,2506.75948459,283.449402464,140.046258692,272.626282383,155.436,140.003,1418,4.62803467311,0.783343,1418,148.61,140.191,3.92383121416,841.735016043,49.5932408193,1342.27252743,140.013390621,113.951
44.8792248695,-145.778,192.634637051,2245.26145742,200.070047985,140.20703601,194.909660412,140.995,140.162,1419,4.44707148991,0.788911,1419,148.755,140.331,3.64659753355,598.65481433,33.0654021385,1005.93549895,140.179757587,114.043
25.597498961,-146.401,174.534277252,1350.69351424,103.043861884,140.445338562,253.574336506,156.975,140.393,1420,4.65789922624,0.779182,1420,148.953,140.57,3.33865039142,228.776956013,25.2975646657,576.29372954,140.413745895,114.059
56.804709487,-147.427,193.122188279,2165.55411279,318.103677864,141.592632142,271.102963439,146.691,141.563,1421,4.50189686363,0.784056,1421,149.081,141.721,4.69171570424,485.356114486,36.5807209518,911.776086221,141.558126838,114.102
32.7921385642,-147.687,175.409535882,2029.82104287,190.504981456,141.750980947,258.113615134,152.006,141.7,1422,4.6379509599,0.77852,1422,149.262,141.889,4.91352482889,504.722651845,26.6910150495,709.89214718,141.723805689,114.155
61.8353655476,-148.329,162.376828528,1213.16048818,309.851896531,142.572073274,240.297960383,147.847,142.532,1423,4.46777375488,0.80355,1423,149.386,142.688,4.35463570957,285.505224896,38.2824255421,545.379218587,142.542297697,114.185
53.8910897543,-149.108,132.532917785,552.943505736,225.434051907,143.297829652,178.123743891,153.302,143.24,1424,4.6050420469,0.800152,1424,149.522,143.415,4.30934034084,52.9484723827,38.9118009363,244.827487239,143.267083605,114.201
48.6619860399,-149.532,185.618938228,2161.37700829,302.83899703,143.882833034,247.692360838,149.476,143.813,1425,4.5590117967,0.791992,1425,149.646,144.004,4.62107955329,547.542052924,30.7903395413,1034.60564984,143.838671969,114.241
75.2875083966,-150.118,155.351188009,2098.4712276,361.704696207,144.288448753,184.051563774,150.513,144.247,1426,4.57225183952,0.791647,1426,149.81,144.424,4.39534205336,393.214408831,46.5633566644,462.933471847,144.263226672,114.262
58.1316175634,-150.784,195.151155429,1386.23379257,236.910395389,144.660862525,262.555485128,161.038,144.62,1427,4.64922867522,0.807233,1427,149.928,144.783,3.9070648608,200.15921694,39.966750874,643.691234655,144.64237614,114.281
95.4377790577,-151.204,136.256451059,1526.00630322,435.45424585,145.224665434,169.177845216,155.422,145.178,1428,4.69546137692,0.80637,1428,150.038,145.367,4.4261251377,248.994100547,60.3602831426,324.459348511,145.189368943,114.356
56.6943279674,-151.973,133.372139806,593.426824681,344.273515339,146.080002086,163.372734687,161.701,146.027,1429,4.74841146269,0.814377,1429,150.167,146.216,4.34881163694,43.6647893812,37.536072986,245.830702132,146.050018708,114.37
75.1735791697,-152.224,122.57283952,249.947188522,331.566939867,146.455027156,157.041425303,156.17,146.409,1430,4.65806993293,0.792659,1430,150.357,146.611,4.85435222661,22.2989554986,53.8704029581,213.723753329,146.417684423,114.413
27.7105170506,-152.8,122.422362053,254.233469716,126.611930667,146.698038474,159.887702071,146.564,146.645,1431,4.60167222921,0.807575,1431,150.464,146.83,4.53258584832,33.8192317304,23.5307241259,211.338538197,146.66614472,114.425
53.567351895,-153.613,92.594780226,575.952444642,212.52191066,147.388994354,34.8252152821,163.745,147.34,1432,4.80449694385,0.808259,1432,150.609,147.545,4.78114550254,103.373437962,39.8614067894,160.660625195,147.34896033,114.465
88.5987305637,-154.716,126.643185426,238.359265147,364.452604945,148.506562304,210.747153239,160.655,148.448,1433,4.79728143102,0.821565,1433,150.732,148.632,4.33528723289,7.23924795053,53.7871897327,223.380737467,148.487128687,114.497
70.7780169721,-154.991,131.3440119,247.776169074,309.929373293,148.904858351,175.144179146,155.513,148.855,1434,4.75736130089,0.83142,1434,150.876,149.038,4.58801741861,9.76498724181,52.252937035,233.631018756,148.867149345,114.529
57.0647082491,-155.4,155.202884185,1448.32723445,255.167998004,149.507752085,216.121718981,162.572,149.457,1435,4.83630071356,0.812399,1435,150.981,149.678,3.89515524672,336.404278703,48.3223434915,485.630397908,149.462264132,114.559
52.7473607375,-156.136,160.311632231,2202.88958155,229.834874971,150.135407281,188.636594718,156.485,150.083,1436,4.74572720925,0.818652,1436,151.161,150.272,4.51925094063,506.110023031,40.65442219,567.396831792,150.095904758,114.57
49.3835555975,-156.761,199.156835861,1034.13459245,249.129493431,150.70866518,292.177058952,170.434,150.658,1437,4.86850688517,0.83036,1437,151.321,150.854,3.66761475256,171.459587326,37.6384126357,569.805157243,150.680384828,114.606
78.1981957104,-156.907,180.927856397,1992.98198024,248.492765294,150.557425607,212.074360294,182.77,150.484,1438,5.01805258236,0.814378,1438,151.463,150.721,3.7609057174,442.146422328,62.0293988923,698.059061764,150.514183475,114.592
57.9608250278,-157.583,200.585511885,1920.67270501,236.524626577,151.291935632,329.123266404,161.658,151.217,1439,4.79608944602,0.820696,1439,151.657,151.44,3.72452128666,250.509120184,37.0083232357,561.052878865,151.239760389,114.632
52.9452733914,-158.297,137.024594326,287.616759858,294.568998464,152.074905686,234.547432715,173.437,152.005,1440,4.84199706619,0.835604,1440,151.785,152.221,4.92758467729,11.1142376379,41.024130559,251.397561466,152.01890809,114.655
85.8066309537,-158.277,131.396166388,260.87998143,480.149628233,151.935871994,209.862177115,176.425,151.85,1441,4.88310345391,0.821401,1441,151.926,152.08,4.61861130174,9.53039091028,46.9018447986,235.696501974,151.878109497,114.688
45.854062981,-159.028,103.762617575,1141.47976344,237.540438849,152.560982847,161.113221627,178.552,152.53,1442,4.95622461057,0.750588,1442,152.097,152.759,3.92077029567,300.306712841,31.1339197689,622.479231886,152.513535097,114.731
43.6020936886,-159.723,199.53476438,1761.50988805,248.909126322,153.537319514,268.262976876,172.775,153.449,1443,4.8759559353,0.8099,1443,152.253,153.637,4.36191786478,303.625282464,31.3047965571,772.403483588,153.485413138,114.792
91.7638734345,-159.959,158.627908877,1022.1244386,397.17661455,153.628669058,261.104539672,184.468,153.562,1444,5.02004630393,0.809134,1444,152.423,153.775,4.15515087462,166.039400675,59.1929879002,352.66665478,153.581716916,114.771
45.8436609352,-160.885,193.020244773,1413.47116516,247.346341306,154.726758028,223.863652605,183.131,154.671,1445,4.96005832902,0.817112,1445,152.543,154.875,4.27959441258,247.32441544,43.0151427501,613.771402833,154.676538388,114.765
53.9732996659,-161.095,134.07478332,1259.60231821,231.182388069,154.715349324,175.545278614,188.736,154.643,1446,5.09435811947,0.829809,1446,152.705,154.866,4.55594095911,189.789902467,41.7622601438,294.91906245,154.67679391,114.801
106.976043301,-161.074,137.169525461,946.547217313,554.555303683,154.788013276,174.415858903,185.13,154.73,1447,5.03128065477,0.826125,1447,152.803,154.949,3.84449068576,163.173987944,58.2056839419,284.571532893,154.733453228,114.835
88.7953974141,-161.726,144.478530736,1235.0187411,438.893853746,155.38798786,223.552587891,184.781,155.317,1448,5.05983591569,0.812624,1448,152.925,155.525,3.45767979002,158.340782766,44.5265679871,309.972982481,155.342498433,114.871
35.582935183,-162.383,150.042528804,685.18139629,181.066832085,156.052945707,256.13625239,184.314,156.002,1449,4.97872291246,0.804576,1449,153.027,156.216,3.74213772244,67.4865562962,28.965526796,300.058928257,156.004500979,114.898
87.8419135136,-162.332,135.474809195,1114.48601213,437.878602912,156.382951406,157.565661569,180.128,156.317,1450,4.91840297734,0.820041,1450,153.136,156.53,4.3672499648,227.001712956,59.7702777898,344.747138316,156.348379856,114.947
73.4140158525,-162.445,161.532947211,2162.12630006,328.147434666,156.156912772,214.04359939,188.189,156.124,1451,4.99035675228,0.800197,1451,153.234,156.329,4.7446826117,538.811760306,46.6405234456,643.806126637,156.121869152,114.953
40.8170976876,-162.595,173.795570137,2053.01433364,200.571137918,156.337846765,197.453069003,188.005,156.25,1452,5.06257126301,0.80063,1452,153.311,156.484,3.72361790083,512.989406533,30.8976333789,831.737641668,156.295082129,114.945
73.5401322763,-163.487,186.255948368,2240.29332206,313.478726909,156.93397979,163.988139376,185.714,156.911,1453,5.05350776391,0.825043,1453,153.399,157.107,4.11147718781,537.956052649,41.7731794676,989.999152355,156.906051921,114.978
57.5668839031,-163.609,189.071519549,1968.66799352,210.272947283,156.993102955,306.004951797,198.417,156.915,1454,5.16848303463,0.804164,1454,153.536,157.13,3.78811671064,562.964328681,43.5773675389,1048.4634938,156.946326417,114.992
42.6397044308,-164.391,195.718863552,2415.68848065,192.845604522,157.911469002,365.444382914,176.565,157.809,1455,5.00086420462,0.798716,1455,153.74,158.033,3.9464727798,735.769314291,29.8241363321,1234.20046728,157.834539295,115.073
56.0442021224,-164.395,158.952121448,1702.25945454,282.846766644,157.683355604,207.917793665,188.324,157.621,1456,5.04873466726,0.791465,1456,153.88,157.864,4.50888468676,364.364242062,36.4330969749,681.333079352,157.623239346,115.079
31.5153150332,-165.275,133.774264184,1461.90113927,133.810925521,158.697489435,310.689213228,186.3,158.636,1457,5.04504924579,0.746482,1457,153.99,158.857,3.43382598029,367.017566086,22.1989109544,757.812668631,158.658283499,115.112
79.5199737249,-165.983,218.857788564,2231.00450377,393.30047394,159.286864124,267.035498384,194.204,159.231,1458,5.12462186112,0.785604,1458,154.069,159.456,4.16758800137,455.478283309,43.5323047604,996.658193131,159.248981324,115.124
97.8666863227,-166.541,163.019176815,2353.33108517,570.644336803,159.913510823,215.426787396,190.021,159.848,1459,5.10633945004,0.808342,1459,154.218,160.049,4.59867503013,575.097082196,47.8745455532,730.995774427,159.867281839,115.206
67.0423996894,-167.005,169.48109879,2385.21173184,249.550943242,160.228176871,235.3750676,201.869,160.186,1460,5.26444112749,0.795727,1460,154.337,160.396,4.42037771862,560.025467738,49.531555417,634.858939748,160.186908972,115.254
38.6296818596,-167.91,179.221488693,1912.44343118,171.426881931,160.969400117,242.422947526,183.19,160.876,1461,5.13030960725,0.806253,1461,154.501,161.107,4.45744461047,509.594164074,34.9555884117,776.183839109,160.928042034,115.293
53.1706953259,-168.448,203.541828788,2631.68611903,200.593476532,161.612688231,183.92291066,200.849,161.555,1462,5.19310788458,0.794682,1462,154.675,161.78,4.36705628129,747.389904154,46.4783784499,1514.7767055,161.557880872,115.347
88.2483091756,-168.914,213.520457713,2537.76204595,405.123283502,161.919679452,557.633146929,195.463,161.851,1463,5.20069884837,0.783662,1463,154.788,162.083,4.48171279773,587.693294395,43.8115474471,1414.48619656,161.87384221,115.345
140.402650257,-169.458,147.347304125,1675.19524454,634.068887128,162.592637192,207.36226761,192.52,162.528,1464,5.13700556405,0.806935,1464,154.94,162.766,4.50651469617,256.328106749,73.8509455485,340.045286125,162.524975033,115.343
47.3659370462,-170.117,189.12575648,1834.40508269,195.233674727,163.430141042,213.092705453,202.228,163.349,1465,5.16625439652,0.796685,1465,155.043,163.551,4.21452148226,349.469778588,33.1397883849,667.909333937,163.398614527,115.381
50.8386667713,-170.932,151.85273104,1462.27787294,237.524580224,164.144038614,212.667107436,192.18,164.084,1466,5.10202487501,0.807556,1466,155.208,164.333,3.27566614602,189.323359758,36.4995528225,343.930326217,164.085588572,115.416
48.8167209081,-170.79,150.282703255,1392.03398358,246.419555286,163.980094275,191.408966919,197.164,163.898,1467,5.15030109822,0.809133,1467,155.326,164.143,4.18071292845,233.633993338,26.2436882396,358.232810623,163.929439351,115.459
31.8980632966,-171.678,138.529211559,1255.31249423,164.465128995,164.873131262,169.040284834,217.97,164.8,1468,5.35406066592,0.804171,1468,155.443,165.015,4.37290584334,206.261359531,23.5309121875,307.493631425,164.838997448,115.546
80.7541849054,-171.995,161.91450036,1441.39145529,489.616182725,165.102881819,213.841145263,197.111,165.014,1469,5.09938562372,0.791564,1469,155.552,165.24,4.56783618054,264.69291184,39.978104575,427.429973464,165.054315332,115.561
54.3932685052,-172.808,165.092062679,2286.32290221,231.678857954,165.94308201,211.214447608,212.225,165.902,1470,5.26281091812,0.807727,1470,155.693,166.094,4.41875022083,556.173955167,38.9506915097,707.195289394,165.905690065,115.59
50.0931246769,-172.878,150.032673733,974.042686689,207.8023507,165.46524473,215.447384774,230.534,165.402,1471,5.55149496997,0.806437,1471,155.879,165.627,4.30895140295,167.62210667,35.8733837657,332.414074082,165.428474591,115.608
80.0302423633,-173.409,159.678580281,1378.72943622,384.169117075,166.45949284,239.254608101,206.407,166.409,1472,5.21514064951,0.811984,1472,155.979,166.636,4.22102092657,213.331480936,39.8955602926,379.337756253,166.415511077,115.638
36.6345338016,-173.62,184.00536681,1616.60868602,172.815443633,166.808136943,175.992197877,215.195,166.713,1473,5.26422660358,0.805459,1473,156.095,166.913,4.31289400397,292.453884172,31.2404430668,539.430274091,166.759876729,115.657
51.4549416606,-174.414,163.641407629,2520.49508684,212.814301004,167.62043777,199.575221681,197.133,167.583,1474,5.14291559571,0.809679,1474,156.218,167.782,4.55469497207,403.106941133,39.6057394232,482.302740086,167.585299958,115.698
54.8188376957,-174.531,144.865460466,1105.78088776,242.904883113,167.405163337,225.071963869,223.963,167.322,1475,5.449735228,0.799086,1475,156.366,167.57,4.67913451298,123.030940102,35.805869813,293.098709985,167.337261055,115.76
44.8233181837,-175.28,187.614981157,1151.58861311,256.855522445,168.187719598,234.437935869,209.169,168.109,1476,5.27374782934,0.794385,1476,156.512,168.363,3.72576482441,262.985773466,26.6492829967,568.763240891,168.138188523,115.779
43.0415473952,-175.291,72.75435432,559.585077114,231.229607323,168.412488606,57.1212233191,234.418,168.353,1477,5.46658497189,0.771155,1477,156.61,168.601,3.92864762331,97.9899653658,28.3862852726,114.3208422,168.365875153,115.797
70.0061223912,-175.924,190.528210268,2427.5550658,379.787034863,169.033580401,264.474921403,214.39,168.967,1478,5.39223335539,0.801878,1478,156.715,169.188,4.09737793424,607.950300642,41.3853604777,887.784148344,168.980180901,115.834
70.2954613561,-176.368,191.013088329,1634.82008728,455.132568479,169.291566486,228.258633397,214.253,169.236,1479,5.40162519871,0.804432,1479,156.814,169.451,4.79416455347,361.458311484,31.3286568238,734.315141806,169.256942238,115.885
68.5377401399,-176.77,152.186757951,912.167298742,330.049762757,169.853178675,190.785102169,212.1,169.788,1480,5.35905690933,0.809882,1480,156.894,170.021,4.01210838288,112.414041276,32.0959279508,312.614266912,169.798433913,115.898
70.9290998789,-177.587,199.535583785,1307.71003496,269.910176038,170.41069189,234.17848624,200.203,170.345,1481,5.1689031955,0.808147,1481,157.02,170.594,3.71146371985,269.144998539,43.6939495321,627.570381517,170.376076024,115.923
64.1100966657,-178.022,164.138995112,760.536983103,381.29076751,171.037957857,151.063344988,212.938,170.99,1482,5.32132257762,0.844347,1482,157.23,171.187,3.25753478656,148.971781713,35.7530926961,367.376337867,171.003177868,115.916
47.4250838768,-178.261,209.507304221,2015.19050366,181.94412804,171.067068653,229.988039953,227.013,171.011,1483,5.45630277858,0.83478,1483,157.407,171.228,4.40184914201,480.636274054,29.0329926641,912.732059649,171.031672607,115.96
36.4500705866,-178.907,158.859196186,1431.05194124,159.255504833,171.75699089,153.99069691,228.788,171.7,1484,5.44695653574,0.826637,1484,157.533,171.921,3.34671060966,300.335149253,28.9827364051,425.601081832,171.705981017,116.003
56.6875529831,-179.162,196.263215907,1548.46330718,354.830005757,171.753836509,268.757693983,231.062,171.704,1485,5.53234080904,0.806861,1485,157.659,171.944,4.29744023912,267.418463174,29.3900674428,692.971773941,171.711434364,115.993
61.8828262613,-179.364,154.668206135,1430.07259074,251.4222017,172.087317062,97.6010586638,222.157,172.032,1486,5.46827499998,0.81846,1486,157.809,172.271,4.37051607633,294.1128992,39.0779402143,419.918121416,172.045851222,116.015
63.0438809125,-179.964,135.196373673,1631.55194959,329.383659632,172.577899079,179.721800215,232.061,172.527,1487,5.5397713015,0.81347,1487,157.955,172.748,4.30929343509,235.563576878,42.1903166938,303.097096915,172.536572615,115.998
54.0614057572,-180.693,121.096831842,664.18866159,222.178675554,173.768236568,154.48334358,210.904,173.722,1488,5.28103886663,0.823979,1488,158.088,173.948,4.14237181194,73.7212857538,44.3041704837,213.891185545,173.732022028,116.012
37.0802054565,-180.881,144.576411812,951.653226373,198.213563417,173.82783396,130.382105548,223.489,173.757,1489,5.42410188816,0.803307,1489,158.235,174.0,3.39697678524,177.835804809,26.1221742419,316.875729734,173.776495471,116.062
55.8353645351,-181.362,123.099983198,848.974001684,217.940610444,174.135002627,38.2970599796,229.986,174.075,1490,5.43562453537,0.793666,1490,158.36,174.313,4.53899419932,166.051557623,30.8278059356,243.995138169,174.080126872,116.066
62.1535724941,-181.87,133.290831745,892.24133344,248.094428468,174.474849626,153.863697623,242.545,174.404,1491,5.59771711428,0.803571,1491,158.515,174.629,4.58816904643,147.247184837,40.8359342772,271.3091079,174.421989269,116.085
54.5167782129,-181.801,126.790355954,647.408110416,266.16868819,174.457447951,160.640309723,254.868,174.399,1492,5.71325877159,0.826882,1492,158.637,174.65,3.96893572225,106.280319204,32.694731145,239.981097191,174.430696982,116.105
63.1681074898,-182.12,163.297511235,993.860212628,243.877384561,174.653097935,174.406072011,226.272,174.616,1493,5.42337902689,0.819627,1493,158.821,174.836,4.64655055418,213.541778281,48.858094298,430.407582015,174.614953793,116.108
45.1550025656,-182.498,137.237239074,816.45711017,160.087217283,175.082929162,153.767623458,229.728,175.006,1494,5.53839608339,0.827182,1494,158.94,175.248,3.45446470861,170.716682801,32.1581975701,299.355083678,175.043752139,116.139
75.9508379107,-182.243,143.649024121,1547.27469467,260.087079238,175.402906263,168.036379581,220.105,175.363,1495,5.28944974831,0.820621,1495,159.072,175.609,5.02753013679,260.656258071,60.9157709151,347.814187205,175.358040998,116.184
68.0066996243,-182.217,130.866751815,1007.40761496,407.32830153,175.413548629,164.692747798,225.842,175.32,1496,5.34875293777,0.807657,1496,159.221,175.542,4.10251541742,137.311558238,38.0021388387,254.092711694,175.355483227,116.215
70.8094428767,-181.942,125.312109034,1105.30059361,348.555338159,175.081661164,144.765261241,239.891,175.038,1497,5.5105701011,0.839063,1497,159.362,175.305,3.67270934423,172.630788121,38.9383699431,258.391482438,175.023154278,116.238
37.4445023532,-182.118,148.99345896,1139.80932817,202.89303544,174.7330182,148.619993371,225.71,174.656,1498,5.4695962738,0.840984,1498,159.526,174.915,4.28525746496,266.3826207,33.3891899617,441.888942449,174.680701441,116.274
43.3490551182,-182.327,150.331394401,998.736675668,262.953367233,175.259391889,169.927788627,211.401,175.199,1499,5.37148986443,0.808139,1499,159.665,175.468,4.84326975628,255.09717012,28.5735220807,419.965874979,175.19725838,116.283
85.2043776981,-182.536,158.42767055,1118.74551028,439.595949282,175.361060027,157.419539667,229.337,175.284,1500,5.46380256493,0.804341,1500,159.811,175.553,4.39266961813,239.113229249,51.3309987891,454.405602396,175.303582614,116.288
63.9194231053,-182.462,153.17250593,962.852974759,350.22853431,175.368432283,162.663281407,224.137,175.279,1501,5.34898954424,0.812005,1501,159.943,175.535,3.65317860685,206.26220263,36.0385789022,381.212492995,175.304072932,116.332
38.7920223924,-182.24,168.379736274,1719.80864381,184.172889843,175.381837625,191.056083552,231.205,175.304,1502,5.4331715536,0.821383,1502,160.103,175.566,4.38271656558,302.151607227,32.6892485919,498.391149525,175.306631272,116.35
92.0281965082,-182.066,158.8285538,1239.66238953,362.389048299,175.143945546,233.013680981,232.01,175.051,1503,5.43171155202,0.816304,1503,160.223,175.331,0.689252099831,191.484833909,54.7257372275,458.886872059,175.069615982,116.403
34.3209218038,-182.18,152.215562187,1099.79051156,173.285202077,175.005558352,230.337377663,255.204,174.92,1504,5.68550243624,0.798297,1504,160.377,175.194,4.50672967163,186.554652679,25.2874142398,464.707603611,174.933523748,116.436
62.1981957521,-182.409,154.696281574,958.989021111,251.338351514,174.931484183,179.99047164,247.021,174.858,1505,5.63959022381,0.817758,1505,160.458,175.129,4.40202194009,183.610715538,49.1778450287,399.726304264,174.86148244,116.438
38.7770322738,-182.442,145.995250664,1437.32842734,222.957556754,175.323952245,163.114541571,216.399,175.226,1506,5.37450959812,0.802178,1506,160.618,175.522,4.11262444966,243.102351278,29.2532790819,397.660648639,175.237363962,116.517
63.8171490825,-182.458,155.198307043,1378.23416842,214.799528632,175.443672307,202.361289254,219.834,175.353,1507,5.39066374139,0.827337,1507,160.729,175.632,4.33766204716,268.60522547,46.7065504895,430.270311214,175.361661338,116.549
43.3608096441,-182.357,150.079772676,1873.03661368,217.676584652,175.410199848,229.138150895,216.28,175.345,1508,5.31007409632,0.796258,1508,160.854,175.614,4.02449454655,522.493015548,30.1703734361,732.598893262,175.354116954,116.549
46.0966756535,-182.04,144.656348467,1073.59336267,260.020703038,174.945344386,57.0377833034,250.794,174.862,1509,5.65587196504,0.803353,1509,160.97,175.138,4.41534247036,246.713960196,30.4751370784,361.493979273,174.88069077,116.585
88.9282451176,-182.473,120.130445092,1029.20691157,538.332770313,175.148863012,276.766495049,232.839,175.063,1510,5.46050488253,0.763365,1510,161.091,175.35,4.07190616242,222.117799497,37.3403771215,526.542449983,175.067850595,116.649
67.8406336444,-182.811,158.299415915,1356.2805206,340.242907428,175.423198973,276.820992168,241.879,175.337,1511,5.63862747864,0.783506,1511,161.212,175.632,4.03958631138,272.314593317,41.3408565205,519.416915937,175.347735493,116.675
63.4308742871,-183.268,92.6118750461,1301.20937927,351.505541855,175.657033213,179.76424416,240.251,175.564,1512,5.64922467165,0.764349,1512,161.333,175.859,4.73532825971,296.148220148,33.2185161191,876.8623374,175.575611511,116.724
43.3382419945,-183.249,143.901297117,1274.89869504,220.593464162,176.021388446,298.380268155,251.071,175.912,1513,5.57874927572,0.773579,1513,161.439,176.189,4.28855494595,298.143621053,28.9643263269,625.302566559,175.93292099,116.782
46.2648212588,-183.696,188.272208744,1866.97925004,202.339554095,176.337964071,382.017986455,207.821,176.26,1514,5.30762638087,0.771845,1514,161.585,176.556,4.63610829573,359.656950054,35.7298654265,721.614027241,176.263551639,116.824
45.3059522173,-183.692,195.941736616,1225.6093373,226.258256384,176.538409922,342.821604184,232.333,176.448,1515,5.50839310574,0.769084,1515,161.72,176.727,3.65742879521,261.600449049,29.5018324044,676.376418114,176.466372253,116.865
53.8698806839,-184.163,168.039920105,1794.55918366,255.692826333,176.871967891,210.750688454,228.614,176.79,1516,5.40391736704,0.781891,1516,161.875,177.043,4.09253493745,345.510768402,41.6869851266,510.694194872,176.807715048,116.91
45.8929655482,-184.142,172.194774352,1610.55220907,164.262663724,176.932331369,158.935896583,228.649,176.88,1517,5.32916057532,0.783172,1517,162.001,177.143,3.75266480622,342.356604579,39.0825649038,536.00888001,176.876695527,116.991
46.8722439602,-184.199,148.737278813,1959.59680114,270.256811924,176.853916161,133.363649019,230.282,176.775,1518,5.40307508136,0.791797,1518,162.107,177.046,3.55085057613,457.041198917,29.605717786,497.713481702,176.779800229,117.007
61.5368125889,-183.87,138.345423727,1258.85782501,229.384558096,176.456860913,176.669711741,253.928,176.378,1519,5.60813731504,0.795181,1519,162.194,176.659,4.30532754183,233.935609638,46.0280731531,341.560232468,176.391889185,117.038
59.3254543254,-184.448,189.900006649,1710.58153728,259.697411341,177.35555032,271.50569164,229.401,177.286,1520,5.36631670562,0.794006,1520,162.351,177.537,4.32393979424,294.4724319,40.6977081147,717.714257276,177.298157173,117.088
