QFunRegParamNorm,Iteration,StdReturn,AveragePolicySurr,Epoch,AverageAbsQ,AverageReturn,AverageQLoss,MinReturn,AverageAction,PolicyRegParamNorm,AverageY,AverageAbsQYDiff,MinEsReturn,AverageEsReturn,MaxEsReturn,AverageAbsY,StdEsReturn,AverageDiscountedReturn,AverageQ,MaxReturn
246.799,1397,2371.28918882,-616.151,1397,613.297,5002.62008449,435.914,-174.811941593,0.978264,156.726,613.307699345,4.79267675962,3998.04343193,3998.04343193,3998.04343193,613.307707365,0.0,453.116977546,613.297,6749.74511262
246.856,1398,79.3423730241,-616.544,1398,613.779,5463.50796195,353.193,5331.92062493,0.968432,156.743,613.779175552,4.49717172549,4262.10554391,4262.10554391,4262.10554391,613.780458606,0.0,413.91223853,613.773,5580.19160788
246.948,1399,112.24623186,-616.877,1399,614.124,6468.43487141,386.512,6245.17052019,0.973175,156.826,614.130689233,4.64524833089,4429.97514786,4429.97514786,4429.97514786,614.131010169,0.0,491.391552199,614.123,6634.75342727
247.063,1400,1141.77354184,-615.382,1400,612.581,5181.07652509,413.859,2538.34420261,0.97584,156.779,612.569033062,4.64515174805,564.972552994,564.972552994,564.972552994,612.570579242,0.0,440.425241327,612.579,6201.47305391
247.17,1401,173.541696593,-616.159,1401,613.435,5770.97101235,443.696,5542.40943331,0.971869,156.892,613.456724301,4.75153069826,999.278011932,999.278011932,999.278011932,613.45749084,0.0,435.612181451,613.434,6083.85417258
247.255,1402,631.301845957,-616.178,1402,613.387,6768.96091502,368.97,4911.7171401,0.965339,156.96,613.399246595,4.51021827775,4176.86862229,4176.86862229,4176.86862229,613.401948524,0.0,515.191724817,613.387,7150.84824396
247.381,1403,1871.64793559,-616.634,1403,613.83,5336.88813728,369.447,206.825819477,0.982617,157.094,613.833383714,4.56844959876,4064.48663711,4064.48663711,4064.48663711,613.833435579,0.0,444.639762755,613.828,6505.77844923
247.468,1404,173.827025672,-616.937,1404,614.084,6239.04494802,334.133,5807.97262745,0.970794,157.146,614.101859863,4.50173061832,4376.83149593,4376.83149593,4376.83149593,614.102089908,0.0,476.520332346,614.082,6434.89663792
247.576,1405,2085.58064016,-616.86,1405,614.175,4922.92296296,421.889,183.20293175,0.979535,157.209,614.182739922,4.65231993252,3769.99764923,3769.99764923,3769.99764923,614.182901122,0.0,442.16385529,614.175,6450.09123392
247.665,1406,1726.41564368,-616.395,1406,613.693,5790.16206965,360.139,967.119956313,0.968971,157.234,613.696736879,4.57047857371,4424.51182953,4424.51182953,4424.51182953,613.697767939,0.0,480.959431502,613.693,7045.4459598
247.751,1407,101.606555449,-615.927,1407,613.232,6192.83246512,384.294,5964.90484721,0.967307,157.324,613.230501928,4.64800319216,557.970302459,557.970302459,557.970302459,613.231601727,0.0,459.595119311,613.229,6334.24003299
247.847,1408,1742.12344149,-616.559,1408,613.766,5218.64736333,354.308,105.617816252,0.972533,157.431,613.780534626,4.57344450258,3924.36074622,3924.36074622,3924.36074622,613.780538071,0.0,434.933380314,613.765,6402.06395757
247.918,1409,258.245191219,-616.456,1409,613.644,6299.82525486,410.42,5775.55311392,0.968672,157.47,613.650058568,4.69968393461,4334.09398387,4334.09398387,4334.09398387,613.650058568,0.0,483.942819403,613.641,6733.69232562
247.955,1410,133.705028751,-616.923,1410,613.995,6644.36753962,400.508,6455.77089251,0.968408,157.485,614.008054831,4.70633082756,4295.72592922,4295.72592922,4295.72592922,614.00876622,0.0,498.984570945,613.995,6840.627558
248.066,1411,649.915352013,-616.695,1411,613.895,6271.30792467,371.302,4394.6745184,0.968404,157.526,613.901570579,4.54500135278,4334.70015033,4334.70015033,4334.70015033,613.90163134,0.0,497.680577972,613.894,6784.92553069
248.163,1412,231.92896708,-617.66,1412,614.876,5973.39203211,360.697,5584.17747383,0.972207,157.614,614.887818263,4.58247154361,4598.44846397,4598.44846397,4598.44846397,614.887946783,0.0,467.073154974,614.875,6345.44812991
248.211,1413,128.65315467,-618.161,1413,615.236,6534.49780729,346.466,6361.02860849,0.964508,157.61,615.24112288,4.50135610686,4620.74596539,4620.74596539,4620.74596539,615.241291423,0.0,476.330327408,615.236,6774.78107438
248.327,1414,1666.8191504,-618.486,1414,615.689,6190.93233871,399.921,1208.19882799,0.96408,157.731,615.713159635,4.63550579152,4165.10122369,4165.10122369,4165.10122369,615.714241216,0.0,502.455831059,615.689,6999.39627931
248.36,1415,582.631513055,-618.224,1415,615.512,5608.10060932,460.909,3919.16565255,0.965285,157.754,615.511565245,4.83671089149,4186.58923691,4186.58923691,4186.58923691,615.511600037,0.0,438.222888797,615.512,6062.46818155
248.445,1416,163.474189639,-617.765,1416,615.023,6679.96545489,491.235,6404.18593733,0.969624,157.814,615.039260689,4.85818218055,4336.947173,4336.947173,4336.947173,615.039927493,0.0,498.231180769,615.023,6869.68303193
248.511,1417,1218.917848,-618.448,1417,615.645,5510.05171917,368.696,1920.67433458,0.978841,157.919,615.651228947,4.48238715136,3911.58421092,3911.58421092,3911.58421092,615.651277392,0.0,443.230768161,615.645,6465.92459998
248.632,1418,136.298203181,-619.026,1418,616.254,6066.30674748,401.572,5863.6706204,0.972148,157.983,616.256657174,4.65532324712,4043.61173364,4043.61173364,4043.61173364,616.256657174,0.0,454.214922887,616.253,6288.62668267
248.701,1419,214.274976653,-618.637,1419,615.872,6021.22417393,402.908,5671.46797058,0.969202,158.013,615.885384258,4.59149836483,4225.71674918,4225.71674918,4225.71674918,615.887140236,0.0,453.040382047,615.871,6316.19047211
248.807,1420,216.579121145,-618.404,1420,615.717,6031.92365255,442.543,5679.5950088,0.964539,158.055,615.733676848,4.80040807918,4606.40871798,4606.40871798,4606.40871798,615.733708568,0.0,453.078434926,615.717,6417.12436311
248.889,1421,309.058091175,-618.604,1421,615.931,6613.2852572,342.016,5920.22788017,0.963585,158.108,615.934358558,4.35628478279,1393.8600485,1393.8600485,1393.8600485,615.934451363,0.0,495.878792872,615.931,7087.45947869
248.962,1422,188.822643012,-618.531,1422,615.839,6292.03061749,413.403,5909.80803705,0.970882,158.134,615.841765912,4.56978449226,4181.83072396,4181.83072396,4181.83072396,615.842852737,0.0,486.327323946,615.839,6503.62891025
249.057,1423,1658.53411776,-618.102,1423,615.391,5443.92232354,386.506,2074.17946615,0.977755,158.184,615.403634942,4.5341363502,4049.07202694,4049.07202694,4049.07202694,615.405182907,0.0,489.557831724,615.391,6679.36791197
249.129,1424,1829.47066948,-618.45,1424,615.809,5402.5454445,282.768,675.973820623,0.975532,158.211,615.813384987,4.1946898003,4385.40131612,4385.40131612,4385.40131612,615.814606366,0.0,468.251683954,615.807,6516.63970899
249.278,1425,1052.42199455,-618.326,1425,615.622,5298.02792013,410.742,2178.84738976,0.974025,158.354,615.630679989,4.69041344754,3725.3686869,3725.3686869,3725.3686869,615.632492195,0.0,432.709169875,615.622,5923.50110205
249.444,1426,901.539981766,-618.541,1426,615.861,5491.21119248,394.41,2800.85863141,0.975623,158.457,615.866591308,4.65947793303,4048.46596791,4048.46596791,4048.46596791,615.866606816,0.0,448.741868386,615.86,5944.80466078
249.527,1427,1103.90549858,-618.896,1427,616.29,4832.25913692,357.682,2034.29934979,0.979456,158.535,616.305699255,4.54822535884,4393.06260012,4393.06260012,4393.06260012,616.306471093,0.0,404.619639907,616.289,5594.54036843
249.635,1428,1969.43561505,-617.841,1428,615.29,3712.11039487,415.2,-19.6467828414,0.982156,158.681,615.289480914,4.72401009256,4076.69073681,4076.69073681,4076.69073681,615.289525862,0.0,384.425459755,615.29,5930.39574263
249.735,1429,124.590652607,-618.716,1429,616.153,5878.35352951,384.906,5606.13286574,0.980148,158.675,616.154409108,4.652069102,4130.84051999,4130.84051999,4130.84051999,616.154604348,0.0,439.921645305,616.151,6080.81403165
249.83,1430,95.9437980729,-618.802,1430,616.11,6420.04335898,423.148,6266.23485253,0.974918,158.725,616.117865913,4.70921806484,4064.7248372,4064.7248372,4064.7248372,616.117984362,0.0,481.234937467,616.11,6588.31228259
249.884,1431,171.564121057,-618.756,1431,616.09,6166.11073701,437.798,5840.32071814,0.974272,158.848,616.111062755,4.78745088528,4227.7489119,4227.7489119,4227.7489119,616.112356333,0.0,475.268119123,616.09,6471.75085091
249.967,1432,2044.64847968,-619.37,1432,616.663,4326.23232156,371.411,1264.31679019,0.981733,159.03,616.675255822,4.51339133258,4051.07679701,4051.07679701,4051.07679701,616.675276802,0.0,461.166670728,616.661,6429.22903284
250.055,1433,877.170233968,-619.276,1433,616.555,4927.53574565,364.356,3020.14808004,0.973442,159.081,616.559479929,4.52529583983,3818.36658054,3818.36658054,3818.36658054,616.564605482,0.0,418.520480544,616.553,5896.08554895
250.121,1434,175.462638249,-618.955,1434,616.133,6011.09116551,395.707,5701.43751773,0.970011,159.071,616.14482415,4.68392522708,4187.45405369,4187.45405369,4187.45405369,616.144889529,0.0,452.433770739,616.132,6299.68977272
250.221,1435,2123.69186981,-619.564,1435,616.779,5145.88471054,565.422,427.465005824,0.971876,159.172,616.781530198,5.16526731406,4076.12607665,4076.12607665,4076.12607665,616.781605737,0.0,451.866211115,616.779,6713.52518791
250.335,1436,817.756026629,-618.54,1436,615.715,5870.93365219,435.355,3574.37342598,0.974774,159.337,615.724417742,4.77145819545,3804.07351993,3804.07351993,3804.07351993,615.724466139,0.0,474.41580329,615.712,6476.79049981
250.473,1437,1687.59855276,-618.963,1437,616.17,5465.69637144,462.651,619.96777237,0.977417,159.38,616.179687117,4.75117913393,4190.46161948,4190.46161948,4190.46161948,616.179687117,0.0,424.707584918,616.169,6545.83464713
250.588,1438,415.509003256,-619.287,1438,616.513,5573.98134267,417.905,4603.23709321,0.972307,159.455,616.515986022,4.67532717796,3979.27021209,3979.27021209,3979.27021209,616.516547448,0.0,446.884022499,616.513,6031.92103312
250.649,1439,358.592322558,-619.929,1439,617.118,5059.96880923,407.685,4654.96079071,0.975624,159.5,617.136550024,4.66706013553,4324.74431443,4324.74431443,4324.74431443,617.136592314,0.0,394.775808146,617.118,5917.27143726
250.777,1440,168.157754422,-619.415,1440,616.615,6007.96471277,475.94,5776.40346801,0.968869,159.565,616.622807103,4.84306186757,3783.85008156,3783.85008156,3783.85008156,616.62291267,0.0,455.646694453,616.615,6338.53719864
250.898,1441,902.904234853,-619.383,1441,616.61,5817.09858343,465.54,3190.25619288,0.965953,159.65,616.622281438,4.7555150317,4496.42371123,4496.42371123,4496.42371123,616.622861405,0.0,446.201395989,616.609,6370.97998811
250.929,1442,1651.75229221,-618.92,1442,616.161,5525.63657873,429.178,610.316875382,0.972541,159.716,616.16908592,4.63390011422,4096.07518925,4096.07518925,4096.07518925,616.169160611,0.0,431.498634098,616.161,6483.1457496
251.03,1443,1350.24931809,-620.075,1443,617.375,5769.23110119,439.002,1828.2464934,0.971718,159.757,617.385011817,4.74797873576,4117.47799908,4117.47799908,4117.47799908,617.385066083,0.0,470.939042602,617.375,6491.48465611
251.122,1444,1548.85872053,-619.97,1444,617.254,4964.03411121,475.572,2114.1499335,0.974772,159.793,617.250593952,4.82656183539,4232.88564021,4232.88564021,4232.88564021,617.250734677,0.0,450.06559138,617.254,6434.31936454
251.183,1445,1868.14072087,-619.665,1445,616.992,5091.40985593,413.028,1143.99803891,0.975689,159.89,617.020402432,4.65053078055,3885.75159349,3885.75159349,3885.75159349,617.020453786,0.0,433.588770186,616.992,6455.51074205
251.289,1446,140.770067067,-619.655,1446,617.06,5668.45948969,316.252,5419.30079355,0.969949,159.989,617.061579234,4.31597199305,4149.54327775,4149.54327775,4149.54327775,617.061602765,0.0,452.556604991,617.06,5884.33299942
251.393,1447,202.143665112,-619.081,1447,616.457,6682.09911735,448.178,6270.1057951,0.96848,159.967,616.469050771,4.80509666879,4215.72670288,4215.72670288,4215.72670288,616.469105233,0.0,499.707031434,616.454,6912.88684568
251.495,1448,181.919023365,-619.985,1448,617.376,6531.756125,400.09,6229.63649573,0.966774,160.034,617.382233468,4.65207883663,4260.94631911,4260.94631911,4260.94631911,617.382424806,0.0,499.740162584,617.376,6805.19962751
251.561,1449,127.025880123,-618.458,1449,615.726,6156.47811592,416.275,5908.94686829,0.970608,160.006,615.740990559,4.62861466236,4126.00648948,4126.00648948,4126.00648948,615.740998579,0.0,482.095940573,615.726,6340.62970109
251.673,1450,192.952340937,-619.37,1450,616.695,5613.76332718,419.232,5269.42810684,0.977606,160.094,616.702171504,4.72803187583,3957.63218328,3957.63218328,3957.63218328,616.702229399,0.0,425.775007071,616.695,6058.7731926
251.729,1451,1568.44457267,-619.849,1451,617.24,4438.28097306,426.037,1980.18775751,0.973714,160.228,617.25668189,4.67411477329,3694.7690605,3694.7690605,3694.7690605,617.256783292,0.0,401.125865654,617.239,5809.84491553
251.826,1452,341.813448196,-620.098,1452,617.403,6163.30472282,342.328,5670.30852408,0.9712,160.221,617.40970319,4.48823044023,4531.45179143,4531.45179143,4531.45179143,617.409763582,0.0,444.704402669,617.403,6717.54205743
251.958,1453,189.902976342,-619.558,1453,616.897,6644.99008188,433.831,6267.44580846,0.972536,160.267,616.898454243,4.72318158569,4474.83901659,4474.83901659,4474.83901659,616.898487133,0.0,492.653408025,616.897,6990.76464321
252.051,1454,74.418180419,-619.983,1454,617.278,7133.79320816,428.009,7048.38130139,0.967125,160.324,617.299415375,4.69087056626,4107.52676373,4107.52676373,4107.52676373,617.299448043,0.0,523.676067197,617.277,7255.50252056
252.139,1455,1533.82803746,-620.05,1455,617.414,5346.12718106,409.381,949.518422783,0.977481,160.4,617.42889214,4.77063615374,4515.46197851,4515.46197851,4515.46197851,617.428914882,0.0,432.386956234,617.413,6487.34897071
252.29,1456,771.770641288,-619.688,1456,616.996,6614.34394035,294.26,4361.73574314,0.970626,160.413,616.986735048,4.36559423277,4222.42017438,4222.42017438,4222.42017438,616.986735048,0.0,513.832950785,616.996,7127.68040835
252.415,1457,2066.71788686,-619.705,1457,616.989,4939.53608156,481.27,779.585170879,0.979581,160.442,616.987925707,4.85403896202,4374.7482707,4374.7482707,4374.7482707,616.988498802,0.0,457.011525823,616.989,6499.67570018
252.514,1458,1706.75398884,-620.137,1458,617.433,5134.49261019,480.271,1247.95637442,0.97554,160.408,617.441718168,4.78602563316,4218.18608177,4218.18608177,4218.18608177,617.441874534,0.0,452.080496515,617.433,6204.43109575
252.589,1459,2140.08431972,-619.692,1459,616.922,5046.57021403,436.714,807.555108558,0.967217,160.496,616.935993982,4.83351388156,4393.23971162,4393.23971162,4393.23971162,616.936222506,0.0,456.255161019,616.92,6564.48676526
252.681,1460,156.762899459,-619.44,1460,616.643,6233.78177489,446.593,5930.04886455,0.973011,160.568,616.653563807,4.77977060695,4196.97807131,4196.97807131,4196.97807131,616.653839454,0.0,460.410733315,616.643,6468.59670436
252.828,1461,519.606633372,-619.632,1461,616.783,6316.54872253,537.686,4871.54670975,0.969249,160.645,616.794141887,5.08814699253,4641.84209297,4641.84209297,4641.84209297,616.794664234,0.0,483.792435089,616.783,6819.28265931
252.894,1462,145.834909083,-620.108,1462,617.398,5895.35811965,329.262,5586.29167322,0.968802,160.691,617.395670246,4.45678228143,4804.18336679,4804.18336679,4804.18336679,617.395765565,0.0,457.010286116,617.398,6099.35455333
252.989,1463,1157.85463545,-620.177,1463,617.535,5548.27244785,405.415,2334.71202198,0.972967,160.718,617.552800758,4.66440439039,4243.29489484,4243.29489484,4243.29489484,617.552808814,0.0,468.194541051,617.535,6513.72866758
253.089,1464,1695.5990133,-619.671,1464,617.043,5445.13326619,335.916,576.809197849,0.977439,160.709,617.054718582,4.46268867189,3975.75669255,3975.75669255,3975.75669255,617.055287772,0.0,451.908073956,617.043,6591.46636761
253.225,1465,1244.93294171,-620.262,1465,617.627,6120.61263869,360.951,2429.85288191,0.968804,160.698,617.631226235,4.56976642692,3861.15989562,3861.15989562,3861.15989562,617.631237286,0.0,500.49432998,617.627,6792.19395063
253.309,1466,166.157507836,-620.044,1466,617.383,6400.50890583,367.533,6049.20919587,0.972579,160.729,617.395183756,4.54585612802,4050.84656239,4050.84656239,4050.84656239,617.395183756,0.0,487.297607952,617.383,6698.17496183
253.48,1467,150.557101324,-619.876,1467,617.258,6717.40935553,434.837,6429.64826188,0.96695,160.8,617.250912474,4.76223780953,4480.35718796,4480.35718796,4480.35718796,617.253755652,0.0,509.8565762,617.255,6916.47807773
253.593,1468,1601.43542375,-620.328,1468,617.761,5437.45524064,448.867,1431.70976718,0.973531,160.835,617.783897051,4.83141632864,3786.47513582,3786.47513582,3786.47513582,617.78423101,0.0,477.210197566,617.761,6611.81133949
253.77,1469,2102.47769848,-619.153,1469,616.422,5131.03070984,464.142,809.300986372,0.9747,160.892,616.425070921,4.89361091641,4128.59368939,4128.59368939,4128.59368939,616.426539773,0.0,452.359295126,616.416,6476.40039613
253.867,1470,788.367676476,-619.8,1470,617.073,4667.90288893,507.065,2377.29378101,0.973969,161.033,617.074142176,4.89677480556,4362.85054354,4362.85054354,4362.85054354,617.074630105,0.0,391.633268997,617.073,5176.68471863
253.981,1471,745.472997563,-620.197,1471,617.465,5329.06362327,424.685,3128.99939898,0.971004,161.011,617.474748258,4.77243212106,4134.24539528,4134.24539528,4134.24539528,617.474830443,0.0,417.582508366,617.464,5742.76720355
254.063,1472,2302.14224076,-619.553,1472,616.795,4802.69505391,446.795,-65.0565787849,0.981992,161.067,616.798874244,4.79129601988,4399.50183582,4399.50183582,4399.50183582,616.799232926,0.0,434.143843491,616.795,6113.76942073
254.186,1473,140.630720047,-620.204,1473,617.544,6529.40413784,369.309,6325.43309063,0.972755,161.091,617.560195377,4.58200256287,3990.04154316,3990.04154316,3990.04154316,617.56078636,0.0,480.479144414,617.542,6717.26700246
254.229,1474,2030.53161412,-620.46,1474,617.818,5905.91584545,408.548,-168.173267746,0.970056,161.137,617.831020424,4.65098621401,4279.43605957,4279.43605957,4279.43605957,617.831065817,0.0,460.878349002,617.818,6796.20610864
254.36,1475,237.589140163,-619.625,1475,616.937,6654.98903389,413.613,6303.70531265,0.961953,161.169,616.945417962,4.68103227412,4338.64368293,4338.64368293,4338.64368293,616.94545426,0.0,503.666661199,616.937,7043.18761262
254.495,1476,287.619578857,-619.635,1476,616.916,5645.04236967,452.871,5209.64135085,0.974199,161.205,616.926836254,4.80888578393,4122.07658122,4122.07658122,4122.07658122,616.927765236,0.0,434.491819638,616.916,6153.65973747
254.589,1477,820.080192941,-620.217,1477,617.555,6653.66502992,449.075,4302.25483716,0.964198,161.191,617.54767944,4.77714256074,4384.50564494,4384.50564494,4384.50564494,617.547950241,0.0,531.116099781,617.555,7209.04165822
254.598,1478,185.689482174,-620.799,1478,618.07,6702.82547647,319.492,6338.37404925,0.963732,161.339,618.088337008,4.35911998586,4655.83479342,4655.83479342,4655.83479342,618.088363986,0.0,505.258251898,618.07,7057.53920259
254.693,1479,1065.76301385,-620.213,1479,617.536,5584.86733493,414.104,3315.95490221,0.970198,161.387,617.562654925,4.77270410313,4140.3006711,4140.3006711,4140.3006711,617.562717171,0.0,453.810461536,617.535,6452.33736135
254.792,1480,350.738974219,-620.139,1480,617.493,5538.6986994,438.052,4708.54512059,0.967043,161.383,617.493923864,4.71468253021,4196.70548162,4196.70548162,4196.70548162,617.494043185,0.0,423.777980696,617.493,5959.97269242
254.862,1481,1657.25855644,-620.198,1481,617.624,5956.01916902,372.395,1004.3745868,0.971627,161.351,617.631597818,4.5144771912,4289.04256865,4289.04256865,4289.04256865,617.631679189,0.0,498.521623413,617.624,6767.0284476
255.011,1482,175.260145077,-619.737,1482,617.152,6712.50731981,500.816,6266.01411608,0.962892,161.38,617.154733618,4.79547636958,4014.96189538,4014.96189538,4014.96189538,617.154759658,0.0,513.535017966,617.152,6895.80839241
255.111,1483,1408.49528671,-620.422,1483,617.667,5278.81141832,410.181,2401.93898161,0.973878,161.496,617.674564384,4.60928736511,4159.19962954,4159.19962954,4159.19962954,617.674594595,0.0,462.373617678,617.667,6104.01911601
255.171,1484,495.543771701,-619.811,1484,617.124,6704.7782517,383.084,5258.34661124,0.969348,161.522,617.136067124,4.46617120857,4616.46531372,4616.46531372,4616.46531372,617.136084979,0.0,505.966727229,617.124,7191.22540504
255.26,1485,1645.265098,-620.582,1485,617.905,5685.30161486,420.984,1177.91454137,0.970111,161.544,617.909867732,4.57871733543,4222.7063897,4222.7063897,4222.7063897,617.910465994,0.0,464.695811491,617.905,6718.95078197
255.312,1486,1163.33116274,-621.156,1486,618.448,5997.18102373,336.22,2544.56538343,0.970465,161.557,618.45747809,4.34689200286,4777.55645366,4777.55645366,4777.55645366,618.457511731,0.0,466.348849267,618.448,6597.6542922
255.413,1487,2204.28552588,-621.374,1487,618.688,3386.89905433,336.012,143.448145718,0.979392,161.605,618.700096303,4.33004105232,4417.49604285,4417.49604285,4417.49604285,618.701202194,0.0,409.455555669,618.688,6089.70139302
255.53,1488,193.425573784,-621.01,1488,618.268,6120.39929143,391.797,5786.25784633,0.965155,161.697,618.271368421,4.60022867723,4539.90291594,4539.90291594,4539.90291594,618.271422108,0.0,462.892699515,618.268,6477.22377149
255.617,1489,1944.24142174,-620.784,1489,618.019,5411.9093039,481.507,-94.1642575145,0.975813,161.747,618.029991323,4.82245840161,4024.27108221,4024.27108221,4024.27108221,618.029991323,0.0,434.059897047,618.019,6507.87638057
255.727,1490,126.642997972,-620.561,1490,617.849,6366.92218583,476.978,6136.34289791,0.967051,161.788,617.855681388,4.7895050519,4383.5533381,4383.5533381,4383.5533381,617.855715029,0.0,477.325962979,617.849,6596.57716635
255.837,1491,1421.72810645,-621.268,1491,618.516,6082.26301159,426.258,1881.67698874,0.971608,161.85,618.531671634,4.63860894695,4827.38517675,4827.38517675,4827.38517675,618.531940224,0.0,485.832926775,618.516,7099.26288865
256.005,1492,186.562042356,-621.079,1492,618.313,6305.38400184,550.609,5792.65008984,0.971935,161.978,618.324350122,5.05058978143,4653.58096777,4653.58096777,4653.58096777,618.327380143,0.0,476.787198396,618.31,6465.36978119
256.123,1493,164.947272072,-621.005,1493,618.158,6591.51518873,480.45,6237.1244512,0.970358,162.011,618.16772684,4.87644513123,3483.2571491,3483.2571491,3483.2571491,618.168949633,0.0,490.651717996,618.158,6826.82137217
256.187,1494,1524.13233174,-620.915,1494,618.143,6301.5804029,378.542,1771.79510801,0.969599,162.055,618.146241608,4.49439662147,3820.89954579,3820.89954579,3820.89954579,618.14659332,0.0,486.098324637,618.143,7276.5124292
256.323,1495,1741.99631282,-620.191,1495,617.469,4499.41813422,440.288,1385.63661697,0.97889,162.133,617.485423166,4.69177439788,308.380664807,308.380664807,308.380664807,617.485423166,0.0,415.880787362,617.468,6162.85911697
256.432,1496,117.608482786,-619.96,1496,617.31,6350.96414889,369.671,6149.64501757,0.971596,162.208,617.310251698,4.4753883987,4391.69407944,4391.69407944,4391.69407944,617.313182377,0.0,475.205939653,617.31,6537.14763
256.545,1497,491.801875151,-620.33,1497,617.656,6160.81442243,456.876,4714.90721516,0.97215,162.185,617.673461975,4.84375863758,4422.76363734,4422.76363734,4422.76363734,617.673495047,0.0,454.579661144,617.656,6495.65241767
256.601,1498,833.015434262,-620.808,1498,618.016,5257.51275558,435.346,3990.46054347,0.972215,162.307,618.017413797,4.77969987482,4575.77619001,4575.77619001,4575.77619001,618.017448457,0.0,434.607965785,618.015,6130.00780059
256.675,1499,1389.86005059,-620.343,1499,617.655,4146.97405356,459.132,2058.89500712,0.977676,162.319,617.668204142,4.80040800135,4351.34224312,4351.34224312,4351.34224312,617.668690593,0.0,394.197401711,617.655,5455.60168539
256.771,1500,194.516528379,-621.276,1500,618.518,6402.34074899,440.924,5907.01217274,0.965661,162.338,618.518375846,4.74804778882,4004.42534482,4004.42534482,4004.42534482,618.518501107,0.0,477.806791463,618.518,6587.89960514
256.827,1501,1598.84993841,-621.144,1501,618.364,4779.56526327,380.114,235.239218772,0.978434,162.351,618.381329537,4.52905671826,4002.39437582,4002.39437582,4002.39437582,618.381714579,0.0,392.038182216,618.364,5743.70389825
256.875,1502,1879.68192207,-620.794,1502,618.129,5338.43027817,413.843,463.437247014,0.97369,162.456,618.137387553,4.66954012626,4203.8622699,4203.8622699,4203.8622699,618.137428463,0.0,436.040268417,618.129,6763.8054274
256.973,1503,2137.90686437,-621.751,1503,619.15,4207.61327867,362.296,-540.693490685,0.97674,162.451,619.158361757,4.51983778492,4021.17541794,4021.17541794,4021.17541794,619.158441457,0.0,327.019973282,619.148,5866.40551526
257.021,1504,818.78526176,-621.523,1504,618.979,6151.70785959,336.854,3747.05340255,0.970119,162.474,618.984989635,4.27855125645,3877.3646712,3877.3646712,3877.3646712,618.986493103,0.0,479.380437149,618.979,6824.77504813
257.109,1505,107.695444373,-621.552,1505,618.874,5818.00217554,299.438,5623.21765742,0.969844,162.535,618.878930303,4.31945550707,4351.63136141,4351.63136141,4351.63136141,618.882606983,0.0,438.490975725,618.874,6008.45994393
257.215,1506,2191.7963615,-621.938,1506,619.449,3483.52282766,426.6,519.041232429,0.981103,162.553,619.461862656,4.76071671393,4205.00233566,4205.00233566,4205.00233566,619.463416289,0.0,380.1898476,619.445,5800.67958593
257.344,1507,428.804488211,-622.133,1507,619.359,5716.7251588,449.148,4512.59861228,0.97247,162.575,619.364814841,4.79639921378,3148.98109142,3148.98109142,3148.98109142,619.368255853,0.0,429.701831649,619.359,6123.69143598
257.379,1508,1382.22433929,-621.873,1508,619.105,5184.65193566,388.221,2318.13644849,0.973062,162.664,619.098131109,4.51262351448,4031.59752835,4031.59752835,4031.59752835,619.098178116,0.0,453.03988401,619.105,6126.84353236
257.456,1509,166.768579431,-621.591,1509,618.973,5749.50113464,351.052,5377.22107015,0.969292,162.683,618.98864767,4.40826973544,4305.33075997,4305.33075997,4305.33075997,618.993897309,0.0,433.145603322,618.967,6009.97074107
257.536,1510,243.557111291,-622.287,1510,619.563,5845.93661612,430.241,5268.91544236,0.971011,162.824,619.568802604,4.73602955311,3769.93207688,3769.93207688,3769.93207688,619.56880605,0.0,437.225481311,619.563,6203.13419793
257.56,1511,210.760025309,-621.55,1511,618.791,6225.26297995,313.829,5766.34353176,0.970877,162.843,618.804710081,4.33430265969,4030.29834246,4030.29834246,4030.29834246,618.804731061,0.0,451.948661738,618.791,6420.80898004
257.677,1512,1133.2147098,-621.928,1512,619.322,5429.04562504,348.964,2105.7939059,0.972618,162.971,619.32848663,4.43325937354,3528.80205294,3528.80205294,3528.80205294,619.328496433,0.0,425.952171525,619.322,6114.04126815
257.719,1513,95.3406957802,-621.936,1513,619.223,6170.80882733,380.048,5962.96093171,0.971538,163.017,619.233217292,4.53916461057,4055.05200194,4055.05200194,4055.05200194,619.233217292,0.0,473.735710707,619.222,6342.21967295
257.836,1514,1665.71839915,-621.139,1514,618.445,5827.40361706,426.304,2077.6075862,0.964551,163.104,618.454920123,4.59732964518,3965.60891988,3965.60891988,3965.60891988,618.4549258,0.0,485.428939263,618.445,6888.95096764
257.935,1515,296.00855459,-622.35,1515,619.679,4764.27142314,392.04,4271.59896693,0.976295,163.224,619.677989844,4.51396146999,4057.623725,4057.623725,4057.623725,619.680203077,0.0,340.028814379,619.678,5199.54411728
258.106,1516,544.660240807,-621.458,1516,618.817,6215.8915281,511.628,4713.33114833,0.971584,163.246,618.827061622,4.92229024019,4156.81866599,4156.81866599,4156.81866599,618.827254778,0.0,473.008050089,618.817,6736.52755558
258.197,1517,1393.39497508,-621.888,1517,619.068,5345.49148588,537.735,2590.24742688,0.97291,163.296,619.089590193,5.03615378734,4646.51816878,4646.51816878,4646.51816878,619.089676637,0.0,433.358575387,619.068,6531.66262256
258.366,1518,1924.55531836,-622.539,1518,619.732,5914.63002701,468.828,159.558803695,0.972865,163.311,619.746521535,4.68399833545,4294.94011601,4294.94011601,4294.94011601,619.746525918,0.0,484.418121008,619.732,6750.76529069
