AveragePolicySurr,QFunRegParamNorm,AverageQLoss,AverageAbsY,PolicyRegParamNorm,AverageY,Epoch,MaxEsReturn,AverageAction,StdEsReturn,AverageAbsQ,AverageDiscountedReturn,AverageAbsQYDiff,MinReturn,MinEsReturn,StdReturn,AverageQ,AverageReturn,MaxReturn,AverageEsReturn,Iteration
-429.895,203.045,206.392,427.512936899,145.443,427.512825673,1403,1039.08461889,0.895176,0.0,427.508,401.377918499,3.58090843113,4739.43918525,1039.08461889,112.264886857,427.508,4921.52702126,5069.71718957,1039.08461889,1403
-428.957,203.128,159.54,426.518655898,145.424,426.518461908,1404,2756.9274218,0.905773,0.0,426.509,404.766356958,3.36619546569,2821.94821067,2756.9274218,664.542523399,426.509,4679.38333402,5132.31790537,2756.9274218,1404
-428.958,203.204,204.725,426.600285183,145.428,426.60016514,1405,2732.07260454,0.907536,0.0,426.597,403.710037915,3.59183791532,1698.31602618,2732.07260454,1010.33075697,426.597,4650.34141848,5228.52038766,2732.07260454,1405
-428.702,203.278,207.76,426.378798135,145.461,426.378662294,1406,2937.06660558,0.917211,0.0,426.378,389.712073431,3.57108644311,185.984029085,2937.06660558,1511.9662703,426.378,4522.49253697,5398.92489294,2937.06660558,1406
-429.241,203.33,205.086,426.880750441,145.533,426.880720175,1407,2645.72068339,0.918881,0.0,426.871,388.044248745,3.51388967365,559.329259358,2645.72068339,1671.99708912,426.871,3683.65893705,5122.90344583,2645.72068339,1407
-428.555,203.391,202.0,426.171385547,145.622,426.171222977,1408,1098.39103091,0.922613,0.0,426.164,401.575964621,3.53413040843,394.380641219,1098.39103091,1761.45586089,426.164,3308.42768785,5241.27885673,1098.39103091,1408
-428.927,203.476,167.398,426.573787392,145.596,426.573684951,1409,2944.22541059,0.921799,0.0,426.569,386.043440659,3.42257500625,1134.33485498,2944.22541059,1278.73347191,426.569,3352.20986397,5286.50243057,2944.22541059,1409
-429.372,203.512,155.39,427.020612484,145.65,427.020519247,1410,2090.96116774,0.910931,0.0,427.011,391.158677694,3.44039179082,2526.48297101,2090.96116774,916.582104318,427.011,4516.36912438,5160.64070883,2090.96116774,1410
-428.669,203.572,192.534,426.360925077,145.717,426.360816458,1411,1734.37516241,0.901547,0.0,426.36,400.791262664,3.55868337928,618.331672734,1734.37516241,1284.58910466,426.36,4462.43218328,5014.97295818,1734.37516241,1411
-429.343,203.613,212.06,426.900498357,145.75,426.900402292,1412,2791.77606277,0.911542,0.0,426.909,389.328634002,3.59113885257,4310.72685726,2791.77606277,249.622624381,426.909,4855.23372561,5271.09734557,2791.77606277,1412
-428.903,203.715,240.449,426.556971009,145.753,426.556842131,1413,2697.98306372,0.902397,0.0,426.54,387.284651976,3.75682927955,3881.1702026,2697.98306372,327.848688198,426.54,4725.09103185,5048.54354886,2697.98306372,1413
-428.813,203.764,183.479,426.44731282,145.726,426.447235914,1414,2897.82440648,0.909098,0.0,426.444,401.371834176,3.48071577656,1340.53945417,2897.82440648,1080.04405134,426.444,4508.4914334,5152.75956697,2897.82440648,1414
-428.849,203.857,200.108,426.384604473,145.74,426.384481991,1415,2914.57122103,0.909059,0.0,426.374,400.596039711,3.56998114609,1430.69186054,2914.57122103,1129.37497422,426.374,4599.65549928,5268.626821,2914.57122103,1415
-428.841,203.919,188.02,426.388476451,145.756,426.388380112,1416,1073.90631252,0.910743,0.0,426.386,410.905564351,3.50855801742,623.32163297,1073.90631252,1682.15821059,426.386,4178.01986064,5177.8996081,1073.90631252,1416
-429.209,204.014,215.951,426.819719654,145.76,426.819654133,1417,2899.51223207,0.92454,0.0,426.815,397.515327989,3.60189294647,640.431443765,2899.51223207,1705.81404187,426.815,3996.24707939,5255.25397722,2899.51223207,1417
-429.251,204.088,169.943,426.867235789,145.877,426.867107303,1418,2615.62893138,0.932802,0.0,426.862,356.506353794,3.41180323525,-54.0532715286,2615.62893138,1642.09236645,426.862,3691.21560095,5122.41225195,2615.62893138,1418
-428.903,204.154,156.466,426.483468157,146.016,426.48335996,1419,2864.63856519,0.90648,0.0,426.479,407.677506782,3.3744863724,2145.22117079,2864.63856519,897.224892777,426.479,4780.31948435,5369.51967909,2864.63856519,1419
-429.087,204.224,216.15,426.706480813,146.04,426.706402987,1420,3033.44594783,0.90744,0.0,426.699,403.095813321,3.60972824612,3889.66051936,3033.44594783,390.133467506,426.699,5001.1563723,5228.58302058,3033.44594783,1420
-429.375,204.318,159.568,427.02756096,146.085,427.027429906,1421,2942.36911928,0.909021,0.0,427.026,392.061072319,3.37291920073,3214.99899194,2942.36911928,654.945976027,427.026,4537.18992247,5087.88755141,2942.36911928,1421
-429.24,204.359,187.467,426.804379528,146.168,426.804292656,1422,2250.52079165,0.906421,0.0,426.798,379.617864782,3.44043173044,1648.53477326,2250.52079165,955.305824276,426.798,4499.78015253,4961.93739166,2250.52079165,1422
-429.457,204.464,198.383,427.059825385,146.2,427.0597472,1423,2831.21115615,0.928111,0.0,427.066,388.873337726,3.50918509209,1693.41250462,2831.21115615,1379.16780585,427.066,3680.63873249,5112.17517465,2831.21115615,1423
-429.815,204.508,195.592,427.42132994,146.259,427.421282165,1424,2961.17156741,0.907427,0.0,427.407,396.930247723,3.52354679466,2343.84484466,2961.17156741,958.998725918,427.407,4221.34233962,5092.30599006,2961.17156741,1424
-429.607,204.588,189.628,427.220173939,146.276,427.220020569,1425,886.609000188,0.897009,0.0,427.218,408.802978701,3.45685241153,3888.18189133,886.609000188,391.329646264,427.218,5019.04629242,5293.36919343,886.609000188,1425
-429.36,204.651,174.563,426.974398866,146.388,426.974323209,1426,2807.56118978,0.907647,0.0,426.969,397.770929812,3.43965567382,4868.25094307,2807.56118978,80.3889382293,426.969,5026.81909207,5188.39196497,2807.56118978,1426
-429.604,204.744,183.455,427.225858516,146.45,427.225738963,1427,2706.64026087,0.907299,0.0,427.221,403.104433018,3.49739892755,1661.58507333,2706.64026087,1017.85287942,427.221,4397.23004848,5064.33158451,2706.64026087,1427
-429.792,204.792,170.504,427.409855718,146.506,427.409697218,1428,2955.13322477,0.907767,0.0,427.4,391.368602131,3.40047289796,2282.31824493,2955.13322477,806.380422968,427.4,4660.93900788,5134.06469016,2955.13322477,1428
-429.743,204.893,213.509,427.331529845,146.509,427.331444426,1429,2755.54942506,0.915663,0.0,427.323,382.327190111,3.55909389601,1951.56229422,2755.54942506,851.236673962,427.323,4397.90083451,5004.87199951,2755.54942506,1429
-430.215,204.959,211.058,427.807762443,146.601,427.807700134,1430,3027.45356472,0.903093,0.0,427.808,395.502885636,3.57144485746,4562.01027756,3027.45356472,134.541746681,427.808,4794.79172525,4989.87170426,3027.45356472,1430
-429.349,205.047,159.863,426.916452439,146.624,426.916309635,1431,3101.14123078,0.899518,0.0,426.911,377.861760958,3.37495820812,4588.53931796,3101.14123078,120.453895102,426.911,4794.69192736,5021.45260125,3101.14123078,1431
-430.19,205.091,162.589,427.757041742,146.789,427.756992448,1432,1207.78922552,0.89389,0.0,427.748,387.355980791,3.39908222091,4757.81927807,1207.78922552,145.676860425,427.748,4928.77097545,5163.006594,1207.78922552,1432
-430.136,205.17,189.201,427.71172579,146.915,427.711609599,1433,2970.72435814,0.891355,0.0,427.706,389.222407053,3.50808480713,4593.86597601,2970.72435814,141.992550298,427.706,4783.34509189,5054.12032237,2970.72435814,1433
-430.048,205.243,201.121,427.645588954,146.961,427.645508326,1434,2633.06170552,0.911111,0.0,427.641,413.597988642,3.53593223713,963.5415941,2633.06170552,1467.31546433,427.641,3928.87123276,5331.22999561,2633.06170552,1434
-429.412,205.28,175.359,427.095052212,146.998,427.094893315,1435,2899.03849759,0.91524,0.0,427.095,403.588056264,3.46300351044,1004.0044274,2899.03849759,1504.73998541,427.095,4055.60656551,5326.78256892,2899.03849759,1435
-430.552,205.332,210.784,428.201801665,147.002,428.20162693,1436,2832.13871731,0.913336,0.0,428.188,371.828729889,3.53901844023,345.012290449,2832.13871731,2031.51146116,428.188,3433.40993576,5234.82080163,2832.13871731,1436
-429.223,205.403,198.308,426.868397709,147.071,426.868272735,1437,399.052349564,0.95277,0.0,426.862,348.838116294,3.50596237652,33.9194881219,399.052349564,1588.36423773,426.862,2496.34082585,5179.98171519,399.052349564,1437
-429.881,205.448,171.143,427.629960753,147.124,427.629774864,1438,2876.75471378,0.95074,0.0,427.628,325.542988486,3.41034294424,16.2378220363,2876.75471378,1806.80508527,427.627,2524.91313948,4946.71710814,2876.75471378,1438
-429.834,205.531,225.382,427.651273773,147.13,427.651152684,1439,2061.79691466,0.95188,0.0,427.652,348.598071621,3.62157773599,96.7876148079,2061.79691466,1676.14634611,427.652,2680.929675,5168.86427971,2061.79691466,1439
-429.506,205.604,218.264,427.335827242,147.148,427.33567205,1440,884.086440072,0.958037,0.0,427.333,355.864531863,3.65769405383,116.374230383,884.086440072,1014.8321697,427.333,1740.75767998,3437.39465717,884.086440072,1440
-429.026,205.678,206.806,426.824685084,147.279,426.824585619,1441,727.918613149,0.948049,0.0,426.816,345.493621436,3.62858550945,588.537916373,727.918613149,1739.95289952,426.816,2674.42926196,4766.11260607,727.918613149,1441
-427.55,205.79,196.416,425.28329617,147.385,425.283129013,1442,305.348810189,0.91571,0.0,425.278,371.712831983,3.65262633898,-126.453253392,305.348810189,1514.8294024,425.278,4397.23790238,5235.78561298,305.348810189,1442
-427.841,205.83,216.345,425.470446121,147.388,425.470344033,1443,2591.63809717,0.908895,0.0,425.468,415.473860443,3.68018900227,3873.8714975,2591.63809717,418.018561055,425.468,5068.1159603,5399.63695768,2591.63809717,1443
-428.722,205.896,190.975,426.368574871,147.489,426.368465357,1444,2789.45084412,0.936813,0.0,426.363,373.12678961,3.55743896125,518.079171773,2789.45084412,1739.28857698,426.363,2985.7937534,5304.95429836,2789.45084412,1444
-428.985,205.989,196.718,426.70295568,147.543,426.702844082,1445,2826.6476007,0.926723,0.0,426.695,347.36984669,3.61407350359,241.411552702,2826.6476007,1746.80511061,426.695,3474.48400406,5053.39744395,2826.6476007,1445
-429.206,206.025,229.575,426.877606822,147.526,426.877489073,1446,3029.69663698,0.891183,0.0,426.878,393.173680861,3.7282363137,4421.26196574,3029.69663698,174.254621282,426.878,4892.3567294,5080.25711177,3029.69663698,1446
-428.369,206.102,154.137,426.094883098,147.635,426.094609816,1447,3198.08160206,0.894446,0.0,426.086,406.697017079,3.4018072766,4895.39335276,3198.08160206,123.170521352,426.086,5073.74575443,5296.45204695,3198.08160206,1447
-429.291,206.181,194.43,426.91064667,147.624,426.910506809,1448,3141.23047138,0.909393,0.0,426.914,416.08112183,3.60762625008,4960.62639462,3141.23047138,112.34606878,426.914,5109.31736308,5330.24242747,3141.23047138,1448
-429.428,206.259,201.11,427.079206299,147.711,427.079063873,1449,3092.36266616,0.896054,0.0,427.072,399.05225408,3.63696035024,4640.36457575,3092.36266616,194.788718088,427.072,5001.48633944,5344.65585837,3092.36266616,1449
-428.854,206.349,203.435,426.536280625,147.836,426.53612209,1450,2851.15808319,0.909001,0.0,426.527,404.389645377,3.61905759845,684.236845454,2851.15808319,1340.80761258,426.527,4576.5862811,5343.7350589,2851.15808319,1450
-428.842,206.446,173.554,426.443233713,147.87,426.443041947,1451,948.057296708,0.902867,0.0,426.441,399.574222802,3.49344602792,4724.71178318,948.057296708,110.252689386,426.441,4973.96098694,5141.30879551,948.057296708,1451
-428.832,206.523,187.924,426.526358224,147.898,426.526298663,1452,2982.0590714,0.91402,0.0,426.524,381.47755539,3.49900802495,1024.20812193,2982.0590714,1178.23769315,426.524,4172.92992426,4922.576071,2982.0590714,1452
-429.053,206.646,189.821,426.69343458,147.895,426.693200151,1453,2935.60285541,0.903924,0.0,426.692,386.805014553,3.52114981046,3405.39882305,2935.60285541,448.850487692,426.692,4676.44584958,5071.83689553,2935.60285541,1453
-428.244,206.7,242.594,425.863579944,147.928,425.863501714,1454,2901.3855137,0.907586,0.0,425.852,402.453545002,3.64225303448,1633.40896699,2901.3855137,1067.7136444,425.852,4741.02257901,5511.00575018,2901.3855137,1454
-429.195,206.743,173.018,426.877989779,147.96,426.877804447,1455,2556.69133625,0.899922,0.0,426.874,406.210481335,3.41680517172,4837.45598307,2556.69133625,137.131472132,426.874,5011.60450342,5254.69851262,2556.69133625,1455
-429.029,206.812,196.619,426.699666208,148.064,426.699597683,1456,2802.90076101,0.895826,0.0,426.693,401.243380216,3.47390942755,4906.24114462,2802.90076101,186.971313766,426.693,5190.95307124,5604.96696587,2802.90076101,1456
-428.932,206.886,216.654,426.62640007,148.178,426.626244137,1457,3051.54169462,0.902192,0.0,426.628,391.035753504,3.60160579293,2716.83399715,3051.54169462,732.112796563,426.628,4886.8710653,5433.61308153,3051.54169462,1457
-428.977,206.955,176.949,426.68744197,148.198,426.687264282,1458,2730.13345793,0.90739,0.0,426.676,386.446688778,3.47322290543,4791.84371443,2730.13345793,100.915412149,426.676,5013.07232448,5117.51846715,2730.13345793,1458
-429.562,207.01,194.48,427.222390979,148.172,427.22227839,1459,3065.39380714,0.903804,0.0,427.221,409.902911257,3.49656068472,4845.60221792,3065.39380714,138.315358665,427.221,5018.9476354,5284.68420449,3065.39380714,1459
-429.23,207.065,196.303,426.931454137,148.136,426.931299702,1460,3034.61582024,0.914406,0.0,426.924,393.110868607,3.50446804714,1136.65350302,3034.61582024,1182.75109267,426.924,4663.97256772,5225.04705047,3034.61582024,1460
-429.156,207.149,178.843,426.782141885,148.2,426.782050094,1461,3014.09487462,0.904218,0.0,426.778,415.510914453,3.43448660225,3356.3240994,3014.09487462,570.366165866,426.778,4995.96741144,5352.68962878,3014.09487462,1461
-429.211,207.218,200.004,426.839337496,148.301,426.839204904,1462,3030.28288822,0.908348,0.0,426.828,413.255231711,3.51615184918,4841.78684066,3030.28288822,133.284553327,426.828,5063.16767565,5315.80634709,3030.28288822,1462
-429.291,207.316,197.998,426.827636733,148.254,426.827551189,1463,1639.81664269,0.908146,0.0,426.83,415.028854503,3.50598921815,5107.77611942,1639.81664269,89.9978950208,426.83,5260.73131922,5455.24588021,1639.81664269,1463
-429.355,207.4,189.235,426.990624957,148.368,426.990537063,1464,3004.36089332,0.915967,0.0,426.982,386.941411895,3.46564455774,773.781389336,3004.36089332,1671.38952013,426.982,3995.45616157,5314.89155969,3004.36089332,1464
-428.643,207.494,187.715,426.329410795,148.36,426.329364247,1465,3200.95470029,0.89936,0.0,426.323,404.48982383,3.46768492843,861.883777091,3200.95470029,1337.51195998,426.323,4746.69405854,5487.04337688,3200.95470029,1465
-429.54,207.573,180.785,427.209854079,148.409,427.209749958,1466,2756.10606339,0.89507,0.0,427.203,427.905730113,3.4549666738,5117.88772816,2756.10606339,137.048458352,427.203,5379.92694829,5650.92721275,2756.10606339,1466
-429.431,207.649,187.261,427.084859944,148.533,427.084751767,1467,2223.5760383,0.911409,0.0,427.082,398.820523549,3.48159385857,988.485351032,2223.5760383,1297.25191707,427.082,4496.69545527,5349.16849617,2223.5760383,1467
-429.773,207.686,186.451,427.399728099,148.699,427.399641938,1468,2698.54242313,0.913569,0.0,427.397,393.764342307,3.46629260037,667.392479462,2698.54242313,1535.28691585,427.397,4021.3329881,5186.11377,2698.54242313,1468
-430.177,207.768,180.293,427.777636228,148.678,427.777481892,1469,2907.14088854,0.921055,0.0,427.773,386.340517114,3.43138842489,159.236905117,2907.14088854,1695.97344093,427.773,3835.53256837,5340.45940378,2907.14088854,1469
-430.298,207.816,181.25,427.967061314,148.667,427.966975986,1470,2565.25114518,0.916852,0.0,427.961,392.723525435,3.4636628344,3448.48717524,2565.25114518,516.630450785,427.961,4868.51863306,5344.66875988,2565.25114518,1470
-430.368,207.849,193.222,428.106886729,148.733,428.106650297,1471,2176.80054255,0.929224,0.0,428.102,384.435175152,3.47685216561,483.494893849,2176.80054255,1593.59983736,428.102,3657.08024011,5021.30145077,2176.80054255,1471
-429.653,207.888,175.066,427.442241273,148.689,427.442049381,1472,2546.77802562,0.896842,0.0,427.438,405.9818155,3.42440983656,4872.89080388,2546.77802562,145.566848964,427.438,5102.6627105,5339.09141422,2546.77802562,1472
-430.044,207.952,167.602,427.753490984,148.737,427.753378165,1473,2206.88669194,0.901666,0.0,427.746,404.774066597,3.36873859421,1435.37265889,2206.88669194,1143.44133143,427.746,4805.01788556,5571.47751607,2206.88669194,1473
-429.511,208.021,219.295,427.236279038,148.871,427.236105703,1474,3126.29933093,0.939255,0.0,427.233,381.314659611,3.54244427983,246.57664831,3126.29933093,1939.65814736,427.233,2917.61709027,5222.17518507,3126.29933093,1474
-429.366,208.124,211.879,427.100662358,148.913,427.100465957,1475,2813.41686022,0.907115,0.0,427.095,397.952494134,3.50606471544,1609.45463997,2813.41686022,1045.86593287,427.095,4703.5999875,5485.54631641,2813.41686022,1475
-429.854,208.167,182.24,427.565752307,148.889,427.565654193,1476,2551.19527826,0.920534,0.0,427.563,376.8727027,3.43110922938,1321.81022334,2551.19527826,1624.84045468,427.563,3915.90000155,5292.59783263,2551.19527826,1476
-428.91,208.252,206.817,426.599175231,148.962,426.599057841,1477,2210.54817359,0.916968,0.0,426.596,337.133553598,3.51133562038,455.353134291,2210.54817359,1282.92115135,426.596,4272.55600176,4986.61350691,2210.54817359,1477
-429.377,208.318,204.871,427.007077837,149.067,427.006965004,1478,2950.64719347,0.899893,0.0,427.003,414.430134168,3.50017848877,1288.05363448,2950.64719347,1168.84031013,427.003,4784.56485651,5302.71155911,2950.64719347,1478
-430.006,208.414,196.495,427.707185111,149.174,427.707074077,1479,3138.46844542,0.909174,0.0,427.696,417.997848423,3.43391802962,1543.74703583,3138.46844542,1168.33809216,427.696,4740.93642832,5539.76382029,3138.46844542,1479
-429.484,208.467,219.673,427.167623643,149.261,427.167527843,1480,2813.24973501,0.926665,0.0,427.166,389.882552412,3.51455728192,977.802695302,2813.24973501,1416.43397386,427.166,4007.17229796,5231.73602015,2813.24973501,1480
-430.198,208.528,184.26,427.985165273,149.265,427.985073344,1481,3208.68036822,0.915069,0.0,427.984,385.872142925,3.43656794013,-70.3440477843,3208.68036822,2077.15970663,427.984,3564.2246964,5495.5882027,3208.68036822,1481
-428.789,208.616,199.443,426.589918776,149.283,426.589784827,1482,2869.90318973,0.90377,0.0,426.575,406.849102878,3.50583315827,1045.07188398,2869.90318973,1432.2979062,426.575,4500.75390984,5353.04799519,2869.90318973,1482
-430.38,208.679,189.045,428.111267865,149.346,428.111208447,1483,1264.5040631,0.905896,0.0,428.115,402.193642999,3.54156554623,4754.28449988,1264.5040631,192.819774629,428.115,5080.48676982,5412.37783743,1264.5040631,1483
-429.046,208.71,196.085,426.755004362,149.384,426.754972195,1484,2923.12815294,0.911657,0.0,426.746,383.795068019,3.52173159329,432.530382513,2923.12815294,1348.81775254,426.746,4337.15884796,5220.6006149,2923.12815294,1484
-429.321,208.775,178.719,426.958898882,149.455,426.95882622,1485,503.352060842,0.898335,0.0,426.961,423.047425044,3.42599374979,4986.8960136,503.352060842,135.586728321,426.961,5221.55627624,5403.10317374,503.352060842,1485
-430.097,208.835,175.33,427.738472498,149.498,427.738419442,1486,2985.77211564,0.939827,0.0,427.729,392.366794493,3.44332605978,210.549573182,2985.77211564,1835.55628167,427.729,3193.37613589,5232.93606314,2985.77211564,1486
-428.868,208.942,209.971,426.501016557,149.481,426.500863889,1487,2884.52485547,0.929687,0.0,426.505,376.524618003,3.56553915841,898.544632391,2884.52485547,1529.48040046,426.505,3819.87343063,5135.06419985,2884.52485547,1487
-429.774,209.025,206.572,427.44352595,149.568,427.443357618,1488,2963.04718675,0.908019,0.0,427.432,394.635665501,3.50388513487,4925.78828866,2963.04718675,107.72896122,427.432,5065.46407977,5320.43684608,2963.04718675,1488
-430.24,209.109,203.214,427.891118452,149.591,427.891002663,1489,2756.37127803,0.917531,0.0,427.889,391.958477554,3.5177987679,696.312747517,2756.37127803,1288.49806078,427.889,4438.36864867,5337.21555467,2756.37127803,1489
-430.115,209.129,183.464,427.845869708,149.562,427.845747276,1490,2917.66860184,0.912875,0.0,427.834,359.543986354,3.46271067689,4450.75441602,2917.66860184,82.5617576884,427.834,4615.21218658,4746.65155386,2917.66860184,1490
-430.076,209.191,194.698,427.768003168,149.606,427.767908763,1491,2782.28556117,0.906729,0.0,427.769,380.445835256,3.51919454972,4686.81135655,2782.28556117,63.9736246096,427.769,4796.72213518,4912.12298209,2782.28556117,1491
-430.259,209.302,204.094,427.952462777,149.69,427.95239277,1492,2509.52770638,0.926848,0.0,427.961,377.943478275,3.48578865011,913.100533175,2509.52770638,1679.22087409,427.961,3590.19193266,5044.45450159,2509.52770638,1492
-429.799,209.401,204.518,427.607720107,149.731,427.607670304,1493,2543.16119819,0.938903,0.0,427.591,360.59630949,3.51599951537,288.854782864,2543.16119819,1760.502263,427.591,2901.23381681,4785.94763671,2543.16119819,1493
-429.878,209.443,198.613,427.684526849,149.721,427.684488596,1494,2691.83037154,0.906203,0.0,427.681,371.520854968,3.52744949013,630.947286327,2691.83037154,1727.33768325,427.681,4082.53459611,5292.79017397,2691.83037154,1494
-429.485,209.497,203.765,427.246353571,149.754,427.246217557,1495,1511.81168075,0.906674,0.0,427.237,416.257556357,3.51825410819,2834.97212184,1511.81168075,708.677605853,427.237,4930.41536337,5364.40680452,1511.81168075,1495
-429.027,209.548,221.49,426.6957835,149.8,426.695638771,1496,2950.60364193,0.900543,0.0,426.692,396.753198608,3.61518653068,4703.84394736,2950.60364193,158.868141646,426.692,5006.79105213,5297.40955381,2950.60364193,1496
-429.893,209.618,208.808,427.585869843,149.837,427.58576989,1497,3253.48771854,0.90881,0.0,427.583,395.095025427,3.59288272335,4607.91937277,3253.48771854,139.115756574,427.583,4854.53164371,5081.99927945,3253.48771854,1497
-429.983,209.663,191.521,427.704450246,149.882,427.704372924,1498,1150.47065069,0.910308,0.0,427.698,353.11171038,3.51542011487,2585.41396762,1150.47065069,630.346411634,427.698,4458.4137147,4809.81091872,1150.47065069,1498
-428.9,209.729,192.465,426.724473013,149.938,426.724380057,1499,2601.61823618,0.923125,0.0,426.719,362.284242176,3.54402841962,-21.1888334458,2601.61823618,1448.6530166,426.719,4051.79670695,4901.5085364,2601.61823618,1499
-429.488,209.814,168.978,427.250088627,150.104,427.250013078,1500,2687.89707251,0.919096,0.0,427.251,393.332269239,3.42443544926,796.747482519,2687.89707251,1261.89998706,427.251,4513.35613132,5191.74715139,2687.89707251,1500
-429.276,209.893,168.531,426.992286243,150.23,426.992034171,1501,1570.61742014,0.92861,0.0,426.987,376.016156389,3.38459348406,-75.5851202301,1570.61742014,1954.10902928,426.987,3736.23074038,5195.57934949,1570.61742014,1501
-429.754,209.965,206.55,427.431362958,150.383,427.431204209,1502,1737.16199849,0.918576,0.0,427.428,384.115371626,3.55835464163,4584.25071185,1737.16199849,150.789625859,427.428,4768.89126806,5093.67036946,1737.16199849,1502
-429.163,210.022,172.143,426.797646,150.388,426.797545932,1503,3118.7979129,0.911457,0.0,426.793,380.585296175,3.38920133247,-11.073434995,3118.7979129,1489.07459033,426.793,4448.17642206,5105.00116635,3118.7979129,1503
-428.834,210.123,194.968,426.449172366,150.423,426.449141294,1504,2591.16950206,0.923957,0.0,426.446,393.15874026,3.48184814476,2491.47915856,2591.16950206,718.073396338,426.446,4595.89714298,5036.24578988,2591.16950206,1504
-429.862,210.207,198.082,427.457218276,150.435,427.457102817,1505,2465.53389395,0.916672,0.0,427.452,404.681194854,3.4881426514,4091.0903389,2465.53389395,281.288225321,427.452,4912.05738963,5106.74600249,2465.53389395,1505
-428.825,210.264,204.926,426.44379695,150.462,426.443691376,1506,2446.24658988,0.925615,0.0,426.437,406.070213423,3.5366446685,2908.83240468,2446.24658988,664.387699432,426.437,4803.69796143,5322.89509163,2446.24658988,1506
-430.285,210.343,170.349,427.962997917,150.523,427.962880117,1507,3054.60981954,0.91224,0.0,427.959,395.979664234,3.38599201064,1908.17205835,3054.60981954,938.596868793,427.959,4717.24676859,5129.85806893,3054.60981954,1507
-429.711,210.407,180.511,427.408275913,150.578,427.408211476,1508,2645.66057103,0.910468,0.0,427.404,395.631785601,3.43839607716,4642.19268816,2645.66057103,100.002398953,427.404,4875.75580375,5015.24963807,2645.66057103,1508
-429.805,210.445,194.831,427.486252743,150.621,427.486164013,1509,2572.05891153,0.918311,0.0,427.478,364.885769529,3.46091882925,-100.213672541,2572.05891153,1925.63096519,427.478,3849.42267294,5133.92349123,2572.05891153,1509
-429.122,210.549,169.043,426.783006895,150.754,426.782744507,1510,3188.0844586,0.916373,0.0,426.779,390.424961164,3.38495073217,1990.2217571,3188.0844586,1080.43802686,426.779,4286.64323044,5074.64679182,3188.0844586,1510
-429.313,210.577,156.652,427.014413447,150.757,427.014302974,1511,2806.65893015,0.926131,0.0,427.016,394.082897018,3.3364750501,1814.19221358,2806.65893015,926.867026524,427.016,4559.20843577,5125.67378076,2806.65893015,1511
-430.214,210.627,198.175,427.996851149,150.839,427.996760134,1512,3254.31557194,0.910001,0.0,427.995,407.087761517,3.46708588914,3360.74315019,3254.31557194,493.34760837,427.995,4812.64295685,5174.61078481,3254.31557194,1512
-430.08,210.71,217.064,427.793104013,150.864,427.792979244,1513,3058.1019017,0.906992,0.0,427.776,403.718777598,3.50898409524,3308.21120571,3058.1019017,553.14442768,427.776,4737.99710975,5166.47247398,3058.1019017,1513
-429.736,210.768,189.49,427.435033676,150.978,427.434925709,1514,2884.94801635,0.934327,0.0,427.439,355.420386341,3.40970962296,-343.330445415,2884.94801635,2179.09230639,427.439,3587.32926869,5231.23625302,2884.94801635,1514
-429.872,210.827,216.122,427.598273935,151.011,427.598136845,1515,2811.87322749,0.919664,0.0,427.597,390.218885947,3.50583814978,2728.61212795,2811.87322749,689.231988991,427.597,4536.53113749,5203.90942662,2811.87322749,1515
-430.045,210.896,206.377,427.748033157,151.024,427.747895544,1516,3301.81900088,0.918351,0.0,427.737,371.083533195,3.48656244878,2065.00054866,3301.81900088,770.433614883,427.737,4359.27793905,4781.92614724,3301.81900088,1516
-430.635,210.978,204.806,428.282563786,151.106,428.282478803,1517,2962.19157788,0.925215,0.0,428.279,381.805470937,3.47921454828,761.215281127,2962.19157788,1271.29418476,428.279,4002.29314934,4949.7909956,2962.19157788,1517
-430.29,211.082,194.167,428.058053702,151.181,428.057938159,1518,2902.74001072,0.925515,0.0,428.055,335.926366615,3.4795262813,-233.659087076,2902.74001072,1375.46113268,428.055,3841.72575324,4472.21392005,2902.74001072,1518
-429.642,211.123,172.177,427.306352241,151.19,427.306235732,1519,2882.43759349,0.909856,0.0,427.303,383.675127804,3.38011640941,1836.74904632,2882.43759349,917.580564586,427.303,4571.33654795,5024.95063557,2882.43759349,1519
-431.073,211.201,173.68,428.720088472,151.234,428.720006045,1520,2482.35536692,0.916835,0.0,428.714,382.738720411,3.41012422585,1064.21632359,2482.35536692,1216.24890727,428.714,4299.31232093,5128.19558419,2482.35536692,1520
-431.326,211.273,181.428,429.075268405,151.273,429.075130877,1521,3044.49024674,0.905,0.0,429.075,405.03987902,3.38997163901,4308.42531355,3044.49024674,274.506044883,429.075,5013.53203888,5319.71652863,3044.49024674,1521
-430.066,211.34,184.943,427.822901987,151.352,427.822742967,1522,2946.98113684,0.932994,0.0,427.814,378.246726738,3.44396481906,1365.56098836,2946.98113684,1439.05057227,427.814,3553.71284574,4879.83080223,2946.98113684,1522
-430.24,211.4,215.327,427.944380847,151.346,427.944261557,1523,991.047336622,0.916875,0.0,427.942,406.091421516,3.5742745969,677.839450313,991.047336622,1497.62719091,427.942,4301.13948423,5293.16563175,991.047336622,1523
-430.582,211.489,214.871,428.275870511,151.377,428.275722037,1524,2681.6804802,0.92982,0.0,428.272,382.072726272,3.5485180706,1160.73110777,2681.6804802,1286.28573185,428.272,3843.23170538,4928.46090598,2681.6804802,1524
