MaxEsReturn,AverageAction,StdReturn,Iteration,Epoch,MinReturn,AverageY,QFunRegParamNorm,AverageQ,AveragePolicySurr,AverageAbsQYDiff,AverageEsReturn,PolicyRegParamNorm,MaxReturn,AverageReturn,StdEsReturn,AverageAbsQ,AverageAbsY,MinEsReturn,AverageDiscountedReturn,AverageQLoss
90.2150268458,0.00776971,0.00574571170255,9,9,-0.785638184539,0.0123447473374,18.6723,0.0186505,0.0167626,0.0148894299734,17.946807759,18.6944,-0.770215729538,-0.776193861193,54.6471386319,0.019929,0.0129606767965,-32.5754305277,-0.0776058789189,0.000461979
-0.363245712738,0.000269608,9.21412961071e-05,10,10,-0.0270710857065,0.0184958395133,20.2806,0.0174173,-0.0225962,0.0191275016,-0.363245712738,21.6319,-0.0268183951473,-0.0269338744212,0.0,0.0203342,0.0186158931546,-0.363245712738,-0.0026911835495,0.0570093
-30.1502952653,0.000391538,0.00240875263418,11,11,-0.0451068882261,0.0267534156537,21.1497,0.0264352,-0.0297983,0.0158748183066,-30.3379502811,23.0268,-0.0366795599967,-0.0391146003174,0.187655015838,0.0270594,0.0267564047802,-30.5256052969,-0.00395330647951,0.0461528
91.5536964792,0.002511,0.000912580889239,12,12,-0.25320851379,0.0288251541939,22.0112,0.0286848,-0.0321892,0.00938846138078,45.7735199895,24.8915,-0.249659635221,-0.250848742755,45.7801764897,0.0289009,0.0288274176694,-0.00665650020845,-0.0250783430762,0.0242516
72.787430691,0.0181427,0.00167077061548,13,13,-1.81389073805,0.0334159180042,22.7499,0.0333352,-0.0359502,0.00934456596129,26.7572805353,25.9511,-1.80817038087,-1.81245182098,46.0301501558,0.0333859,0.0334202057174,-19.2728696205,-0.181416375894,0.0168149
90.425219764,0.000702134,2.43045400832e-05,14,14,-0.0701980964261,0.044634865507,24.6748,0.044299,-0.0482935,0.0152510923742,63.6583332285,26.1299,-0.0701219353229,-0.0701432146392,42.6942799457,0.0444168,0.0446403613038,-10.1909835001,-0.00702281649702,0.0283651
86.3114667515,0.000255757,3.46944695195e-18,15,15,-0.0255501197732,0.0443658164878,25.4177,0.0443276,-0.0480483,0.00740254348657,43.1406212859,27.0854,-0.0255501197732,-0.0255501197732,43.1708454655,0.0443397,0.0443711600549,-0.0302241796351,-0.00255745801811,0.00535208
-12.9227042001,5.22819e-06,1.08420217249e-19,16,16,-0.000522282574408,0.0556681619069,26.3638,0.0555891,-0.0591304,0.0102215149416,-12.9227042001,27.2698,-0.000522282574408,-0.000522282574408,0.0,0.0556549,0.0556774455784,-12.9227042001,-5.22782581646e-05,0.00728956
79.669762581,0.0175198,0.000138776016107,17,17,-1.7505941981,0.0526588818331,26.9724,0.0526138,-0.0575608,0.00647025557817,27.3081503334,27.7857,-1.75011460506,-1.75022559402,52.3616122476,0.052715,0.0527050525313,-25.0534619142,-0.175172734581,0.00270289
77.2063430454,0.00131012,2.77555756156e-17,18,18,-0.130880961606,0.0608149713804,27.8563,0.0608193,-0.0646987,0.00900889453773,36.2712252371,28.4258,-0.130880961606,-0.130880961606,40.9351178083,0.0612119,0.0608919205158,-4.66389257126,-0.0131006260498,0.003838
87.4855011729,0.00690956,0.0,19,19,-0.690264718238,0.0767952342491,28.6433,0.0767368,-0.0820367,0.00777619666981,39.4146104943,29.221,-0.690264718238,-0.690264718238,48.0708906785,0.0769304,0.0768219552377,-8.65628018421,-0.0690925543186,0.00387059
80.3563545138,0.00930096,0.00676317412168,20,20,-0.939899494531,0.084517553883,29.4075,0.0844662,-0.090745,0.0101673401085,31.9312381731,29.7268,-0.921180424191,-0.929165697189,48.4251163407,0.0848921,0.0846504692647,-16.4938781676,-0.0934513914624,0.0068629
