MaxEsReturn,StdForwardProgress,AverageAbsY,QFunRegParamNorm,MaxForwardProgress,StdReturn,AveragePolicySurr,AverageReturn,AverageEsReturn,PolicyRegParamNorm,AverageForwardProgress,MinReturn,AverageAbsQYDiff,MinForwardProgress,Epoch,MinEsReturn,MaxReturn,AverageDiscountedReturn,AverageAbsQ,StdEsReturn,AverageAction,AverageY,AverageQ,AverageQLoss
5.80954468243,0.109228454729,0.0299785520159,18.5896,0.135653672454,10.7563049998,-0.105355,-81.4970118053,-6.01621737891,18.6827,-0.173446100061,-99.393263506,0.016791748257,-0.353018444747,10,-94.8853692311,-51.5575556136,-35.6639413515,0.041922,21.6438007961,0.861802,0.0248048489522,0.0321089,0.00450142
-44.009485438,0.102745321179,0.0493971775897,19.0038,0.41657555785,10.8497848178,-0.0644867,-54.7350851763,-71.1714963853,18.7843,0.130168104008,-74.8683239087,0.00457617032638,-0.0658966754586,11,-83.7803114241,-27.0360026207,-17.8534689797,0.0493382,15.9084339521,0.906543,0.0367556874905,0.0368985,0.000106616
-51.8917908577,0.100047955975,0.0498758078655,19.3081,0.239519483239,10.0858822429,-0.0336552,-62.7684146106,-68.9446237276,18.9497,0.0488891649727,-80.0872528888,0.00440452069209,-0.122720115349,12,-75.818221158,-43.2280491566,-21.3269413464,0.0496502,9.92321862259,0.905517,0.0238863192391,0.0239383,9.18718e-05
-58.6144913581,0.216657150849,0.0690814042215,19.6778,0.327279749424,21.884753477,-0.0340317,-81.6510293077,-100.572506891,19.0652,-0.0833960418382,-114.653945012,0.00499024993058,-0.414767180087,13,-189.866317004,-40.0925112107,-36.6177557442,0.0687869,52.0930098647,0.977822,0.0184364324176,0.0184593,0.000127941
-58.7288089328,0.0334214527973,0.0721560615394,20.0491,0.170338843378,3.34805889015,0.00460451,-63.5878846529,-62.9328470139,19.2763,0.110453771502,-71.2885138126,0.004912774949,0.0342311421782,14,-65.3085153985,-57.6648295834,-19.5514291048,0.0718849,2.50551576863,0.9945,-0.00018310567785,-0.000158249,0.0001274
-58.251712903,0.220645708921,0.068777909583,20.484,0.323194352794,20.3304472711,0.0334091,-58.7589707439,-65.7638751553,19.3707,0.0432697009728,-108.569870073,0.00533408517768,-0.495623723979,15,-72.2511793091,-32.369845904,-20.9939850221,0.0684228,5.47328178161,0.850572,-0.0277035879515,-0.0277054,0.000143844
44.8450334777,0.393696428728,0.0774098332072,20.9271,1.15340705344,39.0590471147,0.0691202,-16.6094360938,-2.82920175303,19.686,0.509990650625,-106.505030931,0.00688366162314,-0.375722800071,16,-40.3230155615,47.524021677,-9.41410803365,0.076987,31.05955535,0.948093,-0.0594499240306,-0.0594349,0.000222345
-10.6577847814,0.0567772750979,0.116254935799,21.3716,0.353797445802,5.62585433195,0.109601,-48.2839945424,-33.5350618509,19.705,0.251824342312,-61.6241914353,0.00817449768316,0.117670429392,17,-56.1361457879,-38.1007549245,-11.2109721278,0.11579,16.5472181507,0.981635,-0.0937243408555,-0.0937039,0.000304921
-19.790510173,0.169891896279,0.140237285452,21.821,0.306714378925,16.5811308853,0.121499,-67.0170550156,-43.2688617968,19.8106,0.0482714938801,-110.934894287,0.00886591071555,-0.383233366779,18,-59.5857210822,-39.3913845669,-21.0169035203,0.139784,14.5216753122,0.966526,-0.111587567014,-0.111589,0.000366006
-66.8585426519,0.0998301295009,0.168234925664,22.2687,0.281996929644,10.1376738988,0.151304,-60.9700642287,-77.0250818733,19.8868,0.0885584223025,-78.829793427,0.00956061318808,-0.0902699797852,19,-87.9791462714,-41.1952427857,-23.0755379513,0.167719,7.88015442612,0.927012,-0.137290586721,-0.13729,0.000427823
-28.7296952213,0.139608595254,0.186000170353,22.7359,0.378904027841,12.9331664428,0.153115,-50.9701212856,-60.749561831,19.9755,0.192048701911,-104.812931514,0.01020202084,-0.357329477643,20,-80.1681660655,-33.7479108286,-11.3240223047,0.185466,19.3163563428,0.940745,-0.152116137034,-0.152132,0.000469906
-40.4234779106,0.134886872167,0.207086055046,23.2002,0.489970708349,13.6400281289,0.172545,-60.2530236252,-74.5274249934,20.1143,0.049631135049,-99.1279506349,0.0116908107349,-0.358261828541,21,-89.2484034484,-13.7427503254,-17.6611730356,0.206377,19.816872617,0.88758,-0.168444199939,-0.16846,0.000604454
-9.96351452727,0.103365217437,0.23712282366,23.7024,0.294147636894,10.3729614023,0.193339,-62.7457990291,-66.9783294675,20.3529,0.0839769412829,-87.587933833,0.0138122959218,-0.1729036408,22,-105.174976895,-41.4950893856,-18.4825916127,0.236212,35.2683388782,0.959682,-0.19042018957,-0.190463,0.000859327
-51.6854140514,0.0869666562683,0.259210022439,24.1841,0.242342269479,9.18319588976,0.212677,-58.592397462,-61.8656238523,20.5107,0.102567588908,-83.8844744326,0.01393355807,-0.139717203684,23,-77.9345864778,-44.591942153,-17.4144928547,0.258222,9.8881643289,0.93652,-0.209098697248,-0.209124,0.000864075
-56.6332292862,0.0873144870918,0.278249104649,24.6632,0.408437598889,8.81895700942,0.223912,-53.1223080238,-65.2992835219,20.6121,0.178453857516,-73.6958560194,0.0152358515458,-0.0270741872052,24,-72.0018399007,-30.0241514404,-11.8734166953,0.277226,5.90376481423,0.968177,-0.226072076226,-0.226083,0.00104383
-21.4443830867,0.0960823248754,0.291925768838,25.0737,0.595161229075,9.51594752088,0.220974,-25.1569271296,-36.5195587234,20.6932,0.483869940696,-57.2786622078,0.0155158799292,0.157660606776,25,-71.9488816536,-13.9775644597,-3.76467695474,0.290784,20.6135114562,0.982965,-0.23328173445,-0.233236,0.0010832
-29.4714638174,0.124507219368,0.291531959922,25.5371,0.275489649074,11.3789509112,0.204237,-63.9615044951,-52.2201370796,20.8712,0.0672637347132,-89.5510391282,0.0165842371519,-0.204926885593,26,-64.0907524841,-44.8762938413,-17.9644854097,0.290478,13.7365028156,0.948185,-0.228263728021,-0.228262,0.0011654
-53.0064407179,0.0639814728085,0.288763521453,25.9585,0.323138694152,6.41752384785,0.192536,-56.6517974197,-66.8739632095,20.9147,0.167316420014,-72.1671144,0.0170137414585,0.0114682405638,27,-90.2598247904,-40.8560764608,-13.8535442853,0.287526,14.262087236,0.98423,-0.220855095206,-0.220784,0.0012473
-29.8765089018,0.0942055304526,0.283172770181,26.3581,0.243845645624,9.49650055277,0.175728,-68.1119716767,-48.9753659135,20.9212,0.0568378160837,-85.628510283,0.0176352040136,-0.117708145954,28,-73.6891992834,-49.3383906498,-22.1496355327,0.281925,18.899865356,0.98797,-0.209139667281,-0.209101,0.00137103
-27.6368427417,0.0666711062637,0.283791600768,26.7853,0.329261897903,6.69194815134,0.176871,-58.9199591128,-61.387405238,21.0154,0.148648738785,-71.0722682176,0.0191405565516,0.0273196231802,29,-82.5153141198,-40.8376278559,-16.1289805199,0.28233,20.4354256499,0.988252,-0.200510910608,-0.200423,0.0017162
-39.5491043618,0.0642946044274,0.291379298344,27.1835,0.331711849575,6.41417984258,0.179407,-58.7570120655,-59.5491372345,21.1619,0.147376369824,-69.9639563085,0.0190809137009,0.0376062499008,30,-74.2228985821,-40.1423083898,-15.2282739816,0.289848,12.7068297212,0.985344,-0.200370353152,-0.200338,0.00173395
-50.3656025901,0.0591858704768,0.292521170172,27.6025,0.211756303056,5.92871225152,0.170082,-70.3883409659,-63.2253702226,21.3593,0.0374483462756,-81.9432618295,0.0201324250486,-0.0780457588336,31,-78.832873479,-52.8160389673,-23.5677762806,0.290933,10.9780370312,0.991297,-0.193541762907,-0.193403,0.00199902
-24.5923119867,0.0447872927735,0.303539175087,27.9841,0.603843170332,4.49050739249,0.17877,-22.4737627616,-40.8904946749,21.338,0.501150856675,-36.7298000746,0.020343280246,0.356319600997,32,-71.1959020837,-12.2587975632,3.66485556217,0.301837,18.1426485589,0.971671,-0.197257870446,-0.197252,0.00200241
