StdEsReturn,AverageReturn,QFunRegParamNorm,MinEsReturn,AverageQ,AverageY,AveragePolicySurr,AverageQLoss,MinReturn,PolicyRegParamNorm,MaxEsReturn,MaxReturn,Epoch,AverageEsReturn,AverageAbsY,AverageAction,AverageAbsQYDiff,StdReturn,Iteration,AverageAbsQ,AverageDiscountedReturn
0.0,4434.79001142,149.994,3230.01374917,433.739,433.744477345,-435.728,140.43,1774.76829603,116.461,3230.01374917,4927.59415971,774,3230.01374917,433.744628025,0.996813,3.30062239704,895.372688149,774,433.739,362.341219356
0.0,4611.56968059,150.09,3195.87227555,434.973,434.986239087,-436.91,236.689,4373.09702348,116.473,3195.87227555,4796.43986991,775,3195.87227555,434.986285683,0.994746,3.89626372591,120.924408814,775,434.973,371.189184926
0.0,4427.60199642,150.181,3086.39467402,432.266,432.275416507,-434.276,239.705,4212.52172416,116.608,3086.39467402,4645.02845712,776,3086.39467402,432.275470681,0.99518,3.85750119937,121.16875056,776,432.266,338.63679243
0.0,4020.43869368,150.325,3134.58319629,432.353,432.366216232,-434.397,207.66,2499.68222919,116.645,3134.58319629,4539.0603678,777,3134.58319629,432.366242961,0.99581,3.75479646057,763.357351987,777,432.353,330.838258677
0.0,4166.89266675,150.401,3178.32431976,432.974,432.9974525,-434.921,226.703,1845.04183872,116.784,3178.32431976,4646.41347227,778,3178.32431976,432.997603636,0.996199,3.92094012572,792.508698892,778,432.974,332.832956693
0.0,3180.65399132,150.446,3293.82821533,433.384,433.385073022,-435.353,169.476,387.285406977,116.822,3293.82821533,4780.29386822,779,3293.82821533,433.385160642,0.996271,3.4754146205,1465.48854608,779,433.384,343.122994414
0.0,3440.48862656,150.571,3622.38814451,432.452,432.465326349,-434.468,162.898,567.313621914,117.011,3622.38814451,4781.1645315,780,3622.38814451,432.465338778,0.996111,3.48750929949,1597.44010792,780,432.452,351.873779733
0.0,4127.97893189,150.596,3397.33112598,434.036,434.043612538,-435.946,114.182,1208.36406854,117.102,3397.33112598,4907.10923624,781,3397.33112598,434.043806634,0.995202,3.20382242006,1147.97130347,781,434.036,371.980254771
0.0,4512.62481791,150.726,3528.82186518,433.183,433.207087084,-435.107,248.967,2523.74366584,117.225,3528.82186518,4917.15426426,782,3528.82186518,433.2071268,0.993001,3.88888637081,669.672490549,782,433.183,368.505360113
0.0,4243.29279606,150.885,2354.64867532,432.602,432.606513187,-434.569,239.669,4124.15235848,117.293,2354.64867532,4353.35911583,783,2354.64867532,432.606597895,0.995613,3.97961765496,74.380856729,783,432.602,347.953509019
0.0,4077.18678009,150.979,3401.18894857,433.28,433.297526771,-435.106,198.31,622.41926831,117.281,3401.18894857,4805.89109239,784,3401.18894857,433.29761252,0.993626,3.83697320108,1252.08014793,784,433.28,351.754281166
0.0,2855.26241735,151.036,3160.0912404,431.674,431.685998143,-433.654,294.779,412.153722676,117.323,3160.0912404,4833.20632145,785,3160.0912404,431.686242863,0.995868,4.17033880948,1675.83978821,785,431.674,341.916648455
0.0,3578.70427171,151.137,3592.34851436,432.099,432.116310023,-434.086,218.838,146.522524688,117.362,3592.34851436,4848.6426234,786,3592.34851436,432.116534033,0.994324,3.73829924314,1433.14728734,786,432.099,332.097709773
0.0,4161.64743062,151.266,3188.34582081,431.441,431.454780809,-433.463,266.796,1246.27058443,117.467,3188.34582081,4688.2970535,787,3188.34582081,431.454822563,0.993203,4.05195363881,1009.19538186,787,431.441,359.040441192
0.0,4389.58040787,151.364,3157.42887916,431.565,431.581230481,-433.559,234.086,4245.09333798,117.551,3157.42887916,4447.81310853,788,3157.42887916,431.581298939,0.990432,3.92112309394,59.7912933915,788,431.565,354.518430183
0.0,3706.18678718,151.538,3218.69845148,433.82,433.831137296,-435.823,215.101,-418.932211294,117.664,3218.69845148,4642.88786604,789,3218.69845148,433.831913895,0.994181,3.74281793834,1539.81283794,789,433.821,333.647386006
0.0,4232.46266258,151.594,3213.12535266,432.828,432.839772049,-434.809,193.833,1993.01194558,117.756,3213.12535266,4751.36199633,790,3213.12535266,432.840132086,0.994344,3.76147777199,761.253331867,790,432.828,358.659571743
0.0,4396.57440429,151.688,2824.80501716,432.891,432.910543586,-434.87,232.13,3632.67169597,117.804,2824.80501716,4803.2990815,791,2824.80501716,432.910543586,0.993681,3.93346258936,323.121646473,791,432.891,361.234436748
0.0,4390.48521818,151.83,2879.31177282,433.203,433.214873549,-435.182,187.602,3048.44545055,117.948,2879.31177282,4864.01965377,792,2879.31177282,433.215072166,0.995065,3.64450362522,509.138371187,792,433.205,347.32627073
0.0,4256.13749063,151.935,3402.2232244,434.221,434.228386641,-436.219,218.057,357.655534999,117.98,3402.2232244,4869.33233277,793,3402.2232244,434.228758088,0.994937,3.78309619703,1307.27079637,793,434.222,359.166819383
0.0,4388.66578297,152.021,3117.37084785,433.269,433.29644895,-435.147,201.505,4082.90712838,118.011,3117.37084785,4641.2849658,794,3117.37084785,433.296489615,0.995821,3.84457290186,170.106517975,794,433.269,348.196404272
0.0,3523.50228201,152.125,3126.68369628,432.151,432.150446281,-434.167,219.585,-91.6551329789,118.129,3126.68369628,4830.28595535,795,3126.68369628,432.150543955,0.995673,3.82157016122,1673.5825872,795,432.151,321.988445636
0.0,3032.77473019,152.253,3320.22716978,433.397,433.40035806,-435.327,206.91,263.247718419,118.22,3320.22716978,4880.06355788,796,3320.22716978,433.400405751,0.995235,3.7450110257,1712.65417766,796,433.397,347.13814109
0.0,4567.71516352,152.377,3196.64543329,434.211,434.241295497,-436.265,243.59,4445.39394922,118.272,3196.64543329,4714.1379247,797,3196.64543329,434.241342948,0.993518,4.07283525417,88.577651364,797,434.211,363.323056588
0.0,4187.17464093,152.513,3218.96164051,433.275,433.283786448,-435.349,233.558,1323.06627487,118.418,3218.96164051,4772.00661635,798,3218.96164051,433.283862584,0.994777,3.91229692817,966.300603117,798,433.275,373.020007981
0.0,4521.55149285,152.667,3224.48260385,433.259,433.266339477,-435.38,311.594,4249.0800134,118.478,3224.48260385,4778.79004599,799,3224.48260385,433.266431698,0.994218,4.27764963868,170.653583826,799,433.259,360.268214801
0.0,3304.49265276,152.791,1834.28580486,433.614,433.638492108,-435.742,202.697,261.309632274,118.543,1834.28580486,4528.6796339,800,1834.28580486,433.638561753,0.99442,3.76416704265,1676.46304293,800,433.614,311.412350851
0.0,3658.12805663,152.964,2904.07667019,432.74,432.751935258,-434.912,250.978,518.910360966,118.575,2904.07667019,4523.19747624,801,2904.07667019,432.752068096,0.995359,4.06835326217,1101.27884885,801,432.74,298.644932297
0.0,4051.55397546,153.022,3045.28925262,434.253,434.256856934,-436.331,199.292,105.508009281,118.59,3045.28925262,4928.72291185,802,3045.28925262,434.256918853,0.995192,3.79635632746,1328.464189,802,434.253,359.967427628
0.0,3849.25599336,153.085,3473.04919149,433.32,433.348690953,-435.287,217.164,3414.84832598,118.686,3473.04919149,4125.2076327,803,3473.04919149,433.34869424,0.995269,3.87670981867,186.835270047,803,433.32,294.448136131
0.0,4425.15493741,153.162,2601.96607388,433.141,433.149346942,-435.116,241.403,4210.5866619,118.706,2601.96607388,4795.01516114,804,2601.96607388,433.149567306,0.993455,4.00254048053,171.184870344,804,433.143,358.57493346
0.0,4274.76146543,153.266,3082.9545856,433.122,433.138741705,-435.078,249.129,1476.69379394,118.799,3082.9545856,4951.29155629,805,3082.9545856,433.138871991,0.993688,3.98522718579,959.126744922,805,433.122,359.650493539
0.0,4334.67029932,153.349,3119.14172946,433.927,433.938225766,-435.906,174.697,3789.62913976,118.873,3119.14172946,4553.50018743,806,3119.14172946,433.938235119,0.992341,3.61202049672,237.413780544,806,433.927,354.398785979
0.0,4333.47532155,153.366,3374.00548686,433.292,433.298608806,-435.309,180.327,2200.38394941,118.912,3374.00548686,4817.37638417,807,3374.00548686,433.298674981,0.991367,3.64591945177,743.784500483,807,433.292,375.028356958
0.0,3573.65844942,153.552,3182.3394587,434.418,434.425677552,-436.376,252.576,175.785470055,118.918,3182.3394587,4719.32112879,808,3182.3394587,434.425701571,0.994681,3.95522892669,1634.23257495,808,434.418,337.901616022
0.0,4007.06842998,153.677,3378.77075336,434.444,434.463910305,-436.425,207.474,1710.30889362,119.003,3378.77075336,4745.69816485,809,3378.77075336,434.46398889,0.992956,3.74909549553,997.179857227,809,434.444,364.297005318
0.0,4168.1791226,153.76,3263.83898358,435.233,435.22847637,-437.25,195.396,690.39831475,119.023,3263.83898358,4694.44997106,810,3263.83898358,435.22847876,0.991525,3.85180743567,1162.78340014,810,435.233,341.354962356
0.0,3892.66412959,153.798,3343.90221069,433.904,433.921577994,-435.793,177.431,1751.36753015,119.024,3343.90221069,4611.72367879,811,3343.90221069,433.921676523,0.991786,3.73539189466,964.071438412,811,433.904,339.732363506
0.0,4135.12011116,153.9,3116.3282164,433.395,433.404435072,-435.327,226.325,2625.62991997,119.097,3116.3282164,4540.7488099,812,3116.3282164,433.404654189,0.993719,3.91875320276,518.090016713,812,433.395,341.271610837
0.0,4268.75042843,154.075,3198.21187049,435.034,435.054430679,-436.864,225.043,3211.60369142,119.188,3198.21187049,4725.17343688,813,3198.21187049,435.054518484,0.99297,3.98149233556,377.657937984,813,435.034,341.933325761
0.0,4558.19414596,154.219,2914.63997843,433.442,433.457822629,-435.275,229.386,4364.5352953,119.208,2914.63997843,4858.54795082,814,2914.63997843,433.457919156,0.991907,4.05120900016,128.612517434,814,433.442,360.721936649
0.0,4654.2081907,154.283,3086.22290324,433.824,433.841960935,-435.702,213.952,4434.66542094,119.328,3086.22290324,4875.50893913,815,3086.22290324,433.841960935,0.993746,3.88219123742,123.389992544,815,433.824,379.092816002
0.0,4696.96495764,154.357,3159.39505313,434.54,434.545698111,-436.512,225.73,4574.96521006,119.372,3159.39505313,4817.09172656,816,3159.39505313,434.545741531,0.992873,3.9341889458,81.6379768948,816,434.54,371.326985637
0.0,4600.66476775,154.44,3611.18945798,433.951,433.959405362,-435.857,197.919,4414.02111056,119.428,3611.18945798,4824.6911957,817,3611.18945798,433.959405362,0.991407,3.76136684336,122.268873977,817,433.951,354.160801244
0.0,4660.22033212,154.514,3300.75724145,433.555,433.559410524,-435.426,178.538,4374.56607487,119.477,3300.75724145,4872.46636696,818,3300.75724145,433.559626285,0.992591,3.65984832381,168.881875597,818,433.555,362.027533713
0.0,4143.84349879,154.599,3266.46780965,433.51,433.528000777,-435.431,172.113,2356.10288423,119.539,3266.46780965,4734.57732661,819,3266.46780965,433.528034557,0.993557,3.64723604013,809.582824894,819,433.51,351.800688067
0.0,4237.93445446,154.71,2945.46340797,434.283,434.296615468,-436.185,205.859,1151.76791006,119.605,2945.46340797,4877.27051744,820,2945.46340797,434.296669117,0.99381,3.75810379184,1044.84262324,820,434.283,365.325284224
0.0,2651.05294892,154.84,3081.41633281,432.857,432.873573891,-434.83,204.343,185.444075873,119.673,3081.41633281,4474.68323229,821,3081.41633281,432.873666566,0.996026,3.82563622089,1756.10681935,821,432.857,298.081479443
0.0,3786.54812759,155.019,3009.62758337,434.476,434.483530881,-436.496,189.526,1241.90963834,119.695,3009.62758337,4414.267675,822,3009.62758337,434.483780442,0.994781,3.81538650234,952.331437321,822,434.476,323.045392936
0.0,4048.8867085,155.169,3388.21557424,433.709,433.724245474,-435.725,248.8,1002.03799615,119.745,3388.21557424,4612.59468689,823,3388.21557424,433.724263766,0.994567,3.9454240772,1057.27969053,823,433.709,360.558600962
0.0,4009.09183427,155.242,2978.79947967,434.252,434.278142163,-436.092,207.351,1223.74410982,119.788,2978.79947967,4678.3743438,824,2978.79947967,434.278190937,0.993792,3.84641655852,1061.07199145,824,434.253,359.045445357
0.0,3938.37734374,155.412,3303.27120165,433.15,433.151830297,-434.786,263.137,1919.65395367,119.935,3303.27120165,4707.72756063,825,3303.27120165,433.152070639,0.993353,4.14431250974,955.907069686,825,433.15,335.579166157
0.0,3191.79885979,155.518,3105.8166218,433.219,433.233759722,-434.998,219.819,645.319358848,120.003,3105.8166218,4736.37237517,826,3105.8166218,433.234068205,0.994628,3.95701333814,1532.29640246,826,433.219,349.384661602
0.0,3630.26779351,155.662,1749.35250026,432.4,432.411713595,-434.274,236.234,1384.72605943,120.083,1749.35250026,4789.10566726,827,1749.35250026,432.41180936,0.994601,3.9944118523,1357.14004021,827,432.4,374.61896381
0.0,2524.30221952,155.73,2764.48826378,433.429,433.446241669,-435.352,171.929,355.489762666,120.227,2764.48826378,4311.00382353,828,2764.48826378,433.4462822,0.995566,3.65833696908,1313.3243592,828,433.429,316.897104818
0.0,4168.81734819,155.855,3336.44275137,433.259,433.270421162,-435.289,250.283,3815.3128573,120.326,3336.44275137,4537.21675488,829,3336.44275137,433.270521055,0.993309,4.02590372429,209.110094972,829,433.259,340.612959611
0.0,4866.37365081,155.911,3156.83455945,433.665,433.657295258,-435.753,219.524,4719.6373473,120.41,3156.83455945,5041.55659263,830,3156.83455945,433.657317549,0.992293,3.80629169564,97.2328481858,830,433.665,380.298502856
0.0,3941.04288285,156.004,3506.04571137,433.508,433.552752287,-435.62,228.193,584.842424377,120.459,3506.04571137,5048.1764198,831,3506.04571137,433.552843961,0.993346,3.96053266163,1593.1948249,831,433.508,358.201383255
0.0,3315.09931565,156.153,3750.27244413,433.767,433.769903411,-435.795,164.686,924.265118333,120.476,3750.27244413,4777.0748307,832,3750.27244413,433.770090495,0.994496,3.54258907328,1375.70487274,832,433.767,341.929819335
0.0,4070.02776975,156.213,1208.77419678,433.434,433.453059758,-435.516,159.852,1890.15054836,120.497,1208.77419678,5034.22127289,833,1208.77419678,433.453059758,0.994501,3.62041182259,1030.5208742,833,433.434,352.416093512
0.0,4333.75734375,156.281,3339.81397829,434.608,434.618066098,-436.57,292.325,3905.51257441,120.592,3339.81397829,4841.12907187,834,3339.81397829,434.618233298,0.993186,4.12733971603,244.430732899,834,434.608,346.753149882
0.0,3641.53156677,156.372,3371.24697014,434.021,434.0283378,-436.006,145.108,363.436295326,120.651,3371.24697014,4865.12043968,835,3371.24697014,434.028417943,0.994643,3.5831758639,1314.53442222,835,434.021,315.5000881
0.0,4071.74638609,156.523,3125.1061088,432.496,432.516035952,-434.459,287.54,871.728111638,120.846,3125.1061088,4897.6181736,836,3125.1061088,432.516072721,0.994821,4.25017581267,1173.00756134,836,432.496,358.035185705
0.0,4151.35754445,156.62,3102.33410501,434.385,434.406406626,-436.324,251.039,2398.757926,120.908,3102.33410501,4518.14003516,837,3102.33410501,434.406522057,0.994282,4.01855557486,601.977988663,837,434.385,355.697567092
0.0,3990.09059715,156.725,3234.93903278,433.974,433.993261849,-435.884,199.238,518.403955043,121.064,3234.93903278,4576.09652648,838,3234.93903278,433.993366385,0.99219,3.85266279136,1165.01102961,838,433.974,349.612731853
0.0,3789.3715364,156.823,3017.33318697,432.577,432.580277308,-434.617,196.573,1081.53157522,121.134,3017.33318697,4924.15832954,839,3017.33318697,432.580435831,0.994453,3.7295868891,1232.8618998,839,432.577,367.107637574
0.0,4230.32383304,156.881,2968.06558207,434.633,434.65482292,-436.658,178.901,1783.01870204,121.149,2968.06558207,4898.85702911,840,2968.06558207,434.654919611,0.993767,3.66306741816,961.198689869,840,434.633,369.21862827
0.0,3884.88050941,156.952,3195.61843664,433.995,434.003576405,-436.07,226.909,446.27482148,121.221,3195.61843664,4974.58208772,841,3195.61843664,434.003585231,0.993188,3.85790853681,1543.22949861,841,433.995,376.537072139
0.0,4540.26270854,157.034,3216.5648563,433.758,433.776851841,-435.804,214.455,2943.02493854,121.297,3216.5648563,5128.00743889,842,3216.5648563,433.777073217,0.991949,3.84215740151,574.196368366,842,433.758,373.721468058
0.0,4614.98227722,157.151,3156.08236759,433.76,433.767785872,-435.811,291.79,3778.66481815,121.381,3156.08236759,4976.9530013,843,3156.08236759,433.767876622,0.993076,4.15155494838,336.355085715,843,433.76,377.06411881
0.0,3132.22247652,157.232,3329.67194169,434.046,434.052732196,-436.065,197.636,599.107646584,121.488,3329.67194169,4591.02916621,844,3329.67194169,434.052750637,0.995142,3.70456580507,1385.42967649,844,434.046,354.677484829
0.0,4533.06018631,157.322,3089.54112251,434.197,434.216016323,-436.139,277.53,3439.53974798,121.598,3089.54112251,4994.59623057,845,3089.54112251,434.216059864,0.995067,4.09620746437,411.894322937,845,434.197,355.285558542
0.0,4204.1639563,157.342,2993.68071036,434.4,434.422163672,-436.505,209.989,1662.43130937,121.644,2993.68071036,4846.51957015,846,2993.68071036,434.422239345,0.99452,3.72973516313,884.28598173,846,434.4,355.755465522
0.0,4406.2760847,157.433,3511.89849154,434.676,434.678306688,-436.759,181.212,1224.50617952,121.699,3511.89849154,4950.84166541,847,3511.89849154,434.678327189,0.992706,3.62676878418,1068.26824037,847,434.676,367.808298956
0.0,2456.99866646,157.523,3214.59958003,433.559,433.580365793,-435.516,195.981,-336.766490413,121.786,3214.59958003,4228.73475384,848,3214.59958003,433.580421781,0.99628,3.70304121623,1697.32703482,848,433.559,249.70382753
0.0,4195.51051146,157.542,2940.08390912,434.789,434.795061459,-436.724,154.287,895.283664666,121.829,2940.08390912,5012.34777306,849,2940.08390912,434.795206611,0.994881,3.55107481457,1158.78794799,849,434.789,356.091427075
0.0,4464.37382804,157.65,3526.59611244,434.378,434.395184068,-436.308,274.551,4277.01667442,121.882,3526.59611244,4681.16553486,850,3526.59611244,434.395262118,0.993628,4.12184938708,120.842802944,850,434.378,352.989097822
0.0,3423.03600692,157.717,3037.98245574,434.356,434.364223997,-436.346,179.3,154.90398977,121.968,3037.98245574,4896.68821463,851,3037.98245574,434.364324421,0.9945,3.66015011563,1492.63146237,851,434.356,320.162219425
0.0,4669.26150596,157.746,2944.81749504,434.17,434.174776389,-436.073,226.754,4476.04909429,121.994,2944.81749504,4861.47552964,852,2944.81749504,434.174918886,0.993967,3.79150206624,129.898782097,852,434.17,362.778240189
0.0,3729.70014266,157.897,3325.50009773,435.112,435.129802917,-437.155,286.64,2170.81393858,122.06,3325.50009773,4612.97916503,853,3325.50009773,435.129802917,0.994749,4.06007750775,937.647635794,853,435.112,360.410018214
0.0,4355.52277733,157.926,3004.02526397,433.975,433.988077715,-435.972,195.26,2033.83895098,122.138,3004.02526397,4966.68987794,854,3004.02526397,433.9882102,0.994996,3.78408921926,879.767941514,854,433.975,384.720734523
0.0,4471.60814588,158.039,3032.90447941,434.021,434.032740779,-436.065,209.318,2258.93196466,122.242,3032.90447941,4941.50374373,855,3032.90447941,434.032840894,0.994281,3.87758883141,770.289280297,855,434.021,364.643807202
0.0,3953.95445359,158.175,3491.93185987,434.398,434.415719581,-436.467,200.959,700.100439149,122.285,3491.93185987,4479.594372,856,3491.93185987,434.415775675,0.995454,3.74283145381,1088.51615549,856,434.398,358.721648356
0.0,3769.74831234,158.221,3254.10181258,434.777,434.785856246,-436.819,226.498,67.33348997,122.333,3254.10181258,5331.01689834,857,3254.10181258,434.785930269,0.994773,3.88557981046,1731.20047085,857,434.777,384.97138983
0.0,2868.922175,158.316,3733.46731979,436.167,436.17463274,-438.23,213.592,-326.353683055,122.336,3733.46731979,4818.72566479,858,3733.46731979,436.174639901,0.995476,3.85246899472,1858.64680135,858,436.167,322.00884165
0.0,3808.62846134,158.461,2521.97751941,435.021,435.029194253,-437.032,217.451,-158.919469977,122.438,2521.97751941,4941.67275291,859,2521.97751941,435.029379439,0.995009,3.80549376214,1458.33054246,859,435.021,358.77371734
0.0,4303.0411961,158.566,3216.71567129,434.767,434.774711264,-436.823,248.747,2850.58441078,122.448,3216.71567129,4906.01713414,860,3216.71567129,434.774868288,0.994007,4.00582367879,588.294086201,860,434.767,372.682639457
0.0,3244.87017371,158.64,2940.55622744,436.207,436.239393641,-438.12,294.992,-3.45791006414,122.558,2940.55622744,4675.58786881,861,2940.55622744,436.239556576,0.995633,4.20309686986,1658.48423597,861,436.207,333.153696305
0.0,3769.98988514,158.724,3131.72337306,435.439,435.442429748,-437.389,274.001,1953.49469279,122.606,3131.72337306,4760.77135542,862,3131.72337306,435.442572403,0.995159,4.16054693716,1083.81874299,862,435.439,364.851862709
0.0,3000.73817021,158.848,2938.66600816,436.01,436.025976241,-438.018,243.812,-146.402847231,122.686,2938.66600816,4272.28416174,863,2938.66600816,436.026056231,0.995576,4.02523195327,1508.47727986,863,436.01,287.936051689
0.0,4723.45066111,158.982,2995.68339646,435.096,435.104595035,-437.128,238.994,4118.49857365,122.833,2995.68339646,5043.73265238,864,2995.68339646,435.104721198,0.993757,3.98624796469,226.09423137,864,435.096,392.305820991
0.0,4681.12048488,159.111,2951.81519199,435.759,435.776902807,-437.861,210.329,4539.488682,122.929,2951.81519199,4851.51466053,865,2951.81519199,435.777021592,0.991671,3.89110965127,95.1411958062,865,435.759,370.595223279
0.0,3894.93199208,159.286,3022.65682388,435.967,435.976941234,-438.027,225.246,1356.24797476,122.948,3022.65682388,5111.26141242,866,3022.65682388,435.977034506,0.995883,3.86304639987,1317.22254661,866,435.967,372.157159151
0.0,4201.58903736,159.364,3586.56624386,435.878,435.888532171,-437.794,211.306,2802.1626873,123.049,3586.56624386,4638.8039906,867,3586.56624386,435.888556724,0.994016,3.81244720946,491.627941665,867,435.878,337.080994159
0.0,3789.51135549,159.444,2785.35846231,435.437,435.452201424,-437.466,207.315,1670.84285358,123.079,2785.35846231,4831.51423477,868,2785.35846231,435.452283686,0.994801,3.8060653714,949.463781875,868,435.437,347.323955834
0.0,3500.26917326,159.548,2102.7133123,434.887,434.892013056,-436.884,230.783,241.93321983,123.139,2102.7133123,4655.0437441,869,2102.7133123,434.892023645,0.992973,3.88434868423,1433.84832966,869,434.887,337.150053754
0.0,4594.1101134,159.644,3078.76631834,434.953,434.968363405,-436.922,206.74,3123.0807295,123.217,3078.76631834,4953.60594513,870,3078.76631834,434.968412179,0.992574,3.72517400305,502.090058644,870,434.953,374.658923052
0.0,3016.358187,159.726,3073.18233373,434.445,434.451257585,-436.487,230.179,388.303890632,123.293,3073.18233373,4803.33687664,871,3073.18233373,434.451333404,0.995013,3.98690301281,1646.16771646,871,434.445,322.080588305
0.0,4171.27372395,159.827,3063.54541332,435.118,435.138890019,-437.187,269.594,772.981474939,123.358,3063.54541332,4844.43624247,872,3063.54541332,435.13894957,0.994514,4.14194457717,1162.96349255,872,435.118,367.676597024
0.0,4392.96937883,159.938,3272.53662811,435.202,435.211710753,-437.237,168.703,4151.68545542,123.484,3272.53662811,4677.51581373,873,3272.53662811,435.21204013,0.995011,3.60579458697,155.756151533,873,435.202,344.962244599
0.0,4566.22432876,160.136,3157.84784451,435.576,435.593851725,-437.708,245.165,4479.92270808,123.527,3157.84784451,4680.13444934,874,3157.84784451,435.594108475,0.992389,3.98869116109,72.4683662313,874,435.576,375.947803649
0.0,4819.65508436,160.238,3328.32898783,435.439,435.467126156,-437.496,206.194,3039.59316724,123.618,3328.32898783,5196.34742586,875,3328.32898783,435.467201482,0.993445,3.78718673212,602.897360757,875,435.439,401.867169704
0.0,4408.68076112,160.324,3189.41996679,436.42,436.402871387,-438.517,162.666,4179.32955778,123.635,3189.41996679,4776.86472827,876,3189.41996679,436.403042478,0.993519,3.61721032601,171.068889932,876,436.42,355.635385718
0.0,4550.88305183,160.426,3135.98056717,436.427,436.443457769,-438.449,180.581,4417.27508108,123.698,3135.98056717,4654.45575551,877,3135.98056717,436.443704907,0.992174,3.81883742788,78.8273141691,877,436.427,364.767072975
0.0,4058.59325524,160.592,3437.24651022,436.093,436.106832661,-438.188,259.207,3611.91373546,123.789,3437.24651022,4584.01000103,878,3437.24651022,436.106932069,0.99271,4.04597805437,282.25066932,878,436.093,320.309709899
0.0,4410.65594414,160.677,3252.84267282,437.694,437.689899201,-439.843,203.482,3818.35193793,123.846,3252.84267282,4883.46009958,879,3252.84267282,437.689903079,0.994088,3.84234013203,294.286573802,879,437.694,338.190568141
0.0,4080.41228383,160.722,2995.94392466,436.163,436.208757457,-438.229,225.179,3817.86516364,123.884,2995.94392466,4168.53793914,880,2995.94392466,436.208818204,0.992167,3.98173825101,92.1686933756,880,436.163,338.684797409
0.0,4305.78384011,160.823,3279.23134268,437.561,437.562554583,-439.668,222.978,1196.86398322,123.954,3279.23134268,4901.77896244,881,3279.23134268,437.56262327,0.99359,3.83711958819,1048.08845821,881,437.561,373.017140386
0.0,4696.18057648,160.932,3260.24644067,437.772,437.799645849,-439.826,206.626,3289.55036702,123.996,3260.24644067,5161.00043779,882,3260.24644067,437.799645849,0.994728,3.77336445794,509.446051197,882,437.772,375.733659378
0.0,4484.40328734,160.988,3437.43862767,437.715,437.700566431,-439.707,178.412,4139.96646355,124.094,3437.43862767,4877.45258092,883,3437.43862767,437.70056856,0.994151,3.63715522886,219.295517568,883,437.715,352.623943391
0.0,4796.15281901,161.171,3038.2182482,437.247,437.2573667,-439.214,274.331,2445.05541819,124.173,3038.2182482,5290.47436725,884,3038.2182482,437.257403416,0.993615,4.19828900017,791.724748154,884,437.247,392.338083871
0.0,4341.8368411,161.28,2778.73643444,436.062,436.089264368,-438.095,195.25,1876.62341789,124.225,2778.73643444,4912.22657981,885,2778.73643444,436.089447606,0.994426,3.81649086132,880.669906485,885,436.062,376.940307482
0.0,4170.50804267,161.373,3232.47757884,435.363,435.386257499,-437.303,274.65,1479.42244379,124.272,3232.47757884,4885.66098605,886,3232.47757884,435.386278652,0.993398,4.1448929222,925.447663283,886,435.363,339.142874037
0.0,4751.2854637,161.533,3084.07637922,436.392,436.40847575,-438.226,270.58,4535.64260463,124.383,3084.07637922,4912.27453305,887,3084.07637922,436.408531737,0.994382,4.06536313057,122.15322818,887,436.392,381.584791207
0.0,4778.71482503,161.614,2966.97127255,437.475,437.481212853,-439.226,219.291,2484.87753983,124.467,2966.97127255,5231.43386174,888,2966.97127255,437.481234816,0.992659,3.95813099574,773.596096218,888,437.475,387.83152656
0.0,4924.64684397,161.681,3093.82268888,437.154,437.167273017,-439.047,188.386,4696.17093296,124.531,3093.82268888,5195.16839411,889,3093.82268888,437.167847559,0.993088,3.60363612905,150.941965973,889,437.156,385.505170549
0.0,4656.69474259,161.765,3173.5960189,436.178,436.199590069,-438.056,285.628,4382.95694223,124.52,3173.5960189,5037.86406185,890,3173.5960189,436.199615318,0.993678,4.14531354266,226.74898459,890,436.178,365.959714752
0.0,4300.17303452,161.838,3519.64870032,435.736,435.741817106,-437.73,181.197,3289.44394578,124.529,3519.64870032,4679.09150131,891,3519.64870032,435.741980172,0.994127,3.67674729345,400.752948009,891,435.736,330.597175241
0.0,3012.14290188,161.917,2996.37077915,436.107,436.107587553,-437.999,248.754,1211.89078799,124.646,2996.37077915,4524.0502664,892,2996.37077915,436.107587553,0.995473,4.02952357328,1267.70207251,892,436.107,309.178173678
0.0,4276.9227524,162.068,3330.19092978,436.417,436.43118988,-438.348,237.506,3835.51426694,124.691,3330.19092978,4485.41434756,893,3330.19092978,436.431341215,0.991351,3.96116509736,206.923978792,893,436.417,346.743995956
0.0,3008.02908361,162.264,2940.81747268,436.187,436.201623507,-438.23,249.815,695.122470265,124.828,2940.81747268,5209.26158235,894,2940.81747268,436.202688754,0.994226,4.03943828149,1986.02963284,894,436.187,350.194665299
0.0,3878.66432287,162.309,3212.60756881,436.99,437.001237981,-439.136,211.732,1209.7975447,124.944,3212.60756881,4966.49843949,895,3212.60756881,437.001276079,0.99393,3.78432847154,1350.61951232,895,436.99,389.741555847
0.0,4225.4293305,162.416,3473.16895088,437.403,437.416292921,-439.523,267.192,2995.7984571,124.961,3473.16895088,5041.63652859,896,3473.16895088,437.416449331,0.993794,4.0374306453,773.084521269,896,437.403,380.555450921
0.0,4048.87265022,162.48,3292.63854561,436.112,436.128442035,-438.246,229.584,317.053940536,124.992,3292.63854561,5015.80806046,897,3292.63854561,436.128573791,0.994309,3.9084351257,1475.01639008,897,436.112,351.698999682
