AverageDiscountedReturn,AverageQLoss,MaxReturn,AverageY,StdReturn,MinReturn,PolicyRegParamNorm,MinEsReturn,AverageEsReturn,AverageAction,AveragePolicySurr,AverageAbsY,Epoch,AverageReturn,MaxEsReturn,AverageQ,QFunRegParamNorm,AverageAbsQYDiff,Iteration,StdEsReturn,AverageAbsQ
-5.28297038587,0.0103263,-5.48315039713,0.641742319998,1.29125828791,-11.3836535579,13.8104,-57.5569820908,-14.9117759724,1.0,-0.996412,0.862176645588,21,-8.61890861699,3.62794420082,0.641455,14.4339,0.0737743133558,21,15.4018218142,0.858231
-5.31872649359,0.0119347,-5.89487994935,0.723176470452,1.37985524244,-11.4774249251,13.8111,-48.7543397021,-15.4785251084,1.0,-1.03691,0.904310965298,22,-8.66961335132,2.67055932903,0.72294,14.9414,0.0774739331457,22,11.9529080078,0.899652
-5.32988579824,0.0115781,-6.02414689414,0.762627047052,1.35591299536,-11.688498107,13.8119,-39.9238179606,-15.5625979835,1.0,-1.04193,0.93200865708,23,-8.68308447146,-5.85018209802,0.76243,15.4193,0.0764404193758,23,9.75139157491,0.927155
-5.35296688324,0.0118565,-6.17096998301,0.765523978519,1.3686506425,-11.3817536785,13.8131,-33.5390950259,-17.8551534655,1.0,-1.01667,0.934226344798,24,-8.71529991911,-8.34316226893,0.765411,15.9002,0.0764017654414,24,9.53227998576,0.929604
-5.43523095024,0.0128017,-6.04995272776,0.757202515151,1.29360746101,-11.3875341012,13.8178,-30.4336981577,-15.7925105802,0.999977,-0.970292,0.925326641804,25,-8.83601777606,-6.68966146313,0.75696,16.376,0.0783054002703,25,7.7983194597,0.921085
-5.39241162318,0.0120369,-6.96453345611,0.803568966222,2.53896192566,-16.1801050366,14.2435,-28.8860241421,-12.2657418968,0.999999,-1.15746,0.965049571685,26,-10.8961277669,3.07654586595,0.803303,16.7499,0.0769511106484,26,6.73871995679,0.961279
-5.28869471677,0.011501,-6.88830313634,0.918320159854,2.42395429084,-17.1892619501,14.2359,-25.7386786325,-13.8813563288,0.999998,-1.22594,1.06784393702,27,-10.6936254788,5.50297901823,0.91801,17.0053,0.0730224593769,27,7.48214766991,1.06422
-5.8470246707,0.0105613,-5.82705291468,0.927826237597,0.0756230009256,-6.2396120808,14.9229,-29.2122493059,-5.45201501367,0.870325,-1.29768,1.08821938275,28,-6.05079088109,-1.33250082388,0.927722,17.3465,0.0704639384525,28,4.15571505528,1.08515
-11.1843876827,0.0134237,-15.1885905343,1.02118530338,3.33309791712,-28.6888084313,15.9348,-22.9832676249,-3.84806630599,0.87799,-1.23291,1.19396888722,29,-24.3764581705,14.8545677555,1.02096,17.5983,0.0809657806168,29,2.96744885087,1.19093
33.9155023916,0.0118511,85.2869230416,0.970032462268,12.7275550694,18.1299092148,16.6285,-28.1655539991,166.276804011,0.823216,-1.28699,1.11749240073,30,33.336938382,439.657256876,0.969652,17.8333,0.0729953810121,30,191.917289459,1.11551
117.937657058,0.0102964,345.629817696,1.12503699472,14.8974113046,263.580563842,17.1739,8.20980027651,130.62433244,0.893963,-1.45991,1.23831942508,31,281.003762491,422.498352397,1.12455,18.0708,0.0635283633307,31,158.096461589,1.23641
10.5644626016,0.0127369,2.0968209046,1.21281401911,10.1970437129,-54.4938301575,18.0838,35.5535753945,140.288447951,0.89573,-1.51364,1.3040831552,32,-22.6946106676,394.318621909,1.21227,18.3851,0.0665981073552,32,122.901905191,1.30215
74.0647444916,0.0123622,387.071719813,1.27119304966,62.0088457778,46.6852575456,18.6246,11.2968873319,87.2328315307,0.849929,-1.56731,1.35375603107,33,167.637541657,214.661305309,1.27079,18.7149,0.0694472950681,33,63.9422362285,1.35197
-1.17830339705,0.0156179,15.0597467886,1.35166931166,11.7082514807,-51.7045321854,19.1751,-33.3166357485,117.003166328,0.929273,-1.65833,1.42117612053,34,-19.0752990236,559.595383288,1.35117,19.0949,0.0754816092021,34,203.869321013,1.41938
81.2983974077,0.0165957,795.391036914,1.42348930006,229.612899831,38.601073661,19.6279,-9.83451982587,46.4779978036,0.828288,-1.73616,1.48476535011,35,273.621006773,178.284249467,1.42308,19.493,0.0763694050108,35,70.1207955621,1.48312
101.515296251,0.0196818,1066.28434557,1.50958234211,254.831780636,296.294622156,20.0585,10.5040689783,117.276861369,0.788114,-1.82064,1.567607738,36,849.698958914,234.763689875,1.50904,19.9127,0.0804946232623,36,83.8647003306,1.56588
101.348580108,0.0204514,1069.9236133,1.57761534851,289.541633749,210.835664918,20.4182,-5.76306515253,205.163545096,0.805811,-1.89654,1.64102808298,37,886.377807469,359.747186846,1.57709,20.3412,0.0830579898258,37,142.064643569,1.63915
100.814091534,0.022786,1061.2819853,1.71382066664,69.287710663,882.179045104,20.8213,70.3096482615,214.86142292,0.78121,-2.05241,1.7724299973,38,967.674176656,315.019388112,1.7132,20.7926,0.0896644478458,38,104.718103922,1.7707
94.3659549409,0.0246631,975.715870281,1.83570380969,7.12752444897,950.016986684,21.2509,7.76876015617,189.772096687,0.760348,-2.19866,1.89387434134,39,963.485224536,330.146505519,1.83507,21.2606,0.0920502763064,39,120.925952361,1.89186
28.5459427708,0.0288135,441.780346745,1.98775670515,117.131649618,-51.0598111261,21.6491,-11.920709717,174.334416968,0.905907,-2.37553,2.04289892487,40,62.5860377238,366.268263233,1.98709,21.7595,0.100902856177,40,153.236923202,2.04134
2.60109922425,0.0339757,159.759809717,2.11911269867,64.6362276548,-148.650515449,21.9525,-52.4538270056,57.4885427462,0.88847,-2.51023,2.17293794777,41,-25.0640224318,297.301513284,2.11833,22.2339,0.109978433841,41,103.255103755,2.17076
0.0113811461852,0.0414006,266.393598644,2.21996562471,68.5950663582,-104.789084052,22.3301,-110.860097681,-31.705542186,0.885168,-2.58791,2.27976940132,42,-23.7760972479,31.4758422501,2.21914,22.6615,0.122588982949,42,47.4774004846,2.27776
20.6762596051,0.0482151,946.337203419,2.31790526423,257.365770297,-16.948976682,22.6565,-35.2204101169,81.4215022808,0.92897,-2.69107,2.38234140649,43,92.7925863612,581.132624421,2.31694,23.0895,0.130039675997,43,205.165060685,2.38029
83.6361768889,0.0474554,959.774463411,2.44839097642,227.646091161,283.766107182,23.1496,0.932607799646,164.241790014,0.918963,-2.79447,2.51153773288,44,832.309119214,396.903605582,2.44742,23.5102,0.133032742242,44,147.497481874,2.50957
93.408193424,0.0558904,991.546060141,2.53710992582,343.207899448,82.1639310468,23.5925,25.08603724,95.1602129232,0.834387,-2.87401,2.60153532933,45,461.402571425,221.307959292,2.53629,23.9217,0.139621393404,45,74.0324124055,2.59937
21.8774743896,0.0588754,954.509987349,2.65170131771,255.422095951,-39.2691259593,23.8799,-20.350372678,140.721275691,0.912065,-3.00491,2.71754708611,46,128.009804471,480.574820576,2.65089,24.3125,0.145331423864,46,166.320710749,2.7153
70.6748453618,0.0698009,564.600695102,2.75799187057,138.547291327,-67.4347558832,24.3196,-9.26932384016,68.4920280182,0.910955,-3.11524,2.82367374054,47,200.573939012,212.360999293,2.75716,24.7295,0.150780195895,47,88.3078089301,2.82165
106.041051891,0.0638955,306.554361128,2.85261436064,45.5971959129,97.4805969075,24.7909,10.4199319145,200.298006425,0.928214,-3.20282,2.91828613112,48,190.458616915,419.024734672,2.85171,25.1512,0.151525062977,48,149.317354389,2.91599
22.694213764,0.0758508,222.833321991,2.99543494061,81.4275943618,-107.998221018,25.1525,-31.2045722492,146.984711848,0.932271,-3.34322,3.05248558468,49,16.739638459,525.49071344,2.99434,25.529,0.160323705501,49,185.411707049,3.05054
76.9924420509,0.0805799,499.087364981,3.07480152256,100.191817884,20.1632062257,25.459,24.815612283,304.656769575,0.924196,-3.43065,3.13034537075,50,207.119158059,612.29467185,3.07369,25.9507,0.162669196403,50,240.641373045,3.12895
66.9643299119,0.0813587,983.813392244,3.22513358454,269.350486421,-81.5415712188,25.8825,37.338542304,238.801321887,0.895455,-3.57589,3.27829335205,51,236.953921445,496.541393909,3.22451,26.3553,0.165435542729,51,190.913677743,3.27704
78.5003691455,0.0940079,989.213246414,3.35553994926,351.739519966,-12.1740618073,26.2919,-24.6086385621,114.949155504,0.87861,-3.71192,3.41152032906,52,435.314293179,296.790807801,3.35402,26.7859,0.177298247099,52,108.0198324,3.40933
83.0456438855,0.0931804,801.935075188,3.48814938776,188.459879872,-0.2428498484,26.6827,258.941211229,368.989742167,0.927741,-3.84124,3.54415237984,53,312.237158879,562.357325463,3.48777,27.1439,0.175765983702,53,115.956065736,3.54294
71.4980197761,0.0943476,969.631147421,3.61964453779,370.056345636,46.5741007449,26.9504,14.0020923626,123.617908571,0.886062,-3.9885,3.67557660219,54,417.182161428,437.437043844,3.61836,27.5003,0.179658806083,54,159.320687848,3.67334
42.17008822,0.101572,327.906316006,3.75200498178,90.5958450444,-131.511965184,27.2447,-34.061844248,161.8538149,0.886214,-4.11572,3.80685834944,55,89.5409640173,513.94687681,3.75097,27.8522,0.187651706403,55,198.677294286,3.80494
17.0663397989,0.105253,245.22745219,3.88356871405,84.4653600309,-111.070135193,27.4657,-27.4757165365,146.862789918,0.916463,-4.25941,3.941953501,56,20.7056626748,277.460511987,3.8826,28.1423,0.18864637483,56,123.400849018,3.94026
67.1737803056,0.129347,927.332142766,4.03635353562,271.950083615,-0.680028043828,27.783,-40.6710158479,90.31959131,0.900564,-4.4199,4.09496726707,57,288.578973362,279.760779621,4.03546,28.5008,0.20115456065,57,131.071238697,4.09332
93.6290731057,0.12727,680.342795636,4.16205197717,134.720278865,15.095466903,28.1374,-41.101775989,90.3500519502,0.906948,-4.5421,4.21963157694,58,254.465799965,374.515295491,4.1606,28.8783,0.206880651779,58,129.831938423,4.21865
75.1698748422,0.135986,1007.95262174,4.2691211153,301.859099369,64.9338796798,28.3226,-41.7773405797,174.977929852,0.900125,-4.66088,4.31993497892,59,555.19148943,365.246725358,4.26785,29.2246,0.211323580846,59,142.672934986,4.31789
84.7039522778,0.141321,706.333514432,4.44645497194,185.596034318,-18.1746693998,28.5895,69.4643127263,186.050910043,0.85941,-4.83563,4.49719720457,60,269.602381429,324.010232727,4.44509,29.5612,0.214498238629,60,90.2995484276,4.4957
99.7963100093,0.146327,580.178153067,4.58572409532,108.012474655,33.1551828814,28.8723,20.7811020467,216.280035112,0.88235,-4.9803,4.63462052385,61,225.867024674,639.655430136,4.58457,29.8765,0.215966273813,61,223.970288755,4.63348
113.869978981,0.145013,445.865403637,4.7128150333,74.133577771,37.6689697175,29.0681,59.0996909589,179.102496933,0.86651,-5.11142,4.75878437235,62,248.34845267,385.229075184,4.71148,30.2191,0.219987354833,62,117.194598033,4.75739
77.8618279249,0.161007,476.761475507,4.87202702868,94.3774432789,45.1412591005,29.3288,8.51974689269,182.997129128,0.875982,-5.26384,4.91713547231,63,153.9787241,345.979355878,4.87062,30.5093,0.226623597175,63,129.170678551,4.91606
91.1966282932,0.157605,800.373144806,5.05310438694,144.974507223,100.232190611,29.6493,118.492928995,334.349559518,0.880783,-5.43307,5.09857075704,64,272.819674346,510.303820117,5.0519,30.81,0.228672676223,64,135.241140635,5.09723
90.1817244386,0.157903,795.795956123,5.16014554986,119.198084024,106.788489359,29.93,-14.6788232152,147.591820676,0.89902,-5.55564,5.20791055096,65,270.065870116,343.359128894,5.159,31.1304,0.231030327669,65,125.31594505,5.20653
64.3936836056,0.16847,1029.46518721,5.32193796323,272.854940921,28.5355755875,30.1355,77.1823600685,214.83550972,0.906059,-5.7168,5.36638293878,66,260.310012884,323.979304771,5.32054,31.4064,0.236998208979,66,88.8152612506,5.36518
81.5768482247,0.184595,155.853284974,5.49736147177,8.08381258563,111.929580524,30.3964,126.855034695,190.346987276,0.943197,-5.89271,5.5452201423,67,132.244048118,386.67578216,5.496,31.6967,0.243499469615,67,78.5242992221,5.5444
67.141933913,0.188365,139.230271881,5.65004466416,10.1226107166,95.3279485033,30.6287,-28.3644450604,139.111228788,0.918088,-6.04317,5.69642042201,68,116.331191213,332.365746101,5.64832,31.9809,0.246483527219,68,137.460069766,5.69399
28.0849107735,0.217449,315.283165726,5.81619939018,119.119756034,-136.948061324,30.8425,18.1221339717,231.563172274,0.909505,-6.21578,5.86559198418,69,96.5763981307,477.096685881,5.81462,32.3208,0.257298014396,69,157.884580383,5.86439
72.0379278023,0.20418,366.034056469,5.97595210318,49.662237682,122.706244145,31.0677,12.2688270366,133.697603953,0.902361,-6.37724,6.02003858584,70,193.96773126,429.996546056,5.97471,32.6127,0.257019668452,70,130.088604726,6.02019
39.8860639739,0.197997,858.331370788,6.09904262614,183.772798148,-63.1402969914,31.288,36.761426548,141.780541224,0.89221,-6.50158,6.14289020175,71,159.5288927,296.32307003,6.09723,32.8937,0.258720025214,71,96.8723100757,6.14272
55.3234535393,0.232488,398.599432672,6.23976866978,79.6681663989,29.3820628677,31.5118,-117.467092148,37.7728526295,0.903343,-6.65242,6.28317965195,72,99.7080408395,261.232456755,6.23764,33.2137,0.268967395431,72,99.0943398928,6.28201
73.3844346196,0.233763,351.653761521,6.39306262825,90.0281252718,-102.451953467,31.7804,-55.1078874745,58.4127109018,0.915938,-6.81318,6.43215993089,73,144.055263005,275.743198493,6.39193,33.5253,0.271263184239,73,99.9806756211,6.43259
81.0249628978,0.259832,500.381462918,6.50097023147,67.100189236,23.1886989088,32.0189,-36.7866484305,121.847477481,0.874441,-6.92158,6.53973800319,74,184.576536393,320.501850301,6.49871,33.8203,0.286475327638,74,114.2061671,6.5386
71.5328177483,0.280901,240.716314701,6.64380964676,26.4444379856,70.8667717536,32.2408,22.9188763018,144.21226972,0.900452,-7.06873,6.67859144697,75,147.197089427,312.808184966,6.64215,34.1665,0.290918920093,75,92.3171148665,6.67769
74.9456555825,0.254102,434.114575356,6.76431165588,109.771026335,-39.3563177085,32.5348,5.97070563687,166.64229949,0.908062,-7.21705,6.79852157281,76,195.109248955,536.906861629,6.76252,34.4676,0.289604396521,76,171.239024063,6.79726
57.8259569802,0.300025,431.684764661,6.98894891401,127.236781435,-102.837504304,32.7895,22.4107741112,146.200365089,0.899616,-7.44712,7.02095733187,77,121.563605007,324.076328597,6.9858,34.7635,0.306736018077,77,88.7240258109,7.01806
55.5890448743,0.304206,631.359383214,7.20389991286,125.461457358,-61.3643806742,33.0124,0.106488324853,73.5853683175,0.885645,-7.65807,7.2316776696,78,177.263884789,245.08636437,7.20194,35.0479,0.307828285045,78,81.0137034315,7.23028
86.3671452584,0.325191,489.327821697,7.35458022237,137.056918398,-43.1599216143,33.2219,-15.6339475753,54.9626906318,0.928117,-7.8112,7.38262308733,79,219.464687011,180.814627369,7.35355,35.3594,0.310575711762,79,59.2767700227,7.38179
68.8402609116,0.317679,359.157422666,7.46590251138,48.5513214666,59.6440914746,33.4047,-10.6241986544,137.060728457,0.914254,-7.94793,7.49418446099,80,97.7535801145,300.777436786,7.46316,35.6733,0.319351635621,80,88.4873365978,7.49231
54.7742966567,0.348543,357.677942249,7.69992057492,112.887731748,-46.7600299243,33.578,-0.845796785034,111.382856884,0.908362,-8.18382,7.72840220252,81,148.770313265,235.15128283,7.69748,36.0003,0.330343588327,81,82.6127212984,7.72679
23.9913934828,0.349027,556.531852274,7.84892332505,136.725295272,-73.8865812051,33.7685,-94.121172138,28.7937893409,0.895489,-8.34699,7.87582652415,82,85.893051983,154.64131479,7.84528,36.2774,0.33236680008,82,73.993471384,7.87216
52.47091418,0.374501,384.631076851,8.01529000441,73.8205241559,-97.4985494016,33.9471,5.49824208795,99.6714237828,0.908889,-8.50862,8.04019742466,83,130.969651695,204.493924517,8.01365,36.5862,0.344032467769,83,87.2992557111,8.03847
74.3673199494,0.35515,640.302703247,8.18119854514,116.727449077,10.1181258636,34.1351,-37.8443047859,164.379565184,0.906311,-8.67601,8.20264370181,84,146.632237366,305.552788154,8.17848,36.8477,0.343268955247,84,108.474217577,8.20066
99.1680100054,0.336612,578.028961168,8.36517972608,122.390530103,-30.9409603465,34.3454,73.0336020394,211.291690171,0.938817,-8.86471,8.38594825797,85,214.59312114,560.688094922,8.3631,37.1012,0.341469175014,85,170.094969028,8.38444
82.6590823773,0.423321,437.239194233,8.51890814331,102.232057676,-77.630306637,34.5954,10.3359926457,125.121867154,0.905752,-9.02862,8.53892128853,86,176.422708648,271.157037829,8.5168,37.4299,0.36151951368,86,84.0320018864,8.53722
92.6053831089,0.385017,229.742934958,8.71751616318,13.584980028,133.850669802,34.7792,3.53532549215,133.667001512,0.894007,-9.21607,8.73535958302,87,153.730097128,341.874987409,8.71431,37.6779,0.356967325728,87,97.5769433699,8.73286
62.5395029412,0.430534,648.991082503,8.87992766741,174.643214073,-63.6717460538,34.986,0.308319903881,192.098450378,0.917649,-9.38195,8.89686494577,88,184.018813638,504.444256396,8.87798,37.9896,0.372965919649,88,173.55347711,8.89605
51.0876708333,0.41613,585.954202513,9.02074346832,172.506074341,-94.4874925966,35.2422,16.9046113475,94.8033390758,0.918747,-9.50548,9.03760582798,89,125.115872508,147.264533369,9.01804,38.2175,0.36569540318,89,48.1248481227,9.03576
79.6674909332,0.395846,763.482850302,9.13390910115,164.338284367,81.6083544637,35.3813,127.25386177,211.706940133,0.920243,-9.63145,9.14980381167,90,299.803826374,330.945988529,9.13152,38.5033,0.363339252883,90,81.089170272,9.14914
86.4608468331,0.420982,698.451878223,9.25730045972,143.295966533,-82.2275789371,35.6177,107.72672358,140.018308648,0.908723,-9.76083,9.2740579216,91,243.123128897,187.749676069,9.25545,38.784,0.368887507764,91,33.8842065705,9.27387
113.360456954,0.447652,1037.5299983,9.39892608041,267.632952161,0.462570843206,35.7992,5.09530344818,217.410510058,0.933854,-9.91108,9.41598766021,92,398.757053322,579.827568913,9.39562,39.0619,0.375595789692,92,208.220056482,9.41354
63.5748933187,0.39845,510.059130487,9.53787931428,137.414245627,1.43608830618,35.99,37.0421511849,216.069777093,0.927528,-10.0243,9.55590087717,93,150.05980772,478.478849221,9.5361,39.3295,0.368985335993,93,133.10923166,9.55608
69.1904532253,0.429775,952.40407687,9.65098227255,184.997861728,33.9672151574,36.1387,5.03400226386,179.913053104,0.939717,-10.146,9.66736903882,94,152.738142365,483.917739087,9.64863,39.5882,0.379198327585,94,143.97110071,9.66675
80.4883379622,0.525358,600.358711768,9.81647830884,157.920243088,-13.3948105484,36.3365,119.634556546,261.301209443,0.90622,-10.3229,9.83018693537,95,239.946508238,464.721260014,9.81301,39.8801,0.39430716901,95,147.835386286,9.82905
86.2058094193,0.419738,643.973165271,9.92975827524,170.040439478,-50.1911198091,36.4416,0.481307578895,167.957593342,0.921313,-10.4506,9.94333883921,96,237.689303381,372.789164152,9.92727,40.1143,0.381578659237,96,132.473137185,9.94251
58.674572633,0.53646,597.261195919,10.0636793185,168.645706796,-61.934620472,36.5765,10.2629241785,216.566151334,0.901411,-10.5708,10.0765990795,97,156.565521033,713.968132582,10.0607,40.397,0.40119036346,97,250.188584191,10.0749
54.5405778462,0.507986,496.54298474,10.1895376257,143.577929836,-86.1819659178,36.738,8.70752776412,140.009167197,0.906835,-10.7183,10.2012918674,98,132.980705555,290.888634399,10.1878,40.6504,0.399319495244,98,91.4848518973,10.2012
77.3325426241,0.457334,397.422005635,10.3355269734,56.5865241325,-5.08799492612,36.9397,30.0364307681,141.837921575,0.919577,-10.8603,10.3460051844,99,137.890741498,344.779519677,10.3326,40.8917,0.390156436591,99,95.105871911,10.345
79.8739085348,0.492612,509.459776742,10.4619343697,113.614853812,-68.2048332168,37.0695,-65.7250153275,114.461220911,0.912659,-10.9986,10.4729689995,100,188.087096046,306.044907609,10.4593,41.1409,0.401068600084,100,108.412103233,10.4727
49.372045806,0.457432,665.879148484,10.6373373264,173.851080174,-93.1872847267,37.2266,0.597699386834,107.764017141,0.924495,-11.1551,10.6472064784,101,126.261360055,244.527369124,10.6343,41.3335,0.399826217375,101,82.6265902067,10.647
70.8429296728,0.528385,659.589340189,10.7642801091,117.799070826,-86.4792751587,37.3835,53.7273704377,174.765382792,0.899021,-11.258,10.7737637602,102,172.137598445,251.512415151,10.7614,41.545,0.410547877385,102,71.4630923992,10.7724
85.3632180879,0.468583,505.845361722,10.83992828,93.5505925493,-40.9210525076,37.5692,49.2107721588,189.097168514,0.926632,-11.3429,10.8501796279,103,164.352277794,441.256708108,10.8371,41.787,0.403458347695,103,139.101394881,10.8507
113.878573781,0.513791,934.255997457,10.8989165332,172.621655171,6.40013756515,37.674,-0.472260273315,84.8603582862,0.904389,-11.4028,10.9109172636,104,328.099154127,202.192079439,10.896,42.0226,0.409440536372,104,63.949146793,10.9108
73.257209943,0.554177,707.622392126,11.0770304771,153.840645674,-91.4953497307,37.8743,3.86183614488,301.757447272,0.926886,-11.5684,11.0884616438,105,183.128464211,969.623453314,11.0741,42.2029,0.417884558651,105,342.060328863,11.0878
92.7749923769,0.544772,469.830895532,11.1354419225,109.56489459,-100.834266923,37.9978,51.8059967636,224.005033891,0.919136,-11.6409,11.1476615839,106,218.713736391,454.219499351,11.1329,42.4422,0.414118953979,106,159.304825833,11.1485
95.8131456576,0.521314,553.19502592,11.2074990155,103.908943683,17.8928747763,38.1398,-1.82877808045,109.172043018,0.899034,-11.7296,11.2200690978,107,229.141429893,437.364711832,11.2054,42.6446,0.414417388871,107,132.260720743,11.2208
93.967336692,0.560353,619.705352966,11.3560618648,123.028110109,-19.456212338,38.3228,29.314041238,258.808131233,0.908965,-11.8587,11.3703990515,108,228.033114872,671.677139708,11.3531,42.8905,0.426805199192,108,226.015953485,11.3712
69.1944337959,0.542142,756.623953389,11.4348987817,171.016885362,-33.4848051173,38.4844,4.02704767212,140.609164078,0.899544,-11.9337,11.4492484587,109,183.192972108,317.585593656,11.4322,43.1002,0.416941111884,109,115.771609401,11.4507
95.5063246176,0.510702,891.480812536,11.5591052848,154.610676455,-18.225468985,38.629,59.5218414866,105.35207777,0.918656,-12.0598,11.5752737582,110,231.184841336,195.524331375,11.5565,43.301,0.413244201405,110,44.8152911399,11.5753
95.7690672452,0.556505,810.63589511,11.6114698173,103.831074775,7.80300039996,38.8051,50.2509034714,186.79719413,0.928406,-12.1113,11.6286048225,111,222.479428495,359.180692997,11.6092,43.4959,0.420009122371,111,106.15942004,11.6295
88.5294708081,0.559247,359.669606908,11.6783533341,42.506852097,87.8446913502,39.0037,-3.43165085288,169.549011558,0.937847,-12.1567,11.6950557247,112,156.690450949,400.956574878,11.6749,43.7215,0.422216670358,112,139.825451354,11.6957
80.6868187604,0.580864,561.262064044,11.7772964083,133.5428353,-79.6876288995,39.1809,95.1786060528,190.173665144,0.918044,-12.2636,11.7930870458,113,184.143466288,314.421512842,11.775,43.9572,0.424936117983,113,83.9832836487,11.7948
104.336025322,0.554892,780.203564755,11.8476205593,158.949042978,-14.9750075927,39.3257,13.5649973112,125.785953419,0.92561,-12.3445,11.8634880821,114,283.701977439,260.605397959,11.8446,44.1791,0.421996340872,114,89.4313172611,11.8638
96.1997494128,0.552935,350.035227493,11.943383211,57.3726131814,105.995987627,39.4948,43.7705955553,128.997343344,0.934182,-12.456,11.9581771568,115,157.183900834,372.541726903,11.9404,44.3427,0.418762306582,115,111.620630134,11.9581
95.5872760179,0.633063,917.422391378,11.9748017032,139.242514453,15.2623819052,39.7513,63.5999969067,190.194570895,0.922659,-12.4844,11.9893498733,116,215.101349169,324.148825856,11.9709,44.6435,0.438552208371,116,99.9014567306,11.9891
83.9799572318,0.541456,558.43034669,12.0995834494,157.106190772,-107.558331672,39.951,-0.819582526752,176.890851858,0.919976,-12.5845,12.115723285,117,214.928773746,433.051796889,12.0982,44.8402,0.420392872118,117,134.526812083,12.1181
59.478911161,0.56699,714.083434861,12.1534963283,166.090525312,-57.7496472999,40.1279,1.86794470456,105.359992115,0.932386,-12.6321,12.1708121667,118,183.342528009,295.856124761,12.1498,44.9887,0.422395239746,118,100.610651034,12.1712
59.7719934581,0.56847,424.110299479,12.2265243048,119.512830724,-108.396790474,40.3361,-16.679628104,131.463637024,0.932073,-12.7107,12.2453874828,119,183.021786079,518.568941886,12.2249,45.2373,0.4259799941,119,201.18132625,12.2469
69.6369343115,0.650185,395.364723063,12.3209515157,99.8663971009,-107.288446772,40.4822,18.0362638056,157.135447703,0.931134,-12.8075,12.3412941466,120,156.422222055,350.217035335,12.3183,45.416,0.436485509437,120,111.629844,12.344
