AverageDiscountedReturn,AverageQLoss,MaxReturn,AverageY,StdReturn,MinReturn,PolicyRegParamNorm,MinEsReturn,AverageEsReturn,AverageAction,AveragePolicySurr,AverageAbsY,Epoch,AverageReturn,MaxEsReturn,AverageQ,QFunRegParamNorm,AverageAbsQYDiff,Iteration,StdEsReturn,AverageAbsQ
172.074558208,1.03034,1704.81120858,17.3264802797,202.150125179,563.063888684,114.921,25.0737464137,360.610241488,0.998691,-17.4592,17.3304562492,1364,871.907260397,825.523101368,17.3251,136.185,0.412728623172,1364,300.222903948,17.3324
171.849194396,1.0074,2167.85070703,17.4130120557,496.338177344,719.083642842,114.921,41.9295728813,277.88976296,0.998603,-17.531,17.4165906708,1365,1411.66612201,531.894208222,17.4127,136.197,0.399262428305,1365,153.367238725,17.4214
150.410775017,0.972756,2019.21692824,17.3664107712,595.645468214,23.6944379155,114.955,46.3335915707,382.952788625,0.998603,-17.4847,17.372614505,1366,1034.20573031,533.125095528,17.3648,136.2,0.400197392921,1366,198.288900366,17.3733
169.585850668,1.08131,2106.71583519,17.4469794979,429.211738408,87.6219995947,115.0,91.1370573993,596.31776027,0.998685,-17.5824,17.45167074,1367,1093.54471445,1128.21656351,17.4462,136.239,0.412329452098,1367,371.215668426,17.4527
176.789818606,0.945079,1058.97273207,17.4501088799,166.629349246,120.527717122,115.032,559.92387703,649.634668707,0.998807,-17.5791,17.4547171492,1368,703.76286529,764.529307954,17.4493,136.272,0.394800986435,1368,86.8905955792,17.4572
178.364665029,1.03147,2107.8321038,17.3983295289,308.340137016,1183.15425567,115.03,148.446626042,359.94581311,0.997619,-17.5294,17.4029659193,1369,1438.65336477,612.020847801,17.3977,136.323,0.411195433224,1369,183.594332385,17.4056
155.115804561,0.979428,1395.25575478,17.4464106868,281.216964956,98.7546607135,115.004,49.1841508826,293.908659076,0.998699,-17.5944,17.4517522117,1370,945.934824939,553.003482325,17.4453,136.403,0.40385437322,1370,190.534262268,17.455
149.687664836,0.908038,1569.99863424,17.4330065224,391.168084163,33.6999541059,115.034,26.3717524437,171.783681138,0.998022,-17.5723,17.4399678015,1371,1056.33920586,724.328686724,17.4318,136.456,0.395845238516,1371,223.330585151,17.4427
121.210080561,1.0988,1615.35239284,17.4254860808,583.381665193,51.6342133338,115.076,407.153347289,631.883771219,0.998437,-17.5574,17.4302454775,1372,886.031593863,856.614195149,17.4235,136.489,0.420969342725,1372,224.73042393,17.4335
154.8810089,1.02645,1388.8507024,17.4410926945,406.471786116,55.0260052552,115.1,55.338522153,248.511877364,0.998947,-17.5694,17.4459114939,1373,739.788615324,782.331318354,17.4414,136.514,0.404813145377,1373,261.909099515,17.4483
181.01596411,1.07457,1268.05194461,17.4696172517,230.619077236,90.0924477727,115.145,7.65725812596,367.504038003,0.998803,-17.6052,17.4743622266,1374,767.579923886,883.965856046,17.4689,136.565,0.410550857759,1374,287.027104201,17.4765
167.826752743,0.980549,1865.91791442,17.5317418598,376.682732727,512.23163183,115.121,39.3285903179,588.982779158,0.99901,-17.6623,17.5349065219,1375,872.930602765,1138.636968,17.53,136.611,0.399943903767,1375,549.654188841,17.5365
176.418001767,1.10054,943.056872782,17.4566068448,87.8623607818,566.242698179,115.115,47.5439500418,356.114680753,0.999071,-17.588,17.4608084859,1376,746.251809381,762.093748578,17.4555,136.644,0.410497961374,1376,247.206544206,17.4634
181.383260615,1.06941,925.944500525,17.4511258969,74.2806978735,487.088462191,115.169,13.1293329157,399.200307835,0.998781,-17.6011,17.4551541892,1377,710.294744155,739.199531746,17.4499,136.694,0.409273210906,1377,231.04864747,17.4567
169.791454767,0.960272,1531.44470983,17.5189132557,396.662051744,137.52747217,115.23,9.62924786909,207.66948535,0.998744,-17.6546,17.52365511,1378,748.990977157,506.996568033,17.5166,136.741,0.401269546477,1378,188.241302641,17.5252
185.862951604,0.911871,1486.49823345,17.5493626933,270.918743728,149.946980462,115.222,137.349486931,469.944430337,0.999048,-17.68,17.5533390552,1379,839.820969411,794.820407824,17.5499,136.811,0.400211096462,1379,266.710316648,17.5585
173.4378084,1.14594,1265.18018272,17.489810991,240.564948264,158.80372591,115.238,79.4488694905,326.696857552,0.998782,-17.6253,17.4956200676,1380,716.504946837,811.226416119,17.4888,136.839,0.41722720786,1380,314.227795782,17.4992
187.390389245,0.998416,2145.96443832,17.4973573889,489.097043275,394.787946915,115.241,62.3060152393,359.563212142,0.998605,-17.6204,17.5013552159,1381,1625.73427825,716.728579173,17.4959,136.862,0.406922910711,1381,217.503117105,17.5031
109.932389677,0.986187,2182.51165447,17.5052826745,776.579603827,-9.31061347069,115.278,104.44060354,382.016821275,0.998359,-17.6284,17.5098735978,1382,1130.91562661,659.593039009,17.5036,136.902,0.402537951544,1382,277.576217734,17.511
162.152489642,0.984612,1883.2993067,17.5335011105,524.605545364,13.9690966092,115.329,12.8001030826,559.102310323,0.998729,-17.663,17.5389338305,1383,1267.48249511,1293.30303974,17.532,136.914,0.40441018544,1383,483.128826102,17.5409
117.862743314,1.12123,1784.67742834,17.5681174311,461.08027481,-36.0275743545,115.419,1.49209867067,165.65571549,0.99869,-17.6906,17.5715207246,1384,844.199321397,1089.685968,17.5666,136.955,0.418945742089,1384,311.8099262,17.5721
97.0404974173,1.03335,1395.16450609,17.5233335769,96.4761750233,1072.69167795,115.456,-15.3043140703,244.276025727,0.998554,-17.6484,17.5297789125,1385,1188.15791323,908.639781863,17.5227,137.002,0.409604277954,1385,353.358665366,17.5333
82.6942778885,1.11687,1233.59964037,17.5168357953,473.86570729,4.66926633135,115.455,-35.8071657946,61.9688834651,0.99831,-17.6612,17.5222387804,1386,874.702125396,265.601633516,17.5153,137.007,0.415579453191,1386,119.04942905,17.5253
81.8690974368,1.02424,1190.54712182,17.509123138,33.401971628,1092.77951719,115.514,-53.8584940075,118.424622107,0.997421,-17.6449,17.5157688603,1387,1134.83081931,1070.29777226,17.5079,137.062,0.413924532631,1387,337.27609159,17.5178
24.4671853743,0.906235,1145.69934147,17.5535223104,528.835301706,-42.3104180032,115.519,777.841172671,931.771387754,0.996651,-17.6786,17.559000138,1388,366.112183867,1085.70160284,17.5537,137.118,0.403026133769,1388,153.930215082,17.5638
155.021504926,0.991037,1205.09661186,17.5761157704,26.1818175505,1127.97180232,115.509,420.699749122,780.945965835,0.997224,-17.7147,17.5803691179,1389,1158.26651915,1141.19218255,17.5743,137.154,0.40942726102,1389,360.246216714,17.5832
165.118382115,1.12355,1265.69502949,17.5354973858,41.7237854418,1147.44524236,115.522,212.802536576,625.159728161,0.996796,-17.6852,17.5414293132,1390,1190.81219651,1240.28876158,17.5341,137.198,0.422382737801,1390,443.297718259,17.5428
70.0634708957,1.04333,1322.75267472,17.6011471754,521.861817786,20.3297839818,115.57,14.4790763481,280.788007002,0.997706,-17.7306,17.606080413,1391,347.695837449,1112.81903801,17.5993,137.227,0.416382403087,1391,419.955729111,17.6085
118.987550791,1.09874,1340.47257075,17.6067754884,443.380617612,39.6537488412,115.646,3.08830911942,124.461563174,0.997135,-17.7419,17.6117252494,1392,1027.747421,759.859717666,17.6067,137.253,0.414415167369,1392,231.366906967,17.6135
101.302656643,1.00101,1220.68398151,17.5222914525,49.0630715395,1068.5264522,115.69,-6.00577581167,137.179423765,0.996178,-17.6356,17.5274904105,1393,1142.57553861,593.395434899,17.5195,137.274,0.401032337934,1393,217.363564311,17.5288
154.547030028,0.802062,1423.90968029,17.5801858162,441.624268781,61.0773666756,115.753,-35.7715634839,173.323559736,0.998238,-17.7091,17.5847560372,1394,1084.00119906,571.186065686,17.5814,137.303,0.388095187075,1394,205.426973815,17.5893
160.034245714,1.00115,1529.5654409,17.5654029799,399.907615759,91.8884990423,115.747,118.259167166,455.700670794,0.998218,-17.6874,17.5700641645,1395,1128.31638331,1049.74118706,17.5634,137.318,0.403457339764,1395,421.344655684,17.5717
174.702983135,0.955467,1461.09638521,17.6401584507,211.63855275,614.053670056,115.827,70.6328186621,248.456189608,0.998284,-17.7669,17.6451600376,1396,827.527117826,877.354136402,17.6386,137.376,0.399606909625,1396,257.92056689,17.6472
161.251569643,0.953579,1406.8579984,17.5904191208,104.07904608,1021.90840014,115.897,36.5079142103,385.555403537,0.99867,-17.718,17.5960554774,1397,1267.53385985,840.753283301,17.5898,137.379,0.403589645322,1397,339.217963063,17.5981
167.187818298,1.15525,1274.78380646,17.5993501616,28.8677702929,1172.57939253,115.98,15.2136468517,185.461301151,0.997017,-17.7235,17.6036600528,1398,1255.39424231,732.046442614,17.597,137.431,0.412270076943,1398,241.240560069,17.605
132.615802766,0.951502,1569.62991755,17.6206441276,377.139588577,0.33540595854,115.984,146.764354313,447.819077522,0.998383,-17.7432,17.6250112482,1399,1097.44242488,641.427265389,17.6212,137.453,0.394292189247,1399,215.764404488,17.6289
158.574644286,1.05633,1266.42323233,17.6321284804,34.2027203125,1160.43693775,116.065,543.956944746,580.788594668,0.997003,-17.7466,17.6362924642,1400,1232.00269414,621.430374071,17.6312,137.493,0.408575930204,1400,31.7429349392,17.6407
164.405709226,0.956112,1278.61526841,17.6060349934,29.9416454576,1170.06364347,116.089,597.954915257,663.772282578,0.997429,-17.7321,17.6093829238,1401,1257.10788712,753.704321585,17.6056,137.539,0.396181614269,1401,65.8311346588,17.6126
131.62232786,0.983477,1486.52406972,17.6316985533,483.662598806,-2.19267552844,116.154,11.5859009258,496.625112662,0.997643,-17.7512,17.6363121545,1402,904.738510514,778.567349988,17.6301,137.577,0.395921610743,1402,344.481660433,17.6379
138.144338282,1.01588,1219.66079407,17.6370015693,40.3152200413,1105.16490528,116.182,4.8535908291,522.330162739,0.995842,-17.752,17.6437385929,1403,1158.90849842,1107.09930678,17.6356,137.644,0.403000378773,1403,456.718427453,17.6475
144.231577674,0.940215,1283.08458769,17.568259486,61.9079740768,1067.7593143,116.243,6.0147432792,516.950015255,0.995821,-17.6938,17.5741699909,1404,1122.4775539,975.652288555,17.5685,137.691,0.396835809873,1404,397.572179539,17.5778
100.140791766,1.00315,1165.99955683,17.61181888,516.770948986,39.1286252285,116.308,10.6889979797,159.959119405,0.993442,-17.745,17.6157665936,1405,564.279787512,520.328911487,17.6104,137.743,0.405649686772,1405,163.405607459,17.62
138.751965667,0.957383,1208.56873584,17.6095801955,366.228926043,109.042187421,116.343,12.5116315326,243.768132819,0.993831,-17.7394,17.612932944,1406,953.848290411,957.960408165,17.608,137.748,0.402574928641,1406,311.062417179,17.6147
162.34631654,0.927351,1202.80101467,17.6360009634,124.925312319,722.693100312,116.426,95.5038132086,371.548977333,0.996774,-17.7645,17.6395972539,1407,1131.61124266,738.484562344,17.6363,137.763,0.388614282997,1407,269.044625642,17.6444
87.0952464381,0.902054,1200.60995786,17.6641124006,547.974542736,3.89758142504,116.494,217.374575682,363.488175145,0.9874,-17.793,17.6674270867,1408,634.966196881,641.122421483,17.6628,137.816,0.393119333334,1408,163.70589392,17.6703
159.781559726,1.14311,1227.71969499,17.6984044283,291.996777834,125.467738762,116.505,37.7236948392,499.824175744,0.996837,-17.8325,17.7042057791,1409,1081.05641106,1356.95397135,17.6957,137.889,0.417225137568,1409,606.700502839,17.7057
81.0516986952,0.936977,1002.38442541,17.6681952621,10.6129031177,968.027658583,116.572,10.7926850776,248.423473489,0.997447,-17.782,17.6724234434,1410,990.810170272,749.389238201,17.6682,137.917,0.400501050463,1410,301.783005239,17.6752
156.206682444,0.96748,1220.02310376,17.684625722,68.9474762393,963.771460212,116.617,13.4744106807,419.14647586,0.994341,-17.8029,17.6884773145,1411,1138.89785889,776.438249392,17.6827,137.939,0.405681143764,1411,328.755194206,17.6902
147.284328308,0.967387,1236.38007143,17.5825217852,341.987866052,8.41846179028,116.627,30.82340911,303.690607842,0.992632,-17.6981,17.5891524654,1412,1080.96909209,753.313936809,17.5814,137.952,0.40172088935,1412,306.807914945,17.5918
181.987247243,0.908575,2185.46461045,17.6394317382,353.54542243,714.796783992,116.643,277.920832333,616.555835108,0.999158,-17.7593,17.6435882748,1413,1231.53398715,799.967963443,17.6392,138.014,0.395771521122,1413,239.727494373,17.6457
117.878575789,1.0508,1318.24963952,17.6786399165,539.879490285,21.8505805922,116.713,300.917655003,614.426324935,0.99399,-17.8134,17.6844898746,1414,707.011184954,927.934994867,17.6768,138.038,0.414868558097,1414,313.508669932,17.6856
91.6834282894,1.09769,1852.78348886,17.599787255,733.302392167,18.3267962609,116.75,265.771823624,265.771823624,0.998456,-17.7371,17.6057556296,1415,620.164358875,265.771823624,17.5991,138.083,0.425574805588,1415,0.0,17.6088
133.548793935,0.82008,2043.26077222,17.6722851736,773.060985552,84.9750861461,116.775,41.3758170209,899.862749947,0.998768,-17.8004,17.6769889497,1416,1219.13925539,1465.8715712,17.6707,138.117,0.387727168048,1416,617.227469023,17.6788
187.817354053,1.06517,2267.68389177,17.7766342392,629.934168844,495.665058197,116.799,15.3220616397,280.643208306,0.998854,-17.8995,17.7807969104,1417,1288.99254985,668.776634377,17.7757,138.162,0.404993162237,1417,258.589134608,17.7846
192.330448632,0.870549,1840.38042787,17.6997433332,303.613797235,615.05771198,116.836,22.8791584558,279.203655123,0.999112,-17.8305,17.7033482385,1418,961.581380694,1185.11825697,17.6989,138.195,0.393906865198,1418,408.242300042,17.7062
193.182522086,1.03671,1694.55684716,17.7737195921,253.726627317,558.823424259,116.935,6.46660028304,96.9176659008,0.998678,-17.8958,17.7790940923,1419,890.489656105,256.120954425,17.7713,138.229,0.421175507819,1419,86.2698777266,17.7802
155.358965832,1.0121,1410.02282203,17.7534393344,411.538679636,52.9258090844,116.953,22.1379610434,283.209329748,0.998663,-17.8859,17.7590136561,1420,895.163570207,737.252965415,17.7524,138.255,0.408899654897,1420,257.542950428,17.7625
123.263183636,1.12399,2039.23898516,17.7461042871,719.286055361,105.308214767,116.96,12.3286825266,92.340252686,0.998714,-17.8671,17.7511684692,1421,924.351852506,282.540126133,17.7455,138.304,0.420196773567,1421,82.0468742822,17.755
148.376401893,0.872351,1401.05595329,17.740329932,363.128331366,133.897251204,117.022,45.2762594678,408.8277849,0.998862,-17.8667,17.7457234893,1422,714.832863806,1055.38123038,17.7395,138.313,0.39784569298,1422,370.140007687,17.7499
102.329396496,1.00998,1575.47848965,17.7701421904,481.948448866,59.7382665424,117.027,82.6483908516,296.498471384,0.998762,-17.899,17.7766138406,1423,412.369192098,602.72657098,17.7686,138.372,0.409855421129,1423,222.14199988,17.7799
74.6309509249,0.839539,807.232911655,17.77219034,146.38642112,55.2264925824,117.081,10.8697870641,113.20457953,0.999143,-17.8815,17.7792898886,1424,147.669746497,700.401157338,17.7711,138.4,0.393662913238,1424,167.00837894,17.7809
115.777560286,1.0666,843.76104209,17.7325713682,270.450767634,50.7613531128,117.114,28.2512067087,99.8464919538,0.9992,-17.8586,17.7377460733,1425,322.988133148,228.014424287,17.7323,138.416,0.411881216366,1425,53.3898079036,17.7424
183.524919125,1.18073,1206.08833883,17.7340650481,144.463307132,585.284849316,117.164,7.39944352716,152.685715827,0.999066,-17.853,17.7418971318,1426,773.191597508,652.704820009,17.7322,138.474,0.419086067729,1426,201.488671176,17.7433
190.680983618,1.10556,1019.1164632,17.7453973229,112.813987685,641.449468578,117.23,8.43907727178,295.329280239,0.998822,-17.8664,17.7508665676,1427,832.824352284,745.666562725,17.7456,138.516,0.419467695238,1427,264.425415941,17.7549
184.805923355,1.03568,1028.4281269,17.6778327256,228.562905993,63.6628883833,117.215,39.9693818135,253.338445393,0.998903,-17.8025,17.6853513118,1428,835.313579089,652.121442405,17.6757,138.577,0.41230830442,1428,236.521560483,17.6861
186.415261891,1.07256,818.208906215,17.7251788693,52.0717375505,571.112402961,117.224,19.4065874844,241.809661452,0.999314,-17.8496,17.7326781855,1429,708.387731338,611.473697517,17.7248,138.619,0.413823389227,1429,207.172983699,17.735
195.153962463,1.01841,912.403612994,17.7305064659,146.865341208,56.3809070828,117.259,64.0504378003,390.984449117,0.999115,-17.863,17.7370573386,1430,748.378156681,723.655419962,17.7277,138.676,0.410079151675,1430,240.117141548,17.7386
145.483964255,0.941363,1015.77618148,17.7522305504,329.046434833,58.3734018602,117.279,12.2525165077,400.692049658,0.999289,-17.878,17.7593598448,1431,567.021291439,686.640977696,17.7521,138.751,0.392369292845,1431,241.647918509,17.7627
152.428660542,1.06937,1042.19568222,17.6341469064,306.943949114,16.9865567444,117.293,329.000388842,510.461098877,0.999144,-17.7502,17.6395749642,1432,547.984660827,762.867968547,17.6324,138.79,0.411679777804,1432,178.027944581,17.6428
172.18622848,1.12897,1179.92261054,17.6923425677,315.710640014,59.5995743581,117.35,10.8726237823,254.929117929,0.999108,-17.825,17.7008577325,1433,676.857427391,618.573050944,17.6927,138.816,0.416329979473,1433,202.459710218,17.7035
175.463992651,1.13063,1005.37541939,17.6944888208,182.359775668,61.4420486813,117.353,167.040349312,515.434466143,0.998814,-17.8181,17.6985123635,1434,685.670922263,751.070250816,17.6927,138.855,0.411106146995,1434,217.356460005,17.6993
101.009363536,0.950669,586.185254562,17.7661258166,117.811820449,28.4026533164,117.379,2.97649935352,283.205552039,0.99917,-17.8927,17.7725031746,1435,349.993465097,686.291426718,17.7648,138.9,0.397439074835,1435,275.111250258,17.773
162.684746784,1.06141,1410.44406728,17.7525522776,380.419120288,129.960268554,117.448,25.6701544407,307.268161653,0.998908,-17.8781,17.7576190975,1436,690.252715015,772.465277732,17.7513,138.933,0.408846605088,1436,255.827634652,17.7604
172.069222678,1.11555,1252.32142993,17.7199590259,233.155534549,502.288548246,117.495,22.4310566828,475.614175279,0.998754,-17.854,17.7250755411,1437,754.892155646,1138.69861402,17.719,139.008,0.421773752631,1437,430.035342357,17.7274
170.323711365,1.03938,1088.74118892,17.7084113451,164.697990806,62.7267087332,117.544,15.818554744,456.280790592,0.999231,-17.8373,17.7136288034,1438,484.411527609,870.068571898,17.7065,139.029,0.400539424653,1438,324.566473369,17.7151
161.229813654,1.01873,1000.88276564,17.7228437726,261.735165217,83.9220775172,117.536,11.5062364167,235.52933572,0.99891,-17.8494,17.7276422412,1439,502.692994883,625.426408416,17.7222,139.087,0.405710055121,1439,220.982330482,17.7302
132.488727966,1.19946,1046.54572031,17.7373531863,317.76196265,2.61671831066,117.591,0.890651881989,194.854964664,0.99942,-17.8631,17.7412134398,1440,398.286116473,673.252082759,17.7355,139.099,0.421664823785,1440,257.808184418,17.7423
74.7081056358,0.924006,1288.62456887,17.7076396812,381.839769762,15.3371416401,117.627,-1.52603856021,267.250953317,0.998768,-17.8235,17.7135691884,1441,270.710797522,688.21076951,17.7067,139.126,0.394483715024,1441,271.998548744,17.7169
151.281422385,1.00925,1817.92849328,17.7674891958,660.556445969,46.2164009955,117.685,2.74081986472,120.663703549,0.998254,-17.8743,17.7732157735,1442,1082.81684554,659.02203347,17.7656,139.219,0.407080633292,1442,182.832124112,17.7749
160.748265441,0.920818,1826.52253069,17.7904638109,248.270999015,988.519621006,117.703,7.27560564528,89.2128929029,0.997385,-17.9217,17.7958844189,1443,1446.11833395,324.230063391,17.7892,139.229,0.400950438497,1443,102.682405016,17.7975
155.446283507,1.01433,2201.63799343,17.7998027382,526.116290434,102.778955755,117.742,6.65284505267,270.604101482,0.997849,-17.9221,17.8064183423,1444,1178.01626233,656.198844902,17.7994,139.259,0.397409597515,1444,240.979287533,17.8082
133.618344175,1.01316,1708.3109903,17.7912456782,620.448861473,16.7062577201,117.741,30.7312082034,322.94775971,0.998986,-17.9196,17.7946116024,1445,963.721116791,739.839462648,17.7895,139.287,0.409427212773,1445,256.979707636,17.7974
127.429824391,1.04318,1474.13548453,17.7926934395,583.994646908,22.5225169885,117.773,-0.851649243562,73.2554210257,0.999015,-17.9158,17.7970057562,1446,819.34724586,326.105554334,17.79,139.307,0.404719943704,1446,108.719018778,17.7989
58.6183403667,1.04344,1266.59763307,17.8359706877,398.371254192,14.3603377901,117.784,16.8285927532,197.013472964,0.998702,-17.9653,17.8395763645,1447,236.942559428,692.768195509,17.8359,139.347,0.401063516167,1447,222.283467054,17.8425
166.114306991,1.14577,1341.24343415,17.8067956308,45.9687443305,1195.97415555,117.827,7.1399487934,359.193487779,0.998622,-17.9279,17.8115599166,1448,1279.98891172,658.914428939,17.8056,139.356,0.415852323387,1448,235.362796755,17.8136
177.416109176,1.04715,1448.06099047,17.7851463876,108.037648872,1005.89980981,117.896,43.4819375244,68.8765888141,0.998887,-17.915,17.7883025001,1449,1282.36968375,94.2712401039,17.783,139.379,0.407793254506,1449,25.3946512898,17.7895
174.611663001,1.03985,1327.441778,17.8350835598,154.089166976,747.057767604,117.94,0.0363316181879,379.892060149,0.998732,-17.9495,17.8385202289,1450,1214.38901185,1219.60305086,17.8343,139.387,0.39965311604,1450,405.343115264,17.8409
170.396752832,1.07785,1307.93745144,17.8326035452,72.2071151605,1105.40865734,117.992,393.569538092,530.745551636,0.998722,-17.9457,17.8360575144,1451,1215.3630243,667.921565181,17.8334,139.45,0.402818324672,1451,137.176013545,17.8396
169.342382222,1.022,1189.94522363,17.7972010639,62.8606180013,1010.01241712,118.013,1002.3980308,1002.3980308,0.998671,-17.9318,17.801736734,1452,1125.55591045,1002.3980308,17.7955,139.506,0.396771153095,1452,0.0,17.8055
162.894614077,1.00145,1457.75535023,17.8522211679,58.7578029661,1226.45796217,118.037,571.917254924,847.227599311,0.998658,-17.9792,17.8554289799,1453,1344.57706513,1214.84586712,17.8501,139.52,0.394308465847,1453,270.468562116,17.8568
143.019424659,1.01718,1565.00779143,17.7651067677,408.40328999,196.850125729,118.069,493.166648291,530.605773103,0.998888,-17.8955,17.7692709283,1454,1041.64137568,555.648755566,17.7641,139.607,0.398110638441,1454,26.9722288192,17.7719
166.127929996,1.0509,1211.3033694,17.8249222854,61.5814120317,1006.87353599,118.092,118.020333935,318.527811193,0.998812,-17.9601,17.829542379,1455,1141.20943922,620.812960802,17.822,139.633,0.404918482826,1455,170.005174903,17.8293
164.886550822,1.00723,1476.84615134,17.8212936324,159.557690248,985.980078798,118.158,22.3172493585,401.671325559,0.998838,-17.9576,17.8265538734,1456,1267.30199856,648.355493946,17.8196,139.645,0.395524994724,1456,231.389166615,17.8294
168.304116738,0.903872,1576.2081598,17.8369532508,216.970290668,671.315031788,118.144,475.341212741,673.434463583,0.998498,-17.9734,17.8434150517,1457,1150.65229687,888.928534915,17.836,139.675,0.391465892711,1457,169.294043371,17.8461
188.023645423,1.13422,1761.57550255,17.7868921103,304.537971382,671.262267185,118.208,1.22653975928,157.053025754,0.998573,-17.9104,17.7916642046,1458,1015.96919025,535.018017773,17.7862,139.718,0.410704129618,1458,198.350983486,17.7962
73.5522989197,0.997081,1221.02257727,17.8588824313,319.880901994,38.086561546,118.222,28.900708934,286.210923743,0.998549,-17.991,17.864845734,1459,211.246587348,814.309319871,17.8579,139.778,0.399858172166,1459,277.893931338,17.8676
203.144941365,0.986289,830.186138967,17.8697180068,51.595147923,604.363251428,118.226,15.7544450458,253.12642924,0.999332,-18.0049,17.8752907506,1460,700.263546205,653.636967319,17.8693,139.812,0.402958677222,1460,254.837236132,17.8799
187.773475105,0.938098,601.022030099,17.9119995915,32.2890167261,469.233356354,118.239,15.6138913308,418.469101434,0.999242,-18.0524,17.9160338884,1461,528.099023518,567.085612264,17.9107,139.824,0.395892653479,1461,206.224091195,17.9185
195.469568121,0.992953,707.11321442,17.9045721442,79.8501337218,63.0602729751,118.232,45.0900071299,409.538981633,0.998931,-18.048,17.9129050674,1462,603.037668928,615.954258581,17.9032,139.87,0.408613871898,1462,192.053587644,17.915
203.030729426,0.985971,1016.45151572,17.927348193,82.4422999165,597.463335232,118.27,258.863000547,455.330311635,0.999037,-18.0605,17.9326250359,1463,745.183379235,694.505583367,17.9267,139.938,0.404874713888,1463,171.399153657,17.9345
165.398285976,1.05307,1333.09241931,17.891905164,162.242255817,729.523584285,118.322,43.3374929977,295.23639515,0.998338,-18.0433,17.8958705525,1464,1129.54954069,575.003514917,17.8904,139.965,0.418093416771,1464,237.077148908,17.9005
147.393440291,1.1045,1301.28665707,17.9169376347,436.429926128,75.8374255179,118.355,22.2116338382,380.610003203,0.999009,-18.0507,17.9235822832,1465,795.449655385,822.905105241,17.9156,140.012,0.408060101308,1465,292.654585285,17.9272
160.638064347,0.992083,1134.21350058,17.8888074824,267.159832733,153.781698246,118.408,44.8088125488,289.943802697,0.999148,-18.0241,17.8931086371,1466,857.322749333,735.405869187,17.8888,140.006,0.400626073246,1466,244.589218027,17.8967
117.600325745,1.08061,1263.86274537,17.9681969475,328.919099828,22.0320476099,118.471,122.300928054,274.155957833,0.997571,-18.1029,17.9738308556,1467,551.612327284,655.774112148,17.9647,140.012,0.409470329341,1467,183.799920459,17.9731
77.2823586131,0.926234,1125.87068353,17.9556408795,386.203980622,23.7722157204,118.485,-5.04386868055,99.7101287713,0.999171,-18.0772,17.9614253496,1468,376.514071363,556.877287522,17.955,140.044,0.401096232015,1468,155.05747727,17.9642
150.541641427,0.988072,1339.97673808,17.9456130204,312.597366751,213.352271685,118.5,0.911634448763,180.49039533,0.998888,-18.061,17.9501736662,1469,889.835804648,678.813293073,17.9447,140.13,0.404418994203,1469,265.000754622,17.9518
88.4076279144,1.01697,1535.03262715,17.9455352965,456.988461297,45.2212547814,118.528,22.5125803371,222.499987894,0.998732,-18.0776,17.9496448841,1470,370.233913377,534.678848539,17.9438,140.209,0.400032615628,1470,195.983697765,17.9516
103.00037335,0.923435,1211.11530668,18.0141990655,481.552819152,64.4715549943,118.552,5.82805580731,156.725645457,0.998471,-18.1431,18.0177778477,1471,572.141404863,843.119893162,18.0137,140.231,0.392213460813,1471,282.394090998,18.0227
125.976006342,1.16179,1172.1618437,17.9384673858,357.608403391,5.11972361788,118.571,3.93296730359,197.274774082,0.998609,-18.0667,17.9419540459,1472,852.363773774,486.165525717,17.9368,140.274,0.40835252317,1472,209.864469476,17.9443
147.962054673,1.07816,1185.24412831,17.9753161669,265.422457469,146.80653165,118.59,5.04542613586,145.617244058,0.99876,-18.1016,17.9800451153,1473,960.881423934,465.77300573,17.9735,140.332,0.40007637987,1473,183.135385802,17.9807
120.958981752,1.00066,1380.863832,18.0092976438,340.159281738,23.7170419197,118.646,23.5743447327,429.820448588,0.998885,-18.1354,18.0140026992,1474,1028.602955,862.532524597,18.0095,140.387,0.395494638162,1474,294.130386413,18.0181
138.265246832,1.0285,1195.228869,17.9389174493,397.800757705,92.8133722657,118.714,80.1069276053,237.094569332,0.998871,-18.0658,17.9432884547,1475,857.688456056,562.628203068,17.9374,140.408,0.39733086061,1475,192.427822294,17.9464
170.005573331,1.01543,1321.93837696,17.9846077805,255.553190966,274.672266573,118.74,32.9732937004,470.461998128,0.998931,-18.107,17.9885058022,1476,1018.26802595,920.401301526,17.9821,140.478,0.397592781497,1476,366.463806744,17.9908
116.04081792,0.996542,1297.62609387,18.0339632476,446.662496583,28.1083723334,118.76,29.3544941004,263.24632121,0.999108,-18.1646,18.0407892925,1477,580.837619565,682.436128622,18.0334,140.503,0.396918254901,1477,229.661845095,18.0448
164.709854487,0.879299,1233.17554713,17.9018659312,193.280808123,170.942858355,118.814,74.7262010778,271.972252847,0.999378,-18.0252,17.9091685996,1478,697.494768128,756.424602426,17.9008,140.549,0.386347866282,1478,247.585595895,17.911
77.9116938693,1.00537,1206.63459296,17.9618450834,418.110148294,52.2893880808,118.855,27.6991678815,269.007117752,0.998573,-18.087,17.9676684368,1479,328.517803836,650.074196225,17.9603,140.589,0.397901689673,1479,236.084666781,17.9708
136.906129482,1.0542,1527.89765244,17.9219597705,541.093496737,131.046882323,118.887,27.3285871447,327.925908163,0.998882,-18.0498,17.9284464498,1480,937.72897243,893.772534772,17.9204,140.625,0.404016277462,1480,317.438476829,17.9299
