PolicyRegParamNorm,AveragePolicySurr,MaxReturn,AverageAction,AverageQLoss,Epoch,AverageReturn,AverageY,AverageAbsY,AverageAbsQYDiff,Iteration,MinEsReturn,MinReturn,AverageAbsQ,StdEsReturn,AverageEsReturn,StdReturn,AverageQ,AverageDiscountedReturn,QFunRegParamNorm,MaxEsReturn
94.7323,-21.4277,1000.0,0.00878459,2.37147,552,1000.0,19.4094826085,19.4149198951,0.52364880896,552,3.0,1000.0,19.4934,10.6772726971,11.8235294118,0.0,19.4109,99.9956828753,155.984,60.0
94.7899,-21.4565,1000.0,0.0159646,2.02637,553,1000.0,19.4631942626,19.4689948686,0.466632932452,553,3.0,1000.0,19.5272,9.05791767329,10.6210526316,0.0,19.4605,99.9956828753,156.094,49.0
94.8612,-21.4037,1000.0,0.0128757,2.38151,554,1000.0,19.3615843717,19.367014137,0.519037725316,554,2.0,1000.0,19.4369,11.1316819181,12.2469135802,0.0,19.3623,99.9956828753,156.219,85.0
94.8999,-21.465,1000.0,0.033131,2.57958,555,1000.0,19.4158944061,19.4212691012,0.527671651676,555,3.0,1000.0,19.4979,9.19374215213,12.0722891566,0.0,19.4134,99.9956828753,156.401,48.0
94.8847,-21.4761,1000.0,0.129344,2.20841,556,1000.0,19.4394009818,19.444517883,0.501871534479,556,3.0,1000.0,19.5153,12.8981766817,13.025974026,0.0,19.4389,99.9956828753,156.463,79.0
95.053,-21.5467,1000.0,0.0361223,2.19745,557,1000.0,19.5581626794,19.5653904633,0.488138960621,557,3.0,1000.0,19.6269,8.25548042825,10.0102040816,0.0,19.5576,99.9956828753,156.579,46.0
95.1404,-21.5316,679.0,0.657902,2.25877,558,196.803921569,19.4542916393,19.4622854027,0.514100763739,558,3.0,59.0,19.5296,10.4475704542,11.1222222222,142.282516475,19.4543,75.537532684,156.662,69.0
95.2023,-21.5275,64.0,0.480924,2.26983,559,54.6721311475,19.4632716069,19.4712641423,0.500696621056,559,3.0,53.0,19.5399,28.2179004159,19.4901960784,1.36771491623,19.4636,42.2692350918,156.706,194.0
95.2161,-21.5275,1000.0,0.494014,2.06158,560,1000.0,19.5128125519,19.5218487536,0.470924477165,560,3.0,1000.0,19.5972,22.5601507053,19.9803921569,0.0,19.5129,99.9956828753,156.767,100.0
95.205,-21.6267,1000.0,0.062635,2.19804,561,1000.0,19.5256562105,19.5319661026,0.487552162088,561,3.0,1000.0,19.6082,15.4128373623,11.7333333333,0.0,19.5249,99.9956828753,156.765,104.0
95.2089,-21.6476,1000.0,0.00954491,2.05057,562,1000.0,19.5806710134,19.5871782041,0.476846380777,562,3.0,1000.0,19.6522,17.6673121337,14.6103896104,0.0,19.5805,99.9956828753,156.857,130.0
95.2671,-21.7145,1000.0,0.0094102,2.25053,563,1000.0,19.6747495409,19.6813000714,0.494697706,563,3.0,1000.0,19.7485,14.2676871559,12.7051282051,0.0,19.6752,99.9956828753,156.875,92.0
95.3603,-21.8087,1000.0,0.0102018,2.42367,564,1000.0,19.7354352565,19.7427148962,0.537251633898,564,3.0,1000.0,19.8217,9.74486886191,11.2444444444,0.0,19.7346,99.9956828753,157.015,49.0
95.3632,-21.7495,1000.0,0.0386235,2.27133,565,782.692307692,19.6770614689,19.6869909267,0.51096479945,565,2.0,51.0,19.7571,16.1254607115,12.2839506173,396.756345423,19.6765,87.1373780857,157.08,113.0
95.4397,-21.8172,1000.0,0.257647,2.14774,566,1000.0,19.753583158,19.7632960132,0.488455425759,566,3.0,1000.0,19.8297,14.4347334667,12.3086419753,0.0,19.754,99.9956828753,157.17,96.0
95.4854,-21.8544,1000.0,0.136789,2.0728,567,1000.0,19.8194640867,19.8271339455,0.470209849932,567,3.0,1000.0,19.8912,17.0774825878,12.7532467532,0.0,19.8188,99.9956828753,157.24,103.0
95.6189,-21.8848,1000.0,0.0310518,2.2468,568,1000.0,19.7988191589,19.8096865055,0.502240121949,568,3.0,1000.0,19.8766,17.2566361238,15.2985074627,0.0,19.7996,99.9956828753,157.401,70.0
95.6921,-21.9148,1000.0,0.0202798,2.49361,569,1000.0,19.7809835406,19.7892223267,0.530186135217,569,3.0,1000.0,19.8593,12.3169232044,13.625,0.0,19.7788,99.9956828753,157.445,70.0
95.7449,-21.976,1000.0,0.033541,2.01621,570,1000.0,19.9129915501,19.9221814577,0.463402962728,570,3.0,1000.0,19.9894,12.6067380297,12.7125,0.0,19.9149,99.9956828753,157.568,74.0
95.835,-21.9505,1000.0,0.070907,2.19157,571,1000.0,19.9023062486,19.9091964111,0.496220076908,571,3.0,1000.0,19.98,22.1671173411,18.9183673469,0.0,19.9007,99.9956828753,157.673,110.0
95.9858,-21.9802,1000.0,0.0450916,2.25201,572,1000.0,19.898800931,19.9072667155,0.51939732079,572,3.0,1000.0,19.9759,12.5020541522,11.8555555556,0.0,19.8974,99.9956828753,157.791,78.0
96.0233,-22.1138,1000.0,0.0279123,2.19736,573,1000.0,20.0189127822,20.028038891,0.493645664042,573,3.0,1000.0,20.1108,10.7785631766,12.2804878049,0.0,20.0196,99.9956828753,157.848,51.0
96.1342,-22.0953,1000.0,0.105379,2.2747,574,1000.0,19.9400058135,19.9483172471,0.519462957731,574,3.0,1000.0,20.0289,16.3616721605,15.1515151515,0.0,19.9405,99.9956828753,157.898,103.0
96.1613,-22.1758,1000.0,0.0271716,2.01204,575,1000.0,20.0792822587,20.0875332079,0.470817631292,575,3.0,1000.0,20.1459,14.501944576,15.421875,0.0,20.0786,99.9956828753,158.055,73.0
96.2474,-22.1158,1000.0,0.0366313,2.45861,576,1000.0,20.0559102501,20.0640494778,0.52878004576,576,3.0,1000.0,20.1369,14.1019519032,13.5810810811,0.0,20.053,99.9956828753,158.142,76.0
96.3234,-22.213,1000.0,0.0441837,2.12036,577,1000.0,20.0973379429,20.1037203186,0.497341897455,577,3.0,1000.0,20.1752,11.3777796957,13.1168831169,0.0,20.0978,99.9956828753,158.16,57.0
96.3838,-22.2094,1000.0,0.0188394,2.51881,578,1000.0,20.0836124255,20.089812155,0.529925123799,578,2.0,1000.0,20.1657,10.728581862,11.9146341463,0.0,20.0843,99.9956828753,158.296,53.0
96.5212,-22.2717,1000.0,0.0357868,2.17395,579,1000.0,20.1598575787,20.1668451507,0.485960802001,579,3.0,1000.0,20.2365,15.1031817622,13.6891891892,0.0,20.1583,99.9956828753,158.299,103.0
96.6367,-22.3265,1000.0,0.132128,2.45323,580,1000.0,20.1762529731,20.1827637623,0.507117337294,580,3.0,1000.0,20.2507,16.2954966134,13.8888888889,0.0,20.1755,99.9956828753,158.342,124.0
96.7014,-22.3085,1000.0,0.0357287,2.38253,581,1000.0,20.2049426666,20.2115533511,0.50039025376,581,3.0,1000.0,20.2794,13.5980592184,13.5972222222,0.0,20.2034,99.9956828753,158.407,82.0
96.7902,-22.3986,1000.0,0.106981,2.35506,582,1000.0,20.2568167823,20.2648198881,0.513191210278,582,3.0,1000.0,20.3361,13.0400454279,14.1095890411,0.0,20.2531,99.9956828753,158.431,70.0
96.8201,-22.3495,1000.0,0.0957082,2.45662,583,1000.0,20.3252709876,20.3350074762,0.531861943087,583,3.0,1000.0,20.4119,16.2689492881,15.59375,0.0,20.3259,99.9956828753,158.515,86.0
96.8913,-22.437,1000.0,0.130956,2.28695,584,1000.0,20.3739785035,20.3846638701,0.491519161897,584,3.0,1000.0,20.4479,14.2196991441,12.5125,0.0,20.3754,99.9956828753,158.614,90.0
96.9761,-22.3701,1000.0,0.188885,2.2135,585,1000.0,20.2961060412,20.3087517412,0.497171557954,585,3.0,1000.0,20.3726,10.9668687757,11.0227272727,0.0,20.296,99.9956828753,158.645,70.0
96.9899,-22.4421,1000.0,0.0103609,2.55897,586,1000.0,20.3167100796,20.3305640605,0.526850059949,586,3.0,1000.0,20.4082,15.7843136634,12.2142857143,0.0,20.3163,99.9956828753,158.729,85.0
97.0954,-22.4862,1000.0,0.130355,2.40189,587,1000.0,20.3917289521,20.4006409363,0.512801913417,587,3.0,1000.0,20.4723,11.5036965369,11.7857142857,0.0,20.3904,99.9956828753,158.729,72.0
97.2311,-22.4619,1000.0,0.190362,2.68926,588,1000.0,20.4220001447,20.4315096194,0.558729297608,588,3.0,1000.0,20.5066,9.46658423298,12.1604938272,0.0,20.4221,99.9956828753,158.78,41.0
97.2831,-22.4716,1000.0,0.0397079,2.47887,589,1000.0,20.3855211199,20.3943993695,0.51570808,589,3.0,1000.0,20.4676,9.21300744452,11.3777777778,0.0,20.3852,99.9956828753,158.872,45.0
97.3906,-22.4508,1000.0,0.0231556,2.38548,590,1000.0,20.2775746471,20.2867170696,0.498834219682,590,3.0,1000.0,20.3545,18.2297327836,13.038961039,0.0,20.2793,99.9956828753,158.904,149.0
97.4451,-22.4083,1000.0,0.0132647,1.93361,591,1000.0,20.2949987797,20.3042845925,0.465176090773,591,3.0,1000.0,20.3803,14.0462128232,14.8923076923,0.0,20.2927,99.9956828753,159.042,73.0
97.5675,-22.4736,1000.0,0.0895927,2.19929,592,1000.0,20.3731210271,20.3854267591,0.513418112756,592,3.0,1000.0,20.4655,10.2199507216,9.93269230769,0.0,20.3745,99.9956828753,159.148,70.0
97.6471,-22.4424,1000.0,0.0324931,2.37813,593,1000.0,20.3060621099,20.3177000097,0.496023626458,593,3.0,1000.0,20.3833,12.4815449726,12.0609756098,0.0,20.3067,99.9956828753,159.189,91.0
97.7139,-22.437,1000.0,0.354973,2.29176,594,1000.0,20.3550448061,20.3638923309,0.478601502867,594,3.0,1000.0,20.4233,11.3747720591,13.7183098592,0.0,20.3537,99.9956828753,159.223,54.0
97.8276,-22.412,1000.0,0.434702,2.19102,595,1000.0,20.3132506266,20.3201835975,0.478268642772,595,3.0,1000.0,20.3921,10.0301322845,11.0531914894,0.0,20.3137,99.9956828753,159.375,58.0
97.9496,-22.3719,1000.0,0.490642,2.35219,596,1000.0,20.306523955,20.3158151836,0.498840022789,596,2.0,1000.0,20.3856,15.0202465473,13.301369863,0.0,20.3075,99.9956828753,159.417,93.0
97.998,-22.2931,1000.0,0.0096275,2.4149,597,1000.0,20.1631094317,20.1763937273,0.527407140316,597,3.0,1000.0,20.249,13.4640066018,12.6883116883,0.0,20.1601,99.9956828753,159.457,83.0
97.9905,-22.3139,1000.0,0.011261,2.25718,598,1000.0,20.2596194748,20.2739976543,0.485992817308,598,3.0,1000.0,20.3502,15.4418746219,14.2876712329,0.0,20.2595,99.9956828753,159.549,68.0
98.0656,-22.3506,1000.0,0.295804,2.33356,599,1000.0,20.2605448227,20.2743197116,0.492497015994,599,3.0,1000.0,20.344,12.3824386259,12.6666666667,0.0,20.2606,99.9956828753,159.656,71.0
98.1437,-22.2988,1000.0,0.0103335,2.34971,600,1000.0,20.2192449238,20.2304872115,0.492755820255,600,3.0,1000.0,20.2955,11.1878197663,12.4024390244,0.0,20.2192,99.9956828753,159.805,72.0
98.1763,-22.2119,1000.0,0.0125708,2.23319,601,1000.0,20.1387616467,20.1502485113,0.474159920425,601,3.0,1000.0,20.2248,12.5315317854,13.3066666667,0.0,20.1394,99.9956828753,159.862,63.0
98.2682,-22.1639,1000.0,0.0513913,2.31833,602,1000.0,20.1597140826,20.168244009,0.48761599694,602,3.0,1000.0,20.2348,13.3284708316,12.1204819277,0.0,20.1587,99.9956828753,159.899,94.0
98.3835,-22.1772,1000.0,0.0102326,2.22738,603,1000.0,20.0877669841,20.0949479824,0.479157309914,603,2.0,1000.0,20.162,12.6660852094,14.1617647059,0.0,20.087,99.9956828753,159.926,62.0
98.4615,-22.1483,1000.0,0.0103596,2.35747,604,1000.0,20.0701039078,20.0805788398,0.50155184898,604,3.0,1000.0,20.1477,10.9680918933,12.5185185185,0.0,20.0693,99.9956828753,160.015,53.0
98.5161,-22.1374,1000.0,0.0107644,2.39597,605,1000.0,20.1173900708,20.1243458537,0.495843915903,605,3.0,1000.0,20.1995,13.8566466897,15.4696969697,0.0,20.1175,99.9956828753,160.09,67.0
98.5378,-22.0386,1000.0,0.00995856,2.39549,606,1000.0,19.9992288862,20.0049837486,0.515019922365,606,3.0,1000.0,20.08,12.2398660527,11.0888888889,0.0,19.9994,99.9956828753,160.146,71.0
98.5684,-22.0765,1000.0,0.0190578,1.94744,607,1000.0,20.0072670733,20.0134089457,0.466511074407,607,3.0,1000.0,20.0784,24.3337319675,15.8888888889,0.0,20.0071,99.9956828753,160.266,139.0
98.6903,-22.0092,1000.0,0.152776,2.58288,608,1000.0,19.9926720286,19.9994199633,0.531210578877,608,3.0,1000.0,20.0735,18.9331061339,14.1739130435,0.0,19.9914,99.9956828753,160.318,129.0
98.7202,-21.9862,1000.0,0.339535,2.24625,609,1000.0,19.9659525799,19.9711775865,0.496081255022,609,3.0,1000.0,20.0414,9.23449104012,11.8372093023,0.0,19.967,99.9956828753,160.389,43.0
98.7619,-21.9688,1000.0,0.0133217,2.2607,610,1000.0,19.9707340047,19.9776308111,0.488573344267,610,3.0,1000.0,20.0468,14.7727179679,12.2962962963,0.0,19.9707,99.9956828753,160.529,112.0
98.8339,-21.962,1000.0,0.00827288,2.01321,611,1000.0,19.9394890897,19.9517195532,0.457375813638,611,3.0,1000.0,20.0174,20.4449056409,16.85,0.0,19.9383,99.9956828753,160.586,108.0
98.998,-21.8754,1000.0,0.0119383,2.22801,612,1000.0,19.8304068933,19.8464749268,0.48883644073,612,2.0,1000.0,19.914,12.0803404696,12.6075949367,0.0,19.8312,99.9956828753,160.767,62.0
99.0803,-21.8234,1000.0,0.144955,2.30516,613,1000.0,19.7418805394,19.758644177,0.505822390069,613,3.0,1000.0,19.8399,10.3124400043,12.5696202532,0.0,19.7416,99.9956828753,160.899,54.0
99.1248,-21.8641,1000.0,0.318639,1.9155,614,1000.0,19.8057589572,19.8225771377,0.465562947155,614,3.0,1000.0,19.8879,10.2964770459,11.4482758621,0.0,19.8061,99.9956828753,160.983,53.0
99.2058,-21.7717,1000.0,0.217194,2.26252,615,1000.0,19.7255503293,19.7406119058,0.490680455232,615,3.0,1000.0,19.8127,22.2239163153,18.9433962264,0.0,19.7264,99.9956828753,161.088,132.0
99.3079,-21.7053,1000.0,0.251779,2.4526,616,1000.0,19.6481611247,19.6612946752,0.514147413662,616,3.0,1000.0,19.733,10.2989621915,12.8933333333,0.0,19.6478,99.9956828753,161.228,50.0
99.3904,-21.69,1000.0,0.422346,1.98368,617,1000.0,19.6110222491,19.6221979382,0.462024126269,617,3.0,1000.0,19.6822,11.7035830971,13.4415584416,0.0,19.6102,99.9956828753,161.291,53.0
99.4126,-21.6916,1000.0,0.155616,2.2181,618,1000.0,19.6552728886,19.6667025351,0.514432239908,618,3.0,1000.0,19.7428,10.4645348147,12.9866666667,0.0,19.6555,99.9956828753,161.327,58.0
99.4944,-21.7034,1000.0,0.273121,2.40211,619,372.111111111,19.6534937023,19.663580011,0.534260930009,619,3.0,53.0,19.7457,14.671393796,14.5142857143,443.998776553,19.6542,62.8084338484,161.459,71.0
99.5813,-21.6019,1000.0,0.198229,2.20267,620,1000.0,19.5928719609,19.6021840723,0.472882645495,620,3.0,1000.0,19.6645,14.0384958268,15.6666666667,0.0,19.5907,99.9956828753,161.526,57.0
99.6438,-21.6396,1000.0,0.187355,2.21558,621,1000.0,19.6372463338,19.6522742482,0.481513941097,621,3.0,1000.0,19.726,12.0759297168,12.5853658537,0.0,19.6395,99.9956828753,161.641,72.0
99.7208,-21.5954,1000.0,0.227114,2.04684,622,1000.0,19.5827414267,19.5967665762,0.477976359553,622,2.0,1000.0,19.6638,25.1301251909,13.1756756757,0.0,19.5818,99.9956828753,161.697,204.0
99.7636,-21.6096,1000.0,0.356149,2.08961,623,1000.0,19.5757052373,19.5892578171,0.458584190662,623,3.0,1000.0,19.6558,12.4851468847,15.0588235294,0.0,19.5751,99.9956828753,161.766,55.0
99.8649,-21.5159,62.0,0.708324,2.15465,624,48.8829268293,19.4867395552,19.500801953,0.47979105204,624,3.0,42.0,19.5777,18.3320341355,16.0322580645,4.64505519613,19.4869,38.7499628751,161.814,138.0
99.9367,-21.543,1000.0,0.678261,2.16062,625,867.5,19.5396978549,19.5495735713,0.473317832756,625,3.0,228.0,19.6184,17.8575088072,16.3770491803,276.256070823,19.5398,98.6433724348,161.943,90.0
100.086,-21.5088,1000.0,0.239204,2.10381,626,1000.0,19.5561217042,19.5638895271,0.483384254524,626,3.0,1000.0,19.6319,14.425040281,14.609375,0.0,19.5562,99.9956828753,161.991,72.0
100.145,-21.5172,101.0,0.661139,2.14994,627,74.7835820896,19.5897201311,19.5979342558,0.463943093604,627,3.0,60.0,19.6594,12.4783596462,14.5,9.27069040587,19.5895,52.6370567119,162.029,75.0
100.216,-21.5286,1000.0,0.225825,1.8736,628,1000.0,19.4988572661,19.5054385076,0.429271550445,628,2.0,1000.0,19.5624,14.3975423234,14.4347826087,0.0,19.4988,99.9956828753,162.021,87.0
100.226,-21.5198,1000.0,0.2948,2.09047,629,1000.0,19.5080818972,19.5133290124,0.462603670816,629,3.0,1000.0,19.5873,12.8842942784,15.6507936508,0.0,19.5081,99.9956828753,162.196,54.0
100.314,-21.5198,1000.0,0.0517119,2.09635,630,1000.0,19.4908618396,19.4971420552,0.476087847422,630,3.0,1000.0,19.5597,15.0862253433,16.4918032787,0.0,19.4897,99.9956828753,162.285,64.0
100.384,-21.4558,1000.0,0.03557,2.28039,631,1000.0,19.4702904584,19.4762533306,0.497489578796,631,3.0,1000.0,19.5454,12.3337645583,16.3225806452,0.0,19.4706,99.9956828753,162.456,51.0
100.461,-21.4097,1000.0,0.0576167,2.26864,632,1000.0,19.4138777164,19.4192509314,0.491786242027,632,2.0,1000.0,19.4954,18.0521014662,14.0857142857,0.0,19.413,99.9956828753,162.575,108.0
100.561,-21.4287,1000.0,0.091627,2.07268,633,1000.0,19.4564032249,19.4653072373,0.479623230108,633,3.0,1000.0,19.5362,17.8881987445,17.7777777778,0.0,19.457,99.9956828753,162.697,104.0
100.628,-21.3693,1000.0,0.0255711,2.09982,634,1000.0,19.3328948262,19.3440558127,0.488561614119,634,3.0,1000.0,19.4179,11.301905607,13.4358974359,0.0,19.3334,99.9956828753,162.78,56.0
100.788,-21.3763,1000.0,0.0397506,2.20504,635,1000.0,19.3918076126,19.3980944166,0.485756794887,635,3.0,1000.0,19.4703,10.6473306969,13.0526315789,0.0,19.3912,99.9956828753,162.852,56.0
100.936,-21.2788,1000.0,0.0404166,2.01236,636,582.666666667,19.322938033,19.3272403595,0.453058247074,636,3.0,53.0,19.3926,11.8541818063,14.9117647059,466.604876862,19.3214,75.8920290893,162.877,63.0
101.0,-21.2437,1000.0,0.145127,2.14667,637,1000.0,19.3060250246,19.3112123363,0.48158110236,637,2.0,1000.0,19.3817,10.7559842857,13.3648648649,0.0,19.3063,99.9956828753,162.933,45.0
101.097,-21.2143,1000.0,0.136639,1.89988,638,1000.0,19.2960968763,19.3004010833,0.449862623166,638,3.0,1000.0,19.3649,10.1698734766,14.1285714286,0.0,19.2954,99.9956828753,162.926,46.0
101.237,-21.1962,1000.0,0.23516,1.99824,639,1000.0,19.2381276907,19.2418984643,0.460166732371,639,3.0,1000.0,19.3046,9.8388974571,13.8219178082,0.0,19.2383,99.9956828753,162.953,44.0
101.366,-21.184,1000.0,0.138211,2.28373,640,1000.0,19.2498441775,19.2517127758,0.492722219002,640,3.0,1000.0,19.3161,14.569076675,15.9344262295,0.0,19.2497,99.9956828753,163.045,60.0
101.39,-21.0679,1000.0,0.142225,2.18911,641,1000.0,19.1446756229,19.1464567734,0.468493685203,641,3.0,1000.0,19.214,17.6722752699,16.6935483871,0.0,19.1453,99.9956828753,163.102,92.0
101.464,-21.0031,1000.0,0.274572,1.90681,642,315.181818182,19.1134917636,19.1172821943,0.461165799325,642,3.0,53.0,19.188,11.0868557841,13.7671232877,419.427492527,19.1132,59.4103574261,163.116,54.0
101.525,-20.9338,1000.0,0.207348,1.97876,643,1000.0,19.0441961758,19.0487034408,0.457462079192,643,3.0,1000.0,19.1143,15.7064649163,12.9342105263,0.0,19.046,99.9956828753,163.132,114.0
101.601,-20.9378,1000.0,0.157414,1.86577,644,1000.0,18.9994876171,19.0034763206,0.438854665931,644,3.0,1000.0,19.0614,12.3618570694,14.3142857143,0.0,18.9975,99.9956828753,163.222,57.0
101.724,-20.9243,1000.0,0.0817939,2.13037,645,1000.0,18.9710351248,18.9752233431,0.466872674049,645,4.0,1000.0,19.0445,15.9235050315,15.9193548387,0.0,18.9714,99.9956828753,163.294,89.0
101.821,-20.9985,1000.0,0.625425,1.97583,646,1000.0,19.0309073667,19.0358268493,0.473340764719,646,3.0,1000.0,19.1046,19.7132124231,17.3898305085,0.0,19.0307,99.9956828753,163.366,103.0
101.883,-20.8538,1000.0,0.230068,1.75822,647,1000.0,18.9612265082,18.9665298338,0.451640516547,647,3.0,1000.0,19.0417,14.9078530189,14.3142857143,0.0,18.9611,99.9956828753,163.348,88.0
101.888,-20.8131,1000.0,0.13958,1.7471,648,1000.0,18.8789048698,18.8837362709,0.43665064584,648,3.0,1000.0,18.9441,12.8756968579,12.2839506173,0.0,18.878,99.9956828753,163.417,68.0
101.958,-20.8038,1000.0,0.111748,2.0225,649,783.307692308,18.9052641937,18.9116103971,0.454992217147,649,3.0,60.0,18.9844,12.2209188547,14.8507462687,395.62479984,18.9051,87.4949958445,163.468,52.0
102.08,-20.7574,1000.0,0.190447,2.01712,650,1000.0,18.800101662,18.8059042477,0.468445143916,650,3.0,1000.0,18.8714,13.8827501813,14.7205882353,0.0,18.8007,99.9956828753,163.55,87.0
102.123,-20.7375,1000.0,0.133414,1.77155,651,1000.0,18.8328493646,18.8394523201,0.432948394254,651,3.0,1000.0,18.9059,19.1830038767,16.5081967213,0.0,18.832,99.9956828753,163.6,129.0
102.178,-20.6794,1000.0,0.0163891,1.83098,652,1000.0,18.7712686401,18.7809899318,0.429903442164,652,3.0,1000.0,18.844,11.4221489115,13.527027027,0.0,18.7713,99.9956828753,163.726,57.0
102.208,-20.6481,1000.0,0.034036,1.94488,653,1000.0,18.7059265534,18.7166898739,0.457020439292,653,3.0,1000.0,18.7875,14.9907709704,17.75,0.0,18.7068,99.9956828753,163.784,75.0
102.321,-20.6126,1000.0,0.037897,1.87508,654,1000.0,18.740415762,18.7512260621,0.441579906841,654,3.0,1000.0,18.8163,16.3114522819,16.0322580645,0.0,18.7404,99.9956828753,163.832,99.0
102.386,-20.5922,1000.0,0.0513425,1.89337,655,1000.0,18.6903972274,18.7001077083,0.435300927853,655,3.0,1000.0,18.7586,13.834550457,16.3114754098,0.0,18.6904,99.9956828753,163.844,63.0
102.508,-20.5857,1000.0,0.0564574,1.90665,656,1000.0,18.737567606,18.7469898248,0.451944320841,656,3.0,1000.0,18.8224,12.2855149485,14.4571428571,0.0,18.7365,99.9956828753,163.886,53.0
102.624,-20.5145,1000.0,0.141236,1.8208,657,1000.0,18.6554780457,18.6636840588,0.441477450044,657,3.0,1000.0,18.7264,10.3644152462,13.9027777778,0.0,18.655,99.9956828753,163.946,41.0
102.685,-20.4441,1000.0,0.256539,1.76924,658,1000.0,18.6084846536,18.6187233325,0.457627578834,658,3.0,1000.0,18.6913,9.21012087492,14.2714285714,0.0,18.6101,99.9956828753,164.077,43.0
102.827,-20.443,1000.0,0.261605,1.84138,659,1000.0,18.5345599258,18.542418193,0.427882973693,659,3.0,1000.0,18.6042,10.9435766538,13.5405405405,0.0,18.5328,99.9956828753,164.12,73.0
102.938,-20.3924,1000.0,0.261295,1.9915,660,1000.0,18.5733657752,18.5807770153,0.436878178439,660,3.0,1000.0,18.6594,13.0166659998,15.5625,0.0,18.5743,99.9956828753,164.148,67.0
102.977,-20.3567,1000.0,0.0730385,1.74359,661,1000.0,18.5228933462,18.5313288411,0.419353658205,661,3.0,1000.0,18.5962,10.7915772912,13.9861111111,0.0,18.5217,99.9956828753,164.23,55.0
103.001,-20.2743,1000.0,0.100632,2.08172,662,1000.0,18.4087520636,18.4181322958,0.465610760615,662,3.0,1000.0,18.4921,15.4069076305,15.453125,0.0,18.408,99.9956828753,164.292,88.0
103.125,-20.2399,1000.0,0.0583923,1.88979,663,611.411764706,18.4230240253,18.4306353741,0.437283590412,663,3.0,53.0,18.4953,8.80102320471,12.4567901235,464.453639657,18.4229,76.6055903955,164.286,38.0
103.219,-20.1889,1000.0,0.0724474,1.7952,664,1000.0,18.3896933532,18.3985666267,0.425624208336,664,3.0,1000.0,18.4605,12.9329433843,13.7397260274,0.0,18.3928,99.9956828753,164.346,78.0
103.271,-20.1378,1000.0,0.193179,1.67625,665,1000.0,18.2761538266,18.2824657534,0.415106635744,665,3.0,1000.0,18.3434,10.3704660858,13.527027027,0.0,18.2737,99.9956828753,164.406,54.0
103.333,-20.0771,1000.0,0.252658,1.7689,666,209.25,18.2903906189,18.2974665592,0.437694285354,666,2.0,47.0,18.3688,13.1832083412,12.2592592593,353.640795865,18.2919,50.1223409229,164.406,78.0
103.434,-20.0419,1000.0,0.0883209,1.88581,667,732.714285714,18.2234484652,18.2300363347,0.460517783705,667,3.0,59.0,18.3079,11.8741962842,13.2368421053,422.621314548,18.2228,85.0428820742,164.577,59.0
103.515,-20.0102,1000.0,0.122366,1.84573,668,1000.0,18.1620723792,18.1720897983,0.446138632878,668,3.0,1000.0,18.2365,11.3563218831,14.7205882353,0.0,18.1618,99.9956828753,164.669,71.0
103.689,-20.0084,52.0,0.574467,1.82863,669,46.6372093023,18.2008713554,18.2127175001,0.447441642417,669,2.0,44.0,18.274,11.922882397,13.0526315789,1.62208927231,18.201,37.4114168486,164.731,75.0
103.783,-19.9937,1000.0,0.225685,1.73944,670,1000.0,18.2002228622,18.2097304416,0.419774677653,670,3.0,1000.0,18.2765,9.96996803974,13.5205479452,0.0,18.1999,99.9956828753,164.712,56.0
103.869,-19.8111,1000.0,0.247237,1.82021,671,1000.0,18.0305550966,18.0398357531,0.445595749903,671,3.0,1000.0,18.1051,9.97090606637,12.9358974359,0.0,18.0301,99.9956828753,164.85,41.0
103.888,-19.8439,1000.0,0.523306,1.86974,672,71.0992907801,18.0460968328,18.0563679365,0.45240343674,672,3.0,46.0,18.1248,11.2028476249,13.0519480519,137.015726434,18.046,41.2766315178,164.86,48.0
104.002,-19.7738,1000.0,0.0735467,1.85503,673,1000.0,17.9865612434,18.0008834759,0.447161955925,673,3.0,1000.0,18.0673,8.44072810019,12.8974358974,0.0,17.9864,99.9956828753,164.935,42.0
104.138,-19.8034,1000.0,0.0302837,1.86368,674,1000.0,18.062126273,18.07402231,0.464096667364,674,3.0,1000.0,18.1401,8.92453415374,12.2098765432,0.0,18.0634,99.9956828753,164.9,41.0
104.365,-19.7262,1000.0,0.158079,1.84956,675,1000.0,17.9423869702,17.9535347372,0.432940733592,675,3.0,1000.0,18.0258,12.3455694862,15.15625,0.0,17.9432,99.9956828753,164.914,87.0
104.41,-19.7073,1000.0,0.225369,1.55924,676,1000.0,17.9782059109,17.9862103132,0.399218623932,676,3.0,1000.0,18.0429,14.0567523455,15.7272727273,0.0,17.978,99.9956828753,164.99,72.0
104.501,-19.7052,1000.0,0.116737,1.88874,677,1000.0,17.8597296473,17.8680679753,0.445750297273,677,3.0,1000.0,17.9393,8.39018186307,12.0853658537,0.0,17.8595,99.9956828753,165.012,43.0
104.562,-19.6249,1000.0,0.133495,1.75495,678,1000.0,17.8284092242,17.8404583321,0.450732966029,678,3.0,1000.0,17.9098,8.38065212142,12.2469135802,0.0,17.8285,99.9956828753,165.091,34.0
104.61,-19.6586,1000.0,0.0942791,1.58767,679,613.470588235,17.8579956071,17.8683409032,0.421297762409,679,3.0,57.0,17.9385,10.4588839249,13.8493150685,461.995685955,17.8567,77.7449718963,165.184,57.0
