AverageAbsQYDiff,MaxEsReturn,AverageQ,AverageY,AverageReturn,Iteration,AverageDiscountedReturn,AverageAbsQ,MinEsReturn,AveragePolicySurr,MinReturn,StdEsReturn,QFunRegParamNorm,AverageQLoss,Epoch,AverageAction,MaxReturn,PolicyRegParamNorm,AverageAbsY,StdReturn,AverageEsReturn
0.0887113617262,616.912293006,4.75859,4.75936776197,868.98987969,104,83.8515201416,4.75859,616.912293006,-4.83562,741.188974063,0.0,32.8739,0.0380107,104,0.928863,1021.36613425,39.4459,4.75942190017,97.7406522396,616.912293006
0.0882195692973,713.396276087,4.81115,4.81180516721,846.980914071,105,121.6298073,4.81115,713.396276087,-4.88725,-921.107382954,0.0,33.0459,0.0359184,105,0.931774,1146.61490694,39.6089,4.81185119176,592.790219764,713.396276087
0.0878803978354,683.449212982,4.86713,4.86800714777,924.56113349,106,75.4563303261,4.86713,683.449212982,-4.9466,867.831074738,0.0,33.1974,0.0332804,106,0.906456,990.965471023,39.724,4.86802899066,38.5820471276,683.449212982
0.0881728647359,701.830190989,4.9223,4.9229078845,1045.63962696,107,78.9398808203,4.9223,701.830190989,-5.00225,921.071864527,0.0,33.3326,0.0326864,107,0.892859,1101.97106508,39.8463,4.92292550486,51.32048834,701.830190989
0.0910658665377,506.861740463,4.97518,4.97570021812,731.847039746,108,23.8594012267,4.97518,506.861740463,-5.05278,259.294151651,0.0,33.5495,0.0400147,108,0.901855,836.128283525,39.9598,4.97574478861,160.827368323,506.861740463
0.0872573771036,583.682838897,5.02763,5.02847715174,436.959676467,109,64.736764791,5.02763,583.682838897,-5.10239,-941.966541921,0.0,33.7097,0.0300971,109,0.913771,1062.91799361,40.174,5.02849458635,780.280723765,583.682838897
0.0910350842675,689.826171676,5.07889,5.07955591306,752.998560736,110,63.8965492904,5.07889,689.826171676,-5.15383,41.0354991938,0.0,33.8942,0.0394788,110,0.929599,946.998883924,40.3225,5.07958764656,244.090204933,689.826171676
0.0890885979822,661.665073652,5.13014,5.13061926343,947.667628093,111,82.7017974705,5.13014,661.665073652,-5.20959,724.799492306,0.0,34.0121,0.037743,111,0.924607,1033.22856605,40.4586,5.13065245566,85.7282663095,661.665073652
0.0880116885633,665.55820678,5.18477,5.18555827391,898.150194419,112,106.626016937,5.18477,665.55820678,-5.26544,665.716642678,0.0,34.2308,0.035113,112,0.946818,1071.9692985,40.6018,5.18559544614,110.333095608,665.55820678
0.0904936408095,654.120204077,5.23761,5.23820199562,724.638684207,113,79.9855434888,5.23761,654.120204077,-5.31908,-392.521069117,0.0,34.3619,0.0412308,113,0.956549,994.317472426,40.7473,5.23822750354,449.2022445,654.120204077
0.0914282244881,650.96741735,5.29433,5.29505329649,1014.02571239,114,80.1135514395,5.29433,650.96741735,-5.37389,880.058210042,0.0,34.4844,0.0402725,114,0.9181,1101.58160146,40.8426,5.29507905965,59.9687104558,650.96741735
0.0965353138608,720.815460794,5.34638,5.34706218662,855.151368467,115,80.9926342589,5.34638,720.815460794,-5.42668,769.086474852,0.0,34.6465,0.0535779,115,0.933601,955.097891537,41.0024,5.34711327259,59.774535529,720.815460794
0.0930171247385,637.275893999,5.39806,5.39896153086,1029.00179353,116,95.6134004607,5.39806,637.275893999,-5.47446,867.304709314,0.0,34.7778,0.0411279,116,0.946482,1154.24811488,41.1196,5.39900696109,70.7313421697,637.275893999
0.092905886423,670.675493844,5.45061,5.45127471853,1019.16674528,117,78.9050703738,5.45061,670.675493844,-5.5303,968.208779448,0.0,34.9538,0.0418947,117,0.958657,1150.87730593,41.3061,5.45130546915,49.0576897728,670.675493844
