Iteration,StdReturn,AverageQ,AverageDiscountedReturn,MaxReturn,MaxEsReturn,AverageAbsQ,AverageEsReturn,MinReturn,Epoch,AverageY,MinEsReturn,AverageAction,QFunRegParamNorm,AverageReturn,AveragePolicySurr,AverageQLoss,AverageAbsY,StdEsReturn,AverageAbsQYDiff,PolicyRegParamNorm
134,0.0,97.8397,99.9956828753,1000.0,86.0,98.0726,18.2456140351,1000.0,134,97.8452074062,3.0,0.594428,133.119,1000.0,-107.849,46.5832,97.9127306827,16.8119430207,2.42144010008,53.3974
135,0.0,98.6311,99.9956828753,1000.0,63.0,98.9106,19.98,1000.0,135,98.629574619,2.0,0.638705,133.516,1000.0,-108.507,49.1245,98.7063752875,16.875414069,2.50380228873,53.5191
136,0.0,99.1432,99.9956828753,1000.0,83.0,99.4235,20.0,1000.0,136,99.1496910161,3.0,0.697759,134.086,1000.0,-109.076,51.089,99.2252557152,21.4476105895,2.53360266148,53.6805
137,0.0,99.6706,99.9956828753,1000.0,104.0,99.9681,19.25,1000.0,137,99.6741370123,3.0,0.706113,134.58,1000.0,-109.549,50.2956,99.7624852628,17.3414521174,2.55448214783,53.7385
138,0.0,100.238,99.9956828753,1000.0,127.0,100.561,18.1818181818,1000.0,138,100.242992892,2.0,0.523897,135.062,1000.0,-110.134,51.491,100.338857083,21.2364103362,2.59988030894,53.8724
139,0.0,100.909,99.9956828753,1000.0,78.0,101.206,13.1216216216,1000.0,139,100.914888667,2.0,0.518097,135.328,1000.0,-110.889,48.166,101.020354647,14.5935497624,2.46001620827,54.0069
140,0.0,101.42,99.9956828753,1000.0,47.0,101.724,10.4693877551,1000.0,140,101.423552353,2.0,0.481058,135.946,1000.0,-111.66,52.3808,101.529736139,9.19427958984,2.5629035646,54.1659
141,0.0,102.132,99.9956828753,1000.0,46.0,102.412,10.7096774194,1000.0,141,102.133518958,3.0,0.550691,136.473,1000.0,-112.384,50.3601,102.233770313,9.0311059173,2.5133011103,54.291
142,0.0,102.582,99.9956828753,1000.0,57.0,102.888,9.93069306931,1000.0,142,102.583866628,3.0,0.411793,137.065,1000.0,-113.028,51.8334,102.697118882,8.73510888555,2.56706297131,54.5434
143,0.0,103.476,99.9956828753,1000.0,77.0,103.792,10.2040816327,1000.0,143,103.487049625,3.0,0.399995,137.53,1000.0,-113.995,53.1298,103.58872691,11.3900772996,2.66523244521,54.7643
144,0.0,104.07,99.9956828753,1000.0,39.0,104.4,11.3372093023,1000.0,144,104.070546688,3.0,0.459018,137.907,1000.0,-114.719,53.2785,104.176697594,9.63232260276,2.61535319995,54.9164
145,0.0,104.934,99.9956828753,1000.0,50.0,105.24,12.5365853659,1000.0,145,104.937585946,3.0,0.451607,138.337,1000.0,-115.508,53.8363,105.041081944,11.2045233918,2.61782386003,55.0848
146,0.0,105.338,99.9956828753,1000.0,61.0,105.683,11.7857142857,1000.0,146,105.350249003,3.0,0.486129,138.811,1000.0,-116.064,57.5916,105.454430199,11.3158879337,2.72296902645,55.2152
147,0.0,106.264,99.9956828753,1000.0,63.0,106.594,12.4,1000.0,147,106.261311407,2.0,0.478908,139.25,1000.0,-116.993,53.2537,106.38756182,11.805295422,2.58902821029,55.4258
148,0.0,106.591,99.9956828753,1000.0,96.0,106.937,14.7058823529,1000.0,148,106.595346065,3.0,0.477032,139.567,1000.0,-117.727,58.2454,106.725827524,17.9000976201,2.74741562661,55.5233
149,0.0,107.412,99.9956828753,1000.0,102.0,107.7,14.2112676056,1000.0,149,107.421551353,3.0,0.55894,140.083,1000.0,-118.3,53.3042,107.509625592,18.6017684249,2.61299985382,55.6381
150,0.0,108.106,99.9956828753,1000.0,64.0,108.427,14.1142857143,1000.0,150,108.109991816,3.0,0.580342,140.521,1000.0,-118.879,57.6304,108.222587309,14.4049027935,2.73557445719,55.8068
151,0.0,108.403,99.9956828753,1000.0,54.0,108.747,11.5909090909,1000.0,151,108.401421023,3.0,0.403932,141.095,1000.0,-119.599,61.8404,108.515542157,12.4914847029,2.87530562278,55.9214
152,0.0,109.125,99.9956828753,1000.0,48.0,109.461,11.4367816092,1000.0,152,109.131050648,3.0,0.401312,141.464,1000.0,-120.225,58.0379,109.24291455,9.74703155452,2.76732050663,56.084
153,0.0,109.777,99.9956828753,1000.0,77.0,110.079,11.2696629213,1000.0,153,109.783964333,3.0,0.541553,141.887,1000.0,-120.908,63.7299,109.864986386,12.4618645646,2.79754740017,56.2315
154,0.0,110.657,99.9956828753,1000.0,63.0,110.967,13.1315789474,1000.0,154,110.653975728,3.0,0.603972,142.24,1000.0,-121.828,56.0582,110.747256379,13.8462821395,2.70186885242,56.4545
155,0.0,110.773,99.9956828753,1000.0,77.0,111.086,14.7647058824,1000.0,155,110.779936536,3.0,0.605777,142.746,1000.0,-122.075,63.7678,110.876305068,16.9472517701,2.8512169648,56.6239
156,0.0,111.674,99.9956828753,1000.0,64.0,111.979,13.9154929577,1000.0,156,111.674358808,3.0,0.617902,143.088,1000.0,-122.904,62.3417,111.775023933,12.4365957922,2.70514891794,56.7413
157,0.0,111.936,99.9956828753,1000.0,84.0,112.238,13.9305555556,1000.0,157,111.940319254,3.0,0.624156,143.546,1000.0,-123.347,63.4038,112.025850422,17.201684663,2.75652703803,56.9219
158,0.0,112.628,99.9956828753,1000.0,67.0,112.925,12.9230769231,1000.0,158,112.632891345,3.0,0.565628,143.969,1000.0,-123.882,62.6576,112.719622619,13.2604764879,2.78636050685,57.0388
159,0.0,113.216,99.9956828753,1000.0,80.0,113.56,13.3378378378,1000.0,159,113.221690752,3.0,0.699023,144.452,1000.0,-124.714,67.0826,113.322828178,15.6276582837,2.93108090946,57.1847
160,0.0,113.911,99.9956828753,1000.0,100.0,114.216,17.2586206897,1000.0,160,113.914324834,3.0,0.62069,144.85,1000.0,-125.251,63.8981,113.997754852,22.4188654738,2.77807476219,57.3535
161,0.0,114.297,99.9956828753,1000.0,56.0,114.58,13.4533333333,1000.0,161,114.298963457,3.0,0.545475,145.113,1000.0,-125.694,64.251,114.367304239,12.9288239561,2.76047904707,57.519
162,0.0,114.855,99.9956828753,1000.0,64.0,115.124,12.375,1000.0,162,114.85657466,3.0,0.60523,145.589,1000.0,-126.012,60.1441,114.923774915,12.4201197659,2.69554248836,57.6909
163,0.0,115.516,99.9956828753,1000.0,64.0,115.859,12.0843373494,1000.0,163,115.526320461,3.0,0.595183,146.021,1000.0,-127.134,67.6806,115.613687633,11.8537318807,2.96268752848,57.8521
164,0.0,115.914,99.9956828753,1000.0,56.0,116.246,10.8924731183,1000.0,164,115.918814269,3.0,0.566613,146.268,1000.0,-127.42,68.0407,115.998343071,10.6118845585,2.90991432403,58.0361
165,0.0,116.546,99.9956828753,1000.0,57.0,116.841,11.8571428571,1000.0,165,116.55363762,2.0,0.582708,146.692,1000.0,-128.213,64.5691,116.647412116,11.1634425237,2.73901435985,58.2127
166,0.0,116.9,99.9956828753,1000.0,56.0,117.203,10.1414141414,1000.0,166,116.902624372,3.0,0.571822,147.198,1000.0,-128.54,66.8167,116.992021064,8.76057525556,2.87223315173,58.3835
167,0.0,117.529,99.9956828753,1000.0,44.0,117.843,9.39,1000.0,167,117.528543565,2.0,0.597016,147.64,1000.0,-129.114,62.7338,117.633133838,9.00432673774,2.79143641405,58.5285
168,0.0,117.625,99.9956828753,1000.0,63.0,117.951,12.0454545455,1000.0,168,117.631733477,3.0,0.659099,148.173,1000.0,-129.619,69.3271,117.72474796,12.5135463788,2.93698375682,58.6999
169,0.0,118.434,99.9956828753,1000.0,51.0,118.748,11.8214285714,1000.0,169,118.432341672,3.0,0.571454,148.422,1000.0,-130.236,68.5945,118.537907328,11.885526126,2.85526159899,58.8227
170,0.0,118.935,99.9956828753,1000.0,76.0,119.254,11.9047619048,1000.0,170,118.944342096,3.0,0.672161,148.775,1000.0,-130.792,64.8229,119.048356939,14.056534701,2.84156016208,59.0016
171,0.0,119.302,99.9956828753,1000.0,87.0,119.63,13.8028169014,1000.0,171,119.310297422,3.0,0.557559,149.205,1000.0,-131.109,72.821,119.410286368,14.5994594906,2.90315667993,59.1476
172,0.0,119.831,99.9956828753,1000.0,65.0,120.148,12.5128205128,1000.0,172,119.828104008,3.0,0.531156,149.592,1000.0,-131.705,69.7249,119.907727049,14.0591639881,2.83313932079,59.3159
173,0.0,119.966,99.9956828753,1000.0,186.0,120.287,15.6567164179,1000.0,173,119.971698978,3.0,0.649269,149.947,1000.0,-132.088,68.5762,120.077246537,24.8100558806,2.83959214057,59.4715
174,0.0,120.941,99.9956828753,1000.0,74.0,121.261,14.5454545455,1000.0,174,120.941066009,3.0,0.57412,150.421,1000.0,-132.61,67.9328,121.041538845,16.2575686972,2.7786545425,59.5879
175,0.0,120.961,99.9956828753,1000.0,65.0,121.303,12.9375,1000.0,175,120.964744476,3.0,0.65101,150.822,1000.0,-133.038,72.8525,121.066738098,14.79893894,2.989868458,59.7171
176,0.0,121.581,99.9956828753,1000.0,62.0,121.917,11.3103448276,1000.0,176,121.582722728,3.0,0.571575,151.214,1000.0,-133.659,70.0339,121.673557076,11.3939995751,2.88205361666,59.8685
177,0.0,121.369,99.9956828753,1000.0,69.0,121.679,12.1445783133,1000.0,177,121.372014777,3.0,0.501531,151.705,1000.0,-133.598,71.2466,121.463051505,12.9336886436,2.85702698155,60.0138
178,0.0,122.136,99.9956828753,1000.0,70.0,122.453,14.3857142857,1000.0,178,122.138273136,3.0,0.447458,152.072,1000.0,-134.192,70.669,122.234013583,14.1777419693,2.89623289336,60.1293
179,0.0,122.534,99.9956828753,1000.0,79.0,122.861,10.2244897959,1000.0,179,122.539729475,3.0,0.567143,152.407,1000.0,-134.546,75.5343,122.650434236,12.1835709154,2.99393847653,60.2972
180,0.0,122.762,99.9956828753,1000.0,74.0,123.068,14.3571428571,1000.0,180,122.762831382,3.0,0.545231,152.784,1000.0,-134.808,73.5859,122.859024918,14.0621434195,2.89945112221,60.3493
181,0.0,123.042,99.9956828753,1000.0,65.0,123.398,13.012987013,1000.0,181,123.047729495,3.0,0.531482,153.215,1000.0,-135.395,69.4673,123.154075583,14.0772391649,2.89491621446,60.5167
182,0.0,123.794,99.9956828753,1000.0,52.0,124.124,10.3645833333,1000.0,182,123.792426819,2.0,0.428085,153.436,1000.0,-136.142,77.9073,123.878632531,10.0282099928,3.06233093198,60.6888
183,0.0,123.919,99.9956828753,1000.0,68.0,124.216,13.1973684211,1000.0,183,123.925986895,3.0,0.489342,153.757,1000.0,-136.092,68.741,123.999481413,13.7888396299,2.8168957375,60.8806
184,0.0,124.095,99.9956828753,1000.0,96.0,124.402,14.9552238806,1000.0,184,124.096438948,3.0,0.579473,154.095,1000.0,-136.26,72.3763,124.183536846,17.2431538098,2.87377053908,60.9597
185,0.0,124.449,99.9956828753,1000.0,78.0,124.786,15.484375,1000.0,185,124.449048414,2.0,0.627722,154.267,1000.0,-136.854,78.6156,124.529327709,15.6754108673,3.06894251073,61.0915
186,0.0,125.002,99.9956828753,1000.0,81.0,125.337,16.0806451613,1000.0,186,125.00981678,3.0,0.651509,154.666,1000.0,-137.271,75.2256,125.09504326,15.2688787292,2.99442249979,61.2546
187,0.0,125.137,99.9956828753,1000.0,78.0,125.464,16.0634920635,1000.0,187,125.138467229,3.0,0.642481,155.016,1000.0,-137.328,75.9049,125.222767811,16.4267233068,2.94497485857,61.3288
188,0.0,125.847,99.9956828753,1000.0,64.0,126.177,13.985915493,1000.0,188,125.851206677,2.0,0.650082,155.259,1000.0,-137.763,70.7463,125.94470403,13.3864478009,2.8918629418,61.4797
189,0.0,125.783,99.9956828753,1000.0,73.0,126.099,14.75,1000.0,189,125.786638354,3.0,0.649457,155.452,1000.0,-137.917,75.0406,125.862226026,13.6267200749,2.85939541159,61.5889
190,0.0,125.955,99.9956828753,1000.0,39.0,126.27,11.1931818182,1000.0,190,125.952783459,3.0,0.585489,155.899,1000.0,-138.16,75.7815,126.032417707,8.75273717518,2.90091572787,61.7397
191,0.0,126.381,99.9956828753,1000.0,66.0,126.707,18.5090909091,1000.0,191,126.393519135,3.0,0.622408,156.406,1000.0,-138.807,78.9193,126.484746145,16.0486450601,3.04656636464,61.8388
192,0.0,126.567,99.9956828753,1000.0,65.0,126.885,15.1212121212,1000.0,192,126.568059774,3.0,0.583187,156.805,1000.0,-138.78,73.2565,126.663767317,14.5013219371,2.87145077395,61.9296
193,0.0,126.722,99.9956828753,1000.0,61.0,127.064,13.7746478873,1000.0,193,126.722445983,3.0,0.605485,157.127,1000.0,-139.223,77.9363,126.80794059,13.8118108094,2.97238607757,62.0822
194,0.0,127.063,99.9956828753,1000.0,60.0,127.382,17.9473684211,1000.0,194,127.068127052,3.0,0.525403,157.586,1000.0,-139.414,77.7123,127.155826677,14.9260411229,2.92354442675,62.2041
195,0.0,127.285,99.9956828753,1000.0,87.0,127.622,16.5166666667,1000.0,195,127.282022366,3.0,0.495517,157.788,1000.0,-139.787,72.177,127.368232191,17.4226783883,2.92985050699,62.2883
196,0.0,127.658,99.9956828753,1000.0,64.0,127.976,14.3428571429,1000.0,196,127.664578556,3.0,0.478153,158.035,1000.0,-140.046,79.5962,127.744443086,13.1734426722,3.00736949759,62.5107
197,0.0,128.118,99.9956828753,1000.0,82.0,128.439,18.6923076923,1000.0,197,128.122428656,3.0,0.573053,158.206,1000.0,-140.482,72.1644,128.196660929,20.146137692,2.94419873752,62.6626
198,0.0,127.916,99.9956828753,1000.0,63.0,128.254,13.7333333333,1000.0,198,127.923993426,3.0,0.513593,158.496,1000.0,-140.552,77.4763,128.003086608,13.1040282187,3.00366151619,62.769
199,0.0,128.75,99.9956828753,1000.0,97.0,129.061,13.7222222222,1000.0,199,128.746759824,3.0,0.552457,158.968,1000.0,-141.067,73.0378,128.844503335,14.6980934348,2.86644738261,63.0101
200,0.0,128.914,99.9956828753,1000.0,88.0,129.255,13.6301369863,1000.0,200,128.914335812,3.0,0.536643,159.287,1000.0,-141.546,79.2137,129.00883957,14.3101715423,3.01987283361,63.201
201,0.0,129.259,99.9956828753,1000.0,70.0,129.578,15.703125,1000.0,201,129.268576539,3.0,0.319781,159.651,1000.0,-141.522,74.2542,129.357362435,14.8478530513,2.88604499687,63.3456
202,0.0,129.465,99.9956828753,1000.0,57.0,129.782,13.2533333333,1000.0,202,129.465367013,3.0,0.641666,160.0,1000.0,-141.903,73.3351,129.560179423,13.4393386081,2.88038457981,63.4896
203,0.0,129.568,99.9956828753,1000.0,75.0,129.914,15.0923076923,1000.0,203,129.567645429,3.0,0.277215,160.17,1000.0,-142.174,76.4105,129.656209281,14.1113408586,2.99358700632,63.6249
204,0.0,130.127,99.9956828753,1000.0,55.0,130.443,13.6578947368,1000.0,204,130.131527348,3.0,0.560344,160.567,1000.0,-142.555,78.9448,130.221081833,11.5388960427,2.9515055924,63.7676
205,0.0,129.923,99.9956828753,1000.0,51.0,130.269,13.1973684211,1000.0,205,129.929256487,3.0,0.562221,160.922,1000.0,-142.574,77.9223,130.051532602,11.6427295326,2.94156257341,63.9184
206,0.0,130.4,99.9956828753,1000.0,61.0,130.702,16.25,1000.0,206,130.408697809,3.0,0.538201,161.175,1000.0,-142.928,70.9382,130.501111929,14.6567674926,2.80694339119,64.0945
207,0.0,130.671,99.9956828753,1000.0,69.0,131.0,14.2285714286,1000.0,207,130.671860408,3.0,0.605329,161.333,1000.0,-143.245,78.034,130.754723925,13.8833625287,2.93310259406,64.2681
208,0.0,130.847,99.9956828753,1000.0,55.0,131.205,14.0,1000.0,208,130.842892094,3.0,0.381515,161.604,1000.0,-143.563,80.6685,130.92603614,11.0031128846,3.04176386898,64.3849
209,0.0,131.18,99.9956828753,1000.0,66.0,131.512,18.2181818182,1000.0,209,131.183603851,3.0,0.214382,161.921,1000.0,-143.63,76.4315,131.262717485,17.8444704031,2.95594307957,64.5115
210,0.0,131.595,99.9956828753,1000.0,62.0,131.884,16.7457627119,1000.0,210,131.594451808,3.0,0.319264,162.198,1000.0,-144.101,78.6478,131.667967821,17.0279861567,2.93184849463,64.6187
211,0.0,131.822,99.9956828753,1000.0,69.0,132.187,15.2272727273,1000.0,211,131.824542692,3.0,0.630115,162.494,1000.0,-144.134,77.11,131.916265119,13.8736675085,3.01628277197,64.7572
212,0.0,131.935,99.9956828753,1000.0,83.0,132.269,14.9090909091,1000.0,212,131.933502982,3.0,0.686485,162.838,1000.0,-144.573,76.7605,132.026096527,14.7491420117,2.84633820614,64.8677
213,0.0,131.872,99.9956828753,1000.0,62.0,132.207,16.5967741935,1000.0,213,131.878454905,3.0,0.640368,163.18,1000.0,-144.58,83.6287,131.976558233,12.2546366175,3.01851702211,64.9876
214,0.0,132.679,99.9956828753,1000.0,48.0,133.019,15.8412698413,1000.0,214,132.684877558,2.0,0.278216,163.565,1000.0,-144.823,79.6243,132.764346062,12.1161133026,2.90291657934,65.1276
215,0.0,132.571,99.9956828753,1000.0,57.0,132.918,13.5479452055,1000.0,215,132.570193289,3.0,0.22954,163.82,1000.0,-144.994,79.4866,132.651403938,12.1790760338,2.98766373164,65.3642
216,0.0,132.634,99.9956828753,1000.0,70.0,132.954,18.3818181818,1000.0,216,132.634721345,3.0,0.432159,164.21,1000.0,-145.237,79.7693,132.708430973,13.7794193163,2.96345572551,65.4622
217,0.0,133.192,99.9956828753,1000.0,80.0,133.507,15.0,1000.0,217,133.195771212,3.0,0.637586,164.379,1000.0,-145.669,72.3057,133.278140347,13.578263172,2.80342098757,65.5893
218,296.293189222,133.312,96.641947585,1000.0,65.0,133.631,16.0483870968,109.0,218,133.321576146,3.0,0.290146,164.809,616.588235294,-145.878,78.3798,133.392148419,14.6578476387,2.9092884179,65.7595
219,0.0,133.666,99.9956828753,1000.0,53.0,133.974,16.6129032258,1000.0,219,133.663984089,3.0,0.306432,164.864,1000.0,-146.216,79.0169,133.732005695,13.6090041809,2.94720172567,65.8823
220,0.0,133.498,99.9956828753,1000.0,59.0,133.819,16.5333333333,1000.0,220,133.50264143,3.0,0.231817,165.121,1000.0,-146.302,81.3452,133.567887477,14.0195894693,2.98886955051,65.9754
221,0.0,133.845,99.9956828753,1000.0,50.0,134.173,12.5316455696,1000.0,221,133.850862136,3.0,0.47516,165.462,1000.0,-146.483,78.6023,133.912850121,8.44016234027,2.95810581595,66.0394
222,0.0,134.292,99.9956828753,1000.0,67.0,134.607,14.3521126761,1000.0,222,134.289390676,3.0,0.70887,165.77,1000.0,-146.958,77.3153,134.356534716,12.0411250604,2.85841060447,66.1782
223,0.0,134.326,99.9956828753,1000.0,72.0,134.636,18.3888888889,1000.0,223,134.326570892,3.0,0.61707,165.875,1000.0,-147.013,81.5945,134.408961221,14.3712891077,2.99268347093,66.2495
224,0.0,134.139,99.9956828753,1000.0,54.0,134.443,15.4923076923,1000.0,224,134.14396875,3.0,0.189086,166.088,1000.0,-146.962,75.0931,134.222386791,12.8519655209,2.85161891534,66.4067
225,0.0,135.231,99.9956828753,1000.0,67.0,135.511,15.1076923077,1000.0,225,135.231148137,3.0,0.232147,166.484,1000.0,-147.303,75.4283,135.297264865,11.8958597541,2.77474389937,66.5738
226,0.0,134.949,99.9956828753,1000.0,52.0,135.263,14.7536231884,1000.0,226,134.95102536,3.0,0.272937,166.573,1000.0,-147.502,77.7628,135.039019365,10.9972404933,2.85388724326,66.7212
227,0.0,134.971,99.9956828753,1000.0,61.0,135.322,12.8961038961,1000.0,227,134.970663733,3.0,0.170654,166.919,1000.0,-147.879,86.7483,135.054718237,11.7557219177,3.09795058271,66.8921
228,0.0,135.405,99.9956828753,1000.0,55.0,135.745,12.0481927711,1000.0,228,135.409839197,3.0,0.281293,167.132,1000.0,-147.983,83.5897,135.485174877,9.85302059301,3.058107981,66.9918
229,0.0,135.28,99.9956828753,1000.0,103.0,135.591,15.5409836066,1000.0,229,135.285634814,3.0,0.22938,167.501,1000.0,-148.393,79.5635,135.354854774,16.3221400181,2.91168459995,67.1158
230,0.0,135.938,99.9956828753,1000.0,62.0,136.224,12.6707317073,1000.0,230,135.934651752,3.0,0.211197,167.737,1000.0,-148.581,82.0998,135.995251558,11.1191494652,2.9896963173,67.2308
231,0.0,136.426,99.9956828753,1000.0,58.0,136.747,14.8382352941,1000.0,231,136.430715051,3.0,0.212914,167.972,1000.0,-148.886,79.5971,136.506907362,12.896203607,3.005935788,67.3512
232,0.0,135.809,99.9956828753,1000.0,75.0,136.115,14.3188405797,1000.0,232,135.81063679,2.0,0.0943444,168.218,1000.0,-148.996,84.879,135.86974449,12.4498911626,2.99725469641,67.4586
233,0.0,136.72,99.9956828753,1000.0,53.0,136.993,13.0384615385,1000.0,233,136.726276001,3.0,0.146781,168.528,1000.0,-149.466,77.7325,136.781104691,10.9876881072,2.83063604401,67.6126
234,0.0,136.98,99.9956828753,1000.0,103.0,137.292,18.1454545455,1000.0,234,136.981582865,3.0,0.199306,168.747,1000.0,-149.675,79.1443,137.04933455,16.795473613,2.8710803523,67.7049
235,0.0,137.514,99.9956828753,1000.0,58.0,137.844,16.0,1000.0,235,137.515845589,3.0,0.12315,168.966,1000.0,-150.158,85.6811,137.583774656,12.014541454,3.03452473337,67.8048
236,0.0,137.754,99.9956828753,1000.0,56.0,138.056,14.4558823529,1000.0,236,137.754161546,3.0,0.14752,169.184,1000.0,-150.278,79.2521,137.814353424,9.45489886021,2.93322007673,67.9009
237,0.0,137.906,99.9956828753,1000.0,61.0,138.197,20.5416666667,1000.0,237,137.908951674,3.0,0.187034,169.476,1000.0,-150.467,76.8081,137.974837964,16.6782772059,2.84329160664,67.9867
238,0.0,138.304,99.9956828753,1000.0,59.0,138.614,14.6956521739,1000.0,238,138.307534156,3.0,0.190444,169.765,1000.0,-150.87,82.4125,138.382333708,12.3924993067,2.89981699293,68.1113
239,0.0,138.182,99.9956828753,1000.0,43.0,138.506,12.3333333333,1000.0,239,138.184931166,3.0,0.139471,170.093,1000.0,-151.151,87.9942,138.239684244,10.0578573179,3.0855526265,68.3043
240,0.0,138.618,99.9956828753,1000.0,71.0,138.935,12.5375,1000.0,240,138.619579396,3.0,0.144728,170.273,1000.0,-151.611,85.3637,138.691724941,12.8383641384,3.09477654977,68.4182
241,0.0,138.859,99.9956828753,1000.0,60.0,139.172,14.8656716418,1000.0,241,138.862392177,3.0,0.151697,170.51,1000.0,-152.177,83.2294,138.934512676,13.951831338,2.99099266723,68.4966
242,0.0,139.232,99.9956828753,1000.0,58.0,139.556,14.0714285714,1000.0,242,139.237454549,3.0,0.164037,170.908,1000.0,-152.167,78.9502,139.31609227,12.8211002743,2.92336594971,68.6304
243,0.0,139.568,99.9956828753,1000.0,45.0,139.878,13.8767123288,1000.0,243,139.574578113,3.0,0.162135,171.051,1000.0,-152.408,82.3059,139.64899335,10.1075655992,2.95338959834,68.7747
244,0.0,140.158,99.9956828753,1000.0,45.0,140.438,15.223880597,1000.0,244,140.157499,3.0,0.0301479,171.171,1000.0,-152.799,86.6403,140.226644753,10.1977768949,2.9562292154,68.8546
245,0.0,140.182,99.9956828753,1000.0,60.0,140.483,14.8059701493,1000.0,245,140.18404734,3.0,0.21481,171.458,1000.0,-153.007,83.2962,140.242579863,13.0718323191,3.0227336734,68.9675
246,0.0,140.322,99.9956828753,1000.0,51.0,140.691,14.3,1000.0,246,140.329950476,3.0,0.166209,171.696,1000.0,-153.171,84.6685,140.411409183,11.0651964026,3.11777837671,69.0455
247,0.0,140.737,99.9956828753,1000.0,64.0,141.027,18.4814814815,1000.0,247,140.732688114,3.0,0.146755,171.939,1000.0,-153.6,86.6939,140.796321045,14.7368783326,2.98409974909,69.135
248,0.0,141.297,99.9956828753,1000.0,36.0,141.646,12.6125,1000.0,248,141.298223599,3.0,0.148683,172.097,1000.0,-154.193,82.2204,141.377723226,10.2889427907,3.08563908172,69.2134
249,0.0,141.077,99.9956828753,1000.0,69.0,141.395,14.4411764706,1000.0,249,141.080921608,3.0,0.15196,172.37,1000.0,-154.236,81.9252,141.166115211,12.2766904346,2.96104779049,69.3021
250,0.0,141.346,99.9956828753,1000.0,40.0,141.67,14.2676056338,1000.0,250,141.346013471,3.0,0.164315,172.669,1000.0,-154.363,86.6842,141.428920598,9.91223137778,3.04665865246,69.34
251,0.0,141.703,99.9956828753,1000.0,55.0,142.024,15.0606060606,1000.0,251,141.699141066,3.0,0.144551,172.781,1000.0,-154.742,87.3896,141.789235255,11.8230370757,3.02108986037,69.4279
252,0.0,141.875,99.9956828753,1000.0,56.0,142.227,18.0181818182,1000.0,252,141.885355864,3.0,0.162417,173.029,1000.0,-155.072,83.5075,141.963975223,14.6194029341,2.99847107532,69.542
253,0.0,142.753,99.9956828753,1000.0,69.0,143.103,16.2222222222,1000.0,253,142.750789028,3.0,0.160223,173.231,1000.0,-155.633,90.3211,142.835276529,14.2733456156,3.08848093519,69.661
254,0.0,142.569,99.9956828753,1000.0,65.0,142.895,12.1341463415,1000.0,254,142.57744116,2.0,0.115965,173.435,1000.0,-155.715,85.8241,142.660645378,10.9908633842,3.0181936536,69.8018
255,0.0,142.703,99.9956828753,1000.0,56.0,143.046,13.5616438356,1000.0,255,142.702693642,3.0,0.151823,173.773,1000.0,-156.32,92.11,142.791785837,10.5427847188,3.1704557992,69.9425
256,0.0,143.269,99.9956828753,1000.0,78.0,143.623,16.6229508197,1000.0,256,143.276062046,3.0,0.102854,174.011,1000.0,-156.555,86.6882,143.375836249,15.9457727935,3.1202615688,70.1016
257,0.0,143.774,99.9956828753,1000.0,56.0,144.117,15.0615384615,1000.0,257,143.776283278,3.0,0.149495,174.244,1000.0,-156.787,87.2672,143.880625684,12.5916662587,3.04059865373,70.1315
258,0.0,144.13,99.9956828753,1000.0,66.0,144.48,17.5517241379,1000.0,258,144.137849492,3.0,0.217549,174.518,1000.0,-157.348,94.6344,144.228717506,12.509544513,3.23401822142,70.263
259,0.0,144.305,99.9956828753,1000.0,71.0,144.67,14.5072463768,1000.0,259,144.298455959,3.0,0.18255,174.858,1000.0,-157.369,86.9163,144.418397585,12.0477590536,3.09269181755,70.3658
260,0.0,144.564,99.9956828753,1000.0,87.0,144.942,16.6166666667,1000.0,260,144.568749558,3.0,0.189739,175.153,1000.0,-157.729,86.5913,144.688803381,17.1863236971,3.11915558085,70.4183
261,0.0,145.122,99.9956828753,1000.0,42.0,145.486,12.1392405063,1000.0,261,145.122353166,3.0,0.167427,175.176,1000.0,-158.128,90.5375,145.224700539,8.78971518845,3.14583207976,70.5481
262,0.0,145.397,99.9956828753,1000.0,79.0,145.769,13.6052631579,1000.0,262,145.397350703,3.0,0.0884106,175.381,1000.0,-158.672,89.7197,145.504302327,13.1330027706,3.15324079157,70.6228
263,0.0,145.533,99.9956828753,1000.0,49.0,145.9,13.4133333333,1000.0,263,145.537996945,3.0,0.122468,175.755,1000.0,-159.097,93.5516,145.643496837,10.5237424691,3.30572419998,70.7301
264,0.0,146.465,99.9956828753,1000.0,65.0,146.861,11.0337078652,1000.0,264,146.462574233,3.0,0.13393,176.036,1000.0,-159.714,90.955,146.591733321,9.8567827992,3.29634665386,70.8276
265,329.893038221,146.298,94.6728146444,1000.0,46.0,146.68,13.2368421053,98.0,265,146.311505165,3.0,0.154324,176.267,852.5,-160.316,99.7932,146.436954501,9.78568828907,3.38508990669,70.9196
266,161.56468064,147.047,80.1487241806,1000.0,55.0,147.43,14.6911764706,53.0,266,147.041316867,4.0,0.129255,176.456,218.630434783,-160.587,88.3092,147.148773575,11.0337148469,3.28994035764,70.9746
267,82.5926434135,147.889,74.6524669475,399.0,49.0,148.236,11.7738095238,43.0,267,147.894584556,3.0,0.146256,176.747,164.786885246,-161.596,98.862,147.998863629,9.42811296384,3.33378553418,71.0248
