AverageAction,AveragePolicySurr,AverageQLoss,AverageAbsQYDiff,AverageReturn,MinEsReturn,MaxReturn,AverageDiscountedReturn,StdReturn,AverageQ,AverageAbsQ,MaxEsReturn,AverageAbsY,Epoch,MinReturn,Iteration,AverageEsReturn,StdEsReturn,AverageY,PolicyRegParamNorm,QFunRegParamNorm
0.648903,-376.233,443.978,7.64447167382,1500.79573484,1.76626035933,3204.38310526,220.879839421,657.926543653,368.969,369.342,848.357985586,369.101439616,499,712.466821204,499,115.322830459,203.075910547,368.987869353,89.1407,187.508
0.639259,-376.326,447.476,7.62071858029,1096.64431562,4.59958283435,3135.29571639,214.142541558,618.552559917,368.788,369.151,474.64620291,368.858877273,500,670.751894999,500,87.0370090845,105.013201109,368.775440512,89.2328,187.82
0.535638,-377.532,475.031,7.63458692643,1103.65572064,4.47233789362,1314.00449138,161.609549402,78.866467898,370.075,370.41,364.630897191,370.212881954,501,1017.63737768,501,68.2337710349,101.476531913,370.103593141,89.3198,188.082
0.623376,-377.383,486.074,7.67451779587,1150.07742252,8.81989565279,2548.57900878,207.196313358,381.408225727,369.972,370.329,184.442071284,370.069476619,502,553.924332255,502,64.1686749587,53.2935985857,369.971544553,89.3959,188.367
0.607666,-378.018,455.691,7.64378643205,1541.59560574,6.53906012013,2954.06796562,172.737377863,673.876351475,370.348,370.74,875.385847675,370.460863774,503,589.973682104,503,64.8871912335,170.722187399,370.367030886,89.471,188.685
0.584122,-378.53,473.556,7.78589487401,917.705559541,6.6968941157,1577.97645414,200.784951248,275.898508255,370.964,371.313,571.063638867,371.05610141,504,510.00518517,504,68.2710437854,111.799171064,370.970412858,89.5368,188.969
0.593731,-380.485,482.667,7.7404170416,1404.07638628,6.46504353963,2578.51793488,179.065428466,462.673558531,372.857,373.215,418.060952504,372.965125309,505,547.615559608,505,77.5264409337,97.5500083039,372.877000233,89.6284,189.271
0.680101,-380.42,478.395,7.76704438439,1551.37749473,8.4428486434,2075.03571167,213.854692873,318.084799605,372.85,373.202,481.383268805,372.952172562,506,994.797178973,506,91.1045480199,125.211492797,372.866280168,89.7391,189.56
0.679914,-381.299,484.195,7.66496251858,1144.37390342,5.75989173719,2917.75233564,196.960780742,615.416444983,373.438,373.805,581.492646969,373.550451688,507,473.356101487,507,108.823874189,180.394030787,373.448181918,89.8178,189.77
0.695879,-381.834,512.498,7.98196847728,1133.10281322,9.07495276641,2850.53864006,196.394113667,691.458825155,373.79,374.15,211.515127359,373.90590241,508,514.422915516,508,60.9003166974,53.6213794287,373.818590296,89.9357,190.143
0.629844,-383.308,510.212,7.89536435452,1330.65201023,5.48503816091,2971.78989209,201.121502039,596.476892947,375.334,375.7,675.16743683,375.439045571,509,500.870479572,509,74.191210075,137.517169908,375.34416692,90.0389,190.374
0.0951574,-382.877,522.81,7.9463882556,1014.46806575,8.32112708892,1015.77890688,111.282886719,0.669513754816,374.869,375.262,586.004361031,374.992707659,510,1013.61332074,510,87.0539312669,135.913827458,374.887538417,90.1289,190.655
0.648912,-384.052,500.808,7.94499203596,1522.08716264,1.8119832465,2518.24539475,188.667253034,499.147554576,376.291,376.656,305.385063113,376.357702406,511,759.189565304,511,78.1540982924,76.726106385,376.277896181,90.2268,190.921
0.69274,-384.348,499.938,7.74757143796,1839.15609885,6.46349084623,2920.02287509,172.323963415,702.7933654,376.465,376.832,442.830096308,376.596975092,512,603.59495683,512,63.5546402532,85.8086197508,376.502614462,90.2726,191.241
0.59648,-384.361,451.259,7.54415693916,2103.49386821,7.83683635317,2648.69517946,164.279419731,630.55912305,376.592,377.009,622.862286,376.704013235,513,1014.03619127,513,157.70765892,194.83904403,376.60118401,90.3955,191.439
0.466251,-385.645,510.965,7.95610297235,1217.5385376,8.55190969825,1894.27640361,168.580529842,377.007798207,377.624,378.036,602.09650058,377.758902024,514,387.639222799,514,143.08777323,165.398351867,377.63338015,90.4495,191.67
0.0701734,-386.322,508.208,7.87424016738,1012.35557183,5.41737987552,1013.13694517,108.702241506,0.673504517464,378.401,378.767,984.530677154,378.49842762,515,1010.96582258,515,103.60597305,218.658295116,378.416545768,90.5846,191.982
0.621364,-387.768,501.609,7.98431435304,1053.53403027,7.34443457493,1929.11484228,171.501870082,551.991254194,379.653,380.011,326.749098064,379.76647918,516,334.077902459,516,78.2966369487,85.0644024102,379.667639775,90.6641,192.243
0.704416,-387.801,526.755,8.0693178316,1233.81821209,9.15755111266,1892.7678732,196.153955782,337.409455158,380.042,380.425,256.480799157,380.15449169,517,655.104998718,517,55.1261757887,54.2189342956,380.045850814,90.7794,192.51
0.465738,-388.62,513.102,8.05928672361,759.471356769,10.5778779367,1089.64583388,167.901696378,172.721740648,380.453,380.834,337.351669417,380.540158087,518,385.863301969,518,75.0606224164,85.5210927954,380.456299122,90.8488,192.79
0.0352006,-389.03,538.634,8.1401642391,1012.24402047,6.69012017977,1012.9366829,109.22474655,0.42231438572,381.1,381.487,404.642982873,381.233373104,519,1011.68769333,519,61.0078461406,86.8406292842,381.126670257,90.9058,193.037
0.633948,-389.746,519.661,8.07613963954,1213.47860869,6.40539036711,2559.26604568,180.687288878,616.673825988,381.561,382.014,330.749276508,381.692711682,520,430.857619593,520,80.9929125908,92.3136388746,381.587373057,91.0563,193.326
0.615223,-389.733,544.487,8.09203896601,1332.7613179,6.6228375838,2243.54232831,181.91419989,387.590643646,381.547,381.963,156.232229535,381.67797906,521,771.395704067,521,47.8714237844,42.8955956943,381.564982021,91.1307,193.662
0.0874365,-391.5,528.553,8.00509145524,1016.29472963,7.44183476125,1016.81157429,112.549688126,0.423748478568,383.21,383.563,375.785393078,383.322043845,522,1015.22491211,522,74.2596666537,88.7960790162,383.22014154,91.1895,193.907
0.0602629,-392.562,523.611,8.20292905418,1011.89891972,4.76083948421,1012.33892571,108.617741664,0.250060069752,384.348,384.736,135.290307309,384.484854038,523,1011.44100345,523,42.7438475267,36.182359829,384.371699496,91.2751,194.167
0.566733,-393.436,504.325,7.96722433582,1176.62689247,6.93403256797,2470.26381793,186.915812974,420.14191705,385.185,385.546,603.459308841,385.291694773,524,732.648642682,524,74.7539217325,128.974124157,385.189726998,91.3334,194.463
0.100092,-392.847,569.321,8.31152403137,1018.58582266,6.00635099407,1019.21281318,116.20633697,0.696361501828,384.567,384.927,145.544347848,384.650676341,525,1017.05833482,525,40.8612251544,35.3862862444,384.567404644,91.4028,194.802
0.101582,-394.739,507.022,8.13076342148,1120.16454926,8.26825616948,2023.00549025,124.210197129,286.953704392,386.335,386.729,147.24924829,386.452830854,526,1018.32383107,526,39.7640417239,35.7940967749,386.358188238,91.4939,195.085
0.544491,-395.782,528.841,8.16304242668,1402.60430302,6.18634020827,2567.52640329,182.696938839,632.649314814,387.197,387.569,253.246287635,387.300776959,527,519.187993407,527,53.6977782922,61.2070134249,387.207316708,91.5655,195.31
0.397236,-396.78,559.336,8.26071786523,969.553488063,5.95422636043,2487.36107933,156.015690178,360.819892943,388.231,388.648,386.349462045,388.348008696,528,741.048228421,528,54.2011284712,81.2914350017,388.261445889,91.6935,195.599
0.6165,-396.804,608.537,8.43960145165,982.436243568,6.86764471283,2135.19917155,189.308072768,368.329174182,388.416,388.756,569.66419189,388.506477458,529,659.456940914,529,73.1585765996,112.146028914,388.433905989,91.7727,195.906
0.134992,-397.769,520.135,7.99125309863,1019.45428881,7.19194243762,1020.12935277,115.93126932,0.438714652039,389.612,390.041,253.402851532,389.730741239,530,1018.45798818,530,51.193019866,58.3966120668,389.617552363,91.8568,196.179
0.0695475,-398.421,515.064,7.75457389101,1018.61469929,7.23283831959,1020.0788611,115.320336724,0.743442123107,390.195,390.534,160.597150551,390.286642368,531,1017.52298333,531,35.9472464939,37.6087631562,390.199415227,91.9183,196.448
0.10186,-398.154,571.854,8.29603455581,1021.13431819,5.50300075653,1022.03053034,116.68428535,0.561956085095,389.901,390.331,236.731076964,390.042407389,532,1020.26639356,532,52.1301199974,52.2555990479,389.925041304,92.0014,196.757
0.0583551,-399.001,627.713,8.54284478122,1017.9092898,6.83438267798,1018.34286677,112.220636852,0.38691762921,390.561,390.931,244.479252516,390.648469925,533,1017.17578254,533,48.3261420246,50.215496857,390.572370639,92.0788,197.016
0.52238,-399.722,535.65,8.1153542144,1196.50500639,6.31514941719,2513.9895678,169.852914588,929.746101703,391.252,391.635,250.23451835,391.37244491,534,320.297837291,534,45.8400444848,59.2726532884,391.286713991,92.1391,197.302
0.0190561,-400.204,568.905,8.31006813138,1023.60949012,11.6685716045,1025.11810673,119.213450937,0.745814216341,391.853,392.265,586.844691018,391.917618249,535,1022.68433589,535,106.03260326,159.947188741,391.836498559,92.1882,197.617
0.544147,-401.345,608.831,8.5913801016,1770.93228671,8.51021356751,2721.90684957,179.302242985,652.099622829,392.688,393.09,100.678691551,392.83995355,536,771.844204786,536,50.8668704629,30.7755098966,392.742991964,92.2352,197.92
0.603779,-401.72,585.448,8.47340765531,1551.23597644,6.76398242429,2872.99359703,195.003904898,783.195422025,393.103,393.465,582.681323893,393.177050398,537,677.997410512,537,85.0800435538,127.120367997,393.09021875,92.3469,198.209
0.62644,-401.982,593.471,8.33788336967,889.973647694,9.80155237798,1176.66989367,217.180907432,94.2147382272,393.455,393.837,150.457900309,393.544689132,538,726.92418459,538,54.325065085,46.9644707471,393.459373023,92.4298,198.515
0.0884872,-402.582,579.398,8.39169571523,1015.40173768,8.44140511739,1016.56496338,110.523718933,0.650766810926,394.095,394.44,121.530943221,394.223553706,539,1014.37738192,539,42.4452580901,30.0794635993,394.134832853,92.4582,198.754
0.0860748,-403.521,579.599,8.53854871258,1014.88188941,4.70455655521,1015.99969172,111.85630186,0.715841323639,394.879,395.268,162.522608907,394.967298698,540,1013.38897323,540,57.7284811018,45.3166158539,394.897163668,92.5401,199.055
0.0646519,-403.721,624.004,8.7072824517,1011.35714592,3.43622215208,1012.03654061,108.391491156,0.538333633193,394.734,395.146,227.333814566,394.807726336,541,1010.05794609,541,58.077421354,64.0550616003,394.733153738,92.6686,199.385
0.0749403,-405.523,549.766,8.40922496799,1010.60804448,5.7867580127,1011.58211434,107.764457454,0.50837258861,396.69,397.05,480.202811,396.757780779,542,1010.06467852,542,49.7066281339,83.5742594599,396.679770389,92.7545,199.773
0.0581198,-406.109,583.9,8.46951147009,1018.32735735,4.31416622764,1019.02739829,112.532432354,0.45112478369,397.211,397.554,223.898259574,397.333246399,543,1017.39388314,543,47.3473587526,53.1591251463,397.254413723,92.8264,200.063
0.0294221,-406.715,602.298,8.56988773758,1019.95910946,6.3243578348,1021.03591724,113.312531674,0.5626287268,397.871,398.271,359.012280102,397.968055608,544,1019.09256585,544,53.9448580824,76.7617647782,397.895896549,92.9043,200.359
0.649453,-407.06,603.664,8.62210381154,1096.91758531,7.90152408675,2052.81370082,199.905335586,418.158070749,398.343,398.698,406.58657053,398.422493044,545,307.513076624,545,86.8386080967,121.66523644,398.355984446,92.9767,200.643
0.138451,-408.121,592.215,8.44842879796,1014.46553066,8.04338824124,1015.81938664,111.48687641,1.20430236503,399.405,399.712,354.381605842,399.466285979,546,1011.49235682,546,72.1150047762,90.4751721101,399.414429525,93.0169,200.858
0.670631,-409.548,617.592,8.67522075596,1308.58352466,7.91683912767,2267.98675512,211.672300574,335.309349333,400.56,400.94,186.148286496,400.634793395,547,967.874995648,547,41.9831016391,41.107144226,400.56304172,93.1513,201.109
0.535053,-409.363,610.72,8.64962707232,1083.80317707,6.05607114065,1460.35492649,183.89869924,151.897704459,400.63,401.031,390.472684742,400.737114837,548,882.034185594,548,60.3256618897,99.2231245793,400.646711626,93.1959,201.445
0.0725549,-410.636,589.8,8.35607628785,1010.29086642,6.03006067023,1011.57011415,109.528456545,0.943669140744,401.876,402.287,820.425838896,401.982866699,549,1008.06356615,549,84.014721596,166.049546182,401.896520657,93.291,201.718
0.596271,-410.789,630.487,8.76650596148,983.770682479,2.62269878082,1658.5934548,174.18245065,344.710155715,402.045,402.418,438.640585741,402.160712605,550,387.277504323,550,68.7988902474,92.9039697939,402.074673182,93.4302,201.907
0.693963,-411.341,677.475,8.81754253313,1638.33413319,6.95449831717,3000.21707504,201.676114408,510.772792487,402.65,403.016,533.37769447,402.740860502,551,1135.1170716,551,79.890043061,118.980295857,402.65029576,93.4619,202.13
0.434002,-411.366,640.772,8.6410919776,1356.27530689,5.89493548822,2562.14885069,158.775886173,404.176513097,402.777,403.178,218.073944321,402.86877303,552,1018.80514881,552,43.8384773949,44.9361436687,402.787926142,93.4811,202.426
0.118882,-411.936,570.219,8.25850775178,1016.48121183,11.1189531008,1018.32162864,111.844732577,1.03672413198,403.386,403.791,130.336381429,403.481398089,553,1014.88151986,553,40.5983973921,33.1277587431,403.413054893,93.5611,202.707
0.0805495,-412.615,619.286,8.62340378696,1007.82304093,8.59401832583,1009.88561298,108.105589668,1.40960411116,403.862,404.255,251.045446008,403.932211953,554,1005.12132729,554,64.7796729919,65.9037148525,403.876471859,93.6449,203.01
0.557282,-412.698,709.408,9.27857347372,1429.9041636,8.16044860372,2647.98510762,167.284219113,461.418221228,403.609,404.025,166.543201708,403.724560922,555,954.42823415,555,45.3357752811,42.0767550759,403.623279242,93.7265,203.34
0.0852586,-412.825,622.915,8.64805798686,1018.82551877,5.67794029042,1020.70874179,114.479838008,1.08215991851,403.964,404.377,128.826714007,404.045356109,556,1017.4106635,556,49.7486620499,38.9379982622,403.977525049,93.7884,203.632
0.406184,-413.562,595.541,8.51874658034,739.933238036,7.24601106392,1018.05399095,150.777539268,163.195628487,405.055,405.426,634.696113921,405.152113344,557,387.958053219,557,94.6328392203,144.75787519,405.06791243,93.868,203.898
0.0204785,-413.187,584.168,8.51700558682,1013.0803101,10.5574088084,1014.9382849,110.712171803,1.01050175018,404.848,405.217,271.938579747,404.959223925,558,1011.55414492,558,65.4403396118,66.3010393325,404.875434613,93.9419,204.13
0.0892833,-413.459,593.997,8.69978249996,1014.74872703,5.62550184958,1015.8224734,111.563241312,0.750711894553,404.772,405.163,145.694409708,404.86273089,559,1013.46391199,559,49.5222667486,38.9262977515,404.798977557,94.0578,204.412
0.102627,-413.883,621.223,8.63624537273,1007.19592455,4.72417662092,1008.49984968,108.855228359,0.835850016746,404.837,405.237,281.112282436,404.924528352,560,1005.59748244,560,49.3359698587,55.8872928418,404.852014828,94.1627,204.673
0.177094,-414.543,685.185,9.09351779256,1007.06100179,5.66475610125,1008.80095958,108.984005816,1.01687422175,405.709,406.103,569.956591542,405.773724521,561,1005.13748096,561,80.5324119349,125.537912374,405.71914352,94.2662,205.025
0.272733,-415.219,621.44,8.7441869858,927.62992714,6.74936336422,997.318835245,117.823259407,137.963494982,406.322,406.694,184.581827708,406.385407397,562,577.722808227,562,50.2440657117,47.7213642536,406.337860877,94.3695,205.315
0.0638561,-415.072,619.366,8.602488608,1005.62153334,7.25930301948,1006.57541838,105.574124338,0.429602045707,406.422,406.778,180.608757593,406.492650614,563,1005.00415035,563,50.4151756953,41.6519674525,406.433403833,94.4215,205.551
0.0619147,-415.329,608.019,8.58023498437,1005.19255742,5.239031517,1006.82598405,109.983363847,1.12765220598,406.796,407.17,195.075070863,406.874912448,564,1002.74561874,564,80.3881641592,59.1086452132,406.81183584,94.4544,205.833
0.0886275,-415.381,613.826,8.63971409774,1021.29699868,7.11898417682,1023.57038725,116.258209618,1.09056181384,406.783,407.162,430.146142543,406.885268832,565,1019.37319895,565,68.6064187055,98.295600577,406.813343604,94.5596,206.073
0.0800384,-415.283,656.576,8.78896983049,1008.25721832,8.37473453147,1010.53676025,109.510900592,1.21476778058,406.395,406.74,207.40620849,406.432597553,566,1006.17543709,566,40.1360280261,40.1326329851,406.384509296,94.6475,206.334
0.211455,-416.497,597.183,8.57259962145,833.916078539,13.0076146603,2382.80957145,125.453322352,490.81635081,407.78,408.178,848.51208505,407.854158459,567,375.574860021,567,125.190645913,211.581161463,407.808704876,94.7215,206.524
0.0657966,-416.289,639.876,8.84259806886,1014.19531639,8.10605024908,1014.89501823,112.462737225,0.55987333209,407.135,407.535,213.014484056,407.200675362,568,1013.1858544,568,42.1364059882,41.1896038059,407.139935069,94.8235,206.799
0.079434,-416.537,664.139,8.91217158864,1014.40868144,7.68506808133,1017.21027897,111.743716138,1.22980134066,407.665,408.047,567.097206893,407.764694663,569,1012.56606074,569,114.197449171,174.872524102,407.694959842,94.8951,207.124
0.430793,-416.717,624.221,8.94515969911,1048.84012131,6.94164757441,1396.72932217,158.711650054,229.795532486,407.754,408.119,437.131665457,407.812326029,570,718.320739659,570,66.9367725859,91.6766406381,407.761558132,94.9102,207.388
0.0860476,-417.711,663.933,9.01301072883,1011.27681908,9.93274340669,1018.84916008,118.927815539,21.7198519761,408.65,409.049,435.32634143,408.733195605,571,939.384748351,571,99.7048678953,111.478560606,408.681126857,94.9598,207.676
0.079671,-417.947,590.41,8.54360445002,1021.55671333,6.67256985416,1023.69028935,115.313214836,1.58734889569,409.297,409.72,436.743365308,409.352165777,572,1019.31747565,572,74.2257631155,107.12013828,409.292823471,95.0386,207.928
0.093244,-417.784,606.413,8.72256249195,1023.4197965,9.51721837901,1025.57625329,117.398989164,1.59647948022,408.926,409.352,771.640827076,408.990006846,573,1020.37339703,573,103.382558876,178.41601506,408.938322522,95.0797,208.196
0.103848,-417.971,634.152,8.75352055037,1019.00751159,6.20728322347,1020.36531696,113.655969823,0.984467481829,409.265,409.653,453.367458599,409.356687678,574,1017.8877824,574,46.8829922603,83.690386123,409.289164243,95.1592,208.465
0.531465,-418.034,585.343,8.62421065062,1360.64250924,11.2203839463,2341.59854709,181.311913037,385.566475406,409.35,409.766,902.001424822,409.441552519,575,945.268923838,575,85.6854805033,195.399462945,409.373916329,95.2102,208.731
0.0971604,-418.346,685.804,9.02855166333,1027.82722153,7.29094816374,1028.81554491,117.884106699,0.631991864881,409.413,409.799,544.153199712,409.479643041,576,1026.61382232,576,81.9445327875,117.631670159,409.398176961,95.3192,208.991
0.102345,-418.521,627.798,8.76584196487,1027.59941644,8.62771574217,1028.53124423,115.647639382,0.647461417882,409.694,410.062,178.758421381,409.786029251,577,1026.60865316,577,52.1937416256,54.604986161,409.728517243,95.4003,209.261
0.127342,-418.756,642.563,8.83698327302,1019.04748922,3.38656477563,1019.73538548,111.733054419,0.477626394961,410.027,410.412,158.462283726,410.103125368,578,1018.06921475,578,55.5763771748,41.8629668894,410.049725209,95.4668,209.522
0.172884,-419.452,606.319,8.72040284525,1085.96129539,8.83340742337,1381.64270194,124.293717873,133.732112907,410.54,410.913,185.102269301,410.598194337,579,1022.04183897,579,51.2902970674,43.6714209312,410.552763881,95.5445,209.814
0.106002,-419.056,636.502,8.86858353591,1027.59656962,8.90345648178,1028.4105995,114.171628433,0.693895978538,409.972,410.388,230.006920211,410.054906584,580,1026.09169979,580,43.1288881694,53.9788181001,410.000616643,95.6455,210.094
0.144517,-419.098,660.546,8.98759361334,1022.38845734,9.17508747569,1023.70470806,117.083623546,1.05681239707,410.315,410.675,435.658782041,410.372069222,581,1019.94910128,581,73.2682001187,97.368717306,410.310105623,95.6962,210.405
0.0533769,-419.493,636.059,8.87441035576,1027.85288589,7.66650300998,1029.11221087,116.438390376,0.71520244916,410.567,410.942,504.678433625,410.652408882,582,1026.76375617,582,84.9238392894,121.987423655,410.594733348,95.7999,210.693
0.110175,-419.43,637.733,8.95163981353,1025.06663698,10.3975261256,1027.33705996,116.409110385,1.22101919479,410.08,410.514,529.032731802,410.153163701,583,1023.05558648,583,62.6816412796,96.1576690067,410.089875956,95.867,210.999
0.16174,-421.597,650.448,8.90462265287,1028.02680175,6.18087153687,1028.77387776,118.509772893,0.445746088963,412.173,412.552,194.472231491,412.230540895,584,1027.41894685,584,51.5843032485,48.2791640506,412.181416114,95.9331,211.32
0.114858,-421.25,644.217,8.73741021386,1024.67889687,6.43147199138,1025.20201357,113.094480807,0.474686109624,412.388,412.761,229.930174084,412.455417548,585,1023.40476163,585,42.8037390507,51.9559285837,412.399939917,95.9824,211.655
0.0865742,-421.178,630.942,8.84636017415,1021.38266227,5.50768101029,1022.78323882,113.942769711,0.658970382247,412.109,412.491,381.168115369,412.174252673,586,1020.4531828,586,50.5211928672,83.7705301516,412.119353637,96.0847,211.952
0.112801,-420.745,673.1,8.99759748442,1006.8013278,9.92258134256,1007.70850737,107.804384736,0.563813233859,411.743,412.163,88.6668912566,411.857180114,587,1005.52443058,587,41.2946087837,26.8986360328,411.773217255,96.1615,212.253
0.0906578,-420.773,704.275,9.18056527741,1020.03302208,9.29949992835,1020.98287536,118.342659907,0.700243928464,411.597,411.993,110.126916553,411.678350112,588,1018.67641889,588,50.9681853079,35.1657683026,411.622814002,96.2788,212.575
0.146339,-422.365,590.149,8.61209665757,1002.29124867,9.31463081339,1003.3244271,105.133765356,0.836320689016,413.28,413.618,618.333228336,413.327713497,589,1000.63947674,589,64.2044718079,119.697782511,413.278502778,96.3418,212.844
0.583747,-422.056,636.558,8.90497495098,1141.07217608,7.63271640178,1615.68870708,177.527941252,155.99400329,412.956,413.395,128.355368676,413.040710492,590,951.362030873,590,43.1865718006,39.2912517327,412.978723586,96.3768,213.121
0.101755,-422.82,636.149,8.7308113841,1017.80737239,7.75049141778,1018.74555273,107.694469308,0.539623258686,413.867,414.268,218.954141115,413.955410438,591,1017.16523908,591,58.5430919704,51.7339216483,413.879899611,96.4232,213.364
0.137708,-422.909,646.85,8.76352203503,1006.12506017,8.14180548935,1007.02487614,104.678836279,0.646223556922,414.002,414.372,174.215072777,414.101652305,592,1005.00032637,592,44.1718694279,38.7905972426,414.036133523,96.5087,213.662
0.156559,-423.456,706.515,9.15883710286,1027.8014972,8.37147897935,1028.62695074,120.535944355,0.360183326127,413.654,414.045,221.386851258,413.709031537,593,1027.12665601,593,46.2863447787,47.127180497,413.647472493,96.6374,213.979
0.111986,-423.764,716.297,9.2269367617,986.36206205,5.6429962808,987.490479309,101.232155794,0.736328639132,414.442,414.874,599.368025389,414.521249687,594,985.394759391,594,69.6232280255,117.973931397,414.459857067,96.7221,214.276
0.192668,-424.556,692.927,9.06769029495,1027.1891558,7.60216892202,1028.3233639,117.720152594,0.546639375592,415.394,415.793,410.83648735,415.472583314,595,1026.48124455,595,50.5747451397,76.9658353478,415.411254244,96.7819,214.568
0.173958,-424.407,718.957,9.24503687443,1015.59382539,6.21429254379,1016.93917937,109.267565118,0.691911216689,415.145,415.566,124.25504635,415.253713471,596,1014.79292071,596,34.3768965798,28.1693367798,415.206421639,96.8181,214.797
0.132471,-424.77,678.99,9.07367002468,1027.53526743,6.66764216686,1028.29041727,115.853903766,0.537416301721,415.354,415.735,352.231491227,415.401046701,597,1026.57038291,597,54.2752336228,80.5394984386,415.353203275,96.8702,215.131
0.132778,-425.867,660.403,9.04099300506,1027.83656747,6.62527623776,1028.4735406,118.207803713,0.452773644133,416.548,416.919,174.564928959,416.578766217,598,1027.21892702,598,48.3534526762,49.3841629177,416.532382559,96.928,215.425
0.134948,-426.704,723.871,9.11656995576,1000.92809373,7.29647590947,1001.7266832,102.51847627,0.576985917041,417.193,417.565,305.338177321,417.279371353,599,999.57510269,599,62.2598580174,71.7841675083,417.229419684,97.0116,215.774
0.577351,-426.992,678.967,9.04791045454,363.842424623,6.51059091713,378.904171897,159.465575872,6.01875532118,417.338,417.723,183.614289621,417.372195467,600,353.155807293,600,52.4320721301,47.4356540963,417.331980616,97.0742,216.096
0.136242,-427.615,685.89,9.10060799303,1010.39868465,7.37427465539,1011.49941724,106.960310817,0.803859150934,418.33,418.724,284.565946361,418.41727163,601,1008.67826267,601,59.0249141339,61.6619905498,418.363352325,97.1296,216.385
0.157751,-428.53,710.914,9.3533279241,987.804497062,5.64031924477,989.157378892,94.0337119857,0.808269055838,418.528,418.897,381.827379072,418.566002274,602,986.305266753,602,73.8048616138,105.124039444,418.514525085,97.2132,216.71
0.10127,-429.64,722.652,9.29605092663,1026.88927728,6.65308198199,1027.62127814,114.383211517,0.439640659674,419.772,420.195,863.546094719,419.837244382,603,1026.05414417,603,61.5539559189,165.719864746,419.789865546,97.3006,216.934
0.190409,-430.196,681.102,8.99775561282,1027.58215653,6.61726381316,1028.61973725,117.486652903,0.637908601222,420.504,420.906,222.288028223,420.598848678,604,1026.75543606,604,40.4209506127,44.1574816408,420.518956738,97.3552,217.206
0.131459,-431.402,713.984,9.48568018666,1001.99803124,7.41042596509,1003.22782517,101.373225141,0.787051215129,421.925,422.295,531.907899368,421.992989237,605,1000.64384896,605,52.4525237383,97.7922010362,421.941313756,97.3987,217.413
0.122322,-431.195,698.883,8.97401108834,1014.46441646,6.96168894591,1015.86079641,107.343096663,0.743301894878,421.687,422.07,169.912946771,421.752529332,606,1012.95563346,606,39.6170898921,40.3171921265,421.714670365,97.4662,217.694
0.118317,-432.617,697.903,9.21743126119,1019.34377271,6.89023649055,1020.11245393,106.855152582,0.504766477198,422.999,423.378,552.059865869,423.04862945,607,1018.67698801,607,63.2157172367,106.764043159,423.005941706,97.5061,218.011
0.128603,-432.776,778.536,9.67621405123,1027.90935932,6.14515672329,1028.72808043,116.378275096,0.453918705887,423.061,423.388,200.171515089,423.128584614,608,1027.04920385,608,59.8075889615,54.7644932513,423.084840976,97.5883,218.245
0.13606,-434.072,719.313,9.16825213576,998.887178621,5.50868002583,999.647594986,105.989029568,0.800191050746,424.508,424.843,424.686137282,424.557804969,609,997.113581645,609,72.7956215777,91.7527542263,424.507071398,97.6574,218.566
0.120414,-434.461,723.284,9.19295923586,1027.32595838,9.15237220847,1028.9412046,119.179741508,0.903629394173,424.699,425.097,393.714874594,424.763845103,610,1025.52751364,610,40.6068991208,69.0572760077,424.703001603,97.7136,218.889
0.612503,-435.276,764.98,9.35588004513,414.879163856,7.99604623785,442.081759235,169.866794537,9.07859862485,425.614,425.959,303.571841937,425.681151014,611,398.290698363,611,67.0275831983,83.692949161,425.637240039,97.8252,219.215
0.128499,-435.897,751.08,9.30478724894,1027.8388135,6.79039181274,1029.20651902,117.683572987,1.31876349172,425.958,426.374,718.275870306,426.014060513,612,1024.47407913,612,61.7311228765,137.642019836,425.960924941,97.9353,219.502
0.337229,-436.321,736.416,9.59121337528,571.569276652,9.18814104236,1029.38308392,139.002581548,231.641616372,426.529,426.964,99.9209997867,426.611563138,613,287.978965242,613,38.5890468626,26.8062967624,426.568369611,98.0192,219.772
0.0807271,-437.436,765.248,9.49969761528,1024.63697985,6.53744238206,1028.73224891,117.052381551,2.96345263733,427.375,427.788,707.962139442,427.433995409,614,1021.20503248,614,65.4111149618,133.153391063,427.386690276,98.1024,220.062
0.158066,-437.892,756.28,9.50792281522,985.288979586,7.11421663553,988.041895925,101.931453222,1.28684235687,427.758,428.185,334.16780124,427.819914233,615,983.573161374,615,55.0239351633,66.4535739956,427.775611095,98.1836,220.394
0.0869548,-437.82,747.354,9.43889242332,1028.33225858,3.59439957395,1029.34821503,116.851066514,1.02853898878,427.805,428.191,175.163759356,427.877636441,616,1025.64922427,616,60.4042442831,46.5782280675,427.829396027,98.2643,220.698
0.0682499,-440.394,784.122,9.68166267058,1028.23694955,6.45595709069,1029.06442442,111.18087937,0.446903505444,430.216,430.589,479.482660947,430.25325497,617,1027.7388953,617,71.4129194602,106.490729809,430.22356356,98.3557,220.988
0.0809235,-441.067,741.758,9.41180903567,1027.37837237,7.60715274105,1028.30674416,116.306809023,0.573439658449,430.989,431.399,770.122452754,431.025546911,618,1026.28543082,618,81.5355974434,160.651279306,430.986919962,98.419,221.337
0.540876,-441.187,787.814,9.44653503177,477.270141315,9.93819615938,629.645705295,168.983653275,60.2388069845,431.471,431.851,277.348260173,431.541885019,619,406.638968658,619,48.2061918455,55.8016381986,431.480205917,98.4206,221.626
