AverageAction,AveragePolicySurr,AverageQLoss,AverageAbsQYDiff,AverageReturn,MinEsReturn,MaxReturn,AverageDiscountedReturn,StdReturn,AverageQ,AverageAbsQ,MaxEsReturn,AverageAbsY,Epoch,MinReturn,Iteration,AverageEsReturn,StdEsReturn,AverageY,PolicyRegParamNorm,QFunRegParamNorm
0.625266,-14.8086,1.26937,0.511380358972,167.870875214,38.9048077841,172.502202901,109.441199781,3.3066396441,13.6707,13.7112,216.369837185,13.7137348022,20,158.992496171,20,164.135013159,44.9258828391,13.6750957458,20.733,22.8594
0.562429,-16.6323,1.65527,0.575545234459,178.093627682,103.651647577,202.460763614,113.988112714,5.26702090193,15.4411,15.4757,193.097238913,15.4801146075,21,171.753347997,21,170.165724589,22.1232898355,15.4476398325,21.8086,24.0051
0.522204,-18.6001,2.14575,0.628820536878,250.222214246,17.8106261016,268.963418071,141.210079836,10.7109819893,17.2892,17.3201,231.863518107,17.3200773501,22,232.00575362,22,178.285253007,65.4835497311,17.2926015306,22.6448,25.2818
0.522236,-20.6237,2.72477,0.696475118333,215.139542311,6.16223772015,230.084882683,128.498595975,7.4596922748,19.2443,19.2732,298.390466577,19.2757686732,23,202.261832604,23,198.006193556,82.1498268938,19.2508799261,23.5079,26.5422
0.465591,-22.7213,3.39187,0.748731468917,156.383982242,41.8230180469,161.698813781,102.806570372,2.51800751769,21.2629,21.2913,329.049682926,21.292941873,24,149.286418184,24,183.718114954,75.045563214,21.269538869,24.309,27.7526
0.615539,-24.8775,3.9848,0.820608155424,290.255489573,83.777038861,328.762194412,158.467585432,16.0530669047,23.3612,23.3884,316.453016277,23.3892974001,25,225.349946332,25,210.817743782,60.1130228858,23.3670602955,25.1625,28.8193
0.608722,-27.1223,5.07284,0.903019876594,355.256540709,15.5415604991,365.273066243,175.871414559,5.49136847315,25.5445,25.5724,381.751515946,25.5725399896,26,343.265300685,26,215.156620538,100.382468978,25.5532544817,25.935,29.9934
0.666439,-29.4026,5.94179,0.974958503577,335.826888365,33.5075064314,381.886520477,169.383442184,15.4198916497,27.723,27.748,281.480011892,27.7483078547,27,303.837852053,27,188.468852863,68.2352345067,27.7308645196,26.6818,31.0767
0.628763,-31.7093,6.40549,1.00948776381,321.17956758,7.67980469846,348.600814178,163.746103485,7.20585185183,29.9577,29.9835,369.579917801,29.9811811958,28,308.529490974,28,227.051819149,106.165966327,29.9640073637,27.2936,32.1933
0.620015,-34.1548,7.2476,1.09341268527,323.971182365,150.90968234,342.818558598,165.276243596,5.59267849218,32.3337,32.3575,380.730531183,32.3584546836,29,313.205324961,29,288.25544896,77.620793216,32.3433064863,27.95,33.2424
0.670969,-36.5719,7.56626,1.14055265316,327.04518478,55.5744420408,337.896387459,166.004821227,5.11342514497,34.6798,34.7062,318.60269517,34.703442756,30,307.552033519,30,219.613040673,91.1883771195,34.6876502843,28.5962,34.3513
0.599223,-39.0209,7.86848,1.19948332456,343.176965142,80.7911588996,353.708485482,171.70767952,4.12920213324,37.0103,37.0393,357.160586563,37.0345689513,31,333.610732631,31,226.597357494,98.7542302562,37.0192631665,29.2732,35.3571
0.58345,-41.5544,8.97223,1.25509970139,349.96977646,23.2790577755,394.896948065,173.234685285,23.7016782702,39.5097,39.5389,353.21954147,39.5325030536,32,322.328431568,32,247.284717084,110.317876809,39.5175324836,29.8208,36.3268
0.595822,-43.9824,10.2867,1.33176684825,339.812610525,11.7454141027,358.541853277,171.758169462,8.15796985148,41.8645,41.897,366.773563016,41.8885142017,33,324.218231919,33,234.784098184,124.078013799,41.8732767125,30.2724,37.2875
0.542354,-46.5528,11.3201,1.39799501072,333.711263196,84.4702535771,344.813498041,169.057557026,7.60748880274,44.3634,44.4011,338.761488775,44.3890953243,34,309.465594875,34,248.112716703,89.3933296697,44.3743311367,30.6706,38.1747
0.534713,-49.1572,11.4133,1.44428970637,325.69093526,72.0189626087,338.981297311,167.981772991,4.20240453638,46.9161,46.9504,335.912397935,46.9372725865,35,315.272866662,35,255.249652298,79.984835918,46.9246482222,31.0607,39.1192
0.551172,-51.6329,12.437,1.51809502761,329.732928469,12.9304490507,338.067862954,169.21174977,3.15925731669,49.3239,49.3671,383.587307088,49.3485708307,36,324.196170261,36,215.825285529,118.29741705,49.3344036708,31.4596,40.0763
0.5262,-54.237,13.9306,1.58615012613,352.097461171,101.425239377,370.705340564,175.148656043,8.07385096731,51.86,51.9002,370.244863221,51.8831522803,37,341.253317162,37,254.874976045,78.374724577,51.8694577846,31.895,41.0367
0.508548,-56.6515,14.4177,1.61536794223,351.365119243,135.112971415,364.16969554,173.965293476,5.88042822285,54.2456,54.2933,332.836731299,54.2683959231,38,339.866336236,38,234.804137794,71.4988049949,54.2533279208,32.2901,41.9255
0.537566,-59.1781,16.0696,1.68103165823,344.336538936,134.398363565,373.784408122,171.557889182,10.6079593677,56.7454,56.8033,371.860738905,56.7812847559,39,326.236544681,39,285.494487814,76.9473758791,56.7552060304,32.7334,42.8826
0.55639,-61.7602,15.3336,1.66644617127,351.190739311,51.7448469056,358.64525678,172.918946669,3.85376490574,59.3413,59.3934,345.35354944,59.3735882695,40,343.639709689,40,238.489095649,103.461596524,59.3548990008,33.0698,43.6517
0.497639,-64.1047,17.3951,1.79006186783,358.097443196,38.3264999195,363.677079463,177.387908647,2.1090719221,61.6831,61.7423,367.354985442,61.7122609904,41,353.465285783,41,248.364130419,101.155621591,61.689145636,33.3449,44.386
0.481369,-66.5389,19.2918,1.84900684147,361.429306053,22.8151445729,367.757725459,176.031633693,3.84968279838,64.0119,64.0729,379.936457502,64.0435228666,42,352.382554058,42,282.863035403,97.518631975,64.0246190231,33.6031,45.1851
0.532474,-69.2357,19.9769,1.91517774221,371.155501456,15.8154653171,398.593899556,180.321392659,26.4497736334,66.7341,66.7931,456.785270372,66.7651937655,43,259.151444093,43,224.011786671,154.328557245,66.746510495,33.8647,45.9616
0.488818,-71.6277,21.1194,1.97598321036,365.187027152,72.1857362293,374.561090823,176.780664211,5.21325484369,69.0757,69.1396,383.952068218,69.1057142651,44,357.443705424,44,229.932842035,117.118928157,69.0837051239,34.1978,46.7542
0.591585,-74.1307,22.1238,2.0308386731,374.51136539,60.0162681699,392.069704372,180.917132327,13.5047271937,71.5188,71.5777,358.531980503,71.5478438968,45,309.549156863,45,209.96882205,116.679088917,71.5284245606,34.5089,47.6412
0.590111,-76.5058,22.9758,2.07695270694,364.300438386,23.0431846701,399.274138978,177.303118707,26.6598754413,73.8579,73.9204,406.219507346,73.8928550767,46,312.028505423,46,243.49879681,115.228087485,73.8717974495,34.8304,48.4291
0.555291,-79.0406,22.4619,2.11819907731,270.0669731,74.5526755043,332.741385998,148.693205456,24.5176993171,76.3512,76.4156,390.809378487,76.3795955782,47,244.194482822,47,278.254275248,110.341272633,76.3610213231,35.0839,49.2504
0.570584,-81.4075,26.1918,2.22287188153,308.834475942,12.7369302303,370.885763081,161.271342804,41.7787358282,78.6436,78.7042,310.442914182,78.6754047179,48,239.067292772,48,193.91552811,108.841164301,78.657050116,35.3585,50.0408
0.54986,-83.7234,25.5129,2.24690354854,311.239901347,4.33103552897,333.091246574,165.305676327,7.42074375578,80.9313,80.9947,320.087713882,80.9604216048,49,300.929371155,49,189.319224076,114.560617642,80.9419479026,35.6133,50.8263
0.60894,-86.3101,22.6909,2.16347424705,272.325679668,31.9353446345,348.227010437,149.312830552,17.0417556817,83.5488,83.6172,341.014513836,83.5731948106,50,249.267684229,50,203.931147816,88.384344487,83.5573402699,35.9215,51.4493
0.610574,-88.9088,26.2763,2.30108557386,329.314986094,59.0673234339,352.594521389,168.560730574,19.3039093596,86.0637,86.1325,400.077584047,86.0913995745,51,258.852659981,51,218.681604396,98.9286151595,86.0737962719,36.2487,52.1504
0.63701,-91.4099,29.2659,2.39709569555,284.269364134,49.2012609818,326.392521866,153.517347571,22.6087731047,88.5094,88.578,373.772606968,88.5363510472,52,251.764840322,52,219.312669977,123.984721853,88.5212182734,36.5717,52.9384
0.618044,-93.7571,27.8307,2.39028721299,346.981118913,37.1280149799,372.44449056,172.151805028,21.817421922,90.7897,90.8552,370.797157709,90.8166758844,53,305.356756835,53,209.023934955,94.0901544327,90.8037578954,36.8823,53.5672
0.634906,-96.2096,30.0436,2.47537073572,307.091480902,46.2729791437,376.095836391,160.40744806,29.2780056357,93.2108,93.2792,363.138547118,93.2364429183,54,262.055063426,54,231.922826844,100.204024552,93.221572071,37.2131,54.2315
0.641157,-98.6338,32.926,2.53418859668,262.72249963,17.7635875574,355.677751254,146.76312659,16.1895999181,95.6109,95.6856,384.831797407,95.6393978664,55,243.973505239,55,238.637078683,117.244147932,95.6242128284,37.5426,55.0213
0.675528,-101.107,32.1287,2.57704919457,283.175334983,38.0130703297,340.774727956,153.336822879,24.0413326256,97.969,98.0487,376.074746901,97.994798304,56,256.040029519,56,190.397693636,108.229644446,97.9798592715,37.8362,55.6912
0.680838,-103.107,36.8955,2.66916925385,294.668786777,39.5696611065,367.582939302,157.607520054,15.9929491941,99.9023,99.9876,372.408739004,99.9275796636,57,275.299265432,57,212.883315382,113.781878763,99.9140365747,38.2088,56.2885
0.681321,-105.858,34.4352,2.62816222039,271.636184232,36.6827044553,370.975141532,148.919527444,31.7742938928,102.659,102.731,378.147977206,102.68317748,58,232.465090488,58,206.265319259,108.917893624,102.669879089,38.4888,57.0183
0.67697,-108.03,41.4275,2.83316612599,310.766078962,97.9977619029,390.137599629,160.412537311,45.6771131642,104.816,104.904,390.549582886,104.850004891,59,192.5142872,59,246.569668194,95.3270075566,104.835366275,38.7822,57.7424
0.688569,-110.448,36.3942,2.74791246195,313.361340668,132.997681265,376.749755666,161.96361896,34.4413800397,107.138,107.215,354.208633036,107.170158256,60,246.570106709,60,245.537193172,79.1912111186,107.153813332,39.1105,58.3259
0.664779,-112.707,42.2121,2.91862181231,349.839303982,16.3952117109,404.720224792,171.410896144,50.6281499621,109.322,109.406,457.15258959,109.348585535,61,149.259670921,61,189.957166789,133.438738406,109.334352721,39.3982,58.9373
0.691724,-115.288,37.7979,2.83634073001,339.24917826,27.8527074182,373.154076089,169.1516926,38.7326127217,111.901,111.969,409.980985071,111.927396723,62,146.181306894,62,229.856411689,131.93557409,111.916278569,39.6753,59.5074
0.637695,-117.482,43.689,2.92457212867,323.896523517,15.8120996279,400.674238932,163.374407397,66.7461296783,114.119,114.198,350.833824008,114.150137504,63,147.809731968,63,176.495451588,107.760289634,114.138814077,39.9256,60.1031
0.647563,-119.71,39.6432,2.88865082789,352.801443835,17.995707189,401.536099692,171.864440448,49.9987088076,116.375,116.448,370.501844719,116.400693586,64,144.21975599,64,207.105725025,124.592842175,116.387214259,40.1376,60.6564
0.68624,-122.114,42.1854,2.97517359976,341.318568252,136.383162524,445.358264219,169.794335849,43.707225828,118.659,118.733,303.139401813,118.687156153,65,279.294567032,65,236.262081645,56.9923504843,118.675122168,40.3898,61.245
0.675962,-124.426,49.7705,3.14252661762,371.872354848,129.861479789,431.943037096,178.652237987,27.4377393224,120.986,121.056,337.015810346,121.018477934,66,323.629710495,66,224.639096133,62.2319435757,121.007456885,40.5892,61.886
0.642848,-126.301,50.1238,3.12092035121,354.528883631,4.22611892074,441.483611678,174.277115131,41.8452099096,122.746,122.821,340.253124327,122.773135177,67,264.367264483,67,211.04198057,107.042977838,122.759551399,40.7444,62.498
0.634903,-128.813,47.4131,3.13091820731,392.372367908,50.3583115384,442.829939251,186.527734995,16.2744585963,125.234,125.305,399.421366165,125.262659488,68,360.284764371,68,237.861996131,105.517777963,125.25048766,40.8908,63.1929
0.648205,-131.034,46.8624,3.17337339619,412.058831945,24.9459171759,463.530450873,191.524046374,20.5216462277,127.478,127.554,381.597246615,127.510724084,69,333.49205846,69,286.097052056,97.067493571,127.497190152,41.0109,63.7498
0.626438,-133.29,49.2894,3.18756965107,447.068709774,44.8267182227,498.10012101,197.757038389,24.6961794403,129.671,129.745,426.167250936,129.701012413,70,410.059816341,70,244.247932437,120.091141851,129.687370759,41.1904,64.2562
0.618019,-135.366,50.8158,3.23177512249,440.807839974,122.404325817,473.426636001,192.472687186,18.1176390752,131.713,131.796,327.127830604,131.740244962,71,390.773824126,71,267.058596484,66.7725540601,131.729099418,41.3587,64.7776
0.621127,-137.672,57.7212,3.3290855922,419.396386145,141.033006202,457.894919754,187.159044666,35.5284847384,133.948,134.044,370.716392917,133.980038939,72,320.035741156,72,285.435589056,77.5457080974,133.967432733,41.536,65.3484
0.61435,-140.166,51.5298,3.32386037753,445.60602394,92.9801807975,481.242403686,199.752605343,20.9181269928,136.472,136.551,374.227876497,136.499848175,73,403.566147915,73,234.371345708,86.9521026534,136.488468581,41.6699,65.941
0.627112,-141.928,55.8514,3.41367590339,229.998130769,113.115248636,338.028805214,131.931996964,72.4488940161,138.304,138.394,451.623256589,138.326638357,74,139.122780778,74,265.174200354,93.060903001,138.313672339,41.8421,66.4694
0.644574,-144.049,55.0402,3.37957740743,416.651020712,27.3529485019,473.082069596,194.335794459,25.0228690589,140.378,140.477,391.834276595,140.413021467,75,370.807209185,75,212.230530738,112.711984952,140.399567363,42.0156,67.05
0.601531,-146.069,60.3055,3.48577854013,246.101119873,225.159356531,301.693897445,140.254244146,23.2448431763,142.368,142.466,465.739959508,142.406676153,76,169.411835615,76,344.955290155,72.506772747,142.38497789,42.2204,67.6082
0.609821,-148.149,63.7739,3.54044431388,379.256330444,50.1526134038,492.643711735,181.345723926,37.2803531013,144.413,144.503,373.36491834,144.444634281,77,320.2845221,77,202.175908093,108.890256339,144.432447993,42.4288,68.1546
0.636749,-150.263,62.0023,3.55076303394,287.103062849,84.7583294072,425.652307845,152.236997611,71.4833798103,146.471,146.566,423.773099369,146.504030368,78,144.3154689,78,283.962643447,107.623098304,146.487458274,42.5881,68.7093
0.655776,-152.226,58.5382,3.52002988413,378.225864156,121.145272227,496.901892304,182.924861315,35.1415872653,148.489,148.587,368.90705559,148.522183162,79,332.969114833,79,225.472911804,87.5761438879,148.503470502,42.7989,69.1922
0.65333,-154.099,68.6203,3.70212604296,279.46043815,5.74739646085,332.619482263,151.40206009,29.1456997153,150.228,150.333,445.394815969,150.267099601,80,225.921111387,80,281.283481033,120.274553959,150.250164954,43.0467,69.8756
0.625774,-156.564,66.5496,3.67328156023,400.080594754,14.3358463709,463.45435457,185.551997152,36.1372614721,152.647,152.742,398.534223351,152.671963159,81,312.137420761,81,176.70799252,121.59372763,152.656993058,43.2558,70.4441
0.6631,-157.677,73.0378,3.75133335264,276.13916844,34.6257232201,381.441049913,150.322930831,27.715061347,153.883,153.998,380.563286027,153.92766698,82,229.691918028,82,224.970513395,115.192964633,153.906360091,43.4588,70.9959
0.645566,-160.246,68.2304,3.73375232821,301.710718652,150.820148556,334.190268366,158.01344361,19.4088395441,156.381,156.488,355.464600435,156.419930208,83,268.96256057,83,254.876150998,69.1429770187,156.399893329,43.7001,71.5544
0.620177,-162.126,73.6279,3.85951085284,285.165269134,118.6250118,334.1837821,153.253061261,16.1803799121,158.22,158.339,444.947791029,158.263878072,84,258.786869738,84,280.327666308,102.971024766,158.242615118,43.9325,72.1519
0.667888,-164.002,69.187,3.79255586517,304.214349471,28.6305717824,332.017170559,159.804960273,17.9804851416,160.034,160.153,393.713676494,160.071951751,85,265.816129488,85,196.775320185,120.875816569,160.053070119,44.1657,72.6264
0.667825,-165.773,73.9173,3.84147401077,331.123509302,47.4530319263,359.230904092,167.520190415,16.8739107542,161.897,162.01,392.823266339,161.935021039,86,276.441916253,86,265.958617985,114.728141347,161.91479014,44.3514,73.1082
0.656699,-167.365,70.8738,3.84364274665,302.13692145,15.9764717362,338.241389118,159.165241097,14.9630257295,163.449,163.584,355.241497708,163.488201774,87,267.936269172,87,225.888931981,98.5707073027,163.469796478,44.5347,73.5334
0.622659,-169.502,80.2643,3.96551263934,248.440259695,5.07576543494,316.145136039,141.028476261,19.6668674604,165.561,165.689,355.621738916,165.61307671,88,223.068990339,88,209.694905041,111.976845219,165.586574914,44.7409,74.0759
0.641781,-170.998,65.3065,3.79921312145,305.790624396,75.6968052686,331.69981131,160.384099622,11.562817665,167.089,167.221,365.996216184,167.128808886,89,260.702857737,89,244.68843401,94.3895811374,167.10181736,44.9391,74.4837
0.669949,-173.166,73.2317,3.86163267858,314.596860598,17.8925883997,381.190336218,162.28732311,22.7940847057,169.348,169.483,445.881359005,169.393214793,90,276.509564257,90,191.888387099,132.808246732,169.364899765,45.1411,74.9846
0.64285,-174.87,72.8075,3.95349736312,315.86851731,49.3557019294,389.593136157,162.396943118,23.1978740795,170.899,171.028,520.262956033,170.945478889,91,271.559503902,91,244.15162026,143.850469877,170.91761976,45.3268,75.4894
0.679951,-176.475,85.9495,4.07975206901,308.122820683,26.3150841775,369.867864537,160.816624775,18.861041063,172.474,172.611,374.642572426,172.523817951,92,272.569774237,92,200.527081064,115.354562228,172.495534512,45.4764,76.0165
0.699629,-178.111,78.069,4.01147731842,308.015060637,20.4729903804,348.756006303,160.978723549,20.6935131453,174.04,174.172,355.943878451,174.080383235,93,260.534317015,93,186.24845137,120.02123718,174.054460979,45.6808,76.4723
0.663502,-180.125,77.8709,4.09568015816,321.169905703,21.4059352909,428.525813984,163.783516745,41.2700892613,176.007,176.147,340.794698603,176.061201289,94,260.51847026,94,159.970601337,109.841969913,176.028279331,45.8714,76.9456
0.687119,-181.116,88.3368,4.16078973467,298.979481473,55.857839063,342.986422033,158.586187367,28.6616932097,177.033,177.195,302.450221768,177.08682309,95,251.711709913,95,185.596148249,89.4118027547,177.049545869,46.0429,77.3861
0.675874,-183.256,81.0231,4.110152782,302.309546428,33.3902025185,356.588749298,159.273892248,22.9770680228,179.188,179.334,393.912770373,179.23883865,96,260.136578509,96,203.71699899,119.700500747,179.203384163,46.2208,77.8661
0.683773,-184.503,83.2085,4.16765667825,303.019240396,9.70606564508,447.800511033,159.896508394,24.8154521699,180.382,180.553,425.470386121,180.441329636,97,266.006490944,97,228.59263891,125.714082819,180.405793013,46.4297,78.2911
0.715709,-186.079,89.8483,4.28045214873,317.951119859,11.3585295725,440.158629209,164.636725511,29.3404935292,181.843,181.981,315.463091935,181.886724936,98,277.241407852,98,172.908823969,99.3205994236,181.857809699,46.657,78.824
0.719868,-187.351,79.6626,4.12397357799,333.190433908,51.9772301748,419.621046664,168.734920806,38.618726551,183.19,183.344,393.613288221,183.240677666,99,287.952911132,99,215.506359535,111.364515579,183.206451984,46.8307,79.1978
0.737069,-188.444,86.1778,4.22448639631,441.036667965,8.99284695619,568.922685142,195.51451891,79.6017999461,184.242,184.389,336.985831928,184.298592611,100,243.200170497,100,231.901523441,91.5330955757,184.263005197,47.01,79.6379
0.699979,-190.517,85.7293,4.29269094918,322.151028215,93.7142335217,521.776596752,163.578120308,86.0375017486,186.251,186.4,501.337130966,186.296384758,101,162.848479786,101,269.009362085,128.118951308,186.266637469,47.1957,80.0472
0.697622,-192.712,92.535,4.35697280886,313.139885541,14.3068976161,494.626747877,160.476373831,77.0360954643,188.51,188.664,566.331868269,188.555585877,102,164.552862976,102,224.624809579,141.629738574,188.53085621,47.3694,80.5769
0.730408,-193.554,92.7075,4.37439649456,366.218825702,97.1050799857,509.879724917,176.175969678,67.7803737939,189.267,189.419,321.641727361,189.316114258,103,288.046006166,103,193.887012192,73.665678075,189.277380189,47.534,81.0385
0.721886,-195.348,95.9637,4.38938306364,332.392981979,23.2925022406,505.003780548,165.546020122,94.2352093747,191.022,191.179,572.348123901,191.094389577,104,259.075202371,104,220.574460608,178.214647688,191.049415312,47.7075,81.5408
0.733574,-196.127,106.315,4.57378786676,281.530675128,18.1817907913,336.588334373,152.176732215,42.2789426004,191.697,191.873,298.960188273,191.781631629,105,168.434429341,105,191.681255856,85.144299752,191.721238996,47.8897,81.9602
0.743258,-197.814,95.143,4.40568932556,338.634704649,23.067574059,503.050798161,169.794284945,65.674068144,193.353,193.531,515.234476222,193.430519537,106,257.308669369,106,185.412410643,130.793708126,193.368312237,48.1269,82.333
0.738035,-199.722,103.591,4.52013715263,274.157661828,9.50449125223,491.293799322,149.403461196,53.6782716954,195.293,195.481,560.602172762,195.379003543,107,146.768437129,107,250.449932322,177.28816619,195.308194213,48.2874,82.7545
0.74927,-200.814,108.489,4.585595611,354.974990155,46.2639519188,504.137352287,174.277338027,86.784199262,196.271,196.455,463.874831002,196.351511058,108,259.028825225,108,200.164212744,119.352833878,196.286940355,48.4746,83.2394
0.766703,-202.504,96.5234,4.47561740069,366.710219419,67.2250777833,533.152200493,171.917882662,90.692244246,198.15,198.378,558.487796353,198.267375242,109,148.331069583,109,257.645281242,145.598735144,198.168397917,48.6829,83.6148
0.75477,-203.716,111.755,4.72269002178,315.019294689,17.6940284494,519.228236717,161.845146563,77.1887194789,199.127,199.349,539.987905393,199.23948249,110,170.75684964,110,191.845459295,153.003227285,199.15105672,48.8823,84.0133
0.755578,-205.212,105.477,4.6379182077,414.669128685,76.5483690832,558.404228321,186.365678422,103.820671674,200.669,200.902,506.015044917,200.784362517,111,185.284257668,111,266.47245788,140.712253818,200.684772641,49.0633,84.3544
0.772549,-206.344,108.559,4.67057898617,294.467971923,8.907234963,479.703330997,154.935090618,86.0688167497,201.772,201.975,450.810776854,201.868906827,112,157.939283719,112,228.385276143,133.015915829,201.789336713,49.2434,84.7276
0.768147,-207.698,103.484,4.57410583375,337.81911022,39.3490301312,522.851697367,167.570673131,83.0826419405,203.155,203.377,507.596136215,203.268879433,113,214.407802898,113,260.803271433,147.165890685,203.175521722,49.4047,85.0799
0.759133,-209.224,104.004,4.68792889663,332.615028455,12.5729570646,516.735347395,164.532519879,110.872759923,204.668,204.883,540.355172135,204.775197306,114,148.166133794,114,129.852450696,148.096937514,204.689316036,49.5642,85.5294
0.799014,-210.314,114.682,4.72873366951,190.89563151,32.4997323097,219.23934563,120.847900712,8.73402031452,205.75,205.957,333.501939893,205.833320236,115,163.441438257,115,207.708290418,101.096662351,205.765325512,49.7289,85.9362
0.69878,-211.986,108.003,4.71207306,263.086270216,158.375257792,406.538891646,147.168488596,51.9246778189,207.332,207.52,434.170627918,207.424076499,116,148.928788664,116,258.285791938,97.9948766153,207.355139513,49.8717,86.3367
0.767469,-213.301,123.478,4.80983972668,191.118178522,21.7880455895,349.308079976,119.689860822,45.6973050982,208.745,208.959,336.494723925,208.828322727,117,156.473017121,117,225.330594968,88.916999297,208.758435166,50.0737,86.6495
0.730164,-213.573,118.876,4.78266206491,203.357889555,15.24130527,323.753540614,124.115332072,50.8102822036,209.025,209.236,469.044105434,209.122440749,118,132.685960945,118,179.488999994,167.399847305,209.043278664,50.2383,86.9944
0.67629,-214.573,109.009,4.76421416092,357.874808569,8.28565324273,486.952387266,175.450176826,82.1149911702,210.145,210.343,309.998922263,210.233675613,119,181.147520147,119,172.308653098,85.8402811087,210.163452858,50.4673,87.3018
0.69799,-215.833,117.672,4.84210353076,424.721489257,19.1783198837,461.550592687,194.642315042,36.6050464814,211.28,211.471,338.344364976,211.339834905,120,298.970433365,120,206.526952698,89.410089862,211.29287297,50.6063,87.7017
0.769812,-216.516,112.913,4.73240517135,253.7892087,41.6918654204,412.421904468,142.291500218,66.9875378503,212.085,212.273,344.622905383,212.170965261,121,143.567518025,121,182.472160932,99.3531752633,212.106074587,50.7813,88.0493
0.710524,-217.545,124.412,4.94791509343,372.125617891,18.6988744101,511.143284323,179.037541994,55.2052687979,212.962,213.164,603.534310836,213.05090244,122,313.108074645,122,254.8026122,195.986990218,212.97695008,50.9311,88.3807
0.713748,-218.817,133.245,4.98383220428,338.953067518,14.1588989973,510.910618451,169.724073174,41.0702463504,214.369,214.561,650.10228965,214.447919389,123,168.861064665,123,209.706643302,178.973797445,214.390620499,51.116,88.7115
0.6728,-219.746,132.78,4.98296978036,406.798216409,128.192370856,539.936267383,185.951277419,44.6100309981,215.255,215.441,541.13255475,215.331314474,124,345.93909312,124,295.609210299,129.831037011,215.274601588,51.2669,88.9909
0.702608,-220.617,115.206,4.75310227009,414.744894345,11.1809723878,561.527428106,183.206592341,64.1156660702,216.201,216.385,482.441815176,216.26239092,125,312.968555,125,238.057785115,149.012327043,216.220504539,51.4021,89.3611
0.684317,-222.103,120.717,4.93076493299,419.854661354,20.2482410434,509.806484834,190.888155705,62.9053321201,217.498,217.646,679.421985352,217.548507071,126,324.673105854,126,283.187006922,194.853162453,217.514052445,51.5669,89.7461
0.670012,-222.524,128.337,4.94024274929,397.046694298,5.13377632719,579.717248646,182.187675566,56.3954640076,217.949,218.125,463.214118756,218.00962882,127,333.286880974,127,196.704389791,159.987543346,217.964785266,51.7008,90.1194
