AverageDiscountedReturn,MaxReturn,PolicyRegParamNorm,Iteration,AverageY,AverageReturn,StdReturn,QFunRegParamNorm,AverageQLoss,Epoch,StdEsReturn,AverageAbsQ,AveragePolicySurr,AverageAbsY,AverageEsReturn,MaxEsReturn,AverageAction,AverageAbsQYDiff,MinReturn,AverageQ,MinEsReturn
113.524418893,1914.59809505,68.8797,313,254.710065934,697.88185148,495.253413412,99.6084,212.177,313,139.360091369,254.929,-259.26,254.808433286,116.477646313,453.079837398,0.915743,7.06539504947,172.028988254,254.702,4.04261414105
139.357779616,2058.45839633,68.9598,314,254.687587021,604.128803171,454.392031693,99.7475,212.801,314,224.312261689,254.925,-259.238,254.796944871,202.069121534,666.296588233,0.90585,7.06294873421,153.549176012,254.683,3.82920577349
117.788550036,1800.50761323,69.012,315,254.676027543,570.181819169,368.750567245,99.9164,214.41,315,152.112862563,254.876,-259.206,254.769944676,247.354225495,451.973207058,0.898277,7.08092037029,175.676495336,254.659,-0.346380002534
117.88451408,1853.90585673,69.1077,316,255.687721884,963.812049902,529.499719433,100.05,208.234,316,221.182508345,255.878,-260.081,255.791545477,269.967096022,695.333504182,0.912359,6.9762264047,130.797304876,255.675,4.5783388144
137.836798489,2086.00478376,69.1653,317,255.283909339,957.577608705,497.323648124,100.17,204.591,317,227.922244245,255.47,-259.707,255.363197165,119.558926652,722.102198022,0.911905,6.99100561654,179.538713342,255.267,-24.137638111
62.7959789858,757.063600887,69.2542,318,255.56690656,220.139376245,208.721348189,100.308,213.963,318,124.946961465,255.764,-260.076,255.655464641,165.792284852,389.991296464,0.903266,7.01390570054,-12.5342257879,255.558,25.1415953036
127.777019344,2297.24691392,69.3516,319,255.579702637,638.172841341,502.788009049,100.425,207.228,319,220.688887284,255.774,-260.06,255.676282764,193.872118502,584.826320731,0.908957,7.00151175086,135.784565729,255.567,4.41404324504
128.889953279,1336.48143015,69.4357,320,255.522467595,549.374900545,245.550811167,100.541,211.908,320,281.31106187,255.721,-260.024,255.605890343,231.388765822,902.287075049,0.907275,6.95494802524,192.803540902,255.513,1.26989039527
113.348624347,1960.43396442,69.5182,321,255.935587509,614.490424661,489.337692823,100.664,208.069,321,183.198140929,256.134,-260.367,256.025135052,193.367616257,582.667829273,0.90601,6.97134707245,91.2249245039,255.921,9.59800448118
137.315816359,2432.34302862,69.5921,322,255.639418,726.749346623,504.055783864,100.754,217.01,322,160.330721263,255.818,-260.039,255.722119058,96.9688323128,513.697804582,0.905614,7.0230138659,174.977821458,255.628,-4.80151764002
104.889055753,2728.57311307,69.6406,323,256.140103248,467.099868627,493.955534512,100.867,199.998,323,276.122702194,256.321,-260.538,256.218584254,162.6847318,926.346939989,0.915868,6.86612939153,84.4294977691,256.127,-1.74681840894
113.97890599,909.164776942,69.7126,324,256.200615962,359.741735437,167.836304809,101.035,220.226,324,264.667338018,256.403,-260.579,256.298649624,212.769513441,782.782399745,0.911756,6.99215265631,-41.2108247514,256.187,3.11422752849
126.845342312,1847.67563825,69.7929,325,256.239152439,568.109405212,429.218332936,101.146,209.69,325,135.134158872,256.435,-260.528,256.322923318,185.252468935,427.022406783,0.913891,6.95444735265,-11.6539999889,256.229,1.35456217762
134.064976537,1237.47612788,69.8829,326,256.30083248,451.076548233,197.730662024,101.287,206.218,326,168.309157587,256.501,-260.621,256.379964848,205.685249915,461.029946192,0.929243,6.89978968345,97.7092551663,256.291,43.2694996146
94.430179711,1858.09197839,69.909,327,256.667414081,515.714692034,400.506320055,101.405,198.573,327,175.017965186,256.881,-261.092,256.757451726,174.733173774,596.516054622,0.907475,6.93491080081,-52.13976262,256.665,4.41226052658
60.0619465963,1258.51830473,69.9906,328,256.451812644,249.468522078,303.766673427,101.558,199.543,328,184.730039534,256.638,-260.829,256.527857046,125.765555728,651.242820324,0.900484,6.9189758412,-18.0022605338,256.433,4.09765468992
126.367026692,1053.97002407,70.0803,329,256.748362999,529.874188147,242.073072553,101.669,207.272,329,191.455432138,256.929,-261.174,256.821216574,106.640857168,698.619568163,0.905146,6.94592826777,153.136080742,256.74,-0.10624302162
105.215013271,3284.63057999,70.1637,330,256.729681376,418.826936443,618.004561849,101.775,216.888,330,132.483434927,256.93,-261.082,256.818414615,123.989087226,464.614678891,0.899132,7.10738423205,86.8572892293,256.72,-0.327206305828
131.860171601,1160.61734001,70.2147,331,256.48777808,445.070521893,262.811064432,101.888,202.572,331,588.665363016,256.661,-260.829,256.565397204,559.537434348,1540.69873917,0.912259,6.89004386956,97.9665141433,256.478,26.3257380349
151.85402354,2882.66713809,70.2473,332,256.961937835,814.092984783,609.660582556,102.035,219.611,332,111.104683051,257.142,-261.332,257.031738122,98.4499237697,383.318222368,0.914059,7.06638869082,86.4775955378,256.945,-0.04281142686
110.742853472,2162.37501923,70.3258,333,256.831585966,600.879127456,522.978768744,102.163,225.852,333,195.116503412,257.018,-261.235,256.901797754,194.113824986,539.580855965,0.919313,7.10958025706,109.229137238,256.826,-0.532027645321
133.517962266,2334.39742834,70.419,334,257.143069527,941.361674508,623.555836564,102.268,210.459,334,386.767498672,257.34,-261.449,257.223064815,388.43426836,1104.90125149,0.90216,7.05259218387,185.12252591,257.123,3.3378748436
116.396177923,1262.07582923,70.483,335,257.195257278,424.103055435,305.052555527,102.4,218.001,335,174.861676614,257.388,-261.508,257.275757547,225.34979737,534.607152108,0.919664,6.97840573607,69.528232593,257.183,46.0799286066
118.020422919,1147.47431169,70.5764,336,257.311949402,357.888179822,222.215040774,102.509,204.505,336,151.159477473,257.494,-261.619,257.379975856,171.178520187,460.768017443,0.911689,6.88792780699,81.9489320189,257.304,0.459493708168
116.267598883,1744.2707491,70.6242,337,257.002066413,410.643107716,329.000052921,102.674,205.102,337,171.208020053,257.187,-261.297,257.079599753,208.779015008,464.913350367,0.901965,6.93058593244,123.182537747,256.993,29.074438262
135.056018687,2701.642757,70.7116,338,257.030125894,548.908840325,438.184249951,102.802,207.222,338,135.469395864,257.226,-261.43,257.113550091,165.148095675,408.685002714,0.918588,6.96438871885,111.197382305,257.02,0.0298606184322
106.161325085,1054.79717096,70.7884,339,257.169289122,421.537202929,248.082373598,102.899,212.402,339,154.813746035,257.372,-261.535,257.252629376,111.477228894,502.003950204,0.916342,6.98860764964,59.6646554278,257.158,-1.77603938708
118.278151963,1335.40504536,70.8571,340,257.539874885,545.406805188,319.116596388,103.02,205.759,340,125.27263068,257.707,-261.908,257.603267403,172.521643631,364.166661616,0.916025,6.95835895882,96.3533049121,257.535,47.0239847543
125.565554267,1366.22628145,70.9435,341,257.641058715,508.476569923,311.859691309,103.124,204.801,341,198.337002616,257.823,-261.878,257.722358448,246.854052806,622.766861574,0.905708,6.9024661458,96.3827440853,257.629,34.4020176636
130.068198489,1654.50268055,71.0024,342,257.742166053,446.052528474,311.846645129,103.235,214.648,342,232.299505957,257.93,-262.038,257.817446628,245.828504618,669.305705247,0.905504,6.95442753637,85.0745817072,257.732,1.65151490517
123.51924104,1216.8954439,71.0643,343,257.486773849,592.545475873,291.25542577,103.344,220.944,343,172.069977541,257.675,-261.808,257.568957028,135.57314032,595.199146653,0.907089,7.06137949449,123.446301799,257.481,-0.810850400464
124.873805527,1320.27289673,71.1684,344,257.633319454,479.579817134,293.588097787,103.504,224.305,344,283.016586995,257.839,-261.99,257.719067155,618.388140902,937.128309791,0.911605,7.08358545475,136.630849932,257.624,225.791350594
129.725494565,737.365845708,71.2452,345,257.752490158,355.558789823,132.088772789,103.59,205.744,345,104.290233034,257.949,-262.176,257.839425814,73.1858923951,329.336427752,0.903562,6.94643870411,108.532189302,257.74,0.531752293422
116.339216487,913.917934315,71.3089,346,257.867395806,452.333801272,177.826681105,103.728,218.857,346,121.292984487,258.062,-262.334,257.943306083,141.957359234,388.800760865,0.911085,7.11950948081,148.706538206,257.862,19.7405619467
110.709912439,915.136235377,71.3947,347,257.95730749,378.459160173,224.356261408,103.858,211.594,347,287.73131174,258.151,-262.305,258.042123486,413.382145069,904.658586951,0.922128,6.91920182444,106.150128107,257.949,2.97817524877
103.175767683,1005.82090303,71.498,348,258.237010358,423.402243697,236.948636326,104.014,217.448,348,194.874992533,258.424,-262.664,258.315317163,239.504261635,490.878208365,0.91504,7.02693241948,114.532493283,258.226,3.41265836049
78.1310238319,1482.78261818,71.5868,349,258.113712407,366.56743218,333.902598922,104.14,227.654,349,112.485364386,258.312,-262.593,258.19870429,277.014579165,434.750095247,0.89753,7.11728422145,-29.3433587624,258.105,107.729613202
101.055436841,1051.60847349,71.6479,350,258.319579016,241.030128903,161.313673434,104.261,215.821,350,123.873335824,258.514,-262.752,258.409998042,122.942186693,404.751166959,0.909523,7.12523415986,90.7469760994,258.3,-0.339199017514
124.946323468,1329.36020584,71.7199,351,258.293136212,444.721006757,247.140939343,104.385,219.638,351,334.332588048,258.486,-262.672,258.372986478,270.134904683,1065.19212244,0.914342,7.14973105751,107.968541678,258.286,8.271681681
82.8164686158,1046.95398563,71.7663,352,258.641145441,344.392688684,277.048508931,104.527,213.955,352,274.987876056,258.823,-263.037,258.734350066,159.541640866,782.346071041,0.913193,7.06197421473,-7.59830396893,258.624,1.99117845355
134.12140253,1271.89864182,71.8763,353,258.768860126,547.684322605,310.332508531,104.653,210.857,353,229.609604888,258.987,-263.145,258.858376211,304.225147468,733.099976248,0.929755,6.90151175806,100.305084532,258.766,33.9723431383
117.969040419,1285.75532972,71.9667,354,258.480435027,373.282517866,254.268357568,104.735,228.0,354,285.219960359,258.678,-262.858,258.567970721,273.234147056,655.367946089,0.922901,7.13923847999,94.4112634761,258.468,37.2858040787
117.073651862,1034.66329124,72.0442,355,258.758279568,439.248584854,228.73314928,104.846,211.564,355,192.835095625,258.947,-263.196,258.841745169,199.803205753,496.866978534,0.926843,6.97082946282,119.52735519,258.748,1.79136352367
90.2135157479,1401.60405865,72.1493,356,258.865436832,480.870815361,387.212231399,104.981,211.151,356,155.863286802,259.054,-263.145,258.950791676,118.441429859,522.026295834,0.937739,6.99711225701,9.68811039091,258.849,0.29491368953
131.792695872,1632.29746022,72.2044,357,258.685993111,659.715127717,413.568530237,105.13,228.401,357,208.109215333,258.876,-263.054,258.761693799,235.50030977,632.67363513,0.922181,7.1400790184,146.381756994,258.683,15.6445557918
149.127621174,2411.41452009,72.2775,358,258.546201533,1115.99296695,710.571115135,105.276,211.693,358,293.162827062,258.737,-262.959,258.632769694,273.307209909,913.865023687,0.931747,6.98973200762,115.837037914,258.542,54.8133409694
131.375806211,1966.19192118,72.3888,359,259.086395024,741.564414117,435.774689285,105.397,227.047,359,233.987802738,259.279,-263.493,259.155340409,358.158225803,673.048601621,0.920094,7.07967653229,188.222507874,259.074,26.3701867352
133.738350804,1024.5387355,72.438,360,258.890203502,519.874443956,260.794797774,105.488,216.185,360,282.433318306,259.08,-263.33,258.963983262,222.515032066,909.155921955,0.929465,7.04612284688,42.6404558435,258.87,-0.00657315549356
118.825723638,2145.60416165,72.5323,361,259.201470464,720.241626875,507.899065397,105.63,214.583,361,63.4450026101,259.386,-263.541,259.273652387,79.5920488873,199.710556991,0.909055,7.02027769154,162.398279506,259.191,1.13777660707
106.149279607,1600.75034465,72.6603,362,258.9324665,513.409699773,328.702444051,105.743,229.864,362,302.887351597,259.138,-263.375,259.007529552,288.1040321,718.760229348,0.901889,7.08211582811,111.801145786,258.927,27.8752173682
111.847345976,2103.01791209,72.6954,363,259.601963756,597.420017103,467.931462541,105.888,216.149,363,170.630983538,259.82,-263.939,259.68590792,199.728150384,593.615953315,0.920447,7.06377868574,40.6651140191,259.584,61.9989615783
115.570145037,1696.99578476,72.7804,364,259.587346916,627.299514553,372.908919242,106.008,217.061,364,85.5553446179,259.781,-263.905,259.666278191,157.374385432,270.104938148,0.911135,7.01028389562,149.685826431,259.58,25.5875743516
120.908385882,1918.76351425,72.8601,365,259.919952731,577.554889059,473.21624282,106.149,207.471,365,317.573841877,260.103,-264.208,259.996281564,348.843687001,851.6765996,0.924036,6.99030111075,73.6867787706,259.904,-0.710567061236
151.429387121,1547.15232014,72.9444,366,259.568630137,670.686590428,383.16412659,106.26,227.385,366,220.076765729,259.765,-263.939,259.65463584,242.67724413,626.522881549,0.926687,7.08178557763,167.264075608,259.567,-1.729965071
116.37253931,1508.98242971,73.0076,367,259.49600046,609.691557495,380.474652526,106.385,221.614,367,335.66834822,259.689,-263.836,259.586385429,335.200392146,853.911293627,0.916121,6.98623916486,37.8699144173,259.483,-2.14180079792
144.672475171,2204.92404298,73.087,368,259.751709639,657.271031677,432.113181875,106.498,207.737,368,156.165693713,259.964,-264.068,259.843827882,131.457751819,523.407806763,0.932311,6.97197597364,111.149160399,259.742,-0.731898489775
133.539908387,1982.11425702,73.1721,369,259.849097591,523.478068899,374.381318781,106.631,223.422,369,113.364050951,260.045,-264.132,259.925504316,136.346346358,334.587848678,0.928002,7.05187856977,110.019338754,259.843,-1.1174156497
121.789559512,1269.09602367,73.2465,370,259.803340942,672.756035024,368.002350582,106.732,213.79,370,214.388803783,259.99,-264.101,259.882022349,168.334321116,632.909388243,0.929096,6.97573257537,42.3437661012,259.793,21.3514413523
113.62555991,1520.75387073,73.3453,371,260.157384783,574.246080258,386.158743961,106.849,211.479,371,138.265016437,260.362,-264.514,260.23234543,282.236573208,553.501933052,0.917967,6.95065036747,173.662497221,260.152,119.571384333
130.641993276,1919.43547907,73.4257,372,260.121053817,489.6932952,380.843864887,106.963,224.587,372,208.890996877,260.292,-264.427,260.188518972,186.134609363,727.68750404,0.921411,7.04935896648,96.1961726244,260.101,21.4105175627
141.577033895,1371.77928764,73.5259,373,259.881908276,532.061838844,294.63784099,107.062,220.689,373,139.847471645,260.069,-264.182,259.955096345,146.574910929,375.888423043,0.938898,7.02660895631,160.28719311,259.882,-1.119052177
149.165181662,1689.6201036,73.6629,374,260.308041332,586.507217006,390.556659892,107.17,220.774,374,85.5638145562,260.494,-264.577,260.390851542,189.023829707,267.971011776,0.948582,7.03822936716,148.86515949,260.292,22.9844378485
118.357763638,1858.52057582,73.7335,375,260.493067175,562.244355973,501.288477695,107.268,224.008,375,183.433741156,260.665,-264.785,260.559283425,161.133384905,499.353894916,0.938345,7.05522015384,58.7355517483,260.483,0.781830360727
110.586893325,1586.79275728,73.8531,376,260.580031524,817.425059671,455.614880654,107.389,213.317,376,148.848097832,260.768,-264.917,260.660823175,123.21530187,481.604835965,0.934083,6.94668731556,182.213372932,260.571,-1.29889529006
142.022468135,2431.52873488,73.9186,377,260.226974341,800.987558743,615.520571617,107.5,224.681,377,127.773380736,260.401,-264.527,260.29276591,131.374389912,419.724678006,0.928159,7.02468030741,99.3997065047,260.208,-0.135110859101
136.085195584,1788.03446147,74.0227,378,260.389095035,705.101939911,377.481499562,107.661,222.301,378,205.20274487,260.574,-264.684,260.474815159,208.821077198,584.473871676,0.930611,6.98990616079,88.126256059,260.38,3.06690790305
109.382990824,1431.84073334,74.0921,379,260.104037205,555.221104586,412.804871986,107.774,220.009,379,208.435675517,260.296,-264.455,260.180093588,234.486417213,572.225756947,0.924013,7.0110168585,86.283401184,260.098,4.22737537968
132.714589499,1090.76967398,74.1648,380,260.65979794,539.130454969,283.20197489,107.901,215.162,380,167.664806855,260.865,-264.953,260.753091788,118.220908181,528.5151941,0.930408,7.03092914416,90.1938565062,260.65,1.18846972069
123.399791158,1515.05529825,74.276,381,260.578933831,761.70961101,370.850108958,107.998,201.606,381,244.942039466,260.781,-264.899,260.668570661,390.186459361,683.830153829,0.925872,6.89769275027,256.603189224,260.567,30.5311212629
147.442637999,1819.42140827,74.3522,382,260.780515334,733.44805734,474.479016009,108.105,200.665,382,265.704967531,260.985,-265.107,260.87161789,208.104275611,822.495475543,0.925229,6.91953895533,63.8922039614,260.77,1.03359435343
134.310268655,2342.35037667,74.3882,383,260.713499082,1236.59428934,701.146177767,108.233,227.997,383,173.159510734,260.917,-265.084,260.801535669,205.138536492,477.447911987,0.911738,7.09478387488,170.922312837,260.693,30.6344088542
166.591203669,2375.90350181,74.4397,384,260.711428148,1315.15416286,698.968017879,108.336,211.324,384,256.750897533,260.921,-265.02,260.809860761,329.096500733,714.758277625,0.927772,6.94430939924,83.289689685,260.711,0.170975791855
129.802862076,2167.7745925,74.4875,385,261.154487865,773.494430014,520.259605406,108.456,210.379,385,113.829967128,261.344,-265.496,261.246119746,155.398707521,300.781676755,0.927568,6.9226339537,125.822792814,261.138,4.12461421236
129.57768251,2644.14602061,74.5838,386,261.057798151,1175.95925973,603.649589268,108.574,208.547,386,132.733164886,261.258,-265.394,261.15140084,100.269485745,503.653215207,0.926314,6.93066731676,192.290174987,261.052,-2.11337402938
135.967147196,2377.09109452,74.6562,387,261.166634989,1198.97799636,629.926386338,108.678,214.58,387,366.19587854,261.366,-265.613,261.245443335,179.098149817,1259.24349071,0.921621,6.96231787401,105.660966345,261.154,-0.893997588625
119.127537861,2497.49568987,74.7495,388,261.470651538,1002.33163521,658.232877863,108.787,216.333,388,192.236819102,261.684,-265.869,261.557259592,121.247211073,549.192123251,0.916849,6.98875153109,159.273517514,261.46,-2.19359736184
132.292040258,2221.15103082,74.8608,389,261.441395688,915.803592042,629.632280311,108.913,226.893,389,176.827868339,261.635,-265.954,261.534008963,154.117551015,565.096732716,0.934417,7.03386085781,130.148305769,261.43,-0.701120683731
113.83671376,2411.1369995,74.9265,390,261.976003442,838.969159769,604.664972192,109.028,205.372,390,260.316766289,262.189,-266.382,262.068058491,222.494930323,801.996903929,0.938045,6.86853404326,132.105109851,261.971,0.0795462983251
137.87852665,2534.55958177,74.9988,391,262.21082571,960.168423361,741.07479753,109.156,218.961,391,198.900125044,262.393,-266.47,262.291033759,257.737712869,617.948253248,0.928549,6.99627269234,137.986921511,262.198,55.8489234388
133.597472116,2304.79197587,75.0718,392,262.216267138,1262.27521684,664.305603362,109.291,229.358,392,200.03499363,262.401,-266.572,262.303989112,232.92155216,550.095044257,0.92614,7.06674393739,206.296674854,262.202,0.122612270778
159.104598238,2164.26405701,75.1514,393,262.258962001,1274.80599704,663.083296581,109.388,209.598,393,92.8600791164,262.461,-266.635,262.34183327,160.704260985,308.194446707,0.921137,6.8967791523,191.018823369,262.247,10.2169151464
128.007345675,1735.14651266,75.2202,394,262.348146854,796.470007037,482.348277653,109.455,221.673,394,196.626136849,262.566,-266.768,262.437585541,187.586494122,567.949106513,0.910822,7.025938163,124.999463087,262.343,-1.10168618125
126.812146847,1625.4934832,75.2653,395,262.58979431,625.201482466,457.140170348,109.601,216.185,395,138.574232452,262.771,-266.87,262.66993091,121.38219458,433.771621066,0.921294,6.9098721966,65.9479843242,262.57,0.649170341318
107.756972607,2017.71141024,75.3807,396,262.368216184,991.223936671,629.713139553,109.687,237.72,396,223.573957802,262.576,-266.699,262.456000394,198.705063842,547.942284715,0.929981,7.01590557075,283.71711057,262.358,3.33839217258
111.567897355,1644.7758479,75.4266,397,262.488692646,604.042543518,407.896222087,109.807,212.431,397,417.474652141,262.698,-266.826,262.580884236,394.816019836,1118.01638102,0.931439,6.91330494834,-1.08473752484,262.48,5.231503059
109.858644716,2729.94162461,75.5267,398,262.762124759,1240.47152876,664.024551766,109.931,212.442,398,87.7350411154,262.941,-267.103,262.841045061,85.9914673007,206.480052925,0.943276,6.83912829401,30.5219807031,262.741,0.095045726387
122.53248037,1970.05013197,75.6138,399,262.489152272,747.126882473,552.606969248,110.071,211.905,399,688.177993141,262.693,-266.838,262.570751972,570.29491558,1979.70287598,0.929335,6.86811764233,-69.3319381145,262.484,30.1547036406
151.403106132,2611.03940532,75.7063,400,262.737796671,1059.19623314,765.713914328,110.217,208.474,400,477.363328204,262.941,-267.101,262.821288046,338.976566415,1354.73156201,0.934162,6.91841330787,103.98945175,262.73,0.156866217151
124.642164553,2216.93213767,75.7778,401,262.941278821,961.260241042,552.052652602,110.332,216.842,401,167.148369858,263.125,-267.075,263.018825688,171.9694562,427.479397883,0.935594,6.93716273992,181.859174652,262.931,-0.734772753721
138.458161871,2078.81960328,75.8584,402,262.540231673,712.048018977,403.675549813,110.43,222.896,402,361.039357413,262.757,-266.8,262.627232733,226.536292368,1017.28781582,0.923159,7.01223480974,173.190129982,262.531,3.1098712095
161.858145252,2540.17062227,75.9393,403,262.840459182,780.766711732,531.687951229,110.58,211.554,403,206.130888381,263.027,-267.151,262.928416063,102.468232619,682.961681253,0.920708,6.93708991286,121.457233495,262.821,-1.54802606068
149.30575455,2550.99976718,76.022,404,262.776998107,1285.22249423,714.822895032,110.712,203.391,404,200.310133527,262.982,-266.984,262.864945847,224.488393097,635.93335521,0.923048,6.95786075816,163.179839709,262.765,30.7083583599
153.947327938,1929.39047721,76.0843,405,263.090826974,831.822549616,489.653822348,110.81,201.05,405,164.179943962,263.3,-267.332,263.174176142,175.944887864,463.347553802,0.932633,6.80593650562,148.548871149,263.086,0.00124302557262
130.474706754,1657.79105098,76.1493,406,262.697759994,517.490646193,350.447647014,110.954,218.777,406,181.072803774,262.896,-267.033,262.788768507,185.92261597,516.787302435,0.931762,6.95796186431,94.3360149267,262.686,-0.786719846662
109.033580989,2090.31060203,76.1961,407,263.258054043,730.767038856,584.391937464,111.098,232.08,407,101.670887861,263.452,-267.513,263.344633505,78.014940281,380.876109989,0.941315,7.08617351542,109.655712879,263.247,1.34792588958
107.882109177,2094.74781392,76.2726,408,263.204422579,657.891470544,622.004548366,111.167,209.574,408,217.839139884,263.402,-267.438,263.279865189,208.10366087,583.090611939,0.933397,6.87416895372,14.4740672342,263.187,-1.80745502018
105.578243006,2000.48858998,76.3704,409,263.011851911,532.299721406,397.922539408,111.307,226.954,409,162.491388926,263.227,-267.343,263.097098657,169.417300827,455.202413259,0.946218,7.01535316461,90.4151855099,263.002,0.245792845217
122.458726758,2226.57588021,76.4516,410,263.043474612,771.269450093,589.026671683,111.4,205.494,410,210.17688227,263.252,-267.257,263.135973139,278.132293986,578.390937283,0.939939,6.87100544159,65.0300321978,263.042,-0.335552124807
136.738672315,2257.58999834,76.5244,411,263.083152353,1116.30067135,587.891180337,111.536,217.082,411,561.287348997,263.302,-267.361,263.175552696,414.059040318,1372.22742833,0.950098,6.91833718979,272.785486053,263.077,-0.780271080092
116.068066824,2168.22180496,76.6144,412,263.031897356,641.766102093,667.87810872,111.641,213.329,412,204.742429493,263.237,-267.393,263.109990763,188.683452398,552.977814814,0.942073,6.92509125224,81.1451044265,263.019,0.127581170022
138.406674016,2386.37107074,76.6928,413,263.504811645,788.078964992,621.353490293,111.763,203.493,413,263.14258136,263.704,-267.761,263.580706624,226.390195857,751.456110593,0.934848,6.85014575813,92.1443713826,263.49,-1.96055171359
113.581071102,2148.63010789,76.7785,414,263.429816173,798.585919183,632.51165571,111.835,221.115,414,304.11885566,263.613,-267.618,263.502881814,314.556242548,894.447061358,0.948615,6.91803852315,101.65856318,263.421,13.4977859138
105.308722285,1471.20087447,76.8578,415,263.001014657,485.554813707,409.487126655,111.947,224.65,415,162.803245613,263.213,-267.238,263.086970983,267.828938076,502.061105905,0.932565,6.99623624685,47.0852073353,262.996,18.3849088084
99.514474193,1856.70181573,76.917,416,263.482537714,590.895030963,501.79906408,112.046,210.286,416,169.343439748,263.665,-267.649,263.561142926,253.894353186,510.130771909,0.941507,6.89424211889,-2.27825198349,263.465,53.0597627406
101.655710011,1870.45080627,76.9669,417,263.14192369,764.701547144,549.657341378,112.162,213.387,417,322.436745311,263.333,-267.319,263.213176295,359.066110416,955.946402071,0.949738,6.9347942317,29.9582799019,263.137,23.2767901509
164.209681729,2259.93686831,77.0517,418,263.436207977,852.809745714,539.961101429,112.272,222.54,418,166.931473662,263.636,-267.639,263.510796462,123.879348857,375.686655173,0.930921,6.9283544715,124.805699544,263.422,-145.046557826
143.098924087,2124.63753301,77.1445,419,263.336969176,1030.24736531,535.804380205,112.362,202.882,419,169.703903522,263.528,-267.465,263.415384439,130.410480112,567.194578047,0.934267,6.80826374662,127.18621633,263.332,0.895480726429
130.371700386,2216.6158048,77.205,420,263.286359763,805.747713292,478.314087369,112.475,219.389,420,113.713498943,263.485,-267.402,263.367981936,281.996720747,409.354033575,0.948814,6.93342791983,82.948630544,263.274,134.878396002
132.544564659,2012.73810441,77.2423,421,263.035539578,928.93947209,569.894445291,112.579,208.819,421,339.731312859,263.229,-267.191,263.110199676,465.584896852,943.340827739,0.931613,6.77594950809,143.543198856,263.023,182.684206807
150.379913816,2636.9813112,77.328,422,263.01585423,862.757868492,679.243404132,112.683,210.743,422,119.750708879,263.19,-267.15,263.085538206,92.571206501,417.815821336,0.932947,6.89608994642,104.982937403,263.003,-1.94954062563
143.183954638,2160.94726271,77.3886,423,263.041142075,786.276993553,561.5295129,112.829,209.16,423,168.688911072,263.224,-267.158,263.126770507,236.138426041,492.663593088,0.932598,6.88047336484,78.1412728295,263.035,24.0786837279
136.119285921,1815.31398034,77.4679,424,263.306045908,828.245239658,507.996852578,112.937,211.117,424,80.6812317608,263.504,-267.545,263.375631781,104.48301669,242.56305233,0.945348,6.83419975145,125.161469823,263.295,21.1400289216
134.66168265,1606.84054927,77.5652,425,263.075636333,632.127945589,335.471299312,113.041,208.663,425,205.223429556,263.268,-267.254,263.139879824,629.897458038,975.05201745,0.945821,6.87652805345,32.2615084212,263.067,440.462122379
120.094344441,2039.06217599,77.6087,426,263.096271995,895.715755282,586.104355997,113.145,219.088,426,62.0257378493,263.294,-267.293,263.167960831,93.6011331625,174.482603863,0.929947,6.97525104722,116.407484088,263.083,0.0628153156002
142.134386808,1619.76146139,77.6786,427,263.672346088,837.067031289,413.913525969,113.254,219.344,427,580.705708654,263.852,-267.911,263.744676407,556.900958067,1667.0213501,0.933401,6.92079062705,218.504081326,263.667,-1.90003192052
132.25498975,2223.41996067,77.7449,428,263.45867611,993.735853899,731.312458377,113.328,221.496,428,255.495427056,263.649,-267.748,263.529291787,338.465758859,634.953788607,0.937748,6.89639670078,76.6951362738,263.457,23.2398833075
122.78727485,2169.80431605,77.8345,429,263.396676652,741.184926854,634.990698511,113.445,218.328,429,279.136763717,263.561,-267.597,263.467414536,167.43451314,792.13114606,0.928117,6.89019485737,85.5054155273,263.38,0.253516303188
128.895630026,2043.48723815,77.8948,430,263.818682891,729.218762109,578.100916248,113.521,225.947,430,143.131501516,264.012,-267.978,263.892531631,133.353672296,503.487054679,0.938341,6.94308124782,68.4518874696,263.814,-0.0420231967145
122.105139966,1687.79048449,77.9877,431,263.703857379,754.324705291,501.310284418,113.599,211.922,431,104.098756869,263.888,-267.852,263.780782127,135.973775105,357.917545989,0.941427,6.81887771395,101.441655759,263.688,5.30706465912
116.670013545,1867.61251436,78.0762,432,263.75312845,623.065813764,545.46203501,113.671,195.453,432,195.873171076,263.939,-267.888,263.817937191,220.944875852,467.019403501,0.942502,6.73502921812,101.302496084,263.749,0.2344851629
115.619036744,2516.19961116,78.16,433,263.729469948,882.637413807,663.356334634,113.761,208.552,433,325.00775222,263.921,-267.803,263.801697428,469.395245554,973.004817626,0.935077,6.78609637597,-60.2749421814,263.719,157.877455599
128.518607597,2565.61270452,78.2433,434,263.779079046,728.08388445,586.704212177,113.874,222.795,434,108.425192421,263.973,-267.921,263.856424284,124.604883237,319.362406607,0.930095,6.93438305754,109.286899892,263.767,22.0739247343
107.058711318,2360.56227598,78.3359,435,263.882382477,599.300686717,659.913345063,113.965,211.791,435,128.651360334,264.07,-268.032,263.954278933,154.6363787,381.570317581,0.930576,6.84851833427,83.7822414771,263.877,-0.00960234158023
123.654338281,2758.46507815,78.3713,436,263.790316921,880.89474195,780.118328808,114.065,201.093,436,408.392417416,263.966,-267.862,263.864298066,333.841523925,907.003881891,0.94218,6.68197895095,67.4571038662,263.779,-14.3045270437
