Epoch,AverageEsReturn,AverageAbsY,MinEsReturn,AverageQ,AverageQLoss,StdReturn,PolicyRegParamNorm,QFunRegParamNorm,AverageReturn,AverageDiscountedReturn,Iteration,AverageAction,AverageY,AverageAbsQ,MaxEsReturn,AveragePolicySurr,AverageAbsQYDiff,StdEsReturn,MaxReturn,MinReturn
704,762.271472107,23.2129915072,243.140656256,23.1996,1.67503,903.04094273,110.126,108.498,1486.5104491,143.00931132,704,0.992656,23.2030301646,23.2141,1281.40228796,-23.4505,0.65601068066,519.130815852,2823.57582102,202.799537534
705,1309.99668864,23.2702877393,967.757595119,23.2592,1.68955,780.683917455,110.147,108.565,1955.39737828,188.248287622,705,0.992868,23.2618770702,23.2713,1652.23578216,-23.5085,0.648194623084,342.239093522,2720.62369414,111.110653047
706,767.342490704,23.2918648019,48.2917320138,23.2793,1.74277,758.845440158,110.29,108.596,1895.77195858,135.973845398,706,0.993097,23.2815596761,23.2945,1618.60095734,-23.5274,0.651524387236,647.856426642,2958.68152111,185.943430038
707,438.339215255,23.2433547893,375.789160999,23.2318,1.76869,733.901070055,110.334,108.695,2526.60445967,205.868560834,707,0.993297,23.2336970089,23.2471,486.120438318,-23.4831,0.646830359999,46.237333183,3191.00636802,1141.7986281
708,629.256804468,23.2386155242,1.14823209685,23.2244,1.80833,850.108240567,110.413,108.787,1411.23599324,165.587676908,708,0.991737,23.226296098,23.2406,1179.52256264,-23.4767,0.661069343983,375.616071908,2841.97049378,107.539995476
709,259.529865742,23.2119373375,6.61418184775,23.1992,1.56375,1018.52828654,110.482,108.844,2124.33468322,172.480776376,709,0.993562,23.1997086066,23.2168,637.794888416,-23.4434,0.632421711008,246.811083061,3318.86881066,206.333189081
710,1025.91840925,23.3384417269,757.821683988,23.3256,1.64136,698.531390341,110.548,108.862,1735.62971551,175.657417974,710,0.993183,23.3284310835,23.3417,1253.39804029,-23.5772,0.63306497205,204.34658873,2903.92291399,637.376792908
711,608.89653411,23.3201982954,-5.9705720114,23.3064,1.80016,899.772789143,110.595,108.925,1658.90565025,200.174481305,711,0.993988,23.3093987801,23.3222,1715.32142534,-23.5635,0.644873754349,668.160370231,3160.93891555,203.277819337
712,487.99097139,23.2992746183,132.000635796,23.2852,1.76169,943.596081997,110.677,109.024,2142.63842596,196.723614466,712,0.993565,23.2864501535,23.3037,1030.09182209,-23.5422,0.650962732529,415.632063968,3355.84378887,535.226689471
713,451.124101897,23.2620098181,81.8029844367,23.2482,1.71935,939.21410489,110.732,109.104,2292.04713055,185.609374692,713,0.994105,23.250846681,23.2643,1404.72054277,-23.5011,0.647613709845,488.922487247,3602.25715036,182.447980303
714,494.140440341,23.2316925992,165.922202874,23.2174,2.03915,956.410134379,110.836,109.222,1576.82347761,160.902016124,714,0.993819,23.2183880398,23.2339,1315.42390564,-23.4746,0.66998384665,475.711503802,2841.2902203,110.742777705
715,435.983816425,23.413780416,123.295387173,23.3987,1.59334,950.218251394,110.926,109.291,1426.32121492,119.498629622,715,0.994068,23.4012159513,23.4168,807.923425765,-23.637,0.641167798125,255.890761932,3025.79705817,32.5397867768
716,621.398445888,23.3537748401,70.8704626573,23.3406,1.57643,1018.91981818,111.004,109.375,1180.38192154,105.589611401,716,0.993292,23.3419840314,23.357,1471.04796944,-23.5891,0.636373407808,523.052467354,3130.78007029,37.0603861956
717,321.09505848,23.3438656144,2.76191717587,23.3273,1.90867,601.873659324,111.036,109.469,1570.46575739,105.813222764,717,0.993985,23.3292412508,23.348,638.743793133,-23.5752,0.657241865876,241.753918909,2713.81344125,612.349131744
718,787.660619609,23.2860652119,491.877865004,23.2698,2.09664,618.408669279,111.148,109.537,1996.65541064,192.658100945,718,0.993033,23.2718740667,23.2879,1339.32239147,-23.5104,0.675561715292,390.423795352,3065.51434046,1267.53974437
719,284.018544147,23.3648123649,118.749428203,23.3485,1.9172,780.869225189,111.264,109.621,878.694104597,163.704210034,719,0.992128,23.351152272,23.3669,435.027767272,-23.6059,0.66083088154,124.511410837,2534.43249075,120.54972243
720,585.313498499,23.3385618463,336.564350599,23.3229,1.65897,1111.50899608,111.354,109.68,855.731254498,111.872083677,720,0.993778,23.3235819587,23.3433,780.813558394,-23.5685,0.649402009731,166.233278475,3278.18190883,25.9450676615
721,682.477839316,23.3397850955,510.889378627,23.3283,1.91934,603.492740141,111.401,109.771,1172.72288307,174.630966661,721,0.992151,23.3271383856,23.3453,878.414619208,-23.5771,0.673361632803,138.532304608,2643.93979267,240.447360375
722,659.908047612,23.352326817,260.372081184,23.3384,1.57296,809.904215126,111.456,109.874,1464.85257721,149.89331296,722,0.993634,23.3429286416,23.3526,997.149019385,-23.5871,0.644009141211,303.996232362,2726.44765077,369.376362936
723,350.49168138,23.3659139613,77.7304760972,23.3555,1.83265,793.689493274,111.538,109.951,988.04430137,174.038582802,723,0.994135,23.3552975345,23.3711,682.044302494,-23.6039,0.653182816634,231.097967036,2959.21916134,120.743552106
724,419.148241001,23.4040667188,184.414994981,23.3938,1.72332,1007.57871467,111.601,109.998,1599.08022666,162.592525077,724,0.993438,23.3965607911,23.4058,581.832380893,-23.635,0.650200033404,170.05577502,3120.73463219,22.2352860608
725,1552.90296918,23.4444330178,1423.84769021,23.4354,1.46496,547.515913256,111.69,110.077,564.627238442,130.162948067,725,0.992152,23.4382911782,23.4458,1681.95824814,-23.6792,0.6246988239,129.055278968,1980.87413863,112.532470601
726,509.280567906,23.3906289133,0.00976433830946,23.3836,1.75151,1224.12499908,111.811,110.13,1225.61685414,135.345993446,726,0.992661,23.3854405047,23.3935,948.937630779,-23.6373,0.657634292534,307.109419957,3035.25312578,106.986744784
727,532.578449611,23.3846098522,474.285860153,23.3798,1.98528,1127.77149108,111.866,110.254,2024.34929765,133.658176555,727,0.994022,23.3812113712,23.388,587.319675201,-23.6259,0.662902737185,46.2141390706,3207.50848158,112.327966475
728,567.968600122,23.413096481,36.7035069976,23.4043,1.83598,922.293299012,111.932,110.305,1993.25137472,153.126228468,728,0.993229,23.4077467618,23.4129,1372.95098099,-23.6506,0.668176534584,517.215448837,3176.14422465,349.076945683
729,1308.73536743,23.4865877561,1209.11938865,23.4785,1.82791,1034.85587654,111.99,110.372,1465.57461871,152.986985251,729,0.993184,23.4807730969,23.4894,1408.35134621,-23.7266,0.664789544855,99.6159787757,2793.32213768,125.396440769
730,1079.83973869,23.4230084501,181.477555807,23.4144,1.97159,736.097959352,112.073,110.406,802.817624244,152.138233878,730,0.993278,23.4169559435,23.4248,2251.87273428,-23.6718,0.669855559532,867.104697278,2584.994117,144.042216543
731,381.94037362,23.4920328663,8.05831151805,23.4838,1.66329,684.60789118,112.07,110.489,876.979054447,194.656148835,731,0.99462,23.4867815664,23.4924,748.698235512,-23.7349,0.655524241806,281.277444416,2574.65042295,228.073352922
732,565.166268025,23.528959009,239.956823387,23.5245,1.70247,587.150829549,112.157,110.555,535.141896758,130.038141328,732,0.994339,23.5248225359,23.5326,917.651571219,-23.7712,0.646720215111,240.681173289,2270.5138389,114.969343084
733,262.621361476,23.5507578539,112.702058892,23.5441,1.65192,527.795276761,112.251,110.628,608.375248453,146.494683432,733,0.994169,23.5470548618,23.552,419.42761637,-23.7874,0.652879090134,129.303088389,2079.43604476,141.01448232
734,508.38876357,23.4900813495,88.7406130228,23.4832,1.81915,988.443225132,112.295,110.716,1901.96868665,207.032354342,734,0.994972,23.4846231446,23.4958,1239.24029255,-23.737,0.673280638171,442.897486898,3234.4659186,306.039098117
735,449.513328979,23.537175348,1.98963948607,23.53,1.66671,381.363723475,112.356,110.805,487.464194743,142.170044632,735,0.992886,23.5309211579,23.5427,1585.86071378,-23.7818,0.645323971098,586.217284448,1784.74637555,49.4519752083
736,226.834772965,23.5706288033,-0.840403774473,23.5599,1.75765,738.228547261,112.437,110.875,735.293812477,148.973422811,736,0.994215,23.5638997258,23.5707,415.293186963,-23.8121,0.664156059342,159.949479976,2896.36045995,134.858719751
737,372.226063146,23.5850301323,-5.30387859407,23.578,1.94728,1291.57183719,112.485,110.932,2250.55301201,189.854458093,737,0.994112,23.5788349123,23.5911,562.569373454,-23.8241,0.669123165307,228.235056102,3523.79039186,199.3606183
738,520.663123205,23.5916140422,312.10224207,23.5806,1.77279,1524.28777946,112.485,111.036,1717.08721375,153.095484914,738,0.994093,23.5826508795,23.595,868.76266777,-23.8352,0.665986954373,193.904863666,3799.64117336,4.87038481981
739,423.546299573,23.6291652735,-0.184627858889,23.6192,1.82551,1462.25204764,112.582,111.125,2511.4118527,196.035375597,739,0.995,23.6208929193,23.6322,833.651840603,-23.8693,0.671908034202,330.925487209,4005.25882936,130.872533742
740,506.984857689,23.619633394,430.284922628,23.609,1.75651,1026.5087912,112.693,111.183,1520.54783764,183.571945726,740,0.994814,23.6115843072,23.6216,583.68479275,-23.8581,0.664438945676,76.699935061,3354.91558481,187.854740204
741,644.005589487,23.6326836633,-0.0432919701436,23.6241,1.8473,987.322461667,112.763,111.268,1227.43388448,176.274856016,741,0.994371,23.6261835998,23.6359,2359.58301709,-23.8825,0.665971663358,884.390105194,3092.01170463,133.2110686
742,636.277073301,23.6546332525,62.046217703,23.6457,1.90083,944.821317639,112.877,111.343,2226.28303108,189.25599258,742,0.99342,23.6478191747,23.6572,1446.75049931,-23.8857,0.669042751186,489.580866019,3374.82710473,227.330598059
743,751.650613243,23.6638606806,536.436952888,23.6508,1.91211,1198.01631274,112.975,111.437,1788.13884946,159.100045966,743,0.993714,23.6563651234,23.6634,1141.01888416,-23.9024,0.671853952452,275.834732146,3404.60320341,212.164703975
744,365.92397372,23.7153389675,100.690455425,23.7081,1.8149,1199.90559587,113.048,111.461,1570.65325784,116.05459772,744,0.994963,23.7086594916,23.7213,752.946122688,-23.9725,0.659259564634,279.86153337,3059.93237519,16.2432285239
745,1263.26839174,23.7377655453,53.8225282305,23.7296,1.63245,1024.84278644,113.1,111.579,2005.13096862,197.265517598,745,0.995075,23.7315261121,23.7389,2086.19271096,-23.9748,0.642587114582,873.5679016,3154.75918035,516.143155694
746,381.452609544,23.7383340996,3.53156577131,23.731,1.97869,1070.47659467,113.186,111.656,1361.00035119,142.339030528,746,0.994697,23.7323449496,23.7413,1585.72725173,-23.9767,0.669760853886,526.283907694,2932.10210428,49.7200510089
747,376.435174564,23.7389142319,39.1383497165,23.7304,1.71995,910.815982188,113.242,111.709,1716.03522735,165.630484781,747,0.994507,23.7327049526,23.7418,1075.13484754,-23.9744,0.652341695418,384.769171683,3462.03076552,153.428300612
748,490.806354676,23.7984879859,8.54575829395,23.7911,1.68575,1074.11347177,113.352,111.758,1758.71258007,155.019381474,748,0.994419,23.7929941032,23.8016,1185.7714586,-24.0381,0.651964905017,393.659404701,3121.87182113,45.8286366293
749,359.712047014,23.7789577468,31.2970488755,23.7712,1.80776,1074.64817041,113.472,111.815,1214.87541495,89.540575104,749,0.994369,23.7749770681,23.7807,851.842981854,-24.0215,0.663365091593,301.645504573,2727.0152791,52.9409496448
750,462.812095615,23.7397251312,154.872157151,23.7341,1.80181,1097.82419786,113.525,111.866,2026.54853207,157.716088689,750,0.995081,23.7357383373,23.7421,799.522591784,-23.9863,0.659696924631,229.902617973,3083.99149018,184.864683668
751,575.118628485,23.8208050182,3.48771941621,23.8159,1.81477,1006.4219835,113.587,111.922,1871.11873117,124.556339019,751,0.995007,23.8177531813,23.8242,1119.18835729,-24.0626,0.658973579176,455.899617848,2926.9819269,65.9114464709
752,860.44991583,23.7941909082,536.624536722,23.7887,1.7328,788.146402038,113.634,112.011,2048.83554805,118.309194007,752,0.995069,23.7902794489,23.7969,1336.29632921,-24.0435,0.648306241842,343.706793717,2698.78143613,108.168621868
753,302.495267882,23.8401489097,8.71935409785,23.8337,1.57721,919.531168779,113.711,112.072,2071.10903878,178.787774464,753,0.995541,23.8362141341,23.8419,1041.51526631,-24.0808,0.634504004252,373.732318469,3181.75623816,513.850967934
754,601.414852502,23.8658759009,25.9089426317,23.8611,1.74493,983.52796848,113.777,112.119,2388.23459968,159.655733873,754,0.994962,23.8628138903,23.8687,1176.92076237,-24.1191,0.653026082495,575.50590987,3133.66226567,195.347026531
755,633.5147472,23.8483966876,15.2087330212,23.8426,1.69029,907.534007955,113.803,112.182,2247.91641627,165.867707155,755,0.995228,23.8447460933,23.8509,1031.45025071,-24.1023,0.646576136285,443.177223428,3118.8686633,214.371927039
756,789.785120762,23.8945428453,22.9505744119,23.8869,1.58381,1002.22171808,113.805,112.261,1396.58533015,150.390217179,756,0.995315,23.8893887438,23.897,1381.57429268,-24.135,0.641530294652,534.277324435,3000.92709683,177.342071868
757,178.944209947,23.9075405291,34.4976858047,23.9019,1.89015,607.223425649,113.885,112.322,2397.06560148,169.959939712,757,0.995744,23.9040933979,23.9099,323.390734089,-24.1486,0.676668700822,144.446524142,2978.81545198,935.154517533
758,726.258498875,24.0043079478,2.66080442105,23.998,1.76112,844.720724983,113.965,112.43,1172.15355808,150.408837508,758,0.995455,24.0004821474,24.0063,2369.47937288,-24.2482,0.656039803946,833.258894753,3082.37148712,192.167346797
759,239.155855636,23.9287216044,-1.41445840892,23.9217,1.92381,872.193924135,114.021,112.468,1390.33611718,139.244501371,759,0.994583,23.924442127,23.9301,361.964179696,-24.1715,0.673266081075,170.121375047,2890.44054403,187.176511329
760,809.335235163,23.9338227208,20.7374841745,23.9252,1.90695,890.953452691,114.113,112.537,1852.2836736,155.900801047,760,0.994246,23.9297395467,23.9345,1685.10569766,-24.1759,0.679357894571,527.894593061,2920.29072628,241.631988329
761,347.483873938,23.9701803043,120.655288879,23.9654,1.70086,1194.53011773,114.146,112.609,1412.35888686,126.600558377,761,0.994518,23.9666331548,23.9731,571.567949288,-24.2061,0.649939058546,184.094551937,3176.91068702,53.5300122521
762,845.110157422,23.9816169694,30.6632310718,23.9755,1.98261,1166.25753506,114.209,112.645,2155.89039031,202.744340742,762,0.995555,23.9770727562,23.9837,1551.36596777,-24.2245,0.665853569713,646.726306565,3637.4803777,118.464121069
763,328.572531653,24.011619484,13.6368476938,24.0072,1.76143,1133.50841823,114.263,112.728,2418.25924836,194.062106216,763,0.995359,24.0080681687,24.0149,913.341434854,-24.2504,0.656963129901,413.903821915,3615.14983079,311.189273093
764,1334.9219714,24.0336449722,1297.39342608,24.0242,1.89398,870.214384185,114.332,112.827,2450.7879194,212.093389515,764,0.99486,24.0292035732,24.0315,1363.56350914,-24.2801,0.668958265878,27.7351059213,3415.11051893,816.157232815
765,714.202847392,24.0674257882,234.721911373,24.0611,1.94131,1174.5032763,114.35,112.896,2616.96476053,208.034021731,765,0.995196,24.0623016181,24.0698,1193.68378341,-24.3043,0.658561049135,479.480936019,3982.80404179,159.230967809
766,1024.46847315,24.075638159,129.643643046,24.0683,1.52547,1123.2434703,114.439,113.021,2730.35294652,218.834083643,766,0.995867,24.069373501,24.079,1803.3620123,-24.3183,0.647978653591,688.192484249,4073.34722267,710.57643796
767,541.347768876,24.1083040873,29.8196490661,24.0998,1.60394,741.401205916,114.515,113.058,2688.21067845,198.024826292,767,0.995854,24.1027190452,24.1086,1196.65977622,-24.3519,0.644107788022,429.01583802,3469.38632059,900.145484715
768,357.737033921,24.1490166178,74.8565833832,24.1432,1.71718,1190.40703206,114.577,113.127,1875.95301761,171.789426444,768,0.994904,24.14387004,24.1517,982.830712679,-24.3858,0.647931664029,331.324803414,3619.77423856,13.7662207308
769,238.690239307,24.1322466775,0.897956564271,24.1211,1.93982,1131.69144587,114.637,113.219,2548.24252471,167.902540254,769,0.994833,24.1253868584,24.1338,739.80478885,-24.3614,0.66345722348,300.252672335,3562.83640952,32.9121612803
770,684.90664426,24.1225425109,684.90664426,24.1146,1.53157,874.357301516,114.684,113.28,2204.76764718,186.352879138,770,0.995233,24.1157677275,24.1256,684.90664426,-24.3649,0.638765192907,0.0,3384.02974147,572.490941476
771,1488.33971251,24.159166386,458.982354163,24.1481,1.71822,1008.36000523,114.775,113.327,2354.10296842,181.114877522,771,0.994518,24.1507778926,24.1604,2841.77694397,-24.3884,0.648191797558,999.399265367,3164.93709807,196.973259407
772,756.381010451,24.2003155178,-0.816996653441,24.1895,1.94227,1076.05029517,114.83,113.422,2264.82425991,162.419885862,772,0.994747,24.190737677,24.2042,1881.63931265,-24.4352,0.667948095939,701.020213661,3591.48487555,511.328511255
773,374.262730383,24.1713369367,27.2010217171,24.1595,1.81018,1109.49298992,114.916,113.475,2048.56316347,173.650443274,773,0.995498,24.1619960577,24.1721,927.187158214,-24.4153,0.666625809819,412.029500159,3432.75828261,144.970121501
774,505.423540317,24.2789349692,0.649169961724,24.2691,1.76703,1053.90805087,114.995,113.504,2682.41103836,182.832701996,774,0.994389,24.2716223713,24.2802,946.662269517,-24.5301,0.658154369461,315.474495716,3399.1162813,6.34526611889
775,468.183800718,24.2774664012,0.472401931467,24.27,1.76892,1688.72743018,115.053,113.566,2214.15710605,172.948091032,775,0.995013,24.2711761352,24.2816,1017.09769705,-24.5124,0.655359635365,333.226128226,4084.83701974,105.776781168
776,471.15114151,24.2696731409,-3.83592303402,24.2571,1.84395,1139.64942359,115.134,113.632,3025.8486472,200.070957125,776,0.994668,24.2603580074,24.2711,1224.76106198,-24.4998,0.661927141469,460.564150952,3935.56331741,340.126051138
777,926.081791709,24.2509493885,256.260535178,24.2412,1.89707,1342.4977202,115.12,113.694,2177.33583542,194.368291217,777,0.994373,24.2412958189,24.2573,1296.3363489,-24.4825,0.659960742805,408.208533848,3468.22998098,108.683334085
778,352.13318209,24.2093581502,110.206360146,24.1996,2.10779,1336.32923885,115.176,113.761,2492.29121931,222.971534804,778,0.995577,24.2005506963,24.2136,948.747101207,-24.4489,0.691013631203,314.052101159,3763.95541324,122.453945344
779,401.511148425,24.2514299758,125.467571808,24.237,1.89739,1376.64647249,115.258,113.86,1862.25425096,149.238169705,779,0.995774,24.2409691188,24.2501,798.123929974,-24.4795,0.662943199877,257.078686039,3658.99688812,84.285601504
780,749.098594757,24.2267360983,209.932730466,24.219,1.80156,1025.6627647,115.328,113.91,2090.33964863,200.210445242,780,0.995591,24.2197149607,24.2306,1584.39320344,-24.4691,0.657365441672,598.918231972,3541.87982625,95.3654953093
781,504.690779571,24.3850963863,-6.4772838353,24.3771,1.78659,1057.45795207,115.39,113.971,1991.62505711,197.597745306,781,0.995516,24.3782253015,24.387,1500.43064005,-24.6096,0.650935764142,570.849127409,3744.16346162,148.783376568
782,627.327555108,24.3656521506,-10.7059406513,24.3558,1.91115,1145.22227433,115.426,114.071,1987.42010184,158.94450968,782,0.995423,24.3570118157,24.3695,1830.18397566,-24.5962,0.656956241637,720.825002359,3261.02473807,61.7585483283
783,991.908876752,24.2887568541,552.549464284,24.2762,1.86261,825.149259637,115.549,114.125,3173.62060918,176.648443607,783,0.995891,24.2787866435,24.2892,1605.38139367,-24.5184,0.653893026864,447.102000102,3696.6088687,721.099979973
784,437.984320148,24.3431239763,-0.441375260876,24.3314,1.92741,960.333238639,115.582,114.229,2975.71185567,212.428155108,784,0.996042,24.333833098,24.3437,1123.22810513,-24.5754,0.667877484008,469.618530264,3904.57698079,747.747125491
785,156.347669523,24.320826412,-5.14276850039,24.3098,1.64903,944.164459361,115.667,114.283,1602.60037639,212.321480611,785,0.995453,24.311586342,24.3227,361.041451363,-24.552,0.649628334339,122.701459563,3909.1604774,466.068502526
786,651.249370837,24.3313265989,225.945944652,24.321,1.88413,867.241797082,115.728,114.348,1372.82147442,171.00889903,786,0.995631,24.3240886333,24.3327,1388.79470156,-24.5696,0.669291301723,523.561879868,3187.97418092,155.329365166
787,531.225999195,24.288566904,135.344094236,24.2804,2.00254,936.566402399,115.829,114.433,2012.27444143,222.99470038,787,0.995634,24.2798053184,24.2942,979.650089529,-24.523,0.676460263834,273.22677057,3313.20390514,498.864568221
788,1087.73255373,24.2846675841,598.169689656,24.2701,1.8534,964.095048392,115.882,114.497,2169.53651279,156.702839813,788,0.995288,24.2740333964,24.2845,1577.29541781,-24.5145,0.656315580627,489.562864075,3296.67587455,226.312588072
789,583.679724021,24.2861651191,27.1233236863,24.2756,1.81415,976.259168261,115.932,114.582,1675.92367069,172.811220827,789,0.995458,24.2767236046,24.2892,959.224802732,-24.5348,0.665455810035,340.693600032,3370.91615314,169.647025746
790,586.023774845,24.3976738873,21.7118719966,24.39,1.86661,1381.8389769,115.999,114.62,2053.10743419,159.604404139,790,0.995699,24.3905616131,24.3996,1622.78483552,-24.6303,0.658370722843,583.44851782,3575.38601533,98.9714562976
791,808.122325226,24.3286438637,-2.1054624869,24.32,1.87791,1039.45271376,116.06,114.681,2329.64075216,194.471386631,791,0.995554,24.3224470126,24.3297,2453.4879824,-24.5637,0.662898176637,983.360378008,3534.47730312,148.298997983
792,577.597655826,24.3831248514,25.0603146878,24.3762,1.87383,650.320495741,116.146,114.74,3023.86466963,222.979676167,792,0.995925,24.3776540299,24.3874,1192.92551677,-24.6182,0.663493462171,526.643340434,3704.59122984,1793.0446019
793,694.76207455,24.3874542154,252.500578693,24.3826,1.6955,1012.51393815,116.203,114.757,3164.79059249,226.072989339,793,0.995736,24.3831762903,24.3912,1183.17552569,-24.6236,0.647418989907,381.34539591,4008.66073283,1061.13453673
794,782.673582443,24.4449911406,782.673582443,24.4374,1.86301,1100.61522056,116.31,114.817,2422.77665933,189.018430566,794,0.995773,24.4412503835,24.4449,782.673582443,-24.6786,0.654357786524,0.0,3801.98216217,693.404607021
795,1324.58484599,24.4144993948,234.044055516,24.408,1.62042,906.389824651,116.367,114.878,1428.75777694,204.223126102,795,0.995082,24.4102296699,24.4157,3210.86413831,-24.6546,0.636704926161,1129.159541,3658.97454882,209.427962885
796,1002.21871603,24.4094899205,756.550705023,24.4058,1.93981,1090.60540436,116.421,114.936,1618.27797163,202.248837431,796,0.995988,24.4066448823,24.4119,1247.88672703,-24.6411,0.661508678272,245.668011005,4096.90024008,197.113439711
797,645.931699555,24.4188723345,346.582245519,24.4125,1.84335,1490.89216467,116.501,114.977,1469.92574067,119.275050086,797,0.9949,24.4150480347,24.4206,944.212332788,-24.6498,0.658008035958,256.47926625,3794.6398735,94.7529051186
798,379.416038096,24.464302972,-4.68572134965,24.4579,1.62718,1025.83185801,116.534,115.05,1659.10545878,168.412334826,798,0.995739,24.4608925735,24.4642,731.013987519,-24.6889,0.636200732177,268.364321194,3839.02714455,78.050765539
799,610.21373335,24.3989787545,244.484021434,24.3926,2.00053,1247.17176424,116.607,115.139,2380.22475566,208.576833072,799,0.995911,24.3957653734,24.4001,844.309133268,-24.6277,0.664661358423,261.971035635,3792.9850694,417.750387996
800,749.569721394,24.3806302442,342.494189074,24.376,1.79601,612.614913121,116.652,115.206,1063.65388741,202.955805086,800,0.994773,24.3757782112,24.3854,1689.93403338,-24.6145,0.646213312985,554.807516482,2772.34053488,291.43483475
801,561.268243714,24.4334463435,236.213330579,24.4275,2.00513,603.460473422,116.684,115.282,1410.99287219,210.708548856,801,0.99613,24.429755896,24.4331,1196.68183472,-24.6619,0.670394985646,356.71919142,2880.82692516,182.25092531
802,530.682593118,24.4226525815,43.584234402,24.4162,1.84229,621.007954358,116.785,115.359,3026.49633287,207.574788275,802,0.995456,24.4186905171,24.4253,1047.76878783,-24.6578,0.649777081144,379.996598125,3437.28580363,1105.24409505
803,440.758342716,24.4129450027,29.1571714173,24.409,1.89466,1027.58087887,116.849,115.438,2580.18818238,192.410309488,803,0.994743,24.4092874354,24.4191,992.103926225,-24.653,0.6616342388,345.943454001,3421.40675858,209.88557499
804,441.412981993,24.4357842126,-3.08806543588,24.428,1.7409,937.703992325,116.921,115.505,2427.99575049,223.636462029,804,0.994286,24.4316277171,24.4368,1224.99247118,-24.68,0.649773233496,378.902919982,3656.75404455,667.321367004
805,795.750705466,24.475067723,3.43633987703,24.4714,2.11097,1022.0854158,116.993,115.579,1795.96466492,160.730065678,805,0.994266,24.4713837133,24.4815,1592.11802791,-24.7297,0.677298898304,648.582914934,3215.18377804,47.2037486692
806,331.092546211,24.4882094289,16.0102637604,24.4803,1.75739,281.747558787,117.046,115.643,2835.08753085,186.447392372,806,0.994008,24.4831353738,24.4903,574.25953359,-24.7245,0.650389768633,185.784946904,3365.25478659,2199.96091373
807,1240.13421047,24.4835989199,435.835919716,24.4771,1.79719,756.950540359,117.134,115.709,2454.40269599,182.104305973,807,0.994515,24.4794657515,24.4853,2284.29008217,-24.7244,0.659406593916,773.453054827,3122.00647414,547.455649174
808,785.760051919,24.4727147211,83.1952328588,24.4656,2.1984,1009.00798386,117.173,115.795,1854.93853952,205.142690197,808,0.995576,24.468987868,24.4736,1488.32487098,-24.7213,0.693425726015,702.56481906,3539.62095303,771.503413283
809,848.075054299,24.6468517611,269.823901557,24.6408,1.92225,800.544716964,117.234,115.855,1258.09940579,185.390159572,809,0.995636,24.643203632,24.6495,1834.24401484,-24.8923,0.651645089545,700.785405168,3380.36871203,62.056156183
810,807.229921828,24.5385612475,179.403538249,24.5334,1.80032,490.413015621,117.304,115.935,761.804806691,147.875460908,810,0.994714,24.5347846143,24.5418,1844.53070595,-24.7854,0.659024524477,592.719972589,2097.44025702,45.0264028144
811,382.280000129,24.5885065193,93.3628852388,24.5826,1.89869,270.602917665,117.394,116.026,483.597690687,148.293001094,811,0.994899,24.5841936811,24.5943,711.806838525,-24.8297,0.680347524891,270.320286385,1457.69406784,62.0388489817
812,629.490132119,24.4952726125,208.407210745,24.4881,2.05322,802.012990857,117.451,116.092,1670.50436579,179.342144578,812,0.994709,24.490156499,24.498,1170.34183169,-24.7478,0.688340645789,379.60117134,3159.53485236,624.114724309
813,512.399476965,24.5920744788,430.26816758,24.5829,1.92939,918.153756332,117.511,116.185,1477.79258584,189.814026316,813,0.994698,24.5864000283,24.594,698.414214793,-24.8422,0.663789092702,98.5603450591,3478.45989423,218.310698441
814,454.192838916,24.5737139354,183.865615198,24.5654,1.71261,733.576844286,117.541,116.226,1463.29468083,196.446401589,814,0.994096,24.5678016681,24.577,847.887824273,-24.8044,0.657046490814,261.460885125,2943.52699166,218.108806244
815,793.023914102,24.6939792928,568.728893035,24.6854,1.84954,862.905120015,117.545,116.301,1693.89166973,198.343951838,815,0.994987,24.6872956912,24.6967,1255.21388323,-24.9296,0.658496301121,274.569128602,3310.63569516,642.794958175
816,423.444448762,24.6389623792,126.414982358,24.6315,1.88919,1019.40137376,117.622,116.377,1449.92933347,162.731399717,816,0.993908,24.6334925077,24.642,847.524888702,-24.8904,0.663588809731,265.812239334,2951.11600725,131.470447586
817,408.501763626,24.6269690088,8.61252694436,24.6172,1.7772,862.539910304,117.645,116.45,1958.06923517,182.807090886,817,0.995442,24.6195671972,24.6297,1054.23445656,-24.8818,0.660885736871,408.680292797,3319.81910128,469.299094144
818,586.184828119,24.7186108936,33.8856762668,24.708,1.9691,1187.16930221,117.727,116.51,1995.89746568,173.463216545,818,0.994003,24.7101878287,24.7232,1102.09651996,-24.9674,0.670681411182,380.475628084,3274.09162328,189.565276249
819,486.984468802,24.7241918532,74.9661977859,24.7154,2.06012,851.363312039,117.801,116.564,1566.35133194,201.833155698,819,0.995224,24.7175643484,24.7276,1102.84723972,-24.9773,0.675683800008,349.212403249,3480.7683452,639.854344154
820,366.531134876,24.7289832151,39.4639130391,24.7201,2.02213,931.613638185,117.881,116.636,2526.74345678,198.189911807,820,0.995407,24.7217792803,24.7329,616.380740868,-24.9824,0.673777771292,227.113426983,3360.05957351,228.121000642
821,1664.99086704,24.7030740194,692.231643642,24.6948,1.81415,424.542137175,117.947,116.694,3012.16030981,202.750887965,821,0.994809,24.6944734983,24.7091,2637.75009044,-24.9562,0.66551759643,972.759223398,3349.42653968,1727.51615449
