AveragePolicySurr,Iteration,MinEsReturn,MaxReturn,AverageAbsQYDiff,AverageAbsY,AverageY,AverageReturn,Epoch,StdEsReturn,QFunRegParamNorm,AverageAbsQ,AverageAction,PolicyRegParamNorm,AverageQ,AverageEsReturn,AverageDiscountedReturn,StdReturn,MinReturn,MaxEsReturn,AverageQLoss
-71.2036,127,674.325909634,1201.23455867,1.09601737157,70.2975945776,70.2973645204,937.93489552,127,0.0,47.934,70.2912,0.882635,43.6721,70.2912,674.325909634,74.0524825942,462.706091181,-431.841475595,674.325909634,6.75815
-71.7812,128,720.256504708,1132.78174251,1.06909964372,70.9097738446,70.9091898521,1027.47109992,128,0.0,48.1055,70.9004,0.885969,43.7887,70.9004,720.256504708,80.822642762,61.7222087365,941.031534298,720.256504708,6.92758
-72.2425,129,715.396967759,1139.43662408,1.06899636272,71.405883119,71.4056825181,1013.56165226,129,0.0,48.2778,71.4007,0.89576,44.0092,71.4007,715.396967759,85.9483685888,63.6309209705,881.597511764,715.396967759,6.22841
-72.7281,130,621.16280247,1113.47921062,1.03700813009,71.88864101,71.8884654692,912.893508071,130,0.0,48.4385,71.8826,0.871477,44.1129,71.8826,621.16280247,78.5489272697,477.687484501,-516.645737332,621.16280247,5.38401
-73.1351,131,713.471473758,1091.50513786,1.13972447938,72.2564153723,72.2559135808,984.812605974,131,0.0,48.5948,72.2482,0.90343,44.2727,72.2482,713.471473758,81.0782506479,50.5210336085,912.751602569,713.471473758,7.47407
-73.6463,132,-327.041401324,1064.02372204,1.13643808785,72.7264456057,72.7259538927,831.748323599,132,0.0,48.8109,72.7152,0.909583,44.4065,72.7152,-327.041401324,73.3966548437,452.998249222,-520.851644189,-327.041401324,8.28599
-74.2556,133,691.677405902,1005.13529961,1.09316274493,73.3482747303,73.348072718,756.151095124,133,0.0,48.9822,73.3418,0.917521,44.5762,73.3418,691.677405902,70.1546087422,385.781926082,-386.703631541,691.677405902,6.53709
-74.8302,134,734.586917199,1038.82177101,1.12995287165,73.9255158933,73.9251926148,755.00705633,134,0.0,49.1505,73.9178,0.899016,44.7494,73.9178,734.586917199,86.7263322917,431.547407096,-168.73319711,734.586917199,7.67074
-75.2038,135,787.642715552,913.876029701,1.05655505758,74.3681379491,74.3678540981,687.216264987,135,0.0,49.323,74.3604,0.88699,44.9025,74.3604,787.642715552,59.2142889876,380.514498014,-437.918268353,787.642715552,5.66308
-75.7327,136,698.004368911,1016.90250854,1.14370542022,74.8791443278,74.8787348412,815.820732453,136,0.0,49.5435,74.8722,0.886474,45.0494,74.8722,698.004368911,65.3162687842,350.985653147,-229.798553273,698.004368911,8.19115
-76.1838,137,715.935762573,1111.66336416,1.09145995674,75.3286683731,75.3283375015,1025.01313644,137,0.0,49.7584,75.3215,0.883291,45.1477,75.3215,715.935762573,66.5741842288,63.5417976125,865.886028672,715.935762573,6.65281
-76.7198,138,775.386889877,1126.90960445,1.08599965017,75.8582424336,75.8578991403,944.433419768,138,0.0,49.8961,75.8503,0.899403,45.2961,75.8503,775.386889877,66.2420781004,291.783203932,86.3871610579,775.386889877,6.95382
-77.2997,139,695.80331981,1094.515863,1.13328824136,76.391415008,76.3910126287,1025.51582251,139,0.0,50.0878,76.3847,0.884356,45.411,76.3847,695.80331981,83.3677519678,54.1544682581,939.413752367,695.80331981,7.74455
-77.6877,140,724.223315157,1077.53784777,1.15021560174,76.8173248876,76.8167109314,886.944083023,140,0.0,50.2547,76.8098,0.884991,45.6211,76.8098,724.223315157,68.5959276188,349.104705196,-153.689434575,724.223315157,9.40507
-78.2669,141,740.134560123,1156.73584314,1.07824616082,77.3989727626,77.3984793996,977.265101986,141,0.0,50.422,77.392,0.883575,45.755,77.392,740.134560123,84.263459365,289.248960509,234.332145043,740.134560123,6.5623
-78.67,142,816.147167715,1059.15280097,1.1078878838,77.8060673126,77.8056040973,985.854478102,142,0.0,50.61,77.7996,0.87667,45.8651,77.7996,816.147167715,82.4863267937,59.7459435678,856.581140913,816.147167715,6.51715
-79.2408,143,789.563169047,1220.93467632,1.09766552557,78.3636591949,78.3630950923,1094.73913599,143,0.0,50.7943,78.3548,0.877746,46.0307,78.3548,789.563169047,91.2987586938,66.7213793389,1012.18539916,789.563169047,6.77598
-79.7283,144,780.818953012,1206.20268747,1.14570926203,78.8470229563,78.8468189855,1064.01109062,144,0.0,50.952,78.8398,0.873726,46.1484,78.8398,780.818953012,87.9310616625,158.005856605,655.165984399,780.818953012,7.61318
-80.2466,145,882.464675126,1154.63905686,1.13654454445,79.3445334555,79.3441295186,943.109794613,145,0.0,51.0969,79.3353,0.878117,46.261,79.3353,882.464675126,84.611254846,320.53016269,9.18097192699,882.464675126,8.23009
-80.7585,146,815.099669932,1180.69671411,1.07260389299,79.8733502177,79.8730701604,1078.49302701,146,0.0,51.2804,79.8674,0.895127,46.3807,79.8674,815.099669932,87.0619114214,66.0799079643,971.930947381,815.099669932,6.17428
-81.3199,147,737.890802901,1056.15573349,1.11809572821,80.407370519,80.4069276751,894.400238316,147,0.0,51.4076,80.3985,0.900551,46.5329,80.3985,737.890802901,89.2959490592,209.027792685,465.825619539,737.890802901,6.86461
-81.8003,148,813.300372007,1009.05607735,1.1508136919,80.8704674383,80.8701267924,560.362872072,148,0.0,51.6125,80.8635,0.896693,46.6508,80.8635,813.300372007,76.7777547307,505.374422401,-342.896672959,813.300372007,7.88439
-82.2969,149,678.993986929,1040.55892618,1.24199913186,81.3441339773,81.343627814,894.641842993,149,0.0,51.7943,81.3359,0.875756,46.7859,81.3359,678.993986929,90.425205622,91.9444410923,754.275584992,678.993986929,11.3552
-82.8595,150,631.647314835,1095.43191696,1.14168900903,81.8832664727,81.882971454,821.81043403,150,0.0,51.9149,81.8767,0.907832,46.9289,81.8767,631.647314835,81.9760462083,311.586440847,93.3246037051,631.647314835,7.88243
-83.3385,151,738.980038689,1097.00236883,1.14763132726,82.4452607224,82.4447177074,1021.18956829,151,0.0,52.0695,82.4372,0.885724,47.1021,82.4372,738.980038689,89.7703631966,68.1974683458,831.774893152,738.980038689,8.44837
-83.8053,152,695.680945881,1038.24156875,1.16071301743,82.8923709551,82.8921362365,798.477696755,152,0.0,52.2217,82.8818,0.895775,47.2195,82.8818,695.680945881,63.6539240721,376.724613895,-25.199361157,695.680945881,8.57861
-84.1529,153,754.450985812,1173.96380391,1.2050068887,83.2756128898,83.2752244295,954.735639283,153,0.0,52.4127,83.2713,0.910696,47.3445,83.2713,754.450985812,76.462966207,454.866301576,-401.091337898,754.450985812,10.9941
-84.6442,154,604.031481441,1068.36518333,1.06596180166,83.7740899578,83.7738533984,1016.66952989,154,0.0,52.5299,83.7669,0.889765,47.4442,83.7669,604.031481441,87.7533566871,31.6336225432,972.90845338,604.031481441,5.93988
-85.0838,155,772.912170881,1189.06677544,1.08989543506,84.2284736035,84.2280987362,1134.12884726,155,0.0,52.6714,84.2223,0.903847,47.5705,84.2223,772.912170881,95.7386120412,43.9756084859,1042.95955586,772.912170881,7.0477
-85.5219,156,827.674338397,1073.23157463,1.20665648836,84.6290752536,84.6287764509,669.262051266,156,0.0,52.8302,84.625,0.913713,47.6943,84.625,827.674338397,58.3942096653,644.949652648,-631.955635159,827.674338397,10.7876
-85.8148,157,821.522140902,1083.72827312,1.23668336233,84.962714484,84.9620974778,1060.51472761,157,0.0,53.0215,84.9502,0.89943,47.8129,84.9502,821.522140902,91.9645959116,15.6751751618,1038.86854618,821.522140902,11.5112
-86.3036,158,656.337198062,1020.31095206,1.14249635212,85.4267120543,85.4263799167,953.705192195,158,0.0,53.1563,85.4173,0.898797,47.95,85.4173,656.337198062,87.5978678093,52.784500147,857.020235102,656.337198062,8.19277
-86.6885,159,766.544052088,1073.28679386,1.1517196615,85.804689496,85.804440406,879.647148979,159,0.0,53.2982,85.7998,0.913787,48.0429,85.7998,766.544052088,88.0946626609,238.022150964,182.275960074,766.544052088,9.06007
-87.1101,160,752.305789089,1021.38613003,1.15415746331,86.2406881842,86.2403755168,960.609405451,160,0.0,53.4281,86.2318,0.900449,48.1519,86.2318,752.305789089,83.820443209,40.4812054638,894.66229786,752.305789089,9.29064
-87.4427,161,670.595094331,1155.32681241,1.16426305789,86.6102294207,86.6099093536,1123.83019301,161,0.0,53.5847,86.6019,0.890843,48.2649,86.6019,670.595094331,95.636892979,21.3548878995,1084.81315574,670.595094331,9.09671
-87.6423,162,325.503671153,1174.87259617,1.15455087681,86.7841095693,86.7837209311,1031.02842055,162,0.0,53.7095,86.779,0.887861,48.4068,86.779,325.503671153,99.0249497404,167.881485839,691.289169939,325.503671153,8.96255
-88.0602,163,810.523962693,1079.94417326,1.28582901252,87.1903842172,87.1899192413,971.949362238,163,0.0,53.945,87.1804,0.899319,48.5271,87.1804,810.523962693,86.3822439178,64.5278604428,873.756711931,810.523962693,12.897
-88.5016,164,766.243750773,1039.82241132,1.13326419451,87.6206638259,87.6203338245,974.425145018,164,0.0,54.1039,87.6123,0.89842,48.6531,87.6123,766.243750773,90.211343138,40.1576276724,911.275508004,766.243750773,8.23399
-88.8588,165,742.407727115,891.007119981,1.21100648358,87.9427817849,87.9422858149,680.337743213,165,0.0,54.2494,87.9366,0.910399,48.7173,87.9366,742.407727115,65.9468545515,309.219144723,61.4337989759,742.407727115,11.0668
-89.3227,166,748.745032859,1155.85999053,1.19267904874,88.4463006652,88.4458438735,1032.40412897,166,0.0,54.4227,88.4383,0.911167,48.8931,88.4383,748.745032859,78.0395623662,67.6511254677,905.45189548,748.745032859,9.96251
-89.6423,167,792.804506926,1151.20940914,1.22315227498,88.7434696429,88.7432021366,1063.03947719,167,0.0,54.5604,88.7337,0.893446,48.9887,88.7337,792.804506926,96.065234419,44.3488881635,992.429540155,792.804506926,10.79
-90.0808,168,784.594384207,1172.96604747,1.23820122792,89.1824509231,89.1819164384,1095.75143532,168,0.0,54.7127,89.1729,0.917631,49.1327,89.1729,784.594384207,94.2013230471,60.753089905,990.243704914,784.594384207,12.1888
-90.5226,169,786.345420892,1078.84977427,1.1975098393,89.6377080803,89.6374840928,826.520739191,169,0.0,54.8842,89.6321,0.915286,49.2543,89.6321,786.345420892,85.4168993328,188.99964442,530.150054625,786.345420892,9.39401
-90.8653,170,792.299218109,1030.48264379,1.22207997053,89.9817463685,89.98131904,815.34545147,170,0.0,55.1094,89.9734,0.904469,49.3486,89.9734,792.299218109,84.1862876391,214.019686051,387.411792739,792.299218109,11.3983
-91.1987,171,802.491336119,1109.90812136,1.20061177312,90.3502266445,90.3498579009,1029.38189574,171,0.0,55.2295,90.3392,0.884095,49.4659,90.3392,802.491336119,82.4219094086,49.6928546544,932.026391432,802.491336119,10.5335
-91.6571,172,749.712527915,1250.73445821,1.15084900573,90.7497318224,90.7493930194,1064.34315829,172,0.0,55.3471,90.7471,0.902427,49.6095,90.7471,749.712527915,103.8028153,200.828940917,567.009480247,749.712527915,8.97869
-92.0274,173,828.023006422,1226.13696783,1.17849058116,91.1638934405,91.1634366859,1130.24333436,173,0.0,55.529,91.1549,0.890446,49.7213,91.1549,828.023006422,104.177872476,47.7657772626,1063.9244866,828.023006422,9.9073
-92.4083,174,769.794025309,1156.96943176,1.16917742974,91.5295824729,91.5290971113,1100.2016344,174,0.0,55.708,91.5228,0.90049,49.899,91.5228,769.794025309,100.244273948,37.7158384797,1041.16652997,769.794025309,8.96222
-92.755,175,798.349382216,1024.29662124,1.26902580748,91.8874388885,91.8870543887,989.526633099,175,0.0,55.8884,91.8787,0.887818,49.9826,91.8787,798.349382216,91.9770384126,22.3853137426,951.426557554,798.349382216,11.3545
-93.0927,176,799.535562792,1110.84215469,1.18663508572,92.1980416992,92.1976243368,978.565015509,176,0.0,56.0348,92.1901,0.907508,50.1035,92.1901,799.535562792,87.5826581224,229.337109412,300.466089671,799.535562792,9.41309
-93.4058,177,750.56068605,1151.27439787,1.22235853737,92.5310507193,92.5305444315,1108.46849653,177,0.0,56.2246,92.5208,0.891502,50.2435,92.5208,750.56068605,104.654813296,28.7234808408,1066.0744341,750.56068605,11.9136
-93.8677,178,866.405066096,1099.08786328,1.20610254195,92.9410216414,92.9406690171,1022.76391132,178,0.0,56.3646,92.9343,0.890387,50.3684,92.9343,866.405066096,94.1495460787,54.7641042577,905.656340579,866.405066096,10.9209
-94.3701,179,846.581056692,1186.17105889,1.18590706613,93.4625556845,93.4620523613,873.203849866,179,0.0,56.5453,93.4546,0.87035,50.4729,93.4546,846.581056692,87.7468334446,549.329348861,-450.609150607,846.581056692,9.567
-94.6475,180,733.241031876,1250.7552753,1.16566259025,93.7404776382,93.7402926242,1100.03383055,180,0.0,56.6498,93.7339,0.857316,50.6184,93.7339,733.241031876,106.692152848,149.672024815,681.471831505,733.241031876,9.24372
-95.0275,181,797.614417913,1136.21134192,1.1756622819,94.1273043986,94.1270609386,1064.99251771,181,0.0,56.7774,94.1195,0.890526,50.6826,94.1195,797.614417913,92.5278469703,67.578049074,941.89885076,797.614417913,9.52195
-95.3993,182,803.167237925,1128.02569742,1.15302873752,94.5299497901,94.529622092,1061.36535492,182,0.0,56.899,94.5218,0.879273,50.8182,94.5218,803.167237925,91.8785551782,30.8974039903,1010.74781403,803.167237925,9.29426
-95.8358,183,810.134204946,1296.43407384,1.18893763607,94.9457163022,94.9452687297,1208.95155843,183,0.0,57.0964,94.9401,0.870766,50.8844,94.9401,810.134204946,111.836061458,52.8564777343,1142.11200166,810.134204946,10.023
-96.2499,184,737.214464748,984.349996518,1.23492623544,95.3472075826,95.3468328698,430.83801971,184,0.0,57.2635,95.3406,0.882626,50.9923,95.3406,737.214464748,66.9851804059,381.597165808,-23.3758164349,737.214464748,12.4494
-96.5657,185,809.149789995,1220.88690271,1.19864398309,95.6878679565,95.6874124486,1151.1975837,185,0.0,57.4565,95.6784,0.89582,51.0895,95.6784,809.149789995,107.019930344,54.50881131,1055.91704536,809.149789995,11.0066
-96.8409,186,728.796528572,1072.97614099,1.21893739408,95.9880202006,95.987504317,967.792632072,186,0.0,57.6777,95.9811,0.888284,51.2112,95.9811,728.796528572,84.2413489436,57.8948352383,900.922680658,728.796528572,12.0595
-97.1132,187,860.905275789,1286.59065856,1.15801858581,96.2287423281,96.2284319643,1209.09179401,187,0.0,57.8593,96.2235,0.873245,51.3623,96.2235,860.905275789,102.936428925,50.7937392948,1121.23555133,860.905275789,10.3446
-97.5057,188,874.646935933,1114.34108445,1.20527706167,96.658163115,96.657878438,1052.45124074,188,0.0,58.0006,96.6484,0.878601,51.4124,96.6484,874.646935933,97.2779561973,37.6478857704,999.828345343,874.646935933,10.3669
-97.9861,189,825.796934129,1157.6168549,1.21640687719,97.0934721556,97.0931885427,996.678050753,189,0.0,58.1295,97.0879,0.91978,51.5033,97.0879,825.796934129,86.1129092323,347.2196867,-37.1123057639,825.796934129,10.9096
-98.1707,190,817.159547231,920.940301629,1.3106585028,97.2791864476,97.2787103417,638.029697169,190,0.0,58.2727,97.2691,0.911692,51.6098,97.2691,817.159547231,76.4038416929,460.638576107,-345.586579289,817.159547231,15.4502
-98.6823,191,754.811804105,1014.14537341,1.18775491575,97.7830166526,97.7827452991,862.472920877,191,0.0,58.4231,97.7764,0.906304,51.7726,97.7764,754.811804105,91.3805808105,125.527060805,562.005304078,754.811804105,11.0394
-98.9131,192,775.641589609,918.292607184,1.28094754464,98.0151514468,98.0145052808,699.645260325,192,0.0,58.6413,98.0084,0.905742,51.8647,98.0084,775.641589609,74.2734353598,303.572530448,-138.451302571,775.641589609,15.1313
-99.2827,193,718.16315856,1236.67377141,1.15737361146,98.4475223481,98.4470840319,1058.41048691,193,0.0,58.7731,98.4383,0.887028,51.9682,98.4383,718.16315856,97.2427328689,199.406829201,483.804770494,718.16315856,9.16409
-99.5759,194,736.320757211,1038.60897486,1.26820745089,98.7220960897,98.7213949242,864.061436583,194,0.0,58.9462,98.7161,0.904919,52.0842,98.7161,736.320757211,94.3133262863,274.396857152,53.5257825956,736.320757211,13.155
-99.7393,195,727.904904467,1269.27893511,1.22959188149,98.9081487863,98.9078814998,1199.72032118,195,0.0,59.0676,98.8983,0.891956,52.1599,98.8983,727.904904467,99.1785607777,45.9031156587,1124.85909308,727.904904467,12.262
-100.143,196,726.902597906,1073.45458517,1.22290005269,99.2781923344,99.2777473926,1020.47193246,196,0.0,59.2488,99.2753,0.897693,52.2873,99.2753,726.902597906,88.6642105773,44.2918045283,916.769528798,726.902597906,12.4162
-100.364,197,748.730547799,1069.74564451,1.3068411203,99.4847001027,99.4840642137,986.332178055,197,0.0,59.4309,99.4777,0.906606,52.3919,99.4777,748.730547799,85.8457553932,58.9052256112,858.695578313,748.730547799,15.4094
-100.765,198,751.381119028,1078.20943279,1.17026883165,99.8945470439,99.8941145449,945.012814925,198,0.0,59.5827,99.8865,0.894987,52.4503,99.8865,751.381119028,83.2171724939,94.1092840615,784.11340496,751.381119028,9.89986
-100.934,199,769.1351887,1245.25426869,1.30101140274,100.096870886,100.096432997,1162.79296596,199,0.0,59.71,100.087,0.885641,52.5553,100.087,769.1351887,102.001398158,59.1435309755,1058.46420612,769.1351887,13.5276
-101.186,200,825.642645334,1290.05257974,1.24744792669,100.376892285,100.37631121,1188.51967946,200,0.0,59.8808,100.369,0.881822,52.6866,100.369,825.642645334,94.6436342864,59.3611071702,1113.78266301,825.642645334,11.756
-101.428,201,853.620893732,1171.78478243,1.17335297495,100.568096912,100.567623434,1123.19688096,201,0.0,60.0416,100.561,0.915768,52.7882,100.561,853.620893732,102.535913466,34.4464143646,1052.63705834,853.620893732,10.6583
-101.936,202,844.814403959,1237.88962086,1.17509163611,101.051996171,101.05176141,1121.86801111,202,0.0,60.2148,101.043,0.907214,52.923,101.043,844.814403959,93.6361548063,54.9094797014,1035.28404369,844.814403959,9.76628
-102.255,203,728.008515031,1167.50420995,1.26126430027,101.379266707,101.378828438,1103.9171986,203,0.0,60.3655,101.376,0.868911,52.9663,101.376,728.008515031,90.286652274,44.7633883531,1045.49601291,728.008515031,13.0991
-102.625,204,676.823617463,1142.32177124,1.29060891359,101.710123323,101.709703962,1050.12829021,204,0.0,60.5703,101.703,0.905939,53.049,101.703,676.823617463,90.8955466858,58.9068667907,959.056266789,676.823617463,13.7122
-102.953,205,726.062654267,1294.70659304,1.22136559139,102.027330123,102.027075336,1179.24648304,205,0.0,60.722,102.02,0.893344,53.1703,102.02,726.062654267,101.546370314,54.4807644421,1110.70586518,726.062654267,11.5337
-103.269,206,766.217155977,1180.17358063,1.28606792639,102.364819855,102.364222142,1078.18983668,206,0.0,60.9328,102.357,0.8921,53.247,102.357,766.217155977,91.4753002488,60.8158893831,955.154861931,766.217155977,14.198
-103.639,207,810.007649621,1128.38738489,1.2328267385,102.748670849,102.748260739,965.500223401,207,0.0,61.0778,102.741,0.915269,53.372,102.741,810.007649621,76.4844369054,316.418008382,22.7108684293,810.007649621,11.7606
-103.942,208,801.646638312,1209.49699032,1.19992953002,103.061366432,103.061002896,1136.01682875,208,0.0,61.1695,103.057,0.897635,53.5108,103.057,801.646638312,95.1706716551,52.8422204053,1031.44837791,801.646638312,10.814
-104.257,209,768.242185793,1294.40297379,1.1931921685,103.388869276,103.388588094,1226.41558152,209,0.0,61.3071,103.379,0.880076,53.646,103.379,768.242185793,102.56053775,45.0022319302,1137.75991353,768.242185793,10.0649
-104.741,210,825.974314692,1208.01841983,1.15010512051,103.859395819,103.859192563,1109.05469887,210,0.0,61.4075,103.852,0.904595,53.7213,103.852,825.974314692,85.5441973888,52.1882439088,1020.48386154,825.974314692,9.11679
-104.828,211,768.503766852,1193.0356256,1.30806257763,103.9802254,103.979792238,1121.9562526,211,0.0,61.5567,103.974,0.901394,53.7867,103.974,768.503766852,88.7181084691,39.5559783685,1040.65771742,768.503766852,15.8792
-105.224,212,800.388916922,1315.52985095,1.20846572357,104.384258359,104.383923818,1235.05085965,212,0.0,61.6849,104.376,0.902568,53.8873,104.376,800.388916922,103.558100015,49.3865135601,1140.55235131,800.388916922,11.5879
-105.397,213,745.726268597,1193.96447561,1.28842205393,104.559630558,104.559073932,1149.9467328,213,0.0,61.9323,104.549,0.898535,53.9768,104.549,745.726268597,102.849324809,27.3293042374,1101.52482177,745.726268597,15.4254
-105.686,214,770.552767684,1192.34783989,1.21629971842,104.841351998,104.840867159,987.020481935,214,0.0,62.0909,104.838,0.90296,54.0672,104.838,770.552767684,87.6210249892,439.781159418,-326.179333444,770.552767684,13.0048
-106.122,215,715.440762498,1242.53279139,1.2513779327,105.211462881,105.211140967,1193.57062555,215,0.0,62.2315,105.207,0.901236,54.0989,105.207,715.440762498,99.3440800485,29.2850830022,1145.92143718,715.440762498,13.9171
-106.437,216,652.772180439,1220.92573517,1.22826494796,105.537200349,105.53684224,1152.42067188,216,0.0,62.4126,105.527,0.919388,54.2163,105.527,652.772180439,102.949762128,49.9157298976,1085.65506242,652.772180439,12.3914
-106.69,217,704.10951154,1334.89795487,1.16480777,105.81894015,105.818630637,1245.68266686,217,0.0,62.5479,105.813,0.888778,54.3711,105.813,704.10951154,104.532357103,47.4583540251,1177.87400975,704.10951154,9.94264
-106.887,218,831.349664011,1294.90686991,1.2576248571,106.049577117,106.049249139,1099.27957243,218,0.0,62.7049,106.043,0.896475,54.4523,106.043,831.349664011,94.2141661182,391.963451407,-68.7391855069,831.349664011,13.2274
-107.057,219,792.870314012,1301.79820871,1.31027834396,106.197732873,106.197579587,1240.35893944,219,0.0,62.8521,106.188,0.880997,54.5253,106.188,792.870314012,101.309605518,56.1451522037,1112.59226397,792.870314012,16.0818
-107.239,220,-346.700082341,1258.85456365,1.17708823661,106.405909511,106.405508507,1200.53281075,220,0.0,63.0063,106.397,0.891698,54.6511,106.397,-346.700082341,107.236924952,47.2238672285,1095.54746823,-346.700082341,11.2306
-107.456,221,779.412594666,1146.79337528,1.19202078819,106.620250561,106.62013463,1041.1089552,221,0.0,63.1474,106.618,0.917261,54.7762,106.618,779.412594666,97.2170389891,70.7977959957,928.208347044,779.412594666,12.2657
-107.585,222,864.560954854,1268.81466612,1.25631249651,106.771837317,106.771346737,1189.54182058,222,0.0,63.3011,106.763,0.894971,54.8706,106.763,864.560954854,100.763324243,44.6627283461,1129.72642187,864.560954854,14.7375
-107.768,223,794.657679453,1316.57272809,1.23262352376,106.922729769,106.922168332,1080.42432368,223,0.0,63.4958,106.916,0.872697,54.9449,106.916,794.657679453,96.313942579,499.494378252,-413.364720111,794.657679453,14.2003
-108.134,224,668.872794871,1299.05149758,1.15467419394,107.30122943,107.301013507,1055.0548004,224,0.0,63.5902,107.294,0.892265,55.0776,107.294,668.872794871,86.3841970177,535.910679935,-545.771612658,668.872794871,9.85383
-108.337,225,805.023855533,1073.73761911,1.23558823475,107.507753771,107.507282079,1013.3209491,225,0.0,63.7691,107.502,0.897068,55.1556,107.502,805.023855533,94.1774975764,35.833649927,939.754349805,805.023855533,13.8278
-108.377,226,721.276400038,1243.40761276,1.30083638723,107.515659779,107.515132188,1048.06023278,226,0.0,63.947,107.511,0.903421,55.2859,107.511,721.276400038,99.7319348148,422.040130712,-211.48676152,721.276400038,17.3194
-108.811,227,880.835277593,1082.19907894,1.21989304947,107.935849562,107.935554441,717.31464501,227,0.0,64.0986,107.929,0.921216,55.3623,107.929,880.835277593,63.9373316016,646.236501107,-576.353446249,880.835277593,13.739
-109.016,228,870.912566844,1263.72278185,1.2039806092,108.165195345,108.164986338,1209.33989906,228,0.0,64.17,108.16,0.899645,55.4684,108.16,870.912566844,113.020826796,38.9393705001,1136.79842002,870.912566844,12.0909
-109.397,229,868.141568833,1269.12384846,1.25044141992,108.519819918,108.519410173,848.149519717,229,0.0,64.3675,108.513,0.910968,55.5667,108.513,868.141568833,71.2205431708,698.455976964,-554.932870907,868.141568833,14.9001
-109.586,230,733.679219607,1262.28646742,1.24063405009,108.716869656,108.716507756,1181.40630744,230,0.0,64.5044,108.707,0.891781,55.6039,108.707,733.679219607,107.130133391,43.2091972832,1099.78398863,733.679219607,13.7837
-109.708,231,864.754780524,1271.60129743,1.22464756575,108.840735314,108.840352796,1121.555743,231,0.0,64.5992,108.831,0.890307,55.7483,108.831,864.754780524,83.8055564418,138.452252878,761.276089778,864.754780524,13.5886
-109.917,232,807.150651248,1203.53694325,1.19924845617,109.054318421,109.054101708,1113.96096958,232,0.0,64.7029,109.053,0.909248,55.8326,109.053,807.150651248,99.4148999177,47.5401623982,1055.03274228,807.150651248,12.2861
-110.172,233,747.234553461,1263.98905838,1.20208266896,109.308624772,109.308304437,1193.64905805,233,0.0,64.8196,109.298,0.87132,55.9182,109.298,747.234553461,104.828463916,47.0594424715,1090.62467545,747.234553461,13.6554
-110.338,234,763.145054035,1154.35002906,1.15656164808,109.523231302,109.522800782,1095.05705843,234,0.0,64.9165,109.517,0.912096,56.03,109.517,763.145054035,90.7348388641,40.5390442302,1012.1230012,763.145054035,11.7304
-110.606,235,809.750253697,1134.15760584,1.28286434737,109.759137582,109.758879831,1053.75646928,235,0.0,65.0763,109.754,0.904047,56.126,109.754,809.750253697,93.7887909911,52.4732763432,985.606727157,809.750253697,16.5276
-110.755,236,703.25588995,1233.90820712,1.20304142199,109.941795162,109.941419775,1176.66602209,236,0.0,65.1957,109.934,0.888568,56.2431,109.934,703.25588995,101.615244384,33.0203903167,1119.37917866,703.25588995,12.6948
-111.036,237,747.418275816,1101.58397695,1.22943244622,110.19878453,110.198266338,1020.67921364,237,0.0,65.3334,110.199,0.926844,56.3492,110.199,747.418275816,93.4903593605,62.7199253357,889.342155108,747.418275816,13.6122
-111.088,238,721.427780224,1238.24736705,1.30575068428,110.269222043,110.268927361,1130.15515207,238,0.0,65.5038,110.257,0.907232,56.4723,110.257,721.427780224,108.945336244,57.5072477135,1027.3910768,721.427780224,14.7351
-111.176,239,709.723676212,1027.30999888,1.28580942142,110.343733804,110.343142933,955.510542138,239,0.0,65.627,110.34,0.923121,56.5198,110.34,709.723676212,84.6146134646,51.3852712083,858.894997232,709.723676212,16.0742
-111.271,240,891.867405078,850.251433305,1.35566659916,110.456176221,110.455408256,776.351581181,240,0.0,65.7626,110.445,0.890782,56.5908,110.445,891.867405078,78.9954765582,50.2931136784,699.99601736,891.867405078,18.7218
-111.494,241,785.953375374,763.834687546,1.25213682752,110.64804462,110.647466391,659.538356647,241,0.0,65.8928,110.643,0.920512,56.6999,110.643,785.953375374,69.2226224878,47.2528340918,596.425133192,785.953375374,15.5919
-111.734,242,807.902893208,1178.01410542,1.31795491568,110.881784232,110.881363833,1049.2660714,242,0.0,66.0174,110.872,0.910112,56.8122,110.872,807.902893208,89.0802103808,63.2205476927,949.630874859,807.902893208,16.1991
-111.758,243,713.029151463,1127.7642835,1.27411516698,110.931036102,110.930537672,1062.27288633,243,0.0,66.173,110.926,0.892474,56.9292,110.926,713.029151463,91.6184325249,56.914979297,981.432632892,713.029151463,16.2114
-112.001,244,682.215392594,1167.91862432,1.30040530478,111.125250108,111.12472999,1119.06803825,244,0.0,66.3103,111.116,0.902557,57.0034,111.116,682.215392594,106.858734287,27.1637059741,1082.92579793,682.215392594,16.6014
-112.154,245,837.412376853,1292.374555,1.20527891937,111.307666571,111.307215768,1130.78502614,245,0.0,66.4746,111.302,0.880944,57.0474,111.302,837.412376853,101.251358869,81.9377021248,1060.71804042,837.412376853,12.4643
-112.529,246,803.296603098,1127.95414396,1.21460988441,111.664500328,111.66415053,1053.54976215,246,0.0,66.6029,111.658,0.906754,57.1285,111.658,803.296603098,100.973963721,48.4975516954,971.779244948,803.296603098,13.5842
-112.675,247,761.916218166,973.479367674,1.2313576392,111.791141386,111.790746473,911.031376348,247,0.0,66.6981,111.784,0.931859,57.2554,111.784,761.916218166,82.9838654444,38.1944304601,853.236004524,761.916218166,13.3514
