Iteration,AverageReturn,MaxEsReturn,AverageAbsY,AverageAbsQYDiff,QFunRegParamNorm,AverageQLoss,AveragePolicySurr,AverageEsReturn,MaxReturn,StdReturn,MinEsReturn,PolicyRegParamNorm,Epoch,StdEsReturn,AverageDiscountedReturn,MinReturn,AverageAction,AverageY,AverageQ,AverageAbsQ
403,-598.85335803,-467.179140103,0.0234082079095,0.00032271008163,25.3661,6.90926e-07,0.023407,-467.179140103,-597.370764386,0.694508144501,-467.179140103,27.0672,403,0.0,-58.8440266407,-599.851045394,1.0,-0.0234081245313,-0.0234092,0.0234092
404,-598.98357545,-498.632302651,0.023616184847,0.000319719924451,25.365,6.57735e-07,0.0236148,-498.632302651,-597.89829351,0.661870600463,-498.632302651,27.0672,404,0.0,-58.9694678296,-599.861488196,1.0,-0.0236161247802,-0.0236151,0.0236151
405,-598.981464234,-443.305315841,0.023820658459,0.000310416459954,25.3771,6.63067e-07,0.02382,-443.305315841,-598.272616551,0.415394080118,-443.305315841,27.0672,405,0.0,-58.9792693854,-599.646044964,1.0,-0.0238206556968,-0.0238207,0.0238207
406,-599.162704621,-500.032980334,0.024022977051,0.000318501511065,25.3764,6.92134e-07,0.024022,-500.032980334,-598.208164555,0.497901643224,-500.032980334,27.0672,406,0.0,-59.158872867,-599.728495291,1.0,-0.0240229724313,-0.0240231,0.0240231
407,-599.035164184,-450.506944572,0.0242210726638,0.00031297764942,25.3763,6.08765e-07,0.02422,-450.506944572,-597.693201031,0.688587185496,-450.506944572,27.0672,407,0.0,-59.0354350925,-600.26409796,1.0,-0.0242210717695,-0.0242211,0.0242211
408,-598.9186471,-453.299526585,0.0244006444847,0.000337645554808,25.3771,8.70419e-07,0.0243979,-453.299526585,-597.808006954,0.676592041421,-453.299526585,27.0672,408,0.0,-58.9031982613,-600.243953902,1.0,-0.0244006422821,-0.0243998,0.0243998
409,-599.085941674,-496.951810903,0.024596805387,0.000330132809914,25.3795,6.77608e-07,0.0245905,-496.951810903,-598.151218203,0.711767150398,-496.951810903,27.0672,409,0.0,-59.0829875309,-600.23126881,1.0,-0.0245967315919,-0.0245969,0.0245969
410,-598.716266881,-489.08470134,0.0247933045677,0.000311582942497,25.3757,5.74695e-07,0.0247866,-489.08470134,-597.93355128,0.559982242826,-489.08470134,27.0672,410,0.0,-58.7172351434,-599.587895832,1.0,-0.0247932967227,-0.0247933,0.0247933
411,-599.1698647,-479.443304359,0.0249786322087,0.000327813547823,25.3688,6.44085e-07,0.0249706,-479.443304359,-597.288670307,0.922410723535,-479.443304359,27.0672,411,0.0,-59.1598163093,-600.350452285,1.0,-0.02497863212,-0.0249788,0.0249788
412,-599.304190586,-463.8947303,0.0251580300667,0.000348016367349,25.3719,8.98357e-07,0.0251561,-463.8947303,-598.247903031,0.820175399587,-463.8947303,27.0672,412,0.0,-59.2814995206,-600.770127842,1.0,-0.025157962924,-0.025158,0.025158
413,-598.588004553,-486.108407544,0.0253463942949,0.000342078956553,25.371,8.24161e-07,0.0253456,-486.108407544,-597.512074619,0.567402045606,-486.108407544,27.0672,413,0.0,-58.5895092136,-599.637945241,1.0,-0.0253463431254,-0.0253469,0.0253469
414,-599.20125318,-444.777457778,0.0255276496502,0.000351731942375,25.371,9.29767e-07,0.0255297,-444.777457778,-597.59154473,0.716441014935,-444.777457778,27.0672,414,0.0,-59.1832337734,-600.087552325,1.0,-0.0255276496502,-0.0255269,0.0255269
415,-598.77110915,-471.915176617,0.0257108642617,0.000328660245143,25.3733,8.40802e-07,0.0257125,-471.915176617,-597.74654551,0.542938453281,-471.915176617,27.0672,415,0.0,-58.7724636767,-599.726969788,1.0,-0.0257108433025,-0.0257111,0.0257111
416,-599.03844343,-471.605837334,0.0258873581164,0.000338230102403,25.3704,8.9806e-07,0.0258881,-471.605837334,-597.834770732,0.719974086645,-471.605837334,27.0672,416,0.0,-59.0312292827,-600.0987118,1.0,-0.0258873580277,-0.0258877,0.0258877
417,-599.024793399,-471.855097298,0.0260713096915,0.000339852470654,25.3704,8.15127e-07,0.0260734,-471.855097298,-596.7957348,0.952629614649,-471.855097298,27.0672,417,0.0,-59.0238926929,-600.341172423,1.0,-0.0260712194938,-0.026071,0.026071
418,-598.994123706,-477.745543662,0.0262466467136,0.000330400558992,25.3713,8.14424e-07,0.0262506,-477.745543662,-597.55743199,0.683449137663,-477.745543662,27.0672,418,0.0,-58.989089459,-600.38878702,1.0,-0.0262465472072,-0.026246,0.026246
419,-598.998767199,-470.547864718,0.0264308959102,0.000320453319243,25.368,6.46896e-07,0.0264351,-470.547864718,-597.62259608,0.655032863085,-470.547864718,27.0672,419,0.0,-58.9892415518,-600.148695615,1.0,-0.0264308510481,-0.0264308,0.0264308
420,-598.962856395,-499.986531378,0.0266155500226,0.000312479002434,25.3634,6.86739e-07,0.0266226,-499.986531378,-598.29174623,0.526182848393,-499.986531378,27.0672,420,0.0,-58.9536043988,-599.792384794,1.0,-0.0266155500226,-0.0266157,0.0266157
421,-599.319467376,-467.879028848,0.0267956479439,0.000327145831477,25.3539,8.31286e-07,0.0268071,-467.879028848,-597.843317263,0.717677698963,-467.879028848,27.0672,421,0.0,-59.2894225411,-600.346431059,1.0,-0.0267956210712,-0.0267956,0.0267956
422,-599.506137583,-479.23254987,0.0270123545652,0.000308086593552,25.3367,8.03325e-07,0.0270372,-479.23254987,-598.622179269,0.628713817812,-479.23254987,27.0672,422,0.0,-59.4794100388,-600.333878408,1.0,-0.0270123388267,-0.027012,0.027012
423,-598.888317015,-493.211670233,0.0272725719671,0.000309816581868,25.321,8.24432e-07,0.0272896,-493.211670233,-597.934924781,0.551185703203,-493.211670233,27.0672,423,0.0,-58.8800475578,-599.737322845,1.0,-0.027272570852,-0.0272728,0.0272728
424,-599.07263232,-461.103399078,0.0275299555366,0.00034918989783,25.3141,1.10817e-06,0.0275182,-461.103399078,-598.20543552,0.458530130931,-461.103399078,27.0672,424,0.0,-59.0692064221,-599.552346696,1.0,-0.0275299233485,-0.0275297,0.0275297
425,-599.045520192,-477.960339024,0.0277407428505,0.000358249818463,25.3169,1.08023e-06,0.027691,-477.960339024,-598.313328782,0.515233966366,-477.960339024,27.0672,425,0.0,-59.035209774,-599.70288205,1.0,-0.0277407382308,-0.0277409,0.0277409
426,-598.993829665,-431.43504338,0.0278803624743,0.000350036389856,25.3211,7.93373e-07,0.0278079,-431.43504338,-597.888017382,0.800564803536,-431.43504338,27.0672,426,0.0,-58.9823597423,-600.423984818,1.0,-0.0278803297144,-0.0278795,0.0278795
427,-598.531864361,-453.388807061,0.0280316675861,0.000363875930249,25.3304,7.68095e-07,0.0279984,-453.388807061,-597.749383594,0.634473867293,-453.388807061,27.0672,427,0.0,-58.5387249739,-599.97956583,1.0,-0.0280316670029,-0.0280316,0.0280316
428,-599.173212068,-478.665305688,0.0281914669995,0.000404505627016,25.3528,1.14297e-06,0.0281999,-478.665305688,-597.336193044,0.745691264511,-478.665305688,27.0672,428,0.0,-59.1573362058,-600.167251856,1.0,-0.0281914179968,-0.0281915,0.0281915
429,-599.188560565,-489.041101857,0.0283600646889,0.000426717160557,25.3683,1.12341e-06,0.028388,-489.041101857,-597.958120469,0.550524788113,-489.041101857,27.0672,429,0.0,-59.1985695011,-600.007185338,1.0,-0.0283600630695,-0.02836,0.02836
430,-598.888874847,-459.11823749,0.0285456805741,0.000440618853652,25.3742,1.17815e-06,0.0286267,-459.11823749,-597.95673464,0.630181930811,-459.11823749,27.0672,430,0.0,-58.8903358612,-599.643115127,1.0,-0.0285455848881,-0.0285452,0.0285452
431,-599.685951707,-472.281884609,0.0287831319939,0.000457391498035,25.3865,1.19781e-06,0.0288584,-472.281884609,-598.834126716,0.68533801072,-472.281884609,27.0672,431,0.0,-59.666191329,-601.260649545,1.0,-0.0287831047515,-0.0287834,0.0287834
432,-599.070088469,-477.911391114,0.0289926806961,0.000460888244181,25.4119,1.19758e-06,0.029053,-477.911391114,-598.129420833,0.681474751216,-477.911391114,27.0672,432,0.0,-59.0708489282,-600.218511153,1.0,-0.0289926565916,-0.0289915,0.0289915
433,-598.710329166,-431.191113193,0.0292190074982,0.000467266900603,25.4303,1.08195e-06,0.0293098,-431.191113193,-597.912946839,0.532813593956,-431.191113193,27.0672,433,0.0,-58.7078931055,-599.822694175,1.0,-0.0292190074982,-0.0292189,0.0292189
434,-598.849596888,-402.783765264,0.0294750377022,0.000483013647239,25.4487,1.1344e-06,0.0295623,-402.783765264,-597.426275969,0.808649184857,-402.783765264,27.0672,434,0.0,-58.830422602,-599.99555527,1.0,-0.0294749948322,-0.0294747,0.0294747
435,-599.471829466,-471.262508548,0.0296447489328,0.000505664153374,25.4718,1.33007e-06,0.0296777,-471.262508548,-599.083193378,0.332268371144,-471.262508548,27.0672,435,0.0,-59.4367341142,-600.27442743,1.0,-0.0296447485393,-0.0296452,0.0296452
436,-598.977019232,-484.46902178,0.0298322457968,0.000517500613788,25.5006,1.25746e-06,0.0298716,-484.46902178,-597.85125462,0.591306413539,-484.46902178,27.0672,436,0.0,-58.9761620795,-599.904629341,1.0,-0.0298322123991,-0.0298322,0.0298322
437,-599.19024139,-446.674740136,0.0300107919892,0.000522556125213,25.5186,1.30979e-06,0.0300735,-446.674740136,-598.236074616,0.395151837777,-446.674740136,27.0672,437,0.0,-59.1804056075,-599.730677697,1.0,-0.0300107828156,-0.0300114,0.0300114
438,-598.872371186,-467.438681849,0.0302125082055,0.000528269416156,25.5393,1.37978e-06,0.0302845,-467.438681849,-597.720578221,0.626387693607,-467.438681849,27.0672,438,0.0,-58.8785947695,-599.822825282,1.0,-0.0302124550439,-0.0302124,0.0302124
439,-599.424122716,-491.928246878,0.030418959719,0.000533600973757,25.5664,1.3402e-06,0.0304926,-491.928246878,-598.591310799,0.371355494784,-491.928246878,27.0672,439,0.0,-59.4021282543,-600.042258805,1.0,-0.030418959719,-0.0304181,0.0304181
440,-599.192619153,-477.578634026,0.0306235599702,0.000522860507822,25.5905,1.23693e-06,0.0307004,-477.578634026,-598.41211885,0.519181576652,-477.578634026,27.0672,440,0.0,-59.182138813,-600.224916365,1.0,-0.0306235594929,-0.0306227,0.0306227
441,-599.279344373,-486.437440101,0.0308128766707,0.000542203191785,25.6138,1.23376e-06,0.0308925,-486.437440101,-598.36809724,0.644948102813,-486.437440101,27.0672,441,0.0,-59.2479103389,-600.412801318,1.0,-0.0308128210156,-0.0308128,0.0308128
442,-598.762635737,-441.742140307,0.0310170937604,0.000545110814844,25.6352,1.65359e-06,0.0311238,-441.742140307,-597.147694165,0.701612326832,-441.742140307,27.0672,442,0.0,-58.7607812006,-599.520809236,1.0,-0.0310170926453,-0.0310174,0.0310174
443,-599.107134736,-489.959431909,0.0312229285213,0.00058363936026,25.6729,1.80378e-06,0.0313089,-489.959431909,-598.008478536,0.597868838368,-489.959431909,27.0672,443,0.0,-59.093742445,-600.028997647,1.0,-0.0312228637857,-0.0312232,0.0312232
444,-599.076292869,-489.530938269,0.0314127402864,0.000547849051381,25.6973,1.54082e-06,0.031465,-489.530938269,-598.433978456,0.510651062356,-489.530938269,27.0672,444,0.0,-59.0751860873,-600.156366591,1.0,-0.0314126650451,-0.0314117,0.0314117
445,-599.540888614,-406.516897965,0.0315580550122,0.000547378690414,25.7227,1.4968e-06,0.0316155,-406.516897965,-598.516815251,0.583252168833,-406.516897965,27.0672,445,0.0,-59.5078089933,-600.243501388,1.0,-0.0315580539517,-0.0315585,0.0315585
446,-598.94525948,-479.46788088,0.0317441554471,0.000547407032631,25.7477,1.37815e-06,0.0318288,-479.46788088,-597.579579035,0.685022337141,-479.46788088,27.0672,446,0.0,-58.9347389109,-600.280129956,1.0,-0.0317441497224,-0.031744,0.031744
447,-598.732164171,-465.67366925,0.0319478550153,0.000578751178151,25.7839,1.79888e-06,0.0320498,-465.67366925,-597.546814994,0.834636208181,-465.67366925,27.0672,447,0.0,-58.7306532078,-599.879801663,1.0,-0.0319478546218,-0.0319483,0.0319483
448,-599.191880395,-470.466295899,0.0321453784171,0.00054360777442,25.8055,1.27419e-06,0.0321996,-470.466295899,-597.880144864,0.735833846263,-470.466295899,27.0672,448,0.0,-59.185424301,-600.418868196,1.0,-0.0321453762928,-0.0321451,0.0321451
449,-599.525639778,-470.554963493,0.0323084209654,0.000555466174121,25.8311,1.38124e-06,0.0323837,-470.554963493,-598.705408839,0.513605159472,-470.554963493,27.0672,449,0.0,-59.5033603329,-600.441063141,1.0,-0.0323083896955,-0.0323079,0.0323079
450,-599.080106948,-428.620580484,0.0324628776901,0.000581379318705,25.8528,1.66756e-06,0.0325333,-428.620580484,-598.18974373,0.548667046272,-428.620580484,27.0672,450,0.0,-59.084281207,-599.996843374,1.0,-0.0324628019425,-0.0324634,0.0324634
451,-599.315202245,-501.012519752,0.0326290359992,0.000562467503571,25.8713,1.54107e-06,0.0326834,-501.012519752,-597.795575383,0.675138069224,-501.012519752,27.0672,451,0.0,-59.2835817209,-600.553983922,1.0,-0.0326290218934,-0.0326278,0.0326278
452,-598.919112472,-428.539168569,0.0327695980628,0.000576647025614,25.8939,1.63217e-06,0.0328361,-428.539168569,-597.527084698,0.753199631701,-428.539168569,27.0672,452,0.0,-58.9165639119,-600.123020358,1.0,-0.0327695356494,-0.03277,0.03277
453,-599.254819623,-463.634940359,0.0329220375399,0.000576159210281,25.9129,1.73922e-06,0.0329971,-463.634940359,-598.745403636,0.453374551341,-463.634940359,27.0672,453,0.0,-59.2444748562,-600.281356478,1.0,-0.032921940411,-0.0329226,0.0329226
454,-599.222148258,-481.100159968,0.0330865113779,0.000574291409974,25.9409,1.75865e-06,0.0331563,-481.100159968,-597.484259859,0.738096084184,-481.100159968,27.0672,454,0.0,-59.208986247,-600.383692451,1.0,-0.0330865104836,-0.0330853,0.0330853
455,-598.974116963,-454.328077359,0.0332680352409,0.000575371061445,25.9565,1.64562e-06,0.0333434,-454.328077359,-598.038896617,0.632911267943,-454.328077359,27.0672,455,0.0,-58.9704706993,-599.742282443,1.0,-0.0332680343465,-0.0332687,0.0332687
456,-598.907393797,-482.260375587,0.0334155757539,0.000574051247384,25.9913,1.69212e-06,0.0334963,-482.260375587,-597.968134136,0.623828278231,-482.260375587,27.0672,456,0.0,-58.9090711097,-599.759326338,1.0,-0.0334155751707,-0.0334147,0.0334147
457,-598.902640947,-474.939945214,0.0335914728898,0.000556897236131,26.0136,1.50068e-06,0.0336508,-474.939945214,-597.087299506,0.75519139625,-474.939945214,27.0672,457,0.0,-58.9057200617,-599.692751985,1.0,-0.0335914693324,-0.0335918,0.0335918
458,-599.201246929,-463.754395661,0.0337337003199,0.000560328625019,26.0444,1.45837e-06,0.0337745,-463.754395661,-598.321662691,0.49630896722,-463.754395661,27.0672,458,0.0,-59.1938106261,-599.931227084,1.0,-0.0337336948727,-0.0337329,0.0337329
459,-598.739859802,-433.45745596,0.033888869333,0.000577585731049,26.0779,1.49875e-06,0.0339634,-433.45745596,-597.792429878,0.465116627512,-433.45745596,27.0672,459,0.0,-58.7425817799,-599.256066639,1.0,-0.033888869333,-0.0338898,0.0338898
460,-598.648388158,-452.04142868,0.0340122315084,0.000600223960092,26.0988,1.87033e-06,0.0340818,-452.04142868,-597.533444205,0.593843786469,-452.04142868,27.0672,460,0.0,-58.6614497655,-599.737444457,1.0,-0.0340122152031,-0.0340118,0.0340118
461,-599.011824878,-464.008214607,0.0341878855157,0.000588550974059,26.1243,1.8862e-06,0.034236,-464.008214607,-598.000832102,0.682873190447,-464.008214607,27.0672,461,0.0,-59.0003413619,-600.421271827,1.0,-0.0341878697905,-0.0341868,0.0341868
462,-599.16100109,-454.896407019,0.034298611161,0.00054271945558,26.1543,1.32133e-06,0.0343284,-454.896407019,-598.515675718,0.472455084792,-454.896407019,27.0672,462,0.0,-59.1530476806,-600.017229213,1.0,-0.0342986105778,-0.0342995,0.0342995
463,-599.251202358,-496.880056408,0.034421377219,0.000570777183531,26.1839,1.84633e-06,0.034482,-496.880056408,-598.404207446,0.581280105897,-496.880056408,27.0672,463,0.0,-59.2284973458,-600.045179684,1.0,-0.0344213723039,-0.0344205,0.0344205
464,-598.856449117,-485.420012294,0.0345767238752,0.000575899144445,26.2098,1.83383e-06,0.0346854,-485.420012294,-597.742194867,0.798054899629,-485.420012294,27.0672,464,0.0,-58.8508782047,-600.105432163,1.0,-0.0345767211407,-0.034577,0.034577
465,-599.004851421,-485.804894114,0.0347233549021,0.000587713176085,26.2312,1.83402e-06,0.0347853,-485.804894114,-598.416645532,0.49722231765,-485.804894114,27.0672,465,0.0,-58.984766448,-600.064548028,1.0,-0.0347233532828,-0.0347241,0.0347241
466,-599.156217351,-446.818271712,0.0348634313998,0.000578164666145,26.2403,1.75218e-06,0.0349116,-446.818271712,-597.515459316,0.71439258895,-446.818271712,27.0672,466,0.0,-59.1529240999,-600.227841165,1.0,-0.0348634305807,-0.0348626,0.0348626
467,-599.190313069,-476.27067616,0.0349844183467,0.00057209135918,26.2647,1.68873e-06,0.0350594,-476.27067616,-597.93433975,0.814984055415,-476.27067616,27.0672,467,0.0,-59.1649001177,-600.603733005,1.0,-0.0349844118961,-0.0349845,0.0349845
468,-599.129366216,-446.168981787,0.0351198762228,0.00055259592354,26.2872,1.51979e-06,0.035175,-446.168981787,-598.463642082,0.423804136825,-446.168981787,27.0672,468,0.0,-59.105216886,-599.82063425,1.0,-0.0351198561548,-0.0351204,0.0351204
469,-599.429017505,-465.547394454,0.0352539068403,0.000593297390777,26.3254,2.12156e-06,0.0353207,-465.547394454,-598.383221265,0.630212903568,-465.547394454,27.0672,469,0.0,-59.4058576048,-600.251819652,1.0,-0.035253869076,-0.035252,0.035252
470,-598.974090634,-480.3140243,0.0353782388826,0.000588026399375,26.3606,1.9436e-06,0.0354707,-480.3140243,-598.354760022,0.667529367342,-480.3140243,27.0672,470,0.0,-58.9594918191,-600.750550352,1.0,-0.0353782280811,-0.0353795,0.0353795
471,-598.634029721,-467.57280626,0.0355465339677,0.000542467878745,26.3932,1.38484e-06,0.0356226,-467.57280626,-597.675237956,0.706109765947,-467.57280626,27.0672,471,0.0,-58.6433802092,-599.919496615,1.0,-0.0355465334904,-0.0355466,0.0355466
472,-599.418730489,-467.449994055,0.0356945572038,0.00056765856293,26.4221,1.62771e-06,0.0357718,-467.449994055,-598.75007238,0.495135859706,-467.449994055,27.0672,472,0.0,-59.4035423544,-600.222934869,1.0,-0.0356945249212,-0.035694,0.035694
473,-599.564555046,-474.868664076,0.0357972392852,0.000597887401358,26.4448,2.00073e-06,0.0358487,-474.868664076,-598.474312896,0.894821481882,-474.868664076,27.0672,473,0.0,-59.5369516542,-601.439543333,1.0,-0.0357971826218,-0.0357973,0.0357973
474,-599.193700489,-455.608670203,0.0359313588453,0.000553837299238,26.4741,1.66726e-06,0.0359998,-455.608670203,-598.061550054,0.692897253469,-455.608670203,27.0672,474,0.0,-59.173545165,-600.423704943,1.0,-0.0359313292112,-0.0359312,0.0359312
475,-599.319469776,-467.135451286,0.0360499316869,0.000585128794317,26.5064,1.90674e-06,0.0361173,-467.135451286,-598.389639316,0.540050492002,-467.135451286,27.0672,475,0.0,-59.3151951944,-600.166277876,1.0,-0.0360499256181,-0.0360503,0.0360503
476,-599.194159392,-489.952172567,0.0361794930776,0.000549971861104,26.5268,1.5251e-06,0.0362747,-489.952172567,-598.473348392,0.592970501749,-489.952172567,27.0672,476,0.0,-59.1943649584,-600.355097223,1.0,-0.0361794341358,-0.0361791,0.0361791
477,-599.25245458,-495.047996751,0.0363311111238,0.000568852977635,26.5565,1.53813e-06,0.0363692,-495.047996751,-598.191868353,0.771365636474,-495.047996751,27.0672,477,0.0,-59.2237698159,-600.87317248,1.0,-0.036331076614,-0.0363308,0.0363308
478,-599.163142178,-491.2187433,0.0364444754675,0.000576728601927,26.5866,1.69658e-06,0.0365205,-491.2187433,-598.355481863,0.634955334959,-491.2187433,27.0672,478,0.0,-59.1372438797,-600.244477098,1.0,-0.0364444743524,-0.0364448,0.0364448
479,-598.737699084,-424.350210647,0.0365658881203,0.000575854887639,26.6151,1.80687e-06,0.0366286,-424.350210647,-598.103988026,0.483653694395,-424.350210647,27.0672,479,0.0,-58.7506468368,-599.625433946,1.0,-0.0365658881203,-0.0365652,0.0365652
480,-598.995916047,-472.699449992,0.0366788142484,0.000569893785066,26.6364,1.70598e-06,0.0367219,-472.699449992,-598.29945715,0.428139796238,-472.699449992,27.0672,480,0.0,-58.9934425157,-599.758534996,1.0,-0.0366788059489,-0.0366794,0.0366794
481,-598.716662517,-466.83942514,0.0367779471224,0.000591276112494,26.6722,1.92508e-06,0.0368767,-466.83942514,-597.728361982,0.591468521392,-466.83942514,27.0672,481,0.0,-58.7048336127,-599.835495685,1.0,-0.0367778459784,-0.0367773,0.0367773
482,-599.164230735,-462.663217985,0.0369393690661,0.000596755079181,26.6989,1.90497e-06,0.0370613,-462.663217985,-597.70507049,0.645568876542,-462.663217985,27.0672,482,0.0,-59.1579460314,-599.912348092,1.0,-0.0369393260968,-0.03694,0.03694
483,-599.421109585,-471.077958723,0.0371140649114,0.000600724221531,26.7295,2.07579e-06,0.0371907,-471.077958723,-598.227329124,0.767925677398,-471.077958723,27.0672,483,0.0,-59.4069517239,-600.367163093,1.0,-0.037114006388,-0.0371132,0.0371132
484,-598.982741999,-460.9708453,0.0372254752832,0.000567916388586,26.7609,1.75428e-06,0.0372718,-460.9708453,-598.171577717,0.518526344315,-460.9708453,27.0672,484,0.0,-58.9722908838,-599.972109249,1.0,-0.0372254669837,-0.0372254,0.0372254
485,-598.791778446,-450.940351122,0.0373184661424,0.000593034666162,26.786,1.83689e-06,0.037379,-450.940351122,-597.46401468,0.557860129555,-450.940351122,27.0672,485,0.0,-58.7899209177,-599.285548463,1.0,-0.0373184363352,-0.0373189,0.0373189
486,-599.23652987,-460.201087962,0.0373957756461,0.000607720585472,26.8279,2.26369e-06,0.0374376,-460.201087962,-597.909375398,0.667509003252,-460.201087962,27.0672,486,0.0,-59.2309712446,-600.263488501,1.0,-0.0373957736303,-0.0373945,0.0373945
487,-599.489537092,-486.385712574,0.0374565152951,0.000574207147928,26.8468,1.87235e-06,0.0375099,-486.385712574,-597.844311524,0.773776929274,-486.385712574,27.0672,487,0.0,-59.4831886113,-600.579277577,1.0,-0.0374564767892,-0.0374573,0.0374573
488,-599.153427521,-498.677828294,0.0375642815856,0.000598248787139,26.8727,2.15522e-06,0.0376046,-498.677828294,-598.247796524,0.45311214833,-498.677828294,27.0672,488,0.0,-59.1335677861,-599.814653789,1.0,-0.0375642815856,-0.0375643,0.0375643
489,-599.100371387,-472.656706228,0.0376610531543,0.000567643829122,26.8958,1.80608e-06,0.0376914,-472.656706228,-597.884871112,0.700646957993,-472.656706228,27.0672,489,0.0,-59.0939293576,-600.197102915,1.0,-0.0376610495969,-0.0376608,0.0376608
490,-598.771250061,-469.126518094,0.0377393172803,0.000594047045934,26.9343,1.94757e-06,0.0378008,-469.126518094,-597.4929845,0.731671363881,-469.126518094,27.0672,490,0.0,-58.7679040005,-599.861995171,1.0,-0.0377392811183,-0.0377391,0.0377391
491,-599.085572691,-493.64378401,0.0378737494074,0.000590311377674,26.9587,2.15864e-06,0.0379671,-493.64378401,-598.084617491,0.800308690591,-493.64378401,27.0672,491,0.0,-59.0723720484,-600.544485234,1.0,-0.0378737184162,-0.0378729,0.0378729
492,-599.191443942,-458.803798211,0.0379690112467,0.000598553439092,26.9958,2.09995e-06,0.0380566,-458.803798211,-598.135125191,0.865283819631,-458.803798211,27.0672,492,0.0,-59.1753035821,-600.677576644,1.0,-0.0379689906131,-0.0379699,0.0379699
493,-599.041226826,-476.618153529,0.0380835514097,0.000629436936958,27.0297,2.66083e-06,0.0381445,-476.618153529,-598.264023292,0.461058761224,-476.618153529,27.0672,493,0.0,-59.0447795692,-600.011658211,1.0,-0.0380835482852,-0.0380838,0.0380838
494,-599.167519345,-488.656573643,0.0381634699651,0.000606288137921,27.0566,2.3759e-06,0.0382201,-488.656573643,-598.3875381,0.359202145519,-488.656573643,27.0672,494,0.0,-59.1464830273,-599.800467394,1.0,-0.0381634342616,-0.0381637,0.0381637
495,-598.690255577,-464.747897265,0.038246892633,0.000601711050134,27.0865,2.01167e-06,0.0383125,-464.747897265,-597.704682221,0.639443575542,-464.747897265,27.0672,495,0.0,-58.6820380842,-600.024975767,1.0,-0.0382468226901,-0.0382464,0.0382464
496,-598.915421797,-443.58795088,0.0383651322506,0.000585186641091,27.1131,1.93785e-06,0.038431,-443.58795088,-597.428006284,0.724999237888,-443.58795088,27.0672,496,0.0,-58.9126192505,-599.960668065,1.0,-0.0383650683674,-0.038364,0.038364
497,-599.043532676,-458.878862317,0.0384482822446,0.000576264125085,27.1384,1.69871e-06,0.0384882,-458.878862317,-598.281359611,0.455143931905,-458.878862317,27.0672,497,0.0,-59.0273562027,-599.869324337,1.0,-0.0384481765677,-0.0384489,0.0384489
498,-598.980095528,-462.89313931,0.0385138193379,0.000578037684115,27.1766,1.9886e-06,0.0385411,-462.89313931,-598.080747047,0.452336526642,-462.89313931,27.0672,498,0.0,-58.983850968,-599.592365269,1.0,-0.0385137569245,-0.038514,0.038514
499,-598.87502799,-467.344086549,0.0385846286587,0.000615190584445,27.2011,2.23395e-06,0.038625,-467.344086549,-598.453910044,0.262136524566,-467.344086549,27.0672,499,0.0,-58.8798281398,-599.349962538,1.0,-0.0385846261568,-0.0385844,0.0385844
500,-599.445241828,-498.058091153,0.0386656801223,0.000581886384112,27.2271,2.00252e-06,0.0387136,-498.058091153,-598.383200244,0.690920332253,-498.058091153,27.0672,500,0.0,-59.4306393269,-600.308019367,1.0,-0.0386656776203,-0.0386652,0.0386652
501,-598.847128055,-476.751465949,0.0387666637993,0.000611016079154,27.2532,2.23644e-06,0.0388343,-476.751465949,-598.137452803,0.580490602205,-476.751465949,27.0672,501,0.0,-58.8506491784,-599.742495805,1.0,-0.0387666584681,-0.0387669,0.0387669
502,-599.005083038,-474.651026645,0.0388394480303,0.000597015482143,27.2842,2.00288e-06,0.0389054,-474.651026645,-598.437973276,0.411261702704,-474.651026645,27.0672,502,0.0,-59.0136614833,-599.755575797,1.0,-0.0388393976488,-0.0388397,0.0388397
503,-598.876253653,-413.337273289,0.0389068901118,0.000580104074027,27.3123,1.90091e-06,0.0389588,-413.337273289,-597.905139069,0.765433238774,-413.337273289,27.0672,503,0.0,-58.8720089095,-600.451749816,1.0,-0.0389068901118,-0.0389073,0.0389073
504,-598.863257627,-467.761621883,0.0389955828099,0.00060517634164,27.3462,2.15705e-06,0.0390732,-467.761621883,-597.491900003,0.617146855202,-467.761621883,27.0672,504,0.0,-58.8501841512,-599.828192072,1.0,-0.0389955768046,-0.0389928,0.0389928
505,-599.277820099,-474.253464309,0.0391007892447,0.000596873895596,27.3755,2.10108e-06,0.0391584,-474.253464309,-598.18608568,0.477361645948,-474.253464309,27.0672,505,0.0,-59.2620354611,-599.911380646,1.0,-0.0391007697599,-0.0391032,0.0391032
506,-599.218902974,-469.785098041,0.0392156631413,0.000580297585359,27.4092,1.94408e-06,0.0392896,-469.785098041,-597.884679935,0.693006595337,-469.785098041,27.0672,506,0.0,-59.2104565696,-600.266212736,1.0,-0.0392156604068,-0.0392154,0.0392154
507,-598.791176769,-483.992004269,0.0392713973997,0.000581638280749,27.4288,2.03485e-06,0.0393226,-483.992004269,-597.477282613,0.662183479017,-483.992004269,27.0672,507,0.0,-58.7823338284,-599.669296033,1.0,-0.0392713954678,-0.0392699,0.0392699
508,-598.856545534,-479.461894835,0.0393511217422,0.00055789524435,27.4521,1.69903e-06,0.0394213,-479.461894835,-597.619001239,0.618443889781,-479.461894835,27.0672,508,0.0,-58.8386823434,-600.056519521,1.0,-0.0393510888574,-0.0393515,0.0393515
