Epoch,QFunRegParamNorm,AverageAbsQYDiff,AverageQ,StdEsReturn,AverageEsReturn,MaxEsReturn,AverageAction,MinReturn,StdReturn,PolicyRegParamNorm,AverageReturn,MaxReturn,MinEsReturn,AverageDiscountedReturn,AverageAbsQ,AverageY,AverageQLoss,AverageAbsY,AveragePolicySurr,Iteration
691,125.627,7.13000113587,273.906,119.390464434,355.209098484,503.590543326,0.94974,93.5890878613,655.735327803,91.7343,901.752754151,2331.53711129,211.244923974,167.346065827,274.156,273.920191728,225.429,274.055103539,-277.579,691
692,125.679,7.0085849694,274.254,559.087918212,937.234250958,1808.96233125,0.930824,1028.77728609,825.876466476,91.8186,2409.87876964,3292.85689375,293.946335257,191.492488518,274.49,274.251996706,210.453,274.390145518,-277.918,692
693,125.788,7.22354778646,274.161,298.143417264,254.204410852,919.512949769,0.947499,624.710301969,787.029889251,91.8816,1809.64761462,3470.9953995,-10.3320390332,213.981829472,274.438,274.174915134,233.529,274.328513797,-277.921,693
694,125.866,7.14310134259,274.843,467.28719223,505.654560087,1311.69892902,0.905747,427.181177104,944.437357623,91.9374,2017.35832918,3414.12018915,169.042175638,184.201208818,275.103,274.861163869,222.987,275.018254537,-278.574,694
695,125.964,7.22387072148,275.093,752.540698803,879.921035081,1909.12103777,0.912678,1027.652428,841.592570065,91.9985,2124.52679629,3260.51494314,130.721863069,193.103275677,275.364,275.093493534,234.6,275.247283593,-278.832,695
696,126.051,7.111058593,275.534,190.917307655,195.762443555,502.003582075,0.924402,122.33617528,534.561208781,92.0801,1018.88490401,2300.57318061,-4.84489943726,189.753480173,275.79,275.542681124,218.016,275.704900568,-279.228,696
697,126.135,7.1022746557,275.508,99.974940601,160.971325984,297.754382358,0.954694,846.112758749,893.636651006,92.1238,1780.96199632,3427.83785132,61.5914170855,218.660640647,275.768,275.51713637,220.855,275.669066537,-279.263,697
698,126.211,7.10622479164,276.287,639.357813221,762.79520769,1967.5029466,0.881988,468.524955628,497.66417485,92.176,1216.06567928,2151.67900548,47.8111127406,194.349502918,276.545,276.292024601,219.667,276.430874617,-280.008,698
699,126.302,7.1062660784,276.424,173.716424362,320.623380616,493.772378886,0.959544,131.931388057,888.27589442,92.2059,1725.47941338,3543.62403924,113.610475981,195.710642177,276.657,276.442218476,218.304,276.584877204,-280.149,699
700,126.347,7.15728262328,276.827,379.865057816,385.61481762,940.475670257,0.962541,44.0608707105,1199.65001412,92.2772,2218.00744857,3650.15093689,-2.94997705412,164.984910148,277.076,276.832110696,236.51,276.97407657,-280.519,700
701,126.404,7.13355969062,276.594,561.829483659,547.178220409,1451.13271873,0.950597,482.66685796,711.33227847,92.3149,1466.59812886,3242.38686666,24.6166834812,192.477602937,276.835,276.601536658,228.695,276.740681241,-280.17,701
702,126.494,7.12692271991,276.644,259.850117332,349.296803673,711.18451945,0.954019,288.41888541,357.847229579,92.3872,961.14318669,1862.87728884,-6.09545029584,199.687581511,276.904,276.653167073,223.497,276.792603501,-280.299,702
703,126.529,7.26392412119,276.654,268.978526025,374.851768536,795.13461711,0.961016,1520.97407722,549.053894964,92.4183,2576.04327698,3107.18844092,-5.12163832927,194.397505565,276.919,276.662289753,247.119,276.798355888,-280.297,703
704,126.617,7.1984474704,276.72,222.679666321,259.022157636,663.624193451,0.959435,131.071254446,1071.47220718,92.4574,2026.48765246,3391.14685483,11.9178960471,169.861950958,276.967,276.730766341,242.072,276.861430364,-280.22,704
705,126.716,7.19138429586,276.933,423.068575185,318.037883405,1205.16353149,0.961802,175.550106728,815.313854834,92.518,1648.59727879,3055.78610829,-4.3067830278,187.468124389,277.187,276.943026551,228.616,277.090528242,-280.621,705
706,126.785,7.12124747221,277.442,414.760086606,345.311434632,1062.64393222,0.955411,214.156106815,603.766891033,92.5835,1125.71017772,2243.34508422,78.4349035659,178.744706121,277.683,277.447302512,223.255,277.57612623,-281.078,706
707,126.821,7.1969950374,277.174,743.591741072,843.074131805,1859.60272146,0.954575,31.4596382307,655.641339786,92.636,1086.315036,2375.38371986,81.0430328529,175.488487409,277.414,277.185898768,222.561,277.311058417,-280.821,707
708,126.874,7.14138047636,277.522,253.474424722,220.477846918,739.276253578,0.959454,134.311730593,1078.51546809,92.7041,1694.97204649,3419.58482318,-4.51502977274,199.113651088,277.804,277.52741463,217.69,277.67759244,-281.27,708
709,126.958,7.0860306755,278.436,590.476389484,508.037046228,1619.21889486,0.879464,19.2710201344,787.108470469,92.7594,1120.79938267,2957.67608738,-1.38849627447,123.274178615,278.678,278.441840948,217.93,278.564660162,-282.087,709
710,127.037,7.19377522675,278.395,141.966538006,173.537995748,414.151849262,0.955862,780.810815639,820.712571485,92.8118,2247.98879998,3293.25464836,-4.30908451406,180.32600684,278.646,278.410403512,213.907,278.549337868,-282.101,710
711,127.123,7.14392419158,278.357,626.363729905,450.212171896,1898.6886183,0.940385,68.9178313879,1045.6884248,92.8729,1551.27382145,3064.9409837,-4.54313027022,111.543043417,278.636,278.363666949,227.419,278.535475229,-281.965,711
712,127.19,7.16012491697,279.116,873.087615773,943.852183377,2355.41922937,0.956272,148.550880238,905.418065736,92.9326,1268.4836152,3319.83247284,89.473919191,187.241373838,279.384,279.119559786,225.488,279.271043368,-282.72,712
713,127.251,7.24583969736,278.824,355.365975178,347.489575144,942.245811268,0.893999,46.719898014,1056.93653558,92.9562,1469.20699724,3295.22315247,0.29799861855,129.434724048,279.09,278.838217964,238.963,278.984865324,-282.45,713
714,127.304,7.20184570639,279.173,192.492971863,243.343756304,530.668303374,0.959576,45.7129624755,1130.06310605,93.0311,1852.9464613,3555.68633661,-6.24008620349,184.444379677,279.452,279.177219061,223.428,279.334613277,-282.797,714
715,127.373,7.12946702531,279.078,412.329873686,340.969587253,1357.45660882,0.952458,62.8265482306,869.287088426,93.0518,1354.7740806,3046.77470273,-5.08468877807,147.999613614,279.348,279.084787424,212.969,279.248005642,-282.723,715
716,127.419,7.24427759907,279.53,252.038062295,206.424321502,673.44912549,0.946558,231.927698982,868.273664026,93.1138,1702.82584822,3268.05463779,-2.858226916,175.303506182,279.821,279.538990905,223.648,279.707388683,-283.185,716
717,127.507,7.29129167099,279.816,432.488757321,286.188520897,1140.94548329,0.96865,176.200507865,993.894580565,93.1157,1880.39775883,3421.98205204,-2.97831472518,174.476007684,280.095,279.823958556,241.713,279.987818042,-283.455,717
718,127.562,7.20839700051,280.037,358.81489165,686.852101779,992.090668998,0.958883,12.7654438857,672.360251423,93.1837,477.611145541,3030.01714151,109.112159531,108.564363839,280.307,280.042761804,223.99,280.194117033,-283.734,718
719,127.609,7.20591320136,280.123,176.893966078,226.001276303,567.684063633,0.894952,120.578200214,800.418397387,93.2532,984.494989786,3381.4899883,8.94351007579,151.799813754,280.393,280.135715156,229.587,280.291759356,-283.788,719
720,127.651,7.26519042123,280.605,358.220301492,578.450558085,869.136233114,0.946629,421.058742153,638.431161118,93.2617,1047.52314417,2999.72323177,73.7902351186,158.989382689,280.878,280.615794482,227.548,280.761100129,-284.298,720
721,127.694,7.31798996377,280.611,259.6275613,212.027081133,825.610457417,0.92888,260.852258722,1047.50925057,93.3207,1909.40331971,3340.34510539,23.2601280052,185.779122281,280.864,280.607271176,239.942,280.754179949,-284.233,721
722,127.739,7.21250892612,281.132,438.570504468,489.388165668,1402.32300275,0.930315,30.3219224131,420.841270812,93.3724,727.424830379,1617.91994502,-2.51604701591,131.021766867,281.381,281.138536598,228.374,281.276133053,-284.822,722
723,127.771,7.28954792569,281.328,511.202713363,705.569170254,1271.01074005,0.949415,66.6099015361,384.23815665,93.4019,719.249669363,1958.63155797,32.7212335394,163.239182272,281.572,281.338080313,242.592,281.470378962,-285.045,723
724,127.859,7.19902082259,281.32,311.144309499,493.097556581,1026.432,0.957025,310.392233987,441.689071526,93.4408,1060.95145359,2213.41483288,198.060223591,169.880367915,281.54,281.321520733,227.595,281.443134537,-284.996,724
725,127.953,7.23567096398,281.521,471.736736063,511.713073113,1112.05595677,0.958345,189.890828963,531.514685248,93.4804,1197.85552211,2421.33068554,28.7153201617,181.67313069,281.78,281.530772343,224.696,281.673472714,-285.287,725
726,128.019,7.26340548057,282.095,242.981483058,257.590865023,809.033678443,0.961788,-52.4496359444,702.822162751,93.5267,572.149297625,2724.49796145,35.7978456712,80.2834963481,282.34,282.107936587,233.052,282.245279746,-285.785,726
727,128.081,7.28251437659,282.381,479.696070636,484.837135668,1165.37015244,0.960428,479.950669503,449.916931345,93.5899,958.190660854,2109.79174515,24.9579771116,162.252526577,282.634,282.393584735,234.545,282.528810166,-286.078,727
728,128.165,7.23260365968,282.563,193.760163207,174.384062071,602.533496093,0.960589,74.8854241493,1023.65680486,93.6385,1407.16026801,3119.41613421,-16.8679566967,155.052321635,282.803,282.566383471,228.12,282.703443373,-286.271,728
729,128.209,7.3679234548,282.563,242.822614651,295.860612055,722.153707632,0.962788,82.1038281137,943.339118737,93.6415,1581.73296797,3284.32561319,24.9407973491,159.38139259,282.84,282.57135359,239.119,282.717453313,-286.424,729
730,128.261,7.32537967933,283.099,597.118876748,899.162839154,1669.65474325,0.932946,38.0272127379,1063.61631587,93.7025,1391.29467458,3018.35292162,214.612529063,128.724661146,283.349,283.110635896,235.709,283.252450205,-286.976,730
731,128.321,7.3506125863,282.971,356.031077944,565.427198331,1042.94285707,0.92652,70.0725117188,886.337989352,93.7607,1251.23660634,2967.51031441,71.4102393689,152.151439217,283.243,282.977853395,236.047,283.128323845,-286.922,731
732,128.414,7.37350362386,283.953,186.132733024,143.96526413,604.200040651,0.962028,27.9398655335,958.639645002,93.8194,1413.37389986,2911.77926819,-5.62496790629,118.566054168,284.207,283.956778771,240.259,284.090381396,-287.882,732
733,128.474,7.30914433026,284.114,293.711881083,324.035573957,865.170358994,0.963443,502.370165828,958.941703751,93.8973,2215.25751572,3473.44407997,48.070394848,183.240822337,284.362,284.127105884,230.059,284.262763265,-288.1,733
734,128.5,7.30281900779,284.578,235.836238124,204.250802645,715.435136239,0.964749,-63.7369463099,1062.68935576,93.9603,1243.9160795,2961.05847617,2.08270375297,100.731686026,284.823,284.587168713,226.833,284.715042779,-288.508,734
735,128.554,7.32043497724,285.02,258.556696821,377.569886249,719.566521684,0.954171,261.362139359,429.93676233,94.0045,1078.82149539,2526.83896978,-0.886514962717,148.397852949,285.25,285.031233593,231.436,285.158259182,-289.012,735
736,128.635,7.35284410895,284.997,778.539058007,527.917031313,2067.01830239,0.963112,-68.7042022043,1130.46410321,94.0449,1118.21046183,2860.80582684,0.546050810963,81.2005397806,285.257,285.0008673,240.376,285.150146653,-288.871,736
737,128.698,7.36294543436,285.394,251.963210375,258.971907566,645.952807975,0.926838,12.1204420823,807.087044456,94.131,1171.85464144,2970.71392811,9.93189098034,135.036081061,285.655,285.408636099,236.703,285.550081845,-289.253,737
738,128.77,7.175024044,286.131,259.881196765,415.425765506,821.64947057,0.946179,58.85635154,573.944834214,94.1673,1062.25766669,2394.43341083,97.993131983,136.558493375,286.396,286.129873549,220.576,286.268527305,-289.879,738
739,128.853,7.37215480137,285.759,428.620872412,649.659987112,1142.59818533,0.965118,80.5362956004,994.635640279,94.1907,1404.03427774,3609.73412238,64.1322401062,153.879646689,286.034,285.776203515,248.209,285.935812037,-289.635,739
740,128.921,7.28877877083,286.391,1041.3564649,1003.31795379,2452.14811879,0.958485,863.967783039,801.080493466,94.2547,2283.70391603,3309.21847167,50.203734357,183.049280926,286.656,286.39875542,230.661,286.529394816,-290.195,740
741,128.99,7.23559045086,286.123,160.456594747,219.306939342,376.596602589,0.965916,108.915225415,1075.92578211,94.3248,1564.94715482,2950.36260368,2.52375431156,138.286599226,286.378,286.132793925,224.799,286.270156224,-289.966,741
742,129.047,7.37833472291,286.629,401.765843622,460.294667327,1107.7722016,0.960649,-51.2334676942,749.711125441,94.3631,1045.72473197,3107.46964288,54.2700113177,107.126449682,286.883,286.631917567,242.613,286.77629266,-290.437,742
743,129.108,7.26699477396,287.236,203.322026185,202.445164397,551.422705897,0.961902,51.4711757346,659.484906211,94.4142,1014.70025343,2347.41894427,60.8088553123,117.570919733,287.48,287.249308047,228.893,287.374365373,-291.069,743
744,129.159,7.31901118117,287.122,119.323839597,1119.13804666,1238.46188625,0.960586,464.805817788,980.611138458,94.4958,1747.51072098,3724.93431878,999.814207059,145.410997724,287.398,287.127058856,233.719,287.279317584,-290.915,744
745,129.207,7.23909551579,287.482,660.2825282,694.627240487,1670.02853549,0.953946,625.393284141,764.059496187,94.5576,1662.88346968,2936.96677772,63.1494807069,181.24572789,287.756,287.49045643,226.503,287.633668066,-291.286,745
746,129.305,7.41267470501,287.312,465.691122412,333.219409352,1194.71223447,0.966543,86.279522554,774.340043093,94.6571,1616.40801118,3249.68590623,-49.5437106177,152.936690602,287.568,287.314220426,237.159,287.459600229,-291.031,746
747,129.377,7.34307272422,287.015,253.808620613,196.128093022,737.471049745,0.964903,35.122180674,911.490316495,94.6996,1627.95677715,3352.69466589,-1.13427042138,151.75100135,287.294,287.030371666,239.445,287.188881958,-290.718,747
748,129.425,7.32488531707,287.749,512.506200863,716.411523235,1290.23598894,0.971209,143.160872358,1130.88957912,94.7122,1535.17130393,3177.82317675,46.0439203516,163.304783764,288.005,287.74876615,241.836,287.894312662,-291.409,748
749,129.485,7.31291921654,287.582,190.197311746,300.126369881,564.341070932,0.963857,179.305918728,563.374342336,94.7804,933.448859677,2871.88319956,48.4009879844,159.928343249,287.857,287.593924197,233.117,287.748595071,-291.333,749
750,129.538,7.31880294452,288.024,336.276418696,480.890927137,888.417468435,0.966183,114.281604764,941.469597713,94.8561,1909.97126965,3409.24155638,34.1084604139,140.528033496,288.282,288.034043441,235.005,288.17987636,-291.701,750
751,129.607,7.28945141931,288.034,587.842044514,728.688966991,1456.96498545,0.962419,168.773055638,769.578052228,94.9287,1435.93981163,3255.95943327,148.278441082,131.396745748,288.294,288.045049233,235.173,288.192461801,-291.707,751
752,129.668,7.25270953423,288.11,321.314614893,614.56873909,1033.4306113,0.959014,286.185663058,668.019989753,94.9671,1327.25678678,3045.42598481,252.557753099,153.059877469,288.377,288.112229376,230.68,288.258848394,-291.818,752
753,129.745,7.36344126487,288.085,603.457828411,437.797030458,1544.07211625,0.966427,108.879938145,1077.71138633,95.023,1674.04430631,3090.91945338,-66.6196177176,190.252028914,288.319,288.093025354,243.686,288.220702226,-291.791,753
754,129.814,7.3037261279,288.503,246.644142154,352.035403736,679.677618183,0.965827,221.268455104,834.991739901,95.084,1585.74081333,3314.21179231,99.9118692145,216.45971453,288.758,288.510061368,229.585,288.655067283,-292.139,754
755,129.861,7.37512103095,288.139,344.248196924,925.113345237,1399.93217056,0.960847,194.278658845,565.546133662,95.1514,1213.21126073,2900.25250333,594.588176844,183.898965935,288.382,288.14740591,242.263,288.306108246,-291.796,755
756,129.919,7.33109596023,288.548,287.554602836,651.252887778,941.432824218,0.967183,538.428047587,737.33559908,95.2203,1656.14657796,2843.99618661,217.360199952,205.424580685,288.831,288.557082629,243.075,288.70838614,-292.175,756
757,129.992,7.2945156342,288.75,110.33582097,222.999200401,417.469387316,0.949411,193.3240764,310.793421727,95.2805,757.276668186,1768.00318605,87.7455592066,157.432988933,288.999,288.754681035,230.632,288.901481361,-292.358,757
758,130.059,7.39732444004,288.94,369.014375907,488.530675206,988.607924816,0.962796,73.9381618912,900.260720341,95.3006,1391.2075586,3604.05230017,87.9226424701,161.177143368,289.204,288.949028354,240.262,289.105186819,-292.582,758
759,130.142,7.47758030319,288.819,351.265083127,211.039111382,1110.5272504,0.92538,189.165756471,725.468456932,95.3746,1414.68509286,2821.56671006,-38.3554546126,155.766883828,289.064,288.830601067,254.932,288.967007795,-292.505,759
760,130.211,7.4511509915,288.855,455.148717785,326.538343748,1102.85096481,0.941908,55.7877984325,910.562840593,95.4279,1609.94761534,3398.48018778,-0.529535514717,183.638762536,289.106,288.860534806,251.737,289.002762913,-292.486,760
761,130.258,7.38628475636,288.932,330.773942985,466.54388579,1051.91993332,0.950904,152.86242572,1080.86465208,95.5063,1772.4707863,3261.14881602,-4.33123942441,192.856851018,289.181,288.93496816,247.261,289.071275449,-292.596,761
762,130.344,7.51681973698,288.824,280.225771183,340.470641739,723.611167253,0.959941,-17.6076725255,909.769121323,95.5558,1211.97281584,2370.27714625,61.1950340233,116.40549956,289.086,288.831848974,259.242,288.984505929,-292.504,762
763,130.422,7.38094457875,289.108,268.086562083,454.539197979,814.259671972,0.959558,478.123567928,580.602209753,95.6078,1416.62621366,2504.86575734,-3.42472657747,211.708024828,289.363,289.118344535,239.048,289.264441214,-292.787,763
764,130.475,7.3393814747,289.483,263.518176233,253.180124801,683.058784153,0.964797,532.452455347,406.259667527,95.6423,1201.91663209,2246.74971555,10.8643434403,206.454863387,289.718,289.48990971,234.478,289.624937134,-293.187,764
765,130.541,7.22884555362,289.519,418.464643811,321.487815959,1143.37560523,0.961794,487.912921965,962.024910498,95.7109,1836.04826505,3375.88443185,12.1373251341,211.035970045,289.738,289.529088997,227.206,289.661565009,-293.206,765
766,130.601,7.4037293119,289.827,781.08296206,955.824609933,1988.28603238,0.932059,5.86484152905,1011.55715689,95.7862,1518.67661958,2836.96371185,99.5153066222,94.2197646258,290.082,289.836907334,241.811,289.969969454,-293.653,766
767,130.63,7.48362833733,289.444,363.923708232,373.841617522,837.401835462,0.958455,53.9443172249,714.125878669,95.8593,1305.53741806,3031.00519958,1.86600129035,183.105302298,289.691,289.445919891,249.715,289.571280076,-293.158,767
768,130.698,7.37665066604,289.474,286.87204196,196.305892531,1015.40881457,0.963867,669.565438336,684.267183235,95.8983,2038.20695443,3157.77598638,-3.41206166116,200.681026867,289.716,289.481942961,248.37,289.620456976,-293.228,768
769,130.805,7.35861276507,289.836,267.898064541,286.523232797,695.875024792,0.960564,240.848702966,362.780270984,95.9938,947.108943211,2034.3599929,-3.86019176169,208.739687738,290.077,289.849420124,235.483,289.978098909,-293.58,769
770,130.895,7.48213359399,289.706,234.954141144,340.752546721,717.577800694,0.926156,567.637877514,629.410963778,96.0829,1380.43747202,3037.88700731,59.9405280013,195.620942159,289.93,289.708447007,241.918,289.819137488,-293.498,770
771,130.967,7.39244759098,290.164,227.891524592,287.828815257,615.58691297,0.969132,91.810079714,908.830719894,96.128,1195.8757652,2981.13130512,-3.20279531328,173.138922748,290.415,290.168430728,248.656,290.304625548,-293.877,771
772,131.023,7.38737555598,290.229,275.238354662,431.461941877,784.868999573,0.959639,37.1037267269,447.388657018,96.1633,919.453523955,2358.86193259,71.8796358575,199.658102253,290.438,290.236134788,237.437,290.346679677,-293.944,772
773,131.09,7.38666519076,290.352,473.83369846,495.896652954,1103.86357419,0.963035,15.4557523435,877.727701982,96.238,1362.64791425,3476.45432187,-3.58379417954,155.609730776,290.599,290.358979254,235.43,290.501186913,-294.07,773
774,131.163,7.46058613241,290.702,249.499713208,327.933169975,747.292062682,0.966306,22.2960568441,782.093856844,96.303,1230.89485135,3352.66277984,102.033044982,176.7132156,290.935,290.714697977,251.752,290.835351867,-294.451,774
775,131.201,7.42675634952,291.181,197.489780779,302.925655344,610.507767153,0.955225,63.7701026371,474.908906839,96.3598,912.754318176,2010.8854406,61.9330442211,129.485857021,291.394,291.18894689,236.138,291.308077664,-294.937,775
776,131.276,7.42592070136,291.089,475.195116308,1515.60328427,1990.79840058,0.958087,96.3614806616,677.892854263,96.4416,955.641352721,2983.52950479,1040.40816797,144.166628925,291.326,291.09196873,242.804,291.22199973,-294.843,776
777,131.357,7.43983650102,291.37,588.102484026,480.653639227,1628.84500475,0.96364,55.6591090018,691.949211399,96.4674,1104.41931687,3067.42333137,41.3043213498,146.328136634,291.6,291.370619198,239.826,291.489398682,-295.145,777
778,131.417,7.45875842529,291.645,213.494946842,297.491389676,583.676262522,0.968257,23.737702354,1077.27120286,96.5017,1646.27094103,3253.623972,52.7810077524,162.957871206,291.879,291.649424321,235.429,291.773542565,-295.405,778
779,131.494,7.48149266939,291.36,226.70830579,231.927282385,670.761291547,0.954713,83.124338643,421.756108647,96.5615,1008.82355549,1762.35934073,28.1559124414,180.295529148,291.585,291.370150899,242.506,291.485081903,-295.142,779
780,131.576,7.5292563448,291.526,413.507469399,443.075724202,1167.22901342,0.96745,-80.1431143096,918.102723027,96.6174,1286.13300254,3536.63509729,32.0715875877,171.509512433,291.788,291.536962852,249.096,291.66113383,-295.303,780
781,131.626,7.54854902582,292.337,323.060894946,255.157922193,1013.45943999,0.970029,115.609872934,1101.6148348,96.6692,1798.82142664,3530.10200825,-3.82676385578,187.338623201,292.56,292.347786721,255.476,292.450941838,-296.244,781
782,131.669,7.4390150101,292.41,558.940850196,898.656415457,1359.22308311,0.930902,412.091860347,652.136231964,96.7034,1513.19222178,3014.64872479,112.017916729,191.06723691,292.636,292.4172607,242.544,292.527028946,-296.185,782
783,131.717,7.47828233748,292.652,407.739529183,445.420149434,1229.18523529,0.957172,265.957029444,747.159150122,96.7317,1237.04284334,3304.88731086,86.1568794282,185.933339853,292.882,292.669015586,245.434,292.779892307,-296.42,783
784,131.775,7.45690430337,292.583,420.379529256,329.535197821,1111.98733959,0.961394,172.659763926,629.779815583,96.7777,1452.78633339,2783.16615878,-5.1677475669,131.940622748,292.815,292.585558721,246.206,292.704602875,-296.382,784
785,131.878,7.43233643898,293.432,251.234094597,294.026129044,690.624627046,0.963055,146.715996765,760.752533399,96.8901,1253.11826195,3109.8075394,-4.3413234281,186.027438145,293.619,293.435714636,252.383,293.537934836,-297.21,785
786,131.93,7.43279181859,293.419,369.621444682,516.744178693,985.163306591,0.965886,14.3452685521,1118.85040707,96.8907,1673.74262358,3254.56502953,81.6175696275,140.916124928,293.649,293.427728606,244.71,293.542103175,-297.241,786
787,131.997,7.52514877961,293.586,470.895460322,586.349074151,1414.8625474,0.87242,510.483970037,649.271238138,96.9348,1317.29303358,2937.9657179,-3.04548760657,157.251898529,293.799,293.595922402,251.017,293.697479879,-297.447,787
788,132.061,7.57054841872,293.657,424.411950421,405.611143554,1203.89585592,0.966398,-42.4589931931,943.246748309,96.9912,1323.18096784,3309.35908524,69.8080129801,167.355787318,293.889,293.661949258,249.971,293.788716609,-297.488,788
789,132.139,7.54855325681,293.91,1396.01789293,1508.47949489,2904.49738782,0.964336,85.7236892827,837.965391455,97.0545,1233.78724918,3551.97409489,112.461601958,148.980436255,294.128,293.925446444,254.932,294.039314095,-297.867,789
790,132.21,7.52185780926,294.788,1131.14241347,867.155219254,2466.00400222,0.961196,98.4934370455,323.441371868,97.1407,655.689673694,1528.54543943,23.1587935515,172.988509777,295.011,294.793092002,253.887,294.914123267,-298.698,790
791,132.285,7.41361409966,294.751,232.251290376,628.244883068,920.674793747,0.940753,354.05719641,948.936091978,97.1799,1764.90080886,3221.79977954,352.513313631,193.941336054,294.974,294.761033785,235.144,294.884624511,-298.525,791
792,132.363,7.54561646147,295.173,435.822127312,763.568350013,1219.33284634,0.971381,568.360140778,1103.55980432,97.2113,1716.79331219,3512.23546113,176.352784585,211.316300093,295.376,295.178178058,254.356,295.28909705,-299.054,792
793,132.449,7.55900656827,295.019,541.470531153,561.264455529,1464.37519924,0.960896,13.6699550649,648.911364319,97.2967,831.750932922,3228.51376486,57.0362765407,146.078411857,295.25,295.025536592,265.496,295.148675398,-298.834,793
794,132.521,7.59150251508,295.391,399.585642889,434.584710381,1130.4752604,0.970681,608.957473179,1038.46444822,97.3471,2077.38910516,3324.73249474,86.4464557135,217.262387938,295.609,295.399789371,263.828,295.515143969,-299.169,794
795,132.584,7.50788427833,295.286,314.204499069,379.480338836,988.408890207,0.963913,103.915275914,623.613258338,97.4138,1114.43836115,2698.79645476,60.3897844144,161.618771732,295.522,295.289650343,241.708,295.41398788,-299.129,795
796,132.61,7.53216632294,296.416,324.325411641,264.82788816,904.129350755,0.964679,449.827276562,1141.5631941,97.48,1973.45785021,3533.10904661,-0.452069239313,189.563095668,296.662,296.427194226,248.363,296.570429858,-300.26,796
797,132.697,7.71756837605,296.625,229.43655092,272.577576937,768.951042351,0.964228,502.35517756,632.315704516,97.543,1562.76182705,2958.7707321,26.6296609941,222.8773529,296.833,296.634722233,270.385,296.755360103,-300.539,797
798,132.776,7.65840409022,296.584,672.961304613,781.369621066,1701.74771537,0.968876,556.115001429,898.118954767,97.5836,1866.85343832,3759.37304411,111.434301236,227.147502929,296.814,296.597038415,271.79,296.716670628,-300.448,798
799,132.836,7.61556323235,296.937,244.132751073,296.851673148,601.86787691,0.968335,188.18857393,676.13435044,97.6535,1311.07743106,2700.66851332,-2.71047246967,182.068761167,297.175,296.940350061,255.642,297.059429171,-300.811,799
800,132.923,7.49315471816,297.056,460.279462944,673.557508515,1161.39617491,0.965683,166.645056606,607.642590526,97.6898,1027.27277111,3089.12528514,10.2447500964,196.783487014,297.264,297.062279561,246.473,297.174454028,-300.856,800
801,133.007,7.73158091733,297.255,269.763140315,251.801811984,889.604272257,0.971322,522.197964737,683.68714811,97.749,1431.24466593,2955.6985735,-5.7375510807,220.870290362,297.468,297.261959279,270.84,297.371102143,-301.143,801
802,133.079,7.49218640968,297.411,339.941669595,419.395406575,849.128982763,0.967675,55.374329334,734.719473954,97.7797,1361.82119846,3168.43040405,58.3884730602,175.814136456,297.616,297.429168243,251.392,297.541159018,-301.205,802
803,133.145,7.69009358039,297.364,428.516924841,462.045573541,1228.02175093,0.969659,103.437439408,669.226523823,97.8343,1660.11885933,3451.83107505,9.83257711122,227.526666984,297.596,297.368316986,265.825,297.490212073,-301.123,803
804,133.225,7.6085466089,297.693,779.008799917,530.653605997,2072.55768619,0.968519,411.739588793,870.298515432,97.8902,1716.29163368,3379.39719253,-3.16733942845,212.704654118,297.903,297.697598047,262.085,297.818651105,-301.491,804
805,133.298,7.58855547471,297.562,186.457445356,267.989974473,454.447419829,0.960761,100.652296946,423.251882217,97.9257,865.790195734,2629.47033407,81.5325291166,181.169772993,297.785,297.570373571,248.436,297.693909617,-301.315,805
806,133.335,7.65355473831,298.038,546.816901366,477.350913753,1660.85081844,0.969441,262.136222077,984.103272797,97.9953,1736.16036164,3333.02242661,-4.69483634345,176.088449212,298.277,298.049205664,264.186,298.178315068,-301.815,806
807,133.386,7.64348747754,298.089,579.591180478,415.013759984,1694.71519092,0.964472,287.568109138,1007.55442746,98.058,1672.59949071,3196.66699553,12.7258730718,194.883758319,298.333,298.099397879,263.622,298.242111264,-301.896,807
808,133.429,7.61667969432,298.803,344.023290323,250.196544925,897.130920261,0.960836,187.138348023,613.585687614,98.0804,1129.3198048,3104.98207429,-4.73007189219,216.819364063,299.037,298.812308421,257.281,298.939778628,-302.587,808
809,133.5,7.71916631423,298.414,434.540668507,592.066546977,1020.07865889,0.968654,252.881533416,975.987159682,98.1669,1437.24802774,3518.88438022,-3.83296653409,216.636652096,298.629,298.416523252,279.457,298.539871696,-302.178,809
810,133.579,7.55633931149,299.078,708.507670611,1022.53067999,2222.70214658,0.966027,470.999404845,558.524942359,98.2181,1493.62024742,2568.95035289,416.598411902,198.359522297,299.313,299.088494646,256.255,299.223889483,-302.856,810
811,133.626,7.58661063685,299.184,408.853839447,532.332857531,1189.84572766,0.970434,-10.9617014525,768.972706335,98.2981,1355.17177608,2891.20203465,75.2254179385,127.380163393,299.421,299.19579982,257.526,299.317930186,-302.903,811
812,133.712,7.72789252838,299.329,419.952774601,657.944147443,1119.50497576,0.972319,271.788217148,822.881381276,98.312,1313.75906333,3139.27696639,103.494611083,213.267080161,299.57,299.322196005,278.483,299.440337459,-303.058,812
813,133.767,7.57765183933,299.222,376.812476904,713.214921836,1232.2110908,0.972282,107.423902917,750.181487111,98.3716,1388.05965557,3203.32229777,343.178993341,174.887978704,299.472,299.242447031,257.611,299.392819493,-302.949,813
