AverageAbsY,AverageQLoss,Iteration,MinReturn,AverageQ,AverageY,AverageAbsQ,QFunRegParamNorm,PolicyRegParamNorm,MaxReturn,AverageReturn,StdReturn,AverageEsReturn,AverageDiscountedReturn,MinEsReturn,MaxEsReturn,AverageAction,Epoch,AveragePolicySurr,AverageAbsQYDiff,StdEsReturn
10.4726334566,0.699124,19,168.373272441,10.464,10.465403139,10.4767,21.5557,19.4953,173.024610428,170.664868719,1.02490862211,137.261396497,111.06155845,38.6613026437,181.747803848,0.637097,19,-11.6648,0.359764746226,53.6750876342
12.1886656795,0.855837,20,167.673686811,12.1796,12.1834055245,12.1921,22.6,20.4139,174.865084494,171.19743731,1.11628757287,147.269214811,111.329383058,38.8907265063,191.538350856,0.662463,20,-13.4915,0.412143110879,45.768427372
13.9224506363,1.14729,21,167.367583529,13.9133,13.9164872678,13.9271,23.7587,21.3609,172.557042536,170.785116833,1.07538463091,140.353762743,111.11820412,40.3382415722,183.002883092,0.565426,21,-15.3088,0.45980410675,46.064640983
15.7002978617,1.27234,22,163.411396346,15.6926,15.6951341873,15.7053,24.9864,22.7892,171.958903196,168.960319919,1.59076047255,148.977039625,110.079096115,44.1305190567,205.64661868,0.511068,22,-17.2208,0.484441266779,46.9538270527
17.5895549549,1.65499,23,170.937597413,17.5813,17.5849905871,17.5956,26.2051,23.8636,177.141249091,174.168734098,1.35648848069,144.188756312,112.42977516,7.44571276784,188.63228882,0.674965,23,-19.3274,0.551705702528,58.8498624926
19.513479671,1.68737,24,186.449292348,19.5059,19.5092620203,19.5212,27.3109,24.7258,200.858806886,194.474271232,3.56255016465,173.046679062,118.559656461,92.8788127572,190.741929313,0.595192,24,-21.3105,0.572159732692,25.0160647597
21.4972998769,1.74255,25,179.130405589,21.4895,21.4933806895,21.504,28.268,25.5174,196.108100515,188.836648806,4.30751995055,180.679645285,117.191041009,106.778108438,201.060352051,0.701872,25,-23.3475,0.580704025168,24.2962584606
23.4253930395,2.21953,26,174.682061761,23.4165,23.4208190787,23.4326,29.3299,26.3022,179.98005103,177.547958692,1.20143662045,153.723126722,113.830892363,33.2377172852,203.76666147,0.662969,26,-25.3124,0.653214201311,47.610183136
25.3934802281,2.70595,27,185.252932849,25.3853,25.389808577,25.4012,30.2748,27.0717,199.285436335,195.016918983,2.87073195737,141.797027855,118.72762172,17.03040054,201.213543673,0.604073,27,-27.327,0.698791466588,60.9480914606
27.2399063671,3.04642,28,162.617956206,27.2334,27.2365604286,27.2498,31.23,28.0282,185.155191621,167.766824519,3.50163968548,155.952023276,108.575260707,47.2520141466,190.217510288,0.661969,28,-29.1974,0.741911046476,48.3811519525
28.9656684466,3.12233,29,176.83775901,28.9588,28.9625881204,28.9763,32.1066,28.728,185.063723396,180.466051359,1.57351121656,160.40816753,114.622269221,48.2290656284,222.12401766,0.683061,29,-30.926,0.747180362835,46.856192017
30.7847781346,3.61161,30,182.163118846,30.7765,30.7810918003,30.7965,32.9925,29.2942,190.470472719,184.799879979,2.02954094074,175.704677716,116.716920426,93.0491214691,200.226566231,0.69024,30,-32.8404,0.813598801595,26.2166285723
32.6008912908,3.81017,31,175.897054145,32.594,32.5969603185,32.6179,33.8318,29.9074,188.351114267,184.002474124,2.18853849094,160.790493252,115.931520809,12.7764233792,207.124901399,0.683393,31,-34.6719,0.852815282065,63.6919659515
34.3416999053,4.62506,32,172.865978258,34.3326,34.3366695577,34.3604,34.6775,30.4579,188.666078495,179.825652597,2.63816038599,151.185319306,114.619355403,7.64233888585,189.048551439,0.765485,32,-36.3976,0.896267501469,59.5858516153
36.0216445748,4.32846,33,176.414772595,36.0123,36.0163829876,36.0407,35.4397,30.9874,190.665551641,185.209646072,3.04574872609,156.566689286,116.727707448,13.172200211,208.007074987,0.767292,33,-38.1413,0.901707561248,51.6161624455
37.7364833769,5.23387,34,174.549030054,37.7252,37.7301697096,37.7563,36.2763,31.4891,189.167688469,185.501453272,2.53251964057,157.772189008,116.818732664,70.7844942061,189.856476189,0.757748,34,-39.8895,0.975413587489,40.6808769876
39.3246208652,5.29884,35,164.635329037,39.3137,39.3183580069,39.3463,37.0574,31.903,188.391608684,180.529812992,6.18859970675,150.638697097,114.936367348,4.00007407444,191.743714632,0.747476,35,-41.5203,1.00028676093,50.8420378856
41.0919528526,5.39577,36,147.169195417,41.0815,41.0852402983,41.1201,37.8504,32.3531,186.269945325,168.142767661,9.49774033783,165.80945432,109.975772349,47.702000197,192.576750247,0.716589,36,-43.3221,1.00767764906,35.4295769515
42.749033561,5.39901,37,178.555484717,42.7384,42.7414226176,42.7747,38.655,32.7121,185.908065156,183.395513018,1.33503457828,155.101473884,116.103370334,28.0878595295,203.172584079,0.752171,37,-45.0114,1.0078143156,54.2595695933
44.3575667356,6.03063,38,182.347491387,44.3447,44.3498487707,44.3834,39.3485,33.0257,187.524179334,184.887559799,1.13904189385,156.999633461,116.749974321,37.3604483827,223.377386249,0.70319,38,-46.6469,1.08589316238,53.3959415816
45.9538955654,6.70942,39,163.565565526,45.9399,45.9473783737,45.9785,40.0869,33.3932,187.256554859,180.37006606,6.78837644482,184.238757349,114.843182754,126.932371482,212.318462429,0.707548,39,-48.2579,1.11870555523,19.8768822618
47.6568687473,6.37566,40,161.081413596,47.6475,47.6491923599,47.6859,40.7057,33.7395,185.835673669,177.183334762,5.42963066508,171.836794321,113.566218037,34.6441628044,196.615163546,0.747443,40,-50.0113,1.08941831854,42.9445872236
49.2576382914,6.9184,41,178.511855325,49.2433,49.2503301988,49.2837,41.3682,34.0997,186.456574749,182.20868217,2.04234180139,167.106457772,115.739043042,28.1463703159,194.563854752,0.75992,41,-51.6018,1.1616668412,45.1900911201
50.9117962728,7.41165,42,174.426980506,50.9023,50.9069280028,50.9432,42.0599,34.5241,186.997196803,183.472542924,2.02114142768,155.985167892,116.035623731,19.4684507108,202.563763267,0.722585,42,-53.2024,1.14571482414,57.290793353
52.4297247048,7.83044,43,173.331632857,52.4184,52.4246300847,52.4559,42.7643,34.8982,187.039651102,183.681494912,2.17866604044,160.21384972,116.221955188,36.5369244292,214.706081955,0.75213,43,-54.7831,1.19989860095,60.9397469385
53.92386553,8.35817,44,180.026409996,53.9131,53.9187729629,53.9537,43.4585,35.2774,186.877598426,183.53191046,1.24466200134,154.722353411,116.570517432,21.9862287695,207.892855475,0.733242,44,-56.3236,1.23506976759,59.9165291665
55.7576004319,9.19221,45,183.314255078,55.7469,55.7538217657,55.784,44.0538,35.6661,194.907521266,189.074105689,2.76179631792,161.332159859,119.000820445,22.8672532953,210.158394761,0.747064,45,-58.2458,1.25227708256,55.6588410644
57.2460908777,9.7189,46,180.052268569,57.2345,57.2411816921,57.2718,44.7268,36.0535,188.459950747,182.687579338,1.80794215718,165.816237438,116.127849398,20.8548270386,203.194745487,0.781713,46,-59.7287,1.27754099006,48.3865663583
58.9269413814,8.52942,47,196.610962398,58.9189,58.9228525165,58.9561,45.2337,36.2989,210.173276161,204.924299902,2.93806719412,126.617296431,125.940560753,17.9747364205,257.164903289,0.768612,47,-61.42,1.25622756459,82.9642878407
60.233833863,10.8285,48,188.963076007,60.2201,60.227777904,60.2616,45.8991,36.6169,207.421979107,198.777193915,3.3929975924,167.202597549,123.53550077,65.2487950535,219.382598074,0.825653,48,-62.8011,1.36882353944,54.6085545661
62.0424914506,11.6696,49,187.41738698,62.0311,62.036715199,62.0716,46.4691,36.8875,202.264779817,191.907354704,2.13260672522,188.949366209,120.266079249,79.1649754568,228.941689685,0.790797,49,-64.6335,1.37127109881,36.7002845346
63.81239135,10.6171,50,183.994612351,63.8029,63.8066196155,63.8398,47.0125,37.1707,207.05670762,194.447219709,5.19888031499,184.165821285,121.620552016,27.3443413254,213.373971869,0.792171,50,-66.3521,1.35036117747,47.8927286675
65.3345129979,10.7899,51,183.581745753,65.3233,65.3300939606,65.3629,47.5345,37.4426,194.163082815,188.655007449,2.37628471386,171.520274393,118.98217478,22.3978221044,216.223454131,0.761063,51,-67.9192,1.37432291771,59.9167826985
66.7886255539,13.4663,52,193.608417767,66.7738,66.7829088799,66.8176,48.0615,37.6543,217.016633266,199.868776259,3.78279586603,146.478732735,123.42360206,2.80973376419,226.725266505,0.813547,52,-69.3458,1.46848315604,76.7190363755
68.2853994841,10.861,53,196.817351192,68.2771,68.2822080459,68.3135,48.5883,37.8189,214.763142416,209.001363222,3.53415641323,156.288605885,127.212818682,31.9251089021,221.5067182,0.801162,53,-70.9708,1.38271336173,72.3081902555
70.0047122707,12.2038,54,200.178194,69.9978,70.0021374016,70.0324,49.1555,38.0356,213.059441715,207.032288046,2.42045743704,170.562825541,126.657486462,68.8940601862,225.256094433,0.770149,54,-72.714,1.44177981257,48.5906947991
71.4817827653,13.6795,55,180.772576266,71.4718,71.4794800332,71.5085,49.6586,38.2673,207.811594595,193.263404495,6.59046025657,186.161908916,120.955896032,102.615610165,224.041366476,0.776461,55,-74.1557,1.49832086252,39.9975128247
72.9375957345,12.8217,56,181.550381503,72.9282,72.9336349626,72.9618,50.1845,38.5355,199.192317889,185.080754173,2.74519059653,156.329341425,116.989805313,31.6050225274,216.7795055,0.762713,56,-75.5884,1.47244918761,65.7579723026
74.0979372685,16.1285,57,184.926731043,74.0873,74.0935804697,74.1266,50.7467,38.7353,204.538027026,197.055362284,4.74501006529,150.518445434,122.320059291,5.13317735118,218.14388212,0.736012,57,-76.8661,1.56976638268,76.8692692346
75.5237960203,16.076,58,196.431581258,75.5115,75.5187600922,75.5538,51.2634,38.9759,209.742676523,203.499293905,2.70519142177,185.098905727,125.047812112,2.40195470231,219.848818556,0.769133,58,-78.256,1.60673308861,59.1014970057
77.0008481049,16.6001,59,203.820200413,76.9903,76.9969949693,77.0302,51.7998,39.1775,215.560383647,208.95356888,2.41744460219,170.849752604,126.988180808,66.2538727762,225.883570448,0.740341,59,-79.6913,1.58615935433,45.1479569944
78.5584642169,14.8852,60,204.471982766,78.5446,78.5528062254,78.5893,52.3155,39.4141,215.697615076,209.635665106,2.28521881865,151.393127909,127.343454593,12.3820814863,220.054973097,0.760116,60,-81.2696,1.59037266408,77.4983400054
79.6621526658,14.8416,61,207.569655249,79.6545,79.658084284,79.6972,52.7674,39.6614,217.192462428,211.488612525,1.8896528317,176.074761326,128.230176344,69.4953218835,215.03904925,0.746339,61,-82.4622,1.53726559806,44.0871644346
81.1842732567,17.0064,62,206.903621753,81.1698,81.1803174384,81.2119,53.2705,39.8365,216.671802742,211.552885667,2.11664887546,173.602722314,127.930528907,29.0169688958,220.869864601,0.752323,62,-83.9704,1.64976182761,53.9864634482
82.5010902413,19.5786,63,206.858140843,82.4934,82.4970808231,82.5305,53.6977,39.9698,221.470286791,213.36575035,3.37906508012,124.109655948,128.659572063,16.0033410509,212.950797531,0.757899,63,-85.3488,1.69402849799,70.1399062929
83.75029832,16.2094,64,196.222537381,83.7372,83.7441643587,83.7825,54.1644,40.091,227.081991527,209.434943316,5.27984436845,195.393680126,127.46447431,63.4752593095,265.373993339,0.816181,64,-86.5152,1.63765968953,64.3300167459
85.0582106706,17.2507,65,165.488272845,85.0475,85.0524675045,85.0963,54.505,40.3271,205.200595617,196.13741124,5.67639533001,174.597069545,121.79967931,8.29785400868,223.959597444,0.799987,65,-87.8418,1.65918301681,62.3454776395
86.2852964359,19.5362,66,192.784984483,86.2733,86.2785632646,86.3242,54.9847,40.5499,236.598958163,209.571815328,7.78660903432,131.853505322,127.259469554,11.5395708905,234.31627803,0.783377,66,-89.1036,1.74808831274,81.2425248181
87.5134447991,22.6779,67,191.752034572,87.4988,87.508911582,87.5492,55.4034,40.7749,263.603364386,203.110979595,13.2152908933,159.631746227,124.45288016,12.0009629091,257.28061614,0.777216,67,-90.3368,1.84813482905,63.5281979497
88.8943428509,19.5414,68,237.411165705,88.8788,88.8881789607,88.9285,55.9009,40.9858,409.375767646,303.786429615,22.6973988423,148.290526994,158.86813057,24.8655311369,246.047903927,0.755607,68,-91.7434,1.81205168847,72.5626962115
90.2003923724,21.3631,69,230.437422321,90.188,90.1938670524,90.2404,56.3758,41.1623,407.5049492,314.352027059,32.373597113,136.414073921,161.924805534,10.3301230125,276.978476295,0.7892,69,-93.1621,1.82476765455,95.3721524736
91.142088127,20.0261,70,177.468694004,91.1304,91.1389678326,91.1791,56.7665,41.3463,340.675783866,256.405731183,31.5778036093,213.748719512,142.967383707,11.9373933957,338.923707489,0.758818,70,-94.0845,1.78072539648,98.1858565486
92.4699227829,23.0582,71,197.549843509,92.4533,92.4626759749,92.5052,57.1402,41.514,296.681027538,240.026313753,22.8475656888,179.453088706,137.727783609,47.9527681479,308.709215653,0.768721,71,-95.4112,1.88271931464,79.5555846009
93.6314468629,25.4485,72,165.178908221,93.6193,93.6233855741,93.6677,57.592,41.755,260.476765206,209.463813839,23.9372067713,212.357236514,126.280361414,7.91900946325,296.848025517,0.813417,72,-96.669,1.93494447068,80.7714324401
95.0480679548,25.6794,73,195.721676518,95.0301,95.0424206231,95.0842,57.9645,41.9452,395.161939161,249.564049539,25.5622469285,192.243963853,140.255139408,52.1297572259,363.144428271,0.799046,73,-98.0807,2.01336594426,101.324803827
96.1170476076,27.1616,74,143.789095618,96.1069,96.1110969263,96.1652,58.4131,42.1334,273.139812645,218.865972234,39.2849227729,172.807225325,129.43910184,5.65001323119,267.811483271,0.799969,74,-99.2012,2.04074231607,81.8037405593
97.4299419984,27.7636,75,186.954822164,97.4119,97.423894423,97.4734,58.8076,42.2684,484.442456081,276.211425738,72.3142191262,172.667958019,148.256731593,7.94262466206,277.137420874,0.777179,75,-100.494,2.09147280163,78.1839822191
98.4747655101,27.4557,76,234.75646723,98.4603,98.4702564555,98.5118,59.212,42.435,531.503054646,320.574327422,51.0089494927,179.166009967,160.667700173,11.1534942092,370.646980883,0.76506,76,-101.583,2.09196169176,110.294526249
99.7230763233,30.0995,77,188.543117083,99.7101,99.7182003596,99.7606,59.6676,42.5529,572.674072843,301.732613105,63.7226270239,151.859273005,158.848379533,9.31007853659,520.279162155,0.838296,77,-102.837,2.13260844611,156.750863902
100.752212438,29.576,78,259.435763921,100.737,100.746335458,100.798,60.0683,42.7434,474.07427342,306.457279445,46.6904645388,288.913242198,158.12972263,14.7455198514,600.847406255,0.857102,78,-104.058,2.18318828239,188.376204095
102.235621507,28.3776,79,174.068664941,102.217,102.228751303,102.278,60.533,42.8836,317.388990752,233.533171457,26.7167491956,229.471318808,136.752422452,75.9423023274,347.170410785,0.866225,79,-105.418,2.15775832981,93.003022592
103.349782145,36.3229,80,197.279792886,103.324,103.342629147,103.383,60.9407,42.9839,549.975150724,381.461930551,111.30593706,223.118168748,180.646861884,73.3037551554,501.48313449,0.86332,80,-106.59,2.30620114614,126.42387376
104.493211808,34.7033,81,203.963614434,104.486,104.48825815,104.547,61.4259,43.138,528.253708466,362.544854131,109.283223639,220.40256731,174.415786923,60.408048772,452.144736664,0.86924,81,-107.818,2.3122417875,118.486097538
105.875224275,34.7848,82,194.657915107,105.859,105.87055091,105.92,61.8476,43.3025,465.208683611,352.3755867,83.2812539799,279.6812272,170.286613849,37.8366791032,577.823670143,0.857371,82,-109.226,2.32904049315,147.77922942
106.9601379,33.3062,83,129.715934864,106.943,106.953207799,107.002,62.235,43.4557,210.177667152,171.619954553,6.3414071539,195.314729393,110.509641166,63.3527186992,280.086510664,0.757291,83,-110.464,2.31414395306,64.4119322675
108.285962516,37.1325,84,119.840413458,108.259,108.277363211,108.339,62.6997,43.6475,516.204363254,185.861620592,86.2119436991,209.297931505,112.118641742,79.8512683447,429.926191494,0.774421,84,-111.839,2.43722446423,129.01078248
110.01059531,35.3683,85,138.341452785,109.995,110.002474998,110.062,63.1283,43.7908,950.602263754,321.615032322,165.845412448,226.652547379,146.936762551,33.5741497221,363.47917974,0.75585,85,-113.594,2.43874285113,106.064490141
111.659302768,38.8684,86,109.612753838,111.64,111.651436407,111.708,63.5298,43.9426,530.68080853,252.636148776,117.496248434,177.644175406,135.046372249,4.68592109256,364.856278422,0.800884,86,-115.327,2.4901188963,104.087527658
113.290719424,37.0814,87,126.528995703,113.262,113.281925457,113.329,63.9752,44.1007,930.111912544,377.435620689,202.712405945,239.465391122,157.48189709,68.0705438641,678.584556207,0.785646,87,-117.144,2.54204192826,205.48856432
114.918191845,40.594,88,122.579789423,114.893,114.91125694,114.955,64.394,44.2613,778.227278655,161.84137008,113.607699006,229.481345546,97.1938284224,49.2553042872,617.499352962,0.697115,88,-118.762,2.62354336256,173.518534248
116.710157198,36.8882,89,137.42260928,116.697,116.703151418,116.775,64.8026,44.393,1959.11106989,665.933295448,414.663224285,403.216866579,172.551833781,167.484568694,698.774931883,0.763489,89,-120.707,2.63417975165,168.621012565
118.99477099,41.8802,90,281.641121423,118.975,118.986591305,119.048,65.1891,44.5594,1293.07133147,650.137391387,290.479980945,344.027088266,185.265892872,15.8136915742,1157.68340446,0.774706,90,-122.916,2.7014574405,351.65581328
120.581133598,40.6,91,560.891870154,120.557,120.569696962,120.632,65.618,44.7143,1788.8745984,897.741626719,263.954689647,220.075772466,220.023805528,10.2306545416,565.96050265,0.784778,91,-124.597,2.70092814721,207.594948095
122.409632054,45.8076,92,180.530080157,122.379,122.392092101,122.465,66.0102,44.9069,2690.12110186,916.492344404,661.803922236,421.080345435,182.881321097,148.663586124,860.571739823,0.745708,92,-126.539,2.79246694863,284.411629096
124.70299216,46.1044,93,134.75093686,124.673,124.687932846,124.751,66.4106,45.0755,1618.54766505,500.515084084,339.37236839,162.333180304,166.431136851,9.49363645073,345.291681209,0.748583,93,-128.924,2.84818176212,110.6655646
126.2531068,50.8176,94,357.49603664,126.213,126.234929808,126.311,66.8574,45.2559,1404.2116256,833.126252629,298.779367151,219.123951284,189.101767437,11.9190124777,807.389322145,0.750045,94,-130.607,2.97309739048,218.178701851
128.38606982,53.0526,95,622.223809938,128.36,128.37060217,128.45,67.1466,45.3782,2893.6307134,1401.66201558,754.872920012,236.873670638,224.420431027,123.9203423,393.431024994,0.756596,95,-132.794,2.95396956432,94.1791077891
130.320578374,51.3003,96,286.444740454,130.287,130.301440968,130.385,67.5654,45.5579,624.392093997,462.767086147,75.1488098516,206.078048307,186.122574706,19.1747032456,583.821657356,0.778723,96,-134.648,3.00392978312,184.92442759
132.67513641,44.6913,97,557.09556922,132.636,132.65241318,132.724,67.9096,45.7844,3061.54829886,1164.72102145,796.057867039,252.765843719,207.922532165,16.2546159448,419.275763439,0.765809,97,-137.146,2.91022481984,172.049057965
134.567723868,53.9222,98,176.64258677,134.527,134.543242667,134.633,68.3036,45.947,859.182635338,457.438477417,144.35309034,262.253412105,175.226709859,15.4130553545,469.011787232,0.735505,98,-139.101,3.03759494403,156.973118524
136.267338362,53.1369,99,48.5966227526,136.223,136.23730855,136.341,68.6665,46.1012,818.801582632,70.7801236473,97.7493436884,203.907487353,49.1294386417,14.8417769696,494.344869364,0.677458,99,-140.786,3.07410514192,169.052356844
138.113253194,60.168,100,55.1342228521,138.059,138.075279129,138.18,69.0784,46.2572,1126.92236736,283.543825531,150.589646667,155.553545771,135.325278505,9.56911431484,472.909213909,0.812076,100,-142.628,3.21737936791,138.328182741
140.093801484,55.8487,101,220.375657445,140.029,140.046046927,140.169,69.3907,46.5189,392.343595284,313.931937744,45.3032780049,318.697597627,154.632938119,13.3822438098,1135.50502948,0.841111,101,-144.477,3.1611219936,328.298989047
142.251877116,60.0379,102,207.861625071,142.194,142.206068738,142.327,69.7755,46.6587,1183.38564661,411.163998137,170.585786363,241.735787651,154.047054424,7.10784382356,608.273317931,0.761531,102,-146.639,3.18430625899,215.49364046
143.95118985,58.5577,103,292.864532728,143.887,143.903650511,144.02,70.1395,46.8411,753.802597857,384.469007385,72.1068043645,168.253137562,160.236406889,13.445729259,521.490139149,0.730268,103,-148.457,3.19917088791,145.655138794
145.719840828,66.2736,104,346.577443023,145.66,145.671406742,145.796,70.5176,47.0094,2214.12458128,1140.85030482,770.755219265,251.986811003,179.39892259,20.6966409787,752.079218315,0.727394,104,-150.124,3.28454947324,233.538317352
147.243468083,68.1259,105,801.671455809,147.168,147.191553609,147.314,70.8407,47.1593,2659.75711727,1888.55586029,659.541987755,279.544463005,237.606070434,11.1957374317,729.99043183,0.726397,105,-151.644,3.32876664079,261.760807016
149.522228643,68.4945,106,281.969577693,149.477,149.483151694,149.607,71.2177,47.3621,2841.47094553,729.192727085,535.747393434,242.931685434,192.07356556,68.1882433056,675.243861719,0.779099,106,-153.955,3.36327802614,172.20478589
151.015492023,64.3539,107,260.304427333,150.963,150.978860334,151.083,71.5958,47.4927,2802.41553968,901.582127875,656.634715972,257.726060861,190.616760355,18.2189224405,422.260654068,0.771366,107,-155.493,3.3020933141,116.558136151
152.487224502,72.1647,108,273.500449687,152.429,152.446309921,152.565,71.9701,47.6634,1456.9074562,536.118590412,334.791542308,321.447979872,176.703058343,33.2479182359,828.887879525,0.816699,108,-157.133,3.44644804248,260.00415593
154.420942516,62.3424,109,153.936562419,154.366,154.384218111,154.503,72.324,47.8334,797.724693145,349.136599953,165.696320371,267.77615327,147.608836801,11.2469237414,902.558866774,0.777022,109,-159.279,3.41783133916,280.220301337
156.560741158,66.4391,110,157.754662368,156.507,156.519538268,156.656,72.6682,48.0148,636.491074056,253.092617324,67.1024236746,185.675485352,133.834423348,9.62147592874,410.309269933,0.809564,110,-161.328,3.38245589994,151.405926229
158.314245094,73.5855,111,78.2436401879,158.255,158.271856765,158.398,73.0544,48.1108,770.91966362,161.816805415,120.410398744,201.952098592,93.1657840755,8.51286876534,870.625661164,0.784232,111,-163.09,3.52708123986,245.901328859
160.289863867,70.6986,112,128.925510469,160.247,160.266028001,160.383,73.3717,48.263,144.295284053,135.312474748,2.75599282418,245.673863639,92.367508875,100.550686829,428.569352552,0.787261,112,-165.038,3.46551811098,123.300499433
162.264579733,81.0205,113,154.375978545,162.219,162.236515817,162.343,73.7753,48.4321,883.303259715,322.240083023,125.026380388,235.111111198,148.037827573,55.4107646829,414.430122621,0.798556,113,-167.104,3.66551320179,130.346725353
164.628329152,73.2076,114,137.832028214,164.575,164.603032031,164.711,74.091,48.6211,692.800462768,228.650979188,83.6584063561,207.354380394,125.44510502,11.5052431643,1099.26600319,0.803947,114,-169.451,3.61998595894,313.405554958
166.31191028,88.9545,115,257.339335753,166.275,166.288399222,166.398,74.4782,48.7515,953.024345563,462.572478831,132.772909973,228.843079461,174.945302786,52.1811600461,432.479759603,0.804105,115,-171.308,3.79170600724,134.931166896
168.153799878,88.6503,116,217.715334084,168.097,168.124940491,168.24,74.8085,48.9164,278.059560761,253.45869675,12.5268322672,231.992605694,138.515796813,13.8320452359,372.891021119,0.775803,116,-173.099,3.82731745407,126.334958517
170.038131749,89.536,117,212.981476908,169.997,170.015173568,170.129,75.1918,49.0597,2020.89234074,1048.79141484,831.828000123,205.858885433,159.620792516,44.3672397206,588.19756214,0.749262,117,-175.019,3.81295310796,170.100343377
171.871041363,87.8754,118,184.804046103,171.815,171.839224098,171.955,75.5544,49.1656,1349.04577361,320.655883367,197.357484383,200.284991472,145.737308347,59.7104076839,384.046337381,0.835961,118,-176.714,3.73007922947,115.679097898
173.425117414,88.8319,119,274.112742912,173.389,173.407234967,173.512,75.8845,49.2454,1761.38128428,710.959647931,368.189934342,289.979479495,191.763570852,56.4490132336,699.986977129,0.794944,119,-178.389,3.85289009338,237.483224891
175.130833564,92.6104,120,219.183087909,175.088,175.108947017,175.221,76.2851,49.441,2119.71964237,805.111154576,461.814067209,300.251082289,173.58695717,71.3465573219,455.337735103,0.772567,120,-180.07,3.90384479336,156.824195131
177.432063462,91.9275,121,207.240676021,177.393,177.405853286,177.535,76.557,49.5645,692.062141493,327.014657571,94.7620143479,223.26782922,154.643215047,8.78199389443,579.026927637,0.795756,121,-182.349,3.91703957204,190.978195845
178.489141068,88.6019,122,399.136569619,178.446,178.46778766,178.592,76.9194,49.7091,2150.17714015,817.469649104,359.891305525,258.783007651,218.134976616,14.906962599,487.061217822,0.802381,122,-183.389,3.85180610104,193.366436026
180.190808665,107.515,123,372.283923605,180.135,180.158596019,180.285,77.3096,49.8952,2313.63455148,1394.17557596,799.380603589,448.486092991,202.249112102,44.1929067597,711.806320157,0.781881,123,-185.094,4.09524001758,218.186644778
181.888680496,103.888,124,290.815285746,181.835,181.855605425,182.0,77.6413,50.0539,1903.24319149,718.137271602,430.157257507,342.91851169,202.751455508,8.72014638663,623.434994714,0.799949,124,-186.739,4.04683832248,192.025674433
183.554854775,94.1648,125,288.609775823,183.509,183.527788205,183.654,77.9441,50.1943,2401.15925917,1087.68856036,843.700431099,630.145302662,192.81758686,173.519227649,1365.21071131,0.783899,125,-188.518,3.9141775741,489.111258372
185.207935373,93.4451,126,472.063629908,185.149,185.169842159,185.309,78.2896,50.3157,2404.28747805,1932.00922146,673.813380288,415.839452813,203.699790928,57.3039852116,983.312237209,0.788868,126,-190.221,3.98570951161,294.374890084
