MinEsReturn,Epoch,MinReturn,MaxEsReturn,AverageY,MaxReturn,AverageEsReturn,AverageReturn,StdReturn,Iteration,AverageDiscountedReturn,QFunRegParamNorm,AverageQ,AverageQLoss,AverageAbsQYDiff,StdEsReturn,AveragePolicySurr,AverageAbsQ,AverageAction,AverageAbsY,PolicyRegParamNorm
31.9564630275,546,947.23026008,822.858076112,30.0311454501,3154.54511579,276.555104964,1590.82029396,677.507751306,546,205.785687027,147.071,30.031,2.43516,0.600426951784,219.690749085,-30.3666,30.0488,0.854679,30.036381916,136.083
19.865061355,547,324.5029775,828.625251349,30.0082436855,3099.38662975,275.740449229,1192.54767242,715.581093767,547,226.891171926,147.139,30.0035,2.26817,0.583721002956,280.44408698,-30.3544,30.0215,0.857531,30.015814257,136.164
29.5461868262,548,562.854494333,813.599841446,30.0457446157,3348.97641245,303.496099443,1402.07410316,742.55846411,548,247.668306473,147.244,30.0435,2.78138,0.607841817566,264.262521273,-30.3984,30.0591,0.936939,30.0516563964,136.157
324.858047244,549,979.791978793,1326.17476609,29.9391647625,1651.1176672,943.602680669,1292.53489124,186.330710587,549,249.425337736,147.39,29.938,2.5933,0.587377605245,441.581926851,-30.2808,29.9588,0.871081,29.9453221536,136.266
11.1147572378,550,1012.53403947,769.718338869,29.9800785652,3318.12167943,359.520963654,2528.32768749,900.318483884,550,240.38790035,147.516,29.9784,2.70108,0.599044189958,259.281108333,-30.3325,29.9959,0.780037,29.9853685834,136.374
3.76213370063,551,581.549711088,999.982095433,29.7830536353,2433.46758703,377.808335462,1259.82003194,538.104372707,551,245.669141056,147.645,29.7792,3.15308,0.628286770276,356.703993668,-30.1392,29.7963,0.87335,29.79135281,136.457
21.6879900702,552,588.259605693,953.796135995,29.8725854019,2905.69283536,384.993148084,1450.64407314,714.719920439,552,236.698836302,147.732,29.8728,2.91705,0.597652959536,318.25373868,-30.2005,29.895,0.893921,29.8829341558,136.507
376.608101346,553,734.114842018,567.943924041,29.8778646957,1862.66037314,443.492079691,1094.26984585,203.825107515,553,255.078601297,147.855,29.8769,2.33532,0.566273448837,61.2740217101,-30.2052,29.8929,0.890925,29.8851809521,136.593
185.864966166,554,680.921088048,679.570049975,29.7379326331,2999.72127492,454.629011819,1131.05967137,579.315001921,554,244.689605114,148.015,29.7367,2.61304,0.584954446599,186.300684272,-30.0628,29.7565,0.800195,29.7452773616,136.615
143.984770397,555,754.034531237,1726.29327563,29.7550743489,3271.41506074,717.444724339,1888.79169566,844.732676577,555,246.332195158,148.079,29.7534,2.6161,0.562553010668,532.885777859,-30.0791,29.7687,0.778651,29.7603333305,136.658
9.88331238619,556,13.1712283489,855.058123928,29.6934853303,2086.45284176,201.291062211,68.4541656618,238.225571257,556,26.2989287424,148.158,29.6908,2.68525,0.587920789496,261.149599816,-30.0189,29.7145,0.932316,29.7010110993,136.712
9.00282476522,557,597.039273632,530.941422267,29.711633303,2410.56449306,220.44208496,1203.1979916,458.621594243,557,257.246063084,148.234,29.7102,2.72523,0.583356846606,210.534240355,-30.0308,29.7289,0.905225,29.7183226015,136.94
104.431265399,558,318.409356663,680.984877876,29.6241597319,3313.22148238,403.183335069,1218.46410132,708.958328041,558,237.950417318,148.356,29.6221,2.7058,0.577460396584,172.537241212,-29.9562,29.6405,0.870801,29.6315145328,136.951
47.2744444181,559,626.001094436,724.989716857,29.5103241325,2859.00961895,398.838656088,1373.21366695,513.785076616,559,243.617709966,148.418,29.5095,2.68688,0.576175912049,258.560009921,-29.8333,29.5259,0.906018,29.5140998515,137.03
8.67718892695,560,134.318813484,639.89537348,29.5357421099,486.628037288,286.628936585,148.515381504,33.849143356,560,98.6434317467,148.563,29.5334,2.75103,0.586603374299,242.636937295,-29.8556,29.548,0.900381,29.5406517772,137.055
9.30577809927,561,154.480818178,1242.35491264,29.5484478878,820.162376848,253.687723297,202.830993632,132.848575995,561,115.294822989,148.645,29.5492,2.30621,0.561507830707,334.919024867,-29.8451,29.5652,0.942045,29.5544699585,137.149
76.8725925739,562,760.885831831,887.070837078,29.4620475241,1136.49170757,345.393360859,908.719140831,117.068632348,562,251.860990737,148.765,29.4605,2.42712,0.572012880726,271.59562047,-29.7807,29.4779,0.903787,29.4685911019,137.215
9.28706150422,563,716.498359169,582.567590404,29.5093034908,1312.17916844,342.811348646,938.988851632,205.992440488,563,251.496165526,148.796,29.5063,2.14681,0.554314886717,224.806441369,-29.8321,29.526,0.909845,29.5162981354,137.255
665.295770922,564,535.188710238,1153.98948455,29.4497889754,2424.43713708,867.634684406,991.45109489,530.5814657,564,238.970362586,148.917,29.4494,2.70192,0.593091573709,189.086694514,-29.7882,29.4683,0.900728,29.4559833614,137.361
52.8174249056,565,701.462612095,918.67211946,29.5545068345,2981.87513095,378.189089164,1116.38950056,578.034344173,565,248.14383322,149.016,29.5524,2.46687,0.560553734604,336.20236685,-29.8921,29.57,0.875805,29.5611489033,137.441
7.13959541359,566,708.414576439,571.669032655,29.4466990972,2552.83011147,331.428101942,1133.47646566,507.675160833,566,247.174642788,149.139,29.4477,2.46015,0.567101002183,165.602483259,-29.7497,29.465,0.868235,29.453338293,137.478
15.602502825,567,2337.20656977,810.325704091,29.4001906938,3165.50436404,475.029638163,2925.27799512,205.767276488,567,238.624017203,149.203,29.3968,2.92261,0.602518270029,242.107400876,-29.745,29.4155,0.784543,29.4087598398,137.506
324.582872954,568,1015.96528593,1073.25627064,29.412916047,2974.12041097,588.706527445,2407.70187619,609.049181858,568,230.543333714,149.343,29.4123,2.43621,0.554384031249,318.996397779,-29.7417,29.4315,0.84796,29.42007492,137.546
97.1768787443,569,970.366771887,1082.34205293,29.4592023701,3014.59342221,403.963341057,1649.0101021,709.618058735,569,248.889711313,149.448,29.4583,2.20997,0.551342057708,313.88999432,-29.7795,29.4785,0.90952,29.4685779498,137.622
60.8208539557,570,794.330255584,566.593706786,29.2932267249,2779.28860279,179.795755344,1640.84719471,547.336378784,570,243.361126522,149.543,29.2913,2.69283,0.575701829151,150.184154806,-29.5923,29.3118,0.902001,29.299902868,137.738
7.07057112595,571,730.289978185,842.118980746,29.2750791519,2969.19465523,289.284350818,1653.18500956,708.251997119,571,250.125237619,149.574,29.2703,2.57009,0.581205159272,282.246209885,-29.5811,29.2902,0.884535,29.2812478002,137.824
65.1785976848,572,1390.5663132,923.231125757,29.3293371029,3010.93792976,432.836228749,2650.03357676,566.845177172,572,249.137490674,149.672,29.3275,2.47327,0.554793697047,301.659217212,-29.6701,29.3485,0.915832,29.3372687912,137.852
45.5379157512,573,954.966460978,888.843444142,29.2270198529,2916.76175333,345.054892553,2629.61838781,537.735911514,573,241.475796621,149.844,29.2247,2.5065,0.569928735714,243.212257786,-29.5922,29.2436,0.927633,29.232541194,137.866
21.6902483583,574,985.434641893,738.156704512,29.4058332533,2882.49435761,358.681647132,2374.53650247,615.308828976,574,242.840639913,149.938,29.4038,2.29432,0.557557319317,257.203939921,-29.7317,29.4202,0.906933,29.411435494,138.004
11.4138659094,575,628.955228468,600.06902876,29.1616560821,2803.65034254,313.908756376,1369.30774618,823.123401239,575,227.343639545,150.018,29.1621,2.89707,0.607595484805,202.289145999,-29.4919,29.1816,0.917573,29.168515831,138.02
10.9994416255,576,255.853160977,528.270043251,29.3065536702,2949.38404025,226.566716586,1498.21837825,1164.79919929,576,189.23016086,150.101,29.3022,2.62398,0.581315302674,171.677748415,-29.6396,29.3228,0.933815,29.3143859889,138.088
71.7132001419,577,252.397312881,764.356649032,29.2236451869,2821.99069705,244.748925296,1680.6102107,1024.75046183,577,199.009087219,150.186,29.2238,2.48932,0.570603509141,213.576189198,-29.5576,29.2446,0.910381,29.2309126668,138.166
55.5404894944,578,734.807154798,791.566779341,29.1978291436,2913.78212116,240.11803723,2002.21718685,808.124282244,578,227.444181083,150.288,29.1956,2.36677,0.563376937576,239.671961198,-29.5351,29.2163,0.831944,29.2071238938,138.195
8.59959964248,579,181.199840814,908.110540357,29.2557429834,884.95617008,381.896977927,252.833830806,131.452855878,579,134.032847233,150.414,29.2549,2.48197,0.570959072149,297.845269051,-29.5836,29.2748,0.956001,29.2624288668,138.268
120.293316165,580,202.610762372,650.013736214,29.1991262986,2355.49434262,361.789219238,807.523893096,557.712563001,580,195.391314135,150.45,29.1971,2.83123,0.589687328885,176.499637617,-29.5264,29.2185,0.883748,29.208073302,138.393
9.31913840626,581,478.930754629,574.185054551,29.2387448268,1982.40333632,253.199719531,815.027058847,385.809751359,581,222.182439452,150.539,29.2361,2.30775,0.550951263757,199.129684181,-29.5466,29.2549,0.913543,29.2458771706,138.48
82.4878032513,582,514.404957064,524.122272696,29.1569318174,1799.00341481,288.547168051,1051.07093511,363.074791482,582,242.980304349,150.658,29.1573,2.63754,0.568488561817,144.779404546,-29.4806,29.1781,0.925138,29.1650100736,138.51
7.27638782847,583,2536.87185301,513.036568544,29.0982483981,3140.36148317,251.483527558,3006.1267651,165.730982861,583,248.626491308,150.763,29.0964,2.9411,0.601395800052,206.964020401,-29.4091,29.1145,0.852496,29.1032907933,138.566
11.5394151676,584,979.292385272,539.908703842,29.2369877073,3045.29941582,323.956958148,2742.61880353,565.449159686,584,239.959559453,150.817,29.2354,2.57982,0.57089337432,188.916867223,-29.5645,29.2538,0.872917,29.2436747867,138.662
52.5032803711,585,729.147468715,593.716589435,29.1328294715,1943.83006836,337.581543771,1238.34299949,357.370555968,585,250.711130738,150.89,29.1297,2.3527,0.547579020956,218.960042378,-29.4471,29.148,0.940923,29.1413321893,138.744
8.44723785356,586,1499.21788927,714.666334644,29.0588247454,3242.27733754,159.863915256,2574.79819105,581.371161504,586,240.298481966,151.048,29.0583,2.63644,0.573331167585,193.572409296,-29.3707,29.0788,0.906297,29.0678676946,138.816
20.5262496242,587,1062.59163346,761.203796895,29.0935259235,3043.78183379,251.219042918,2415.21794032,632.220503105,587,238.663098279,151.128,29.0909,2.61468,0.582458360761,221.606771775,-29.4046,29.1097,0.859169,29.1002906556,138.859
106.862238909,588,208.355611125,976.672399475,29.1117843316,907.763065797,422.075834753,267.051721174,120.996115215,588,140.997723882,151.235,29.1119,2.79984,0.586674886924,254.77947657,-29.438,29.1319,0.945662,29.1177013142,138.874
35.0500182025,589,192.901061916,759.278729849,29.1457842061,2943.38837062,230.713902151,1052.31060846,743.13604738,589,203.088863718,151.31,29.1442,2.23209,0.555550475911,208.655700993,-29.4495,29.1623,0.934435,29.1540711019,138.943
129.595186197,590,932.340651012,395.363871583,29.0405927977,3166.87880496,225.475043903,2085.59393915,814.76139079,590,254.535457723,151.385,29.0383,2.56455,0.584833423898,89.0633164279,-29.3602,29.0553,0.914871,29.0454992177,139.055
7.65565573881,591,969.370951518,693.970083983,29.0764875124,3280.97945295,349.561232363,2181.38561002,755.203295151,591,255.359380479,151.459,29.0761,2.53597,0.582937343708,252.377279675,-29.3868,29.0952,0.907811,29.0836820742,139.156
141.086633348,592,589.499631009,844.533050252,29.0001338458,3018.64409242,396.464222013,1604.8493914,746.412377128,592,254.863795055,151.562,28.9986,2.44939,0.5692882255,207.290575173,-29.3188,29.0195,0.905984,29.0081575441,139.212
70.8914361768,593,781.895378102,1117.6814185,29.0659029826,3060.7822047,449.974844188,1906.9756847,696.326974656,593,247.246980638,151.614,29.0632,2.58844,0.58783695258,347.87314867,-29.3981,29.0822,0.901909,29.073947547,139.288
4.95371427006,594,640.106257577,641.607881313,29.0248705509,2787.21117553,250.24472345,1288.0575122,606.216799911,594,249.430963854,151.718,29.0227,2.41108,0.578278643539,203.133378928,-29.331,29.0416,0.896128,29.0316686881,139.331
75.4881801075,595,906.906521848,618.86224641,29.0425117901,3165.93237461,220.728326849,1955.96803515,819.917579097,595,239.216436785,151.869,29.041,2.64259,0.596043453478,155.224986039,-29.3454,29.0588,0.888304,29.0489285771,139.391
82.3760554472,596,1519.1253702,1045.8907149,28.9128844432,3255.43595534,383.400699807,2714.69098096,628.903426962,596,245.420075979,151.968,28.9118,2.45738,0.574471401162,314.611230898,-29.2455,28.929,0.926733,28.9182060534,139.512
75.5314007077,597,762.026177375,708.664012385,29.0166513005,3286.58188738,330.369148254,1667.78938834,725.290255054,597,233.796163157,152.055,29.0147,2.39192,0.567423928885,218.248644935,-29.3159,29.037,0.92158,29.0234653062,139.585
156.592951802,598,353.911126972,823.382681802,28.9595738872,2768.92409491,412.947743286,1134.26784411,578.267470922,598,216.834425022,152.138,28.9611,2.64981,0.566630833534,237.043284857,-29.2521,28.9755,0.907776,28.9654848121,139.735
17.2811662608,599,216.929858767,643.380960277,28.9633529893,2998.45733148,330.699183101,1582.65243034,963.626319468,599,229.636346986,152.278,28.9611,2.34523,0.553631097639,232.65760369,-29.2537,28.98,0.917319,28.971718351,139.878
164.447847872,600,214.735048135,655.605361458,29.0013904866,1201.99671199,337.61493932,251.385832497,123.2548546,600,137.837465476,152.362,29.0009,2.39382,0.566620419392,153.935562142,-29.3172,29.0212,0.889,29.0099934109,139.9
119.414929596,601,764.193360107,509.556363842,28.9408716563,2680.50999636,264.275847569,1815.42600777,753.822956598,601,228.770085871,152.434,28.9414,2.26113,0.548200825219,135.16829683,-29.2349,28.9631,0.952116,28.9508072299,139.879
70.7011152532,602,709.37694873,707.056161446,28.9214544505,3024.84165808,429.788702942,1266.65009868,653.647920074,602,245.758839851,152.505,28.9201,2.34903,0.558890414511,214.662895184,-29.2368,28.9391,0.939466,28.9277065026,139.89
11.0807513307,603,926.480457579,589.794224532,28.9531930311,3244.7053804,164.557740929,2046.71289951,787.184891204,603,254.275289157,152.535,28.9511,2.54035,0.566531565911,155.172281761,-29.2824,28.9673,0.939037,28.9586330358,139.906
7.51141245302,604,981.52601305,955.469256323,28.9146467406,3129.59906342,229.40280967,2505.95645714,729.595700646,604,245.151010936,152.614,28.9136,2.19854,0.545897248298,292.572932909,-29.2634,28.931,0.926439,28.9216457519,140.069
46.1791353152,605,1090.98032053,585.378675347,28.9650640882,2887.90173721,318.859044247,1835.40169124,630.239442984,605,234.932660785,152.716,28.9625,2.3883,0.562200844444,158.845902585,-29.3356,28.9798,0.930098,28.9710343179,140.107
11.5451101932,606,740.458546552,469.320233723,28.987980666,3196.84591717,173.180707149,1511.29578995,803.587547678,606,245.625051935,152.755,28.9858,2.71395,0.578576824928,162.136752097,-29.3059,29.0003,0.932005,28.991672318,140.145
10.799788962,607,757.003422188,901.14238018,29.0180165864,2695.73344042,453.245337026,1561.24771557,634.079376282,607,246.848323767,152.842,29.0176,2.47196,0.553445756004,280.856068354,-29.3284,29.0328,0.93951,29.021939298,140.196
9.42051110772,608,725.963290357,1022.09106712,29.0147407124,3176.12556531,373.766021613,2220.15574771,818.920156028,608,244.148285527,152.852,29.0123,2.60961,0.571017714101,359.624815273,-29.3427,29.0251,0.951983,29.0172210498,140.288
359.403541608,609,852.488790679,985.69035697,29.0546630333,3116.19078402,694.305854347,1485.17121862,768.780185729,609,246.228165816,152.939,29.0545,2.11266,0.530173019416,260.81424331,-29.39,29.0725,0.960339,29.0599494284,140.37
201.35593135,610,1462.21713121,965.003836174,29.0120045965,3293.67753067,449.265812041,2645.34132197,672.275956904,610,253.274302102,153.013,29.0102,2.19633,0.533235546749,269.138294421,-29.3464,29.0298,0.965282,29.0225696123,140.411
96.5604361152,611,782.110792958,723.301869848,29.0103185572,3061.81802813,493.882259197,2055.06498643,885.088361506,611,248.189329385,153.138,29.0086,2.55763,0.567797992376,227.923236708,-29.3175,29.03,0.941769,29.0169248164,140.458
66.3896403363,612,834.57512615,860.194708343,28.9667277386,1962.07109765,379.954188353,1121.98089654,224.900317764,612,260.94242742,153.162,28.9644,2.12838,0.538205726385,226.211999376,-29.31,28.9848,0.958079,28.9732856445,140.501
11.0498749089,613,1324.17100297,833.764515833,29.070093379,3320.66463208,422.19941929,2109.98687511,684.844602642,613,255.710144715,153.297,29.07,2.63827,0.563658619156,275.04332914,-29.3891,29.0872,0.949786,29.0748084943,140.508
7.63355605087,614,864.122578633,687.700024871,29.0348813186,3346.5409632,385.618332897,1530.70393192,747.196685489,614,263.011214341,153.392,29.0356,2.44745,0.554994738627,251.355759354,-29.3593,29.0528,0.960002,29.0424865765,140.534
8.80333606757,615,683.452092451,636.075889925,29.0119628746,1169.65684687,327.394132218,845.121216572,102.849805218,615,241.784220654,153.41,29.0114,2.45853,0.541528572414,207.113625051,-29.3321,29.0288,0.928892,29.0181442003,140.605
6.98940183119,616,783.674144757,579.345306414,29.0423349694,2070.4563379,194.546950454,1473.42648137,310.872423619,616,260.111458264,153.507,29.0424,2.24912,0.530250987216,195.54516052,-29.3855,29.0577,0.96166,29.0472042475,140.699
11.5073971874,617,770.083825375,580.154431616,29.0092353445,3397.00460846,223.219710822,2267.40822233,994.231779058,617,250.478698765,153.658,29.0061,2.55425,0.557904976672,183.276983346,-29.3644,29.0237,0.968394,29.0142661504,140.757
8.27630290843,618,498.976673109,910.636161896,29.0421276731,1430.69735942,359.484374372,973.244598527,200.811328121,618,230.748609872,153.719,29.0417,2.5411,0.5507599624,335.684450572,-29.3481,29.0578,0.953614,29.0468569026,140.898
8.48134797286,619,1000.6174437,888.530615267,28.9962238184,3391.2829318,252.306426145,1719.48300637,806.071470986,619,251.09795548,153.78,28.996,2.79078,0.564971648546,234.363548156,-29.3024,29.0118,0.949609,29.0002837498,141.034
37.23207342,620,787.324182748,703.182468603,28.9963359444,1228.54510044,307.867783376,955.299956278,97.8386858399,620,250.299392812,153.858,28.9931,2.15892,0.524637890922,209.594147473,-29.3001,29.0126,0.92423,29.0052965656,141.07
9.67347522034,621,1485.33562638,645.328427054,28.7925462069,3382.17816753,352.122151946,2236.31511913,605.179440694,621,261.120520768,154.024,28.792,2.34301,0.547385656214,244.157101532,-29.1283,28.8131,0.933418,28.7982890398,141.136
12.2520885763,622,633.686395186,629.486533822,28.891189636,1517.91983156,270.498182921,952.48515405,221.527947261,622,253.426100856,154.11,28.8885,2.49903,0.550250841137,262.138340798,-29.205,28.906,0.930811,28.8966957105,141.246
7.58885149922,623,138.735696682,943.39712545,28.9904189427,3247.71763613,251.616030244,1829.38205738,1016.21522363,623,242.9022624,154.195,28.9892,2.0963,0.541499781498,300.597296985,-29.3296,29.0093,0.928002,28.9993422088,141.38
59.8643080468,624,928.17840282,973.767528193,28.9026669915,2174.59043616,304.168318601,1155.31395403,334.422224817,624,254.044434924,154.259,28.9028,2.40479,0.541940382995,262.70163301,-29.2323,28.9198,0.923364,28.9100146725,141.481
14.5761376615,625,180.699416722,857.834412907,29.0208165393,2959.42631935,315.887280096,1269.94877404,963.073792947,625,206.125757729,154.31,29.0188,2.14191,0.534813368062,244.333699703,-29.357,29.0377,0.924722,29.0269692451,141.467
6.72507020865,626,780.69771591,783.57681675,28.9963211565,3174.58705356,213.465101938,1498.98531972,674.904920402,626,256.198353792,154.418,28.9954,2.71262,0.568342453554,198.152769974,-29.3395,29.0108,0.930252,29.0030380885,141.607
88.5625562202,627,912.577597453,594.605264362,29.004077862,3469.00575339,276.997573611,1397.52282149,662.325852468,627,255.549274199,154.448,29.0024,2.54743,0.561770383515,159.471779696,-29.3267,29.0206,0.9566,29.0096719302,141.634
7.97735036128,628,1205.84140401,561.296936075,28.9564317201,3417.05300556,228.787580638,2507.9388872,987.668022155,628,253.524657159,154.437,28.9533,2.34038,0.535031822354,181.629614574,-29.2594,28.9746,0.950208,28.9651138902,141.755
140.462010003,629,783.413187251,682.268726479,28.9573529917,1363.43010187,387.538822228,1031.9516071,128.593993777,629,251.953428263,154.508,28.9554,2.42635,0.541984536814,198.513197359,-29.2881,28.973,0.956886,28.9638316465,141.808
11.6581835647,630,79.7850161384,727.547828145,28.9293699622,1140.11913982,294.757984614,832.683855743,257.443072499,630,225.339455006,154.608,28.9271,2.57765,0.546480143404,247.716498623,-29.2293,28.9455,0.955318,28.9376074056,141.866
52.6844296959,631,759.825095109,698.137058506,28.9419504769,1933.79144518,286.634170754,1009.3971061,252.666928353,631,245.462793134,154.755,28.9412,2.54544,0.541659073171,198.328348188,-29.2566,28.9581,0.949309,28.9473352411,141.919
5.44303789984,632,853.068468039,881.766468852,28.941038152,1347.8065021,408.248326481,1083.98446757,141.607084226,632,259.50748161,154.874,28.9388,2.36851,0.525528191337,354.725032385,-29.255,28.955,0.948653,28.9483087118,141.994
6.76930215355,633,919.585261905,1148.6907011,28.8676795819,3470.8869895,513.082446831,2355.20256464,1104.19992208,633,262.39098314,154.997,28.8658,2.53806,0.559389041527,430.036939263,-29.2045,28.8865,0.959174,28.8766866955,142.075
296.381075103,634,652.676022947,567.421256814,28.9032902477,2887.35141891,469.814516721,1069.57363563,454.857162912,634,255.387387161,155.045,28.9016,2.6827,0.564768630175,89.7596804257,-29.1979,28.9199,0.938478,28.9136171266,142.127
9.05360371444,635,709.916256469,620.548151615,28.9707730104,1800.4821894,362.72831319,1049.89133967,253.738555669,635,256.687553897,155.125,28.9687,2.23744,0.527546477806,224.573880876,-29.2627,28.9873,0.94387,28.9783545784,142.182
11.3971891451,636,965.604727071,451.653440079,28.8297894668,3225.83026166,298.417732513,1615.12486559,513.433275477,636,264.644228574,155.269,28.8296,2.25743,0.533006849554,164.158281889,-29.1564,28.85,0.957341,28.8373659237,142.253
8.80436545291,637,755.958745215,576.304810142,28.9033939598,962.747185846,244.638652517,908.8101694,42.0108794074,637,251.471376852,155.38,28.902,2.27695,0.533837977055,190.081730291,-29.2182,28.9193,0.927859,28.9099346408,142.34
34.3569878935,638,927.16052877,838.570686481,28.8206057012,1352.14189245,400.180153499,1005.05426583,97.5510864009,638,253.26426912,155.467,28.8201,2.45058,0.542789903489,250.300694474,-29.1407,28.8382,0.932073,28.8278434481,142.494
42.5033362435,639,656.306791393,809.8947367,28.7675783392,1001.83379929,353.579831652,813.061695887,94.5323411373,639,246.199779883,155.509,28.7636,2.46258,0.545231174212,269.313274185,-29.0605,28.7813,0.929926,28.774116353,142.565
7.93348796707,640,951.400948,749.988926832,28.779627977,2435.79264599,256.633486031,1125.3460868,262.103175611,640,258.529500193,155.545,28.7791,2.62942,0.546765138916,262.827614314,-29.1026,28.7973,0.9562,28.7837037345,142.647
6.95557232139,641,829.141350227,1263.41234783,28.6962797489,2303.71111695,326.808052586,1079.33561076,256.680161746,641,255.639720649,155.627,28.6951,2.38741,0.543934534808,369.914352205,-29.0312,28.7181,0.955289,28.7048330108,142.679
57.3789574571,642,739.669399118,527.062062417,28.7898018172,2865.90585831,282.224781344,1057.30137995,348.111811764,642,248.073167425,155.7,28.7883,2.61164,0.550610824164,176.108703003,-29.1125,28.8048,0.960437,28.7950646468,142.769
46.4478148184,643,1199.97959153,737.624389043,28.7466004224,3364.78347221,280.00883743,1820.51157054,771.526234572,643,247.143358834,155.775,28.7474,2.45221,0.543786549327,226.458207912,-29.0692,28.7656,0.949269,28.7556391184,142.936
20.2676708938,644,942.666855612,772.657515396,28.7601408602,2965.73344775,332.230999713,1616.8522899,498.01705745,644,247.655445594,155.837,28.7559,2.15216,0.526963317163,229.030011438,-29.0728,28.7744,0.935876,28.7659492651,143.009
63.8712257735,645,1162.23572191,895.332036038,28.7054370022,3357.50662334,390.442420572,1808.30793396,678.707419973,645,255.916892062,155.907,28.7027,2.1738,0.528657134208,276.517947622,-29.0173,28.7185,0.935487,28.7119985633,143.034
80.5909239739,646,560.34790596,787.619355717,28.729591052,1861.3786606,391.353548595,1086.01561339,377.096311937,646,244.896092571,156.005,28.7307,2.63595,0.556342655473,242.972432363,-29.0484,28.7517,0.946716,28.7377935581,143.015
7.13364464774,647,125.27168412,1155.52124111,28.6945275758,735.744470522,283.157575148,550.817824593,142.566131708,647,212.809292722,156.107,28.6917,2.14867,0.523256057119,346.646618208,-29.0074,28.7136,0.928999,28.703365904,143.189
11.0985599713,648,560.394052028,533.156387829,28.6862453952,3038.69585731,311.884214289,1370.80369526,520.35177938,648,245.59575392,156.155,28.6841,2.56712,0.543718481799,167.952121539,-28.992,28.707,0.951307,28.6970278614,143.227
23.0086045182,649,237.649986522,467.684311707,28.6109205369,1462.29729947,206.841903,537.183527804,294.340029966,649,191.654669363,156.222,28.6084,2.42511,0.540380791593,138.135391766,-28.9277,28.6247,0.935916,28.6168257199,143.266
37.9341848903,650,325.071269738,786.160924111,28.6301258646,2819.88790102,476.583608545,1554.61936702,656.223160167,650,234.767516429,156.245,28.6282,2.05053,0.516233739645,287.492667141,-28.9222,28.6491,0.914935,28.6395460483,143.369
11.570523621,651,15.0535589553,534.413872209,28.6962948605,3051.89312279,266.726009398,934.261299675,653.153273253,651,218.950102489,156.342,28.6949,1.98154,0.511241205165,208.942330688,-28.9987,28.7134,0.962348,28.7036251537,143.439
40.0086362665,652,1470.22696851,1062.74452355,28.6028700737,3051.98252323,499.123080195,2868.5810495,449.90579047,652,253.10025758,156.425,28.6035,2.49671,0.546422709029,369.026544842,-28.9046,28.6222,0.908708,28.6082593666,143.477
7.34883395844,653,9.1899878838,1270.03139361,28.5860658477,3187.46315404,396.762485148,849.143584593,1249.37232481,653,91.4343254238,156.527,28.5826,2.64487,0.552945495874,393.831010146,-28.8888,28.6017,0.921228,28.5921618089,143.536
6.85508438896,654,583.138493581,617.701111419,28.4505181957,3140.88137779,248.893715527,2013.74880086,810.537254809,654,246.086555659,156.648,28.4524,2.25701,0.53488014988,222.70552414,-28.758,28.4697,0.916257,28.4560170488,143.648
8.89572387326,655,863.104848141,580.937267309,28.5185944647,3017.36409109,267.722130941,1676.44628445,759.763525011,655,239.123601621,156.688,28.5165,1.90206,0.51097686117,224.30943581,-28.8183,28.5318,0.919223,28.5261030335,143.777
16.1141617923,656,354.037754835,640.78332947,28.4488440349,1281.15366743,316.150215342,470.98646436,197.946190309,656,182.919215406,156.774,28.4474,2.42994,0.548204191621,206.271760473,-28.7381,28.4616,0.897233,28.4543301025,143.854
7.4125830187,657,749.994055973,832.49422661,28.5116240735,3125.99621436,281.530821163,1321.56835635,677.523018382,657,240.137851932,156.834,28.5104,2.54725,0.563981348371,267.082036623,-28.8494,28.5274,0.923303,28.5187341834,143.832
16.3065955851,658,669.603800918,735.856109149,28.5207522342,3259.19529228,386.218687167,1443.47448622,777.062067364,658,245.066907719,156.934,28.5206,2.7157,0.562673973484,281.27607367,-28.8571,28.5409,0.897512,28.5273001592,143.918
192.205899727,659,590.148523119,781.04249311,28.4902098059,1180.57060677,442.005623672,700.319594566,121.651812617,659,224.616869406,157.016,28.4882,1.98255,0.510738532751,191.7654673,-28.8061,28.5058,0.900104,28.4968082913,143.924
9.26744624147,660,227.48620333,502.004774983,28.5070060067,1724.29442472,158.501266771,795.667967151,402.371967215,660,217.558664643,157.067,28.5035,2.31264,0.540035572722,136.876252041,-28.8132,28.5189,0.895824,28.5130630042,144.08
254.983861889,661,529.394083226,647.500020297,28.4218288739,3123.61936513,438.342663146,1477.18117064,839.847215284,661,249.874756458,157.138,28.4202,2.35012,0.531461222969,136.627714071,-28.7306,28.4396,0.883373,28.4280717103,144.201
26.1140271183,662,203.352895962,948.971161988,28.3889508654,1182.74637035,356.377580421,296.009504436,212.398041937,662,137.536026504,157.291,28.3885,2.04749,0.518440665757,307.529299065,-28.7155,28.4066,0.841624,28.3968078104,144.274
9.61634464338,663,474.358797724,1013.08014384,28.374923362,1894.21914409,340.064198499,748.179510289,211.391683567,663,230.526053193,157.386,28.3715,2.32316,0.542734251534,302.958559271,-28.6852,28.3895,0.911638,28.3828219453,144.361
202.914538976,664,380.559974907,890.975006506,28.3549087054,2512.38240033,439.152042303,987.611939049,627.833546318,664,213.14266176,157.462,28.3542,2.30986,0.533259673564,254.759819785,-28.6587,28.3725,0.912016,28.3630473207,144.372
