Iteration,AveragePolicySurr,AverageDiscountedReturn,AverageAbsQYDiff,AverageQ,AverageAbsQ,AverageAction,QFunRegParamNorm,MaxReturn,AverageAbsY,StdReturn,MaxEsReturn,AverageReturn,StdEsReturn,AverageY,MinReturn,AverageEsReturn,MinEsReturn,Epoch,PolicyRegParamNorm,AverageQLoss
525,-26.9537,99.9956828753,0.520079656084,25.024,25.0811,0.411802,124.997,1000.0,25.0309748153,0.0,57.0,1000.0,13.6382797811,25.0245529477,1000.0,17.1206896552,2.0,525,69.3301,2.57888
526,-26.9538,99.9956828753,0.532427078655,25.0455,25.1054,0.419345,125.085,1000.0,25.0510620371,0.0,62.0,1000.0,14.1622721046,25.0455641893,1000.0,16.8474576271,3.0,526,69.3681,2.72809
527,-26.8598,99.9956828753,0.520067534916,24.9163,24.9778,0.493633,125.193,1000.0,24.918061582,0.0,66.0,1000.0,13.959247534,24.9127379903,1000.0,15.5692307692,3.0,527,69.3911,2.49623
528,-26.8833,99.9956828753,0.5585400845,24.9674,25.0308,0.53086,125.284,1000.0,24.9749396809,0.0,52.0,1000.0,13.5944650443,24.9700420041,1000.0,17.5438596491,3.0,528,69.3757,2.92386
529,-26.7949,99.9956828753,0.519926231896,24.8712,24.9283,0.551554,125.357,1000.0,24.876315812,0.0,87.0,1000.0,17.3271528131,24.8715063918,1000.0,15.359375,3.0,529,69.417,2.73274
530,-26.7355,99.9956828753,0.520864118268,24.7753,24.8391,0.391605,125.462,1000.0,24.7821209892,0.0,70.0,1000.0,14.2055301333,24.7744852583,1000.0,16.0967741935,3.0,530,69.5064,2.64895
531,-26.7744,99.9956828753,0.537591871359,24.8854,24.9538,0.376268,125.547,1000.0,24.891525091,0.0,50.0,1000.0,10.7762115186,24.8858324418,1000.0,14.2428571429,3.0,531,69.6058,2.62395
532,-26.7879,99.9956828753,0.524929507236,24.8832,24.9378,0.405939,125.691,1000.0,24.8848889976,0.0,58.0,1000.0,11.7846889112,24.8813617795,1000.0,14.9411764706,3.0,532,69.6225,2.5001
533,-26.7847,99.9956828753,0.507198466602,24.8806,24.9367,0.40839,125.703,1000.0,24.8847362439,0.0,51.0,1000.0,9.60807042548,24.8818836417,1000.0,11.6705882353,3.0,533,69.645,2.4341
534,-26.7204,99.9956828753,0.558014328995,24.8283,24.8824,0.377316,125.801,1000.0,24.8310883228,0.0,69.0,1000.0,13.2829046355,24.8280522976,1000.0,13.4666666667,3.0,534,69.7091,3.02379
535,-26.7016,99.9956828753,0.536271221954,24.819,24.8805,0.437092,125.81,1000.0,24.8224219655,0.0,45.0,1000.0,11.4590439299,24.8190327371,1000.0,15.196969697,3.0,535,69.7433,2.60922
536,-26.7036,99.9956828753,0.566316682885,24.7725,24.8311,0.490263,125.9,1000.0,24.7774849762,0.0,63.0,1000.0,15.7023392089,24.7736238036,1000.0,17.5892857143,3.0,536,69.8388,3.05503
537,-26.6608,99.9956828753,0.554434068533,24.7738,24.8381,0.373912,125.943,1000.0,24.777845442,0.0,110.0,1000.0,19.6634146715,24.7718856504,1000.0,22.4888888889,4.0,537,69.9032,2.86656
538,-26.5841,99.9956828753,0.57129691532,24.6878,24.7538,0.233684,126.065,1000.0,24.6933360021,0.0,69.0,1000.0,11.820951652,24.6891052743,1000.0,14.3285714286,3.0,538,69.8915,2.7202
539,-26.7113,99.9956828753,0.570521377746,24.7799,24.8402,0.303852,126.109,1000.0,24.7827054232,0.0,41.0,1000.0,9.91575238633,24.7783510366,1000.0,12.8311688312,3.0,539,69.9718,2.80408
540,-26.6089,99.9956828753,0.539115472764,24.7148,24.771,0.414536,126.235,1000.0,24.7211534838,0.0,67.0,1000.0,11.1304046332,24.7149902319,1000.0,13.5890410959,3.0,540,70.0137,2.70362
541,-26.6024,99.9956828753,0.544624715536,24.6479,24.7123,0.482298,126.341,1000.0,24.6555611679,0.0,55.0,1000.0,12.0555894089,24.6495366543,1000.0,15.4393939394,3.0,541,70.102,2.85985
542,-26.6652,99.9956828753,0.516228976854,24.6912,24.7508,0.457145,126.436,1000.0,24.6962901209,0.0,65.0,1000.0,11.4275006543,24.6907398016,1000.0,12.7692307692,3.0,542,70.3067,2.44649
543,-26.6548,99.9956828753,0.553883914069,24.6946,24.7585,0.542699,126.534,1000.0,24.7025205387,0.0,44.0,1000.0,8.8522605364,24.6952090519,1000.0,11.010989011,3.0,543,70.3974,2.7484
544,-26.7567,95.1696613143,0.546883744788,24.81,24.8656,0.593008,126.571,1000.0,24.812450392,269.368560689,78.0,914.818181818,13.6625841255,24.8095689638,63.0,13.2105263158,3.0,544,70.4999,2.743
545,-26.6975,99.9956828753,0.571436464123,24.7991,24.861,0.478542,126.598,1000.0,24.8054585272,0.0,63.0,1000.0,14.1719538854,24.8012356727,1000.0,14.0281690141,3.0,545,70.5515,2.76752
546,-26.8407,99.9956828753,0.589648549599,24.9191,24.9842,0.225864,126.692,1000.0,24.9253824891,0.0,101.0,1000.0,16.3857486668,24.921615999,1000.0,13.985915493,3.0,546,70.613,3.12644
547,-26.8364,93.134990912,0.531193450136,24.8823,24.9308,0.227558,126.771,1000.0,24.8860424563,279.430353244,64.0,911.636363636,13.5399399074,24.8829969,28.0,14.0579710145,3.0,547,70.6296,2.59286
548,-26.9168,99.9956828753,0.579752890609,24.9772,25.0379,0.247837,126.795,1000.0,24.9814377383,0.0,48.0,1000.0,9.44173560269,24.9790836682,1000.0,10.9684210526,3.0,548,70.6575,2.8694
549,-26.975,99.9956828753,0.577806160085,25.0397,25.1047,0.517541,126.926,1000.0,25.0437301845,0.0,126.0,1000.0,19.0600091977,25.039689093,1000.0,13.7777777778,2.0,549,70.739,2.84384
550,-26.9871,99.9956828753,0.56123815644,25.0528,25.1086,0.366969,127.044,1000.0,25.0547526573,0.0,66.0,1000.0,13.285822017,25.0521850351,1000.0,13.44,3.0,550,70.8459,2.51513
551,-27.1254,99.9956828753,0.566910603793,25.2125,25.2688,0.325919,127.128,1000.0,25.2163808765,0.0,56.0,1000.0,14.0432636676,25.214471937,1000.0,15.3538461538,2.0,551,70.8392,2.83324
552,-27.1318,99.9956828753,0.605702284699,25.1891,25.2508,0.517245,127.231,1000.0,25.1911541854,0.0,66.0,1000.0,15.3055715026,25.1887451735,1000.0,15.7301587302,3.0,552,70.8737,3.1688
553,-27.0875,99.9956828753,0.575500513814,25.1749,25.2333,0.42505,127.352,1000.0,25.1803010141,0.0,50.0,1000.0,12.277583176,25.1764189759,1000.0,16.3114754098,3.0,553,70.9434,2.81853
554,-27.0421,99.9956828753,0.571639986337,25.1786,25.2361,0.354592,127.426,1000.0,25.1872479508,0.0,63.0,1000.0,14.0437105656,25.1795309291,1000.0,16.0,3.0,554,71.0851,2.94924
555,-27.0406,99.9956828753,0.567199704897,25.1174,25.177,0.462307,127.493,1000.0,25.1234064705,0.0,56.0,1000.0,11.747897371,25.1170556187,1000.0,14.2394366197,3.0,555,71.1775,2.9079
556,-27.0659,99.9956828753,0.600513799538,25.1618,25.2216,0.333385,127.589,1000.0,25.1691091547,0.0,52.0,1000.0,13.7396572671,25.1640699934,1000.0,17.8,3.0,556,71.2324,3.07386
557,-27.0755,99.9956828753,0.59087562442,25.1786,25.24,0.280929,127.637,1000.0,25.1820168381,0.0,44.0,1000.0,9.23901617062,25.1778008675,1000.0,13.2077922078,3.0,557,71.2723,2.96681
558,-27.0801,99.9956828753,0.600261575856,25.149,25.2049,0.373372,127.701,1000.0,25.1540519422,0.0,49.0,1000.0,11.434043816,25.1503048874,1000.0,14.6417910448,3.0,558,71.3581,2.93746
559,-27.12,61.9247123029,0.570370197254,25.143,25.1994,0.43292,127.783,326.0,25.1465226916,62.7269130445,63.0,111.285714286,13.5679198675,25.143694831,46.0,16.4838709677,3.0,559,71.3876,2.85837
560,-27.1245,99.9956828753,0.589302901088,25.1976,25.2625,0.414552,127.925,1000.0,25.2000892241,0.0,61.0,1000.0,11.8137868104,25.1971800107,1000.0,13.6891891892,3.0,560,71.4642,2.94859
561,-27.0687,99.9956828753,0.619071201394,25.0817,25.1386,0.471495,127.974,1000.0,25.0854250452,0.0,57.0,1000.0,10.3669626172,25.0827871203,1000.0,14.0704225352,3.0,561,71.4936,3.2715
562,-27.1057,99.9956828753,0.541822062181,25.1708,25.2273,0.505939,128.088,1000.0,25.1751806187,0.0,90.0,1000.0,15.2974801768,25.1721085176,1000.0,16.2295081967,3.0,562,71.5682,2.51803
563,-27.1324,99.9956828753,0.596663833095,25.2896,25.3425,0.388825,128.186,1000.0,25.2921321194,0.0,64.0,1000.0,12.3082136601,25.2892724734,1000.0,14.5652173913,4.0,563,71.6424,3.13997
564,-27.0565,99.9956828753,0.547665144214,25.1265,25.1874,0.383254,128.253,1000.0,25.132767825,0.0,68.0,1000.0,12.4319431492,25.1287939985,1000.0,15.775862069,3.0,564,71.8263,2.62344
565,-26.9341,99.9956828753,0.576907304574,25.0555,25.1158,0.330381,128.361,1000.0,25.0623392498,0.0,94.0,1000.0,17.2700252545,25.0568120774,1000.0,20.0740740741,3.0,565,71.8031,2.91821
566,-26.984,99.9956828753,0.540902146952,25.0915,25.1534,0.376115,128.503,1000.0,25.094504567,0.0,44.0,1000.0,10.6719221392,25.0894232455,1000.0,14.8088235294,3.0,566,71.8644,2.74942
567,-27.03,99.9956828753,0.555244837634,25.0433,25.1018,0.530594,128.528,1000.0,25.0483952461,0.0,79.0,1000.0,14.6809425263,25.043756189,1000.0,14.9848484848,3.0,567,71.9227,2.58597
568,-26.9852,99.9956828753,0.554812325183,25.0444,25.1004,0.653927,128.618,1000.0,25.048121947,0.0,54.0,1000.0,12.6989577358,25.0449566507,1000.0,16.2741935484,3.0,568,71.9807,2.61539
569,-26.9907,99.9956828753,0.576580706571,25.1373,25.1952,0.464839,128.797,1000.0,25.1409033752,0.0,88.0,1000.0,15.0172995944,25.1382631378,1000.0,15.390625,4.0,569,72.1303,2.87416
570,-26.8597,99.9956828753,0.583772961414,24.9888,25.052,0.371992,128.841,1000.0,24.9927510562,0.0,58.0,1000.0,11.0371494443,24.9897045811,1000.0,15.1791044776,4.0,570,72.1574,2.93001
571,-26.8592,99.9956828753,0.564605009055,24.9208,24.9811,0.411797,128.89,1000.0,24.9240095846,0.0,40.0,1000.0,9.24242931151,24.920454372,1000.0,12.6493506494,3.0,571,72.1712,2.59854
572,-26.8387,90.801108916,0.567082622113,24.9598,25.0163,0.524266,128.934,1000.0,24.9623348341,300.918630862,81.0,428.24,15.7721668034,24.9591355257,101.0,15.0588235294,3.0,572,72.2535,2.67383
573,-26.8811,60.8908708826,0.552389646743,25.0493,25.1036,0.589983,129.033,455.0,25.051266875,72.6299087741,77.0,112.483146067,12.3992758182,25.0496206418,37.0,14.0285714286,3.0,573,72.2814,2.5035
574,-26.7341,99.9956828753,0.572810424328,24.856,24.9113,0.507723,129.095,1000.0,24.8586402845,0.0,63.0,1000.0,13.0995198404,24.8555199219,1000.0,16.6721311475,4.0,574,72.3379,2.68898
575,-26.7747,99.9956828753,0.582810910419,24.8532,24.912,0.348257,129.202,1000.0,24.8562561355,0.0,68.0,1000.0,13.0176321829,24.8535734827,1000.0,16.0163934426,3.0,575,72.4088,2.82278
576,-26.6934,99.9956828753,0.572847091648,24.8814,24.9382,0.399731,129.287,1000.0,24.881289363,0.0,63.0,1000.0,14.2315279886,24.8791177074,1000.0,17.1166666667,3.0,576,72.4819,2.82115
577,-26.6216,99.9956828753,0.537682453222,24.7471,24.8051,0.331532,129.351,1000.0,24.7517616134,0.0,49.0,1000.0,12.0413785376,24.7488086612,1000.0,15.8064516129,2.0,577,72.5497,2.51447
578,-26.5353,99.9956828753,0.552650094319,24.6587,24.7212,0.341283,129.445,1000.0,24.6642307005,0.0,78.0,1000.0,15.0903768383,24.6602413163,1000.0,18.4528301887,3.0,578,72.6406,2.66629
579,-26.4964,92.7085245272,0.561011136655,24.7003,24.7596,0.410581,129.557,1000.0,24.7057966515,281.155231968,92.0,911.090909091,17.8681370423,24.7005428427,22.0,22.347826087,4.0,579,72.6915,2.72648
580,-26.4039,99.9956828753,0.577326788371,24.5913,24.6544,0.290427,129.621,1000.0,24.5998257726,0.0,60.0,1000.0,13.3232009876,24.5918727578,1000.0,15.873015873,3.0,580,72.7963,2.93816
581,-26.4456,99.9956828753,0.566333650832,24.5948,24.6576,0.292021,129.654,1000.0,24.598986029,0.0,51.0,1000.0,10.2095287495,24.5928827254,1000.0,14.0704225352,3.0,581,72.9305,2.82666
582,-26.3468,99.9956828753,0.560283875596,24.5535,24.6172,0.393179,129.764,1000.0,24.5627967438,0.0,73.0,1000.0,14.491158683,24.5530741342,1000.0,17.1525423729,3.0,582,72.966,2.69024
583,-26.3349,99.9956828753,0.559325281747,24.4531,24.5146,0.226826,129.869,1000.0,24.4645272835,0.0,62.0,1000.0,13.214960894,24.4538105341,1000.0,14.1126760563,3.0,583,73.0297,2.88216
584,-26.3567,53.2170299382,0.552803633071,24.599,24.6655,0.283872,129.963,1000.0,24.610266472,459.378318984,79.0,366.793103448,13.6738087314,24.5998015591,30.0,14.8358208955,3.0,584,73.0867,2.6203
585,-26.2697,99.9956828753,0.547831825633,24.4781,24.5447,0.468812,130.058,1000.0,24.4891996713,0.0,46.0,1000.0,10.8872652387,24.4783200205,1000.0,15.0769230769,3.0,585,73.1237,2.63637
586,-26.268,99.9956828753,0.544933560835,24.4469,24.5098,0.315917,130.136,1000.0,24.4547101189,0.0,57.0,1000.0,11.8089227774,24.4460583117,1000.0,15.1641791045,3.0,586,73.1748,2.60847
587,-26.3153,99.9956828753,0.572613192516,24.408,24.4736,0.274506,130.166,1000.0,24.4147053891,0.0,34.0,1000.0,8.64071992465,24.4076786289,1000.0,14.3714285714,4.0,587,73.2865,2.79168
588,-26.2689,99.9956828753,0.572127112701,24.3533,24.4147,0.390169,130.273,1000.0,24.3581617257,0.0,57.0,1000.0,13.3188016979,24.3533956675,1000.0,16.1129032258,3.0,588,73.3635,2.91906
589,-26.2761,79.6236788415,0.587549330645,24.4291,24.4904,0.374666,130.314,1000.0,24.4338690962,448.306740227,39.0,683.0,11.1410153138,24.4314507978,47.0,16.6666666667,3.0,589,73.4015,2.88573
590,-26.2716,99.9956828753,0.540959979382,24.3826,24.4322,0.313104,130.388,1000.0,24.3850014207,0.0,79.0,1000.0,13.1176713814,24.3821080281,1000.0,13.6944444444,3.0,590,73.4089,2.598
591,-26.2757,99.9956828753,0.569229721363,24.4,24.4589,0.367602,130.471,1000.0,24.4028812846,0.0,58.0,1000.0,13.2025464229,24.400854297,1000.0,16.1774193548,3.0,591,73.4459,2.64556
592,-26.251,99.9956828753,0.544105356665,24.339,24.3967,0.331096,130.558,1000.0,24.3406549934,0.0,88.0,1000.0,15.7843918924,24.338544105,1000.0,18.8490566038,3.0,592,73.4961,2.50983
593,-26.2313,99.9956828753,0.575175865524,24.3052,24.3744,0.334868,130.648,1000.0,24.3092093268,0.0,72.0,1000.0,12.2103202688,24.3070629202,1000.0,13.1948051948,3.0,593,73.595,3.00691
594,-26.2711,99.9956828753,0.526323643816,24.4152,24.4704,0.285398,130.753,1000.0,24.4171006167,0.0,63.0,1000.0,12.9895812247,24.4153377961,1000.0,13.9436619718,3.0,594,73.6234,2.5323
595,-26.2687,99.9956828753,0.511048068864,24.391,24.4516,0.414012,130.77,1000.0,24.3947319643,0.0,59.0,1000.0,13.1712966543,24.3924123595,1000.0,16.8166666667,4.0,595,73.6951,2.2463
596,-26.2222,99.9956828753,0.575147519042,24.2527,24.3182,0.377703,130.869,1000.0,24.2543274476,0.0,60.0,1000.0,12.9155913531,24.2517941644,1000.0,15.5,3.0,596,73.7447,2.89825
597,-26.2399,99.9956828753,0.549618980776,24.3483,24.403,0.442638,130.97,1000.0,24.3532182858,0.0,52.0,1000.0,13.3240452078,24.3499912727,1000.0,19.137254902,3.0,597,73.7986,2.73949
598,-26.2103,99.9956828753,0.602340754324,24.2995,24.3722,0.393264,130.996,1000.0,24.303031487,0.0,58.0,1000.0,14.8669045894,24.3002208815,1000.0,15.9230769231,3.0,598,73.9332,3.09465
599,-26.2784,99.9956828753,0.526109269029,24.4629,24.5202,0.458795,130.983,1000.0,24.4658160053,0.0,54.0,1000.0,11.7078960506,24.4636761142,1000.0,15.4761904762,2.0,599,73.9956,2.50864
600,-26.346,82.8691957417,0.553177636678,24.3846,24.44,0.472182,131.015,1000.0,24.3868373434,408.825797308,73.0,776.076923077,13.0404323602,24.38512317,29.0,12.8481012658,3.0,600,74.0563,2.80495
601,-26.3177,99.9956828753,0.508309032283,24.448,24.5053,0.424687,131.109,1000.0,24.4491008482,0.0,59.0,1000.0,10.0881008077,24.447086111,1000.0,12.0361445783,3.0,601,74.0986,2.30579
602,-26.243,99.9956828753,0.563293409273,24.3399,24.3986,0.330441,131.197,1000.0,24.3438925985,0.0,59.0,1000.0,12.4765448313,24.341188984,1000.0,13.3648648649,3.0,602,74.1671,2.92873
603,-26.311,99.9956828753,0.527522983063,24.4194,24.477,0.421024,131.282,1000.0,24.4223673328,0.0,46.0,1000.0,11.682868155,24.4197917748,1000.0,13.6756756757,3.0,603,74.2539,2.57907
604,-26.2651,99.9956828753,0.564079851469,24.45,24.5161,0.364566,131.349,1000.0,24.4523850394,0.0,76.0,1000.0,13.2497379429,24.4493755872,1000.0,13.8333333333,3.0,604,74.3044,2.83827
605,-26.2537,99.9956828753,0.527366120899,24.3841,24.434,0.335711,131.404,1000.0,24.386155994,0.0,65.0,1000.0,16.2091212272,24.383081749,1000.0,17.701754386,4.0,605,74.3956,2.77513
606,-26.2719,99.9956828753,0.51535715419,24.4759,24.5369,0.351925,131.486,1000.0,24.4808505822,0.0,50.0,1000.0,11.7748233382,24.4763890056,1000.0,14.6666666667,3.0,606,74.4945,2.42424
607,-26.2344,99.9956828753,0.521117582646,24.3413,24.4091,0.32598,131.478,1000.0,24.3479591625,0.0,60.0,1000.0,14.5999610048,24.3421591591,1000.0,15.5151515152,3.0,607,74.6325,2.45668
608,-26.2212,99.9956828753,0.542495746879,24.3876,24.4493,0.217042,131.467,1000.0,24.393875193,0.0,99.0,1000.0,14.3464020417,24.388050646,1000.0,14.0138888889,3.0,608,74.7103,2.80393
609,-26.1899,99.9956828753,0.48304857464,24.3113,24.3712,0.170774,131.547,1000.0,24.3169062986,0.0,65.0,1000.0,12.2466119992,24.3116383353,1000.0,14.9253731343,3.0,609,74.8593,2.12172
610,-26.1418,99.9956828753,0.48791110814,24.3706,24.4333,0.0299849,131.673,1000.0,24.3775812796,0.0,48.0,1000.0,10.987017601,24.3690444079,1000.0,14.2608695652,3.0,610,75.0487,2.31254
611,-26.1068,99.9956828753,0.515165262862,24.2363,24.3023,0.219107,131.719,1000.0,24.2464324891,0.0,63.0,1000.0,13.2350944314,24.237303689,1000.0,15.640625,3.0,611,75.072,2.29073
612,-26.1088,99.9956828753,0.564449902926,24.2727,24.3357,0.129351,131.863,1000.0,24.2771919447,0.0,73.0,1000.0,13.7886377689,24.2709610584,1000.0,15.1940298507,3.0,612,75.0839,2.74
613,-26.0706,99.9956828753,0.504843992049,24.2309,24.2941,0.183675,131.923,1000.0,24.2374329798,0.0,71.0,1000.0,11.769558093,24.2313557765,1000.0,14.8484848485,3.0,613,75.2042,2.35398
614,-26.0612,99.9956828753,0.515080792469,24.2152,24.2768,0.347299,131.992,1000.0,24.2198758705,0.0,55.0,1000.0,11.5738850735,24.2150396128,1000.0,16.8965517241,3.0,614,75.2695,2.39891
615,-26.0703,99.9956828753,0.555635245384,24.1817,24.2411,0.416352,132.108,1000.0,24.1882476402,0.0,125.0,1000.0,28.0303463569,24.1830967403,1000.0,22.0425531915,3.0,615,75.3009,2.74594
616,-26.0499,99.9956828753,0.543531428905,24.1321,24.1983,0.563866,132.19,1000.0,24.1370985971,0.0,114.0,1000.0,20.1901357507,24.1325782749,1000.0,17.4642857143,3.0,616,75.352,2.6894
617,-26.0536,99.9956828753,0.544472051381,24.1547,24.2151,0.42042,132.316,1000.0,24.1589796567,0.0,73.0,1000.0,13.7418515593,24.154866207,1000.0,16.5409836066,3.0,617,75.3734,2.54945
618,-26.0768,91.7172175487,0.517068322685,24.1768,24.2289,0.668125,132.343,1000.0,24.181109151,312.355857006,72.0,479.761904762,13.7652844342,24.1765130934,97.0,16.3166666667,3.0,618,75.4844,2.06616
619,-26.1407,97.8839174514,0.584828554287,24.2213,24.2863,0.540064,132.496,1000.0,24.2269280493,305.021679315,57.0,779.076923077,11.2317667745,24.2225076471,200.0,14.0138888889,3.0,619,75.5357,2.67296
620,-26.2747,63.3782779485,0.612501214054,24.2678,24.3379,0.287236,132.579,1000.0,24.2735298497,178.110548094,64.0,150.71641791,11.83512553,24.2678152406,49.0,12.3170731707,3.0,620,75.6088,2.8201
621,-26.6147,70.6305245752,0.570172371018,24.3847,24.4491,0.40786,132.588,591.0,24.3909670512,148.57819527,54.0,189.037037037,9.4175157641,24.3854215687,60.0,9.90291262136,3.0,621,75.6532,2.32089
622,-27.0617,51.578545525,0.672523498602,24.5194,24.5933,0.231493,132.713,101.0,24.5262370688,10.1458695215,70.0,72.7246376812,15.3151039996,24.5203867484,29.0,13.0405405405,2.0,622,75.6658,2.98132
623,-27.8138,99.9956828753,0.637282442316,25.1371,25.196,0.00670718,132.766,1000.0,25.1448068212,0.0,99.0,1000.0,18.7204878854,25.1382116852,1000.0,17.1,3.0,623,75.7488,2.7653
624,-28.2628,99.9956828753,0.62880490154,25.5661,25.6283,0.00791377,132.802,1000.0,25.5740990564,0.0,99.0,1000.0,19.5302072207,25.5662759678,1000.0,19.3846153846,3.0,624,75.8097,2.81809
625,-28.6777,99.9956828753,0.675551904688,25.9755,26.0467,0.0125017,132.925,1000.0,25.9868673987,0.0,126.0,1000.0,23.0470287213,25.9786043482,1000.0,15.7619047619,3.0,625,75.8516,3.41179
626,-29.1061,99.9956828753,0.620696143534,26.3501,26.4155,0.0282237,132.986,1000.0,26.3594765664,0.0,72.0,1000.0,16.475288228,26.3520043865,1000.0,15.7301587302,3.0,626,75.857,3.11439
627,-29.465,47.987398701,0.619764684265,26.7657,26.8398,0.445186,133.122,1000.0,26.7765888485,149.547449905,53.0,87.0608695652,12.9622421836,26.7666039057,53.0,13.7027027027,3.0,627,75.9416,3.0726
628,-29.8422,99.9956828753,0.600743227766,27.1481,27.2177,0.0323345,133.166,1000.0,27.1638091768,0.0,147.0,1000.0,24.5189676124,27.152766927,1000.0,14.8805970149,2.0,628,75.9797,2.88514
629,-30.17,99.9956828753,0.607901681042,27.4255,27.4948,0.00430726,133.248,1000.0,27.4385472611,0.0,98.0,1000.0,20.6989529717,27.427116832,1000.0,16.4918032787,3.0,629,76.0179,3.08974
630,-30.4794,99.9956828753,0.631618230681,27.7103,27.7848,0.0100747,133.388,1000.0,27.7245521194,0.0,83.0,1000.0,18.0968073944,27.713232088,1000.0,14.6307692308,2.0,630,76.0921,3.39842
631,-30.908,99.9956828753,0.636563862686,28.0472,28.1208,0.0308142,133.43,1000.0,28.0609196702,0.0,86.0,1000.0,21.8141270523,28.0489528102,1000.0,20.0961538462,3.0,631,76.1273,3.5085
632,-31.2392,99.9956828753,0.642121764568,28.3666,28.441,0.524926,133.51,1000.0,28.3833158059,0.0,129.0,1000.0,22.5712166847,28.3713078909,1000.0,16.4426229508,3.0,632,76.147,3.6344
633,-31.6091,99.9956828753,0.638907231438,28.8029,28.8732,0.0377568,133.554,1000.0,28.8205873662,0.0,103.0,1000.0,18.5731514599,28.8058337795,1000.0,15.6349206349,3.0,633,76.1761,3.50365
634,-31.7996,99.9956828753,0.646787446477,28.9367,29.0138,0.550353,133.608,1000.0,28.9535296787,0.0,91.0,1000.0,21.3501717554,28.9402482055,1000.0,15.828125,3.0,634,76.1778,3.50468
635,-32.0899,99.9956828753,0.684731310553,29.2475,29.3261,0.449997,133.66,1000.0,29.2644333275,0.0,54.0,1000.0,11.3271289459,29.251066449,1000.0,10.7741935484,3.0,635,76.1837,4.15816
636,-32.1933,99.9956828753,0.626001848053,29.3261,29.396,0.293614,133.694,1000.0,29.3389397159,0.0,99.0,1000.0,24.4169510791,29.3262158539,1000.0,22.75,3.0,636,76.1824,3.54382
637,-32.5387,99.9956828753,0.656323769772,29.6924,29.7658,0.0410558,133.703,1000.0,29.7036952619,0.0,123.0,1000.0,22.9357799083,29.6937593866,1000.0,16.5,2.0,637,76.1481,3.72663
638,-32.7021,99.9956828753,0.693546189855,29.87,29.9611,0.236532,133.876,1000.0,29.8858318747,0.0,108.0,1000.0,21.9898882521,29.874773841,1000.0,20.5306122449,3.0,638,76.1686,4.14111
639,-32.9914,99.9956828753,0.652777721651,30.1488,30.2156,0.160451,133.968,1000.0,30.1601079155,0.0,135.0,1000.0,21.822315449,30.1494539049,1000.0,14.6911764706,3.0,639,76.1656,4.0286
640,-33.1861,99.9956828753,0.65993368512,30.4031,30.4758,0.0172086,134.095,1000.0,30.417596249,0.0,89.0,1000.0,20.2651520816,30.4045124864,1000.0,16.0833333333,3.0,640,76.1551,4.04314
641,-33.3112,99.9956828753,0.678067497447,30.4693,30.5506,0.365664,134.191,1000.0,30.4870232548,0.0,63.0,1000.0,15.9873984263,30.4713443569,1000.0,17.2413793103,3.0,641,76.1599,4.25404
642,-33.6684,99.9956828753,0.672502030809,30.7146,30.7947,0.442833,134.247,1000.0,30.7313425745,0.0,68.0,1000.0,13.5190202286,30.7185263109,1000.0,12.4320987654,3.0,642,76.1821,4.00379
643,-33.9657,99.9956828753,0.633310510973,31.1334,31.2025,0.62016,134.369,1000.0,31.145702446,0.0,65.0,1000.0,15.4429687539,31.1326640186,1000.0,13.0394736842,3.0,643,76.2152,3.70213
644,-34.1481,99.9956828753,0.693434011279,31.1376,31.2166,0.445987,134.535,1000.0,31.1575306981,0.0,59.0,1000.0,13.6069365031,31.1409177079,1000.0,12.5609756098,3.0,644,76.2128,4.45694
645,-34.3831,99.9956828753,0.702441969169,31.4461,31.5322,0.67463,134.601,1000.0,31.4643537649,0.0,116.0,1000.0,19.003974365,31.4460262241,1000.0,14.0416666667,3.0,645,76.2428,4.28878
646,-34.6746,99.9956828753,0.715008040436,31.7414,31.8258,0.728062,134.687,1000.0,31.760696816,0.0,192.0,1000.0,34.6599072647,31.7423564724,1000.0,19.1923076923,3.0,646,76.2788,4.59359
647,-34.7912,99.9956828753,0.68666586298,31.896,31.9765,0.585458,134.787,1000.0,31.9154494908,0.0,121.0,1000.0,23.8821547999,31.9001292666,1000.0,14.9701492537,3.0,647,76.2889,4.42748
648,-35.0509,99.9956828753,0.685843163964,32.1972,32.2831,0.476232,134.888,1000.0,32.2157291045,0.0,83.0,1000.0,13.9183205138,32.1957096788,1000.0,11.4597701149,2.0,648,76.3078,4.36315
649,-35.3229,99.9956828753,0.697407067973,32.3638,32.45,0.462719,135.039,1000.0,32.3908203576,0.0,75.0,1000.0,22.6910364703,32.3670553461,1000.0,18.9615384615,3.0,649,76.2922,4.63655
650,-35.4742,99.9956828753,0.720848626135,32.4864,32.5728,0.00804806,135.067,1000.0,32.5087694108,0.0,79.0,1000.0,18.6222747173,32.4877895195,1000.0,16.1428571429,3.0,650,76.3024,4.59625
651,-35.6193,99.9956828753,0.699468048325,32.6849,32.7752,0.00603815,135.258,1000.0,32.7096778657,0.0,99.0,1000.0,19.3289554997,32.6862613748,1000.0,15.3384615385,2.0,651,76.2971,4.62783
652,-35.7145,99.9956828753,0.6930013676,32.8211,32.9146,0.433256,135.43,1000.0,32.8478843209,0.0,105.0,1000.0,23.306406965,32.8240172702,1000.0,16.1451612903,3.0,652,76.3285,4.82137
653,-35.8444,99.9956828753,0.691134664184,32.8599,32.9605,0.308302,135.477,1000.0,32.8932515533,0.0,67.0,1000.0,15.0980335569,32.8613523284,1000.0,15.7777777778,3.0,653,76.2745,4.48915
