Iteration,AveragePolicySurr,AverageDiscountedReturn,AverageAbsQYDiff,AverageQ,AverageAbsQ,AverageAction,QFunRegParamNorm,MaxReturn,AverageAbsY,StdReturn,MaxEsReturn,AverageReturn,StdEsReturn,AverageY,MinReturn,AverageEsReturn,MinEsReturn,Epoch,PolicyRegParamNorm,AverageQLoss
906,-29.8143,99.9956828753,0.605799682058,27.7902,27.8859,0.142211,152.212,1000.0,27.8267425618,0.0,53.0,1000.0,13.4686374291,27.7894227995,1000.0,17.0508474576,3.0,906,81.0414,3.13812
907,-29.7783,99.9956828753,0.601722507622,27.7701,27.8663,0.24159,152.31,1000.0,27.8021810871,0.0,83.0,1000.0,16.770393369,27.7689448447,1000.0,15.4375,2.0,907,81.0602,3.31724
908,-29.6709,99.9956828753,0.596338203562,27.5858,27.6892,0.337075,152.424,1000.0,27.6257007393,0.0,56.0,1000.0,13.505071121,27.5871115126,1000.0,13.1447368421,3.0,908,81.1234,3.39606
909,-29.6294,99.9956828753,0.585393279929,27.6613,27.7539,0.28785,152.452,1000.0,27.6928724763,0.0,50.0,1000.0,12.2999358471,27.6605704725,1000.0,13.2602739726,3.0,909,81.1522,3.10608
910,-29.4999,99.9956828753,0.64353891437,27.4911,27.6001,0.726212,152.502,1000.0,27.5311633124,0.0,78.0,1000.0,12.9603894489,27.4915532366,1000.0,14.1216216216,3.0,910,81.1716,3.57992
911,-29.3405,99.9956828753,0.582119504921,27.3226,27.4241,0.339226,152.56,1000.0,27.3548027116,0.0,70.0,1000.0,17.2124239509,27.3212859949,1000.0,17.7321428571,2.0,911,81.156,3.16919
912,-29.308,99.9956828753,0.587690956341,27.2704,27.3679,0.162968,152.658,1000.0,27.3079534767,0.0,57.0,1000.0,12.0486728644,27.2706946933,1000.0,12.7012987013,3.0,912,81.1548,3.29524
913,-29.2623,99.9956828753,0.577991756862,27.2578,27.3544,0.163785,152.77,1000.0,27.2948295764,0.0,45.0,1000.0,9.83290170156,27.253816127,1000.0,11.8045977011,3.0,913,81.165,3.1238
914,-29.2535,99.9956828753,0.619804792195,27.194,27.3022,0.377548,152.836,1000.0,27.2388971824,0.0,45.0,1000.0,9.50510873948,27.1941588391,1000.0,10.7311827957,3.0,914,81.1957,3.32919
915,-29.1396,99.9956828753,0.593702125371,27.121,27.2263,0.388008,152.894,1000.0,27.1612240134,0.0,86.0,1000.0,18.0762685952,27.1215735322,1000.0,17.275862069,3.0,915,81.226,3.14849
916,-29.1015,99.9956828753,0.567594643349,27.1109,27.2125,0.236524,152.991,1000.0,27.1545882827,0.0,58.0,1000.0,10.4888281754,27.1097853916,1000.0,10.4270833333,3.0,916,81.1998,2.98625
917,-29.087,99.9956828753,0.597544489518,27.019,27.1318,0.0516046,153.062,1000.0,27.0633097162,0.0,47.0,1000.0,10.9374686456,27.0182621594,1000.0,11.3448275862,3.0,917,81.2237,3.13947
918,-29.1204,99.9956828753,0.595122410305,27.0759,27.1781,0.0444459,153.109,1000.0,27.1230746273,0.0,53.0,1000.0,12.6582369907,27.0765436332,1000.0,12.1585365854,3.0,918,81.2096,3.18341
919,-29.0079,99.9956828753,0.586724536359,27.0357,27.153,0.0632578,153.2,1000.0,27.0860543121,0.0,68.0,1000.0,10.2324456505,27.0357799146,1000.0,10.4742268041,3.0,919,81.2602,3.03487
920,-29.018,99.9956828753,0.568781544525,26.9562,27.0601,0.121,153.281,1000.0,27.0037955743,0.0,58.0,1000.0,10.7521843109,26.9551146293,1000.0,10.9230769231,3.0,920,81.2435,2.96333
921,-28.9804,99.9956828753,0.59611157924,26.8817,26.9948,0.0601192,153.347,1000.0,26.9269126793,0.0,71.0,1000.0,17.1792674317,26.8816095379,1000.0,16.8965517241,3.0,921,81.2325,3.29889
922,-28.9842,99.9956828753,0.581187420529,26.9678,27.075,0.292518,153.451,1000.0,27.0155097684,0.0,65.0,1000.0,11.886096453,26.9658543901,1000.0,13.6933333333,3.0,922,81.2376,3.12034
923,-28.9259,99.9956828753,0.609871586258,26.8558,26.9646,0.044124,153.541,1000.0,26.9057894742,0.0,44.0,1000.0,11.5499031474,26.8552872829,1000.0,13.5205479452,2.0,923,81.2895,3.1835
924,-28.8617,99.9956828753,0.570637801004,26.8593,26.9873,0.163529,153.606,1000.0,26.9247975995,0.0,99.0,1000.0,17.0491520019,26.860124296,1000.0,15.828125,3.0,924,81.2577,2.97119
925,-28.9154,99.9956828753,0.575068581092,26.8381,26.9583,0.165385,153.624,1000.0,26.8982895863,0.0,76.0,1000.0,13.5160335488,26.8357085932,1000.0,13.3378378378,2.0,925,81.2924,2.87218
926,-28.8401,99.9956828753,0.622603395938,26.7864,26.9047,0.109883,153.673,1000.0,26.8432157813,0.0,55.0,1000.0,12.1287855128,26.7841176491,1000.0,12.7272727273,3.0,926,81.3021,3.51231
927,-28.9496,99.9956828753,0.590433119351,26.842,26.9444,0.156035,153.746,1000.0,26.8891273794,0.0,68.0,1000.0,16.3016214936,26.8415329191,1000.0,14.6911764706,3.0,927,81.3349,2.82086
928,-28.9148,99.9956828753,0.603080171776,26.8859,26.9854,0.123021,153.822,1000.0,26.9323482389,0.0,51.0,1000.0,12.037220638,26.8898916832,1000.0,12.7160493827,3.0,928,81.3668,3.21508
929,-28.8691,99.9956828753,0.642354792575,26.7432,26.854,0.0918725,153.95,1000.0,26.7812833017,0.0,58.0,1000.0,13.8906364455,26.7431146136,1000.0,13.5540540541,3.0,929,81.3719,3.55128
930,-28.9575,99.9956828753,0.598726633708,26.8763,26.9747,0.0651161,154.003,1000.0,26.913707818,0.0,49.0,1000.0,11.7692077421,26.8768404768,1000.0,12.3209876543,3.0,930,81.4128,3.21925
931,-29.0536,99.9956828753,0.622191797538,26.9151,27.0133,0.121664,154.073,1000.0,26.9518879822,0.0,60.0,1000.0,13.5546753697,26.9156420173,1000.0,13.1842105263,3.0,931,81.4171,3.40399
932,-29.1464,81.710374827,0.617756098492,27.0382,27.1275,0.0290407,154.144,1000.0,27.0677273722,443.219253493,53.0,686.6,9.51087842709,27.0391398795,56.0,9.19626168224,3.0,932,81.4231,3.20081
933,-29.3561,99.9956828753,0.567951894195,27.1791,27.2604,0.0275739,154.281,1000.0,27.2059499427,0.0,89.0,1000.0,15.7398778178,27.1810626016,1000.0,11.987804878,3.0,933,81.4665,2.87265
934,-29.4858,99.9956828753,0.624379722543,27.336,27.4258,0.00829483,154.361,1000.0,27.3626285225,0.0,71.0,1000.0,14.6215217062,27.3368910493,1000.0,13.4594594595,3.0,934,81.4463,3.49233
935,-29.5211,99.9956828753,0.578253904926,27.3394,27.4226,0.014311,154.433,1000.0,27.3597280901,0.0,81.0,1000.0,20.0454124097,27.3404422544,1000.0,18.3035714286,3.0,935,81.4669,2.93955
936,-29.7593,99.9956828753,0.625259843094,27.4699,27.5633,0.118242,154.467,1000.0,27.492214896,0.0,92.0,1000.0,15.897199778,27.4722311162,1000.0,13.8630136986,3.0,936,81.4507,3.32126
937,-29.8773,99.9956828753,0.627614828312,27.6652,27.757,0.221979,154.478,1000.0,27.6830116241,0.0,63.0,1000.0,14.9993265842,27.6654943794,1000.0,14.6666666667,3.0,937,81.4971,3.35307
938,-29.9996,99.9956828753,0.598184141331,27.8203,27.9051,0.105853,154.515,1000.0,27.8369689045,0.0,71.0,1000.0,18.7114047219,27.8210503312,1000.0,16.5,3.0,938,81.5406,3.20812
939,-30.1787,99.9956828753,0.623599776887,27.8976,27.9737,0.0181581,154.591,1000.0,27.9114813119,0.0,89.0,1000.0,19.5341436892,27.8973597131,1000.0,19.3396226415,3.0,939,81.5695,3.31531
940,-30.2873,99.9956828753,0.641877942086,28.0044,28.0839,0.0151795,154.6,1000.0,28.0225423014,0.0,88.0,1000.0,20.0471015609,28.0075111279,1000.0,17.6909090909,3.0,940,81.6278,3.70803
941,-30.4094,99.9956828753,0.620965504154,28.0966,28.1716,0.12364,154.696,1000.0,28.1119641287,0.0,76.0,1000.0,14.5758736874,28.0973638958,1000.0,12.3625,2.0,941,81.6216,3.53507
942,-30.5331,99.9956828753,0.585213431625,28.2401,28.3142,0.245277,154.751,1000.0,28.25608757,0.0,92.0,1000.0,15.0684466609,28.2408748729,1000.0,11.4285714286,3.0,942,81.6426,3.24591
943,-30.7209,99.9956828753,0.610338897532,28.4239,28.499,0.129652,154.788,1000.0,28.4432356103,0.0,75.0,1000.0,16.9766400761,28.4282183386,1000.0,14.0704225352,3.0,943,81.6521,3.63006
944,-30.7528,99.9956828753,0.609275325425,28.5187,28.604,0.065213,154.853,1000.0,28.5362719263,0.0,63.0,1000.0,15.533374208,28.5201130468,1000.0,14.0,3.0,944,81.6297,3.60503
945,-30.9283,99.9956828753,0.639017781826,28.6533,28.738,0.0413393,154.857,1000.0,28.6683194619,0.0,71.0,1000.0,18.5165224191,28.654052716,1000.0,15.9032258065,2.0,945,81.6849,3.74434
946,-31.0148,99.9956828753,0.578155655591,28.7802,28.8553,0.406119,154.851,1000.0,28.7952908649,0.0,129.0,1000.0,28.4956136976,28.7800465008,1000.0,20.2857142857,3.0,946,81.6999,3.07718
947,-31.0662,99.9956828753,0.632918269494,28.729,28.8169,0.157595,154.86,1000.0,28.7496678591,0.0,113.0,1000.0,18.970732616,28.7318224397,1000.0,14.5138888889,3.0,947,81.6658,4.00401
948,-31.2963,99.9956828753,0.596659680571,28.9689,29.0507,0.374583,154.937,1000.0,28.990317972,0.0,117.0,1000.0,22.3195168705,28.971227469,1000.0,16.85,3.0,948,81.6417,3.47414
949,-31.3931,64.9430164137,0.618445494265,28.9625,29.0424,0.245476,154.969,1000.0,28.9844665682,446.204963915,76.0,386.769230769,16.6770224238,28.963588732,57.0,15.0,2.0,949,81.6553,3.43548
950,-31.4517,99.9956828753,0.597963784646,29.1158,29.2034,0.442555,155.026,1000.0,29.1342443221,0.0,80.0,1000.0,17.5253170008,29.1153710221,1000.0,14.6086956522,3.0,950,81.692,3.30459
951,-31.4998,99.9956828753,0.611002799229,29.2202,29.3112,0.543022,155.091,1000.0,29.2447357792,0.0,99.0,1000.0,18.5083866529,29.2191925233,1000.0,15.3484848485,3.0,951,81.7291,3.43114
952,-31.5248,99.9956828753,0.652184884223,29.1038,29.1971,0.455754,155.215,1000.0,29.134187067,0.0,61.0,1000.0,13.6782941198,29.1067633983,1000.0,14.3181818182,3.0,952,81.738,4.00456
953,-31.5486,99.9956828753,0.613963365286,29.2457,29.337,0.377019,155.266,1000.0,29.2743970886,0.0,156.0,1000.0,23.5218482214,29.2448367331,1000.0,16.5625,3.0,953,81.7257,3.64186
954,-31.6447,99.9956828753,0.57576217704,29.3577,29.4465,0.189886,155.259,1000.0,29.3902945383,0.0,38.0,1000.0,10.8200549741,29.3591778794,1000.0,11.2298850575,2.0,954,81.757,3.34062
955,-31.5805,99.9956828753,0.670522633592,29.2774,29.3754,0.39618,155.363,1000.0,29.3151572697,0.0,75.0,1000.0,11.4229213439,29.278503255,1000.0,10.0816326531,3.0,955,81.7584,3.98347
956,-31.6145,99.9956828753,0.621101158248,29.2856,29.3882,0.486133,155.374,1000.0,29.3171106522,0.0,59.0,1000.0,11.9546243554,29.2847751887,1000.0,11.0,3.0,956,81.7281,3.97386
957,-31.5974,99.9956828753,0.611335440653,29.3095,29.4062,0.678849,155.45,1000.0,29.3423929968,0.0,76.0,1000.0,13.3329671614,29.311182808,1000.0,10.387755102,3.0,957,81.7351,3.747
958,-31.6514,99.9956828753,0.59148524223,29.3211,29.4128,0.304739,155.545,1000.0,29.3496910007,0.0,55.0,1000.0,11.1216691657,29.3202958074,1000.0,10.752688172,3.0,958,81.719,3.50393
959,-31.6826,99.9956828753,0.594591325406,29.3549,29.4529,0.624003,155.655,1000.0,29.3870410823,0.0,54.0,1000.0,10.5186437069,29.3536484443,1000.0,9.43396226415,3.0,959,81.721,3.62619
960,-31.7665,99.9956828753,0.614580878084,29.372,29.4604,0.476223,155.65,1000.0,29.405436771,0.0,71.0,1000.0,15.6884444381,29.3774463207,1000.0,13.3733333333,3.0,960,81.7439,3.79077
961,-31.7791,99.9956828753,0.636398445103,29.3787,29.4784,0.107987,155.774,1000.0,29.4015206929,0.0,59.0,1000.0,12.7527504091,29.3772021466,1000.0,12.7307692308,3.0,961,81.7608,3.84479
962,-31.7412,99.9956828753,0.564460643061,29.4317,29.5194,0.0106665,155.89,1000.0,29.4579403349,0.0,71.0,1000.0,11.2789068447,29.4305244814,1000.0,10.4315789474,3.0,962,81.8253,3.30093
963,-31.7867,99.9956828753,0.625562091287,29.3835,29.478,0.010175,155.933,1000.0,29.4109663303,0.0,58.0,1000.0,10.7552944895,29.3852624419,1000.0,10.202020202,3.0,963,81.8097,3.61458
964,-31.7924,99.9956828753,0.626127310385,29.5649,29.6553,0.137952,156.015,1000.0,29.5884171797,0.0,79.0,1000.0,14.4402161088,29.5664674251,1000.0,11.8333333333,3.0,964,81.7944,3.92243
965,-31.6959,99.9956828753,0.581409367862,29.4524,29.5418,0.559998,156.059,1000.0,29.4742491286,0.0,54.0,1000.0,12.8043005814,29.4523504727,1000.0,12.0476190476,3.0,965,81.8155,3.27483
966,-31.6792,99.9956828753,0.614075990337,29.3282,29.4196,0.677729,156.15,1000.0,29.3503667408,0.0,71.0,1000.0,13.5550159098,29.3290338021,1000.0,10.6489361702,3.0,966,81.8383,3.89318
967,-31.5936,99.9956828753,0.610249277191,29.3121,29.4007,0.424493,156.226,1000.0,29.3370503775,0.0,107.0,1000.0,15.2050849656,29.3123117,1000.0,12.5641025641,3.0,967,81.861,3.54146
968,-31.4782,99.9956828753,0.581963492743,29.1997,29.289,0.0926277,156.322,1000.0,29.2236145536,0.0,59.0,1000.0,7.95602753219,29.199607809,1000.0,8.36885245902,3.0,968,81.8176,3.57327
969,-31.5203,99.9956828753,0.618090607483,29.2503,29.3454,0.0207396,156.387,1000.0,29.2721635647,0.0,63.0,1000.0,10.3050087165,29.2503027411,1000.0,9.26168224299,2.0,969,81.8332,3.99587
970,-31.3391,99.9956828753,0.580871248183,29.0841,29.1678,0.190806,156.452,1000.0,29.1097095909,0.0,60.0,1000.0,13.8949177394,29.0831391066,1000.0,12.7594936709,3.0,970,81.8291,3.63052
971,-31.2946,99.9956828753,0.570069150721,29.0648,29.1443,0.33901,156.533,1000.0,29.0861825376,0.0,76.0,1000.0,12.7944276755,29.0645016054,1000.0,10.9230769231,3.0,971,81.8425,3.48374
972,-31.2134,99.9956828753,0.609743604758,29.0084,29.1082,0.292675,156.619,1000.0,29.0266190957,0.0,40.0,1000.0,8.94681538653,29.0084237534,1000.0,9.92929292929,3.0,972,81.8481,3.72301
973,-31.1056,99.9956828753,0.550267816365,28.9194,29.0032,0.182552,156.658,1000.0,28.9380714358,0.0,99.0,1000.0,13.8811990081,28.9197843613,1000.0,12.4634146341,3.0,973,81.9218,3.32525
974,-31.0334,99.9956828753,0.562291760965,28.8159,28.9024,0.273858,156.732,1000.0,28.838982119,0.0,43.0,1000.0,8.32234569749,28.8145070061,1000.0,9.66666666667,3.0,974,81.931,3.22448
975,-30.9229,99.9956828753,0.590574584044,28.7086,28.7998,0.369505,156.765,1000.0,28.7306607786,0.0,42.0,1000.0,10.0613946682,28.7082050941,1000.0,11.4157303371,3.0,975,81.9188,3.41587
976,-30.7924,99.9956828753,0.582530637414,28.6688,28.7592,0.660578,156.822,1000.0,28.692433973,0.0,65.0,1000.0,10.2864256976,28.6692561325,1000.0,9.79411764706,2.0,976,81.8953,3.4609
977,-30.6178,99.9956828753,0.601149191222,28.4461,28.5404,0.628426,156.912,1000.0,28.4703303879,0.0,56.0,1000.0,10.6864685312,28.4445761514,1000.0,11.7710843373,3.0,977,81.9199,3.5332
978,-30.6542,99.9956828753,0.544396541333,28.5358,28.6173,0.640598,156.98,1000.0,28.5591006709,0.0,75.0,1000.0,11.2605226637,28.5367373189,1000.0,10.6145833333,3.0,978,81.9832,3.12074
979,-30.4459,99.9956828753,0.567830046761,28.2822,28.3738,0.744362,157.023,1000.0,28.3057970741,0.0,92.0,1000.0,12.7880679125,28.2832289025,1000.0,11.5517241379,2.0,979,81.9669,3.42908
980,-30.4016,99.9956828753,0.571586695182,28.1855,28.2744,0.683136,157.097,1000.0,28.207335265,0.0,43.0,1000.0,9.05614400687,28.1832464196,1000.0,9.91836734694,2.0,980,81.957,3.2832
981,-30.1281,31.3695534422,0.608746527451,28.0967,28.199,0.681196,157.156,352.0,28.1314053199,49.7512336322,52.0,45.2455357143,9.00304306967,28.0956031012,22.0,9.16216216216,3.0,981,82.0167,3.90497
982,-29.9442,99.9956828753,0.623878747071,27.8587,27.9562,0.723937,157.164,1000.0,27.8978221339,0.0,97.0,1000.0,14.3141407719,27.8608455457,1000.0,10.5894736842,3.0,982,81.9983,3.79778
983,-29.8532,99.9956828753,0.660070928875,27.7404,27.8379,0.266394,157.211,1000.0,27.7710171689,0.0,35.0,1000.0,8.41417851011,27.7404385131,1000.0,9.96,3.0,983,82.0108,4.1173
984,-29.7715,82.517902058,0.683045091885,27.7353,27.8285,0.575286,157.259,1000.0,27.7634665622,409.66957388,72.0,775.615384615,11.8747620392,27.7338847843,25.0,11.3370786517,3.0,984,82.0381,4.5125
985,-29.6638,99.9956828753,0.572460156775,27.5775,27.6604,0.203798,157.265,1000.0,27.6056153359,0.0,46.0,1000.0,9.63494155485,27.5784851933,1000.0,11.1111111111,2.0,985,82.0825,3.03587
986,-29.4993,99.9956828753,0.578028085754,27.448,27.5466,0.128279,157.357,1000.0,27.4741360136,0.0,87.0,1000.0,11.5796894147,27.4479693658,1000.0,9.90099009901,2.0,986,82.1724,3.3498
987,-29.3784,99.9956828753,0.569034948359,27.3076,27.4053,0.422589,157.427,1000.0,27.3367033403,0.0,66.0,1000.0,13.0668553899,27.3067174225,1000.0,13.6197183099,2.0,987,82.206,3.21079
988,-29.2828,99.9956828753,0.565199687218,27.1919,27.2793,0.278057,157.47,1000.0,27.2175294568,0.0,48.0,1000.0,10.678334115,27.1917593707,1000.0,10.5760869565,3.0,988,82.2428,3.27968
989,-29.1435,99.9956828753,0.55649552069,27.1328,27.2189,0.462116,157.53,1000.0,27.1626422451,0.0,62.0,1000.0,10.4492465911,27.1339622572,1000.0,9.48648648649,3.0,989,82.3035,3.05153
990,-29.0211,99.9956828753,0.563866260142,26.9696,27.0603,0.323681,157.621,1000.0,27.0050069563,0.0,36.0,1000.0,8.71724845683,26.9689639337,1000.0,10.2244897959,3.0,990,82.3216,3.151
991,-28.8102,99.9956828753,0.549497212983,26.9568,27.0343,0.352355,157.733,1000.0,26.9866396291,0.0,36.0,1000.0,7.84709052396,26.9552352077,1000.0,10.5806451613,3.0,991,82.2928,3.00474
992,-28.7813,99.9956828753,0.645671884621,26.8545,26.9454,0.28637,157.794,1000.0,26.8873562681,0.0,53.0,1000.0,10.4984600746,26.85590209,1000.0,10.3917525773,3.0,992,82.3263,3.75514
993,-28.6171,99.9956828753,0.590843959575,26.5995,26.6869,0.104009,157.8,1000.0,26.6307144531,0.0,66.0,1000.0,14.1893473372,26.5997781978,1000.0,11.8352941176,3.0,993,82.3881,3.35119
994,-28.6999,99.9956828753,0.545600849675,26.6257,26.7061,0.0222296,157.874,1000.0,26.646171574,0.0,35.0,1000.0,7.63783268671,26.6238629221,1000.0,8.79824561404,3.0,994,82.438,2.76925
995,-28.4427,99.9956828753,0.612814312745,26.4372,26.5237,0.18653,157.919,1000.0,26.4547249526,0.0,59.0,1000.0,12.1707475418,26.4353309677,1000.0,11.5813953488,3.0,995,82.4915,3.64626
996,-28.3158,99.9956828753,0.581994961272,26.3397,26.4192,0.433649,157.991,1000.0,26.3570156025,0.0,184.0,1000.0,37.7886928541,26.3390459284,1000.0,30.2121212121,3.0,996,82.4849,3.28081
997,-28.2228,99.9956828753,0.510955873179,26.2911,26.3667,0.155507,158.055,1000.0,26.3070488718,0.0,78.0,1000.0,16.3939593986,26.2898822171,1000.0,15.3333333333,3.0,997,82.5114,2.59683
998,-28.0062,99.9956828753,0.513888932139,26.1151,26.1903,0.00192579,158.048,1000.0,26.135195111,0.0,68.0,1000.0,13.0079340868,26.1156502357,1000.0,16.3333333333,3.0,998,82.5061,2.70356
999,-27.8229,99.9956828753,0.538140448193,25.8689,25.9566,6.6706e-05,158.085,1000.0,25.8913670252,0.0,71.0,1000.0,15.5921181789,25.8696777486,1000.0,20.2708333333,4.0,999,82.4803,2.9821
1000,-27.7229,99.9956828753,0.488402612559,25.7315,25.8026,7.16125e-05,158.062,1000.0,25.7497874834,0.0,85.0,1000.0,16.9698377741,25.7307400401,1000.0,19.4901960784,4.0,1000,82.4555,2.53956
1001,-27.494,99.9956828753,0.544528098009,25.5891,25.6761,3.87207e-05,158.1,1000.0,25.6074723871,0.0,78.0,1000.0,13.5635586602,25.5869763131,1000.0,17.593220339,4.0,1001,82.4341,3.10727
1002,-27.3081,99.9956828753,0.493698506306,25.3565,25.4387,0.00112899,158.115,1000.0,25.377863243,0.0,64.0,1000.0,16.6681802034,25.3564075649,1000.0,22.9285714286,5.0,1002,82.4636,2.69219
1003,-27.1222,74.8623016167,0.540327034299,25.3276,25.4096,0.166958,158.173,647.0,25.352020721,146.136499695,50.0,186.888888889,9.62085972397,25.3284648457,96.0,13.7894736842,3.0,1003,82.5216,2.91881
1004,-27.0714,66.437159368,0.563578651413,25.276,25.3653,0.172805,158.144,317.0,25.2961756589,59.1448765108,42.0,121.385542169,8.69594576737,25.2739236997,72.0,11.8928571429,2.0,1004,82.5498,3.0508
1005,-26.9107,57.477744236,0.501173319241,25.0727,25.1485,0.124229,158.162,92.0,25.0917378666,1.77739969327,37.0,85.1016949153,7.12402485283,25.0716016741,82.0,9.79411764706,3.0,1005,82.5694,2.48893
1006,-26.7358,86.5246898423,0.531587430625,24.9579,25.0329,0.136789,158.23,761.0,24.9825363926,133.847803026,29.0,251.625,5.35649038892,24.9567769185,93.0,8.78378378378,3.0,1006,82.5529,2.73004
1007,-26.658,97.5485002588,0.48168187629,24.8125,24.8816,0.281867,158.289,1000.0,24.8324687754,289.628697166,55.0,684.866666667,9.33419297828,24.8115507851,156.0,11.2857142857,3.0,1007,82.5756,2.26321
1008,-26.5893,99.9956828753,0.489106170425,24.7639,24.8466,0.252706,158.375,1000.0,24.7861216539,0.0,38.0,1000.0,7.18285236183,24.7637140442,1000.0,10.2577319588,2.0,1008,82.622,2.38394
1009,-26.4656,85.1080251736,0.494653290637,24.6565,24.7354,0.227852,158.389,1000.0,24.6726023383,364.200948744,60.0,501.952380952,9.68900801787,24.6544267613,51.0,12.6883116883,3.0,1009,82.6604,2.32954
1010,-26.278,99.9956828753,0.527663613673,24.5055,24.5979,0.1242,158.39,1000.0,24.5294224925,0.0,82.0,1000.0,13.3030894597,24.5047014585,1000.0,12.4024390244,3.0,1010,82.6417,2.62539
1011,-26.2309,95.2179254545,0.471660614216,24.4411,24.5174,0.127065,158.448,1000.0,24.4646887128,269.081080902,45.0,914.909090909,11.2204892544,24.4420816783,64.0,13.6621621622,3.0,1011,82.6303,2.35577
1012,-26.081,99.9956828753,0.523854308656,24.3313,24.4066,0.761877,158.426,1000.0,24.350617888,0.0,100.0,1000.0,16.3408219174,24.3285434906,1000.0,15.09375,2.0,1012,82.6783,2.70269
1013,-25.9214,99.9956828753,0.507196081491,24.1931,24.2704,0.478171,158.436,1000.0,24.2127305082,0.0,132.0,1000.0,30.7232282383,24.1922569615,1000.0,31.7741935484,4.0,1013,82.7643,2.45506
1014,-25.7538,99.9956828753,0.501551724446,24.0626,24.1361,0.697291,158.388,1000.0,24.080527668,0.0,126.0,1000.0,27.3509686257,24.060931252,1000.0,26.7631578947,4.0,1014,82.7574,2.3934
1015,-25.5934,99.9956828753,0.488268325322,23.9112,23.9873,0.0848969,158.466,1000.0,23.9278932557,0.0,82.0,1000.0,19.470775822,23.9109989097,1000.0,28.6666666667,5.0,1015,82.7866,2.37406
1016,-25.4807,93.4713185548,0.489216625299,23.7934,23.8729,0.402062,158.5,1000.0,23.8097625478,284.760422573,83.0,431.791666667,14.2032993725,23.791663872,180.0,18.6603773585,2.0,1016,82.8627,2.43367
1017,-25.3613,99.9956828753,0.491304459735,23.7152,23.7876,0.323155,158.544,1000.0,23.7343447607,0.0,73.0,1000.0,14.3464999339,23.7159515694,1000.0,16.1290322581,3.0,1017,82.8255,2.2505
1018,-25.2512,99.9956828753,0.468024786206,23.6109,23.6908,0.430271,158.653,1000.0,23.6322118165,0.0,74.0,1000.0,14.3671038916,23.6092724658,1000.0,16.5762711864,3.0,1018,82.8283,2.17928
1019,-25.0857,99.9956828753,0.48868987268,23.4715,23.5613,0.262224,158.642,1000.0,23.5008200829,0.0,120.0,1000.0,20.8165198821,23.4688267199,1000.0,16.85,3.0,1019,82.8064,2.35677
1020,-24.9512,99.9956828753,0.50750810473,23.2514,23.3439,0.486052,158.634,1000.0,23.2818329586,0.0,58.0,1000.0,10.7077202727,23.2536125133,1000.0,15.46875,4.0,1020,82.786,2.52436
1021,-24.7863,99.9956828753,0.472634210346,23.1823,23.2627,0.513527,158.666,1000.0,23.2066713472,0.0,64.0,1000.0,16.6883192683,23.1804090814,1000.0,21.5,3.0,1021,82.8266,2.03921
1022,-24.7586,87.7297045374,0.50631658471,23.0637,23.1469,0.595119,158.701,1000.0,23.0874219223,361.311375025,69.0,838.416666667,11.3445212885,23.0634647889,30.0,14.2428571429,2.0,1022,82.8144,2.45603
1023,-24.4953,87.4806408833,0.504922151671,22.8796,22.9568,0.306277,158.69,1000.0,22.9080090337,362.056730898,59.0,838.083333333,13.1598865895,22.880795555,28.0,13.0810810811,3.0,1023,82.834,2.42578
1024,-24.3438,99.9956828753,0.481752542344,22.8539,22.9385,0.534434,158.671,1000.0,22.8832887683,0.0,77.0,1000.0,12.3546140506,22.8514501428,1000.0,12.5925925926,2.0,1024,82.8335,2.28845
1025,-24.1482,87.162349966,0.572143334041,22.6099,22.7029,0.356789,158.678,1000.0,22.6417752105,362.988368347,60.0,837.666666667,11.9044043845,22.6099232511,26.0,12.6875,3.0,1025,82.8546,2.8858
1026,-24.0468,83.4140093051,0.539227282247,22.4138,22.4968,0.0745531,158.669,1000.0,22.4456454006,426.962862219,50.0,730.0,9.37360704944,22.4147714849,33.0,10.7362637363,2.0,1026,82.9155,2.64615
1027,-23.9839,99.9956828753,0.496908570588,22.356,22.433,0.115802,158.691,1000.0,22.3874343801,0.0,56.0,1000.0,12.7053287262,22.3576343474,1000.0,12.8974358974,3.0,1027,82.9326,2.18546
1028,-23.8822,99.9956828753,0.508160124419,22.304,22.3956,0.0562954,158.693,1000.0,22.3312158338,0.0,103.0,1000.0,19.3864057337,22.30170413,1000.0,17.2,3.0,1028,82.9324,2.34945
1029,-23.7797,95.007536442,0.458434005849,22.2267,22.3075,0.0436732,158.693,1000.0,22.2574436868,347.7905187,73.0,783.571428571,16.0174465428,22.2274806406,63.0,16.6875,3.0,1029,82.948,1.95143
1030,-23.6225,99.9956828753,0.487669249073,22.0304,22.114,0.100695,158.706,1000.0,22.0617715084,0.0,55.0,1000.0,10.6185104407,22.0291432636,1000.0,12.1392405063,3.0,1030,82.9692,2.36137
1031,-23.46,82.416821567,0.476614664607,21.8781,21.9739,0.171919,158.715,414.0,21.9143921618,55.0298311287,74.0,184.436363636,14.822889137,21.8774846513,125.0,14.1081081081,3.0,1031,83.0078,2.1659
1032,-23.3811,99.9956828753,0.456418193664,21.7816,21.8621,0.149589,158.722,1000.0,21.8117244612,0.0,43.0,1000.0,7.5824729101,21.781912887,1000.0,8.39830508475,2.0,1032,83.0394,1.97039
1033,-23.2578,91.7876785748,0.513004524731,21.6739,21.7562,0.15037,158.708,1000.0,21.7001643748,376.698228766,97.0,702.666666667,12.9141805875,21.673514068,55.0,11.5517241379,3.0,1033,82.9915,2.38454
