QFunRegParamNorm,Epoch,MinEsReturn,PolicyRegParamNorm,AverageQLoss,AverageY,AverageAction,MaxReturn,MinReturn,AverageEsReturn,AverageAbsY,AverageReturn,AverageDiscountedReturn,AverageAbsQYDiff,MaxEsReturn,StdEsReturn,Iteration,AverageAbsQ,StdReturn,AverageQ,AveragePolicySurr
145.923,291,11.4628963936,73.8837,229.171,318.642883167,0.719838,2737.35670917,283.476993295,195.190879177,318.76229218,624.568871376,175.986506578,6.13771228321,594.266257713,171.222850359,291,318.949,636.497409724,318.631,-324.467
146.159,292,8.00551560522,74.0001,230.084,320.101416057,0.673004,2760.5022404,327.079815469,343.365343854,320.207514478,851.294613603,182.148621461,6.1356656743,587.608513119,231.088500693,292,320.4,893.188621775,320.096,-325.856
146.402,293,9.40008020546,74.1071,263.804,320.426531127,0.697844,1481.77390247,388.508054839,423.188072534,320.542380423,885.08414482,216.606212669,6.38641886818,670.568056119,226.443625452,293,320.742,323.412039324,320.427,-326.156
146.635,294,15.38555185,74.197,256.954,320.601484948,0.728552,2871.67255414,652.607396612,171.3092621,320.695707148,1058.3275567,232.917870204,6.3239898787,642.084410999,186.128925701,294,320.901,556.328968308,320.597,-326.31
146.949,295,11.021360736,74.3204,245.862,320.800419781,0.693696,2883.85246935,375.399292835,250.734438898,320.906629154,1648.29113941,230.311704851,6.27287739992,573.094851689,178.017943232,295,321.089,651.200096186,320.793,-326.574
147.213,296,11.9175925373,74.4586,242.162,321.763970587,0.688803,1493.68372121,600.254616854,410.545427103,321.864086731,943.431779368,228.942287168,6.25531003637,783.801416246,279.723429133,296,322.037,266.401144675,321.759,-327.594
147.505,297,65.5402790351,74.5833,252.827,321.888421892,0.694527,2885.82836203,2435.30778535,290.66559593,322.001520266,2508.63310303,224.458600015,6.35978252041,601.255675541,161.331709962,297,322.173,123.989383724,321.871,-327.719
147.711,298,56.1707594126,74.6767,259.059,322.352805103,0.681196,1290.55347583,378.871803637,424.391113146,322.45755984,541.739690631,198.675285994,6.36332118544,1226.78490873,396.015778181,298,322.659,211.538960697,322.362,-328.227
147.963,299,24.3736727614,74.8415,255.079,322.738444023,0.710062,2479.86518745,340.348757183,268.17289897,322.845211255,1067.66662474,215.164312029,6.26380364481,717.880927298,225.690833458,299,323.031,563.042593174,322.722,-328.479
148.223,300,96.8878844967,74.9142,244.326,322.943794902,0.69235,2071.86378165,358.058682896,589.102900738,323.056668381,916.488565039,207.609912133,6.22951809354,1160.29044125,370.550450751,300,323.239,372.856077597,322.941,-328.749
148.468,301,39.2525334659,75.0223,284.627,323.658167412,0.656429,2601.19570089,420.394077101,347.596107332,323.744252359,1685.26209288,178.319719703,6.38776931092,1048.08569346,361.914018477,301,323.957,784.16142913,323.655,-329.481
148.73,302,30.2796010613,75.1316,245.189,324.070015459,0.70041,2679.7971111,650.956639988,285.970569727,324.175535091,916.789447748,229.84700981,6.24617222525,631.875361608,234.424250057,302,324.374,379.866518056,324.058,-329.801
149.003,303,5.96911104304,75.2346,263.149,324.938165749,0.696815,2755.49060909,894.994511681,355.905562495,325.037420779,2212.93054653,219.151986147,6.28813696044,840.180031987,297.009857004,303,325.221,485.72589051,324.939,-330.772
149.267,304,22.049988642,75.3405,254.844,325.558845881,0.710112,2761.52288703,378.600764757,236.1452948,325.651403526,971.191740912,225.770117413,6.31067679635,642.352288021,234.268845041,304,325.857,530.542673736,325.55,-331.366
149.469,305,28.2093519179,75.4328,278.104,325.943559153,0.691553,2825.79340484,911.607131184,242.788053223,326.052492417,1859.03088262,230.277587813,6.36481778777,637.442469006,232.887472343,305,326.22,789.289947318,325.929,-331.757
149.717,306,88.0586313835,75.583,244.177,326.254074786,0.709887,2718.71241644,963.348409687,448.253977879,326.345083789,2140.11749951,234.161644753,6.18055817682,1169.68213245,344.853220094,306,326.54,710.096229371,326.244,-331.978
149.949,307,22.4270780365,75.7,263.093,326.515403442,0.687156,2611.71046025,415.875462932,148.58120836,326.618579989,1239.85051967,230.412166815,6.35272452861,398.762821508,107.638731094,307,326.805,616.868870612,326.513,-332.213
150.164,308,10.9728138873,75.8079,272.533,327.109451205,0.661222,2839.42682532,459.893202554,217.938974511,327.222982988,2068.1272687,234.034726765,6.29660825828,649.010589754,186.289626622,308,327.398,880.651419956,327.102,-332.754
150.412,309,9.45175188608,75.9388,243.371,327.186708378,0.677811,1250.19558389,485.071911662,451.828085324,327.299376984,945.191694528,223.574986618,6.20485346503,808.670601132,261.13140206,309,327.493,177.276760421,327.186,-332.937
150.665,310,10.5017027839,76.051,254.769,327.589662489,0.677289,2940.32419286,510.711336359,338.033182339,327.690305193,968.673475338,230.325822313,6.3933707548,909.161470245,347.37210911,310,327.866,533.261437753,327.578,-333.356
150.847,311,9.58652222884,76.1717,280.959,328.513439656,0.394661,1003.49815194,1001.25751738,98.0058083717,328.628797016,1002.21341995,104.484721227,6.34420758593,540.545353916,128.000287363,311,328.823,0.665154107145,328.501,-334.316
151.08,312,22.0612878792,76.2931,263.368,328.181386346,0.638751,2929.33404973,665.146882133,324.034572232,328.292259998,1242.79867108,242.139501638,6.32889393236,1252.04269104,395.203416585,312,328.473,648.637447033,328.179,-334.128
151.319,313,9.39475006308,76.3937,259.871,329.458171937,0.658716,1477.88890994,370.34856715,264.210302458,329.567480423,912.74417155,233.893159468,6.42955115266,648.305651303,226.841774835,313,329.742,242.885877126,329.438,-335.469
151.522,314,10.1090460363,76.4827,245.323,330.231999972,0.635288,2770.09149116,2562.78653255,233.933823323,330.339167366,2679.27115687,241.26856536,6.32672117801,744.730164741,267.542344972,314,330.542,65.5221429305,330.233,-336.383
151.769,315,7.28605478421,76.5872,261.148,330.922954859,0.681728,3103.28648231,919.561486026,324.244209431,331.022432814,1493.61048778,236.614273772,6.38294325572,758.220781984,271.153066286,315,331.191,468.232251737,330.91,-336.99
152.013,316,13.4030821902,76.6871,276.693,331.427312556,0.681436,1465.74912134,629.461018755,246.824200073,331.527015833,941.143321645,232.596492842,6.44859234987,533.538395634,204.584365651,316,331.736,188.495471042,331.425,-337.493
152.231,317,9.76299135358,76.8145,259.259,331.354730467,0.692885,961.923970845,435.780968633,425.843430399,331.456724845,622.279795642,216.195401464,6.3618043971,910.34980355,255.496486656,317,331.645,103.214876651,331.336,-337.335
152.411,318,11.0980105742,77.0058,254.363,332.808696293,0.708904,2788.71474667,908.509222841,433.202589572,332.909269462,1836.36043852,232.909900502,6.32044954864,1052.17454873,365.217885895,318,333.094,559.879688451,332.806,-338.892
152.657,319,10.3410678674,77.1195,273.201,333.386013255,0.697299,1516.13740363,628.485878117,267.458692647,333.475109933,982.779929908,235.443169396,6.39151826126,674.114723423,252.897817921,319,333.652,245.051020875,333.37,-339.421
152.889,320,5.91533217553,77.2059,262.093,333.340775054,0.685065,2960.51393812,932.818726285,173.160611896,333.431301176,1828.15514184,240.44782068,6.34927849647,902.794140838,250.259365378,320,333.625,611.055488864,333.342,-339.434
153.078,321,12.7887861698,77.3231,285.337,333.665700926,0.675929,3082.0524132,925.345289611,456.905341357,333.759886646,2179.33050838,235.009805447,6.39665455263,889.952728156,325.421327739,321,333.951,629.624042485,333.661,-339.68
153.336,322,5.21453451899,77.4629,269.227,334.52655783,0.674463,2807.68774941,919.66826751,156.757983352,334.642221675,1905.82527012,228.64499444,6.36781211718,722.968577954,223.220860768,322,334.832,656.2509634,334.517,-340.603
153.615,323,11.5169076944,77.5708,269.006,335.310946928,0.689653,2254.56478555,652.489637365,296.094984985,335.416512784,1312.70164118,237.320990891,6.5243195752,897.587237269,327.661885989,323,335.585,362.692437418,335.301,-341.379
153.935,324,10.8444855277,77.7157,275.158,335.282839847,0.713701,1563.35982288,958.067507191,278.093889798,335.38457067,1281.36199327,243.943487925,6.48156945694,586.849996313,224.83830894,324,335.579,197.741884883,335.281,-341.307
154.217,325,19.7031757222,77.8445,269.347,335.766924917,0.744158,2601.43909702,911.913644133,368.66552934,335.880495172,1613.22860739,233.751024541,6.44448437503,859.737124111,275.761056369,325,336.065,458.356459424,335.765,-341.966
154.443,326,10.0520547857,77.9867,276.728,336.822127734,0.730038,2660.32405212,559.782244604,159.253691604,336.932936825,1646.84184923,231.67676469,6.48909525396,673.780377604,214.335848023,326,337.106,595.930236206,336.802,-342.991
154.7,327,7.46629768063,78.0864,260.499,337.434902141,0.716021,2853.24551081,1193.71814584,275.385574276,337.550891176,1781.96439409,230.972922804,6.40072948398,726.572103296,261.447872333,327,337.736,441.611511026,337.426,-343.559
155.028,328,95.4546300532,78.167,299.108,338.269949172,0.717642,1485.41810821,647.354898191,510.332272369,338.384549704,979.038800006,236.965439364,6.55616002375,1312.96638453,442.064890106,328,338.578,180.456421991,338.269,-344.305
155.294,329,9.31999541859,78.3124,289.416,338.954723629,0.713266,1513.70809093,1167.93852376,315.143405789,339.069493062,1341.4567589,225.639355812,6.53295229324,921.176977285,314.1209909,329,339.25,134.803084459,338.949,-345.073
155.513,330,8.36909571143,78.4902,274.869,339.346124458,0.729535,2821.26340332,632.565675543,262.050757957,339.458098873,1798.99104655,226.292207425,6.3981856429,670.620403444,256.137798158,330,339.655,823.381617212,339.336,-345.403
155.76,331,10.4195090314,78.6522,295.45,339.940745309,0.706918,2981.17501965,665.36135082,236.70115033,340.026885334,1244.77457703,235.137356471,6.56926735753,919.246171261,286.221615811,331,340.233,574.53893567,339.931,-346.091
155.998,332,12.8030906241,78.7615,261.201,340.293633969,0.697076,1553.53724795,645.900380624,364.042422883,340.415722058,1041.9460664,229.056395777,6.38041776695,893.892114304,268.777211093,332,340.594,254.403027327,340.286,-346.406
156.215,333,11.081179347,78.9212,289.338,340.55466628,0.744261,1270.14712359,611.417928411,186.284820763,340.661614445,897.504072762,235.332310558,6.45009211736,679.508642945,179.372278867,333,340.858,123.973880273,340.548,-346.713
156.49,334,9.88553423192,79.0693,287.004,341.385546884,0.713372,1833.9204411,887.514515249,174.046972856,341.497040968,1138.46713648,234.30930356,6.4996879161,605.713781352,173.411366461,334,341.671,227.962708604,341.38,-347.541
156.749,335,47.5911849253,79.2031,293.146,341.963664636,0.738984,1505.66767866,931.650799834,347.860040119,342.068088886,1145.30311497,239.338823693,6.52297235003,759.066143063,273.215550194,335,342.256,154.380267445,341.965,-348.244
157.024,336,41.1444037903,79.348,287.025,342.80721461,0.707892,1248.69391649,681.395171474,509.343179711,342.904239865,1040.46527654,236.166048904,6.51973138294,901.086235502,270.599917626,336,343.102,153.562284692,342.791,-349.08
157.35,337,12.0146724994,79.4429,297.414,343.522740213,0.694063,1251.12535626,642.504307715,178.325320949,343.635197493,965.662344359,235.716915799,6.59377932726,710.268497813,216.966437837,337,343.808,173.781375471,343.516,-349.8
157.596,338,10.96964625,79.5868,282.744,344.288636412,0.737374,1535.02630102,901.835554118,438.690343137,344.39200118,1051.93483575,240.054374236,6.45421418389,980.488552076,376.673990125,338,344.579,162.620444548,344.265,-350.353
157.867,339,10.1655477099,79.6419,260.062,345.07036376,0.694764,1610.02470531,657.744309978,184.799151319,345.196014487,1075.32957503,236.062992262,6.4093710691,984.681919389,249.349989771,339,345.389,199.438492023,345.073,-351.161
158.148,340,7.56568724958,79.7845,273.958,345.288125008,0.732406,1253.54457394,668.565219713,266.349929154,345.407460023,979.6982278,240.056323417,6.46623669287,666.41059728,273.449686049,340,345.597,123.397401377,345.27,-351.423
158.396,341,8.20991718987,79.9149,281.019,345.330680632,0.715147,1720.96058347,694.63412381,207.31543974,345.434309317,1071.25945076,239.571484487,6.43272785929,666.886262346,243.797397579,341,345.622,216.890348071,345.326,-351.322
158.661,342,2.09603553115,80.0724,294.661,345.961545442,0.713779,1293.49551333,685.019561626,229.160920879,346.055710736,954.838136875,241.163711057,6.61833408002,583.349293005,211.898075686,342,346.258,127.845271091,345.954,-352.054
158.869,343,12.2364980523,80.2235,274.346,346.570604966,0.660255,3146.23755535,649.038560548,293.865208863,346.671194785,1616.49221715,245.738295391,6.39881561367,711.774990236,279.453896809,343,346.859,697.036762337,346.562,-352.67
159.195,344,20.6815243265,80.2868,301.235,347.150174539,0.670844,1799.58264958,620.299367174,313.758489365,347.253019885,940.901804896,237.77906827,6.6405567359,574.026401735,212.43544062,344,347.459,277.552953167,347.151,-353.309
159.476,345,12.7395211439,80.4126,298.59,347.471253525,0.696217,1575.51200829,648.301959251,254.179654779,347.573713,958.371575911,230.053056582,6.52871704107,681.733713094,232.472464468,345,347.769,273.531498441,347.462,-353.542
159.744,346,19.6630159157,80.5043,289.801,347.550761943,0.687187,1624.97604161,682.982882547,323.539516727,347.661406198,1121.59372101,232.192902627,6.43681543188,635.419116146,201.470047283,346,347.859,215.889450716,347.54,-353.485
159.959,347,13.4453557835,80.6375,314.805,347.670396421,0.675621,1358.71654851,545.860671265,350.072677609,347.765756318,924.547853578,227.58547927,6.61500667446,874.635949088,348.796418205,347,347.955,201.285435172,347.67,-353.696
160.223,348,14.3691281099,80.7493,300.889,348.472142256,0.707854,1305.48377925,649.17192273,233.43259798,348.581829066,887.321280865,232.501145846,6.53866127694,1055.31268634,332.932665843,348,348.774,170.329553551,348.461,-354.551
160.5,349,8.01508724076,80.8454,294.491,348.562924762,0.696782,1401.50318653,654.888355544,164.083672464,348.673527227,871.86048681,230.405352732,6.5345143736,475.350014038,174.934824578,349,348.851,187.808583608,348.544,-354.569
160.733,350,17.953092213,80.9621,298.979,348.613744172,0.71339,1007.32553526,653.621474003,273.995519836,348.735467924,744.01110659,230.608241477,6.59471329329,877.097333049,287.040435444,350,348.949,118.026803748,348.617,-354.742
161.034,351,9.79664005108,81.0745,296.293,349.73276139,0.719023,1312.51519645,671.941695223,326.663946584,349.848632624,924.982767588,240.194693458,6.565665524,733.188533,285.898268579,351,350.032,201.462050735,349.714,-355.76
161.304,352,8.34782086824,81.2134,307.228,349.886856252,0.717009,1294.30779916,404.230715712,215.517756845,349.99454495,845.146230665,236.416703409,6.6292179998,759.981285431,233.080644278,352,350.188,220.484071706,349.88,-356.051
161.539,353,5.11163011474,81.3729,284.842,350.797191307,0.73667,1009.89127618,388.46708257,337.551214568,350.907258427,763.870063019,239.025968554,6.53849306973,737.630071252,303.444103673,353,351.106,118.153686463,350.789,-356.934
161.781,354,6.57262826709,81.4787,316.481,351.329853258,0.725843,1473.7748056,438.9687338,266.365273692,351.437155199,946.340463514,206.132800409,6.71032149379,746.464847427,248.340865997,354,351.638,231.769767857,351.324,-357.511
162.029,355,15.8593441658,81.6167,282.759,351.135348483,0.746735,1206.0918838,396.401878898,259.084241159,351.234087619,751.122588221,217.894743272,6.5033626913,1338.90845326,418.219405625,355,351.426,247.413307717,351.126,-357.433
162.303,356,15.3112034284,81.7082,332.113,352.228478325,0.7015,1444.48611847,650.879891913,381.000739804,352.353453792,957.164351126,228.540412419,6.8350119454,838.52412609,290.239148157,356,352.555,207.620312745,352.225,-358.576
162.548,357,8.91551626235,81.8659,310.769,352.329781422,0.733381,1258.5020417,670.241631163,206.500483968,352.432835206,907.031346147,236.344277666,6.61788732062,817.831664954,244.929001753,357,352.643,151.874550322,352.326,-358.656
162.808,358,10.0846750896,81.9937,314.677,353.063448021,0.727346,1565.47485054,674.148793291,123.901941521,353.168365593,1092.72894252,229.707600178,6.72034879789,483.989172357,128.260387014,358,353.368,257.743047806,353.051,-359.49
163.043,359,7.66519778525,82.1199,299.329,353.818452521,0.740837,1300.12621345,662.791720589,141.154532708,353.928672026,1043.55633244,207.320003804,6.74946754025,931.961345365,236.290986931,359,354.132,171.278270852,353.817,-360.284
163.241,360,25.2352912744,82.258,317.564,354.218560903,0.735219,1256.30519183,672.64982839,251.475246199,354.317979426,967.153745738,236.516269537,6.7470121626,506.375502671,180.806373142,360,354.514,118.481619603,354.199,-360.621
163.486,361,11.6642721416,82.3317,323.542,354.542139603,0.697184,1544.19915275,676.308499823,273.066852556,354.664288186,998.336484449,217.869654454,6.73526328838,728.798840382,270.085016915,361,354.854,197.663545328,354.537,-360.944
163.766,362,6.52995929387,82.4852,319.31,355.968450485,0.695134,1685.51851409,684.702584791,292.961202239,356.073621925,1139.73111905,181.736488119,6.73291110288,881.910945151,308.77381836,362,356.298,230.612461819,355.964,-362.259
164.038,363,13.8481870803,82.6238,322.012,356.040265546,0.748348,1142.07232551,586.814347463,220.587836738,356.129236841,847.752502002,239.7931068,6.86245011412,691.045330651,231.348249852,363,356.338,149.668039848,356.04,-362.465
164.265,364,9.95906391133,82.7426,337.858,356.487053968,0.714335,1879.93106886,685.342284663,225.069853048,356.573871559,1288.44932714,236.177670028,6.86230501298,519.458929625,193.873007246,364,356.753,313.391123907,356.47,-362.979
164.538,365,77.5366281542,82.9128,302.068,357.540858894,0.761145,898.459104842,555.053162626,356.532010417,357.618316961,787.803876692,234.238635342,6.74286364079,696.088714329,228.849032622,365,357.833,92.7754641205,357.539,-363.961
164.788,366,31.1016811656,83.0531,325.841,358.000271501,0.74341,1449.07031479,664.476912692,523.801371069,358.071733719,872.718395374,233.561403752,6.87265972509,820.371327546,261.231521999,366,358.242,223.135647471,357.981,-364.278
165.057,367,23.9680110071,83.1376,312.438,358.300032106,0.697514,1622.76462545,730.15760247,454.227604437,358.371579447,1127.81623669,158.201814081,6.74010879475,1052.15572686,431.078876446,367,358.585,213.655196776,358.303,-364.611
165.347,368,7.41231542885,83.2413,319.155,358.901838652,0.73499,979.152620739,535.693865679,189.655847748,358.953382962,747.426828611,230.189541328,6.87868715886,795.183918142,232.019469758,368,359.153,121.413377273,358.88,-365.257
165.597,369,10.1520507022,83.3669,321.91,359.120547635,0.73646,1084.9725435,305.413090891,229.933265531,359.169819782,852.052148802,211.104327975,6.82504399002,677.392051382,228.152301372,369,359.372,185.486008857,359.12,-365.537
165.865,370,7.25060402573,83.5139,300.566,359.13691141,0.750431,1321.68852618,701.780025842,250.555907302,359.188266497,1027.78123449,244.502146072,6.72274074874,885.749927934,335.857171682,370,359.41,156.115788165,359.127,-365.459
166.062,371,7.80749972484,83.6713,322.138,359.973483214,0.773479,1155.41470741,511.048236001,367.785066333,360.03275383,816.281247487,236.03197436,6.83214643661,708.466331217,279.857299101,371,360.245,159.39234347,359.971,-366.227
166.277,372,11.1442706014,83.8206,336.02,360.109211216,0.749349,1320.18544679,581.295758748,200.349313229,360.166605645,925.304447292,234.75087775,6.8554739883,661.835331654,208.646355815,372,360.364,152.585494094,360.101,-366.419
166.5,373,12.3537236433,83.9514,348.742,360.488909063,0.736833,1051.21292865,469.760953607,233.849139069,360.543869627,857.625190939,235.797555781,7.02572595805,640.05913496,225.517438264,373,360.762,161.888717226,360.48,-366.77
166.713,374,7.45802459465,84.0416,307.972,361.606037025,0.723928,1282.63980669,663.447991753,167.382677165,361.650653443,1003.9406238,233.473948406,6.79990777761,880.658897692,239.238066288,374,361.843,144.417572859,361.599,-367.92
166.925,375,27.9700899938,84.1653,355.981,362.036748841,0.724753,1233.57586074,805.917832257,343.620198482,362.086277276,984.952655163,238.136945237,6.96087596106,794.229302329,278.600471061,375,362.312,116.546103242,362.038,-368.404
167.13,376,5.49703160518,84.3,337.908,362.274724265,0.73935,1247.93029491,698.428063885,150.394857366,362.323693581,1012.33361903,233.207700479,6.86998457452,699.772462216,188.807801153,376,362.528,142.31581193,362.257,-368.697
167.354,377,10.7062238441,84.4224,344.0,362.035940865,0.743396,1113.54139977,844.895201357,322.590555089,362.089132221,948.453205422,228.423116746,6.96629199425,968.989694272,315.0704934,377,362.29,67.2882604689,362.02,-368.287
167.551,378,6.80737542645,84.5148,343.516,362.49924183,0.74325,1212.90613839,630.752716256,246.755875971,362.549560301,915.843941953,233.796099943,6.86611010455,840.006035952,328.046230497,378,362.779,119.703319122,362.489,-368.909
167.737,379,21.3938864945,84.6056,326.165,363.785093787,0.732667,1000.16945455,751.625438422,270.72090849,363.837439911,954.508035062,235.092251181,6.98477442728,872.080638471,255.865195171,379,364.043,44.5566625741,363.788,-370.033
167.983,380,7.3871607844,84.7455,317.997,363.935624453,0.713641,1149.49086929,652.822843974,238.793851541,363.983837334,834.521411526,235.015220949,6.86505381662,990.77177109,289.080374995,380,364.185,124.872396997,363.916,-370.279
168.238,381,8.08176605288,84.83,333.112,364.156445196,0.730823,1323.67708081,907.338272389,244.633732572,364.207258823,1092.90535773,223.293433051,6.87698422862,719.116782041,249.403753718,381,364.434,147.023047995,364.159,-370.664
168.42,382,10.3081494963,84.9814,350.439,365.062082666,0.717894,1081.83994944,647.612379426,234.795206523,365.106364843,889.383047018,208.544882033,6.97804753352,482.627477932,183.298914637,382,365.325,137.216570405,365.056,-371.431
168.649,383,7.01281153948,85.0906,315.808,365.156892868,0.742911,1102.20230315,692.145921433,161.265201587,365.20724805,915.276854796,226.165691284,6.84338528855,651.052977194,198.535411777,383,365.397,109.701923011,365.143,-371.563
168.892,384,12.4470395366,85.2214,334.494,366.013001518,0.713213,1174.55980025,666.849369669,164.309003567,366.060911705,946.889954361,233.428293727,7.03284841909,832.064377921,220.86753797,384,366.282,99.422486206,366.008,-372.518
169.197,385,9.71902589546,85.3422,327.086,366.395683342,0.596148,1431.58993712,614.288338465,174.782186317,366.443227228,978.922659033,198.597241954,6.90736590368,655.163587354,220.179934828,385,366.669,191.314781764,366.384,-372.758
169.433,386,10.6483818224,85.3895,334.976,366.486247114,0.728887,1237.46500673,851.890903992,159.840498512,366.542384531,965.032968881,237.25163033,6.97838630964,906.868847998,237.928599743,386,366.763,63.2735325689,366.478,-373.051
169.658,387,8.66882212214,85.4321,322.548,367.138716793,0.692876,1296.73448185,933.277354419,181.282233731,367.181157733,1069.51055031,188.92623175,6.86546487472,596.307148474,166.510908465,387,367.392,104.252682532,367.131,-373.76
169.936,388,8.06896990074,85.5279,346.67,367.416228552,0.591801,1740.45712911,836.249309606,173.518841243,367.476300837,1163.56614279,161.897166595,7.12834558779,1013.68742924,286.579486995,388,367.691,236.617432701,367.408,-374.086
170.215,389,6.55688213731,85.6418,326.368,368.473175192,0.702181,1206.51819091,296.921043939,352.880701732,368.52644466,855.545997959,215.27964191,6.91201150387,945.254325448,348.294481047,389,368.742,221.275143865,368.457,-375.197
170.497,390,8.68585766713,85.7434,333.861,369.76182081,0.683417,1101.16182948,669.37729792,185.735780939,369.820977095,863.613323855,229.774937324,6.92356611128,533.487226746,180.189750817,390,370.019,122.251580351,369.765,-376.362
170.72,391,6.12336474433,85.8823,355.314,369.695254669,0.339848,1337.43729286,978.85605114,127.660011958,369.746409046,1029.70951173,160.919305253,7.1341307734,677.910143563,181.15650898,391,369.952,86.2472027702,369.684,-376.332
170.985,392,135.884445449,85.9441,348.099,370.238687867,0.732082,964.432739254,642.251271262,428.969491248,370.287281223,890.551172016,232.175000636,7.07333407063,808.520576273,254.429178038,392,370.508,54.6459465646,370.226,-376.912
171.227,393,7.82839725558,86.0174,347.558,370.692775309,0.568267,1267.11249937,543.406124411,297.850348703,370.749851659,807.095248775,197.029645368,7.05842780999,1006.61679612,387.333852025,393,370.973,170.257261051,370.675,-377.174
171.487,394,12.2378773317,86.1306,345.904,370.343676164,0.223438,1014.77036541,820.912556831,272.932619763,370.39182677,983.872332915,127.840073335,7.04688863406,818.636582683,312.600063079,394,370.636,65.2976683454,370.343,-376.919
171.841,395,10.9791057332,86.227,357.959,371.24400402,0.752036,1227.99850691,663.655841973,308.022720809,371.298496818,994.521931685,232.281869287,7.09061529108,857.211497407,263.504457752,395,371.509,155.490806508,371.231,-377.956
172.145,396,12.3486037367,86.3027,310.943,371.627421161,0.729182,1229.43925917,658.295151114,286.592765914,371.679231603,949.230292516,234.363044209,6.86083360589,1200.40240605,362.244430227,396,371.904,107.002888901,371.616,-378.208
172.415,397,9.81750492114,86.4012,349.663,372.57540216,0.711572,981.335642193,655.983468586,216.654555676,372.626879501,835.924860528,233.639272638,7.09422640321,829.202400083,288.748780531,397,372.843,118.833846636,372.56,-379.174
172.669,398,6.7722577173,86.5083,304.279,372.622688355,0.757794,1119.54142847,701.410880637,318.08047703,372.681113191,892.427684905,231.211653807,6.78770801038,726.10802629,250.173765853,398,372.908,58.5114138349,372.633,-379.142
172.925,399,12.656004152,86.6038,339.929,373.663567252,0.523626,1116.29004923,616.543517143,369.808792215,373.715295828,771.963320255,211.291422662,6.97437456053,841.681532815,348.830019551,399,373.919,164.309427377,373.645,-380.223
173.236,400,12.6487646471,86.7052,342.201,373.305528589,0.567485,1584.63827231,813.797488059,220.771983958,373.36345531,1134.03836792,147.601372883,7.01167470754,862.012175356,252.907246522,400,373.606,182.230201605,373.304,-379.986
173.5,401,15.1638791638,86.8275,330.318,374.174073624,0.348479,1359.28843593,927.361604884,415.058805708,374.236507065,1127.96611034,161.974565715,6.91393123509,879.511329374,319.799702098,401,374.449,136.375249283,374.17,-380.699
173.77,402,8.28860356691,86.9409,343.81,374.079380685,0.736736,1185.42601201,678.379055185,272.849372359,374.139713547,951.486365768,240.338831,6.97065695258,759.531068014,303.302199539,402,374.356,91.5315719417,374.073,-380.83
174.036,403,13.5556752755,87.034,340.142,374.556965577,0.769808,991.414427827,185.698572577,231.436163559,374.610644959,815.404809078,229.479207174,7.01546134163,819.176280055,286.869499107,403,374.817,171.972217884,374.535,-381.083
174.252,404,8.49288999039,87.1163,357.532,374.303420464,0.741052,1009.0018774,643.150563809,237.692744759,374.360550494,731.944841991,232.808782523,7.05347748092,743.993340258,282.161565964,404,374.597,105.172819469,374.312,-380.805
174.437,405,7.60840591408,87.2089,352.275,375.449363952,0.736943,1009.07043627,652.754036739,369.104623088,375.510822836,891.71498619,238.899680426,6.98183237247,799.67763215,291.561207926,405,375.725,109.803347682,375.439,-381.949
174.687,406,10.9965321483,87.3401,362.982,375.379773149,0.755218,1313.02423945,283.777233765,195.476582135,375.43769499,999.991370759,230.490118577,7.02932428022,711.023569483,237.243061056,406,375.646,161.153398894,375.365,-381.837
174.943,407,8.19581909372,87.4193,335.365,376.133514023,0.71029,1259.79857351,108.65700926,199.79156078,376.190227365,996.790942707,191.296138868,6.98785751717,669.251112245,169.783007785,407,376.411,207.652522887,376.131,-382.637
175.208,408,9.95860360594,87.5335,337.934,376.402653981,0.293009,1017.32727655,1015.30302323,159.128745685,376.45816087,1016.1981932,107.631766913,6.90705312153,629.093221145,177.98744104,408,376.672,0.638869474604,376.401,-382.823
175.466,409,9.41212409972,87.6638,362.015,376.349239202,0.784042,1011.14013249,893.310864162,277.985219112,376.412941569,984.992997236,240.315548811,7.12201336103,729.825607488,289.749694052,409,376.626,18.5073387617,376.337,-382.909
175.707,410,7.60461774312,87.78,326.605,376.931103379,0.343182,1391.2383791,150.452214947,165.664474267,377.002136531,842.062102832,121.155238422,6.89598789812,756.494020497,239.569318325,410,377.228,405.688459546,376.93,-383.156
175.973,411,6.6851459324,87.8941,354.766,376.860784102,0.373591,1026.43809073,853.761549933,171.629183181,376.925431364,1008.63523801,118.165891333,7.07470332219,598.909668602,217.560837241,411,377.173,48.9909830336,376.86,-383.293
176.26,412,6.19388740646,87.9756,366.411,376.565079289,0.699995,1531.25693118,207.375609101,169.810313368,376.621629822,1070.75647584,197.815853163,7.14859735409,612.998326148,183.639405603,412,376.838,345.109446007,376.551,-383.048
176.501,413,6.48157598586,88.1221,369.353,377.113377147,0.249594,1018.23912994,1015.93920385,182.099014602,377.178080227,1017.18410545,108.528881297,7.13205582952,859.43431586,273.703125536,413,377.392,0.775184851242,377.107,-383.578
176.701,414,588.836370983,88.2686,358.8,377.01560676,0.727016,1266.86334792,274.737779698,801.662465911,377.091869586,909.432893877,217.747321791,7.0016016917,1096.4463336,193.302208621,414,377.331,292.012213491,377.005,-383.539
176.948,415,7.62108003842,88.3842,334.649,377.614450246,0.620944,1309.10201731,930.848423841,169.742651067,377.682639086,1081.67595044,153.571669345,6.98910285959,754.962414393,226.078306355,415,377.924,88.11468617,377.609,-384.073
