QFunRegParamNorm,Epoch,MinEsReturn,PolicyRegParamNorm,AverageQLoss,AverageY,AverageAction,MaxReturn,MinReturn,AverageEsReturn,AverageAbsY,AverageReturn,AverageDiscountedReturn,AverageAbsQYDiff,MaxEsReturn,StdEsReturn,Iteration,AverageAbsQ,StdReturn,AverageQ,AveragePolicySurr
51.5911,43,18.9507162318,36.425,11.442,63.0423803963,0.540629,237.843615444,169.993733518,165.602715849,63.0641275878,204.752049228,124.02016339,1.58596329217,303.235476394,74.6638727679,43,63.1005,11.5923321487,63.0368,-65.6093
52.3638,44,139.233096801,36.8302,12.2591,65.1249086429,0.575068,248.211898508,140.44197805,197.497195138,65.1491572369,151.775264298,101.677306469,1.62103732,272.331876991,49.0561446335,44,65.1862,15.9878614811,65.1181,-67.7123
53.0784,45,17.7642986586,37.1903,11.8961,67.236782221,0.582011,224.925059422,171.159175513,176.764667554,67.2780479918,211.677241789,127.467370006,1.64194709242,344.128815509,89.0558326086,45,67.3187,8.99860932303,67.2314,-69.8501
53.8209,46,7.18082739257,37.5307,14.0903,69.4084102578,0.511113,268.839430281,160.945020686,179.989214817,69.4542758204,231.632683453,133.967080222,1.73122104377,264.471417924,94.0944683499,46,69.493,24.9951206828,69.4045,-72.0942
54.5762,47,37.0074065335,37.9843,14.0361,71.3661503794,0.584035,308.306913,281.96910713,198.99923514,71.4121068919,297.344086428,155.700120009,1.7581701823,320.778067231,90.0757997933,47,71.4514,5.45090199685,71.3575,-74.0902
55.3978,48,11.8419254325,38.3551,15.3887,73.5888865575,0.625179,312.201032788,162.233353196,178.505027565,73.6417714377,207.943224864,120.734105985,1.82533528518,278.447762176,78.2099398768,48,73.6825,48.6541843341,73.5816,-76.382
56.152,49,12.2355499519,38.6848,16.0688,75.7627616403,0.635022,432.534868784,165.130933528,191.058614518,75.8093468368,269.4638915,137.157511001,1.89022223998,322.125849825,88.5353432256,49,75.857,85.2745052487,75.7593,-78.7034
56.972,50,110.126904262,39.0242,17.4448,78.0501545149,0.658927,305.475572758,220.252873872,205.096370924,78.0955798899,263.831452248,144.310947859,1.96095009112,313.784742687,61.1417211704,50,78.1401,16.6012059492,78.0416,-81.0071
57.7668,51,74.8472774903,39.3392,17.6095,80.4173236187,0.693745,225.607248309,162.990710716,203.553600026,80.4571754535,208.158557046,115.600243572,1.97635329886,441.858265386,113.093940447,51,80.5011,10.1249477643,80.4091,-83.4549
58.4875,52,11.0181761331,39.5801,19.1665,82.7566695147,0.704901,274.1355916,243.894564866,163.001606588,82.7850195909,262.837703589,127.884383041,2.04802571966,279.053493206,84.0609307477,52,82.826,7.20889906669,82.748,-85.9166
59.2313,53,58.9751317606,39.8752,20.7591,85.1885686416,0.645503,356.566713213,199.276836067,204.868613105,85.2151077798,299.144694003,146.07928975,2.10670124977,321.677150705,86.8653016243,53,85.2569,23.0514152056,85.179,-88.356
60.0451,54,97.7553368921,40.1336,21.8659,87.5100702125,0.671364,329.677997106,274.821592025,235.071363795,87.5343717359,300.928300123,150.781734804,2.15104351295,316.834782046,79.5268178167,54,87.5791,12.0657821235,87.5012,-90.7861
60.7819,55,19.8197408232,40.406,22.7793,89.8872525063,0.698736,338.815276334,256.573258978,167.288482993,89.9072759801,295.573664704,140.955785344,2.20721031655,313.97214801,99.3871433506,55,89.9526,24.7661899072,89.8792,-93.2161
61.4892,56,100.281555499,40.6742,24.2409,92.4147471748,0.728272,367.076206707,261.71954724,199.485975248,92.4363108661,318.334168072,145.990789925,2.25061106081,325.219823325,64.0465152427,56,92.4843,21.6367818133,92.4062,-95.7345
62.2733,57,8.7473820015,40.9787,25.1828,94.6185176446,0.698378,352.094753617,265.846730307,161.064957413,94.638064161,295.539925126,152.712962342,2.31145208112,320.680985927,108.607878847,57,94.6823,16.684088384,94.6076,-97.9676
63.0083,58,80.3663059328,41.3582,26.3167,96.8782380808,0.731617,323.697722447,236.156980381,253.580392612,96.8948697633,295.99959126,157.403610432,2.35806465447,394.26424263,82.899418235,58,96.9448,15.1423105659,96.8691,-100.277
63.7247,59,52.8778087759,41.668,26.8872,99.0553143291,0.76496,377.015404319,217.288946489,204.421810047,99.0741764855,250.269220648,140.122622108,2.4454277818,356.295720386,109.139349149,59,99.1236,31.259788167,99.0434,-102.514
64.3671,60,13.4350165699,41.9797,28.5684,101.340208523,0.741467,331.650664562,216.868074431,236.70686814,101.360197492,286.800434258,153.071871579,2.46358481784,325.466784938,90.8382714667,60,101.414,36.4502814681,101.331,-104.77
65.0485,61,13.757643296,42.2963,28.547,103.460752221,0.738459,347.325428645,273.694962287,221.164114175,103.482661092,327.673853267,167.556741068,2.51566497509,349.200252086,98.5165854687,61,103.536,10.041610681,103.45,-106.927
65.7536,62,10.7143736225,42.5794,29.4103,105.736120235,0.730524,344.001353928,172.037625391,206.030391258,105.758949741,236.203390571,134.784282051,2.55968716168,374.673740916,98.735372646,62,105.821,37.104114697,105.725,-109.219
66.428,63,32.9901384385,42.8883,32.0523,107.531251446,0.730301,349.609607592,188.914282246,200.644952511,107.558195739,236.075618001,135.159848728,2.62740622922,377.737473074,103.309443496,63,107.626,40.208185335,107.522,-111.04
67.0863,64,11.5947052583,43.21,32.6884,109.712648337,0.760606,330.886746582,213.524947751,213.441383676,109.73543152,265.306608791,145.890781565,2.68947324645,364.42248165,109.030164438,64,109.805,33.177312445,109.705,-113.272
67.7141,65,71.08185178,43.5307,33.4277,111.931554877,0.749062,320.892238369,184.963085576,194.615464657,111.95044124,249.935371749,140.530286862,2.74592170928,254.295156801,61.1122968174,65,112.016,33.1262789931,111.919,-115.603
68.3391,66,10.7264650402,43.8222,33.8079,113.983759,0.767708,354.307459923,200.756829318,183.320363294,114.005871216,297.052992497,155.947099305,2.73794723726,331.95544874,119.370448011,66,114.073,46.4045100765,113.973,-117.649
68.9898,67,9.15069859175,44.1529,37.8526,116.027255999,0.757905,323.867658202,236.229225466,184.216054472,116.049052291,310.33646073,160.520228358,2.86122488454,318.654298713,112.502929091,67,116.126,13.2773306593,116.02,-119.747
69.6179,68,11.7301368713,44.4612,37.3243,118.104923175,0.791651,338.468620931,225.526826143,182.348282568,118.125738398,314.711523803,161.982702033,2.86118812898,298.884627148,115.210678591,68,118.199,15.8827744703,118.091,-121.895
70.2886,69,8.8901996884,44.7677,38.5452,120.502458043,0.804376,374.375999298,73.1017565832,129.181794624,120.522697142,333.970222154,167.949515501,2.94003723583,285.362027579,103.021729341,69,120.607,52.7310835575,120.493,-124.313
70.859,70,67.8292157934,45.0889,39.6997,122.477003076,0.801297,339.621132987,71.8336936731,225.014700613,122.502995286,313.88437113,161.538198957,2.95671346372,321.006498872,84.9370740796,70,122.58,35.1508545771,122.466,-126.338
71.459,71,9.28855239336,45.3725,40.837,124.532081566,0.79412,357.103503502,206.440319808,181.438174312,124.558447091,301.367289559,157.808696852,3.02677331205,318.263145834,107.379348241,71,124.644,41.4596266308,124.524,-128.37
72.0345,72,84.6436345649,45.5957,40.7477,126.690019844,0.773409,335.888259342,207.299920505,224.476406613,126.716726902,274.654541254,149.301991314,3.02950092821,337.56164185,78.2703474574,72,126.794,39.2445380671,126.671,-130.532
72.6106,73,26.4765045548,45.8258,41.1746,128.808337888,0.778811,357.659377674,206.63908179,209.512858346,128.830636465,326.874620756,164.640974066,3.06295918611,349.926235565,98.8804075479,73,128.916,22.1201525334,128.799,-132.753
73.1444,74,89.2185564632,46.0647,44.5797,130.924020431,0.78624,330.981857721,220.974564793,250.271112736,130.952057,243.968462165,139.01880063,3.12258451981,364.723035764,88.7921086518,74,131.037,29.7677200125,130.913,-134.919
73.7809,75,25.1130685402,46.2696,46.7539,132.979225988,0.819518,318.805160909,242.869330717,179.440018899,133.003559067,274.517197109,150.237133632,3.15722939155,344.55326711,105.698931179,75,133.091,18.2161208578,132.967,-136.944
74.3884,76,5.02327714193,46.4662,47.6447,134.702590052,0.750431,319.463334179,198.903599312,131.403870705,134.72484157,269.771429981,147.534245914,3.19711240605,296.23552139,113.049200194,76,134.808,34.336402683,134.695,-138.693
74.9909,77,9.81126545045,46.6821,48.3902,136.761860291,0.784898,329.246964271,228.596520613,217.449846809,136.78793454,305.655296165,161.20296355,3.21734185912,381.812321043,143.565037698,77,136.875,12.8895086369,136.748,-140.722
75.6284,78,13.0633271736,46.931,51.019,138.600482551,0.787864,378.036917935,347.222213083,173.773993225,138.629491104,357.848072187,175.926000264,3.2980979025,311.066443904,115.931676137,78,138.717,6.41060203513,138.592,-142.59
76.198,79,6.89008725917,47.1629,51.8119,140.495987829,0.77344,360.83163115,205.646683447,181.523853199,140.525526077,289.859388365,155.185783193,3.28878902015,347.991860112,130.12647343,79,140.625,42.7391351056,140.486,-144.491
76.738,80,12.3197728423,47.4087,52.1754,142.191363229,0.772947,337.744586328,185.28202665,186.234606902,142.216450034,261.956402857,144.61394943,3.36206454658,329.767269878,119.678748401,80,142.319,50.271559511,142.18,-146.23
77.311,81,14.9554934039,47.6396,51.9427,144.315934,0.774216,371.362660879,331.20343364,204.858481468,144.34670286,344.958561396,173.842772191,3.32086839019,334.136998268,100.882898708,81,144.444,9.06688817808,144.31,-148.358
77.9147,82,7.95814517663,47.8751,54.9995,145.982519485,0.746875,380.258069467,328.87098692,215.906555796,146.023488102,350.519985977,176.10836524,3.38562566991,352.605006778,116.005215075,82,146.109,11.224313113,145.968,-150.073
78.4426,83,25.3336768411,48.0937,51.6237,147.998661858,0.765982,385.971351097,313.460268014,219.840703541,148.031912209,346.614682626,174.348417638,3.38015590807,349.821253382,118.832829687,83,148.132,20.9609352802,147.99,-152.151
79.0267,84,8.46156902696,48.3149,56.9225,149.528812618,0.726027,390.028103287,239.596012836,164.202234049,149.563309578,340.240633318,168.846736316,3.50231109885,346.234831819,104.215846499,84,149.663,34.7588102439,149.52,-153.699
79.6133,85,6.92547778778,48.5216,57.8589,151.637623263,0.746278,369.749513962,314.461719462,173.127538366,151.678175909,342.765768013,172.947650335,3.54146229619,386.705262584,126.512825001,85,151.783,14.4976755622,151.624,-155.871
80.145,86,15.8671217687,48.7125,58.8728,153.54348745,0.7303,400.514836175,316.048799439,177.242333033,153.580045413,365.232286944,178.553970741,3.55010399358,362.179794719,127.364849041,86,153.691,16.7989416743,153.536,-157.834
80.6569,87,75.6548850697,48.8924,57.8853,155.296115329,0.728851,373.59380979,276.415044079,239.677946634,155.334729433,339.730476256,170.97465616,3.54371909858,324.91658275,82.9226291424,87,155.441,20.8470928277,155.287,-159.559
81.2486,88,8.94653022606,49.1306,65.0305,157.034996265,0.754736,379.382437432,334.987679373,201.372122539,157.075424548,360.096500802,178.344379761,3.68075118553,355.24425551,119.820709755,88,157.182,9.99708530971,157.022,-161.398
81.7853,89,12.9204287854,49.3074,61.2428,158.976991226,0.709487,365.052376155,329.987047293,199.459060489,159.013267496,346.060950942,174.868975698,3.63672310974,361.898462704,121.562451721,89,159.112,6.64431883462,158.964,-163.295
82.3351,90,16.2929990537,49.478,66.5032,160.462557066,0.723963,373.483667504,311.648784077,156.849803223,160.504465739,354.378399915,177.131312073,3.76814329962,381.803021163,134.215927125,90,160.614,11.8215371243,160.451,-164.803
82.7553,91,7.83166496532,49.674,65.4949,162.518641112,0.659065,333.94019916,242.502311015,195.156444723,162.565223871,295.04616177,155.278905603,3.74860060858,382.595819462,136.209671811,91,162.688,23.2903218915,162.51,-166.907
83.3236,92,13.9392326989,49.8646,65.881,163.899410793,0.683207,370.512988239,318.95842595,146.813956886,163.94993885,344.993808849,173.364105279,3.77402524697,337.40461246,116.130079974,92,164.066,8.91369737785,163.889,-168.309
83.8606,93,6.48003532899,50.0643,70.9025,165.749291352,0.693075,401.255918288,331.678315374,217.998815191,165.798091571,370.468429765,179.757448132,3.8835410038,345.013178077,111.86335359,93,165.921,13.1136521051,165.744,-170.199
84.3681,94,16.8593858599,50.2764,71.5028,167.550043154,0.679886,382.851728814,189.789848521,173.298113623,167.594861399,319.466955292,162.933759723,3.92532951936,331.476132221,115.029806077,94,167.718,37.7422183929,167.537,-172.011
84.9073,95,7.11192589522,50.49,71.1531,169.13897542,0.674569,363.404963232,255.965741366,171.051613579,169.194150158,343.506367,172.51417439,3.92964045079,338.75106767,117.371682407,95,169.32,16.0443127528,169.133,-173.644
85.4516,96,10.5470703599,50.6625,77.6468,170.915963559,0.67904,372.230390568,324.429617775,167.663871348,170.970024312,354.34033803,174.905128427,3.9978028475,384.139958028,134.890013813,96,171.097,12.8717757605,170.907,-175.533
86.0046,97,15.092551356,50.8539,79.6422,172.117943485,0.66056,387.739802101,346.756402783,262.040760646,172.164666424,364.273924654,177.975005512,4.04181781186,416.448304788,103.828674868,97,172.301,9.85991413783,172.104,-176.689
86.4491,98,12.335026597,51.1499,78.9437,174.308606128,0.694196,299.149572411,200.824282723,185.430225375,174.351541014,250.979088897,142.697229018,4.06322624334,411.972631191,124.283108091,98,174.479,22.4268439946,174.299,-178.907
86.9506,99,9.7588607993,51.3302,85.9836,175.913673432,0.677691,309.886886127,228.563570111,182.157204356,175.965137379,271.697136082,149.440892483,4.17709093816,350.634735812,118.928696517,99,176.085,13.5515236726,175.904,-180.553
87.4293,100,113.581835549,51.4897,90.2364,177.442608645,0.690201,392.873998642,246.358586898,251.869183246,177.494186602,334.54692922,168.073038111,4.20836948862,417.767217135,89.904112658,100,177.625,31.4738784021,177.433,-182.059
88.0219,101,6.80855946188,51.6753,86.3093,179.378223633,0.703502,397.352736243,254.949871529,147.038017187,179.4237585,323.612297931,165.265096475,4.18177531192,371.226958891,123.403041151,101,179.533,43.9987249352,179.368,-184.032
88.4788,102,12.3490109765,51.8018,77.3769,180.849602695,0.658492,321.91044295,223.078428637,191.459231977,180.897532197,286.424329456,154.660764533,4.10718465796,359.194431519,115.525062216,102,181.019,16.8482466955,180.84,-185.464
88.9475,103,85.5367568875,51.9418,85.7984,181.883033923,0.696412,443.128396594,225.983503124,264.527514535,181.933844832,297.60054655,157.701043298,4.25797485126,490.811950286,116.722022061,103,182.062,58.3720663543,181.875,-186.553
89.4235,104,15.6052976068,52.0673,90.6711,183.747678457,0.66935,539.513993351,257.654184863,206.375230215,183.801830429,374.508847726,179.825576019,4.26429251842,403.148344003,133.52225989,104,183.923,71.1902039648,183.737,-188.497
89.887,105,10.3600987138,52.2171,84.9959,185.198144812,0.687329,398.550342786,285.769812885,221.735898502,185.259866772,361.078945099,175.321538939,4.30712292266,359.631092701,124.404170241,105,185.389,16.6299698285,185.186,-189.92
90.3939,106,11.1934885967,52.335,95.3784,186.604363802,0.688278,478.309278067,225.796429056,251.80016943,186.663654216,342.659318214,169.431948348,4.35876419712,365.757357512,112.204817735,106,186.789,53.8728236089,186.597,-191.399
90.8875,107,11.3672971578,52.4841,98.3594,188.299354339,0.642376,366.277897999,221.45729974,155.962200944,188.361577121,283.385583117,151.370815742,4.42883081781,376.178344314,123.377799766,107,188.495,31.3844446874,188.288,-192.993
91.3908,108,13.1463701011,52.6256,97.5197,189.875420895,0.668882,357.904007114,244.066623733,152.351926828,189.940153748,282.068820515,151.606139524,4.39884638846,327.476599772,115.065544409,108,190.068,27.9385742142,189.865,-194.607
91.8453,109,26.0868543225,52.7236,101.269,191.137829155,0.607936,453.63637888,165.149253,180.444219833,191.193455678,216.786321152,126.356648681,4.50005400938,314.145979754,96.4338887144,109,191.329,65.5208523563,191.129,-195.891
92.3212,110,20.7218480935,52.804,94.3257,192.713865625,0.665233,401.083950883,242.729982407,242.334357044,192.776374581,262.988656795,141.610244723,4.42843919356,352.613088482,98.4821866659,110,192.919,22.8512429689,192.706,-197.494
92.8234,111,117.506224212,52.9564,105.723,194.113416321,0.636175,334.361616167,169.573018183,266.708865399,194.182725001,298.091634796,150.831480463,4.60824453336,439.867923477,95.352467044,111,194.311,21.8884869941,194.103,-198.92
93.2696,112,15.270766648,53.0653,101.541,195.36791457,0.649044,462.862846897,161.852300661,185.319975318,195.434977001,323.865084728,158.094051452,4.55785977183,312.613094436,109.48436994,112,195.576,55.7327648804,195.357,-200.164
93.7392,113,29.7807945438,53.1607,108.168,196.887038987,0.54601,750.58244532,179.787587598,150.389597459,196.955061661,403.353140645,127.625831893,4.57767111985,525.507557904,149.816618281,113,197.078,118.405931719,196.88,-201.831
94.1931,114,27.3153316241,53.3079,102.505,197.860266598,0.647772,448.926104702,288.160144837,190.76498768,197.927029021,368.666457969,172.114546848,4.58514846783,375.738878424,130.444582926,114,198.06,24.2063614558,197.854,-202.857
94.6306,115,29.8458368201,53.4359,109.471,199.792721852,0.642071,527.535956891,252.034163676,233.909480961,199.856918949,348.864321873,166.98950902,4.65812103234,468.825944842,133.80699397,115,199.987,68.3442713497,199.775,-204.737
95.1216,116,20.486150402,53.5635,104.138,201.427494319,0.672075,467.160559487,247.878985414,231.161650861,201.485384908,302.114750865,156.222816644,4.63191784695,394.892276198,141.893315699,116,201.614,39.5188172803,201.417,-206.3
95.5337,117,13.4625565801,53.7243,101.995,202.160881719,0.677199,450.669297752,254.701384806,246.955886049,202.221107896,326.742566333,163.537070006,4.60774445713,412.488184142,147.888846774,117,202.346,54.7071400921,202.152,-207.138
95.9926,118,9.83001635566,53.8481,100.827,204.062768618,0.695862,336.692464287,256.119483734,161.726395499,204.124569044,297.978747238,155.247544034,4.6506724438,381.108414917,123.767482553,118,204.262,16.5757690106,204.051,-208.981
96.4722,119,15.1563833038,53.9782,105.584,205.070864508,0.669506,432.093230177,242.060256497,211.329605335,205.123343935,284.477701637,151.115969289,4.67028367922,425.338869307,122.942035331,119,205.252,33.2292669427,205.06,-210.053
96.9323,120,3.26773536751,54.1326,113.131,206.321421976,0.635523,322.255608043,238.040464946,219.934767331,206.366409247,270.735277624,146.815347479,4.70397897704,360.054971631,122.511781441,120,206.5,18.9257803401,206.316,-211.28
97.3769,121,22.1024785679,54.2657,110.76,207.970831285,0.686678,470.962014435,232.606542346,231.818452755,208.028870834,323.933530965,157.433615489,4.77867281117,430.622081579,137.440905938,121,208.157,69.4715635993,207.954,-212.952
97.8733,122,35.2536056186,54.4334,111.574,209.115939125,0.665337,456.048547748,185.876738891,212.939227238,209.163819678,323.862850183,156.138153495,4.80377084696,376.959282348,127.196018112,122,209.303,51.8343409307,209.107,-214.135
98.2802,123,187.979541634,54.6066,118.038,210.385372386,0.641745,385.093529125,231.760822106,309.367005243,210.427784975,280.222595323,150.404853153,4.82776661018,442.78034873,73.5681758488,123,210.558,33.2619320172,210.378,-215.458
98.6536,124,3.17235056892,54.7703,113.501,211.650413854,0.630997,546.313240261,253.578706157,205.673759875,211.69210526,352.150975833,159.438756731,4.76450272247,495.632038615,156.441854809,124,211.817,60.8181405751,211.646,-216.618
99.0419,125,9.20738748042,54.9171,115.492,212.877029332,0.651998,487.39613034,258.509382739,174.404600014,212.914786137,357.303600417,164.71853717,4.83848502555,330.720779672,117.260194731,125,213.059,55.3240432979,212.868,-217.958
99.4413,126,12.5983978156,55.0862,117.443,214.061973399,0.636736,428.513203653,273.222531931,282.479281717,214.111868763,333.029729617,154.683976187,4.85899412582,344.248324366,97.9768950321,126,214.246,34.171809261,214.051,-219.277
99.8588,127,33.9324915511,55.246,119.368,215.130843934,0.655252,394.366723299,257.823583545,250.073444254,215.174239875,307.247260105,153.836352207,4.90646402624,353.030858593,111.868656168,127,215.306,35.7547371609,215.118,-220.338
