MaxReturn,AverageAbsQ,AverageDiscountedReturn,AveragePolicySurr,QFunRegParamNorm,AverageAbsQYDiff,Epoch,AverageAbsY,AverageEsReturn,MinReturn,StdEsReturn,StdReturn,MaxEsReturn,AverageQLoss,AverageY,PolicyRegParamNorm,Iteration,AverageAction,AverageReturn,MinEsReturn,AverageQ
1000.0,9.75786,99.9956828753,-10.4608,133.081,0.1802590027,1332,9.7253717106,21.9574468085,1000.0,18.5781356814,0.0,89.0,0.41852,9.72154480675,89.6981,1332,0.0301142,1000.0,3.0,9.72104
1000.0,9.75455,99.9956828753,-10.4542,133.121,0.171393208582,1333,9.72134556017,20.6808510638,1000.0,12.2528440172,0.0,59.0,0.367229,9.71719730523,89.6711,1333,0.036877,1000.0,3.0,9.71741
1000.0,9.75884,88.4462868869,-10.455,133.151,0.175350015463,1334,9.72666149908,22.1956521739,56.0,15.2124370817,392.140115039,78.0,0.397369,9.72081094844,89.6603,1334,0.0971128,785.230769231,5.0,9.72092
1000.0,9.73713,99.9956828753,-10.4446,133.168,0.163878799545,1335,9.70547250624,23.0930232558,1000.0,17.1135930653,0.0,84.0,0.34112,9.70098017795,89.6256,1335,0.333363,1000.0,5.0,9.70107
1000.0,9.78642,99.9956828753,-10.4722,133.193,0.171832995503,1336,9.75342218008,18.1052631579,1000.0,12.4388810499,0.0,52.0,0.362725,9.74862494885,89.6242,1336,0.0426318,1000.0,3.0,9.74842
1000.0,9.76466,99.9956828753,-10.469,133.214,0.168341495069,1337,9.7348162352,21.7608695652,1000.0,16.3244079493,0.0,78.0,0.392524,9.72943697061,89.6516,1337,0.0251953,1000.0,3.0,9.72941
1000.0,9.79103,99.9956828753,-10.4826,133.176,0.164649152906,1338,9.76036284174,19.5882352941,1000.0,15.3969394343,0.0,78.0,0.367967,9.75563060854,89.6601,1338,0.224427,1000.0,2.0,9.75496
1000.0,9.78616,99.9956828753,-10.4807,133.216,0.16630107618,1339,9.75612462073,22.6136363636,1000.0,19.6309309615,0.0,101.0,0.369412,9.7510530528,89.6576,1339,0.0176871,1000.0,3.0,9.75136
1000.0,9.74764,99.9956828753,-10.4548,133.233,0.154874375727,1340,9.72509461731,20.9375,1000.0,19.1837672808,0.0,107.0,0.343113,9.71981697635,89.6672,1340,0.0194568,1000.0,3.0,9.71969
1000.0,9.71383,99.9956828753,-10.4045,133.285,0.172970319809,1341,9.68428955661,16.2459016393,1000.0,14.5203709225,0.0,72.0,0.359069,9.67701769275,89.6873,1341,0.246826,1000.0,3.0,9.67661
1000.0,9.7396,99.9956828753,-10.4257,133.301,0.17089446122,1342,9.70593273219,15.303030303,1000.0,10.8110068729,0.0,49.0,0.368961,9.69908332271,89.6919,1342,0.157756,1000.0,3.0,9.69929
1000.0,9.73403,99.9956828753,-10.4322,133.332,0.17720909399,1343,9.70179705055,17.8571428571,1000.0,15.0729518526,0.0,63.0,0.381212,9.69437272611,89.7208,1343,0.123991,1000.0,2.0,9.69386
1000.0,9.73046,99.9956828753,-10.4491,133.317,0.179919158837,1344,9.70117043982,19.3137254902,1000.0,19.8073963172,0.0,89.0,0.402,9.69437730187,89.727,1344,0.0914873,1000.0,2.0,9.69426
1000.0,9.78372,99.9956828753,-10.4481,133.349,0.163994010072,1345,9.75664819941,14.8676470588,1000.0,13.5775597866,0.0,66.0,0.347854,9.74911796322,89.7457,1345,0.273004,1000.0,3.0,9.74989
1000.0,9.75367,99.9956828753,-10.4452,133.347,0.169598321754,1346,9.72553440094,14.9552238806,1000.0,15.0714050052,0.0,67.0,0.380119,9.71750262632,89.7711,1346,0.294153,1000.0,4.0,9.71821
1000.0,9.75427,99.9956828753,-10.4708,133.406,0.18171589539,1347,9.72391435341,15.2,1000.0,13.9076072155,0.0,90.0,0.405629,9.71634423242,89.783,1347,0.480961,1000.0,3.0,9.71577
1000.0,9.76352,99.9956828753,-10.4553,133.434,0.198113685234,1348,9.72746050634,14.6811594203,1000.0,11.603963283,0.0,60.0,0.476383,9.71811824528,89.8016,1348,0.340111,1000.0,4.0,9.71827
1000.0,9.7948,99.9956828753,-10.5173,133.463,0.178021748156,1349,9.76090421203,14.8787878788,1000.0,14.6623772841,0.0,68.0,0.361404,9.75274273899,89.8545,1349,0.103687,1000.0,3.0,9.75272
1000.0,9.79753,99.9956828753,-10.522,133.453,0.181814923804,1350,9.7690276706,13.9315068493,1000.0,13.5265631787,0.0,78.0,0.383445,9.76117912119,89.8199,1350,0.0496616,1000.0,3.0,9.76115
1000.0,9.81704,99.9956828753,-10.5617,133.48,0.164972439978,1351,9.7924872642,10.8913043478,1000.0,9.33839261113,0.0,52.0,0.339503,9.78558904625,89.7413,1351,0.0564567,1000.0,3.0,9.78557
1000.0,9.85038,99.9956828753,-10.5928,133.524,0.196051041141,1352,9.81472153165,12.2345679012,1000.0,12.3680907685,0.0,70.0,0.462623,9.80826392512,89.6996,1352,0.018842,1000.0,2.0,9.80793
1000.0,9.8937,99.9956828753,-10.6274,133.554,0.174963991696,1353,9.86877719046,13.5416666667,1000.0,13.3291008907,0.0,79.0,0.387497,9.86388758248,89.6772,1353,0.0404436,1000.0,3.0,9.86399
1000.0,9.92347,99.9956828753,-10.6663,133.576,0.177345816689,1354,9.8958164806,13.4285714286,1000.0,14.539180001,0.0,78.0,0.387902,9.89098482982,89.6371,1354,0.063728,1000.0,3.0,9.89056
1000.0,9.98309,99.9956828753,-10.7008,133.581,0.181318952509,1355,9.95210771927,16.6166666667,1000.0,13.382938973,0.0,70.0,0.400353,9.94792206476,89.5694,1355,0.0144169,1000.0,2.0,9.94837
1000.0,9.95488,99.9956828753,-10.6949,133.585,0.178031372885,1356,9.92826797276,13.1184210526,1000.0,12.6792070826,0.0,76.0,0.367151,9.92433167385,89.5506,1356,0.211298,1000.0,3.0,9.92471
1000.0,9.98543,99.9956828753,-10.6927,133.593,0.194294475875,1357,9.95377405673,22.7045454545,1000.0,28.9211935073,0.0,176.0,0.450437,9.9507419224,89.5356,1357,0.068355,1000.0,4.0,9.95036
1000.0,9.94112,99.9956828753,-10.6792,133.598,0.179791911125,1358,9.91205012964,16.15,1000.0,18.3746428537,0.0,105.0,0.409018,9.90927598715,89.5427,1358,0.124462,1000.0,3.0,9.90873
1000.0,9.99853,99.9956828753,-10.6932,133.625,0.179817415799,1359,9.96729776787,18.4821428571,1000.0,17.2461083306,0.0,73.0,0.403557,9.9630452564,89.5427,1359,0.0745884,1000.0,4.0,9.96354
1000.0,10.0005,99.9956828753,-10.7106,133.659,0.177532872252,1360,9.97054286985,16.6166666667,1000.0,16.9814523001,0.0,91.0,0.389023,9.96688536537,89.6042,1360,0.0125414,1000.0,3.0,9.96632
1000.0,9.98421,99.9956828753,-10.6836,133.685,0.169431861227,1361,9.9559183897,16.5862068966,1000.0,21.4017679601,0.0,121.0,0.367314,9.95275070372,89.6425,1361,0.0210722,1000.0,3.0,9.95266
1000.0,10.0085,99.9956828753,-10.7157,133.708,0.183686647277,1362,9.978696641,17.0508474576,1000.0,15.6252986182,0.0,74.0,0.432485,9.97648629636,89.6639,1362,0.104066,1000.0,3.0,9.9766
1000.0,9.98683,99.9956828753,-10.6922,133.742,0.175598875398,1363,9.95628040458,18.0701754386,1000.0,17.5257801579,0.0,80.0,0.39701,9.95341368596,89.7457,1363,0.0736791,1000.0,3.0,9.95336
1000.0,9.98128,99.9956828753,-10.6913,133.77,0.174556602721,1364,9.95316495344,18.8679245283,1000.0,18.8259533181,0.0,97.0,0.422722,9.9511723516,89.7585,1364,0.0167106,1000.0,3.0,9.95093
1000.0,10.0015,99.9956828753,-10.6982,133.773,0.176450504854,1365,9.97334432019,24.4634146341,1000.0,24.6042803742,0.0,117.0,0.405426,9.9705388215,89.7733,1365,0.0152887,1000.0,4.0,9.97041
1000.0,9.98752,99.9956828753,-10.6716,133.811,0.169972256474,1366,9.96020145557,30.0,1000.0,30.9084670169,0.0,135.0,0.384407,9.9574066031,89.7984,1366,0.0430792,1000.0,4.0,9.95704
1000.0,9.9702,99.9956828753,-10.6874,133.83,0.184725187718,1367,9.93734147108,22.6818181818,1000.0,29.5171542784,0.0,174.0,0.432399,9.9355342534,89.7481,1367,0.0132095,1000.0,3.0,9.93603
1000.0,10.0023,99.9956828753,-10.6736,133.845,0.171094279587,1368,9.96917343179,17.7543859649,1000.0,16.0364504776,0.0,77.0,0.387264,9.96695562402,89.7854,1368,0.0137378,1000.0,4.0,9.9673
1000.0,9.93822,95.9635701602,-10.6336,133.866,0.184084682046,1369,9.90862564258,16.55,173.0,17.1594726026,359.052956415,78.0,0.444376,9.90691448569,89.8039,1369,0.0665708,773.785714286,4.0,9.90665
1000.0,9.9701,99.9956828753,-10.668,133.927,0.166885157962,1370,9.93694818047,15.2769230769,1000.0,13.767864135,0.0,69.0,0.353665,9.9352342123,89.8445,1370,0.0143401,1000.0,4.0,9.93497
1000.0,9.96047,99.9956828753,-10.648,133.975,0.181284876663,1371,9.92561612757,14.4428571429,1000.0,13.9341673741,0.0,73.0,0.384808,9.92326077029,89.8219,1371,0.105879,1000.0,3.0,9.92324
104.0,9.95005,63.8166707689,-10.654,134.024,0.173309742741,1372,9.92265012841,14.8484848485,99.0,14.5771120142,0.833195580901,70.0,0.372469,9.92059723994,89.8388,1372,0.23405,101.151515152,3.0,9.92038
1000.0,9.91244,99.9956828753,-10.6459,134.048,0.175544525253,1373,9.88321295874,14.2361111111,1000.0,11.5836247632,0.0,66.0,0.407558,9.88129424488,89.857,1373,0.012992,1000.0,3.0,9.88178
1000.0,9.98866,99.9956828753,-10.6488,134.061,0.167154479067,1374,9.95759681147,16.0483870968,1000.0,15.4850889978,0.0,68.0,0.367719,9.95566342942,89.9081,1374,0.0169686,1000.0,3.0,9.95449
1000.0,9.95928,99.9956828753,-10.6507,134.091,0.178775013317,1375,9.92601805131,20.0,1000.0,23.1594473164,0.0,117.0,0.402299,9.92332626006,89.8598,1375,0.0212054,1000.0,3.0,9.92302
1000.0,9.96816,99.9956828753,-10.6695,134.125,0.180707932574,1376,9.93466991876,13.6216216216,1000.0,15.8376072301,0.0,114.0,0.418735,9.93205059855,89.8598,1376,0.265424,1000.0,3.0,9.93257
1000.0,10.0244,99.9956828753,-10.682,134.139,0.181312022591,1377,9.98997928074,15.515625,1000.0,17.8763043121,0.0,76.0,0.397153,9.98788392042,89.881,1377,0.0151838,1000.0,2.0,9.98717
1000.0,9.92387,99.9956828753,-10.6279,134.178,0.173320572128,1378,9.89495401994,13.025974026,1000.0,13.1859567427,0.0,74.0,0.395264,9.89227307913,89.8327,1378,0.0147362,1000.0,3.0,9.89183
1000.0,9.94006,99.9956828753,-10.6885,134.236,0.189722588522,1379,9.91177357976,13.5,1000.0,9.75961064797,0.0,43.0,0.452556,9.90926538316,89.821,1379,0.016382,1000.0,3.0,9.90971
1000.0,9.94909,99.9956828753,-10.662,134.253,0.187508332194,1380,9.91730961684,12.425,1000.0,9.47598939425,0.0,41.0,0.418038,9.91449366551,89.8323,1380,0.0216911,1000.0,3.0,9.91426
1000.0,9.95497,99.9956828753,-10.6655,134.269,0.182995309123,1381,9.92203910922,12.243902439,1000.0,11.8687548154,0.0,68.0,0.414514,9.91861824541,89.7935,1381,0.0091073,1000.0,3.0,9.91852
1000.0,9.99881,99.9956828753,-10.6808,134.309,0.184952869672,1382,9.96600627516,11.7073170732,1000.0,13.6939436541,0.0,73.0,0.424965,9.96320971652,89.7593,1382,0.0169911,1000.0,3.0,9.96243
1000.0,10.0031,99.9956828753,-10.7166,134.343,0.163154968322,1383,9.97776189671,10.1165048544,1000.0,11.8307653659,0.0,63.0,0.357216,9.97296074962,89.7705,1383,0.016183,1000.0,2.0,9.97282
1000.0,10.0466,99.9956828753,-10.7584,134.362,0.171608495237,1384,10.0197365841,14.4927536232,1000.0,19.7540112884,0.0,110.0,0.374964,10.0156273174,89.7588,1384,0.16749,1000.0,3.0,10.0153
1000.0,9.99536,99.9956828753,-10.7153,134.37,0.194620924807,1385,9.96189505111,14.1,1000.0,16.0340263191,0.0,102.0,0.463267,9.95748948527,89.7466,1385,0.00981768,1000.0,3.0,9.95762
1000.0,10.0723,99.9956828753,-10.7745,134.398,0.175659098299,1386,10.0428160421,9.90196078431,1000.0,11.626128285,0.0,83.0,0.41717,10.0380506459,89.7359,1386,0.00509364,1000.0,3.0,10.0379
1000.0,10.0546,99.9956828753,-10.7555,134.456,0.174178264671,1387,10.0229891156,12.35,1000.0,15.1270453163,0.0,86.0,0.398716,10.0194552633,89.6937,1387,0.0113618,1000.0,3.0,10.0192
1000.0,10.0882,99.9956828753,-10.8336,134.501,0.164928291149,1388,10.0599879457,11.7764705882,1000.0,12.3739541168,0.0,65.0,0.364222,10.0572571273,89.7081,1388,0.0072618,1000.0,3.0,10.0569
1000.0,10.0806,99.9956828753,-10.8189,134.515,0.172547851984,1389,10.0545009835,10.9347826087,1000.0,12.96467135,0.0,75.0,0.385503,10.0522069395,89.684,1389,0.0487607,1000.0,3.0,10.0519
1000.0,10.1322,99.9956828753,-10.8635,134.556,0.1748768919,1390,10.1020050789,9.9,1000.0,11.2396619166,0.0,69.0,0.411143,10.0997974458,89.7018,1390,0.00405901,1000.0,3.0,10.1004
1000.0,10.1641,99.9956828753,-10.9005,134.618,0.180652180824,1391,10.1355876695,12.4634146341,1000.0,16.9123963209,0.0,84.0,0.438852,10.1323790305,89.7123,1391,0.0120679,1000.0,3.0,10.1316
1000.0,10.1889,99.9956828753,-10.8946,134.628,0.178231277082,1392,10.1614838018,9.32692307692,1000.0,9.8150613342,0.0,50.0,0.425824,10.1576562032,89.724,1392,0.00526257,1000.0,3.0,10.1583
1000.0,10.1827,99.9956828753,-10.9366,134.643,0.172383103684,1393,10.1516457143,14.1095890411,1000.0,23.3223754305,0.0,131.0,0.359759,10.1474939229,89.711,1393,0.00218075,1000.0,2.0,10.1473
1000.0,10.2062,99.9956828753,-10.9215,134.669,0.191789231581,1394,10.173071991,9.76237623762,1000.0,14.3844997124,0.0,101.0,0.45957,10.1683461575,89.7366,1394,0.0191352,1000.0,3.0,10.1668
1000.0,10.2088,99.9956828753,-10.9443,134.727,0.178242649421,1395,10.1727781917,9.55238095238,1000.0,8.45602738246,0.0,41.0,0.403248,10.1667370994,89.7584,1395,0.0103284,1000.0,3.0,10.1666
1000.0,10.2513,99.9956828753,-10.984,134.701,0.182303416827,1396,10.2217541565,11.1,1000.0,12.8314284301,0.0,75.0,0.434306,10.2172611094,89.779,1396,0.0068227,1000.0,3.0,10.2176
1000.0,10.2657,99.9956828753,-10.9967,134.695,0.187577957505,1397,10.2352925444,15.828125,1000.0,21.5011298304,0.0,120.0,0.469318,10.2299635889,89.7573,1397,0.0093545,1000.0,3.0,10.2296
1000.0,10.2662,99.9956828753,-11.0176,134.763,0.178277561502,1398,10.2375508409,12.4875,1000.0,13.4860981663,0.0,75.0,0.414321,10.2339681484,89.7745,1398,0.214704,1000.0,2.0,10.233
1000.0,10.3069,99.9956828753,-11.056,134.78,0.172056504836,1399,10.2786742419,12.6973684211,1000.0,11.783150031,0.0,56.0,0.396218,10.2740116394,89.7779,1399,0.00700346,1000.0,3.0,10.2743
1000.0,10.3286,99.9956828753,-11.0833,134.832,0.193054109529,1400,10.2957502541,16.5483870968,1000.0,17.5303215834,0.0,84.0,0.449234,10.2912521738,89.7993,1400,0.00439633,1000.0,3.0,10.2906
1000.0,10.3638,99.9956828753,-11.0831,134.858,0.192295694952,1401,10.3276439838,12.4567901235,1000.0,15.5397136656,0.0,100.0,0.455652,10.3241897533,89.8367,1401,0.00325331,1000.0,2.0,10.3241
1000.0,10.3291,99.9956828753,-11.0773,134.873,0.164084034741,1402,10.2965731661,14.4782608696,1000.0,17.1020879272,0.0,95.0,0.346863,10.2921025428,89.8723,1402,0.00351738,1000.0,3.0,10.2923
1000.0,10.3452,99.9956828753,-11.0604,134.923,0.176008608072,1403,10.316865926,16.5,1000.0,20.6530869363,0.0,81.0,0.400546,10.3113114556,89.8664,1403,0.0107567,1000.0,3.0,10.3107
1000.0,10.3662,99.9956828753,-11.0885,134.955,0.178223145026,1404,10.330071479,9.47169811321,1000.0,11.5817093495,0.0,73.0,0.40626,10.3254586654,89.8517,1404,0.0147567,1000.0,3.0,10.326
1000.0,10.372,99.9956828753,-11.1208,134.993,0.190212724527,1405,10.338208526,9.7572815534,1000.0,9.75074407857,0.0,57.0,0.46438,10.3335272533,89.8167,1405,0.0126377,1000.0,3.0,10.3337
1000.0,10.3713,99.9956828753,-11.1111,135.011,0.180246957142,1406,10.3392925593,11.1149425287,1000.0,14.4416585217,0.0,82.0,0.438966,10.3354653993,89.7938,1406,0.0113102,1000.0,2.0,10.3353
1000.0,10.3708,99.9956828753,-11.1185,135.007,0.197282605593,1407,10.333985421,10.3,1000.0,11.9937483715,0.0,54.0,0.441408,10.3304667773,89.756,1407,0.109077,1000.0,3.0,10.3308
1000.0,10.3804,99.9956828753,-11.1389,135.059,0.172119482628,1408,10.3523991743,12.1204819277,1000.0,19.930842836,0.0,128.0,0.418968,10.3490069027,89.7371,1408,0.259251,1000.0,3.0,10.3493
1000.0,10.3554,99.9956828753,-11.1272,135.093,0.176064894226,1409,10.3292180702,9.64077669903,1000.0,12.2552579316,0.0,95.0,0.408768,10.3255259209,89.7323,1409,0.00585492,1000.0,2.0,10.3243
1000.0,10.3554,99.9956828753,-11.1356,135.105,0.191205138654,1410,10.3206314494,10.6276595745,1000.0,13.4615164984,0.0,70.0,0.481355,10.3172267829,89.7457,1410,0.013452,1000.0,2.0,10.3179
1000.0,10.3863,99.9956828753,-11.1541,135.125,0.171553032611,1411,10.3568633753,12.6962025316,1000.0,13.6227234125,0.0,68.0,0.407983,10.3535618923,89.6994,1411,0.0191752,1000.0,3.0,10.3532
1000.0,10.387,99.9956828753,-11.106,135.158,0.190204365181,1412,10.3578150056,21.2222222222,1000.0,36.4581275126,0.0,196.0,0.461164,10.3535813655,89.7292,1412,0.0468142,1000.0,3.0,10.3532
1000.0,10.3854,99.9956828753,-11.1345,135.207,0.183257575559,1413,10.3499291639,12.3411764706,1000.0,15.5983052935,0.0,98.0,0.424158,10.3448486672,89.6766,1413,0.00407196,1000.0,2.0,10.3447
1000.0,10.3732,99.9956828753,-11.1128,135.242,0.180612186917,1414,10.3421484515,16.262295082,1000.0,15.5055797882,0.0,90.0,0.421133,10.338245391,89.6918,1414,0.0129534,1000.0,3.0,10.3373
1000.0,10.3723,99.9956828753,-11.0911,135.28,0.20016387105,1415,10.3352773917,15.2424242424,1000.0,18.4268090318,0.0,108.0,0.529728,10.3313120429,89.703,1415,0.0144014,1000.0,3.0,10.3328
1000.0,10.365,99.9956828753,-11.0826,135.339,0.169686294492,1416,10.3356483088,19.5294117647,1000.0,34.242705215,0.0,185.0,0.378937,10.3300654811,89.7225,1416,0.0436281,1000.0,3.0,10.329
1000.0,10.339,99.9956828753,-11.0725,135.341,0.174002442267,1417,10.3128978126,16.5166666667,1000.0,34.2517598899,0.0,228.0,0.411105,10.3075613261,89.7239,1417,0.0128102,1000.0,3.0,10.3081
1000.0,10.3372,99.9956828753,-11.0625,135.408,0.189074236808,1418,10.3075491171,11.7647058824,1000.0,14.9969777809,0.0,94.0,0.465819,10.3024181159,89.7211,1418,0.00851713,1000.0,3.0,10.3011
1000.0,10.3299,99.9956828753,-11.0656,135.449,0.179664490531,1419,10.2973385137,9.17272727273,1000.0,8.48191561865,0.0,42.0,0.427139,10.2922405919,89.6841,1419,0.00557068,1000.0,3.0,10.2923
1000.0,10.3443,99.9956828753,-11.0898,135.464,0.193568462878,1420,10.3113197728,13.1973684211,1000.0,17.0100742107,0.0,102.0,0.48293,10.3070161338,89.7049,1420,0.00390409,1000.0,3.0,10.3069
1000.0,10.3472,99.9956828753,-11.0669,135.512,0.191610318084,1421,10.3088238593,13.16,1000.0,18.6847816864,0.0,145.0,0.440688,10.3032037092,89.6968,1421,0.00550618,1000.0,3.0,10.303
1000.0,10.3185,99.9956828753,-11.0776,135.545,0.182803551476,1422,10.2870743548,12.2222222222,1000.0,15.4751892228,0.0,105.0,0.451236,10.2825310694,89.685,1422,0.00385799,1000.0,3.0,10.2825
1000.0,10.3399,99.9956828753,-11.0755,135.607,0.168071060835,1423,10.3103886512,14.75,1000.0,15.8033643105,0.0,76.0,0.389838,10.3064509284,89.6818,1423,0.00969791,1000.0,3.0,10.3071
1000.0,10.3409,99.9956828753,-11.0675,135.624,0.177415812023,1424,10.3088278124,13.6438356164,1000.0,14.130865724,0.0,63.0,0.423512,10.3034721797,89.6636,1424,0.00852036,1000.0,3.0,10.3023
1000.0,10.3424,99.9956828753,-11.091,135.644,0.167020153938,1425,10.3127732545,13.7066666667,1000.0,15.243598292,0.0,86.0,0.384036,10.3072721998,89.6343,1425,0.00245313,1000.0,3.0,10.3079
1000.0,10.3695,99.9956828753,-11.0785,135.671,0.174988411308,1426,10.3403800923,21.2127659574,1000.0,28.3533450841,0.0,130.0,0.43212,10.3353193093,89.6369,1426,0.0109054,1000.0,2.0,10.3343
1000.0,10.3665,96.0485178249,-11.0785,135.688,0.184051277088,1427,10.3336654186,17.0172413793,83.0,19.2223750545,263.618964943,89.0,0.439279,10.3263314413,89.6583,1427,0.0160533,916.636363636,3.0,10.3274
1000.0,10.3298,99.9956828753,-11.0777,135.713,0.176635300153,1428,10.2969717223,15.1060606061,1000.0,22.7630274308,0.0,139.0,0.389124,10.2922546182,89.6366,1428,0.00618612,1000.0,3.0,10.2914
1000.0,10.3153,99.9956828753,-11.0411,135.708,0.17042756668,1429,10.2845705218,12.8481012658,1000.0,12.9341943108,0.0,82.0,0.36682,10.2803241882,89.5689,1429,0.00355934,1000.0,3.0,10.2805
1000.0,10.3337,99.9956828753,-11.0638,135.736,0.170749837839,1430,10.3041667523,10.2666666667,1000.0,8.72136584614,0.0,37.0,0.374722,10.3005631392,89.5367,1430,0.00366801,1000.0,3.0,10.3007
1000.0,10.292,99.9956828753,-11.0356,135.769,0.186892187883,1431,10.2584692232,16.303030303,1000.0,28.4594180486,0.0,210.0,0.446451,10.2548069013,89.5632,1431,0.00353524,1000.0,3.0,10.2548
1000.0,10.284,99.9956828753,-11.0157,135.796,0.17619535777,1432,10.2558178442,21.347826087,1000.0,36.2084648951,0.0,202.0,0.404894,10.2519046981,89.5765,1432,0.0193486,1000.0,3.0,10.2517
1000.0,10.3209,99.9956828753,-11.0489,135.812,0.183137873455,1433,10.2870390818,11.9518072289,1000.0,12.5418851165,0.0,59.0,0.416901,10.2830242926,89.5541,1433,0.00816038,1000.0,3.0,10.2832
1000.0,10.3351,99.9956828753,-11.0544,135.82,0.187396705095,1434,10.3034004948,10.4591836735,1000.0,11.8176350127,0.0,74.0,0.458632,10.2984741342,89.5452,1434,0.00342515,1000.0,3.0,10.2985
1000.0,10.3332,99.9956828753,-11.0958,135.841,0.190029946361,1435,10.2989572649,8.31932773109,1000.0,10.8920854568,0.0,62.0,0.426293,10.2943655728,89.545,1435,0.0196972,1000.0,2.0,10.294
1000.0,10.3233,99.9956828753,-11.0713,135.864,0.186027931715,1436,10.2929719387,13.7027027027,1000.0,17.7564070886,0.0,81.0,0.433659,10.2872846201,89.5379,1436,0.00674672,1000.0,3.0,10.2872
1000.0,10.3571,99.9956828753,-11.1052,135.913,0.186441957664,1437,10.3219074444,9.25925925926,1000.0,13.1785251594,0.0,88.0,0.453531,10.3171592385,89.4993,1437,0.00950588,1000.0,3.0,10.3169
1000.0,10.358,99.9956828753,-11.1069,135.953,0.179502988476,1438,10.325556339,10.0941176471,1000.0,14.3482924005,0.0,99.0,0.418738,10.3217474376,89.4649,1438,0.00434365,1000.0,3.0,10.3218
1000.0,10.3877,99.9956828753,-11.1271,136.008,0.183450727186,1439,10.3543823618,11.21,1000.0,18.2451610023,0.0,145.0,0.413624,10.3510605073,89.4298,1439,0.00210047,1000.0,3.0,10.3506
1000.0,10.3816,99.9956828753,-11.1311,136.045,0.196431264513,1440,10.352449893,12.475,1000.0,12.6609389462,0.0,76.0,0.482689,10.3488449992,89.3608,1440,0.0108583,1000.0,3.0,10.348
1000.0,10.4175,99.9956828753,-11.1573,136.069,0.199430986989,1441,10.3842814075,11.0681818182,1000.0,10.6544863092,0.0,51.0,0.502172,10.3813460935,89.3503,1441,0.00334547,1000.0,3.0,10.3815
1000.0,10.3891,99.9956828753,-11.1538,136.098,0.175268104772,1442,10.360113853,9.71962616822,1000.0,13.1574181433,0.0,98.0,0.386137,10.3580124503,89.3438,1442,0.00287225,1000.0,3.0,10.3578
1000.0,10.4298,99.9956828753,-11.1891,136.108,0.184630275554,1443,10.3962001603,13.2631578947,1000.0,14.0059840792,0.0,60.0,0.448372,10.3942963862,89.3748,1443,0.00997093,1000.0,3.0,10.3939
1000.0,10.4502,99.9956828753,-11.2275,136.129,0.172720462481,1444,10.4268070521,16.6666666667,1000.0,25.4464579504,0.0,176.0,0.442312,10.4244891633,89.347,1444,0.0109834,1000.0,3.0,10.4242
1000.0,10.4365,99.9956828753,-11.1983,136.156,0.182226785215,1445,10.4050364674,11.0,1000.0,12.9088094973,0.0,91.0,0.42344,10.4035220276,89.2741,1445,0.0121928,1000.0,3.0,10.4033
1000.0,10.456,99.9956828753,-11.2007,136.161,0.205207404482,1446,10.418089363,10.8804347826,1000.0,13.8051993917,0.0,91.0,0.5034,10.4165380607,89.2432,1446,0.00265762,1000.0,3.0,10.4168
1000.0,10.4576,99.9956828753,-11.23,136.186,0.167036802281,1447,10.4296432694,10.193877551,1000.0,12.1744615296,0.0,67.0,0.368558,10.4281904497,89.252,1447,0.00418729,1000.0,2.0,10.4282
1000.0,10.4825,99.9956828753,-11.2551,136.189,0.197385972293,1448,10.4515611259,10.4270833333,1000.0,18.7470802125,0.0,164.0,0.466075,10.4502186837,89.2082,1448,0.002155,1000.0,3.0,10.4497
1000.0,10.5147,99.9956828753,-11.2737,136.184,0.200720993564,1449,10.4806983347,8.92857142857,1000.0,10.8945549028,0.0,75.0,0.537959,10.4787232429,89.161,1449,0.00240152,1000.0,2.0,10.479
1000.0,10.5575,99.9956828753,-11.3203,136.223,0.197382920614,1450,10.5219834797,9.80808080808,1000.0,11.5257084339,0.0,78.0,0.484502,10.5200780229,89.111,1450,0.00550252,1000.0,2.0,10.5205
1000.0,10.5908,99.9956828753,-11.3627,136.243,0.173636438674,1451,10.560801131,11.0,1000.0,18.6356474618,0.0,125.0,0.418419,10.558162891,89.0771,1451,0.00813092,1000.0,3.0,10.5578
1000.0,10.5981,99.9956828753,-11.3771,136.296,0.182081758471,1452,10.5677402517,12.2643678161,1000.0,18.4717614679,0.0,139.0,0.417499,10.5648822425,89.0114,1452,0.0093118,1000.0,3.0,10.5646
1000.0,10.6145,99.9956828753,-11.3775,136.335,0.206363664649,1453,10.5779876203,14.2753623188,1000.0,26.4020662663,0.0,137.0,0.516171,10.5750993644,88.9676,1453,0.00367454,1000.0,3.0,10.5743
1000.0,10.6176,99.9956828753,-11.4314,136.351,0.198742338427,1454,10.5833655544,9.75,1000.0,11.0329489049,0.0,57.0,0.503571,10.5821213377,88.9516,1454,0.0151425,1000.0,3.0,10.5817
1000.0,10.6842,99.9956828753,-11.4383,136.38,0.18934911776,1455,10.6528126983,11.6976744186,1000.0,15.0248397178,0.0,95.0,0.453237,10.6496601857,88.9337,1455,0.0761811,1000.0,2.0,10.6492
1000.0,10.6961,99.9956828753,-11.4559,136.391,0.202645089357,1456,10.6622591319,9.2523364486,1000.0,11.1900268163,0.0,63.0,0.542698,10.6580633048,88.8864,1456,0.00665264,1000.0,2.0,10.6582
1000.0,10.6831,99.9956828753,-11.4675,136.431,0.180449680101,1457,10.6552118824,17.6363636364,1000.0,29.5335640409,0.0,161.0,0.426693,10.6509454108,88.9114,1457,0.268625,1000.0,2.0,10.6503
